,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,helicopter,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,sauce,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tricycle,vacuum,watch,window
nail,1.3360898,0.84655756,0.36386925,1.2215954,0.9450216,1.0455928,0.7924334,1.1479124,1.3509037,1.0617294,1.4477165,0.4998318,1.4753022,1.3062432,1.4382136,1.1992195,0.70050466,0.6865789,1.0194901,1.0987686,0.66518945,1.1622804,0.7785741,0.79192924,1.2350446,0.72033966,1.2427545,1.3331645,0.8326019,1.2663592,1.0658662,1.3871769,1.0479543,0.28304124,1.5257638,0.55529153,0.94362396,1.3195457,1.0895942,1.2760549,1.2800357,1.3254973,0.7886284,0.44215387,1.0752684,0.8250003,1.0344623,0.6752494,1.2731936,1.1307477,1.2108643,0.9339569,0.48371422,1.3032529,1.0963906,0.31976086,1.0717269,0.41633952,1.0292001,1.0780934,1.1202939,0.6477895,1.2050135,1.2014575,1.1687522,1.1128149,1.2940826,0.5133245,1.3322326,1.137301,0.995782,1.2090757,1.2607071,1.0997055,1.3022583,1.3173537,0.6283648,1.1480783,0.0,0.8222629,0.41498423,0.8569994,0.4406042,1.3715332,1.0309833,1.3741724,1.2657131,1.1890907,0.29537702,0.32459736,0.76426244,1.0597963,0.6172676,0.9125407,0.6226295,1.1278095,0.90811694,1.405083,1.180012,0.38422406,1.2345372,1.312391,1.2957284,1.2100077,1.246297,1.0663692,1.3041115,0.15203899,1.2756068,0.3543316,0.9091072,1.0880376,0.5480708,1.1051521,1.49846,1.3227051,1.4222298,0.47298646,0.42292023,0.47100085,1.0737652,0.65791976,1.0285997,1.0551102,1.1681298,0.93147707,0.28234434,1.2716054
napkin,0.96489924,0.9257239,0.82758737,1.357805,0.94202137,0.90098584,0.64600873,0.67759776,1.1866156,1.1894263,1.3391647,0.69922346,1.2296982,0.9969449,1.1842073,1.0516057,0.48534465,0.7847257,0.700143,0.69627917,0.7608185,1.0249332,0.6566597,0.6915119,1.1870779,1.0310726,1.3107398,0.9764148,0.93862957,1.231745,1.0685211,1.2404425,0.9271712,0.7547996,1.2015196,0.65405947,0.92915964,1.2717471,0.7603471,1.2452648,1.0196627,1.1520278,0.9690826,0.7128948,1.1488659,1.0697917,1.3484379,0.9795168,1.3070201,0.9845947,0.93730426,1.0102491,0.6779503,1.0115247,1.0089201,0.97703373,0.7856989,0.7402005,1.3155707,1.0316541,1.240677,0.7361547,1.1163847,1.1708027,1.0968455,0.8971936,1.3278897,0.6703796,1.2031623,1.1122218,1.1774914,1.092891,1.1888171,0.8777471,1.1359509,1.3294822,0.84867394,1.1072822,0.8222629,0.0,0.9376938,1.1314944,0.84337986,1.1590884,1.1022662,1.2582779,1.3149806,0.62850213,0.812044,0.75368226,0.5201593,0.8894503,0.51251507,0.84543437,0.7965007,0.7932675,0.7298263,1.2826238,1.1481279,0.8138983,1.2210413,1.3789972,0.9733504,1.0921242,0.9785954,0.83830833,1.3035258,0.6796564,1.2745986,0.7397626,0.6246398,0.82610375,0.66413635,0.94137067,1.2149462,1.3440504,1.2983599,0.6800362,0.9195341,0.8096914,1.1434505,0.21185946,0.9350954,0.6515725,0.9726463,0.91377294,0.8348743,1.2347199
necklace,1.3468674,0.59972584,0.7736944,1.0884327,1.1655724,1.1652124,0.8813641,1.1510534,1.1458802,1.091591,1.3919137,0.7182021,1.3545337,0.855932,1.2339747,1.0772741,0.86702764,0.94367844,1.1752024,1.1903832,0.7843702,1.0630803,1.0951815,0.9265037,1.3566933,0.6953445,1.2211113,1.2155367,1.0434773,1.2725321,0.82171005,1.3701289,1.0093005,0.5856044,1.4067326,0.9117511,1.0423898,1.3106059,1.0981194,1.2142762,1.1630284,1.0793257,0.57317823,0.6122688,1.0903152,0.7330152,1.0754316,0.5571946,1.264469,1.0825149,1.2297765,0.8210994,0.5373358,1.2695643,1.236933,0.27832764,0.9275173,0.61552846,0.8357119,1.0681041,0.84238666,0.7455654,1.1130257,1.1667682,1.15395,1.1504385,1.0300075,0.49192274,1.1807426,1.1430293,0.77804995,1.1039466,1.1738422,1.2214513,1.0842583,1.323832,0.5987112,1.1035925,0.41498423,0.9376938,0.0,0.679679,0.63076484,1.2896714,0.9907503,1.1207588,1.0455672,1.0824875,0.6337776,0.64719915,0.95872474,1.0998803,0.7970115,1.0286285,0.664893,1.0004607,1.0282224,1.2737167,1.1853731,0.7197034,1.058622,1.0446528,1.1687335,0.9096823,1.1328942,1.1438857,1.2693236,0.5039471,1.2796104,0.7820767,0.8533876,1.0690998,0.6365514,1.0076741,1.364297,1.2071397,1.3209882,0.85510725,0.43779802,0.61954105,0.76301587,0.8600166,1.1949428,1.0787318,1.1692729,1.0574007,0.446046,1.2375937
nose,1.1946017,0.906309,1.1250901,0.84345216,1.175838,1.2138466,1.083128,1.3276272,0.9792629,1.0474603,1.1388421,1.1739722,1.1169975,0.91059226,1.1196122,1.0095786,1.2466928,1.2244811,1.1650312,1.1793661,0.92165864,1.0331603,1.2743056,1.166955,1.228955,0.6868733,1.0415211,1.187567,1.1900535,1.1188565,0.92201847,1.1008426,1.0708307,1.1164398,1.1876662,1.2555642,1.0938501,1.01676,1.1525569,1.0376452,1.0467219,1.0619842,0.5797905,0.776374,1.0740448,0.657029,0.5799668,0.60018796,0.9385196,1.0488974,1.106874,0.66306615,1.0659516,1.1380336,1.1932355,0.5127429,0.97308785,0.9747757,0.5792701,0.9596063,0.60928404,0.82032895,1.0856149,1.047829,0.92463934,1.1696758,0.9403173,1.0059909,1.1012832,1.1812524,0.5368815,1.010885,0.96573746,1.0817969,0.93760026,1.0261837,0.92641246,0.9194727,0.8569994,1.1314944,0.679679,0.0,0.956287,1.1231664,0.8517177,1.0401098,0.8885107,1.0406872,1.1176003,1.1303113,1.2359189,1.1261352,1.146542,0.9696009,0.87775576,1.1567017,1.2489797,1.0569507,1.1583278,1.1503007,1.0837837,0.8348489,0.9376198,0.81559,1.1372931,1.2075928,1.1082584,1.0061281,1.0846355,1.117044,1.0187243,1.0610821,1.0643891,1.0893635,1.0770574,1.032255,1.0475552,1.1253619,0.46460694,0.9015491,0.9086539,1.1597388,1.2691165,1.2157092,1.1615154,1.2248784,0.9097798,1.0323075
orange,1.1606653,0.9135203,0.3469572,1.3130181,0.6175878,0.7851653,0.5876478,1.2077488,1.308635,1.0678144,1.3920074,0.6652443,1.4520078,1.067542,1.1585988,1.0168464,0.7849425,0.7779539,0.97259206,1.0878841,0.6415525,1.1541259,0.7840936,0.93369246,0.9908649,0.7251361,1.173175,1.334933,0.9626343,1.3141725,1.1363157,1.4109594,0.9422011,0.53088725,1.4749334,0.72552097,0.98620766,1.243678,1.0313376,1.3340555,1.2843714,1.3004565,0.8866033,0.5993308,1.089086,0.9519824,1.1183987,0.87717986,1.2524009,0.76055586,1.1203433,1.1131448,0.73568606,0.8849705,1.0259609,0.6556539,0.93981427,0.4405018,1.1065233,0.9106518,1.1730859,0.7848221,1.1808549,1.0525273,1.1163372,1.0267315,1.3107783,0.74298227,1.3082772,1.1012841,1.0700185,1.1659857,0.89679253,1.1695726,0.9353081,1.1269617,0.7964528,1.0749651,0.4406042,0.84337986,0.63076484,0.956287,0.0,1.36532,1.0043894,1.3489599,1.3041251,1.1396577,0.5648316,0.58160806,0.85728025,1.0847571,0.65615654,0.8797761,0.45765293,1.194649,0.9752376,1.3709861,1.1997274,0.4560132,1.1119722,1.3256311,1.2945057,1.253193,1.2478223,1.1409007,0.9755083,0.4924742,1.1930811,0.48885792,1.049775,0.90902555,0.7068931,1.0780454,1.313832,1.2637079,1.3518661,0.62516505,0.77491033,0.5607723,1.1081663,0.7800036,0.7241647,1.0504779,1.0960162,1.0762305,0.63666946,1.2756114
oven,0.9627872,1.1319325,1.4239461,0.8288378,1.2313104,1.1525414,1.2751573,0.980955,0.5505958,0.98524064,0.6895452,1.2042722,0.6024156,0.93535876,0.81736827,0.9715013,1.152199,1.2115086,0.9532946,0.8108977,1.2218487,0.969263,1.0367095,0.9216211,0.83920544,1.2053937,0.8694401,0.6620023,1.1003773,0.6314013,0.98401725,0.6056235,1.035372,1.3178226,0.5021597,1.1967964,1.0668592,0.8623184,1.1185819,0.6335998,0.6174889,0.9039204,1.2000213,1.3632611,0.94343287,1.0944413,0.9642381,1.2228231,0.7470938,1.117128,0.97308964,1.1238344,1.3057704,1.0406048,0.97519845,1.336457,1.1296344,1.4596975,1.0244845,1.0395144,0.9909391,1.2384298,0.9465365,0.93044597,0.9239582,0.98129547,0.78229696,1.2466599,0.75122994,1.0445176,1.0479411,0.94009966,0.9899188,1.00056,1.0429046,0.8411414,1.227471,0.95296705,1.3715332,1.1590884,1.2896714,1.1231664,1.36532,0.0,1.000555,0.84190583,0.77350205,0.8398368,1.2686081,1.2792741,1.1223351,1.0578381,1.2105641,1.158196,1.2977343,0.9965586,1.0433878,0.2895953,0.91377354,1.2679696,0.9483732,0.80388314,0.88272357,0.8384324,0.73488605,0.54990184,0.9210818,1.3525269,0.88152885,1.24429,1.0712694,0.88025296,1.282013,0.9043174,0.7861169,0.8480854,0.6945076,1.235588,1.34217,1.2916696,1.0313004,1.2315862,1.1890203,0.87916887,0.94270384,1.0012857,1.3171012,0.6844569
owl,1.0451689,0.94701,1.1227012,0.96816146,1.1465522,1.160294,1.1088319,1.0424112,1.005136,1.1419231,1.0436451,1.1139445,0.9455974,0.95560825,1.0055449,1.0018678,1.1144999,1.1560825,1.207303,1.0311624,0.84219265,0.7599808,1.1226296,1.1228992,1.0392978,0.9252007,0.957999,1.0539312,1.0703169,1.1426889,0.9546802,1.0219723,1.0008101,1.1170734,1.0258445,1.1621773,1.0166129,0.890699,1.0165493,0.9644428,0.89344233,1.0583775,0.76193964,1.0089891,1.1458502,1.018536,0.8665403,0.999423,0.7945106,0.9413991,1.0480444,0.9600655,1.1414262,1.0142653,0.9199587,0.86578214,0.9484481,1.0038128,0.7676236,0.9388794,0.9594841,0.9089188,1.0467688,1.0448729,0.9403457,1.1515399,0.91413045,1.0445361,0.9198009,1.1014094,0.84619963,0.9441668,1.0042583,1.1867788,0.9190708,0.93018186,1.0304124,0.7885014,1.0309833,1.1022662,0.9907503,0.8517177,1.0043894,1.000555,0.0,1.0686852,0.8715207,0.96588326,1.1185753,1.1202012,1.0484246,1.0086892,1.0758998,1.1148797,0.9996746,1.0706928,1.0116652,0.9915971,0.8075347,1.0632552,1.059375,0.92003286,0.9081639,0.90357125,0.9565634,1.0922701,1.1162276,1.0312924,1.0406653,1.0204983,1.01127,0.91673046,1.0951755,0.97322935,0.9397418,1.0405307,1.0265645,1.171023,0.9777091,0.94376326,0.92170763,1.108047,1.1635946,1.0472172,1.229875,1.0885961,1.1126121,0.92808527
pajamas,0.92141163,1.169699,1.3891678,0.586264,1.1524885,1.1146301,1.3187643,1.1693659,0.7142117,0.96481377,0.52865696,1.4290665,0.7093067,0.3394485,0.5827958,1.0518515,1.4537786,1.2818611,1.1674778,1.2074995,1.3373839,0.92441666,1.3050752,1.3325791,0.9614753,1.2179283,0.79523486,0.9487994,1.2425438,0.6994807,0.9084046,0.664419,1.0811181,1.4650524,0.6373563,1.4151362,1.2669196,0.7122556,0.7847568,0.8127923,1.0674195,0.10288167,1.2078562,1.3784537,0.93426955,1.1477818,0.7577734,1.1623666,0.76029867,1.06285,0.9993146,0.9756848,1.4532084,0.9051156,1.063844,1.3404902,1.0876101,1.4309602,0.73667085,1.0225816,0.7590066,1.1309273,1.0836252,0.81017625,0.8281846,1.0181131,0.56239665,1.4452307,0.72101206,1.0962652,0.887003,0.60153437,0.7758768,0.9960738,0.8726703,0.77222073,1.2450359,0.9271562,1.3741724,1.2582779,1.1207588,1.0401098,1.3489599,0.84190583,1.0686852,0.0,0.58662504,1.0018328,1.3837268,1.4151647,1.2521108,1.18926,1.4012812,1.2239802,1.2894471,0.87148166,1.3464206,0.7736702,1.0974895,1.3417473,0.86948216,0.36898494,0.9879235,0.6200305,0.97589445,1.1515775,0.7896825,1.5101352,0.77297175,1.3266029,1.1159214,1.0730366,1.4680133,1.1712369,0.7127597,0.25870377,0.5243578,1.433131,1.2191933,1.3662262,0.9469545,1.2836671,1.0964094,1.2533115,0.9163262,1.2567712,1.4469018,0.79466057
pants,1.129613,0.8881629,1.3907938,0.4669608,1.299037,1.3484594,1.3668282,1.283771,0.549613,0.8833744,0.5870737,1.3242722,0.590132,0.6870526,0.5765885,1.0062299,1.4566817,1.4135065,1.348663,1.2101008,1.2622434,0.8824446,1.451609,1.2376871,0.85978365,0.9204348,0.6868086,0.8546911,1.3295228,0.7764279,0.8834447,0.5557467,1.1781832,1.3571694,0.76243526,1.5087043,1.2998314,0.82642186,1.2461349,0.74812204,0.87415576,0.7161145,0.91795826,1.1945614,0.84234923,0.99656135,0.83050907,0.9639599,0.73854524,0.9521147,1.0965996,0.814402,1.3617815,1.1168802,1.1174347,1.1112251,0.89950424,1.425734,0.7661195,1.0845462,0.7895944,1.0925522,1.107768,0.8848917,0.77829194,1.2582272,0.096093535,1.2084033,0.67933905,1.1970863,0.7112609,0.9723717,0.863947,1.1873626,0.84998775,0.66278523,1.1959059,0.9479603,1.2657131,1.3149806,1.0455672,0.8885107,1.3041251,0.77350205,0.8715207,0.58662504,0.0,0.957617,1.2961993,1.3090036,1.2169921,1.2663126,1.4229203,1.2458385,1.2739838,1.0821702,1.2752802,0.62409997,1.1707236,1.2828472,1.0641301,0.3065747,0.77606875,0.19696271,0.97191983,1.0302507,0.8304757,1.3414893,0.8008654,1.2442142,0.8825509,1.2116613,1.3209339,1.0833209,0.82642454,0.6008672,0.68441844,1.4725726,1.0456334,1.3005896,0.92851985,1.3891851,1.3984644,1.2458032,1.2583028,1.2445859,1.2769711,0.76965797
paper,0.97040486,1.0075189,1.2769032,0.9365175,1.087546,1.1814119,1.1822538,0.9323392,0.66037494,0.9944771,0.80478597,1.0502515,0.708289,0.86475825,0.73343164,0.879676,0.73402727,1.2171477,0.944126,0.5672476,0.9234468,0.9264072,1.05358,0.90444833,1.039279,1.0985781,1.012929,0.8049261,1.0047406,0.9558245,0.7785112,0.9060017,0.96875817,1.159001,0.8574944,1.2348002,1.1910706,1.0433686,1.2253714,0.8749773,0.6517991,1.0662744,1.0662743,1.1085258,0.95343035,1.0690136,1.1133738,0.9500137,0.9047396,0.810194,1.1095785,0.9953246,1.1984196,0.9573286,1.2498637,1.2169918,0.95681095,1.1509806,1.0469013,0.9832445,0.8716167,1.1910262,1.048824,1.0188172,1.0360799,1.0154482,0.972748,1.0157887,0.89802593,1.0683712,0.9811755,0.96662813,0.8911579,0.99854374,0.91039026,1.0118827,0.9913045,0.8675476,1.1890907,0.62850213,1.0824875,1.0406872,1.1396577,0.8398368,0.96588326,1.0018328,0.957617,0.0,1.1456575,1.1207753,0.9621171,1.1466051,0.9751997,1.217412,1.1320266,1.091023,1.0107673,0.88965297,1.0892277,1.0781914,1.0034661,0.94982564,0.9129925,0.93388784,0.97211057,0.7117565,1.0018873,1.1875911,0.8680472,1.1261524,0.7702844,0.92556536,1.1055883,1.0416418,1.0163274,1.0200424,0.80965936,1.1616342,1.1149591,1.0476332,0.9054422,0.9236706,1.1764365,0.81833315,1.2003467,1.113564,1.1922807,0.9060578
pen,1.16043,0.9211226,0.42056954,1.2772076,0.9977376,1.0483084,0.71046644,1.0411416,1.346308,1.0797076,1.3827052,0.30981869,1.3809836,1.3815639,1.4098791,1.0509514,0.510407,0.6474697,0.92614233,0.96893364,0.84545004,1.1904339,0.805805,0.6756194,1.0485398,0.9570117,1.2051871,1.2462522,0.78434306,1.2432095,1.1611228,1.3419958,1.1170676,0.09159082,1.4160746,0.50366354,0.9610798,1.2885336,1.1006867,1.2751105,1.191378,1.3462689,0.93361676,0.71147394,1.0870765,0.98053336,1.1523998,0.8997328,1.2982363,1.0975302,1.0706913,1.0826278,0.42357397,1.2592951,0.99402314,0.57152945,1.142775,0.5315689,1.2139585,1.0555469,1.2395917,0.8383945,1.1030172,1.2239453,1.1554239,1.0934191,1.3075773,0.4466828,1.2737213,1.0347801,1.1874899,1.3018587,1.3132067,1.0814403,1.3349929,1.3026235,0.6297883,1.2857091,0.29537702,0.812044,0.6337776,1.1176003,0.5648316,1.2686081,1.1185753,1.3837268,1.2961993,1.1456575,0.0,0.029152453,0.70271933,0.9441423,0.5650308,1.0087051,0.6878096,1.1661065,0.72972286,1.3001357,1.1277686,0.21308321,1.091249,1.3263304,1.2544271,1.2511728,1.1167482,0.87342143,1.2420113,0.1798023,1.2354285,0.393268,0.9655481,0.9913978,0.38008296,1.0592842,1.3796391,1.2890611,1.3884702,0.43417943,0.7585592,0.5321367,1.0297574,0.70245534,0.96629244,0.99591607,1.0605671,0.7622944,0.3402276,1.2182616
pencil,1.169903,0.8835795,0.4272982,1.2975224,0.9782675,1.0369877,0.6762414,0.9880126,1.3857032,1.1140213,1.4403807,0.28497863,1.4022064,1.382427,1.4434272,1.0423295,0.4371627,0.6152694,0.9171421,0.9035448,0.8256034,1.1730634,0.768236,0.62749827,1.0759228,0.931174,1.2549195,1.2218257,0.74862826,1.3054383,1.1611992,1.3879335,1.1335747,0.08756989,1.4401145,0.46967888,0.9338766,1.3218329,1.0722241,1.294097,1.1646938,1.3624053,0.8881905,0.69236916,1.1300275,0.9868678,1.1938081,0.88220185,1.3337926,1.1031394,1.0814493,1.072647,0.3843845,1.2781758,0.9978133,0.58652395,1.0882721,0.5295642,1.2583928,1.0352329,1.2543416,0.82637066,1.0948482,1.2361155,1.1636022,1.0717849,1.3059288,0.39710724,1.2916105,1.0261986,1.2049793,1.3145634,1.3293436,1.0962683,1.311229,1.3344916,0.59752613,1.2940781,0.32459736,0.75368226,0.64719915,1.1303113,0.58160806,1.2792741,1.1202012,1.4151647,1.3090036,1.1207753,0.029152453,0.0,0.68041897,0.9288521,0.52023464,0.9958709,0.6556569,1.1289107,0.6734605,1.327624,1.1182933,0.24132419,1.1084968,1.3521836,1.2240903,1.2345424,1.1121434,0.8801474,1.2774242,0.18033028,1.2784696,0.39170784,0.91773504,0.98704416,0.32295477,1.0317205,1.3822174,1.3145895,1.4286305,0.41967362,0.75114733,0.52844006,1.0328412,0.65973663,0.9489508,0.93095446,1.0672263,0.71990263,0.32617217,1.2660587
pillow,0.9626405,0.89335537,0.72982764,1.2719054,1.0001678,0.937425,0.6635543,0.6112462,1.2069615,1.069614,1.2411804,0.45579362,1.135582,1.1630447,1.199562,1.0748076,0.5672581,0.7845606,0.88873667,0.83618057,0.81536406,1.1657109,0.6389563,0.521048,0.9447429,1.116639,0.96523327,0.8682973,0.8189522,1.2129256,0.97428095,0.98823524,1.0370945,0.65663165,1.1415427,0.5750072,0.8880197,1.145654,0.7054988,1.1226939,1.068741,1.188277,0.93377525,0.63749206,1.0573552,1.0913727,1.3487046,1.0595247,1.2759337,1.0662582,0.9306408,1.062859,0.5962012,1.2801964,0.84101975,0.89420944,0.9284496,0.8448788,1.2862114,1.1156049,1.3566762,0.6885817,1.1456157,1.3044226,1.2390335,1.0271696,1.2465681,0.54469734,1.1419613,1.0008872,1.1263537,1.1775916,1.4036808,1.0627387,1.3222166,1.2516243,0.78047895,1.2764417,0.76426244,0.5201593,0.95872474,1.2359189,0.85728025,1.1223351,1.0484246,1.2521108,1.2169921,0.9621171,0.70271933,0.68041897,0.0,0.7237371,0.6804143,0.82691956,0.8591207,0.8690758,0.43374038,1.1182965,1.0701308,0.70341873,1.3619266,1.2974317,1.1202056,1.0930877,0.9926362,0.7797,1.3317535,0.5320158,1.227484,0.6581529,0.7116892,1.0263971,0.63271725,0.8241235,1.2300498,1.306764,1.4085761,0.7003172,0.9548479,0.9619312,1.2666016,0.4999807,1.0295974,0.8702835,0.9757016,0.70887655,0.7178694,1.0284371
plant,0.8372346,1.064895,0.899876,1.2003793,1.0023379,0.86209905,0.71934754,0.6316718,1.2247164,1.1589615,1.2122746,0.7817448,1.1068649,1.2328548,1.3145382,1.0194767,0.8493153,0.76500237,0.89930624,0.87030816,1.017971,0.8889122,0.7680664,0.670749,1.0899823,1.158535,1.03968,0.838826,0.856327,1.0747265,1.0799875,1.044919,0.9833666,0.8864462,0.9738855,0.68163997,0.7573906,1.0463371,0.7793393,0.94133633,1.0636969,1.1138675,1.0491878,1.0503927,1.2018303,1.0933292,1.18089,1.1399126,1.0625305,1.1886436,0.5418563,1.0719959,0.81947136,1.1032032,0.79878783,1.0458934,1.1288902,1.0003806,1.1248755,1.1066107,1.2654753,1.0059605,0.8306574,1.2171072,1.1691186,0.8045701,1.2595005,0.89382905,1.0771989,0.71195203,1.1915188,1.1628041,1.2970859,0.9518869,1.1922541,1.185519,0.9209821,1.1462349,1.0597963,0.8894503,1.0998803,1.1261352,1.0847571,1.0578381,1.0086892,1.18926,1.2663126,1.1466051,0.9441423,0.9288521,0.7237371,0.0,0.86630595,0.87764066,1.0176675,0.86190164,0.660853,1.0277913,0.63467735,0.9508916,1.1172783,1.3000292,1.063429,1.208284,1.0508626,0.973336,1.210165,0.9039463,1.1156,0.916855,1.0803096,0.9214594,0.8427413,0.78286237,1.0417808,1.2241721,1.1728512,0.90740097,1.113862,1.0611434,1.1395075,0.8336551,0.97806907,0.97190213,0.86060023,0.587919,0.9482729,0.8689275
plate,1.128533,0.84028804,0.63908213,1.4554927,0.959139,0.9820763,0.42170644,0.79091376,1.3164134,1.209851,1.4857216,0.5219846,1.384663,1.1829596,1.406761,0.9127413,0.28345525,0.6858316,0.6682966,0.8335601,0.5014173,1.0604001,0.76421994,0.8160362,1.1427493,0.9289036,1.3062803,1.1455005,0.79785764,1.3340299,1.1833441,1.4448938,0.78985345,0.51614016,1.4291693,0.5601347,0.87091064,1.2697084,0.94114023,1.3397405,1.0250413,1.2963302,1.0032973,0.6104853,1.232532,1.0141941,1.2190552,0.9436139,1.3492033,1.0617853,1.0599183,1.103251,0.45221168,1.0369549,0.9777028,0.82553244,0.9929179,0.48753524,1.3466468,0.6921907,1.2808203,0.8812356,1.1530721,1.2532003,1.2605581,0.9761157,1.413943,0.45410192,1.3113756,1.0332682,1.2783673,1.1116798,1.2711856,1.097084,1.1971186,1.3888445,0.63760066,0.920807,0.6172676,0.51251507,0.7970115,1.146542,0.65615654,1.2105641,1.0758998,1.4012812,1.4229203,0.9751997,0.5650308,0.52023464,0.6804143,0.86630595,0.0,0.86796933,0.6476649,0.9795782,0.603009,1.389776,1.0524198,0.53427637,1.2058151,1.4549041,1.154525,1.2770445,1.0718396,0.88795096,1.2847799,0.4974351,1.2479771,0.56116855,0.9306617,0.6358809,0.40359735,1.059824,1.3799915,1.3705751,1.3406372,0.46009374,0.8810922,0.4906801,1.0937277,0.36055398,0.91791385,0.36505538,1.1172714,0.9251888,0.642587,1.3337669
pony,0.95735455,0.9670786,0.8200865,1.259691,0.874104,0.8172793,0.6806369,0.83043927,1.3208112,1.0826879,1.2424841,0.92718357,1.2663726,1.1511014,1.2433045,1.1699467,0.92520785,0.841306,0.8919009,0.9924567,0.8974466,1.1268567,0.8763894,0.9521341,1.1330302,0.9011471,0.9886684,1.1352355,0.9126999,1.1224234,1.1013076,1.1753167,0.83838284,0.9520611,1.2273204,0.77494586,0.34330773,0.7732809,0.69758964,1.1709772,1.188898,1.1166164,0.84698254,0.7898802,1.0931298,0.8659083,1.0951598,0.9934466,1.1383559,1.067765,0.9599165,0.9300848,0.8356317,0.9993739,0.88632333,0.879148,0.9812565,0.89170814,1.1552514,1.086653,1.1635917,0.74808455,1.0199721,1.0777503,1.0313686,0.98674965,1.2563957,0.97682446,1.2330828,1.0023867,1.0540032,1.09804,1.2074211,0.9805792,1.054902,1.2305522,1.0908597,1.0996917,0.9125407,0.84543437,1.0286285,0.9696009,0.8797761,1.158196,1.1148797,1.2239802,1.2458385,1.217412,1.0087051,0.9958709,0.82691956,0.87764066,0.86796933,0.0,0.9114763,0.7666518,0.875653,1.2057425,0.94353735,0.9360176,1.2158134,1.2646965,1.0681059,1.1770163,0.99737114,1.2048392,1.1087842,0.85171074,1.1229368,0.905841,1.0061066,1.0291328,0.8675549,0.9387298,1.1288937,1.1941227,1.2922844,0.79684025,0.9148044,0.9687148,1.1881133,0.74102086,0.8723699,0.9993712,0.87786293,0.92664266,0.8830051,1.174945
pumpkin,1.1621075,0.8239465,0.5651843,1.2639155,0.7672473,0.87649006,0.6352767,1.0063382,1.3765213,1.1795586,1.4490726,0.6142775,1.4172678,1.0324773,1.2563066,0.9865427,0.73862576,0.81912225,1.0019345,1.0704132,0.64971066,1.119548,0.8773075,0.9314701,1.0875384,0.6203547,1.2243831,1.2662809,0.9491542,1.3425654,1.0581815,1.3852439,0.9042911,0.62852675,1.4309207,0.7599012,0.9798858,1.1906976,0.9814551,1.3144886,1.2346855,1.2214243,0.8107526,0.5966403,1.2083611,0.9191002,1.124832,0.81991947,1.2525703,0.9089268,1.1347113,0.9856238,0.6921479,1.0534426,1.0318413,0.6735539,0.8615848,0.6170714,1.1007712,0.859434,1.058714,0.7914582,1.1962157,1.1573161,1.1029419,1.0467943,1.3002515,0.70905,1.2989793,1.115967,0.9157491,1.0916187,1.0093302,1.1508739,0.95747757,1.197181,0.707126,1.0215849,0.6226295,0.7965007,0.664893,0.87775576,0.45765293,1.2977343,0.9996746,1.2894471,1.2739838,1.1320266,0.6878096,0.6556569,0.8591207,1.0176675,0.6476649,0.9114763,0.0,1.0740001,0.8734753,1.3391838,1.1274984,0.59199715,1.1941501,1.2889583,1.166078,1.1257359,1.1257974,1.1946777,1.1744771,0.5740174,1.2996038,0.59504807,0.9267763,0.81304145,0.6934912,1.0064316,1.233389,1.2619507,1.3677,0.6602066,0.7394365,0.6411722,1.1237054,0.7404975,0.83020926,0.94060093,1.1016729,1.0684367,0.6816294,1.30868
