,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,helicopter,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,sauce,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tricycle,vacuum,watch,window
elephant,1.0213703,1.1215973,1.076874,0.841431,1.0941148,1.1200094,1.1434664,1.1665392,0.7570874,0.06982672,0.60410774,1.1673276,0.8158819,1.0789921,0.62715536,0.8894146,1.2431638,1.2248857,1.0513798,1.1708057,1.1255043,1.1474173,1.1944207,1.1779919,0.7523618,1.1059185,0.66012055,1.071666,1.1485077,0.7314525,0.7850238,0.7181123,1.0019726,1.1544433,0.9475055,1.2441894,1.1380403,0.9737691,1.3085753,1.04705,0.9174346,1.0462998,1.1474898,1.1181713,0.0,0.9954505,0.9242264,0.97127295,1.0832725,0.81304413,1.1577777,1.0520164,1.184272,0.89494693,1.1451769,1.0869687,1.0560564,1.1373507,0.93996876,1.0993565,0.9304526,1.1324271,1.0536901,0.862306,1.0476573,1.0574464,0.8539691,1.1505632,0.94046676,1.1120427,0.94856817,0.97614074,0.87523746,0.9870048,0.9444374,0.84897435,1.145913,1.0206031,1.0752684,1.1488659,1.0903152,1.0740448,1.089086,0.94343287,1.1458502,0.93426955,0.84234923,0.95343035,1.0870765,1.1300275,1.0573552,1.2018303,1.232532,1.0931298,1.2083611,1.1380177,1.2125087,0.8827316,1.0909768,1.1012677,0.9300948,0.9091966,0.9137298,1.052128,1.0489236,0.85668206,0.75358677,1.1321986,0.66797554,1.1241827,1.0530648,1.2092991,1.2173773,1.0374701,1.0433354,0.902561,0.85389256,1.1898757,1.0824935,1.1495657,1.122109,1.2083082,1.1501137,1.1449144,1.0544689,1.1088396,1.1097767,0.9654136
eye,1.1014633,0.9038585,1.0455314,1.0359842,1.0325364,1.0779251,1.0341899,1.188958,1.1051033,0.99158144,1.1670886,0.94360596,1.1820941,0.9946981,1.0957482,1.0499312,1.0691887,1.1291463,1.0395141,1.1457778,0.96850276,1.0864075,1.1181817,1.1154172,1.1291457,0.88269377,1.0028918,1.21645,1.028883,1.1293647,0.908253,1.1893139,1.0804636,0.9612202,1.2475804,1.1039455,0.89578503,1.0393863,1.1611565,1.1809155,1.0028539,1.1224388,0.7665751,0.8458854,0.9954505,0.0,0.8518508,0.74717903,1.1723928,1.021999,1.092673,0.8276292,0.9563478,1.0933269,1.1808162,0.51236933,0.97536683,0.89099485,0.8575559,1.0357128,0.86052144,0.84270567,0.942344,1.02482,1.0500352,1.133367,0.98378474,0.89131767,1.1312251,1.0065119,0.8246007,1.1075715,1.0844285,1.0655645,0.9321454,1.1067617,1.0251337,1.0799154,0.8250003,1.0697917,0.7330152,0.657029,0.9519824,1.0944413,1.018536,1.1477818,0.99656135,1.0690136,0.98053336,0.9868678,1.0913727,1.0933292,1.0141941,0.8659083,0.9191002,1.0572795,1.0402627,1.1830356,1.0505543,1.0193505,1.0841556,1.0063896,0.92532766,0.90705895,1.0190475,1.1265918,1.085117,0.8907726,1.1325824,1.0476298,0.9849631,1.0263146,0.94501317,1.0062727,1.0956475,1.1386981,1.1764606,0.87477386,0.71354,0.83002806,1.0409421,1.0649303,1.0844877,1.141656,1.1032547,1.0400034,0.686862,1.1644676
face,1.026905,1.158236,1.1936394,0.7092194,1.1651138,1.1645962,1.1741034,1.3224499,0.8549208,0.9391191,0.77735007,1.2871174,0.93706274,0.9261837,0.8607819,1.0103924,1.3442005,1.2965932,1.1682044,1.1683768,1.0820653,0.99449104,1.3165543,1.3476597,0.8897686,1.0299668,0.8925718,1.18327,1.1785803,0.8205291,1.0340847,0.89462286,0.973083,1.2446029,0.95965576,1.3302042,1.0550776,0.8635836,1.1915536,0.95417035,1.0337735,0.8621487,1.1207267,1.1043106,0.9242264,0.8518508,0.0,0.98163086,0.7601543,1.1143626,1.0012286,0.93682635,1.288796,0.9493543,1.0116638,0.9180375,1.2306603,1.1807277,0.54897135,0.8973836,0.766816,1.0722913,1.0471023,0.91407406,0.8133693,1.1586447,0.8457484,1.2837117,0.9442469,1.0585757,0.8381485,0.8613434,0.88626325,1.0237873,1.0060233,0.76521707,1.1324315,0.8390435,1.0344623,1.3484379,1.0754316,0.5799668,1.1183987,0.9642381,0.8665403,0.7577734,0.83050907,1.1133738,1.1523998,1.1938081,1.3487046,1.18089,1.2190552,1.0951598,1.124832,1.1889919,1.2854489,0.9290232,0.9990553,1.1593189,0.9625341,0.5713619,1.0164925,0.93240476,1.0771866,1.140346,0.86420214,1.2246784,0.84749836,1.1344194,1.2962236,1.0670936,1.2927787,1.2102201,0.9211159,0.71179926,0.76425815,1.197311,0.9116126,1.0484506,0.95286196,1.3169292,1.1966827,1.2359508,1.1414893,1.2698524,1.1967604,0.8754224
finger,1.3041224,0.46792138,0.9798923,0.7867063,1.1092427,1.2115244,1.036368,1.2103903,1.106204,0.95133287,1.3289844,0.90015316,1.2953479,0.9621947,1.2463644,1.034794,0.9830627,1.1632073,1.1371642,1.1301104,0.6716175,1.0764493,1.229466,1.093596,1.3380611,0.46802527,1.1939877,1.2263023,1.1361496,1.288141,0.8722951,1.2902515,1.0248805,0.87027425,1.4161952,1.1279938,1.0570515,1.2172117,1.1124152,1.2490038,1.0394036,1.1851058,0.57150126,0.63113666,0.97127295,0.74717903,0.98163086,0.0,1.2792058,1.0127306,1.2443185,0.3874702,0.72242814,1.1184615,1.3445411,0.50793386,0.7446245,0.6718319,0.859478,0.9125406,0.31872988,0.8681999,1.1304083,1.129758,1.1447177,1.2241477,0.99612087,0.6845787,1.2317289,1.2589631,0.5987588,0.9792517,1.0397949,1.1140518,0.92451495,1.2175148,0.7969277,0.8852478,0.6752494,0.9795168,0.5571946,0.60018796,0.87717986,1.2228231,0.999423,1.1623666,0.9639599,0.9500137,0.8997328,0.88220185,1.0595247,1.1399126,0.9436139,0.9934466,0.81991947,1.1471238,1.0351144,1.3031582,1.1883628,1.0018659,1.1035566,1.0476475,1.0217632,0.8862913,0.9364479,1.1047835,1.2715516,0.75424194,1.1849254,1.014242,0.65674275,1.066418,0.7847667,1.0922754,1.3283126,1.1682333,1.2866414,1.0108628,0.16924828,0.7938196,0.78594637,0.9944412,1.2355422,1.0699189,1.2229847,1.1468259,0.63159645,1.2506721
firetruck,0.9802421,1.2873216,1.2997329,0.75638455,1.1986066,1.1411219,1.3031529,1.0476032,0.6282908,1.0767076,0.582139,1.3454065,0.48206383,0.9501301,0.7889447,1.035754,1.377274,1.2409494,1.2262741,0.99941075,1.1662697,0.8237286,1.2329841,1.1388184,0.7742809,1.1998698,0.7797721,0.6945429,1.1233505,0.6092509,0.9041121,0.6156565,0.9760688,1.3690293,0.5431687,1.3189001,1.1547378,0.6852445,1.0919511,0.38473892,0.7433918,0.8164195,1.1915292,1.3489635,1.0832725,1.1723928,0.7601543,1.2792058,0.0,1.0601801,0.9523625,1.1492741,1.4313188,1.0159371,0.8718167,1.2569811,1.1738027,1.4021697,0.83126837,1.0218908,0.98560053,1.2505231,1.0403051,0.97472167,0.64901245,1.0909796,0.8266913,1.3756275,0.6431756,1.05379,0.9465622,0.9128249,0.93243396,1.0457929,1.0070568,0.71478045,1.205097,0.8166977,1.2731936,1.3070201,1.264469,0.9385196,1.2524009,0.7470938,0.7945106,0.76029867,0.73854524,0.9047396,1.2982363,1.3337926,1.2759337,1.0625305,1.3492033,1.1383559,1.2525703,1.0982337,1.24013,0.5090424,0.90806615,1.2362249,0.9887279,0.72839916,0.9802335,0.9332856,0.96903175,0.9564903,0.87730384,1.3800726,0.5985213,1.2153158,1.2815377,1.0654147,1.4271098,0.98962015,0.80887157,0.804984,0.53351545,1.3592995,1.2880322,1.2753428,0.8951225,1.3347769,1.219214,1.2092769,1.1535462,1.1387594,1.4146817,0.4883983
fish,0.8547459,1.048132,0.93223816,0.94555855,0.7047668,0.8910754,1.0025795,1.2516894,0.950576,0.84765935,0.86816496,1.0627072,1.047837,0.8850556,0.6144923,0.8102042,1.1108295,1.2716798,0.99561316,1.2196906,0.9744541,1.0595987,1.1230569,1.2761109,0.8343828,0.876207,0.80206406,1.2819937,1.1318176,1.1103048,0.8123398,1.0531797,1.0722837,1.0905815,1.1631168,1.2820135,1.1520939,0.96556044,1.2188214,1.2230649,0.95897,1.146534,1.0590148,1.0234818,0.81304413,1.021999,1.1143626,1.0127306,1.0601801,0.0,1.1532798,1.0767003,1.1307808,0.5376729,1.0648512,1.1407489,0.6346449,0.79735553,1.0989654,0.8968861,0.93081266,1.0340633,1.1118591,0.842074,0.87448585,1.1686965,0.95049435,1.1272024,1.05706,1.0026709,0.99793625,0.95610505,0.64172727,1.1125854,0.44576287,0.8670129,1.1414915,0.90983796,1.1307477,0.9845947,1.0825149,1.0488974,0.76055586,1.117128,0.9413991,1.06285,0.9521147,0.810194,1.0975302,1.1031394,1.0662582,1.1886436,1.0617853,1.067765,0.9089268,1.1650754,1.1968213,1.134774,1.056503,1.0356907,0.79241157,1.0204448,0.75870204,1.0454072,1.0455558,1.0401527,0.65041965,1.0914469,0.8066658,1.0608022,0.77496505,0.944821,1.1161786,1.1063488,0.9885205,0.9851366,0.99234897,1.0805914,1.1561849,0.86418456,0.9247788,1.0852265,0.852513,1.0465579,1.1287541,1.219248,1.1842291,1.0934685
flower,0.7607782,1.2328131,1.0394483,1.0407248,0.91421723,0.71685135,0.8967965,0.83280313,1.0489806,1.1564751,1.0076445,1.0662025,1.00106,1.0281688,1.0623727,1.0483171,1.010082,0.89911926,0.8902354,0.883812,1.170568,1.0089073,0.8683935,0.90132844,0.9375923,1.2695389,1.0227305,0.8675169,0.9320111,0.9422343,1.1577742,0.92001855,0.99797624,1.0705787,0.8332779,0.9017671,0.9726452,0.9444978,0.7671811,0.9119485,1.0793755,0.9326042,1.2153211,1.2094738,1.1577777,1.092673,1.0012286,1.2443185,0.9523625,1.1532798,0.0,1.0579904,1.1029428,1.0022577,0.81430006,1.2395751,1.1389654,1.151937,1.0377591,1.0223452,1.1569376,1.1347282,0.87448156,1.0519363,1.05413,0.80954754,1.1122165,1.2066581,0.9520331,0.7100806,1.0696844,1.0314058,1.0781718,0.82369626,1.1312245,1.0199013,1.1515892,1.081745,1.2108643,0.93730426,1.2297765,1.106874,1.1203433,0.97308964,1.0480444,0.9993146,1.0965996,1.1095785,1.0706913,1.0814493,0.9306408,0.5418563,1.0599183,0.9599165,1.1347113,0.9010651,0.96864384,0.9220909,0.9074185,1.1234319,1.0873779,1.0760778,0.9847314,1.0983993,0.94467854,1.0026422,1.0157951,1.172062,1.0003766,1.0484136,1.1747756,0.9111464,1.1256049,0.8968255,0.8486675,1.0516137,0.96109086,1.0352677,1.229803,1.2245852,1.0338968,0.9767882,0.87832713,1.0202672,0.80117005,0.84905845,1.2110646,0.84025407
foot,1.0128975,0.727198,1.176094,0.6295627,1.177254,1.2154391,1.1003908,1.1387727,1.0424227,1.0516473,1.1639487,1.1026558,1.1489966,0.8632295,1.164689,1.1110523,1.1169877,1.1801615,1.0920426,1.1403227,0.89033425,1.0619693,1.2673323,1.1969028,1.3437648,0.7073024,1.0541261,1.1754534,1.1667644,1.213938,0.850553,1.1153485,1.0350446,1.0961068,1.2190781,1.1929985,1.019788,0.9609105,0.95800734,1.1828163,1.1080534,0.9782417,0.6764754,0.8663371,1.0520164,0.8276292,0.93682635,0.3874702,1.1492741,1.0767003,1.0579904,0.0,0.9319574,1.1255021,1.2318769,0.73973477,0.78842056,0.9721495,0.80336857,1.021757,0.41414738,0.93878746,1.0599452,1.0576948,1.0801828,1.1635717,0.87569696,0.9148681,1.1209929,1.1755594,0.42072624,0.90587264,1.0937495,1.0303916,0.9574026,1.1238515,1.038001,0.9377467,0.9339569,1.0102491,0.8210994,0.66306615,1.1131448,1.1238344,0.9600655,0.9756848,0.814402,0.9953246,1.0826278,1.072647,1.062859,1.0719959,1.103251,0.9300848,0.9856238,1.0418165,1.1044825,1.187838,1.1334097,1.1318588,1.1803275,0.948249,0.70903325,0.776742,0.8630171,1.1484123,1.2198689,0.9388014,1.1282786,1.1248013,0.6193528,1.0014389,0.98894054,1.046283,1.1133666,1.0980401,1.1777608,1.1141088,0.30058646,0.98105156,0.8953354,1.0229306,1.2393624,1.108953,1.0724775,1.1141845,0.8854666,1.1666526
fork,1.1541146,0.6704866,0.582066,1.3585373,1.0512807,0.9948791,0.58745617,0.8151259,1.3659227,1.1551276,1.6075075,0.45508868,1.4729301,1.3102508,1.5623758,1.0881405,0.45999205,0.64873195,0.8469002,1.0146676,0.7074475,1.1977414,0.80713576,0.60169864,1.2549759,0.8430524,1.2792296,1.1420144,0.74416506,1.4013076,0.9890582,1.4953189,0.92596537,0.32153392,1.4969544,0.4847535,0.791239,1.3483956,0.89848584,1.3163123,1.1710267,1.3491266,0.73787165,0.50164914,1.184272,0.9563478,1.288796,0.72242814,1.4313188,1.1307808,1.1029428,0.9319574,0.0,1.2758656,0.8632362,0.53641874,0.9532458,0.50626814,1.2732226,0.99794215,1.1280639,0.7758462,0.99373275,1.3215474,1.2408941,1.060357,1.3584094,0.1828202,1.2934155,0.9328987,1.1092513,1.2295691,1.4173481,1.0929755,1.3095328,1.5193355,0.5917703,1.1748644,0.48371422,0.6779503,0.5373358,1.0659516,0.73568606,1.3057704,1.1414262,1.4532084,1.3617815,1.1984196,0.42357397,0.3843845,0.5962012,0.81947136,0.45221168,0.8356317,0.6921479,0.97086436,0.6389572,1.337584,0.96652085,0.5987006,1.0892718,1.4381094,1.2128781,1.2182541,0.8655442,0.9014671,1.3955057,0.33726227,1.3952711,0.6408366,0.7958473,0.95181066,0.16134125,0.8477708,1.4880636,1.4327967,1.488384,0.5476854,0.618768,0.5903459,0.8149298,0.5556899,1.0433125,0.7422465,1.004967,0.61713,0.3329867,1.3373239
frog,0.6899111,1.194639,1.0170295,1.0128492,0.554157,0.7651297,0.9257916,1.2266942,0.9657535,0.9223169,0.79690015,1.3542655,1.079653,0.7377202,0.618764,0.8728345,1.1635537,1.2162322,0.853323,1.1616703,1.0314021,0.80954254,1.0701077,1.5336509,0.78772795,1.0561683,1.001338,1.2940301,1.1980838,1.0535789,1.1054754,1.0605099,0.9081183,1.3324761,1.0503917,1.2832882,1.0327891,0.88449496,0.9198208,1.2997415,1.0717355,1.0171999,1.3112588,1.1730441,0.89494693,1.0933269,0.9493543,1.1184615,1.0159371,0.5376729,1.0022577,1.1255021,1.2758656,0.0,1.0491517,1.3266971,0.7344749,0.76948166,1.038026,0.83325803,0.8516735,1.0742905,1.020586,0.76511514,0.8079473,1.0480994,1.1105874,1.4106135,1.1012721,1.0797418,1.2319988,0.7323152,0.44222748,0.9120355,0.4958613,0.75101984,1.3693895,0.76835215,1.3032529,1.0115247,1.2695643,1.1380336,0.8849705,1.0406048,1.0142653,0.9051156,1.1168802,0.9573286,1.2592951,1.2781758,1.2801964,1.1032032,1.0369549,0.9993739,1.0534426,1.0170254,1.3066521,1.2180496,0.9192403,1.1902771,0.51356125,1.0058304,0.7887827,1.1969626,0.90115,1.1125214,0.5455387,1.3357775,0.80999887,1.1828973,1.1141121,0.9110398,1.3154651,1.2382776,0.76078093,0.79917693,0.81719714,1.0610762,1.2819471,0.98725766,0.89860415,1.0889908,0.50741273,0.95721185,0.8169566,1.2847847,1.3962829,1.1726555
glass,0.7790978,1.037259,0.82273597,1.1608741,0.9693499,0.8578234,0.82707655,0.80869293,1.10158,1.0949746,1.0541285,0.9958537,1.0318455,1.1808463,1.1023729,1.070956,1.0131159,0.69870263,1.0579706,1.0206645,1.0932618,1.0982573,0.7945069,0.8439661,0.8438169,1.1887012,0.99328315,0.8247827,0.9302047,1.0025293,1.0641329,1.0214659,0.8803025,0.957785,0.96410006,0.6283281,0.91118455,1.0137058,0.7750658,0.92675745,1.0863898,0.9899199,1.0719824,1.0337297,1.1451769,1.1808162,1.0116638,1.3445411,0.8718167,1.0648512,0.81430006,1.2318769,0.8632362,1.0491517,0.0,1.1847706,1.1308832,1.0700065,1.1706092,1.0246656,1.2339172,0.9576815,0.9645705,0.97034943,0.9943122,0.9168398,1.0543298,1.0222712,0.9561217,0.86038345,1.1541493,0.95070887,1.1005242,0.96517855,1.165953,1.0122681,1.0904039,1.0602093,1.0963906,1.0089201,1.236933,1.1932355,1.0259609,0.97519845,0.9199587,1.063844,1.1174347,1.2498637,0.99402314,0.9978133,0.84101975,0.79878783,0.9777028,0.88632333,1.0318413,0.92250067,0.91232544,0.8972288,0.81549025,1.0826972,0.98220444,1.0736217,1.148961,1.1389968,0.95880413,0.9873792,0.97574013,0.9787256,0.99055487,0.9408911,1.2288632,1.0709351,0.9380939,0.90452343,0.9708753,1.0102545,1.0060408,0.9861891,1.2911876,1.1410906,1.0938234,0.9083279,0.8876926,1.0115743,0.7855501,0.8237606,1.0933188,0.93484366
glasses,1.3399924,0.691528,0.7223713,1.1383519,1.1649364,1.1895041,0.8795842,1.1572559,1.2652682,1.0690489,1.4441307,0.6503706,1.4140911,1.1632173,1.3923023,1.1210953,0.8966576,0.95611346,1.1636876,1.1982542,0.75921166,1.1031579,1.0605177,0.9096036,1.3096161,0.65588534,1.1606045,1.3327779,1.0267935,1.3156807,0.9206014,1.3768588,1.0743036,0.54395366,1.4936435,0.85598195,0.8890572,1.2323925,1.114699,1.2786509,1.1626433,1.3020873,0.474222,0.51437914,1.0869687,0.51236933,0.9180375,0.50793386,1.2569811,1.1407489,1.2395751,0.73973477,0.53641874,1.3266971,1.1847706,0.0,0.9717951,0.5983059,0.69364643,1.0941799,0.8905833,0.57049704,1.0855223,1.2140007,1.1286062,1.2291555,1.1322505,0.48395383,1.2747965,1.1510106,0.76689804,1.1898574,1.2885463,1.1795784,1.1456532,1.2982132,0.6838422,1.1652755,0.31976086,0.97703373,0.27832764,0.5127429,0.6556539,1.336457,0.86578214,1.3404902,1.1112251,1.2169918,0.57152945,0.58652395,0.89420944,1.0458934,0.82553244,0.879148,0.6735539,1.0877851,0.92758554,1.343018,1.1395173,0.6728702,1.1626117,1.1531466,1.0925012,1.0028988,1.1278299,1.1349293,1.3429679,0.37019157,1.2997242,0.7509091,0.91016024,1.1006562,0.60821056,0.97366077,1.3902047,1.3068964,1.428617,0.7159543,0.31507885,0.55425,0.9246374,0.86613744,1.219902,1.1289049,1.207084,0.98418367,0.3025074,1.2804232
glove,1.0169353,0.6408572,1.0228556,0.97522736,0.8625352,0.9679036,0.88537705,1.0105264,1.1221378,1.0692799,1.1833994,1.1262636,1.1559001,0.7792034,0.9294435,1.0619745,0.98253536,1.0430133,1.1005732,1.1126934,0.95452166,0.8861367,1.003557,1.1676605,1.0903397,0.7380929,1.1145499,1.0813977,1.1534083,1.3235037,0.8180455,1.1422266,1.1226554,1.1034644,1.2058977,1.0517888,1.0141587,1.0864862,0.77712494,1.3186458,1.0626156,1.0935464,0.81145716,0.91135734,1.0560564,0.97536683,1.2306603,0.7446245,1.1738027,0.6346449,1.1389654,0.78842056,0.9532458,0.7344749,1.1308832,0.9717951,0.0,0.6932677,1.0900251,0.98052424,0.7796128,0.7204795,1.1200308,0.99859,0.83514065,1.010889,0.8678646,0.9426293,1.2090894,1.2592772,0.94127095,1.0557753,0.81490046,1.1718717,0.38169897,0.9199093,1.1077816,0.9684309,1.0717269,0.7856989,0.9275173,0.97308785,0.93981427,1.1296344,0.9484481,1.0876101,0.89950424,0.95681095,1.142775,1.0882721,0.9284496,1.1288902,0.9929179,0.9812565,0.8615848,0.8723991,1.0956016,1.270506,1.0584679,1.2293444,0.82984614,1.0490922,0.6063778,0.8146399,0.8851637,1.1431766,1.0506285,0.97379035,1.084471,1.1091886,0.3223685,1.0924945,1.0146501,1.004757,0.87936825,1.0712104,1.1779156,0.9868121,0.8278655,0.9276148,0.77120274,0.823883,0.81916326,0.91551894,1.0090712,1.173871,0.97172177,1.3206165
gum,1.1693605,0.7629483,0.42527914,1.4227579,0.6099022,0.7787755,0.5968518,1.104573,1.4814297,1.1127552,1.5588603,0.63935786,1.6274242,1.1247252,1.3519123,1.0610851,0.6218005,0.6844862,0.8443391,1.0797367,0.5557144,1.0333308,0.7293533,1.0007756,1.2001643,0.7303475,1.3557024,1.4579406,0.8501711,1.4713376,1.1020011,1.6037792,0.92076194,0.45986795,1.6459891,0.6190936,0.9174675,1.3277341,0.8884201,1.5088983,1.3089297,1.3517983,0.81677836,0.5002321,1.1373507,0.89099485,1.1807277,0.6718319,1.4021697,0.79735553,1.151937,0.9721495,0.50626814,0.76948166,1.0700065,0.5983059,0.6932677,0.0,1.203807,0.8396173,1.0403432,0.67430127,1.2040977,1.1298336,1.0795604,1.0238193,1.4154534,0.6185788,1.4457326,1.1580045,1.1445684,1.134752,1.0205579,1.0805027,0.88760555,1.3160889,0.7274475,0.96358126,0.41633952,0.7402005,0.61552846,0.9747757,0.4405018,1.4596975,1.0038128,1.4309602,1.425734,1.1509806,0.5315689,0.5295642,0.8448788,1.0003806,0.48753524,0.89170814,0.6170714,1.0668097,0.9133419,1.6232394,1.1084582,0.58327883,0.9349753,1.4433904,1.1052594,1.2594805,1.1515735,1.1914276,1.1525608,0.4362831,1.267712,0.5665159,0.77242726,0.9457042,0.54542756,1.0715964,1.3748235,1.371641,1.488682,0.42824554,0.5935375,0.438699,0.92060626,0.6473024,0.6385074,0.8855198,1.030375,1.0383434,0.5074475,1.4454097
hair,1.059413,1.0268292,1.2452327,0.6898354,1.1924616,1.2135437,1.247396,1.2829417,0.8400186,0.97274923,0.84788406,1.2846466,0.9200256,0.7951396,0.8454349,1.0112484,1.3844892,1.3246608,1.2442995,1.2270935,1.0286579,0.97215205,1.3391769,1.2929648,1.1096034,0.979689,0.8310907,1.1119804,1.2706157,0.9174168,0.8574097,0.89124286,1.0068213,1.2517006,0.9400752,1.4004166,1.1393434,0.8972471,1.0636058,0.95080715,1.0623254,0.80673385,0.8071046,1.0533632,0.93996876,0.8575559,0.54897135,0.859478,0.83126837,1.0989654,1.0377591,0.80336857,1.2732226,1.038026,1.1706092,0.69364643,1.0900251,1.203807,0.0,0.99382377,0.69497585,0.8346065,1.0174527,0.99515665,0.8614061,1.1787064,0.777298,1.1923076,0.9360364,1.139542,0.66436493,0.8423548,0.9202386,1.0637097,0.9055733,0.8353846,1.087658,0.84430474,1.0292001,1.3155707,0.8357119,0.5792701,1.1065233,1.0244845,0.7676236,0.73667085,0.7661195,1.0469013,1.2139585,1.2583928,1.2862114,1.1248755,1.3466468,1.1552514,1.1007712,1.1434433,1.2796855,0.93075174,1.0750846,1.2076148,1.0149965,0.607562,0.9346322,0.79320526,1.0457723,1.1651434,1.0357698,1.2024236,0.91440386,1.2155292,1.1430717,1.0750105,1.2953699,1.0697154,0.93174165,0.752697,0.8191687,1.2775798,0.7840862,1.0734221,0.8618299,1.2955204,1.2599721,1.3147652,1.1724163,1.260509,1.1270888,0.8880369
hamburger,1.0870724,0.9436081,1.0128745,1.0379534,0.9195779,0.99371845,0.8199499,1.0583689,1.0870767,1.095977,1.1629256,1.0205235,1.2086228,0.92059404,1.0527978,0.9589853,0.91832364,1.0759838,0.95297736,1.0013101,0.5580301,0.9942188,1.1095076,1.1891329,1.0029056,0.95187545,1.1093585,1.194195,1.0565816,1.1376673,1.054561,1.2091862,0.6744279,1.0332171,1.1949285,1.0869688,1.1021276,1.0378286,1.0680293,1.1408918,1.0308988,1.0276921,1.0404721,0.8924972,1.0993565,1.0357128,0.8973836,0.9125406,1.0218908,0.8968861,1.0223452,1.021757,0.99794215,0.83325803,1.0246656,1.0941799,0.98052424,0.8396173,0.99382377,0.0,0.8261713,1.083737,1.1094469,1.023802,0.96992964,1.0810493,1.0866046,1.0162619,1.1422958,1.0565691,1.0682318,0.82494867,0.8551509,1.0808227,0.8605777,1.0538459,0.98806363,0.34581053,1.0780934,1.0316541,1.0681041,0.9596063,0.9106518,1.0395144,0.9388794,1.0225816,1.0845462,0.9832445,1.0555469,1.0352329,1.1156049,1.1066107,0.6921907,1.086653,0.859434,1.1034706,1.0254905,1.1338639,1.0452754,0.9776107,1.0003096,1.0117955,1.0557851,1.0223795,0.9014127,1.0870857,1.0741334,1.0994498,1.0079623,0.96600074,1.113925,0.715315,0.9511236,1.0924416,1.0516183,1.0205021,1.0393186,0.9715136,1.0094764,0.8584652,0.91640687,1.0131564,0.9704365,0.8416643,1.1079444,1.1917605,1.0982214,1.1003755
hand,1.0546327,0.7001038,1.3232291,0.50359356,1.1645509,1.2587059,1.2895619,1.3604653,0.7822375,0.94195783,0.93744445,1.3453721,1.0054634,0.6315406,0.86255795,1.0262944,1.31436,1.4039237,1.1577816,1.2217929,0.93788946,1.0446341,1.4301819,1.4250367,1.220324,0.7294122,1.026521,1.1360016,1.3078192,1.1081319,0.8157244,1.0226567,0.98520494,1.3020427,1.0930969,1.4725893,1.2501255,0.94079787,1.0724884,1.1118133,0.9754072,0.8922764,0.87393034,1.0615449,0.9304526,0.86052144,0.766816,0.31872988,0.98560053,0.93081266,1.1569376,0.41414738,1.1280639,0.8516735,1.2339172,0.8905833,0.7796128,1.0403432,0.69497585,0.8261713,0.0,1.0844424,1.0711809,0.9030188,0.95177513,1.2098737,0.7977427,1.1229652,0.9761231,1.2415984,0.4911703,0.623643,0.7537739,1.056974,0.6985807,0.98378706,1.1777631,0.69042367,1.1202939,1.240677,0.84238666,0.60928404,1.1730859,0.9909391,0.9594841,0.7590066,0.7895944,0.8716167,1.2395917,1.2543416,1.3566762,1.2654753,1.2808203,1.1635917,1.058714,1.1367949,1.3558254,1.0621917,1.145176,1.3502736,0.7563138,0.71027184,0.86185,0.80541223,0.7522809,1.0898893,1.0596247,1.244382,0.9556377,1.3445294,0.85481197,1.0233903,1.203578,1.1871388,1.0043509,0.7772368,0.8384553,1.3135293,0.5225364,1.1384308,0.6045041,1.3211619,1.2174599,1.1648966,1.1213351,1.3737698,1.1257758,1.0726929
