,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,helicopter,horse,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
scarf,0.82623434,1.2218279,1.4190657,0.659561,1.3871188,1.3829798,1.0699023,1.0658348,0.71844214,0.5771961,1.3996603,0.74522233,0.5266727,1.0511991,0.6791724,1.0444148,0.9207679,1.3909922,1.3981017,0.89748824,1.4070749,0.7701137,1.0337592,1.2580249,0.83046615,1.2056067,0.89546174,0.9017554,1.0609745,0.7666502,0.9461615,0.8336582,0.95250255,1.4039061,0.72404176,1.1097231,1.4142975,0.6305369,1.4555832,1.0156868,0.81626385,0.7376287,0.8816062,0.927368,0.786762,1.2625282,1.3518313,0.8644283,0.90335083,1.1424959,0.8915665,1.3694746,1.0941507,1.1290468,1.4146321,1.0272768,0.9405365,1.2197785,0.8264359,1.1276636,0.71602476,1.1023033,0.81502146,1.3575823,0.8879715,0.958662,0.62297374,1.1894189,0.63105685,1.3098345,1.0572916,1.1874512,0.9457519,1.0297596,0.59274757,0.9258797,1.0555733,1.0831059,1.3833674,1.1094462,1.3216479,1.1199905,1.3234242,0.74804485,0.6539136,0.6961238,0.52508247,1.3180627,1.3793918,1.2995205,1.0503815,0.73505926,1.1282858,1.3258004,1.0573545,1.1849924,0.69989395,1.144254,1.223936,0.76751745,0.9664428,0.0,0.82600355,0.5831096,1.0610139,0.8381939,0.9264797,0.8644652,1.189567,1.0431468,1.4325919,0.7642176,1.4238858,1.0678165,1.3629533,1.4394126,1.2989328,1.1464009,0.72815084,0.67197585,0.8817715,0.6610631,1.3831136,1.3007925,1.0450721,0.91690385,0.9175989,1.1709605,0.87583154,0.74446034,0.8038088,1.0999317,1.361886,0.8263427
scissors,0.822256,1.0932349,1.2552942,0.9740617,1.3102738,1.1566659,0.7829172,0.8428328,0.8956788,0.95605433,1.2098656,0.9736255,1.019119,0.8343601,0.985832,0.9119728,0.846249,1.2957046,1.1415317,0.7408266,1.2981253,0.7370361,0.93832076,1.1334279,0.88529724,1.0913435,1.0784239,0.99811435,0.9948112,1.0023797,1.102633,0.9704943,0.81757516,1.2688835,0.9614565,0.9768604,1.0768316,0.7805567,1.2540543,0.9534693,0.99847597,0.77328324,1.0641494,0.955642,1.0306549,1.2191167,1.2937741,1.0154141,0.9967005,1.1670139,0.95855343,1.165605,1.0179434,1.1756426,1.072892,0.62722373,0.9072433,1.2060246,0.92344254,0.82671547,1.0380273,0.92238474,0.95334846,1.2641287,0.8413061,0.86230475,0.92070436,1.0587735,1.0186712,1.0078205,1.0030569,1.0019574,0.7786329,1.0360798,0.85971814,0.86151266,1.0423357,1.0631993,1.3461616,1.0915828,1.2173971,1.1791807,1.0422982,0.9642649,1.0307865,1.0873842,0.77250177,1.1508061,1.153013,1.2959294,1.1617461,0.8673779,1.016617,1.1300592,0.8998977,1.258281,0.7356847,0.96786296,1.2063155,1.0185821,0.9139634,0.82600355,0.0,1.0465264,1.0612112,1.1210625,0.71660024,0.9247526,0.93477845,0.91918314,1.358353,0.8958064,1.2025393,1.0270671,1.2168742,1.0705307,1.2319548,0.974824,0.6978553,1.0423502,0.9075823,0.91213685,1.0976272,1.3330764,0.88548607,0.548594,1.0490675,0.6695937,0.7406873,0.8669089,0.9238627,0.9580186,1.2939413,1.0336537
shirt,0.7327464,1.1613846,1.4105235,0.26579857,1.3857393,1.4279213,1.0933652,1.2494453,0.58785874,0.56927776,1.4499761,0.58032227,0.1447941,1.1163892,0.8439516,1.2779773,1.1878302,1.4640939,1.532736,1.0940845,1.4607581,0.77409256,1.1509382,1.2948622,0.75831634,1.3217412,0.8025534,0.8557112,1.3424907,0.6750053,0.6016003,0.6416451,0.8624551,1.4599173,0.6268225,1.21095,1.5706041,0.53064966,1.5609903,1.105337,0.779673,0.798761,0.7020178,0.97883576,0.49268812,1.2115414,1.3454146,0.63511485,0.752611,0.9601404,1.0063381,1.3612869,1.3574474,0.88890606,1.5169922,1.2469395,0.8132471,1.1656741,0.7127285,1.1847591,0.45024055,1.2208456,0.5779077,1.3866987,0.8217379,1.0856112,0.34577668,1.2605538,0.2367444,1.4337268,1.0481788,1.3275616,0.9116568,1.1122587,0.49401325,0.94569,1.0572106,1.110398,1.4338119,1.2792064,1.2961075,0.9824675,1.303469,0.6173563,0.44237137,0.29753798,0.72897863,1.4154994,1.4774468,1.3175,1.2268114,0.805537,1.3372004,1.4679618,1.1515114,1.1854911,0.85941756,1.2841665,1.1653578,0.535934,0.9554764,0.5831096,1.0465264,0.0,1.0389516,0.6450407,1.0431943,0.86156595,1.2731481,1.1028463,1.3898013,0.9064131,1.4262912,1.1506513,1.4031419,1.5310196,1.3607097,1.3793995,0.71442294,0.14337397,1.0279635,0.55659217,1.4737031,1.1303041,1.1130666,0.9482914,1.1765356,1.3745022,1.0670631,0.86236286,0.7950654,1.0759064,1.3729177,0.6694679
shoe,1.0627971,0.76169485,1.1892436,1.0658389,1.2128435,1.1853508,1.1255063,0.9368253,1.171957,0.95455056,0.84138846,0.86317456,1.049995,1.0909513,0.9454946,1.1014774,1.1021259,1.1415744,1.1486259,1.0113168,1.0674385,0.8998203,0.96962154,0.8102416,1.1689764,1.0838622,0.9785152,0.89606595,1.1118011,1.0550041,0.94472706,0.90704626,0.97461694,0.9467593,0.84656537,0.90991,1.0760994,1.143863,1.1432612,0.94986784,0.96606195,1.1137733,1.025133,0.96281266,1.1078435,0.8370166,1.162383,0.8107186,1.2347454,0.782459,0.93397284,0.9982728,1.1309571,0.5211311,0.96973044,1.1448292,0.9175168,0.98174596,0.6826953,1.0799109,1.0859764,1.1537352,0.87241566,1.108186,0.98542386,1.0788627,1.0369247,0.74961495,0.8507197,0.9523071,0.9592339,1.1193551,1.1479504,1.067033,0.8888463,1.0659968,0.9696133,0.9456724,1.1777496,0.73220426,0.7900845,0.93153137,1.1885545,1.0189534,1.0372477,0.67904747,1.1062577,1.160518,1.1051408,0.84335005,0.8670962,1.143476,1.10272,1.0681131,1.109032,0.8078302,0.81652397,0.99085855,0.8752537,1.0781178,0.9403881,1.0610139,1.0612112,1.0389516,0.0,0.6148817,0.95771873,1.1403445,1.0542696,1.0441312,0.92553335,1.1102203,1.1870062,0.5972177,1.1118493,0.9226288,0.98894197,1.1549361,1.0373065,1.0425524,0.8883944,1.0412627,1.1452603,0.745027,0.8353686,0.8761734,0.7623816,1.2279472,1.0489234,1.167943,0.99664605,0.80212724,0.9919378,1.2148336
shorts,1.0337101,0.7519685,1.1954106,0.7223935,1.2225435,1.1914387,1.0842232,1.1989822,0.98796797,0.9095151,0.7936086,0.8304524,0.6801885,1.2054406,1.0510972,1.1849649,1.242176,1.2083652,1.2905341,1.163094,1.2077916,0.8486119,1.1320994,0.96256316,0.97427243,0.98633486,0.9087666,0.9536232,1.2991011,0.96748465,0.8279433,0.7470882,0.8752169,1.1721585,0.84666485,1.0977565,1.0960232,1.0254562,1.2567685,1.1638209,1.1211433,1.1513882,0.96809137,0.87869656,0.98396444,0.7854566,1.1869591,0.7056146,1.1380868,0.6244108,0.68018293,0.9774062,1.3228078,0.5689724,1.2059971,1.2420852,0.8476356,0.78133774,0.6985723,1.1489408,0.83243644,1.23964,0.61559904,0.97713345,0.7629063,1.1571804,0.84751177,1.1192027,0.6207119,1.091859,1.0347903,1.2136984,1.052273,1.2193687,0.7987817,1.0701494,0.9410813,1.0891465,1.1133146,0.955534,0.79447037,0.80581725,1.1803381,0.83171993,0.94818145,0.5144186,0.9902874,1.0777485,1.0557208,0.96900016,1.1408751,1.0712227,1.2718929,1.2512016,1.2877839,1.008892,1.0322549,1.1781386,0.9460606,0.8879429,1.0230469,0.8381939,1.1210625,0.6450407,0.6148817,0.0,1.0758622,0.9836202,1.1441921,0.9531494,0.922975,1.1315372,1.2099262,0.91538155,1.1234976,1.1003945,1.0915124,1.2813535,1.0914075,0.788767,1.0643771,1.0035505,1.3265737,0.72213006,0.8218099,0.8891755,1.001247,1.4569633,1.2365776,1.1143819,0.79331934,0.87522584,0.9362086,0.9663459
shovel,0.9961474,1.0073768,1.195667,1.045571,1.2546185,1.1381243,1.0073084,0.89964753,0.98473144,1.026556,1.136727,0.9213774,1.0038989,1.0343195,0.8943256,0.86543727,0.84349483,1.0676732,1.0578634,0.87500304,1.2404137,0.4130231,0.805091,0.83479464,1.1266068,1.0851918,1.1292194,0.83010507,1.0117743,0.98323935,1.1436577,1.0379914,0.9115509,1.2214888,0.8995071,0.9810136,0.9957878,0.9075982,0.99280655,0.9523615,0.9440303,0.79569983,0.9210464,0.99533945,0.962246,1.0671966,1.2375209,1.0152868,1.2063942,1.1530372,0.9960124,1.2947018,0.8626785,1.038498,1.0011188,1.0548753,0.9063438,1.1789119,0.8319093,1.1583517,1.0709283,1.0931165,1.0258737,1.1982056,1.0157181,1.0408903,1.0289599,0.9064803,0.99345595,1.0099995,0.864533,0.9524637,0.864182,0.94099754,0.914412,1.0480224,1.0538177,1.0335066,1.1425718,0.82995707,0.97162515,1.1086998,1.2877033,0.94923663,0.8342496,0.8955742,0.9653927,1.1351174,1.090543,1.0994362,0.8763854,0.97227436,0.8930868,1.1308229,0.9397649,1.0704999,0.7474213,0.9807446,1.3119652,0.8818723,0.99855083,0.9264797,0.71660024,1.0431943,0.95771873,1.0758622,0.0,1.0987626,1.0941408,0.9172441,1.2123414,1.0847723,1.2217351,0.7960375,1.1731024,1.030333,1.1070006,0.87062377,0.7278937,1.0516468,0.91524255,0.9491398,1.2374449,1.1572884,1.115265,0.54448193,0.8383435,0.9134643,0.8724926,1.0535687,1.0478574,0.6371143,1.2048547,1.0594943
shower,0.88025665,1.151539,1.224895,0.8920726,1.1873503,1.1418214,1.0365288,1.0315424,0.6818743,0.6935674,1.1343614,0.8027549,0.8494206,0.9774364,0.92397183,1.0459635,1.16812,1.1842333,1.1466837,0.98573095,1.1646018,0.9485576,1.1182387,1.1015131,0.87407875,1.1248999,0.6483219,0.9637634,1.1128953,0.63951766,0.88904977,0.84613955,1.0394572,1.2030362,0.82150495,1.0285554,1.216261,0.79360425,1.2491697,1.0536969,0.88311833,1.085997,0.7278572,1.0368463,0.95313174,1.1329759,1.2167038,0.7095646,0.92670965,1.1201757,1.0607917,1.1550987,1.1403407,1.1524391,1.1745238,1.0397291,1.0379628,0.9985136,1.1131094,1.1684127,0.9169779,1.0345559,0.9723763,1.1237141,0.9039223,0.94926566,0.76927626,1.1474684,0.78683424,1.134536,1.0739298,1.0546548,0.89222217,1.1521957,1.0360894,0.931883,1.0831882,1.0399989,1.169123,1.2467797,1.18172,1.0962626,1.0527297,0.7814488,0.9574349,0.8471613,0.9441864,1.0628011,1.1419133,1.1791432,1.246851,1.025503,1.0972816,1.166959,1.089193,1.26877,1.0298303,1.0333856,1.0684446,0.707788,1.0325297,0.8644652,0.9247526,0.86156595,1.1403445,0.9836202,1.0987626,0.0,1.0482932,1.003967,1.1855217,0.81806,1.1727239,1.2521734,1.1186861,1.1595324,1.1850083,1.175495,0.9992748,0.8237213,0.9748433,0.8385042,1.1513543,1.2020204,1.0036733,1.0965446,1.2027569,1.1802117,1.0464908,0.7469772,1.0388955,1.0816453,1.1092162,0.74654776
sink,1.138834,1.2584736,1.060124,1.1903502,1.0105447,1.0224864,0.97362405,0.43655306,0.80676365,0.9943546,0.83464,0.9492301,1.3408575,0.92861533,0.9762416,1.0364443,0.8498783,0.8738093,0.6383721,0.4652915,0.9682069,1.109521,0.52571064,0.62724894,0.80258363,1.0450566,1.0752784,0.84333485,0.9150324,1.0481161,1.2332876,0.98660254,0.9770471,0.9531695,0.96193147,0.9993922,0.88266134,0.9539544,0.7538641,1.0594091,1.1054955,1.2529311,0.9264094,0.59401053,1.1704016,1.2758868,0.90804356,1.1488512,1.1542971,1.3100257,1.0963861,0.9030975,0.92781043,1.3145974,0.6528422,1.0397595,1.058316,1.1932349,1.2968667,0.9443017,1.3349595,1.0795822,1.3424523,1.0209109,1.030446,1.053851,1.2375797,0.713738,1.2455984,0.66592675,0.92630196,0.69968396,1.0508289,0.85001224,1.3070025,0.87128437,1.1618128,1.0673269,0.9576349,0.94901156,1.1358299,1.2258886,0.9723983,0.799825,1.2610168,1.3136444,1.0012118,0.7218851,0.7988381,1.09114,0.84713304,1.1245743,0.9254544,0.6724938,1.0444671,1.0568166,1.0578585,0.66513485,1.1744294,0.8866656,1.1383176,1.189567,0.93477845,1.2731481,1.0542696,1.1441921,1.0941408,1.0482932,0.0,0.9068266,1.0272039,0.97180617,0.9209162,1.106113,0.8291944,0.65824497,0.98787725,1.011969,1.1088421,1.2504375,1.0058894,0.8719537,0.8120885,1.3032752,0.8666885,1.1945844,0.9197031,0.93503505,0.49899185,1.0585632,1.0242796,0.9850386,0.8794501,0.9654171
slide,1.0382094,0.9834456,0.9846486,1.1364518,0.9881494,0.8607755,0.59719235,1.0778341,0.8585515,0.97811455,0.8925113,1.0688367,0.9500581,1.1787343,1.0567273,0.8681451,0.8135395,0.88584995,0.9045355,0.9645625,1.0109662,0.84449446,0.8898109,0.7952417,0.9328137,0.824462,1.1018527,0.96844184,0.99449426,1.0027306,0.9980571,1.0634198,1.0222142,1.0294214,1.0224421,1.0810214,0.8060505,0.86992997,0.8761447,1.2034196,1.2587476,1.1139923,1.0937552,0.9416257,0.9825521,1.0820191,0.90093786,1.0687351,1.0903428,1.0673398,0.9207758,1.07915,1.0689085,1.0975045,0.92548645,0.9835112,1.2221141,1.0077242,1.150418,0.85973567,1.0713177,1.1490859,1.1542867,0.99762315,1.1848143,1.1171647,0.9519233,1.0687073,1.0062472,0.90271705,0.9831789,1.0028745,0.716751,1.0193622,1.1750548,1.2197133,1.0618178,1.0841292,0.9425497,0.96921015,0.96043295,1.1068367,0.8052945,0.99138135,1.0456305,1.0880237,0.9357253,0.91924983,0.92445815,1.0094343,1.03192,0.97247106,1.0581865,0.9043183,1.1640126,1.098519,0.97338146,0.98945993,1.0535896,1.0061433,1.2095238,1.0431468,0.91918314,1.1028463,1.0441312,0.9531494,0.9172441,1.003967,0.9068266,0.0,0.99948263,0.99270743,0.8890145,1.0522332,1.002812,0.9240846,0.8652995,1.0138642,1.0108353,1.0679172,0.9852713,1.0446169,0.98124844,1.0831536,0.8890772,1.0171967,1.0478746,0.8216648,0.9513436,1.038611,0.9988956,0.8911365,0.9797512,1.0552512
slipper,1.4010069,0.48177886,0.3631488,1.346099,0.42139697,0.56397563,1.0740817,1.1510012,1.5748427,1.4881232,0.3251685,1.5039685,1.3503053,1.1538286,1.3852594,0.86149555,1.196332,0.32414556,0.655328,1.3603024,0.42490613,1.3482348,1.2492228,0.9631379,1.3022029,0.46903777,1.2024549,1.3819066,0.9189086,1.3588904,0.99535483,1.3682642,1.2162509,0.51518047,1.4847561,1.0411419,0.27306736,1.6349435,0.3878547,1.1794754,1.4087877,1.399461,1.4063177,1.3153771,1.3479636,0.42010415,0.56153363,1.1448435,1.093374,0.5398417,0.9315166,0.47874373,0.9197914,0.64826673,0.63806975,1.0709265,1.2000873,0.29611212,1.1655587,0.94525224,1.2002951,0.95935076,1.0513437,0.25066072,1.1384053,1.1357552,1.4096236,1.0626025,1.3796704,0.68415594,1.1919913,0.9355006,1.2345359,1.1005148,1.4116516,1.1963532,0.70605093,1.0422829,0.12732911,0.8720703,0.32831717,0.6411864,0.7495236,1.4704161,1.4261752,1.2915734,1.4986682,0.33220875,0.2806778,0.64892685,0.9792014,1.3717623,0.9730874,0.7761699,1.1030487,0.73265326,1.3849074,0.99765235,0.6606009,1.5081975,1.237807,1.4325919,1.358353,1.3898013,0.92553335,0.922975,1.2123414,1.1855217,1.0272039,0.99948263,0.0,1.2401719,0.38217545,0.83228683,0.47773832,0.57127035,0.5753765,0.8031928,1.4491589,1.4102457,1.134891,1.5893002,0.6481656,0.29765284,0.96022326,1.1380872,1.0126729,0.98369724,1.4296007,1.2373248,1.2024089,1.0821241,0.1671713,1.420466
snow,0.7876193,1.3104014,1.2455016,0.9298278,1.1425781,1.1113515,1.1085922,0.96658593,0.81051856,0.48443568,1.1712425,0.7748703,0.8393126,0.97483957,0.70131433,1.0254756,0.8458413,1.1550038,1.1612347,0.8966066,1.2156607,1.0627514,1.1147784,1.2471794,0.60421556,1.140405,0.6697234,0.9941713,1.0283419,0.7938133,0.95638484,0.90067965,0.87870157,1.25064,0.8354473,1.163228,1.1785413,0.7368914,1.2029582,1.0331625,0.78171086,0.9521044,0.98693573,1.0299588,0.85116446,1.2388031,1.258268,0.8629792,0.8711923,1.2764231,1.0334747,1.0757897,0.9463306,1.2347059,1.1137807,0.918285,1.136881,1.2464069,1.1199552,1.0693917,0.97196394,1.0606225,1.1493137,1.200809,1.0139995,0.93254733,0.73546684,1.1369728,0.8369193,1.1112866,1.0302514,0.9797161,1.0467747,1.0668038,0.9713838,0.9480172,1.108136,1.1188852,1.1850643,1.1877222,1.3370485,1.1817237,1.1175878,0.9764103,0.7872846,1.0214177,0.7152457,1.0332353,1.1401254,1.3526921,0.87660265,0.6947387,0.9757821,1.1301928,1.0456723,1.037,1.0088239,1.1150415,1.2496061,0.93671817,1.057438,0.7642176,0.8958064,0.9064131,1.1102203,1.1315372,1.0847723,0.81806,0.97180617,0.99270743,1.2401719,0.0,1.2201567,1.1515154,1.1261853,1.1269047,1.1019037,1.159064,0.9293033,0.885647,0.76534176,0.6660675,1.1194885,1.3252959,1.013511,1.0549142,1.0644592,1.1072783,0.8187903,0.7595297,0.94198316,1.1770523,1.1986836,0.78955215
soap,1.299341,0.79435575,0.33171582,1.3936336,0.3614791,0.39141673,0.71812224,1.1032515,1.519755,1.5023875,0.5492416,1.5306984,1.3893712,1.0426899,1.3229043,0.704773,1.0565422,0.39605618,0.47474575,1.2688477,0.251729,1.4211979,1.160742,1.0033642,1.218284,0.5101907,1.2591243,1.3937907,0.86149454,1.4035468,1.06901,1.3822122,1.2072349,0.37020046,1.5077636,0.8441752,0.33588505,1.5582938,0.40906894,1.1278086,1.3693807,1.3144739,1.4582193,1.2741183,1.2805426,0.7421738,0.44891667,1.2510741,1.1265701,0.8786559,0.8874291,0.48193562,0.94147366,0.98253375,0.5892502,0.80527115,1.2560546,0.6558942,1.287802,0.7017149,1.3451164,0.711246,1.2869855,0.39701873,1.143275,1.0946018,1.3949405,1.0925913,1.4156988,0.67399144,1.2308388,0.9516576,0.91652405,1.057765,1.3921309,1.0562581,0.9374132,0.89040434,0.35741097,0.8850519,0.6617707,1.0165815,0.45625877,1.3905525,1.3912722,1.3744731,1.389093,0.44026494,0.39534473,0.5974709,1.0154583,1.2267095,0.96992135,0.47860146,1.0604119,0.9475001,1.3381038,0.9569606,0.6403044,1.4694067,1.219555,1.4238858,1.2025393,1.4262912,1.1870062,1.2099262,1.2217351,1.1727239,0.9209162,0.8890145,0.38217545,1.2201567,0.0,1.023081,0.5815975,0.5254301,0.57773864,0.661311,1.348554,1.415863,1.0748019,1.5292988,0.48548186,0.68851054,0.9503935,1.1995283,1.015448,0.6536957,1.1970719,1.2160156,1.1256015,1.1779609,0.47842932,1.4101005
sock,1.1502875,0.6137198,0.93006164,0.93584377,0.97914976,1.0441992,1.0513525,0.8175967,1.2708364,1.1402985,0.9643903,1.1472286,1.1095626,1.0361314,0.94569397,0.968561,0.87679553,1.0066979,1.013848,0.86349654,1.0748733,0.9778645,0.87528515,0.9261853,1.3399587,0.99390155,1.3062013,1.0775728,0.92485356,1.2182145,1.1407216,1.2261267,0.9937109,1.0277067,1.0284872,1.1807868,0.8652489,1.1900955,0.8991326,1.1184858,1.1724253,0.91029763,1.2070887,1.0048004,1.0786011,0.7489519,1.0233443,1.1756624,1.0969958,0.67974883,0.87646544,1.0694596,1.0153108,0.4560696,0.9938548,1.1081957,0.8247664,0.971549,0.4732834,0.9205418,1.2023188,0.9917166,0.7514809,1.0310452,1.2013466,1.1322525,1.1676968,0.8105704,1.1060907,1.0312427,0.9916324,1.0289909,1.1134737,0.8908208,0.7686461,1.1856582,0.8597478,1.191034,0.9660511,0.6692807,0.8037112,0.95579064,1.1440656,1.1800436,0.97758174,1.0435996,1.0165317,1.0417113,0.94854885,0.9266538,0.7346802,1.2312163,0.98977834,1.0789609,1.0654619,0.6736369,0.9931568,0.8874849,1.0715121,1.2393293,1.1738453,1.0678165,1.0270671,1.1506513,0.5972177,0.91538155,0.7960375,1.2521734,1.106113,1.0522332,0.83228683,1.1515154,1.023081,0.0,1.025547,1.054712,1.0391508,0.88452256,1.0197862,1.2056186,1.0008743,1.1866776,0.9362149,0.60079736,0.93506396,0.6536207,0.6837524,0.90431,1.0017292,1.0947111,1.1912454,0.9624958,0.78500247,1.2490823
soup,1.275628,0.90279645,0.57589346,1.3733187,0.60613424,0.6710171,1.0261735,0.9558671,1.3188474,1.3347703,0.36848235,1.3281009,1.4217485,0.9654935,1.2061206,0.93346715,1.0552583,0.3880449,0.59568167,1.097662,0.51595765,1.347826,1.0598397,0.7501365,1.2013417,0.46468782,0.99726003,1.160249,0.8042089,1.1587799,1.2195485,1.2542031,1.1234165,0.60299313,1.3282523,0.9360826,0.46666944,1.3832823,0.38360715,1.0274767,1.1810381,1.3013535,1.2479858,1.1754282,1.2059493,0.8217723,0.54760426,1.1091715,1.0957993,1.1040509,1.180706,0.49217302,0.760682,1.1287984,0.5069369,1.012363,1.2588515,0.7452352,1.3965483,1.0614434,1.2672426,0.90405,1.3601711,0.5175415,1.15454,0.9482718,1.3359673,0.99469,1.443357,0.6020174,0.99443275,0.7330051,1.2349902,0.93988395,1.4589014,1.1093403,1.0473201,0.96489495,0.36248857,0.86158323,0.6682739,1.0625395,0.7665612,1.3609681,1.3557688,1.4023604,1.3405956,0.53898406,0.48184478,0.8217552,0.9314095,1.2784331,0.8144736,0.678615,0.9351232,0.81290466,1.2258941,0.9145447,0.9088828,1.3505085,1.1946398,1.3629533,1.2168742,1.4031419,1.1118493,1.1234976,1.1731024,1.1186861,0.8291944,1.002812,0.47773832,1.1261853,0.5815975,1.025547,0.0,0.4911899,0.5417334,0.811649,1.3317089,1.3633038,1.0556387,1.351485,0.72902423,0.8682257,1.1252294,1.2497177,0.9415083,0.9399268,1.1867683,1.1368484,1.2986743,0.87918156,0.49407578,1.2014004
spoon,1.3061147,0.8251697,0.72251177,1.5392171,0.7503301,0.65706563,0.8967462,0.866115,1.4016839,1.4367003,0.29387033,1.4121618,1.5911896,0.882792,1.2657332,0.8108368,1.0300274,0.50566894,0.44454086,1.0639675,0.47600847,1.2658286,0.9717645,0.5855497,1.1026545,0.65847766,1.0927414,1.1518652,0.7085874,1.2902838,1.362813,1.3066046,1.0352658,0.50656176,1.4299083,0.81526184,0.36122215,1.5134151,0.46724135,1.0142787,1.2986711,1.4406394,1.2656446,1.089385,1.3809042,0.8089398,0.7075734,1.1601568,1.2955776,1.1021037,1.1210492,0.46253002,0.68480736,1.0636923,0.068064034,0.8895204,1.2139037,0.8090592,1.4437792,1.0219433,1.4293536,0.87399954,1.4213398,0.5798297,0.9410554,0.99194634,1.4979564,0.7695032,1.499737,0.14046526,1.011458,0.56756735,1.0789496,1.0879775,1.6068559,1.0127679,0.9988081,0.96625876,0.598428,0.7896272,0.6090021,1.144545,0.74167573,1.3052015,1.5007286,1.4211047,1.4235053,0.5171941,0.41312814,0.69527066,0.9419991,1.2497046,0.7225045,0.36428744,0.9822389,0.95005655,1.1955061,0.8205199,0.86913395,1.3227355,1.1421983,1.4394126,1.0705307,1.5310196,0.9226288,1.1003945,1.030333,1.1595324,0.65824497,0.9240846,0.57127035,1.1269047,0.5254301,1.054712,0.4911899,0.0,0.44954175,0.7819543,1.3713348,1.5282375,0.9875489,1.442152,0.6970852,0.93280077,0.93124217,1.1434329,0.93757796,0.9146812,1.0230552,1.2782032,1.2318832,0.7575978,0.61127347,1.3084321
sprinkler,1.1935577,0.89393777,0.68726313,1.3886354,0.67501456,0.6495309,0.94135505,1.0404373,1.4201193,1.3777156,0.44983792,1.3814468,1.3748335,1.0214288,1.2578294,0.90075624,1.0546771,0.45684183,0.658165,1.1849034,0.50564975,1.2026994,1.0495399,0.72834426,1.2293924,0.658745,1.1245776,1.1457913,0.6825113,1.2848305,1.1524826,1.2976813,1.0427666,0.5967366,1.3738729,0.92888534,0.44757843,1.4094058,0.49566257,1.0586243,1.291306,1.3117282,1.2247944,1.1615546,1.1785252,0.73932886,0.6440244,1.1696532,1.1734227,1.0538454,1.1168454,0.54965174,0.77066845,1.0153029,0.44171387,0.9459423,1.3532342,0.8403005,1.3425059,0.9566289,1.2560897,0.95703167,1.3446522,0.6065053,1.1468723,0.9596276,1.2868748,1.0093957,1.3675017,0.5246676,0.99554116,0.7666774,1.170694,0.95208097,1.3909464,1.1708432,0.9245963,1.0334247,0.54125017,0.7747496,0.7247802,1.1030663,0.71702725,1.2871826,1.296808,1.2835695,1.3729132,0.6367946,0.55104,0.7794774,0.9223528,1.2524772,0.8379489,0.61801994,0.9523985,0.9120663,1.1697772,0.9653388,0.8350022,1.3106371,1.1231838,1.2989328,1.2319548,1.3607097,0.98894197,1.0915124,1.1070006,1.1850083,0.98787725,0.8652995,0.5753765,1.1019037,0.57773864,1.0391508,0.5417334,0.44954175,0.0,0.7713204,1.3202454,1.3462384,0.9672288,1.3907714,0.7460343,0.7987789,1.0750052,1.1754028,0.91337615,0.858934,1.2468883,1.1336601,1.2220703,0.79152584,0.7059932,1.249837
strawberry,1.2092192,0.7885576,0.4629373,1.3312813,0.61678743,0.5625628,0.89780635,0.89570653,1.3573143,1.3854872,0.8542505,1.3752601,1.3619783,0.91011554,1.1343021,0.6702958,0.81705487,0.71634215,0.598606,0.9997892,0.7113198,1.1971205,0.9706276,0.9954053,1.286381,0.76025915,1.305403,1.2067859,0.73397005,1.33197,1.2064894,1.3134259,1.2699615,0.73165977,1.3553355,0.9010103,0.6826284,1.3973624,0.5912317,0.96261764,1.1929533,1.0477208,1.267318,1.1114012,1.2777696,0.9011753,0.6612551,1.3689935,1.1039089,1.0311028,1.0003357,0.85919046,0.6043179,1.1219829,0.726323,0.72415006,1.0393645,0.98455465,1.1819943,0.73964,1.3342059,0.77247,1.2120559,0.7602068,1.1441643,0.93883604,1.3855624,0.88974977,1.4305284,0.7846784,1.0428716,0.8312675,0.9955885,0.89718497,1.2710598,1.0688189,0.89434266,0.96579665,0.701865,0.8894816,0.806773,1.0777404,0.76460445,1.2953653,1.2445459,1.3912644,1.072808,0.8964911,0.84871686,0.8391138,0.8772819,1.064311,0.66140616,0.6579033,0.85607046,0.81424814,1.1962214,0.8175318,0.9882701,1.3451904,1.0068326,1.1464009,0.974824,1.3793995,1.1549361,1.2813535,0.87062377,1.175495,1.011969,1.0138642,0.8031928,1.159064,0.661311,0.88452256,0.811649,0.7819543,0.7713204,0.0,1.1868674,1.4037173,1.1398132,1.2893407,0.64337415,0.91282046,1.1655989,1.0611032,0.94438916,0.5473322,0.93874866,1.0767597,1.1969765,1.0346658,0.8903491,1.2838922
