,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,helicopter,horse,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
bottle,1.3353977,0.9269947,0.46546417,1.4818361,0.4883263,0.47923148,1.0509684,1.0406101,1.4674368,1.4880157,0.38885987,1.4542966,1.4810739,1.052097,1.3228203,0.8039441,0.95122087,0.0,0.46828496,1.2094775,0.44454372,1.3014318,1.0142118,0.67035455,1.1781511,0.43162155,1.1617376,1.1428388,0.6046919,1.2295266,1.2030592,1.4319372,1.2278669,0.5862403,1.4136062,1.0302781,0.2476235,1.478239,0.13726246,1.103052,1.286028,1.2963746,1.2225728,1.2948375,1.2320201,0.7299286,0.5592315,1.2140214,1.1404008,1.0852538,1.1603903,0.5721913,0.58687,1.1371423,0.5020319,0.97065496,1.2846633,0.6690547,1.4169322,1.0107377,1.326995,0.9663626,1.4325776,0.30278516,1.2745439,1.0455368,1.4083675,0.87450975,1.45433,0.6160377,1.0005841,0.6764585,1.2225682,0.8880465,1.5324392,1.1676265,1.0251579,1.0833088,0.16495228,0.9012809,0.65281713,1.0324248,0.7183932,1.355054,1.3797942,1.3952847,1.4199007,0.3651458,0.33473575,0.8044796,0.87932146,1.2831342,0.6792947,0.6650542,0.9679387,0.88358563,1.2004162,0.85335666,0.96344054,1.3192531,1.1318884,1.3909922,1.2957046,1.4640939,1.1415744,1.2083652,1.0676732,1.1842333,0.8738093,0.88584995,0.32414556,1.1550038,0.39605618,1.0066979,0.3880449,0.50566894,0.45684183,0.71634215,1.2928023,1.4341581,1.1043878,1.4957616,0.53302795,0.81129134,1.0840399,1.2542856,1.0026014,0.74818504,1.2036693,1.1935403,1.2862096,0.851432,0.32371044,1.2769479
bowl,1.4069752,1.0409454,0.5542339,1.53582,0.52691615,0.53575623,0.8093889,0.76626396,1.3028722,1.4030347,0.6272529,1.4192643,1.529005,0.9130386,1.1598772,0.68490386,0.82944685,0.46828496,0.0,0.8979322,0.47936708,1.3559716,0.81285083,0.73573446,1.2170832,0.7606811,1.2381725,1.1441555,0.69590425,1.3024065,1.3319952,1.3135579,1.2665807,0.5621649,1.3351059,0.8443662,0.54051954,1.4294946,0.24133176,1.0580021,1.2591133,1.2284801,1.3801987,1.0885744,1.2821698,0.953538,0.5451814,1.3232906,1.1518389,1.1784078,1.1200457,0.74549174,0.72603333,1.2087812,0.44267058,0.8774779,1.0898954,0.91987956,1.360416,0.848645,1.4282905,0.7451753,1.4135797,0.5873208,1.1319463,1.0645617,1.4609461,0.71575344,1.5745834,0.5233715,1.02972,0.7645687,0.86909276,0.87938744,1.4581249,1.0714781,1.0260862,0.97522473,0.57071567,0.8095162,0.8272427,1.1153109,0.6800926,1.2340782,1.400706,1.541689,1.279095,0.6227263,0.58680415,0.73003745,0.8310888,1.2371141,0.7621604,0.21056342,0.96671605,0.92285967,1.2199692,0.6858114,0.96037185,1.3415396,1.1780033,1.3981017,1.1415317,1.532736,1.1486259,1.2905341,1.0578634,1.1466837,0.6383721,0.9045355,0.655328,1.1612347,0.47474575,1.013848,0.59568167,0.44454086,0.658165,0.598606,1.2668107,1.5207121,1.0940964,1.3249266,0.35273272,0.9645141,1.1154909,1.24295,0.9048984,0.6037339,0.6746532,1.1963612,1.2115853,1.0731802,0.6530471,1.3602114
box,1.0231178,1.2789584,1.3078305,1.0650275,1.3150691,1.2565645,1.0699931,0.084836006,0.76386714,0.85562176,1.21127,0.88854694,1.1254218,0.90985864,0.7323186,0.9699878,0.6286248,1.2094775,0.8979322,0.0,1.2380481,0.9126535,0.45091182,0.7411128,0.91110945,1.2697549,1.0753855,0.69972855,0.9004729,0.90413,1.2378315,1.010492,1.0374492,1.1825545,0.73215395,1.0352554,1.2405308,0.6767,1.0620861,1.0014677,0.92826414,0.8996594,0.94717515,0.6108134,0.987783,1.3397617,1.2309943,1.1074873,1.0317075,1.3737742,1.1774911,1.3133922,0.9149984,1.2529188,1.0098191,1.0309584,1.0007188,1.3759093,1.0303296,1.0330653,1.1796781,1.0400207,1.1894672,1.3092765,1.1274716,1.0094775,1.0218346,0.75420445,1.0937817,1.0188144,0.7546098,0.9305923,0.94559973,0.7702875,1.0186608,0.95827556,1.0639532,1.0961282,1.3048701,0.88984543,1.304528,1.3026302,1.2356751,0.82108855,0.99864775,1.160933,0.70853174,1.1989081,1.2408609,1.208742,0.72178555,0.9805881,0.8820043,0.9482872,0.94704324,1.0251076,0.6968989,0.6561258,1.3112093,0.9118192,1.0641311,0.89748824,0.7408266,1.0940845,1.0113168,1.163094,0.87500304,0.98573095,0.4652915,0.9645625,1.3603024,0.8966066,1.2688477,0.86349654,1.097662,1.0639675,1.1849034,0.9997892,0.80325675,1.0793186,0.94027203,0.8019508,1.0370138,1.3779973,1.0362265,1.0834752,0.7917252,0.83174086,0.4323985,0.94952154,1.0397947,0.98092777,1.1663625,0.9592506
bread,1.2258985,0.8250692,0.49635053,1.458992,0.4792773,0.5407735,0.92736024,1.0449251,1.5185714,1.4830905,0.54416966,1.4728734,1.4428778,1.0410227,1.2830975,0.7936857,1.0603476,0.44454372,0.47936708,1.2380481,0.0,1.4066346,1.1667697,0.9341668,1.3191878,0.63399994,1.2387693,1.2980013,0.7963672,1.3806422,1.1850885,1.3526686,1.2572482,0.089821756,1.4718251,0.45084435,0.472471,1.5560713,0.45997816,0.94788,1.2652059,1.2889934,1.3976424,1.2231873,1.3350241,0.75195605,0.4786954,1.2345911,1.1405741,0.9501883,1.0430001,0.55538005,0.88505894,0.9633401,0.52892697,0.88394135,1.301567,0.6340666,1.3414562,0.86305076,1.2728355,0.77034104,1.3204093,0.46439135,1.1883548,1.0299258,1.471586,0.9846347,1.481271,0.6649264,1.1123782,0.91194063,1.0959477,1.0510005,1.4310185,1.0164286,0.9624869,0.5344276,0.43004227,0.7704373,0.63494694,0.9653165,0.63204587,1.3855634,1.4197984,1.3676716,1.3948803,0.5845438,0.5214089,0.30001104,0.9233707,1.2089801,0.92193115,0.37194288,1.0084441,0.8808088,1.2609907,0.90000075,0.43946648,1.4645178,1.1346529,1.4070749,1.2981253,1.4607581,1.0674385,1.2077916,1.2404137,1.1646018,0.9682069,1.0109662,0.42490613,1.2156607,0.251729,1.0748733,0.51595765,0.47600847,0.50564975,0.7113198,1.4213226,1.4440601,1.0989733,1.4891315,0.5511071,0.70798755,0.9789141,1.3362554,0.92422754,0.8075316,1.1960087,1.2274601,1.1845988,1.091301,0.52307177,1.4079442
broom,0.8987633,1.0725003,1.4340472,0.79230726,1.4290912,1.3335241,1.0526091,1.0391991,0.7129009,0.7419086,1.2430166,0.5789983,0.75441563,1.101327,0.87167096,1.1249857,1.033126,1.3014318,1.3559716,0.9126535,1.4066346,0.0,0.9030412,0.8676821,0.9303803,1.1969537,1.0040798,0.6261039,1.2698891,0.7845679,0.90661854,0.6910634,0.7612603,1.4063716,0.5902482,1.0574601,1.2385439,0.5569431,1.2808254,0.97579575,0.9580375,0.83755755,0.7243886,0.75982535,0.90272033,1.0985001,1.3634269,0.71309894,1.1294079,1.0782127,0.92812836,1.3313544,1.1502601,0.95663834,1.2814157,1.2387617,0.9576577,1.1555085,0.7543972,1.1643143,0.86080337,1.3027486,0.8532877,1.344837,0.88002354,1.1031452,0.789677,1.0695225,0.6802218,1.2702007,0.82140213,1.1465601,0.87817943,1.0817088,0.71713,0.9614946,1.050375,1.0943744,1.3382595,0.954349,1.1394141,1.0150441,1.3401762,0.6322613,0.7780585,0.6209764,0.803198,1.2621177,1.2563525,1.2206035,1.120143,0.93625337,1.1584531,1.3537488,1.1467288,1.2296464,0.6844718,1.1226071,1.2267078,0.60620797,0.9491028,0.7701137,0.7370361,0.77409256,0.8998203,0.8486119,0.4130231,0.9485576,1.109521,0.84449446,1.3482348,1.0627514,1.4211979,0.9778645,1.347826,1.2658286,1.2026994,1.1971205,0.64243644,0.7599936,0.9791944,0.6658234,1.4167616,1.1583877,1.0118203,0.5775882,0.93643373,1.1413115,0.97584784,1.0177075,0.8137503,0.7103087,1.3731031,0.8653333
bucket,1.1544402,1.2259792,1.1641722,1.1124809,1.1890155,1.2004609,1.0705639,0.52821565,0.74920917,1.0366471,1.0621494,0.9629049,1.234097,1.0284992,0.8847173,1.0394974,0.78428054,1.0142118,0.81285083,0.45091182,1.1667697,0.9030412,0.0,0.40736133,0.95798194,1.1310754,1.1212283,0.71097237,0.84161866,0.9291054,1.2975118,1.0270946,0.94817704,1.0915644,0.81471986,1.0649892,1.1137894,0.8759632,0.8484795,0.98809755,0.9950688,1.0817134,0.79950106,0.5281867,1.0888071,1.2009264,1.0762663,1.1799401,1.1325641,1.2565086,1.0933794,1.2094579,0.89200693,1.2030889,0.8973516,1.1664923,0.976002,1.2789242,1.111518,1.1334275,1.141447,1.086418,1.2155796,1.1854022,1.0539453,1.0093639,1.1573178,0.6188074,1.1656045,0.8975016,0.7198374,0.8199563,1.0708169,0.55654,1.06497,1.1192478,1.1027495,1.1037732,1.1512318,0.804059,1.1649398,1.1784053,1.1538329,0.71377206,1.0840611,1.1551356,0.8734273,1.1131821,1.1186717,1.1008472,0.7063719,1.0939835,0.8842091,0.88885814,0.9078258,0.8932914,0.75406,0.64549553,1.2401538,0.8104868,1.0644581,1.0337592,0.93832076,1.1509382,0.96962154,1.1320994,0.805091,1.1182387,0.52571064,0.8898109,1.2492228,1.1147784,1.160742,0.87528515,1.0598397,0.9717645,1.0495399,0.9706276,0.9608877,1.1677508,1.0851576,0.9565244,0.94498247,1.2280278,1.122445,1.0987418,0.7648724,0.95273525,0.5931992,0.991918,1.0530897,0.7604499,1.1254153,0.92736274
can,1.2872783,1.0313748,1.0938878,1.354616,1.1241492,1.014729,1.0440768,0.7074893,0.94786394,1.1841714,0.5916363,1.0116915,1.4625648,1.0833426,1.005936,1.1118276,0.934053,0.67035455,0.73573446,0.7411128,0.9341668,0.8676821,0.40736133,0.0,0.98705006,0.8040454,1.0235744,0.55059975,0.7545971,0.89382297,1.347753,1.105873,0.9381826,0.8892668,0.8701094,0.97617674,0.78470343,1.0420102,0.5936174,1.0102689,1.1920314,1.3625038,0.7162736,0.6820091,1.2539623,0.9029608,0.9905158,0.9594864,1.3555838,1.2131091,1.226799,0.94645846,0.74648696,1.1088634,0.55758053,1.3149912,1.1156272,1.1032273,1.3156701,1.2300242,1.2810235,1.2002032,1.357027,0.9169023,1.070978,1.0753417,1.3418589,0.564571,1.2242942,0.59867334,0.5176971,0.62939095,1.1319836,0.80546606,1.3547759,1.2147205,1.1268964,1.121072,0.8898835,0.5788888,0.8401863,1.1810931,1.0014228,0.75559545,1.3290049,1.0764469,1.23634,0.92668194,0.8641782,0.87347335,0.7456677,1.3230181,0.75795215,0.7633668,1.0220063,0.9099418,0.84227604,0.62226355,1.1498617,0.74933136,1.083022,1.2580249,1.1334279,1.2948622,0.8102416,0.96256316,0.83479464,1.1015131,0.62724894,0.7952417,0.9631379,1.2471794,1.0033642,0.9261853,0.7501365,0.5855497,0.72834426,0.9954053,1.1475406,1.2784386,1.0385281,1.1951978,0.97742975,1.1011945,1.0914603,1.223016,0.6885648,1.071865,0.8604679,1.243824,1.2147605,0.4097482,0.9168642,0.9427077
car,0.8080801,1.296478,1.3375919,0.8453599,1.2714092,1.1888472,1.0009892,1.0262302,0.63607824,0.661792,1.136909,0.68384624,0.84113187,0.95671135,0.8640993,1.1557822,0.9575869,1.1781511,1.2170832,0.91110945,1.3191878,0.9303803,0.95798194,0.98705006,0.0,1.0378054,0.6015013,0.7993995,1.1823959,0.70360565,0.9590692,0.7357707,0.68107915,1.2902046,0.7601918,1.1721232,1.1788082,0.63019025,1.2496337,1.0625364,0.8377733,1.0910995,0.7147411,0.8237297,0.9043012,1.2187253,1.3257768,0.7961489,0.89602613,1.2419628,1.0407094,1.0193343,1.0717534,1.3051302,1.1358044,1.0034597,1.1139095,1.2694373,1.1760408,1.0614786,0.8192953,1.0636282,1.0682081,1.188298,0.8264381,0.9627412,0.8102446,1.1489501,0.6986089,1.0628728,0.89086396,0.98848563,0.8842701,1.1327765,0.9493348,0.7659416,1.156829,1.1280808,1.2299643,1.278862,1.3312919,1.1466751,1.0623828,0.72077584,0.930284,0.89957947,0.79565,0.9809203,1.0915822,1.3299997,1.1268628,0.73047894,1.0508549,1.1553597,1.079844,1.1937981,0.9481373,1.0736681,1.2473934,0.6564342,1.033217,0.83046615,0.88529724,0.75831634,1.1689764,0.97427243,1.1266068,0.87407875,0.80258363,0.9328137,1.3022029,0.60421556,1.218284,1.3399587,1.2013417,1.1026545,1.2293924,1.286381,0.91743785,0.75643337,0.932215,0.7319915,1.188015,1.4025624,0.9523084,1.0854172,1.18997,1.1996065,0.91750586,0.94599843,0.5640336,1.0325603,1.2769822,0.5483931
carrot,1.325561,0.77729017,0.52826595,1.3333595,0.63271284,0.60742575,0.82384014,1.1494039,1.3689027,1.3604805,0.4996392,1.3782586,1.3231754,1.1667068,1.2287153,0.90998673,1.1284422,0.43162155,0.7606811,1.2697549,0.63399994,1.1969537,1.1310754,0.8040454,1.0378054,0.0,1.0478697,1.186831,0.9792377,1.1631188,1.1851116,1.2685561,1.0767956,0.7283248,1.36476,0.9457639,0.36585617,1.4133438,0.50206536,1.2226624,1.3798331,1.3257785,1.2419459,1.2490541,1.2907505,0.57930166,0.71408504,1.1352781,1.1935287,0.78091466,0.844658,0.5429711,0.8363601,0.9669148,0.7145327,0.9848765,1.1589829,0.6513995,1.2283618,0.9533607,1.2317505,0.9177238,1.1100851,0.5231677,1.0584904,1.0981472,1.3761854,1.0730591,1.3167714,0.74081755,1.015993,0.85675144,1.0143051,1.0430286,1.2845938,1.1620672,0.95702964,0.9834339,0.36601293,0.863517,0.561834,0.88875335,0.6390434,1.3460647,1.377626,1.2643688,1.3730867,0.54487747,0.4844619,0.7965679,1.0266929,1.2441206,0.8944357,0.82389385,1.0914063,0.82969296,1.2782857,1.0712022,0.91277695,1.3093746,1.2765019,1.2056067,1.0913435,1.3217412,1.0838622,0.98633486,1.0851918,1.1248999,1.0450566,0.824462,0.46903777,1.140405,0.5101907,0.99390155,0.46468782,0.65847766,0.658745,0.76025915,1.3526213,1.3588058,1.0654207,1.457706,0.80763036,0.7008201,0.8520407,1.1070476,0.9736047,0.89884794,1.32131,1.1989146,1.1192423,0.9270715,0.5360017,1.2560124
cat,0.737505,1.232715,1.2528837,0.9108034,1.1468452,1.1548741,1.0270094,1.1014752,0.63206214,0.5827172,1.0768555,0.68498796,0.851881,0.90297186,0.7854482,1.1627655,1.2610455,1.1617376,1.2381725,1.0753855,1.2387693,1.0040798,1.1212283,1.0235744,0.6015013,1.0478697,0.0,0.94801587,1.2363209,0.6267615,0.80178815,0.67660916,0.8276179,1.200378,0.7681567,0.97995067,1.246869,0.81183904,1.2658861,1.0079942,0.42679995,1.0748163,0.84291744,1.1746993,0.8904005,1.1713241,1.1641922,0.59212524,0.89517015,1.1937069,1.2404066,0.9240484,1.0965149,1.2217216,1.1544869,1.0955862,1.1258917,1.1976357,1.1033839,1.310175,0.76860297,1.0598189,1.0000064,1.0907387,0.8378582,0.8043365,0.67151403,1.1433077,0.6743762,1.090393,1.0247034,1.0286702,1.0032964,1.1660588,0.94004774,0.8874337,1.1701436,0.9025032,1.1931744,1.2669394,1.2282217,1.0990801,1.006157,0.8603939,0.9263552,0.777578,1.0176569,1.0372186,1.137705,1.1961513,1.1822455,0.8527329,1.05176,1.2644303,0.97017837,1.0847005,1.0250938,1.2035798,1.1061864,0.7629594,0.96687603,0.89546174,1.0784239,0.8025534,0.9785152,0.9087666,1.1292194,0.6483219,1.0752784,1.1018527,1.2024549,0.6697234,1.2591243,1.3062013,0.99726003,1.0927414,1.1245776,1.305403,1.0348791,0.6849598,0.91045403,0.7974634,1.2471335,1.2825264,1.0576599,1.1948628,1.1966712,1.3384575,1.1200854,0.94417953,1.0328063,0.98360723,1.1880131,0.68579084
chair,1.0155522,1.2977887,1.4616694,0.9197244,1.4183285,1.3613112,1.2825352,0.8207418,0.6124522,0.5720075,1.1126833,0.36084497,0.99832416,1.1068544,0.59442437,1.1991482,0.8513869,1.1428388,1.1441555,0.69972855,1.2980013,0.6261039,0.71097237,0.55059975,0.7993995,1.186831,0.94801587,0.0,1.0544124,0.6165247,1.0198461,0.6870515,0.99388057,1.2722664,0.19077057,1.037731,1.2877848,0.41930187,1.1241089,0.8893702,0.91259015,0.94941163,0.45369792,0.6242759,0.89301866,1.2021315,1.3443282,0.7997327,1.1651525,1.3179364,1.2188745,1.342114,0.95747626,1.1541748,1.1091541,1.3844097,1.0985223,1.3588717,1.0563645,1.3284688,1.025609,1.2840339,1.1419805,1.3118383,1.0653381,1.1477792,0.865102,0.81883526,0.74346143,1.1121521,0.36427474,0.8930656,1.0685846,0.97144324,0.958484,1.0582561,1.217089,1.1268967,1.3113973,0.78098255,1.2461066,1.2111474,1.3276021,0.58794254,0.88021266,0.725204,0.91861486,1.2839199,1.3073304,1.190238,0.77885544,1.0838176,0.9389402,1.0912626,1.1077423,1.1023858,0.6286247,0.8417515,1.3271234,0.52252406,0.9158452,0.9017554,0.99811435,0.8557112,0.89606595,0.9536232,0.83010507,0.9637634,0.84333485,0.96844184,1.3819066,0.9941713,1.3937907,1.0775728,1.160249,1.1518652,1.1457913,1.2067859,0.6143055,0.7910228,0.9222732,0.53508186,1.3070421,1.3555863,1.2027426,1.1517795,0.70883435,1.1553087,0.7522197,1.05905,0.95003074,0.5756795,1.3409357,0.62811154
clock,1.1404316,1.0943245,0.80295724,1.2901006,0.77362764,0.8015301,1.0662493,0.850148,1.2380804,1.2929089,0.8027973,1.3265622,1.3935721,0.8533313,1.1220609,0.92372537,0.7476372,0.6046919,0.69590425,0.9004729,0.7963672,1.2698891,0.84161866,0.7545971,1.1823959,0.9792377,1.2363209,1.0544124,0.0,1.1509359,1.2939655,1.2769346,1.1161257,0.7868937,1.2595267,1.0477726,0.75247407,1.2224731,0.63071823,0.9547978,1.1916856,1.1085105,0.9578063,0.95016843,1.1438545,1.0395205,0.75095266,1.3214985,1.0817716,1.2871284,1.2704283,0.9647539,0.57557786,1.2424585,0.5875561,0.9048789,1.1120746,1.0732995,1.3404863,0.865923,1.3172269,0.94687986,1.3775327,0.86977077,1.132546,0.9314838,1.2791018,0.6692931,1.4120617,0.6228628,0.86025447,0.59516937,1.2213731,0.7035942,1.3672924,1.0643318,1.0693781,1.0989064,0.76916295,0.8790177,0.9855249,1.2246773,0.82003397,1.1235675,1.2230552,1.3689345,1.0304252,0.9015814,0.84781677,0.94416285,0.73939914,1.0995299,0.65983206,0.7010786,0.8044908,0.8720136,0.88181466,0.5812449,1.0507729,1.140582,0.96606475,1.0609745,0.9948112,1.3424907,1.1118011,1.2991011,1.0117743,1.1128953,0.9150324,0.99449426,0.9189086,1.0283419,0.86149454,0.92485356,0.8042089,0.7085874,0.6825113,0.73397005,1.1213083,1.3390459,1.0077055,1.216298,0.6438728,1.1214598,1.1970874,1.1083225,0.8881105,0.7459136,0.8529294,0.99884903,1.2668537,0.8508761,0.78086853,1.0704964
closet,0.86608887,1.2853029,1.4104309,0.75805616,1.3482232,1.3486922,1.0949581,1.0070189,0.41612452,0.55546844,1.2671463,0.57217556,0.7619872,1.0414349,0.71019906,1.2220981,1.14435,1.2295266,1.3024065,0.90413,1.3806422,0.7845679,0.9291054,0.89382297,0.70360565,1.1631188,0.6267615,0.6165247,1.1509359,0.0,0.85738707,0.7492818,0.91457915,1.3391685,0.563918,1.1245478,1.3806293,0.44293165,1.3371775,1.0138636,0.72136927,0.9826693,0.44315845,0.90197754,0.7411283,1.2897067,1.3109877,0.7144234,0.88295686,1.2659509,1.2324907,1.3348734,1.0579121,1.2322654,1.2717062,1.2693164,1.1271726,1.2577044,1.070591,1.3698454,0.7730425,1.1728631,1.0421132,1.2794324,0.9779069,1.0682194,0.6292833,1.048852,0.63886344,1.249049,0.7150645,0.97528386,0.92599225,1.083422,0.8873361,0.98563623,1.1663017,1.0876766,1.2760315,1.1433988,1.358695,1.132893,1.2753608,0.6209879,0.7488397,0.69313943,0.9066151,1.2430626,1.3186061,1.2961798,1.1276472,0.97740144,1.0542493,1.2963662,1.119523,1.2051375,0.79515696,1.0522902,1.2575614,0.46143222,0.9599423,0.7666502,1.0023797,0.6750053,1.0550041,0.96748465,0.98323935,0.63951766,1.0481161,1.0027306,1.3588904,0.7938133,1.4035468,1.2182145,1.1587799,1.2902838,1.2848305,1.33197,0.7337897,0.6342853,0.97619057,0.6018053,1.3460438,1.3804772,1.0807508,1.0879321,1.0436145,1.3039669,0.9372821,0.8517573,0.98768675,0.7431224,1.2896632,0.46564472
coat,0.8655009,0.919136,1.0574082,0.66606826,0.9604525,1.0676217,1.0957755,1.2940272,0.7910882,0.6915851,1.1861225,0.6735856,0.5771218,1.1305052,0.9286038,1.148181,1.282449,1.2030592,1.3319952,1.2378315,1.1850885,0.90661854,1.2975118,1.347753,0.9590692,1.1851116,0.80178815,1.0198461,1.2939655,0.85738707,0.0,0.66383016,0.9080974,1.1889718,0.77071226,1.1879134,1.2099917,0.8120084,1.2790711,1.1001683,0.8991437,0.96515334,0.91023844,1.13811,0.82200813,1.0578349,1.0055727,0.7278714,0.928017,0.823955,0.92267454,1.0723763,1.3309734,0.81909037,1.384171,1.1706918,1.0149994,1.0134199,0.8079234,1.002916,0.752022,1.1656249,0.7968985,1.0764683,1.0207942,1.1067518,0.46566868,1.2574855,0.4682539,1.3568466,1.1573145,1.3411082,1.0390453,1.1417196,0.7438057,1.0800576,1.0123332,1.0663846,1.1216147,1.207816,1.1067163,0.92074287,0.98905843,0.9007977,0.7736851,0.51780087,0.9916806,1.1021272,1.1566634,1.1949673,1.2330334,1.033224,1.3208859,1.3593774,1.1391617,1.0515872,0.986598,1.2346895,0.91631997,0.8479999,0.93997806,0.9461615,1.102633,0.6016003,0.94472706,0.8279433,1.1436577,0.88904977,1.2332876,0.9980571,0.99535483,0.95638484,1.06901,1.1407216,1.2195485,1.362813,1.1524826,1.2064894,0.81025934,0.44491196,1.0219415,0.77450424,1.1972924,0.86129403,1.0505404,0.9003291,1.1704053,1.1847284,1.2043991,1.0652541,0.8735701,1.0965612,1.1222916,0.9218532
coffee,0.8305062,1.1488988,1.3285116,0.6333129,1.2635026,1.3125873,1.0442412,1.1292557,0.51454675,0.47460622,1.2418271,0.29326773,0.6630298,1.0158525,0.8244852,1.2731105,1.1963016,1.4319372,1.3135579,1.010492,1.3526686,0.6910634,1.0270946,1.105873,0.7357707,1.2685561,0.67660916,0.6870515,1.2769346,0.7492818,0.66383016,0.0,0.697071,1.2893734,0.5001341,0.987451,1.4415148,0.5848316,1.4137738,1.022239,0.80900323,0.98553544,0.6340277,0.80126226,0.8289991,1.2492027,1.170259,0.6724037,1.0396333,1.0861452,1.0084178,1.16526,1.3202727,1.0379422,1.3629923,1.2770753,0.9615111,1.264118,0.8616473,1.0701623,0.76625955,1.2070676,0.8045643,1.3417513,0.7518873,1.1563164,0.63944995,1.061669,0.5451639,1.2772737,0.953031,1.2472764,0.94634753,1.2364075,0.70768285,0.916713,1.1197155,0.929107,1.4164748,1.1781075,1.2501788,1.0768713,1.127002,0.6567889,0.8007326,0.5832436,0.80571663,1.3060306,1.3814934,1.2278337,1.1847109,0.8168466,1.3053869,1.2064292,1.2111225,1.0102785,0.94486904,1.2133658,1.0801427,0.58266354,0.97099936,0.8336582,0.9704943,0.6416451,0.90704626,0.7470882,1.0379914,0.84613955,0.98660254,1.0634198,1.3682642,0.90067965,1.3822122,1.2261267,1.2542031,1.3066046,1.2976813,1.3134259,0.88149977,0.5804219,0.9501256,0.37640822,1.3127115,1.2329755,1.0495249,0.94536257,1.1062187,1.3670875,0.9400143,0.988253,0.76557815,0.95567346,1.389423,0.6910887
comb,0.8548983,1.0426127,1.2359029,0.79024464,1.1545887,1.1352472,0.880376,1.0770006,0.8438176,0.87857956,1.0870748,0.8087664,0.89037734,1.0708225,0.9948612,1.2118117,1.119427,1.2278669,1.2665807,1.0374492,1.2572482,0.7612603,0.94817704,0.9381826,0.68107915,1.0767956,0.8276179,0.99388057,1.1161257,0.91457915,0.9080974,0.697071,0.0,1.2154225,0.96152407,1.1219301,1.0654616,0.8117014,1.2269237,1.0790961,1.0307244,1.0972253,0.8153058,0.8602801,1.0600643,0.9993282,1.1496521,0.8266169,1.045249,1.0072746,0.9353783,0.9106405,1.2274989,1.02188,1.0439421,1.1160569,0.92646563,1.177861,0.8642603,0.9127471,0.8457236,1.1109537,0.8668624,1.1954713,0.69489765,1.0548757,0.91838837,1.1546748,0.82027066,0.9998024,0.94136596,0.97370684,0.9767269,1.1589919,0.7334522,0.92956626,1.0198865,1.0835254,1.2223116,1.0811987,1.1048245,1.0281761,0.9420774,0.8616096,0.99131787,0.8693264,0.857342,1.015245,1.0095421,1.1902838,1.1592959,0.8436521,1.2108836,1.2038313,1.1551614,1.0466112,1.0194074,1.2188445,1.0696003,0.8180131,1.0575787,0.95250255,0.81757516,0.8624551,0.97461694,0.8752169,0.9115509,1.0394572,0.9770471,1.0222142,1.2162509,0.87870157,1.2072349,0.9937109,1.1234165,1.0352658,1.0427666,1.2699615,1.0441865,0.9028874,0.8403225,0.89660966,1.1945474,1.1259761,0.9560724,0.6077444,1.0653877,1.2272841,1.0899088,0.9861661,0.8513559,0.9247862,1.2357482,0.76601124
