,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window,zebra
bowl,1.1502204,1.1985021,1.0181508,1.0707058,0.96511865,1.0950457,0.9601453,0.7960533,0.7550145,1.081323,1.1784791,1.0538135,1.0303578,1.0703516,1.1381358,1.0497324,1.0120574,1.0525959,0.0,0.69160044,0.9813901,0.9014493,0.65824866,0.95878154,0.9972444,1.0756547,1.2482151,1.0764741,1.0164646,0.98607075,0.9520643,1.1382058,0.8573724,1.0929716,1.1427664,1.1588306,0.88236845,0.22343767,1.0106546,1.0174235,1.0748744,0.9808157,0.9924317,1.1275035,1.0214002,0.92965883,1.0052437,1.2708155,1.1396381,0.8672957,1.2346333,0.979072,0.9110739,0.97882336,1.1788894,1.2287902,0.996875,1.1258589,1.0730087,1.2116497,1.0098895,0.990918,1.1881071,1.0276309,1.1965834,1.2075475,0.9352526,0.86612535,1.0344902,1.0081866,1.1097144,1.0088713,0.9741022,1.2197675,1.1505609,1.1026558,1.1923864,1.0579449,0.8533225,1.1423985,1.1869783,0.9549554,1.1883668,1.157989,0.966215,1.205689,0.68385196,0.91785884,0.36397374,1.0446459,0.8939502,0.9617655,0.8835998,0.9190848,0.94368523,0.99671715,0.96693534,1.1218487,1.2022932,1.1661036,0.90662336,0.9156825,0.5462783,0.9186482,1.1891406,1.141897,0.94084364,1.2500091,0.97439504,1.0429397,1.0520339,0.95343137,1.0832599,0.52150905,1.0108895,1.2293017,1.2145108,0.96682966,1.144103,0.92343104,0.5174199,1.068641,1.1700486,0.9583916,1.2156026
box,1.3258823,1.411027,1.3763611,0.74247694,1.038328,1.1882234,1.3228707,0.8601686,0.33130682,0.48940384,1.4708555,0.4056586,0.6755458,1.5119287,0.5944929,1.099947,0.7866504,1.3934242,0.69160044,0.0,1.2701931,0.9085787,0.8372487,1.0647835,1.1988684,0.91996866,1.3870816,0.86714786,0.64604616,1.2647748,0.74605465,0.7065728,1.0399803,0.5554704,0.9821806,1.5953778,0.3816499,0.92396903,0.82281077,1.0000648,0.94375837,0.7071246,1.001804,1.0826917,1.4723287,0.88652897,0.8293338,1.3650426,1.4379684,1.1949745,1.3503934,1.4355277,1.0120273,0.69105834,1.5515747,1.3581662,1.0829946,0.87014884,0.8907301,1.5850816,1.0695516,0.7515781,1.3361901,1.1002548,0.96323127,1.1134205,0.56249726,1.0040411,1.3264444,1.0286986,0.7160194,0.8989686,0.9433221,1.595798,1.4513036,1.4696813,1.3555689,1.3338201,0.5775388,0.6753536,0.95623684,0.23419702,1.5125523,1.5311453,1.1174672,1.3047688,1.0796542,1.1197112,0.7806072,1.5115356,0.81773275,1.0433322,0.612969,1.2803032,1.0499402,0.74145246,0.46407604,0.71416056,1.2671869,0.9899847,0.54285574,0.8154521,0.38398528,0.61694133,1.6027184,0.76623356,1.3821104,1.3908309,1.5031524,0.84204715,1.3581278,0.88286185,0.70659846,0.31756294,1.2945659,1.4354367,1.3373632,0.6905171,1.4497223,0.6633862,0.33567297,0.8934742,1.5488424,0.6826694,1.0378869
bread,0.8130617,0.81396306,0.70486194,1.2691438,0.9909926,0.87902087,0.7801815,0.9362219,1.3458302,1.4252049,0.5427015,1.3174837,1.3097554,0.7798711,1.4108778,0.89428145,0.58022994,0.4282546,0.9813901,1.2701931,0.0,1.0630482,0.9574949,0.999586,0.67287433,1.0492122,0.58786756,1.3770683,1.0932449,0.7159709,1.2297028,1.2331588,0.89992845,1.3309335,1.151088,0.5173151,1.3544865,0.75881875,1.340843,1.1170485,0.9829658,0.9068437,1.0298913,1.1142015,0.6052407,1.136334,1.2240282,0.8973428,0.7258325,0.98825055,0.9206546,0.5635946,1.0003179,1.2369763,0.71105546,0.94712955,0.8414997,1.331236,1.3051101,0.7124746,1.1950738,1.3180823,0.89613897,0.91543806,1.2671171,0.86683404,1.271321,1.1295785,0.782741,0.97518873,1.4094558,1.0728357,1.0697271,0.66967815,0.31631935,0.6104677,0.81583786,0.4887839,1.1506057,1.4432125,1.223089,1.3397865,0.5975231,0.59385794,0.73487914,0.7356552,0.8835993,1.0324711,0.927639,0.5388646,1.1337785,0.7404032,1.1588975,0.84940237,0.97787,1.3033415,1.3685275,1.4103699,0.9737481,1.1228817,1.3174012,1.1655784,1.2605214,1.3012536,0.5247601,1.3138784,0.5786548,0.8268221,0.53129625,1.25955,0.71357656,1.1895962,1.359683,1.3913746,0.6043837,0.90264904,0.8671843,1.3601806,0.17915672,1.1205549,1.2010323,1.1308403,0.735428,1.3531442,1.10762
broom,1.0442135,1.1552932,1.0302987,1.1775801,0.97046983,0.9997785,0.9947908,0.9198265,1.0991192,1.110723,1.0954655,1.0170913,1.0588068,1.027839,1.1461244,0.8127774,0.95075446,0.9762756,0.9014493,0.9085787,1.0630482,0.0,1.0616965,0.96300983,1.0816522,0.9127223,1.114892,1.0689472,0.91034263,0.9685122,0.9689935,1.1419084,1.0924563,0.9974115,1.1706703,1.0879525,1.0471094,0.95117205,0.9541297,0.67743886,1.0189328,1.0370739,1.0152198,1.0666959,1.0894147,0.9814926,1.0193989,1.1312189,1.1447723,0.8491359,1.1426523,1.0549985,0.7720948,1.0434172,1.1340127,0.8431053,0.94337106,1.112361,1.0585581,1.0593227,0.95463717,1.0371526,1.1563663,0.9821951,1.0734788,1.1245553,0.72959423,1.0072607,0.99675775,0.88693726,0.9393579,0.78060174,1.0582998,1.1844146,1.0098953,1.1129854,1.1465353,1.0770535,1.0319241,1.0067216,1.0473825,1.07445,1.0922956,1.0998738,0.96644664,1.0365168,1.1455486,0.8167422,0.9697043,1.0693791,0.76148355,0.8338498,1.0753081,0.932252,0.9228463,1.0017626,0.89173716,1.1107577,1.0359644,1.1109394,0.88336456,1.1389498,1.0612063,0.9537909,1.1035796,1.037676,1.0445307,1.0791019,0.99145055,0.9692048,1.105943,0.6713726,1.0932019,0.9417666,1.0045329,1.156508,1.1921635,1.0521427,1.0434117,0.61857015,0.90616304,0.8574493,1.0780143,0.9671393,1.1501932
bucket,0.98996776,1.2922521,1.0951092,0.95161396,1.0661374,1.0343143,1.1899701,0.8896636,0.63694555,0.89696085,1.1093422,0.91117895,1.0117444,1.058132,0.9414798,1.0810629,1.1148254,0.9636521,0.65824866,0.8372487,0.9574949,1.0616965,0.0,1.0588566,0.7040232,1.0061064,0.93079764,0.8538157,0.83099675,1.0582494,0.9590093,0.98842764,1.0224935,0.98252046,0.87748146,1.1511644,0.7758111,0.32505786,1.0749706,1.1751138,0.8731387,0.9274337,1.0356485,1.3028165,1.1545548,0.724386,1.1158136,1.2646247,1.0284085,1.0621583,1.1910391,1.0149655,1.1385291,1.0291662,1.1884739,1.2076777,1.2205845,1.0760692,1.091222,1.2624137,1.0248023,1.0192043,0.9180473,0.8566443,0.98849654,0.96708477,0.9568168,0.9077119,1.0704337,0.90835685,1.0730585,1.1430871,0.8348422,1.2708853,1.034223,0.95976186,1.1899953,0.93490326,0.76303524,1.008402,1.0443927,1.0040317,1.1578875,1.1360557,1.1120925,1.1173186,0.884566,1.0684955,0.8249086,1.1327559,0.93876874,1.1954875,0.59420085,0.93089044,0.94990444,0.96709645,0.95163447,1.029915,1.1911829,1.0475845,0.9638111,0.8638921,0.69765884,0.93808854,1.220939,1.0172867,1.008748,1.1043339,1.0693278,0.9528945,1.065943,1.1447024,1.109817,0.757147,0.92290217,1.2649034,1.2139256,1.0437278,0.9845952,1.0074666,0.7737753,0.8838069,1.1443427,0.9112841,1.0137341
butterfly,0.8099356,1.0732765,0.7145654,1.2141097,0.58804536,0.7289682,0.82167536,0.79667675,1.1176852,1.1436267,0.94200736,1.2465421,1.1823839,0.6602685,1.1246774,0.87956,0.9242572,0.9347025,0.95878154,1.0647835,0.999586,0.96300983,1.0588566,0.0,1.0197865,1.0531921,1.1965013,1.1085259,1.1414919,0.87227106,1.0563036,1.0738956,0.8007271,1.2358522,1.1425457,0.902766,1.1603994,0.9638446,1.0624869,1.018269,1.1405455,1.0606774,1.1201966,1.1823263,0.9824672,0.9639315,1.0650908,1.1329509,0.7653144,0.6574204,1.1083891,0.89390373,0.6802375,1.0399022,0.933487,0.9674966,0.8984385,1.223469,1.1582024,0.97178984,0.7403073,1.0290381,1.120065,1.1260495,1.2098985,1.1034577,1.1248105,0.83191884,0.87532824,0.9656014,1.174204,1.0625794,1.060847,1.0142272,1.0023187,1.0196147,1.124266,0.86992216,1.171566,1.2342461,1.2690172,1.1164279,0.9433774,0.92515564,1.0483241,0.9870292,1.0752653,0.783677,0.94078356,0.94594806,0.92300504,0.7934247,1.1466054,0.71291053,1.052396,1.1958655,0.9743775,1.25122,0.83224785,1.2370162,1.0882031,1.0431539,1.074086,1.0639908,0.9087305,1.1087201,0.9220947,0.82516277,0.924539,1.0949001,0.94237155,1.0006564,1.2374285,1.1327744,0.76023483,1.0740944,1.1853789,1.1251146,1.0009096,0.80133975,1.0777979,1.1484487,0.9144354,1.0646952,1.0125366
can,0.8178352,1.0984594,0.9803816,1.1986307,1.1034477,1.1022391,1.0704385,0.7567104,1.0950834,1.2130765,0.6052714,1.0620567,1.4331388,0.7341196,1.2948592,1.0453618,0.8288394,0.6047418,0.9972444,1.1988684,0.67287433,1.0816522,0.7040232,1.0197865,0.0,1.0161551,0.6766391,1.1197631,0.75625324,0.6322192,0.9866517,1.0055159,1.0170435,1.1275306,1.0534948,0.5482437,0.9767099,0.7121719,1.238643,1.2993971,0.540581,0.687261,1.0823904,1.229605,0.8651196,1.0228723,1.2921538,1.1084083,0.7750213,1.0005462,1.0764368,0.5919782,1.2989914,1.3859334,0.79706496,1.0980034,1.2604959,1.2473466,1.3380705,0.96588606,1.045964,1.198695,0.7196316,0.931599,1.0535069,0.67491853,1.0557427,0.804582,1.1606213,1.1085932,1.4077568,1.1533642,1.1001592,0.8398382,0.6167363,0.515151,1.0234027,0.8406574,0.6526345,1.303161,1.0513312,1.2553718,0.629354,0.62641746,0.9825155,0.82924205,1.0370116,0.95660037,1.180564,0.834641,1.0672481,0.84810936,0.5075087,0.9401334,1.097105,1.1444541,1.3010106,1.2499039,1.1385887,0.97790337,1.291768,0.9408659,1.1844463,1.1965724,0.7975601,1.2650905,0.768206,0.82623863,0.75473624,1.0766051,0.7235225,1.1332339,1.2349994,1.2506835,0.7633995,1.0639993,1.0434616,1.2662529,0.5413063,1.2645591,1.2407677,0.6708991,0.7567883,1.0267925,0.94724387
car,0.7404382,1.2152959,1.0868242,1.1180246,1.1439837,1.0727065,1.0296003,0.96511865,1.0197792,0.73747045,1.0079453,0.7639822,1.0943254,1.055718,0.74923986,0.89102995,0.9690436,1.2184551,1.0756547,0.91996866,1.0492122,0.9127223,1.0061064,1.0531921,1.0161551,0.0,1.070486,0.7273426,0.96070206,1.176996,0.8869107,0.5907289,1.2545362,0.77785236,0.87946683,1.1051971,0.7340107,1.1498793,0.8462857,0.97627413,0.91474485,0.94538665,1.0841798,1.1078522,1.1756941,0.56828713,0.8697448,1.2796108,0.9030159,0.868075,1.2999284,1.1656978,1.1341779,0.68380964,1.0391061,1.0534246,1.1833545,0.8883368,1.1449609,1.1811208,0.7947629,1.0657483,0.93297464,1.2643591,0.8905539,0.98882216,0.8231946,0.96620184,1.1176652,1.136127,1.0313543,0.34918964,1.0856069,1.1998352,1.0326695,1.0624985,1.1868875,1.1188267,0.81279194,0.9577294,0.9801125,0.9210571,1.10576,1.1174486,0.9906796,0.76871014,1.0387442,0.8095675,1.1356262,1.0909765,1.050765,0.9905038,0.8271208,1.0632669,1.1750557,1.0106796,1.0245525,0.8645939,1.0738982,1.0278852,1.0827982,1.0811296,1.0669037,1.0112363,1.0925261,0.6627486,1.1595553,1.2216095,1.1696405,0.94492865,1.0964525,0.814818,0.87102354,0.9700815,0.99447554,1.3173816,1.2539296,1.1369576,1.0222101,0.9542068,1.0602378,0.9749873,1.19434,0.7127782,0.907242
carrot,0.9196019,0.7189609,0.82083476,1.0036031,1.1214486,0.93350846,1.0797585,1.1937767,1.2990215,1.2683618,0.5090708,1.1443875,1.1978681,0.8832396,1.2158265,0.9516367,0.8722337,0.75610685,1.2482151,1.3870816,0.58786756,1.114892,0.93079764,1.1965013,0.6766391,1.070486,0.0,1.1252156,1.0271957,1.0022278,1.162726,1.1243939,1.212985,1.1308447,0.8198379,0.6028588,1.2596948,1.0195869,1.2599242,1.0861623,0.8894999,0.896418,1.0347344,0.9116152,0.8152358,1.1376163,1.2459927,0.60487324,0.7934218,1.1148696,0.62094826,0.74394894,1.2086086,1.2622716,0.68552446,0.9345266,1.0530528,1.0826056,1.0300304,0.8057716,1.2743648,1.2423999,0.74686754,0.8569586,0.8810709,0.6615305,1.2909659,1.1439176,1.0131577,1.042739,1.1725819,1.0829731,0.9999681,0.65896994,0.53111225,0.53458965,0.62340134,0.6042414,1.1247867,1.0579737,0.78571045,1.2938238,0.614864,0.6160734,0.8064085,0.7422787,0.7630272,1.0815632,1.2675619,0.8073698,1.2248542,1.0591698,1.069556,1.0669208,0.9470366,1.1834333,1.349791,1.1272501,0.88825774,0.79388225,1.2643527,1.1022053,1.3769113,1.3478606,0.6294577,1.2369243,0.8906157,0.8511613,0.7726832,1.2551882,0.8087962,1.1617435,1.1718273,1.4015404,0.93368423,0.68131363,0.5943251,1.2294501,0.4766603,1.3376961,1.3622558,0.93293995,0.7843586,1.1830853,0.92379445
cat,0.9056545,1.2423661,1.2466297,0.832739,1.1464403,1.1302073,1.267986,1.1373677,0.782864,0.4998995,1.1449147,0.56573904,0.8539673,1.2280978,0.5470543,1.1701341,1.3175956,1.4136828,1.0764741,0.86714786,1.3770683,1.0689472,0.8538157,1.1085259,1.1197631,0.7273426,1.1252156,0.0,0.8337145,1.2964469,0.6892178,0.75923145,1.2206728,0.51465046,0.8497047,1.3901234,0.6613568,1.1403197,0.15911973,1.0076892,0.91151905,1.0134535,1.0147618,0.9924843,1.3531935,0.6784339,0.8108591,1.1513364,1.1278718,1.1077336,1.1649214,1.392515,1.1677418,0.7507969,1.2209585,1.0873997,1.3413434,0.6298579,0.8931144,1.2335131,0.6080766,0.88450474,0.88016814,1.1497337,0.6204751,1.0249608,0.8110361,1.0603291,1.1387162,1.138422,0.58174676,0.930326,0.8864493,1.3079007,1.3679255,1.0957757,1.0890384,1.2542487,0.77340025,0.6818256,0.7094883,0.84781796,1.2964433,1.2908928,1.1106204,1.0254289,0.9996803,0.99830776,1.161379,1.3004512,1.038688,1.243758,0.7627709,1.138164,1.1539111,0.78710324,0.99279237,0.6526664,1.0756522,0.7713113,0.8761096,0.98472905,0.93478054,0.9281862,1.3313534,0.6909537,1.3309134,1.2648631,1.4119102,1.0025319,1.247775,0.9668657,0.6494226,0.75561464,1.3514211,1.207436,1.1655266,0.97566575,1.3619294,1.1719692,0.976482,0.87170243,1.2640367,0.6863493,0.8673061
chair,1.0151255,1.3498638,1.5265834,0.79886806,1.2866589,1.3524941,1.4062804,0.6661792,0.6996486,0.6694782,1.1990376,0.3428778,1.0428759,1.2362602,0.78466845,1.0748123,0.86706865,1.1815155,1.0164646,0.64604616,1.0932449,0.91034263,0.83099675,1.1414919,0.75625324,0.96070206,1.0271957,0.8337145,0.0,1.1475401,0.73300326,0.8070476,1.2635258,0.49034202,0.9794852,1.3289562,0.5105703,1.0443254,0.8232068,1.0302676,0.5239447,0.6271426,1.041501,1.2249482,1.430119,0.992127,1.0570012,1.2612274,1.310695,1.0788907,1.1994959,1.1477188,1.3212005,1.0500373,1.3986223,1.2054046,1.3948714,0.9368272,1.008425,1.3937496,1.0424427,0.94396293,0.9816881,0.91162074,0.78179145,0.8559634,0.53182423,0.79841244,1.358756,1.0773351,0.8294145,0.9689711,0.99614066,1.4658344,1.1958603,1.1704233,1.2443438,1.3520608,0.55455023,0.70828915,0.73389524,0.7012306,1.2537988,1.2810154,1.1689165,0.9355348,1.1827546,0.91930497,1.1122396,1.3974435,0.8133043,1.0339231,0.5011026,1.1713381,0.9902728,0.6721207,0.8467319,0.72912353,1.0969796,0.7298378,0.8501215,0.8272536,0.850351,0.95710295,1.4294543,0.8866494,1.2502344,1.1465088,1.2609551,0.8993799,1.2924509,0.7244216,0.71505344,0.58537817,1.273369,1.2847295,1.219459,1.0039401,1.091698,1.0398062,0.8248718,0.36105418,1.3299842,0.5921961,0.90460855
clock,0.8166822,1.0233376,0.851679,1.2671051,0.89989,1.006879,0.78226745,0.7554936,1.3110843,1.3540275,0.86138517,1.3668251,1.3741071,0.59071076,1.4218713,1.0248202,0.84113026,0.46295404,0.98607075,1.2647748,0.7159709,0.9685122,1.0582494,0.87227106,0.6322192,1.176996,1.0022278,1.2964469,1.1475401,0.0,1.0956187,1.2258109,0.7070819,1.3687972,1.1913663,0.58760375,1.2711725,0.8209071,1.2746899,1.0679926,0.6955005,0.9745295,0.9685994,1.1522441,0.634045,1.0259644,1.1835077,1.1603241,0.7621314,0.8274217,1.1218807,0.51937056,0.8997555,1.272673,0.7900897,1.0061529,0.9160397,1.3825665,1.3627248,0.8030971,0.9625471,1.2116935,0.93848354,0.8151896,1.3687546,0.84468246,1.2035413,0.80306953,0.9065451,0.99453986,1.4057283,1.1473975,1.0949773,0.7702166,0.6976681,0.79795897,1.0701932,0.81783944,1.1468151,1.430855,1.3016098,1.3471678,0.68631136,0.65423566,0.98035824,1.007857,1.037365,0.9205961,0.9683959,0.5880654,1.0060976,0.4915917,1.0339398,0.677255,0.8850381,1.285,1.20384,1.3980794,1.0510932,1.2806687,1.2744889,0.99664545,1.2599587,1.1773102,0.75669855,1.2540009,0.5359382,0.8346308,0.60524046,1.0067145,0.72281057,1.0093762,1.3331687,1.3424984,0.7055037,1.0400476,1.1024289,1.2348404,0.6927711,1.0190595,1.2143888,0.9326826,0.6625733,1.1847053,1.1230915
closet,1.0947098,1.3009219,1.3373084,0.8994661,1.125329,1.2162812,1.2660215,0.817948,0.77920514,0.6349702,1.2654359,0.59303,0.90241724,1.242517,0.6468806,1.0436054,1.0889565,1.2396508,0.9520643,0.74605465,1.2297028,0.9689935,0.9590093,1.0563036,0.9866517,0.8869107,1.162726,0.6892178,0.73300326,1.0956187,0.0,0.8575147,1.1441171,0.637118,1.0587449,1.3501682,0.46443963,1.080081,0.65964854,0.86155343,0.6616033,0.84838486,0.88737977,1.1355748,1.318867,0.90748894,0.9409149,1.333163,1.2692717,1.0873624,1.3191963,1.2699523,1.1153929,0.92126024,1.3219942,1.1047827,1.3140259,0.9198094,1.1265812,1.3371611,0.85529,0.8859231,1.029269,1.0535718,0.79778457,1.0588976,0.5663207,0.87429065,1.1856084,1.0344515,0.7450702,0.880701,0.9939404,1.4040936,1.2298994,1.2791884,1.2157247,1.3644965,0.6714611,0.6792686,0.7057797,0.83093035,1.3312039,1.3462467,1.1286293,1.0792316,1.0007992,0.9651772,1.0974544,1.2721752,0.79787904,1.0422835,0.60707676,1.0852703,1.0452415,0.84778756,0.8605291,0.7495785,1.1678019,0.7824479,0.88120484,0.84101987,0.9498014,0.9013556,1.3772542,0.8771893,1.3300917,1.2300918,1.2611585,0.985476,1.2767559,0.74252903,0.7351967,0.7669277,1.2336258,1.3285542,1.2567877,1.0431798,1.1838722,0.9012596,0.96292686,0.79577965,1.3044572,0.65108204,1.0066602
comb,1.1058557,1.202873,1.2666341,0.74296105,1.0746914,1.0966144,1.268899,0.8398263,0.7280382,0.54858506,1.2019781,0.6068179,0.817554,1.3087113,0.56562847,1.1096461,1.0186614,1.3965374,1.1382058,0.7065728,1.2331588,1.1419084,0.98842764,1.0738956,1.0055159,0.5907289,1.1243939,0.75923145,0.8070476,1.2258109,0.8575147,0.0,1.1457515,0.7510479,0.58272314,1.2798786,0.5464098,1.2307256,0.93364674,1.209934,0.9726666,0.86052114,1.0615156,1.0568949,1.3939941,0.69117635,0.89789844,1.1228071,1.1405863,1.185266,1.0781543,1.2792825,1.2414755,0.7067958,1.26671,1.1487403,1.1759986,0.74965096,0.814767,1.4372036,1.0231333,0.7682411,1.0784739,1.2597134,0.84933406,0.89529866,0.7333635,0.956639,1.3233447,1.0983242,0.8278247,0.79794866,1.0176238,1.2916679,1.3017466,1.1901716,1.1334673,1.1877127,0.73628867,0.7037934,0.91125447,0.50692654,1.2038553,1.2308998,1.1282856,1.1239316,1.105786,1.1356826,1.1609769,1.4244702,1.1213093,1.1434288,0.7061933,1.363094,1.0451397,0.91167593,0.77374697,0.6988342,0.99082416,0.95932424,0.76869464,0.8538755,0.8269931,0.80947554,1.3763942,0.6751482,1.3496587,1.2229033,1.3711218,0.8424958,1.2179329,1.1152443,0.81487215,0.7975061,1.2309294,1.1869907,1.0881314,0.7243016,1.2783732,1.1117543,0.8720058,0.9908997,1.3175383,0.77781576,0.53560144
cookie,1.040019,0.9547943,0.8259212,1.1308141,0.72987765,0.8920809,0.6889897,0.7971424,0.9923599,1.2414064,1.111955,1.3054035,1.0767695,0.79807854,1.1998533,1.0241702,0.9673517,0.90035605,0.8573724,1.0399803,0.89992845,1.0924563,1.0224935,0.8007271,1.0170435,1.2545362,1.212985,1.2206728,1.2635258,0.7070819,1.1441171,1.1457515,0.0,1.3316457,0.967857,0.8921295,1.1702223,0.9001852,1.1549811,0.9791481,1.1459788,1.0952861,0.89946485,1.0723835,0.7561917,0.96000516,1.138247,1.0716175,0.81851965,0.90728796,0.8707793,0.80053717,0.7539754,1.081117,1.02257,0.9874338,0.6354878,1.1777627,1.1154304,0.9701185,0.9740421,1.1389036,1.1541766,1.0065988,1.3675232,1.0690688,1.1982682,0.89241135,0.741506,0.95793086,1.1874937,1.137718,0.83086205,0.9092023,0.9181384,1.0528654,1.108107,0.9518428,1.1805458,1.3609092,1.368778,1.0773628,0.98464584,0.94740015,1.1055546,1.1004668,1.0636895,1.0623484,0.6942891,0.8814986,1.0112357,0.7629154,1.1769571,0.771639,0.93917894,1.1680177,0.9974735,1.3248523,0.9773915,1.3433199,1.107259,1.012472,0.86158746,1.0746611,0.94478047,1.1903667,0.44468343,0.7382905,0.82717,0.9445013,0.86488277,1.1128128,1.295776,1.1435946,0.76011634,0.9773243,1.0773094,0.94542015,0.9476904,0.9619038,0.9246629,1.2171496,0.9556799,1.2261676,1.1689357
couch,1.1552662,1.2452617,1.4799777,0.6067569,1.2202775,1.2599332,1.454356,1.0468675,0.59376955,0.23467773,1.3196282,0.16131377,0.6636814,1.4706229,0.32731318,1.1729575,1.1106486,1.4681258,1.0929716,0.5554704,1.3309335,0.9974115,0.98252046,1.2358522,1.1275306,0.77785236,1.1308447,0.51465046,0.49034202,1.3687972,0.637118,0.7510479,1.3316457,0.0,0.9619476,1.5788975,0.39500928,1.2591193,0.5466565,0.9388265,0.77647895,0.8220953,0.971375,1.0500028,1.4911721,0.8914598,0.73877007,1.216733,1.4131874,1.2771424,1.2134719,1.574676,1.331711,0.77505267,1.4412769,1.254779,1.4220922,0.6685138,0.8680582,1.4299715,0.9999728,0.7465792,1.0058546,1.101778,0.54335755,1.1052408,0.6371942,1.1113677,1.3291204,1.1568742,0.5556921,0.9003984,0.8660486,1.4742358,1.4172053,1.3388302,1.2347807,1.4119098,0.5539738,0.39455128,0.52945876,0.5588923,1.4888494,1.5061238,1.095661,0.9311977,1.1212735,1.0478821,1.2073925,1.4679679,0.9295496,1.2070913,0.5780044,1.4149314,1.1912615,0.5809337,0.7467541,0.42848748,1.1742691,0.573045,0.73863727,0.8826676,0.8140694,0.7615192,1.5038943,0.57918537,1.4838908,1.2814469,1.6034873,0.8973022,1.3866177,0.7391946,0.4079898,0.47741628,1.4754467,1.2663492,1.2132361,0.92375153,1.3532817,1.0003606,0.8141081,0.6735905,1.4576366,0.53968525,1.0007654
cracker,1.0613376,1.0442069,1.0763891,0.79965866,1.0812091,1.0409046,1.1208208,1.0177822,0.89795524,0.8528286,1.128841,0.8783126,0.77181816,1.1145076,0.7638137,1.0480431,1.0919621,1.2280761,1.1427664,0.9821806,1.151088,1.1706703,0.87748146,1.1425457,1.0534948,0.87946683,0.8198379,0.8497047,0.9794852,1.1913663,1.0587449,0.58272314,0.967857,0.9619476,0.0,1.0872695,0.9024609,1.1162468,1.0262018,1.0574334,1.0483601,1.0100806,0.9600495,1.0499791,1.1115006,0.857921,1.1589586,0.9028364,1.0472518,1.155283,0.79188347,1.1294887,1.1048725,0.759537,1.0721602,0.96394813,0.9765032,0.8361674,0.7276757,1.230721,1.1318697,0.99461204,0.9755757,1.0194482,0.8072063,0.85026205,1.1026855,1.0973355,1.090487,1.0451345,0.7381729,0.99793017,0.7428768,1.0651828,1.1165035,1.0096133,0.9956542,0.99450886,1.0387632,0.73576057,0.84594285,0.78091073,1.0691394,1.1016409,1.1859803,0.9566336,0.8312551,1.1712477,1.1125765,1.1750736,1.1098014,1.2164612,1.0144182,1.1511455,0.91075176,0.9833928,1.0210623,0.8736669,0.7686844,0.956851,0.93397313,0.98355484,0.9889348,1.1432056,1.1267294,0.8302923,1.0856545,1.0195395,1.1456046,0.98398465,1.0177288,1.1516178,0.9531298,1.0170956,1.1304399,0.9878372,0.8762439,0.76233375,1.1212257,1.2195216,1.0566893,1.1205467,1.0867959,1.0260161,0.670322
crayon,0.7260464,0.7171416,0.51551265,1.4028099,0.9764755,0.88722986,0.71551776,0.9925242,1.4984148,1.5403029,0.34900862,1.5849364,1.5784417,0.40208328,1.5708417,0.9004655,0.7397989,0.39225096,1.1588306,1.5953778,0.5173151,1.0879525,1.1511644,0.902766,0.5482437,1.1051971,0.6028588,1.3901234,1.3289562,0.58760375,1.3501682,1.2798786,0.8921295,1.5788975,1.0872695,0.0,1.5465853,0.8900771,1.4408772,1.3002934,1.0295528,1.0679107,1.2336447,1.0730542,0.28344476,1.1321151,1.316715,0.76693493,0.4005258,0.8505564,0.83930826,0.21016419,1.0574126,1.4373329,0.19574785,0.84447277,0.89424336,1.4042417,1.3178791,0.4148538,1.0629718,1.2818336,0.85626906,1.0318893,1.3883474,0.6014331,1.401499,0.93801814,0.82326066,1.0304165,1.6081148,1.1802855,1.2315122,0.24441063,0.31182265,0.27568614,0.7547573,0.5355662,1.3734975,1.5932016,1.4107094,1.5670078,0.06948334,0.08001864,0.9623822,0.72229296,0.7986903,0.9671708,1.0567638,0.30621803,1.2519946,0.8066671,1.3070917,0.81084114,1.081333,1.4716465,1.4352472,1.5820287,0.9039705,1.3509705,1.4672037,1.1063966,1.4091337,1.3420963,0.15581644,1.3720137,0.5022601,0.65707076,0.22608042,1.2367301,0.25826597,1.2743661,1.5712552,1.6254003,0.49631602,0.73016804,0.7774602,1.2405183,0.3451345,1.2312396,1.461347,1.1384712,0.24211848,1.4419193,1.0022097
