,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window,zebra
plant,0.71779203,1.1307615,0.9385981,1.2445657,0.99513614,1.0794082,0.7200665,0.72801125,1.2119583,1.1599138,1.0173167,1.1010343,1.3089294,0.75117236,1.161037,0.9687608,0.9827113,0.94268405,0.91785884,1.1197112,1.0324711,0.8167422,1.0684955,0.783677,0.95660037,0.8095675,1.0815632,0.99830776,0.91930497,0.9205961,0.9651772,1.1356826,1.0623484,1.0478821,1.1712477,0.9671708,1.0637847,0.94206244,0.87556046,0.77446866,0.80558133,1.0718802,1.0655792,1.1207192,1.059983,0.87184566,1.0423031,1.2022985,0.8814387,0.13465416,1.2481825,0.856275,0.7563977,1.0225766,0.9963824,0.8997798,0.9965886,1.0989202,1.2160449,0.9737977,0.60553384,1.2273259,1.0454007,1.0163832,1.1691912,1.0406296,0.99972564,0.7078955,0.8970311,0.959098,1.089314,0.8361807,1.0694264,1.1324304,1.0418694,1.0324882,1.1307404,1.0984112,1.0486765,1.1817007,1.1379273,1.1568109,1.0038047,0.9901413,0.86550033,0.8189304,1.1112459,0.0,1.0048156,0.88870883,0.73255813,0.79099077,0.99549156,0.57962406,0.9746438,1.0963898,1.1664885,1.1579819,1.0422882,1.1603142,1.2025796,1.0949397,1.2192259,1.2053747,1.058555,1.1407619,0.93533623,1.019364,0.8743068,1.013141,1.0033317,0.76377344,1.0898017,1.1129652,0.9964952,1.1797254,1.2363185,1.2293931,1.0148782,1.001817,1.1663643,0.79412735,0.99862516,0.7847029,1.0288422
plate,1.1102548,1.1344135,0.91093653,1.1048175,0.94431216,1.0263505,0.7821867,0.8850089,0.6990335,1.0880364,1.0985101,1.1472412,1.0096301,1.0008165,1.1261501,1.0502256,0.9080458,1.0621201,0.36397374,0.7806072,0.927639,0.9697043,0.8249086,0.94078356,1.180564,1.1356262,1.2675619,1.161379,1.1122396,0.9683959,1.0974544,1.1609769,0.6942891,1.2073925,1.1125765,1.0567638,1.0798364,0.5647265,1.1151315,1.0995338,1.2123153,1.031685,1.0108523,1.1363407,0.8306357,0.92684335,1.0554056,1.19765,0.9834746,0.8640604,1.2036749,0.84694535,0.85576326,0.971068,1.073163,1.2197047,0.9083502,1.1760232,1.1342057,1.0632906,1.0268924,1.0127329,1.2009909,1.0812409,1.2998095,1.1453506,1.0495718,0.9106784,0.7830713,0.9967788,1.1809083,1.1255994,0.9123572,1.0673753,0.98690516,1.0801342,1.1289458,0.96845305,1.0511217,1.2463855,1.3100319,1.0154912,1.0750508,1.0476749,0.9357331,1.183836,0.7588081,1.0048156,0.0,0.9588526,1.0249683,0.9760123,1.1082891,0.89469314,0.82165,1.1040967,1.0320364,1.230653,1.1089063,1.3017716,1.0379618,0.9254627,0.404415,0.9691065,1.034808,1.089081,0.7322141,1.1078027,0.78526175,1.08895,0.95867306,1.0937314,1.2087162,0.63184965,0.89484584,1.1856139,1.2070132,1.0704715,1.0330033,0.9637851,0.36683547,1.2053926,1.0631425,1.1258434,1.1354626
pumpkin,0.75990325,0.80182713,0.51070344,1.3912466,0.8804798,0.8222411,0.6213561,1.038855,1.4774985,1.4708436,0.64200675,1.5696356,1.3648322,0.5578459,1.4686257,1.0325389,0.9647885,0.3722117,1.0446459,1.5115356,0.5388646,1.0693791,1.1327559,0.94594806,0.834641,1.0909765,0.8073698,1.3004512,1.3974435,0.5880654,1.2721752,1.4244702,0.8814986,1.4679679,1.1750736,0.30621803,1.4704728,0.8289489,1.2675747,1.117802,1.0391455,1.2389516,1.054275,1.0898964,0.19586003,1.09327,1.1403695,0.94792855,0.61611646,0.7936089,1.0480908,0.4846788,0.9881965,1.2568725,0.35347348,0.9275398,0.95028883,1.3136333,1.360109,0.3120439,0.93084383,1.2446142,0.85959256,0.968117,1.4063423,0.9899834,1.384964,1.026689,0.6567528,0.94408566,1.4638019,1.1266978,1.0953852,0.3602332,0.51272583,0.5020917,0.8761449,0.48312348,1.3903604,1.4820404,1.3601105,1.57051,0.3833897,0.37202418,1.0072255,0.8521155,0.7901273,0.88870883,0.9588526,0.0,1.0703104,0.8410381,1.3540806,0.5919435,1.0329889,1.3023379,1.3781979,1.4469492,1.039168,1.3600366,1.4573268,1.1632829,1.367781,1.2545029,0.34677237,1.2963661,0.54955274,0.8662648,0.40041232,1.1736583,0.37909096,1.1595135,1.370222,1.4591476,0.65828764,0.87095296,1.011174,1.3449302,0.5190726,1.0953647,1.372163,1.1429582,0.36285144,1.34967,1.1080414
purse,1.0115125,1.1928262,1.2603908,1.1026766,1.0411099,1.1500398,0.8682183,0.63975614,1.1211059,1.0718962,1.2330241,0.97095525,0.9805111,1.0683876,0.95703214,0.8931803,0.9655949,0.850947,0.8939502,0.81773275,1.1337785,0.76148355,0.93876874,0.92300504,1.0672481,1.050765,1.2248542,1.038688,0.8133043,1.0060976,0.79787904,1.1213093,1.0112357,0.9295496,1.1098014,1.2519946,0.8956087,0.90421724,0.87499034,0.60525817,0.89331234,1.0408201,0.9287616,1.1210912,1.2413663,1.0148132,1.0746386,1.2372276,1.1702769,0.7852641,1.1652855,1.08235,0.81274664,0.98838073,1.3190851,0.793709,1.012634,1.1452544,1.0555631,1.1393899,0.8599514,1.0162159,1.0251848,0.8170103,0.93672466,1.0873845,0.8056576,0.9725742,1.0254972,0.8500875,0.7697428,0.86358327,0.9265424,1.3653374,1.1404092,1.3240037,1.1985503,1.2702844,0.9681724,0.9272182,0.93501717,0.9346821,1.2529273,1.2594838,1.05051,0.9996515,1.1771915,0.73255813,1.0249683,1.0703104,0.0,0.9177378,1.0177268,0.69730985,1.0264982,0.887855,0.7311468,1.0239286,0.83353543,1.004872,0.8091054,1.0551676,1.1247481,0.91944003,1.2171032,1.0740068,1.1983879,1.0089018,1.0203975,0.7928461,1.2678708,0.5865615,1.0003957,0.9216691,1.1153889,1.1644382,1.2149308,1.017062,1.123566,0.5396048,0.9541162,0.80610055,1.1748942,0.9898554,1.0666031
radio,0.78779227,0.9874856,0.96836823,1.2822223,0.9509573,1.116167,0.8320369,0.5793377,1.2549256,1.2700403,0.83129954,1.2149278,1.3090549,0.6908978,1.2848953,0.8863009,0.59977645,0.7089031,0.9617655,1.0433322,0.7404032,0.8338498,1.1954875,0.7934247,0.84810936,0.9905038,1.0591698,1.243758,1.0339231,0.4915917,1.0422835,1.1434288,0.7629154,1.2070913,1.2164612,0.8066671,1.1439781,0.955299,1.126806,0.97024125,0.92424285,0.8243521,1.0526234,1.0122429,0.8717014,0.96603847,1.0860189,1.0892996,0.85818243,0.74741215,1.0707328,0.7209748,0.8390298,1.1526603,0.8374709,0.95490277,0.8152285,1.2488712,1.2887634,0.85881174,1.0119616,1.2280887,1.0768218,0.91935885,1.3420668,0.9402079,1.0560675,0.92230105,0.9999396,1.0263636,1.3034512,0.9922717,1.0676234,0.905985,0.74145055,0.94994724,1.0454993,0.99281144,1.0666413,1.3490225,1.2718072,1.1491692,0.8650212,0.85706365,0.9964533,0.7234296,1.0516484,0.79099077,0.9760123,0.8410381,0.9177378,0.0,1.1101073,0.74696875,0.95488065,1.2818906,1.191144,1.310135,0.9972294,1.1788081,1.2257884,1.1126009,1.1699541,1.2148464,0.7983053,1.214489,0.64847517,0.83861315,0.8283237,1.1267426,0.88984996,0.8738528,1.2329746,1.2742693,0.7384236,1.0140929,1.0389397,1.2719818,0.7345786,0.96513796,1.1428262,1.0320512,0.7590159,1.0948232,1.1296202
refrigerator,1.1218934,1.3827186,1.4147308,0.80002385,1.2117523,1.279778,1.3923078,0.7984834,0.49723518,0.5531684,1.2177751,0.47210336,1.0197287,1.2708852,0.6981709,1.1934454,1.0421629,1.1957859,0.8835998,0.612969,1.1588975,1.0753081,0.59420085,1.1466054,0.5075087,0.8271208,1.069556,0.7627709,0.5011026,1.0339398,0.60707676,0.7061933,1.1769571,0.5780044,1.0144182,1.3070917,0.35808754,0.8349898,0.9159608,1.2282258,0.3883739,0.6051179,0.9888726,1.2343109,1.389514,0.77049506,0.98143667,1.3649623,1.2637585,1.1354549,1.351129,1.217016,1.3941858,0.98775476,1.3500447,1.3611592,1.4441206,0.87626296,1.1074125,1.4579563,1.0038279,0.944663,0.89206076,1.0132021,0.81459415,0.95197994,0.59881306,0.7978747,1.3571327,1.115539,0.94939667,1.0463759,0.97079724,1.4439633,1.248677,1.1393639,1.2994732,1.28406,0.21315527,0.77225256,0.7838817,0.70345104,1.2858801,1.3106542,1.1153021,1.1243122,1.0731814,0.99549156,1.1082891,1.3540806,1.0177268,1.1101073,0.0,1.1757114,1.0910242,0.7362173,0.88802683,0.71702874,1.3137662,0.7860658,0.9179459,0.7100407,0.73385817,0.8668815,1.4808145,0.83071434,1.2388363,1.2507722,1.3419702,0.93147224,1.2302502,0.95759344,0.69857466,0.6180308,1.2093862,1.3901556,1.3184943,1.0168908,1.1563785,1.1673782,0.8278791,0.5404506,1.3589534,0.5073199,0.9794581
rooster,0.6962806,1.1000434,0.6812737,1.3947182,0.78329074,0.8427661,0.60864246,0.80295694,1.3302951,1.4299847,0.94819677,1.4476244,1.2999332,0.5812873,1.383215,0.97093445,0.97076,0.65107644,0.9190848,1.2803032,0.84940237,0.932252,0.93089044,0.71291053,0.9401334,1.0632669,1.0669208,1.138164,1.1713381,0.677255,1.0852703,1.363094,0.771639,1.4149314,1.1511455,0.81084114,1.3096926,0.822479,1.054252,0.7711569,0.9417416,1.1934134,0.9986347,1.2314967,0.76843977,0.9068307,1.1408744,1.1485441,0.7181086,0.45899248,1.1665814,0.70865786,0.6748241,1.0917579,0.8598492,0.8547303,0.8965422,1.266439,1.2912316,0.72813344,0.66631275,1.1832043,0.9398142,0.77385473,1.3069305,1.0689727,1.2312886,0.8006432,0.7039797,0.90827495,1.2366568,0.9880377,0.97568643,0.92033553,0.8185266,0.94155073,1.086573,0.83246243,1.2388638,1.3878751,1.285897,1.3916212,0.89297587,0.8549089,0.97739184,0.89516973,1.0207515,0.57962406,0.89469314,0.5919435,0.69730985,0.74696875,1.1757114,0.0,0.92955816,1.1945193,1.1920366,1.3633673,0.9608398,1.277914,1.3185465,1.1501871,1.2593888,1.2404226,0.82449746,1.2691932,0.746739,0.8537982,0.6329793,1.0721865,0.83926904,0.90222883,1.3029795,1.3064322,0.72264993,1.0593143,1.2297196,1.2817736,0.80767906,0.8609433,1.232145,1.0294933,0.8173677,1.1066716,1.1553569
sauce,1.0603826,1.0919242,0.9648832,1.1005033,0.8965701,0.8996994,1.0380121,0.9738895,1.0266434,1.1828594,1.0829294,1.1109191,0.9330745,1.0731132,1.1581042,0.9689046,0.9452028,1.0499964,0.94368523,1.0499402,0.97787,0.9228463,0.94990444,1.052396,1.097105,1.1750557,0.9470366,1.1539111,0.9902728,0.8850381,1.0452415,1.0451397,0.93917894,1.1912615,0.91075176,1.081333,1.1868783,0.95772326,1.1029862,1.0516555,1.0085899,0.9170666,1.0293787,0.96248007,0.99692786,0.99706006,1.0751268,0.96758074,1.1039063,0.91281545,0.995365,0.9675025,0.8790562,0.97844386,1.1027625,1.017565,0.75980294,1.1262872,1.0037928,1.047982,1.0750747,1.1613171,1.1365825,0.8779337,1.0891179,0.9567521,0.9884593,0.98589456,0.89916414,0.94363093,0.98779523,1.0648003,0.78475845,1.0037206,0.9802046,1.080681,0.94427717,0.85698605,1.0340223,1.1263475,1.0839175,1.0179445,1.0518488,1.0664169,0.9887508,1.1495777,0.9955183,0.9746438,0.82165,1.0329889,1.0264982,0.95488065,1.0910242,0.92955816,0.0,1.0648434,1.0805357,1.1047721,0.9563125,1.0901783,0.93399274,1.0838518,0.9642536,1.0260913,1.1155487,1.0432189,0.7957626,1.1124109,0.91829264,1.0681955,1.1148226,1.0756508,1.1296755,1.069679,0.90694755,1.0604366,0.9284238,1.0223665,1.0220034,1.0580134,0.9498652,1.0322793,1.0470006,1.0213493,0.89530975
scarf,1.1701075,1.1604631,1.3300283,0.61093223,1.1211131,1.1087321,1.2073776,1.1500275,0.77058965,0.68484366,1.3880728,0.55915314,0.62751484,1.4108937,0.6379584,1.141851,1.2933145,1.317093,0.99671715,0.74145246,1.3033415,1.0017626,0.96709645,1.1958655,1.1444541,1.0106796,1.1834333,0.78710324,0.6721207,1.285,0.84778756,0.91167593,1.1680177,0.5809337,0.9833928,1.4716465,0.6657653,1.1134874,0.7250786,0.80632246,0.9240948,1.0748584,0.61721504,1.0211016,1.2889068,1.0572308,0.76625705,1.1528101,1.3931248,1.2188276,1.1446093,1.4627266,1.1218567,0.7669734,1.4162922,1.0581157,1.1517231,0.70879185,0.82390535,1.2238237,1.0550439,0.91399205,1.0175469,1.0074875,0.60836583,1.1368948,0.6817723,1.0450363,1.192869,1.1492529,0.4975872,0.93372416,0.95903486,1.392118,1.420608,1.3333397,1.2527658,1.2178129,0.69469666,0.5139443,0.5940801,0.70739937,1.4354508,1.4026244,1.0426369,1.2327387,1.1622305,1.0963898,1.1040967,1.3023379,0.887855,1.2818906,0.7362173,1.1945193,1.0648434,0.0,0.755372,0.48379225,1.1370368,0.63188523,0.64532024,1.0438266,0.845896,0.77364296,1.4550203,0.8072868,1.3516715,1.2443498,1.4606516,0.8640149,1.2887925,0.83416915,0.39246726,0.56249505,1.458665,1.1887136,1.1106275,0.79719335,1.3744522,0.9610832,0.79623085,0.73016375,1.4505689,0.65515053,1.1041248
scissors,1.3182591,1.3307505,1.2367401,0.6903994,0.8794458,0.9690097,1.2147924,1.0199715,0.6153677,0.66479623,1.5102109,0.68183476,0.72024834,1.3152484,0.7017726,1.0291097,1.1486937,1.3243413,0.96693534,0.46407604,1.3685275,0.89173716,0.95163447,0.9743775,1.3010106,1.0245525,1.349791,0.99279237,0.8467319,1.20384,0.8605291,0.77374697,0.9974735,0.7467541,1.0210623,1.4352472,0.57857835,1.0883948,0.93456584,0.876516,1.128034,1.0684096,0.9955203,1.1078098,1.3920481,1.0311949,0.86951816,1.2688825,1.3413467,1.1830249,1.1760857,1.3318764,0.84981763,0.70587236,1.4514887,1.2217578,1.0199468,0.8612467,0.80624145,1.4486213,0.99483186,0.5667846,1.2531643,1.1320381,1.0001967,1.0962058,0.61272526,0.9905478,1.2470047,0.8974147,0.6620978,0.95826983,1.0177953,1.4630654,1.4895165,1.4432657,1.3168306,1.2106531,0.8810058,0.6652654,0.9947068,0.54997146,1.3737493,1.4022946,1.2140806,1.4613359,1.1321428,1.1664885,1.0320364,1.3781979,0.7311468,1.191144,0.88802683,1.1920366,1.0805357,0.755372,0.0,0.77844775,1.119924,1.1158277,0.42285007,0.84768283,0.6498138,0.40983713,1.4747779,0.81846416,1.4467602,1.2793974,1.3848577,0.50415325,1.29196,0.8269448,0.8335129,0.54325247,1.2509482,1.3008507,1.2692986,0.4345045,1.5097152,0.40339148,0.6153735,0.8943007,1.4058281,0.84269017,0.9126124
shirt,1.1756964,1.1364418,1.4563028,0.4557156,1.229162,1.2215011,1.4026333,1.2286761,0.7186678,0.5102931,1.3644468,0.5121468,0.48112148,1.4732885,0.4526943,1.110711,1.2789214,1.4774023,1.1218487,0.71416056,1.4103699,1.1107577,1.029915,1.25122,1.2499039,0.8645939,1.1272501,0.6526664,0.72912353,1.3980794,0.7495785,0.6988342,1.3248523,0.42848748,0.8736669,1.5820287,0.5911696,1.2851954,0.6851102,0.87835765,0.88517106,1.0033101,0.72939396,0.8981955,1.4491158,0.9640586,0.63635725,1.0653132,1.4400285,1.2897931,1.059735,1.601523,1.2941663,0.70972466,1.4314531,1.1496931,1.2998426,0.48259026,0.6833681,1.339225,1.0594374,0.80144703,0.8962139,0.9363078,0.3896622,1.1914768,0.77753395,1.1187559,1.3076711,1.1127363,0.5405647,0.85573083,0.93278664,1.3992047,1.4801834,1.3751335,1.1407468,1.3879606,0.6934777,0.24344218,0.37549508,0.5733781,1.5163355,1.5316565,1.1137016,1.1576705,1.071966,1.1579819,1.230653,1.4469492,1.0239286,1.310135,0.71702874,1.3633673,1.1047721,0.48379225,0.77844775,0.0,1.2049475,0.36274612,0.72274345,0.9351183,0.856016,0.75190663,1.5468235,0.66027284,1.5423057,1.3243266,1.6190042,0.85358554,1.3755618,0.8768669,0.18755996,0.57663697,1.5525693,1.1105993,1.0321107,0.7927663,1.4299062,1.0921346,0.8416892,0.8210548,1.4792504,0.61521846,0.97885555
shoe,0.9143268,0.7411866,0.93194604,1.0461643,0.97157806,0.84665966,0.80169106,0.96739465,1.3002486,1.2267578,0.83783233,1.1945981,0.9807157,0.9383092,1.1063697,0.8367951,0.94331735,0.96570444,1.2022932,1.2671869,0.9737481,1.0359644,1.1911829,0.83224785,1.1385887,1.0738982,0.88825774,1.0756522,1.0969796,1.0510932,1.1678019,0.99082416,0.9773915,1.1742691,0.7686844,0.9039705,1.3295212,1.1914576,1.0270213,0.9488163,1.2401607,1.1075794,1.2123655,0.92837846,1.0887775,1.1301368,1.2124933,0.68976784,0.8444214,0.99268055,0.5441551,0.9020366,0.8461841,1.1031775,0.9673256,0.57373786,0.7527852,1.1298839,0.78400755,0.9158522,1.0614785,1.0192724,0.9370682,1.0475069,0.88326365,0.84344506,1.1492211,1.1451141,0.8540662,0.8916477,0.81038594,1.0400451,1.0439415,0.8648355,0.9154476,1.0185357,0.76690507,0.94064194,1.2001514,1.1039245,1.0088873,1.080659,0.8597349,0.8748706,0.823966,0.7420617,1.050174,1.0422882,1.1089063,1.039168,0.83353543,0.9972294,1.3137662,0.9608398,0.9563125,1.1370368,1.119924,1.2049475,0.0,0.9985057,0.8875659,1.1551267,1.2595628,1.1954476,0.73659134,1.0859845,0.90359515,0.5850139,0.7919603,0.9850904,1.160102,1.0002193,1.1920655,1.3127593,0.79895645,0.69143873,0.72122496,0.8802666,0.96460897,1.0251414,1.2304475,1.2417747,0.8366465,1.3032291,0.8721479
shorts,1.0701045,0.8836906,1.3688782,0.64793515,1.2840171,1.2200986,1.2859026,1.2102382,0.96742374,0.80447114,0.9993948,0.67206,0.7020226,1.293527,0.6806106,0.9834024,1.1247714,1.2302982,1.1661036,0.9899847,1.1228817,1.1109394,1.0475845,1.2370162,0.97790337,1.0278852,0.79388225,0.7713113,0.7298378,1.2806687,0.7824479,0.95932424,1.3433199,0.573045,0.956851,1.3509705,0.8629873,1.2357644,0.81024146,0.90130824,0.8344768,0.8886527,0.7241097,0.8334267,1.3668101,1.1179202,0.9161246,0.8276152,1.2969174,1.3134758,0.82389843,1.3902636,1.3224505,1.0062757,1.2719951,0.9805203,1.2533647,0.7264706,0.80486953,1.1283225,1.2111651,0.9884871,0.6508966,0.7755891,0.24655718,1.0164164,0.9444748,1.1805127,1.1955885,1.0890529,0.6603824,0.98346704,0.9484335,1.2057405,1.1596174,1.1264945,0.9153013,1.2753799,0.70478714,0.45743513,0.20929915,0.87639016,1.3148582,1.313436,0.86549884,0.845836,1.0301008,1.1603142,1.3017716,1.3600366,1.004872,1.1788081,0.7860658,1.277914,1.0901783,0.63188523,1.1158277,0.36274612,0.9985057,0.0,0.8980106,1.0494561,1.1091148,1.0726868,1.2477529,0.87026775,1.3588033,1.0442328,1.3938109,1.0835565,1.354997,0.8860488,0.36497557,0.9125891,1.358584,0.88692856,0.75295913,1.018198,1.0785254,1.2596018,1.0863577,0.83290887,1.2482901,0.8404304,1.0216701
shovel,1.343329,1.1209507,1.3110856,0.6388063,1.0100229,0.99590445,1.3153743,1.1497822,0.6812111,0.75331223,1.4352242,0.6562429,0.70614415,1.463462,0.7733462,1.0629144,1.1499847,1.3207299,0.90662336,0.54285574,1.3174012,0.88336456,0.9638111,1.0882031,1.291768,1.0827982,1.2643527,0.8761096,0.8501215,1.2744889,0.88120484,0.76869464,1.107259,0.73863727,0.93397313,1.4672037,0.75324273,1.0232401,0.79041123,0.968914,1.1433336,1.0074493,1.053507,0.9561969,1.4347403,1.1243312,0.85028666,1.0208037,1.4245989,1.2736917,0.93701565,1.4179611,0.98000014,0.827185,1.4767323,0.9422923,0.91406685,0.8099284,0.5785021,1.3639528,1.0926784,0.65328616,1.2316234,1.1311855,0.79327065,1.0411522,0.703188,1.1606798,1.2401714,1.0152816,0.42218673,1.0129669,1.0892972,1.4021263,1.4834056,1.395195,1.1456003,1.2298322,0.7599396,0.68323255,0.8644,0.5261789,1.39603,1.4310861,0.986896,1.3643309,1.1742015,1.2025796,1.0379618,1.4573268,0.8091054,1.2257884,0.9179459,1.3185465,0.93399274,0.64532024,0.42285007,0.72274345,0.8875659,0.8980106,0.0,0.9976795,0.6578541,0.5848871,1.4437156,0.8085402,1.4478152,1.180514,1.3539977,0.64717764,1.4055538,0.96957093,0.714062,0.5609472,1.2842977,1.0742807,1.007027,0.4091313,1.5041456,0.704778,0.5760458,0.9350255,1.3581896,0.8710573,0.9467037
shower,1.1532757,1.1712618,1.2247643,0.9264575,1.1020942,1.1880573,1.2087402,0.844418,0.5399085,0.73450637,1.1484667,0.8327733,0.9657583,1.0442466,0.8080016,1.1024493,1.0699997,1.1494089,0.9156825,0.8154521,1.1655784,1.1389498,0.8638921,1.0431539,0.9408659,1.0811296,1.1022053,0.98472905,0.8272536,0.99664545,0.84101987,0.8538755,1.012472,0.8826676,0.98355484,1.1063966,0.6277925,0.96314263,1.0865937,1.148117,0.8271915,0.78735137,1.0824318,1.1285107,1.159562,0.94556797,0.9777738,1.1969848,1.1788435,1.1195201,1.1686593,1.0646856,1.1540766,0.97701144,1.1221337,1.3182176,1.3021252,1.0149463,1.0220741,1.2471404,1.0021048,0.89601433,1.0837699,1.0303395,1.0689441,1.0521212,0.9776609,0.7444,1.2400787,0.9760951,1.1210661,1.1099231,0.96713495,1.1687423,1.1603006,1.0983537,1.1356091,1.2443558,0.83911085,0.9061108,1.0084931,0.82803786,1.0981281,1.1041113,1.169408,1.1376798,0.9853035,1.0949397,0.9254627,1.1632829,1.0551676,1.1126009,0.7100407,1.1501871,1.0838518,1.0438266,0.84768283,0.9351183,1.1551267,1.0494561,0.9976795,0.0,0.6899005,0.96679974,1.2226143,0.85662556,1.1702992,1.1476005,1.1235306,0.8923176,1.0238872,0.97814846,1.0167003,0.8033315,1.0759274,1.1308163,1.180085,0.9659442,1.1468065,1.019906,0.8293944,0.94944686,1.0967987,0.8644442,0.9586386
sink,1.3172295,1.2406303,1.2088474,0.73504496,1.0265796,1.0872241,1.2393473,1.0101088,0.1359781,0.6362494,1.363411,0.69045925,0.68465763,1.3098183,0.71834564,1.191474,1.1152129,1.4107955,0.5462783,0.38398528,1.2605214,1.0612063,0.69765884,1.074086,1.1844463,1.0669037,1.3769113,0.93478054,0.850351,1.2599587,0.9498014,0.8269931,0.86158746,0.8140694,0.9889348,1.4091337,0.6110387,0.7416557,1.008763,1.2619452,1.1417004,0.8463301,1.0208448,1.1113704,1.2399007,0.8597102,0.8895724,1.2134349,1.2531239,1.2048266,1.1819564,1.2803671,1.0422238,0.7962527,1.3543309,1.3957723,1.0390393,0.901195,0.83876914,1.4298275,1.1088113,0.7584682,1.2364602,1.1628278,1.0684117,1.1789668,0.7878815,0.93997395,1.2090105,1.0444348,0.8997214,1.1363949,0.9542639,1.3139088,1.3859062,1.2841581,1.2449223,1.215297,0.7257652,0.86344427,1.1314965,0.55024767,1.3735468,1.3674538,1.1414413,1.3796179,0.96200335,1.2192259,0.404415,1.367781,1.1247481,1.1699541,0.73385817,1.2593888,0.9642536,0.845896,0.6498138,0.856016,1.2595628,1.1091148,0.6578541,0.6899005,0.0,0.63709235,1.4283664,0.81668925,1.1134814,1.2685528,1.3285805,0.8791329,1.173394,1.1710321,0.8893172,0.317518,1.1584933,1.2459798,1.2051368,0.71049154,1.4114106,0.95260507,0.13629496,1.0652663,1.3512089,0.8110695,1.083562
slide,1.3024294,1.2293122,1.1846913,0.8477874,0.89806724,0.9532917,1.1644309,1.1037416,0.67716783,0.69411397,1.3241203,0.7579036,0.7785102,1.3044612,0.76494586,1.090963,1.2062556,1.2699995,0.9186482,0.61694133,1.3012536,0.9537909,0.93808854,1.0639908,1.1965724,1.0112363,1.3478606,0.9281862,0.95710295,1.1773102,0.9013556,0.80947554,1.0746611,0.7615192,1.1432056,1.3420963,0.69325256,1.0048705,0.9025409,1.0342369,1.1373645,1.1588179,0.9771462,1.0535446,1.2060289,0.9732011,0.8214748,1.2055254,1.2113206,1.2351984,1.2039256,1.319875,0.9742109,0.743363,1.2941859,1.2489849,1.0870531,0.80850285,0.9097801,1.2443951,0.94555116,0.65391386,1.1377072,1.1124673,1.0020316,1.224189,0.7047296,1.0978215,1.1283062,1.0903527,0.8027065,0.9894397,0.9525436,1.2440314,1.3595281,1.2453965,1.1538395,1.1601304,0.8729993,0.76838505,0.99203837,0.67767674,1.3114643,1.3195628,1.174904,1.4664783,1.1589967,1.2053747,0.9691065,1.2545029,0.91944003,1.2148464,0.8668815,1.2404226,1.0260913,0.77364296,0.40983713,0.75190663,1.1954476,1.0726868,0.5848871,0.96679974,0.63709235,0.0,1.3420638,0.7562188,1.3321517,1.1876124,1.3550951,0.7406557,1.1829844,0.9997628,0.8292986,0.567621,1.1531518,1.2266912,1.2188323,0.7428578,1.3934957,0.6236743,0.6494591,0.9501056,1.2541193,0.856303,1.0312533
slipper,0.7432195,0.54676473,0.49846357,1.3799989,0.9639031,0.82837486,0.65016043,1.1077414,1.5472351,1.5162109,0.3050015,1.5800447,1.4288973,0.48346853,1.4878585,0.852006,0.7400559,0.44476438,1.1891406,1.6027184,0.5247601,1.1035796,1.220939,0.9087305,0.7975601,1.0925261,0.6294577,1.3313534,1.4294543,0.75669855,1.3772542,1.3763942,0.94478047,1.5038943,1.1267294,0.15581644,1.6348357,0.96519345,1.3421415,1.1825472,1.23574,1.1253188,1.2422454,0.9276721,0.3007586,1.1877217,1.2293334,0.61988187,0.4446727,0.9383091,0.6860018,0.3826728,1.010592,1.3769505,0.18096817,0.70102286,0.8028296,1.373545,1.1957603,0.31035233,1.0990098,1.232888,0.84102154,1.0256618,1.2949511,0.7669797,1.4537857,1.1617428,0.7121099,1.012555,1.4809664,1.1442479,1.185146,0.1881718,0.34077382,0.37084508,0.6083443,0.5535977,1.4346747,1.5351837,1.3550519,1.5697718,0.1920082,0.20265168,0.9083011,0.58488035,0.7968362,1.058555,1.034808,0.34677237,1.2171032,0.7983053,1.4808145,0.82449746,1.1155487,1.4550203,1.4747779,1.5468235,0.73659134,1.2477529,1.4437156,1.2226143,1.4283664,1.3420638,0.0,1.3185661,0.5426076,0.5525807,0.30987573,1.2961682,0.3842157,1.2606056,1.5221215,1.6309825,0.47837377,0.57393897,0.65604556,1.2997882,0.38510734,1.161569,1.4811208,1.3287698,0.21788025,1.5227327,1.0672886
