,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,cloud,comb,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,face,finger,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,helicopter,horse,jacket,jeans,knife,ladder,lamp,melon,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
cloud,1.3404571,0.9239569,0.8021474,1.1937103,1.0370373,1.0156804,0.8054006,1.0455726,1.1707897,1.2952859,0.45954543,0.5996525,1.2317747,0.7158375,1.1939516,0.8817628,1.160029,0.896724,0.79777193,1.1934805,0.7632113,0.6199184,1.0962927,0.57393265,0.7882965,1.2158232,0.88834184,0.9216706,0.84153986,0.0,0.80302906,1.0673528,1.2150526,1.1271855,0.48295695,1.2446556,0.9652151,0.80184215,1.1410764,0.969465,1.0504079,1.2267597,0.93647254,1.2271955,0.9478984,0.55696756,0.71139205,0.5069425,1.2084535,1.2139783,0.79917544,1.1238332,1.11014,1.0671861,1.1116952,1.2149261,0.83013886,1.110929,0.95193326,1.2483727,1.3771095,0.57171714,1.2580786,0.6244424,1.0467774,1.3248514,1.0865719,0.81078297,0.7083789,0.87419647,0.674801,0.8820482,1.2757617,1.0219387,1.2973181,1.2248385,1.338794,0.57940596,0.6167819,0.8773755,0.69964254,0.7059802,0.95745915,0.97186375,0.82358956,1.2982252,0.4988197,1.2462068,1.1657559,0.7887419,0.9596667,1.3153698,1.1140721,0.9722075,1.1436257,0.9094826,1.3304996,0.88179827,1.0785115,1.1553884,0.56326586,1.0779011,0.9466803,0.72939795,1.1611618,1.2300705,1.2002214,1.3403821,0.7488275,0.86238307,0.99619794,0.7038448,1.2157297,0.79554087,1.0740837,0.99074554,0.90548563,1.0856144,0.7345871,1.1618536
comb,1.165434,0.91934985,1.0553648,1.0851471,1.0930831,1.0710819,0.9603671,0.9012541,1.1106422,1.0179406,0.6316085,0.8273685,1.0932517,0.9689988,0.93950987,1.0668483,1.0577047,1.0156661,1.0454987,1.0153906,0.95689887,0.8434826,1.0799928,0.87543356,1.0125293,1.1280448,0.7625415,0.8218759,0.9094952,0.80302906,0.0,0.93224454,1.1216042,0.9788285,0.78805435,1.0173542,0.9077713,1.0726459,1.0402495,1.002922,0.85074914,1.1686194,1.0733082,1.2233683,0.92247105,0.80789816,0.99874765,0.7879076,1.1105481,0.95795375,0.92661273,0.9043615,1.1410257,0.9524682,0.95872056,1.0137053,0.89565635,1.0753194,1.0322417,1.1022452,1.1439204,0.798197,0.9816899,0.8445937,0.9602121,0.9244436,1.0967754,1.0212976,0.9956693,0.66900474,0.88592005,1.0453813,1.0727377,0.9869847,1.0744153,1.06882,1.1317005,0.7928133,0.84066993,0.9246693,0.76296353,0.99290514,1.0277792,1.1053667,1.0686538,0.9909859,0.8276153,1.1518071,1.1471015,0.91814363,0.85807365,1.1577523,1.0129873,0.9872839,1.0680226,0.83255506,1.1908618,0.93823093,0.9936143,1.1699144,0.8789807,1.0693192,0.9948779,1.1033521,1.1321946,1.2225772,1.1558672,1.1552931,0.897173,0.9104094,0.9846098,0.6589647,1.1136061,0.7912869,1.0976757,1.1085232,1.0592116,0.9087765,0.7887682,1.1319727
corn,1.1567286,1.0145772,1.0187932,0.9248062,0.9618216,0.9695817,0.59219474,1.0563779,1.0265832,1.1712983,1.1324209,1.2212064,1.1161627,1.0417352,1.1932229,1.1659491,1.0038161,1.0119636,0.54941434,1.0642298,0.4572444,1.1248623,0.9885874,1.1165526,1.0934128,0.88250613,1.0972228,1.2198423,1.1371799,1.0673528,0.93224454,0.0,1.1029845,0.06763625,1.1107757,1.1961274,1.0139774,1.0619597,1.1129888,1.1934733,1.069605,1.0819778,0.9755258,1.1239742,1.023509,1.1650686,0.97642994,1.1016518,1.1358525,1.1550505,1.1371608,0.9118792,1.0980594,0.50904655,1.0676473,1.1330458,1.055062,1.0611076,1.0276409,1.1287856,1.1357497,1.0739347,1.2417142,1.1479356,0.031235158,1.0193316,1.1179569,0.6960486,1.1034646,0.9227472,1.1884253,1.071316,1.1295042,0.9353625,1.1559404,1.1736808,0.9860101,1.1307395,1.1479864,0.10594571,1.1290631,0.7290103,0.945608,0.5716807,1.1710398,1.1858908,1.1512818,1.1395974,1.1401005,1.1254643,1.2113622,1.221327,0.9199909,1.2150089,1.1786659,1.0558115,1.0210181,1.0825182,1.0820588,0.7814053,1.105953,1.1028064,1.0777391,0.9493664,1.118866,1.0387703,1.0471652,0.96689713,0.9897373,1.0943894,1.0114684,0.99055475,0.9460038,1.1320269,1.0257366,1.0461543,1.1209391,1.133101,1.1233062,1.15229
couch,0.81296855,1.2390076,1.2639742,0.8529335,1.1341034,1.1329457,1.3210063,0.8652248,0.6463329,0.21854615,1.2106237,0.9926578,0.82782924,1.3207992,0.57670367,1.0081255,0.7755499,1.1914345,1.136979,0.55958486,1.3192358,1.1159863,1.2121131,1.1993988,1.1759524,1.0850257,1.028423,0.7883118,1.255058,1.2150526,1.1216042,1.1029845,0.0,1.0512997,1.3355461,0.46597087,1.0446324,1.2358519,1.0081071,0.88234967,0.7840968,0.90686035,1.2070525,0.7939849,1.1952424,1.315552,1.2468568,1.3441983,1.0948793,0.8741975,1.2036114,1.2478485,0.81178045,1.1705084,0.88779724,0.9694307,1.1729808,0.8628918,1.2033352,0.6505642,0.74744976,1.286268,0.5656737,1.259645,1.0933536,0.92902833,0.9932398,1.2969213,1.2481184,0.9551274,1.3320854,1.1890813,0.60448766,1.2057858,0.6970992,0.73974484,0.7347449,1.4011018,1.4254657,1.2034193,0.8062154,1.3649366,0.9589071,1.1301643,1.0134507,0.7693781,1.1876131,0.51877916,0.87789965,1.3046772,1.0935103,0.6505913,1.0969787,0.92456245,1.033796,0.9100306,0.810826,1.3755616,1.0183498,1.0307323,1.4180483,0.7483319,1.209042,1.3302145,0.90320873,0.90360725,0.9117539,0.57605517,1.2350553,1.2417753,1.258817,1.1086726,1.030072,1.0347682,0.8718636,1.1041924,1.0509603,0.94505024,1.3556545,0.7603793
cracker,1.062537,1.0702277,1.051616,0.8926927,0.99097115,0.99968415,0.6293286,1.0777247,1.0067124,1.1064757,1.2013313,1.2544564,1.070793,1.0597892,1.1196204,1.1907569,0.97565,1.0530937,0.50682294,1.0110319,0.45374978,1.2027433,0.98048025,1.178905,1.1422163,0.85405546,1.1353546,1.2316042,1.1652023,1.1271855,0.9788285,0.06763625,1.0512997,0.0,1.197106,1.1379976,1.0161752,1.0552481,1.1065652,1.2009397,1.0689005,1.0545474,1.0097581,1.0741051,1.0547113,1.216176,0.98236597,1.1933432,1.0774388,1.0820036,1.2109213,0.9224375,1.0730027,0.48823833,1.0577861,1.1011397,1.146812,1.02339,1.0773507,1.1163589,1.0948687,1.1511232,1.183297,1.215009,0.09198773,0.9706637,1.1161553,0.70729405,1.1924342,0.9155206,1.272195,1.0807039,1.0732327,0.9349737,1.0718352,1.1476177,0.9326386,1.2073038,1.2336278,0.14129055,1.1732457,0.73435163,0.92921275,0.50337195,1.1517519,1.1202153,1.1992825,1.0802165,1.1412591,1.1790951,1.212285,1.1659349,0.9282948,1.2154368,1.1504042,1.0918694,0.9942697,1.1654962,1.0693722,0.66627055,1.1972853,1.0413467,1.0730497,0.9694412,1.1261867,0.9876349,1.0284489,0.8762194,1.0920004,1.1602161,1.0396975,1.0498787,0.9653115,1.1426488,1.0013236,1.0574741,1.1604027,1.1610311,1.2152241,1.1380025
crayon,1.3797255,0.91457534,0.6214057,1.2598085,1.0462645,1.0028236,0.65650916,1.1967986,1.2879541,1.4166689,0.25389868,0.3954441,1.3786868,0.5848642,1.3123089,1.0143807,1.2344532,0.78142107,0.88435537,1.2690395,0.68221396,0.6260135,1.0722196,0.36197042,0.6432568,1.1098778,1.0135618,1.007951,0.8067006,0.48295695,0.78805435,1.1107757,1.3355461,1.197106,0.0,1.4167469,1.0019549,0.79023767,1.1921519,0.952652,1.0304823,1.3760977,0.96252954,1.2610055,0.7429721,0.4184916,0.63943446,0.343382,1.2236836,1.2916348,0.46812844,1.0683722,1.246902,0.8607085,1.1623062,1.1613034,0.7593638,1.2618253,0.9855111,1.2527757,1.3414446,0.41231513,1.2947485,0.50565517,1.124492,1.3201113,1.1324712,0.8221693,0.20973611,0.98368204,0.3863474,0.79763854,1.3563863,1.0855124,1.423194,1.2219168,1.3841956,0.15626204,0.2016182,0.8863792,0.74648094,0.58239734,1.0520391,1.0932895,0.8681747,1.4333913,0.20502901,1.358509,1.1867901,0.8107113,0.93036085,1.3529224,1.2610569,1.1491245,1.2530447,0.8578185,1.384392,0.67119974,1.1570508,1.2429835,0.24819481,1.4146124,0.87724996,0.47647804,1.2577479,1.2326394,1.3121777,1.45376,0.5962261,0.52470756,0.70490986,0.54597604,1.2384243,0.7619513,1.2724366,1.1123782,0.9352834,0.9916604,0.24372298,1.249706
crib,0.8173321,1.2113067,1.3379309,0.9051044,1.2094902,1.1895682,1.4222125,0.61910164,0.640094,0.30816358,1.2888033,0.99890167,0.7574722,1.3699694,0.65014243,0.9921121,0.8208324,1.1157954,1.1732589,0.4601866,1.443953,0.9865466,1.1609143,1.1729643,1.2830504,1.0411277,1.0600159,0.36701632,1.1482481,1.2446556,1.0173542,1.1961274,0.46597087,1.1379976,1.4167469,0.0,0.913571,1.3868661,0.9409599,0.66195875,0.8029806,0.7670547,1.2211692,0.9281329,1.2719808,1.4470749,1.2837485,1.2463454,1.0416843,0.8905683,1.3058343,1.2106509,0.84437966,1.2432184,0.94195336,0.9499881,1.1927577,0.93894047,1.1684648,0.706065,0.88908637,1.18065,0.18965173,1.1270106,1.1882544,0.8704026,0.9729233,1.3593659,1.3567914,0.93244237,1.3297012,1.2618115,0.59715956,1.2096937,0.73455584,0.9060596,0.7357967,1.4618344,1.4422088,1.313282,0.8837069,1.470311,0.993983,1.0661838,1.0062433,0.6088474,1.2314028,0.47217458,0.98905915,1.2584109,0.9416796,0.75484586,1.0390053,0.9132023,0.9203049,0.8225592,0.7027243,1.3858705,0.9521051,0.9308361,1.3852443,0.67848146,1.2008873,1.4247918,0.7563932,0.9433435,0.7919931,0.5184366,1.3158541,1.3769095,1.2134726,1.0615946,0.93449223,1.0077093,0.9178842,0.9308989,1.096489,0.64138037,1.4278063,0.66722393
cup,1.0563958,0.9828347,1.0061798,1.0977428,0.96538836,0.93783474,1.0418067,0.72266454,0.9613996,1.0911416,0.97915816,0.9380022,1.0870883,0.97203356,1.1148611,1.164292,0.8978354,0.6100266,0.9382166,0.8765916,1.0367168,0.5687708,0.82523674,0.8480075,0.96501577,1.0962243,0.9952826,0.7818967,0.87313104,0.9652151,0.9077713,1.0139774,1.0446324,1.0161752,1.0019549,0.913571,0.0,1.0500376,0.95822567,1.0200398,1.0456369,1.1325767,0.93103796,1.2163386,1.0095907,0.9724244,0.9505838,0.91207343,0.95161664,0.94023585,1.0480086,0.9737821,1.1932079,1.0835981,1.1561508,1.0180372,0.9968254,1.0942814,0.9272333,1.1737497,1.1678969,0.91736877,0.9944959,0.8659408,1.0096613,1.0095534,1.0573102,0.9667382,1.0603864,0.82684875,1.0392443,1.023475,1.0576708,1.0549833,1.135869,1.1609032,1.1058222,0.98997444,0.95871323,0.994898,0.7760317,1.0651778,0.805249,0.91822517,1.0739427,0.93482447,0.9784048,1.003788,1.2539625,0.9350362,0.8767879,1.1969346,0.9196263,1.0661607,1.0514092,0.8232438,1.1611421,0.9353937,0.87963104,1.0014186,0.9260744,1.04777,1.0334008,1.0838517,0.9937519,1.1177708,1.0902029,1.0218337,0.94353634,1.0406713,0.96768117,0.9042266,0.89994764,0.85770005,1.1442919,0.8954014,1.0078634,0.82791674,0.96927243,1.1096071
dog,0.92089695,0.9332163,0.80738616,1.0772916,0.9083805,0.96518844,0.7347416,1.220938,1.2620103,1.3562577,0.81232154,0.84744227,1.1176021,0.7504735,1.1575432,0.99465823,1.1170487,0.8352206,0.9597559,1.2693595,0.72787833,0.95499414,0.9210864,0.79486966,0.8134871,1.0125593,0.70254576,1.2307802,0.8613026,0.80184215,1.0726459,1.0619597,1.2358519,1.0552481,0.79023767,1.3868661,1.0500376,0.0,0.980784,1.1108184,1.1226492,1.0421296,0.93652296,1.0756129,0.97399807,0.67087984,0.6409575,0.9235224,0.8063541,1.1529896,0.8358023,0.9478675,1.0424695,0.91061676,1.0139521,1.133265,0.9044502,1.1329379,0.84030086,1.2243208,1.1855793,1.022835,1.3326629,0.9122048,1.0466045,1.1179372,0.92705876,0.72061515,0.8494424,1.1098086,0.798798,0.7814173,1.2378168,0.99630034,1.1490321,1.1078508,1.2293146,0.83973086,0.93354666,0.95386946,1.0146581,0.66396195,0.94855845,1.0734389,0.94305915,1.1891006,0.8453412,1.3087406,0.98744166,0.72217804,0.9850952,1.1937702,1.0491542,0.9041202,0.991289,1.1672605,1.1060777,0.8650782,1.0626789,1.0607826,0.79178345,1.2042296,0.93326324,0.6426898,0.9726482,1.0421633,1.0884781,1.3416132,0.7951133,0.87238586,1.0450118,1.0169342,0.97763366,1.0697775,1.0943569,0.8120007,0.9080844,1.1799886,0.82596534,1.2752919
doll,0.71959555,0.77318484,1.0181512,1.0473396,1.005453,1.0441153,1.0839233,0.9585946,1.1618645,1.014643,1.1628178,1.2438083,0.74644065,1.1564456,0.76485753,1.0662037,0.6976107,0.9502138,1.1362697,0.9800743,1.084026,1.0909549,0.91443217,1.2217903,1.19315,0.8877436,1.1248364,0.9895324,1.0484986,1.1410764,1.0402495,1.1129888,1.0081071,1.1065652,1.1921519,0.9409599,0.95822567,0.980784,0.0,1.1952696,1.1688696,0.7999208,0.8606492,1.0744511,0.8595965,1.0356371,1.0700468,1.1708593,0.63380593,1.0133222,1.0513844,0.6713997,1.2062639,0.9954722,0.96936905,0.7227486,0.92185545,1.1290107,0.9220946,1.0067956,0.9722684,1.1985149,0.9921492,1.2105428,1.1123511,0.65097266,1.0131809,1.0859419,1.1851015,1.069514,0.95915556,0.96200275,0.987834,1.0285964,0.7023426,0.936005,0.80839694,1.1097639,1.0553684,1.1734526,1.0273088,1.0780954,0.98446196,1.0753816,0.8980856,0.84766537,1.2036494,1.0269679,1.0122745,0.91266227,0.9284792,0.96871597,0.9153432,0.92388254,1.1394563,1.3155867,1.0553197,0.93699336,0.7865016,0.9614826,1.1211331,1.150401,0.9345385,1.0395229,0.8354627,0.8344814,1.0468985,1.043904,0.9512724,0.89790255,1.0518439,1.0302776,0.55714005,1.0233781,1.2229389,0.961357,1.1704872,1.0472958,1.0937017,1.1087998
door,1.0980352,1.1653291,1.1943879,1.0016795,1.1478841,1.1060942,1.2443526,0.98851436,0.7690494,0.89789337,0.94572693,0.7578279,1.0317515,1.0052446,1.0592657,0.924464,1.0071281,0.8439448,1.188235,0.8619531,1.1645294,0.81135154,1.0691171,0.7316418,1.0061353,1.1521382,0.90501976,0.4759218,0.7583296,0.969465,1.002922,1.1934733,0.88234967,1.2009397,0.952652,0.66195875,1.0200398,1.1108184,1.1952696,0.0,0.722894,0.91601974,1.21736,1.008593,1.1993024,1.1687021,0.90192825,0.8761958,1.2050399,1.0944614,1.116741,1.2536016,0.8132347,1.3161604,1.0422503,1.1565711,1.1767563,1.0147767,0.9906901,0.9486795,1.1463128,0.8428564,0.6874325,0.65226895,1.2072139,1.2000177,0.9669396,1.1766528,1.0469494,0.98737365,1.01849,1.2549543,0.8734261,1.1403677,1.075171,1.0997792,1.0357361,1.0761479,1.0758342,1.236172,0.86731976,1.1440736,0.915488,1.178602,0.9636005,1.012038,0.8292064,0.70028615,1.0583942,0.96345675,0.94485855,1.0406649,1.1184162,0.9168237,0.92422837,0.8305272,0.953402,1.1815174,1.1140467,1.0679601,0.99220484,0.8646653,1.110429,1.1157656,0.89401764,1.1823765,0.91591173,0.9501554,1.1824996,1.2036667,1.1380576,0.84029424,1.1642743,0.7990204,0.78030336,0.7900804,0.83599484,0.5913479,1.0806674,0.5268863
drawer,1.0439091,0.99757195,1.0566365,0.83456403,0.9449999,0.991312,1.2629273,1.0588602,0.7074065,0.763429,0.95388824,0.9881472,1.0589119,1.1817198,0.8423678,0.9607568,0.9441451,1.2400714,1.1025945,0.6989779,1.261661,1.0102144,1.0901177,1.0402069,1.096536,0.97139794,0.7894851,0.8302227,1.0148807,1.0504079,0.85074914,1.069605,0.7840968,1.0689005,1.0304823,0.8029806,1.0456369,1.1226492,1.1688696,0.722894,0.0,1.03216,1.0104045,0.91569227,0.97871256,1.1035786,1.2406605,1.0014645,1.0649991,0.91941464,1.0563853,1.1718714,0.98443633,1.0654569,0.9901082,0.9466469,1.139853,0.91706324,1.1820067,0.8363068,0.95525414,0.90508175,0.8545356,0.89032865,1.0734379,0.95931965,1.1565123,1.2038332,1.1069412,0.9148058,1.1607482,1.0496508,0.6561273,1.1378154,0.97919333,0.9856672,0.935632,1.0814472,1.1282094,1.1278499,0.9386515,1.3057752,1.1281469,1.1500704,0.96923643,1.0048882,0.9393818,0.7029667,1.0494208,1.1425675,0.8220768,0.8957874,0.9930079,0.9849946,1.0382234,0.64748764,1.0128888,1.2299305,1.0933075,1.0814614,1.1087468,0.905736,1.0331912,1.2635803,1.178993,1.0713179,1.0554907,0.94882554,1.0039761,1.0674244,1.2028297,0.9675647,1.0939925,0.8536052,0.95405185,1.1911439,1.0581357,0.87919194,1.0418134,0.8941259
dress,0.9474297,0.88223565,1.293884,0.8298353,1.1798679,1.1813836,1.1966424,0.9923708,0.9075207,0.83721966,1.2798874,1.2334076,0.24913186,1.2756907,0.7476957,1.0450368,0.99358445,1.0826727,1.2560844,0.9977006,1.2178533,1.1966552,1.1545335,1.2656186,1.2021372,1.1075226,1.0384737,0.89626276,1.1487269,1.2267597,1.1686194,1.0819778,0.90686035,1.0545474,1.3760977,0.7670547,1.1325767,1.0421296,0.7999208,0.91601974,1.03216,0.0,1.1746267,0.85244954,1.1172652,1.3368614,1.1565186,1.3023254,1.1306006,0.9864746,1.1486931,1.014495,0.8230252,1.2083042,0.76035106,0.8902923,0.9551423,0.9833382,1.1518885,0.8227467,0.7513523,1.2973356,0.87373435,1.2558436,1.1005352,0.9323961,0.9376357,1.1754308,1.2582984,1.0216033,0.8857033,1.2035304,0.88737714,1.0904367,0.49377066,0.71790385,0.8836188,1.3286319,1.3017015,1.1906323,1.0376587,1.1946063,1.0882988,1.1390958,1.0037851,0.7313959,1.286094,0.83435786,0.88479304,1.1775372,1.2093884,0.6577939,0.88103604,0.561694,0.8836973,1.1787757,0.68026996,1.0418522,0.7175306,1.036698,1.2957176,0.86743426,1.1373284,1.2156446,0.80095875,0.95025295,0.7388816,0.79483896,1.2806369,1.1292071,1.066621,1.0169091,1.0533625,1.2451797,0.89833486,0.88408446,1.0709186,1.0732621,1.246113,0.6867106
egg,1.1149095,0.8552988,0.27772874,1.0942473,0.3817364,0.3443368,0.7875876,1.0351808,1.1067461,1.2445047,1.0809648,1.1771919,1.1812016,1.0726075,1.1798335,1.061041,1.0351136,1.0244484,0.8417984,1.1058497,0.8649883,0.91046274,0.976695,1.092641,1.0998486,0.5116317,0.96871793,1.1108391,1.0057935,0.93647254,1.0733082,0.9755258,1.2070525,1.0097581,0.96252954,1.2211692,0.93103796,0.93652296,0.8606492,1.21736,1.0104045,1.1746267,0.0,1.0847883,0.7360946,0.8996642,1.06455,1.0066093,0.9976568,0.9947798,0.918468,0.9531184,1.1917953,0.8138026,1.0840225,0.90395063,0.91527057,1.1811254,1.0201927,1.1546831,1.0161895,0.9850957,1.2028105,1.0522453,0.93720883,0.87891203,1.1833439,0.786507,0.93715316,1.0212563,1.0263772,0.29827523,1.2210804,0.87120235,1.1531358,1.0418895,1.1094967,0.9503303,0.9101361,0.8967681,1.0489051,0.8831598,1.1034322,0.94939435,0.58190525,1.1072814,1.0582125,1.2219026,1.1171412,0.9948522,1.1056601,1.1526277,1.0650482,1.1073215,1.0890036,1.0651807,1.2029238,0.9649782,0.82436883,0.92181385,0.92207015,1.101981,0.94297636,0.8583509,1.1888335,1.1043992,1.1767952,1.2582562,0.7166349,0.7470095,0.9633714,0.9577506,0.6606517,1.0294565,1.1552684,1.0420724,1.1745282,1.1099517,0.9285867,1.2369417
face,0.83691347,0.9585527,1.0201604,0.82111466,1.0290984,1.0588415,1.2230451,1.1856283,0.8702775,0.7685343,1.2543349,1.2398292,0.7000494,1.2399623,0.82944655,1.0035805,1.0115039,1.3192599,1.2503259,0.9563407,1.3104936,1.3200586,1.1657364,1.2970154,1.1755013,0.8689587,1.0529017,1.1746399,1.3288832,1.2271955,1.2233683,1.1239742,0.7939849,1.0741051,1.2610055,0.9281329,1.2163386,1.0756129,1.0744511,1.008593,0.91569227,0.85244954,1.0847883,0.0,0.81515574,1.3252873,1.2887528,1.3987404,1.0555794,0.69736505,0.82352185,1.1325446,0.78669524,0.97352135,0.5348784,0.6585348,0.92195433,0.89038825,1.2435405,0.7628338,0.57783246,1.386811,0.8712073,1.3435733,1.1432728,0.9087919,1.048757,1.2963351,1.0165517,1.1685748,1.1152794,0.97294813,0.7714756,1.0988243,0.7447641,0.64591706,0.8189292,1.1356741,1.1196464,1.1935451,1.2148316,1.2855434,1.2006288,1.2481343,0.88001144,0.882779,1.2098118,0.695125,0.90013134,1.3180947,1.1019762,0.4400677,0.98785555,0.88577867,0.9698842,1.1344292,0.8427628,1.1060112,0.9522381,1.0190213,1.3175569,0.781882,1.1350081,1.1748741,1.0931417,0.8838256,0.89086026,0.80122125,1.2653782,0.8192494,0.9140875,1.3080568,1.1238911,1.295828,0.8358457,1.1655273,1.0770468,1.2174534,1.1159678,0.7794193
finger,1.072379,0.49379754,0.60508394,0.98995376,0.92657137,0.9217209,0.7482948,1.2695165,1.2023485,1.2370219,0.8191252,1.0894766,0.98586845,1.0589353,1.13831,1.1366367,1.1791413,1.1738427,1.0800041,1.254994,0.9819037,1.1015854,1.1332756,1.1099871,1.1251872,0.6733091,1.0705559,1.0859545,1.2590268,0.9478984,0.92247105,1.023509,1.1952424,1.0547113,0.7429721,1.2719808,1.0095907,0.97399807,0.8595965,1.1993024,0.97871256,1.1172652,0.7360946,0.81515574,0.0,0.9315965,1.0955832,0.9674721,1.057232,0.8403661,0.5592946,0.8215251,1.2044572,0.6778978,0.7470907,0.26934904,0.80703175,1.2409383,1.1992576,1.13336,0.8387034,0.9332708,1.1710482,1.1405175,1.0325001,0.85553706,1.2770822,1.0405347,0.7122022,1.0474818,0.6686057,0.6200515,1.1876537,1.0821574,1.0562394,0.85523236,1.0998356,0.54070807,0.5091601,0.95958513,0.97853374,0.90847933,1.175932,1.184397,0.8173696,1.1891841,0.97119874,1.1607568,1.1426854,1.1726398,1.0627421,0.976009,0.9583369,0.9990516,1.1620138,1.2363104,1.2167852,0.62117994,0.8185071,1.0942241,0.7718699,1.2556638,0.9490167,0.88700503,1.2876761,1.1152496,1.204368,1.21942,0.9123378,0.1617527,0.52585477,0.9175987,1.1163573,1.0976303,1.2305113,1.235296,1.2289898,1.2007052,0.511694,1.1881462
fish,1.1758362,1.0061789,0.76477265,1.2781236,0.87211025,0.8777607,0.7507841,1.0771172,1.2641973,1.3142583,0.46143198,0.56470966,1.3553395,0.5244138,1.0700675,0.81490797,1.1903114,0.78027767,0.8372601,1.2670174,0.70533884,0.67436683,0.92763853,0.5225387,0.5962362,1.0923927,0.8618963,1.1556721,0.68401873,0.55696756,0.80789816,1.1650686,1.315552,1.216176,0.4184916,1.4470749,0.9724244,0.67087984,1.0356371,1.1687021,1.1035786,1.3368614,0.8996642,1.3252873,0.9315965,0.0,0.63905996,0.454607,0.9064783,1.2024734,0.7739943,0.8801904,1.2731357,0.919511,1.2888621,1.2044559,0.8975961,1.1459111,0.8186353,1.2659587,1.3109927,0.5628155,1.371665,0.63579834,1.146946,1.1182717,1.0199884,0.73921776,0.6065229,0.9401644,0.59836686,0.8404897,1.3303069,0.94082177,1.2026985,1.2564573,1.3567367,0.46482003,0.5283191,0.9811379,0.81428134,0.64396626,1.0111085,1.0249662,0.9830323,1.2055432,0.5285389,1.4374872,1.1200136,0.5969977,0.8435017,1.3417919,1.147646,1.1072283,1.0461118,0.8847664,1.4114114,0.7263875,1.170892,1.2020744,0.41874945,1.3286563,0.68946975,0.62514055,1.1800047,1.2250543,1.3754992,1.474318,0.6247007,0.8322488,0.94250286,0.6997715,1.0894792,0.7274873,1.2592275,1.0576154,0.7781259,1.0675739,0.58639807,1.3371611
flower,1.1200618,1.0585376,0.90567863,1.2296746,1.0365415,1.0246153,0.75154895,0.967858,1.293994,1.3930237,0.76605195,0.5475529,1.2345903,0.5798565,1.2519943,1.0395235,1.117699,0.6507039,0.80311596,1.3517609,0.6257328,0.8391253,0.83672535,0.55404717,0.65670323,1.1314812,1.0667732,0.9286178,0.6496985,0.71139205,0.99874765,0.97642994,1.2468568,0.98236597,0.63943446,1.2837485,0.9505838,0.6409575,1.0700468,0.90192825,1.2406605,1.1565186,1.06455,1.2887528,1.0955832,0.63905996,0.0,0.5958545,0.9920517,1.2792897,0.9120598,1.0940307,1.1185942,1.0318669,1.1970153,1.3356816,0.9786912,1.1959742,0.83863497,1.3795519,1.4652812,0.69208616,1.2312856,0.5597031,0.97965634,1.3501445,0.9379053,0.6832278,0.8265743,1.0872084,0.6481677,1.0642836,1.3128427,0.8209276,1.252475,1.334513,1.2211521,0.6586148,0.7065876,0.8173523,0.8222495,0.5511757,0.32598698,0.8686348,1.0514872,1.2763466,0.6884038,1.3388305,1.146754,0.616025,1.0046188,1.4167378,1.1697222,1.0928521,1.1622126,1.1997502,1.355399,0.8466429,1.1330103,1.0267961,0.55730754,1.3346602,0.7881381,0.45940626,1.0287519,1.135429,1.2804711,1.3262763,0.80609,0.9860383,1.1272209,0.8554421,1.2107097,0.7143264,1.0478537,0.89763063,0.7257751,0.9329386,0.8006059,1.1773477
fork,1.3866224,0.95769787,0.89665866,1.2769964,1.1106014,1.0985168,0.71675605,0.90643936,1.1883975,1.3494233,0.48224622,0.39639813,1.3831396,0.53928775,1.3025331,0.9453244,1.2341838,0.79428375,0.78073716,1.2445221,0.687316,0.5475529,0.95026755,0.46483088,0.6279905,1.1758091,1.0834358,0.75335085,0.645573,0.5069425,0.7879076,1.1016518,1.3441983,1.1933432,0.343382,1.2463454,0.91207343,0.9235224,1.1708593,0.8761958,1.0014645,1.3023254,1.0066093,1.3987404,0.9674721,0.454607,0.5958545,0.0,1.1553695,1.3727555,0.73480046,1.0250276,1.2663994,1.1520544,1.2823311,1.2845073,0.87158906,1.227493,0.8183521,1.2973824,1.5191932,0.0686717,1.2233931,0.38443094,1.088619,1.3495624,1.0632082,0.7148218,0.6287279,0.7829404,0.4905975,0.99322486,1.3285515,0.91581655,1.4285059,1.3952652,1.4204948,0.33648998,0.39911008,0.941714,0.72025824,0.5924609,0.9102038,0.8592808,1.0235894,1.3405355,0.51610094,1.3245959,1.2009645,0.635495,0.83491707,1.469534,1.1520654,1.1207213,1.0183849,0.7244003,1.4075452,0.71582985,1.1183289,1.1636332,0.10728663,1.3672749,0.76160806,0.5833911,1.1367446,1.3294369,1.34497,1.4406099,0.6613617,0.8503556,0.8588853,0.49062896,1.2460482,0.6721072,1.2759707,1.0066241,0.77093756,0.7753948,0.5028306,1.2518898
