,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,cloud,comb,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,face,finger,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,helicopter,horse,jacket,jeans,knife,ladder,lamp,melon,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
sweater,0.5445727,1.1313531,1.1357446,0.9475554,1.0173576,1.0282604,1.2276291,1.1293125,0.9697409,0.8364482,1.2455231,1.2674124,0.87888217,1.0689098,0.8143678,1.025031,0.9187305,1.0962086,1.1125325,0.8749751,1.2277999,1.3466629,0.77983344,1.3005133,1.1827855,0.92762655,1.0336804,1.215402,1.2275503,1.2300705,1.2225772,1.0387703,0.90360725,0.9876349,1.2326394,0.9433435,1.1177708,1.0421633,0.8344814,1.1823765,1.0713179,0.95025295,1.1043992,0.8838256,1.1152496,1.2250543,1.135429,1.3294369,0.6250782,0.81408966,1.18359,0.9703301,0.8758773,0.9426269,1.0028849,0.8776863,1.148777,0.9076172,1.072644,0.79520166,0.76483965,1.2826922,0.9125813,1.2818533,1.0163019,0.7255227,1.0378861,1.2097307,1.1137147,1.1644831,1.2898884,1.0886451,0.8790058,1.1065886,0.78879386,0.86082315,0.71679103,1.2771528,1.226199,1.1224698,1.2925541,1.22607,0.95380926,1.0646473,1.0967143,0.95507085,1.1545413,0.8772923,0.8588898,1.1490376,0.89391464,0.63782907,1.0027441,1.1110345,1.0558777,1.1013165,0.7733002,1.2797979,1.0567666,0.9323192,1.3220712,0.9074917,1.0846617,1.1536614,0.9510564,0.0,0.8368453,0.679293,1.1199231,1.1426212,1.0420774,1.3231521,0.81336886,1.1397859,0.8965452,1.079633,1.1458437,1.1786566,1.2743812,0.8193208
swing,0.9505808,1.1188719,1.2346121,0.73375434,1.1256891,1.1119095,1.2320429,0.9995353,0.89905846,0.89956105,1.2633703,1.1609235,0.81128657,1.2233993,1.0164437,0.99783224,0.9078838,1.1155995,1.2233944,0.90261227,1.2308453,1.1382817,1.0858546,1.2095556,1.0885637,1.1499181,0.91531146,0.96798146,1.1555121,1.2002214,1.1558672,1.0471652,0.9117539,1.0284489,1.3121777,0.7919931,1.0902029,1.0884781,1.0468985,0.91591173,1.0554907,0.7388816,1.1767952,0.89086026,1.204368,1.3754992,1.2804711,1.34497,1.0812228,0.94473845,1.180308,1.1602733,0.66563845,1.1830728,0.7932684,1.0443357,1.0049118,0.8408133,1.0917504,0.8710631,0.8960792,1.3290904,0.87614936,1.179142,1.05987,1.0899177,0.6978545,1.1637858,1.170523,1.0887116,1.2534724,1.1787684,0.85826206,1.0748692,0.9322226,0.9504624,0.80574185,1.3493285,1.3045329,1.1533209,1.1842302,1.2567945,1.1637053,1.1026545,1.1196423,0.87990236,1.1821067,0.87887824,0.81776035,1.212696,1.018694,0.87745905,0.97995704,0.9118296,0.81671715,1.0774833,0.22544026,1.203252,1.0471679,1.0256101,1.3953778,0.6919082,1.129234,1.3203869,0.56738734,0.8368453,0.0,0.7038715,1.270038,1.2519495,1.043098,1.2613425,0.8525739,1.1711013,0.5799692,0.6449541,0.89917135,1.0288073,1.283471,0.60582316
table,0.7530539,1.2937392,1.3290155,0.8201661,1.165993,1.1513643,1.3234379,1.0847969,0.7881913,0.50216794,1.3851585,1.2350527,0.67902875,1.3592396,0.67930526,0.92646927,0.79646444,1.2353842,0.93134344,0.7133307,1.2833533,1.4025053,1.1316379,1.412714,1.2914596,1.005738,1.0822219,0.8294622,1.2978148,1.3403821,1.1552931,0.96689713,0.57605517,0.8762194,1.45376,0.5184366,1.0218337,1.3416132,1.043904,0.9501554,0.94882554,0.79483896,1.2582562,0.80122125,1.21942,1.474318,1.3262763,1.4406099,1.0108668,0.7692926,1.3422948,1.2270243,0.66005397,1.0039996,0.9155633,0.8787093,1.313352,0.7397743,1.1635854,0.67736775,0.67077065,1.3676329,0.6139003,1.3851666,0.9196545,0.9028511,1.004328,1.237382,1.2695789,0.9939338,1.444371,1.2588322,0.6611908,1.1561153,0.66165924,0.7993665,0.48644245,1.5086393,1.4316933,1.1125575,1.2530358,1.3710085,1.0733575,0.8194498,1.1224368,0.85655755,1.2950784,0.61701936,0.73599267,1.3300256,1.0521685,0.57609916,1.0873691,1.103795,0.92520493,1.0149748,0.5894885,1.4462954,1.1391511,0.8063252,1.5052614,0.6415365,1.2278432,1.331142,0.93459165,0.679293,0.7038715,0.0,1.3461185,1.356942,1.1496675,1.3378325,0.9612993,1.1549529,0.7953885,1.1694258,1.1431569,1.0616809,1.4596039,0.5387938
tape,1.1596222,0.9939127,0.61548764,1.2335471,0.71216476,0.8091312,0.7274385,1.0694299,1.2551552,1.2757552,0.6527245,0.7633306,1.3495693,0.8637933,1.1627393,0.8631515,1.150512,0.7850208,0.72010064,1.2125291,0.76377165,0.6385318,1.0822105,0.6383646,0.7965829,0.98055834,1.028023,1.1261065,0.7991046,0.7488275,0.897173,0.9897373,1.2350553,1.0920004,0.5962261,1.3158541,0.94353634,0.7951133,0.9512724,1.1824996,1.0039761,1.2806369,0.7166349,1.2653782,0.9123378,0.6247007,0.80609,0.6613617,0.9516181,1.2247428,0.72970414,0.8783499,1.247019,0.86189044,1.3000855,1.242013,0.7395379,1.2052388,0.72489667,1.1589607,1.2561854,0.7077482,1.3054533,0.85137975,0.9699716,1.0753566,1.0561588,0.77729356,0.70728177,1.0761542,0.7653159,0.74524075,1.2017779,1.0289463,1.3249025,1.1519775,1.2663779,0.70001423,0.714536,0.8463509,0.8170482,0.68319035,0.978613,0.91954887,0.9167562,1.29823,0.7320118,1.3452926,1.0743283,0.70057976,1.0935962,1.2730947,1.0288785,1.1457148,1.1848879,0.99495476,1.3041878,0.79694843,1.0856911,1.0837059,0.594285,1.3622808,0.8966101,0.61908877,1.1333799,1.1199231,1.270038,1.3461185,0.0,0.7975026,1.0170846,0.83311427,0.7596336,0.9181056,1.2425867,1.0627378,0.9595052,1.0118141,0.6587788,1.3312055
toe,1.1508555,0.45184833,0.52748495,1.1088152,0.91747004,0.91952544,0.71871996,1.2779615,1.2331444,1.305345,0.6697859,0.93397635,1.005406,0.95897263,1.181262,1.185338,1.281389,1.059025,1.092832,1.3049012,0.9063883,0.958394,1.1611152,0.90573484,1.0016898,0.8044906,1.0968132,1.1301848,1.1385341,0.86238307,0.9104094,1.0943894,1.2417753,1.1602161,0.52470756,1.3769095,1.0406713,0.87238586,0.89790255,1.2036667,1.0674244,1.1292071,0.7470095,0.8192494,0.1617527,0.8322488,0.9860383,0.8503556,1.1348529,0.9432994,0.33799648,0.86356336,1.2921621,0.75860643,0.73152196,0.4822976,0.6322597,1.2982519,1.1673334,1.1752906,0.87183297,0.8771173,1.2470353,1.0237881,1.1212339,0.9905902,1.2294397,0.9953402,0.48302782,1.0623734,0.46532547,0.55573976,1.2613226,1.1305722,1.117987,0.797321,1.2546675,0.35730624,0.3693205,1.009489,0.8254691,0.82508993,1.1805869,1.2418864,0.71022564,1.2448622,0.8103798,1.2396317,1.1717921,1.0990907,1.1173278,0.9841205,1.0145414,0.9350402,1.2641553,1.2393126,1.2978402,0.49328655,0.776112,1.20199,0.5957069,1.3462982,1.0228977,0.7009222,1.2748888,1.1426212,1.2519495,1.356942,0.7975026,0.0,0.5073482,0.79348284,1.1618512,1.056647,1.3128011,1.2007092,1.1638123,1.2276713,0.30100697,1.2564137
toothbrush,1.1417955,0.7617167,0.87240016,0.97666776,1.025808,0.9724289,0.6379101,1.1761011,1.1378814,1.215777,0.9252074,1.1081187,1.0263021,0.88131624,1.218389,1.2171818,1.203734,1.0230289,1.1088905,1.2142202,0.9105495,1.0641595,1.0245954,1.0322124,1.0813901,0.8252337,1.1653526,1.1596833,1.1236387,0.99619794,0.9846098,1.0114684,1.258817,1.0396975,0.70490986,1.2134726,0.96768117,1.0450118,1.0518439,1.1380576,1.2028297,1.066621,0.9633714,0.9140875,0.52585477,0.94250286,1.1272209,0.8588853,1.0744194,0.84845644,0.63335526,0.8434739,1.1699047,0.76929903,0.91623366,0.57496446,0.8929588,1.1744138,1.0913596,1.0199901,0.7732625,0.8784498,1.1189553,0.99106663,1.0339992,0.9509464,1.0798947,0.92782867,0.68855524,0.9627522,0.72289395,0.8749304,1.2029768,0.9255695,1.0806708,0.9786453,1.1148001,0.5462212,0.52329713,1.0096234,1.1779909,0.77207804,1.2335722,1.080977,1.0299528,1.1204764,0.98156697,1.1414396,1.1604388,1.1146438,0.92434967,0.9808905,1.0051134,1.1072376,0.93635327,1.1154156,1.063576,0.6869958,0.88862413,1.0791988,0.7072948,1.0740695,0.99471444,0.8525554,1.1938493,1.0420774,1.043098,1.1496675,1.0170846,0.5073482,0.0,0.9382725,1.0475196,1.2220101,1.243751,1.1052976,1.1852072,1.0068947,0.51855385,1.150989
towel,1.3520594,0.85664505,0.88813573,1.2378753,1.1230913,1.0690804,0.7810559,0.90604913,1.0952863,1.0735189,0.5999074,0.6017655,1.1149663,0.76574063,0.99923944,1.1253296,1.1961653,0.8473228,0.89109993,1.0265616,0.7755835,0.583987,1.0742451,0.6383662,0.9135638,1.0877341,0.99925196,0.73320264,0.8353797,0.7038448,0.6589647,0.99055475,1.1086726,1.0498787,0.54597604,1.0615946,0.9042266,1.0169342,1.0302776,0.84029424,0.9675647,1.0169091,0.9577506,1.3080568,0.9175987,0.6997715,0.8554421,0.49062896,1.2565315,1.2889163,0.8056649,0.84390974,1.2251321,1.0390943,1.1437852,1.1779448,0.86514705,1.3493772,1.1001883,1.2610874,1.3195528,0.47884828,1.0947429,0.6178299,0.9994181,0.879944,1.190004,0.8563893,0.763747,0.5005372,0.572451,0.9628406,1.2268395,1.0726949,1.1583171,1.0983317,1.4072175,0.60206324,0.6709058,0.9055959,0.48578703,0.79759324,1.0460068,0.98060393,0.89271474,1.0792125,0.6173421,1.1730403,1.2715622,0.9672535,1.0580583,1.2814612,1.1009781,0.82007635,1.1394817,0.70163393,1.3055047,0.8034674,0.87877434,1.1143925,0.54665446,1.3018584,0.93679184,0.79823613,1.1754239,1.3231521,1.2613425,1.3378325,0.83311427,0.79348284,0.9382725,0.0,1.2277544,0.72870207,1.2695143,1.0228606,1.0313925,0.8616621,0.68706965,1.1903923
toy,0.72768867,1.0528338,0.8522047,1.0242488,0.5663895,0.5654206,1.0236932,0.9654681,1.0190364,1.0423411,1.2810725,1.2783532,1.0866886,1.1814528,1.0215011,0.9294012,0.6921482,0.84715575,1.0011147,0.8649652,1.0723331,0.90480614,0.86219037,1.1625884,1.1030685,0.85208917,1.0895039,1.0651066,1.0410144,1.2157297,1.1136061,0.9460038,1.030072,0.9653115,1.2384243,0.93449223,0.89994764,0.97763366,0.55714005,1.1642743,1.0939925,1.0533625,0.6606517,1.1238911,1.1163573,1.0894792,1.2107097,1.2460482,0.57078624,0.934883,1.2102605,0.7385981,1.135865,0.83123684,1.1197567,1.0207521,0.9641892,1.0618621,0.8999264,0.88212645,0.9458336,1.2198787,0.9889964,1.1792331,0.9268429,0.69185376,0.8191267,1.017309,1.2292318,1.1729741,1.3068984,0.818613,1.0029604,1.081827,1.02112,1.1359639,0.7976613,1.2975657,1.2709395,1.0210279,1.1989092,1.1082114,1.0684613,0.998705,1.0043409,0.8760766,1.2587504,1.0694506,0.9062327,0.9875446,0.83680975,1.0819298,0.84626496,1.1993593,0.8794361,1.1046689,0.7849679,1.090214,1.0161426,0.9699759,1.2620827,0.97906184,1.0937631,1.1780696,0.74957883,0.81336886,0.8525739,0.9612993,0.7596336,1.1618512,1.0475196,1.2277544,0.0,1.0896269,1.1582015,0.74285924,1.1149426,0.90350753,1.2394633,1.1591475
tray,1.148806,1.0218331,0.9411982,1.2859781,1.0154012,0.9695192,1.0752982,0.8130014,0.99296147,1.1114764,0.67199564,0.529654,1.2115674,0.79796344,1.0972363,0.8295711,0.8859844,0.8027978,0.8806381,0.8786744,0.97797865,0.6664432,0.84019935,0.60597837,0.6512994,1.2820727,0.98814416,0.6910341,0.66592926,0.79554087,0.7912869,1.1320269,1.0347682,1.1426488,0.7619513,1.0077093,0.85770005,1.0697775,1.0233781,0.7990204,0.8536052,1.2451797,1.0294565,1.295828,1.0976303,0.7274873,0.7143264,0.6721072,0.9710266,1.1374285,1.0191735,1.1113281,1.2221012,1.1608477,1.2624211,1.2385666,1.0059152,1.1574421,0.9095347,1.2640872,1.3301511,0.64899945,1.0412424,0.64297575,1.1282682,1.1207799,1.0372167,0.9597711,0.92833394,0.9467355,0.8958446,1.0724682,0.93489707,1.0372955,1.2215515,1.2136272,1.1774752,0.7779604,0.79488456,1.0284436,0.6275544,0.9334383,0.7782923,0.9495197,0.9943066,1.0909829,0.7211538,1.0010474,1.243786,0.75523657,0.9701909,1.2942222,1.1388583,1.0744464,1.1386501,0.76364446,1.2789226,0.96686745,1.0704637,1.1296347,0.7494869,1.2642168,0.9789486,0.9412238,1.0262249,1.1397859,1.1711013,1.1549529,0.9181056,1.056647,1.2220101,0.72870207,1.0896269,0.0,1.1207335,0.92334944,0.68006384,0.763939,0.89386916,0.95817554
tree,0.95019346,1.275293,1.2129097,0.78014964,1.106181,1.0967677,1.3150403,1.037632,0.8525197,0.8667778,1.1850833,1.0604008,0.9659872,1.1248833,0.96984845,0.9264719,0.9858471,1.17352,1.1766845,0.97618353,1.1967835,1.220993,1.0218292,1.1280144,0.9618873,1.054686,0.82488084,1.0856378,1.1320236,1.0740837,1.0976757,1.0257366,0.8718636,1.0013236,1.2724366,0.9178842,1.1442919,1.0943569,1.2229389,0.78030336,0.95405185,0.89833486,1.1552684,0.8358457,1.2305113,1.2592275,1.0478537,1.2759707,1.0974226,0.94530016,1.1931741,1.2316071,0.44601703,1.1605455,0.8653422,1.1018499,1.1452286,0.6195537,1.1289376,0.90908575,0.9445397,1.2615969,0.94610465,1.1251447,1.037185,1.1141846,0.8673473,1.1586722,1.1473743,1.0764441,1.2989702,1.2370666,0.88904405,0.88871455,0.9309321,0.99040145,0.82628024,1.3256769,1.3157796,1.0955534,1.2328821,1.2518787,0.8791331,1.1362941,1.1447296,1.0170522,1.1134335,0.9084526,0.74717265,1.1681008,1.0615606,0.8563575,1.0953698,0.9476894,0.93456936,1.0226489,0.6166428,1.3487251,1.1531417,0.9983044,1.3463416,0.530911,1.0563191,1.1706781,0.9325752,0.8965452,0.5799692,0.7953885,1.2425867,1.3128011,1.243751,1.2695143,1.1582015,1.1207335,0.0,1.0152383,0.7533394,1.1069545,1.3220773,0.59529626
tricycle,1.1064824,0.970794,1.1147532,1.024832,1.01677,1.0152161,0.9076711,0.7208737,1.0419202,1.1881328,1.1123679,0.9140376,1.0540531,0.96747535,1.2662494,0.96364814,0.8852935,0.6125029,1.0537252,1.0067382,0.9240598,0.72481334,0.93632007,0.8250613,0.86529416,1.2213861,1.0033876,0.7898936,0.7737088,0.99074554,1.1085232,1.0461543,1.1041924,1.0574741,1.1123782,0.9308989,0.8954014,0.8120007,0.961357,0.7900804,1.1911439,0.88408446,1.0420724,1.1655273,1.235296,1.0576154,0.89763063,1.0066241,1.0300218,1.1655673,1.1858132,0.9855575,1.0441828,1.2757473,1.0996675,1.2703362,0.98398846,1.0760915,0.81383836,1.11966,1.23544,1.0177039,1.0038412,0.86256444,1.0574268,1.2401879,0.627679,0.8598708,1.2100356,1.139091,1.0071701,1.061909,1.0668098,1.037685,1.1893923,1.178902,1.1709707,1.172077,1.1594049,1.0533832,0.93015254,0.8271371,0.94385535,0.9410686,1.0610672,0.926866,1.0536779,1.0946119,1.063358,0.8352574,1.044704,1.2562844,0.8766896,0.90135884,0.79970276,1.1060808,0.6957873,0.8853075,0.95123637,1.0526127,1.0472835,1.079964,1.0098083,1.056163,0.4157251,1.079633,0.6449541,1.1694258,1.0627378,1.2007092,1.1052976,1.0228606,0.74285924,0.92334944,1.0152383,0.0,0.7452526,0.78105557,1.1270605,1.0152494
truck,1.2057027,1.1402196,1.1774914,1.1274729,1.0967629,1.1234186,1.1128011,0.84417725,0.99954146,1.1282927,0.8738272,0.5831966,1.153765,0.8264376,1.2145237,0.7594279,1.0392997,0.8465922,1.0610138,1.0769805,1.0029464,0.819207,0.92804027,0.6439171,0.21795225,1.3516355,1.066999,0.9446255,0.77968335,0.90548563,1.0592116,1.1209391,1.0509603,1.1604027,0.9352834,1.096489,1.0078634,0.9080844,1.1704872,0.83599484,1.0581357,1.0709186,1.1745282,1.0770468,1.2289898,0.7781259,0.7257751,0.77093756,1.118088,1.2058119,1.0201108,1.1438423,0.9161802,1.3197404,1.128648,1.3201468,0.9455191,0.9261212,0.8291341,1.1740456,1.2429676,0.8493561,1.0898923,0.7772679,1.1489627,1.3889174,0.62234926,0.9224556,0.95707273,1.0891824,0.9136453,1.2147214,0.96935415,0.9031237,1.2318318,1.1700838,1.213882,0.92350316,0.9125918,1.0895543,0.9775119,0.92468584,0.8344797,1.0260929,1.1763201,1.1675986,0.8734417,1.0893286,1.0200115,0.7635579,1.0627781,1.1540654,1.0446776,0.9476063,0.9692574,0.9872152,0.9721358,0.90027416,1.1356947,1.1920345,0.8214861,1.0534835,0.89654344,0.88763267,0.7087026,1.1458437,0.89917135,1.1431569,0.9595052,1.1638123,1.1852072,1.0313925,1.1149426,0.68006384,0.7533394,0.7452526,0.0,0.8647301,0.97028404,0.8878978
vacuum,1.0115525,1.1130582,1.2265264,1.091076,1.1269605,1.0839962,1.1617179,0.67856526,0.87411106,0.916122,1.0397731,0.88275266,1.1874834,1.0113662,1.0558256,0.9242368,0.89090496,0.7027734,1.1530339,0.8357135,1.1715951,0.7454594,0.87454,0.83382255,0.95486206,1.118576,1.0087194,0.5512186,0.7302552,1.0856144,0.9087765,1.133101,0.94505024,1.1610311,0.9916604,0.64138037,0.82791674,1.1799886,1.0472958,0.5913479,0.87919194,1.0732621,1.1099517,1.2174534,1.2007052,1.0675739,0.9329386,0.7753948,0.966365,1.1235377,1.1822196,1.0174266,1.1276257,1.3082813,1.1501454,1.1922066,1.1131756,1.1172152,0.86228013,0.82834023,1.167389,0.72986037,0.62377495,0.57891953,1.1416972,1.0336753,0.8385762,1.1279573,1.1977496,0.9390264,1.0945585,1.2145485,0.8251949,0.98516124,1.1703963,1.1967698,1.0171447,1.00495,1.0383366,1.1922839,0.85977364,1.1517749,0.81769395,1.0672795,1.1368648,0.82890123,1.0712774,0.7935872,1.1969527,0.81701916,0.7490382,1.1961756,0.98548216,1.0504727,0.90414995,0.7343937,1.0377853,1.0492485,1.0759289,0.9917841,0.92553735,1.0147014,1.0569274,1.1946802,0.72148186,1.1786566,1.0288073,1.0616809,1.0118141,1.2276713,1.0068947,0.8616621,0.90350753,0.763939,1.1069545,0.78105557,0.8647301,0.0,1.0063062,0.964189
watch,1.3370298,0.67954105,0.65831584,1.2002938,1.0425199,1.0314008,0.6941179,1.1881752,1.297909,1.4311548,0.4078828,0.6303005,1.1931593,0.74367344,1.285464,1.1434247,1.3038217,0.858814,1.0447936,1.366656,0.81188464,0.7664704,1.0936146,0.58378386,0.7218817,1.0490221,1.0491403,1.0738132,0.87926805,0.7345871,0.7887682,1.1233062,1.3556545,1.2152241,0.24372298,1.4278063,0.96927243,0.82596534,1.0937017,1.0806674,1.0418134,1.246113,0.9285867,1.1159678,0.511694,0.58639807,0.8006059,0.5028306,1.2061813,1.1153702,0.25522733,0.9571721,1.3011297,0.8576985,0.9580382,0.89433223,0.6311484,1.256643,0.95773804,1.1932712,1.1518517,0.5916647,1.3026862,0.6914718,1.1606106,1.2564692,1.0734285,0.92967653,0.32767284,1.0795026,0.28581798,0.7538778,1.2816957,1.1170641,1.2733407,1.0656563,1.3821347,0.17332017,0.23119402,0.9732267,0.7742684,0.68622315,1.1240671,1.1710097,0.91057736,1.2800117,0.5447627,1.3559172,1.2048777,0.84855735,1.0408667,1.2451729,1.1053389,1.033115,1.2541857,1.0059574,1.3666766,0.45063365,0.98169637,1.2268893,0.2897514,1.3885853,0.8695774,0.5563844,1.2075645,1.2743812,1.283471,1.4596039,0.6587788,0.30100697,0.51855385,0.68706965,1.2394633,0.89386916,1.3220773,1.1270605,0.97028404,1.0063062,0.0,1.2991996
window,0.9473712,1.2053132,1.2926128,0.90416384,1.2009697,1.1680237,1.365677,1.0933547,0.8399753,0.74707544,1.217731,1.0723993,0.6944621,1.1901184,0.88434994,0.89838433,0.9247695,1.1530983,1.2399962,0.86347634,1.3073403,1.2099829,1.078126,1.1588029,1.1136477,1.0981702,0.9709617,0.79045695,1.0812095,1.1618536,1.1319727,1.15229,0.7603793,1.1380025,1.249706,0.66722393,1.1096071,1.2752919,1.1087998,0.5268863,0.8941259,0.6867106,1.2369417,0.7794193,1.1881462,1.3371611,1.1773477,1.2518898,1.158701,0.88106966,1.1276804,1.3356737,0.66512895,1.2364457,0.7920803,0.9688642,1.1632645,0.84185255,1.1340578,0.8021022,0.8354994,1.2263713,0.69876707,1.0658021,1.151539,1.1006148,0.99252945,1.2558193,1.1389045,1.0717107,1.2277082,1.2530826,0.76858276,1.1503212,0.79722023,0.8423042,0.74533623,1.2931274,1.2377925,1.2539188,1.1379095,1.318219,1.0354407,1.1780118,1.0014356,0.91916513,1.0817051,0.6578374,0.8555909,1.1606002,1.0389112,0.6778902,1.1022872,0.9453186,0.95690674,0.9823549,0.61336774,1.318259,1.0314043,1.0663371,1.3199799,0.6655966,1.1994214,1.3074181,0.90691984,0.8193208,0.60582316,0.5387938,1.3312055,1.2564137,1.150989,1.1903923,1.1591475,0.95817554,0.59529626,1.0152494,0.8878978,0.964189,1.2991996,0.0
