,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pony,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window,zebra
orange,1.1128739,0.95925266,0.9639594,0.9391747,1.0252913,0.99761087,0.9504713,1.0831305,1.0687284,1.0967944,1.0651772,0.99182224,1.0399145,1.1088903,1.053169,0.9712971,1.106342,1.0173372,0.91822815,1.1551898,0.8479347,0.9070408,1.0588442,0.9380692,1.0762926,0.9820493,1.0693669,0.8881572,1.026031,1.0198393,0.9234257,1.0987064,1.0469553,1.092275,1.0362694,1.1176883,0.997691,0.948131,0.9247326,1.0451275,1.0936309,0.90494984,0.9774569,0.97108114,0.7807871,1.1137682,0.96538925,0.79118127,1.1179127,1.014274,0.92449844,1.0865928,1.1183077,1.1511805,1.0059516,1.0622733,0.99633276,0.98551786,1.0073127,0.8848113,1.0656645,1.0842876,1.0273796,1.0944334,0.9994481,0.9537029,0.9448844,0.93729174,0.95308787,0.9705379,1.0566429,1.069558,1.0147314,0.9066571,0.98166025,0.8545581,0.904871,0.0,1.0901219,1.0330969,1.0454274,1.0559453,1.0427109,1.0523067,1.103155,1.1057959,0.97587675,1.0768745,1.0235801,1.0505414,1.1010298,0.9762417,0.93168265,1.1187265,1.1049472,1.0676866,0.9072759,1.0561161,1.0345185,0.87336314,0.8632285,1.160601,0.9130139,0.8477744,1.0041313,0.9117484,1.0125364,1.0866328,1.0901495,1.0029922,0.95699024,0.79817724,0.87186205,1.1008369,1.0476038,1.1477902,1.0119613,1.0497324,1.0623658,0.8492669,0.9799,1.1115832
oven,1.0919312,0.98422337,1.3266068,0.86131525,1.2167792,1.189996,1.2620761,0.9075737,0.8053051,0.8066511,1.035106,0.67748386,0.9632142,1.2328479,0.9151631,0.68125534,1.0501283,1.1836439,1.0140505,0.6526955,1.1873314,1.096843,0.790565,0.7142896,0.93751496,1.052588,0.92970526,0.55547416,1.1335225,0.82353806,0.7654865,0.9796235,0.664597,1.0986139,1.2738587,0.6543002,1.1189712,1.0834827,1.0002285,0.9640104,1.0787269,0.5557612,0.7571411,0.9595247,1.205168,1.0185688,1.0824265,1.1692867,1.2087641,1.1161723,1.0471745,1.0345222,1.2153996,0.9752372,1.1774787,0.95965534,0.9943053,1.2781246,0.99867916,1.021901,1.2664897,1.1539699,1.0003289,0.9097799,0.7679745,0.9158895,0.65007234,1.0858229,0.97622335,1.1702942,0.9130995,0.92972094,1.0168386,1.2611704,0.97609985,1.1865723,1.1967568,1.0901219,0.0,1.2826941,0.9506945,0.7084294,0.9768527,1.1880759,1.1024913,0.9699761,1.0709257,1.1429113,0.93737155,1.1624657,0.931585,0.9490875,0.38745093,1.2166497,1.1264268,0.93647397,1.0015535,0.79233885,0.9517657,0.67369634,0.90440774,0.8171066,1.2554282,0.9086741,1.0050762,1.0244342,1.0005765,0.959603,0.9650838,0.9258326,1.0197635,1.207097,1.2216959,1.1968026,0.99413717,1.1246978,0.9499015,0.9481062,0.91195583,1.2173786,0.75872576,1.0987475
owl,0.84559506,1.0750427,0.71611196,1.2356046,0.7029703,0.8339789,0.677433,1.041501,1.0482609,1.2839096,0.9555384,1.4313607,1.1640731,0.30917782,1.2299687,1.3128941,0.8787488,0.74688965,0.8703961,1.1405814,1.0534159,0.9675884,0.94697815,1.0502553,0.7992989,1.2184907,1.1468854,1.190124,0.79592043,1.0791628,1.2533147,1.1622893,1.351017,0.9973617,0.8158599,1.1941118,0.8245102,0.8860442,0.9532969,1.0126283,0.82258266,1.2729998,1.1920915,1.0814049,0.92070806,0.99747276,0.99236745,1.1037369,0.87324387,0.8339333,1.1545268,1.0982063,0.61413443,1.1436409,1.0575447,1.1908519,1.0547785,0.9889525,1.1789514,1.2089368,0.49856144,0.5928474,1.1439805,1.1095978,1.422088,1.1636178,1.2111814,0.9735095,1.1950808,0.92732275,1.190536,1.058532,1.1012233,0.85287845,0.9745897,1.2403835,0.94726527,1.0330969,1.2826941,0.0,1.1611221,1.3636768,1.2119337,1.0256659,1.1589077,0.98298115,0.8751123,0.8388517,0.8079015,0.6789125,0.8970225,0.835742,1.3453503,0.36248446,1.0290111,1.201231,1.0268985,1.3246474,1.1420114,1.1702299,1.0632092,1.1831048,0.8932339,1.0696912,1.0902224,1.0536906,1.0405854,0.98202324,1.1083024,1.0911849,0.7554447,1.0133897,0.92068344,1.0856782,1.036281,0.7308694,1.0714388,1.1347754,1.0768139,0.7997369,1.1640455,0.84364176
pajamas,0.96380407,0.9166821,1.4428831,0.30467188,1.4189335,1.294316,1.3716794,1.1469277,0.99629843,0.5803226,1.5426035,0.68681866,0.23715532,1.3480002,0.42991436,0.8421447,0.6962724,1.4650846,1.5408045,0.73132926,1.1446764,1.2666793,1.2126379,1.4755809,1.3124068,0.6781106,0.82747287,0.9738174,1.4366145,0.77034897,0.80420285,1.0692289,0.53174615,0.8678465,1.556935,0.7239107,1.49351,1.3863375,1.0921961,0.7572471,0.6845618,0.8408196,1.298893,0.3952278,1.1783082,1.0098636,0.78555334,1.1456492,1.2722914,1.2490786,0.97574514,1.3559093,1.2404797,0.78747773,1.2220327,0.75944054,0.997372,0.9867747,0.54021007,0.5712477,1.4578907,1.1632313,0.9306883,1.024621,0.42184997,0.8061937,0.86278385,1.5824994,0.67757136,1.0441617,0.71091104,0.8928237,0.8897371,1.3692093,1.4113529,1.0663264,1.4274421,1.0454274,0.9506945,1.1611221,0.0,0.75107133,0.5476062,1.4183755,0.8358667,1.3255794,1.2237751,1.3777997,1.3107245,1.1596328,1.138943,1.476447,0.6461143,1.2974296,1.3938596,0.20926249,0.9419089,0.57607883,1.1860058,0.6868416,1.4952328,0.43864703,1.4011886,0.77323353,0.89240056,1.4658314,1.0073545,0.80998635,0.47762018,0.43160582,1.4159007,1.2094822,1.0349743,0.90331006,0.96186393,1.1597335,1.0540594,0.9611652,1.2359579,1.4392996,0.89849687,1.0723877
pants,1.0902512,0.7247249,1.2724769,0.7236454,1.2847904,1.2015679,1.2405212,1.1417117,1.1197877,0.68992734,1.0978435,0.62463444,0.73556894,1.3709129,0.74851716,0.85008025,1.2882864,1.2550342,1.2888744,1.029775,1.0330395,1.2477422,1.2211612,0.97850674,1.1832721,0.69599926,0.6451372,0.91292745,1.302711,0.8172135,0.90399987,0.9395468,0.53417724,1.0516725,1.289353,0.96407056,1.2680027,0.96700406,1.0570321,0.89518654,1.1477617,0.76615715,1.0297177,0.70038533,1.0525951,0.8891578,1.0385276,0.95120656,1.0691472,1.2245147,0.624521,1.0104129,1.3158069,0.74635726,0.9784774,0.63288635,0.9822123,1.2712507,0.719095,0.93049115,1.2866457,1.2473223,0.9980831,0.5492508,0.23423135,1.0303657,0.96162397,1.2322412,0.85633856,1.0844334,0.5620746,0.95143545,0.9932289,1.2003372,1.1291499,0.86744493,1.0826827,1.0559453,0.7084294,1.3636768,0.75107133,0.0,0.9271842,1.146942,1.0844276,1.0083336,1.2000501,1.217528,1.3865486,1.1611676,0.9548169,1.2031893,0.67836064,1.3625665,1.1133829,0.5794009,0.90567845,0.30259728,0.9131402,0.9751874,1.196223,0.93338,1.0384222,0.88138485,0.7256778,1.1954427,1.0831203,1.0410644,0.55951357,1.0516753,1.3687139,0.9527985,1.1238712,1.1360952,0.9610779,1.4019722,1.1881065,1.0281878,1.0454166,1.2564703,0.9524743,1.167021
paper,0.82957256,1.0642734,1.4625275,0.4616984,1.4486538,1.3568188,1.4599761,1.0293268,0.922901,0.4326564,1.4880607,0.6385375,0.69082457,1.2079161,0.48954856,0.8113074,0.5865373,1.4671826,1.4550945,0.5259541,1.1759892,1.0513265,1.0957288,1.4721394,1.3329703,0.9764809,0.8143368,1.0376021,1.279927,0.90365714,0.7458381,0.92263156,0.66253865,0.71795064,1.483232,0.6886625,1.4492619,1.4584746,1.2457467,0.8786931,1.0119042,0.89507425,1.202221,0.87482417,1.3033527,0.8826498,0.93036085,1.2011733,1.1710931,1.2290599,0.9356285,1.2057097,1.1717612,0.6200444,1.229182,0.9090725,0.98516124,0.8005621,0.7996856,0.6070535,1.4824407,1.1325054,0.6615245,1.0399066,0.67180336,0.6993611,0.85348594,1.4027964,0.6823777,1.103883,0.75559545,0.69503367,0.9020773,1.3480809,1.1888814,1.1149515,1.454893,1.0427109,0.9768527,1.2119337,0.5476062,0.9271842,0.0,1.302649,0.7210562,1.2491591,1.1505864,1.2999605,1.1388398,1.1262925,1.1514425,1.4163051,0.70978296,1.294897,1.0505041,0.6376209,0.81841475,0.9809224,1.2008525,0.68553984,1.3141354,0.3688538,1.4230847,0.72759855,0.99581534,1.3519502,0.83662033,0.95077974,0.802994,0.4191538,1.322835,1.2529395,1.0347228,0.7807609,0.91484654,1.1968328,0.88769627,0.98317784,1.2156577,1.3758148,0.94762754,1.0352784
pen,1.3526907,0.84392685,0.54426384,1.3673928,0.6387101,0.63088036,0.7175586,1.1370192,1.2521968,1.4298663,0.3097496,1.3363256,1.3865104,0.8666011,1.5448368,1.1187562,1.1866059,0.47408795,0.49895954,1.4965858,0.79590434,0.7764659,1.1212654,0.6528289,0.90823805,1.0841098,1.2120073,1.2606828,0.7574178,1.4523888,1.2996856,0.9222326,1.424198,1.1694665,0.18601191,1.481781,0.4622929,0.6886854,1.0968603,1.4305614,1.3199654,1.325001,0.8160418,1.3233428,0.8710439,1.0183678,1.275782,0.5272391,0.8470756,0.9688183,0.9365649,0.60452926,1.045084,1.1673896,0.46928668,0.9477131,1.1038259,0.7575543,1.2379379,0.98084587,0.5863737,1.1358186,1.1250296,0.81894,1.2705882,0.83582354,1.3151046,0.41916203,1.2742859,0.99297315,1.2211025,1.203738,1.0928152,0.435691,0.6559124,0.59785557,0.5494803,1.0523067,1.1880759,1.0256659,1.4183755,1.146942,1.302649,0.0,0.65175486,0.7505599,0.9592462,0.7787514,0.9700061,1.0972279,1.0347341,0.6587104,1.367775,0.9568022,0.5489895,1.4073719,1.0962614,1.1401526,0.68554753,1.4044647,0.5328953,1.3983984,0.41105127,1.4551151,0.8655678,0.4765203,0.85686374,1.3390613,1.2618849,1.383945,0.83512753,0.5876844,0.7214338,0.6677368,0.99115163,1.0230108,1.0212831,1.1693966,0.7640961,0.35735613,1.2335935,1.1001621
pencil,1.131478,0.9210492,1.1146553,0.8117981,1.1513969,1.0012438,1.2294657,1.0214101,0.89834,1.0127469,1.2163037,0.9972742,0.9642111,1.0330276,1.0229661,0.96616566,0.8119188,1.1143303,1.1478306,0.9466758,1.0182341,0.6567582,0.95584434,1.2045606,1.2780782,1.054187,1.1184441,1.0840576,1.111063,1.115411,0.9246268,0.93298775,1.0300378,0.9161825,0.993208,0.88739467,1.1722617,1.2619371,1.2628515,1.0742912,0.95930195,1.0545584,1.128317,1.0265895,1.0330273,1.0941995,1.1038507,0.9539662,1.1005551,1.1311847,1.093152,0.9632514,1.139741,0.92763865,0.9172626,0.86609906,1.141541,0.6763549,1.0079029,0.6222055,1.2434382,1.1263447,0.8218816,1.0807706,0.97414994,0.51985186,0.92043084,1.0548388,0.9779367,0.98603445,1.0622597,0.9393785,0.8937222,1.0893357,1.0572455,0.9438468,1.1779969,1.103155,1.1024913,1.1589077,0.8358667,1.0844276,0.7210562,0.65175486,0.0,1.2112211,1.146084,1.13795,1.034491,1.1336155,1.1572616,1.2728848,0.9043793,1.1831653,0.82775545,0.95478487,1.0247638,1.0704182,0.70433605,0.949648,1.0832937,0.8169302,1.1510988,1.1356524,0.8889752,0.9195943,0.57247466,0.9588802,1.1037902,0.7964924,1.0445794,1.0763011,0.8282056,0.28460884,0.98364305,0.95636064,0.9026847,1.0677683,0.8308463,1.0004548,1.0741313,1.0070256
pillow,1.2066896,0.9130521,0.83694184,1.4099331,0.7053289,0.7930598,0.7485725,0.8745731,1.0573887,1.1182055,0.5760869,1.0207981,1.1404269,0.970307,1.1113404,1.1015332,1.1333416,0.65253997,0.56955177,1.1682599,1.1312927,0.8231975,0.92696136,0.45787328,0.66944516,1.1011139,1.0499868,0.75093085,0.74268204,1.1521354,1.1337162,0.83819294,1.0713099,1.2068349,0.6727245,1.2231238,0.5981548,0.61850154,0.9562157,1.2813482,1.0332562,1.0683168,0.6881558,1.0962924,1.0544282,0.90395665,1.2581879,1.0447506,0.9827965,0.7647345,1.0352257,0.71737206,1.0306242,1.1944264,1.030117,1.0276555,1.0080302,1.0198786,1.3077006,1.3371506,0.69258106,1.1147709,1.2437389,0.73838973,1.1040759,1.1389585,1.0998714,0.6221715,1.0332637,0.9289786,1.162457,1.3252037,1.2410017,0.92200804,0.47448242,1.023158,0.75422823,1.1057959,0.9699761,0.98298115,1.3255794,1.0083336,1.2491591,0.7505599,1.2112211,0.0,1.03845,0.68937606,0.8396487,1.0334429,0.7227812,0.61957395,1.1980066,0.9096817,0.83981776,1.2991631,1.1887038,1.0659864,0.808541,1.2799419,0.65131754,1.4007528,0.795472,1.2229612,0.93674135,0.7163117,1.1158996,1.0532694,1.0829546,1.3777349,0.8109358,1.0235372,1.011658,1.2411742,0.7647313,1.0173938,0.9580891,0.9878266,0.77769446,0.8437358,1.0094013,1.0812691
pizza,0.84364736,1.0142634,0.82714915,1.2577759,0.8658379,1.010913,0.7155856,1.068762,1.1281928,1.1564165,0.9242968,1.1476978,1.1370758,0.77982855,1.1746066,1.1875858,0.9907627,0.9456464,1.0198759,1.0768577,0.38738006,1.0330256,1.0157737,1.0318172,0.9496522,1.0731505,1.1252493,1.2185694,0.8697757,1.1263485,1.0938482,1.19373,1.2281134,0.90747166,0.84474236,1.2142038,0.93375015,0.9598411,0.93575084,1.0359254,1.0720558,1.1707408,0.9479322,1.1226507,0.7951391,1.1127683,1.0338135,0.9537504,0.7337292,0.9957369,1.0266645,0.92565995,0.69906783,1.1597031,0.9059479,1.1156158,1.0648077,0.90766937,1.0957217,1.0832616,0.79208565,0.84245855,1.1826948,1.0472894,1.2670898,1.0845587,1.1664433,0.9459673,1.12111,0.9491645,1.0539688,1.1764872,1.0177047,0.8915722,0.9215231,0.9481567,0.97949713,0.97587675,1.0709257,0.8751123,1.2237751,1.2000501,1.1505864,0.9592462,1.146084,1.03845,0.0,0.9590127,0.7419247,0.8573928,0.99284875,0.950578,1.1866533,0.78558123,0.9654133,1.2104666,0.9836752,1.1195363,1.1332188,1.1785581,1.041625,1.1814694,0.8690138,1.0535973,1.0259409,0.8261876,1.1087832,1.04755,1.1770022,1.1280838,0.8353723,0.8990154,1.0410188,1.0111,0.9830109,0.88053626,1.0089983,1.0310184,1.0896933,0.91774917,1.1681187,0.9793351
plant,1.0020914,1.1455586,0.7548717,1.3845038,0.75528497,0.7853166,0.6425339,0.966408,1.078953,1.3301016,0.6584064,1.3567669,1.3315263,0.7446405,1.3978345,1.1649501,1.0861007,0.63427913,0.65420383,1.3017154,1.0836504,0.6924858,0.9128981,0.6586913,0.7938396,1.1822673,1.1805668,0.990348,0.54565006,1.09433,1.2418399,0.992821,1.3576854,1.121,0.68418145,1.2488805,0.62985164,0.5684228,0.97105473,1.1605899,1.0194534,1.070415,0.8819188,1.2225188,1.0112761,1.0173607,1.1150135,1.0341508,0.93984383,0.19500822,1.0967777,0.834723,0.83870035,1.2007438,1.0015196,1.2794222,0.9598223,1.108329,1.2689279,1.3114245,0.7728237,0.92784065,1.0876498,1.0186076,1.3667074,1.1865282,1.1062675,0.4882301,1.2068154,0.91862863,1.2665157,1.2165445,1.1820751,0.88789207,0.73500234,1.0510077,0.74904484,1.0768745,1.1429113,0.8388517,1.3777997,1.217528,1.2999605,0.7787514,1.13795,0.68937606,0.9590127,0.0,0.7455749,0.87929946,0.7793734,0.7186043,1.2140558,0.7499005,0.6316897,1.3812127,1.2563386,1.2576978,0.9586622,1.2664754,0.7346804,1.3719947,0.89540946,1.2526336,1.1667894,0.73283017,1.0798075,1.0316501,1.2063642,1.2917981,0.816622,0.9735629,1.0185705,1.1705722,1.0319408,0.9178064,1.0914248,0.79403734,0.60680425,0.8313482,0.9933272,0.8991977
plate,1.0322357,1.168756,0.76508594,1.4113361,0.6790665,0.74493754,0.8093697,0.71459717,0.75322574,1.2788855,0.88365155,1.3059034,1.1893259,0.6795976,1.313227,1.1131637,0.8947083,0.87971723,0.6579924,0.92170703,1.016211,0.6932094,0.63769555,0.81593007,0.7250501,1.3190355,1.3009017,0.9881149,0.5694468,1.136028,1.1059062,1.0538998,1.3935244,1.1039579,0.84793085,0.9937614,0.8237931,0.9790635,0.9248623,1.1938745,0.9218478,1.1483653,0.9234627,1.2039467,0.9604284,1.0699514,1.2010498,1.239739,0.9807597,0.7744267,1.2399656,0.8791663,0.78793883,1.1566318,1.1008836,1.2031142,1.0632083,0.85209674,1.392908,1.3017949,0.81416404,0.88149446,1.0734448,1.1636064,1.460401,1.162777,1.020613,0.7464268,1.162973,0.9365699,1.28071,1.0837778,1.1410187,0.981749,0.81369615,1.2340974,0.96081644,1.0235801,0.93737155,0.8079015,1.3107245,1.3865486,1.1388398,0.9700061,1.034491,0.8396487,0.7419247,0.7455749,0.0,0.89158165,0.8501556,0.6523739,1.2212483,0.7579659,0.831699,1.3873296,1.040919,1.3694687,1.0150663,1.068645,0.6952438,1.2227027,0.98242784,1.0982726,1.1139843,0.61991966,1.0677856,0.95667094,1.29842,1.124834,0.35116124,1.1809518,1.0185187,1.0331626,0.9443844,0.63360083,0.7099713,1.026485,0.88825154,0.8195652,1.0956393,0.99228704
pony,0.6323056,1.1244425,1.0147866,1.2293627,0.9486264,1.0569153,0.9530076,1.0297903,1.0480309,1.131218,1.0746808,1.2375133,1.1708032,0.6291647,1.1445799,1.1652639,0.79278266,1.0254985,1.0848042,1.0065889,1.011046,0.97177273,1.0982872,1.1110681,0.7554984,1.0841212,1.0363286,1.1446096,0.8877796,1.1445506,1.2034739,1.0630145,1.2188165,1.0170616,1.0080245,1.1333644,1.0496278,1.0081896,1.0107638,0.8160536,0.8661855,1.2003896,1.0535005,1.1227114,1.006389,1.0706375,0.92563856,1.1121573,0.9742495,0.89654326,1.0877914,0.99592304,0.3810916,1.0286297,1.0579536,1.1667216,1.038727,1.0769191,1.0946492,1.1194192,0.80324316,0.1755631,1.0511463,1.0778527,1.2609246,1.0907925,1.1027176,1.0121602,1.1657097,1.0208921,1.1192988,1.0419574,1.0127382,1.0555634,1.1488559,1.1018476,1.0092318,1.0505414,1.1624657,0.6789125,1.1596328,1.1611676,1.1262925,1.0972279,1.1336155,1.0334429,0.8573928,0.87929946,0.89158165,0.0,1.014754,0.97991765,1.2462615,0.49463952,0.95646507,1.1692247,1.0449593,1.1271569,1.131552,1.1316397,1.1360617,1.1474445,1.0959979,1.0163971,1.1281362,1.0389633,1.0280278,0.95125145,1.094122,1.055441,0.9832531,1.0812805,1.123808,1.1045614,1.1280686,0.80379844,1.0773791,1.047598,1.0704919,0.9764638,1.1398603,0.6481103
purse,1.1189435,1.0702617,1.0008475,1.1563969,0.95113605,0.91379446,0.72802466,0.6902602,0.8216344,1.0676321,0.8952075,1.104248,0.9913323,0.9827185,1.0103242,1.2306466,1.096945,0.8580383,0.848714,0.8959875,1.203439,0.938231,0.71999264,0.66865504,0.93376243,1.1180391,1.1213679,0.856421,0.69566905,0.95150155,1.210003,0.9957712,1.0866088,1.1109173,1.0146835,0.93247795,0.93323624,0.73141515,0.9603252,1.1357303,0.8958709,1.0460747,0.9220854,0.91369206,1.1038895,0.9577571,1.2758837,1.2686989,1.1332501,0.857168,1.0075877,1.0304893,0.9984646,1.0801663,1.1232524,0.95279926,1.1566558,1.1202098,1.2637243,1.2673147,0.94665504,1.0493011,0.9483469,0.891078,1.1017684,1.0679611,0.99765444,0.9132003,0.99093926,0.89406383,0.9935846,0.89805084,1.2673802,1.1607375,0.7038241,1.1994762,0.98922145,1.1010298,0.931585,0.8970225,1.138943,0.9548169,1.1514425,1.0347341,1.1572616,0.7227812,0.99284875,0.7793734,0.8501556,1.014754,0.0,0.756712,1.0825002,0.9974163,0.86830336,1.101937,0.8244523,1.0090379,0.8808157,1.0582011,0.96265846,1.0758889,0.98106444,1.0759017,0.9381785,0.9596467,1.0172086,0.7248951,1.0431919,1.2339067,0.7563778,1.1819885,1.1183105,1.2026107,0.74660814,0.84672,0.9105909,1.12592,0.71057665,0.90676844,1.1669906,1.0824518
radio,1.1925176,1.0858302,0.6550816,1.4530274,0.5486338,0.7225206,0.5927639,0.8114136,1.0901071,1.3845677,0.37113076,1.2840315,1.3450452,0.86533254,1.4122111,1.1181394,1.2396536,0.5474711,0.32959247,1.2253247,1.0489937,0.8670783,0.9236309,0.42438996,0.4906881,1.2474726,1.178946,0.930846,0.5616416,1.2203894,1.2250652,0.9972446,1.3368878,1.1848783,0.5390719,1.3193402,0.48940635,0.652332,0.7823676,1.2514684,1.1291306,1.1865224,0.69414824,1.3320408,0.8595177,1.0496057,1.1773915,0.9868228,0.90391386,0.80171436,1.093309,0.7853856,0.95517206,1.1585511,0.81569016,1.1960816,1.0136771,1.0586478,1.3388128,1.4016054,0.5820184,1.0104122,1.2380555,1.0290751,1.3995512,1.2640896,1.2195935,0.525629,1.2310905,1.0511005,1.2649689,1.0944881,1.239133,0.67405677,0.6737577,0.9983788,0.6118845,0.9762417,0.9490875,0.835742,1.476447,1.2031893,1.4163051,0.6587104,1.2728848,0.61957395,0.950578,0.7186043,0.6523739,0.97991765,0.756712,0.0,1.3213301,0.85523915,0.77104425,1.4586093,0.97949505,1.2495999,0.84529,1.2801514,0.4385692,1.4129716,0.59535086,1.1947823,1.0934699,0.63196576,1.1273961,1.1189944,1.2639287,1.4248393,0.5362085,0.8941636,0.9729161,1.3119388,0.96643037,0.83800316,0.8712146,1.0730793,0.8609426,0.4777786,1.1165935,1.0494082
refrigerator,1.0321839,1.1016965,1.5118839,0.50105715,1.4562092,1.3641818,1.4213816,1.0305498,0.85101604,0.63596225,1.3587635,0.5688336,0.80402946,1.3693991,0.70267797,0.62642,0.9813247,1.339588,1.2836211,0.667166,1.226003,1.1031674,0.9395009,0.96421844,1.2588317,0.9451196,0.83288956,0.45094985,1.2359936,0.6586963,0.54645056,0.92880064,0.5187432,0.964131,1.4994044,0.49895942,1.319561,1.2169664,1.0983956,0.825207,1.0386996,0.2218535,0.9492638,0.7791545,1.2715548,1.0063701,0.8984179,1.2375973,1.3257228,1.0602443,1.1684496,1.2415116,1.3561571,0.83537674,1.2409842,1.084191,0.9136111,1.318886,0.7255237,0.83882505,1.483515,1.2508299,0.82997084,0.97102785,0.614078,0.6847234,0.41982675,1.2125506,0.8619948,1.1690885,0.99992657,0.9259473,0.9750109,1.3746018,1.1825113,1.1155335,1.3716478,0.93168265,0.38745093,1.3453503,0.6461143,0.67836064,0.70978296,1.367775,0.9043793,1.1980066,1.1866533,1.2140558,1.2212483,1.2462615,1.0825002,1.3213301,0.0,1.3748935,1.1565062,0.6316055,1.1289693,0.76147133,0.95933354,0.4361601,1.1497272,0.6561496,1.550104,0.74463934,1.1724507,1.220264,0.9671985,0.8710278,0.7740314,0.64545166,1.3479296,1.326159,1.1749707,1.0913692,1.1273141,1.3064731,1.0274441,0.8264309,0.8466659,1.4047486,0.48392993,1.116718
rooster,0.6488211,1.1195074,0.6529945,1.3803205,0.6558647,0.7878028,0.64797294,1.0559957,1.0874645,1.3715224,0.88771516,1.426162,1.2660949,0.25488484,1.3588052,1.307572,0.79748225,0.752934,0.8560307,1.116082,0.9880844,0.95542413,0.9643678,0.9960367,0.7013484,1.2494154,1.1714768,1.1858665,0.74968255,1.1592151,1.2987607,1.1373882,1.3895367,1.0267109,0.7257712,1.2626321,0.7868657,0.85787,0.9393442,0.96957535,0.8966267,1.271766,1.0448976,1.1918715,0.8861826,1.0892081,0.9853039,1.1008431,0.73766947,0.8113862,1.2120264,0.932595,0.3281039,1.1463041,0.9989389,1.2482507,1.0656794,0.9731961,1.2460005,1.23774,0.46358216,0.32816756,1.1663333,1.1372117,1.4794413,1.1490752,1.2453365,0.8576552,1.264504,0.78889537,1.2852163,1.1654972,1.1304744,0.88209605,0.9853532,1.2095908,0.87478346,1.1187265,1.2166497,0.36248446,1.2974296,1.3625665,1.294897,0.9568022,1.1831653,0.9096817,0.78558123,0.7499005,0.7579659,0.49463952,0.9974163,0.85523915,1.3748935,0.0,0.93954766,1.3145807,1.137417,1.2857922,1.0661719,1.2868979,1.0190609,1.2879354,0.938554,1.1943377,1.1619719,0.9136221,1.0395314,1.0478749,1.203304,1.1493529,0.78208196,1.0405086,1.0966421,1.0411103,1.1586978,0.55279696,1.0906826,1.016152,1.0276971,0.88971376,1.1617327,0.8056487
scissors,0.9945862,1.1354842,0.90176284,1.2948275,0.98822963,0.91744506,0.8798442,1.0119792,1.1159906,1.2094791,0.6517805,1.1996908,1.3703673,0.740078,1.381041,1.0689352,1.0942369,0.90238935,0.7624029,1.2085242,1.0413873,0.75243604,1.0197443,0.80700743,0.9000549,1.164464,1.0952718,1.0981545,0.6600161,1.2589308,1.1404842,0.6916227,1.3161285,1.042932,0.65511024,1.2085125,0.8792011,0.7546896,1.0265788,1.255813,1.2709074,1.1226286,0.86049676,1.3155229,1.1212267,0.8150784,1.2619798,1.0119627,0.78309846,0.8266351,0.9726229,0.66444933,0.8214086,0.9696071,0.8390887,1.1149448,1.0061227,1.0267369,1.2671968,1.137005,0.8982404,1.0177422,0.76308984,0.86148554,1.2915772,0.9231707,1.087246,0.46581697,1.2209061,1.0043132,1.1943941,0.9190543,1.1630822,1.0006655,0.7978321,0.8542592,0.8619732,1.1049472,1.1264268,1.0290111,1.3938596,1.1133829,1.0505041,0.5489895,0.82775545,0.83981776,0.9654133,0.6316897,0.831699,0.95646507,0.86830336,0.77104425,1.1565062,0.93954766,0.0,1.3747456,0.98108083,1.2532725,0.783303,1.1702617,0.698447,1.2240452,0.881232,1.2546409,1.1104668,0.4950137,0.9424468,1.0111376,1.1595066,1.2199192,0.9087481,1.0124459,1.0299473,0.8421807,1.0689462,0.98386484,1.0366423,1.077599,0.56599844,0.7294909,1.1065542,0.97512716
