,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pony,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window,zebra
bowl,1.3422132,1.0724093,0.48441666,1.5001247,0.4727018,0.5280154,0.6213649,0.85966563,1.0165734,1.4480416,0.23501956,1.3244814,1.4976299,0.83030486,1.4731417,1.0871934,1.241778,0.27040005,0.0,1.329913,1.0757133,0.735155,0.6933329,0.34858024,0.6276077,1.3624115,1.2541755,0.8239957,0.6082872,1.2342174,1.1497594,1.0269114,1.4098257,1.3424873,0.30744612,1.2852328,0.19674379,0.57151926,0.90358555,1.3435078,1.1857781,1.1617457,0.6841666,1.4140773,0.88653296,1.0628957,1.2626756,0.9447006,0.9515238,0.7283545,1.1787667,0.8357628,1.0598038,1.2820339,0.8353682,1.2454913,1.0299115,1.0736401,1.4060146,1.4453869,0.49176532,1.0753126,1.226087,1.0237838,1.4698358,1.1508559,1.1536055,0.28193802,1.3186054,0.9931124,1.412571,1.2166636,1.2610369,0.4284824,0.46542096,1.032609,0.5082419,0.91822815,1.0140505,0.8703961,1.5408045,1.2888744,1.4550945,0.49895954,1.1478306,0.56955177,1.0198759,0.65420383,0.6579924,1.0848042,0.848714,0.32959247,1.2836211,0.8560307,0.7624029,1.5452046,1.2106289,1.3365154,0.7988611,1.2125534,0.159742,1.4687424,0.5335181,1.2330166,1.0995733,0.4816923,1.0290532,1.2261753,1.3129909,1.3899047,0.45983958,0.88599896,0.9145042,1.1673403,0.9438596,0.8621799,0.738307,1.0890627,0.75630796,0.44030058,1.0016234,1.1467329
box,0.8105379,1.1735656,1.4194146,0.7327287,1.3040566,1.2958224,1.3886645,0.635646,0.554752,0.5702573,1.4710139,0.61915207,0.8206409,1.2022791,0.55575585,0.8167019,0.45227492,1.4168911,1.329913,0.0,1.3137293,1.0964404,0.7050015,1.2055008,1.0837191,1.07671,0.9730875,0.70378685,1.2079349,0.7996247,0.7188841,1.0109497,0.6174077,0.85918653,1.543611,0.3445021,1.3901212,1.4485767,1.0925936,0.8342159,0.80436146,0.81186956,0.9465315,0.9269032,1.2535324,1.0639123,0.9463719,1.4077568,1.2878871,1.1893101,1.2086469,1.2498081,0.9807166,0.8676952,1.4221568,1.0500726,1.0708896,0.9719805,0.9459575,0.88487494,1.4039404,0.9317844,0.7263349,1.1593115,0.8630657,0.78820837,0.62394184,1.4418935,0.91418284,1.0271797,0.9275368,0.7330232,0.9265284,1.4640948,1.2395458,1.3700554,1.4846213,1.1551898,0.6526955,1.1405814,0.73132926,1.029775,0.5259541,1.4965858,0.9466758,1.1682599,1.0768577,1.3017154,0.92170703,1.0065889,0.8959875,1.2253247,0.667166,1.116082,1.2085242,0.7896001,0.88727415,1.0456029,1.197808,0.6410878,1.2748749,0.5066571,1.5444388,0.76120543,1.1429126,1.3160359,1.0028553,0.6215532,0.909811,0.49800545,1.0264652,1.451923,1.256244,1.0063398,1.027833,0.7228564,0.7214933,0.98949957,1.0401164,1.4380296,0.9642264,0.9291694
bread,1.0153996,0.787225,0.7334632,1.1249387,0.99497986,0.90933996,0.7248366,1.1657482,1.273898,1.2946589,0.9030087,1.1634518,1.047019,1.0004705,1.2726994,1.1791981,1.1747744,0.9937391,1.0757133,1.3137293,0.0,1.1138115,1.209152,1.142911,1.1143396,0.8321147,1.1466945,1.3464012,1.0544968,1.2376249,1.1565187,1.086872,1.2747303,0.910142,0.7948697,1.3658481,0.9829141,0.960435,1.0562434,1.1246791,1.1368948,1.2253819,0.95583653,1.0330634,0.62517685,1.1315732,0.9263116,0.50477767,0.76366854,1.1204634,0.75849867,0.70914525,0.95967644,1.0903705,0.5575271,0.90001154,1.1767035,0.75481725,0.80065054,0.7782369,0.8525939,1.0550317,1.2396495,1.0692922,1.112544,1.0453317,1.2867041,1.0040816,0.9669001,0.91086376,0.9193302,1.2207965,0.7799496,0.7368331,0.9296673,0.48890895,0.71666,0.8479347,1.1873314,1.0534159,1.1446764,1.0330395,1.1759892,0.79590434,1.0182341,1.1312927,0.38738006,1.0836504,1.016211,1.011046,1.203439,1.0489937,1.226003,0.9880844,1.0413873,1.1001499,0.93233556,0.9207044,1.0072486,1.2633748,1.0902522,1.2391847,0.6337412,1.2009649,0.87658244,0.86730623,0.98458886,1.2885447,1.1755897,1.234147,1.0196998,0.51033527,0.77537704,0.77303445,0.9174496,1.0930066,1.0555904,1.0822259,1.2578931,0.82357496,1.2593354,1.0787494
broom,1.1889163,1.0863348,0.9682576,1.2331822,0.8404564,0.8007751,0.9218685,0.9589074,0.9891282,1.1952169,0.92567813,1.2049296,1.2298176,0.8661971,1.2291446,1.0327008,0.9763359,0.83508605,0.735155,1.0964404,1.1138115,0.0,0.82573134,0.8153738,0.9366455,1.2899939,1.2486819,0.931592,0.69326496,1.140673,0.9130895,1.0506568,1.268034,1.1380222,0.8458106,1.101593,0.83841574,0.8945233,0.9510061,1.112311,0.96847415,0.9890994,0.7893894,1.218369,0.9146988,1.143321,1.1350988,1.1134639,1.0950545,0.772377,1.1776673,0.9829067,1.0225216,1.1755846,1.0695055,1.1662974,1.0678046,0.9386925,1.3351679,1.155618,1.0462351,0.9795691,0.9381645,1.1982704,1.3007566,0.95907587,0.9236557,0.6594785,1.139021,1.000661,1.2419937,1.1195569,1.0561159,1.0030625,0.7665947,1.0429476,0.9027474,0.9070408,1.096843,0.9675884,1.2666793,1.2477422,1.0513265,0.7764659,0.6567582,0.8231975,1.0330256,0.6924858,0.6932094,0.97177273,0.938231,0.8670783,1.1031674,0.95542413,0.75243604,1.3225274,1.1406573,1.3230132,0.7867373,1.0818442,0.72344667,1.1630659,1.0223734,1.1192918,1.0534749,0.64630675,0.8224915,0.9886763,1.2893319,1.052541,0.68230695,1.0925423,0.9091499,0.85865796,0.9672391,0.86878055,0.78085816,0.99268633,0.61754256,0.87416124,1.0732309,1.0404651
bucket,1.1070169,1.1408732,0.91590524,1.2153133,0.870314,0.8591329,0.90091103,0.51590014,0.3185386,1.1329184,1.009428,1.094368,1.148679,0.88824093,1.1272291,1.0628572,0.9917865,0.7851447,0.6933329,0.7050015,1.209152,0.82573134,0.0,0.6920142,0.9251078,1.2389284,1.2873225,0.7607751,0.91833234,0.88492167,0.9860827,1.0382075,1.1692977,1.1742176,1.0142251,0.624977,0.78414077,0.9815452,1.0133511,1.1435955,0.92031527,1.0120347,1.0052307,1.1839025,1.047625,1.0900663,1.1798241,1.3138071,1.163353,0.90622,1.220091,1.0668807,1.0440211,1.1109289,1.2517438,1.1282933,1.1215593,0.92199403,1.2642915,1.2733942,0.95903915,1.0461578,1.0092925,1.169668,1.269369,1.0014291,0.8587318,0.9208102,1.0732213,0.8602708,1.2543912,0.88849694,1.086653,1.1007736,0.7378266,1.3158586,1.0624666,1.0588442,0.790565,0.94697815,1.2126379,1.2211612,1.0957288,1.1212654,0.95584434,0.92696136,1.0157737,0.9128981,0.63769555,1.0982872,0.71999264,0.9236309,0.9395009,0.9643678,1.0197443,1.2200664,1.0121922,1.2502863,0.8667903,0.92012733,0.74400246,1.0320936,1.1266676,1.0612462,1.0885433,0.9337993,0.9018348,0.84041536,1.2226957,1.1038061,0.45016152,1.2647814,1.1162486,0.8964904,0.95458746,0.57041085,0.7302841,1.055614,0.83044887,1.0394156,1.0399649,0.9544458
can,1.3533181,0.9575651,0.78832096,1.4837806,0.7088964,0.75281745,0.7225871,0.79046893,0.9426941,1.3775293,0.36865318,1.142747,1.3525165,1.0087942,1.4281707,1.0775917,1.3544027,0.47765958,0.34858024,1.2055008,1.142911,0.8153738,0.6920142,0.0,0.742048,1.2111449,1.2323265,0.6084342,0.6100534,1.0600063,1.1107634,0.93552554,1.2132199,1.3189399,0.5575137,1.1615372,0.39912915,0.42382538,0.9197683,1.3546267,1.1310462,0.854738,0.5679643,1.2082714,0.9300972,1.1395981,1.2907274,0.9414019,1.073686,0.7705826,1.0690559,0.73617053,1.1392661,1.3456247,0.9010038,1.1065627,1.0561792,1.2202268,1.3612909,1.4237555,0.7106644,1.1632113,1.2783684,0.87042665,1.2323179,1.0459707,0.952058,0.3943175,1.2114053,1.048059,1.2764962,1.3320413,1.2871139,0.76332355,0.40066677,0.97337294,0.58571386,0.9380692,0.7142896,1.0502553,1.4755809,0.97850674,1.4721394,0.6528289,1.2045606,0.45787328,1.0318172,0.6586913,0.81593007,1.1110681,0.66865504,0.42438996,0.96421844,0.9960367,0.80700743,1.4474658,1.1749486,1.0392761,0.72907233,1.1350857,0.40017354,1.5021951,0.68297875,1.2649653,0.98148865,0.5354055,1.0278884,1.090631,1.1986623,1.4836531,0.6650904,0.8758899,0.982814,1.2492054,0.84184885,1.0013578,0.9466157,1.029888,0.56719136,0.6315081,0.9080554,1.1146063
car,0.9584066,1.1797695,0.85470456,1.381993,0.70748305,0.9204099,0.77425957,0.8915153,0.99462366,1.2216833,0.70015717,1.1726918,1.2685331,0.737287,1.2867022,0.912665,1.0074184,0.75481564,0.6276077,1.0837191,1.1143396,0.9366455,0.9251078,0.742048,0.0,1.159792,1.1114801,0.92428595,0.8069384,1.1676627,1.1849633,0.96862614,1.1975026,1.1510923,0.7430607,1.1603631,0.7268252,0.90255976,0.7613664,1.1103778,1.0317708,1.1400945,0.8157062,1.2577558,1.0394206,0.97154915,1.0992187,1.1240702,0.83425874,0.78291786,1.1903954,0.8306197,0.74944186,1.0945023,1.0365329,1.2507689,0.81539345,1.102135,1.2442527,1.3247054,0.63130456,0.7632515,1.1906612,1.0035996,1.3510271,1.2268043,1.1181853,0.6895991,1.2616012,0.9970706,1.25253,1.0512236,1.1393359,0.90621114,0.83726513,1.1496326,0.8876308,1.0762926,0.93751496,0.7992989,1.3124068,1.1832721,1.3329703,0.90823805,1.2780782,0.66944516,0.9496522,0.7938396,0.7250501,0.7554984,0.93376243,0.4906881,1.2588317,0.7013484,0.9000549,1.3069465,1.1506772,1.1969079,0.98434037,1.2329087,0.6904323,1.260204,0.9253029,1.1138211,1.2143067,0.769097,1.1371719,0.9788591,1.1287261,1.258395,0.7824557,1.0963322,1.1637175,1.2613151,1.1021793,0.7671468,0.9710797,0.8437805,0.91760397,0.86974734,0.9286113,0.9202434
carrot,1.1014001,0.90962666,1.1617672,0.7524329,1.1991918,1.0931622,1.1401682,1.1070025,1.0831691,0.87984574,1.1781875,0.8595747,0.6022934,1.3280215,0.8133197,0.92505497,1.1384467,1.2335263,1.3624115,1.07671,0.8321147,1.2899939,1.2389284,1.2111449,1.159792,0.0,0.7565044,1.137762,1.2433783,0.96430844,1.0710454,0.89613545,0.81629074,0.94652355,1.1940999,1.0501834,1.2460428,1.0961463,1.0407609,0.98415536,0.89824307,0.9798801,1.0598575,0.7100043,0.83688164,0.96124065,0.78698754,0.76806515,1.0352905,1.2344893,0.69490415,0.96563387,1.246663,0.88818586,0.91220486,0.798229,1.0649763,0.9991392,0.5350538,0.7580705,1.1373341,1.1747633,1.0654095,0.8299868,0.583859,1.0991813,1.0557481,1.246656,0.76428175,1.068749,0.753494,1.0236434,0.9814117,1.0497435,1.2119362,0.6287563,1.0523978,0.9820493,1.052588,1.2184907,0.6781106,0.69599926,0.9764809,1.0841098,1.054187,1.1011139,1.0731505,1.1822673,1.3190355,1.0841212,1.1180391,1.2474726,0.9451196,1.2494154,1.164464,0.6332514,0.96604264,0.6432066,1.0732605,1.0645096,1.2866118,0.98106307,0.9687685,1.0917044,0.94324183,1.2453822,1.0660864,0.9805701,0.68478,1.0669082,1.2923734,0.7920283,0.8690801,1.0148795,0.9966007,1.2634602,1.2455881,1.0061178,1.151454,1.1307865,1.0654148,1.0071502
cat,0.80150795,1.122026,1.2788987,0.75365245,1.1469043,1.249243,1.2439964,1.1593126,1.0943233,0.56967723,1.1353868,0.760412,0.9110885,1.1688862,0.54543936,0.8050705,1.1091149,1.2834616,1.2541755,0.9730875,1.1466945,1.2486819,1.2873225,1.2323265,1.1114801,0.7565044,0.0,1.0853474,1.2476408,0.86997974,0.88596267,0.81868494,0.6178794,0.96153873,1.3033981,0.8969329,1.2428477,1.038435,1.0884782,0.5064583,1.1705846,0.87713414,1.2050083,0.97294915,1.2259448,0.53366876,0.9018888,1.2003611,0.8461226,1.2073041,0.8873211,1.070041,1.0198495,0.6517507,1.1974893,1.0280087,0.70105296,1.2972993,0.7439296,0.9571413,1.2182254,1.0259669,0.8747143,0.48013413,0.63774025,1.1045792,1.0319313,1.1971632,0.86355376,1.0184739,0.8271872,0.7953193,1.0397228,1.1562552,1.2121192,1.1811373,1.0932491,1.0693669,0.92970526,1.1468854,0.82747287,0.6451372,0.8143368,1.2120073,1.1184441,1.0499868,1.1252493,1.1805668,1.3009017,1.0363286,1.1213679,1.178946,0.83288956,1.1714768,1.0952718,0.7713084,1.0848572,0.9571705,1.1119833,0.895537,1.1165128,0.76702994,1.2213633,0.7022724,1.1372411,1.2507615,1.0984355,1.0606465,0.5647264,0.85722363,1.3649197,1.223891,1.2706842,1.263308,1.1316441,1.2903526,1.2116765,0.96635497,1.207468,1.3222378,0.8028547,1.0190424
chair,1.1325095,1.1054602,1.2918477,0.92371386,1.2112737,1.1786082,1.1700126,0.7828711,0.81974685,0.84421337,1.0648556,0.5916629,1.0594089,1.2101866,0.8910051,0.80214727,0.9836553,1.0137125,0.8239957,0.70378685,1.3464012,0.931592,0.7607751,0.6084342,0.92428595,1.137762,1.0853474,0.0,0.95128393,0.8116787,0.64929,0.8829481,0.6199982,1.2099903,1.2436634,0.5829169,0.9837116,0.9906832,0.92811793,0.97933096,0.94213784,0.40930325,0.6688099,0.99699765,1.1814806,1.1416547,1.0790374,1.2838259,1.3314886,0.8268609,1.2692034,1.1102616,1.2705095,1.1439103,1.2951522,1.1757184,1.015293,1.3157318,1.0925617,1.160839,1.2325774,1.162118,1.0058359,1.1382698,0.91754186,0.8134121,0.33460802,0.9226444,1.0219012,1.0537735,1.1782484,1.1390332,1.1019865,1.2477298,0.9151894,1.1962136,1.1410906,0.8881572,0.55547416,1.190124,0.9738174,0.91292745,1.0376021,1.2606828,1.0840576,0.75093085,1.2185694,0.990348,0.9881149,1.1446096,0.856421,0.930846,0.45094985,1.1858665,1.0981545,1.0174611,1.1761947,0.9839569,0.88330257,0.63322496,0.858017,0.9867907,1.3335495,0.8302297,1.1579944,1.0243679,0.97574115,0.79106987,1.0611266,0.838725,0.9838278,1.3154248,1.1220285,1.2357796,1.0155753,1.0877237,0.7709124,0.85573715,0.6972704,1.1876295,0.57708716,1.0812713
clock,1.1612872,1.2137966,0.72389024,1.4360845,0.62080497,0.7289372,0.65395695,0.8508607,1.0784942,1.3374771,0.61909795,1.3749268,1.3939676,0.74346375,1.4083024,1.2649755,1.0756985,0.5584343,0.6082872,1.2079349,1.0544968,0.69326496,0.91833234,0.6100534,0.8069384,1.2433783,1.2476408,0.95128393,0.0,1.1660423,1.2348244,1.020831,1.4307864,1.1844535,0.591077,1.2343953,0.5595855,0.5872823,0.8972541,1.2094921,1.0747534,1.0116681,0.7612492,1.2687421,0.8492854,1.0361371,1.1759281,1.0590036,0.95928603,0.7011554,1.1934366,0.8177264,0.89063424,1.1503105,0.94293666,1.290398,1.0475924,1.0684034,1.3664641,1.3747542,0.6647459,0.927835,1.0819863,1.0310581,1.460118,1.0828183,1.0136343,0.4515618,1.2321994,1.0804636,1.3507574,1.131038,1.2418567,0.7680572,0.69566274,1.0238471,0.72727656,1.026031,1.1335225,0.79592043,1.4366145,1.302711,1.279927,0.7574178,1.111063,0.74268204,0.8697757,0.54565006,0.5694468,0.8877796,0.69566905,0.5616416,1.2359936,0.74968255,0.6600161,1.4191989,1.1215675,1.312796,0.87249523,1.1880052,0.7163293,1.361806,0.82552636,1.230127,1.1761978,0.593273,0.99177784,1.0412558,1.2386286,1.286243,0.59462637,0.97182703,0.9725788,1.1691909,0.9770438,0.84550357,1.0049893,1.0143927,0.67672026,0.5651862,1.0603651,1.0754917
closet,0.9501415,1.1236632,1.3364136,0.81067204,1.2764944,1.2725817,1.1544266,0.90068376,0.78861105,0.70899475,1.2952342,0.7560077,0.7581836,1.1503019,0.56024843,0.98053664,1.0794535,1.2481079,1.2342174,0.7996247,1.2376249,1.140673,0.88492167,1.0600063,1.1676627,0.96430844,0.86997974,0.8116787,1.1660423,0.0,0.82103956,1.111751,0.65926534,0.96692353,1.3806626,0.62457687,1.2661844,1.0690814,0.87703145,0.79989123,0.7980505,0.66477036,1.0780437,0.77389455,1.0942246,0.9928512,0.8445929,1.2304994,1.0659349,0.99757314,1.0840983,1.2874625,1.1223187,1.0062782,1.254133,1.0980393,0.957896,1.3164623,0.943643,1.1296815,1.2791789,1.1094881,0.94687504,1.0501511,0.7445464,1.1491538,0.7083714,1.234806,0.79099095,1.0623262,0.90673566,0.90007997,1.0420274,1.2229822,1.0500249,1.2350855,1.2759513,1.0198393,0.82353806,1.0791628,0.77034897,0.8172135,0.90365714,1.4523888,1.115411,1.1521354,1.1263485,1.09433,1.136028,1.1445506,0.95150155,1.2203894,0.6586963,1.1592151,1.2589308,0.7706946,1.1036872,0.8100001,1.046632,0.66587764,1.2149382,0.7636734,1.2796245,0.7115954,1.135662,1.3071864,1.0918149,0.74740744,0.82556593,0.8634941,1.2103114,1.2025259,1.1206406,1.2230915,0.87967366,1.1306319,1.0527999,0.90331316,0.99665314,1.3689041,0.7601249,1.0602858
coffee,0.92479306,1.1380966,1.3393872,0.7835432,1.2838577,1.2718451,1.3560154,0.99676436,0.9449668,0.55877197,1.2905848,0.4483981,0.8720603,1.2509717,0.6956718,0.60882264,0.975185,1.3175595,1.1497594,0.7188841,1.1565187,0.9130895,0.9860827,1.1107634,1.1849633,1.0710454,0.88596267,0.64929,1.2348244,0.82103956,0.0,1.0234534,0.600607,0.92656684,1.383616,0.6662443,1.2975929,1.2478913,0.9175905,0.7879925,1.0440985,0.54518,0.78910375,0.86689585,1.1344994,1.1164303,0.97293484,1.2282523,1.0638374,1.0550344,1.1583868,1.2810338,1.2127402,0.9561297,1.2375278,1.1579161,0.89011335,1.1517117,0.8959255,0.94800967,1.383504,1.2108878,0.8628923,1.1310514,0.77598774,0.83251244,0.6189684,1.209652,0.9119544,1.0704485,1.0215974,0.9627974,0.82678515,1.2689645,1.1716671,1.0591849,1.3319676,0.9234257,0.7654865,1.2533147,0.80420285,0.90399987,0.7458381,1.2996856,0.9246268,1.1337162,1.0938482,1.2418399,1.1059062,1.2034739,1.210003,1.2250652,0.54645056,1.2987607,1.1404842,0.85917723,1.0765331,0.95229137,0.9619629,0.7023234,1.0263041,0.7432897,1.3952836,0.62253326,1.226054,1.1060884,1.0342255,0.94954926,0.9251852,0.4998381,1.1989834,1.2936238,1.1142979,1.0633346,1.0668596,1.1943384,0.795705,0.93096024,1.035807,1.3765335,0.70766956,1.0941067
