,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,muffin,nail,napkin,necklace,nose,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,sink,slipper,snow,soap,sock,spoon,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
napkin,1.2980111,0.895245,0.68304515,1.1295805,1.1096709,0.7722076,1.3082747,0.8452964,1.300485,1.4355247,0.5848152,1.3905973,1.4976647,1.1277137,1.4039237,1.3269544,1.2406054,0.4451921,0.51831216,1.3219514,1.1453818,0.6508188,1.1413379,0.5700427,1.0517435,0.7015376,0.91860473,1.1701468,1.30319,0.6447798,1.2309264,1.0738033,1.2084522,1.252883,0.35203922,1.4164546,0.36106628,1.1953341,1.1588571,1.0335273,1.0994862,1.1785679,0.57107764,1.0709262,0.6652518,0.63989305,0.61613613,1.0224543,0.3938979,1.1361365,0.73686016,0.49716246,0.9992954,0.93247885,1.1662569,1.4337127,1.1228139,0.6874036,1.0610163,1.2347978,1.1562572,0.5379177,1.2687969,0.5812972,1.3519063,1.2704176,1.4246117,1.3080158,1.222909,0.44258773,0.0,0.58891934,0.7096201,0.5454129,0.78945166,1.3210418,1.1963532,1.4339294,0.38920975,0.38230163,1.258514,0.9300797,1.2736478,0.97505206,0.8342526,1.1086547,1.1402683,0.6257211,0.9757654,1.0722036,0.6215314,1.4039438,1.3741975,0.9593497,0.82647836,1.2638339,0.9181994,0.9878105,0.9414636,0.7438657,0.34063733,1.2501578,0.8073877,0.32351696,0.4081509,1.2799895,1.3186886,1.5230975,0.7763872,0.47749615,0.86322,1.064916,0.17020863,1.1684774,1.3443239,1.2179303,1.021942,0.93383014,0.4663995,1.2684436
necklace,1.2314792,0.9538418,1.0144638,0.8709358,1.1658895,1.1322643,1.0270776,1.1528178,1.0219272,1.2037932,0.4881515,1.1275148,1.2116914,1.154969,1.1135294,1.294565,1.1775937,1.0344748,0.96183765,1.127481,0.9736111,0.7621837,1.0546513,0.9184216,1.1735958,0.67703724,0.91214746,1.0968608,1.1968384,0.9990532,1.0941283,0.9659124,1.0144511,1.056267,0.76620346,1.3671517,0.9862496,1.0349113,0.9786418,0.91689855,1.04572,0.96315306,1.0153928,1.0189365,0.4662261,0.9645739,1.1101198,0.95004594,0.8299625,1.1351786,0.9922098,0.5918217,0.79622006,0.96751267,0.8941348,1.2732973,0.65393263,0.7414278,1.0094677,1.0138818,0.75221986,0.6613853,1.1482581,1.0160681,1.2364616,1.137322,1.1354723,1.2355657,1.0566782,0.78569007,0.58891934,0.0,0.56718016,0.6926933,1.0553701,1.1253883,0.7933316,1.1789448,0.67592627,0.684041,1.0309228,0.97638655,1.1281029,1.0689564,1.0495062,1.078017,0.9483129,1.0179993,0.9751925,1.0334518,0.83208454,1.2369077,1.294272,0.64933974,0.8965762,0.9435391,1.0131671,0.86974883,0.85017693,0.9426949,0.6060337,1.2087302,1.1813374,0.6818452,0.7898758,1.2684088,1.0451304,1.3485059,0.9572696,0.5181119,0.8862183,0.90429306,0.6754971,1.3778819,1.2524025,1.1826754,1.184078,0.8805,0.68155295,1.189288
nose,1.2049427,1.0238146,0.7822331,0.9211877,1.093189,1.0521189,1.04535,1.2591376,1.1122229,1.186117,0.7242409,1.1720488,1.1678431,1.2093484,1.1936882,1.1717948,1.2133591,1.0206543,1.0052031,1.164618,0.9266529,1.0257121,1.120745,1.092712,1.1307288,0.42022097,0.9158406,1.2041807,1.1015005,1.1324039,1.1615081,1.010507,1.0891396,0.96957785,0.76546544,1.2945416,0.95671386,1.0791469,1.0207369,1.1207876,1.138161,1.0896184,0.8624284,0.72627217,0.38102937,0.8856681,1.1234432,0.78514594,0.9265237,1.1547279,1.1095362,0.29781103,0.95050067,0.8544198,0.72964746,1.1619837,0.57150936,0.89549994,1.0802238,1.0864699,0.9516871,0.87277484,1.2097231,1.089693,1.1488801,1.1152034,1.1121595,1.0871027,0.9887906,0.552292,0.7096201,0.56718016,0.0,1.0007644,0.9509954,1.1435761,0.9256154,1.1778438,0.68272775,0.6664744,1.0737562,1.1432891,1.0661705,1.1535128,1.0105015,1.0822912,1.3163477,0.97641444,1.2037592,1.0605532,1.0999044,1.1040332,1.1634345,1.0030979,1.0281746,0.9422904,0.9898184,0.9193639,1.1472982,1.0510291,0.5988483,1.173301,1.0151124,0.8662733,0.95190525,1.2673202,0.96699756,1.2781322,0.892151,0.4483583,0.8491175,0.9760336,0.8870661,1.2764373,1.2444745,1.1070563,1.1523991,1.2266492,0.64665186,1.1162515
oven,1.2182305,1.0324768,0.9787939,0.9824405,1.146693,0.951372,1.2659168,0.75753117,1.1037812,1.1701239,0.6447954,0.99317694,1.3642683,1.1278943,1.1518722,1.1895007,0.9061787,0.52199113,0.6177116,0.9498298,1.1885366,0.5350453,1.1193562,0.30707347,1.0611151,1.0057408,0.93257785,0.8684196,1.2738738,0.5759339,1.0841708,0.98088825,1.0143223,1.2676042,0.64297545,1.1693246,0.4885465,1.154505,1.1327994,0.56211877,0.896597,1.1226805,0.79903495,1.1749693,0.93666005,0.9564012,0.9091211,1.0873874,0.6643569,1.2102716,0.5858342,0.9115036,1.1666788,1.0557902,1.198928,1.3794209,1.1977614,0.832252,1.0676236,1.0857832,1.0175776,0.573194,0.9048431,0.7341919,1.2587129,1.1942843,1.3478745,1.2393365,1.2438527,0.8381623,0.5454129,0.6926933,1.0007644,0.0,1.0107247,1.2097132,1.0685831,1.203235,0.700128,0.7421877,1.0469337,0.795721,1.2328669,0.96541333,0.92211854,1.0545728,0.90110147,0.7923317,0.42413092,0.95072573,0.81236917,1.3349034,1.3095257,0.772621,1.0059692,1.1376374,1.1301796,0.9828474,0.81715846,0.7672621,0.7634166,1.2147791,1.0037931,0.5820746,0.6350313,1.2068459,1.201644,1.2229003,0.9388387,0.89458764,0.96794975,1.0380749,0.47119606,1.1504781,1.0654746,1.0960988,1.0523387,0.7808666,0.81862664,1.0680195
owl,0.8624364,0.95580184,0.38803828,1.1318496,0.89772457,0.9019067,1.0586932,0.9796081,1.2650393,1.2587084,1.2002251,1.3093922,1.1728079,0.95272,1.2178265,1.0639348,1.1548918,0.8079226,0.98014504,1.2300236,1.1464895,1.0294404,1.0463245,0.9313247,0.9424217,0.87578374,1.0913979,1.169457,1.1130215,0.7536075,1.0752364,0.9633011,1.2715567,1.1865342,0.8244541,1.1565703,0.8025434,1.0214081,0.9208152,1.177453,1.0720294,1.1008614,0.6639639,0.73768866,1.0117809,0.86692226,0.7816888,0.96778953,0.6780443,0.7837111,0.91829455,0.7150689,1.051801,1.004461,0.9775144,1.1983957,1.1586113,1.0653304,0.90162826,1.1752888,1.1935905,0.954049,1.188574,0.7688107,1.1410308,1.0770075,1.1542509,1.0296211,1.1186886,0.7898259,0.78945166,1.0553701,0.9509954,1.0107247,0.0,1.1355953,1.1630068,1.2193525,0.82165027,0.80959046,1.1776612,1.0586549,1.1511433,0.92045337,0.9918174,0.9897165,1.1820943,0.75786996,1.1839514,1.1155171,0.92600787,1.1911584,1.1906391,1.037217,0.81905097,1.1472356,1.0439447,1.1499134,1.1406958,0.98206687,0.83097476,1.1153051,0.9261703,0.9218411,0.71903384,1.0494624,1.1526966,1.2602165,0.7641727,0.8930238,0.9857915,1.1220709,0.81119084,0.9096208,1.1417161,1.0294182,0.9595885,1.1065836,0.88485634,1.1109037
pajamas,0.95290655,1.0808575,1.2840533,0.72388446,1.0374578,1.2361488,0.9699466,1.214303,0.5857193,0.48080635,1.2554567,0.6600404,0.36194563,1.1188291,0.53097874,0.74565685,1.032268,1.3394117,1.3362533,0.9118705,1.1798551,1.2088099,0.95860165,1.2897618,1.1157237,1.2653999,0.7345214,0.81153893,0.91772026,1.2743753,0.7094711,1.1138704,0.61641836,1.0587502,1.4749458,0.6409089,1.3984594,0.9275856,0.9618114,0.91225195,1.2312876,0.36991745,1.3897054,0.74022084,1.2382566,1.299952,1.3192546,1.016323,1.3771285,1.2138784,1.2673533,1.2533579,0.749234,1.2453014,0.52007174,0.88563687,0.8816176,1.1375833,1.1498883,0.55732787,0.5834093,1.3820735,0.83110726,1.3681507,1.003807,0.7845424,0.65972763,0.69072616,1.1293452,1.3242906,1.3210418,1.1253883,1.1435761,1.2097132,1.1355953,0.0,0.60750407,0.7474576,1.4202912,1.3870413,1.0055454,1.2033864,1.1034114,1.1161966,1.2573253,1.1224309,1.0230268,1.3340733,0.9970909,0.8949902,1.3360951,0.90877026,0.94929,0.8729832,1.2855991,0.29210067,1.0766515,0.8534233,1.1504363,1.2499276,1.397668,0.79787195,1.1361744,1.3097422,1.4054751,0.75321627,0.308304,0.512181,1.320322,1.2464045,1.0856891,0.9684539,1.3353777,1.0223275,1.0342702,0.9454036,1.1375095,1.096976,1.3674663,0.7208068
pants,1.1011966,1.1000621,1.24054,0.6206142,1.0938933,1.2817912,0.84230644,1.3957047,0.63887405,0.6200187,1.0135106,0.60862124,0.6686886,1.2337925,0.6079976,1.0467911,1.1108421,1.3395655,1.3692234,0.9636379,1.0570121,1.1659997,0.97949886,1.2682054,1.194165,0.99775726,0.8466333,0.81068635,0.98300135,1.381368,0.7931056,0.96363,0.5911988,1.02518,1.373008,0.95836264,1.4045781,1.0065348,1.0058463,0.8832859,1.2424284,0.63403404,1.3645884,0.83934426,0.985167,1.2936618,1.2647283,0.9110258,1.2820009,1.2752917,1.1668824,1.0672516,0.60318196,1.1598153,0.66504145,0.9972856,0.7303115,0.9187479,1.2312454,0.4778542,0.2487933,1.2254968,0.9836454,1.4232053,1.0623059,0.90080094,0.7017641,0.76825786,1.0650405,1.2156227,1.1963532,0.7933316,0.9256154,1.0685831,1.1630068,0.60750407,0.0,0.8820831,1.3369167,1.3169204,0.8884687,1.1419343,1.0931606,0.9640082,1.312332,1.192992,0.91371346,1.3715879,0.92697084,0.7888755,1.176289,0.9658648,1.0448759,0.7595678,1.306637,0.34326613,1.02055,0.55057824,1.0744112,1.2157044,1.1939964,1.0344956,1.1938227,1.1072211,1.2982942,0.9117186,0.50237155,0.8160773,1.2538662,1.0464607,1.023157,1.00513,1.2349558,1.2963089,1.1607788,0.88619685,1.2208749,1.0533729,1.2630694,0.8526292
paper,0.74891794,1.1785325,1.3019468,0.96909225,0.9143534,1.2415694,0.82174814,1.1108239,0.7158068,0.6238598,1.2135103,0.6962817,0.4938532,0.9063227,0.54600656,0.7249283,0.35572755,1.3838792,1.2571054,0.50263584,0.98111963,1.1694009,0.796186,1.2238592,1.1255165,1.259702,0.9671357,0.9208454,0.805148,1.2461686,0.77203035,1.0882667,0.8170899,0.9227807,1.3827345,0.72718185,1.3833084,0.9157948,1.0549914,0.9973686,0.8627496,0.88182163,1.3572793,0.99208426,1.1704073,1.2476468,1.2896035,1.0890223,1.4920603,0.96001554,1.1843581,1.2912769,1.0460565,1.0533193,0.9057938,0.78816235,0.92088443,1.0759507,0.9798493,0.80929255,0.8875582,1.2282857,0.87259597,1.3113145,0.8741027,0.80162054,0.8519342,0.8432624,1.0002941,1.3525693,1.4339294,1.1789448,1.1778438,1.203235,1.2193525,0.7474576,0.8820831,0.0,1.3560197,1.363231,0.86361146,0.95202434,0.91264695,1.074608,1.1108212,0.93336993,0.9958223,1.2621298,0.932509,0.8794662,1.227679,0.82469034,0.81813395,1.0634131,1.2238556,0.7936327,1.0830039,0.9538941,1.0096246,1.1297894,1.4536965,0.88826543,1.0425206,1.3518666,1.4951365,0.9097433,0.7345811,0.5120362,1.2230322,1.3415871,1.0567467,1.0051689,1.3676101,0.9822734,0.7363786,0.86137825,1.1465024,1.087075,1.3997786,0.80752814
pen,1.2738873,0.91246545,0.61659914,1.2470464,1.0933192,0.7584505,1.1900522,0.8216866,1.3490624,1.4816914,0.5976063,1.4699843,1.522027,0.98343474,1.4711976,1.2424071,1.1162751,0.48624122,0.60095644,1.3008964,1.1079658,0.8246739,1.106,0.6070857,0.98043776,0.6306709,1.0070277,1.4319785,1.2535608,0.6155688,1.261417,1.0625565,1.4194888,1.2210724,0.21104026,1.4334756,0.3644117,1.2444452,1.1412506,1.1457732,0.9488205,1.3172945,0.50836027,1.1754336,0.5191966,0.57166076,0.6878942,0.9180838,0.411537,1.0572951,0.80098915,0.42398375,1.2384409,0.78977907,1.2570177,1.379401,0.99031126,0.8242213,0.9729507,1.3906945,1.275738,0.35341567,1.3125329,0.60226023,1.3558314,1.3584502,1.4528055,1.2751086,1.2483674,0.2908219,0.38920975,0.67592627,0.68272775,0.700128,0.82165027,1.4202912,1.3369167,1.3560197,0.0,0.028000414,1.1483495,1.091311,1.2648981,1.0069572,0.86403954,1.0478387,1.1679108,0.65235317,1.1086155,1.0738331,0.85361505,1.3522468,1.3423584,1.0592619,0.7174718,1.4136903,0.94563985,1.0559888,0.9983165,0.81356025,0.32321215,1.2583815,0.63109636,0.45583308,0.39683712,1.4029163,1.3902886,1.4979472,0.69022346,0.55161405,0.91388625,0.9479018,0.4173348,1.1124737,1.2583685,1.2210643,0.9317491,0.95043826,0.25020862,1.3028585
pencil,1.300056,0.91959554,0.6013034,1.2071265,1.1140765,0.7866838,1.1875863,0.85881525,1.3181849,1.4665928,0.63256353,1.4858552,1.4795285,1.0165077,1.4711142,1.2536247,1.1557856,0.48419982,0.62750703,1.3161976,1.1138067,0.80643827,1.1217772,0.62883586,0.98516846,0.6218239,0.99666166,1.4279144,1.2330295,0.6533794,1.2446306,1.1202759,1.3995309,1.2221556,0.2368133,1.4222137,0.37011832,1.2414361,1.1004283,1.1498809,1.0038122,1.2666509,0.5175727,1.1654898,0.48615223,0.5797267,0.68790543,0.8997124,0.43022758,1.0825083,0.8178586,0.4078617,1.204385,0.7798594,1.2167457,1.3655452,0.94692636,0.8289635,0.9846255,1.3676481,1.2586303,0.41514087,1.3107283,0.63309777,1.3606741,1.3339279,1.4160306,1.2550118,1.2438825,0.26528502,0.38230163,0.684041,0.6664744,0.7421877,0.80959046,1.3870413,1.3169204,1.363231,0.028000414,0.0,1.147855,1.1134758,1.2694201,0.9951145,0.8852886,1.0701456,1.1922797,0.6752665,1.1246713,1.0913057,0.8830183,1.3431662,1.3395808,1.0677011,0.74669677,1.3821166,0.95452285,1.0351218,1.0384995,0.85116667,0.31627697,1.2479436,0.6004937,0.46130395,0.42569715,1.4007628,1.3574033,1.4775816,0.6898751,0.52617514,0.91465074,0.97238016,0.4360783,1.1193382,1.2773119,1.2088624,0.93477905,1.0023115,0.2424469,1.289566
pickle,1.0425972,1.1618066,1.2121162,0.81268287,1.0092497,1.1931514,0.7315373,1.1163027,0.8460115,0.87062585,0.9729609,0.796154,0.832689,1.1379725,0.89979196,1.0362346,0.8691003,1.1538671,1.1092844,0.85637045,0.9811914,1.0284755,1.0877243,1.12584,1.0909581,1.0457995,1.0019021,0.9808883,0.8140627,1.127835,1.0889188,0.93257785,0.8977773,0.9751913,1.1952162,1.0449433,1.2007916,0.93617195,0.97562724,0.8841493,0.9109019,1.0263424,1.200202,0.98637366,0.9210249,1.1732788,1.2205228,1.0574504,1.1844456,1.0371455,1.0123967,1.1780139,0.855487,0.83756304,0.9252879,0.87750304,0.6324973,0.98803467,1.0935539,0.86340106,0.9487187,0.9670903,0.97170347,1.2624643,1.0129832,0.5817171,0.67074984,0.9587699,0.9769729,1.1834947,1.258514,1.0309228,1.0737562,1.0469337,1.1776612,1.0055454,0.8884687,0.86361146,1.1483495,1.147855,0.0,0.92254466,0.9705083,1.0436164,1.1738772,1.0866324,0.83647346,1.0171525,0.87817955,0.93090105,1.1265359,0.8256434,0.9934091,1.0140183,1.1011468,0.90214145,0.94238114,1.1420201,0.97298956,0.9635444,1.1677104,1.0611955,1.0016918,1.0504892,1.1743997,1.0636864,0.87904626,0.88366985,1.1395602,1.0515631,1.0962254,0.8307973,1.2371894,1.0875181,0.8443532,0.9851892,1.0953021,1.0229785,1.0618751,1.0181806
pillow,0.9911994,0.8801806,1.098737,1.180385,0.974592,1.0463073,1.1468995,0.70928645,1.0762483,1.0659677,0.9341572,0.9637362,1.0973461,0.96799606,0.98412097,1.0862086,0.65019923,0.9571722,0.9358489,0.8452416,1.107934,0.7197461,0.98125374,0.81009597,0.9607247,1.0947928,1.1473206,0.69892764,1.2225575,0.868731,1.0518357,0.9822641,0.8925294,1.0514826,1.0141797,1.0929623,0.8879613,0.8367169,0.92507267,0.881403,0.7066902,1.1567572,1.0661608,1.1754584,1.1084213,1.0530365,0.86373687,1.0673224,0.9402824,0.9090736,0.6786332,1.1402597,0.9639746,0.9999145,1.2051353,1.1475997,1.1343906,0.9614583,0.921877,1.0817798,1.0859247,0.8838754,0.9471169,0.88204074,1.0385607,1.1152678,1.1854417,1.1755974,1.0663285,1.1384598,0.9300797,0.97638655,1.1432891,0.795721,1.0586549,1.2033864,1.1419343,0.95202434,1.091311,1.1134758,0.92254466,0.0,0.9873073,0.90065295,1.0518165,0.8790966,0.7750704,0.7494948,0.7539488,1.0878074,0.7267522,1.1082976,1.1493016,0.83269095,1.0029849,1.1631961,0.82583314,1.1397407,0.82507885,0.7521031,0.96484274,1.0134624,1.0716347,0.90988076,0.9309652,0.98349285,1.201328,1.1429539,1.0222329,0.9353321,1.0579331,1.1159095,0.7630681,0.96102935,0.6905338,0.9484989,0.9487045,0.82622373,1.0452764,1.1178234
pizza,0.94982123,1.0566219,1.0752815,1.0558603,1.0827283,1.1601312,0.9047393,1.2000604,1.1806352,1.1760232,1.2267513,1.090142,0.99616796,0.9782453,1.1332002,1.0008851,0.9978266,1.2506124,0.8106393,0.9576321,0.20615,1.2325536,0.99840415,1.3014748,1.072639,0.98074263,1.2498049,1.1411086,0.863534,1.1646795,1.1019334,0.9389328,1.2033534,0.052595258,1.226703,1.0705742,1.2450174,0.99005,1.0393558,1.1651099,1.030836,1.0675344,1.0104825,1.0249809,1.1084697,1.0404265,1.1263111,1.0219792,1.1802198,0.8953188,1.2336853,1.1649644,1.1293283,1.0329679,1.0262573,0.19082606,0.95098156,1.2603899,1.0349557,1.1194698,1.1479887,1.2130649,1.0642493,1.0963976,0.13037652,1.0157493,0.9192319,1.1300712,0.2275908,1.170374,1.2736478,1.1281029,1.0661705,1.2328669,1.1511433,1.1034114,1.0931606,0.91264695,1.2648981,1.2694201,0.9705083,0.9873073,0.0,1.0499564,0.3998524,1.0149287,1.1854153,1.202574,1.1663489,1.2331476,1.0430582,0.20862675,0.20884705,1.1414373,1.0610983,1.119845,1.1157342,1.1262968,1.1138173,1.2358592,1.302443,1.0362139,1.1164949,1.250665,1.177468,1.066512,1.0835806,0.82088685,1.1260805,1.178747,1.039235,1.0653731,1.3018198,1.0714642,0.84378356,0.9655666,1.0889997,1.215384,1.2709855,1.101204
plant,0.8809043,1.0040418,0.98500335,1.0101395,1.0415343,0.9264842,1.1015602,0.83676004,1.0997375,1.1062102,1.1009418,1.047998,1.0202918,0.8529359,1.0822548,1.0094717,1.0214148,0.88066834,0.96216446,1.1299106,1.1834205,0.86895525,0.93477166,0.89014834,0.8515437,1.1727812,1.038738,0.9662846,1.1392934,0.8766939,1.080822,0.936124,1.0663456,1.0630021,1.0278612,0.99957806,0.89928794,0.9264186,1.090854,0.853099,0.94033504,1.0764574,1.0622994,1.0928742,1.1934193,0.98375726,0.306077,1.0617626,0.89546764,0.77722573,0.8047504,1.1396315,1.0849333,1.135016,1.0208884,1.0923492,1.2189634,1.1295031,0.8441137,1.0892369,1.0644243,1.0402973,0.87605697,0.7380894,1.0519655,1.1052119,1.1222267,1.1619531,1.1191021,1.1258503,0.97505206,1.0689564,1.1535128,0.96541333,0.92045337,1.1161966,0.9640082,1.074608,1.0069572,0.9951145,1.0436164,0.90065295,1.0499564,0.0,1.0869608,0.96789193,0.94163907,0.93721825,0.87410337,1.1022872,0.79562247,1.0675998,1.0857188,1.01981,1.0217079,1.0551045,0.9475348,1.1107218,1.0362147,0.9652302,1.1367872,0.9963609,0.98921037,1.0577564,0.89069676,0.9866353,1.0213667,1.0357866,1.0712132,1.1234475,1.2122225,1.1725861,0.9019954,1.0544624,1.0579973,0.38719404,0.85905385,0.93276775,1.0680697,0.8211412
plate,1.116157,1.0024272,0.81496346,1.2760302,1.0187618,0.92308766,1.0878376,0.9442945,1.2645767,1.3315926,1.0239638,1.2577047,1.3185658,0.9805511,1.3396904,1.0811931,1.0746466,0.8269492,0.29194605,1.0367678,0.4630999,0.9886403,1.1295512,0.9536214,1.03478,0.851672,1.1645014,1.282341,1.0659384,0.8785356,1.1945262,0.9634768,1.3270257,0.472991,0.75125206,1.1936123,0.74263054,1.1913232,1.1743976,1.2347301,0.8919798,1.2081332,0.64262116,1.1569998,1.0238895,0.78167915,0.91374755,1.0550219,0.74409384,0.9747332,0.9738815,0.9388863,1.3218882,0.95351905,1.2498373,0.6223259,1.1670024,1.0482435,1.0654638,1.3434314,1.3431444,0.8929246,1.2445217,0.8159821,0.4640987,1.0894518,1.2874677,1.2443935,0.5397606,0.7970925,0.8342526,1.0495062,1.0105015,0.92211854,0.9918174,1.2573253,1.312332,1.1108212,0.86403954,0.8852886,1.1738772,1.0518165,0.3998524,1.0869608,0.0,1.0796522,1.2743607,0.9142766,1.1453164,1.1550181,0.9482883,0.6575918,0.49234533,1.2152569,0.84864515,1.3482863,1.1410741,1.1275824,1.0424258,0.8824385,0.901228,1.1423397,0.8808862,0.9076222,0.7288313,1.2297341,1.3102413,0.9829105,0.7657554,1.0344034,0.9460406,1.1146563,0.86288756,1.0418887,0.90794754,1.1786118,1.0437787,1.2161162,0.9143953,1.2293772
pony,0.49155772,0.91928184,1.041778,1.1704707,0.87337744,0.9287407,1.1352525,0.9178824,1.1636605,1.2020634,1.0971789,1.149321,1.0141416,0.64586353,1.1023473,1.0326414,0.8307064,0.97560453,1.0851567,0.9765096,1.0723515,0.9292426,0.79199564,0.97864324,0.8467987,1.116683,1.0602579,1.1200072,1.0932691,0.92133456,1.084847,1.0737631,1.1880848,1.0796295,0.9915016,1.0851076,0.9872101,0.32281172,0.9110439,1.0595614,0.90393454,1.0867932,1.009635,1.1431057,1.1137837,0.96684545,0.9351432,1.056699,0.9871612,0.52346253,1.0105883,1.0863156,1.1480294,0.9979517,1.1762596,1.0429914,1.1596158,1.0039524,0.22077662,1.1941006,1.0608584,1.0072874,1.094328,0.94548595,1.0136726,1.1337271,1.0724618,1.1253388,0.97705305,1.0844033,1.1086547,1.078017,1.0822912,1.0545728,0.9897165,1.1224309,1.192992,0.93336993,1.0478387,1.0701456,1.0866324,0.8790966,1.0149287,0.96789193,1.0796522,0.0,0.9630573,0.9226901,1.0238496,1.1043875,0.8320992,1.0828013,1.0460626,1.0660341,0.8959886,1.1996092,1.010236,1.1318351,0.90807915,0.96372664,1.0833193,1.1102223,1.060254,1.0473602,0.9595191,1.0386314,1.181937,1.1476477,1.0002655,1.1333016,0.9960992,1.0771933,1.0472022,0.864369,0.89882106,0.95789343,0.851378,0.9902436,1.0738792,1.111034
purse,0.99205065,1.0224,1.3954709,1.0121641,0.83268434,0.97057474,0.9033779,0.6690552,0.8730165,0.8923458,0.843404,0.8049626,0.90075684,0.9964032,0.8242916,1.0737411,0.8716867,1.0337886,1.1122334,0.745198,1.2297016,0.70238686,1.0848829,0.8162297,0.8708831,1.419981,1.0526973,0.72228,0.8710252,0.9383366,0.870105,1.0217559,0.8086407,1.1883788,1.252378,0.79074013,1.0614882,0.98747265,0.9195002,0.76554376,0.8496693,0.8928504,1.2687477,1.2132279,1.3362137,1.2452116,0.99523455,1.1528513,1.0659807,1.0492026,0.84401375,1.3448973,0.81702065,1.1513058,1.1009551,1.1402497,1.1170069,0.7918538,1.0313331,0.96108276,0.765824,1.002735,0.75851256,0.9630368,1.1362915,0.84265244,0.82988346,0.9751082,1.1800666,1.3694519,1.1402683,0.9483129,1.3163477,0.90110147,1.1820943,1.0230268,0.91371346,0.9958223,1.1679108,1.1922797,0.83647346,0.7750704,1.1854153,0.94163907,1.2743607,0.9630573,0.0,0.9965971,0.7105323,0.9725391,0.9433404,1.1091733,1.1484737,0.7147377,1.0239875,1.0448039,0.7820996,0.9522496,0.6924069,0.8329586,1.1304469,0.9420138,1.2092692,0.98770815,1.0130105,0.7064175,1.0971806,1.0722324,1.0739468,1.2059588,1.1956112,0.96230096,0.95945716,0.9115592,0.89271826,0.930502,0.85180396,0.5913707,1.0702358,0.99667645
radio,1.0606511,0.68600285,0.7305045,1.2481067,0.9363024,0.89464664,1.1927816,0.64029694,1.3536155,1.3408518,0.76735115,1.2694511,1.4297476,0.9136698,1.2654195,1.1828656,1.0241336,0.6545858,0.63989407,1.0791185,1.1708219,0.7318966,0.9336288,0.61322117,0.766806,0.93949467,0.9810103,1.1813833,1.262188,0.6632169,1.2225742,1.0113813,1.2955182,1.2223128,0.6578653,1.2741606,0.6461827,0.9902993,1.1046884,0.9759272,0.68712085,1.3028231,0.802233,1.0760982,0.9560877,0.8472165,0.7855674,1.0622517,0.652727,0.87447906,0.7398299,0.72502244,1.0810575,0.9821969,1.288764,1.384121,1.2402227,0.9329857,0.8761891,1.3363653,1.3239952,0.6873276,1.1649953,0.66985273,1.2339063,1.1530342,1.3801905,1.2196925,1.1298211,0.7540943,0.6257211,1.0179993,0.97641444,0.7923317,0.75786996,1.3340733,1.3715879,1.2621298,0.65235317,0.6752665,1.0171525,0.7494948,1.202574,0.93721825,0.9142766,0.9226901,0.9965971,0.0,0.9271572,0.9926874,0.73236203,1.3291707,1.2567724,1.0624832,0.8106535,1.3793955,0.7303611,1.1855469,1.062184,0.52809036,0.6244587,1.1196893,0.7955613,0.7945477,0.6362321,1.21661,1.3994689,1.3923721,0.66941744,0.88841033,0.9693194,1.1903594,0.57789224,1.0043252,1.0675067,1.094453,0.76847374,1.0202343,0.55933523,1.09623
refrigerator,1.1980505,1.0817287,1.3193903,0.80462074,1.1801885,1.0563275,1.2820184,0.7516161,0.9118767,0.8838215,0.78250027,0.6240904,1.1026138,1.0928395,0.8465656,1.0539129,0.7838608,0.9008311,0.88990843,0.7525591,1.2826229,0.59165347,1.0367645,0.51072615,0.9189786,1.3563591,0.9075288,0.61389554,1.2005295,0.8488913,0.97053105,1.1103528,0.80402195,1.1949751,1.1442606,0.8341243,0.8723535,0.9540778,1.1022823,0.21537256,0.70371777,0.9806892,1.1905167,1.1152124,1.234486,1.2760355,1.0140356,1.1680598,1.0057731,1.2728372,0.6694042,1.2415875,1.0997373,1.2819428,1.031002,1.155201,1.1970785,1.0547073,1.0353029,0.8233422,0.890515,0.8530088,0.56722075,0.9082632,1.1556852,1.1111063,1.1762869,1.0838783,1.1800272,1.2067748,0.9757654,0.9751925,1.2037592,0.42413092,1.1839514,0.9970909,0.92697084,0.932509,1.1086155,1.1246713,0.87817955,0.7539488,1.1663489,0.87410337,1.1453164,1.0238496,0.7105323,0.9271572,0.0,0.8924683,0.9287333,1.1086388,1.1310511,0.7680721,1.1465466,0.92291355,1.1189557,1.0357646,0.82644606,0.7779733,1.1877103,1.0168234,1.0599909,1.021463,0.9613765,0.9289292,0.9422016,0.8565477,1.1502576,1.1536047,1.2066255,1.167469,0.83744276,1.1749716,0.9454951,0.8963212,0.9398863,0.67354405,1.127888,0.6664046
