,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
jeans,0.71767104,1.0217656,1.3851975,0.9823801,0.52762055,1.2248561,1.3063697,1.3911031,1.093515,0.6738556,0.618627,1.0374322,0.6131893,0.4545715,1.1879257,0.5575343,0.7225366,1.1953998,1.3842971,1.3427002,0.8193535,1.4122808,1.1700277,1.1902611,1.0676147,1.2553036,0.92800015,1.0254316,0.85830534,0.8752441,1.332101,0.820614,0.6497631,1.0481471,0.8461185,1.40246,0.60636014,1.4055767,1.3917594,0.769269,1.4503623,0.9716131,0.809202,0.9464842,0.85543144,0.94727486,0.7262031,1.383368,0.7596021,1.0048673,0.8440596,1.0074162,1.24803,1.321429,0.8265749,1.2950263,1.3618764,0.9477277,1.2586001,0.8572932,1.3275774,0.7853219,1.2892761,0.7376768,1.3154595,1.0390937,0.93368757,0.47520632,1.2757254,0.0,1.3276821,0.76404744,1.17339,0.70510525,1.3061795,1.0660691,1.0301849,0.69669163,0.9589207,0.8534734,0.96914095,1.2844815,1.1096829,0.9053684,0.97849256,1.0594467,0.72968006,1.1783141,0.40904832,0.068259835,0.7911873,1.1644313,1.3534886,1.277927,1.2700101,1.0364372,1.41608,1.2667954,1.3297433,0.8119585,1.1359007,1.1769593,0.7630178,1.3387123,1.0816493,0.99447024,0.38240188,1.0957637,0.19498527,1.1115154,0.96859103,0.8204997,0.624565,1.3321968,0.7981724,1.2856506,0.93846285,1.0012295,1.4012089,1.1857374,1.3166592,1.3675597,0.9835071,0.36301786,0.68860966,1.3961425,1.0947038,1.1527786,0.9550371,1.1488922,1.2607973,0.9187908,1.0902113,1.0856237,1.3216705,0.84525096
knife,1.2465906,0.8868267,0.73042685,1.2891076,1.2706673,1.0680407,0.757496,0.5706344,1.0360941,1.3118982,1.5412505,0.61979103,1.3284461,1.4159691,0.60119003,1.4735746,1.2234787,0.86089146,0.7005948,0.62709713,1.3403423,0.5835428,0.77087873,0.963054,1.0555367,0.67960954,1.0278417,0.79726905,1.262537,0.98899,0.69855285,1.137944,1.1825222,1.1019222,1.1221075,0.61926,1.4976891,0.7208251,0.42493725,1.4032502,0.6969453,1.1034055,1.3515986,1.1309572,1.2141969,0.81597906,1.3591413,0.7296913,1.26176,1.0757593,1.3273064,0.85039806,0.7729681,0.79871684,0.9415608,0.25165403,0.8354353,1.1795651,0.680396,1.0747547,0.8195007,1.316628,0.6256751,1.1510673,0.6899221,1.0585294,0.7849358,1.3751819,0.9174472,1.3276821,0.0,1.1887395,0.8528291,1.1709592,0.80942416,0.92971265,1.214198,1.2930384,1.2517431,1.1617849,1.1268256,0.80726624,0.6714244,0.8733227,1.0737274,0.8773285,1.2455229,0.95802784,1.4764212,1.3376315,1.33247,1.0857023,0.23800284,0.23632765,0.8648333,0.90205085,0.5838175,0.9185676,0.68947005,1.1174521,0.8346137,0.81569684,1.1809705,0.7943198,1.0452342,0.73263043,1.4830698,0.74272436,1.2059002,0.7164879,1.2400224,1.1636183,1.3420203,0.55492496,1.3898654,0.60973215,0.8529675,1.0548048,0.20447904,0.8877692,0.48975033,0.6959727,1.1950285,1.4179167,1.4424893,0.6716531,0.845778,0.8532136,0.8470901,0.68817616,0.94297206,1.2057309,1.1002289,0.82706046,0.5621908,1.3058835
ladder,0.86289895,1.1312134,1.4193778,1.0191498,0.80381215,1.3613677,1.3024657,1.4460356,0.7175247,0.70638245,0.61530846,1.2417336,0.3594383,0.93505347,1.0473628,0.76204467,0.87401694,1.0637225,1.2159176,1.3775284,0.7253802,1.4437647,0.80672264,1.1498885,1.1534154,0.9433063,0.82702184,1.1628236,0.88767296,0.35782766,1.1282058,0.47496474,0.84784955,1.0643567,0.7719072,1.3155001,0.5118894,1.3727676,1.3189163,0.41073787,1.2861061,1.0133532,0.8618868,0.8823898,0.30147725,0.7170265,0.7861379,1.3946977,0.9086271,1.1220325,0.9712613,1.2508533,1.3749084,1.0584904,1.2163516,1.3001783,1.3118773,0.8757864,1.2920843,1.1073623,1.5092533,0.84353864,1.3137374,1.0019753,1.3709959,1.013656,0.83208716,0.80167806,1.0286927,0.76404744,1.1887395,0.0,0.76499856,0.83744746,1.2371614,1.267757,0.94198614,0.86351955,0.8329376,1.0288873,1.0120615,1.3739259,1.2293311,1.2020519,1.1493896,1.2583535,0.5021297,1.1408302,0.77790284,0.73248625,0.8714563,1.1404138,1.1929643,1.1794081,1.3243725,1.0965395,1.3633904,0.8839541,1.3150835,0.8518073,0.9154004,1.2092326,0.4175164,0.94620407,1.0934873,0.9223481,0.7359385,1.2546961,0.84926915,0.9216736,0.84573287,0.8910541,0.5142697,1.4216653,0.85978764,1.2948862,1.2230018,1.1445568,1.3332834,1.1655092,1.074367,1.2844577,0.556924,0.7715861,0.61167336,1.4606256,1.3334385,1.282821,0.9307498,1.2268975,1.1446574,0.8457968,0.8448805,0.48162812,1.3104748,0.38508844
lamp,1.1014153,1.1225226,1.0345268,1.1473888,1.1820482,0.93811095,0.8483958,1.0302436,0.7922151,1.0795782,1.0127537,0.98335105,1.0165088,1.3005021,0.8824413,1.06034,1.0437453,0.9456316,0.92344344,0.92559224,1.0594261,1.1207311,0.5307273,0.9808742,1.0233303,0.7468882,0.987319,1.1737219,1.0608342,0.7606402,0.71704423,0.93380934,1.0711341,1.0594665,1.0866684,0.95115906,1.0845113,1.0502306,0.92369395,0.8280692,0.8470253,1.0388721,1.1143708,1.0399271,0.7721305,0.9053108,1.0756611,0.9459704,1.0396568,1.1193454,1.1372328,1.2830948,1.073304,0.76706874,1.2805032,0.9068516,0.91302,0.9484232,1.0327513,1.229814,1.207414,1.1791673,1.1231036,1.2657744,0.96543473,0.9500663,0.70750695,1.0015802,0.8172239,1.17339,0.8528291,0.76499856,0.0,1.163986,0.96340334,1.0893612,0.97054,1.1853483,1.0135641,1.1631479,1.0904882,1.1116655,1.111285,0.98618317,1.2363145,1.2341667,0.9974375,0.8235724,1.2621448,1.1717088,1.1327913,1.0104164,0.8131932,0.85558164,1.1400467,0.9506508,1.026585,0.7017481,0.9710801,0.97727627,0.82821304,1.1070017,0.91177464,0.63526845,1.0222613,0.701247,1.1613493,1.0593613,1.1991994,0.9301909,0.9035945,1.0587833,1.0275705,1.0799178,1.0666664,1.0440629,1.2299362,1.1868224,0.8942915,1.0138072,0.7748593,0.98402435,0.7760921,1.1559515,1.0820276,0.9307325,1.2462018,1.1806842,0.9814641,1.0912508,0.8953955,1.068342,0.8128048,0.49495292,0.902699,0.8033162
leg,0.6259376,0.75978667,1.2744168,1.0620064,0.524055,1.3251681,1.3505934,1.2655023,1.1365749,0.86407316,0.8468888,1.0549636,0.82158935,0.6596165,1.0132675,0.80707,0.9672226,1.271632,1.3384356,1.3700495,1.0569153,1.1384218,1.0632422,1.2820262,1.0284151,1.1149776,1.0313298,0.893559,0.79125553,1.0024253,1.2388656,0.92577183,0.7105446,0.87029946,0.72548723,1.2547953,0.89144444,1.1428356,1.2215853,1.0030898,1.3764254,1.1131926,0.7909795,0.91611314,0.85583246,0.9376106,0.8085166,1.2448936,0.66702294,0.9489293,0.9445358,0.7897061,1.073449,1.2887948,0.6577183,1.2238916,1.1743412,1.0797279,1.0832504,0.80695987,1.196939,0.7649618,1.1834668,0.61114025,1.2319975,0.8897414,0.95921695,0.9088866,1.2447906,0.70510525,1.1709592,0.83744746,1.163986,0.0,1.2353796,1.1517495,0.96391165,0.7829015,1.1263571,0.8955189,0.8949982,1.157726,0.88812095,0.81481206,0.85625315,0.9237371,0.89957625,1.093052,0.6441857,0.7417647,0.892264,1.034929,1.1187339,1.0597898,1.1505334,1.0951012,1.1809847,1.1500897,1.3768282,0.89647365,1.1701841,1.0819441,0.8287941,1.1747984,1.2767462,1.056026,0.74862576,1.1232463,0.6907469,0.9927842,1.0324483,1.0232584,0.7722422,1.1782472,0.86561686,1.2178338,0.86732,0.964911,1.2687082,1.0705171,1.0888637,1.2255291,1.1110986,0.6776835,0.90105915,1.4051124,0.8270085,1.0156107,0.9187224,0.9551757,1.3208342,1.0877533,1.0411283,1.097555,1.215419,0.9269165
meat,1.1289316,0.9967763,0.9186598,0.8666638,1.2513641,0.84202254,0.8678258,0.66021705,0.9287712,1.0577672,1.2821298,1.1439269,1.2411975,1.2521725,0.9428139,1.2780441,1.0550464,1.001364,0.90293276,0.6703094,0.9998857,0.50259435,1.0468128,0.9170238,1.0484431,1.0282263,1.1442639,0.9813352,1.0947573,1.1478903,0.90316975,1.1317946,1.2545904,0.9206425,1.2230331,0.6828326,1.2812409,0.45661396,0.96935683,1.2079804,0.8308175,0.929718,1.042681,0.9188496,1.1508139,1.0263646,1.1203953,0.7927516,1.2110351,1.1756408,1.2521431,1.1455294,0.8088039,0.75789785,1.273731,0.7198118,0.5511109,1.0064843,1.1102487,0.97416776,0.7784,1.3260448,0.7238742,1.2057943,1.0857629,1.1428019,1.0856009,1.2627401,0.6608177,1.3061795,0.80942416,1.2371614,0.96340334,1.2353796,0.0,0.884236,0.9946037,1.0077672,1.0737988,1.1643925,0.8150574,1.0671743,1.0070455,1.0428283,1.2197077,1.0633425,1.1592588,0.80159885,1.2886122,1.3156081,1.1418047,0.5794648,0.9898515,0.99730957,0.8288238,0.95756674,0.44286042,0.8768523,0.48145628,1.1402922,0.8509197,0.95438105,1.2219247,0.7729557,1.0115548,0.9505616,1.3289047,0.97178733,1.3185208,0.7553465,1.0978986,0.91366947,1.2971783,0.96772,1.177139,0.94874686,1.0654336,0.98037916,0.7581665,1.1041856,0.8761983,0.9384359,1.1116047,1.3753297,1.1211809,0.7731191,1.1206387,1.0524111,1.0670191,1.0150775,0.82061476,0.824523,1.0156668,1.097601,0.90217924,1.1525649
melon,1.0113531,1.0770751,0.8019583,0.8786213,1.149968,0.65394664,0.93961614,0.65845156,1.0826057,1.044541,1.1824421,0.9953934,1.169126,0.9345465,0.9416918,1.0930488,0.90977824,0.9309681,0.9730148,0.69635296,1.0169266,0.8710307,1.1128905,0.83090806,0.83300006,1.1580889,0.9328809,0.8818029,1.1474259,1.2271299,1.0388659,1.2321838,1.0225874,0.842022,1.0982186,0.9476521,1.2079881,0.9136116,0.9963402,1.1838049,1.0467813,0.6844938,1.0965035,1.0841407,1.2551434,1.0325992,1.2181587,0.99306554,1.1821043,1.0917598,1.0857648,1.0485959,0.8786597,1.0810529,1.039197,0.6591903,0.7601928,1.025379,1.0886601,1.0385673,0.6028795,1.111152,0.94410425,1.0297616,0.9989375,1.0998696,0.9975488,1.0818553,0.972292,1.0660691,0.92971265,1.267757,1.0893612,1.1517495,0.884236,0.0,1.0349431,1.0310428,1.0278615,0.9836764,0.92877436,1.0749149,1.0847602,0.9961466,1.0375575,0.87519026,1.1337509,1.0448555,1.1565447,1.0749185,1.0332217,0.95915604,1.0231973,0.9973035,0.74641263,1.1027496,0.97041756,0.976562,0.57511103,0.96659935,1.1013187,0.8942794,1.1834359,1.1234889,1.0669544,0.911723,1.0968728,0.87814987,1.0570856,0.84230375,1.1889548,0.9560088,1.0851157,1.0056151,1.1175021,0.9092827,0.9811629,0.7727246,0.67976654,1.0677935,1.118898,1.0990467,1.077799,1.1292484,0.9981304,0.7392398,1.0673268,1.0899094,0.9455046,1.0338264,0.7409907,0.90914935,0.98418736,1.2180126,1.1666944,1.228883
milk,0.8775728,1.0492669,1.2732546,0.9205493,0.96991444,0.9874225,0.98288244,1.2318689,0.8234207,0.8752489,0.9290981,1.3027556,0.8696878,0.8802198,1.2499298,0.93414724,0.9055354,0.9290048,0.9341786,1.0565917,0.6711345,1.1604954,1.018253,0.7392986,1.1180187,1.0529735,1.1492649,1.0526038,1.0818689,0.954347,0.94674635,0.89366984,1.0162915,0.91049004,0.9147059,1.1976742,0.94081116,1.1374991,1.2796882,0.81248957,0.9555113,0.989406,0.9231239,0.81505144,0.90015507,0.9371968,0.8996907,1.1120257,1.0381054,1.1180834,1.0028373,1.163819,1.1374054,1.0795988,1.1434418,1.1367095,1.0114139,0.88993275,1.282812,0.85472643,1.0490448,0.9124873,1.2189295,1.0187913,1.1900525,1.023845,0.9561282,0.9585085,0.654821,1.0301849,1.214198,0.94198614,0.97054,0.96391165,0.9946037,1.0349431,0.0,0.7651442,0.91577333,0.9756043,0.95711017,1.2917311,1.0929297,1.0799505,1.1090889,1.2567782,0.87569135,0.92496157,0.9430402,1.0490196,0.69687563,0.8610325,1.2542639,1.2775385,1.2189066,1.1076434,1.1840627,1.026319,1.0797048,0.75214374,0.842899,1.1566736,0.9351639,1.0060878,1.1036516,0.93945444,0.9793328,1.1093435,1.0650481,0.85454017,0.83814,0.8851528,0.929953,1.273276,0.97001237,1.2299463,1.0625471,1.0335741,1.1951672,1.0540926,0.9935119,1.2851233,0.8098585,1.0379355,0.89064074,1.1366713,1.1534799,1.1733059,0.8640703,1.0926733,0.91722643,0.8660078,0.9589317,0.9701783,1.1360054,0.99087733
mitten,0.5555235,0.8448546,1.4046559,0.8746836,0.61549777,1.0306084,1.1515864,1.3072523,0.930757,0.8402115,0.7371873,1.3738705,0.72116673,0.4831038,1.23914,0.61196256,0.84719217,1.1365418,1.3110101,1.2975492,0.7234776,1.260667,1.2952487,0.9718506,1.173173,1.3602405,1.2111585,0.8938762,0.9500436,1.0123605,1.3090041,0.9970118,0.8676691,0.9121164,0.6763796,1.4426972,0.7804686,1.2356405,1.4848375,0.71968395,1.3311563,0.8640455,0.70305187,0.39809918,1.0049427,1.0909936,0.72160757,1.3132081,0.9190124,1.1638213,0.98890334,1.0127987,1.1925222,1.1604218,1.033052,1.1449199,0.97929686,0.8149142,1.4865527,0.28685796,1.0110531,0.8726904,1.3065703,0.590097,1.3154459,1.2481172,0.89267266,0.65072966,0.9937201,0.69669163,1.2930384,0.86351955,1.1853483,0.7829015,1.0077672,1.0310428,0.7651442,0.0,0.8520503,0.92865294,0.7728083,1.4205,1.0275185,1.0661086,1.045675,1.1387037,0.8831152,1.0415846,0.53202224,0.78429484,0.6496579,0.7612865,1.4172966,1.3051075,1.3169396,1.0162562,1.2622014,1.1227092,1.221892,0.6624931,1.0777894,1.2494211,0.9878373,1.1394634,1.0771854,0.78586745,0.7197044,1.0176672,0.800942,0.7075717,1.0415351,0.9159696,0.7243606,1.4158833,0.993375,1.5436802,0.77078533,1.0525875,1.3342465,1.1965398,1.2722216,1.3650248,0.8108645,0.75567937,0.6979669,1.3621424,1.1036761,1.2061905,0.630453,1.1521454,0.92091197,0.77149177,1.0624714,1.1189734,1.3531873,0.93226033
motorcycle,0.8727815,1.2577806,1.3062541,0.86429167,0.84034455,1.1352159,1.2315425,1.2827032,0.75302184,0.7140025,0.6177111,1.3468399,0.71692455,0.8285558,1.0197606,0.75335526,0.81364584,1.0751802,1.3365662,1.1674762,0.62174666,1.2939851,1.1249268,1.1215632,0.9668011,1.2585902,0.6000186,1.110728,0.7473654,1.0106345,1.2471863,0.9327459,0.866676,0.8849766,0.6466321,1.2593732,0.6580192,1.2135698,1.4008625,0.5066068,1.2587082,0.8136291,0.7679888,0.98064005,0.8668019,1.0049938,0.88973707,1.317652,0.8855032,1.0679833,0.79053986,1.2499012,1.1734897,1.1190753,1.2821683,1.1352408,1.1525917,0.68180734,1.2577193,1.1025436,1.2920197,0.8023178,1.1997094,0.92653847,1.3060656,0.9648965,0.89822614,0.8771715,1.102076,0.9589207,1.2517431,0.8329376,1.0135641,1.1263571,1.0737988,1.0278615,0.91577333,0.8520503,0.0,1.0116115,0.8651991,1.2579584,1.4222814,1.355758,1.131771,1.2195606,0.53851384,1.0596131,0.7830151,0.9145346,0.7772767,1.0059196,1.3850906,1.3804111,1.1945999,1.103981,1.2438014,1.0861828,1.0758092,1.0364134,0.80777144,1.1416026,0.68095946,1.0310954,1.0162976,0.81613266,0.7169393,1.2725939,1.0987059,0.7897031,0.8459432,0.7264466,0.7606398,1.3929927,0.72877145,1.2353822,1.2563905,1.1269206,1.2310498,1.1865265,1.2515712,1.2291796,0.70620763,0.7734716,0.71006644,1.3276423,1.3261266,1.254899,0.9394419,1.3961322,1.1413846,0.7101341,1.0141068,1.0108634,1.3179455,0.76798314
mouth,0.76112807,0.9684527,1.0908761,0.9029501,0.8605268,1.1178366,1.2573166,1.1801765,1.2299353,0.9631694,1.0182734,1.1312642,0.9844489,0.77009475,1.174284,0.9998462,1.0195872,1.190687,1.3029975,1.213944,1.0428739,1.0224421,1.2047381,1.2148888,0.97597784,1.3248608,1.0948552,0.93332326,1.0965674,1.1892964,1.2448283,1.1137826,0.9438987,0.9600727,0.9404815,1.2415626,1.0094278,1.0909424,1.1715631,1.0758563,1.2937094,1.0242769,0.9895486,1.1321433,1.1171645,1.0949397,0.9652358,1.2027645,1.0544167,0.8106464,0.6343999,0.6999709,1.0381612,1.2268726,0.7068306,1.1167012,1.0755866,0.9793713,0.9495932,1.0205075,0.9411173,0.6379591,0.9165166,0.6953404,1.1460569,1.0312057,1.0153143,1.0014107,1.2148848,0.8534734,1.1617849,1.0288873,1.1631479,0.8955189,1.1643925,0.9836764,0.9756043,0.92865294,1.0116115,0.0,0.96625346,0.9110917,1.1453089,0.67780554,0.49423617,0.93974984,1.0450169,1.0582439,0.83002174,0.8448246,0.93898153,0.9479258,1.1468174,1.1174037,1.0476122,1.3041409,1.0470746,1.1471742,1.1958269,1.0268389,1.1822536,0.83154976,1.1145611,1.319141,1.1757503,1.0383549,0.80358255,1.0867082,0.8420408,1.0057914,1.0459309,1.005488,0.9499645,1.0870812,1.0588038,1.1124128,0.9338501,0.95261407,1.1924499,1.0440416,1.1286445,1.0887176,1.0546432,0.7979437,0.937315,1.2078954,0.69053155,0.4854154,0.9569096,1.1622528,1.166734,0.98523575,1.0470526,1.1983106,1.1348529,1.0578667
muffin,0.72166514,1.1431816,1.1672536,0.8746614,0.8710563,0.9110505,1.1352855,1.1316402,1.0379375,0.858001,0.9413385,1.3807738,0.8496033,0.90801144,1.1043938,0.89323986,0.76156807,1.2667887,1.3456858,1.0321258,0.84385836,0.9521677,1.2313118,1.0971498,0.93410236,1.3222201,1.014897,0.833736,0.7875832,1.1648111,1.1333805,0.98692,0.98943484,0.79484224,0.816113,1.1453625,0.94074124,0.90726316,1.3473902,0.9768042,1.2569649,0.69207716,0.655204,1.0030816,1.0077628,0.95042694,1.0659024,1.1775073,0.99327487,1.0104367,0.96595836,1.0790744,0.9512972,1.2083682,1.1060964,1.0901415,0.8804743,0.76541626,1.2932549,0.9815387,1.0321733,0.8429694,1.0728801,0.8625406,1.2538046,1.0513458,0.9472502,0.94358647,0.9978987,0.96914095,1.1268256,1.0120615,1.0904882,0.8949982,0.8150574,0.92877436,0.95711017,0.7728083,0.8651991,0.96625346,0.0,1.1982691,1.2676988,1.0724889,1.0079459,0.8694742,0.9129346,1.0552131,0.9112945,0.96797144,0.88457906,0.91309035,1.352602,1.293448,1.0468129,1.1456076,0.9589165,1.1410868,0.9927642,0.9028588,1.1124619,1.0401012,0.99760514,1.0132324,1.1517003,1.0070162,0.9193628,1.2397748,1.0079205,0.73795027,1.0576864,0.79807806,0.92019856,1.3020872,1.0019399,1.1329663,1.1440732,0.8501458,1.1622596,1.1057528,1.0015576,1.2642764,1.0699863,0.8753353,0.8964604,1.1880661,1.1424472,1.2013533,0.9664091,1.3206081,1.1392854,0.7701468,0.93111205,1.204709,1.3229194,1.0001572
nail,1.4001932,0.8035501,0.18443799,1.1871146,1.2764617,0.80910563,0.7912012,0.71218395,1.3596156,1.3916261,1.4181726,0.5502398,1.4922518,1.3572707,0.9325397,1.4330838,1.3983333,0.9030755,0.66552496,0.8850609,1.5271424,0.5355706,0.9700482,1.0604472,0.9809074,0.8040739,1.1687522,0.9131253,1.2411755,1.2938118,0.8169167,1.2529242,1.2459743,1.1119802,1.3553386,0.5881171,1.3625693,0.7096088,0.27961957,1.5322884,0.64696145,1.2195684,1.3073725,1.2939137,1.3197663,1.2196426,1.2976815,0.3942448,1.1578076,0.76631576,0.9783656,0.5823314,0.6397728,0.9634305,0.6306266,0.939339,1.0968688,1.2716274,0.2404589,1.1666187,0.5976428,1.0853161,0.56890035,1.1186582,0.3661269,0.9682292,1.262841,1.3270037,1.1964483,1.2844815,0.80726624,1.3739259,1.1116655,1.157726,1.0671743,1.0749149,1.2917311,1.4205,1.2579584,0.9110917,1.1982691,0.0,0.6687571,0.79535365,0.6356944,0.5416345,1.4369681,1.0626681,1.3560846,1.2582569,1.3833406,1.1199803,0.47913474,0.5766836,0.46450216,0.9353688,0.64209473,1.1102431,1.0010953,1.3149359,1.1496305,0.5177029,1.3998461,1.055672,0.9029265,1.3833294,1.308511,0.8131274,1.1139239,1.3216741,1.0762963,1.3705552,1.401124,0.20171297,1.2197104,0.48776704,0.78370225,0.93171245,0.7523989,0.60419184,0.9018161,0.15633065,1.4092584,1.2749419,1.4643247,0.56262976,0.42728847,0.35677713,1.2285348,0.59504986,1.0475651,1.4050705,1.099996,1.1670985,0.4387722,1.2856319
napkin,1.2972806,0.62080526,0.7058348,1.4162719,1.1752883,1.156251,0.82959056,0.6744714,0.92685896,1.4617718,1.4546444,0.40321475,1.2938204,1.1864396,0.66745263,1.2781656,1.4045501,0.88410115,0.61623615,0.871901,1.3908423,0.6399993,0.79695284,0.8815607,0.97695756,0.50310135,1.2440541,0.85024434,1.2901096,0.9057925,0.87022793,0.9453249,1.222767,1.17939,1.130649,0.6703112,1.2915817,0.7491981,0.48506284,1.3425021,0.6831349,1.3299164,1.331658,0.9099899,1.193768,0.88067675,1.1233926,0.6348306,1.0683621,0.99749124,1.331626,0.6150828,0.7918443,0.842334,0.5357125,0.8267529,0.96967834,1.3685336,0.56968594,0.6546761,0.80846995,1.328922,0.7135353,1.1343215,0.53360295,1.0912974,1.1763375,1.1607366,0.9879402,1.1096829,0.6714244,1.2293311,1.111285,0.88812095,1.0070455,1.0847602,1.0929297,1.0275185,1.4222814,1.1453089,1.2676988,0.6687571,0.0,0.7264594,0.93616617,0.7804781,1.2952235,0.90923643,1.2476918,1.1470002,1.2125078,1.0700766,0.48812914,0.51738584,0.8766812,0.55987906,0.7527245,0.95371777,1.0525445,0.8066528,1.0368931,0.79919386,1.2292391,0.8379348,0.79164773,1.2955458,1.3575798,0.57039887,0.84157705,1.190257,1.1634148,1.4679261,1.4463508,0.39752805,1.3051863,0.6956011,0.46869564,0.9047236,0.7073537,0.68200624,0.79256094,0.6389406,1.2612007,1.3200116,1.5464971,0.7667239,0.5479182,0.7846134,1.2421412,0.11402011,1.0750841,1.5109737,1.1471769,1.0609947,0.66197515,1.2902111
necklace,1.0483376,0.8149787,0.9520287,1.1596047,0.984716,1.0390275,1.006381,0.98038405,1.169651,1.2202401,1.2989023,0.72471106,1.2829884,0.8745309,0.9986518,1.1415616,1.1912597,1.1599239,1.050284,1.0919578,1.3131356,0.81630695,0.9794534,1.0981203,1.0525284,1.0698812,1.2959306,0.9365699,1.2175547,1.2083237,1.0365124,1.1123611,1.0306486,1.0278438,1.1190214,1.0546088,1.3386874,0.9950054,0.892656,1.3567444,1.0908549,1.1053735,1.1846937,1.0450786,1.195085,0.99431276,0.98327476,1.0091946,1.0115356,0.7403276,0.9234516,0.5580912,1.1270107,1.1149158,0.5957136,0.8654955,0.94026554,1.1437472,0.7253549,0.916723,0.8087566,0.9298402,0.836105,0.7964551,0.8719307,0.9411198,0.9243153,0.9603469,1.0673212,0.9053684,0.8733227,1.2020519,0.98618317,0.81481206,1.0428283,0.9961466,1.0799505,1.0661086,1.355758,0.67780554,1.0724889,0.79535365,0.7264594,0.0,0.5858654,0.8633823,1.320076,0.93681717,0.9701363,0.9364516,1.1341088,0.9644459,0.8351639,0.78516793,1.0297545,1.1339253,0.8736733,1.1145535,1.1011873,0.8670437,1.1609885,0.7304318,1.2948935,1.182643,1.0216134,0.9755956,1.0102465,0.8507309,0.79676354,1.124693,1.2298088,1.2255225,1.188576,0.81747806,1.1938947,1.027708,0.7661423,0.8650695,0.9329922,0.9925385,0.9454318,0.9518004,1.2263565,0.8878569,1.2721882,1.0188429,0.53509194,0.56347626,1.0266961,0.80336785,1.0962112,1.2259015,1.0718039,1.1552589,0.8181684,1.2573884
nose,0.91487986,0.68524194,0.9210658,0.996246,0.9057884,1.1169326,1.2091004,1.1030153,1.3950977,1.1361036,1.1968665,0.8777114,1.2020143,0.8743591,1.1712255,1.1967705,1.2309711,1.2154905,1.224639,1.2251674,1.2561221,0.86413914,1.1117835,1.2635875,0.9791342,1.1963878,1.2012028,0.82943124,1.175515,1.3091017,1.2236328,1.1808109,1.0722,0.9211467,1.089965,1.0780796,1.1603657,1.0283656,0.97883683,1.2982042,1.2485039,1.0345112,1.0980158,1.0975928,1.1587818,1.1163256,1.0631374,1.0456612,1.1216464,0.3721012,0.49267173,0.40720075,1.0494251,1.248339,0.43394065,1.0658598,1.1346653,1.059153,0.60746,0.99383956,0.84870327,0.6114105,0.78018177,0.6140192,0.928334,0.96852624,1.1489062,1.1550647,1.3164444,0.97849256,1.0737274,1.1493896,1.2363145,0.85625315,1.2197077,1.0375575,1.1090889,1.045675,1.131771,0.49423617,1.0079459,0.6356944,0.93616617,0.5858654,0.0,0.7548925,1.2148999,1.0586958,0.96091527,0.96206516,1.1065859,1.042104,0.98916185,0.93845457,0.9112661,1.2572566,0.94535613,1.1850649,1.2388213,1.1108351,1.2240644,0.6704951,1.2153828,1.3605696,1.1094204,1.1888293,0.9312862,1.0331846,0.8064954,1.1194581,1.0843891,1.1442358,1.1063535,0.83096796,1.185679,1.0347935,0.7813807,0.7831689,1.1031617,0.9718723,1.144279,0.88117254,1.2164189,0.9363061,1.1469443,1.1434631,0.36747116,0.44188738,1.0123932,1.000978,1.2239412,1.1530198,1.0850705,1.2130394,0.9550269,1.0909445
