,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
face,0.74868417,0.936081,1.1675369,0.83420134,0.7888251,1.1305735,1.2693244,1.2859771,1.234481,0.8829091,0.8122157,1.2178553,0.99108744,0.6331107,1.2373008,0.8749872,0.99755526,1.1787758,1.3502359,1.3469493,0.931532,1.1575086,1.1740364,1.3170667,0.9531816,1.34887,0.953333,1.0694206,0.8214828,1.202697,1.2684455,1.1075025,0.95031005,0.97189945,0.9695698,1.23385,0.84187764,1.2274723,1.3202965,0.9638899,1.36568,1.0575122,0.76254714,0.97374725,0.986668,1.1729407,0.7360067,1.2150676,0.96820337,0.6621152,0.0,0.8793182,1.1591214,1.1602731,0.8689159,1.2316171,1.1566739,0.92249984,0.93272406,1.1391684,1.1914473,0.35355067,1.0668458,0.6924441,1.1494802,0.91865754,1.1637527,0.9208137,1.2827291,0.8440596,1.3273064,0.9712613,1.1372328,0.9445358,1.2521431,1.0857648,1.0028373,0.98890334,0.79053986,0.6343999,0.96595836,0.9783656,1.331626,0.9234516,0.49267173,0.98007923,0.99603915,0.92788637,0.6198349,0.8126925,0.8872223,1.0833714,1.3322492,1.2997569,1.1100037,1.2552125,1.2236024,1.1606983,1.2441412,1.1260979,1.1611183,1.0041738,0.98997813,1.2614895,1.0399624,1.1222985,0.4898352,1.2039925,0.88450617,1.1185057,0.883954,0.9396391,0.7890201,1.207284,0.88199157,1.2126522,1.1716361,0.9810455,1.3082577,1.1191585,1.2733474,1.1075361,0.96409565,0.5505901,0.8021813,1.277576,0.851079,0.88512707,1.0502149,1.3428915,1.1834307,0.9030766,0.99125385,1.1607082,1.2132238,0.87035626
finger,0.96798646,0.4797331,0.8216352,1.1015655,0.76750344,1.069177,1.1174761,0.9631084,1.3784527,1.2173486,1.3612202,0.74736226,1.2836916,0.9852287,1.0806339,1.3549587,1.2706788,1.2068784,1.0864569,1.1770725,1.3508998,0.76290095,1.040872,1.2335657,0.9946021,1.0594473,1.2822641,0.6322613,1.3015289,1.2189401,1.1455445,1.2007356,1.1339136,1.054483,1.0331001,1.0159036,1.2814655,0.9175664,0.7659026,1.461848,1.1060555,1.1318325,1.2246437,1.0490178,1.2414708,1.0631405,1.162593,0.930175,1.1432915,0.6718483,0.8793182,0.0,0.9055157,1.1914761,0.26398164,0.866815,1.0623447,1.1699153,0.6639087,0.70592314,0.67607486,0.89449835,0.74383235,0.37959278,0.8382602,1.0629417,1.1911311,1.3013148,1.2661828,1.0074162,0.85039806,1.2508533,1.2830948,0.7897061,1.1455294,1.0485959,1.163819,1.0127987,1.2499012,0.6999709,1.0790744,0.5823314,0.6150828,0.5580912,0.40720075,0.6120393,1.3040159,1.1683207,1.064702,0.990718,1.1337441,1.0997435,0.7463409,0.6398512,0.9341687,1.182786,0.83420503,1.171898,1.1946591,1.1190033,1.1656591,0.5400342,1.3332833,1.2455834,1.0985646,1.158068,1.087035,0.8299316,0.7819182,1.0922194,1.1172682,1.2301521,1.2321055,0.6655772,1.2614492,0.91395205,0.40450835,0.7403989,0.9263109,0.73190325,1.0363462,0.80971885,1.3432713,1.0770454,1.2971424,1.0641335,0.074997425,0.4155044,0.96448684,0.7761342,1.2171466,1.215011,1.1170447,1.2330837,0.83786434,1.2451698
fish,0.88605624,0.8931211,0.5520433,1.107199,1.1097825,0.9018822,0.9271564,0.54713416,1.2072948,1.2910166,1.2618626,0.838359,1.3688289,1.2685624,0.7304261,1.2032304,1.0988084,0.8409296,0.8606759,0.8411344,1.3011076,0.51490456,1.0028398,1.1066449,0.7597681,1.0218599,1.0796211,0.78293884,1.0188575,1.3833492,0.8736772,1.2516714,1.2027202,1.131985,1.1705784,0.5303722,1.2259581,0.42458856,0.5362408,1.3556747,0.8750186,1.1850443,1.0169549,1.1906956,1.3866191,1.1617745,1.3122764,0.65184426,1.133711,1.0956393,1.1591214,0.9055157,0.0,0.94817334,0.8143436,0.8512644,0.6151718,1.2458385,0.76040363,1.0576242,0.6816555,1.2009623,0.61071014,1.1732936,0.7489873,1.1596892,1.1795824,1.2293084,1.1248493,1.24803,0.7729681,1.3749084,1.073304,1.073449,0.8088039,0.8786597,1.1374054,1.1925222,1.1734897,1.0381612,0.9512972,0.6397728,0.7918443,1.1270107,1.0494251,0.6744562,1.3526125,0.93033314,1.3030145,1.2491064,1.1596619,1.0027838,0.66447973,0.70811486,0.5287228,0.7802761,0.53146684,0.9912411,0.80765915,1.1642926,1.1823407,0.8329631,1.3749177,0.84986115,0.991857,1.2043079,1.2742672,0.87122905,1.1938626,1.0666554,1.141878,1.2326316,1.3218906,0.5718417,1.0831592,0.46357566,0.85525715,0.92798537,0.7102688,0.7404163,0.8220887,0.64577615,1.2421429,1.2404394,1.3167804,0.70867884,0.81150335,0.8238531,1.1484921,0.71267086,1.0248466,1.2475305,0.9770128,1.2049378,0.9047204,1.2608278
flower,1.2178352,1.0616698,0.8383975,1.1958222,1.3300854,0.92158055,0.6540754,0.70021844,0.7580788,1.297927,1.2201227,0.8543928,1.2535872,1.351347,0.8712696,1.1928357,1.2709498,0.83410037,0.5574729,0.78296775,1.176299,0.8318048,0.8585479,0.8213658,0.95290667,0.69112283,1.094562,1.379868,1.0115905,0.88517135,0.7681949,1.0267981,1.1637361,1.1383046,1.2424597,0.8022583,1.1307523,0.8222774,0.79493415,1.0706805,0.53377277,1.1831152,1.0526143,0.83126944,1.0123246,1.1298445,0.98671144,0.6980344,1.1208571,1.15435,1.1602731,1.1914761,0.94817334,0.0,1.2796094,0.77376246,0.8311697,1.0058405,0.93174905,0.9886398,1.0083162,1.2230041,0.917151,1.319505,0.7418882,0.9952632,1.087249,1.1455028,0.7107828,1.321429,0.79871684,1.0584904,0.76706874,1.2887948,0.75789785,1.0810529,1.0795988,1.1604218,1.1190753,1.2268726,1.2083682,0.9634305,0.842334,1.1149158,1.248339,1.2395372,1.1909243,0.734152,1.2622722,1.3208535,1.2896562,0.863615,0.80754536,0.8710837,0.9292098,0.62877387,0.7330917,0.3330636,0.8137277,1.085829,0.8403046,1.045726,1.1192738,0.52474284,0.79877716,1.1113017,1.301771,0.76090693,1.2489531,1.1254761,0.9833712,1.2434003,1.337879,0.80395883,1.1135268,0.9805707,1.1517351,1.1585864,0.69893193,0.96548975,0.8708371,0.74081385,0.9390938,1.313002,1.2456551,0.7369448,1.1107371,1.0282342,1.2250491,0.88193005,0.8685658,1.1618296,0.7864337,0.754437,0.7148789,1.0310688
foot,0.95493245,0.5996987,0.8653242,1.2300919,0.73087776,1.2417785,1.2033277,0.98430246,1.3899397,1.2197952,1.289762,0.5771743,1.2204498,0.87411594,0.9761919,1.2564048,1.2648734,1.2363657,1.092618,1.1922737,1.3670743,0.79910517,1.0005462,1.2378538,0.91444635,0.98565435,1.2372627,0.71259886,1.196525,1.1970723,1.1250252,1.1165509,0.93333864,1.0447959,1.0417372,0.9669292,1.1498674,0.87652016,0.7736019,1.4026127,1.1507447,1.2150972,1.1776366,1.1271707,1.2693964,1.0403388,1.1142449,0.9214856,1.0631742,0.6656841,0.8689159,0.26398164,0.8143436,1.2796094,0.0,1.0202017,1.1827174,1.2670729,0.5516127,0.77535045,0.86319333,0.8770551,0.70799667,0.661266,0.78417015,1.1010551,1.1860658,1.1141372,1.3716365,0.8265749,0.9415608,1.2163516,1.2805032,0.6577183,1.273731,1.039197,1.1434418,1.033052,1.2821683,0.7068306,1.1060964,0.6306266,0.5357125,0.5957136,0.43394065,0.60656786,1.2067587,1.1937882,0.9689017,0.7865108,1.1313648,1.232096,0.76655084,0.72084904,0.8620698,1.0555806,0.95480675,1.1913915,1.2934493,0.9945552,1.2378422,0.6168832,1.2342713,1.2385983,1.1046312,1.2848899,0.93221825,0.7374003,0.5489181,1.2161407,1.1330194,1.2715063,1.2312306,0.5911252,1.2148719,0.78494555,0.36624765,0.61380565,0.9875499,0.665052,1.0963364,0.8387966,1.357967,0.90691245,1.3144934,1.1104189,0.25195235,0.52012765,1.1604563,0.6477072,1.3478029,1.3714097,1.1777148,1.2713305,0.86163104,1.244326
fork,1.1604445,0.9125809,0.83768046,1.0700461,1.2425652,0.94948745,0.79156923,0.56590474,1.023974,1.1831061,1.4335123,0.80828345,1.3362601,1.2458962,0.74516535,1.3802937,1.1882381,0.90666974,0.8031789,0.5556922,1.2136164,0.6184237,0.93465316,0.8979094,0.96888286,0.93196785,1.0814917,0.95072937,1.2570183,1.1058275,0.9013682,1.2849591,1.19639,1.0584842,1.1446097,0.78070366,1.454449,0.76382065,0.666221,1.3330164,0.7762307,0.90981823,1.2175914,1.001593,1.3212802,0.9291576,1.3002915,0.8436206,1.3080921,1.072238,1.2316171,0.866815,0.8512644,0.77376246,1.0202017,0.0,0.7142309,1.068068,0.8697276,1.0157444,0.7125004,1.2946262,0.7537582,1.0569432,0.8487186,1.1464183,0.8571691,1.3115648,0.8524933,1.2950263,0.25165403,1.3001783,0.9068516,1.2238916,0.7198118,0.6591903,1.1367095,1.1449199,1.1352408,1.1167012,1.0901415,0.939339,0.8267529,0.8654955,1.0658598,0.9975127,1.2632982,0.915229,1.3768686,1.3178623,1.2276269,0.9661425,0.5112746,0.45792383,0.8733454,0.9575083,0.6590533,0.8409254,0.4667858,1.1382358,0.8916385,0.87657416,1.2585802,0.87700766,1.0021306,0.6875875,1.3710315,0.7588749,1.2575046,0.67284536,1.2023699,1.01854,1.303533,0.7476494,1.3399396,0.8489007,0.911516,0.9695737,0.09580654,1.016914,0.7611906,0.8339194,1.139277,1.3769071,1.2570068,0.6744313,0.8830727,0.89311266,0.84073937,0.88002616,0.85183454,1.0002711,1.0674218,1.0207185,0.7649896,1.3551897
frog,0.7873727,0.93232656,0.89900565,0.9697153,1.2718134,0.773793,0.79782367,0.5421584,1.0219096,1.2602255,1.2786893,1.0886385,1.3688952,1.0751818,0.8039855,1.1477582,1.0787698,0.8103217,0.89132106,0.8904451,1.1278483,0.5826972,1.0879921,0.8814624,0.68995595,1.1848066,1.1487613,0.95029473,1.061038,1.2759717,0.9455968,1.2432446,1.1961896,1.0708835,1.1604868,0.7854394,1.3645294,0.5023498,0.9154598,1.2704314,0.92253095,1.0714355,0.9527994,0.82237947,1.2848147,1.0627999,1.1762695,0.91484076,1.1862404,1.1209223,1.1566739,1.0623447,0.6151718,0.8311697,1.1827174,0.7142309,0.0,1.097046,1.0824896,0.8910566,0.5550473,1.2558181,0.77448136,1.1194229,0.9687609,1.1089089,1.0092077,1.178172,0.80122435,1.3618764,0.8354353,1.3118773,0.91302,1.1743412,0.5511109,0.7601928,1.0114139,0.97929686,1.1525917,1.0755866,0.8804743,1.0968688,0.96967834,0.94026554,1.1346653,0.952967,1.3438265,0.5401214,1.2429119,1.4105332,1.0607232,0.72269356,0.9522454,0.9133006,0.920352,0.9342671,0.54763526,0.7611499,0.65096736,0.9797225,0.9950557,1.0207853,1.4171004,0.63859963,0.8280171,0.7724718,1.3101766,0.8846094,1.3441548,0.88147545,1.1495695,1.1961968,1.2336476,0.96755826,1.1837623,0.93813324,1.078735,0.9808585,0.7505063,1.0166934,0.91766024,1.0393724,1.0027933,1.3091004,1.2208984,0.7129605,1.0523256,1.0053476,0.9310413,1.0326517,0.5832579,1.0119098,0.9369326,1.1038723,1.0262547,1.2403237
glass,0.88580835,1.1817193,1.2985699,0.8540547,0.89553356,0.8977932,0.98577446,1.3431393,0.8644026,0.7701094,0.8182106,1.3577638,0.7821187,0.9242751,1.1477079,0.85479474,0.76304007,1.1644312,1.1216494,0.99450254,0.74399906,1.3174869,1.1400267,0.80932474,1.0067012,1.188266,0.8529371,1.1605083,0.89480704,0.9438834,1.1253006,0.99181736,0.9454082,0.6687993,0.78339183,1.3465893,0.81675243,1.2585156,1.4180393,0.76957124,0.9418434,0.6850194,0.86547303,0.91459566,0.8900117,1.0116063,0.95710844,1.3056874,0.97211105,1.0484662,0.92249984,1.1699153,1.2458385,1.0058405,1.2670729,1.068068,1.097046,0.0,1.307724,0.97973603,1.1734257,0.924793,1.309123,0.8813889,1.2376518,1.0077142,0.94305754,0.95866346,0.77715534,0.9477277,1.1795651,0.8757864,0.9484232,1.0797279,1.0064843,1.025379,0.88993275,0.8149142,0.68180734,0.9793713,0.76541626,1.2716274,1.3685336,1.1437472,1.059153,1.2710377,0.7341677,1.0225543,0.8977007,0.9458388,0.8537174,0.95160395,1.3722401,1.3436921,1.2452223,1.1033231,1.2253844,0.986247,1.0569282,0.9979391,0.89911824,1.07438,0.7974422,1.0229806,1.0616782,0.85607946,0.8566876,1.1637263,1.0563699,0.8096249,0.9219101,0.6985322,0.8137747,1.3818634,0.8568986,1.3243604,1.2173595,1.1614604,1.1690211,1.1196332,1.1142976,1.2732291,0.86714673,0.9050273,0.7017897,1.2254558,1.2396129,1.2113295,0.85760975,1.4082025,1.0624926,0.7159517,0.9447,0.9885245,1.1751041,0.8203671
glasses,1.3938799,0.83923787,0.40862596,1.3464456,1.3647759,1.0974448,0.86252046,0.6878425,1.2437644,1.4924707,1.4900697,0.3044281,1.4918685,1.343509,0.7493969,1.48445,1.4528034,0.87871915,0.64345205,0.8721676,1.5689223,0.5644164,0.8791999,1.0591139,0.85079527,0.6505357,1.127725,1.030794,1.1947623,1.1530932,0.81862056,1.1369809,1.155778,1.1154437,1.337267,0.55872273,1.373226,0.71897537,0.30286545,1.5079386,0.6884647,1.2863429,1.2894038,1.2659597,1.2982215,1.0559636,1.3104247,0.5575767,1.1759136,0.60891736,0.93272406,0.6639087,0.76040363,0.93174905,0.5516127,0.8697276,1.0824896,1.307724,0.0,1.1667961,0.80206025,1.0258936,0.5170049,1.2097695,0.3069411,0.9274393,1.1205913,1.3090236,1.2034613,1.2586001,0.680396,1.2920843,1.0327513,1.0832504,1.1102487,1.0886601,1.282812,1.4865527,1.2577193,0.9495932,1.2932549,0.2404589,0.56968594,0.7253549,0.60746,0.7332221,1.3827766,0.9658091,1.3991008,1.2422945,1.4524066,1.1852438,0.38171214,0.49352032,0.572732,0.86004466,0.683464,0.9799691,1.0555067,1.1302592,1.0651183,0.60674083,1.3315942,0.93254083,0.8492614,1.2566967,1.3256146,0.70690286,1.0055801,1.3276147,1.1708268,1.4577715,1.4513037,0.18863904,1.313143,0.48256493,0.8238993,0.8198386,0.65637946,0.57337344,0.8872642,0.3206017,1.3494394,1.2468907,1.5651698,0.6612835,0.5350881,0.4827205,1.2847549,0.52559066,1.1057088,1.5401626,1.1085557,1.0611454,0.4202507,1.2774016
glove,0.74438596,0.632421,1.1717557,1.1014806,0.7083895,1.0015728,0.9187761,1.0542098,0.96450573,1.1926253,1.0954633,1.029429,1.056376,0.7327119,1.1153121,0.95874906,1.1230321,1.1142642,0.9638384,1.1922463,1.0632895,1.0422373,1.181576,0.8507433,1.0773866,1.0825471,1.3479252,0.84434855,1.0739465,1.0266001,1.1384013,1.0657752,1.0204728,1.0014203,0.83031166,1.213196,1.0309192,1.080376,1.103683,1.0310736,1.0243192,1.036523,0.8819746,0.45822597,1.1626548,1.1465389,0.9214981,1.0721936,1.0067163,1.0925647,1.1391684,0.70592314,1.0576242,0.9886398,0.77535045,1.0157444,0.8910566,0.97973603,1.1667961,0.0,0.82991683,1.0559353,1.1326867,0.6064697,1.0038111,1.1766142,1.0255213,0.9140713,0.91716963,0.8572932,1.0747547,1.1073623,1.229814,0.80695987,0.97416776,1.0385673,0.85472643,0.28685796,1.1025436,1.0205075,0.9815387,1.1666187,0.6546761,0.916723,0.99383956,1.0306922,1.1260858,0.9284506,0.7983239,0.9442509,0.9139762,0.82472205,1.0844594,0.98158276,1.2356061,0.8653765,1.0830027,1.0418235,1.2231371,0.7314712,1.0115563,1.0852387,1.1977096,0.9951665,0.95773864,0.88850117,0.97513646,0.6886078,0.7982049,0.88053256,1.1109139,1.222404,1.0554107,1.0068429,1.2006574,1.3372425,0.4531753,0.99258995,1.129634,0.9186843,1.0714476,1.1301483,0.9696206,0.98992383,1.0549413,1.121786,0.76120317,1.0455633,0.7322873,0.8334922,0.87144804,1.1241653,1.1023328,1.1057723,0.97280216,1.156938
gum,1.1030347,0.868407,0.47898567,0.9656351,1.2469248,0.4622357,0.6695734,0.52934855,1.2536483,1.3093133,1.4136133,0.8654608,1.4557946,1.1106278,0.9918604,1.2602317,1.1022526,0.77291703,0.6986834,0.78378105,1.2137661,0.5705754,1.2259134,0.7288776,0.9841167,1.1252799,1.323254,0.79709005,1.3879422,1.3937439,0.9319881,1.4350357,1.2107458,0.96902734,1.1958507,0.7859272,1.5094633,0.64203066,0.5950705,1.5110943,0.7333435,0.92791724,1.2835379,1.0246173,1.4590193,1.2041171,1.3249434,0.6531201,1.2494571,0.99312335,1.1914473,0.67607486,0.6816555,1.0083162,0.86319333,0.7125004,0.5550473,1.1734257,0.80206025,0.82991683,0.0,1.2349259,0.69182324,0.91387933,0.67290425,1.131407,1.1683518,1.310262,0.91351956,1.3275774,0.8195007,1.5092533,1.207414,1.196939,0.7784,0.6028795,1.0490448,1.0110531,1.2920197,0.9411173,1.0321733,0.5976428,0.80846995,0.8087566,0.84870327,0.73255134,1.475024,0.9280422,1.3219726,1.3741028,0.991335,0.8041208,0.73128915,0.68382585,0.6349851,1.0329335,0.6074961,1.1175653,0.72276235,1.1377265,1.1336505,0.68691975,1.5663123,1.1080918,0.961747,0.93277264,1.3665996,0.690512,1.2104772,1.0062706,1.2338681,1.2547104,1.2806325,0.5914395,1.2718225,0.7802317,0.7226057,0.8743254,0.6920335,0.8331009,1.0493764,0.7152031,1.2987773,1.402755,1.2831513,0.4635054,0.65765196,0.55353737,0.7204741,0.8320976,0.5256577,1.0550637,1.1052843,1.3402648,0.7813148,1.4342701
hair,0.6954154,0.92572105,1.2626581,0.8429041,0.69492525,1.2403804,1.3380947,1.3468094,1.1819466,0.860466,0.81793153,1.2247347,0.8541271,0.5761832,1.2263696,0.8293672,0.92611957,1.2469476,1.3748705,1.426162,0.9282673,1.2333423,1.1383303,1.3261473,0.97830194,1.339694,1.0122452,1.0466568,0.8295937,1.1020464,1.3360357,0.99207115,0.8807043,0.8990096,0.7651156,1.3077718,0.79276824,1.2211608,1.3716469,0.900368,1.4364588,0.9860898,0.7521366,0.91686565,0.8815663,1.158758,0.7061137,1.2987739,0.9118569,0.8405803,0.35355067,0.89449835,1.2009623,1.2230041,0.8770551,1.2946262,1.2558181,0.924793,1.0258936,1.0559353,1.2349259,0.0,1.1173224,0.63740045,1.1762153,0.8007475,1.0409205,0.8720697,1.2648894,0.7853219,1.316628,0.84353864,1.1791673,0.7649618,1.3260448,1.111152,0.9124873,0.8726904,0.8023178,0.6379591,0.8429694,1.0853161,1.328922,0.9298402,0.6114105,1.0109926,0.9141022,1.1325928,0.5188283,0.76473576,0.8543042,1.0730944,1.3510779,1.3131778,1.1465845,1.3062811,1.2180094,1.1171755,1.3584183,0.99767417,1.1957564,1.0468153,0.89909464,1.2245266,1.0794849,1.1127523,0.52775204,1.2705297,0.7702214,1.0363283,1.007607,0.9416317,0.75734425,1.3015635,0.8881973,1.301306,1.1691377,0.94852966,1.3765225,1.143958,1.2239207,1.1950989,0.94667476,0.5338388,0.76860094,1.4714559,0.899617,0.9282667,0.9578468,1.3472757,1.3199946,0.90375566,0.9114568,1.1293986,1.3134022,0.7923212
hamburger,1.2515043,0.87627906,0.5209892,1.1415288,1.3046411,1.0151068,0.910652,0.45554197,1.1803876,1.378609,1.4894718,0.66137826,1.4496981,1.2278138,0.786687,1.4570031,1.2851992,0.9891883,0.7574297,0.7663908,1.4131396,0.22346413,1.1000453,1.0555289,0.84285676,0.9775507,1.1390101,0.8578342,1.2643204,1.2488003,0.8961488,1.1482394,1.1834326,1.151252,1.38199,0.51867104,1.3692731,0.3541485,0.5417382,1.4825145,0.8077688,1.1787914,1.2505186,1.1399332,1.37413,1.1176318,1.253329,0.6314708,1.2366698,0.9167727,1.0668458,0.74383235,0.61071014,0.917151,0.70799667,0.7537582,0.77448136,1.309123,0.5170049,1.1326867,0.69182324,1.1173224,0.0,1.1735456,0.6250797,1.1467439,1.2348247,1.2857615,1.0656366,1.2892761,0.6256751,1.3137374,1.1231036,1.1834668,0.7238742,0.94410425,1.2189295,1.3065703,1.1997094,0.9165166,1.0728801,0.56890035,0.7135353,0.836105,0.78018177,0.70769787,1.3475235,0.9807986,1.3167812,1.2616451,1.3827405,1.0370454,0.6235348,0.65665483,0.6586471,0.9643607,0.34525502,1.0353931,0.70534736,1.1272193,1.0563822,0.5365261,1.3910329,0.9609324,0.84766114,1.2961227,1.3094435,0.83452713,1.0860469,1.0638366,1.2338635,1.29295,1.4504623,0.4675908,1.3096685,0.49327093,0.8628193,0.73992836,0.6118571,0.8378948,1.0081923,0.5621455,1.2697002,1.3010526,1.3819168,0.6467518,0.65763795,0.61051345,1.2535982,0.7234905,0.97967774,1.2202486,1.1497674,1.1854097,0.6812898,1.3723257
hand,0.53098285,0.69512075,1.2862347,0.782143,0.36293662,1.1203988,1.3709846,1.3149654,1.2738062,0.7926996,0.8646282,1.2718155,0.8841342,0.51826286,1.3016548,0.89795154,0.94926834,1.228525,1.4610462,1.3758755,0.8899522,1.1843207,1.2815812,1.303816,1.1111308,1.4584714,1.1392661,0.72517705,1.0353098,1.1498687,1.3593434,1.2046186,0.8270439,0.90218794,0.7368592,1.4266592,0.95075214,1.2478156,1.3296119,1.0429899,1.4612958,0.8812247,0.862583,0.79052585,1.0434763,1.1083233,0.87031674,1.3583605,0.9866039,0.85522103,0.6924441,0.37959278,1.1732936,1.319505,0.661266,1.0569432,1.1194229,0.8813889,1.2097695,0.6064697,0.91387933,0.63740045,1.1735456,0.0,1.3399576,1.0321789,1.0386747,0.9971545,1.2287321,0.7376768,1.1510673,1.0019753,1.2657744,0.61114025,1.2057943,1.0297616,1.0187913,0.590097,0.92653847,0.6953404,0.8625406,1.1186582,1.1343215,0.7964551,0.6140192,0.8740014,1.0060707,1.2414033,0.5923905,0.7552941,0.7132323,0.94503933,1.2302135,1.0487622,1.2264942,1.3685551,1.175125,1.2443967,1.2629857,1.0398904,1.1789554,0.98003197,1.0743895,1.4047533,1.2754154,0.8409693,0.6532516,1.170923,0.7765603,0.84337795,1.0794709,0.84917426,0.7677392,1.2784591,1.0079725,1.3586888,0.747829,0.97716385,1.2655392,1.0294704,1.2797283,1.2825842,1.0674417,0.67500985,0.7297483,1.4428217,0.5480691,0.823604,0.587426,1.2561759,1.18748,0.758774,1.0532203,1.2203386,1.2746869,0.9776544
hat,1.4701278,0.82245237,0.3084938,1.4140335,1.4844642,0.6811712,0.37278926,0.5989335,1.1298648,1.5779314,1.494831,0.331038,1.505254,1.381319,0.79074913,1.4044281,1.3123732,0.8181608,0.42773533,0.72359425,1.5758485,0.60092825,0.9334317,0.68435204,0.87369215,0.5616442,1.1332266,1.1187996,1.2053806,1.0760036,0.7207861,1.1556426,1.1519078,1.0811988,1.3309127,0.58476794,1.3897259,0.7792872,0.33905268,1.4739677,0.40424246,1.2410731,1.3161725,1.043366,1.3582315,1.1578898,1.2632465,0.35671747,1.1588562,0.9410752,1.1494802,0.8382602,0.7489873,0.7418882,0.78417015,0.8487186,0.9687609,1.2376518,0.3069411,1.0038111,0.67290425,1.1762153,0.6250797,1.3399576,0.0,1.003997,1.0523937,1.2257674,1.0608695,1.3154595,0.6899221,1.3709959,0.96543473,1.2319975,1.0857629,0.9989375,1.1900525,1.3154459,1.3060656,1.1460569,1.2538046,0.3661269,0.53360295,0.8719307,0.928334,0.793772,1.4309769,0.95958465,1.4380257,1.3132459,1.4743464,1.1478065,0.46487534,0.55767906,0.664549,0.6364002,0.74249566,0.9163175,1.0054098,1.0444585,1.0010098,0.6599108,1.3729682,0.7351428,0.7021116,1.2194153,1.4025935,0.50642514,1.0560515,1.3266153,1.2379221,1.5153799,1.4295032,0.22331214,1.3080215,0.5636869,0.8225916,0.84329915,0.6238264,0.6901745,0.84501517,0.36089253,1.2820518,1.3433532,1.6099855,0.35959172,0.68985105,0.7328536,1.2453392,0.5781373,0.7684854,1.5607516,1.0983183,1.0094151,0.36222637,1.3436486
horse,1.0452296,1.0564306,1.0518944,1.0310556,1.0363765,1.1022427,1.0244312,1.0962876,1.0097631,0.9718137,0.9561781,0.9303733,1.0513432,1.0666094,0.90252423,0.9357545,0.92180383,1.0059307,1.0676064,1.1483841,1.0490016,1.1827356,0.9020164,1.1612581,0.98795867,0.92905784,0.72892773,1.1254168,0.67508787,0.95254016,1.0502886,1.0991293,0.91155595,0.91769737,0.8596328,1.0394367,1.0499038,1.2078686,0.9973259,0.9901375,1.0679874,1.0792693,0.9974272,1.191885,0.86681676,1.0566956,1.0095437,1.0600609,0.50579333,0.91280323,0.91865754,1.0629417,1.1596892,0.9952632,1.1010551,1.1464183,1.1089089,1.0077142,0.9274393,1.1766142,1.131407,0.8007475,1.1467439,1.0321789,1.003997,0.0,1.0065432,1.0181342,1.110599,1.0390937,1.0585294,1.013656,0.9500663,0.8897414,1.1428019,1.0998696,1.023845,1.2481172,0.9648965,1.0312057,1.0513458,0.9682292,1.0912974,0.9411198,0.96852624,1.0267333,1.022463,0.951706,1.0229566,1.037067,0.9755266,1.083263,1.0112967,1.0323087,1.0508208,0.99597,1.1385963,1.0084316,1.15466,1.0786347,1.0942825,1.0842209,0.8670883,1.0188926,0.9617654,0.99725914,1.0315286,1.0759778,1.0650175,1.1620333,0.9932346,0.98473537,0.8680699,1.0395954,0.82518893,1.0635852,1.1739538,1.2539136,1.1522479,1.038974,0.8829273,0.99541354,1.0245097,0.9058943,1.0511124,1.1447281,1.0682993,1.0030223,1.0015148,1.0509864,1.1251174,1.0361793,0.94933385,0.9748689,1.0165273,0.89871407
