,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,coat,cookie,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,duck,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,motorcycle,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,plant,plate,potato,pumpkin,purse,radio,refrigerator,rooster,sauce,scissors,shirt,shoe,shorts,shower,sink,slipper,snow,sock,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
coat,0.7661722,1.1862314,1.3640227,0.6759121,1.0841782,1.3808202,1.2086519,1.0096749,0.6961367,0.81081814,1.2648443,0.9397739,0.591205,1.2221627,1.0438561,1.1814283,1.2873238,1.3359638,1.1679808,0.9804718,1.2969868,1.1730615,1.0181975,0.9578138,1.2388601,0.44904637,1.0334485,1.2017316,0.69837743,0.0,1.300538,1.2758642,0.7068365,1.059709,1.4346317,0.84294134,1.3590902,1.127515,0.48313504,1.2827806,0.5862827,1.1536894,0.6487044,1.0771486,1.3193259,0.78614193,1.137552,1.196107,1.2384181,1.0908781,1.025247,0.9749321,0.95086056,1.176492,0.90723366,1.351206,0.61278665,0.76878566,1.3208141,0.9095093,0.7835851,0.41301256,1.1110597,0.51017046,0.76198804,0.77626944,1.1886821,1.0619212,0.86735374,1.1736615,1.3792758,1.2368155,1.2948335,1.0555321,1.3224189,0.7557006,0.81292623,0.48608565,0.4427204,0.8670639,1.2802116,1.3358345,1.1032214,1.20555,1.193538,1.1901715,1.2636817,1.0705812,1.2666007,1.0594363,1.2317195,0.6784991,1.127515,0.8776632,1.2939081,0.47022885,1.1631138,0.7843237,0.9595617,1.1179146,1.324592,0.68732715,1.0342631,1.2360995,1.3507519,1.0369651,0.36484778,0.7645687,1.2179651,1.2401358,1.0902914,0.9357261,1.15411,1.4046984,0.9459027,0.6249795,1.1965485,1.3203598,0.75679743
cookie,1.1287783,1.0213993,0.64023614,1.1694069,0.7229634,0.7081771,0.9503267,0.90394336,1.2321997,1.0413884,1.084757,1.055552,1.2248195,1.0291322,0.85572016,0.95874983,0.6925734,0.9657427,0.9477642,0.94565946,0.3857125,0.9706206,1.1373782,1.0010625,0.9976316,1.2730321,1.0265256,0.86365986,1.1454486,1.300538,0.0,0.8731746,1.2037442,1.1021798,0.99860877,1.0604552,0.9604119,0.90605164,1.1976128,0.9724039,1.2941047,1.088903,1.2298015,1.1755301,0.513174,1.1388311,1.0374935,1.0777428,0.8715421,1.0423062,1.1372205,0.93750083,1.1482763,1.1924461,1.0746672,0.82193625,1.2396662,1.1653839,0.98891014,0.72999525,0.9617803,1.2516401,0.8851396,1.2761465,1.1485193,1.0284411,1.1005145,0.718209,1.0683523,0.76098347,0.9102758,0.86571354,1.1191468,0.7919278,0.70985055,1.1984956,1.101719,1.2893578,1.3291224,1.0434407,1.1005657,0.9816034,1.1608146,0.8671961,0.9633985,0.93550056,0.5389577,0.84530634,0.87059236,0.82513994,0.8826571,1.2928243,0.90605164,0.9979574,1.0295739,1.2567286,0.90467703,1.2850498,1.1104974,1.1351014,1.0077718,1.2208681,1.1805028,0.9223807,1.024477,1.0360285,1.2567332,1.0960467,0.6049865,0.9701303,1.1477361,1.0155333,0.9075883,0.637867,1.0481013,1.1173736,1.133704,1.0267335,1.2387621
corn,0.9698568,0.9701004,0.5667114,1.25349,0.83409154,0.82160556,0.40802473,0.84547544,1.2971387,1.1842896,0.96312577,1.10261,1.1529137,0.89020926,1.0763645,0.86243176,0.94269437,1.0602785,0.9083842,0.83107364,0.80782676,0.9193993,1.1325252,1.0936323,0.7319693,1.2457526,1.1440524,0.98094004,1.264866,1.2758642,0.8731746,0.0,1.274518,0.6748814,0.8481896,1.1370051,1.0452043,0.9144014,1.2494342,1.0535246,1.3353586,0.9821646,1.139392,0.9040781,0.53727365,1.1963521,0.9872292,0.99831396,0.8899576,0.9788906,0.95206916,0.9180263,1.0170175,0.97836274,1.0670682,0.8192795,1.223449,1.125766,0.9208803,1.11831,1.2119857,1.2432626,1.0330242,1.2311918,1.2043091,1.2352066,1.0158601,0.633126,1.0371022,0.9747962,0.9603275,1.0105302,0.93508166,0.875062,0.65807724,1.2582244,1.0579339,1.1852466,1.25654,1.1731381,0.95571125,0.8723449,0.9608907,0.2908495,0.9612196,0.9062225,0.976695,0.6999978,0.96098286,0.9571063,1.0999502,1.2741631,0.9144014,0.8551399,1.030935,1.1949103,1.1199265,1.105118,1.1382016,1.0350966,1.0410646,1.0951284,0.9536562,0.77859163,0.8255068,0.9837495,1.2752897,1.2366276,0.79623973,0.98410064,0.95171344,0.96886224,1.0087972,0.9279055,0.9546391,1.1761234,1.0028906,0.9431323,1.2968088
couch,0.7214221,1.1944479,1.4073949,0.6947345,1.141186,1.4490302,1.3360558,1.013112,0.4413811,0.25918198,1.3260357,0.4154322,0.67115843,1.2520875,0.8853569,1.0749531,1.0439171,1.3667862,1.1339127,0.9182046,1.2005032,1.1405172,0.98650324,1.0660863,1.5090345,0.71895957,0.6445175,1.3315387,0.613695,0.7068365,1.2037442,1.274518,0.0,1.1043502,1.4725533,0.4326595,1.3679273,1.183475,0.6943399,1.3492361,0.58304393,1.0159253,0.713611,1.1816251,1.4322252,0.84225655,1.1335218,1.3689127,1.1791486,1.1646938,1.1863817,0.95827013,0.9656611,1.3450053,0.95856285,1.3968906,0.87337935,0.87801635,1.4356313,1.092272,0.69898546,0.5822244,1.0580133,0.48083788,0.7019156,0.71258247,1.3789158,1.1442095,0.8562482,1.0570453,1.3624275,1.1005846,1.3399036,1.32251,1.4708725,0.66488445,0.81254375,0.5316465,0.52579296,0.7627725,1.2226346,1.388498,1.2050694,1.3190982,0.9435534,1.0835204,1.0747604,1.3273802,1.3985122,1.1795989,1.2383611,0.690125,1.183475,1.0153947,1.1150315,0.6006049,0.89673823,0.61915576,0.7508148,0.929566,1.2574834,0.73206246,1.046583,1.3590485,1.4608848,0.96502304,0.54084265,0.48602957,1.1134644,1.214165,1.1764598,0.84623134,0.9764155,1.181786,0.82185686,0.8780056,1.2584121,1.4818206,0.65238905
cracker,0.9741737,0.884635,0.97186506,1.160075,1.046761,1.0571314,0.45481914,1.1519843,1.1675819,1.1197411,0.94209015,0.8867453,0.9763249,0.9772273,1.1342402,0.84135365,1.0746413,1.0527563,1.1433499,1.0946462,0.9038835,0.9513361,0.9686208,1.1784743,0.5742235,1.114083,1.1880023,1.2207339,1.1599276,1.059709,1.1021798,0.6748814,1.1043502,0.0,0.83136,1.083389,1.0268308,0.9568441,1.1345648,1.0738945,1.2200046,0.82679033,0.9942791,0.90401036,0.8877165,1.1307122,0.7267989,1.0020243,1.0489643,0.84927523,0.89857125,1.1520197,0.8914001,0.7829666,0.81719416,0.83602184,0.9964448,0.9187459,0.94793063,1.2939061,1.194805,1.0793079,1.0875632,1.0237123,1.1637816,1.1883901,1.1159225,0.87523663,0.89528835,1.121913,1.0144663,0.98627555,0.78954417,1.0467178,0.7680242,1.095699,1.0773989,0.9878522,1.0178415,0.99793214,0.8362627,0.9222464,0.9845736,0.65247786,0.7542926,1.034605,1.1198542,0.7336193,0.95077413,1.1242632,1.1541305,1.1017169,0.9568441,1.1192746,1.1040183,0.96816814,1.1425886,0.78954035,1.2382171,0.9217865,0.9109803,1.1497433,0.7561549,0.71990913,0.6747708,1.010858,1.0350969,1.2656821,0.9138727,0.9048945,0.83718,1.0435336,0.9294281,1.1404977,1.0950532,1.2337983,0.9604499,0.8658642,1.2434291
crayon,1.3472083,0.8466035,0.8121557,1.4551294,1.1857243,0.57416767,0.6532338,1.2930748,1.5238671,1.498692,0.3634807,1.2024765,1.444484,0.59821576,1.0988965,0.8114047,0.8543927,0.4508983,0.8958558,1.3509655,0.9330015,0.9793077,0.8224993,0.9301851,0.4604566,1.3241789,1.2356815,0.7589325,1.4014828,1.4346317,0.99860877,0.8481896,1.4725533,0.83136,0.0,1.4459198,0.34442896,0.9690669,1.4922142,0.55089027,1.4532311,0.8440781,1.4008179,0.6417402,0.861002,1.2790626,0.8007487,0.40117198,1.0060837,0.8989423,0.7038123,1.2646725,1.0615551,0.4349103,1.1674186,0.48738945,1.3328791,1.2551336,0.32987815,1.0810943,1.352546,1.4184227,1.0930477,1.4762046,1.25424,1.4510752,0.47412533,1.1426463,1.279489,1.040426,0.3547747,0.79678065,0.3176449,0.8251884,0.5051056,1.4443846,1.1867403,1.4574103,1.4180927,1.2188437,0.3197732,0.30969942,0.58933234,0.84691405,0.75884223,1.0422171,1.0114442,1.0087597,0.37929976,1.0614651,0.6948199,1.341825,0.9690669,1.2868772,0.6036372,1.3928642,1.0887413,1.1379901,1.2255224,0.80202734,0.51697445,1.1594479,0.9182771,0.4356463,0.36013508,1.1975216,1.5030832,1.5347037,0.9917506,0.7807363,0.56101584,1.2613201,0.89801,0.81452084,1.3147607,1.2846785,0.60295975,0.27051413,1.3744012
crib,0.7813048,1.2308433,1.20633,0.9276481,1.0094924,1.2973754,1.3180791,0.67873263,0.5777755,0.05332303,1.4023743,0.5355116,0.81995595,1.2769029,1.0289094,1.0319756,0.97883815,1.1812844,0.9544472,0.6974133,1.0592421,0.8891915,1.0562668,1.0547966,1.4084488,0.9317131,0.5244302,1.137151,0.73287725,0.84294134,1.0604552,1.1370051,0.4326595,1.083389,1.4459198,0.0,1.2594728,1.134232,0.75477815,1.2838964,0.7145524,0.9172038,0.8582096,1.2514706,1.239364,0.87601155,1.2465703,1.3679956,1.0971435,1.2159808,1.1652435,0.9713313,0.9683991,1.3216664,0.9895121,1.2943082,0.92923,0.99351335,1.3427187,1.0788832,0.70693207,0.8497968,0.96525455,0.7621773,0.78199446,0.668392,1.3159151,1.0874276,0.89237964,0.9524992,1.3508623,1.166625,1.3963716,1.2011023,1.3245702,0.6722291,1.0416576,0.7921301,0.7995596,0.8962521,1.2879872,1.3522768,1.2642133,1.1663375,1.0095658,1.0355638,0.93081903,1.1777027,1.302177,0.93151325,1.1534839,0.7492919,1.134232,0.8504898,1.1251225,0.9091193,1.0107578,0.90369546,0.82461095,0.9061072,1.3269173,1.013386,1.1543607,1.3010392,1.4019761,0.71427536,0.78094995,0.6105051,1.0448574,1.2727581,1.3051741,0.92021465,1.0480704,1.0310427,0.6744619,0.93880355,1.1761372,1.4018345,0.7298692
cup,1.3721645,0.96981084,0.86086357,1.3189974,1.136038,0.49980104,1.0204353,1.0996791,1.3637769,1.2995193,0.45626378,1.1286074,1.3884441,0.76681256,0.87561494,0.95200366,0.7927183,0.099957764,0.67956805,1.2170439,0.921938,0.65314865,0.71904474,0.8822031,0.68310434,1.337908,0.97605795,0.6531235,1.2766209,1.3590902,0.9604119,1.0452043,1.3679273,1.0268308,0.34442896,1.2594728,0.0,1.0818839,1.433024,0.27003527,1.290936,1.0377471,1.3456575,0.9677611,0.9381982,1.2157147,1.0748445,0.49070477,0.83831686,1.1251512,0.9035045,1.2023466,1.0517966,0.76660305,1.2410069,0.7961131,1.3400518,1.3653284,0.325356,0.9391204,1.233773,1.3972898,0.84271497,1.4782041,1.2457293,1.2916121,0.6168732,1.1498578,1.3198863,0.93960965,0.3024171,0.6349597,0.6245054,0.914165,0.65440655,1.2636073,1.2308974,1.4366055,1.4235842,1.2599579,0.43632364,0.6213076,0.9429359,1.1043183,0.76812917,0.918749,0.8922581,1.109089,0.34277982,0.92144436,0.4094928,1.1602813,1.0818839,1.2360387,0.63179195,1.4330912,0.98428357,1.2634404,1.1355224,0.802859,0.69924027,1.1906219,1.0514827,0.9155436,0.46932662,1.049964,1.4582673,1.342939,0.98574084,0.9672117,0.9965718,1.271023,0.7650062,0.57601607,1.2278486,1.2260678,0.62201655,0.51944274,1.2328621
deer,0.99877876,0.95995915,0.9687684,1.1692553,1.0997119,0.96398956,0.8742164,1.045488,1.1378853,1.1613499,0.9060025,1.0787079,1.2006005,0.8317989,1.0635257,0.974629,1.0093795,1.1069522,1.2319411,1.1876665,1.0415388,1.0398606,1.0126622,0.98333377,0.9910701,1.0555407,1.1457503,0.81116855,1.0943615,1.127515,0.90605164,0.9144014,1.183475,0.9568441,0.9690669,1.134232,1.0818839,0.0,1.004174,0.9745174,1.1571491,0.87529486,1.1668733,0.7969781,0.9538501,1.1490737,1.0789415,0.8893269,0.8798589,0.9522896,0.95822465,0.9315348,1.104137,0.87865925,1.0755847,1.0550889,1.2028507,1.2359514,0.90562284,0.85924655,1.0274355,1.1643351,0.9507677,1.2000546,1.0708295,1.1088047,0.936252,1.1517166,1.1902782,0.8604095,0.9635537,0.9968717,0.77805686,0.8536658,1.0050378,1.1227483,1.1618937,1.2367706,1.1887202,1.1534557,0.9891524,1.0160335,0.83306086,1.0029228,0.96745723,0.868315,1.1108282,0.9826605,1.0222243,0.80561876,0.9085732,1.1399093,-1.1920929e-07,1.0348444,0.9813997,1.1988633,0.8495875,1.1281061,1.0111227,1.023678,0.83110505,1.0869166,0.96831334,0.817297,1.016178,0.8888273,1.2060771,1.206211,0.8060002,0.9940917,0.9960839,1.1765764,1.0196476,1.020894,1.1513349,1.1069089,0.85502225,0.87233865,1.1664333
dog,0.5997468,1.2201551,1.2753389,0.72450197,1.0235947,1.4050457,1.2778692,0.92059875,0.69075227,0.7344695,1.3814673,1.0078294,0.7569675,1.15291,1.0801682,1.1638714,1.1911615,1.3787024,1.1496439,0.9421868,1.1781104,1.1364772,1.2058688,0.975811,1.3481863,0.20063972,1.0005887,1.2957245,0.84270775,0.48313504,1.1976128,1.2494342,0.6943399,1.1345648,1.4922142,0.75477815,1.433024,1.004174,0.0,1.27173,0.7220735,1.1383228,0.78645116,0.9891387,1.2451158,0.79169357,1.1038408,1.2086289,1.1228819,1.0644741,1.200973,0.7190387,0.89947325,1.1883266,0.7867875,1.3319118,0.64301693,0.8029249,1.3567698,0.88034934,0.6809272,0.6346949,1.0619016,0.62768185,0.75574374,0.8367171,1.3130887,1.0543594,0.80435336,1.0093637,1.3900439,1.2934219,1.3544253,1.0709399,1.3209869,0.7721352,0.7798484,0.67132914,0.6043739,0.9147824,1.3534011,1.3433182,1.0266958,1.1961358,1.2702727,1.0792849,1.1107243,1.061916,1.3762913,0.9824718,1.2933551,0.8457403,1.004174,0.8984399,1.3295646,0.6983316,0.99939585,0.88950115,1.0155387,1.2138598,1.2230765,0.77151126,1.0667231,1.2044961,1.4224825,0.8883527,0.5818523,0.661569,1.0896108,1.194918,1.1259942,0.9025524,1.2004924,1.2471108,0.7989197,0.69685805,1.1386491,1.3565416,0.7607554
doll,1.3047614,0.9318707,0.908338,1.2524899,1.2147251,0.6304905,0.9964426,1.1112229,1.3332925,1.3080487,0.49378693,1.1445091,1.3360045,0.62579876,0.8751989,0.9507927,0.8090284,0.3451891,0.7928239,1.2481191,1.0308223,0.83670163,0.7545707,0.8564352,0.7750602,1.1804732,0.9027276,0.6798651,1.2163037,1.2827806,0.9724039,1.0535246,1.3492361,1.0738945,0.55089027,1.2838964,0.27003527,0.9745174,1.27173,0.0,1.2731915,1.0707821,1.2843046,0.89462006,0.9922763,1.1578915,1.2083578,0.4528036,0.6440626,1.0762653,0.89751893,1.0820119,1.0270597,0.86351526,1.2755692,0.9928953,1.3067646,1.4160678,0.3345732,0.78865206,1.2673283,1.3192196,0.9422,1.4005057,1.3372285,1.2893517,0.650262,1.2176071,1.4168857,0.7847104,0.38540876,0.5754818,0.68728685,0.97693866,0.77342534,1.2748394,1.2589418,1.4158854,1.3250942,1.323493,0.51251394,0.7783229,0.90608716,1.1138415,0.72677714,0.79578835,0.97839296,1.0635955,0.45055282,0.83055896,0.37871718,1.1941856,0.9745174,1.233076,0.70688975,1.3722247,0.8043545,1.2186737,1.2402511,0.8841645,0.6637853,1.120209,1.0743877,0.9967359,0.6357846,0.9058001,1.3599172,1.3019841,1.0717082,0.9487512,1.1594051,1.3453655,0.7635765,0.52859247,1.2489731,1.1853474,0.5140775,0.6249368,1.1694933
door,0.81858695,1.1840751,1.3825035,0.67628956,1.0919868,1.3515937,1.3563724,0.9689875,0.3216306,0.68368953,1.2697159,0.81190175,0.74332047,1.2547693,1.0538833,1.1693606,1.2763901,1.2326758,1.0785851,0.9296805,1.2808635,1.1624185,0.76635087,0.9221125,1.3545108,0.6239377,0.685492,1.0701572,0.3167215,0.5862827,1.2941047,1.3353586,0.58304393,1.2200046,1.4532311,0.7145524,1.290936,1.1571491,0.7220735,1.2731915,0.0,0.9113423,0.78561246,1.1999888,1.3810475,0.795889,1.2012612,1.2533321,1.1009268,1.2255722,1.0624555,1.0119268,0.8850691,1.2669485,1.0113118,1.3863404,0.72845995,0.8729481,1.3977728,1.060066,0.8498267,0.69887984,1.0509249,0.665307,0.67811525,0.5976432,1.1179402,1.1053169,0.92969215,1.2243876,1.3440611,1.1734035,1.3287792,1.206656,1.392343,0.43634832,0.9164396,0.7001448,0.59865856,0.8811723,1.2446575,1.3968873,1.1882536,1.279022,1.2217412,1.0472152,1.1392285,1.2096039,1.2918072,1.1048377,1.1509465,0.28462702,1.1571491,0.9550961,1.1981218,0.7230709,1.0722195,0.7972077,0.5075371,0.92370695,1.388828,0.83543676,1.082399,1.349772,1.4168305,1.0396144,0.58992565,0.5606399,1.322899,1.3002994,1.1678803,0.9578941,1.0839465,1.3426119,0.9356841,0.7286782,1.0738251,1.4194746,0.24426007
drawer,1.115733,0.8993229,1.0348113,1.310139,1.1498895,1.0864425,0.8572503,0.8195499,0.9029833,0.96743315,0.7514531,0.7144018,1.2337713,0.8277582,1.1720847,0.84452695,0.97321016,1.1133335,1.1000886,1.1205789,1.0469623,1.0179752,0.80050397,0.91902363,0.7933293,1.0482984,0.84927976,0.84945196,1.0333618,1.1536894,1.088903,0.9821646,1.0159253,0.82679033,0.8440781,0.9172038,1.0377471,0.87529486,1.1383228,1.0707821,0.9113423,0.0,1.2149796,0.7115507,1.0917959,1.2218385,0.97223294,0.7796405,1.0248219,0.9926233,0.6495273,1.1786823,1.0324565,0.87825894,1.0891074,0.97790885,1.1968856,1.1706802,1.0253367,1.2378544,1.1929648,1.1674031,1.1082981,1.1614692,1.1367782,0.9621407,0.72267675,1.231539,1.1654583,1.1324806,1.1138792,0.92775536,0.75620353,0.97542924,0.98998564,0.93480253,1.2208978,1.2046564,1.1086118,1.0039471,0.78054416,1.0152558,0.7077108,0.928333,0.60360587,0.95137304,1.0832514,0.9521469,1.0558251,0.8737325,0.8201945,0.8440853,0.87529486,1.0553305,1.0662475,1.2202072,1.1053694,0.96457505,1.0884254,0.5387454,1.0084795,1.148449,0.85726136,0.7569637,0.8468516,0.9650291,1.229379,1.0802603,1.0013391,1.0602093,0.74923885,1.2222612,0.809947,1.1503307,1.0383282,1.2301403,0.61550075,0.90468866,0.97567445
dress,0.7246083,0.9957875,1.2786834,0.49366683,0.9904261,1.2940719,1.1397184,1.1163458,0.78306156,0.8151463,1.3349521,0.8859577,0.05045414,1.2714188,0.9546727,1.1100545,1.1877147,1.2721651,1.1897885,0.95683634,1.2217927,1.1096821,1.1588198,1.2259202,1.2286643,0.8458179,1.0286149,1.2635713,0.73911107,0.6487044,1.2298015,1.139392,0.713611,0.9942791,1.4008179,0.8582096,1.3456575,1.1668733,0.78645116,1.2843046,0.78561246,1.2149796,0.0,1.1956184,1.256826,0.7974796,0.95019305,1.391963,1.1946099,0.89085555,1.1651134,0.9611114,1.0038209,1.1409916,0.748317,1.16653,0.60482544,0.6516594,1.3659806,1.1719601,0.8145088,0.60262555,1.0706244,0.48740256,0.86889845,0.7606974,1.3133547,0.99678785,0.64094836,1.1446977,1.3446506,1.1262022,1.1559947,1.2608856,1.3066549,0.758304,0.8311112,0.36505163,0.5726462,0.7614647,1.3771119,1.2779962,1.2426645,1.1303513,1.1673852,1.147996,1.1070093,1.0010635,1.3147938,1.1059182,1.3907726,0.8434435,1.1668733,0.96165836,1.1916927,0.39431894,1.1319096,0.68701696,0.92279816,1.3106582,1.2364277,0.9522673,0.96654505,1.2721533,1.2621486,1.0706159,0.5165268,0.7298534,1.1852053,1.0121028,1.085117,0.7356197,1.0046709,1.2428232,0.91823184,0.8785039,1.3211687,1.2780089,0.8190986
duck,1.0458457,0.8774789,0.9198592,1.3020401,1.187778,0.9760812,0.7555111,1.1291807,1.2172068,1.2995552,0.79924035,1.2352582,1.2133924,0.4232216,1.2978287,0.9812057,1.1513239,1.0615369,1.0563426,1.2074087,1.0241653,1.1786978,1.0620347,1.0148546,0.6842319,0.8858838,1.2990891,0.9771036,1.2087799,1.0771486,1.1755301,0.9040781,1.1816251,0.90401036,0.6417402,1.2514706,0.9677611,0.7969781,0.9891387,0.89462006,1.1999888,0.7115507,1.1956184,0.0,0.9193047,1.1402397,0.9214983,0.35489476,1.0637914,0.880312,0.74555075,1.1253481,1.0052958,0.7040254,1.1607395,0.804974,1.1255687,1.1867123,0.81569123,1.1303493,1.2453856,1.1101744,1.2168546,1.0930316,1.1966096,1.256343,0.6878332,1.1370374,1.2285435,1.2411793,0.92264783,1.1199826,0.66123724,0.97836,0.7326269,1.2422237,0.99852145,1.2189684,1.0150934,1.1581948,0.713994,0.9585176,0.08380884,0.8238484,0.8473658,1.0191561,1.2239931,0.93764675,0.81453115,1.0500823,0.968671,1.241352,0.7969781,1.1557359,1.0018396,1.1297016,1.2116708,1.0763844,1.0998317,0.88402915,0.80368894,0.8578079,0.7861873,0.7239647,0.724674,1.2211149,1.1314217,1.2426008,0.8984512,0.886974,0.5261014,1.3409721,1.1073675,1.208729,1.1396757,1.0870147,0.6462669,0.7580202,1.2512693
egg,1.1391846,0.85372114,0.22825027,1.2698582,0.39464962,0.4066186,0.6141905,1.0247098,1.4220514,1.2922685,1.0873168,1.2751513,1.2740498,0.93422616,1.07189,0.9130329,0.924853,0.97955406,0.8851399,0.879332,0.44271815,1.010158,1.2439873,1.0279398,0.5816223,1.2988403,1.1963065,0.9459889,1.3111818,1.3193259,0.513174,0.53727365,1.4322252,0.8877165,0.861002,1.239364,0.9381982,0.9538501,1.2451158,0.9922763,1.3810475,1.0917959,1.256826,0.9193047,0.0,1.1387148,0.8308503,0.9633878,0.8496044,0.962797,1.1505151,0.9367654,1.0722773,0.9849492,1.0570742,0.69524807,1.1839108,1.1219565,0.8418257,0.99123204,1.2884463,1.336458,1.0039691,1.3034995,1.3016027,1.2150773,1.0171218,0.4880126,1.0478541,0.98182553,0.8138903,1.03131,1.0182451,0.7065712,0.2659279,1.3677263,1.1097833,1.3637922,1.3284736,1.195759,1.0363356,0.861622,0.95142484,0.44907868,1.0476533,0.9069569,0.8301589,0.4297257,0.6932306,1.0062903,0.9897703,1.3700829,0.9538501,0.9395247,1.081914,1.2976534,1.0841408,1.2502456,1.1439345,1.1130873,0.9486241,1.215273,0.94732374,0.8452859,0.70113975,1.1052487,1.3315654,1.270499,0.68148375,0.88548595,0.9724888,1.1738096,1.1080557,0.8252826,1.0363431,1.1372122,1.1007668,0.89049166,1.3348435
face,0.8894997,1.0896007,1.1295974,0.78668714,0.97465897,1.1760857,1.3104963,1.0872655,0.8765143,0.8623131,1.3224125,1.117365,0.7586416,1.2396135,1.0455413,1.1031682,1.17537,1.1802069,0.9869016,0.8926379,1.114341,1.1611775,1.2301683,1.0004956,1.2222364,0.8472403,1.0098867,1.1785547,0.89539355,0.78614193,1.1388311,1.1963521,0.84225655,1.1307122,1.2790626,0.87601155,1.2157147,1.1490737,0.79169357,1.1578915,0.795889,1.2218385,0.7974796,1.1402397,1.1387148,0.0,0.9658179,1.2061642,1.1102048,0.98688877,1.1238399,0.8837991,0.83205336,1.0045704,0.9601495,1.1063793,0.48249245,0.7706419,1.1809525,0.9542173,0.86901885,0.7246834,1.1212996,0.71217024,0.8207002,0.9014181,1.1947304,1.0477737,0.8762132,1.0711629,1.1682348,1.2764289,1.2921077,1.1412807,1.1328654,0.8690273,0.8087846,0.75275165,0.73417014,1.0060563,1.2469714,1.153641,1.1338537,1.1703224,1.3373566,1.0966817,1.1003065,1.1317424,1.103112,1.204644,1.1710329,0.93731105,1.1490737,0.9310786,1.0294217,0.7395745,1.0873141,1.0276637,0.8599874,1.2012382,1.209256,0.82080555,1.0979129,1.2349368,1.2217221,1.1046318,0.652891,0.7119194,1.1474237,1.012639,1.1088766,0.86488247,1.2709529,1.1577315,0.8778995,0.7142992,1.262144,1.205495,0.7961558
finger,1.0233884,0.50066936,0.89976484,0.9608582,0.74050003,0.85163456,0.72375375,1.358875,1.2149924,1.2555841,0.9405719,1.0717376,0.95586044,1.1058664,1.2233229,1.0479721,1.2665133,1.0792458,1.2301519,1.2051433,0.8698882,1.1589749,1.1816933,1.1606659,0.56380767,1.1323954,1.3179036,1.2285192,1.2298595,1.137552,1.0374935,0.9872292,1.1335218,0.7267989,0.8007487,1.2465703,1.0748445,1.0789415,1.1038408,1.2083578,1.2012612,0.97223294,0.95019305,0.9214983,0.8308503,0.9658179,0.0,1.0715665,1.3139081,0.4055689,1.0279677,1.1379776,0.96498334,0.53150225,0.48341227,0.42672253,0.828406,0.40780318,1.0097557,1.2662021,1.1930875,1.1203681,1.1388221,0.91081023,1.0188024,1.1871386,0.9806621,0.8212622,0.514334,1.3178009,0.8970616,1.1605318,0.6860372,0.8646158,0.83538055,1.1805086,1.0774225,0.97652227,0.91538346,0.8596172,1.0895268,0.6235908,0.89335936,0.834461,1.0270041,1.276277,1.1449826,0.690132,1.0420744,1.2573873,1.2863985,1.1595525,1.0789415,1.2031337,1.0690325,0.9628017,1.0514061,0.76596946,1.0738627,1.0061545,0.5852358,1.1927426,0.51845,0.7127456,0.60019875,1.2467346,1.0650104,1.2956764,0.9691142,0.38331175,0.5003934,1.0283792,1.102873,1.2753549,1.2079587,1.147653,1.1568435,0.63979226,1.1758139
fish,1.2946949,0.94337165,0.8803457,1.3848858,1.2307072,0.72788477,0.8848902,1.1473856,1.3249824,1.4087871,0.42817152,1.2199934,1.4333422,0.39960426,1.0618104,0.9573208,0.9708598,0.64689255,0.8791519,1.3115921,1.0070297,1.069568,0.759249,0.6750604,0.58523613,0.9866713,1.1483251,0.7946128,1.2442579,1.196107,1.0777428,0.99831396,1.3689127,1.0020243,0.40117198,1.3679956,0.49070477,0.8893269,1.2086289,0.4528036,1.2533321,0.7796405,1.391963,0.35489476,0.9633878,1.2061642,1.0715665,0.0,0.9595373,0.99287206,0.59753036,1.1612965,1.0480056,0.7129907,1.3408384,0.88942355,1.290632,1.3451159,0.4971887,0.9262435,1.3513284,1.3269107,1.0884085,1.4016101,1.2656809,1.3713369,0.5463561,1.2355745,1.454385,0.9922643,0.54521346,0.81498176,0.5576948,0.89031065,0.6905227,1.3103004,1.1581614,1.4265072,1.2915542,1.2961934,0.36872017,0.80304325,0.3216709,0.9817637,0.67826486,0.988418,1.1187307,1.0147686,0.5262263,1.0057813,0.53497416,1.2116122,0.8893269,1.2257411,0.843961,1.3759143,1.0858057,1.0877538,1.1671973,0.7482573,0.7034212,0.9791014,0.97237456,0.8429084,0.52193475,1.208837,1.4135593,1.4043717,1.0347769,0.95046556,0.72546476,1.4652413,0.8916644,0.87771434,1.301037,1.0770695,0.5305599,0.5929324,1.2168844
