,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,coat,cookie,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,duck,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,motorcycle,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,plant,plate,potato,pumpkin,purse,radio,refrigerator,rooster,sauce,scissors,shirt,shoe,shorts,shower,sink,slipper,snow,sock,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
stroller,0.90908974,1.140489,1.0286015,1.0819652,1.0342201,1.0536737,1.1256193,0.65922993,0.9400258,0.77590436,1.1070817,0.7910694,1.0802802,1.0046839,0.9009963,0.94261754,0.84478605,0.97104955,1.0338483,0.89536715,1.1658839,0.7133614,0.92908466,1.0133288,1.180902,1.0771902,0.65723014,0.909055,1.0259355,1.0369651,1.0360285,0.9837495,0.96502304,1.010858,1.1975216,0.71427536,1.049964,0.8888273,0.8883527,0.9058001,1.0396144,0.9650291,1.0706159,1.2211149,1.1052487,1.1046318,1.2467346,1.208837,0.7362573,1.0889628,1.1173924,0.939,0.9853533,1.2037847,0.9318912,1.187567,1.1528336,1.1677276,1.0894781,0.84617674,0.9191567,1.05479,0.83463025,1.0377196,1.0552369,0.94382817,1.0634006,1.203144,0.98528355,0.6898503,1.0778099,0.8622696,1.1273369,1.1431725,1.2798531,0.8762479,1.170848,1.0674949,1.0672522,1.073797,1.1166676,1.0693506,1.249035,1.1327155,0.8962238,0.77164197,0.99109644,1.0455165,1.1794506,0.5854442,0.9320394,0.92869484,0.8888273,0.94151944,1.001615,1.1421777,0.72907716,1.1662947,1.0846834,0.981113,1.0076199,1.0471911,1.1239307,1.107516,1.1120989,0.0,1.0331045,0.887254,0.9781309,1.1090417,1.3406055,0.9804757,0.83572114,0.7735232,0.7907183,1.1021587,0.9349618,1.188891,0.9777193
sweater,0.6642199,1.1992285,1.3626719,0.48471177,1.0565135,1.4839227,1.2413254,1.1085606,0.6253605,0.7272545,1.4946212,0.91898113,0.44555295,1.3330551,1.0884981,1.1621807,1.2975883,1.382849,1.1408793,0.89674544,1.236994,1.251763,1.1600753,1.222145,1.412951,0.62120116,1.0457577,1.3475361,0.6010562,0.36484778,1.2567332,1.2752897,0.54084265,1.0350969,1.5030832,0.78094995,1.4582673,1.2060771,0.5818523,1.3599172,0.58992565,1.229379,0.5165268,1.1314217,1.3315654,0.652891,1.0650104,1.4135593,1.2780802,1.0936011,1.1871516,0.8961793,0.8409608,1.2394016,0.75995326,1.2962439,0.5510007,0.6347584,1.4459989,1.0609422,0.79343706,0.1677196,1.1615328,0.22280109,0.68372846,0.683193,1.3499312,1.0233252,0.67851907,1.1732234,1.4483101,1.3619168,1.3891909,1.2754701,1.3562515,0.6936132,0.6432974,0.30031407,0.26516843,0.74672407,1.36604,1.3605397,1.186206,1.1971871,1.2366673,1.2146612,1.2177372,1.1629262,1.3535607,1.2667739,1.4084823,0.735828,1.2060771,0.9467956,1.1443372,0.13436735,1.1592612,0.70553637,0.87254757,1.2338965,1.3640456,0.74494433,1.0297375,1.3010203,1.4698117,1.0331045,0.0,0.5644145,1.1542042,1.1909244,1.0727819,0.7692046,1.291818,1.3902183,0.872138,0.75996864,1.3311391,1.4446373,0.7632004
table,0.7249845,1.421843,1.220928,0.6181653,1.0353221,1.3697985,1.415566,0.6844272,0.41598773,0.54147923,1.5077641,0.88181764,0.70507526,1.3967707,0.99852103,1.2406967,1.1321074,1.2655423,0.7146836,0.5336919,1.1314833,1.063732,1.1317513,1.159611,1.5502839,0.73174095,0.7206868,1.2437296,0.62992835,0.7645687,1.0960467,1.2366276,0.48602957,1.2656821,1.5347037,0.6105051,1.342939,1.206211,0.661569,1.3019841,0.5606399,1.0802603,0.7298534,1.2426008,1.270499,0.7119194,1.2956764,1.4043717,1.0824307,1.3182079,1.237403,0.8396802,0.962268,1.3976551,1.0697527,1.3300341,0.7867843,0.8829105,1.5220338,1.0157572,0.5251109,0.62229776,1.0556062,0.5981113,0.65789086,0.44244504,1.3891681,0.9895507,0.88468134,1.1083174,1.3632812,1.2988535,1.5891975,1.2606206,1.3674626,0.48877007,0.76954865,0.67166746,0.6765919,0.8705191,1.393228,1.4427567,1.2817562,1.2819521,1.3631015,1.0215449,0.8072233,1.2924302,1.3306751,1.1511918,1.2148001,0.6620777,1.206211,0.702304,1.0537344,0.6929751,1.1510873,1.0121138,0.767135,1.0793985,1.5135987,0.67724234,1.3225012,1.3784902,1.5184389,0.887254,0.5644145,0.0,1.1191666,1.3697629,1.2950525,0.68189,1.2060716,1.1238286,0.48314136,0.69066,1.3167822,1.5424035,0.59299207
tape,1.0299467,0.93767494,0.8535044,1.2073815,0.8739979,0.8421109,0.8863548,0.9015029,1.2689571,1.0609547,1.0556495,1.045639,1.1612103,0.9342632,0.99578714,0.99595803,0.86371565,0.9703366,1.0916308,1.0499892,0.7336626,0.81707764,1.191619,1.0583519,1.0564997,1.2483394,1.1427053,0.8510701,1.2080109,1.2179651,0.6049865,0.79623973,1.1134644,0.9138727,0.9917506,1.0448574,0.98574084,0.8060002,1.0896108,1.0717082,1.322899,1.0013391,1.1852053,0.8984512,0.68148375,1.1474237,0.9691142,1.0347769,0.9243996,0.9647764,1.1996435,1.0088012,1.0809163,1.0374672,0.954427,0.8209841,1.2149177,1.1289982,0.9258943,0.9622252,0.90770495,1.1641037,0.94243294,1.163589,1.0418851,1.161705,1.158513,0.8737424,0.97127223,0.96190125,0.94484496,0.95687795,1.008149,0.90799844,0.8668237,1.1725895,0.97437763,1.2044023,1.19889,1.0428135,1.0685965,0.9513197,0.9597093,0.937402,0.92645586,0.9523004,0.94833314,0.9986498,0.99562526,0.8237753,0.9495056,1.3342259,0.8060002,1.0624179,0.9093122,1.1684115,0.8500171,1.2477413,1.0916007,1.0742145,0.8017686,1.0785321,0.8981085,0.9180587,0.9759707,0.9781309,1.1542042,1.1191666,0.0,0.90154165,0.97405577,1.0810891,0.9261447,0.81957734,1.0728713,1.1173276,1.0597813,0.9100132,1.3384411
toe,1.1808414,0.19314396,0.9219446,1.023296,0.93345416,0.85919505,0.8033663,1.2848942,1.324153,1.2856836,0.84617656,1.1119397,1.0560561,0.9470345,1.1587508,1.0141811,1.0967629,0.9595963,1.2197533,1.2555715,0.9259651,1.1118066,1.1623696,1.1696599,0.6641014,1.235514,1.2307591,1.0016218,1.2477012,1.2401358,0.9701303,0.98410064,1.214165,0.9048945,0.7807363,1.2727581,0.9672117,0.9940917,1.194918,0.9487512,1.3002994,1.0602093,1.0121028,0.886974,0.88548595,1.012639,0.38331175,0.95046556,1.0581867,0.078195274,1.0408198,1.1425334,1.0819099,0.6122968,0.7029032,0.5195131,0.9613387,0.6908392,0.82087,1.0400345,1.1847357,1.2228472,1.0825526,0.98034513,1.097724,1.3310838,0.8527888,1.0294871,0.786389,1.116238,0.68185526,1.0111017,0.64463294,0.8809932,0.88834167,1.3092102,1.1564941,1.1297535,0.9496254,1.0133814,1.0425988,0.6400923,0.8527831,0.90404916,0.92100036,1.0633013,1.1386257,0.84244186,0.9620537,1.0404712,1.0709485,1.2742171,0.9940917,1.2792935,0.90825826,1.1383098,0.7666062,1.041234,1.0698181,1.0650871,0.38449937,1.2119395,0.4541067,0.82297873,0.64560676,1.1090417,1.1909244,1.3697629,0.90154165,0.0,0.7648673,1.0726383,1.073044,1.0614579,1.3306767,1.2180781,0.96012527,0.56653476,1.2480755
tooth,1.1028503,0.8315108,0.9714174,1.1953847,0.98694503,0.9424327,0.77070296,1.2696466,1.2234975,1.34179,0.69518757,1.1674649,1.093067,0.81702936,1.229632,0.985156,1.1904335,1.0422714,1.16115,1.2423731,0.9283015,1.174456,1.0356443,1.0002997,0.64450884,1.0074047,1.349213,1.0171195,1.194118,1.0902914,1.1477361,0.95171344,1.1764598,0.83718,0.56101584,1.3051741,0.9965718,0.9960839,1.1259942,1.1594051,1.1678803,0.74923885,1.085117,0.5261014,0.9724888,1.1088766,0.5003934,0.72546476,1.2874316,0.7681873,0.7103436,1.2455702,1.0048642,0.58696634,0.8395197,0.52695596,1.0035633,0.79878044,0.9296736,1.2651302,1.2005707,1.0551398,1.2251236,1.0170625,1.0390577,1.2330422,0.73947,1.021586,0.85760546,1.3422348,1.007865,1.1235023,0.53101915,0.9134063,0.80563134,1.2347786,0.9685778,1.0435152,0.9774102,0.9303,0.8069112,0.66615427,0.5289246,0.84740824,0.92995024,1.2317114,1.1232386,0.89037013,0.9243473,1.2579474,1.1698462,1.161681,0.9960839,1.0845436,0.95211303,0.97127926,1.2622921,0.8461902,1.0830597,0.90433455,0.78522867,1.0103334,0.7596686,0.5047099,0.6479565,1.3406055,1.0727819,1.2950525,0.97405577,0.7648673,0.0,1.0600342,1.0494865,1.2963011,1.2150794,1.1146848,0.8520328,0.65380937,1.2111064
toothbrush,0.88057524,1.1789176,1.1757023,0.6538377,1.019983,1.2806563,1.0960175,0.90429795,0.7751932,0.86797166,1.2966897,0.97039944,0.73359334,1.3533908,0.8069301,1.0517396,0.9081331,1.2088526,0.91452336,0.7126162,1.0357668,0.9301887,1.1608236,1.2272278,1.3119891,1.0048454,1.063253,1.2301967,0.9781256,0.9357261,1.0155333,0.96886224,0.84623134,1.0435336,1.2613201,0.92021465,1.271023,1.1765764,0.9025524,1.3453655,0.9578941,1.2222612,0.7356197,1.3409721,1.1738096,0.86488247,1.0283792,1.4652413,1.1132892,1.0346353,1.0136858,0.83620864,1.0535929,1.1877168,0.8597741,1.0095586,0.8209724,0.69542366,1.3774903,1.0763397,0.73112345,0.74569917,0.90449154,0.79361486,0.7822978,0.78041816,1.301889,0.845746,0.7365007,1.0116998,1.2828501,1.0739484,1.2956635,1.2168468,1.2853215,0.73020923,0.8101204,0.66200644,0.90928745,0.57295775,1.2470841,1.0279108,1.3430984,1.0506517,1.2895505,1.0792446,0.8274855,1.1644261,1.3152244,1.1730821,1.3506929,0.88906515,1.1765764,0.68741494,1.014732,0.7110472,1.0078344,0.9361602,0.9334516,1.1459942,1.2425513,0.8894799,1.1857059,0.9694013,1.2874554,0.9804757,0.7692046,0.68189,1.0810891,1.0726383,1.0600342,0.0,1.0514643,0.9885079,0.6705586,0.9365977,1.3373978,1.2628847,0.966832
towel,1.1586365,0.9757394,1.1429417,1.1949351,1.2476243,0.99312174,0.9164989,0.9057672,0.995473,1.015208,0.6540873,0.7082443,0.9664347,0.8649914,0.3714379,1.000577,0.7144841,0.8409098,1.1415884,1.2421949,0.9826487,0.8103653,0.77313256,0.8630352,0.97214526,1.1615632,0.6939958,0.7969948,1.0827094,1.15411,0.9075883,1.0087972,0.9764155,0.9294281,0.89801,1.0480704,0.7650062,1.0196476,1.2004924,0.7635765,1.0839465,0.809947,1.0046709,1.1073675,1.1080557,1.2709529,1.102873,0.8916644,0.86261445,1.1025275,0.77918255,1.1959345,1.1706129,1.1119,1.155674,1.004154,1.3030818,1.3434018,0.9036478,1.0178139,1.096956,1.2526593,0.7556261,1.2490852,1.2554317,1.0735317,0.83315754,1.2528394,1.1920806,0.9218113,0.9441627,0.16062057,0.81320405,0.9809654,1.1407077,0.892004,1.1615189,1.1722896,1.2182903,0.7730168,0.8727359,0.97828865,1.1340444,1.1363627,0.5172672,0.88704365,0.9925808,1.1139995,0.95205045,0.6556933,0.7045989,0.95414037,1.0196476,1.1679643,1.0646836,1.2334312,0.82789195,1.0897822,1.0804693,0.76090467,0.90562826,1.1381044,0.98361593,0.9675253,0.89097214,0.83572114,1.291818,1.2060716,0.9261447,1.073044,1.0494865,1.0514643,0.0,0.7741369,1.1946611,1.1794974,0.8100827,1.0129294,1.0431207
toy,1.1980983,1.1393592,0.8117709,1.2127781,1.015693,0.73456156,1.1212677,0.90390193,1.2935214,1.0136446,0.8962655,1.0450834,1.291315,0.8023722,0.6566425,0.8312168,0.15523267,0.57607764,0.8219975,0.9685272,0.8729348,0.6714653,1.0038655,0.8516277,1.0736356,1.388755,0.88292646,0.7295333,1.2660398,1.4046984,0.637867,0.9279055,1.181786,1.1404977,0.81452084,1.0310427,0.57601607,1.020894,1.2471108,0.52859247,1.3426119,1.1503307,1.2428232,1.208729,0.8252826,1.1577315,1.2753549,0.87771434,0.6268041,1.1726916,1.1674424,0.9181821,1.125565,1.1794974,1.2035925,0.9715675,1.3596978,1.3445761,0.73913133,0.64834094,1.0119176,1.3274615,0.71487486,1.4069774,1.1603929,1.193933,1.014106,1.0469732,1.205853,0.44551992,0.7075237,0.64374375,1.0274937,1.0235411,0.90671307,1.2375369,1.2169058,1.3561171,1.4413532,1.1637903,0.81638414,0.86824083,1.1824455,1.1107717,0.86510706,0.7476808,0.77194893,1.0578827,0.79726636,0.7271208,0.60131025,1.2895219,1.020894,1.0227894,0.81766677,1.4421928,0.6987026,1.3145254,1.1548821,1.0775971,0.8933265,1.1289818,1.3158677,1.1095332,0.90121937,0.7735232,1.3902183,1.1238286,0.81957734,1.0614579,1.2963011,0.9885079,0.7741369,0.0,0.89074266,1.1152147,0.95826143,0.92395294,1.1831695
tray,0.72705036,1.3856878,0.995746,0.8812741,0.9548401,1.2635447,1.1739211,0.5041429,0.8192078,0.6976039,1.3957274,1.0404643,0.90491825,1.3007972,1.0026633,1.039973,0.8867054,1.1697357,0.46524596,0.29124123,1.0347896,0.87730557,1.287451,1.1688514,1.3100085,1.0099709,0.93660057,1.157203,0.9857344,0.9459027,1.0481013,0.9546391,0.82185686,1.0950532,1.3147607,0.6744619,1.2278486,1.1513349,0.7989197,1.2489731,0.9356841,1.0383282,0.91823184,1.1396757,1.0363431,0.8778995,1.2079587,1.301037,1.0369449,1.2641935,1.2150971,0.76364255,0.9685147,1.2963582,1.046738,1.1749374,0.8852422,0.92471045,1.3822565,1.1272501,0.7802057,0.8661597,1.0099293,0.87122744,0.8991871,0.72278655,1.3264827,0.8836321,0.92801154,0.97023904,1.2699882,1.2394958,1.4523664,1.1655968,1.1666574,0.7620356,0.802993,0.8552771,0.9560554,0.8883296,1.2609364,1.2284325,1.1714424,1.011596,1.3243964,1.0333129,0.8085841,1.0884476,1.2527429,1.0381656,1.1365558,1.0066689,1.1513349,0.41619116,1.0451136,0.96555936,1.1497226,1.1471993,0.96137613,1.1030599,1.447366,0.78735864,1.3261673,1.1594205,1.3118544,0.7907183,0.872138,0.48314136,1.0728713,1.3306767,1.2150794,0.6705586,1.1946611,0.89074266,0.0,0.88619995,1.2655913,1.3783972,0.91584074
tree,0.85347766,1.305115,1.1375797,0.7770481,1.0391397,1.2407247,1.265758,1.00026,0.82451534,0.89615154,1.2772661,1.11391,0.86641717,1.1443363,0.9675081,0.96762925,1.0976939,1.2234224,0.94587046,0.8923804,1.1249998,1.2363777,1.2210634,0.53588545,1.3102225,0.6799834,1.0121893,1.1246343,0.78911054,0.6249795,1.1173736,1.1761234,0.8780056,1.2337983,1.2846785,0.93880355,1.2260678,1.1069089,0.69685805,1.1853474,0.7286782,1.2301403,0.8785039,1.0870147,1.1372122,0.7142992,1.147653,1.0770695,1.11188,1.1576297,1.1388912,0.9196853,0.9717642,1.1615744,1.1324065,1.223856,0.8156958,0.92507046,1.2579837,0.68697345,0.77771556,0.77435875,1.0381013,0.8365945,0.8337866,0.86002266,1.1985967,1.0017793,1.0442685,0.95788944,1.1980803,1.2024169,1.3251965,1.1039264,1.1693077,0.8554949,0.78642577,0.8427958,0.8557213,0.9709554,1.1896825,1.250116,1.0640433,1.1977272,1.3916981,1.0748155,1.0429139,1.1453849,1.1458083,1.0652025,1.091606,0.9624575,1.1069089,0.89818734,1.0846394,0.8430943,1.0695918,1.0260544,0.8149177,1.1444428,1.2975638,0.67280364,1.2481055,1.271471,1.3054979,1.1021587,0.75996864,0.69066,1.1173276,1.2180781,1.1146848,0.9365977,1.1794974,1.1152147,0.88619995,0.0,1.3008295,1.2736259,0.6613419
vacuum,1.267427,0.8344799,1.0432005,1.3378502,1.2825027,0.77759326,0.8971946,0.95956993,1.1459656,1.2473835,0.4977579,1.0108294,1.3777332,0.58913916,1.1071123,0.9284366,0.9627231,0.64977777,1.0381929,1.2823577,1.1591487,0.8389856,0.6219338,0.952924,0.71514845,0.97558725,0.8483858,0.64079505,1.1595025,1.1965485,1.133704,1.0028906,1.2584121,0.9604499,0.60295975,1.1761372,0.62201655,0.85502225,1.1386491,0.5140775,1.0738251,0.61550075,1.3211687,0.6462669,1.1007668,1.262144,1.1568435,0.5305599,0.6678139,1.0318573,0.7278642,1.2406186,1.092424,0.780494,1.1933568,0.97066796,1.3086959,1.3767813,0.49743712,1.0615969,1.2318108,1.277406,1.0450622,1.3681784,1.3292588,1.2600098,0.48237818,1.3320191,1.3865665,1.0445154,0.72653055,0.7127686,0.5289162,0.8998029,0.8559387,1.1821492,1.275259,1.3711373,1.2424115,1.2897893,0.6210879,0.7788745,0.67394876,0.9688384,0.5948211,0.75120866,1.1215842,1.0416533,0.65483,0.72392917,0.59775937,0.98368937,0.85502225,1.2072824,0.85956967,1.3301216,0.9076822,1.1417454,1.1973578,0.74373204,0.7091292,1.1708133,0.8870313,0.7629118,0.6707691,0.9349618,1.3311391,1.3167822,1.0597813,0.96012527,0.8520328,1.3373978,0.8100827,0.95826143,1.2655913,1.3008295,0.0,0.63023025,1.1230242
watch,1.3791078,0.59336746,0.8663943,1.306217,1.1312774,0.6357489,0.7426613,1.2488166,1.5035098,1.4748931,0.4228016,1.2180371,1.3496126,0.7453327,1.199831,0.9225937,0.98168844,0.57227993,1.0447905,1.376994,0.991471,1.0090429,0.9321394,1.0287135,0.48205853,1.2450866,1.2265155,0.7090674,1.3723724,1.3203598,1.0267335,0.9431323,1.4818206,0.8658642,0.27051413,1.4018345,0.51944274,0.87233865,1.3565416,0.6249368,1.4194746,0.90468866,1.2780089,0.7580202,0.89049166,1.205495,0.63979226,0.5929324,0.9914782,0.6553808,0.88199955,1.3005047,1.1081449,0.22267407,1.0636678,0.49993622,1.1828423,1.0772756,0.34805393,1.044652,1.3097202,1.3974626,1.1219343,1.4203658,1.1486255,1.3948421,0.5740766,1.1120318,1.1816268,1.0527782,0.3701707,0.91957694,0.3353232,0.65931594,0.6271936,1.3882681,1.2418023,1.4064503,1.3409353,1.2731805,0.58571905,0.34105515,0.6885381,0.90447825,0.8103573,1.0404757,1.1300431,0.9067738,0.5245908,0.9163358,0.7197844,1.3167063,0.87233865,1.3407393,0.662105,1.335742,0.9530105,1.1291927,1.1976858,0.8846061,0.33069217,1.2459714,0.73536986,0.53656995,0.4143991,1.188891,1.4446373,1.5424035,0.9100132,0.56653476,0.65380937,1.2628847,1.0129294,0.92395294,1.3783972,1.2736259,0.63023025,0.0,1.3641889
window,0.80977064,1.1677966,1.2837082,0.77044606,1.076384,1.2617214,1.3274438,0.990307,0.49177766,0.7001278,1.2305076,0.8211336,0.798538,1.1839566,0.9863537,1.0813522,1.120806,1.2182996,1.0706275,0.96865994,1.2213523,1.167905,0.85384107,0.80429024,1.3024716,0.710618,0.6397574,1.0918236,0.49993116,0.75679743,1.2387621,1.2968088,0.65238905,1.2434291,1.3744012,0.7298692,1.2328621,1.1664333,0.7607554,1.1694933,0.24426007,0.97567445,0.8190986,1.2512693,1.3348435,0.7961558,1.1758139,1.2168844,0.96789443,1.2076069,1.0552044,0.91291904,0.9149416,1.2114729,1.0575614,1.372294,0.75741965,0.913401,1.3046801,0.97975606,0.89084774,0.8099771,1.01157,0.79801,0.8062346,0.62433314,1.1181996,1.1336796,1.0090286,1.0670252,1.2811813,1.0704117,1.3061975,1.1770577,1.3585463,0.55454135,0.9803667,0.7911602,0.7559983,0.946624,1.1546938,1.3216081,1.2162014,1.2799932,1.1820645,0.88551456,1.0439378,1.2005547,1.2443293,1.0410491,1.1145228,0.42816293,1.1664333,0.9852948,1.1457694,0.8724991,1.0284196,0.85859835,0.6520741,0.9540479,1.3310622,0.861666,1.1270119,1.3194327,1.3465987,0.9777193,0.7632004,0.59299207,1.3384411,1.2480755,1.2111064,0.966832,1.0431207,1.1831695,0.91584074,0.6613419,1.1230242,1.3641889,0.0
