,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,cloud,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,stroller,sweater,swing,table,tape,toast,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
boat,0.7802751,1.2424858,1.3125634,0.97923505,1.1473081,1.071487,0.84341514,1.1196052,0.5686021,0.8550292,1.2672857,0.5936011,0.89426357,0.9938594,0.8005502,0.0,0.8417611,1.2527561,1.1975813,0.75157213,1.3283415,0.8941869,0.98225504,1.1280196,0.82513297,1.2209415,0.94280463,0.9653207,1.1246482,1.2630688,1.0355619,0.87261367,0.9931479,0.73199093,0.78921103,1.3186045,1.3064688,0.82696575,1.3341775,1.2109793,0.67240226,1.2750363,1.1098467,1.0076965,1.0518928,0.92327225,0.7971421,0.9289059,1.2718929,0.77938896,1.2887527,0.9983309,1.2516077,0.7306657,1.1220293,1.2712317,1.110985,1.066072,0.9526346,1.0032208,1.2957654,1.1079428,0.7316865,1.1471474,1.0504358,1.0328308,0.9855891,1.2696607,0.70357263,1.0375619,0.57074875,0.73997927,1.2055049,0.8223416,1.0819757,0.83259904,1.2020841,1.1408406,1.1000274,0.93673664,1.0907341,0.84395957,0.72595346,1.0573367,1.1643823,1.3283353,1.0985936,1.2760514,1.2826228,1.2353212,0.8690865,1.1606487,0.9132465,0.9739457,0.7748666,1.135534,1.1215236,1.1517786,1.2180403,1.1454365,1.0786314,1.236544,1.075057,1.0464615,1.2010401,0.7592974,1.2157273,0.8676496,0.9058959,1.2359893,1.0048308,0.6429243,0.8987948,0.9420114,1.1414812,0.90559244,0.8463449,0.7791014,0.54119456,1.27912,0.55560464,1.097576,1.1845648,1.2323029,1.1300403,0.61987174,1.2478487,0.8345956,0.90684164,0.7265426,0.7469209,1.1723751,1.0351901,1.3411341,1.1635336,0.83493006,0.9832222,0.72898334,1.0065435,0.77759147,0.8294767,0.7222024,0.84201074,1.3204839,0.6682869
book,0.74925756,1.2022176,1.246356,0.8698455,1.109241,1.1269401,0.9176194,0.96173745,0.8322744,0.9962504,1.2616879,0.85358083,0.8373474,1.167927,0.83315146,0.8417611,0.0,1.0653733,1.0230548,0.31723607,1.1505815,1.0747327,1.0754166,1.1747996,1.0318274,1.2402103,0.96285355,0.9332493,1.0405802,1.0041907,1.0322745,0.95584196,1.0930699,0.87811977,0.92694885,1.173857,1.2438996,0.896979,1.197077,1.1668793,0.5505201,1.0820599,1.054456,0.9020583,0.87808156,1.0336963,0.8892006,0.9299939,1.1931577,1.034195,1.2198186,1.0755894,1.183282,0.96642405,1.1479517,1.0902803,1.1424146,1.0534008,0.81408274,0.8649926,1.2305231,1.1454631,0.9630784,0.99354136,1.0017816,0.9004383,0.89141583,1.2218065,1.0782003,0.82405275,0.9111663,0.8772633,0.95882,1.0384921,1.1794255,0.99199164,1.121161,1.177965,0.9702713,0.8804669,1.0403129,0.956189,0.85518384,1.0574269,1.021194,1.2751524,1.0829823,1.243698,1.2099515,1.1365814,1.0144231,1.2416193,0.8835144,1.1492364,0.1749298,0.9731478,1.1525605,1.1243318,0.82881343,1.1159792,0.9410288,1.0366974,0.8926103,0.7550485,1.2000633,0.91563785,1.1050706,1.01301,1.0845659,1.2211819,0.9282927,0.78851855,0.9425748,1.0401968,1.203519,1.0912397,0.9868884,0.93543917,0.8411494,1.311511,0.9032678,1.0250709,1.1647521,1.1447518,1.0954984,0.948731,1.2334399,0.87561595,0.9838441,0.7811671,0.6785333,1.1136196,0.93327254,1.2469685,1.2060496,1.009207,1.0477568,0.63275266,0.8420944,0.9036844,0.82931566,0.95428944,0.95336294,1.2573045,0.9915939
bottle,1.3894751,0.793387,0.46620166,1.3601782,0.6170989,0.51806736,1.1995056,0.71716243,1.3455307,1.1862009,0.52075297,1.3799194,1.2367783,0.7702782,0.95589954,1.2527561,1.0653733,0.0,0.45612812,1.1782707,0.8986786,0.93925965,0.27740312,0.2891726,1.0287359,0.8593673,1.3123453,0.8170838,0.77299654,0.5897424,1.142861,1.2333622,1.0243238,1.1980706,1.0209712,0.8566742,0.6048255,1.3776066,0.89907646,0.37135208,1.1392763,0.09786022,0.8876728,1.295707,1.1538954,1.1129628,1.1623025,1.2668381,0.7724431,1.2097769,0.73241925,1.279742,1.0923641,1.2077245,0.6136154,0.46372056,1.0555803,0.93807137,0.93556356,1.1193628,0.77398455,0.80238557,1.1707752,0.54394144,1.2698162,1.1710865,1.4096386,0.34780228,1.1121839,1.1241686,1.2933719,1.2068176,0.8061856,1.3323419,0.7419656,0.81392705,0.60042924,1.2411847,1.1450981,1.3200598,0.88420355,1.3818554,1.045792,1.1864505,1.1453769,0.49587148,0.77706724,0.6658306,1.1060901,0.6551217,1.1312199,0.7847162,1.3982681,1.3333371,1.2780254,1.0237617,0.48140448,0.49065328,0.94954896,0.67670745,1.1125685,0.6257372,1.0153033,1.1656334,0.62306273,1.1875623,0.8972224,1.1273866,1.1348735,0.8346744,1.2556154,1.0657258,1.362324,1.0711937,1.1764216,0.8438138,1.3055803,1.0219712,1.1227853,0.47501165,1.3113683,0.41367567,0.953796,0.9942537,0.792247,1.2939881,0.84160054,1.0672,1.3769448,1.160548,1.3488127,0.49303073,1.1952442,0.93809885,1.0572804,0.90423816,0.910105,0.85726315,1.1244274,1.202976,0.99731326,1.232232,0.9784355,0.46655416,1.1567175
bowl,1.3924927,0.82395256,0.6994594,1.4657239,0.65707994,0.64421546,1.1343807,0.67975014,1.3052297,1.2233456,0.67332166,1.3448237,1.406712,0.67958546,0.86273396,1.1975813,1.0230548,0.45612812,0.0,1.0523741,0.62040234,1.0128292,0.4593749,0.49219394,1.0022843,1.06039,1.3212618,0.96713686,0.63605875,0.69161594,1.1790231,1.1847202,1.096325,1.0248142,1.0959644,0.6053128,0.60585314,1.3970771,0.73188794,0.57576466,1.1437516,0.3307593,0.8615108,1.282783,1.093391,1.202238,0.8722502,1.4279196,0.80464524,1.2417308,0.7778636,1.3767295,1.1508706,1.2497214,0.6044268,0.58736277,1.1543539,0.6789295,0.9716994,0.90546954,0.9828959,0.88920426,1.1832765,0.6901959,1.3979021,0.9582219,1.4119022,0.57193637,1.0985322,1.0946717,1.3428898,1.3664271,0.8843354,1.4711107,0.6695288,0.9377352,0.5986376,1.3442127,0.83865964,1.1688969,0.88333976,1.4080281,1.1493206,1.171937,0.8141213,0.68772495,0.5934753,0.8207257,1.1743194,0.60192734,1.1191087,0.8728771,1.5040326,1.4753673,1.251946,0.6865469,0.60941356,0.5850218,0.9009055,0.5309614,0.84521854,0.63905334,0.54005307,1.1497021,0.7733892,1.2527083,0.8789606,1.1905956,1.160888,0.90143776,1.0332923,1.168529,1.5151157,1.0988845,1.2872976,0.7506685,1.3788555,0.7434643,1.1160712,0.6718696,1.2134541,0.5359654,1.0224384,1.0309409,0.52826285,1.2958965,0.9165946,1.181728,1.5526928,1.2126588,1.2251692,0.36495888,1.0264205,1.0418062,1.2133576,1.0358903,0.8431522,0.9716,0.782839,1.210485,1.0714769,1.2332659,1.0786276,0.74385166,1.0902243
box,0.7808503,1.2649567,1.4414415,0.83009875,1.1786063,1.1976879,0.9438607,0.91964793,0.66145617,1.085012,1.4120734,0.6152029,0.8480692,1.2804592,0.8611175,0.75157213,0.31723607,1.1782707,1.0523741,0.0,1.1541041,1.0749179,0.993679,1.1655945,1.0102606,1.3509787,0.9503362,0.82479566,1.1018633,1.0611327,0.9254865,0.9125383,1.0706519,0.6759951,0.83274466,1.2085187,1.3670285,0.73745775,1.1955011,1.3641136,0.4896912,1.1441548,1.1540006,0.9474098,0.95585513,0.8628029,0.64745164,0.85532045,1.3090189,1.047031,1.3550552,1.0264015,1.2571931,0.88061064,1.3500651,1.2834021,1.1634951,1.0104597,1.0518272,0.7056962,1.3715245,1.1968504,0.97357213,1.0994834,0.9659954,0.84245,0.89390516,1.448775,1.0076764,0.92717564,0.88204163,0.86988115,0.96566415,0.9128843,1.2038507,0.85626656,1.1926411,1.1264124,0.9121529,0.7775205,0.9195684,0.9008341,0.8911437,0.95842355,0.9427737,1.4447358,1.1243924,1.3288345,1.2492249,1.2586515,0.76654494,1.3117535,0.8422441,1.0173999,0.39365995,0.9480161,1.3182857,1.3002138,0.9697022,1.2021992,0.82809,1.1688217,0.8234732,0.8894495,1.3311682,0.7878366,1.1592054,0.79412866,1.1723937,1.2662444,0.7725495,0.79698306,0.86726874,1.0197177,1.1501296,1.1145005,0.83543515,0.750273,0.85983205,1.5051678,0.85584104,1.1636801,1.1708741,1.1840005,1.1071023,0.89397997,1.3140147,0.8285347,0.89933175,0.7883003,0.5410559,1.2176342,0.7761796,1.3545191,1.1899831,0.95728,1.0424701,0.7866239,0.67060083,0.873152,0.8986222,0.88354605,0.85265255,1.4180727,0.89273226
bread,1.234726,0.94912386,0.78493536,1.2996773,0.8718248,0.9695523,0.9190449,1.015498,1.4547749,1.2221746,1.0268523,1.4857383,1.2641907,0.9154819,1.20928,1.3283415,1.1505815,0.8986786,0.62040234,1.1541041,0.0,1.0942264,1.0396377,1.0604305,1.1344447,0.8821325,1.2595392,1.3438109,0.7417316,0.8542595,1.1874247,1.178732,1.1109694,1.2241915,1.1426115,0.10278976,0.2957183,1.4303846,0.065645754,0.8676512,1.322181,0.84893334,0.71864545,1.1720171,1.1068072,1.3525416,1.21086,1.3018483,0.6820976,1.2244966,0.9560148,1.214669,0.964717,1.2144449,0.8806128,0.8184553,1.0933492,0.92711234,0.87665045,1.0202044,0.9636348,0.99040335,1.2189832,0.8238652,1.2130225,0.40260923,1.1611364,0.8554783,1.2034265,1.0136368,1.3239448,1.2671494,0.8843134,1.4435565,0.9669455,1.1595427,1.0145866,1.2069451,0.33784425,0.788808,1.0760747,1.2180309,1.1767702,1.0587356,0.2015624,0.83145416,0.82935023,0.96899146,0.99023,0.7295535,1.3014603,0.88423073,1.3559921,1.367328,1.2278779,0.28221178,0.9364072,0.95000637,0.9294535,1.0357057,0.32530224,0.94922686,0.37197822,1.0314522,0.8316211,1.2808844,0.89657885,1.4114,1.1564757,0.98987883,0.4637335,1.2732983,1.4013523,1.0471255,1.2785444,0.8913399,1.3750889,1.2475941,1.150648,0.88465035,1.2644162,0.9004029,1.0901693,0.96131444,0.83877987,1.2928401,0.87621516,1.2679334,1.4233432,1.2099717,1.1497548,0.8036574,0.54972667,0.9338802,1.0983396,1.1654656,1.0391188,1.0862826,0.6877247,1.2215022,1.0489395,1.2424932,1.2472694,0.9358706,1.2962345
broom,1.1405939,1.008997,1.1704235,1.1506523,1.0450357,1.0392153,1.1534419,0.97044027,1.1197526,1.2494057,1.1654117,0.99496835,1.2168435,0.8760052,1.0418389,0.8941869,1.0747327,0.93925965,1.0128292,1.0749179,1.0942264,0.0,0.88604915,0.9226323,0.8500874,1.1464989,1.0922897,0.81367457,0.92226994,0.8856857,1.0519395,0.9765428,1.0505109,0.98985666,0.94801843,1.0807444,1.0399141,1.1124802,1.0982904,0.93656385,0.89898723,0.94465667,0.78955144,1.0763031,1.0106133,0.83828986,1.0076685,1.0778576,1.0832105,1.2225444,1.0551642,1.1063699,1.1482446,0.90635306,0.94963276,0.81135345,1.0362425,0.76671374,0.9957204,1.1373954,1.125632,1.0753802,0.8396828,1.0767149,1.1703185,1.0853999,1.1816444,1.0737914,0.8649512,1.0726379,0.77351826,1.1633866,1.0579985,1.1964514,0.938341,0.6993045,0.6357298,1.0986817,1.0471789,1.0842066,1.0405551,1.1749187,0.7327537,1.2250631,1.0711768,1.1426349,1.0082608,1.0259542,1.1729493,1.1367748,1.0527499,0.91220033,1.2207148,1.2251914,1.0992081,0.9998086,0.93309903,0.9058396,0.92800206,1.0423343,1.0933065,0.7200742,1.0712216,1.0546298,1.114459,0.9225122,0.98221076,0.9870195,1.2334461,0.77276534,1.1510372,0.747476,1.2544855,1.0173969,1.2176102,0.14853013,0.9826954,1.0469725,0.6253799,1.0422004,1.0817382,1.0712678,1.1119322,1.1121848,0.77976173,0.7924112,0.922658,0.7988709,1.2685947,0.5669232,1.1147858,1.0568846,1.126296,1.1427442,1.1530147,0.8917306,1.0334914,0.8241502,1.0078197,0.82817316,0.71751076,0.89812386,0.2763461,1.0307809,0.9394541
bucket,1.3754942,0.79227895,0.81240696,1.3499892,0.64926803,0.54370373,1.184671,0.6713021,1.1285105,1.2334733,0.7378353,1.1399614,1.2182661,0.7937746,0.89144,0.98225504,1.0754166,0.27740312,0.4593749,0.993679,1.0396377,0.88604915,0.0,0.20587564,0.9923584,1.0897896,1.292223,0.6491391,0.82574207,0.7136942,1.0658239,1.2033565,1.0520153,1.034758,0.93912446,0.9984722,0.8368438,1.249496,1.0824225,0.6151372,0.90997154,0.19594342,0.92764497,1.2785687,1.1103219,1.0319451,0.92252856,1.2147741,0.9434928,1.1607136,0.8942841,1.312634,1.1895363,1.1191189,0.812665,0.6397494,1.0683708,0.8944998,1.0637605,1.0124639,1.0087118,0.80746466,1.1731762,0.6884532,1.3181374,1.2341144,1.4024738,0.6242517,0.9622305,1.0881968,1.1745001,1.1590762,0.81981087,1.19272,0.8146546,0.56762147,0.66760767,1.2008692,1.1628449,1.3527044,0.7445997,1.2939959,0.9377984,1.1798972,1.1753485,0.816008,0.71175885,0.79100037,1.204214,0.7851417,0.9421665,0.8234486,1.3355944,1.2606168,1.2468555,1.0311568,0.6977974,0.6968691,1.0261881,0.61601925,1.1625501,0.68211174,1.0396672,1.1683532,0.79870117,0.9710941,0.98513377,0.94523984,1.1927534,0.84150386,1.2844667,0.9449869,1.3134941,1.0180746,1.1118073,0.7679827,1.2599896,0.78135073,0.9970966,0.7013401,1.232196,0.58980834,0.9403543,1.0411788,0.80166686,1.1838446,0.8809218,0.8797258,1.3142377,1.0665371,1.2820394,0.537765,1.2041067,1.0777106,1.1003822,0.8169392,0.7832477,0.8057122,1.081496,1.1398371,0.92809,1.1351925,0.77681744,0.7881313,1.0034515
can,1.4371487,0.79930866,0.64326954,1.4175708,0.7156073,0.57877624,1.3222514,0.6347668,1.2261742,1.190099,0.40254653,1.1807699,1.325403,0.6771955,0.94282037,1.1280196,1.1747996,0.2891726,0.49219394,1.1655945,1.0604305,0.9226323,0.20587564,0.0,0.9793844,0.8884361,1.2920244,0.58243227,0.8971262,0.6545721,0.9612762,1.1558449,0.97811335,1.1178155,0.9900847,0.98350394,0.7300323,1.290015,1.0510573,0.3732078,1.0327587,0.29662967,0.9592236,1.3084574,1.2154593,0.93152165,0.90120375,1.3084929,0.84894216,1.1837455,0.67601156,1.2877829,1.0767488,1.164312,0.5637366,0.5145238,0.98461,0.91070795,1.1033492,1.1771315,0.8003084,0.8229643,1.2273192,0.76151353,1.2692957,1.3630879,1.4413306,0.39572155,0.94871485,1.1325496,1.3344783,1.2453223,0.89653236,1.2149816,0.58321553,0.53827643,0.49267077,1.136203,1.2512418,1.4589486,0.92079705,1.3865811,1.0119971,1.217241,1.2954612,0.64646095,0.75574416,0.6130053,1.0485318,0.67458117,0.87202954,0.7036946,1.4285667,1.199195,1.3912362,1.13664,0.40684128,0.4345479,0.98255754,0.49997038,1.242782,0.5886326,1.1447717,1.1702838,0.6650132,1.1479803,0.9051909,0.8655509,1.1321427,0.65615493,1.3772277,1.108072,1.3581954,1.0973722,0.95069486,0.860025,1.2640941,0.8928362,1.1259401,0.47000223,1.2807025,0.38448328,0.92627996,0.94194156,0.7928472,1.2989497,0.8630383,0.9261037,1.3090432,1.1858937,1.4321748,0.5240375,1.2804728,0.9203904,1.0042458,0.88723385,0.8191777,1.0181528,1.1584922,1.1695279,1.002687,1.1759348,0.83394396,0.5470243,0.91034865
car,1.0697049,1.0242022,1.158809,1.130188,1.0433763,1.0762529,1.1721122,1.0664729,1.0410156,1.0788367,1.0479116,0.996575,1.0686572,0.855531,0.94448894,0.82513297,1.0318274,1.0287359,1.0022843,1.0102606,1.1344447,0.8500874,0.9923584,0.9793844,0.0,1.2115352,0.98954946,0.9262115,0.9946928,1.0811751,1.0777483,0.9567503,0.97832763,0.99865156,1.0375196,1.1321464,1.102151,0.95608145,1.1786814,1.1139759,0.99693036,1.0315225,0.9605513,0.9952463,0.9345138,0.9978629,1.0341539,1.034879,1.130246,1.0440428,1.098404,1.0355835,1.1760511,0.21251667,1.012938,0.9101626,1.0697174,1.0190742,1.0266113,1.085741,1.130519,1.0663568,0.9569069,1.1478952,1.0693692,1.0612384,1.157354,0.9941295,0.6716387,0.92764264,0.89574474,0.98114085,1.0336057,1.063078,1.0593368,0.9590702,0.98540145,1.0997958,1.0907729,1.0681099,1.0892256,1.1300863,0.6614389,1.182569,1.0682974,1.1403437,1.0814364,1.104382,1.1775542,1.1378636,0.9679111,1.0721188,1.1170282,1.055697,1.0456074,1.0398165,1.0576217,1.0809501,1.015497,0.89473766,1.0894294,0.8946594,1.0656347,0.99094003,0.94790107,0.8848188,0.87428886,0.9837833,1.0644822,0.9437568,1.1034853,1.0015045,1.0497996,0.973054,1.0265975,0.8634047,1.0692843,0.9722486,0.94630116,1.0251169,0.95701635,1.0844445,1.0971183,1.0573986,1.0332204,0.84759593,1.0140809,0.8441701,1.0641583,0.798517,1.0565687,0.9977417,1.100144,1.1504849,1.2197452,1.1830475,1.1261885,0.880705,1.0211945,0.8492986,0.727679,0.1507684,0.840558,1.0990156,0.807508
carrot,1.2704177,0.90091026,0.35139573,1.0902423,0.84439945,0.8047179,1.0091333,1.0413296,1.21047,0.871838,0.49053997,1.2668375,1.1242888,0.96861625,1.3183377,1.2209415,1.2402103,0.8593673,1.06039,1.3509787,0.8821325,1.1464989,1.0897896,0.8884361,1.2115352,0.0,1.220073,1.2206492,1.0049181,0.9725476,1.0408674,1.0801438,1.1602292,1.2726326,0.99880916,0.84315515,0.75369316,1.2391528,0.7723666,0.4253716,1.4009783,0.9297523,1.071447,1.2566453,1.3121667,1.1521158,1.1762735,1.2104293,0.5185417,1.0548702,0.6409316,0.8940246,0.4017877,1.1970371,0.72354615,0.8676103,0.8678731,1.0044711,1.0633389,1.1931019,0.39187598,1.0058092,1.1430788,0.64145565,0.9166642,1.2016916,0.8455062,0.60541886,1.0316429,1.053605,1.2621536,1.1848675,1.0107977,1.0864689,0.56271213,1.1533282,0.98950803,0.8436227,1.0641463,1.2011048,1.228758,1.161855,1.3517544,0.77143335,1.1253163,0.37893188,1.0475904,0.4961515,0.4786955,0.4940545,1.1658142,0.97705406,1.142379,0.98631155,1.2489886,1.1876093,0.5048212,0.5307207,0.94981146,1.0534787,1.1358182,1.0373888,1.2101474,1.1211227,0.7483586,1.2728401,0.94307077,1.1826489,0.7994902,1.0694844,1.17557,1.1841358,1.1121614,1.1210088,0.8191873,1.2108848,1.1174259,1.2554258,1.2220004,0.5650855,1.127055,0.69179726,0.86247444,0.7219683,0.92405283,1.2513591,0.8531234,1.3240186,1.0469142,1.33665,1.359021,0.866701,1.1837499,0.44043666,0.37585682,0.8323481,0.9856367,1.2954736,1.2010047,1.1727562,1.2803315,1.2624351,1.3035797,0.45778048,1.1352999
cat,0.22359169,1.2810519,1.3063673,0.7299633,1.1979461,1.2447861,1.0722783,1.1172503,0.71151674,0.70496404,1.2118748,0.713504,0.89395523,0.9955404,0.9683002,0.94280463,0.96285355,1.3123453,1.3212618,0.9503362,1.2595392,1.0922897,1.292223,1.2920244,0.98954946,1.220073,0.0,1.0398593,1.1951814,1.2658148,0.77799624,0.82924837,0.915215,0.82104623,1.0419595,1.2880745,1.3501043,0.6215107,1.2694418,1.4352762,0.9610826,1.3241539,1.0169182,0.0967567,0.9270954,0.7988332,0.97294396,0.8370851,1.241887,0.7230996,0.97652495,0.78755057,1.1828189,0.9300108,1.0196176,1.244503,1.1281915,1.181,0.9547059,0.8601327,1.2052295,1.1503272,0.8883226,1.3436646,0.78312755,1.0135332,0.87833816,1.2967161,0.98848915,0.81918776,0.86756265,0.83560514,1.1534281,0.82140005,1.311342,1.1583978,1.201456,0.9304372,1.0315745,0.8443855,1.031661,0.77901226,0.9759686,1.018096,1.08975,1.311181,1.2339671,1.3223193,0.99459344,1.2949936,0.821522,1.006123,0.7875599,0.75862813,0.80502975,1.1293672,1.3273396,1.3644598,1.0242716,1.1265235,1.094981,1.107591,1.1553074,0.66294515,1.1245174,0.96783906,1.0872853,0.7561161,0.7663129,0.81604785,0.95917934,1.0523012,0.7208859,1.1055748,0.96426874,1.1014644,0.64094687,0.84721506,1.0585035,1.3412077,0.71594656,1.335301,1.1639221,1.1438054,1.2523723,0.87457687,1.2394371,1.0114086,0.7440061,0.9621923,0.7136097,1.2667984,1.0144163,1.2133787,1.1039921,1.2127542,1.1922534,1.1410836,1.0588952,0.8367704,1.1141787,0.87144053,1.029329,1.290429,0.8536724
chair,1.1604917,0.99814534,1.2021112,1.0504162,1.1220524,0.9867959,1.28007,0.64796257,0.8981881,1.1519992,0.8932363,0.45998645,0.9989435,1.0344621,0.75281745,0.9653207,0.9332493,0.8170838,0.96713686,0.82479566,1.3438109,0.81367457,0.6491391,0.58243227,0.9262115,1.2206492,1.0398593,0.0,1.1076102,0.9046399,0.6641506,1.0461845,0.91907835,0.6517385,0.8889339,1.3524458,1.2025104,0.6380213,1.36324,0.9746451,0.42439425,0.75982034,1.0738931,1.0633519,0.95340925,0.555282,0.6803746,0.92599267,1.1851008,1.1294854,1.1593215,1.1509609,1.1975225,1.0081282,1.1177889,0.9479804,1.0801438,1.0014672,1.2214658,0.9746936,1.1745241,1.0377898,1.1223292,1.1099846,1.1001604,1.2847466,1.1660109,0.9941895,0.83582574,1.1657987,1.1166203,1.0193883,0.9153335,0.839759,0.89969593,0.3301791,0.7626604,0.98495275,1.2886662,1.2304652,0.8914112,1.1304936,0.83339477,1.2224507,1.372813,1.2107757,0.7802667,0.96229684,1.1982324,1.0912712,0.6611682,0.9559928,0.99872047,0.9082925,1.0898035,1.2495868,0.9488417,0.9430546,1.0494596,0.77770567,1.254426,0.83943194,1.1729006,1.1106231,1.1583735,0.72380364,1.029352,0.60124594,1.2085907,0.7443955,1.28447,1.023775,0.9786416,1.081279,0.92230576,0.92505693,0.840628,0.7505258,0.8685248,1.0393233,1.0801831,0.8628182,1.0274324,1.100488,0.99533033,1.0563071,0.98641974,0.46192026,0.9361533,0.9165756,0.8454807,1.0532652,1.1949431,1.1673803,1.1013185,0.9764394,0.7255714,0.8617922,0.98094225,1.0663497,0.8609123,0.9826313,0.5046105,1.092138,0.8187841
chips,1.2025878,0.9405555,0.8131665,1.2070655,0.72195196,0.68547773,1.0190772,0.94186366,1.2572147,1.1214913,0.9540335,1.2644346,1.2696228,0.8398768,1.1106188,1.1246482,1.0405802,0.77299654,0.63605875,1.1018633,0.7417316,0.92226994,0.82574207,0.8971262,0.9946928,1.0049181,1.1951814,1.1076102,0.0,0.678443,1.0996343,1.1318948,1.2155849,1.0873052,1.087936,0.6366655,0.63668156,1.3029569,0.7491652,0.7663202,1.1420467,0.74940443,0.74975723,1.1855459,1.1495576,1.1423545,1.0829114,1.2518463,0.69118285,1.1892192,0.9250055,1.2035658,1.0501641,1.0872875,0.8317716,0.825176,1.1065711,0.69662976,0.93443954,1.0903137,0.9352816,1.0469406,1.1306216,0.78790545,1.2268932,1.0460627,1.2647257,0.75751114,1.0653093,1.0421948,1.1446108,1.2007335,0.8175051,1.2565591,0.81385964,0.97888505,0.8249152,1.1659597,0.976887,1.0720248,1.0945922,1.2920496,1.0241252,1.0602458,0.86832106,0.7748772,0.9549249,0.9342935,1.1576195,0.8187255,1.2735949,0.90611744,1.2982574,1.2936592,1.1408454,0.7665349,0.8151727,0.7766189,1.0185523,0.9456237,0.9656435,0.88561994,0.8641809,1.0715338,0.89303166,1.2168287,1.0481603,1.2776253,1.0745988,1.0026333,1.0867276,1.0446163,1.3088874,1.0258023,1.1839726,0.8323506,1.2112772,1.1249765,1.0497992,0.84350324,1.186976,0.8579215,1.0680785,1.0142479,0.64675003,1.069024,0.81723464,1.1188673,1.3065639,1.031307,1.1535379,0.47971535,1.0270057,1.0171875,1.1730309,0.9779183,1.0775235,0.93679273,1.0018547,1.1301711,0.9439974,1.0869433,1.0148088,0.86175776,1.1058404
clock,1.2224171,0.93162185,0.7462695,1.2374277,0.75102025,0.7043256,0.99851173,0.77191275,1.27702,1.214639,0.83023715,1.2435696,1.2975905,0.7906745,1.0587058,1.2630688,1.0041907,0.5897424,0.69161594,1.0611327,0.8542595,0.8856857,0.7136942,0.6545721,1.0811751,0.9725476,1.2658148,0.9046399,0.678443,0.0,1.0830675,1.1579167,1.1695188,1.0982963,1.1010604,0.73014927,0.6346899,1.2985957,0.81452537,0.63332635,1.0800469,0.59541243,0.9024873,1.2456133,1.1734015,0.9218992,1.023674,1.2508472,0.7556519,1.2206869,0.70898736,1.2228587,1.117911,1.2406917,0.7700486,0.6671611,1.121104,0.7782297,0.9110458,1.1316488,0.8646438,1.0390972,1.1473135,0.768278,1.2772996,1.1672456,1.3507789,0.64934266,1.1787932,0.98706836,1.1552582,1.188595,0.79729295,1.339317,0.71405804,0.9049944,0.52512175,1.1738421,1.0716243,1.1642649,1.0318099,1.3370407,1.0586662,1.136385,1.0176995,0.7170171,0.94221824,0.7572696,1.0967858,0.7996856,1.0983632,0.82887197,1.3545097,1.329249,1.1539505,0.94495165,0.675997,0.65470994,0.70026314,0.86550224,1.052556,0.7123718,0.98992133,1.021558,0.836927,1.1908072,0.80788124,1.1183815,1.1745889,0.78900594,1.1938329,0.993013,1.3059125,1.0991794,1.2135106,0.8604511,1.136642,1.1487119,1.1076832,0.7798341,1.2071334,0.716661,1.0844977,1.0336901,0.6979718,1.0999607,0.8250642,1.1041144,1.3167529,1.0734129,1.2214625,0.61915547,1.0939581,0.9892453,1.153743,0.95265514,1.0069823,0.91017336,1.0720974,1.1417882,0.97636163,1.2280658,0.9706882,0.6570718,1.1126817
