,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,cloud,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,stroller,sweater,swing,table,tape,toast,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
jeans,0.7982719,0.9797608,1.2830648,0.52935135,1.2459387,1.2274745,0.9979947,1.1413511,0.6528743,0.8038566,1.0677618,0.54126525,0.5675381,1.3587842,0.84634197,0.8223416,1.0384921,1.3323419,1.4711107,0.9128843,1.4435565,1.1964514,1.19272,1.2149816,1.063078,1.0864689,0.82140005,0.839759,1.2565591,1.339317,0.8250724,0.88817644,0.8157433,0.8840341,0.94836503,1.4293439,1.3936577,0.4652735,1.3582075,1.3564856,0.85918343,1.3671854,1.2625417,0.90535325,0.9184229,0.82724416,0.95502675,0.53565747,1.2696731,0.7389577,1.2515117,0.75367856,0.9396605,0.86138856,1.4029157,1.4257865,0.775125,1.2338727,1.274267,0.9248749,1.1352419,0.9864167,0.9205899,1.2600068,0.7773043,1.138512,0.6763184,1.3304048,0.8832298,1.1216621,0.8830921,0.6910615,1.0475618,0.0,1.2202595,0.94453394,1.3667512,0.5737734,1.3078264,0.90649056,1.0214314,0.6202724,1.085316,0.8508859,1.2735381,1.2533935,1.1610233,1.1000662,1.0319024,1.2943407,0.74775106,1.0854795,0.35782647,0.27757335,0.89988625,1.301197,1.3204569,1.3283811,1.1759081,1.1008502,1.2123041,1.3533818,1.2992197,1.0841566,1.1949378,0.70848286,1.2368494,0.7186996,0.855928,1.1158663,1.0569329,1.0240724,0.39506102,0.8307785,0.37585485,1.33083,0.72128224,0.9349475,1.0599056,1.1913949,0.75268227,1.2616713,0.80336523,0.9718501,1.3389239,0.89163536,1.0742036,0.7890637,0.31757998,1.0366265,0.75863516,1.3407178,1.0815749,1.0360736,0.81296426,0.9670129,0.9638972,1.193015,1.0790186,0.93807673,1.1523509,0.8507937,1.0255206,1.2544115,0.8244562
knife,1.3204856,0.8234772,0.5961031,1.307553,0.89350027,0.8376686,1.1817936,0.80833113,1.2292304,1.0826348,0.39594847,1.0832416,1.4325466,0.57786417,1.0823576,1.0819757,1.1794255,0.7419656,0.6695288,1.2038507,0.9669455,0.938341,0.8146546,0.58321553,1.0593368,0.56271213,1.311342,0.89969593,0.81385964,0.71405804,1.0865679,1.1621611,1.1608152,1.0109891,0.89576596,0.89878094,0.77027965,1.3438718,0.9030219,0.24643135,1.2233368,0.6960931,1.1045827,1.3417971,1.3046438,1.0575595,0.78363657,1.4247439,0.71458715,1.1534693,0.6784497,1.3231765,0.7871751,1.1907684,0.45848083,0.80514115,0.97383523,0.44495082,1.0692016,1.1784978,0.6507389,0.97581935,1.2750447,0.7443475,1.2860008,1.3658452,1.2119541,0.53206617,0.93454295,1.1307186,1.2456526,1.3567327,0.983259,1.2202595,0.0,0.8238486,0.6154883,1.0191479,1.0758501,1.3125478,1.1413295,1.3070138,1.2751054,1.0343065,1.2478315,0.5597624,0.71802175,0.5248062,0.85460436,0.62461245,1.0308063,0.9559178,1.3750219,1.1670696,1.3730698,1.1771966,0.17117989,0.13874853,0.87128615,0.69577754,1.1468575,0.8479921,1.0444301,1.1688094,0.8627609,1.1574662,0.8322739,1.0677627,1.0152462,0.98099977,1.2848392,1.0044123,1.4208547,1.114774,0.9855079,0.8556541,1.2842432,0.9974822,1.1240973,0.54429656,1.2097423,0.5186659,0.8667146,0.8487356,0.31588548,1.1772069,0.7544776,1.2216413,1.2759837,1.3578008,1.314207,0.6572008,1.2196482,0.75903577,0.72600776,0.66974014,0.7812549,1.2012548,0.92960685,1.3087201,1.2441607,1.2397645,1.0298367,0.45678025,1.016938
ladder,1.2643169,1.0162909,1.1804479,1.1783715,1.0432558,0.9435203,1.2503045,0.7512202,1.0421678,1.2380506,0.9265477,0.69908094,1.1376445,0.95819086,0.8593668,0.83259904,0.99199164,0.81392705,0.9377352,0.85626656,1.1595427,0.6993045,0.56762147,0.53827643,0.9590702,1.1533282,1.1583978,0.3301791,0.97888505,0.9049944,0.7639003,1.0324177,0.9938544,0.7501024,0.82511413,1.1522589,1.0458832,0.980564,1.1531055,0.8574462,0.5185752,0.8123605,0.95630866,1.1724219,1.0768709,0.6378359,0.7201408,1.0576851,1.1558905,1.1159364,1.1140419,1.1751186,1.1847178,1.0029588,0.9970846,0.8540627,1.0552847,0.8805503,1.1891433,1.1250069,1.1358076,1.0383775,1.1787941,1.0177419,1.1666313,1.1761228,1.2444291,0.9863223,0.8720717,1.1576968,1.1052552,1.1053457,0.92824537,0.94453394,0.8238486,0.0,0.7113726,1.0677837,1.1810751,1.2006948,0.99997485,1.1934347,0.88674235,1.2272503,1.2254071,1.1664292,0.8623326,0.96874666,1.2144823,1.0915979,0.7959391,0.8663427,1.1776043,1.0179095,1.1480407,1.0672944,0.86098456,0.84458405,1.0544862,0.82206386,1.1188105,0.7751454,1.0713239,1.103239,1.069262,0.8112715,1.0272709,0.68562233,1.2567004,0.77850294,1.2104253,0.93865496,1.1607827,1.0464461,0.9915668,0.77065146,1.0237246,0.9105594,0.8691562,1.0089979,1.1135136,0.85826236,1.0486097,0.99590075,0.88239765,1.0555682,0.9335342,0.60311353,1.0838907,0.93038857,1.0490751,0.9695855,1.1405967,1.1721572,1.0427929,0.7917401,0.8354455,0.9138396,0.9880547,1.0131482,0.82755363,1.0176077,0.5180304,1.0830405,0.74784267
lamp,1.2893164,0.88174593,0.8187312,1.3157246,0.83958775,0.78391784,1.1810172,0.72235405,1.238852,1.1559603,0.6342968,1.1962588,1.4399823,0.59923124,0.96764654,1.2020841,1.121161,0.60042924,0.5986376,1.1926411,1.0145866,0.6357298,0.66760767,0.49267077,0.98540145,0.98950803,1.201456,0.7626604,0.8249152,0.52512175,1.0659202,1.0001111,1.1038611,1.0855563,1.0705678,0.90560216,0.74176013,1.3544793,0.9956908,0.51018226,1.0683048,0.6049822,0.8533832,1.212927,1.2206848,0.82925266,0.96523136,1.320421,0.93404114,1.1433983,0.6374356,1.2060947,1.0928655,1.1794293,0.5230913,0.53389823,1.0081232,0.6956637,0.9424967,1.2347984,0.83098835,0.97033954,1.1692132,0.9186871,1.2693875,1.2797796,1.3913465,0.58299196,1.0158603,1.0597644,1.1269664,1.3081739,0.9563485,1.3667512,0.6154883,0.7113726,0.0,1.1836843,1.217929,1.2996361,1.0809367,1.3546777,1.0999094,1.2270279,1.1722598,0.73845357,0.8522258,0.6351903,1.0606518,0.85909283,1.1038711,0.7684239,1.4545245,1.304888,1.2297341,0.97751385,0.50162345,0.48982012,0.7998362,0.6727945,1.1636691,0.4689461,1.065744,1.0361587,0.8586362,1.1569259,0.83745164,0.9947235,1.0954558,0.58022887,1.3251468,0.8861954,1.4180554,1.0946254,1.2015082,0.6250272,1.160562,1.0853405,1.1085309,0.63980675,1.1763875,0.72289276,1.0277953,1.0179585,0.6071389,1.0871568,0.8119224,1.0306345,1.3921363,1.0589869,1.3057294,0.7066919,1.2358038,0.95809853,1.1212943,0.91512644,0.96439344,1.0515153,1.1443603,1.0812848,1.0607964,1.1597801,0.7633194,0.61968315,0.8324281
leg,0.9584064,0.7891954,1.049503,0.5046597,1.2485929,1.2380455,1.0216795,1.2087579,0.90290266,1.0401782,1.0193605,0.8332603,0.74404544,1.1337641,1.0951396,1.1408406,1.177965,1.2411847,1.3442127,1.1264124,1.2069451,1.0986817,1.2008692,1.136203,1.0997958,0.8436227,0.9304372,0.98495275,1.1659597,1.1738421,0.85491586,1.0125759,0.836982,0.94631946,1.0417846,1.207468,1.2140403,0.74534094,1.1289124,1.1238122,1.1512427,1.2311083,1.2391473,0.9083821,0.8531575,0.8082937,0.9703647,0.62477386,1.018624,1.0629454,1.0955933,0.8061096,0.6405668,0.9870445,1.1595397,1.2234037,0.67154014,1.0993314,1.2800403,0.9905507,0.94181657,0.9560725,1.0490302,1.2051865,0.7625568,1.1573644,0.67036766,1.1996093,1.0211146,1.20418,1.0369276,0.95348036,1.030149,0.5737734,1.0191479,1.0677837,1.1836843,0.0,1.1327915,1.0752515,0.9894973,0.8196892,1.1727655,0.9108839,1.1781585,1.0514616,1.079718,0.93859625,0.79248315,1.1036545,0.86028975,0.965342,0.56931734,0.5035677,1.0883982,1.188304,1.1194059,1.1066127,1.0049982,1.1314359,1.1591513,1.1614108,1.2619677,1.1009907,1.1424788,0.9882058,1.1144915,0.79315794,1.0451247,0.9813997,1.0834448,1.1462096,0.64169735,0.907516,0.5273799,1.2249843,0.7516584,1.0788738,1.092336,1.0012783,1.0458057,1.1726443,0.6995172,0.91437256,1.1404603,1.0366014,0.6271127,1.057432,0.6598986,1.0832977,1.0295551,1.2821914,1.0660529,0.61130524,0.7960339,1.0068617,0.96343684,1.289649,1.1480011,1.0648725,1.1513376,0.9867912,1.0584404,1.0094919,1.0405085
meat,0.9832377,1.082055,1.0609183,1.1179383,1.036792,1.1224835,0.9902482,1.0871414,1.1976515,1.1797163,1.247969,1.1955523,1.1517249,1.0652133,1.1637636,1.1000274,0.9702713,1.1450981,0.83865964,0.9121529,0.33784425,1.0471789,1.1628449,1.2512418,1.0907729,1.0641463,1.0315745,1.2886662,0.976887,1.0716243,1.129761,1.0644041,1.1341264,1.0361799,1.002173,0.5458627,0.75403947,1.1636606,0.45218694,1.1457567,1.1016947,1.0699595,0.70884454,0.9309173,0.9764486,1.2627759,0.98148125,1.1700553,0.95210326,1.1785939,1.1738884,1.1468904,1.0539218,1.0774001,1.0450165,1.0008906,1.1315954,0.9219964,0.83907765,0.8748462,1.1661807,1.042005,1.055718,0.9395093,1.1337023,0.4893452,1.0212369,1.2143147,1.1861187,0.97254544,1.1577452,1.193655,1.0316104,1.3078264,1.0758501,1.1810751,1.217929,1.1327915,0.0,0.6598339,1.0019606,1.0041479,1.0970663,0.9323069,0.37441003,1.137145,0.8551211,1.1247693,1.0331473,1.002955,1.1349492,1.080733,1.1486422,1.2539738,0.9942476,0.47082067,1.1417156,1.1526608,0.9937035,1.1562347,0.36419344,1.0019164,0.3761866,0.9672102,1.0872461,1.0715365,1.001922,1.2659329,1.1748819,1.0989294,0.36949003,1.1741958,1.2362871,1.0134214,1.2526956,0.8930389,1.1666964,1.0393023,0.9977082,1.1759135,1.0962133,1.0508491,1.1236047,1.0625178,0.92326045,1.1459773,1.0592208,1.1621382,1.2833269,1.0773445,0.9078275,1.0357676,0.46999633,1.0911689,1.1452241,1.1277769,0.9516939,1.0243726,0.6651148,1.0069783,0.9962162,1.0905229,1.1305243,1.1839952,1.2679461
melon,0.74573773,1.321873,1.2621835,0.7867203,1.062777,1.1461695,0.9002017,1.2816073,0.89661014,1.0551695,1.393296,0.9180267,0.84962094,1.3137347,1.0517312,0.93673664,0.8804669,1.3200598,1.1688969,0.7775205,0.788808,1.0842066,1.3527044,1.4589486,1.0681099,1.2011048,0.8443855,1.2304652,1.0720248,1.1642649,1.0157847,0.9144302,0.98172945,0.95735836,1.0902789,0.9368217,1.1776297,0.8946338,0.7738793,1.4396532,0.9683509,1.3254454,1.072545,0.8541932,1.0412762,1.0263633,1.0706352,0.852768,1.1192626,0.979766,1.2201856,0.8758465,1.1538283,0.9175409,1.3779981,1.2576953,1.202571,1.1344628,0.87862504,0.8365299,1.2661948,1.2580012,0.9328167,1.1866239,0.9238587,0.4948311,0.81053424,1.4136235,1.0427134,0.9903839,0.8517244,0.9106731,1.0582291,0.90649056,1.3125478,1.2006948,1.2996361,1.0752515,0.6598339,0.0,1.0876385,0.8152191,1.0655062,0.94695586,0.61420083,1.2843604,1.2309352,1.3249941,1.0614127,1.2363482,0.9749566,1.2615054,0.79113096,0.95230126,0.7588397,0.75530046,1.3888346,1.3927977,1.0777799,1.3844709,0.39675862,1.2484858,0.51764363,0.9643868,1.1722108,0.91139174,1.0629803,1.0298811,1.0865209,1.2783452,0.3139525,0.9767035,0.83008707,1.0896342,1.1386309,1.1202857,0.8852428,0.9882549,1.0180038,1.4152234,0.9049529,1.2984812,1.2694893,1.1502864,1.2130921,0.83301216,1.2094656,1.0807186,0.9100002,0.8979749,0.5217982,1.2309127,0.38683188,1.2991166,1.1428933,1.1523012,1.194973,1.0051743,0.5670364,0.865961,1.0651015,0.9176005,1.0856982,1.3609821,1.10267
milk,1.0277288,0.8540211,1.0933917,0.95381343,0.9103174,0.9092234,0.8776119,0.93321484,0.9687375,1.1656891,1.1230376,1.0002159,0.9104855,1.0947695,0.9364656,1.0907341,1.0403129,0.88420355,0.88333976,0.9195684,1.0760747,1.0405551,0.7445997,0.92079705,1.0892256,1.228758,1.031661,0.8914112,1.0945922,1.0318099,0.95849246,1.0655708,0.8572334,0.9086337,0.87098014,1.0935674,1.1483698,0.9503737,1.1412344,1.173412,0.8806355,0.83067524,1.1029588,0.96306425,0.6897917,0.9886857,0.86713606,0.89734703,1.1382643,1.130874,1.1513468,1.0341842,1.091213,1.0423514,1.1446046,1.1052263,0.9474532,0.9252125,1.0792952,0.76243794,1.1685002,0.7623262,1.0726242,1.0196408,0.9976097,0.99489266,0.98150516,1.1006976,1.0822091,1.0510825,1.0258785,1.0700854,0.9472081,1.0214314,1.1413295,0.99997485,1.0809367,0.9894973,1.0019606,1.0876385,0.0,0.8172426,0.89542836,0.99332213,0.9839491,1.1500803,0.83433354,1.0688493,1.020794,1.0006247,0.8643557,0.95941865,0.9355349,1.0430883,1.0710223,1.0145622,1.2111824,1.1640255,1.0597149,0.9345848,1.0847703,1.0423422,1.0330993,0.96951276,1.1671777,0.88177115,1.0649353,0.88580704,1.1694422,1.028378,1.0269572,1.0162952,0.9324664,0.915328,1.0220451,1.0119603,0.99768156,0.70015895,0.9723688,1.0855746,1.1902384,1.0478541,0.85858333,0.9912767,0.961746,1.0206095,1.0412471,0.884199,1.0042174,0.9362846,1.014507,1.0259143,1.0897156,1.0437,1.091109,0.96781737,0.7985187,0.8478421,1.0002344,1.0822283,0.8741063,1.0629478,0.917153,1.1332245,1.1263686
mitten,0.6488975,0.784988,1.2950196,0.5680324,1.139751,1.1899052,0.79363716,1.0083847,0.7543596,0.89641565,1.2887361,0.8120445,0.7308819,1.1681154,0.92231065,0.84395957,0.956189,1.3818554,1.4080281,0.9008341,1.2180309,1.1749187,1.2939959,1.3865811,1.1300863,1.161855,0.77901226,1.1304936,1.2920496,1.3370407,0.9484609,0.91419226,0.8366522,0.9964549,0.7686764,1.2634859,1.3547915,0.7028586,1.2238673,1.4129049,0.93819505,1.3814884,1.1550812,0.7618904,0.64289165,1.0629046,0.94951624,0.74127805,1.3040848,0.84516716,1.2748933,0.86404335,0.91114736,0.9561261,1.2347274,1.3476292,0.49666995,1.133805,0.856972,0.8068438,1.2380445,0.43298125,1.0578946,1.111125,0.85460865,0.9067689,0.4990223,1.3754932,1.0819975,1.0381155,0.8426721,0.8289093,1.0927494,0.6202724,1.3070138,1.1934347,1.3546777,0.8196892,1.0041479,0.8152191,0.8172426,0.0,1.0295651,0.9057319,0.98185533,1.3276144,0.91251934,1.2655987,0.96198165,1.2931794,0.9067485,1.0131555,0.62790895,0.7148878,0.84799725,1.1003748,1.4268153,1.3895204,1.0046028,1.0474925,1.1040845,1.2972543,1.1812241,0.99191713,1.2728317,0.7815356,1.1519161,0.981586,0.9342485,1.2039796,0.9261508,0.8233891,0.6963185,0.44142318,0.81596696,1.2257887,0.8961398,0.9063553,1.0310926,1.1265938,0.897105,1.3401705,0.5524412,1.0276439,1.2448661,0.8325308,1.0979958,0.9736192,0.7145108,1.056264,0.9073968,1.3662939,1.0028324,0.9540529,0.9186183,0.85826856,0.78079176,0.9263209,1.089748,1.0384887,1.0702115,0.963521,1.0858718,1.30585,1.0698318
motorcycle,0.95222205,1.1140044,1.2525749,1.0959661,1.0337734,1.0329785,0.8765982,1.1066529,0.97139084,1.0740751,1.2566077,0.981815,0.93246263,0.9958617,1.015876,0.72595346,0.85518384,1.045792,1.1493206,0.8911437,1.1767702,0.7327537,0.9377984,1.0119971,0.6614389,1.3517544,0.9759686,0.83339477,1.0241252,1.0586662,1.0266128,1.0132285,1.0421441,1.0570381,0.9965112,1.1402614,1.1692585,0.89784205,1.2298682,1.2343119,0.7235916,1.0999371,1.0093311,0.91119,0.7159225,1.1155511,1.1417832,0.94089854,1.1474736,1.1092367,1.14146,1.0859721,1.2932153,0.74254507,1.16633,1.028142,1.0851206,1.1069745,0.8411789,1.10288,1.2496613,1.0426525,0.8081819,1.1620002,1.0558509,1.010158,1.1632473,1.1410921,0.7575133,0.8571508,0.52843976,0.82831216,1.0577185,1.085316,1.2751054,0.88674235,1.0999094,1.1727655,1.0970663,1.0655062,0.89542836,1.0295651,0.0,1.2311426,1.0703826,1.319072,1.1218302,1.3238215,1.2727478,1.2056168,1.0850362,1.1132531,1.076103,1.1079006,0.8817845,1.0538749,1.2321392,1.2468315,1.071017,1.1074347,1.0927888,1.010904,1.0803603,0.8965121,1.0931656,0.78273803,0.97937953,1.1126833,1.105449,0.9800088,1.081577,0.7195214,0.9822388,0.9493502,1.1109909,0.71110386,1.0085753,1.0586478,0.63088566,1.1576538,1.0121187,1.126437,1.2000306,1.1705153,1.1458613,0.5519893,1.108794,0.38025463,0.99127996,0.41739833,0.9723134,1.1076804,1.0428739,1.2489238,1.3400269,1.1005679,1.0799522,0.33115447,1.04579,0.92585325,0.1424309,0.6867156,0.5298188,1.2075907,1.0528119
mouth,1.0276786,0.9796662,0.872646,0.9093077,0.8509966,0.9240135,0.9493976,1.0977203,0.8292036,0.9223178,1.0666593,1.0326604,0.9483256,1.2747593,1.2101527,1.0573367,1.0574269,1.1864505,1.171937,0.95842355,1.0587356,1.2250631,1.1798972,1.217241,1.182569,0.77143335,1.018096,1.2224507,1.0602458,1.136385,0.9582763,1.0162466,1.1857502,1.0142746,1.0042158,1.0612243,1.1071316,0.9599824,1.0082785,1.0745872,1.1637845,1.1353216,1.0703745,1.0299273,1.08903,1.0469509,0.94674903,1.0228789,0.82031184,0.98726267,0.9747224,0.79532766,0.53488064,1.0775746,1.2037488,1.2479262,0.9554637,1.1355417,1.1614879,0.77126217,0.7693543,1.0849992,1.0085051,0.69267845,0.77098525,0.9993986,0.6332996,1.116794,1.0885643,1.0089232,1.0146064,1.0285156,1.0260705,0.8508859,1.0343065,1.2272503,1.2270279,0.9108839,0.9323069,0.94695586,0.99332213,0.9057319,1.2311426,0.0,1.0155199,0.76189965,1.1759231,0.77647847,0.6082467,0.8900882,1.0369102,1.16897,0.87054324,0.8509668,0.9897752,1.1382011,1.1149213,1.1006179,1.1353856,1.2575495,1.0583658,1.2804459,1.1004499,1.015721,1.1394256,1.051769,1.0626488,1.0754768,0.92454344,1.1682523,0.9532716,1.1551187,0.89917064,0.96835226,0.81442416,1.3018843,0.8925788,1.0009564,1.1493461,1.0309916,0.97511894,1.0928948,0.9375571,0.79752743,1.1512239,1.0466425,1.1676865,1.2025317,0.8396107,1.1518135,1.0191227,1.0040672,0.9429645,0.70697874,0.6055718,0.8900777,1.0869497,1.1831062,1.0785941,1.0526,1.2082264,1.1041682,1.2462289,0.9038731,1.0943705
muffin,1.0303841,1.0802116,1.0550164,1.0902808,0.9409966,1.0836738,0.82306546,1.099684,1.2386572,1.1381923,1.313338,1.2971684,1.1172042,1.1314967,1.1539295,1.1643823,1.021194,1.1453769,0.8141213,0.9427737,0.2015624,1.0711768,1.1753485,1.2954612,1.0682974,1.1253163,1.08975,1.372813,0.86832106,1.0176995,1.1005598,1.0341781,1.0550071,1.1061568,1.0658356,0.3180027,0.6145058,1.204885,0.28932488,1.2409074,1.1542195,1.0937573,0.84271646,1.0225822,0.98994833,1.2426752,1.1268296,1.1435863,0.9071291,1.1321118,1.1691284,1.1075493,1.0732434,1.0316005,1.1439978,1.0627831,1.0913529,0.9729391,0.94247895,0.865034,1.2063168,1.0559895,1.0364226,1.0197724,1.115379,0.27032042,0.99373215,1.1974137,1.2123555,0.9730038,1.0556959,1.1304893,0.9776438,1.2735381,1.2478315,1.2254071,1.1722598,1.1781585,0.37441003,0.61420083,0.9839491,0.98185533,1.0703826,1.0155199,0.0,1.1171242,1.0036156,1.1931167,1.1076691,0.95668685,1.1673623,1.0399234,1.1653333,1.2595931,0.98436916,0.30246794,1.2679179,1.2610788,0.9999144,1.1853762,0.3665189,1.1175734,0.4251578,0.946309,1.0712574,1.0901496,1.0504493,1.2714658,1.110652,1.1482421,0.3758998,1.1187145,1.2039841,0.9782736,1.2988319,0.958944,1.1872752,1.1103027,1.0846155,1.2005342,1.0909653,1.1701301,1.151798,1.1063647,0.99435264,1.0479072,1.0686393,1.1392045,1.2803876,1.0155472,0.93616253,1.0149667,0.5159469,1.1197336,1.2088581,1.1782242,1.0982779,0.99942386,0.6895311,1.0422517,0.9665529,1.0273209,1.1632774,1.2295358,1.2069775
nail,1.4081278,0.7528153,0.14804673,1.3253261,0.55833834,0.49830723,1.1107081,0.9090339,1.3671551,0.9345835,0.40283746,1.4770424,1.2692591,0.75884104,1.2107241,1.3283353,1.2751524,0.49587148,0.68772495,1.4447358,0.83145416,1.1426349,0.816008,0.64646095,1.1403437,0.37893188,1.311181,1.2107757,0.7748772,0.7170171,1.1978543,1.1842656,1.138034,1.3077562,1.1574516,0.74790615,0.5256983,1.4112443,0.77007556,0.25529492,1.4858856,0.5590811,0.9436815,1.3348131,1.2233272,1.2389747,1.2274675,1.3578146,0.4234842,1.1634845,0.48236108,0.9977286,0.5130458,1.2930456,0.5717074,0.6825675,0.92506236,0.9617231,1.0496176,1.2706758,0.30877686,0.8728603,1.1353042,0.38539392,1.0620028,1.2560868,1.1102724,0.24445677,1.1149083,1.1288441,1.3271985,1.272371,0.9505012,1.2533935,0.5597624,1.1664292,0.73845357,1.0514616,1.137145,1.2843604,1.1500803,1.3276144,1.319072,0.76189965,1.1171242,0.0,0.863299,0.45755798,0.594558,0.49196726,1.3159066,0.85286295,1.3260658,1.1712278,1.3866136,1.1506919,0.35965884,0.37609094,1.0260756,0.8486216,1.187034,0.94386,1.136497,1.1794615,0.5734702,1.363093,0.8524401,1.3343371,0.8434674,0.9160831,1.2744669,1.2285296,1.3089762,1.0964673,0.9812773,1.0962987,1.2728409,1.2594949,1.2525992,0.29615068,1.23011,0.48600423,0.8214476,0.7696265,0.8019001,1.3162091,0.8143109,1.3608829,1.2400277,1.3673048,1.476579,0.4826613,1.2341464,0.45931947,0.6381417,0.8993221,0.985737,1.2156073,1.2768242,1.2887089,1.2659996,1.3342375,1.3524716,0.20558298,1.190767
napkin,1.1953679,0.6522796,0.8529849,1.3032216,0.8583734,0.7982137,1.109659,0.7084409,1.2168332,1.1519086,0.7958279,1.0730315,1.1259254,0.76314574,0.70629585,1.0985936,1.0829823,0.77706724,0.5934753,1.1243924,0.82935023,1.0082608,0.71175885,0.75574416,1.0814364,1.0475904,1.2339671,0.7802667,0.9549249,0.94221824,1.1106331,1.2006656,0.9621277,0.94718844,1.0221858,0.8608065,0.8184819,1.1282494,0.92941976,0.72394645,1.0021847,0.7015269,0.8588824,1.1689911,0.76431173,1.1287287,0.7991228,1.1256002,1.0088333,1.1432711,0.99530923,1.3778833,1.0709367,1.236076,0.74468136,0.7627188,0.8982057,0.82413995,0.9207677,1.1252291,1.0347521,0.528852,1.2582227,0.79127586,1.3244951,1.1028454,1.2456399,0.7327492,1.0926762,1.0529358,1.3067446,1.2022517,0.936497,1.1610233,0.71802175,0.8623326,0.8522258,1.079718,0.8551211,1.2309352,0.83433354,0.91251934,1.1218302,1.1759231,1.0036156,0.863299,0.0,0.8468981,1.0934743,0.80232793,1.0876316,0.83611774,1.1325152,1.167656,1.2690585,0.95484245,0.81255996,0.7639289,0.9467027,0.49539185,0.99024826,0.8330221,0.8272692,1.1333096,0.93020207,0.8026745,0.9399815,1.1626465,1.1333098,0.82668316,1.113137,1.0409801,1.2917185,0.8295703,1.0453062,0.8556944,1.26035,0.97915596,0.88044846,0.7239586,1.253793,0.69390863,0.6814645,0.9812677,0.6965742,1.27377,0.8192399,0.9071486,1.2899051,1.268439,1.2274038,0.79748636,1.074989,0.95743066,1.015048,0.88272977,0.12005901,0.92123294,0.9698089,1.2904537,1.1065278,1.2688894,0.9607272,0.9216021,1.163494
necklace,1.410978,0.72267324,0.4878869,1.1638292,0.6547786,0.6275835,1.153738,0.88421357,1.2874199,1.073611,0.4588468,1.30354,1.1657783,0.8926061,1.1934154,1.2760514,1.243698,0.6658306,0.8207257,1.3288345,0.96899146,1.0259542,0.79100037,0.6130053,1.104382,0.4961515,1.3223193,0.96229684,0.9342935,0.7572696,1.0724455,1.1012013,1.049998,1.2434669,1.0499567,0.88241786,0.7571511,1.3777102,0.9005699,0.41479588,1.3320125,0.6909739,0.9789977,1.336961,1.2677329,1.0771445,1.0122579,1.2063042,0.6927938,1.1494666,0.5856274,1.1264175,0.5723006,1.194331,0.7398968,0.71691895,0.8218483,0.88962215,1.0828471,1.2510698,0.5116039,0.8960506,1.2170012,0.6143168,1.0817364,1.3448017,1.0771747,0.5195356,1.1197183,1.1425643,1.333039,1.2507801,0.92141086,1.1000662,0.5248062,0.96874666,0.6351903,0.93859625,1.1247693,1.3249941,1.0688493,1.2655987,1.3238215,0.77647847,1.1931167,0.45755798,0.8468981,0.0,0.63523465,0.5650826,1.138396,0.86237144,1.185765,1.0942078,1.3381575,1.1229086,0.5118872,0.48868465,0.9076433,0.80363554,1.2545718,0.8056091,1.182296,1.1634849,0.7732661,1.1573529,0.85167074,1.1488372,0.9919239,0.8498546,1.323587,1.1435587,1.2253572,0.993538,0.84930485,1.0325713,1.2776396,1.194158,1.2112849,0.46812952,1.2307397,0.660315,0.80725867,0.6464256,0.77930737,1.3068947,0.8033111,1.2039689,1.1582566,1.3222202,1.469164,0.72203755,1.260818,0.5375447,0.5832811,0.80647427,0.8586734,1.2034743,1.2684108,1.2339473,1.2534674,1.2440314,1.152898,0.4437213,1.0927018
