,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
shorts,0.99580884,0.53059137,1.1301649,1.1563245,0.57867795,1.2642941,1.0825639,1.2021235,1.2401967,1.0092367,1.0519187,0.88202083,0.9745223,0.7493831,0.6005154,1.1326329,0.7439279,0.82129264,1.1560439,1.2312473,1.370893,1.1702629,1.2233307,1.0318626,1.3027968,1.2116325,1.0125374,0.99487364,0.9145578,0.8657339,0.7916193,1.0672215,1.2372642,0.8252568,0.73150945,1.3007842,1.031194,1.3981037,1.2728341,0.8066347,1.2730345,1.1291316,0.93776697,1.3122393,1.0759767,1.2996073,0.9119017,0.83114576,0.9675239,0.907711,0.6003274,0.62675756,1.2067044,0.8755058,1.0854998,0.92520624,0.7422539,1.1184827,1.0127041,1.1686041,0.5833108,1.1159917,1.2890096,1.0999815,0.8407198,0.5699351,1.0268464,1.1383544,0.7876598,1.1545092,0.6584836,0.8856816,1.0511879,1.1241027,0.58383214,1.2009988,0.3534422,1.1140653,0.9915134,1.330698,0.6600746,0.8453819,0.98476744,1.2160888,0.5968759,0.8424195,0.9265605,0.9067638,1.2570901,1.1126451,1.0380641,0.7231277,1.110953,1.2161847,0.85620964,1.0079459,0.49093908,0.2735139,1.0680051,1.0268167,1.1126676,1.1690276,1.1572988,1.0617064,0.9400816,1.1626593,0.92692196,1.1486579,1.0724187,1.4440199,1.1104066,1.063945,0.9666525,0.99735445,1.270196,1.0106771,1.0204471,0.82711816,1.2028432,1.053488,1.228102,0.46475428,1.1241337,0.43603617,0.99226016,0.0,1.2161025,0.94982266,1.2041986,0.9942787,0.98786396,0.99371916,1.1006294,0.49225748,1.1952623,1.2878892,1.200096,1.0276318,1.2241055,0.99398726,0.5521637,1.0710945,1.0508227,1.330184,0.81454843,0.93719,1.0568037,0.96486384,1.3448106,1.1741115,1.1286356,0.9772784,0.84110445,1.0997186,1.0343835,1.0502269,0.8137803
shovel,1.0222158,1.030961,1.1003178,1.0942173,1.067524,1.0392768,1.0428303,0.84684175,0.83294415,1.0649812,1.3082153,1.2119935,1.0266857,0.87772894,1.2805808,0.8588467,1.2238915,0.9320728,0.9536737,0.8864899,0.81442606,0.9826566,0.9391142,0.6812586,0.78210723,0.91294307,0.83316684,1.1048939,0.99447477,1.2883627,0.8195144,0.95895207,0.9493676,1.0306718,0.90506476,0.84613895,1.0559275,0.956451,0.8200835,1.1759744,0.8144504,0.7942722,1.0493022,0.8480607,1.0266403,0.9451985,1.0818157,0.94510514,1.0134368,0.7969006,1.2001579,1.1718485,1.0414476,1.3776805,1.1110181,1.2980295,1.065567,1.1959221,0.81792873,0.9242665,1.0649495,0.4940101,0.88745964,1.1600804,1.1595091,0.9122087,1.0733125,0.8627626,1.2549667,1.1102903,1.0714914,1.0932589,0.9942211,0.69471824,1.241322,0.92511183,1.1904315,0.33304155,0.8530497,0.7748598,1.058454,1.0339748,1.0171803,0.8747175,1.0808094,0.76721424,0.98087084,1.1272948,1.0685953,1.1191936,0.75082564,1.0059555,1.0917215,1.0483685,0.95800215,1.0088675,1.2748129,1.2009947,1.1183618,0.8788131,1.0962847,0.66560847,0.5979804,0.9711547,0.85583717,0.8816731,0.9264389,1.054973,0.84024596,0.84987694,1.0488735,1.0917286,1.0765698,0.9253448,0.8165359,1.1186117,0.93691504,1.2962557,0.921159,0.9461051,0.9280054,1.1888413,0.4684791,1.2920992,0.86771566,1.2161025,0.0,1.0924104,0.8305448,0.97169363,1.008318,1.2967184,0.88401175,0.8981458,0.94842756,0.32928038,0.56703585,0.64034206,1.0345889,0.83312696,1.2463498,1.0071197,1.0957205,0.8408997,1.0883751,0.95903087,0.3886497,0.8229836,0.87449014,1.0146685,1.1356945,1.0628899,1.1712258,0.5570985,1.0531892,1.1387265,1.1865362
shower,0.7945936,1.3105917,1.3843046,0.69507277,0.66435534,1.232742,1.2075803,1.3303024,1.0223857,0.22855055,0.8657384,0.56069076,1.3930268,0.66148764,0.78286624,1.1739228,0.72340953,0.90854084,1.0788946,1.3310021,1.1101665,0.9344925,1.1808542,1.3235343,1.1256053,1.259701,1.1854422,0.9167788,1.4011033,0.830124,0.8461921,1.328964,1.2039163,0.6920768,1.0505333,1.0735223,0.5845001,1.2349422,1.3547752,0.6248658,1.1349146,1.43734,0.5643795,1.33683,1.140489,1.0380565,1.0179884,1.243608,0.46059966,0.9547832,0.8729892,0.9925654,1.3027058,0.60750264,1.1655811,0.8206281,1.2427545,0.9382113,1.2075338,1.1246355,1.2585132,1.3691372,1.2268677,0.59011674,1.2607379,1.2762809,0.6960795,1.287924,0.94181216,0.782167,0.9677378,1.4267228,1.0225309,0.6509974,0.56811696,0.9996309,0.61998403,1.2299788,0.75541586,1.1287293,0.9814817,1.0597618,1.0435008,0.93550235,0.89480925,0.8867423,0.78636384,1.2385638,1.0920895,1.3352666,1.1512774,1.3842566,1.3225384,1.2829309,0.46816164,0.93988764,0.7454777,0.6257897,0.78357965,1.4110032,0.8240247,1.3983405,1.3997779,1.1266279,1.3734853,1.2606459,1.1958141,0.97191554,1.2095683,1.1656705,1.0103801,1.3572589,1.1049199,1.046087,1.2072188,1.3273603,0.41347855,0.8317747,1.0898255,0.76276547,1.3683057,0.9077094,0.99826837,0.66568005,1.1959453,0.94982266,1.0924104,0.0,0.5634932,0.64553046,1.4681685,0.68313575,1.3365494,1.145169,0.9191085,1.304872,0.8707812,0.9611893,1.2885978,0.8221593,0.7071372,0.93901664,0.55991334,1.3839171,1.3109612,1.3788294,1.1477545,1.1650381,1.2659858,0.6271075,0.85802394,0.70081115,0.7793382,1.0059816,1.3951218,0.69657546,0.83136207
sink,1.1201502,1.2257948,1.2246625,0.8896785,0.97754574,1.0924934,1.0978419,1.0739578,0.6914195,0.4444276,1.0169309,0.98243636,0.92848027,0.7690859,1.1987902,1.116105,1.0951009,0.88807726,1.0303255,0.891024,0.50067204,0.88517356,1.0777497,1.0418802,0.6222561,1.0626334,0.69868565,0.8540353,1.2325437,0.9962036,0.84291327,1.1366311,0.93172866,0.9382465,1.1055884,0.65285844,0.7550534,1.0174335,1.010942,1.0108266,1.0357149,1.0210112,0.8212396,0.73011726,1.0773674,0.7701616,1.2533016,1.281466,0.6455374,0.695323,1.2033554,1.2295368,1.1271503,0.9719292,1.1852652,1.1763452,1.2673197,1.0776316,1.1341126,1.0742486,1.2406008,0.902788,1.2130388,0.8674778,1.234734,1.1688038,1.0523365,1.1469125,1.2029281,0.9066492,1.1624739,1.1287746,1.105863,0.9088404,1.0885932,0.80843234,1.1279526,0.7939646,0.83556944,0.65573883,1.2367873,1.0771304,1.0881722,0.61051995,1.1981472,0.7522235,0.85132635,1.2039201,1.0362923,1.0865524,0.73305404,1.214874,1.0916288,1.0991426,0.5242563,1.1497313,1.1992987,1.1266075,0.96396834,1.2291963,1.0054696,0.9398303,0.9773775,1.0787423,1.1773572,1.1674055,0.9151726,1.0499806,1.1243548,0.55392796,1.0912147,1.2017989,1.1877075,1.0656859,0.73791254,1.1204693,0.53164136,1.1894975,1.1195364,0.8635073,0.88821524,1.2183923,0.830027,1.1180714,1.0409,1.2041986,0.8305448,0.5634932,0.0,0.8643149,1.119231,0.88073725,0.97027653,1.1748997,0.8192496,0.7333591,0.77541375,1.1327369,1.0930506,0.94984114,1.1084492,1.1555028,0.8475878,0.8773432,1.2735393,1.1829318,0.95498943,0.8978686,1.0487463,0.6215853,0.9886635,0.92444193,0.9476045,0.77686155,1.082911,0.88857466,1.0103295
slide,0.43411225,1.3457645,1.4354048,0.49336004,0.62946737,1.1823295,0.90118015,1.1317939,1.0016253,0.42432427,0.89058685,0.47265577,1.4971684,0.6538714,0.54411876,1.1636108,0.5767545,0.6960288,0.82592064,1.4398936,1.033068,0.73345757,1.2453392,1.3913707,1.0413618,1.2303975,1.4237659,1.0248255,1.4089403,0.9116289,0.8258523,1.2852256,1.2715425,1.0181575,1.18518,1.2527816,0.7277554,1.378598,1.2506323,0.54307294,1.2265342,1.4535676,0.4614488,1.4008361,1.055362,1.0894579,0.9413022,0.91102606,0.9510962,1.0783495,0.74365914,1.099443,1.3960752,0.6842622,1.2973912,0.91325617,1.3662379,0.83754504,1.0516025,0.93427444,1.3766543,1.3498331,1.0782905,0.5572528,1.3864915,1.1698768,0.38400936,1.1562657,0.9423113,0.6866069,0.9533619,1.4157367,1.0432652,0.49541736,0.54161334,1.0776572,0.6331843,1.2589977,0.7312114,1.3453484,1.0519629,1.059855,0.8933979,1.0262218,0.6550894,1.149629,0.9781526,1.240754,1.1257504,1.4752251,1.1829976,1.4268718,1.496622,1.3664343,0.8864589,0.8194034,0.5515074,0.7565397,0.66520506,1.3588063,0.82549703,1.3938606,1.3503562,1.0811733,1.2777861,1.2144895,1.1586072,0.9330838,1.092396,1.2074984,0.9746415,1.5039227,0.9715952,0.91122246,1.3584659,1.4532261,0.8261903,0.8123914,1.032632,0.66865146,1.4210906,0.7947863,0.713892,0.6720356,1.1645128,0.9942787,0.97169363,0.64553046,0.8643149,0.0,1.5750573,0.7607101,1.5345342,1.0436783,0.9089956,1.1995825,0.96596086,0.7073046,1.3082445,0.8195287,0.70369625,0.66158324,0.41363293,1.4080933,1.4485422,1.433255,0.97368246,1.2569252,0.86327404,0.52112603,0.906257,0.6584907,0.88047683,1.1785771,1.5251269,0.77191633,0.80294096
slipper,1.5157443,0.4793836,0.3992989,1.4874263,1.3571461,0.81892323,0.9492739,0.7705531,1.1857364,1.4924691,1.0836549,1.5052373,0.20986044,1.3581069,1.5096151,1.0108653,1.4232292,1.1516356,1.2583325,0.41627014,1.0157193,1.4336942,1.0596106,0.53281796,0.9459358,0.70164317,0.41785926,0.8259523,0.35358816,1.0749943,1.1494596,0.8509751,0.7703915,1.2035294,0.90259326,0.9805683,1.3931843,0.8177768,0.7919289,1.476191,1.0521601,0.18489027,1.5596353,0.49637043,1.0704284,1.2087674,1.2223829,1.1477888,1.2327554,0.9714111,1.3743751,0.88473547,0.495004,1.2519982,0.5096072,1.1620295,0.40881044,1.0542132,0.9131376,1.1775001,0.32287973,0.518363,0.9286775,1.5426642,0.3480721,0.6625019,1.4614197,0.82067984,1.0440614,1.4884559,1.0453548,0.32673502,1.045494,1.5042865,1.3469967,1.2100161,1.3373432,0.5839227,1.4200671,0.6182352,0.96055514,1.069054,1.0998684,1.1393064,1.3355966,0.9421829,1.1327047,0.634123,1.1880674,0.16059184,0.83357704,0.3120923,0.34535718,0.57152367,1.2918276,1.1190009,1.4722717,1.2729013,1.4325463,0.6879706,1.3282657,0.309865,0.40872204,1.0574701,0.5285475,0.9642877,0.8400876,1.3598561,0.81834644,0.90608007,1.1594384,0.27237737,1.127815,1.1487128,0.7241378,0.4185874,1.3786552,1.0821116,1.2144228,1.3511176,0.44798613,1.260078,0.98075503,1.3625005,0.79030716,0.98786396,1.008318,1.4681685,1.119231,1.5750573,0.0,1.1726516,0.31641763,0.8251897,1.372103,0.62732905,1.0134997,1.27137,0.7773173,1.2804667,1.4066917,1.2612748,1.5984633,0.46648955,0.27019584,0.23624378,0.78081965,0.70395374,1.0043222,1.604986,1.2314067,1.4434047,1.2141359,0.86225957,0.099909425,1.3401833,1.150798
snow,0.86818486,1.1873984,1.2890832,0.93687403,0.8888806,1.1814855,1.154455,1.2015752,1.1259671,0.49507296,0.18472594,0.6452223,1.045757,0.7963911,0.9204562,1.1093054,0.69978774,0.8478823,1.1172543,1.2130849,1.2039728,1.1322523,1.1526141,1.1513188,1.2644291,1.0859007,1.1217647,0.9172639,1.27654,0.35368443,1.0933177,1.0310545,1.1925057,0.9808292,1.2067899,1.1384586,0.82674736,1.1387985,0.95264184,0.7842922,1.2487764,1.176443,0.9313647,1.2344785,1.0711149,0.9773392,1.038447,1.2897553,0.69442034,1.0167865,0.9586492,1.1156983,1.2255965,0.3898443,1.1338837,0.99746996,1.1709023,0.7880105,1.0917723,1.1741172,1.1691782,1.2111008,1.2095592,0.83299625,1.1583893,1.1976082,0.6279247,1.3724768,1.0079011,0.7042992,1.1244925,1.1694605,0.9628785,0.88907045,0.6948877,1.2505594,0.8269566,1.1410532,0.9746086,0.96642745,1.1392584,1.1652706,1.0426462,0.9740953,1.0901912,1.0404083,1.0200865,1.0992162,1.1498506,1.1314584,0.9656476,1.1826916,1.1783422,1.257296,0.8467673,0.79223174,0.8633249,0.8431934,0.93614376,1.2306812,1.0247756,1.1425004,1.1912609,1.1514113,1.1874692,1.2491785,0.92144173,1.1267785,0.98820704,1.1588362,1.0858998,1.1439062,1.2031574,1.1956952,1.1959044,1.3031944,0.7748241,0.46138775,1.174618,0.9436687,1.1237043,0.94517016,1.067813,0.8236495,1.2164927,0.99371916,1.2967184,0.68313575,0.88073725,0.7607101,1.1726516,0.0,1.17463,1.0682647,1.137591,1.2508402,1.0185493,0.8857129,1.2358841,1.1409845,0.90408736,0.93548185,0.80020046,1.2310826,1.192342,1.1795986,1.2125496,0.9178596,1.3151367,1.0267352,0.72862995,0.87368804,0.94196457,1.0741868,1.1304623,0.6517826,0.5571902
soap,1.5423182,0.7479588,0.5898255,1.4788073,1.4214172,0.7688441,0.8979929,0.8218782,0.9309922,1.3969398,1.1418748,1.4962885,0.31078196,1.3186814,1.5061297,0.96661603,1.4484793,1.2316386,1.1961498,0.16492373,0.9007381,1.3049338,1.0855012,0.3934719,0.6559714,0.7015405,0.28255987,0.8744403,0.6459112,1.086655,1.0258317,0.87885654,0.6097548,1.0078797,0.75815225,0.7431942,1.3255842,0.73939055,0.6418992,1.4554706,1.0108573,0.30322397,1.4609728,0.27869868,1.104229,1.0354934,1.2169354,1.0808324,0.93908143,0.94163597,1.2003379,1.1482403,0.6540272,1.2112603,0.72484297,1.2943321,0.7743133,1.0731758,1.009434,0.9297652,0.7218561,0.60955334,0.95313025,1.4184506,0.702143,0.76883286,1.4718655,0.8930306,1.1664661,1.3290346,1.2703598,0.48270452,0.99983656,1.4384863,1.420372,0.9336536,1.4301766,0.60992706,1.2096325,0.38647223,1.2498056,1.1771007,1.0987184,0.7753786,1.4520483,0.8948475,1.0294396,0.95299613,1.1853788,0.36574328,0.69109994,0.5748296,0.47471738,0.72340006,1.1080338,1.263105,1.4120557,1.3349388,1.4282467,0.81469357,1.3745635,0.3588478,0.46246594,1.0960714,0.7100142,0.9921604,0.7431004,1.3348235,0.57802916,0.81977713,1.0932047,0.55893135,1.2254869,1.0085274,0.5328773,0.5658461,1.0591401,1.0979726,1.1398178,1.270803,0.52631587,1.2150761,1.0378797,1.347594,0.8997427,1.1006294,0.88401175,1.3365494,0.97027653,1.5345342,0.31641763,1.17463,0.0,1.0622089,1.3101631,0.65161264,1.0173597,1.3098228,0.77831763,1.1327406,1.3437603,1.2823864,1.531564,0.49093497,0.6420809,0.5712571,0.8132794,0.57077396,0.9198603,1.5076802,1.0553302,1.3289498,1.2154214,0.5847361,0.291802,1.153952,1.1501101
sock,0.96544176,0.4847114,0.9602292,1.2607281,0.8104017,1.1254253,1.0063381,0.99352676,1.2622538,1.1336607,1.0397761,0.90163875,0.91515857,0.8546849,0.9090805,1.0357184,0.78446907,0.87899756,1.0934879,1.1903821,1.2234702,1.1732833,1.1433165,1.0041605,1.1781394,1.0196751,0.9300758,0.9896536,0.82119477,0.96624035,0.8280229,1.0563878,1.1691811,0.96432084,0.77395606,1.1491024,1.1708286,1.1981144,1.1022084,0.8449719,1.1734188,0.9711104,0.9848268,1.1754087,1.0480546,1.3115349,0.8893252,0.7525752,1.1745507,0.96341276,0.98630303,0.78792185,0.98094773,1.0095696,1.0743178,1.1243259,0.7268083,1.1342454,0.8548003,1.1450546,0.5806294,0.9809501,0.95385957,1.2553267,0.951119,0.41698647,1.0204935,0.9688938,1.0323445,1.1768109,0.80291927,0.8704257,0.9477989,1.0499958,0.7156805,1.1935208,0.6288425,0.9257383,1.0955181,1.2363036,0.72487223,0.8088222,0.772768,1.2157323,0.65839136,0.82426256,0.9930724,0.9429688,1.1749296,1.0620894,0.9419228,0.7958225,1.1164434,0.98905736,1.0563835,0.9068859,0.8291851,0.59873194,1.1389425,0.99831367,1.1170695,1.0488073,1.0348282,1.0051177,0.7446902,0.9263919,0.7191102,1.1505697,1.0499033,1.2602693,1.084031,0.9229806,0.9655437,1.0880493,1.1584404,0.9729559,1.2225816,0.8656846,1.0821824,1.1181321,0.9978661,0.83728284,0.90421027,0.8533087,0.8072187,0.49225748,0.8981458,1.145169,1.1748997,1.0436783,0.8251897,1.0682647,1.0622089,0.0,1.2505512,0.95697117,1.1051114,0.9906145,1.1378865,0.95668423,0.88958573,1.0217955,1.1514813,1.0406772,0.7647525,0.85382694,0.926643,0.93809944,1.0995811,1.2619367,1.2085621,1.029723,1.0008357,1.0858957,0.99071014,1.1740607,0.97630125
soup,0.8828397,1.2881489,1.1893303,0.7059968,0.97641027,1.0883089,1.0570114,0.92559797,0.91779536,0.94519925,1.1262429,0.99065995,1.2969434,1.1086094,0.9174757,0.92294,1.0143127,1.0852083,0.91568667,1.2046974,0.46202296,0.8107701,0.567447,1.2676308,0.90369517,1.163058,1.2914577,1.1764114,1.184143,1.1769371,1.1768563,0.8129182,1.0880295,1.0514469,1.2053818,0.91479445,0.7916697,0.81903255,1.0029889,1.0107323,0.64640105,1.2775587,0.92863053,1.0721657,0.92775404,0.6637313,0.9848449,1.0248208,1.1176198,1.1286707,0.9839273,1.0984923,1.0898924,1.0985672,1.165212,0.94871706,1.229557,1.0620944,0.9697659,0.9557189,1.2812881,0.9890226,1.017653,0.7226293,1.2231343,1.2809505,0.92767906,0.99403375,1.0519856,0.7134963,0.9717308,1.3394847,1.0706568,0.89074206,1.0845608,0.76129335,1.0719385,1.1458055,0.90883625,1.2059768,1.0333328,0.85880566,1.0138638,1.0012388,0.96385723,1.1152458,1.0341865,1.0956182,0.57362777,1.2920886,1.1709918,1.2764363,1.2023958,1.0021402,1.0189868,1.0785997,1.0159914,1.0802416,0.8206518,0.76030636,0.72974694,1.2706304,1.2300355,0.9804381,1.1214509,1.0099543,1.2614808,0.5755344,1.2155299,0.5953599,0.9259299,1.1440221,0.87952095,1.0373882,1.1466061,1.1131451,0.98067176,1.2215917,0.8747121,0.8078725,1.191352,1.0482546,0.9838582,1.0350465,1.0577137,1.1952623,0.94842756,0.9191085,0.8192496,0.9089956,1.372103,1.137591,1.3101631,1.2505512,0.0,0.8719599,1.0248387,0.9244188,1.0014495,1.0270082,0.9530947,0.8654631,0.7508183,1.0712843,1.2436092,1.2404609,1.0503811,1.2957795,0.9553102,0.59058684,0.96331275,0.84667045,0.9872136,1.2283046,1.3330576,0.98921156,1.0720811
spoon,1.3469272,0.94635504,0.76544666,1.240207,1.3491018,0.84313154,0.91256154,0.61847305,0.8836029,1.2622559,1.1929591,1.4938895,0.5874901,1.228031,1.4980048,0.8994759,1.4630518,1.0125586,1.0111264,0.6159879,0.51226693,1.1474981,0.89225566,0.6098789,0.66080993,0.6733283,0.6642367,0.973312,0.7187854,1.3103184,1.1010982,0.7782435,0.69697225,1.2739265,1.0966244,0.7961048,1.1886027,0.72613406,0.6310252,1.4981389,0.78722817,0.41254807,1.3717527,0.5279609,1.0184789,0.8861803,1.3096958,1.120487,1.2057012,0.90855765,1.373785,1.2417932,0.66728413,1.3973777,0.8749957,1.3702871,0.90686744,1.0975335,0.8783002,1.0009234,0.9274313,0.2275303,0.81441855,1.271544,0.91596246,0.9645525,1.334683,0.76837784,1.3334643,1.1999829,1.1848114,0.80935335,1.0755111,1.0748806,1.4487866,0.9660879,1.4373865,0.27374047,1.1320206,0.5997805,1.2141874,1.1690873,1.0634987,0.9236013,1.376944,0.85189474,1.0879288,0.9662636,1.0094557,0.6884186,0.75485563,0.7560885,0.8433527,0.6788465,1.1875325,1.0515949,1.5090204,1.4640155,1.2735597,0.6574195,1.1955626,0.38232356,0.39388525,1.0036621,0.63806355,0.86070293,0.93017524,1.0699731,0.8557241,0.4579352,1.1390339,0.7066268,1.11524,1.1238135,0.70067054,0.7877523,1.1868745,1.3055145,1.0352685,1.1042918,0.65541106,1.2932296,0.46816486,1.468863,0.8809526,1.2878892,0.32928038,1.304872,0.7333591,1.1995825,0.62732905,1.2508402,0.65161264,0.95697117,0.8719599,0.0,0.6675178,0.9070174,0.8085314,1.1534436,1.424136,1.210709,1.3628807,0.43231076,0.9130254,0.6778873,0.43949175,0.8133447,0.793481,1.1437649,1.2054731,1.2818508,1.2357175,0.72619206,0.6464352,1.2740331,1.16208
sprinkler,0.9908919,1.093155,1.0725524,1.0541927,0.94533944,0.9400614,1.0285815,1.0641981,0.9939323,0.92948854,1.0549326,1.0600212,0.98903847,0.8975716,1.2013566,0.89255583,1.1243815,0.8792812,1.0065889,0.90656626,0.93187565,1.0640372,1.0647765,0.89504963,0.95175314,0.96452284,0.97418004,1.0152421,1.080784,1.0414617,0.935303,1.0836933,0.8578768,1.1280951,1.1837105,0.83704877,0.99318033,1.0687687,0.9159622,1.0720316,1.030799,0.8936983,1.0455165,0.91861695,0.99947286,1.0251242,1.112452,1.1482325,0.9211625,0.9302932,1.1963153,1.0224563,1.0335687,1.1106344,0.96279204,1.1432605,1.0403583,1.0922261,0.9251386,1.0326843,1.1435051,0.7812114,1.0294151,1.0101706,1.0460879,1.096737,1.0541244,1.0492195,1.156086,1.1193374,1.0052487,1.0914745,0.99567306,0.6229,1.1556355,0.95447046,1.1311538,0.6833606,0.93487793,0.75953877,0.98685306,1.1565636,1.083578,0.8929649,1.1016104,0.966196,0.7418092,1.0932124,1.0735883,0.9908717,0.92486143,0.9877959,1.0032556,1.1062808,0.9492971,0.9802399,1.2042547,1.1423154,1.0092909,1.1124475,1.0030693,0.7619555,0.7349056,0.9954868,1.0912656,1.0285319,1.0340992,1.0875171,1.0355517,0.9152368,1.0407662,1.1464642,1.0290022,1.0357325,0.90920895,1.0720518,0.90756416,1.1161956,1.0339078,0.943424,0.96878433,1.1770954,0.6750499,1.1822736,0.90380114,1.200096,0.56703585,0.8707812,0.77541375,0.96596086,1.0134997,1.0185493,1.0173597,1.1051114,1.0248387,0.6675178,0.0,0.7401459,1.0303111,0.86577326,1.1915257,1.0628712,1.063583,0.9568484,1.0704495,1.0175805,0.63220066,0.9425911,1.0216013,1.0251759,1.0137267,0.8788305,1.0202403,0.7027978,0.9543078,1.0513703,1.0449165
stick,0.7362902,1.1479833,1.2624123,0.6998448,0.7776853,1.1524206,1.114508,1.035774,1.020254,0.88629544,0.94760615,0.78857577,1.2604849,0.81765807,0.78425956,0.9499366,0.77917886,0.7907186,0.8015811,1.3040965,1.072355,0.9040003,1.0341514,1.0575625,1.2348993,1.1356084,1.3440269,1.1675417,1.1688163,0.99525803,1.131744,1.0134932,1.1213431,1.1254711,1.2173694,1.2090013,0.848619,1.2016094,1.0053192,0.85397905,0.946702,1.0501184,0.9539411,1.2994862,1.0740447,1.071708,1.0005411,1.0072443,1.0582383,0.979265,0.911537,1.0347773,1.2306068,1.0111512,1.1339298,0.9848039,1.0981461,0.95510495,0.8622763,1.0818824,1.1079038,0.91745144,0.99060273,0.85176414,1.140398,1.2112058,0.5781041,0.9792589,0.9567118,0.9172621,0.8445658,1.2960145,1.0755167,0.56524193,0.94963366,1.0988946,0.86441183,0.8267991,0.9580165,1.1880622,0.95318145,1.0254974,0.8770136,1.2001348,0.91475374,1.094412,1.1287183,1.0404935,1.0960722,1.2396455,1.1190019,1.0967244,1.2127181,1.2664042,1.0752785,0.8713714,0.7968034,0.93220586,0.7710723,1.0213579,0.9430421,0.9348406,0.8160935,1.0919235,1.0174544,1.0715483,1.1005917,0.9609889,1.0478148,1.1174572,1.0243319,1.2337649,0.96434796,1.0890241,1.233294,1.3156617,1.0481819,0.9216559,1.0818458,0.8142904,1.2704235,0.9720951,0.67659813,0.91533697,1.1590133,1.0276318,0.64034206,0.9611893,1.1327369,0.7073046,1.27137,0.8857129,1.3098228,0.9906145,0.9244188,0.9070174,0.7401459,0.0,1.2479258,1.0919875,0.92307985,0.77662677,0.73155797,1.234612,1.1493542,1.1163952,0.6804148,1.1055089,1.0026668,0.8718904,0.91613793,0.90196943,1.0194442,1.0690354,1.2368004,0.97830844,0.9223058
strawberry,1.3025801,0.95152116,0.31650424,1.2317618,1.2591773,0.30939698,0.6922136,0.7444546,0.8625223,1.4221034,1.032971,1.4243333,0.8195685,1.4337056,1.3058741,0.9415721,1.3431704,1.171413,1.0313872,0.72238183,0.7446712,1.0638846,0.79672396,0.9649273,0.77183104,0.7698021,0.96268827,1.148088,0.6212361,1.2801168,1.2974794,0.8347165,0.72395426,1.2501812,1.0407783,0.79024494,1.1635245,0.6129856,0.6615624,1.3936379,0.83124954,0.7641797,1.419831,0.686173,0.96304935,0.81480503,1.2179796,0.9913415,1.28806,1.2079995,1.2055862,1.0718791,0.52250767,1.2947142,0.83051026,1.1420807,0.8120214,1.1334393,0.94595987,0.87560016,1.0188086,0.7896342,0.88098276,1.1796085,0.94418836,0.9814058,1.2851453,0.66081476,1.1747327,1.0608593,1.025276,0.7838751,1.1162201,1.2781117,1.3532234,0.9338391,1.3963392,0.97093946,1.2763017,0.91393137,1.0866199,0.93039805,0.8962405,0.9625034,1.1285179,1.1632756,1.2102966,0.8254429,0.7082688,0.6808527,1.0060567,0.846081,0.73768735,0.54653335,1.2995391,1.1742458,1.3226626,1.4075525,1.1130795,0.7838328,0.9080271,0.8202232,0.8201715,0.9270057,0.80816984,0.8238369,1.0404155,0.8570113,0.9142851,0.6585976,1.0593617,0.7856407,0.76112,1.0025802,0.73718613,0.45535052,1.2771397,1.2495435,0.8883426,1.1785346,0.69700503,1.2585832,1.1037399,1.3195256,0.84633875,1.2241055,1.0345889,1.2885978,1.0930506,1.3082445,0.7773173,1.2358841,0.77831763,1.1378865,1.0014495,0.8085314,1.0303111,1.2479258,0.0,1.2659445,1.2413895,1.1697562,1.3379757,0.6085626,0.817948,0.7915159,1.0003182,0.98164314,0.7602613,1.0398821,1.0624946,1.2612926,1.2885947,1.0785527,0.7915472,1.225042,1.0723667
