,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
stroller,0.89377695,1.1545995,1.3697655,0.8943253,1.053522,1.2184916,1.0946602,1.2538111,0.79908097,0.8393892,1.2245603,0.731759,1.2023461,0.72752464,0.9350673,1.0229534,0.83844346,0.99810165,0.97379357,1.1234269,1.1726481,0.78274065,1.1738471,0.986675,0.9593165,1.2470095,0.94374067,0.82401836,1.4008021,1.0536175,0.39286566,1.1859951,1.0750415,0.6020531,0.6161847,0.89123183,0.97077906,1.2443172,1.2668136,0.66159993,1.1212196,1.322151,0.33474123,1.1793935,1.0530851,1.061982,0.7587607,0.83147615,0.7612209,0.8745066,0.8737581,1.0607864,1.3587486,0.9711596,1.1925362,0.9615297,1.3259566,0.9707541,1.1452177,0.9248442,1.2418857,1.2301164,1.0745867,0.9524165,1.2253321,0.887993,0.9399144,1.2326323,0.9753036,1.0005469,1.1685059,1.1788704,0.8603116,0.6185577,0.7349061,0.8656314,0.8306695,1.1306912,0.5433668,1.0362073,1.014305,1.0090147,1.1049467,0.829496,0.9208907,0.63436025,0.37773943,1.323469,1.1471103,1.3629103,1.020779,1.2976345,1.2974842,1.3234094,0.7176868,1.0241219,0.8522198,0.82567644,1.0310222,1.226964,1.0863445,1.2555182,1.2521826,1.0261674,1.2925965,1.0176055,0.9361949,1.0776994,0.92810684,1.2466578,0.8613091,1.3176578,1.2005043,0.6167942,0.8783722,1.2273424,0.71111274,0.98745453,1.0161403,0.97174716,1.173619,0.9106734,0.97579116,0.91005707,0.79301536,0.99398726,0.83312696,0.8221593,0.94984114,0.8195287,1.2804667,1.1409845,1.1327406,0.95668423,1.0270082,1.1534436,0.86577326,1.0919875,1.2659445,0.0,0.88251346,0.9344879,0.8121389,1.2634678,1.2722862,1.3309797,1.1462181,1.0555265,0.86754334,0.87595534,1.0118258,0.5198078,0.7162869,0.6119893,1.2980281,0.9215984,1.1305579
sweater,0.7886051,0.9936853,1.3232422,0.80833995,0.57143646,1.2527707,1.095081,1.3123575,1.1255915,0.7124501,0.9818343,0.5842235,1.3311268,0.75081104,0.41951144,1.1210388,0.61947465,0.9548966,1.0532135,1.3861158,1.2677716,0.9789625,1.2079831,1.2755708,1.2809601,1.258284,1.3318422,1.1153836,1.3241558,0.8851462,0.81416863,1.181511,1.2392224,0.8172002,0.8729231,1.2328795,0.7507758,1.3121581,1.3500779,0.5467967,1.2262231,1.4520261,0.71040684,1.4135336,1.119642,1.0785558,0.84877443,0.8907672,0.8526377,1.0791986,0.3991865,0.903859,1.352999,0.73875165,1.1724756,0.63847643,1.1169904,1.009448,1.2117879,1.1081493,1.0741392,1.3888888,1.2462778,0.79833436,1.1104288,1.0131286,0.77940464,1.3294606,0.6112651,0.92782545,0.82352656,1.1470389,1.0549326,0.8591731,0.46175182,1.160353,0.40435976,1.3613504,0.8099452,1.3347617,0.90885574,1.0232267,1.0129366,1.1272627,0.7227856,1.023932,0.98031336,1.0948743,1.115944,1.3433192,1.2126791,1.1425055,1.2829335,1.3244672,0.84254235,0.97822803,0.29489398,0.3844117,0.82730436,1.2278522,0.93513155,1.4299059,1.4017186,1.0969795,1.3364897,1.1717522,1.1269833,1.0090973,1.214342,1.3182814,1.0067992,1.3451515,1.0154243,0.89900625,1.3144857,1.2617967,0.83212173,0.80174375,1.1157367,0.8977985,1.3720722,0.45382535,1.144289,0.13451123,1.1511011,0.5521637,1.2463498,0.7071372,1.1084492,0.70369625,1.4066917,0.90408736,1.3437603,0.88958573,0.9530947,1.424136,1.1915257,0.92307985,1.2413895,0.88251346,0.0,0.8804755,0.62332267,1.5127823,1.172631,1.284586,1.2771263,1.1986917,1.2833765,0.8577763,0.89728445,0.7721968,0.85086197,1.173229,1.359887,0.7825957,0.7171986
swing,0.6287193,1.1040951,1.1760061,0.6438806,0.84307534,1.0849552,0.98926944,1.0034813,1.1476605,0.8820996,0.9259357,0.66670513,1.3396606,0.995438,0.79125595,0.97113264,0.7032252,1.018703,0.89620346,1.2774215,1.0651355,0.8699912,1.0734375,1.265976,1.1276678,1.215204,1.3551812,1.0376874,1.2102728,0.9966503,1.0202897,1.1738213,1.2452816,1.0208707,1.1052867,1.1302559,0.96599966,1.0889558,1.1405182,0.710574,1.0806129,1.2914281,0.84279424,1.2585125,0.89238304,1.0525,0.830735,0.7068083,1.0755882,1.1778668,0.8506179,1.0017716,1.2134182,0.9636304,1.1560133,0.8087442,1.141193,0.7909027,0.9454794,0.93756175,1.134952,1.2853928,0.81610507,0.7821697,1.1515487,1.0976044,0.46828353,0.99505097,0.96067965,0.7961211,0.91679573,1.2803138,1.0199598,0.67928547,0.89626163,0.994895,0.8910912,1.292048,0.944279,1.2555912,0.97047573,1.0394006,0.7672371,1.1933436,0.70224726,1.1196371,1.0606059,1.1157303,1.0597327,1.2493211,1.2769032,1.264563,1.2243787,1.182085,1.1665388,0.867913,0.75336784,0.9320573,0.93305576,1.1538556,1.006303,1.3130375,1.2640352,0.93891686,1.1151409,0.9813284,1.0831172,0.9956475,1.0616301,1.1888587,0.93320423,1.2160106,0.8552409,1.0101389,1.2199166,1.2303833,1.1131423,0.984376,0.9573321,0.9637099,1.2705002,0.9345103,0.96083665,0.8777263,1.0778497,1.0710945,1.0071197,0.93901664,1.1555028,0.66158324,1.2612748,0.93548185,1.2823864,1.0217955,0.8654631,1.210709,1.0628712,0.77662677,1.1697562,0.9344879,0.8804755,0.0,0.696046,1.236335,1.1273109,1.2376723,1.0629538,1.2551509,0.778612,0.85771364,1.0140463,0.80218387,0.9636281,1.2099607,1.2848883,0.9583087,0.98173136
table,0.546367,1.4099603,1.4925663,0.4435401,0.6223297,1.2829881,1.180779,1.3214259,0.92306155,0.43476367,0.966973,0.35689294,1.5288415,0.55611813,0.51955044,1.1444952,0.5427997,0.965353,0.60750353,1.4330544,1.0067512,0.5614884,1.0858421,1.3418915,1.129758,1.2604977,1.4424425,1.095051,1.5265057,0.9030401,0.77103317,1.2494676,1.2558935,0.79733384,1.0820318,1.0937424,0.66244656,1.3187308,1.3788104,0.44872105,1.0791168,1.5266178,0.44171774,1.3900189,1.0599891,0.9814408,0.8784544,0.99523604,0.8623058,0.9680558,0.7403036,1.1239893,1.4805689,0.76683533,1.3097332,0.79718953,1.3699522,0.8107556,1.2057332,0.99375623,1.3745216,1.4331408,1.1480327,0.4965607,1.3791368,1.3708878,0.31333864,1.1617359,0.8740251,0.6978049,0.90343875,1.4901758,1.0022031,0.58346933,0.61681736,0.91657376,0.66246104,1.3876317,0.589231,1.3385328,1.0170641,1.0119166,1.0162424,1.0474555,0.83784103,1.1438758,0.9347656,1.2790322,1.0409646,1.4726284,1.3394957,1.4903839,1.4502022,1.4428763,0.7861345,0.9749975,0.5622471,0.751174,0.43292928,1.3433915,0.7727376,1.485839,1.4342083,1.0863595,1.4182084,1.2027218,1.2692578,0.8244957,1.2567707,1.1035275,0.92393404,1.4864691,1.1080835,1.0095581,1.257585,1.4172279,0.6920343,0.87321556,1.0419496,0.7630229,1.4144411,0.89462525,0.96476007,0.6368678,1.1931965,1.0508227,1.0957205,0.55991334,0.8475878,0.41363293,1.5984633,0.80020046,1.531564,1.1514813,0.7508183,1.3628807,1.063583,0.73155797,1.3379757,0.8121389,0.62332267,0.696046,0.0,1.4653915,1.4140065,1.4790761,1.2075447,1.420642,0.9855749,0.38876873,0.8468132,0.6265521,0.86549187,1.1802248,1.5167118,0.71266615,0.9018893
tape,1.4848974,0.88966113,0.48629832,1.3015919,1.5419731,0.55279464,0.7451953,0.43172348,0.89193505,1.3948147,1.0723069,1.5640754,0.510151,1.412572,1.5546029,1.0051134,1.5096731,1.1816096,1.0605973,0.4616549,0.55370295,1.1038115,0.8430721,0.6910028,0.5221217,0.5612625,0.5697157,0.92223364,0.64883006,1.2883985,1.2009982,0.7589046,0.4698447,1.2691659,1.0318347,0.65391856,1.3048234,0.4600104,0.53311414,1.5698347,0.75600505,0.42479026,1.4660239,0.35772258,1.0265393,0.9036997,1.3120894,1.1684085,1.2932527,1.0124317,1.3898959,1.1975645,0.38753796,1.3355277,0.62709534,1.3538932,0.8877182,1.0225178,1.0172124,0.9862538,0.9107605,0.56799895,0.73070335,1.306237,0.84069264,0.95121396,1.3542424,0.6316679,1.3648047,1.2027931,1.3216724,0.67278874,1.0340933,1.361134,1.5048065,0.8086519,1.5507023,0.64533937,1.3366961,0.601837,1.242103,1.1379365,0.95156157,0.8785159,1.4204991,1.0012549,1.1073866,0.9103781,0.89511997,0.52068543,0.8641428,0.7687125,0.63302916,0.38307142,1.29389,1.1567119,1.6000268,1.5523211,1.2989478,0.7193086,1.0593839,0.50394595,0.5780413,0.9839938,0.54211813,0.90398633,0.944564,1.0945593,0.86027575,0.43965244,1.0682129,0.4680844,1.028862,1.0747714,0.5064175,0.5850725,1.3281953,1.2508211,1.0671058,1.323854,0.4624216,1.4883006,0.8215164,1.5523654,0.8075378,1.330184,0.8408997,1.3839171,0.8773432,1.4080933,0.46648955,1.2310826,0.49093497,1.0406772,1.0712843,0.43231076,0.9568484,1.234612,0.6085626,1.2634678,1.5127823,1.236335,1.4653915,0.0,0.82748383,0.6685232,0.84985816,0.86298597,0.5902902,1.2341318,1.2342284,1.3776785,1.2915444,0.910836,0.51928324,1.3543065,1.1350795
toe,1.4044125,0.29094625,0.45616943,1.3053739,0.9579114,0.8963834,1.0013014,0.90521586,1.2915485,1.3918772,1.1279383,1.3422377,0.6324744,1.2924752,1.2195077,1.1071143,1.2906185,1.1691053,1.2315574,0.7634875,1.1897371,1.3828733,0.9704658,0.7895335,1.1047883,0.98214555,0.748012,1.0810182,0.3121003,1.1624471,1.1624272,0.9822532,1.0072395,1.1855462,0.92523474,1.1242564,1.2593482,0.90686387,0.9976062,1.2892382,1.0494447,0.55301297,1.4757638,0.82096374,1.077917,1.1731708,1.168346,1.0048895,1.1969461,1.0891042,1.1932687,0.5351366,0.5846903,1.2329199,0.5819197,0.92104006,0.11921728,1.1422462,1.0202066,1.2392216,0.19945252,0.7629253,1.1030029,1.439637,0.3107115,0.6819211,1.3397511,0.80950576,0.78354394,1.421612,0.539077,0.4343649,1.1361064,1.3827615,1.2004148,1.2383709,1.1047134,0.8435849,1.3720124,0.91386956,0.5866492,1.0024626,1.0732042,1.1988117,1.0453459,1.0450649,1.209099,0.49366188,1.1049483,0.41075206,0.990866,0.36698735,0.43182087,0.6953372,1.2716092,1.1755527,1.2238684,1.0111277,1.2671216,0.7667955,1.2299439,0.6691729,0.66697776,1.0340077,0.6435202,1.0072931,1.0052129,1.2926037,1.0323927,1.1250107,1.1633233,0.4319998,0.9053354,1.1551669,1.0043383,0.6091335,1.3552668,1.0340271,1.2553807,1.253748,0.7715759,1.0913869,1.1850092,1.0946635,0.8060378,0.81454843,1.0883751,1.3109612,1.2735393,1.4485422,0.27019584,1.192342,0.6420809,0.7647525,1.2436092,0.9130254,1.0704495,1.1493542,0.817948,1.2722862,1.172631,1.1273109,1.4140065,0.82748383,0.0,0.28484517,0.8021665,0.8930555,1.1066744,1.4982216,1.2192459,1.3561962,1.2134674,1.050588,0.386814,1.2954644,1.1447356
tooth,1.456185,0.48684227,0.45927322,1.3191731,1.1567903,0.906078,1.0495312,0.80985785,1.1983804,1.4193908,1.1069412,1.4581155,0.49706137,1.2959588,1.3104296,1.1471759,1.3938894,1.1209259,1.2463204,0.6645227,1.0770837,1.3624067,0.9174023,0.67353565,1.0223591,0.8977548,0.6518126,1.0253017,0.3356532,1.1054982,1.1721623,0.8248403,0.9764325,1.1931573,0.977605,1.1075697,1.2781787,0.8725448,0.90262544,1.4127412,0.89505637,0.38009703,1.5109041,0.704058,1.1293153,1.1111057,1.2261038,1.1056485,1.222681,1.0002445,1.2899805,0.7862026,0.54944545,1.274126,0.60636264,1.1306362,0.2921822,1.1479689,0.9731651,1.1739812,0.3077432,0.55240834,1.0710317,1.4322562,0.35590327,0.7203502,1.3739495,0.6763273,0.9672214,1.3867111,0.75114834,0.477081,1.1424692,1.357562,1.3011389,1.2335451,1.2404773,0.6154996,1.3037107,0.80452913,0.8678782,0.99936163,1.0974734,1.1567609,1.1549171,0.98458725,1.2348182,0.36374277,1.094956,0.3092144,0.8918451,0.24355024,0.42665744,0.6645918,1.2816405,1.0862055,1.3310235,1.1968051,1.364636,0.6360332,1.2148609,0.5008025,0.5055281,1.0899851,0.4633426,1.0498961,0.9771874,1.1865911,0.9263991,1.0173663,1.1976471,0.38832617,1.0283605,1.2071798,0.95348686,0.5050249,1.3699734,1.0440093,1.1864383,1.1652814,0.6950419,1.1302309,0.96013546,1.2404093,0.8894346,0.93719,0.95903087,1.3788294,1.1829318,1.433255,0.23624378,1.1795986,0.5712571,0.85382694,1.2404609,0.6778873,1.0175805,1.1163952,0.7915159,1.3309797,1.284586,1.2376723,1.4790761,0.6685232,0.28484517,0.0,0.61144567,0.81582856,1.0713357,1.4903522,1.2302879,1.4188287,1.2569939,0.97420585,0.26605958,1.2951419,1.123988
toothbrush,1.1147301,0.8872131,0.90856326,1.0503697,0.87918806,0.97391975,0.9997935,0.82696134,0.97242904,1.1597928,1.2153342,1.3242334,0.88945687,1.0482204,1.1709484,1.019454,1.2770181,0.913277,0.9956813,0.7406584,0.94058186,1.1243498,0.9819121,0.7559795,0.833754,0.95160973,0.84809035,1.1267617,0.71485233,1.2046189,1.079244,0.96452266,0.9802527,1.2452476,1.1232208,1.0049521,1.0445393,1.0349481,0.86333174,1.3066301,0.87374836,0.5915115,1.3034776,0.7826845,1.1295549,1.0328798,1.2149214,0.9618004,1.0886524,0.96432424,1.2160872,1.019917,0.89984983,1.3115104,0.9646852,1.2487476,0.6970068,1.1965839,0.82986236,0.99186486,0.81138647,0.48843348,0.96675336,1.1140264,0.89762527,0.78592366,1.1468685,0.5876541,1.1818513,1.1760442,0.6990984,0.95183426,1.1573669,0.82471794,1.2725017,0.9849935,1.1772695,0.36461043,1.0696806,0.77105105,0.94922864,1.081684,1.024539,0.8641268,0.9537453,1.0095335,1.1844069,0.82396007,1.1323326,0.82834095,0.7559153,0.728965,0.93279505,0.9957947,1.1696459,1.0298516,1.2295818,1.2307084,1.1060293,0.8746611,1.1435734,0.4947589,0.38944495,1.0647392,0.7077628,1.0394531,0.956588,1.0990049,0.8463549,0.9673149,1.1494107,0.9657316,0.9983738,1.0697746,0.9591121,0.9641922,1.1529431,1.2086201,1.037575,0.81295586,0.99738944,1.078465,0.46896565,1.2585828,0.90063375,1.0568037,0.3886497,1.1477545,0.95498943,0.97368246,0.78081965,1.2125496,0.8132794,0.926643,1.0503811,0.43949175,0.63220066,0.6804148,1.0003182,1.1462181,1.2771263,1.0629538,1.2075447,0.84985816,0.8021665,0.61144567,0.0,0.7855858,0.9090658,1.1426604,1.1626178,1.1960313,1.231383,0.7822126,0.7709322,1.1779454,1.1586673
towel,1.2268096,0.8301678,0.9944065,1.3817667,1.1745228,1.0108601,1.0258458,0.9959878,0.83643085,1.1002029,0.966477,1.087164,0.6278332,0.89961934,1.2152327,1.0613297,0.9285694,0.894833,1.1316391,0.58991456,1.0357324,1.1623846,1.030661,0.5366558,0.79569966,0.9562488,0.4912939,1.1179322,0.8576268,0.944343,0.8159,0.98182964,0.88238776,0.86209065,0.7486383,0.92225814,1.1191719,0.9673952,0.73681855,1.036673,1.0026288,0.6585541,1.2156948,0.64365363,1.0979283,0.90583163,1.1752467,1.0129472,0.76703024,0.732665,1.0251832,1.0882742,0.97622967,1.006291,1.051099,1.3313799,0.9624949,1.2716184,1.0010204,0.98002815,0.8865169,0.7438674,1.1737349,1.4178978,0.9821511,0.6832666,1.3908725,1.0374464,1.2742654,1.0882792,1.2111396,0.7900262,1.1265788,1.0609732,1.1063228,1.0551008,1.1527433,0.60909677,1.0082061,0.49504298,1.0972534,1.0640106,1.1328328,0.6273133,1.1346496,0.82981944,1.0685227,0.9831244,1.159854,0.80008405,0.09469545,0.73337,0.8260373,1.0539036,0.8630861,1.1765151,1.1297714,1.0555189,1.2545036,1.0347198,1.3272504,0.601403,0.6548461,1.0567497,0.87032294,0.98704886,0.3577217,1.2549285,0.8798403,0.9528414,1.167445,0.90100354,1.2077546,0.9242208,0.7555165,0.94555044,0.8361198,0.9598125,1.094785,1.0937927,0.77801764,1.0755801,1.0395193,1.2267228,0.89982384,0.96486384,0.8229836,1.1650381,0.8978686,1.2569252,0.70395374,0.9178596,0.57077396,0.93809944,1.2957795,0.8133447,0.9425911,1.1055089,0.98164314,1.0555265,1.1986917,1.2551509,1.420642,0.86298597,0.8930555,0.81582856,0.7855858,0.0,1.1588521,1.3971049,1.031239,1.2224445,1.2392619,0.5500648,0.73461145,0.96689224,0.9823859
toy,1.0105634,1.1836276,0.8246499,0.80909264,1.3611077,0.6279808,0.6349757,0.68475413,0.7222479,1.3022068,1.2492485,1.1704419,1.034163,1.301936,1.1417632,1.0209663,1.1437542,1.209513,0.60183215,0.78442717,0.6874052,0.55707204,0.98987037,1.0194367,0.5170637,0.8423494,1.00343,0.9430778,0.95959854,1.4020777,1.0307589,0.9926367,0.7336916,1.1406497,1.0248647,0.76837313,1.1869984,0.82002807,0.8331972,1.1627185,0.87016165,0.8793819,0.97303766,0.688107,0.8008764,0.85793114,1.0566512,0.6214285,1.3437555,1.1559072,1.0795863,1.2320966,0.7856835,1.3485792,0.97243845,1.1308156,1.1439661,0.78193617,1.0905744,0.6469782,1.2404408,0.9631241,0.54886305,1.0413663,1.1600641,1.0362551,0.8597789,0.53670573,1.2166368,1.051185,1.1720674,1.0314565,0.99274826,0.93520904,1.2793562,0.676016,1.3747149,1.0779034,1.0442833,1.02999,1.1947165,1.176174,0.94433147,0.90794456,1.0422581,1.1798317,1.081381,1.1222947,0.9449354,0.9764273,1.1296133,1.1689464,1.0442222,0.75141376,1.3525097,1.0689574,1.192598,1.4363983,0.9870877,0.94904476,1.0655894,0.93251264,0.891275,0.7853507,0.93351644,0.82167864,1.0576168,1.0019748,0.9576515,0.7494656,0.8875206,0.9946806,0.9243691,0.8155077,0.73170644,0.9031637,1.3334212,1.2281631,0.9217338,1.1630211,0.9123649,1.255564,0.84297216,1.3562269,0.87124753,1.3448106,0.87449014,1.2659858,1.0487463,0.86327404,1.0043222,1.3151367,0.9198603,1.0995811,0.9553102,0.793481,1.0216013,1.0026668,0.7602613,0.86754334,1.2833765,0.778612,0.9855749,0.5902902,1.1066744,1.0713357,0.9090658,1.1588521,0.0,0.8160961,1.1742824,1.0672541,1.1557385,1.0459254,1.0257064,1.2661105,1.1983279
tray,0.7038899,1.4495134,1.3157382,0.43834972,0.814114,1.0891653,1.1000929,1.1180208,0.63544476,0.58059865,1.1148627,0.7124004,1.525321,0.8069943,0.668494,1.0883762,0.8033156,0.8494813,0.5918882,1.3579226,0.64301294,0.35129178,0.91229,1.4322462,0.8612783,1.2156079,1.3863596,1.0329978,1.4092292,1.1715927,1.0158702,1.1871867,1.1360556,0.960206,1.1669629,0.92955285,0.6580471,1.0988886,1.2175208,0.7721678,0.92940587,1.4808946,0.48126078,1.2455264,1.0253251,0.7186544,1.0345399,0.9700175,1.0102134,0.95864785,0.87912965,1.1628432,1.2833343,0.9381225,1.3146572,0.92484325,1.4155767,0.922219,1.100204,0.87054014,1.4426439,1.2587421,1.0669434,0.35705703,1.4395995,1.381787,0.5917549,0.9178791,1.0652714,0.6071052,0.97686565,1.5076315,1.0915972,0.7516191,0.8553596,0.6581886,0.8762101,1.2942201,0.777299,1.3278433,1.1292466,0.8678342,0.96064436,0.9043699,0.8680028,1.1185194,0.96207416,1.2947607,0.80610085,1.4714221,1.2221873,1.5144619,1.4629036,1.2059333,0.7863044,1.0216666,0.8037113,0.98197764,0.48924434,1.2528657,0.6944828,1.4396151,1.3814366,1.0579832,1.27879,1.0736948,1.2626281,0.56479454,1.2865318,0.7412994,0.9490513,1.441783,0.9401013,0.94322646,1.0797718,1.2484496,0.72368205,1.0997437,0.96190566,0.64480317,1.3414332,1.0038714,0.95586455,0.88298905,1.0683447,1.1741115,1.0146685,0.6271075,0.6215853,0.52112603,1.604986,1.0267352,1.5076802,1.2619367,0.59058684,1.1437649,1.0251759,0.8718904,1.0398821,0.87595534,0.8577763,0.85771364,0.38876873,1.2341318,1.4982216,1.4903522,1.1426604,1.3971049,0.8160961,0.0,0.9099461,0.69284266,0.8377998,1.2364792,1.5546917,0.89775556,1.0192604
tree,0.9007546,1.2231666,1.2044644,0.9628585,0.97554815,1.1098661,1.1583124,1.2155888,0.91078454,0.783935,0.83282745,0.84184694,1.0985689,0.88396555,0.9357014,0.9438069,0.8691169,0.9276877,0.95161104,1.0571464,1.0504634,0.9765099,1.0925791,1.0457566,1.1469532,1.0143592,1.1162776,0.93963313,1.2582588,0.85292345,1.0450541,1.0223398,1.0778058,0.96032566,1.2208029,1.0731207,0.7889277,1.0929741,1.0029559,0.91527426,1.048545,1.132221,0.8958262,1.1066158,1.0774139,0.93054533,1.0314806,1.1617628,0.77833843,0.9859015,0.8671731,1.1131744,1.2441959,0.8317679,1.1193929,0.9595487,1.216157,0.97028536,1.0076153,0.8123973,1.2373525,1.1023325,1.0648758,0.8346392,1.1883531,1.2906506,0.8665636,1.2121568,0.9375372,0.81824726,1.1168647,1.1905725,1.0418909,0.91707444,0.9154275,1.0464085,0.9779176,1.1084207,0.90430254,0.9366573,1.1258333,1.0193875,1.067897,0.97253084,1.1415292,1.0268501,0.92828184,1.0998714,1.0367149,1.1636871,1.0402405,1.2019411,1.1306772,1.2302771,0.8697887,0.9485226,0.88878036,1.011844,0.8764378,1.0950724,0.9489722,1.1082017,1.135093,1.1361737,1.199023,1.0032289,0.98855853,0.93748546,0.80989563,1.0204284,0.99402726,1.2311748,1.1402291,1.0750875,1.0814044,1.159876,0.7715091,0.88574445,1.0188681,0.9078361,1.1708102,0.9729272,1.0807713,0.92728794,1.1335058,1.1286356,1.1356945,0.85802394,0.9886635,0.906257,1.2314067,0.72862995,1.0553302,1.2085621,0.96331275,1.2054731,1.0137267,0.91613793,1.0624946,1.0118258,0.89728445,1.0140463,0.8468132,1.2342284,1.2192459,1.2302879,1.1626178,1.031239,1.1742824,0.9099461,0.0,0.8658608,0.8473638,0.98156047,1.1427716,0.31606895,0.90546775
tricycle,0.72510135,1.2879983,1.403698,0.7107845,0.81016064,1.1840618,1.1370783,1.2240683,1.0499823,0.72370553,0.9769095,0.6613284,1.3668311,0.76321334,0.75594467,1.0145512,0.71732986,0.8869337,0.9810565,1.3336768,1.1289481,0.8908478,1.131491,1.2941774,1.2104216,1.2238439,1.276804,0.84163,1.429453,0.89206016,0.80876803,1.1949295,1.1567719,0.8374387,1.0055214,1.0522015,0.8400545,1.2012788,1.267159,0.68409854,1.15906,1.4572817,0.50327575,1.3715556,1.0921407,1.0628365,0.79906845,0.8858191,0.834708,1.0787351,0.78038204,1.0789765,1.3826997,0.79667956,1.2150106,0.9079507,1.3405838,0.9707797,1.0309584,1.0124731,1.3400354,1.3844702,1.145636,0.76783895,1.3020813,1.0547391,0.7461144,1.2852573,0.93477416,0.810848,0.9815504,1.3432004,0.9314236,0.69935757,0.7323978,0.95105445,0.702067,1.2856425,0.7353673,1.2504549,1.0092508,0.9393148,0.93495905,1.0567018,0.7699139,0.88772774,0.37562418,1.2858334,1.0337524,1.3854843,1.1812191,1.386602,1.3573605,1.3440824,0.7887525,1.0032922,0.6891201,0.722604,0.8398284,1.2982699,0.7942475,1.4130104,1.4065719,1.0585105,1.3584291,1.1571574,1.0985928,0.8916607,1.1006885,1.1814723,0.9130355,1.3788276,1.0141902,0.9966616,1.1932808,1.2699482,0.76902103,0.87170047,0.9872494,0.73126,1.3304468,0.8372766,1.004044,0.77354133,0.992116,0.9772784,1.0628899,0.70081115,0.92444193,0.6584907,1.4434047,0.87368804,1.3289498,1.029723,0.84667045,1.2818508,0.8788305,0.90196943,1.2612926,0.5198078,0.7721968,0.80218387,0.6265521,1.3776785,1.3561962,1.4188287,1.1960313,1.2224445,1.0672541,0.69284266,0.8658608,0.0,0.58388054,0.9961544,1.385258,0.8359416,0.96145535
truck,0.84476334,1.200213,1.2596228,0.8211067,0.9029176,1.2356204,1.1446916,1.1954954,1.090262,0.840626,0.9775257,0.81559604,1.1603603,0.83235395,0.8444514,0.87470627,0.8726664,0.71086514,1.0452034,1.2388145,1.127078,1.0084738,1.157399,1.2579656,1.2462963,1.2132099,1.12469,0.29881632,1.2149091,0.8708161,0.92984635,1.1528872,1.1816269,0.91726893,1.0568292,1.1635867,0.94363904,1.2454915,1.2820272,0.8196603,1.1221102,1.245013,0.61486447,1.2745064,1.0786583,1.1496407,0.83680606,1.0547516,0.91859,0.98006415,0.90151596,0.9475251,1.241332,0.7987149,1.1209033,0.7800459,1.1957216,0.6604587,0.807855,1.048199,1.112336,1.2100106,1.050236,0.7104616,1.1256969,1.0256417,0.8989815,1.1556082,0.8584465,0.9546311,1.0078828,1.2234284,0.93414694,1.023269,0.8102907,1.033692,0.76089066,1.2173116,0.91302925,1.2444797,0.94434667,0.8375346,0.9370077,1.1399049,0.82543546,0.7800116,0.61761093,1.1211765,1.1148726,1.1920468,1.1774321,1.2824974,1.2235506,1.1788973,0.8101842,0.8836734,0.8440507,0.8252933,0.9438185,1.1300366,0.9351442,1.2538778,1.2779257,1.0697446,1.2236898,1.0784947,1.064935,0.8985348,0.9028714,1.1867299,0.95165473,1.1739753,1.0290874,1.0257114,1.1705203,1.1289588,0.8522142,0.9887793,0.92398506,0.87649786,1.2127038,0.83806694,1.10534,0.80404264,1.0911098,0.84110445,1.1712258,0.7793382,0.9476045,0.88047683,1.2141359,0.94196457,1.2154214,1.0008357,0.9872136,1.2357175,1.0202403,1.0194442,1.2885947,0.7162869,0.85086197,0.9636281,0.86549187,1.2915444,1.2134674,1.2569939,1.231383,1.2392619,1.1557385,0.8377998,0.8473638,0.58388054,0.0,1.1532874,1.2192168,0.89360917,1.0522534
