,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
rock,0.8365255,1.0875412,1.0834545,0.93977237,1.1250504,1.1772345,1.075285,1.1772293,0.75552344,0.5605293,0.8660297,1.0627536,0.88129306,0.99974006,0.97141945,0.8906867,1.0486164,1.2004995,1.1677352,1.1237803,1.1317976,0.9072384,1.1697888,1.2176535,1.0797064,1.1696024,0.9954331,0.9718956,0.67295957,1.2173126,1.0072236,1.1033168,1.1814989,1.1024898,0.87044555,0.9553737,0.8807969,1.062804,1.1349839,1.051683,1.1686544,0.9676342,0.9172471,1.2935119,0.9510321,1.1289836,1.057358,1.0410464,1.1586163,0.4254647,0.97258687,1.1426753,1.0141238,1.1134465,1.1789246,0.99396235,1.0939592,1.1958016,0.95326227,1.0967425,1.200136,0.7832673,1.2617913,1.0164363,0.753862,1.0717013,1.1767757,0.6913359,1.048687,0.9094523,1.1520116,0.88007253,1.0778786,1.1244943,1.0779028,0.9134621,1.0810213,1.1195176,1.083388,1.1123763,1.0896605,1.0632902,1.0900067,1.1593363,1.1560137,1.084635,0.97709143,1.0300944,1.0112292,0.92028725,0.9585845,1.0302217,1.1066964,1.1140598,1.0329262,1.0714092,1.1833779,1.1980356,1.1703894,0.83303356,0.92129236,1.1811806,1.1510112,1.075034,1.0247399,0.0,1.1828312,0.8689107,1.0560312,1.1389849,0.8822387,1.1226237,1.102063,0.9880355,0.68959635,0.9565043,1.0498241,1.1827152,0.6117035,1.234272,1.1410387,1.1375957,1.1592399,1.1205354,1.205997,0.90209377,0.9832568,1.0528663,1.1489569,1.1108601,1.1428149,1.1729094,1.1936682,1.1187671,0.74451315,0.99133486,0.9444484,1.2358768,1.1078136,0.8076405,0.6770902
rooster,1.008946,1.0954962,0.9857344,1.1838758,0.83471745,0.48491353,0.78796303,0.8577547,1.2653279,1.0056438,1.1922741,1.2131214,1.1898887,1.0586095,1.1495411,1.1675026,1.0486522,0.87729293,0.9054093,0.8833988,0.93720907,0.8620111,1.1558712,0.8158865,0.7922281,1.0334483,0.81128144,1.1430016,1.1932129,1.0212872,0.87683135,1.0408363,1.3237947,0.81339836,1.1214643,1.0787646,1.2028989,1.00491,1.0225022,1.1035926,0.87096006,0.9218131,0.9573036,0.47036207,1.0006797,1.1822057,0.85205144,1.0839815,0.8329463,1.2421513,1.1003346,1.1278778,0.961633,0.7869253,0.5477178,0.98375607,0.92701226,0.72582686,0.88707125,1.2012033,0.85384244,1.149804,0.8135104,1.1412181,1.0146885,1.062723,0.9830979,1.0270159,1.094279,1.192142,0.815446,1.2536504,0.88484484,0.97559637,0.83696413,0.914955,0.7352122,0.8415093,0.97457844,0.96191573,1.1241778,1.1114724,1.0416733,0.7798521,1.0325072,1.0995882,0.95569474,1.1231441,0.88708997,1.1406056,1.2469691,1.0703661,1.0139242,1.036498,1.1650202,0.93660015,1.023189,0.7699765,0.8439231,0.9878633,1.1597153,0.9416247,0.7973919,1.0885415,0.9339378,1.1828312,0.0,1.0518175,0.9126097,0.7928423,1.187574,0.8926585,1.1726686,0.834214,1.20467,1.1302413,1.0585191,1.080495,1.1225551,0.7814661,0.8295511,0.92734873,0.8450879,0.9981553,0.739041,1.2198505,1.1121035,0.8809687,1.0712612,1.2004348,0.99419,0.82237947,0.77780354,0.9873809,1.0096945,1.0500137,1.0001988,0.92549956,1.1013768,0.9730547,1.2585969
sandwich,0.8344616,0.87618273,1.0390946,0.93082917,1.1301992,1.1410037,1.0840672,1.1532296,1.0049692,0.85211456,0.642709,1.0077693,0.7975011,0.7579197,0.92406744,0.59217626,1.0513633,1.192329,1.1567639,1.1884829,1.1741514,0.95313525,1.103632,1.1772963,1.0401052,1.1659777,1.1456703,0.7718447,0.8920977,0.97596115,1.119933,1.126059,1.0372607,1.1327131,1.16187,0.9094855,0.69862413,1.1904296,1.1110892,1.0680726,1.1692524,0.9817926,0.74572337,0.9613104,1.0385957,1.1048887,0.79297566,1.0057064,0.9766991,0.5523671,1.1513671,0.95906144,1.0588909,0.9920628,1.1160791,0.8395918,1.1060226,1.2053189,1.1500167,1.0830877,0.92268413,0.8559556,1.1607633,1.0802715,0.6764507,1.0071412,1.071943,0.8424839,1.1807855,0.84988487,1.172417,0.74514055,1.1502914,1.0614893,1.1204063,0.90900475,1.0836264,1.1138874,1.0206791,1.1332471,1.0623156,1.174668,0.9905455,0.92371494,0.9369653,0.9807356,1.0961702,1.2031434,0.82025814,0.67062193,0.8772771,1.1331142,1.0906553,1.0903397,1.0616338,0.6307905,0.91470397,1.1924379,1.1693754,0.92145,1.1038332,1.137224,1.161524,1.0547738,1.1534599,0.8689107,1.0518175,0.0,0.9675241,1.1732414,0.84383696,1.087284,0.8452563,1.2032578,0.9784731,1.1332259,1.0872076,1.0501161,0.93286586,1.1978762,0.68055046,1.1875056,1.0783038,1.0481174,1.0656848,0.89204454,1.0122734,1.1791277,0.9186984,1.0067397,1.12679,0.96254396,1.1551802,1.1552209,1.0653638,1.1090255,1.0657234,1.1212144,1.033642,0.9898586,0.748384
scarf,0.9177797,1.1850927,1.2286433,0.81791043,1.1592034,1.1829293,1.1761037,0.98597074,0.99211293,1.0670533,0.79972905,1.313975,0.9078547,0.54363316,1.0844098,0.89817023,1.0193479,1.0126625,1.2234416,1.2963492,0.94904387,1.0855618,1.1820171,1.3074267,1.0962894,1.311057,1.0234537,1.1069099,1.0410185,1.0353328,1.0540521,0.9689123,0.955443,1.1064274,1.0287728,1.12886,0.7532248,1.0836066,1.3193784,0.84433806,1.2862128,1.0216825,0.8982551,0.9420089,1.0316763,1.2226444,0.56483376,0.9721395,1.1711209,1.0712928,0.45672375,1.1242776,0.94006896,1.2564225,1.140568,1.0228115,1.2170453,1.1755396,0.73644656,0.9529847,1.1359546,0.825106,1.1863763,0.37381095,0.97141296,0.8660078,1.050636,0.91737914,0.9355632,0.8114407,1.0573651,0.79888046,1.1383817,0.8977725,1.2752826,0.95434076,1.0083075,0.9752571,0.91962814,0.82276094,0.8451601,1.0438997,1.191415,1.2996749,1.1010801,0.90494186,1.1960855,1.1214694,0.7953545,0.60212564,0.911333,0.9040368,1.312793,1.3005368,1.1682582,1.1137357,0.87867075,1.0904295,1.2824726,0.6650089,0.9725393,1.005347,1.1372613,1.157958,0.96790355,1.0560312,0.9126097,0.9675241,0.0,1.2639465,0.56354564,0.90515035,1.0109115,1.1602154,1.0045459,1.0917195,0.8815288,1.3022888,0.9578203,1.1296707,1.0350984,1.3229687,1.2627329,1.2211801,0.92616,0.5586307,0.79852945,1.1894474,1.1413507,1.1440578,1.1843537,1.3117313,1.0966166,0.93838674,0.98124397,0.8660396,1.0902058,1.1172504,1.2025752,0.9330665,1.0407181
scissors,1.1924002,0.9605076,0.7713729,1.3597126,0.8401253,0.5831584,0.6354599,0.87669986,1.332644,1.0752282,1.4641154,0.7496854,1.4233208,1.40262,1.0616032,1.3732517,0.9812192,0.7799332,0.6527771,0.64672714,0.9744967,1.0529333,0.78074926,0.5752162,0.6974616,0.78745043,0.9536309,0.98620296,1.2480842,0.9655288,0.7987224,1.2536135,1.123514,0.7241209,1.074549,1.168448,1.4858937,0.8910094,0.51685464,1.2481588,0.6211786,1.1609251,1.3069615,0.7246387,1.2019647,0.9534072,1.3053225,0.9069412,0.8108261,1.2032254,1.2852905,0.83247066,1.1029836,0.6420779,0.5939587,0.96262836,0.5155498,0.5228758,1.2224419,0.8756446,0.7433006,1.3596908,0.5422267,1.3410834,1.1856084,1.1346744,0.76838434,1.0827152,1.0665915,1.246391,0.812376,1.4326913,0.5849298,1.1361554,0.64059305,1.0706977,0.96135855,1.0327795,1.0479957,1.16069,0.99983627,1.1351254,0.8057498,0.70053715,0.63233554,1.0624547,0.87550503,1.1259961,1.1780385,1.4607049,1.3889884,1.1298288,0.5262778,0.53408456,0.9068638,1.1669366,1.0952054,0.84508,0.6075175,1.2526536,1.1344261,0.85368,0.69687396,0.95644,1.1657982,1.1389849,0.7928423,1.1732414,1.2639465,0.0,1.4827921,0.82783616,1.0912895,0.5701419,1.3057394,1.0779228,1.0963238,0.6338557,1.3034233,0.74976903,0.96035856,0.44938064,0.7252292,0.79227924,0.8870986,1.4487083,1.3406998,0.603845,0.8841303,0.84848106,0.568871,0.65017533,0.63998556,0.968751,1.128049,1.2868754,0.9795505,0.7497424,0.7033977,1.2820475,1.2633667
shirt,0.69406605,1.1334659,1.4219241,0.39595735,1.321327,1.4310226,1.3020811,1.1483839,0.7094369,0.9773896,0.5157295,1.4056513,0.67609715,0.23729163,0.96405935,0.5959016,1.0308278,1.2266711,1.5138199,1.6261898,1.0594811,1.1245643,1.2957981,1.5787262,1.1468542,1.4413848,1.2198858,0.837739,0.86076283,1.018898,1.2126898,0.8119272,0.8990607,1.2986054,0.96176684,1.0072868,0.47906208,1.2007327,1.5665803,0.69560254,1.5911067,0.95128804,0.67419267,1.1741518,0.9747201,1.2556493,0.40905625,0.98048574,1.3473752,0.7942426,0.6069195,1.1553572,1.0565906,1.3741355,1.4039329,0.93170357,1.3344858,1.3406266,0.74327606,1.0755517,1.0459442,0.6990278,1.4805608,0.53545725,0.8314984,0.67731744,1.2595704,0.72542506,0.79892546,0.38153672,1.2123631,0.3021897,1.2988994,0.85041326,1.4978801,0.92846227,1.069282,1.1227844,0.7187881,0.8593136,0.8793441,0.95243174,1.3923564,1.381634,1.2022578,0.90231705,1.3072722,1.03385,0.7708353,0.17386353,0.3976376,0.85697913,1.5606148,1.5339549,1.1953251,0.96788895,0.96594924,1.215827,1.6082791,0.6711762,0.8238015,0.9456844,1.4282452,1.2566386,0.9719522,0.8822387,1.187574,0.84383696,0.56354564,1.4827921,0.0,0.97515434,0.6359679,1.2694128,0.7666733,1.0643637,0.7629845,1.505368,0.76989794,1.4260403,0.9211543,1.5906637,1.4855218,1.4417748,1.0152923,0.08077049,0.6511005,1.3414524,1.1799998,1.271727,1.3442551,1.404274,1.3289624,0.9692464,0.9955196,0.79364187,1.1381761,1.2626942,1.3549342,0.8707311,0.58396363
shoe,0.83572114,1.1449231,1.2949121,0.95383865,1.083701,1.0379581,1.0037128,0.8105514,1.0725807,1.0554667,0.9698133,1.1984522,0.9968528,0.80883384,1.1480407,0.8898204,0.93236816,0.91882664,1.1650846,1.2193396,0.8116628,0.9731011,1.1950328,1.1650358,0.8617035,1.2236615,1.1083429,0.8792927,1.1732047,1.0285623,0.97810936,1.0168371,0.99611694,1.0572417,0.8992518,1.0657471,0.97211045,0.9967208,1.1961775,0.8516293,1.1889989,0.9791865,0.899461,0.8561596,1.2436945,1.1752467,0.8810792,0.95611894,1.1294665,1.0724251,0.9365614,1.0152885,1.0874877,1.0395936,1.0035433,0.78227764,0.9805752,0.9262601,0.94308555,1.0490776,0.73320913,1.0114818,0.9460888,0.9597456,0.910497,0.8290565,1.0845143,1.031404,0.8269495,0.85591334,0.8911419,0.85971916,0.9556298,1.0164856,1.2690685,0.9275147,0.8370272,0.999992,0.62607825,0.8278856,0.86725795,0.98831743,1.2181484,1.0780206,0.9830204,0.9908668,1.2622081,1.0880597,0.9504111,0.8295536,0.9256792,0.95866305,1.2220862,1.2289239,1.1633942,0.99936837,0.98429877,1.0403326,1.1473035,0.9710011,0.9731944,0.64630234,0.9673998,1.0942514,1.0657219,1.1226237,0.8926585,1.087284,0.90515035,0.82783616,0.97515434,0.0,0.91940033,0.91416585,1.0883092,1.0511756,0.8915391,1.053157,1.088325,1.1330775,0.79868364,0.9774952,1.2083515,1.146116,0.8086808,1.0047829,0.98681474,0.8986634,1.0685225,1.1592033,1.116998,1.0585393,0.91026247,0.8193691,1.0587939,1.0673376,1.0800853,1.0544703,1.1188046,1.1751404,1.0154887
shorts,1.1154513,0.72078145,1.0601189,0.7291956,1.1156644,1.1626604,1.0568832,1.2754302,1.1717318,1.1022971,1.0882927,0.79408616,1.0112363,0.62876844,0.84758115,0.96344495,1.0407411,1.1722441,1.1940188,1.2447102,1.232053,0.96289164,0.8132869,1.1516027,1.038517,0.9404402,1.125494,0.5215869,0.88501155,0.9634626,1.2994132,0.99561703,0.5728555,1.1859907,1.0058498,0.95868474,1.0533235,0.9974389,1.0105286,1.0835851,1.2219043,1.1375327,0.83776563,1.10284,1.2245893,0.8761161,0.7327118,0.67568374,1.0351329,1.0277916,1.1423787,0.66214883,1.2499317,0.7728485,1.115173,0.69228625,0.9095921,0.9934272,1.0895644,0.80031633,0.5230771,1.1161476,1.0244837,0.94353026,1.0486006,0.7010764,0.89065933,0.9311096,0.96525687,0.688915,1.0670218,0.5127298,1.1772625,1.1487794,1.3112366,1.0004773,1.1539962,1.2349446,0.70167935,1.0716069,0.8878123,0.8575821,1.0381489,0.991541,0.6903541,0.75749195,1.0135021,1.1505456,0.797874,0.7144529,0.39241183,1.1099095,1.0578514,1.0529346,0.8637851,0.89192337,0.9158954,0.87660414,1.2758551,1.0787581,1.0429139,0.89720905,1.3309758,0.9295333,1.3198835,1.102063,1.1726686,0.8452563,1.0109115,1.0912895,0.6359679,0.91940033,0.0,1.2275146,1.1697991,1.2674801,0.9775423,0.8739309,1.0468817,1.2029898,0.5227344,1.1220814,1.1646787,1.2114356,1.1440748,0.7870498,1.1445999,1.230567,0.69914496,0.8583794,1.0612361,0.9953481,1.259429,1.2058017,1.2330755,1.0509909,1.2920022,1.1031104,0.8514525,1.2634395,0.7850471
shovel,1.0238824,1.1792576,1.1370139,1.0779372,1.0274504,0.92074776,0.99161774,0.80889565,0.82278067,0.97859937,1.2257901,0.96315694,1.0387418,1.323591,1.296999,1.1902366,0.88402337,0.9446936,0.85062504,0.78228146,0.9410854,0.86056316,0.95544773,0.8050239,0.97126645,0.8179966,0.830614,1.1597105,1.1625057,0.95745444,0.79538953,1.001233,1.240453,0.79277295,0.7973732,1.1570016,1.2234693,0.9574017,0.9180244,1.013761,0.7736167,0.99257034,1.2077394,0.986207,0.89327604,0.9612391,1.2047756,1.1221197,0.9840342,1.0409958,1.164102,1.1550114,1.1200479,1.004237,0.93882585,1.0236683,0.5780207,1.0577431,0.9853234,1.2019397,0.9766069,1.2222298,0.9149265,1.2586911,1.1558632,1.0955706,1.0907975,1.0417423,0.977766,1.2006161,0.8610514,1.2084508,0.30879593,0.9565724,0.6594196,0.93896616,0.806895,0.84665185,0.97444266,0.9623574,1.091884,1.1203743,1.1173546,0.7464148,1.0597948,1.2274987,1.0230098,0.6657314,1.2434537,1.248435,1.2767932,0.9852,0.69959974,0.78766215,1.1102422,1.0402395,1.3513972,1.1050534,0.79999286,1.076611,1.1342264,0.9023176,0.6897655,1.1056167,0.69337857,0.9880355,0.834214,1.2032578,1.1602154,0.5701419,1.2694128,0.91416585,1.2275146,0.0,0.90325403,0.5700103,0.86044204,1.0618477,1.1003078,0.92582786,1.0187027,0.5578983,0.7953752,0.9871947,0.78966,1.25746,1.0391967,0.8077184,1.1824054,1.2057356,0.7251889,0.75579864,0.99589235,0.9569144,0.97046775,1.2115232,0.77635515,0.7106441,1.1187344,0.97154945,1.1461306
shower,0.6591415,1.2529974,1.3194801,0.7633629,1.2684643,1.3299974,1.3103042,1.0174766,0.13891864,0.8786507,0.61333674,1.2947814,0.6496831,0.8740734,0.9969315,0.7043202,0.89422,1.1548705,1.3349131,1.3272595,0.9465802,1.1499478,1.2312275,1.3792232,1.092824,1.3223672,1.1364617,1.0649475,0.8244842,1.0225723,1.0162426,0.64824486,1.0573239,1.2686236,0.79921436,1.041417,0.65391135,1.1114146,1.3811724,0.7629641,1.3504093,0.8136966,0.9191646,1.3340528,0.5845832,1.1263764,0.989723,1.1784126,1.2651763,0.65246177,0.8202857,1.2954552,0.92354894,1.3026844,1.2570236,1.0967817,1.2424183,1.2948704,0.80670637,1.2184767,1.3469402,0.6804411,1.3636513,0.88610554,0.9035095,0.9715688,1.3562734,0.79512334,0.8598131,0.8566097,1.2108996,0.76868427,1.0614883,0.74829614,1.0893215,0.95568067,1.0813336,1.0102984,1.0057195,0.8953175,1.0625666,1.0487932,1.2802541,1.250663,1.3670065,1.1363258,1.2867072,0.73053217,1.0056419,0.7845989,0.852983,0.7907499,1.3190846,1.3075478,1.217782,0.99471086,1.0146043,1.2883477,1.3018332,0.87735975,0.7391719,1.1210269,1.2523836,1.1393932,0.7517307,0.68959635,1.20467,0.9784731,1.0045459,1.3057394,0.7666733,1.0883092,1.1697991,0.90325403,0.0,0.5873516,0.8848946,1.418453,0.67585456,1.3309466,1.2495186,1.3007195,1.2269037,1.2685425,1.0742244,0.7807164,0.64480734,1.1853968,1.2971601,1.186567,1.1707946,1.2976413,1.2448868,0.8939422,0.82396924,0.84106827,0.87362176,1.1316878,1.3430946,0.6280505,0.8077825
sink,0.7763152,1.3014649,1.1974931,0.9561093,1.112673,1.1844078,1.1477556,0.6935392,0.3206154,1.041824,0.8871256,1.1094278,0.80811906,1.1355927,1.1134913,0.9678631,0.8675988,1.0050793,0.9954419,0.80346966,0.7876005,1.0390004,1.153319,0.9691145,1.160141,0.97374666,0.9143333,1.261545,1.0327141,0.93909836,0.84315884,0.83334166,1.1846564,0.985596,0.9043128,1.184469,0.9070451,1.0729365,1.1868914,0.8147963,0.8905275,0.73802316,1.0982664,1.2265183,0.7097899,0.90282613,1.1477153,1.2429695,1.0977608,0.91122013,0.99503833,1.2928131,1.0274707,1.268564,1.1743928,1.1511365,1.0274825,1.2478522,0.81011283,1.2715279,1.2532399,0.9534759,1.131341,1.0921885,1.0291318,1.0729475,1.2890646,1.0608127,0.9247372,1.0938779,0.93865883,1.0107849,0.7921682,0.87935203,0.830761,1.0101368,0.84410906,0.6152556,1.0601782,0.913781,1.0938514,1.0676492,1.2038269,0.97186327,1.3396269,1.2244655,1.1394713,0.57116234,1.2018063,1.0571826,1.1139535,0.8357074,1.0409033,1.0879757,1.134888,1.0076822,1.1792165,1.2465755,0.8432618,0.99379665,1.0063298,1.0088569,0.8529831,1.0604066,0.5892516,0.9565043,1.1302413,1.1332259,1.0917195,1.0779228,1.0643637,1.0511756,1.2674801,0.5700103,0.5873516,0.0,0.8792101,1.2304833,0.8609723,0.9567588,1.1915011,0.84983665,0.95338446,1.0849246,0.9676084,1.0481117,0.7316383,0.94637877,1.289943,1.1988695,0.9939303,1.0113946,1.0752465,0.8166928,0.9284505,1.0162903,0.68474644,0.9899226,1.2495602,0.8541361,1.0849236
slide,0.64803386,1.226535,1.3799522,0.65135527,1.0743204,1.1972384,1.0305015,0.9008354,0.71480227,1.0935777,0.73187554,1.395282,0.6357238,0.7731331,1.1860819,0.76554775,0.9421415,0.99706286,1.2697212,1.3681581,0.78919345,0.94019085,1.1192356,1.1652162,1.1324177,1.2514365,1.2259973,0.91680723,1.1939683,0.87652165,1.1272383,0.8251138,0.98807144,1.1762152,0.87511957,1.0649445,0.6763112,1.0339203,1.300322,0.6983339,1.3221508,0.8871501,0.9065045,1.1152798,0.96545756,1.118931,0.8433197,1.1909127,1.1997709,1.0504973,0.8982247,1.2276337,1.0465536,1.2119169,1.2086271,1.1221381,1.0958872,1.2262847,0.7691623,1.2670345,0.9876815,0.78230256,1.0449201,0.89944416,0.87828004,0.8543556,1.351181,1.0885469,0.6136231,0.80577624,0.9501589,0.6127365,0.7830516,0.64812636,1.2343132,0.8378781,0.8391115,0.8381129,0.63165647,0.7917961,1.0100225,0.90771896,1.3791051,1.2211185,1.3607107,1.1299691,1.2475859,0.9051709,1.1685686,0.7370821,0.78029126,0.8090951,1.2370996,1.2041978,1.0787449,0.9430248,0.85712063,1.0996536,1.3447568,0.85319716,0.8399031,0.8006612,1.2767247,1.2201023,0.72500885,1.0498241,1.0585191,1.0872076,0.8815288,1.0963238,0.7629845,0.8915391,0.9775423,0.86044204,0.8848946,0.8792101,0.0,1.4321404,1.0338479,1.2544533,0.9674623,1.2403219,1.3536708,1.4075322,0.91978,0.80931056,0.5749978,1.1270306,1.2873561,1.2782269,0.9348208,1.2301348,0.9808073,0.74242854,1.0230607,0.7987834,1.1182698,0.9717846,1.3470544,0.90449804,0.9474853
slipper,1.5829045,0.51398563,0.27744865,1.4116521,0.69245195,0.7138113,0.81371003,1.3141937,1.5290368,1.0954616,1.568714,0.22470939,1.5179038,1.5239056,0.6676062,1.5222908,1.1718904,1.0660818,0.39367473,0.41643035,1.4065175,1.0329796,0.569939,0.55453426,0.9637935,0.4537909,0.8899067,0.95331997,0.9478848,1.0974715,1.0280685,1.3523628,0.8166589,0.72033596,1.1635615,1.0095525,1.5706377,0.9409773,0.17272496,1.5447506,0.4243548,1.311548,1.2388239,0.941496,1.2183058,0.74895763,1.4302638,0.68347734,0.631311,1.1998286,1.3427957,0.4033022,1.0986366,0.48692143,0.77422786,0.8708519,0.62658054,0.7366706,1.5189269,0.4618613,0.6609091,1.4671595,0.64400613,1.2198575,1.352937,1.1067172,0.35421085,1.1261495,1.400831,1.4371994,1.0875022,1.4574481,0.96275675,1.4288154,0.6166304,1.3233612,1.3339318,1.2915859,1.2782081,1.306284,0.8975439,1.0834589,0.20850033,0.691915,0.34962296,0.7792021,0.55387986,1.2045419,1.1057937,1.5688221,1.2690485,1.3586516,0.27875948,0.27340925,0.6593939,1.1269796,1.1319516,0.8360026,0.53890365,1.2250584,1.3103759,1.1994305,0.7438197,0.62009954,1.4360814,1.1827152,1.080495,1.0501161,1.3022888,0.6338557,1.505368,1.053157,0.8739309,1.0618477,1.418453,1.2304833,1.4321404,0.0,1.266426,0.60126114,0.874141,0.34883428,0.4531905,0.3149613,1.1603849,1.4459542,1.6185557,0.9186746,0.33433294,0.2936126,0.55725884,0.5970167,0.95012486,1.426939,1.2348195,1.2496312,1.1275327,0.8448746,0.17301166,1.3785664,1.2249708
snow,0.6589941,1.2869607,1.1617689,0.9612544,1.2128042,1.1784666,1.2193089,1.1240019,0.61118793,0.6947053,0.6769725,1.0961194,0.735204,0.87947273,0.8394519,0.73495275,0.9142733,1.117054,1.2824582,1.2163233,1.1044005,1.10256,1.204415,1.4252734,1.0948895,1.3239987,0.66802025,1.1534637,0.5714069,1.1398592,1.0784423,0.85667443,1.1272762,1.2575948,0.85226595,1.0429498,0.75751334,1.0950323,1.2814178,0.76467115,1.3291671,0.70099694,0.77199787,1.283632,0.9001417,1.0475603,0.90272784,1.2224909,1.2761309,0.7185573,0.85242575,1.3349857,0.81580603,1.0192113,1.1204447,1.1270387,1.1824529,1.1369537,0.7799456,1.2269396,1.3645254,0.59771615,1.3524752,0.9215995,0.9142847,1.0909207,1.3118887,0.7565889,0.89204806,0.90296334,1.2971317,0.75987554,1.1584251,0.99638516,1.2049354,0.8050968,1.1592345,1.1894873,1.1598725,0.76150095,1.1665397,1.1110843,1.1921971,1.289687,1.3627596,1.1780571,1.1185455,0.9843419,0.9204129,0.83621985,0.7948825,0.87450856,1.2130554,1.2681216,1.039546,1.0066545,0.9905968,1.0744869,1.2290442,0.8887045,0.9352874,1.1264737,1.287978,1.0528543,0.9615806,0.6117035,1.1225551,0.93286586,0.9578203,1.3034233,0.76989794,1.088325,1.0468817,1.1003078,0.67585456,0.8609723,1.0338479,1.266426,0.0,1.2881845,1.3145332,1.2291003,1.2261652,1.199755,1.065679,0.797241,0.7810714,1.2622459,1.3118914,1.1659414,1.2919323,1.3114696,1.2285967,1.0394955,0.7372385,0.64417875,0.89051056,1.2166423,1.2835158,0.68707794,0.6718373
soap,1.3711967,0.86341584,0.54204315,1.4253793,0.67922,0.5581109,0.818022,0.8825686,1.3187602,1.1816285,1.4451051,0.7415459,1.4608092,1.4019654,0.9531315,1.446568,1.1332531,0.8244272,0.23178989,0.38128877,1.0117418,1.0317982,0.78396183,0.32112408,0.995679,0.53773713,0.82062536,1.2058278,1.22683,1.0271093,0.83862424,1.1628851,1.1155744,0.47637737,1.2161193,1.0073434,1.4319906,0.95823604,0.5192266,1.3483332,0.2943778,1.1194271,1.3738306,0.75725603,1.0306197,0.97458506,1.175079,1.059306,0.65478325,1.2824876,1.2364929,0.9120969,1.068192,0.8455721,0.66617525,1.0941874,0.90382504,0.8345909,1.1326743,0.94050187,0.94725335,1.3294523,0.5200919,1.2469511,1.2408627,1.2874258,0.69990045,1.2248068,1.3380541,1.3190074,0.54925936,1.4885414,0.9627981,1.1907439,0.5946607,1.2549858,0.98455834,0.46751356,1.272726,1.1775618,1.0944691,1.1407744,0.60950655,0.6119261,0.78122026,1.1315492,0.66353446,1.090954,1.1457372,1.4724493,1.415734,1.1615322,0.6163027,0.6060598,0.8822125,1.096712,1.2214657,0.6986605,0.44761574,1.181711,1.2197424,1.0361599,0.6268854,0.9195764,1.054149,1.234272,0.7814661,1.1978762,1.1296707,0.74976903,1.4260403,1.1330775,1.2029898,0.92582786,1.3309466,0.9567588,1.2544533,0.60126114,1.2881845,0.0,1.0257267,0.61661476,0.5532025,0.56140864,0.99535996,1.3628542,1.3455663,0.6267731,0.8192337,0.7936568,0.5937284,0.5675226,0.7728387,1.1279168,1.0348929,1.177655,0.87400025,0.78847736,0.63266015,1.1716137,1.4152793
sock,1.1671576,0.6990053,1.0823548,0.726177,0.867739,0.99290913,0.97730964,1.0830623,1.299449,1.1875169,1.1010634,0.8880093,1.0592229,0.76934654,1.1281438,0.9775984,1.076782,1.0987498,1.0652026,1.0852056,1.1150342,0.8017173,0.94671524,0.8878989,1.0215561,0.87603605,1.2222534,0.5831647,1.1317102,0.9306097,1.0654403,1.1858943,0.82867646,1.0179478,1.1017554,0.9225215,1.0785604,1.0075895,1.0140177,1.2359533,1.0005052,1.1603668,0.9439108,0.79724634,1.1440574,1.0531853,0.8341757,0.76940346,0.78066766,1.1024932,1.2527376,0.6062565,1.2104259,0.87342304,1.0411031,0.46359825,0.85879874,1.0610998,1.2533855,0.98294234,0.3600303,1.2328774,0.82577014,1.1385744,1.0616937,0.6703089,0.94872135,1.0439813,1.1390462,1.0101055,0.8947408,0.83638155,1.0356066,1.1778553,1.0749516,1.054047,0.88503283,0.9947178,0.6035814,1.2219326,0.8416115,1.0560448,1.0326886,0.66005707,0.67497164,0.8185838,1.0343893,1.2428752,0.866367,0.82090926,0.83576,1.1377282,1.0106196,1.0195453,0.96462446,0.6379269,1.1132133,1.0841638,1.0651407,1.0199654,1.1781528,0.9854804,1.0227208,0.95542735,1.2143928,1.1410387,0.8295511,0.68055046,1.0350984,0.96035856,0.9211543,0.79868364,0.5227344,1.0187027,1.2495186,1.1915011,0.9674623,0.874141,1.3145332,1.0257267,0.0,0.962201,1.017515,1.0686269,0.98650163,1.0382473,1.2368596,0.98222244,0.58982146,0.93246233,1.0038155,0.70132464,1.0430379,1.1762027,1.1980852,1.3034384,1.2465354,1.0240644,0.8903238,1.2071204,1.03943
