,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
bed,0.30047107,1.3305116,1.441743,0.56577736,1.2678671,1.3709992,1.3600134,0.8817993,0.5196035,0.9509751,0.0,1.5101113,0.32848006,0.5013562,1.0116013,0.13797098,0.90295917,1.0004927,1.4922748,1.5577965,0.76840436,1.0979627,1.4024446,1.5751532,1.1422945,1.5362493,1.1740018,1.0304525,0.95802915,0.87211037,1.0909587,0.74587834,1.099394,1.3557993,1.0140709,0.94500834,0.063171625,1.2073886,1.5801804,0.47645944,1.5547822,0.79465556,0.48606765,1.0612613,0.9435225,1.2418485,0.6927036,1.3396432,1.4078469,0.6190681,0.7076926,1.4343653,0.94053304,1.3507454,1.3698651,1.0937043,1.4831038,1.2975742,0.80146337,1.3465768,1.2691356,0.3765875,1.4162843,0.788097,0.6733846,0.9701149,1.4527643,0.82035303,0.79364026,0.5218066,1.26639,0.41839743,1.2886851,0.6560996,1.4709558,0.7714705,0.95127517,1.0615989,0.85932004,0.76258886,1.129651,1.0278196,1.4260827,1.3263187,1.5634255,1.1792037,1.4338818,1.0163924,0.93274224,0.2909907,0.70913136,0.7089893,1.5777814,1.5512537,1.2962446,0.56891894,0.88416934,1.3470664,1.492846,0.665768,0.7061095,0.93907696,1.3411815,1.3249876,0.8264861,0.8660297,1.1922741,0.642709,0.79972905,1.4641154,0.5157295,0.9698133,1.0882927,1.2257901,0.61333674,0.8871256,0.73187554,1.568714,0.6769725,1.4451051,1.1010634,1.6019924,1.4560888,1.3393742,0.9301728,0.5333146,0.40160823,1.2837683,1.4222412,1.3945978,1.406305,1.3437797,1.1059077,0.76914537,0.9176344,0.76671803,0.9566109,1.227943,1.4993052,0.75640655,0.7498866
belt,1.5363959,0.64002264,0.50673425,1.3552121,0.86326253,0.883667,0.8706669,1.2747123,1.365442,1.042088,1.5101113,0.0,1.3221588,1.4482737,0.6628114,1.439142,1.0294319,1.0330452,0.5707659,0.46435487,1.3867645,0.9593789,0.38491738,0.6641529,0.9811674,0.343185,0.79586476,0.92518324,0.7754622,1.0233577,1.0021096,1.2047845,0.7704991,0.82828075,0.94467926,0.955613,1.5171764,0.8654209,0.31539118,1.4542346,0.5430676,1.2285076,1.2581335,1.1596674,1.0338825,0.5250031,1.3697063,0.88271636,0.8359089,1.1124262,1.3717611,0.64078456,1.0512578,0.50961477,0.90781397,0.96732515,0.5655259,0.8138781,1.5139,0.7131717,0.85360265,1.4068198,0.82122594,1.2937174,1.3423827,1.2354895,0.59707785,1.0578349,1.2786698,1.3427055,1.0640249,1.30803,0.8439219,1.348532,0.5418506,1.2595544,1.2702184,1.2301538,1.4013155,1.2410662,1.0865489,1.102401,0.55900407,0.6427537,0.4828462,1.0279009,0.6422323,0.975943,1.1196405,1.4785497,1.135344,1.2591455,0.26365924,0.35070288,0.39635646,0.99729866,1.160754,0.8490903,0.55557066,1.2564598,1.2988527,1.20668,0.80003786,0.6091652,1.2849083,1.0627536,1.2131214,1.0077693,1.313975,0.7496854,1.4056513,1.1984522,0.79408616,0.96315694,1.2947814,1.1094278,1.395282,0.22470939,1.0961194,0.7415459,0.8880093,0.37270284,0.48592842,0.5485031,1.0996634,1.3828104,1.5252414,0.97433066,0.63253444,0.51315814,0.7004745,0.5934889,1.107385,1.400037,1.1514698,1.2487439,1.0642519,0.7472201,0.4625144,1.2092507,1.0705141
bench,0.57919425,1.3309405,1.5153472,0.62558913,1.3095645,1.4420805,1.3246889,0.8382826,0.50890005,1.0464346,0.32848006,1.3221588,0.0,0.7172544,1.1481078,0.3353061,0.8985667,1.0416144,1.5076005,1.4615161,0.74744934,0.9470621,1.1085423,1.4396515,1.2458848,1.2293105,1.0406747,0.9585785,0.96268976,0.5010359,1.1846421,0.5860091,0.9606414,1.332825,0.8454538,0.9011687,0.2871647,1.0293733,1.5593357,0.44981062,1.4923036,0.80461395,0.63023335,1.1498942,0.7230275,0.8187711,0.7409851,1.3340211,1.4345789,0.80064166,0.9300139,1.4232079,1.0230768,1.3329103,1.4280246,1.0993674,1.363043,1.4150048,0.8897277,1.3965428,1.2323732,0.5448771,1.4192548,0.9557924,0.76405656,0.9973208,1.4796988,0.9355312,0.6172838,0.6564702,1.1515634,0.44391334,1.0422812,0.42731196,1.2843883,0.724402,0.9266755,0.9853764,0.8651641,0.67149985,1.1893318,0.8751637,1.5190724,1.1758497,1.5198162,1.1967459,1.464205,0.6838225,1.0828475,0.58309865,0.61009496,0.7629577,1.4348962,1.4528849,1.1722026,0.5690081,0.8721704,1.2299771,1.4538128,0.8550771,0.85943204,0.75131637,1.2570857,1.2513422,0.6240052,0.88129306,1.1898887,0.7975011,0.9078547,1.4233208,0.67609715,0.9968528,1.0112363,1.0387418,0.6496831,0.80811906,0.6357238,1.5179038,0.735204,1.4608092,1.0592229,1.4461787,1.3913821,1.4162326,0.762572,0.70150876,0.26575243,1.2717705,1.4504118,1.41069,1.4049246,1.2412306,1.2164395,0.8290255,0.9379155,0.81005347,0.94684035,0.9274589,1.5567187,0.7305687,0.80894566
bib,0.57610786,1.1473247,1.4295354,0.46329105,1.260263,1.3400326,1.1981447,1.0034953,0.8426479,1.0365045,0.5013562,1.4482737,0.7172544,0.0,1.1057498,0.48181182,0.9598217,1.0221459,1.5583464,1.5793715,0.85718536,0.99932414,1.3365953,1.5595636,1.0175431,1.5522552,1.2711914,0.7406677,0.9871822,1.0747745,1.1495947,0.98241085,0.85582983,1.3687115,1.0286314,0.991764,0.50819576,1.0767802,1.5938417,0.67602134,1.6076431,0.8897257,0.6476476,1.0049587,1.187999,1.2621443,0.3827359,1.0248617,1.2638876,0.90946805,0.66104734,1.1624545,1.1005001,1.2292694,1.2562579,0.91955096,1.3790672,1.13174,0.7008723,1.1562885,0.9518298,0.6456193,1.2493713,0.65153277,0.74990416,0.673494,1.3440665,0.8640599,0.74682105,0.40784454,1.0825666,0.42397267,1.3351604,0.96906036,1.61283,0.73737156,0.83510655,1.0839425,0.56262517,0.9030574,0.8788701,0.8362746,1.4341726,1.3233906,1.157909,0.9096232,1.3126618,1.1903698,0.6920931,0.12928426,0.56306154,0.772864,1.626635,1.6010002,1.1824765,0.8077462,0.7211947,1.1681364,1.4924209,0.7549871,0.7077956,0.86999816,1.4242353,1.215833,1.075402,0.99974006,1.0586095,0.7579197,0.54363316,1.40262,0.23729163,0.80883384,0.62876844,1.323591,0.8740734,1.1355927,0.7731331,1.5239056,0.87947273,1.4019654,0.76934654,1.6067805,1.521569,1.4647679,1.075192,0.38429868,0.6791967,1.2488989,1.2169163,1.2747641,1.3686143,1.3579108,1.1326455,0.78344524,1.0298507,0.8101753,1.2875918,1.4073964,1.3894386,0.993339,0.77147204
bird,1.0691065,0.8593172,0.653459,1.148587,0.9443184,0.9794646,1.0092123,1.2491333,1.0263166,0.8514921,1.0116013,0.6628114,1.1481078,1.1057498,0.0,1.0267826,1.1553028,1.217453,0.8890353,0.92589307,1.326856,1.1991868,0.8904271,1.0546918,1.040806,0.97173816,1.0160097,1.0258563,0.7286557,1.1722286,1.1281247,0.9363306,0.9419587,1.0680448,0.89952874,0.94234276,1.078505,1.0692564,0.7099553,1.176958,0.97026026,0.9795514,0.9877669,1.2453749,1.0261511,1.0117848,1.0635663,0.99958396,0.99231654,0.8568645,1.0842141,0.93655384,0.8715117,0.75326085,0.9145428,1.0809605,0.976079,0.9327746,1.131871,0.8467392,1.0323777,1.0492758,1.0939966,1.0207299,1.1746058,1.1935998,0.8463486,0.82556033,1.1799839,0.943035,1.3090839,0.9854346,1.2224255,1.1666081,0.9927299,1.1685684,1.3167427,1.2686625,1.2589586,1.0368888,1.1069676,1.1808113,0.67756844,1.0243514,0.8735193,0.97631,0.8279915,1.2079821,0.93858445,1.0509961,0.88645893,1.1792141,0.7949244,0.7928968,0.7872038,1.0237684,1.0678902,0.93930227,1.0215933,0.9443201,1.10051,1.1450797,1.1606277,0.79473996,1.2502979,0.97141945,1.1495411,0.92406744,1.0844098,1.0616032,0.96405935,1.1480407,0.84758115,1.296999,0.9969315,1.1134913,1.1860819,0.6676062,0.8394519,0.9531315,1.1281438,0.9073175,0.94154185,0.87074673,1.159139,0.98692155,1.2255744,1.2153319,0.8212527,0.70696515,0.9651044,0.9683603,1.1664407,1.2983023,1.0907643,0.8394776,1.030168,1.1233426,0.69241834,1.1112038,0.7419262
blanket,0.3349967,1.3293054,1.4524525,0.64103884,1.2511473,1.3538092,1.2770976,0.817495,0.64570415,0.9331585,0.13797098,1.439142,0.3353061,0.48181182,1.0267826,0.0,0.93558294,1.0262094,1.5177373,1.526711,0.7643657,0.9438185,1.3718374,1.5267692,1.0758972,1.4854207,1.2064716,0.8808665,0.9483917,0.89939165,1.1092039,0.77685016,1.0499747,1.3634136,0.9610968,0.8482411,0.23067075,1.103867,1.5603555,0.5752009,1.5678487,0.76721805,0.4628967,1.0176127,1.0107354,1.1666031,0.66338056,1.2979774,1.4070584,0.63794637,0.8789022,1.4238484,1.0361211,1.2258432,1.2715135,1.0527339,1.4336075,1.2228512,0.87974083,1.3667936,1.1190602,0.43536156,1.3090923,0.95217,0.6068138,0.97575045,1.4710333,0.8313178,0.73124385,0.45751774,1.2186376,0.44559294,1.2600477,0.7885626,1.4954348,0.5928969,0.8327539,1.0812508,0.7102958,0.8426129,1.143911,0.9089122,1.45522,1.1964141,1.4867184,1.1693113,1.4338872,1.043318,0.8938262,0.3341756,0.6875039,0.78690076,1.5492871,1.5345286,1.2919691,0.3836161,0.8360378,1.2835848,1.452368,0.77774405,0.7097635,0.7720533,1.3227478,1.2860126,0.91392356,0.8906867,1.1675026,0.59217626,0.89817023,1.3732517,0.5959016,0.8898204,0.96344495,1.1902366,0.7043202,0.9678631,0.76554775,1.5222908,0.73495275,1.446568,0.9775984,1.5651215,1.472905,1.366159,0.97258836,0.6414987,0.51369536,1.2413381,1.4319278,1.3915484,1.4253801,1.2070779,1.0904254,0.77036273,0.92068964,0.83391833,1.050083,1.2521966,1.4938165,0.8495613,0.7491482
boat,0.85881704,1.1384754,1.1826748,0.9695348,1.0955566,1.092899,1.0731208,0.8039611,0.8710435,1.0256636,0.90295917,1.0294319,0.8985667,0.9598217,1.1553028,0.93558294,0.0,0.6085256,1.1581535,1.0282671,0.7092241,0.9941637,1.05544,1.117632,0.9457751,1.1136585,0.6907823,1.1437017,1.0857775,0.9826554,0.9822696,0.9962292,1.0732365,1.1529273,0.9701055,1.1973548,0.92912716,1.0188735,1.1077678,0.79587436,1.1404634,0.90535235,1.088971,1.0929072,1.0229638,0.84288645,1.1165558,1.098844,1.1241915,1.0559422,0.95300186,1.1366915,1.0337143,1.0989957,1.0879288,1.0828443,0.9915725,0.93335307,0.91522115,1.1067119,1.1641401,0.9805129,0.94294465,1.030454,1.0314132,1.0166764,1.1451422,1.0148706,0.9095186,0.9544161,1.0118785,0.99669504,0.8549724,0.9487914,1.0386336,0.84458876,0.9620113,0.97640395,1.0353659,0.9092978,1.0079548,1.0264179,1.200137,1.0030854,1.0986624,1.1317053,1.103625,0.8593944,1.0541407,0.9764397,1.0812885,0.708058,0.99999523,1.0333129,1.0296519,0.9447018,0.9122158,1.0832742,0.97155094,1.080736,0.8658904,0.8807186,0.97378606,1.0647937,0.91446614,1.0486164,1.0486522,1.0513633,1.0193479,0.9812192,1.0308278,0.93236816,1.0407411,0.88402337,0.89422,0.8675988,0.9421415,1.1718904,0.9142733,1.1332531,1.076782,1.0573235,1.0478705,1.1452057,0.9224745,1.041266,0.896787,0.95441824,1.2147613,1.1744348,1.1067456,1.0121351,0.89340496,0.73882544,0.9151098,1.0761074,0.92689186,1.0369561,1.1967115,0.8797375,1.0261177
book,0.91084284,1.1576188,1.0427561,1.0454029,0.99721676,0.8570533,0.8948341,0.59355545,1.1335164,1.1294655,1.0004927,1.0330452,1.0416144,1.0221459,1.217453,1.0262094,0.6085256,0.0,0.8490225,0.8194622,0.3810084,0.9881816,0.96302474,0.84413457,0.82068425,0.984455,0.85902214,1.1691626,1.3398902,0.88009965,0.82290906,1.1285559,1.1781249,0.989268,1.0403028,1.1638031,0.97275215,0.826404,0.8642914,0.8875759,0.8366672,1.1064591,1.2355223,0.81653583,1.1743246,0.8276044,1.0887914,1.2069136,1.0352244,1.2773921,1.0554887,1.117515,1.0352173,1.0330148,0.87871015,1.114123,0.94153696,0.70475125,0.95469505,1.1819038,1.0918231,0.9849148,0.50857663,1.2015151,1.0798298,1.0710039,1.0832026,1.1399589,0.97496045,1.0674896,0.7474904,1.1831311,0.8191634,0.94991285,0.9432269,0.9627264,0.89164263,0.84863704,1.0430491,1.0607642,1.1315635,1.0428,1.0975504,0.7964947,1.0909312,1.2650256,1.0787703,0.9699557,1.1388208,1.0832639,1.2873034,0.37491965,0.8829447,0.8665137,0.9644012,0.9973494,0.89874405,0.97174484,0.68678784,1.1317167,0.8733069,0.8236862,0.7340812,1.1941528,0.8998096,1.2004995,0.87729293,1.192329,1.0126625,0.7799332,1.2266711,0.91882664,1.1722441,0.9446936,1.1548705,1.0050793,0.99706286,1.0660818,1.117054,0.8244272,1.0987498,0.97741604,0.94338953,0.98460394,0.96795094,1.1949718,0.8958206,0.69803697,1.2013475,1.1628101,0.87884456,0.7756358,0.535146,0.52701867,0.979329,1.112741,1.0126256,0.9598681,1.084858,1.0469825,1.3297579
bottle,1.4744124,0.76660126,0.33063865,1.4661324,0.69165885,0.6092414,0.8407129,1.0127242,1.3704706,1.1275154,1.4922748,0.5707659,1.5076005,1.5583464,0.8890353,1.5177373,1.1581535,0.8490225,0.0,0.3231777,1.1453141,1.0938799,0.70849967,0.33551812,1.0289756,0.36988854,0.73482394,1.2002491,1.1447678,1.0402424,0.81260264,1.1967937,1.1283501,0.42242384,1.2148725,1.0400329,1.4893427,1.070682,0.22576922,1.4104996,0.13250995,1.2547299,1.4850547,0.87835515,1.0013789,0.9800217,1.2867095,1.0155472,0.70588136,1.2172673,1.2863543,0.8353953,1.0293802,0.845804,0.6792223,1.0916196,0.8228731,0.9296368,1.2639862,0.82002294,0.9417618,1.4339612,0.5461569,1.2985125,1.3476707,1.3680754,0.52691,1.192397,1.4113959,1.3648827,0.7213473,1.5105839,0.8490201,1.2242498,0.43540108,1.324947,1.1696813,0.74705803,1.403666,1.2124399,1.1344123,1.2617819,0.32973397,0.5598384,0.7352048,1.1665828,0.5890883,1.0339943,1.2361002,1.5498192,1.4433657,1.1970167,0.35472703,0.31508029,0.88786733,1.1958165,1.3418205,0.83271337,0.4049,1.2565829,1.3582926,1.1414188,0.50510883,0.8709535,1.0491987,1.1677352,0.9054093,1.1567639,1.2234416,0.6527771,1.5138199,1.1650846,1.1940188,0.85062504,1.3349131,0.9954419,1.2697212,0.39367473,1.2824582,0.23178989,1.0652026,0.46920764,0.37104416,0.29908544,1.0230882,1.4333427,1.4343886,0.7755425,0.7350544,0.64448994,0.31927466,0.4485547,0.81348836,1.2561848,1.0307022,1.2962891,0.8367324,0.6587409,0.36991143,1.1493177,1.3716656
bowl,1.4229769,0.79215723,0.33493495,1.4777652,0.6287726,0.58073866,0.6581186,0.88357234,1.3309546,1.076469,1.5577965,0.46435487,1.4615161,1.5793715,0.92589307,1.526711,1.0282671,0.8194622,0.3231777,0.0,1.0357392,0.85647833,0.768986,0.3023345,0.9489037,0.46733087,0.6824212,1.2683923,1.1201084,1.1391776,0.76697963,1.3502166,1.1951865,0.61550033,1.1683484,1.0201902,1.5490288,0.8801439,0.32409334,1.4139044,0.18499458,0.99259776,1.4590929,0.95896924,1.1230358,0.75437546,1.4485735,1.064254,0.5329289,1.2314975,1.3415611,0.8567214,1.0767481,0.63677216,0.6490394,1.1378196,0.72404337,0.7512963,1.2260852,0.8833504,0.98228383,1.3463169,0.5328061,1.4062624,1.204174,1.3228779,0.6733604,1.2305355,1.3458245,1.5228611,0.7392732,1.6274518,0.81786114,1.3774273,0.4458214,1.1670128,0.8744004,0.86818004,1.3716285,1.334831,1.098333,1.0431706,0.45554876,0.6154629,0.7804426,1.1512785,0.47255963,1.0355726,1.2989739,1.6314625,1.5571576,1.1723319,0.3567267,0.36544985,0.7410753,1.0676903,1.2372104,0.8526381,0.13548106,1.2714479,1.2230685,1.1922666,0.53304034,0.819167,1.1308613,1.1237803,0.8833988,1.1884829,1.2963492,0.64672714,1.6261898,1.2193396,1.2447102,0.78228146,1.3272595,0.80346966,1.3681581,0.41643035,1.2163233,0.38128877,1.0852056,0.3411671,0.42468154,0.45231336,1.1721402,1.5530915,1.4316026,0.56993276,0.7967652,0.6238856,0.5617359,0.5637292,0.7747611,1.1000347,1.0381469,1.2484374,0.9476073,0.93631995,0.520942,1.2156599,1.3929749
box,0.68985194,1.3394818,1.3720438,0.92916214,1.0570863,1.0442741,1.0102531,0.22342783,0.8576434,1.1536592,0.76840436,1.3867645,0.74744934,0.85718536,1.326856,0.7643657,0.7092241,0.3810084,1.1453141,1.0357392,0.0,0.98899263,1.2288048,0.9359025,0.97420835,1.1158137,1.0491978,1.182838,1.3352474,0.775247,0.90985364,0.91238165,1.1797737,1.089132,0.95126486,1.0971453,0.75449663,0.889969,1.2742903,0.53485096,1.0443248,0.898708,1.0734133,0.88345695,1.1032894,0.846212,0.9340996,1.3344136,1.1749146,1.1632473,0.96261257,1.345959,0.936317,1.3094277,0.9894322,1.1575096,1.2007163,0.97013324,0.72122896,1.3907387,1.1617572,0.71921206,0.7040185,1.138086,0.8976801,1.0350149,1.4155613,1.1446259,0.7546631,0.84000796,0.70504874,0.98936325,0.948764,0.7472693,1.2022963,0.82396245,0.6662794,0.6865642,0.80834275,0.91519845,1.1200285,0.92239165,1.4237716,0.9682565,1.4051027,1.2819672,1.358907,0.789743,1.1889197,0.8773141,1.1479137,0.54125434,1.3043435,1.2767218,1.1675422,0.9752288,0.82979673,1.1373324,0.92529136,1.0582117,0.79005146,0.5514649,0.79593813,1.2776066,0.7085381,1.1317976,0.93720907,1.1741514,0.94904387,0.9744967,1.0594811,0.8116628,1.232053,0.9410854,0.9465802,0.7876005,0.78919345,1.4065175,1.1044005,1.0117418,1.1150342,1.2470217,1.1836712,1.2201815,0.8596464,1.0315541,0.5532074,0.65739113,1.4608545,1.3874376,1.1145864,0.96752113,0.4831288,0.18489128,0.9716083,1.03532,0.8744403,1.0454743,1.3764703,0.98691624,1.2314507
bread,0.9726009,0.9489683,1.0386984,0.87300634,0.9754627,1.0040911,0.79646134,1.0672374,1.1740578,0.9390083,1.0979627,0.9593789,0.9470621,0.99932414,1.1991868,0.9438185,0.9941637,0.9881816,1.0938799,0.85647833,0.98899263,0.0,1.0277671,0.9639668,1.0596702,0.98432094,1.0458668,0.8515781,0.9805462,1.1141208,0.9555785,1.1565493,1.0605328,0.99737144,1.0523678,0.82890326,1.0873797,0.6766441,1.0512847,1.1878959,1.0197806,0.95837325,0.92562175,0.96784776,1.1088649,0.84893954,1.0275785,1.0227522,0.9055202,1.0630273,1.0781883,0.9922857,1.1506944,0.86990994,1.1200379,0.8673665,0.87430793,1.0041997,1.0809431,1.1070261,0.9194164,1.1171566,0.9857946,1.1266867,0.92247224,0.9432731,1.0895153,1.0897521,1.0435071,1.1212978,0.885095,1.0232601,0.73019874,1.198519,1.0001802,0.65802747,0.6832043,0.97038746,0.85817647,1.174715,1.0341103,0.70878375,1.0916958,0.9058167,0.9897029,0.9959954,0.7976327,1.0017666,1.0268925,1.0476753,1.0189536,1.0338278,0.9078053,0.95306206,1.01482,0.73328817,1.0782601,1.0976735,0.9289327,1.0121456,0.9675085,0.9640236,0.8849741,0.92128205,0.98714286,0.9072384,0.8620111,0.95313525,1.0855618,1.0529333,1.1245643,0.9731011,0.96289164,0.86056316,1.1499478,1.0390004,0.94019085,1.0329796,1.10256,1.0317982,0.8017173,0.9038691,0.9911175,1.0826602,1.0881065,1.1458659,1.1045195,1.0087072,0.97790176,1.0712202,1.1363184,0.92305356,1.0483328,1.0185003,0.9662623,1.1745067,1.131741,1.0919248,1.1164575,1.1126951,1.1437609
broom,1.4738939,0.7548739,0.7889568,1.2685657,0.9969588,0.97195137,0.9632482,1.1736244,1.2673048,1.2236236,1.4024446,0.38491738,1.1085423,1.3365953,0.8904271,1.3718374,1.05544,0.96302474,0.70849967,0.768986,1.2288048,1.0277671,0.0,0.7076222,1.0625712,0.40442395,0.9687647,0.8814369,0.99159753,0.67206764,1.181719,0.8616016,0.62126756,0.87193215,0.93235964,0.9362637,1.3816515,0.83660936,0.5978,1.2356853,0.7094703,1.2603356,1.2102089,1.0294287,0.79390657,0.50385255,1.149811,0.8335824,0.98703045,1.2211567,1.3751075,0.7355931,0.99181294,0.7591386,0.95976996,1.0563954,0.6592161,0.9349706,1.2968867,0.8447807,0.8921301,1.2942631,0.9581318,1.1986592,1.241639,1.1574656,0.7532397,1.0680699,1.0186855,1.2134898,0.90291905,1.1670462,0.78041583,0.8335091,0.6384476,1.1892296,1.2706927,0.98261756,1.3058075,1.0275542,1.0790446,0.9619637,0.85943455,0.78745157,0.6031749,1.0411726,0.9003091,0.8428102,1.1642871,1.3934416,0.970663,1.1503541,0.5362575,0.6016691,0.5390904,1.0772114,0.9260597,0.61056453,0.8370712,1.2889293,1.1991978,1.1001376,0.9679754,0.7903227,0.9673249,1.1697888,1.1558712,1.103632,1.1820171,0.78074926,1.2957981,1.1950328,0.8132869,0.95544773,1.2312275,1.153319,1.1192356,0.569939,1.204415,0.78396183,0.94671524,0.64420354,0.65791637,0.8282265,0.8519267,1.2944946,1.16916,1.0327815,0.7857054,0.72893524,0.67515635,0.80167866,1.1083096,1.2560959,1.0934418,1.172885,1.0811634,0.36726338,0.7111504,1.1105741,1.1132495
bucket,1.411244,0.8008348,0.5597891,1.4539211,0.5862514,0.43115115,0.6453496,0.82890075,1.3902665,1.1888547,1.5751532,0.6641529,1.4396515,1.5595636,1.0546918,1.5267692,1.117632,0.84413457,0.33551812,0.3023345,0.9359025,0.9639668,0.7076222,0.0,0.9000988,0.35352564,0.88088584,1.1000966,1.3037927,0.9050911,0.8599325,1.2230893,1.1119537,0.49150628,1.1796471,0.95059896,1.5288273,0.9387612,0.44687527,1.3424871,0.20063102,1.130368,1.4946102,0.7670495,1.0590329,0.84835964,1.3397346,0.97780967,0.54537976,1.3186238,1.3538301,0.8239024,1.0478241,0.7634789,0.5910826,1.05302,0.7932953,0.70923513,1.2683082,0.91620654,0.8205522,1.4180976,0.44694942,1.3788526,1.2474843,1.2787887,0.65223604,1.2663634,1.284188,1.3811103,0.523337,1.5299139,0.86926913,1.1740524,0.5338103,1.2646685,0.85169315,0.6850829,1.2242242,1.2991096,1.0945232,1.0995924,0.64584184,0.49670857,0.76664054,1.1269622,0.6328448,1.0206974,1.2627411,1.6073906,1.4299306,1.2258451,0.54071826,0.5245913,0.8172492,1.0899643,1.1743569,0.6890891,0.38028276,1.3623173,1.2475231,0.9561295,0.5464555,0.8950652,1.0799599,1.2176535,0.8158865,1.1772963,1.3074267,0.5752162,1.5787262,1.1650358,1.1516027,0.8050239,1.3792232,0.9691145,1.1652162,0.55453426,1.4252734,0.32112408,0.8878989,0.5285337,0.5528455,0.62087494,1.0107844,1.5189388,1.3966949,0.47004414,0.77227545,0.8068091,0.5826855,0.46718192,0.6065482,1.0868388,1.1163933,1.2114701,0.8686949,0.7155214,0.62653273,1.2561057,1.3876133
butterfly,0.8954089,1.1047374,0.9567306,1.133705,0.98983777,0.70876193,0.78672016,1.0258371,1.1606531,0.9544406,1.1422945,0.9811674,1.2458848,1.0175431,1.040806,1.0758972,0.9457751,0.82068425,1.0289756,0.9489037,0.97420835,1.0596702,1.0625712,0.9000988,0.0,1.1191844,1.061032,0.953228,1.1755052,1.0941786,0.94984925,1.1695261,1.118238,0.9163718,1.0712262,1.1030539,1.1699048,0.9814432,0.92506045,1.098366,0.99490607,1.0023932,1.0516491,0.7259539,1.2521272,1.0887291,1.0456617,1.0708942,0.8961661,1.0884062,1.0885012,1.0159585,1.0179925,0.7745819,0.69634825,0.9014804,0.9488688,0.43267214,1.1506463,1.0475159,0.90004253,1.1241912,0.83328986,1.1268284,0.98291534,1.0837088,0.9264298,0.9861153,0.9765039,1.07426,0.89524394,1.1728394,1.0055356,1.1279514,1.0119796,0.9982992,0.88472575,1.103589,0.97890675,1.0618758,1.0170794,0.9811312,1.0253147,0.984958,0.9202062,1.0609932,0.9858659,1.1075945,0.84305054,1.094267,1.0819712,1.01231,0.9942758,0.991213,1.016988,1.0249621,0.89386606,0.83739316,0.8692715,1.1212436,0.97338134,1.0216423,0.9572941,1.0041519,1.164242,1.0797064,0.7922281,1.0401052,1.0962894,0.6974616,1.1468542,0.8617035,1.038517,0.97126645,1.092824,1.160141,1.1324177,0.9637935,1.0948895,0.995679,1.0215561,0.9290934,1.0463625,1.0288184,1.0367854,1.1259272,1.1858078,0.7723026,1.0432417,1.0149877,1.0904804,0.99734396,0.7920026,0.915355,1.0264093,1.0132508,1.0529544,1.0988808,0.99079347,1.1373085,0.9549977
can,1.6133921,0.732319,0.6536116,1.3847575,0.8527578,0.81491184,0.9343037,1.0024186,1.3527279,1.2319515,1.5362493,0.343185,1.2293105,1.5522552,0.97173816,1.4854207,1.1136585,0.984455,0.36988854,0.46733087,1.1158137,0.98432094,0.40442395,0.35352564,1.1191844,0.0,0.7697556,1.0218992,0.9761414,0.7268266,0.9553458,0.9286582,0.8580731,0.56692433,1.0382773,0.8811209,1.4903498,0.9698183,0.46478927,1.2471521,0.28763175,1.2691908,1.3742263,0.9609374,0.7100246,0.53702754,1.2646921,0.9363978,0.87446517,1.2065289,1.419342,0.8186352,1.0007023,0.8323555,0.8809311,1.046491,0.7291394,1.031394,1.3901944,0.86366916,0.8815806,1.5003713,0.7824157,1.365302,1.3618402,1.3057399,0.64258677,1.116912,1.2313856,1.2678647,0.72853917,1.3451073,0.8215312,1.0289818,0.4044593,1.3168008,1.1138631,0.79775023,1.373158,1.1309779,1.1564603,1.1220658,0.6867255,0.40901077,0.6896421,1.1290686,0.762524,0.6570006,1.2615166,1.5447351,1.1671934,1.2398903,0.44600934,0.49147522,0.6672069,1.0000458,1.3078845,0.82680726,0.549175,1.3687435,1.391963,0.9842246,0.5292679,0.78870726,0.8656714,1.1696024,1.0334483,1.1659777,1.311057,0.78745043,1.4413848,1.2236615,0.9404402,0.8179966,1.3223672,0.97374666,1.2514365,0.4537909,1.3239987,0.53773713,0.87603605,0.4825294,0.41566044,0.54836965,0.7929889,1.3934581,1.3419479,0.85141146,0.7932392,0.7962814,0.6053618,0.37922478,1.0055811,1.300119,1.1556156,1.3704348,0.7779399,0.386747,0.63332975,1.1154684,1.2793851
