,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
jar,1.1376911,1.0273136,0.943467,0.7413629,1.203432,0.8269734,0.8811846,0.9302637,0.63139546,1.1900787,1.2872908,1.2438486,0.9850567,1.2296654,1.1857481,0.88181305,1.218635,1.0265934,0.80214894,0.57661545,0.6645568,0.6841472,0.9552674,0.88266104,0.38963258,1.0845515,0.8143866,0.83830047,1.2081238,1.3136175,1.0621916,0.8525578,0.7060262,1.1417608,1.0096138,0.92286575,1.064211,1.0158422,1.2303363,1.0822613,0.97167575,1.0711614,0.6177595,0.7460639,1.1629078,1.0372515,1.0852394,1.0480472,1.1082706,1.2154582,0.8263818,1.2253613,1.1976215,1.2061906,1.216535,1.0181075,1.0120361,0.8182266,1.1346548,0.8408957,0.8533008,0.84716004,1.1910236,1.0434486,1.2190676,0.7612514,1.2171838,0.8885917,1.1610929,1.1116818,0.9458382,1.0713798,1.2822036,0.0,1.262571,0.9546311,1.0724252,0.88542336,0.9904107,0.7621734,0.51349974,1.1753805,1.0186701,1.191375,0.85225344,1.0529239,0.967076,0.99764615,1.1704819,0.92219335,0.99450606,0.84006613,1.2402793,1.2491301,0.9775152,1.1123784,0.94374806,1.007654,0.9004717,0.86986446,1.1252629,1.1110665,1.1839297,0.84910357,0.8227359,1.0051397,0.9944489,1.0553864,0.8757077,0.7001741,0.8455535,1.1245154,1.0138658,1.0319353,0.87846494,1.3002348,0.953411,1.0534608,0.8249733,1.1213055,0.84345424,1.0846298,1.1273264,1.239189,0.6061667,1.1157515,0.95127535,0.79652464,1.0154425,1.0152408,0.7851689,1.0007023,1.2955346,1.0796367,0.654609,1.1849718,1.2543977,0.9778083,1.0541742,0.77383447,0.8838763,0.995884,1.093397,0.9550412,0.8930494,1.1235472,1.1190627
jeans,0.60427636,1.204412,1.495155,1.2742506,0.49914902,1.3389487,1.4026898,1.3279228,1.3442855,0.64529634,0.642322,0.41844428,1.2262151,0.43033957,0.3671127,1.374507,0.43265402,0.7308688,1.1714796,1.5379343,1.5637733,1.0864456,1.3687594,1.1923156,1.4920596,1.1583743,1.3341997,1.3923875,1.009278,0.72746575,0.7755276,1.3354828,1.4339688,0.6139559,1.3048408,1.0720127,1.1501253,0.9188278,0.36215067,0.93231887,1.49037,0.64969933,1.5947037,1.0650669,0.880515,0.8953795,0.90907466,0.97685605,0.55124015,0.9004414,1.2956705,0.84372175,1.1961439,0.79307145,1.0595101,1.0339032,1.3393394,1.3385412,0.8318317,1.4323521,1.2689313,0.803662,1.1140558,1.0084778,0.5917936,1.3562587,0.6881845,1.3457968,0.7133256,1.1567452,0.86958283,0.79988945,0.21930051,1.262571,0.0,1.4277213,0.6092839,1.5484459,0.7255193,1.0748434,1.0384765,0.57058996,0.8178885,0.8871525,1.2225162,1.4102924,1.192831,1.1102774,1.222028,1.3648978,0.83238184,1.2376053,0.22864354,0.122312665,0.9832826,0.9978267,1.4872687,1.4683282,1.1779124,1.2076173,0.8530044,0.77162313,0.75871307,1.2026597,1.5709214,0.9729345,1.2140917,1.0504816,0.86693287,1.275169,0.8936449,0.7994082,1.1136686,0.7594209,1.2977874,0.28918773,0.8625048,0.63081294,1.3637433,0.81578887,1.0801976,0.6322265,1.2952507,0.766222,1.4503622,0.83199924,0.9146399,1.5358202,0.92305887,1.2544107,1.4167886,0.88142115,0.26801538,0.5814093,1.5121562,1.2209325,1.1812145,1.2140936,1.0754312,1.3963473,0.88207513,0.9441794,0.7258359,1.0904771,1.0514722,1.2560198,0.84972024
knife,1.3303013,0.6413009,0.7771643,0.94143707,1.2361212,0.990241,0.8663018,0.6788235,0.881021,1.2507304,1.2049658,1.5123081,0.54128325,1.3165526,1.5756423,0.5153118,1.4858699,1.3781873,0.8421805,0.5443341,0.5248101,1.0956508,0.6901108,0.63045233,0.7725234,0.90166587,0.5912585,0.72566324,0.7482915,1.1815505,1.0491943,0.6385444,0.7124616,1.4490294,0.9195477,0.90913635,1.0146749,1.0766405,1.5389838,1.189158,0.3340447,1.4668403,0.5541824,1.1638732,1.1552346,1.2287669,1.0972896,0.71293056,1.4184296,1.0370371,1.0708501,1.1223955,0.80657077,1.2968494,0.784552,1.1914029,0.67718625,0.8579613,0.98273534,0.18334204,0.92351717,1.3615131,0.7989642,0.8405702,1.4440391,0.8398998,1.3142726,0.67102677,1.158383,0.9032635,1.2354326,1.0387955,1.4240372,0.9546311,1.4277213,0.0,1.2043926,0.40129542,1.3053467,1.1289257,1.1353359,1.3700323,1.1758265,1.0890615,1.0742825,0.6444992,0.7663735,0.6243816,0.8687372,0.93143,0.9971111,0.82724905,1.5151219,1.3314373,1.0875511,1.1896665,0.20430738,0.25694442,0.9578458,0.8343111,1.2020912,1.196729,1.2421974,0.96573234,0.4838711,1.1954017,0.84932756,1.2402179,1.0625161,0.8010131,1.1320142,1.2844415,1.110054,1.116845,0.37502152,1.4527953,0.9795825,0.9387399,0.3153878,1.2826207,0.9382378,1.3647743,0.5284879,1.3545144,0.7037962,0.8034144,1.1852429,0.19738698,0.95213735,0.40139663,0.8289496,1.1013634,1.4636896,1.4082253,0.62589514,0.7293475,0.75393987,0.57177174,0.7954359,0.8795099,1.1286743,1.1901988,1.2785832,1.0639983,0.705571,0.59419495,1.2532079
ladder,0.8328489,1.3131977,1.5492578,1.3166379,0.74207103,1.3383448,1.4116087,1.3877003,0.9458483,0.55299336,0.9544482,0.57186234,1.3347732,0.28888935,0.72390145,1.2730744,0.67863995,0.73815,1.0979129,1.356425,1.375823,0.80201924,1.3809355,0.74516404,1.1926645,1.1666775,1.06644,1.273917,1.1745915,0.9430858,0.22370481,1.3572222,1.2453177,0.33032018,1.2286193,0.7984297,1.2372373,1.0457726,0.54812396,0.97433585,1.4544663,0.3970747,1.3904424,0.9046253,1.0110426,0.9748083,0.4734695,0.69583297,0.7065562,1.1535019,1.216308,1.0180873,1.240491,0.90564924,1.3140441,0.802695,1.5153205,1.2533317,1.0974236,1.2462357,1.3102939,0.7642087,1.2239516,1.2950106,0.72548234,1.4992709,0.8428368,1.3473067,1.0141398,1.3299147,0.8849837,0.7617542,0.5817336,1.0724252,0.6092839,1.2043926,0.0,1.1370234,0.91914946,1.099471,0.90893006,0.96398985,0.6142988,1.1105461,1.2275085,1.4243164,1.0820342,1.1661623,1.2966776,1.4180669,0.5288829,1.2054807,0.6645663,0.616295,0.9983188,1.1473229,1.3766804,1.3712428,1.1088506,1.2908939,0.97366744,0.9178355,0.9255346,1.0162728,1.4248486,0.99359566,1.3024788,1.1821165,0.8550378,1.0759519,0.48330975,0.9472694,1.145048,0.9059694,1.164571,0.6526106,1.054513,1.0245669,1.0054538,0.44967645,0.8456459,0.62162673,1.4146895,0.8254843,1.2818029,1.1285964,0.982051,1.2991955,0.92983556,0.9321955,1.3427497,0.543393,0.6334096,0.39969563,1.4758539,1.3757083,1.3155628,1.1725042,1.074775,1.2216432,0.80548084,0.9053286,0.5723423,0.87027764,0.46473318,1.3844748,0.62983185
lamp,1.427107,0.68402624,0.7367656,0.9535412,1.3290708,0.91548103,0.7793323,0.8658061,0.7890619,1.0856199,1.1086379,1.4576392,0.4910394,1.3162372,1.605565,0.5339237,1.4897926,1.2654318,0.96877456,0.4130268,0.48439825,1.0893385,0.88508934,0.5758944,0.5325413,0.9491626,0.34936595,0.54155886,1.0954684,0.9733972,0.9678582,0.74618447,0.47042704,1.2296832,0.77826583,0.8916101,1.1694782,1.2771193,1.4815383,1.2561142,0.4126985,1.3611002,0.34766328,1.0853729,1.1904542,1.3582116,0.69864506,0.78415024,1.4283007,1.1769884,0.9054467,0.9260199,0.8851387,1.3007156,0.93394715,1.0433663,0.64309865,0.7684289,1.0590849,0.5287075,0.9927669,1.308462,0.84645593,0.9377691,1.4736197,0.9705415,1.3217963,0.7479056,1.3396064,0.89458054,1.1449145,1.0469942,1.4216149,0.88542336,1.5484459,0.40129542,1.1370234,0.0,1.415554,1.1919599,1.0696216,1.6095291,1.1713756,1.1849561,1.0887885,0.5879177,0.6035659,0.6955203,0.8822023,0.8874258,0.8635522,0.7488742,1.5662749,1.3912756,1.0667318,1.2838182,0.3259266,0.3594104,0.98021364,0.985328,1.3160195,1.0347162,1.2498615,0.900789,0.4432664,1.1799653,1.0203395,1.2505383,1.1365732,0.8003949,0.93339247,1.2101908,1.1915344,1.1538831,0.67847383,1.4077101,1.174021,1.1208014,0.4520434,0.9928944,0.8293096,1.3501403,0.57913244,1.1150836,0.5493689,0.92496413,1.1794629,0.4600116,0.99447703,0.59340805,0.7954645,1.0647397,1.4398549,1.4219261,0.6377116,0.78206533,0.8399494,0.64616203,0.6697304,0.9623779,1.3116708,1.0312071,1.3001679,1.0209665,0.6606122,0.6735474,0.8954422
meat,0.7729572,1.334821,1.1229745,1.0232074,0.7917481,1.1589239,1.167333,1.0768081,1.1132536,0.84750223,1.0425087,0.85274494,1.1641796,0.77187234,0.72527236,1.2361177,0.8092823,0.74140596,0.99801594,1.322192,1.1679978,0.94018656,1.1777118,1.2546788,1.1987969,1.1143386,1.2810626,1.1410577,0.86231184,0.90696025,1.0867169,1.1818539,1.278961,0.831759,1.0924928,1.0053523,1.066562,0.87928665,0.8214704,0.73996675,1.2928337,0.7652998,1.3360308,0.8893969,1.0377053,0.926711,1.0823585,1.016449,0.8389684,0.9961068,1.0217822,0.94324183,1.1824892,0.92622614,1.0988522,0.8563473,1.0312117,1.1160756,1.090439,1.1978464,1.0879235,0.5963856,1.175573,1.1625578,0.83505607,1.0322069,0.9014541,1.1234814,0.7875995,1.2154163,0.971401,0.9908421,0.8178238,0.9904107,0.7255193,1.3053467,0.91914946,1.415554,0.0,0.82344043,0.99351376,0.7036455,0.9351418,0.98808587,0.9882188,1.216389,1.2129557,1.1547005,1.1287712,0.9896208,0.86335087,1.2907346,0.72919977,0.7861655,0.9287155,0.9454396,1.3243625,1.3210897,1.1016126,0.9746671,0.8777057,1.036071,0.8153987,1.0448016,1.2155063,1.0057366,1.0816361,0.84076214,0.9667651,1.1435953,0.8761723,0.99162924,0.79512334,0.981415,1.171499,0.82030743,1.0370452,0.93092227,1.2431537,0.9424605,0.9425208,0.8521276,1.2835177,0.8893441,1.263134,1.1799989,0.8849587,1.2227199,0.9297232,1.2816575,0.9850376,1.0038766,0.79631627,0.7595513,1.2569314,1.2258362,1.0388572,1.1106505,1.2247806,1.1245183,0.7216239,0.9374396,0.8279213,0.7989075,1.1762707,1.2633061,0.949551
melon,0.8311111,1.3480775,0.8622714,0.46419573,0.96350276,0.90985954,0.8900581,0.79581213,0.80788136,0.82547164,1.1704371,1.0325471,1.278021,1.0170987,0.931689,1.1925738,1.0232966,0.89665395,0.9939777,1.1373562,0.8280518,0.8964887,0.80854106,1.2715447,0.83871496,1.1370363,1.253397,1.1835938,1.0281395,1.1891307,1.2134292,0.7268874,0.97062606,1.0020435,0.8980753,0.8719369,0.85682684,0.6011001,1.034014,0.7967342,1.2453244,0.8334292,1.0939612,0.71027124,1.2673376,1.080305,1.1256251,1.182883,1.1175277,1.2550858,0.62186104,1.0522631,1.3363814,1.0491712,1.3008989,1.0598019,1.149053,0.93517005,1.2421482,1.0232728,0.8775049,0.6603258,1.3481658,1.2006003,0.93528044,0.8640003,1.0750449,1.2070403,1.0638983,1.230597,0.9578921,0.9833486,1.1345339,0.7621734,1.0748434,1.1289257,1.099471,1.1919599,0.82344043,0.0,0.84380955,0.8662803,1.1308756,1.0751321,0.81094027,1.3107524,1.098724,1.3188863,1.1536748,0.6755409,0.98019314,1.2161341,1.0383881,1.16819,0.8937874,0.88217866,1.2500234,1.3119364,0.9619993,0.32693636,1.0463903,1.1098349,1.2161157,0.995467,0.9329062,1.0377709,1.0158848,0.7164136,1.0231545,0.9036509,0.8943325,0.87152386,0.8719932,1.1771001,1.0444723,1.0926085,1.0424694,1.2253302,1.1419438,1.0533919,0.69662106,0.6526328,1.4203198,1.0461944,1.0958917,1.2593298,0.75168204,0.96772796,0.8826466,1.148483,1.0166205,1.1653801,1.1009958,0.9142444,0.8807529,1.3725405,1.3368922,1.182249,1.1821188,0.9596844,0.5618728,0.9254901,1.1195338,1.060167,1.207069,1.3958966,0.99690336
milk,0.9908629,1.1974815,1.1301708,0.9883856,1.0272893,1.040725,1.1440583,1.0220811,0.6566085,0.9335701,1.0687605,0.9459227,1.1919398,1.0188186,0.90465,1.1601906,0.95877934,0.92884684,0.796273,0.898826,0.94283867,0.50434935,1.0599782,1.0121405,0.66584766,1.1371654,1.0400894,1.1005213,1.1894501,1.1369842,0.9688828,0.97128165,0.9148822,0.9322244,1.1365101,0.9320738,1.0707679,1.0196927,0.9500372,0.9488208,1.184425,0.84402317,0.97612625,0.7203901,1.2084492,1.1199317,0.9534412,1.0700916,0.9104748,1.2160503,0.9708679,1.0752528,1.1979889,1.014542,1.2912145,0.9516266,1.261765,0.9707132,1.1205591,1.0592811,1.0492637,0.8174594,1.2600527,1.2736423,0.919641,0.9621261,1.0610169,1.0908867,1.1407139,1.299851,0.8894119,0.9127262,1.0107524,0.51349974,1.0384765,1.1353359,0.90893006,1.0696216,0.99351376,0.84380955,0.0,1.121617,0.9256467,1.1411418,0.9452886,1.2251511,0.995347,1.2038122,1.1938101,1.0069251,0.96814275,1.099028,0.9792491,1.0881753,0.8984694,1.0537165,1.2011484,1.2189232,1.037744,0.92574567,1.0597279,1.0770966,1.105939,0.981926,0.9892756,1.0590684,1.0189209,1.0038302,0.8562039,0.81987923,0.7596016,0.9323524,1.1032072,1.0614572,1.0705684,1.0415727,0.967182,1.1916037,1.057223,0.9169568,0.92493165,0.8230479,1.2925806,1.0200756,0.9183997,1.1797168,0.9152254,1.061736,0.94556063,1.0278401,0.9882423,0.8849365,1.0371348,0.8238107,0.9662028,1.2817731,1.2837075,1.08149,1.0825431,0.87669295,0.7567601,0.8581934,0.89502907,1.0339258,0.9409174,1.2819741,0.9643007
mitten,0.5328884,1.0992302,1.1892788,1.0447078,0.5612552,1.0476029,1.0372703,1.0556871,1.2061807,1.0786699,0.9928648,0.82078975,1.3447757,0.74301493,0.50215447,1.3131922,0.6778327,0.8754162,1.1038327,1.4654816,1.4627044,1.0013627,1.1121039,1.2444998,1.325191,1.0158278,1.3795806,1.4440727,0.7585576,0.9970198,1.0048255,1.2049987,1.4063618,0.9668137,1.0533551,0.9516828,0.8630498,0.46329725,0.7754661,0.6726891,1.4092138,0.88757396,1.4849014,1.0684402,0.7561134,0.46978486,1.2482612,1.1275401,0.65131044,0.74839956,1.0296212,1.082293,1.0857689,0.9638429,0.8477825,1.1188678,1.1847315,1.1891303,0.7435812,1.3769166,0.91339004,0.8263102,1.1442544,0.63974917,0.78736293,0.84650475,0.8492737,1.3297923,0.45698905,0.9279839,0.8857336,0.9337777,0.80816334,1.1753805,0.57058996,1.3700323,0.96398985,1.6095291,0.7036455,0.8662803,1.121617,0.0,1.0454133,0.8980355,0.9275434,1.343173,1.07997,1.0222169,1.02869,1.0377867,1.1699114,1.1872042,0.54069495,0.7286885,1.0171988,0.7432734,1.4414389,1.4446058,0.95516974,1.0341072,0.6238319,0.85272115,0.8537686,0.9715787,1.5064081,0.8843609,1.1214702,0.71680546,0.9074998,1.2598941,1.2507626,0.9440885,0.7328846,0.79226875,1.0932899,0.75433713,0.7641602,0.69677037,1.3358814,1.0763578,1.2259303,0.7502764,1.2168761,1.1561191,1.3613713,0.7564949,0.9950172,1.3945911,0.95612246,1.2542555,1.0945481,1.0768676,0.759735,0.848588,1.2951462,1.036101,0.96814644,1.0542428,1.0216439,1.054384,0.869547,1.1365851,1.0129637,1.0134484,1.1980531,1.1810683,1.1105132
motorcycle,0.90373695,1.2215152,1.3445132,1.2667971,1.0017298,1.0973434,1.2268624,1.2357125,1.0029402,0.84867024,0.9858355,0.7870208,1.1648647,0.7316685,0.92759675,1.0426332,0.89241195,0.844911,1.1153406,1.1766496,1.3173559,0.930997,1.2668376,1.021477,1.1408353,0.99130243,1.0726727,0.9041287,1.2390181,0.9671625,0.6781557,1.278332,1.0796016,0.60250944,1.2019167,1.0017865,1.143213,1.0855834,0.78901696,1.1047238,1.3097386,0.53491366,1.2536739,0.9736603,0.9170122,1.0059767,0.7652364,1.004276,0.86906064,1.1281056,1.0700626,1.053414,1.1424485,0.906962,1.287433,0.7260053,1.3225594,1.117668,1.0741549,1.1541021,1.1194905,0.76779115,1.1528217,1.2144389,0.8682926,1.3868735,0.88284075,1.2337005,1.1087158,1.1785678,0.9327228,0.70868254,0.7226112,1.0186701,0.8178885,1.1758265,0.6142988,1.1713756,0.9351418,1.1308756,0.9256467,1.0454133,0.0,1.0681453,1.1509835,1.2662594,1.1668687,1.1825279,1.2565892,1.2588154,0.73304033,0.96384037,0.8881744,0.78182054,1.0906503,1.0900527,1.2819283,1.3180941,0.8933097,1.306629,0.9585833,1.094351,0.9951269,1.0263895,1.3143218,0.893318,1.2032862,1.1118951,0.7827009,0.85429287,0.7070962,1.025776,1.0992577,0.92539245,0.9957193,0.87549925,0.81826556,1.0892361,1.0225906,0.7150772,0.8595996,0.8428379,1.2475634,0.7745024,1.1656036,1.1296942,0.9279048,1.2093341,0.74121314,1.1080676,1.2304424,0.25568974,0.8235289,0.7863686,1.2599502,1.3008771,1.3138549,1.1883969,1.1528473,1.0904418,0.9859255,0.93341786,0.38857675,0.9370507,0.57189447,1.2378953,0.8684047
mouth,1.0082729,0.8440423,0.9569125,1.01421,0.8677184,1.0531032,1.0819892,1.0347098,1.282879,1.0565317,1.0625106,1.0356681,1.0572026,1.0502732,0.9965578,1.1889827,1.050498,1.0430903,1.1690743,1.2193657,1.1839521,1.197866,1.0450497,1.2013807,1.2531598,1.1317906,1.1770291,1.1911513,0.7733365,1.0539174,1.1741768,1.0613681,1.1753886,1.0682707,1.0518863,1.0717728,0.99738973,0.90654755,1.015142,0.9562041,1.0192415,1.1368098,1.1912663,1.1777449,1.0869491,0.99537146,1.123933,1.0706635,0.9729573,0.51699567,1.088804,1.1133299,0.7322155,0.698519,0.58459836,1.0761702,1.0558823,1.1523652,0.65133625,1.1355335,1.1165323,1.0566146,0.5620745,1.0634531,1.0534327,0.96600276,0.6812992,1.0363146,0.67195284,0.8185228,1.0019822,1.0061023,0.9249054,1.191375,0.8871525,1.0890615,1.1105461,1.1849561,0.98808587,1.0751321,1.1411418,0.8980355,1.0681453,0.0,1.0796282,0.9345265,1.2261349,0.76483285,0.41125482,0.9792612,1.1051236,1.2906681,0.9403228,0.85902685,1.0928456,0.96406347,1.055243,1.0022568,1.2171557,1.0508058,1.0733534,1.1485417,0.7835909,1.2040509,1.1549897,1.0186734,0.78216136,0.9268365,1.1552347,1.2251918,1.1858579,1.0379727,0.984875,1.0068783,1.1720407,0.7773828,0.9497895,0.98572224,1.1727448,1.1187123,1.1394619,1.0487409,0.8266555,1.1071906,1.176011,0.9589228,1.0589008,1.142343,0.9906305,1.0286337,1.056495,1.1851131,0.7864897,1.0765284,1.1225096,0.6373273,0.51827264,0.9635858,1.215973,1.2115707,1.1070863,1.0411258,1.0716836,0.953938,1.2639178,0.69163054,1.0712235
muffin,1.0946363,1.0242105,0.7317982,0.7258433,1.0297459,0.7552107,0.90007716,0.7514856,0.8894574,1.328595,1.1521924,1.1374671,1.1557591,1.2381178,1.0673223,1.1051462,1.102798,1.0223516,0.99650437,1.0283586,0.8268926,0.90297294,0.45430696,1.1362287,0.9494416,1.0574434,1.1519992,1.078422,0.981345,1.2500694,1.1736196,0.76260555,0.89756614,1.18165,0.8587395,1.1455998,0.5196911,0.8994575,1.1225463,0.64393973,1.1563914,1.1969323,0.9970161,0.8188188,0.8464571,0.7690756,1.1944251,1.1723962,1.0053712,0.99484855,0.56146693,1.2068931,1.1182102,1.0914294,0.9734462,1.1926184,0.94413453,0.83483505,0.9380429,0.9333771,0.88974273,0.9523295,1.1670581,0.9099771,1.2047919,0.90554327,1.1180402,0.9692132,0.9112055,0.9676165,1.0529673,1.2195274,1.2818729,0.85225344,1.2225162,1.0742825,1.2275085,1.0887885,0.9882188,0.81094027,0.9452886,0.9275434,1.1509835,1.0796282,0.0,1.0796235,0.8880403,1.0343177,0.9741314,0.62506026,1.1996775,0.92441213,1.1338757,1.2669588,1.0033939,0.5895472,1.1633952,1.1420666,0.90072584,0.8622046,0.8857592,0.94124424,1.1634214,0.9540871,0.84479636,0.92579174,0.6536902,0.6842919,0.9458839,0.8497983,1.1109917,1.05515,0.81944716,1.1327167,1.1560023,1.2355555,0.97440094,1.1081761,1.1109203,1.1426623,1.0657073,1.259428,1.1425956,1.2221904,0.9946809,1.1111915,0.80632997,0.88544023,1.1859235,1.0569918,0.7873752,1.106802,1.2274488,1.0956018,0.87302214,0.9608177,1.0975734,1.233639,1.0050498,0.944668,0.8707622,1.0931895,1.2494643,1.1019857,1.2271613,1.1544547,1.1716309
nail,1.4877979,0.4963085,0.38035667,0.92948973,1.3113198,0.73958516,0.54611576,0.7410705,1.1746097,1.4100105,1.0748625,1.424706,0.48135257,1.484036,1.493748,0.6589645,1.4191388,1.2302756,1.0052968,0.29506963,0.5876472,1.2812262,0.83689713,0.83478117,0.76028883,0.8544364,0.61759216,0.60738516,0.7506337,1.0007957,1.2487599,0.827242,0.8428393,1.422483,0.82804954,1.226435,1.0467633,1.2668505,1.4543262,1.3105602,0.15848053,1.5275637,0.303913,1.306994,1.0638388,1.2236124,1.2172076,1.0430356,1.345081,0.8389305,1.1042858,1.0233396,0.46969992,1.0744386,0.55122066,1.0786192,0.43152934,0.8571571,0.9347246,0.78076136,1.0261216,1.4870613,0.4229312,0.7808808,1.3498999,0.59433764,1.1571355,0.5333234,1.1613033,0.59459054,1.2431111,1.3281876,1.3342249,1.0529239,1.4102924,0.6444992,1.4243164,0.5879177,1.216389,1.3107524,1.2251511,1.343173,1.2662594,0.9345265,1.0796235,0.0,0.9874948,0.67281103,0.5722554,0.7522332,1.287614,0.80564904,1.4617872,1.2841301,1.1427827,1.1416337,0.2961402,0.22727764,1.0885342,0.970599,1.2686541,1.1951222,0.94507843,1.0422522,0.5545238,1.1440593,0.8307322,1.1358585,1.2292371,1.0263989,1.3692219,1.169716,1.1053948,1.0652122,0.78587663,1.3036973,1.1595598,0.97558683,0.69802094,1.3144277,1.1938167,1.4401662,0.23308468,1.1907477,0.5396187,0.8084701,1.2127495,0.71975726,1.2184287,0.87940615,0.6116621,1.3563,1.3132005,1.4573196,0.49618596,0.3528759,0.41721702,0.588789,0.9506642,0.7626166,1.4575897,1.1512175,1.285745,1.0403774,1.1785133,0.20093143,1.2712555
napkin,1.1500978,0.8320056,1.0379196,0.9919498,1.0440731,1.0373611,0.9475167,0.9518664,0.7224779,1.1618441,1.1019593,1.1401079,0.7280873,1.0082953,1.0862664,0.8845686,1.0398673,1.0642383,0.8609502,0.7272164,0.7756891,0.8459697,0.87438935,0.7395334,0.61546206,0.99464375,0.49504197,0.8550167,1.0787004,1.1138268,0.8109896,0.81884736,0.8111672,1.1221496,1.0208642,0.8636366,1.0014485,1.1175032,1.1225572,0.99523175,0.84731287,1.138973,0.68952113,0.9562909,1.0322417,1.0335226,0.8927198,0.76583207,1.0944809,1.085538,0.7909434,1.0771168,1.0672194,1.3775694,0.99153185,1.230709,0.84100544,0.9584944,0.8772018,0.8519194,1.0581892,1.3071895,1.1334184,0.6051806,1.3526773,0.99625796,1.3689542,0.9740639,1.1512413,0.9632357,1.1333265,1.117465,1.1600373,0.967076,1.192831,0.7663735,1.0820342,0.6035659,1.2129557,1.098724,0.995347,1.07997,1.1668687,1.2261349,0.8880403,0.9874948,0.0,0.79794335,1.0260396,1.0127776,0.90224755,0.8778918,1.1903884,1.1218358,0.8107413,1.0379473,0.7748133,0.8021853,0.90141344,0.99821794,1.0786914,0.51150995,1.1488253,0.9542588,0.6917933,1.0817195,1.0171528,1.0785285,0.82909137,0.8726963,0.9319849,1.0798966,1.1376581,0.9325176,0.9540437,1.2124496,0.86254704,0.833333,0.832342,0.95598567,0.85328096,1.2464588,0.81614757,1.2034844,0.72927296,0.6608123,1.2278873,0.7823303,1.0987382,0.86603415,0.97285146,0.9579264,1.2622054,1.2728436,0.9847613,0.9481531,0.97535306,0.8055166,0.060955405,1.0578998,1.1472285,1.1489,1.2402703,1.0101582,0.8154844,0.9963035,1.097715
necklace,1.2684661,0.45377982,0.8906256,1.0832742,1.019812,1.0428208,0.93313175,0.9712314,1.1027672,1.3717332,1.164221,1.3611195,0.5918148,1.208595,1.2049725,0.7944654,1.2384621,1.2547767,1.0032408,0.7274738,0.8978375,1.1401125,1.0769572,0.65434813,0.9012803,1.0098058,0.67355573,0.9214722,0.80556226,1.0032914,0.98005974,1.0459851,0.8775224,1.3364558,0.97535384,1.0553892,1.1951182,1.0997076,1.339106,1.1426184,0.6393652,1.4314532,0.78278303,1.3139629,0.96853334,0.92169416,1.0783165,0.8590338,1.0346929,0.57308984,1.0821134,1.0938829,0.6417735,1.0998068,0.50650555,1.2343872,0.85290587,1.0123503,0.62182134,0.69246775,0.98123395,1.2990115,0.47636777,0.6020572,1.426707,0.87478524,1.0005819,0.8697178,0.78349984,0.5880183,1.0842204,1.1008835,1.1323236,0.99764615,1.1102774,0.6243816,1.1661623,0.6955203,1.1547005,1.3188863,1.2038122,1.0222169,1.1825279,0.76483285,1.0343177,0.67281103,0.79794335,0.0,0.5823476,1.027559,1.1418418,0.7967472,1.134743,1.0169139,1.1226007,1.242592,0.5815433,0.56661487,1.0888896,1.1087705,1.1265947,0.93900204,1.0239516,1.0072412,0.91565317,1.1697048,0.9510949,1.1977661,0.9329213,1.1219956,1.2621439,1.2588775,1.0946136,0.77751166,0.61921215,1.0189474,0.8764687,0.614786,0.6958715,1.2652806,1.183385,1.393276,0.48437023,1.3502753,0.79673254,0.6109821,1.2759361,0.6856569,1.120497,0.7938672,0.8554652,1.097725,1.087229,1.3893327,0.90910745,0.49941796,0.536718,0.68595374,0.7879441,1.0767568,1.3493161,1.2333491,1.311757,1.0922304,0.8315033,0.39359093,1.2062098
