,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
snow,0.75881726,1.1986601,1.3138134,1.1959865,0.79317784,1.1473582,1.3112403,1.2284578,1.2172531,0.5515362,0.64480084,0.6798713,1.1862731,0.5637954,0.8232316,1.0520587,0.65282995,1.0081681,1.1819925,1.2574772,1.2999703,1.0792272,1.2697098,1.1321284,1.380275,1.2014813,1.1452007,0.88813686,1.2632635,0.4778961,1.071847,1.2075932,1.2279122,0.7164604,0.8406799,1.1549361,1.016052,1.2659502,1.2117002,0.7347342,1.0710645,1.2875937,0.7779922,1.270618,1.0511099,0.92203975,0.60072935,1.3173993,0.6654838,0.9228532,0.80798084,1.1692483,1.278489,0.528805,0.8829297,1.259777,1.0459336,1.1509299,1.2378746,1.1276938,1.2301228,1.2264041,0.9785937,0.9388344,1.1610942,1.100528,0.55964535,1.3219392,0.9012444,1.1964948,1.1022797,1.1681107,0.89994377,0.994995,0.74018073,1.196592,0.7338031,1.2052675,1.0734876,1.1121804,0.8027788,0.989076,1.2690705,1.0742838,1.0313793,0.8010254,0.75778925,1.1820177,1.2678964,1.02919,1.2323462,1.1291828,1.3421645,0.7490479,0.62911963,0.7263633,0.6711204,0.8954586,1.2191694,1.2761787,1.1019251,1.2913384,0.9830716,0.97166044,1.0896323,1.158087,1.2657269,1.0822986,1.3471566,1.2037029,1.3112955,0.84766823,0.6501068,0.8534634,0.9336964,1.1396121,0.74499315,1.1486443,0.65797234,1.2136964,0.56038976,0.8343295,0.88021487,1.260406,0.0,1.2556704,1.0439684,0.88591474,1.2528856,0.9057222,1.2564441,0.8829994,0.75602573,1.0315132,0.71165466,1.3239841,1.2756569,1.2628533,1.254142,1.0131247,1.390965,0.97648776,0.6616076,0.82419044,1.0391468,1.2185138,0.66766536
soap,1.4563158,0.9671595,0.44258505,0.99817055,1.5067685,0.7606699,0.5120249,0.9240624,0.7314232,1.3062167,1.1513011,1.5000526,0.45239985,1.3447628,1.4917874,0.8992285,1.4975079,1.0818264,0.9690235,0.17637795,0.3426522,1.1686419,0.7654506,0.60657185,0.37719953,0.79345334,0.37302965,0.804935,0.82575035,1.0722024,1.0001506,0.86079645,0.3870852,1.0880243,0.9464648,0.6761658,1.0611119,1.0273048,1.0584798,1.4949441,1.3028611,0.31744397,1.43943,0.1400472,1.126135,1.1723499,1.5638847,1.1339481,0.9563995,1.2558671,1.3149228,0.87167764,0.5908292,1.3251762,1.3023642,0.83633935,1.1558284,0.7341938,0.8495711,0.97407687,0.41045058,1.1615069,1.1639206,1.3065127,0.88827837,1.1399907,1.418757,1.0779443,1.2943742,0.9014673,1.3425435,0.7831396,1.2561934,0.8257951,1.4507267,1.0175312,1.5486107,0.85110617,1.1084749,0.24166167,1.3045025,1.2885965,0.62126523,1.0742939,1.5764449,1.3076819,1.2666793,0.82427096,0.41576076,0.67155796,0.70323575,1.1086065,0.5249241,0.9722644,1.2891185,1.5851395,1.5267224,1.310529,0.34833145,0.511873,1.0762811,0.6462756,1.0560569,0.6606845,1.0523564,0.72019625,0.5463628,1.0003701,0.90494114,0.88963455,0.34297442,1.0155752,1.022107,1.2922283,1.3484206,0.93004864,1.447273,1.0072173,1.4064674,0.9981468,1.0901002,0.78613436,1.4701445,0.40669692,1.2556704,0.0,1.0108055,1.3198497,0.6555366,1.1832404,0.35755467,1.1931033,1.4665909,1.274364,1.4931675,0.3786838,0.6319931,0.7363691,0.6570034,0.6427375,0.80279946,1.3942322,1.1162965,0.86956596,0.68931246,0.59008014,1.1359459
sock,0.9262192,0.5095904,1.1606556,1.132286,0.78233284,0.9401611,0.9505239,1.0477525,1.0344739,1.1819825,1.0666373,1.0334687,0.88460445,0.86022186,0.88051367,0.85843897,0.83817136,0.8923348,1.0634567,1.1056644,1.1364325,1.1476313,1.0137436,0.9455322,0.9283439,0.9699273,0.7543452,1.0407472,0.9162239,0.89583933,0.88134676,1.0445387,1.0680301,1.1311531,0.81259584,1.0450401,0.9523417,1.1092501,1.0028677,1.0001982,1.1808232,1.0224632,1.0715972,1.1002204,1.0577207,1.0863017,0.81906056,0.8780043,1.1196388,1.0323259,0.9256574,0.87388086,1.008138,0.9189227,1.3026062,0.84246194,1.126048,0.88220656,1.1860248,0.7413112,0.90232176,1.1564981,1.0252419,1.1381066,1.0968666,0.27886176,1.1126058,0.94955635,1.1495439,1.1178671,0.7936567,0.7068144,1.1330787,0.9765492,0.95046836,1.3640625,0.78160197,0.87648016,1.074235,1.0638148,0.92232203,1.0996186,1.070865,0.9988624,0.6406565,1.0606588,1.0817913,1.0808405,1.1028016,0.5478644,0.67914164,1.0871712,1.1393812,0.98727846,1.0604249,0.90232825,0.6891057,1.086626,0.9636437,0.9676687,1.0779688,1.0289452,0.88065684,0.61753947,1.2297342,1.0639417,1.1362796,1.0185645,0.9311184,0.9200454,0.9242024,1.0624946,0.98780966,0.9887483,0.9081716,0.9808884,0.9079371,0.69188356,0.58820266,1.0169144,1.1526588,1.0812526,1.0525141,0.8906341,1.0439684,1.0108055,0.0,1.0061319,0.9831517,0.9745295,1.1536918,0.9911623,1.0041716,1.0548286,1.186314,1.0702262,0.8447174,1.0164421,1.0558311,0.57586443,1.1478766,1.228263,1.191895,0.99515605,0.9126538,1.0038774,1.1658449
soup,0.8363612,0.9038995,1.1848091,0.91797817,0.89517903,1.1122742,1.1543021,0.89220667,1.0876876,1.0322196,1.0641702,0.90251786,1.2706614,0.8144284,0.84464157,1.1251434,0.8362179,1.00138,1.0963279,1.2664075,1.2273283,0.97308475,1.055721,1.138411,1.1746273,1.2317622,1.1428477,1.0426167,1.0837703,1.0179669,0.94074744,1.0408996,1.2571003,1.01209,1.0530828,1.0628461,1.0788193,1.0715727,0.98512065,0.9363698,0.7697063,1.3205798,0.7279397,1.2924984,0.8485079,0.9345025,0.6918213,0.848871,1.0475665,0.6920706,0.8111338,1.023172,1.0394018,1.0929077,0.8755182,1.1578267,0.9518224,1.0232741,0.97895586,1.0321301,1.2985318,0.96539843,0.8399081,0.7520358,1.113213,0.7772698,0.9088268,0.8628289,0.91516614,1.1085194,0.85749865,1.1159333,1.114102,1.147918,0.8555016,0.8961654,0.84197825,1.1067029,0.9100727,1.3212131,0.9318216,0.78781724,1.0365664,0.93790615,0.6237325,0.7991907,0.7669444,0.98220795,1.2524707,1.1644541,1.1491911,1.0399829,1.1439333,1.0574226,0.9061816,0.86106193,0.84324104,1.0077057,1.3276486,1.267028,1.1423284,1.1240225,0.89310634,1.0327039,0.8919468,1.0363079,1.1605561,1.0173366,0.9784639,1.0223182,1.2352976,0.87502754,1.1893063,0.81642103,0.73505837,1.194555,0.90971583,1.0083469,0.7113544,0.9332463,1.1548626,1.1728607,0.8380153,1.2693753,0.88591474,1.3198497,1.0061319,0.0,1.0916787,0.9315914,1.2241106,0.83888024,0.8394152,0.9262188,0.8352369,1.2663862,1.2054313,1.0447853,1.1660005,1.1573951,1.1214032,0.9038544,0.95791,0.8090397,1.0987164,1.2615592,0.96972877
spoon,1.1384114,0.90200275,0.78522295,1.0557239,1.2754447,0.76384884,0.65424776,0.7342951,0.7444432,1.1667583,1.1246053,1.3351588,0.8955103,1.2498629,1.3152809,0.8165699,1.3383201,1.019151,0.9611742,0.75309956,0.51391244,1.0211338,0.6729304,0.740484,0.6005328,0.7736603,0.86894906,0.97177076,0.95023525,1.2303276,1.0989254,0.81306016,0.6748572,1.2749157,1.141565,0.701056,0.80568624,0.96579397,0.8838797,1.3270808,1.1673808,0.7296971,1.2914984,0.71527755,0.9073307,0.8155303,1.3747666,1.0048048,1.1616957,1.00113,1.3159082,1.0945932,0.68164504,1.2706461,1.2902322,0.9983843,1.1513163,0.82454956,0.88891286,1.1724186,0.6379838,0.8994292,1.0937202,0.9078836,1.0990735,1.0126865,1.3041115,0.903367,1.3052305,0.7830216,1.0381958,0.9514719,1.1123296,0.75088644,1.3912642,1.0014027,1.3748746,0.35011852,1.093477,0.62901986,1.3168839,1.2428629,0.7039468,0.99462616,1.1665553,1.1499057,1.1446933,0.6567046,0.87433815,0.8584554,0.9005227,1.169647,0.6609982,1.1254905,1.2680451,1.4046457,1.4389721,1.1293812,0.6143896,0.52818227,0.9861635,0.68274796,1.1660527,0.8366298,1.0604229,0.9065745,0.44609296,1.0260018,0.7766258,0.9277049,0.75724125,1.0390247,1.0561936,1.1905558,1.2732284,0.73926437,1.375524,0.8599995,1.3831534,0.39694995,1.1286019,0.731296,1.041524,0.8748651,1.2528856,0.6555366,0.9831517,1.0916787,0.0,0.86225057,0.84283876,1.1351635,1.3766459,1.1183177,1.2661134,0.6262814,0.9803326,0.93761367,0.662592,0.9312185,0.8096459,1.033049,1.1460118,1.006231,0.82080626,0.9347261,1.1785201
sprinkler,0.9613503,1.0373425,1.2854247,1.1504781,0.9156107,0.8809817,1.0550549,1.1207638,1.0115736,0.8227023,1.0386301,0.9504394,1.2872797,0.8493836,0.9590728,1.038207,0.93457097,0.93534625,1.0049363,1.2258976,1.1247109,0.93761224,1.0794781,1.0844597,1.1011121,1.0878961,1.1340977,0.9369753,1.2313321,1.0087612,1.0845232,1.0358269,0.9986422,1.0209032,1.009284,0.89991504,0.90215534,0.9863628,1.022527,0.9703537,0.9695881,1.2393618,0.8905585,1.268381,1.0724015,0.798298,0.9047179,1.0698329,0.9321251,0.78644097,0.93296075,1.0928416,1.0731932,1.0043728,1.0052613,1.0920509,1.0026748,1.1486043,1.1656126,1.1091264,1.0505224,0.86940616,1.0995013,0.66996455,1.1954387,0.9753537,0.9532132,0.8572285,1.0364959,0.9539401,0.8633269,1.1771061,0.93182224,0.6005951,1.0138196,0.95702636,0.9253496,0.7879541,1.0644737,1.0688983,1.0809587,0.98137647,1.0999732,0.7895689,0.82394123,0.7307985,0.68771845,1.035656,1.2715062,1.0089165,1.1796498,1.0619613,1.2326015,0.9757783,1.054429,0.9394995,0.97308797,0.9116608,1.1367471,0.99177337,1.0494751,1.1402124,1.1322681,1.0313721,1.0154405,1.0612472,0.9738455,0.95551044,1.0183632,1.0643542,1.0847871,0.9152595,1.116559,0.90572953,0.9411813,0.8535709,0.97746617,0.89263153,0.93264556,0.8095255,0.9298712,0.79698706,0.8822845,1.2596304,0.9057222,1.1832404,0.9745295,0.9315914,0.86225057,0.0,1.3154192,0.86087,0.98263097,1.0956645,0.93627846,1.0774659,1.2244902,1.0245785,0.9233673,1.0359622,0.97413296,0.9236382,0.9374643,0.9672347,0.9356743,1.2389758,1.0197248
strawberry,1.3332381,0.9778905,0.22341943,0.91786355,1.4297698,0.8031774,0.51069,0.83249086,0.9705666,1.4221016,1.0631591,1.4286176,0.37218964,1.4507439,1.4152231,0.91788507,1.4083374,1.1673669,1.0021912,0.23103571,0.4141392,1.2622232,0.76160973,0.89610136,0.6761347,0.6971394,0.7057848,0.9113693,0.6054861,1.1146247,1.1869512,0.8816023,0.53547907,1.2717464,1.058914,0.7690922,1.1533666,0.9602299,1.0426021,1.4151368,1.1622689,0.24839294,1.4664755,0.21005636,1.0347089,1.2072242,1.4463611,1.1258096,1.1882844,1.3273549,1.3142703,0.8361752,0.5965982,1.2558043,1.207289,0.73225856,1.0778574,0.62718314,0.81000006,0.8549313,0.554888,1.0258778,1.2133776,1.3414593,0.7319685,1.1520702,1.2999306,1.0380095,1.2179836,0.9433934,1.265263,0.7765436,1.150915,1.1398084,1.3721492,1.0249676,1.4203577,1.0564716,1.2713401,0.55146194,1.2213955,1.1305707,0.5789641,1.2633154,1.4189477,1.3590353,1.3177376,0.87279755,0.18332177,0.9497258,0.7012691,0.8875166,0.4269011,1.2406316,1.1579837,1.4642622,1.4136796,1.2551956,0.38415182,0.55277824,0.99240524,0.7171498,0.9695824,0.8569948,0.9114078,0.770713,0.6237099,1.0065796,0.7888502,0.9684576,0.583819,1.2538714,0.9673673,1.176993,1.2810403,0.93035954,1.3823617,1.0359826,1.2920547,1.1307673,1.2638636,1.0089253,1.4431056,0.3339054,1.2564441,0.35755467,1.1536918,1.2241106,0.84283876,1.3154192,0.0,1.3106127,1.4054079,1.2862121,1.4626437,0.42983425,0.5135676,0.5698885,0.6814949,0.8930164,0.8353871,1.334571,1.1011343,1.0447062,1.0461086,0.44136322,1.237164
stroller,0.9654615,1.0875183,1.3930135,1.0961282,0.988453,1.1044796,1.2548141,1.3304815,1.014432,0.7964965,1.2311045,0.67242956,1.3142834,0.575837,0.90594304,1.0094756,0.7962854,1.1354071,1.0150727,1.2597138,1.2929583,0.82229054,1.2680844,0.90636885,1.1422877,1.1506832,0.9420168,0.93376833,1.3578311,1.0874914,0.46789604,1.0313002,1.142714,0.6651609,0.8238061,1.2411659,1.0696242,1.1324956,1.2270887,0.69842076,1.116569,1.3991566,0.3336408,1.3309797,0.93364716,1.058044,0.7334215,0.80562794,0.68058455,0.7142123,0.81129026,1.229436,1.3138841,1.0204402,0.86301875,1.3589319,0.8534944,1.2452573,1.0458513,1.2352514,1.3583331,1.1140063,0.91151786,1.0284113,1.2209231,0.90687835,0.9794671,1.2499039,0.9061435,1.0371828,1.1428337,1.0692328,0.85494745,0.7398931,0.6234831,1.023457,0.848142,1.0233167,0.56590986,1.1541097,0.92057616,0.86312425,1.3868518,0.9101497,0.8571285,0.45763445,0.26031876,1.0882407,1.3938473,1.0172495,1.2386862,1.2647074,1.3331356,0.68486,1.0611727,0.82713115,0.791736,1.0169832,1.3796706,1.3822398,1.015811,1.3779086,1.085516,1.042009,1.2016786,1.0652095,1.249497,0.88441694,1.3019156,0.7227881,0.93223715,0.54113877,1.2638373,0.9365677,0.83679354,1.0657893,0.8380502,0.8676907,0.8746078,0.9396054,0.8968313,0.9501461,0.7093993,1.3116742,0.8829994,1.1931033,0.9911623,0.83888024,1.1351635,0.86087,1.3106127,0.0,0.736603,0.7243048,0.6711663,1.3922846,1.3584415,1.3291504,1.266177,1.0219382,1.0243138,0.854936,1.0396838,0.8929334,0.49269903,1.3452499,0.91731393
sweater,0.7469167,1.0905256,1.466356,1.1335835,0.4736246,1.2242833,1.404929,1.3141706,1.1979829,0.6324551,0.97517455,0.4653232,1.4972856,0.69006306,0.3952667,1.1133622,0.52535456,0.9778824,1.122043,1.4350756,1.5031246,0.92150307,1.3317618,1.2936957,1.4474244,1.3424066,1.3604373,1.1996096,1.3790804,0.9048764,0.9172524,1.2682968,1.3420017,0.6594524,0.6617136,1.3024551,1.0566467,1.1961584,1.192869,0.4582556,1.1196524,1.549211,0.590037,1.5070958,0.9736688,0.89573586,0.50063014,0.84908134,0.79013836,0.96986604,0.3914311,1.175603,1.3957117,0.6494549,0.51658887,1.2334253,0.9326842,1.4097458,1.212625,1.142956,1.5227447,1.2319854,0.8837814,0.81875616,1.1528282,0.8989431,0.740968,1.2063344,0.5361001,1.1273046,0.8146733,1.0941613,0.7262124,1.0927918,0.1502713,1.06147,0.33236158,1.2642931,0.8904209,1.4521059,0.69839954,0.8107171,1.4327109,0.9377467,0.64781964,0.76095116,0.7377542,1.2009686,1.4396133,1.1842214,1.1806074,1.1017891,1.427588,0.7949669,0.96779823,0.17992723,0.35720938,0.801891,1.5446736,1.4667069,1.0773373,1.4174438,1.0939983,1.2424219,1.1845899,1.4010084,1.4748292,1.112443,1.2640207,0.96966887,1.4636261,0.75823706,1.045672,0.8763289,0.52836895,1.2912358,0.17492783,1.1042651,0.5721892,1.1471641,0.81246877,1.123003,0.71045566,1.4820662,0.75602573,1.4665909,1.0041716,0.8394152,1.3766459,0.98263097,1.4054079,0.736603,0.0,0.81444514,0.5232167,1.5889599,1.3353939,1.418191,1.1936553,1.1326412,1.3289621,0.7836651,0.8599819,1.127712,1.0925993,1.3996903,0.8038862
swing,0.83844304,1.1930379,1.3989818,1.1327571,0.8933175,1.1967372,1.2311512,1.1673906,0.80160767,0.85142505,1.0865802,0.69050395,1.2821708,0.808036,0.69389343,1.1467092,0.78839195,1.0177382,0.81190675,1.2856253,1.1996973,0.64953834,1.3665991,0.6007415,1.0290382,1.1768382,1.0189157,1.1884279,1.1650904,1.1334834,0.62119204,1.191218,1.2113494,0.81450325,0.98760587,1.2199328,0.86496234,1.1839665,1.0278306,0.68178743,0.9216452,1.2827597,0.6220037,1.3032296,0.8702984,0.8436137,0.89513165,0.75839436,0.9500466,0.83283687,0.8670006,1.1735325,1.3661989,0.90277237,0.98735356,1.3159806,0.85282236,1.1154834,0.80529296,1.1648508,1.1840453,0.9510501,0.8670697,0.75401103,1.2440503,1.1105046,0.72283,0.9014627,0.99442387,1.1964701,1.037925,1.2647845,0.88145345,0.8707304,0.83741915,0.9036354,0.86377656,1.0708909,0.33873934,1.2021856,1.0428557,0.81493115,1.2214031,0.7113272,0.85161406,0.72327167,0.75619316,1.230818,1.3764563,1.1091282,1.1472893,1.1684532,1.4233019,0.9105886,1.1119745,0.76466715,0.89278406,0.7881521,1.3003778,1.2849321,0.95102096,1.1602592,1.0815754,1.18912,1.2307023,0.92895114,1.211885,1.0995495,1.2257476,0.97603214,1.2309835,0.8171036,1.1315444,1.062525,0.74156123,0.9548944,0.81899035,0.99633694,1.0131167,0.78633416,0.91621566,1.097404,0.5548522,1.3738705,1.0315132,1.274364,1.0548286,0.9262188,1.1183177,1.0956645,1.2862121,0.7243048,0.81444514,0.0,0.49639392,1.3609668,1.3443235,1.2677507,1.1061683,1.0879958,0.9225877,0.5891075,1.0351766,1.0787513,0.7178969,1.3515422,0.89057916
table,0.69397867,1.2526026,1.5480003,1.2751538,0.66246694,1.1486131,1.4160025,1.288558,0.88877976,0.4904269,0.9818072,0.30772877,1.5469935,0.4602356,0.5300686,1.2193823,0.5099862,0.959079,0.7390626,1.4645296,1.2729862,0.47474706,1.3789397,1.0339001,1.30449,1.379797,1.290956,1.1507237,1.4478472,1.0404516,0.61351675,1.158907,1.3292618,0.62203187,0.91253805,1.2185403,0.94349694,1.1689107,1.1917155,0.3071195,0.9600604,1.5472641,0.34678972,1.4946367,0.90817726,0.77727854,0.6813487,0.89038515,0.80435437,0.7100384,0.63533664,1.4389026,1.4852766,0.7543274,0.81939787,1.4647232,0.85340273,1.3611078,1.0172983,1.4049728,1.4952388,1.0252203,0.79219425,0.59350383,1.412495,1.1753961,0.53290254,0.9718246,0.8940015,1.1078718,0.9922867,1.3731022,0.8087392,1.0609511,0.5634589,0.91584945,0.64584506,1.1379356,0.49519002,1.3956356,0.9115204,0.8560604,1.4138322,0.78243184,0.76752573,0.7210499,0.63837993,1.1591201,1.5435407,1.2384335,1.4513974,1.3378742,1.4855664,0.75099766,1.0625097,0.46233392,0.65438074,0.5360088,1.567024,1.4670581,1.0487651,1.3686523,1.1018507,1.23258,1.1788825,1.2676936,1.2486548,1.1186522,1.3850815,1.0339643,1.3584001,0.609776,1.0794125,1.0262614,0.7212051,1.0942862,0.59096694,1.1057106,0.85112494,0.94509387,0.7645583,0.9399345,0.4410922,1.6269448,0.71165466,1.4931675,1.186314,0.8352369,1.2661134,0.93627846,1.4626437,0.6711663,0.5232167,0.49639392,0.0,1.5503936,1.5769992,1.4805835,1.168642,1.2338281,1.0117507,0.38341987,0.7909482,1.0239053,0.989571,1.5605175,0.6855287
tape,1.3944501,0.9608555,0.27065265,0.7017528,1.5705514,0.6425097,0.351919,0.5987483,0.8046856,1.4327135,1.057736,1.557174,0.5028385,1.5255381,1.5268152,0.845641,1.5537362,0.9963721,0.9966378,0.41035748,0.31718063,1.1903329,0.5711706,0.93000567,0.41228533,0.6401566,0.7223933,0.79129076,0.6319942,1.2233293,1.2097998,0.74176395,0.3914646,1.3940201,1.2413211,0.63528496,1.1344644,0.6825754,0.86902106,1.5391897,0.98585,0.36081004,1.5553997,0.3059622,1.0850897,1.1822128,1.5956922,1.1167326,1.2930001,1.2156439,1.4491184,0.9229041,0.41129017,1.3501043,1.3006582,0.78757095,1.1679653,0.665848,0.78961945,0.94241357,0.58788216,0.73136544,1.1876087,1.2937322,0.7874556,1.205774,1.3146844,0.8431167,1.3518226,0.77422583,1.29685,0.8264731,1.151783,1.0658758,1.5902615,0.8198058,1.5208282,0.89025545,1.2991685,0.529493,1.2736411,1.2578168,0.32481706,1.1051811,1.4828525,1.4016285,1.3772974,0.6580349,0.38259798,0.993518,0.77100253,0.93817425,0.3268078,1.3121969,1.1620661,1.6087444,1.5289109,1.3179436,0.44865084,0.5823555,0.9297012,0.5117504,1.0930039,0.8724562,0.806744,0.7621174,0.38914835,0.8717224,0.66451013,1.0288478,0.50294054,1.376662,0.92622524,1.1899425,1.473324,0.6966502,1.532378,0.9809089,1.4273583,0.9529741,1.2754132,0.9703797,1.3581663,0.44989872,1.3239841,0.3786838,1.0702262,1.2663862,0.6262814,1.0774659,0.42983425,1.3922846,1.5889599,1.3609668,1.5503936,0.0,0.63929516,0.6210785,0.84575844,1.0204142,0.5239777,1.2925671,1.2072777,0.9971853,1.1163844,0.5395358,1.3167204
toe,1.3854278,0.5729981,0.38851643,0.6763898,1.1093495,0.9104377,0.6804209,0.89260215,1.2163343,1.5048282,1.1253144,1.4519557,0.41425467,1.4175991,1.3175555,0.95748174,1.3853681,1.1838478,1.2191234,0.58598953,0.83109117,1.456955,0.680936,0.976797,0.8751552,0.7955061,0.78585243,1.1213076,0.45700717,1.0920606,1.1763608,0.9736893,0.87680197,1.3484285,1.1625648,0.9372332,1.1611329,0.91146463,0.97714585,1.4441211,1.0664418,0.4525031,1.5785682,0.5630264,1.194164,1.2686527,1.2822278,0.9636143,1.2123576,1.2758286,1.2957625,0.2662108,0.5198402,1.2222385,1.0418526,0.12490219,1.1367636,0.74149305,1.0225635,0.23870575,0.5726976,1.1076561,1.3192511,1.3504901,0.34954143,0.772599,1.3672978,1.0111741,0.920315,1.0184896,0.6616359,0.5521361,1.2171257,1.1919787,1.3614578,1.1954645,1.210376,1.0466235,1.3124382,0.75730014,1.0631099,1.1655982,0.7596213,1.3673027,1.2067554,1.3030021,1.4210253,1.0190363,0.29685974,0.9784167,0.4556532,0.36067915,0.565603,1.3214331,0.985778,1.3380301,1.1561418,1.3505764,0.42948234,0.48665047,1.0735002,0.726549,0.8522371,0.8560159,0.8795289,0.8526504,0.9756201,1.0550492,0.6616239,1.1069624,0.7889119,1.4042618,1.0405397,1.0763885,1.2288401,1.0469327,1.2716604,0.8664463,1.023251,1.2445773,1.272572,1.2015291,1.504739,0.17532349,1.2756569,0.6319931,0.8447174,1.2054313,0.9803326,1.2244902,0.5135676,1.3584415,1.3353939,1.3443235,1.5769992,0.63929516,0.0,0.31280202,0.71816814,0.94899,1.0203676,1.4558665,1.2525798,1.1142763,1.1060327,0.24744797,1.3091174
tooth,1.2837088,0.81587625,0.4562307,0.8446203,1.2016624,0.99582046,0.7517369,0.83407545,1.1963438,1.4258364,1.0695584,1.438667,0.4093318,1.3413368,1.3387043,1.0205235,1.3730254,1.1817619,1.1465659,0.6307321,0.8147028,1.3825907,0.7420027,0.9480635,0.94448316,0.81671166,0.8515206,1.001425,0.39659834,1.0606723,1.1761669,0.992731,0.92833424,1.3720807,1.2426057,0.89520025,1.1051672,0.97787493,0.9591599,1.4501767,0.8707658,0.41432422,1.4794756,0.6230897,1.1886555,1.250876,1.2881428,1.1615629,1.2509046,1.0791677,1.3507465,0.4016266,0.61810374,1.2572852,1.1590738,0.3209561,1.1043466,0.6000311,0.9254223,0.36515772,0.52581453,0.984197,1.2430003,1.1832254,0.47002327,0.9078713,1.292572,0.8335352,1.0476964,1.0255333,0.7802901,0.764079,1.2376852,1.1253396,1.4193239,1.1755667,1.2490988,0.9315876,1.2107449,0.790956,1.1030014,1.1236615,0.72474676,1.3548275,1.2338834,1.1546469,1.3194643,1.0402555,0.3714162,1.0350853,0.5655872,0.3996349,0.6710678,1.2991152,0.8887268,1.4050332,1.2032001,1.2311016,0.37620145,0.39526552,1.1359923,0.71352947,0.8158588,0.90306956,0.78972554,0.7446633,0.84802175,1.0638161,0.80289096,1.1930234,0.84922314,1.3638897,1.0551075,1.0131619,1.2007822,0.8510374,1.3573861,1.0130819,1.0320343,1.1405686,1.2774254,1.1467631,1.4102137,0.33528006,1.2628533,0.7363691,1.0164421,1.0447853,0.93761367,1.0245785,0.5698885,1.3291504,1.418191,1.2677507,1.4805835,0.6210785,0.31280202,0.0,0.5920119,1.0258534,1.0460527,1.35829,1.1151161,1.0250853,1.1267996,0.30429173,1.2457445
toothbrush,1.1502209,0.9196886,0.6932267,1.1897538,0.9711726,0.89877313,0.8574598,0.8338698,0.84304893,1.109134,1.0725323,1.2165564,0.8015933,1.3185701,1.1108476,1.0272502,1.2761028,1.0232086,0.9313773,0.49693036,0.66542834,1.0459095,0.9584865,0.8320492,0.80625606,0.9080007,0.96424735,1.0789887,0.87609756,1.1570787,1.2279651,1.1429058,0.84767884,1.2001395,1.0631516,0.9396907,0.81191826,1.1336242,0.9159028,1.2043575,1.1402497,0.5069144,1.3175498,0.5637289,1.0731975,0.94947535,1.3465753,1.0832301,1.0849727,1.1662899,1.200881,0.8606229,0.93002474,1.1635222,1.1475773,0.66951746,1.0898652,0.896885,0.9738136,0.896837,0.5932302,1.0729569,1.0876498,0.8950835,0.8751672,1.0458211,1.2044313,0.7563068,1.154223,1.0029325,0.705582,0.9866658,1.149741,0.88206065,1.2388539,1.0914093,1.1814356,0.59235567,1.0618566,0.69028187,1.1607797,1.2365154,0.87615705,0.98362184,1.1500751,1.1640579,1.185614,1.1536287,0.5994612,0.9806503,0.80406845,0.8772093,0.85645574,1.1537108,1.2353024,1.1602339,1.2576516,0.95455474,0.4413426,0.24237436,1.1786735,0.7017627,1.23843,1.0144333,1.016446,0.95402545,0.87681746,1.2039498,0.9615677,1.0969821,0.92724997,1.083241,1.0677735,1.1862795,1.052125,0.8488475,1.1772497,1.0115632,1.1877146,0.7869122,1.0736213,0.89234036,1.1673713,0.7443249,1.254142,0.6570034,1.0558311,1.1660005,0.662592,0.9233673,0.6814949,1.266177,1.1936553,1.1061683,1.168642,0.84575844,0.71816814,0.5920119,0.0,0.9465965,0.9537371,1.0634301,0.9973734,1.0853744,0.94781166,0.66217613,1.0835133
