,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
purse,1.0375842,0.98227113,1.0895003,1.0740293,1.1684016,0.9803351,0.9700599,1.0991355,0.7291254,1.1250362,1.1832873,1.0474033,1.0744004,1.0334442,1.005141,0.9152447,0.9921288,0.96091247,0.8625182,0.91916513,0.8898091,0.7959388,0.9775187,0.9328449,0.7327974,0.9577392,0.866957,1.0025373,1.1865364,1.1577176,0.7784419,0.96934575,0.8627492,1.0030041,0.87655175,1.1399632,0.9663541,0.9466258,1.0895154,1.0086457,1.1793499,1.029925,0.8528861,0.9547418,0.93728524,1.0587208,1.0201751,0.8673984,1.0528734,0.9001185,0.92345786,1.1645834,1.1400597,1.194715,1.1351954,1.1728624,0.9931333,1.015739,0.99170184,1.2207127,1.0246227,1.0410355,0.94490254,1.087789,1.1223276,0.8974417,1.1849968,0.9931241,1.0962807,0.9257201,1.1407875,0.9284932,1.0342879,0.8680467,0.8145685,0.899332,0.94130534,0.8452979,0.89278954,0.9699555,0.9582588,0.9533276,1.1260703,0.93239975,0.93116075,0.9519281,0.8973572,0.8867533,1.0779482,0.8106246,0.85055697,1.2470005,0.99021226,0.9465514,1.1808141,1.0124946,1.0291102,1.0463394,1.0467464,1.0719147,0.9461196,1.0342692,1.0518857,0.9830975,1.0840049,1.0734477,1.0413289,0.9508049,0.96770793,0.0,0.6660426,0.89009404,1.1881559,1.0344797,0.86431265,0.96579075,1.0203891,0.7335736,1.1303782,0.8687267,1.1123185,1.0875039,0.9597284,1.029148,1.2037029,0.88963455,0.9200454,1.0223182,0.9277049,1.0643542,0.9684576,0.7227881,0.96966887,0.97603214,1.0339643,1.0288478,1.1069624,1.1930234,1.0969821,0.8206709,0.8182694,0.88577366,1.1102724,1.0838635,0.7738546,1.0573883,1.1653035
radio,1.4650724,0.909756,0.671031,0.970752,1.46966,0.7869657,0.6660402,1.0410297,0.6481424,1.2876756,1.2618108,1.3955387,0.52613235,1.1251973,1.5030743,0.9072945,1.4094965,0.9821485,0.80120283,0.46130186,0.4808603,0.93129355,0.8154715,0.6645951,0.40326595,0.7996141,0.37147725,0.70742166,0.92116195,1.1650375,0.7460059,0.81686044,0.4966402,1.0040902,1.0563488,0.7592925,1.0805176,0.9899266,1.1148685,1.3660108,1.264044,0.549743,1.1584948,0.40932834,1.0560969,1.2655476,1.4526367,1.0055784,0.99536914,0.93428946,1.3333914,0.958597,0.7797612,1.3853507,1.3256961,0.9315038,1.0200708,0.82285076,0.9574982,1.0446023,0.58179945,1.1052426,1.1201773,1.3531337,0.93717533,1.007719,1.4647316,1.0377681,1.332374,0.91040576,1.301555,0.7618055,1.2054145,0.78916013,1.4053959,0.9791468,1.4633844,0.76686305,0.9838554,0.40458697,1.3013942,1.1337428,0.831028,1.0669086,1.414222,1.1426803,1.0937881,0.8217554,0.623618,0.77115285,0.7377952,1.1235441,0.6894612,0.8469902,1.2469655,1.5492553,1.458661,1.2652701,0.54823744,0.6958229,0.95919305,0.8466807,0.9416037,0.653136,1.0893826,0.87794757,0.6427019,0.87796575,1.0036975,0.6660426,0.0,0.8653637,1.128017,1.3185618,1.300499,0.9032428,1.4811757,0.86239684,1.3515573,1.001529,1.1544218,0.7938137,1.3368087,0.5280317,1.3112955,0.34297442,0.9242024,1.2352976,0.75724125,1.0847871,0.583819,0.93223715,1.4636261,1.2309835,1.3584001,0.50294054,0.7889119,0.84922314,0.92724997,0.76684177,0.73698175,1.2620215,1.1583812,0.8496544,0.62498426,0.7107878,1.1285609
refrigerator,1.0170006,1.1130189,1.4001725,1.3069432,0.8996011,1.1289365,1.2783067,1.338489,0.87298137,0.5645456,1.1605047,0.7859865,1.3170123,0.4702866,0.97968405,1.1630502,0.88177526,0.9563861,0.964252,1.1299587,1.2056086,0.76200783,1.2178489,0.7382132,0.9825423,1.1940267,0.6980477,1.0087801,1.4249513,0.99733555,0.5317147,1.070486,1.0771428,0.37778568,0.7144781,1.074244,0.971137,1.2782581,1.289433,0.8058208,1.2565279,1.3456513,0.5279635,1.1553385,0.9148242,0.95033085,0.93093574,1.0606214,0.3645695,0.59279865,0.74488866,1.2031533,1.3132833,1.0022945,0.97280496,1.355126,0.9377623,1.3440777,1.0989052,1.3727267,1.1540512,1.4054555,0.91413337,0.9136363,1.3325372,1.0654979,1.0921621,1.2788949,1.0153764,1.0171143,1.1272795,1.2138652,1.0753245,0.6236048,0.7376871,1.0666331,0.9643655,0.93137425,0.508956,0.8541534,0.95159703,0.9876607,1.3703191,0.8595813,0.99768615,0.6121849,0.68341637,1.0126691,1.367654,0.77997226,1.2320597,1.3274742,1.3080038,0.2556684,1.13435,0.9176115,0.9712325,0.9329147,1.2829539,1.2557847,1.1167158,1.2788744,1.0283438,0.9256542,1.271019,1.1684065,1.1417298,1.0459825,1.3996773,0.89009404,0.8653637,0.0,1.196739,1.12773,0.82296693,1.2713466,0.893382,1.1165731,0.99528545,0.9861803,0.6051101,0.6760355,0.8117463,1.383403,0.84766823,1.0155752,1.0624946,0.87502754,1.0390247,0.9152595,1.2538714,0.54113877,0.75823706,0.8171036,0.609776,1.376662,1.4042618,1.3638897,1.083241,0.7668062,1.2661023,0.9741036,0.81410515,0.7638769,0.44762015,1.408592,0.6003472
rock,0.8239069,1.1656202,0.96826583,1.0582819,0.92139447,1.0937452,1.0402586,0.9496274,1.129517,0.8013848,0.5134245,1.0130097,0.8328315,0.9912231,1.0615608,1.0068369,0.94565046,0.9547437,1.2235264,0.9878676,1.0032537,1.1956005,1.070192,1.0830789,1.129556,0.9671022,1.0362152,0.79303753,0.88939047,0.49103087,1.199601,1.1289904,1.056134,0.96281654,1.0315815,0.9929147,1.0470756,1.1091428,0.9748705,1.0197759,0.9837748,0.8979832,1.143202,0.9496208,1.0294485,1.0783565,0.95097816,1.321336,0.92301375,1.1363189,1.0781122,1.0916656,1.0684153,0.5449332,1.1236732,1.0881797,1.1058867,0.8835509,1.1179034,0.9876054,0.96207315,1.0049287,0.9434948,1.1475841,0.9877504,1.142956,0.69991064,1.1952161,1.1277161,1.1363531,1.1699679,1.0536516,0.9866282,1.0564191,1.0430679,1.172343,1.0110793,1.046542,1.2064974,0.92675066,0.89723104,1.129893,0.933467,1.0874904,1.1564393,1.1975931,1.153974,1.1258745,0.97315556,0.97804713,0.9932995,1.053346,1.027751,0.98028314,0.69925755,1.0225294,0.9779208,1.1054505,0.9063274,0.99089783,1.0269032,0.9709417,0.94899327,0.98331165,0.992704,1.0353963,1.0230187,1.0634546,1.046516,1.1881559,1.128017,1.196739,0.0,0.9666905,1.1784598,0.90329623,1.0171028,1.1813369,0.96076554,1.1479974,0.6865101,0.95047987,0.9534498,0.95763916,0.6501068,1.022107,0.98780966,1.1893063,1.0561936,1.116559,0.9673673,1.2638373,1.045672,1.1315444,1.0794125,0.92622524,1.0405397,1.0551075,1.0677735,0.96694213,1.1566043,1.1015279,0.8208121,0.9277139,1.1675395,0.9244171,0.7986988
rooster,0.7094711,1.0357038,1.1454293,0.9357955,0.93068266,1.1159958,1.1168127,1.1141582,1.2447033,1.1205163,0.97764266,1.0997369,1.1418606,1.019097,0.89352167,0.71834236,1.0365171,1.1190975,1.0822154,1.2067431,1.3250873,1.1576741,1.1120423,1.1448915,1.2892637,0.7058669,1.3146882,0.96589065,0.957549,0.7994596,1.111612,1.0256822,1.1845787,1.0281688,0.8719193,1.1724771,1.0716529,0.9494905,1.0355188,1.1436,0.73311114,1.1600301,0.9987943,1.272541,0.7976858,1.0898209,0.6392509,0.8728282,1.0704658,1.1635807,0.7733566,0.9954789,1.1646152,0.9669842,0.8459074,1.0728185,1.0136101,0.84935904,0.8175945,0.9398653,1.1429498,0.7460338,0.9389855,0.89852834,1.0288891,0.86567384,0.9204118,0.9540539,0.8001189,1.0492455,0.8702228,1.0157316,0.96634334,1.168558,0.86830926,0.99666053,0.881299,1.1473186,0.98495126,1.2400479,0.7373768,0.9093292,1.1203924,1.187012,0.8001808,1.0340956,0.82234144,1.10551,1.1687969,1.1180549,1.0184542,0.9329325,1.1625017,1.1380628,0.759199,0.8982426,0.8389092,1.0047171,1.14819,1.1544703,1.0167818,1.1225874,0.9230822,1.1767107,0.67444783,0.69998896,1.2183515,0.8450155,0.94943076,1.0344797,1.3185618,1.12773,0.9666905,0.0,0.7390704,0.9563128,0.8099867,0.99208677,0.7881545,1.1426913,1.0230014,1.2480708,1.1285636,1.1608733,0.8534634,1.2922283,0.9887483,0.81642103,1.1905558,0.90572953,1.176993,0.9365677,0.8763289,1.062525,1.0262614,1.1899425,1.0763885,1.0131619,1.1862795,1.1447352,1.0737813,1.1400362,1.0500325,0.8232877,1.150155,1.1282742,1.0179421
scarf,0.80627257,0.97867227,1.3648231,1.1834157,0.6988969,1.2021686,1.3007604,1.1505201,1.0527977,0.9224955,1.1015893,0.7916628,1.2815609,0.8179068,0.50350636,1.079557,0.72549236,0.99097914,1.065588,1.2616434,1.34412,0.9673015,1.3146615,1.0401638,1.2516911,1.2193282,1.1683953,1.1274059,1.1833534,0.9373515,0.9039544,1.2162135,1.333889,0.82809293,0.6861447,1.2924017,0.92381716,1.2404599,1.0888828,0.7837003,0.97045296,1.3626735,0.7644415,1.3504503,0.91839325,0.9282943,0.6240691,0.75989246,0.92067885,0.93794364,0.51329744,1.0340163,1.343152,0.94396216,0.82045853,1.1522237,0.9293442,1.2120332,0.96928126,1.0600342,1.3137839,1.1494037,0.8794243,0.7142526,1.1397325,0.7915443,0.8850171,0.91978884,0.77432144,1.2106087,0.7468341,1.1296874,1.03455,0.96097517,0.52676463,1.0043392,0.6871011,1.1517515,0.81694305,1.3293371,0.8702905,0.7971227,1.2785399,0.9556396,0.576633,0.81104046,0.69509774,1.2365102,1.2945645,0.9690454,0.9866792,1.0042527,1.4027834,0.9115686,0.9628856,0.50939554,0.6836799,0.901087,1.3499141,1.289267,1.161262,1.2030845,0.98626065,1.1291678,0.96607536,1.0538205,1.3932956,1.1083624,1.1907451,0.86431265,1.300499,0.82296693,1.1784598,0.7390704,0.0,1.2099673,0.48801482,1.0361036,0.6274469,1.009771,0.9268368,1.1481936,0.882229,1.3377862,0.9336964,1.3484206,0.9081716,0.73505837,1.2732284,0.9411813,1.2810403,0.83679354,0.52836895,0.74156123,0.7212051,1.473324,1.2288401,1.2007822,1.052125,0.9258359,1.2327073,0.8670709,1.0380268,0.9465938,0.9714595,1.2852342,0.90222967
scissors,0.9359831,1.1830498,0.94773823,1.0319672,1.2272187,1.0313703,0.863616,0.851822,0.8727385,1.0794928,1.0736445,1.2125119,0.7700087,1.131164,1.143447,0.9100341,1.2095854,0.9043997,0.76033854,0.9275688,0.76581883,0.9445657,1.0660661,0.8993622,0.8322228,0.7618488,1.0028466,0.8098475,0.8044081,1.1331892,0.9865889,1.0684525,0.8295516,1.2300525,1.1760612,0.93222123,0.9309528,0.9354375,0.86110854,1.1804757,0.88826,0.6567565,1.1398368,0.90313333,1.0611205,1.1176473,1.3015256,1.0940503,1.2555338,1.0244894,1.2953473,1.1458449,1.0990983,1.0748383,1.2192167,1.00596,1.0000402,0.5741274,0.92248833,0.9797336,0.72184116,0.5565847,0.9521279,1.010701,1.0123878,1.1579089,1.0211643,0.72808117,1.252655,1.0214338,1.0960314,1.0654807,0.9344917,0.791971,1.2120702,0.944726,1.1142352,0.6834466,0.96340173,0.90811944,1.1866266,1.1625788,0.82696366,1.00929,1.1378992,1.098206,0.9750713,1.1573578,0.95550275,1.0406995,0.8117341,1.0217761,1.0631609,1.1786059,1.1235354,1.2105628,1.1814693,0.9345411,0.6726738,0.706537,0.76250696,0.8408067,1.1332593,1.065951,0.9625915,0.8649555,0.7473664,0.9610407,0.9627727,0.96579075,0.9032428,1.2713466,0.90329623,0.9563128,1.2099673,0.0,1.2239486,0.7921095,1.218223,0.7972014,1.1495287,0.97647876,0.9109683,0.8596279,1.1396121,0.93004864,0.9808884,1.194555,0.73926437,0.8535709,0.93035954,1.0657893,1.2912358,0.9548944,1.0942862,0.6966502,1.0469327,0.8510374,0.8488475,1.0690911,0.64607084,0.91305065,1.0993327,1.0230287,0.9819801,0.87575454,1.1243384
shirt,0.7803104,1.0265365,1.4264556,1.1032002,0.520275,1.2120031,1.3857944,1.280752,1.195158,0.6966028,0.95820934,0.5355345,1.4216473,0.7847052,0.17972463,1.0762727,0.5831398,0.94006884,1.0988126,1.4102812,1.4695565,0.95422083,1.3562428,1.3137671,1.4255289,1.2821178,1.3930176,1.1472466,1.3133873,0.84331,1.0181882,1.2604976,1.3311837,0.76655555,0.6547569,1.2984524,1.0246649,1.1626968,1.1425653,0.51672447,1.0752307,1.489511,0.67303145,1.4765537,1.050574,0.8871119,0.54448617,0.82300997,0.89196455,1.1100003,0.34468317,1.1440326,1.3783293,0.66660947,0.5270039,1.1919093,0.9531977,1.3436753,1.1601753,1.0629106,1.4734563,1.1730859,0.8850739,0.8027363,1.1059628,0.9187965,0.71366084,1.1312344,0.5102047,1.1391011,0.8108546,1.053742,0.80453503,1.156475,0.23667645,1.0534278,0.41794395,1.2784678,0.9456959,1.459902,0.7794409,0.85272497,1.4007163,0.9224757,0.68834865,0.90318036,0.7849519,1.2745191,1.3977623,1.1678979,1.0499295,1.0443112,1.443394,0.89567393,0.927675,0.13966346,0.40342194,0.75848126,1.48489,1.438154,1.0819175,1.3729377,1.1225858,1.2315354,1.123327,1.3165863,1.423319,1.128311,1.2591839,1.0203891,1.4811757,0.893382,1.0171028,0.8099867,0.48801482,1.2239486,0.0,1.087234,0.5123967,1.204684,0.84059453,1.1403011,0.75204736,1.4301393,0.74499315,1.447273,0.9079371,0.90971583,1.375524,0.97746617,1.3823617,0.8380502,0.17492783,0.81899035,0.59096694,1.532378,1.2716604,1.3573861,1.1772497,1.1374761,1.2877862,0.79247046,0.8763196,1.1039034,1.1977793,1.3427975,0.8566401
shoe,1.0226259,0.9042107,1.080051,0.9643752,1.0720096,0.9497029,0.9437164,1.0296658,0.8207928,1.1675537,1.1202279,1.0746506,1.0312071,1.0452209,1.0139953,0.97219646,0.9625978,1.0349193,0.8590402,1.0581484,0.95290697,0.8634536,0.9558059,1.056482,0.88518643,0.92406714,0.98397535,1.0092145,1.0623341,1.2230855,0.9358104,0.9647899,0.9595176,1.2386497,1.1047162,0.9664876,0.7974585,0.9856406,0.98884356,1.0740963,1.0967861,1.0333357,1.0175711,1.0762461,1.0270294,0.99285877,1.0756133,0.82588845,1.2252179,0.98824775,1.0970961,0.96461064,1.0613678,1.1677371,1.0739032,0.9402627,0.9926096,0.9742465,1.0465521,0.9466104,0.98266196,0.89349407,0.94449514,1.0078673,0.9919894,0.7429725,1.1251086,0.7949611,1.1050948,0.95301473,0.8747541,0.8651399,1.1306586,0.94005597,0.99348587,1.0467947,0.921091,0.8839804,0.98999447,1.1055614,1.0328408,0.9617165,1.0184928,0.9579438,0.7033591,1.0094616,0.8834816,0.92590964,1.0733991,0.91789484,0.8661536,0.9863125,1.0487524,1.1245848,1.1352227,1.0167897,1.0186423,1.017736,1.0326875,1.0119385,0.9013999,1.0371718,1.0895858,0.98608744,1.0122321,1.0927111,0.92581034,1.0351453,0.9200124,0.7335736,0.86239684,1.1165731,1.1813369,0.99208677,1.0361036,0.7921095,1.087234,0.0,1.092624,0.80316544,1.2201821,1.0213207,0.939906,0.7785397,1.1486443,1.0072173,0.69188356,1.0083469,0.8599995,0.89263153,1.0359826,0.8676907,1.1042651,0.99633694,1.1057106,0.9809089,0.8664463,1.0130819,1.0115632,0.9233303,0.8388344,0.9229354,1.1451328,1.1519309,0.98235446,1.0090243,1.247756
shorts,0.75692606,0.79683244,1.2731334,1.0429795,0.5205143,1.1983689,1.2689682,1.1299461,1.3931856,0.89276624,0.9357951,0.69603586,1.1008031,0.625729,0.6399135,1.0344408,0.5771806,1.0376718,1.2626294,1.3857961,1.451149,1.2060503,1.2208127,1.2738466,1.476898,1.2913227,1.0950506,1.0553181,0.9605286,0.6135809,0.9428281,1.2673347,1.4073659,0.88727665,0.8918174,1.2425499,1.1759104,1.202152,1.1861255,0.7174953,0.9150638,1.3037287,0.76642966,1.4003847,1.1547428,0.9814927,0.3917687,1.0339265,0.9195635,0.8913273,0.5808628,0.9143041,1.203423,0.7022684,0.8879755,0.9507352,1.0633154,1.0350502,1.2809448,0.6913723,1.302584,1.186287,0.949635,0.8871226,1.0336578,0.4654929,0.7424957,1.0612127,0.8002647,1.2429552,0.6530497,1.0164976,0.95775974,1.2281657,0.5762475,1.27753,0.371826,1.2359604,1.1146301,1.4349654,0.73854357,0.9374586,1.2098405,1.1278179,0.54953414,0.8337196,0.8160274,1.279386,1.2685684,0.99090475,0.99947816,0.9065801,1.3695037,0.8527462,0.74359095,0.5003579,0.1995843,0.99110323,1.2693486,1.240564,1.2082517,1.248563,0.8388206,0.90468025,1.0638368,1.1521056,1.4082558,1.1092695,1.108611,1.1303782,1.3515573,0.99528545,0.96076554,0.7881545,0.6274469,1.218223,0.5123967,1.092624,0.0,1.2815964,0.9603904,1.174841,0.880722,1.1670529,0.65797234,1.4064674,0.58820266,0.7113544,1.3831534,0.93264556,1.2920547,0.8746078,0.5721892,1.0131167,0.85112494,1.4273583,1.023251,1.0320343,1.1877146,0.9647175,1.444189,1.0651299,1.042134,0.9521308,1.1513274,1.1734811,1.011751
shovel,0.89439213,0.9456755,1.1376578,1.1246133,1.0419742,0.9615022,0.9659034,0.6781095,0.7744459,1.0562884,1.0918226,1.096672,1.2136852,1.0147413,1.0601453,0.93243873,1.1215074,0.9581713,0.9033713,1.0958683,0.82175684,0.7961133,0.7961912,0.76171315,0.80022424,1.0028721,1.0506123,1.2054268,1.1095798,1.3234074,0.989706,0.84139663,0.94485915,1.2119853,1.099081,0.9319854,0.70491743,0.87920034,0.7044123,1.0733075,0.93334246,1.0693238,0.993261,1.087526,0.86565137,0.7596217,1.1704309,0.91908777,1.2308478,0.81500125,1.1132994,1.2098145,0.9632566,1.1577194,1.1903416,1.1879838,1.0170048,1.0049952,0.9113474,1.2411194,0.9042994,0.8214567,0.99032396,0.7649685,1.3224883,1.0015686,1.0152273,0.8401239,1.2746162,0.80735624,0.97424686,1.2031848,0.9918175,0.7582842,1.1534196,0.91273093,1.1168276,0.3792982,0.9451265,1.0176193,1.158389,1.0363636,0.8705473,0.80908084,0.825649,0.9131368,0.90354365,0.7361413,1.2267114,0.98789734,1.1154145,1.2781861,0.94694954,1.0958443,1.2436867,1.1185772,1.2050635,0.92400986,0.9938717,0.8137197,1.0713708,0.75771713,1.1452525,1.1317642,1.0277668,0.9811292,0.7515899,1.0965387,0.79576826,0.8687267,1.001529,0.9861803,1.1479974,1.1426913,1.009771,0.7972014,1.204684,0.80316544,1.2815964,0.0,1.1916118,0.9156835,0.7312273,1.2057004,1.2136964,0.9981468,1.0169144,0.9332463,0.39694995,0.8095255,1.1307673,0.9396054,1.1471641,0.78633416,0.94509387,0.9529741,1.2445773,1.1405686,0.7869122,1.0424863,0.8070286,0.67321634,1.0500818,1.123685,0.80226755,1.2466009,1.1787612
shower,0.93317395,1.187481,1.3224616,1.3006468,0.80861676,1.1442162,1.2939734,1.2805885,0.99573076,0.28978443,0.76783764,0.7433475,1.2122505,0.6592022,0.9384836,1.1459541,0.7938364,0.8975146,1.1598351,1.1410209,1.2204477,0.99540997,1.3351333,0.943111,1.17039,1.1371303,0.9354347,0.88515884,1.3116938,0.55276144,0.9134354,1.204151,1.1255231,0.47112113,0.8144463,1.1221399,0.88229823,1.2882721,1.2372291,0.82229376,1.2300104,1.2526789,0.81195915,1.1560162,0.96551,0.9423436,0.86173785,1.2834635,0.2825929,0.9090922,0.87832636,1.1442713,1.3204939,0.6672863,0.9777372,1.2345562,1.0644436,1.3388348,1.1815586,1.2169294,1.1233547,1.3402257,0.98853064,0.92617565,1.1753843,1.2692313,0.77610105,1.311604,0.98610973,1.1814294,1.1130522,1.2284465,0.99895835,0.6845206,0.7777079,1.1420405,0.90804684,1.0755247,0.78767383,0.84283173,0.9076892,1.0636326,1.3173645,0.94863546,1.1533487,0.7133172,0.9086668,1.1756345,1.2417521,0.8989396,1.1898206,1.1431898,1.313185,0.44709986,0.88233364,0.84118426,0.901736,0.9656142,1.1911824,1.213051,1.1303314,1.2812078,1.0099112,1.0750915,1.1695553,1.1608304,1.1830832,1.1301332,1.417306,1.1123185,1.1544218,0.6051101,0.6865101,1.0230014,0.9268368,1.1495287,0.84059453,1.2201821,0.9603904,1.1916118,0.0,0.5452268,0.8412645,1.2923424,0.56038976,1.0901002,1.1526588,1.1548626,1.1286019,0.9298712,1.2638636,0.8968313,0.81246877,0.91621566,0.7645583,1.2754132,1.272572,1.2774254,1.0736213,0.88288283,1.3512332,0.97037923,0.7536101,0.87798595,0.7680441,1.2161449,0.4967265
sink,1.1199249,1.1386178,1.1190574,1.3343378,1.0552049,0.99266386,1.0481876,1.1529096,0.73323023,0.43278146,0.995488,0.92780805,1.0149564,0.77077883,1.174311,1.0599358,1.0032847,0.8148688,0.97891027,0.87328064,0.71443236,0.851071,1.2045996,0.929868,0.80377406,1.0299392,0.7167292,0.71564364,1.2213938,0.9113336,0.919101,1.0407428,0.90102774,0.74187636,0.98937017,0.7874589,0.67597604,1.2734256,1.1424342,0.95438206,1.2951053,1.0012662,0.87068033,0.83392084,1.0459679,0.7928903,1.1688263,1.2920604,0.6693393,0.7577854,1.1029522,1.1954811,1.1063209,1.0102947,1.1667745,1.1917348,1.0189619,1.1579525,1.1665826,1.2427812,0.91635257,1.2561669,1.0491531,0.9751572,1.219803,1.2596287,1.0454513,1.2434963,1.1633301,1.078297,1.2261229,1.1156701,1.0183848,0.6485405,1.0936513,1.0821234,1.1664,0.84777665,0.97373843,0.66365176,1.12908,1.1291178,1.1322863,0.87900686,1.2383887,0.8187035,0.9340614,1.0470083,1.0198774,0.7698667,1.2253035,1.2032427,1.1053271,0.6098784,1.1181477,1.1584637,1.1839703,0.9447651,0.924629,0.9365169,1.0489936,1.1317406,1.0944849,0.8519425,1.2354449,1.1597816,0.6987013,1.0840744,1.3087538,1.0875039,0.7938137,0.6760355,0.95047987,1.2480708,1.1481936,0.97647876,1.1403011,1.0213207,1.174841,0.9156835,0.5452268,0.0,0.8526621,1.0612088,0.8343295,0.78613436,1.0812526,1.1728607,0.731296,0.79698706,1.0089253,0.9501461,1.123003,1.097404,0.9399345,0.9703797,1.2015291,1.1467631,0.89234036,0.8109624,1.135778,0.91181934,0.92300254,0.89158785,0.80303615,1.0874238,0.8367441
slide,0.64168864,1.1970518,1.4672446,1.1774937,0.6816362,1.200667,1.2203258,1.0070851,0.8779756,0.51189554,0.98141503,0.44407576,1.5103353,0.69929975,0.638681,1.1158442,0.565217,0.8705236,0.835418,1.458622,1.1523621,0.54233706,1.3216777,1.2009215,1.123853,1.2883651,1.2159005,1.0470175,1.2138416,1.088568,0.82791394,1.1337684,1.304795,0.90255636,1.0658946,1.2200488,0.91173434,1.1484598,1.009154,0.4319151,0.9609297,1.4594864,0.4090861,1.4539052,0.93133295,0.7119276,0.7712934,0.9350848,1.0233566,0.67314947,0.8244018,1.3861887,1.3586808,0.7080552,0.97320724,1.4334209,0.9418326,1.1718954,1.0188179,1.259301,1.4668679,0.8857066,0.7851734,0.6304,1.3757789,1.0445321,0.6064813,0.8521924,1.0444895,1.0749998,1.031872,1.3430302,0.77947897,0.96367985,0.66846395,0.8589511,0.6406616,0.98080784,0.7306589,1.4394296,0.96298885,0.86191905,1.2789412,0.6573141,0.65661466,0.63488734,0.692502,1.1931962,1.5214407,1.1503322,1.4195296,1.2929378,1.3828189,0.8581581,1.1210232,0.59884703,0.7004951,0.64764446,1.5079547,1.4336498,1.0196944,1.2181964,1.2365713,1.2303809,1.2109591,1.2540305,1.1144919,1.1488976,1.2209011,0.9597284,1.3368087,0.8117463,0.9534498,1.1285636,0.882229,0.9109683,0.75204736,0.939906,0.880722,0.7312273,0.8412645,0.8526621,0.0,1.5388433,0.88021487,1.4701445,1.0525141,0.8380153,1.041524,0.8822845,1.4431056,0.7093993,0.71045566,0.5548522,0.4410922,1.3581663,1.504739,1.4102137,1.1673713,1.1893215,0.90878445,0.37395167,0.926701,1.1958324,1.0403862,1.4842682,0.8979613
slipper,1.3879364,0.77640885,0.30829728,0.7342882,1.3566327,0.9160296,0.5995742,0.86762196,1.1166795,1.5102615,1.1216824,1.5207448,0.18639529,1.3929352,1.4676883,0.90642875,1.4275343,1.1927886,1.1633519,0.37546527,0.5814349,1.4220697,0.7169171,0.84682053,0.7271251,0.73591185,0.5604937,0.9231333,0.4652912,1.0105923,1.0967162,0.9691731,0.6716933,1.316419,1.1315744,0.7906606,1.1786544,0.9771291,1.0193673,1.5222086,1.1152759,0.2535807,1.5826813,0.3409512,1.2058885,1.3550358,1.3857129,1.0957158,1.1893997,1.2108964,1.3939661,0.4410212,0.5524626,1.2523634,1.1751635,0.38147235,1.1635582,0.5986361,0.9868638,0.43059564,0.41018194,1.0736604,1.3156159,1.4582404,0.4018755,0.89231896,1.4265035,1.0835942,1.0903962,1.0354798,1.0301102,0.5388558,1.258623,1.0856795,1.4560927,1.1935368,1.3711536,0.96713823,1.2822466,0.5362387,1.1887283,1.1840308,0.671311,1.3885,1.3753496,1.3383613,1.3745059,0.97636116,0.20449686,0.87777245,0.42156732,0.53041726,0.5310717,1.2387655,1.0143392,1.4966134,1.3078938,1.4215798,0.2527331,0.4259888,1.0109758,0.6908701,0.8574006,0.7368487,0.9091111,0.77880156,0.76630455,1.0269637,0.79982024,1.029148,0.5280317,1.383403,0.95763916,1.1608733,1.3377862,0.8596279,1.4301393,0.7785397,1.1670529,1.2057004,1.2923424,1.0612088,1.5388433,0.0,1.260406,0.40669692,0.8906341,1.2693753,0.8748651,1.2596304,0.3339054,1.3116742,1.4820662,1.3738705,1.6269448,0.44989872,0.17532349,0.33528006,0.7443249,0.83145934,0.96773237,1.4893446,1.2803078,1.0290978,0.9725051,0.17548865,1.3282528
