,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window,zebra
bird,1.1499605,0.5825645,0.56196064,0.9495838,1.3829043,0.7311121,0.7368732,0.76627815,1.2811757,1.358268,0.9238433,1.465944,0.2693982,1.1544559,1.3951988,0.0,1.3534255,1.0533508,0.7478591,0.46992218,0.892483,1.295031,1.0374979,0.84695876,0.8225398,0.88871527,1.1471498,0.57077056,1.0825875,0.89941293,0.9884988,0.9024663,1.4027767,1.1516278,0.93679035,1.300151,0.9564368,0.9166566,1.4449198,1.0600039,0.28342438,1.4631586,0.5091181,0.6020691,1.2001464,0.8757448,1.1096698,1.0200905,0.9747541,1.2871848,1.2062349,0.78537333,0.726342,1.2100875,1.255577,0.7722242,1.0497903,0.3751335,1.0409502,1.1228997,0.61558104,1.1210693,1.3695233,0.76339823,0.5551892,1.4077234,0.6797938,1.232063,1.1452935,0.5407386,0.97144663,1.2211608,1.4007955,1.1179198,1.2253768,0.55520785,1.2723465,0.57412755,0.8644444,1.0133065,1.2369019,1.176045,1.3082435,1.2194909,1.0105869,0.42919683,0.613744,0.86690813,0.9248816,0.7546518,0.9299812,1.2541091,1.4298528,1.2371651,1.1831616,0.33208758,0.45996428,0.64900124,0.50390834,0.9075851,0.977824,1.0902745,0.7947186,0.6472299,1.321219,0.7979192,1.2879847,1.2550352,0.93104696,1.2327989,1.0936582,0.86705494,1.3993424,1.1649479,1.130229,1.0887244,0.76117694,1.4511682,0.30667293,1.292392,0.38866377,0.6578648,1.0740502,0.86174524,1.3006732,1.2530475,0.60468054,1.1426958,1.3906933,1.3024396,1.5089281,0.6324431,0.64850223,0.8214575,1.0348616,0.7650993,0.812772,1.3750498,1.127848,0.88290274,0.38206184,1.2310398,1.1550198
blanket,0.7307903,1.1433953,1.4937654,1.2291853,0.61145043,1.3538268,1.3552939,1.3398157,0.9817631,0.6797787,0.88761234,0.18023413,1.2696166,0.86086416,0.62201434,1.3534255,0.0,0.87821966,1.1652193,1.4606663,1.3669338,0.95387477,1.1511035,1.0720596,1.3523124,1.0993103,0.9010848,1.3439509,0.65756005,0.9703567,1.0254862,1.3212018,0.68364024,0.78046906,1.2937534,0.9272428,1.1448519,1.293777,0.28856122,1.0743951,1.4794092,0.6174214,1.4967155,1.2017266,1.0418545,0.7967086,0.97885764,1.0023745,1.0532074,0.57647216,0.9028821,1.2570589,1.4103451,0.43979347,0.9642019,1.279743,0.9946626,1.2382663,1.0641644,0.95598245,1.3667004,1.0175252,0.9503843,1.2350264,1.1275424,0.54515636,1.4688208,0.940043,1.0519747,1.3593912,0.8904176,0.8798598,0.54157627,1.1943661,0.5619285,1.4053957,0.7856695,1.3493657,1.0453442,0.8459195,1.0384107,1.076926,0.6820457,0.9360332,1.1675726,1.4100755,1.05732,1.208699,1.1740898,1.3988729,1.089714,0.6842628,0.4631846,0.639153,0.81733656,1.4245027,1.3780394,1.159257,1.3385165,0.3860681,1.0608575,1.2251233,1.0793462,1.257838,0.6719615,1.310895,0.8261383,0.43034106,0.8929417,0.9941728,0.9948807,1.3139087,0.5920197,0.7716665,0.75458103,1.078402,1.1289158,0.7587887,1.3314283,0.4343084,1.4630214,1.0184447,1.1047732,1.323747,0.8979702,0.86438656,1.4413091,0.84032714,0.63120615,0.8453407,0.6372832,1.4887289,1.3235728,1.2394476,1.1405915,0.7671552,1.3795426,0.97305846,0.8550638,1.0885228,1.3950179,0.7791711,0.74347055
boat,0.9639942,0.93381506,1.1482124,0.8215288,1.0991452,0.97961205,1.0625092,0.8287886,0.9022807,0.92065406,1.1599767,1.059726,1.0557988,0.7825466,1.0540091,1.0533508,0.87821966,0.0,0.87324095,0.9007253,1.0004367,1.1029211,0.919001,1.1775246,1.0657855,0.7865004,1.0375037,1.2537535,1.0371237,1.0156674,0.8029497,0.74293494,1.1698102,0.98716605,0.91121405,0.8977778,0.87952536,0.80423486,1.1148652,0.8525974,0.94972664,1.0781891,0.91658264,1.0219746,1.0288583,1.0497333,1.0113014,0.8652365,0.8477909,1.2279143,0.8621777,1.167563,1.0371963,0.96605796,1.1559478,1.1710801,1.0750268,0.9388381,1.0627946,1.091126,0.6765221,1.1947899,1.1093676,1.2275305,0.995553,1.2048057,1.0778472,1.1960459,1.1545389,1.0971975,1.0871651,1.1072785,1.1757861,1.2100347,1.0864806,0.68860674,1.09466,0.7633393,1.165579,1.0872684,1.0418152,0.72980344,1.0305972,1.0851539,0.9169042,1.1133513,0.55588156,1.0882955,1.0647403,1.0550203,0.748005,1.0726112,1.1740384,1.1634375,0.9522187,0.8466408,0.8368495,0.9732009,1.1271167,0.733597,1.146225,0.8122771,0.9850622,1.2550195,0.9657047,1.0243379,1.0731424,0.91336244,1.2305163,0.9781349,1.0285372,0.92420805,1.1656164,0.78641945,1.1382618,0.96859145,0.8064509,1.0951809,0.97085124,0.88238,0.93528605,0.89509296,1.0216277,0.69425124,1.0402448,1.0510169,1.0974222,1.0037282,1.1750158,1.1923645,1.1459736,1.048906,1.2011966,1.116417,1.0447701,0.58577573,1.0984814,1.0498326,0.9344341,0.972211,1.1193581,0.9967953,0.9968123
book,1.1253685,0.9032125,0.9185848,0.92862993,1.3034788,0.9915716,0.96791685,0.89014053,0.84557784,0.98811454,1.1548071,1.1386654,0.824656,0.8613299,1.081303,0.7478591,1.1652193,0.87324095,0.0,0.75176764,0.8274004,0.7393085,1.0156418,0.77195024,0.79578376,0.9307835,1.0472279,1.0038674,1.2651179,0.821602,0.9901722,0.99940264,1.0902472,1.098922,0.8833155,1.0293727,0.9645836,0.9610327,1.0817387,0.9598351,0.74406624,1.0854564,0.79472023,0.9335007,0.9644274,1.1362672,0.99479556,1.0296171,0.74403167,1.2533509,0.9551467,1.0320244,0.9696365,1.3051876,1.202471,1.0535071,1.0892247,0.90891266,0.96896464,1.1807947,0.8218031,0.9814085,1.1051207,1.0782266,0.95122707,1.186675,0.7690396,1.209503,1.0713874,0.96681976,1.1137097,1.202059,1.2870766,0.9328524,1.2345366,0.75498044,1.0048089,0.8271499,1.0618995,0.9122752,1.1495994,0.8618008,1.1467326,1.054378,0.986474,0.9711537,0.74111813,1.0459402,1.068505,0.90232545,0.699438,1.1710174,1.2644527,1.272392,0.48154688,0.73108387,0.745179,0.995247,0.92048186,0.9809786,0.96373457,0.91292685,1.0305065,1.0139195,0.952537,0.7224474,0.9713514,1.1733587,0.9898541,1.061913,0.95832664,0.7931044,1.3368962,0.88627815,1.1901731,0.9569601,0.877723,1.1301718,0.8510211,1.183682,0.85568166,0.9912351,0.9753802,0.8809125,1.1701782,1.0716321,0.8905224,1.0284964,1.2916799,1.0720158,1.0266206,0.7499958,1.0644634,1.1155964,1.0674728,0.83286226,0.7705061,0.83032846,1.0633408,0.75939906,0.94159967,1.116888,1.2248806
bottle,1.188824,0.75077236,0.5380881,0.7137359,1.4633608,0.6028396,0.73363453,0.78476,1.0853381,1.1340853,1.2073166,1.4725332,0.52473503,1.1821705,1.231334,0.46992218,1.4606663,0.9007253,0.75176764,0.0,0.779796,1.139681,1.0426145,0.98329365,0.69716895,0.7552,1.0611614,0.82697374,1.1847064,0.9457859,1.0320648,0.612216,1.2708397,1.1861455,0.7829566,1.1022886,1.048482,0.80773216,1.4228654,1.0834587,0.35303998,1.3509815,0.22822964,0.82474333,1.1518103,1.0584693,1.0995506,0.8918676,0.9871631,1.3589847,1.1237483,0.9169101,0.6383558,1.2976619,1.2300695,0.92067957,1.0020525,0.5901154,1.0631039,1.2617173,0.6627388,1.2277094,1.0233827,0.8926772,0.7615385,1.439815,0.6829511,1.224427,1.2607834,0.53443986,1.1231216,1.3185527,1.4471477,0.9789344,1.4608828,0.4946885,1.2507402,0.4791062,0.9721016,1.297631,1.0899165,0.644163,1.4180703,1.1693897,1.0640485,0.44293892,0.5590333,0.94509,1.0489632,0.7549807,0.75626034,1.3460823,1.4796183,1.4489654,1.1735429,0.44941163,0.5993668,0.66870713,0.7007651,1.0960639,1.0677403,0.85369205,0.89481354,0.8207171,1.3086034,0.5401585,1.0538067,1.2757087,1.0994743,1.1887689,1.203387,0.9541464,1.424082,1.13756,1.3010819,1.1483842,0.53769976,1.3079386,0.44683063,1.3107574,0.26104116,0.87181705,1.0180569,0.79911715,1.1519008,1.2454857,0.5898755,1.1313039,1.4145354,1.3033671,1.3547844,0.5781328,0.79902077,0.924573,0.96556705,0.7747582,0.7211461,1.2100946,1.099048,0.8870851,0.4456854,1.187282,1.2415915
bowl,1.2324663,1.0514767,0.70925516,0.60985845,1.4391428,0.74867284,0.7173823,0.7092578,0.58502495,1.0059863,1.2821833,1.3567626,1.0066941,0.96066594,1.1624457,0.892483,1.3669338,1.0004367,0.8274004,0.779796,0.0,0.6376361,0.81500036,1.0051148,0.22664952,0.6191318,1.1338581,0.9479851,1.336077,1.1308801,0.93040675,0.6148473,1.0030947,1.2738645,0.42831427,1.1118965,0.89809614,0.7627145,1.3120714,0.86042136,0.82697767,1.1130486,0.42122483,1.1769861,0.47943848,1.3316172,0.94035983,1.1668754,0.97749525,1.4232111,0.992999,1.0370781,0.70716435,1.273391,1.2205299,1.1488111,1.045881,0.8381598,0.91677785,1.322195,0.91395986,0.9820861,0.8647698,1.1998699,1.1125432,1.1545283,0.6139134,1.3242304,1.169739,0.99925196,1.3670609,0.96807176,1.4469817,0.5720732,1.4462612,0.94922274,1.207043,0.8716187,1.1792363,1.0897986,0.8188796,0.8757684,1.1017923,1.1661296,0.88311654,0.9254681,0.9796969,1.2155484,1.0153025,0.66190565,0.9306274,1.3201586,1.457298,1.4699333,1.0871698,0.9507194,0.93033606,1.0978175,0.88826126,1.2459029,0.9973609,0.3436666,1.1332786,0.98750824,0.9720417,0.77957886,1.1598878,1.2632657,1.1894207,0.8955696,1.1709785,0.54240197,1.4722729,1.0836734,1.4009614,0.75072,0.65122664,0.9641653,0.8996274,1.249539,0.93554795,1.1712546,0.32873815,0.71114373,1.0360445,0.96822023,0.8292151,1.2579961,1.4371343,0.98248416,1.0205083,0.5138778,1.1648575,1.1320558,1.0948505,1.0682366,0.51941323,0.44294447,1.1741775,1.0723238,1.0570021,1.2336063,1.2488366
box,1.1019672,1.3615581,1.2705033,1.0250723,1.0702127,1.2342646,1.1126782,1.1147861,0.3034309,0.6458218,1.2586894,0.76624423,1.353868,0.6805978,0.8487841,1.295031,0.95387477,1.1029211,0.7393085,1.139681,0.6376361,0.0,1.0470169,0.7524081,0.6061199,0.87934995,0.91381663,1.2533662,1.2157378,0.87412053,0.99877626,1.1521895,0.45915198,0.9864471,0.95074564,1.0076005,1.1741418,1.0320877,0.724528,1.0241388,1.2911065,0.5344236,1.0352868,1.3337471,0.600883,1.2989168,0.84217405,1.0924402,0.815825,0.9877286,0.9028935,1.2721335,1.2315112,1.0962548,1.032134,1.3899143,0.77906805,1.4189959,0.796067,1.294197,1.2906742,0.83411956,0.6469771,1.3312206,1.3923919,0.68869984,1.0467694,1.0464753,1.1404331,1.3583987,1.2039138,0.8053874,0.96840835,0.5001006,1.0881622,1.2477279,0.63389385,1.2738308,1.2246393,1.012128,0.9868224,0.7943869,0.98829776,0.8084302,1.0606341,1.3951323,1.2261512,1.2766864,1.1876864,1.1295431,0.93806446,1.0535078,0.943737,1.1054784,0.74495625,1.3332704,1.2490928,1.28194,1.217038,1.2575623,0.83957285,0.8225263,1.2442513,1.3025893,0.53889394,0.8837025,0.74415815,1.0480562,1.1087313,0.8302582,0.93786806,0.85508645,1.0248339,0.9390964,1.1446939,0.71876425,1.0039613,0.56761813,1.387048,1.0232114,1.3884299,1.4030577,0.7976863,1.1374172,0.93249476,0.9135051,1.2003568,0.88653874,0.9650752,0.621316,0.50571984,1.0703732,1.4294258,1.3677192,1.0789535,1.2105865,0.69726646,0.27785718,1.0143,0.79646176,1.433079,1.0146701,1.1223048
bread,1.0598773,1.1380376,0.9722992,0.86794984,1.0683713,0.95566547,1.1003946,0.61922556,1.1320093,1.1498327,1.0587533,1.1990923,1.1483073,1.0801586,1.029118,1.0374979,1.1511035,0.919001,1.0156418,1.0426145,0.81500036,1.0470169,0.0,1.1568576,1.0032754,1.0834256,1.1502527,0.9496697,1.2404754,1.1481806,0.34580088,0.99530065,1.1729741,1.1898872,0.8083167,1.0989182,0.19529343,0.73873866,1.2081034,0.09065759,1.0772033,1.2047195,0.994021,1.1016225,0.7559133,1.1677395,1.003751,1.1456501,0.95693773,1.1669649,0.969815,0.9438496,0.9032805,1.0952628,1.0970703,0.9542184,1.1598344,0.9588698,1.041629,0.8425485,1.1170995,0.96633977,0.99598944,1.0834476,1.0976968,1.1697631,0.77183044,1.1417189,0.9116384,1.1775151,1.1555195,1.1020571,1.2471217,0.94947594,1.2775934,1.1363927,1.2113224,1.0731275,1.01761,0.81780064,0.66559964,0.8654541,0.95988643,1.1278617,0.24734306,1.0879484,0.95861185,1.0612445,0.98258984,0.84358436,1.1422404,1.0574504,1.2621152,1.2381141,1.0833788,1.095501,1.0698469,1.0777458,1.0371643,0.9808923,1.0830712,0.7426901,1.0811182,0.85537,1.0906751,1.0677347,1.1067448,1.1205865,1.0366099,0.47721827,1.0709081,1.0954691,1.2930905,1.0606258,1.1811367,1.0983864,1.1166276,1.1172518,1.13266,1.0719423,1.0167036,1.0934865,0.7795713,0.9748265,0.9136119,0.9614778,1.0218018,1.1686584,1.2417954,1.1224289,1.0716896,0.8948258,0.9835386,0.8800403,1.0665292,1.0061179,1.0072157,0.81520647,1.0679594,1.2262291,1.0869178,1.150955,1.1755234
broom,1.0982356,0.98695695,1.1035903,1.1508881,1.0693355,1.2381576,1.13569,1.1996379,0.91527367,1.080092,1.1061918,0.95041245,0.96625763,0.68758345,1.1864157,0.84695876,1.0720596,1.1775246,0.77195024,0.98329365,1.0051148,0.7524081,1.1568576,0.0,0.817848,0.86765766,1.0923982,0.94841105,1.1081783,0.4029081,1.0480782,1.2329412,0.7443469,0.9929949,1.1179456,1.1157192,1.1155617,1.1338834,0.95258,1.1509852,0.969952,0.83300316,0.96073604,0.8465537,1.0499423,1.1529081,0.90934044,0.7662599,0.901045,0.9973282,1.1724893,0.84126973,1.1901491,1.1580755,1.1766002,1.0414582,0.8265918,1.1925182,0.8049485,1.1240042,0.97881716,1.0798476,1.0601226,1.017396,0.94369227,0.9009278,1.171206,1.0598565,1.0593823,1.0372897,1.0643693,0.84805197,1.1076062,0.8575371,1.0425959,0.88839,0.44547993,0.883381,0.8816277,0.9168426,1.1804452,0.99205047,1.0475878,0.9823153,1.118292,1.0918672,0.9177973,0.96265286,1.0568343,1.2073443,0.90358,1.1975216,1.1133583,1.0042411,0.87692237,0.9409484,0.91232705,1.1303203,0.9180582,0.95274085,0.71196866,1.2179505,1.1228664,1.0969316,0.9440917,0.86300355,0.82676935,1.1513233,0.87221605,1.1388049,0.6761896,0.8790482,1.1635551,1.0610102,1.084401,0.59488755,1.1058195,0.99655694,1.033035,1.2366662,0.99764264,0.86440593,1.1022949,1.0119432,1.076877,0.9734697,1.0464156,0.7460719,1.142077,0.7292918,0.93414545,1.030506,1.0233805,1.1312652,0.99704015,0.9089959,0.9875404,1.0370117,1.1127836,0.12986857,1.0066199,0.98906857,1.0879487
bucket,1.2380791,1.0302452,0.7387393,0.7330298,1.421071,0.83266973,0.6790359,0.8381393,0.63675636,1.0592041,1.2074647,1.3679667,0.9299572,0.91306555,1.132048,0.8225398,1.3523124,1.0657855,0.79578376,0.69716895,0.22664952,0.6061199,1.0032754,0.817848,0.0,0.5359548,1.1955087,0.851742,1.3199697,0.93806523,1.0065502,0.78514504,0.99610966,1.1942204,0.5898466,1.1394417,1.0789582,0.81838703,1.3201022,1.0470666,0.82339877,1.1061864,0.37250346,1.075622,0.661704,1.2513789,0.83148754,1.1304885,0.93223983,1.352701,1.0164756,0.9865019,0.78600234,1.2747505,1.199297,1.0861735,1.0239892,0.85687745,0.8794663,1.2977439,1.0003049,0.95854425,0.9832821,1.0949956,0.8752975,1.192197,0.68631667,1.2825253,1.1591778,0.8682698,1.2456831,0.9287485,1.3748503,0.47446114,1.3478425,0.98065114,1.1150688,0.8831961,1.0776802,1.0851856,1.0010462,0.84750515,0.9993936,1.111572,1.0080062,0.91991717,0.8720399,1.1311967,0.9618438,0.70154417,0.912822,1.3067781,1.4203689,1.3482206,1.104363,0.9776789,0.9756755,1.034962,0.82848656,1.190881,0.930945,0.68427265,1.0312552,0.9129745,0.825731,0.5780898,1.1834061,1.2613021,1.183452,1.0794829,1.0012203,0.59295565,1.4186822,1.0239835,1.3266335,0.75820446,0.8404896,0.98925734,0.8470839,1.296969,0.8685615,0.9667665,0.57603794,0.835343,1.1034641,1.1464572,0.831305,1.1076605,1.3834479,0.97684723,1.1426187,0.4914239,1.0860373,1.1574391,1.1027919,0.9361564,0.4224049,0.6563987,1.2397971,0.9025784,1.0009642,1.2852255,1.20032
can,1.1313037,0.88264245,1.0182773,0.82651216,1.2775502,1.0805025,1.1007144,1.0522681,0.6913855,0.77053994,1.1502631,1.2105005,0.83352506,0.8120184,1.1474062,0.88871527,1.0993103,0.7865004,0.9307835,0.7552,0.6191318,0.87934995,1.0834256,0.86765766,0.5359548,0.0,0.9209162,1.0143725,1.0047541,0.822251,0.98556477,0.6000261,0.975833,1.0622431,0.7775066,0.99344844,1.1225088,0.9006866,1.2449024,1.0901144,0.88746625,0.90184665,0.590133,0.93288064,0.89579105,1.2176628,1.224628,0.80683315,0.7944691,1.2983377,1.0860549,1.0017942,1.0771406,1.063284,1.1937157,1.1041269,0.8845211,1.012176,1.1908705,1.1471397,0.67829883,1.3764455,0.8971093,1.0784025,1.0255276,1.234143,1.0685935,1.2106276,1.2000802,0.9714215,1.2440492,1.072098,1.2656683,0.86319137,1.0801339,0.70132697,0.986752,0.6749845,0.9674945,1.0871776,1.1195964,0.7473719,1.227395,1.0830446,1.1633784,0.99535984,0.8035642,1.0771619,1.102003,1.0756572,0.6368558,1.2270192,1.331596,1.1322879,1.0986112,0.90436906,0.9199603,1.0467606,0.8477242,0.9671842,1.1948509,0.63260144,1.1446167,1.1535022,0.91380113,0.82906497,0.9854794,1.0832945,1.1980282,1.0366539,1.1730043,0.83350956,1.2534285,0.9054391,1.171046,0.8956813,0.5876491,1.0813452,0.8549307,1.1034682,0.83187866,0.8662242,0.6844762,0.6642398,1.2167548,1.030947,1.0073242,0.9179493,1.2812641,1.2261347,1.153496,0.7752571,1.0941738,1.1895481,1.1671658,0.8711492,1.0427239,0.90510523,1.0621988,0.805719,0.968559,1.0447276,1.037009
car,0.89375746,1.1302902,1.2114036,1.2449759,0.84802794,1.222713,1.2168608,1.2683189,0.8646451,0.61768174,0.96428007,0.8043877,1.0763835,0.79845166,0.87343055,1.1471498,0.9010848,1.0375037,1.0472279,1.0611614,1.1338581,0.91381663,1.1502527,1.0923982,1.1955087,0.9209162,0.0,1.2282878,0.56426144,0.94356537,1.1593214,0.96853715,0.863622,0.8481189,1.1444741,0.8552477,1.2497386,1.261237,0.8669561,1.2306528,1.2489209,0.5045217,1.1562781,1.1575711,1.1469178,0.9291606,1.2687507,0.7864946,0.9177973,0.76601416,1.0098778,1.2189054,1.2638056,0.8819089,0.8532374,1.2742398,0.4999832,1.1670661,1.0135328,1.0375301,1.0912699,1.0388035,0.55261123,1.1387534,1.3364794,0.8339976,1.2344944,0.8692132,1.115907,1.2006916,0.9962933,1.0434088,0.8519136,0.89730847,0.9544081,1.0633543,0.7609581,0.99248713,1.1312428,0.9319932,0.94300926,0.9083569,1.1397116,0.65571564,1.2262012,1.1915416,1.1529737,1.1287253,1.1260955,1.3115215,0.68737394,0.9648309,0.7761216,0.948866,0.928064,1.1912144,1.2350495,1.1016011,1.1624445,1.0294396,0.9538014,0.95631295,1.0592154,1.2330531,0.999831,0.9532508,0.6382674,0.9372234,0.97647005,1.038401,1.1541667,1.2513043,0.7438648,1.1031518,0.85469866,1.1702625,0.72084093,0.75343513,1.2246042,0.8758927,1.1142938,1.3180403,1.0881869,1.0441823,1.0301111,0.9954743,1.2394283,0.8258978,0.80858815,0.91491455,0.73669213,1.2078345,1.2548869,1.1629959,1.1178108,1.2495213,1.2320278,0.9544403,0.7490773,0.9664977,1.1956232,0.6161587,0.9129013
carrot,1.1824343,0.79520917,0.4721582,1.0816673,1.1878468,0.79945034,0.7848134,0.82116574,1.3572345,1.4185246,0.7948787,1.4249333,0.4588421,1.3772247,1.1900051,0.57077056,1.3439509,1.2537535,1.0038674,0.82697374,0.9479851,1.2533662,0.9496697,0.94841105,0.851742,1.0143725,1.2282878,0.0,1.0483239,1.1600118,0.9845151,1.1129069,1.3027238,1.1298465,1.0281605,1.2173628,0.9378071,0.8980402,1.3838775,1.0249419,0.4107622,1.5315192,0.8324497,0.7128637,1.1180134,1.0125216,1.1337993,1.2445697,1.1263348,1.2420008,1.2198151,0.5314469,0.5979583,1.1023222,1.0821674,0.4015742,1.1553584,0.61705816,1.1704041,0.81757236,0.85390574,1.0399585,1.2338231,0.50265133,0.67756236,1.2577702,0.5472964,1.0602851,0.82126033,0.63299406,1.0411998,1.0616863,1.239471,1.0239451,1.1132412,0.87492967,1.3731652,0.96797365,0.735068,0.8752351,1.1645442,1.289247,1.1269593,1.2290199,0.97727114,0.4038213,0.97240907,0.6610478,0.6321237,0.50351405,1.2228745,1.0845147,1.3282814,1.0333787,1.210614,0.608248,0.68114126,0.9197888,0.413378,1.095604,1.0215411,1.1970098,1.0051796,0.3353812,1.3476084,1.0367372,1.3402209,1.2620655,0.91261744,1.1363928,0.97733325,0.9154866,1.2287871,1.2037683,1.0494092,1.0525454,1.1152254,1.2391961,0.4872719,1.2956789,0.6336897,0.69170487,1.1311828,1.0835133,1.1950402,1.2369629,0.65842617,1.2625335,1.2512842,1.1927903,1.4833195,0.6170581,0.35737157,0.50377005,0.97873783,1.0208502,0.8223891,1.2958148,1.2386004,1.129447,0.4120844,1.3012942,0.9531992
cat,0.80905175,0.8588284,1.17516,1.2068826,0.73670673,1.150377,1.1711051,1.2838469,1.1477901,0.8739236,0.673885,0.74588597,0.8748481,1.0281625,0.9639571,1.0825875,0.65756005,1.0371237,1.2651179,1.1847064,1.336077,1.2157378,1.2404754,1.1081783,1.3199697,1.0047541,0.56426144,1.0483239,0.0,1.1069176,1.1066252,1.0505148,0.9610316,0.83037174,1.176488,0.95717216,1.206874,1.2013149,0.8340026,1.260885,1.0947425,0.9286226,1.2364362,0.8935503,1.2624605,0.59037995,1.2632759,0.7735085,1.2029628,0.8338131,1.0792044,1.0474302,1.1949521,0.3781826,0.98729926,1.1143903,0.71136767,0.969629,1.2345878,0.92910236,1.0147496,1.1742065,0.91999567,0.99084204,1.098808,0.7575388,1.3307414,0.9464205,1.0829995,1.044631,0.79684675,0.9793571,0.7859515,1.1912435,0.60883784,1.0407964,0.9877399,0.9498705,1.0123442,0.8846987,1.1878536,1.1064928,1.054858,1.0568825,1.2632244,1.0555716,1.1137512,0.9669801,0.9933185,1.238136,0.9908517,0.88646173,0.8022059,0.708581,1.0828136,1.0669963,1.101311,0.9463922,1.0206542,0.793538,1.1075991,1.180852,0.9139783,1.0715631,1.1026852,1.1818242,0.9135214,0.7268269,0.98126453,1.1192338,1.1688987,1.2080746,0.6491171,1.0849216,0.78349704,1.2304751,0.97720534,0.9082891,0.9842636,0.7102799,1.040953,0.9246203,1.1100658,1.1621428,1.1897211,1.0007361,1.1944112,1.0228797,0.7783564,1.0880297,0.97523516,1.281402,1.0534499,1.0469062,1.2321678,1.1055475,1.4028443,1.2539302,0.835186,1.0649564,0.97595376,0.7138737,0.6135719
chair,1.2137358,0.980497,1.179775,1.1686294,0.9735821,1.2771497,1.2066334,1.2424732,0.97930896,0.9088351,1.1354682,0.86215806,1.010489,0.5048751,1.2433274,0.89941293,0.9703567,1.0156674,0.821602,0.9457859,1.1308801,0.87412053,1.1481806,0.4029081,0.93806523,0.822251,0.94356537,1.1600118,1.1069176,0.0,1.1376227,1.1072776,0.8386965,0.87640214,1.0841407,1.1124865,1.1510948,1.2097427,0.92277646,1.1585941,1.1089872,0.62228996,0.95558107,0.8008706,1.1276758,1.0765591,0.92328745,0.49287355,0.63920724,0.89142543,1.153407,0.9414924,1.2379155,1.2584338,1.0795817,1.0723662,0.95178294,1.2828883,0.9495223,1.0180705,1.0100051,1.2590683,1.1284097,1.0565668,0.904449,1.1088349,1.2907832,1.0124862,1.0431048,1.0037707,0.95459473,1.1823865,0.9225619,0.9847823,0.9570377,0.89976525,0.3094738,0.74713874,0.86999935,0.9375468,1.1988155,0.8802842,1.0314385,0.824316,1.1582713,1.150924,0.68732405,0.9746224,1.1816518,1.2281996,0.64985037,1.1454823,0.9559174,0.8477203,0.910309,1.0143893,1.0070521,1.0535884,1.1272982,0.8028667,0.97279614,1.212142,1.0208151,1.1632555,0.83010453,0.75599647,0.68167377,1.1340541,0.8156616,1.203013,0.7946205,1.030177,0.99360156,0.93258476,0.8645621,0.9364233,0.9611513,1.1156727,1.0375501,1.2310851,0.9389255,0.8759695,1.1899146,0.95861894,1.1398689,1.0669552,1.1122515,0.3909465,0.98788875,1.001807,0.83793956,1.1401068,1.050031,1.1754165,1.0547717,0.6889769,1.1195841,1.0996392,1.0510535,0.30382103,1.0350912,0.8334149,1.242716
chips,0.98213524,1.1159538,1.1090174,0.91930676,1.0809759,1.0289642,1.1100429,0.88193715,1.0660121,1.1156557,1.0458386,1.1098711,1.0514338,0.9582287,1.0583214,0.9884988,1.0254862,0.8029497,0.9901722,1.0320648,0.93040675,0.99877626,0.34580088,1.0480782,1.0065502,0.98556477,1.1593214,0.9845151,1.1066252,1.1376227,0.0,1.0325931,1.1356738,1.1177979,0.95817643,1.0359045,0.4558369,0.87191534,1.1165774,0.29341888,1.0548927,1.1576332,0.9918364,1.1463637,0.82087815,1.1202873,1.0710565,1.1034256,1.0905004,1.1167455,0.9836911,0.99310714,1.013619,0.9305417,1.114625,1.057481,1.0405712,1.0463034,1.0057101,0.9682412,1.0437466,1.0783644,1.0477675,1.0981265,1.1108177,1.0989635,0.91934526,1.0846359,1.0043186,1.1560022,1.1011465,1.0519882,1.2036362,1.0260893,1.140576,1.0233035,1.1485626,1.0317613,1.0713,0.8398032,0.9728156,0.8562043,1.0628227,1.1080365,0.44149274,1.1325932,0.9263707,1.0666925,0.99978966,1.0139092,1.0567539,1.0668074,1.1922958,1.1788418,1.0052767,1.0741237,1.0564951,0.9713548,1.0118691,0.96038485,1.0239774,0.839759,1.0381417,1.0300242,1.1036514,1.1424174,1.0884668,0.96346825,1.1418488,0.6078685,1.0851784,1.0641125,1.190411,1.0373405,1.1747065,1.0306476,1.0551512,1.083548,1.1327243,0.9371707,1.0707895,1.0302802,0.87154156,0.9970854,0.9456029,0.9842163,1.0598428,1.1632725,1.1626331,1.1110474,1.0934527,0.955464,1.0818309,0.9598216,1.0347049,0.96807915,1.0957347,0.90126246,1.0309286,1.1170235,1.0989989,1.1120936,0.93311673
