,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window,zebra
sandwich,1.1038433,1.2003468,1.1807581,1.0047545,0.9383192,1.1344361,1.176151,0.96428406,0.86820817,0.93061286,1.1412288,0.96752936,1.2440631,0.9602474,0.9226556,1.2327989,0.9941728,0.9781349,1.061913,1.1887689,0.8955696,0.8302582,0.47721827,1.1388049,1.0794829,1.0366539,1.038401,1.1363928,1.1192338,1.203013,0.6078685,1.0779421,0.9031971,0.95170873,0.997835,0.9003713,0.6296749,0.8963589,0.959822,0.3749234,1.2063931,0.93513954,1.1463149,1.2677104,0.6874068,1.1916208,1.0936469,1.1334983,1.0906428,1.0101252,0.91279787,1.1697242,1.1258965,0.9472521,0.9538343,1.13295,0.9522436,1.2516336,1.047777,1.0275304,1.085433,1.0199093,0.84427,1.1530895,1.3359004,0.9183395,1.0588152,1.0431638,1.0291969,1.3259889,1.1523445,0.9723882,0.9561345,0.973944,1.0372553,1.1747375,1.0419959,1.2214327,1.0788758,0.94091034,0.8476871,0.8957714,1.1382471,1.0366396,0.6954155,1.2229898,1.2138857,1.107601,1.0774381,1.0609858,1.1269442,0.98772705,0.9754782,1.0285139,0.96901727,1.1917036,1.1268345,1.1616439,1.1280829,1.2185187,1.0851846,0.7337045,1.1504,1.1383885,0.96049196,1.1744164,0.97026104,0.95190334,1.1122241,0.0,1.1532841,1.073766,0.9520639,1.0907297,1.0759155,1.0256314,1.1118078,0.90799505,1.2865244,0.9116565,1.2739233,1.2645825,0.80269194,1.084568,0.98312485,0.8015039,1.0793236,1.109129,0.9437916,0.91752315,0.81237996,1.1097597,1.2161185,1.066187,1.0844866,1.2058783,1.1055399,0.663957,0.944154,1.1769742,1.2573632,1.0327407,0.9627112
scarf,0.89733124,1.0521178,1.087297,1.2639854,0.8249011,1.253089,1.0887051,1.0079061,1.0205567,1.210722,0.9684115,0.97637117,1.1204557,0.8800544,0.97439057,1.0936582,0.9948807,1.0285372,0.95832664,1.203387,1.1709785,0.93786806,1.0709081,0.6761896,1.0012203,1.1730043,1.1541667,0.97733325,1.1688987,0.7946205,1.0851784,1.4003522,0.96473587,1.0190741,1.1843617,1.0663886,1.0310906,1.0180483,0.9478212,1.0823596,1.1613678,0.95676124,1.2539368,0.91278505,1.1434883,0.95948535,0.48833787,1.0407684,1.0193427,0.8571414,1.0404676,0.9290819,1.2248257,1.197414,0.8979976,0.8330972,1.0711021,1.0963783,0.6475118,0.81946397,1.1518077,0.72322583,1.0864743,0.9220597,0.77174973,0.9933052,1.0239862,0.74902534,0.70606,1.0021453,0.9165776,0.9160493,0.8572625,0.9294796,0.88766223,1.1149223,0.74697596,1.2243074,0.8623363,0.99802214,0.86294436,1.089732,0.5631611,0.7910895,0.9297599,1.167654,0.9569906,0.82393825,0.9354205,1.1359141,1.062076,0.93982315,0.841048,0.8018686,0.9377667,1.1927115,1.168426,1.0865934,1.0656595,0.932611,0.66492575,1.3832395,1.022328,1.0020818,0.80234426,1.0090638,1.0350592,1.1206098,0.98268,1.1532841,0.0,0.9666777,0.94347703,0.8873862,0.8579316,0.87504506,1.3969432,1.0748997,1.1547159,1.1454481,1.1538546,0.8552502,1.2782083,1.0531083,0.9553503,1.0800552,1.070485,0.72652614,0.88962936,0.8071022,1.0672766,1.1689426,0.9336519,0.8993003,0.8233719,0.7940603,0.9429834,1.1423343,1.08302,0.68568265,1.1069437,1.0314677,1.0085022
scissors,0.9960423,0.8916401,0.9117592,0.8909625,1.1633072,1.0420835,0.9154618,0.74899745,0.7633505,1.0961797,1.0561333,1.3213012,1.0200998,0.89886665,1.0984217,0.86705494,1.3139087,0.92420805,0.7931044,0.9541464,0.54240197,0.85508645,1.0954691,0.8790482,0.59295565,0.83350956,1.2513043,0.9154866,1.2080746,1.030177,1.0641125,0.85275316,1.0977838,1.1368648,0.75448394,0.9730608,1.0857122,0.7907164,1.2719973,1.0716888,0.7433838,1.1451192,0.78344846,0.92658955,0.8002856,1.2014778,0.9413792,1.1284324,0.95562816,1.318032,0.92532843,1.0077143,0.9918024,1.1538526,1.232155,1.056382,1.0419035,0.87837654,0.8730591,1.2407526,0.5875503,0.8778239,1.1381707,1.0571461,0.9474901,1.1492807,0.8155866,1.242758,1.0429978,0.972903,1.1308509,0.7708259,1.3320929,0.840917,1.1878477,0.6104808,1.0767391,0.8515494,1.1870167,1.0262332,1.0588207,1.043458,1.0285645,1.1335971,1.1013839,0.9703679,1.0337563,0.91503745,0.9737594,0.93214506,0.96055394,1.1767033,1.3367115,1.2723897,1.0780509,0.72662413,0.69233406,1.0766857,0.91009915,1.2459669,0.9184649,0.70762604,1.0600655,1.1283054,0.87181664,0.84468365,1.2172867,1.1753435,1.1127207,1.073766,0.9666777,0.0,1.3418852,0.9417277,1.2739695,0.45527887,0.9321116,0.85941464,0.8747363,1.1783373,1.0174128,0.89023066,0.66746,0.46366417,1.0302389,0.7783173,0.920394,1.1742549,1.323402,1.036103,1.1199977,0.7276383,1.1084113,1.0578511,0.7648823,1.032154,0.6562386,0.7638643,1.193356,0.87740815,1.0013682,1.2256436,1.028549
shirt,0.86726224,1.2301292,1.4012611,1.3532395,0.40799314,1.3669329,1.2836974,1.4303303,1.0864732,0.8218508,0.89053935,0.5230307,1.2651244,0.98851895,0.65591705,1.3993424,0.5920197,1.1656164,1.3368962,1.424082,1.4722729,1.0248339,1.2930905,1.1635551,1.4186822,1.2534285,0.7438648,1.2287871,0.6491171,0.99360156,1.190411,1.3525438,0.76384103,0.4845056,1.3495762,0.78582335,1.3159863,1.3158708,0.55113083,1.2550101,1.4840803,0.62333554,1.5056612,1.2278225,1.1427131,0.9086119,0.98603326,0.92999053,1.1716708,0.34430897,1.0727174,1.1854079,1.4001982,0.6746503,0.5861275,1.1336818,0.81948125,1.4308496,1.0714669,0.9065929,1.3541167,1.0388116,0.8289488,1.0075197,1.1596465,0.7205379,1.4922167,0.5887693,0.8782613,1.1864619,0.8544785,0.939904,0.07593089,1.1352341,0.32858336,1.3703585,0.7411859,1.3764632,0.9850212,0.88741267,1.0662408,1.113296,0.80831015,0.78957844,1.2657996,1.3268335,1.2802241,0.96458125,1.1136525,1.3600242,1.075859,0.68948144,0.20266426,0.29610533,0.8991621,1.4287527,1.3732823,1.1292827,1.3328521,1.0149573,1.0439585,1.3147597,1.0773675,1.2069874,0.82691157,1.3261225,0.67059803,0.74616385,0.902318,0.9520639,0.94347703,1.3418852,0.0,0.9801571,0.43128031,1.1886644,1.2286714,0.74775684,1.3993423,0.72003174,1.3690569,1.1533556,1.215729,1.340734,0.93709016,0.87799674,1.3344538,0.80108684,0.061208606,0.8793457,0.6293644,1.5147004,1.1870914,1.1404114,0.9349073,1.1636822,1.4292777,1.0471387,0.8543643,1.1249822,1.2960052,0.72874635,0.6872837
shoe,1.0101953,1.026657,1.2318231,0.91385955,0.95961136,1.1813622,1.1394967,1.058923,0.9029936,0.94754064,0.96951926,0.85940284,1.0948454,0.9813192,0.9040722,1.1649479,0.7716665,0.78641945,0.88627815,1.13756,1.0836734,0.9390964,1.0606258,1.0610102,1.0239835,0.9054391,1.1031518,1.2037683,1.0849216,0.93258476,1.0373405,1.0613899,0.8934389,1.0401347,1.0919328,1.0067141,1.049575,1.0525552,0.8539398,1.0145353,1.2428185,0.9009254,1.1571887,1.024506,1.0368829,1.0293461,0.86935097,1.1325794,0.8602954,0.90962815,0.82913446,0.96887314,1.2073374,0.98815703,0.95916855,1.0424094,1.1799458,1.0742455,1.0035563,0.83140314,1.0574814,0.9544387,1.1532161,1.0110276,0.7581398,0.9837236,1.1634287,0.98104954,0.91066676,1.0455849,0.9364568,1.0781375,0.90802073,1.0416603,0.80939406,1.0277894,0.9702895,1.1925111,0.91811204,0.9039798,1.0056621,0.94432384,0.67690694,0.8282803,1.0031322,1.2493804,0.8879091,0.96361387,1.1027395,1.182925,1.0104601,0.8463038,0.845171,0.80744946,0.84159106,1.1836646,1.1606296,1.1123424,1.1828462,0.7754018,1.1242718,1.0359839,1.041517,1.1560965,0.6624883,1.0376009,1.034617,0.9694863,0.9471099,1.0907297,0.8873862,0.9417277,0.9801571,0.0,0.8582436,0.9897111,1.1191269,1.0385753,1.0080465,0.8945869,1.2109736,0.7634992,1.0807073,0.9224505,0.88289404,1.0883665,1.182262,0.74548304,0.9463345,1.0641356,0.9954817,1.143414,1.0310946,1.047608,0.9975956,0.7729817,1.0862107,0.98068714,1.044285,1.0425801,1.1521343,1.0972731,1.0523292
shorts,0.980877,1.096531,1.2031579,1.2998071,0.5962768,1.2568506,1.190757,1.3056669,1.253129,0.9545234,0.6400904,0.7308993,1.0330801,1.0029335,0.8328408,1.130229,0.75458103,1.1382618,1.1901731,1.3010819,1.4009614,1.1446939,1.1811367,1.084401,1.3266335,1.171046,0.85469866,1.0494092,0.78349704,0.8645621,1.1747065,1.3371514,0.91297096,0.7719481,1.3006626,1.0021003,1.1593612,1.305613,0.76202756,1.1647289,1.2957809,0.8019531,1.3787639,0.90406233,1.2109017,0.80185235,0.9749746,0.99259084,0.9257026,0.51611257,1.1218956,1.0470039,1.2617705,0.8983164,0.9189211,0.91048634,1.0627518,1.1838422,1.0946798,0.7252498,1.2267313,1.0530438,0.97399,1.0176259,0.88824147,0.89669466,1.3001895,0.83509326,0.8109018,1.1666353,0.6898382,1.0328285,0.40910882,1.1356974,0.3374427,1.2362108,0.85087186,1.3032529,0.82096076,0.7768776,0.99991834,1.1675367,0.8177285,0.74019504,1.1600254,1.190531,1.088948,0.95957226,1.1741505,1.2068726,1.0065033,0.7342561,0.5000721,0.2636906,0.9522021,1.2312278,1.2142811,0.99431545,1.1573646,0.907422,1.1207453,1.3841243,0.87948495,1.0405442,0.8331572,1.2140887,0.8083713,0.96876246,0.8778839,1.0759155,0.8579316,1.2739695,0.43128031,0.8582436,0.0,1.1313293,1.1722426,0.99147326,1.1425377,0.8702462,1.1785809,0.9333814,1.2801671,1.1896598,0.91740906,1.0569514,1.1770155,0.6988624,0.43014878,1.0650872,0.87101823,1.3326316,0.95649606,1.0148301,0.97666466,1.0217977,1.371791,1.2048993,0.94093,1.0565729,1.1102889,0.89514506,0.9231721
shovel,0.87702405,1.2050173,1.1785711,1.0207019,1.0617216,1.1844541,1.053528,0.9326256,0.71630937,0.96249235,1.0870746,0.9393102,1.2120193,0.7812097,0.96471703,1.0887244,1.078402,0.96859145,0.9569601,1.1483842,0.75072,0.71876425,1.0983864,0.59488755,0.75820446,0.8956813,1.1702625,1.0525454,1.2304751,0.9364233,1.0306476,1.0877557,0.8078898,1.0914617,0.9859055,0.92153996,1.0311921,0.9570413,0.9123965,1.0521637,1.0411177,0.82059896,1.0590744,1.0712646,0.7769517,1.1945834,0.89023393,1.101049,0.86023325,1.105017,1.043682,1.1584585,1.1595905,1.0428683,1.1409627,1.2009534,1.0057108,1.1267927,0.75568056,1.2694744,0.76026094,0.86146545,0.8903486,1.221035,1.1062219,0.71674764,1.0939386,1.1451591,1.0977731,1.2696513,1.1608849,0.39671504,1.1374105,0.8381977,1.1058699,0.82922775,0.7460516,1.0652695,1.219605,1.0513043,0.91202325,1.0006713,0.9727028,0.9329048,1.0692995,1.2474482,1.1882933,1.1795372,1.128579,1.1226064,1.0182261,1.1482768,1.1063371,1.1638744,1.0012121,0.93149734,0.81927216,1.2663101,0.9734861,1.1555389,0.80302733,0.85953027,1.1503372,1.2559397,0.8573514,0.99269956,0.98683554,1.0924838,1.188616,1.0256314,0.87504506,0.45527887,1.1886644,0.9897111,1.1313293,0.0,1.0186741,0.6938167,1.1728249,1.0458263,1.2357974,1.1085892,0.8220571,0.5648963,0.7307732,0.5881883,1.1260971,1.0249467,1.1380858,0.63845015,0.8173516,0.9511798,1.2783854,1.2155441,0.68068135,1.1631504,0.8370654,0.7584339,1.1241984,0.6807592,1.2844553,1.1482369,1.0116754
sink,1.1530403,0.9223724,0.90885866,0.9182775,1.3289297,0.9432539,0.9955349,0.98592234,0.77278924,0.6248109,1.1706208,1.1088567,0.70838225,0.9176657,1.2527288,0.76117694,1.1289158,0.8064509,0.877723,0.53769976,0.65122664,1.0039613,1.1166276,1.1058195,0.8404896,0.5876491,0.72084093,1.1152254,0.97720534,0.9611513,1.0551512,0.54509735,1.0303729,1.0848284,0.86546504,1.0401756,1.1567361,1.0301439,1.132211,1.1236868,0.7354244,0.88429916,0.5078386,1.0319353,0.9131948,1.1320988,1.2769394,0.7188977,0.73366743,1.2671384,1.1009812,1.1688724,0.9713394,1.115802,1.1763633,1.154187,0.92648023,0.8523377,1.1437826,1.3493768,0.71689713,1.3064544,0.80228424,1.1287954,1.136969,1.1616762,1.004589,1.2182237,1.2663865,0.8977431,1.2290189,1.1004399,1.2791889,1.0772668,1.3098756,0.6376284,1.0586283,0.5103325,1.1223432,1.1831391,1.0572269,0.8052103,1.4172708,1.020179,1.1803955,0.7918547,0.7433075,1.1662483,1.1553708,1.0662836,0.5047978,1.2817225,1.2920233,1.3501512,1.0561924,0.6998465,0.77618325,0.8716976,0.90819365,0.9338429,1.1652203,0.51583135,1.0387399,1.1764162,1.1598142,0.7998408,0.7995174,1.1077474,1.130054,1.1118078,1.3969432,0.9321116,1.2286714,1.1191269,1.1722426,1.0186741,0.0,1.0415559,0.7260016,1.0421386,0.6825795,1.1438327,0.7531034,0.63091844,1.0375732,1.0172439,0.8873206,1.0430571,1.2572243,1.1840018,0.9482869,0.84444964,1.1002225,1.126224,1.0223305,0.91803384,1.0061072,0.86434245,0.91695106,0.96208584,0.8161186,0.9035084,1.1778178
slide,0.7817544,1.3682549,1.34572,1.2010158,0.8159858,1.3117024,1.2722574,1.1434737,0.67982495,0.6632359,1.0802523,0.5560852,1.4271969,0.8185131,0.51980114,1.4511682,0.7587887,1.0951809,1.1301718,1.3079386,0.9641653,0.56761813,1.1172518,0.99655694,0.98925734,1.0813452,0.75343513,1.2391961,0.9082891,1.1156727,1.083548,1.2158488,0.63606966,0.8966252,1.1812092,0.7347836,1.2360716,1.0420697,0.52802354,1.1017132,1.3588134,0.56900376,1.2843778,1.3569261,0.7825649,1.1590774,0.9625326,1.1174926,1.1243409,0.872298,0.87181973,1.3155695,1.3040766,0.7057466,0.96003324,1.2970073,0.73503375,1.3965287,0.89326453,1.1922532,1.280623,0.75244087,0.6233746,1.3156717,1.4355304,0.5081595,1.1753817,0.9450301,1.0271913,1.3788636,1.1259084,0.5620848,0.7486539,0.71339095,0.892482,1.2691462,0.7591969,1.3396717,1.2454973,1.0348823,0.9068494,1.0384588,0.911285,0.8188699,1.2073778,1.3826578,1.4448467,1.2235768,1.1447997,1.2871083,1.1150893,0.9265359,0.6996601,0.94925755,0.8749835,1.3759391,1.3189665,1.2932785,1.2375202,1.2141742,0.8471665,0.8696208,1.2342483,1.3688649,0.7700765,1.1126584,0.81400657,0.79037,1.1670511,0.90799505,1.0748997,0.85941464,0.74775684,1.0385753,0.99147326,0.6938167,1.0415559,0.0,1.4443445,0.71050495,1.4353206,1.3738861,0.9006576,1.1552514,0.7610665,0.74960935,1.307337,1.0725732,0.7457106,0.46034956,0.43631172,1.2112038,1.3879924,1.2512475,0.93224084,1.378264,0.82366693,0.46396887,0.93619937,1.0499662,1.4316032,0.85729474,0.9078803
slipper,1.3110921,0.48396146,0.4539895,0.8439218,1.4058247,0.57828474,0.673844,0.763703,1.3248911,1.3614907,0.9376852,1.4867356,0.19696367,1.3423401,1.375749,0.30667293,1.3314283,0.97085124,0.8510211,0.44683063,0.8996274,1.387048,1.13266,1.033035,0.8470839,0.8549307,1.2246042,0.4872719,0.9842636,1.0375501,1.1327243,0.7751212,1.3882568,1.171667,0.9301585,1.257388,1.0111897,0.90077984,1.4593296,1.1434731,0.19670522,1.5800529,0.45080364,0.49121904,1.2056395,0.83411765,1.1437963,1.0907601,0.91333926,1.3895407,1.1377233,0.63961107,0.57938856,1.1698391,1.264677,0.58763194,1.2129538,0.3387828,1.2901042,0.9741536,0.5708144,1.2267108,1.4509592,0.62838167,0.4377175,1.3912466,0.6116983,1.2255659,1.0983205,0.36498177,0.9620901,1.2810605,1.436087,1.2363739,1.2328308,0.5051843,1.4730799,0.5896809,0.80329514,1.1292509,1.3036256,1.2336156,1.3009663,1.3593247,1.1042938,0.22534221,0.5165215,0.7486638,0.8736214,0.6438273,0.9837527,1.2209787,1.4578502,1.2254877,1.2744312,0.27388906,0.4020393,0.6436149,0.46835297,0.89508146,1.228962,1.0592108,0.8052715,0.5626933,1.3179822,0.7678907,1.4346694,1.2905567,0.87671876,1.2865244,1.1547159,0.8747363,1.3993423,1.0080465,1.1425377,1.1728249,0.7260016,1.4443445,0.0,1.3461814,0.27027166,0.51020366,1.0812857,0.85369587,1.3477294,1.2973636,0.56666166,1.1815153,1.4366945,1.384552,1.6035137,0.5599265,0.3950137,0.6748886,1.0252479,0.63274354,0.7951305,1.4396976,1.2148061,1.0620463,0.18978035,1.3427849,1.1159124
snow,0.65595764,1.1648844,1.3571796,1.1259907,0.7108662,1.2371006,1.2363833,1.2951705,0.9503146,0.782258,0.7796966,0.54754925,1.2413417,0.91874325,0.68331873,1.292392,0.4343084,0.88238,1.183682,1.3107574,1.249539,1.0232114,1.0719423,1.2366662,1.296969,1.1034682,0.8758927,1.2956789,0.7102799,1.2310851,0.9371707,1.1591989,0.8030328,0.8756591,1.187302,0.73862207,1.0542934,1.1331433,0.5981761,1.008112,1.3453743,0.792192,1.3516936,1.2009408,1.048934,0.7434872,1.1039208,1.1169084,1.1692799,0.76757705,0.99733114,1.2598945,1.3034679,0.3273397,1.0106713,1.2406743,0.9290397,1.1890031,1.0502087,1.0936334,1.2547491,0.9563889,0.9427349,1.2828968,1.2507861,0.66739523,1.3199239,1.0785576,1.0561216,1.3647757,0.7893735,0.85624516,0.73086095,1.1657658,0.76584077,1.2850004,0.9844534,1.2677591,1.1761793,0.96874404,1.0307428,1.0825222,0.8858391,0.9452451,1.0447295,1.31061,1.2205443,1.2458878,1.1549006,1.3126273,1.1309745,0.7526981,0.6312999,0.89999,0.86169755,1.3038979,1.2962813,0.9559155,1.2970736,0.84915805,1.033978,1.0636663,0.85307807,1.3021755,0.85959435,1.2810493,0.9299606,0.16324818,1.0381377,0.9116565,1.1454481,1.1783373,0.72003174,0.8945869,0.8702462,1.0458263,1.0421386,0.71050495,1.3461814,0.0,1.4194477,1.1688464,1.0391382,1.1968983,0.8858096,0.92927253,1.283701,1.1405227,0.7645354,0.8481057,0.70306444,1.3251528,1.3085035,1.1400037,1.1104188,1.0731514,1.2699766,0.93369484,0.7418144,1.2644095,1.3358725,0.7844637,0.6861613
soap,1.1777903,0.5758091,0.41835523,0.8019288,1.4496257,0.50616086,0.7017377,0.70446026,1.3420527,1.3206513,1.0481579,1.5517695,0.40118682,1.2755402,1.344773,0.38866377,1.4630214,0.93528605,0.85568166,0.26104116,0.93554795,1.3884299,1.0167036,0.99764264,0.8685615,0.83187866,1.1142938,0.6336897,1.040953,0.9389255,1.0707895,0.65186304,1.4344071,1.1338936,0.84239817,1.2796248,0.9842214,0.8379355,1.5261323,1.0924299,0.28124022,1.53068,0.36895502,0.553431,1.274528,0.8756262,1.1269132,0.8602989,0.9227708,1.3808594,1.1741874,0.73843884,0.54094934,1.2834824,1.211472,0.7136617,1.1126416,0.45319408,1.1682835,1.0610065,0.6119462,1.2342813,1.2532398,0.7110425,0.61444306,1.4573979,0.6094842,1.1792269,1.1751685,0.41934055,0.9516557,1.3231796,1.4051948,1.1861706,1.366695,0.5106027,1.3811536,0.4283787,0.8795884,1.1742362,1.1341519,0.9870465,1.4053904,1.313305,1.0261341,0.304803,0.48127604,0.79649734,0.97212714,0.6401439,0.870745,1.3213472,1.4935702,1.3201772,1.313797,0.36485994,0.5050132,0.5858148,0.50188804,0.95343876,1.1209835,1.0148121,0.7331169,0.56420374,1.4328957,0.6458208,1.2789768,1.3378627,0.94173634,1.2739233,1.1538546,1.0174128,1.3690569,1.2109736,1.1785809,1.2357974,0.6825795,1.4353206,0.27027166,1.4194477,0.0,0.7011337,1.0888208,0.8385489,1.339538,1.3032086,0.4809,1.1346569,1.389468,1.3969452,1.5643076,0.52256274,0.5296955,0.76844484,1.0502429,0.67022705,0.78686947,1.4343894,1.1142164,0.9463775,0.2978686,1.2249353,1.2342665
sock,1.2293576,0.4370818,0.9152295,0.9620475,0.96181214,0.9149167,0.88399804,0.91388047,1.3054255,1.3262758,0.85238004,1.2626793,0.6377661,1.0967609,1.1603636,0.6578648,1.0184447,0.89509296,0.9912351,0.87181705,1.1712546,1.4030577,1.0934865,0.86440593,0.9667665,0.8662242,1.3180403,0.69170487,0.9246203,0.8759695,1.0302802,1.007544,1.3462106,1.0370016,1.088621,1.0216475,0.9798951,0.8169863,1.2780772,1.0642786,0.6292809,1.4781108,0.8445176,0.5050524,1.2743294,0.900184,0.8693459,0.99669147,1.026561,1.1140031,1.0608256,0.6012901,0.8623011,0.99813306,1.2698504,0.49870098,1.2523139,0.6729909,1.2771009,0.69151795,0.7018766,1.2428921,1.4495214,0.742754,0.19824922,1.3373268,0.8425651,1.1567231,0.755405,0.6679754,0.95139223,1.2363023,1.1669269,1.2304038,0.82610893,0.6887871,1.2494533,0.78404415,0.6377879,0.9763316,1.2747921,1.1235864,0.8293396,1.3503773,1.055692,0.74226886,0.54250824,0.67533225,0.85932857,0.9107017,1.0205965,1.0885673,1.136764,0.81175846,1.1838756,0.6945646,0.74099,0.9110099,0.78789425,0.59998286,1.2473534,1.2496945,0.91152376,0.79482675,1.1466552,0.96792454,1.3804424,1.0824784,0.84712315,1.2645825,0.8552502,0.89023066,1.1533556,0.7634992,0.9333814,1.1085892,1.1438327,1.3738861,0.51020366,1.1688464,0.7011337,0.0,1.1954613,0.87298757,1.2029213,1.2375355,0.9754258,1.0635052,1.2297014,1.3983748,1.559683,0.82510304,0.4867382,0.72889096,0.91113836,0.49207115,1.0789207,1.4893173,1.2220925,0.8903548,0.5839802,1.2388848,0.87231725
soup,1.1172907,1.0563455,1.0075676,0.65034556,1.2003701,0.90845484,0.939256,0.74273837,0.69993174,0.9072621,1.1718501,1.1256791,1.1473927,0.9501834,1.0460703,1.0740502,1.1047732,1.0216277,0.9753802,1.0180569,0.32873815,0.7976863,0.7795713,1.1022949,0.57603794,0.6844762,1.0881869,1.1311828,1.1100658,1.1899146,0.87154156,0.7072985,0.92340845,1.1664796,0.3536247,0.8997898,0.9070353,0.74196315,1.1237276,0.7936934,1.0479602,1.012258,0.69846815,1.1681477,0.50249976,1.2440394,1.1187361,1.1143513,1.0771612,1.2532272,0.95731795,1.1274548,0.877026,1.0471917,1.0984267,1.2269255,1.016538,1.0325152,1.1265826,1.239094,0.95217836,1.102199,0.92449135,1.2023807,1.2450995,1.0096889,0.87086767,1.1608133,1.1556474,1.135813,1.2293034,0.9415879,1.2431276,0.8098155,1.2152283,1.0359166,1.1271616,0.99033254,1.1613667,1.0378982,0.8324214,0.88305914,1.1178591,1.2087277,0.90371585,1.116147,1.0754576,1.2314899,1.1249287,0.8776908,1.0278649,1.1529951,1.2507753,1.2735162,1.0623018,1.0945883,1.0417557,1.1316175,1.0369755,1.1790347,1.1546824,0.37179148,1.1061606,1.1564819,0.9714482,1.0791701,1.0901246,1.0400299,1.176728,0.80269194,1.2782083,0.66746,1.215729,1.0807073,1.2801671,0.8220571,0.7531034,0.9006576,1.0812857,1.0391382,1.0888208,1.1954613,0.0,0.80131924,1.0809448,0.76539886,1.0469723,1.2491523,1.2167666,0.99193925,0.8955999,0.73183143,1.253859,1.2063563,1.1456066,1.130487,0.8727727,0.529927,1.0833067,1.18786,1.2028453,1.1064634,1.0398068
spoon,1.0410647,0.8996804,0.98639673,0.8042523,1.2482255,0.9860434,0.9544343,0.7366217,0.72991836,0.9189097,1.140815,1.378147,0.9622297,0.8795888,1.2516749,0.86174524,1.323747,0.69425124,0.8809125,0.79911715,0.71114373,1.1374172,0.9748265,1.0119432,0.835343,0.6642398,1.0441823,1.0835133,1.1621428,0.95861894,0.9970854,0.5081884,1.2007401,1.1118826,0.791233,0.9187035,0.97243935,0.7883042,1.3755957,0.98451555,0.8091666,1.023584,0.7386884,0.9029453,0.936732,1.1564153,1.0095888,0.8416993,0.71132416,1.3088157,1.0479021,0.9925539,0.9542927,1.2111704,1.2305945,1.0886772,1.1183022,0.84252656,0.9692596,1.2303488,0.30570233,1.1416733,1.0345255,1.0856913,0.91287583,1.3612971,1.0103918,1.2271277,1.1436806,0.93369967,1.1423997,1.0518788,1.3668985,1.0303566,1.2797413,0.3322786,1.0613562,0.5264575,1.1586734,1.1226852,0.96043205,0.84674585,1.1688142,0.9823947,0.98211235,0.9881963,0.7796953,1.023353,1.0467392,0.9793551,0.62152135,1.2198536,1.3799156,1.3279272,1.1894871,0.67663157,0.6762631,0.9862672,0.9318848,1.030822,1.1111712,0.51188827,0.99727845,1.2091835,1.0954127,0.7570654,1.0217528,1.2258552,1.1496556,1.084568,1.0531083,0.46366417,1.340734,0.9224505,1.1896598,0.5648963,0.63091844,1.1552514,0.85369587,1.1968983,0.8385489,0.87298757,0.80131924,0.0,0.95832604,0.88382006,0.9648603,1.0098004,1.3373415,1.2591863,1.2441752,0.7912291,1.1034616,1.0676926,0.8190325,0.88450885,0.974916,1.0217534,1.0563895,0.83265233,0.95328903,1.0398486,1.1024889
