,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window,zebra
radio,1.2137369,0.8093363,0.89112186,1.1399143,1.3345444,0.894921,0.9432674,1.0464289,0.639701,1.1658692,1.1725767,0.95134515,1.1035285,1.1059606,1.1197972,1.2460386,1.1692547,0.85547125,0.6438685,0.9045798,0.7977601,1.0932736,0.8663967,0.75829816,0.9181903,0.71051055,0.9999926,1.1477591,1.2653625,0.7059678,0.9554313,0.9595184,1.2501602,0.43658853,1.0901994,1.0129322,1.1207652,1.1412288,1.2249296,0.98903304,0.89585656,0.6764396,1.1140662,0.9573738,1.0955434,0.6337726,0.8882197,0.74073136,1.0551335,0.99187726,0.9898824,1.184191,1.1230271,1.1728337,0.96859,1.0340872,0.9089022,0.8109659,1.0437845,0.9697015,1.1789014,1.219073,1.0893209,1.103503,1.1783425,1.0063213,1.1531446,1.276492,0.88478905,0.92642826,0.9615337,0.7498341,1.2491853,1.097178,0.88191336,0.75522786,1.2225815,1.0759315,1.1480942,0.70999634,1.17276,0.5205082,1.175771,1.0839809,0.9586165,0.89162576,1.153473,1.0612799,1.0067512,0.757759,1.1200974,1.13588,1.2544026,1.1625236,0.9989717,0.9333749,1.006361,1.040244,0.9455849,1.1172086,1.0907813,1.1572181,0.7759017,0.97143716,0.75001115,0.86829567,0.63127947,0.0,0.89281356,0.70063853,1.1664976,0.939766,1.1848758,1.0700699,1.2934196,0.8992438,1.2876191,1.0413712,1.3121955,1.0397124,0.90316683,1.1666307,0.8994579,1.1115192,0.7592271,1.0600007,1.0660604,1.0784655,1.128125,0.5009414,1.1985284,1.118297,0.8209981,1.0710454,1.1124313,1.0537874,0.899282,0.6771415,1.0806234,0.9332979,0.56697536,0.92898095,1.0126384,1.0973904
raisin,1.4665363,0.6010538,0.388048,0.9986136,1.46995,0.42186135,0.5681374,1.0088823,1.0533273,1.4688574,1.4896171,0.54933876,1.5092859,1.395814,1.1292433,1.4671988,1.3133066,1.2732321,0.5693686,0.79422027,1.3373601,0.7002128,1.1454126,0.8971473,0.86221564,0.76868665,0.95353645,0.6327481,1.2256895,1.2791066,1.1823989,1.0396912,1.3628811,0.90111554,1.1483325,0.9140426,0.9071562,1.4471987,1.284411,0.34197915,1.5385902,0.50985795,1.0126771,1.1362036,1.296191,1.1114945,1.1761806,0.88095605,1.3479561,0.8873373,0.50637794,1.2638888,1.1782742,0.6401308,1.1943198,0.5709118,0.685416,0.95348364,0.54535764,0.9047609,1.1014639,1.2480005,0.68803763,0.9152846,1.4091685,0.4456873,1.140342,1.181273,0.47897547,0.9106821,1.2895528,0.93045694,1.2941296,0.9368937,1.3490518,0.7055473,1.2437346,1.1045611,1.1614474,1.1355717,1.3640231,0.86108935,0.71919477,0.78532755,0.24534619,0.85839295,0.69962645,0.41287065,0.48673505,1.0776227,1.2019378,1.4100397,1.2478576,1.441967,0.90457845,0.42646158,0.50348437,0.77422893,0.75019836,1.0060091,1.1503725,1.2087777,1.1051362,0.85601103,0.96457416,0.5157403,1.1749816,0.89281356,0.0,1.2197118,1.0976768,1.1227691,1.3029873,0.950702,1.3644607,1.1120625,1.4220679,1.2193996,1.2214602,1.1599808,0.7693635,1.45139,0.69034183,1.1165519,0.48781466,1.1992953,0.9484375,1.3461522,0.5637091,0.987848,1.4060645,1.4510392,0.3592025,0.5545647,0.4696579,0.98105216,0.9284026,0.63731647,1.2221527,1.1371328,1.070637,0.3745613,1.2559581,1.2251048
refrigerator,1.081128,1.1040943,1.2416916,1.278129,0.9220131,1.3435638,1.173636,1.1724777,0.77095777,0.683304,0.8866044,0.99365723,0.74835247,1.0529991,1.0370609,0.9710809,1.0434216,0.95919454,0.89049155,1.2346964,0.80882937,1.3017049,0.77973396,1.1722943,1.1437165,0.53540736,0.8484356,1.3204858,0.9655753,0.43125856,0.9209836,0.47170866,0.92185366,0.79874647,0.91868424,1.1497062,1.209156,0.9112764,1.2239693,1.2259201,0.5373727,0.8824566,1.2460319,1.0437107,1.1021439,0.9771981,0.30129826,0.83839494,0.8969782,1.1075048,1.195358,1.0958623,0.94905007,1.2500722,0.81188583,1.1756682,1.0777738,0.9630978,1.1008939,1.3685876,1.2029607,0.9819956,1.181192,1.2493197,1.034116,1.358057,0.9645456,1.2128646,1.0904204,1.0907136,0.70245665,0.9279887,0.9751607,0.9025999,0.708862,0.6412957,0.9389847,0.8601508,1.2307526,0.76225746,1.1858476,0.6968397,1.2844679,1.2097785,1.2104478,0.9105842,1.1701058,1.2671595,1.2952836,0.46529973,1.1080303,0.9650799,0.9359352,0.99239534,1.1156248,1.0427892,1.1074419,1.2306548,1.2563057,1.0627848,0.80610275,1.159803,0.7630948,1.1340927,1.0704671,1.2134748,0.759562,0.70063853,1.2197118,0.0,0.9414781,0.86671704,1.082033,1.1780778,0.95480883,0.94640934,0.9176494,1.028677,1.0057899,1.1125066,0.7090123,0.900756,1.1801386,0.9913326,0.8797325,1.0846584,1.1770946,0.8853346,1.2325451,0.6876093,0.8373243,0.77241254,1.2391102,1.1918756,1.204565,1.1052833,0.8306494,1.2726706,1.1111405,0.65050274,0.5166429,1.2548702,0.5996416,1.1166065
rock,1.0215489,0.9817658,1.1981863,1.1684698,0.94911224,1.2371511,1.1734607,1.2124639,1.1266809,0.9025866,0.99673444,0.90361917,0.8481294,1.035654,1.1481553,0.8704916,0.8464823,1.1549757,1.1829957,1.1608657,0.99992627,0.98244935,0.6577101,1.1558149,1.1067765,0.9163671,0.8582748,0.96550596,0.75677407,0.8485044,1.1463147,0.7622156,1.0459671,1.2180271,0.8529805,1.0840635,1.2084104,1.068804,0.92698014,1.0060455,0.94345224,1.1166778,0.92413384,1.1641614,1.066033,1.2217163,0.8083304,0.7317283,0.9980293,0.767125,1.1958845,1.1038101,1.1026351,0.868838,0.95296514,1.0768949,1.1950922,1.027246,0.72137785,1.275173,0.97118086,0.9202579,0.8951714,0.6909574,0.943706,1.0540929,0.9866189,0.8141064,0.992518,1.1467586,1.1049064,1.2705457,0.7727033,0.6767549,0.9275094,0.9944286,0.87310934,1.0495336,1.024934,1.1381695,0.8503852,1.1263975,0.9041559,0.7947227,1.0972158,0.9212932,0.84241307,0.97827375,1.200966,0.97893816,1.1145341,1.0920173,0.79972625,0.96319985,1.0650225,0.9400436,0.9207589,0.92585623,1.2044816,0.87051696,0.768479,1.0243163,1.0488333,1.1481003,1.1611383,1.2479913,1.0757308,1.1664976,1.0976768,0.9414781,0.0,1.0809642,1.0338616,0.992967,0.9048368,1.0652288,0.9450804,0.8028126,0.64005965,0.9543376,0.9434451,0.97288716,0.8413615,1.0405957,0.9736631,0.8404401,1.0379449,0.9489314,0.93043643,1.1244075,0.9901187,0.9819767,1.1677201,0.9051706,0.8338177,1.0469902,0.8552761,1.3305441,1.079369,0.9339412,0.95362175,0.96911776,0.92268753,1.0876578
rooster,0.6442728,1.1911886,1.123181,1.010944,0.9179509,1.1370531,0.5416075,0.9768206,1.0847428,1.0286608,1.0152313,1.2108643,1.0008419,0.96838033,0.6128502,0.9459018,1.1130143,1.0945386,1.1124276,1.049723,0.9822783,0.9503361,1.0641721,0.9933444,0.9835839,1.0972683,1.1768768,1.0718038,0.9914765,0.89478,1.0343977,0.9383666,0.9551871,1.0108206,1.0417775,0.9505763,0.976385,1.0362622,0.98643976,1.2854557,0.92007583,1.139737,0.8999607,1.0476036,0.8496938,0.83268726,0.9286221,1.0631046,0.8798382,0.8779814,1.0817378,0.98514044,0.93565744,1.1053576,1.1144075,0.8791107,0.9963146,1.0022357,1.2160072,0.98380804,0.922936,1.0273882,1.0743241,0.98847914,1.1544814,1.1872548,0.9667696,0.9448336,1.0517551,0.8466541,0.85840875,0.9924386,1.0717205,1.1986299,1.0370935,1.064533,0.9720491,0.69659567,0.9730807,0.964678,0.73950535,0.9283061,1.0858121,0.87260026,1.1484995,1.0168062,1.0393765,1.0982335,0.99561703,1.006096,0.85740304,1.0625862,1.0533323,1.0609633,0.9892093,1.231448,1.2164295,1.1771368,1.0280372,0.6282001,0.8672801,1.168669,0.9665463,1.086979,0.8232285,1.0640752,0.9594028,0.939766,1.1227691,0.86671704,1.0809642,0.0,0.77807176,0.9189944,1.0719348,1.028236,1.0059171,1.0370847,1.0368683,1.0899955,1.2174921,1.0365628,1.1972958,1.1890688,1.061805,0.9900723,1.0800544,0.89513475,1.007933,0.91270846,0.9799208,1.0421222,1.2494179,1.0811996,1.2437344,1.1067314,1.0250043,1.1613222,0.98624367,0.92322326,0.9317962,1.1394957,0.89049685,0.97407645
sandwich,0.8091469,1.2122747,1.1406465,0.46184438,0.8054533,1.0425708,0.9169491,0.7536224,1.1874429,0.92765075,0.8980416,1.3431401,0.8947252,0.7252207,0.99162704,0.86951053,0.9443752,1.0344783,1.2488959,1.0413147,0.99343616,0.87113345,1.1068493,1.1045582,1.2106485,1.3593607,1.1950322,1.0568141,1.1099033,1.0780283,0.98786473,1.0108232,0.9894903,1.1097988,0.9497893,1.2176237,0.77518225,0.91914725,0.5561255,1.3266757,0.8740801,1.298804,1.0549434,0.8580627,0.97700465,0.97021955,1.0582292,1.115032,0.85589784,0.9300757,0.97226995,0.99377245,0.815171,0.923401,1.1241285,1.1629565,1.1284385,0.99735457,1.3358822,1.0810031,0.92378366,0.8493527,0.99090755,0.91351783,0.8637669,0.98979354,0.8049953,0.59245646,1.153751,1.2031997,1.06799,1.016969,0.98192525,1.0934318,0.9651534,1.3028827,0.9495303,0.91433847,0.4992599,1.0541555,0.58657897,1.2827413,0.8384167,0.7617662,1.1887057,1.1875057,0.9207804,1.0978305,0.9971956,1.1211195,0.92853117,0.8997727,1.0004311,0.8853901,1.2152694,1.3578432,1.2837126,1.1513728,0.8316978,1.1353469,1.0366598,0.83270746,1.0667791,0.9583562,1.1816895,1.1621808,1.1256039,1.1848758,1.3029873,1.082033,1.0338616,0.77807176,0.0,1.0137604,0.9207722,1.0538688,0.7941683,0.8372844,0.9914069,0.9121986,1.2284908,0.8424361,1.1402872,1.1090407,1.351108,0.89930093,0.9242589,0.83328605,1.0454228,1.226377,0.91643703,0.8263352,1.2107257,1.0212822,1.1476575,0.7862844,1.2227622,1.1468445,0.7897716,1.0207632,1.1848359,1.1132525,0.9989426,1.034708
sauce,0.8501606,1.0115914,1.0602477,0.93550235,0.9536866,1.0791147,1.0334721,0.8493198,1.2023257,1.0968939,1.057447,1.2759876,1.0737084,0.937517,0.9824073,1.0380254,0.97533405,1.0733787,1.2365768,1.1426843,1.0809209,0.84178793,1.0426154,1.1298324,1.0600146,1.3038914,0.97780144,0.81841993,0.8570558,1.1120273,1.1168717,1.094011,0.93796265,1.1065594,1.0660456,0.9868986,0.94731057,1.0568093,0.82393026,1.1131728,1.0910852,1.2871301,0.8047711,1.0307821,0.80923265,0.868668,1.1578101,1.0241187,0.9497343,0.85065794,1.0982971,0.989589,1.0431001,0.9693457,1.0458972,1.0303613,1.0044303,0.9196483,1.1632493,0.84204197,0.83371156,1.0052239,1.0148363,0.7820158,1.0571961,1.0358565,0.91995764,0.8687636,1.0348902,0.83706117,1.0349519,1.0556306,0.9086344,1.1748658,0.96573937,1.1802555,0.97977304,1.0221207,0.9458429,1.1693108,0.8025986,1.0371686,0.92246526,0.8239426,1.1000764,1.1379939,0.8754288,1.0211045,0.9506446,1.1616312,0.9644998,1.0225247,0.8972441,1.077406,0.99015254,1.1945112,1.1205653,0.92443067,0.908657,0.975314,1.0394496,0.99445885,0.96258,0.9842239,0.82353055,1.0244163,1.1654038,1.0700699,0.950702,1.1780778,0.992967,0.9189944,1.0137604,0.0,0.84280473,1.0682335,0.94179773,0.9184386,0.8245544,0.96716666,1.2033418,1.0843707,1.0033009,1.0394132,1.1251009,0.95242894,1.0689371,1.0507854,0.915836,1.0261332,0.9393822,1.1173031,1.1366658,1.0189487,1.0114791,1.0883033,1.2045963,1.0948939,0.97825605,1.0717335,1.1691281,1.0072796,1.0146924,0.9624557
scarf,0.72160447,1.2946786,1.4123106,0.9706181,0.48139077,1.3067542,1.3554106,1.1278346,1.2596579,0.5691453,0.5412907,1.2735875,0.6472955,0.57753354,0.9667051,0.49575007,0.51372725,0.95223165,1.4109151,1.2874131,1.008437,1.3165623,1.0941976,1.3259685,1.2704602,1.4002194,0.7213273,1.2237852,0.6589699,0.96967393,0.87076986,0.9915532,0.55926365,1.2237314,0.89038527,1.2214198,1.2499101,0.6116982,0.937459,1.4022565,0.68486536,1.4859308,1.0543212,1.0956191,0.8420044,1.010861,0.98315525,1.2027717,0.54705,1.1109551,1.3046912,0.93593985,0.77416915,1.2125312,0.66463315,1.227434,1.2171919,1.1008998,1.2808447,1.1156065,0.949533,0.5612648,1.1123846,0.8876023,0.65331775,1.3498197,0.8046526,0.84771353,1.2322463,1.0680594,0.65726656,1.1949049,0.49065018,1.1272404,0.8771134,1.3890224,0.68428105,0.89766467,0.9303148,1.2102968,0.65386844,1.1822948,1.1585785,1.2137517,1.3535831,1.2291279,1.144484,1.2336392,1.3498931,1.0634437,0.91555697,0.58045363,0.50131434,0.7275909,1.2180092,1.357217,1.3902295,0.9281031,1.2348727,1.0545665,0.8506743,0.9337621,1.0322428,1.2135236,1.2288897,1.3779947,1.0267627,1.2934196,1.3644607,0.95480883,0.9048368,1.0719348,0.9207722,0.84280473,0.0,1.0465838,0.47457767,0.7965441,0.49544108,1.0771179,1.1063815,0.73423576,1.1490352,0.57941854,1.3658335,0.81996834,1.1109176,0.6965029,1.3094537,1.1592813,0.5210397,0.6844736,1.3739501,1.300985,1.2095793,1.128493,1.1309273,1.4055834,0.9654532,1.0022441,1.2456692,1.2934997,0.87254155,0.9554985
scissors,0.9574762,1.0628974,1.0369433,1.096378,0.927999,1.1309131,1.0664452,0.8947671,0.91791165,0.90438384,0.96134925,1.0089086,0.7794032,1.0732427,1.0658295,1.0432398,0.92704844,0.91980827,1.061797,0.96198916,0.94359267,1.286669,0.94434524,1.0071802,0.69843435,1.039337,0.97692716,1.0366298,1.0345644,0.8615683,0.8605669,1.0128005,0.89427954,1.0180281,0.878135,1.0870069,1.0513164,0.97184646,1.0649937,0.9931272,0.8429609,1.0613378,1.0486509,0.9165084,1.0429358,1.1297286,1.0256481,0.93818057,1.1782999,1.1168845,1.185614,0.96889186,1.0588528,1.1629245,0.9675875,1.0532293,1.0637978,1.0720401,1.0274687,0.97852755,1.0261828,0.9513862,1.1049551,1.1615425,0.91145086,1.1628733,1.1082944,1.0468413,1.0907956,0.9970257,0.8594512,1.0998229,0.9665582,0.7782219,0.9616502,0.9056036,0.94709945,1.0064898,1.0251682,0.9744464,1.1347414,0.8737283,1.063023,1.1792016,1.1499391,1.1067859,1.1508121,1.1719381,1.1420748,0.77611196,1.1657891,0.9964952,0.997871,1.0007858,1.0683353,0.9568342,0.9413935,0.98686403,1.1154388,1.0584418,1.1465595,0.94917655,1.0668392,0.9185662,0.97270226,0.9712901,0.83732414,0.8992438,1.1120625,0.94640934,1.0652288,1.028236,1.0538688,1.0682335,1.0465838,0.0,0.96925974,1.0144333,1.0441201,0.9123221,0.90556854,0.8440354,1.0287868,0.9985806,1.1381017,0.9779859,0.68766105,1.0100819,1.0752618,0.9139734,0.99704117,0.82017475,1.0638347,1.1983477,1.1332446,0.83054835,1.0768868,0.9997332,0.8416857,1.053623,0.6032273,1.0492123,1.0406917,0.9572658
shirt,0.7349342,1.2405097,1.4622544,1.0773499,0.27436876,1.4279453,1.2626481,1.2226079,1.3388283,0.5857254,0.4804867,1.3046122,0.64091885,0.32656938,0.9853547,0.47585654,0.80341107,1.020659,1.4520929,1.3584361,1.0212381,1.3040974,1.1281614,1.326661,1.3023117,1.392865,1.0498492,1.2251563,0.71920073,0.88485813,0.9005023,0.9052783,0.2458198,1.2512976,0.9681428,1.2954918,1.1924124,0.5182969,0.96423334,1.5224991,0.6488303,1.5367782,1.0864831,1.0475957,0.8276514,1.0408686,0.8746234,1.2695076,0.54233336,0.9879952,1.3812056,0.84640944,0.5658568,1.0629958,0.8169902,1.4494228,1.3554826,1.063252,1.3656653,1.2858241,0.98491496,0.6892407,0.9462699,0.9770961,0.66220164,1.5141063,0.5728913,0.66061884,1.107487,1.1566942,0.330872,1.273487,0.3455019,1.2486126,0.81407756,1.4368253,0.6917781,0.86117536,1.0886939,1.1346476,0.6633909,1.2521372,0.9607222,1.0332881,1.3595549,1.4220777,0.89499617,1.1102068,1.3601577,1.1454874,0.9596946,0.30671698,0.34131098,0.79817075,1.2613966,1.4543023,1.3962188,1.1769992,1.276084,1.0384429,0.98983353,0.9072278,1.1975828,1.2911006,1.3144135,1.3926575,0.9441415,1.2876191,1.4220679,0.9176494,0.9450804,1.0059171,0.7941683,0.94179773,0.47457767,0.96925974,0.0,0.87549615,0.42934084,1.2168764,1.2595725,0.7131359,1.2576478,0.7709153,1.3621012,0.8502627,1.242878,0.8352596,1.3171918,1.1622347,0.09362072,0.5594894,1.5282247,1.2012342,1.2750666,1.0681729,1.345302,1.4764918,0.90463734,1.0034009,1.215224,1.2748826,0.81804585,0.9766452
shoe,0.9443418,0.64437336,1.2921958,0.9497998,0.8069782,1.2050697,1.1863786,0.9595721,1.1701865,0.9372078,0.8388559,1.2766635,0.8503182,0.8003992,1.1715522,0.7478802,0.96183765,0.9884124,1.2580972,1.1271838,0.9869639,1.0670682,0.9732568,1.0616633,1.1636071,1.1338086,1.1150267,1.0601277,0.9930864,0.8126607,0.98675734,1.0550227,1.111782,1.0553575,0.9448101,1.1323094,1.0195111,0.8980959,0.8174168,1.2455565,0.891819,1.2304986,1.0832392,1.0521051,0.98297864,0.8600033,1.0872687,0.8368538,0.8490139,0.8966428,1.1513996,1.0614392,1.0528833,0.9060451,1.1750028,1.1957531,1.3872364,0.34541726,1.1561753,1.2460952,1.0416433,1.0730946,1.045668,0.49173617,0.9777138,1.077955,0.9926891,0.7268669,1.0032957,1.1381372,0.8121276,1.1861548,0.61740243,0.7876845,1.0465462,1.1952257,0.8058002,1.1514308,0.91001385,1.071301,0.40014076,0.92897046,0.9717092,0.8896432,1.2395632,0.81505716,0.9000597,1.0667597,1.2144282,0.98857296,1.1138047,0.927063,0.65853673,0.8879675,1.1293293,1.2275317,1.162276,1.033109,0.9302421,1.0854754,0.77373374,0.9808452,1.0602077,1.1170859,1.1504536,1.2895439,0.82956177,1.0413712,1.2193996,1.028677,0.8028126,1.0370847,0.8372844,0.9184386,0.7965441,1.0144333,0.87549615,0.0,0.64187086,0.80088896,1.2152438,1.0221006,0.2986089,0.95851517,1.2364595,0.19734871,0.85988736,0.9602337,1.1956059,0.9008693,0.89541566,1.019155,1.2205681,0.8935959,1.1907346,1.0933449,0.8203065,1.2732285,1.0423886,1.1006527,1.0201652,1.0690141,1.0961123,1.0841417
shorts,0.88778126,1.0575428,1.341054,1.0925826,0.45349526,1.3549882,1.2284536,1.1905136,1.3796446,0.72892296,0.7266526,1.1955379,0.69117486,0.6567148,1.1234804,0.611661,0.7868133,1.1815779,1.4289596,1.335492,1.0624688,1.1151499,1.0069621,1.2625597,1.2233274,1.2729051,0.9089691,0.9408356,0.6113713,0.8529949,0.9989999,0.88426846,0.5778055,1.2916982,0.9223653,1.2324493,1.1593348,0.8133017,0.98311454,1.2713218,0.8018012,1.4388356,0.9405358,1.1918411,0.9265319,1.1515392,0.9281383,0.9996197,0.6911418,0.8873043,1.3282553,0.9823128,0.89806753,0.93470395,0.9815189,1.2536608,1.3826293,1.0101595,1.1133939,1.3058575,0.88130563,0.7937192,0.9103316,0.5954246,0.873455,1.3085383,0.82707775,0.70288825,0.9624582,1.1110147,0.51884055,1.3311148,0.19475758,0.954332,0.9187421,1.3681921,0.76587117,0.9552503,1.054507,1.2611573,0.53550935,1.2025249,0.92283607,0.8868992,1.2258947,1.1987264,0.80999756,1.0340987,1.221042,1.0900185,1.0916185,0.74571717,0.17775202,0.9555482,1.2361292,1.2146094,1.172475,0.9595455,1.1396124,0.8768401,0.8859988,1.046747,1.2070326,1.3324243,1.2908494,1.3165753,0.9490173,1.3121955,1.2214602,1.0057899,0.64005965,1.0368683,0.9914069,0.8245544,0.49544108,1.0441201,0.42934084,0.64187086,0.0,1.1239557,1.2051237,0.8844023,0.90382427,0.8088209,1.2377546,0.6327138,1.1367376,0.9288156,1.1690246,1.1796241,0.4368685,0.83224523,1.4113772,1.0497638,1.0642712,1.1012425,1.1381005,1.491364,1.0626503,1.1567712,1.1872236,1.0533923,1.0111043,1.0132271
shovel,1.0073246,1.0316869,0.96819955,0.7060734,1.1166489,1.0198218,1.18758,0.63771296,0.8351239,1.04336,0.97694623,1.0783081,0.95857894,1.0428796,1.1147192,0.9926007,0.92634326,0.9110107,1.0153419,0.79397535,0.8351335,0.88806957,0.7209151,0.77542675,0.96397376,0.9781766,1.0891628,0.8365673,1.3016272,1.0237381,1.0266892,1.2124319,1.1962622,1.0232183,1.239709,0.95670164,0.7386851,0.96739066,0.73533666,0.8358066,1.0204787,0.99504036,1.1499013,0.8641208,1.1360787,0.787238,1.1498154,0.9251708,1.0332923,1.2036923,0.9908145,1.1316187,1.1982847,1.0678027,1.1407057,0.8456923,0.9171746,0.8616055,1.039488,0.8701156,1.1916784,1.1381662,1.1829097,0.7994791,0.85027367,0.78402466,1.175349,0.9681979,1.2313063,1.1214768,1.2153902,0.9140775,1.0972737,0.6067023,0.8938765,1.0469238,1.0529913,1.2631321,0.6322595,0.9885355,0.838434,0.9913904,1.1095244,1.0431492,1.1949326,0.78910834,1.1368206,1.233477,0.9669623,0.9801281,1.0675724,1.0297629,1.1311393,0.9658114,0.9867842,0.98405474,0.94007665,0.95586354,0.79047734,1.1856303,0.8618022,0.96806496,0.6676209,0.82584405,1.0105482,0.96131563,1.0006071,1.0397124,1.1599808,1.1125066,0.9543376,1.0899955,0.9121986,0.96716666,1.0771179,0.9123221,1.2168764,0.80088896,1.1239557,0.0,1.0954455,0.8155345,0.7804947,1.2445937,1.1044153,0.811591,0.41400242,0.84536946,0.991339,0.9522805,1.177646,1.0036619,0.9079161,1.0290508,1.061974,0.69005144,0.8235769,0.78708124,0.87276524,1.0114107,0.77241695,1.1484971,1.088541,1.1689107
sink,1.3531375,0.98521227,0.88015765,1.1255946,1.2235293,0.96811444,1.0512382,1.0897933,0.82041466,0.9124008,1.1311884,0.46932733,1.0626189,1.4037747,1.0646297,1.2024636,1.1147217,1.0813156,0.55795074,0.91967404,1.0656308,1.1036122,1.0784988,1.0395932,0.94862545,0.574963,0.7567395,1.0260366,1.1008542,0.94298065,0.9417707,0.8018942,1.1842937,0.8653277,0.938431,1.0291269,1.1378198,1.1364176,1.2808697,0.5755754,1.0233282,0.5417961,1.0341979,1.0665891,1.2956123,1.2901548,0.6973571,0.7872497,1.321272,1.1386447,0.8634286,1.1246686,1.1526171,0.97528267,1.0165703,0.7696011,0.8173876,1.1993074,0.7129851,1.1253549,1.0913539,1.087009,1.0326725,1.2290288,1.1406918,0.80556643,1.1781976,1.3184294,0.8859898,1.0813361,1.1732949,0.9463417,1.2286785,0.75337005,1.2354703,0.45016748,1.0080363,0.96219987,1.1825229,0.8532347,1.5040771,0.8161595,1.0861214,1.1998266,0.6497802,0.7111158,1.06287,0.96063304,1.0010138,0.63709766,1.1858364,1.2689,1.2071065,1.1286006,1.0199102,0.4407792,0.65945256,1.0871056,1.0682297,1.1292285,0.7967948,1.1485628,1.0171735,0.8411579,1.0817703,0.9977117,1.0877988,0.90316683,0.7693635,0.7090123,0.9434451,1.2174921,1.2284908,1.2033418,1.1063815,0.90556854,1.2595725,1.2152438,1.2051237,1.0954455,0.0,1.1057818,0.9949074,0.94826096,0.6010047,1.278645,0.94898474,1.047066,0.8935148,0.9429476,1.2638963,1.0360641,0.75061774,0.94418555,0.5623373,0.8299045,0.64908636,0.99180967,1.1208556,0.8405322,0.8921356,0.84095645,0.90081584,1.1421268
slide,0.6969898,1.4251994,1.3666365,0.9985522,0.5935025,1.2687125,1.2687337,1.0443734,0.9417967,0.37657237,0.45019782,1.2550647,0.26413196,0.77806383,0.92624414,0.5517628,0.54734194,0.92197776,1.3411099,1.0737108,0.67298716,1.3321477,0.7858175,1.0559402,1.211871,1.1870079,0.87788844,1.2020733,0.8561393,0.8558778,0.964508,0.917992,0.59837294,1.2728571,0.9889181,1.2333496,1.1153327,0.501551,0.8640878,1.3534223,0.45711118,1.3555956,1.250555,0.8903813,0.92505854,1.0258943,0.89327234,1.1757065,0.8030542,1.3431585,1.2947503,0.8976814,0.9702549,1.3552318,0.6319255,1.236865,1.0812716,1.2437191,1.3695464,1.1238428,1.1140445,0.7458883,1.3092036,1.1908379,0.24966133,1.3132968,0.93159634,0.99218297,1.3622415,1.1173432,0.8090768,1.141261,0.75666237,1.0608267,0.5412028,1.2693639,0.7987952,0.86079085,0.83580136,1.1048725,0.86301005,1.2266841,1.210429,1.2921711,1.399246,1.1985106,1.3920333,1.3790798,1.3582861,0.9845464,0.9994751,0.613407,0.77388513,0.725923,1.2196264,1.367628,1.3938541,1.0600842,1.1428329,1.023155,0.9808551,0.831408,0.8221998,1.023465,1.1739056,1.3272829,1.0031086,1.1666307,1.45139,0.900756,0.97288716,1.0365628,0.8424361,1.0843707,0.73423576,0.8440354,0.7131359,1.0221006,0.8844023,0.8155345,1.1057818,0.0,1.3338029,0.863333,1.4427967,1.0208781,1.0010395,0.5281309,1.2712265,1.1713428,0.70267147,0.43456882,1.3501182,1.4147456,1.2897565,0.8888185,1.1443385,1.1964408,0.63196325,0.8440337,0.9284278,1.4023277,0.6526402,1.0050749
