,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window,zebra
dress,0.7614087,1.1451863,1.3599418,0.99836516,0.64590734,1.2289908,1.1936649,1.1759739,1.0766602,0.7983143,0.63970584,1.3267422,0.7856329,0.4586829,1.0312297,0.54157776,0.8388382,0.88431513,1.235143,1.2545277,0.8794225,1.1958818,0.9823136,1.1428057,1.2170508,1.259194,1.0216149,1.2361165,0.9507777,0.84044826,0.96889883,0.94069415,0.6906317,1.09324,1.0238541,1.202213,1.1263442,0.6600559,0.8848762,1.4059527,0.7194729,1.3626103,1.1172335,1.0222434,0.8733491,0.7196919,0.98965895,1.0999777,0.0,1.1034641,1.232986,0.9713536,0.8224799,1.2097273,0.8773877,1.2261186,1.147722,0.96802455,1.280894,1.1203328,1.0435481,0.9451384,1.1469773,0.91378975,0.7262004,1.2663081,0.80102503,0.9041177,1.201772,1.0049671,0.5977992,1.0252647,0.62965655,1.1877866,0.8214673,1.3850827,0.8843025,1.0423622,1.027276,1.0131565,0.64078546,1.0952756,1.1663711,1.0890536,1.3423197,1.1637949,1.1215357,1.2551812,1.2960572,1.1343493,0.89282423,0.45033133,0.62070405,0.7471626,1.2043874,1.4125742,1.3857725,1.0414548,1.1011813,1.0171752,0.8555621,1.0018167,0.9360768,1.252719,1.0780711,1.306175,0.8327484,1.0551335,1.3479561,0.8969782,0.9980293,0.8798382,0.85589784,0.9497343,0.54705,1.1782999,0.54233336,0.8490139,0.6911418,1.0332923,1.321272,0.8030542,1.1600739,0.72420424,1.1923689,0.8011458,1.2009578,0.70669895,1.3327804,0.96005684,0.4989193,0.75808626,1.3655792,1.1887271,1.316766,1.1724087,1.0537566,1.1527461,1.0095408,0.9669648,1.0797706,1.173479,0.8973769,0.9488878
ear,1.0240386,0.7870441,1.0063201,1.1251839,1.0791861,1.0430744,0.80161774,1.126389,1.2367158,1.2664258,1.2434397,1.0369191,1.2939442,0.986557,1.0779709,1.1164417,1.1683391,1.2041093,1.0516614,1.1598634,1.2654366,0.74902475,0.96589637,1.1046637,0.93033624,1.0728164,1.083742,0.903088,0.84104455,1.0551262,1.1373677,0.91849995,1.1110787,0.98723197,0.8659242,0.99735445,1.0281987,1.2701828,0.9302341,1.00346,1.2263932,1.037024,0.78820723,1.1698637,0.9248141,0.9773382,0.9887023,0.9282393,1.1034641,0.0,1.0594351,0.97655624,0.9620267,0.58628094,1.1434841,1.0403432,1.0148708,0.81704843,0.8645875,1.0790114,0.9446463,0.93794626,0.5044275,0.6646347,1.3181648,1.002737,0.8135847,0.6915493,0.61739373,1.0125462,1.075594,1.1550344,1.0301654,1.0774343,1.1308259,0.99141455,1.1247095,1.0975175,1.1604986,1.1086018,0.87257683,1.0300405,0.6108153,0.53714,0.82326126,0.99199814,0.3889947,0.5893152,0.97446096,1.1774942,1.0551918,1.2366673,1.0228624,1.2001114,0.9944737,0.9417926,0.82622117,0.9634681,0.9673777,0.8412991,1.0068866,1.1620369,1.0727427,1.2328331,0.9971911,1.0259336,1.0282481,0.99187726,0.8873373,1.1075048,0.767125,0.8779814,0.9300757,0.85065794,1.1109551,1.1168845,0.9879952,0.8966428,0.8873043,1.2036923,1.1386447,1.3431585,0.80836415,1.142537,0.8459384,0.92061096,1.2045586,1.2721556,0.8396824,1.0538307,1.0900612,1.3547695,1.0993495,0.6122244,0.82903653,1.057051,1.0103343,1.1598201,1.2652268,1.0682483,1.0900049,0.68660307,1.0951602,1.0313966
egg,1.3247392,0.6716161,0.46478522,0.680815,1.3722447,0.24436367,0.49906838,0.88620573,0.9914305,1.346271,1.356058,0.8272824,1.4361539,1.3145069,1.0277077,1.3278657,1.3399649,1.1307267,0.5729562,0.67186624,1.2452635,0.69154406,1.2230273,0.79009736,0.93386734,0.8743936,1.149519,0.78396463,1.3153055,1.2956314,1.0726436,1.1924512,1.373337,0.9173655,1.1926303,0.8970823,0.7515274,1.3342816,1.0354484,0.6260702,1.422828,0.5460491,1.1207025,1.0357368,1.2204518,1.0092711,1.2057544,1.0611374,1.232986,1.0594351,0.0,1.157667,1.1500987,0.7480012,1.2808311,0.654722,0.7459084,0.9204596,0.88455224,0.914775,1.1552826,1.2546294,0.9403174,0.98627365,1.2490139,0.38838792,1.1988465,1.133851,0.7084204,1.0111144,1.365521,0.8562179,1.3244264,0.9187743,1.356085,0.7481402,1.2124686,0.8815184,0.8877747,0.90548307,1.1962508,0.99085665,0.944667,0.9070067,0.49575138,0.7008259,0.8878336,0.7703972,0.32464665,1.1066519,1.0490209,1.3195031,1.3192004,1.2278712,0.87866116,0.7284042,0.7290932,0.96232843,0.74051887,1.1349372,1.0658276,1.0358508,1.1701972,0.8809666,1.0105644,0.5604557,1.1748632,0.9898824,0.50637794,1.195358,1.1958845,1.0817378,0.97226995,1.0982971,1.3046912,1.185614,1.3812056,1.1513996,1.3282553,0.9908145,0.8634286,1.2947503,0.8155227,1.115121,0.6777986,1.1605412,0.79607916,1.2036523,0.67715245,1.0553819,1.3880615,1.3406203,0.44721508,0.6498132,0.71407014,0.9628222,0.80329204,0.5708531,1.1569027,1.0807775,1.1747934,0.6722865,1.238714,1.1438395
elephant,0.4739986,1.162604,1.2609547,1.0720043,0.8741413,1.1937488,1.1763172,1.0844687,1.1693331,0.8413109,0.757441,1.1456767,0.90337074,0.94165766,0.6592854,0.86098033,1.0301343,0.6933544,1.272357,1.1427505,0.97156274,1.1752615,1.0773231,1.1597767,1.0022622,1.243438,1.1907231,1.2201887,0.64125484,1.1518905,0.94833046,1.153408,0.7656348,1.0831213,1.0150621,0.8721441,1.1004145,0.71089756,0.93670833,1.2687424,0.90473986,1.2847445,0.7130618,0.96529776,0.39674902,0.99089694,1.0751805,1.2344617,0.9713536,0.97655624,1.157667,0.0,0.9775574,1.153319,0.98749715,1.1331396,1.1393168,1.0661783,1.22437,0.8392582,0.63147825,0.9444046,1.1390209,1.1502101,0.8423867,1.3038777,0.94200724,0.9882907,1.1671319,0.83113444,0.96029377,1.2054844,0.9513465,1.1793568,0.99168444,1.1863673,0.9738139,0.9590604,1.1008267,1.0315336,0.99883336,1.1711938,1.0566276,1.1854006,1.2348739,1.1765356,1.1020448,1.1629815,1.2448887,1.1068459,0.6997334,0.79157233,0.96024984,0.5969263,0.8655623,1.2438504,1.242575,1.136226,1.2322279,0.9166056,1.0522125,0.88200414,1.0966592,1.1118892,0.8009836,1.1853523,1.0903728,1.184191,1.2638888,1.0958623,1.1038101,0.98514044,0.99377245,0.989589,0.93593985,0.96889186,0.84640944,1.0614392,0.9823128,1.1316187,1.1246686,0.8976814,1.23292,0.9508536,1.298249,1.0907357,1.0684657,0.9837397,1.1784325,1.0979419,0.84269214,0.86226916,1.2501223,1.1989576,1.1908665,1.1402326,1.1554428,1.1508442,0.9119258,1.0707026,1.1596478,1.246295,0.99316686,0.36600792
face,0.85305715,1.095231,1.2415885,1.0112933,0.7800424,1.1438375,1.0372099,1.1420629,1.2445581,0.8598705,0.80747414,1.1457734,0.8605484,0.6527878,0.88870615,0.8497811,0.8437767,1.0351273,1.2773519,1.182511,1.0458568,1.1348035,1.2262112,1.215659,1.1818357,1.3069372,1.0255294,1.1298834,0.8316374,1.008897,0.84629583,0.96926045,0.71764255,1.1428114,1.0688052,1.1137044,1.0987921,0.7941792,1.0302536,1.309535,0.83764136,1.3233052,1.0341344,1.029754,0.8284452,0.9942025,0.8946782,1.2383279,0.8224799,0.9620267,1.1500987,0.9775574,0.0,0.99486816,0.84423816,1.2318408,1.1507002,1.0088886,1.2197933,0.9855838,0.92879725,0.70453477,0.55831444,1.1757555,0.84377265,1.2942451,0.28352952,0.81957126,0.96483725,1.041714,0.7212006,1.1183834,0.79973507,1.261425,1.0086576,1.2903473,0.75889915,1.0068595,1.0637325,1.0737172,0.85299075,1.1164882,0.9601848,0.98076355,1.130741,1.394083,0.92081445,0.7540549,1.1235052,1.1469911,0.7883299,0.7350324,0.8005879,0.8831248,1.1062555,1.2808977,1.2729926,1.1575012,1.1860452,1.0137367,1.1279168,0.9634195,1.0920086,1.1329699,1.134099,1.2125537,1.0886036,1.1230271,1.1782742,0.94905007,1.1026351,0.93565744,0.815171,1.0431001,0.77416915,1.0588528,0.5658568,1.0528833,0.89806753,1.1982847,1.1526171,0.9702549,1.2749465,1.0445073,1.2613559,1.1189986,1.1402379,0.85302377,1.2894732,1.0678825,0.6051456,0.7892733,1.2230579,1.0376729,1.1937473,1.0968331,1.3858865,1.1864647,0.95456564,0.9848069,1.1993592,1.1648495,0.8992091,0.9830519
finger,1.4021825,0.47518075,0.73890877,0.88867056,1.0926423,0.828086,0.62879086,1.0547712,1.2445264,1.4452319,1.3856684,0.81527525,1.4014387,1.1985419,1.2838898,1.2771084,1.3410618,1.2870814,0.8654913,1.105898,1.3536007,0.540311,1.0998034,1.0834577,1.0412344,0.921352,1.1074084,0.4735372,1.2411854,1.2190485,1.2729081,0.9947548,1.2308649,1.0928708,0.9933539,1.1282364,0.82703125,1.3675925,0.90374905,0.5710025,1.5237175,0.8190119,0.94104743,1.3083539,1.3323424,1.1922694,1.1184018,0.85479677,1.2097273,0.58628094,0.7480012,1.153319,0.99486816,0.0,1.3127618,0.8973554,1.032173,0.8556061,0.6046533,1.2325749,1.0577948,1.167779,0.38192976,0.51843816,1.3636264,0.54341567,0.92082053,0.44188106,0.55176866,1.1102635,1.192425,1.1545594,1.0156846,0.86339074,1.3063525,0.9227245,1.0811304,1.1420134,1.0963026,1.2173226,0.9425422,1.1322588,0.3722325,0.38640106,0.40508163,0.9107536,0.24210334,0.35111356,0.63277954,1.2211218,1.2513878,1.2949164,0.98278946,1.3725504,1.142982,0.6147511,0.46503806,0.9431822,0.6532622,1.1167773,1.0007949,1.167723,1.2310181,1.2336671,1.2023431,0.8928349,1.2292881,1.1728337,0.6401308,1.2500722,0.868838,1.1053576,0.923401,0.9693457,1.2125312,1.1629245,1.0629958,0.9060451,0.93470395,1.0678027,0.97528267,1.3552318,0.5563248,1.0983455,0.70860374,0.8115671,1.0378878,1.3911445,0.61467284,1.2316263,1.150688,1.4566096,0.85560966,0.091071725,0.4308858,0.7802868,0.94110346,1.025339,1.3626554,1.1487736,1.2413087,0.33060747,1.2160141,1.1758591
firetruck,0.8828227,1.2631564,1.261629,1.1612236,0.836645,1.185692,1.2615747,1.2200972,0.95440453,0.7090683,0.74838424,1.0916696,0.66712326,0.9194143,0.99482685,0.86999947,0.4262489,1.0080533,1.1743441,1.1764944,0.81297106,1.320319,0.7405884,1.1646122,1.0971686,1.0825307,0.5520427,1.258909,0.72646296,0.8595498,0.9214095,0.8415371,0.7086183,1.0512698,0.9118656,1.0846078,1.2652519,0.76341647,1.0777748,1.2658834,0.6907562,1.2123543,1.065412,1.0490268,0.9245713,0.9669589,0.8233053,1.1305904,0.8773877,1.1434841,1.2808311,0.98749715,0.84423816,1.3127618,0.0,1.2269441,0.9142245,1.217473,1.1651876,1.0032117,1.0022967,0.6643934,1.1360635,1.2853428,0.5987007,1.323682,0.8530967,1.1652172,1.2297624,0.9205156,0.8726429,1.0031326,0.93275946,1.2119231,0.59756047,1.0949413,0.830773,0.93433726,1.0977315,1.0900339,1.1217139,0.9776481,1.2019187,1.2420968,1.2391264,1.2570616,1.2976965,1.1757728,1.3151699,1.0187188,0.9600674,0.78316796,0.88493186,0.9015259,1.0469292,1.2163672,1.2793076,1.0129433,1.2667193,0.9723722,1.1541626,0.95734566,0.7023073,1.1245507,1.0076634,1.2080842,1.0184721,0.96859,1.1943198,0.81188583,0.95296514,1.1144075,1.1241285,1.0458972,0.66463315,0.9675875,0.8169902,1.1750028,0.9815189,1.1407057,1.0165703,0.6319255,1.3260741,0.7737981,1.2140232,1.1948063,1.2538085,0.6512746,1.1960896,0.995455,0.81549144,0.6438442,1.2039952,1.3261898,1.2093868,1.11796,1.2381845,1.1178203,0.94714475,0.8926347,0.85319865,1.2708092,0.7853102,0.9880206
fish,1.1081061,0.90429914,0.59088564,0.9311947,1.3773189,0.5920615,0.6555188,0.9452939,0.98408866,1.3913352,1.3452598,0.54657996,1.3727117,1.3004148,0.8295154,1.2859535,1.1533942,1.1236893,0.5274844,0.81468207,1.2695163,0.7447641,1.1063765,0.9052039,0.78909653,0.8224679,0.8936411,0.7578839,1.1147206,1.3890015,1.1519018,1.1820221,1.3268235,0.97863865,1.0965472,0.74787796,0.96245056,1.3115747,1.0668838,0.3813945,1.4240558,0.5753762,0.9969452,1.1659639,1.1377363,1.0559281,1.23613,1.0701311,1.2261186,1.0403432,0.654722,1.1331396,1.2318408,0.8973554,1.2269441,0.0,0.5293857,1.0281264,0.6689783,0.7717004,1.0385312,1.2253681,1.0122441,0.8284699,1.2546885,0.44357586,1.239187,1.1991484,0.76906896,0.93628216,1.3885868,0.960212,1.3414576,0.8728925,1.3641024,0.7403221,1.0949996,1.071186,0.9302952,0.9953787,1.1364528,0.88866603,1.0766416,1.107232,0.5034212,0.7351901,1.0325315,0.90647745,0.69866717,1.0784527,0.9689516,1.342948,1.3595581,1.2513894,0.7639535,0.41636032,0.64544296,0.75289595,0.9230086,0.8997331,0.82260644,1.2589532,0.9417125,0.9237194,0.9423911,0.7215455,1.18648,1.0340872,0.5709118,1.1756682,1.0768949,0.8791107,1.1629565,1.0303613,1.227434,1.0532293,1.4494228,1.1957531,1.2536608,0.8456923,0.7696011,1.236865,0.87651646,1.128985,0.6362709,1.1015773,0.70063907,1.0537871,0.7223635,1.0027606,1.4452064,1.4281855,0.598721,0.7618898,0.616243,0.77726877,0.7291349,0.68774056,1.2132211,1.0078932,1.0353113,0.6973074,1.1605887,1.0870948
flower,1.1715949,1.051821,0.54722106,0.96794695,1.3333759,0.6142228,0.849586,0.9776991,0.72152674,1.2938669,1.2782933,0.7165569,1.3256611,1.1898711,1.0237064,1.2705662,1.0407168,0.99965876,0.585003,0.7678863,1.0359613,0.8570706,0.9404142,0.79901135,0.74081266,0.8097111,0.79224944,0.835078,1.2376213,1.2294787,1.1095951,1.1580136,1.2128729,0.88726324,1.1726782,0.910693,0.9258574,1.2465782,1.0864775,0.5650622,1.2671919,0.63069254,1.0424603,1.0680484,1.1783749,0.8582654,1.1193953,1.0897889,1.147722,1.0148708,0.7459084,1.1393168,1.1507002,1.032173,0.9142245,0.5293857,0.0,1.1952186,0.9025335,0.66820693,1.1648841,1.0696352,1.0421259,1.107103,1.1434734,0.5877693,1.2146089,1.2426856,0.9024085,0.96545726,1.3368315,0.74694926,1.4563448,1.129342,1.0868472,0.7269732,1.2251691,1.0523531,0.961556,1.0261236,1.3134705,0.83913803,1.1064907,1.0692554,0.63118607,0.78805757,1.1185964,1.0060902,0.7420361,1.0611556,1.0628352,1.250486,1.3976337,1.1679608,0.8815256,0.6453397,0.7954318,0.87356234,0.865124,1.1316999,1.0715795,1.1064095,0.62203574,0.89375967,0.93119884,0.58280903,1.1152095,0.9089022,0.685416,1.0777738,1.1950922,0.9963146,1.1284385,1.0044303,1.2171919,1.0637978,1.3554826,1.3872364,1.3826293,0.9171746,0.8173876,1.0812716,1.1453649,0.9895955,0.69309473,1.3460281,1.0810497,1.041246,0.60669184,0.94545275,1.3546033,1.2590649,0.61717576,0.90720713,0.7486463,0.81951016,0.85893655,0.54521096,1.1322788,0.8957755,0.96374106,0.779689,1.0500344,1.1586002
foot,1.0982947,0.48000193,1.0539594,0.9776498,1.143865,0.9482469,0.9831849,0.9664792,1.0058137,1.2336879,1.1452227,1.1428872,1.2092662,0.96430194,1.057949,1.1116221,1.2346909,1.0234545,0.95269763,1.0373521,1.0818973,0.92614347,1.0715148,0.95170593,1.0811207,0.92416453,1.1650207,1.0524406,1.0993372,0.9692165,1.0759856,1.0956749,1.2289035,0.857528,1.038272,0.9528816,0.90640664,1.1358947,0.9689255,1.0765103,1.1094278,0.9192768,1.1232705,1.0548749,0.9949353,0.7391098,1.0875807,0.99298954,0.96802455,0.81704843,0.9204596,1.0661783,1.0088886,0.8556061,1.217473,1.0281264,1.1952186,0.0,1.0517287,1.1080501,1.1731367,1.2365003,0.96169394,0.63605136,1.1981776,0.9100244,0.924869,0.9233882,0.7183141,1.0063167,0.9335767,0.98874456,1.0033404,0.8652891,1.141721,0.984828,1.0599015,1.168648,0.95152164,0.8634414,0.7123007,0.747003,0.9438136,0.8879583,1.0345936,0.8055816,0.81188273,0.9188777,1.0197531,1.015071,1.0181588,1.0728079,0.98724085,1.0708414,0.9469321,1.1227442,1.0787483,0.9307545,0.8846571,1.0615611,0.96374315,1.0939691,0.9815037,1.0764719,0.95119405,1.0810657,0.8704603,0.8109659,0.95348364,0.9630978,1.027246,1.0022357,0.99735457,0.9196483,1.1008998,1.0720401,1.063252,0.34541726,1.0101595,0.8616055,1.1993074,1.2437191,0.37310565,1.0768445,0.9445287,0.49029803,0.84936506,1.0993383,1.1196104,0.71754616,1.0685627,1.2562,0.99089634,0.7527064,1.1372976,1.1109171,0.85559803,0.982083,1.1829515,1.03039,0.97205865,0.9747164,1.1042354,1.0981431
fork,1.4554763,0.7166908,0.66583365,1.191654,1.4013982,0.85501766,0.86184764,1.1018319,0.91479886,1.4012488,1.4677136,0.42107826,1.3722731,1.4300408,1.223393,1.3904617,1.1924934,1.1726294,0.708482,1.0030409,1.2479185,0.76769257,0.8591895,1.032773,0.7821039,0.5365925,0.84871215,0.6338188,1.1383511,1.1189164,1.1675737,0.8372416,1.3628509,1.0185819,0.65586793,0.9136574,0.9591231,1.4423659,1.1962017,0.29635382,1.4770075,0.5869117,0.8800246,1.271301,1.3906965,1.3840339,1.0022073,0.6849824,1.280894,0.8645875,0.88455224,1.22437,1.2197933,0.6046533,1.1651876,0.6689783,0.9025335,1.0517287,0.0,1.0923927,1.0513862,1.22535,0.7056104,0.8403152,1.3989508,0.57609427,1.1690083,1.1456544,0.70123327,0.9961353,1.3199977,1.048537,1.2250661,0.5247739,1.2727202,0.5773614,1.0519216,1.1644064,1.1512318,1.0771185,1.3824389,0.99320096,0.71515703,0.8172759,0.54312897,0.6591416,0.68780524,0.63174325,0.78604245,0.94524527,1.2695247,1.3850818,1.2091191,1.31235,0.9425319,0.2883004,0.24465519,0.7110162,0.8185903,0.9210157,0.88679016,1.1631547,1.117079,1.0309516,1.0461766,0.77579176,1.1330364,1.0437845,0.54535764,1.1008939,0.72137785,1.2160072,1.3358822,1.1632493,1.2808447,1.0274687,1.3656653,1.1561753,1.1133939,1.039488,0.7129851,1.3695464,0.67961997,1.0574803,0.5121436,1.0508953,0.88196856,1.323978,0.60120326,1.1276976,1.3806361,1.4878914,0.639494,0.578529,0.41511148,0.89553857,0.64651936,0.9290562,1.3815936,1.0081179,0.9232445,0.49331522,1.1517413,1.1011884
frog,0.7777812,1.1507852,0.8124905,0.8706942,1.2902015,0.63439256,0.93909734,0.7666271,0.9960712,1.2542033,1.1374663,1.0633935,1.266242,1.0134026,0.7250302,1.1705133,0.9270021,0.82475054,1.0752158,0.82596815,1.092496,0.7785394,1.1511182,0.85583586,0.6700282,1.2586596,1.0461968,0.93413883,0.9212339,1.371113,0.99256057,1.3308525,1.1594803,0.99969167,1.1934049,0.55620015,0.9230378,1.0623822,0.8809625,0.9326587,1.257095,1.0866243,0.80770993,0.8897299,0.6696808,0.689485,1.3072352,1.1148585,1.1203328,1.0790114,0.914775,0.8392582,0.9855838,1.2325749,1.0032117,0.7717004,0.66820693,1.1080501,1.0923927,0.0,0.8232151,1.0255759,1.1113906,1.1022125,0.9776423,0.82985395,1.1153034,1.1493539,1.1311508,0.7423928,1.2928319,0.88987184,1.3072548,1.2569993,1.0874331,1.1043428,1.1575074,1.1334041,0.79414177,1.0888224,1.0147088,0.99578774,1.2075008,1.1173656,1.0660323,1.0685346,1.2899206,1.0754071,0.822778,1.199049,0.5840951,1.054448,1.339532,0.91432714,0.604345,1.0567436,1.0883344,0.78315085,0.8793173,0.91047335,1.1439697,1.0172889,0.7822037,0.7506362,0.69076407,0.7359276,1.1545877,0.9697015,0.9047609,1.3685876,1.275173,0.98380804,1.0810031,0.84204197,1.1156065,0.97852755,1.2858241,1.2460952,1.3058575,0.8701156,1.1253549,1.1238428,1.1558969,1.0711428,1.1435666,1.2433947,0.92969096,0.96219546,0.9189073,0.99626267,1.2441534,1.1251683,0.700605,1.1748679,1.145806,0.99645114,1.1578678,0.49064898,0.90011144,1.1037674,1.1946282,1.1486813,1.1779894,0.85489744
giraffe,0.6277263,1.1598718,1.1752049,1.0346638,0.92842484,1.176909,1.106295,1.0615935,1.2999885,1.0406886,1.0193189,1.1361008,0.9744215,1.0125936,0.7723294,0.9968629,0.9557287,1.011315,1.2564398,1.2399507,1.1072991,1.0331558,1.0988684,1.2579945,0.86811054,1.298737,1.0618036,1.0409069,0.72713083,1.0972246,0.97118884,1.0561934,0.9762663,1.1187273,0.8278524,0.94000864,1.0653616,1.0106801,0.86676145,1.1472449,1.0001484,1.3124367,0.20390779,1.0798842,0.65136397,1.1392097,1.1265584,1.0603034,1.0435481,0.9446463,1.1552826,0.63147825,0.92879725,1.0577948,1.0022967,1.0385312,1.1648841,1.1731367,1.0513862,0.8232151,0.0,0.9733327,0.98300564,1.0664322,1.0572354,1.2027736,0.91556036,0.96721405,1.2010043,0.76207817,1.0901573,1.1774372,0.99009156,1.1318187,1.0490879,1.2030377,0.85301584,0.97379464,1.0879853,1.0631281,0.9462245,1.1491688,0.95646507,1.0435648,1.127947,1.2381288,0.9874534,0.986253,1.1154135,1.0875022,0.7377007,1.0545672,1.0139314,0.85163873,0.9797671,1.0972418,1.0884554,1.027761,1.0975095,0.80840683,1.1025968,0.99030995,1.0763718,1.0752494,0.7694362,1.1126035,1.1974103,1.1789014,1.1014639,1.2029607,0.97118086,0.922936,0.92378366,0.83371156,0.949533,1.0261828,0.98491496,1.0416433,0.88130563,1.1916784,1.0913539,1.1140445,1.1736305,1.0524633,1.229487,1.0131494,1.1045214,1.031097,1.0139391,1.1199439,1.0233996,1.0151277,1.2018968,1.1316614,1.0281641,1.1537324,1.2643006,1.229456,0.98849255,1.1539316,1.199302,1.0957345,1.1199404,0.31028438
glass,0.78368115,1.2958664,1.2251925,0.91646886,0.65031165,1.1281682,1.1763604,1.060211,1.0985583,0.61252123,0.7841686,1.116038,0.71914744,0.7279646,0.95407647,0.83980286,0.5348654,0.88961416,1.304281,1.013609,0.8765753,1.2662121,0.98227733,1.0668534,1.1157107,1.2876229,0.69547987,1.181793,0.74802333,0.9923624,0.7615887,0.93361545,0.6516146,1.1691564,0.80913997,1.2021313,1.1453061,0.8274848,0.98312837,1.2982569,0.7380479,1.2882237,1.0119253,0.89846885,0.9244636,1.123341,0.859396,1.2040155,0.9451384,0.93794626,1.2546294,0.9444046,0.70453477,1.167779,0.6643934,1.2253681,1.0696352,1.2365003,1.22535,1.0255759,0.9733327,0.0,0.9794772,1.1445934,0.7319906,1.3038752,0.79460806,0.7683603,1.1926577,1.1740255,0.93361986,1.0659456,0.7908536,1.1423997,0.7923851,1.2301459,0.81953365,0.9455369,0.8799413,1.1723337,0.8874209,1.2189666,1.0691028,1.1293321,1.2613088,1.4153001,1.0955839,1.1123306,1.2697406,0.996381,0.92665154,0.8414534,0.79471153,0.7264094,1.1748731,1.2594945,1.2943888,0.9750407,1.272188,1.0620675,1.2363293,0.8931459,1.0733168,0.972731,1.21368,1.2012132,1.1014291,1.219073,1.2480005,0.9819956,0.9202579,1.0273882,0.8493527,1.0052239,0.5612648,0.9513862,0.6892407,1.0730946,0.7937192,1.1381662,1.087009,0.7458883,1.3430198,0.8402744,1.2959067,1.1335742,1.1066,0.8413509,1.2327051,1.2216281,0.7853979,0.6457612,1.1960557,1.2691095,1.2065445,0.9989153,1.3938601,1.1964577,0.7458436,1.011545,1.1031634,1.277072,0.8719473,1.0245748
glasses,1.2890103,0.6996465,0.8648087,0.9963085,1.122998,0.9330257,0.7803449,1.1471839,1.2856412,1.2903016,1.2846371,0.8338846,1.2716075,1.0009272,1.1630485,1.2116946,1.1282097,1.2811439,0.98985535,1.1351917,1.2860343,0.70301926,1.075054,1.1418221,1.0558101,1.019588,1.0678574,0.7161257,1.0449886,1.1372255,1.1404269,0.9443048,1.0722007,1.0655755,1.0343482,1.0906717,1.054341,1.2725517,1.067183,0.7467066,1.3325717,0.9542336,0.95088917,1.2265949,1.1654708,1.1488339,1.0168012,0.968037,1.1469773,0.5044275,0.9403174,1.1390209,0.55831444,0.38192976,1.1360635,1.0122441,1.0421259,0.96169394,0.7056104,1.1113906,0.98300564,0.9794772,0.0,0.7289942,1.2880349,0.82953954,0.5761182,0.7214938,0.49926466,1.0406917,1.0491222,1.1645986,1.0011969,1.0558535,1.1664946,0.99306,1.0787941,1.1592977,1.1791157,1.2240361,1.0348877,1.1046414,0.38989186,0.49594325,0.5350675,1.1049068,0.2927081,0.17412084,0.8126084,1.2116807,1.1127146,1.2170272,0.97445774,1.2889847,1.1048639,0.74460566,0.635893,0.91601366,0.935703,1.0134038,1.094817,1.1941537,1.1665117,1.1896204,1.1714298,0.9685467,1.1551005,1.0893209,0.68803763,1.181192,0.8951714,1.0743241,0.99090755,1.0148363,1.1123846,1.1049551,0.9462699,1.045668,0.9103316,1.1829097,1.0326725,1.3092036,0.75319374,1.1497462,0.817766,1.0795658,1.0970998,1.2625673,0.8660143,1.1942399,1.0273943,1.3231835,0.8988924,0.4454627,0.5591323,0.9423226,1.1498905,1.0953885,1.2530576,1.1566076,1.1881417,0.44064713,1.1357129,1.1411058
