,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
scissors,0.838187,0.8230628,1.3428915,1.1533481,0.87010896,0.90067834,0.85910517,0.66950864,1.2586101,1.3898847,0.70299387,1.3705156,1.4165045,0.8786574,1.3081456,0.6872629,0.9145799,0.61840284,0.7926241,1.0037745,0.81875086,0.85996807,0.67182255,0.73191804,0.7186784,0.8891861,0.75683314,1.2376708,1.0790842,1.1626034,0.8751326,1.0886002,1.1805162,1.0175796,0.7762084,1.315098,0.93630105,1.4469894,1.0746394,0.45546794,1.3666562,0.57220846,0.880441,1.0586731,1.1126572,1.0778697,1.0378022,1.1530932,1.3241951,0.96217585,0.8878677,1.0070704,0.7911987,1.2748044,0.94846064,1.1693066,0.67162603,0.92989403,0.95414335,0.6091138,0.72231597,1.1684103,1.0726336,1.2762325,0.95535624,0.9499026,1.2970024,0.81858104,1.2791965,0.7787044,1.1153919,0.88937587,0.9113602,0.9746208,1.2707936,0.7845807,1.3451545,0.52621716,1.209861,0.6035256,0.8753185,0.9470485,1.243189,1.1982437,1.1812739,1.0707735,1.129343,0.70747113,1.0208068,0.67781717,1.0680766,1.0172727,1.040841,1.0159457,1.366921,1.3798072,1.2469398,0.40509915,0.43286967,0.3882177,0.8483435,0.9624522,1.2816004,0.7863817,0.83088005,0.85290265,0.8794581,1.1518403,0.7178408,0.7622746,1.1133755,0.90684414,0.90030754,1.293856,0.0,1.3592358,0.7385793,1.1672584,0.6787264,1.2332003,1.1704026,1.3407174,0.6777401,1.1498252,0.72570384,1.1572587,1.0890284,0.54234666,0.8203707,1.042592,0.5721364,1.0294586,1.286695,1.1645889,1.3004806,0.52539504,0.80768293,0.9811722,0.4002866,0.88594925,0.61358476,1.1335162,1.1566081,1.0083325,0.9547249,0.770065,0.6677614,1.2959701,1.0602468
shirt,1.2596996,1.3123219,0.8482038,0.7123252,1.199362,1.0033782,1.2042134,1.3981643,0.73145413,0.5447166,1.2554137,0.7036917,0.4138304,1.2405134,0.6579701,1.1486653,1.1165512,1.3100312,1.4270918,1.1038294,1.4003958,1.227498,1.3321581,1.2865516,1.2191013,1.1267153,1.347586,0.81624055,0.86466444,0.9714832,1.1924424,0.9657462,0.3132888,1.1701958,1.0714946,0.9747211,1.1115515,0.451981,1.0906277,1.4454615,0.5557504,1.4500058,1.234167,1.2161429,1.0381073,0.84003174,0.9723123,1.064397,0.5859258,0.95245034,1.3965124,1.0397673,1.312263,0.43290532,1.0470328,0.8045214,1.3716552,1.1490636,1.000149,1.3907286,1.319317,0.9624324,1.0659037,0.65395236,0.85986686,0.914834,0.6900875,1.2694125,0.40379226,1.3481677,0.80074954,0.7823743,1.203048,0.922906,0.066019416,1.2110538,0.3390187,1.3280432,0.6992769,1.430299,1.2819912,1.2524627,0.61796725,0.8337262,0.7174655,0.933764,1.1299076,1.2750262,0.975675,1.0588646,0.986706,1.2864374,0.91807926,1.1777636,0.3451358,0.2591402,0.8455434,1.4654396,1.4201428,1.3981874,1.3408642,1.2026743,0.8584962,1.3615725,1.0761111,1.458152,1.264462,0.95567757,0.99119335,1.3571035,1.0133485,1.1315522,1.2283533,0.46606487,1.3592358,0.0,1.103309,0.7748922,1.2255365,0.7453312,0.9041538,0.5674408,1.3106961,0.9225654,1.3617399,0.7521834,1.1744931,1.4332609,1.1444243,0.9320613,1.3966433,0.90973294,0.057003677,0.9583674,0.6514047,1.4702338,1.2114171,1.093575,1.4092832,1.0068754,1.4005787,0.9837741,0.9243728,1.0028441,1.1652607,1.0765032,1.2755587,0.7749095,1.0465034
shoe,0.8739026,0.96625054,1.102385,0.9436343,0.9317287,1.0138742,0.9245533,0.9823907,1.1508989,1.2286851,0.7940084,1.0340254,1.1659186,0.97999173,1.1449399,0.9722559,1.0496655,0.93050563,1.0315616,0.98837525,0.9499289,0.9568,0.95619607,0.94300336,0.8469895,0.9106823,0.93069226,1.1075468,0.9861051,1.0852116,0.99052423,1.2440273,1.0692112,1.0293547,0.8631146,0.9801013,0.9459491,1.1766409,0.90480024,0.89660233,1.1253508,0.95044607,1.0091099,1.1027379,1.1093212,0.9788585,1.1809651,0.8913034,1.0515819,0.7830698,1.0843616,0.96080494,1.0410057,1.123632,0.7766143,1.1551841,0.80058897,0.96534175,0.69235504,0.9512648,0.8714606,1.1207157,1.0934933,1.2059786,0.85190773,0.5721644,1.1438643,0.70230526,1.1397796,1.0384228,0.8300002,0.76836926,1.0394217,1.0310398,1.0448465,0.8403468,0.9298366,0.90197814,1.1606632,1.0660458,0.9539963,1.053834,0.71520686,1.1394353,0.96223265,0.8307153,0.98363376,0.9650765,0.91469526,0.647898,0.8237133,1.0453231,1.0534757,0.99960864,1.1362468,0.96086854,1.1823678,0.86363757,0.9333236,0.8784545,0.9783569,1.0813366,1.0231074,1.0625882,1.0706863,1.0233241,1.0727347,0.9438491,0.85568166,0.9813434,0.81316847,1.0492334,1.0825446,1.1148196,0.7385793,1.103309,0.0,0.81787235,0.89468294,1.2325135,1.1207697,1.0514909,0.6710918,0.89613533,0.9722398,0.6688261,1.0678818,0.8164872,1.0232224,1.1299856,0.97418845,1.0097129,1.0545497,1.120129,1.2742803,0.8012556,0.8125127,0.86476314,0.7701813,0.8422542,0.900385,1.1086179,1.1919575,0.90621436,1.0494905,0.9358914,0.8096587,1.2839968,1.1073196
shorts,1.0535442,1.0331638,1.0782503,0.70039237,1.0685318,1.048845,1.0980877,1.1954577,1.088433,0.90789855,0.76489985,0.7138901,0.8489791,1.1954486,0.8517469,1.0301094,1.0578892,1.260763,1.2718258,1.1373267,1.0355557,0.94772536,1.1855835,1.1712062,0.9352706,1.0180627,1.013643,0.9597491,0.8281766,1.1275904,1.1742456,1.217613,0.9862635,1.0933701,0.98980135,0.9045268,0.86367667,0.76841927,0.897184,1.0672137,0.85000885,1.2090695,1.1208022,1.3329035,1.1251192,0.9217324,1.1147354,0.7935099,0.64749974,0.9164615,1.1819232,0.9720555,1.1561862,1.0320461,0.70607865,1.0695394,0.9417787,0.93426454,1.0252649,1.1990532,1.0850058,1.0518217,1.0854957,1.0711966,0.8492085,0.5227392,0.90363264,0.95485663,0.9836777,1.0745939,0.82969934,0.832854,1.1600292,1.015274,0.760362,1.0089118,0.5474689,1.203566,0.83532166,1.2494216,0.98625344,1.2984941,0.7007594,1.0876501,0.9735992,0.9736007,1.0253657,1.0582874,0.7314253,0.6253633,0.84334314,1.0842391,0.97501284,1.0359436,0.7683047,0.5407473,0.9795542,1.0655988,1.1653857,1.2100215,0.9832935,1.1237432,0.65702116,1.1841031,1.0649353,1.035921,1.2203689,0.8207425,1.0368057,1.1663285,0.82040095,1.1479396,1.1954522,0.90740424,1.1672584,0.7748922,0.81787235,0.0,1.0771481,1.1665795,1.1186291,0.8561523,0.8256209,0.73127294,1.202792,0.6206136,1.1689177,1.1452702,1.0404161,0.91360533,1.0953887,1.0388083,0.7216469,1.0509465,1.087578,1.0707179,0.8679755,0.89406997,1.1219964,0.743606,1.1547703,1.188482,1.0873598,0.7361158,1.2085575,1.0946785,0.857642,1.0656728,1.0477949
shovel,0.91118723,1.2448117,1.1110696,0.89524984,1.1455128,1.1365259,0.97004986,0.90811425,0.90036815,1.1541361,0.98665553,0.8711754,1.1879066,0.9906522,1.1148198,1.0100569,1.0165288,0.98575187,0.8459372,0.9570998,1.0273349,0.66717565,0.87539345,0.96063215,1.0155401,1.072481,0.9577803,1.0889912,0.9357414,0.8987446,1.012922,0.9807374,1.1729926,0.76091623,0.5935372,1.1583714,0.9391878,1.1444916,0.8566003,0.85661805,1.0150847,0.92557615,1.1637123,0.86548084,1.136465,1.1100234,0.9329021,0.9567164,1.1612338,0.99060977,1.1793778,0.96385956,1.0290565,1.270282,1.1294402,0.96930397,0.9371748,1.0098767,0.92019284,0.4237436,0.97772235,0.99196607,1.159552,1.0480247,1.2282213,1.0072554,0.990252,1.0468291,1.2274816,1.1523786,0.9849676,1.1983746,1.1452993,0.60620546,1.1429831,0.74347794,1.07496,0.2843455,0.8350249,0.7939311,1.0074147,0.83885,0.96822846,0.9110067,1.0542464,1.1436577,1.1920364,1.1888796,0.7217065,1.0279077,1.1961365,1.2190163,0.7319127,1.1106858,1.1472789,1.1619561,0.9805577,0.619476,0.54372704,0.79133695,0.9466415,1.1893634,0.9810611,1.0479178,0.8846923,0.8961289,1.1753759,1.0047194,0.872433,0.9626586,1.1183727,0.7947253,1.0654918,1.1644899,0.6787264,1.2255365,0.89468294,1.0771481,0.0,1.0663668,0.7815528,1.0601505,1.0609901,0.9386512,1.0022452,0.9882707,0.7968277,0.31044173,0.6963263,0.7256441,1.1172124,0.98783594,1.1383739,0.96880037,0.99053323,1.0467643,1.2085762,1.1711442,0.67735994,0.7609412,1.1362485,0.9834609,1.0667889,0.99535394,1.1263725,0.5334927,1.154709,1.0880033,1.1337125
shower,1.145356,1.3103321,0.85535115,0.9868941,1.1321008,1.1154382,1.127991,1.119355,0.34350258,0.50188255,1.2952509,0.910478,0.38266188,1.0655518,0.653201,1.1914333,0.88719046,1.0908973,1.0975732,0.91767955,1.354555,1.1661912,1.1162508,1.0794277,1.3420178,1.2362452,1.3335915,0.94653225,1.1116489,0.90603745,0.9119675,0.658619,0.8022144,1.0399563,1.1128749,1.0304167,1.2738572,0.58226293,1.2246764,1.3205032,0.7471733,1.2371361,1.1355236,0.9809539,0.98899406,0.7579025,1.0127363,1.194368,0.8997658,1.1594005,1.2296717,1.1203898,1.0998101,0.7836449,1.2185854,0.9013972,1.3413064,1.1122375,1.1171665,1.1442746,1.1616712,0.84704125,0.8673856,0.6869776,1.1432617,1.3338919,0.6609821,1.2442839,0.6890119,1.260879,0.9856141,0.88887066,1.0959593,0.9087774,0.7290059,1.201584,0.80572903,1.1659681,0.7994842,1.1560439,1.2127215,0.9270176,0.9514366,0.9939698,0.9526717,1.0601884,1.2331148,1.2645934,1.1032724,1.3455749,1.1830145,1.2235131,0.9298017,1.1630456,0.5669759,0.8812764,0.72279555,1.3076156,1.1996312,1.2320275,1.3228965,1.0944626,1.040781,1.2349238,1.1458527,1.2659609,1.1160079,1.1254342,1.1445063,1.1715443,1.2498153,1.1086704,1.0883479,0.757861,1.2332003,0.7453312,1.2325135,1.1665795,1.0663668,0.0,0.5003029,0.62012714,1.460306,1.0277486,1.1571404,1.0735934,0.9602119,1.1631922,0.9333651,0.97351056,1.3108248,1.0204867,0.7746896,0.68416977,0.48244143,1.3592744,1.3425622,1.1572394,1.1952038,1.2150677,1.1916732,0.6303112,0.86894214,1.2249417,1.108443,1.0687385,1.3478235,0.77911484,0.9270966
sink,1.159163,1.317354,0.7854006,0.8644513,1.113,1.1064544,1.106295,1.0592734,0.1199193,0.74440324,1.2483389,0.83435434,0.8065239,1.112369,0.8123137,1.2128377,1.0308597,0.95265734,0.8171045,0.9146377,1.3338832,1.1544935,0.94405013,1.1029837,1.2519971,1.222701,1.2821406,0.9893461,1.0383933,0.758073,0.8227027,0.7532449,0.94425946,0.7034644,0.9568085,0.98303694,1.255165,0.78279084,1.1133081,1.3277051,0.7518959,1.0861909,1.2399163,0.85413873,1.0944527,1.0990677,0.8801776,1.0085765,1.0351402,1.1337807,1.1627743,1.1258765,1.1556841,0.97368985,1.1812322,1.0056074,1.3239721,1.2587342,1.0745996,0.8641865,1.2458999,0.8880128,1.1068194,0.75994295,1.2182832,1.2327931,0.82060206,1.1564262,0.9284904,1.259157,0.8809514,1.1717144,1.1737633,0.65619653,0.87365943,1.0726078,0.82593066,0.88238937,0.89345,0.994831,1.1198306,0.6503447,0.89566934,0.94658685,0.9175668,1.0695072,1.232498,1.3149614,0.835443,1.3525109,1.1815696,1.198523,0.7136838,1.2279626,0.90576714,0.9028511,0.70622253,1.232241,1.1295955,1.2688439,1.2050775,1.1842355,0.982782,1.2212093,1.2172949,1.0101361,1.224562,1.0294464,1.0833578,1.0996892,1.1978598,0.92116845,1.1689407,0.9631481,1.1704026,0.9041538,1.1207697,1.1186291,0.7815528,0.5003029,0.0,0.72780895,1.4103458,0.9118882,0.9458892,0.97881186,0.6854763,0.8215127,0.5875644,0.8098912,1.3372474,1.0592129,0.8945324,0.9367676,0.56048703,1.3098606,1.3443338,1.1599956,1.1288515,1.0261159,1.3492577,0.6371443,0.9225308,1.2586844,1.1050384,0.9057544,1.3324912,0.8315426,1.0413804
slide,1.0241271,1.2066576,0.84061784,0.87400985,1.03583,0.96217513,1.0765464,1.3739023,0.5435714,0.41321552,1.3027562,0.59615105,0.586075,1.0915787,0.5125488,1.3266306,0.83843654,1.4442772,1.2917109,1.0085946,1.3335305,1.2921988,1.3682617,1.1342075,1.3859687,1.1472168,1.3306952,0.783592,1.0046175,0.95308524,1.0985274,0.7787225,0.70100087,1.0189704,1.0829862,1.0125283,1.1468148,0.43472815,1.0898026,1.4464567,0.5129339,1.5124254,1.2168481,1.1934253,0.9233428,0.9288232,1.1844733,1.0913281,0.8107921,1.1154985,1.324204,1.0368826,1.3102795,0.6717398,1.1184932,0.88736117,1.2614695,1.1377797,1.1234647,1.2657974,1.095266,0.7905189,0.92420596,0.5214823,1.0007261,1.1697946,0.3929158,1.2586796,0.6677158,1.2650896,0.8787344,0.92161006,1.1007419,0.913851,0.5364827,1.267977,0.41537726,1.3135297,0.5809845,1.4604862,1.1684526,1.2411246,0.6795029,1.036443,0.7780533,1.0360781,1.1380163,1.3422897,1.0648589,1.2919172,1.0249778,1.202992,1.0256771,1.1122472,0.6058898,0.54984754,0.66561675,1.4370234,1.3482237,1.3732753,1.383975,1.1332883,0.8981309,1.3325766,1.0644287,1.3508466,1.1844292,0.91650784,1.0503592,1.3520658,1.0381521,1.2006025,1.1362419,0.6288,1.3407174,0.5674408,1.0514909,0.8561523,1.0601505,0.62012714,0.72780895,0.0,1.3254275,0.85665166,1.4931034,0.8257054,1.0570825,1.2752786,1.0858873,0.84949255,1.3991637,1.0070074,0.5749141,0.7870157,0.43998164,1.3809453,1.3357807,1.1302992,1.444148,1.1880367,1.2882656,0.67489314,0.90002465,1.231827,1.2260023,1.1708146,1.34787,0.7546278,0.9780858
slipper,1.0537349,0.5134336,1.2781509,0.981346,0.9456537,0.9211344,0.8572953,0.9419895,1.4993308,1.4565349,0.31886077,1.2377353,1.4516704,1.1838335,1.4275212,0.6865809,1.0899069,0.8236934,0.7434548,1.3036109,0.44816256,0.9957183,0.9094253,1.0773243,0.26939875,0.70989734,0.37357008,1.1608269,1.03535,1.2944446,1.1039953,1.3143257,1.2174705,1.0646136,1.0272646,1.0151448,0.6828408,1.4246888,0.90882206,0.27888077,1.4124656,0.6026743,0.92990273,1.2293724,1.2608771,1.1656114,1.1329356,0.80182016,1.2638423,0.77857184,0.7013606,1.1681893,0.6923721,1.2039686,0.48079264,1.3007764,0.46882796,0.9737784,0.92183614,0.868274,0.9178002,1.2570121,1.2384754,1.4105527,0.61227417,0.58645487,1.351044,0.5493544,1.260548,0.61036235,1.0756832,0.7314966,1.0072253,1.27388,1.2697613,0.9319286,1.2408478,0.8997968,1.2327306,0.7859671,0.690381,1.2745398,1.19223,1.2814231,1.2558415,0.8484087,0.8223933,0.29185867,0.9165851,0.3701365,0.65217835,0.752403,1.1693738,0.9851719,1.4571729,1.1874368,1.3637526,0.47065765,0.665028,0.7293227,0.58829725,0.98489225,1.0996,0.6684547,1.0327176,0.6321883,0.99760365,1.0147289,1.0545182,0.7587137,0.71768,1.0941834,1.1274482,1.3253813,0.6777401,1.3106961,0.6710918,0.8256209,1.0609901,1.460306,1.4103458,1.3254275,0.0,0.9363109,0.7272054,0.90985775,1.2002256,0.80308187,0.9728514,1.1181916,0.4082644,1.1157267,1.2586977,1.3605609,1.5880957,0.32672155,0.24275887,0.427476,0.5199642,0.79855776,0.6651108,1.4336886,1.2924764,0.80706275,1.0178022,1.152201,0.15759718,1.4195137,1.2510076
snow,0.95402795,1.1608115,1.0219152,0.8282658,1.1636758,1.1351013,1.058338,1.1517601,0.92522407,0.946812,0.7614825,0.8388916,0.92956465,1.0580975,0.93379164,1.0328556,1.1147023,1.2101873,0.9863898,1.1001508,1.1112639,1.0779685,1.2264231,1.1455843,0.9115862,0.99025583,1.0468267,0.5845735,1.0570644,0.9734273,1.2241343,1.0604416,0.9818499,0.94397897,0.9924558,1.0537049,0.8813846,0.90617734,0.9008373,1.0662805,0.85962105,1.1678032,1.1116712,1.1246978,0.9450525,1.1130785,0.9485816,0.92536426,0.95377594,0.95000964,1.1602247,0.9117191,1.0667926,1.0800223,1.008914,1.032993,0.97084105,1.0748585,1.1712124,1.0765662,1.0762243,0.9383342,1.1019036,0.9381169,1.0192556,0.8737469,0.8185468,1.1226313,1.0325408,1.1668515,0.98638153,1.0348427,1.0194104,0.8963686,0.86934906,1.1292474,0.86582315,1.0767905,0.9286805,1.112598,1.072172,1.1127723,0.8840842,1.052134,0.9232073,1.0237681,1.0392908,1.0744236,0.7159982,0.8569134,1.0155641,1.1625373,0.9341068,1.0124658,0.95894915,0.83064795,0.8710153,1.0286151,1.079039,1.0824811,1.0500722,1.006751,0.8136671,1.1370924,1.0680388,0.9642002,1.0491271,0.9208251,1.1780984,1.1109385,0.90358317,1.1151825,1.0653149,1.0422236,1.1498252,0.9225654,0.89613533,0.73127294,0.9386512,1.0277486,0.9118882,0.85665166,0.9363109,0.0,1.1407323,0.8649906,0.87626565,1.0143533,0.91720456,0.8285148,1.106786,1.0399798,0.8700396,1.0072008,0.9675195,1.1674075,1.0260465,0.899592,1.1372405,0.8050095,1.2886273,1.166013,0.9893362,0.88914776,1.1506966,1.057016,0.9565603,0.9360825,1.0146712
soap,1.0439061,0.76649314,1.1894629,1.2009788,0.89420396,0.927078,0.90809596,0.6189287,1.0218613,1.4277639,0.7838157,1.313776,1.3283345,1.0132972,1.3632252,0.68352747,1.1218902,0.1602006,0.6124116,0.9110733,0.7557821,0.8936597,0.45815933,0.98348486,0.60452604,0.9266179,0.77833706,1.2443472,1.0201423,1.1357393,0.83556247,1.0888395,1.2733766,0.93390924,0.94111127,1.0305483,0.9812429,1.412781,1.0401943,0.6354089,1.3761804,0.39238834,0.95939684,0.7805119,1.2055595,1.1874782,0.8226998,0.94876164,1.2411364,0.95448446,0.649446,1.0816107,0.69631934,1.3002874,0.9492839,1.1589861,0.781565,0.9838457,0.85873455,0.8136875,0.99754095,1.2583365,1.1725168,1.3205769,1.1084702,0.937685,1.3838558,0.59806174,1.3089546,0.8451275,1.1730714,1.1409098,1.0192788,1.0798506,1.3800392,0.7465838,1.4530015,0.8088542,1.3644364,0.57600987,0.7300725,0.4743833,1.32464,1.0778531,1.2485255,1.0236593,1.0293525,0.66357553,0.8205589,0.853368,1.0844505,0.8575978,0.9733168,0.9142834,1.3882916,1.4101304,1.1983521,0.71384037,0.79504985,0.7614038,0.543151,0.9556613,1.0166285,0.7999308,1.0342417,0.6732621,0.9379658,1.1370685,0.93256223,0.6388537,0.97701806,0.801527,1.0260757,1.3751607,0.72570384,1.3617399,0.9722398,1.202792,1.0022452,1.1571404,0.9458892,1.4931034,0.7272054,1.1407323,0.0,1.1490554,0.86724913,0.7404363,0.7229668,1.2852398,0.64852005,1.0213494,1.3878617,1.2608497,1.384974,0.6168512,0.68443334,0.8231955,0.5234106,0.7446604,0.7237095,1.1888154,1.0607175,0.9344075,0.847238,0.92290187,0.67854697,1.1762433,1.1118516
sock,1.1633502,1.1600986,0.94438016,0.62058353,1.0849093,1.0484129,1.1181641,1.2950661,0.95857304,0.85098916,0.996481,0.6884547,0.81425965,1.2311975,0.82677376,1.130336,1.2205018,1.1740086,1.2892066,1.0682079,1.1269603,0.921899,1.1147184,1.2692792,0.9670771,1.2249948,1.0225065,1.063618,0.6551875,1.035321,1.1648989,1.161546,0.89650494,1.0252038,0.96205056,0.88633746,1.0489072,0.7080616,0.9631362,1.1891937,0.7485219,1.1525613,1.1588184,1.1782911,1.2072117,0.89483935,0.9316517,0.81020564,0.70130265,0.7816942,1.2075802,1.0642148,1.192467,0.9336295,0.68264747,1.1083297,1.142168,1.1008483,0.5400423,1.1749443,1.287111,0.98569876,1.1801003,1.0570283,0.8343295,0.3482554,0.97634953,0.99317455,0.88096356,1.2625115,0.66114867,0.7785038,1.2536435,0.77421,0.7390518,0.9690818,0.6478443,1.0728215,0.8271678,1.1670473,1.1085051,1.0893528,0.2968892,1.0186448,0.8645924,0.8992492,1.0432835,1.1349328,0.64142597,0.83857054,0.82649374,1.1405909,0.92822695,1.154654,0.78977025,0.4891343,0.97887784,1.2024548,1.2070982,1.2290206,1.0539439,1.2565223,0.6575531,1.2810512,1.2723247,1.2995152,1.3207859,0.7499441,1.0289888,1.2844903,0.8961734,1.1084676,1.3123333,0.83849204,1.1572587,0.7521834,0.6688261,0.6206136,0.9882707,1.0735934,0.97881186,0.8257054,0.90985775,0.8649906,1.1490554,0.0,1.0896643,1.124173,0.8851188,0.99044645,1.2169769,0.8528512,0.7262942,1.0919123,1.049849,1.2534709,0.84346324,0.94237995,1.0826775,0.66050833,1.2507455,1.1107345,1.1309178,0.8589978,1.2160405,0.8448367,1.002157,1.0334603,1.1012892
soup,0.9586663,1.0748221,0.76400214,1.1495585,0.8982398,0.89657235,0.9273186,0.98388654,0.8099426,1.1176535,1.0990583,1.1231254,1.0507395,0.90926164,1.0789317,1.1315854,1.0990214,0.8596628,0.6325313,0.9713133,0.93922365,1.032274,0.8767443,0.9988541,1.1828976,1.2129636,1.100256,0.99033403,1.1796436,0.82408047,0.91443884,1.0246563,1.0751717,0.6589532,1.1271845,0.78258586,1.160593,1.1430345,0.8799691,1.1417907,1.0649583,0.87842906,1.102162,0.610034,1.0070237,1.1370119,0.9983832,1.1722192,1.0933903,1.0585886,0.76481485,0.9690206,0.9584627,1.0563368,1.2237868,1.0209733,1.1116244,1.2058761,1.0593406,0.78604597,1.0435822,1.0031728,1.099715,1.0184587,1.182073,1.1923206,1.0143799,1.067919,1.0870354,0.96280944,1.0480784,1.1594867,1.0671746,0.9362931,1.168208,0.98315257,1.1924305,0.867923,1.154526,0.9051105,0.8731905,0.35433614,1.0272403,1.022219,1.0585034,1.1058434,0.9512962,1.1540354,0.825929,1.1939912,1.1187211,0.9033976,1.0151747,0.9799964,1.1191893,1.1721246,0.9127898,1.0722696,0.9950759,1.0061339,0.8520929,1.1104459,1.0415089,0.9318489,1.1226206,0.7820524,1.0942776,0.80753845,1.0306628,0.9724244,1.1426998,0.9957859,1.0082376,1.1410702,1.0890284,1.1744931,1.0678818,1.1689177,0.7968277,0.9602119,0.6854763,1.0570825,1.2002256,0.87626565,0.86724913,1.0896643,0.0,0.67541826,0.93279994,1.0051278,1.1492453,1.0456091,1.179214,0.9818287,1.0103126,1.0842494,1.2119653,1.1703644,1.0801868,0.8832412,1.1583669,0.8923038,0.95630944,1.1804374,1.0127399,1.0148365,1.2363149,1.0238886,1.0888673
spoon,0.9500482,0.8956086,1.130559,1.0923567,0.90580094,0.93723786,0.880497,0.77624214,1.0361134,1.4342643,0.7572254,1.2874846,1.3550013,0.9481352,1.3743196,0.8469026,1.096604,0.75074494,0.5033189,1.0842067,0.7911151,0.8236508,0.6436698,0.8856979,0.80926484,0.9662206,0.77216965,1.2520957,1.0958605,0.9787794,0.857754,1.0750706,1.2756106,0.67200696,0.77830064,1.0502567,0.9343342,1.4543602,0.92643076,0.6243153,1.2889884,0.5890945,1.0727786,0.8152776,1.2031218,1.1745119,1.0149375,1.0653187,1.3359216,1.0601183,0.80871874,1.0102525,0.87945104,1.354487,1.0128,1.1673044,0.7498895,1.0457329,0.89799225,0.20216209,0.8744247,1.0806975,1.2206752,1.2154104,1.1660545,0.98379236,1.2844495,0.8622417,1.3932769,0.8361831,1.0881386,1.1242709,1.0859197,0.831728,1.3621945,0.6591661,1.3544759,0.3213998,1.1844049,0.5963652,0.8076197,0.70823365,1.2169148,1.1113417,1.1645331,1.0780852,1.0253383,0.92990184,0.88509345,0.8636543,1.1519508,0.94326013,0.9372016,0.9432248,1.3977101,1.423718,1.214843,0.4745425,0.46315455,0.61785454,0.74947405,1.0361319,1.1559049,0.85196364,0.93083054,0.5262607,1.0585978,1.02211,0.94078726,0.79343563,1.1274424,0.8242149,1.0242946,1.3723016,0.54234666,1.4332609,0.8164872,1.1452702,0.31044173,1.1631922,0.8215127,1.2752786,0.80308187,1.0143533,0.7404363,1.124173,0.67541826,0.0,0.66418344,0.93538004,0.80212903,1.0313044,1.3743947,1.174646,1.2794417,0.6342465,0.97428215,0.99408895,0.46881568,0.8732141,0.89887226,1.0455145,1.2043186,1.0513878,1.006602,0.7357539,0.85039663,1.3122666,1.1587658
sprinkler,1.1040301,1.1146144,1.104069,0.94878143,1.0690782,0.9747838,1.0916498,0.9643816,0.6983055,1.1593312,0.8058394,0.98278415,1.1905646,1.1212202,1.21289,0.96648103,1.2199806,0.71447927,0.7883376,1.0603995,1.0850964,0.9194058,0.82881635,1.1192445,0.71489716,1.0920911,0.97295827,1.1558516,0.9246157,1.005337,0.75322616,1.0077634,1.19225,0.7825817,0.8127525,1.1489557,1.0035107,1.1301577,1.0609709,0.78367853,1.0234228,0.76409304,1.1172214,1.0007608,1.3001847,1.2920768,0.6163131,0.8440656,1.1738861,0.96929157,1.0411824,1.037122,0.9559749,1.1526926,0.95160383,1.1089103,1.0258085,1.2086143,0.97387594,0.69874877,1.1901003,1.1570665,1.1911494,1.1016448,1.06723,1.0364355,1.1502898,0.9587769,1.1676908,1.1397839,1.0094924,1.1510872,1.1061652,0.39964765,1.0932801,0.80883557,1.1302164,0.6623313,0.9585521,0.5693738,1.084793,0.77290106,1.1160644,0.91693115,1.0258837,0.96720356,1.2084948,0.89387745,0.78335196,0.9428904,1.0297717,1.14529,0.69478446,1.1657822,1.2211356,1.0891657,1.0638882,0.73535365,0.76169896,0.89600223,1.0176181,1.2341942,1.034181,1.151386,1.0889862,0.99406874,1.1597183,1.1417456,1.0502802,0.9337049,1.1439327,0.798319,1.2098986,1.2408583,0.8203707,1.1444243,1.0232224,1.0404161,0.6963263,0.9333651,0.5875644,1.0858873,0.9728514,0.91720456,0.7229668,0.8851188,0.93279994,0.66418344,0.0,0.7948896,1.0198364,0.9485786,1.1124237,1.0974712,1.0985739,0.9609216,0.92084956,0.85544825,0.67396855,0.8169198,1.1621721,1.1137941,1.0091707,0.99711525,1.1067014,0.5077049,0.86637896,0.92322063,1.0667553
