,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
stick,1.0439771,1.2064555,0.9565772,0.6939876,1.1248183,1.007588,1.1428372,1.1693816,0.8548037,0.9375799,0.94915235,0.7786486,0.96855795,1.0811347,0.98244494,1.1761689,0.8859784,1.2842386,1.0323708,1.0309306,1.1167533,1.0617546,1.1983865,1.0351704,1.0924088,1.1404202,1.0568818,0.82643116,1.0964339,0.93413323,1.0380827,0.9251999,1.0573888,0.9688737,0.8640887,1.0371042,0.97205967,0.92970484,0.858811,0.9650086,0.8949678,1.1920409,1.1305377,1.1415489,1.059233,1.2231613,0.9533816,0.88667333,1.0376668,1.0452088,1.2263943,0.97544515,1.0512425,0.97832584,0.959199,0.955315,1.0783653,1.1413417,1.1983664,0.8852693,1.091073,0.97969794,1.0300018,0.7766084,0.9838123,1.1262125,0.91762793,1.140952,0.9694095,1.1594014,0.81765246,1.1603177,1.0315862,0.7918358,0.9002,1.0928417,0.88706505,0.745295,0.7171652,0.9970955,1.1399801,1.111915,0.97346234,0.9391872,1.0436985,1.0196071,1.0599749,1.1217383,0.7698351,1.0096985,0.9500783,1.1739477,0.93034804,1.1367977,0.9963168,0.89792454,0.59342724,0.7468486,0.6574184,1.1161463,1.1918182,1.1633074,0.9723272,1.1860867,1.0570545,1.0629878,1.1435218,1.0044365,1.0714935,1.1759558,1.051111,0.98181313,1.0347663,0.9977789,1.042592,0.9320613,1.1299856,0.91360533,0.7256441,0.97351056,0.8098912,0.84949255,1.1181916,0.8285148,1.2852398,0.99044645,1.0051278,0.93538004,0.7948896,0.0,1.226361,1.2133704,0.8949276,1.0042483,0.6589987,1.2417735,1.1423674,0.97270685,1.0572584,0.9652164,1.3928046,1.0354578,0.9647188,1.0934508,1.1429045,0.9395145,1.0701913,0.8616839,0.9567103
strawberry,0.9692642,0.27098238,1.1689414,1.1946507,0.79433954,0.77199817,0.72461474,0.7986952,1.4078131,1.4492669,0.5587394,1.4743326,1.4405731,0.9752471,1.3645804,0.6774259,1.0310955,0.6415186,0.61142707,1.208309,0.5237924,0.9974112,0.79232556,0.8481091,0.50919896,0.8081443,0.5300816,1.2293537,1.2061212,1.286371,0.9727195,1.2088218,1.2609789,1.069617,1.0732604,1.1477644,0.836129,1.4945931,1.0435499,0.34261477,1.5191033,0.48551995,0.842327,1.1408229,1.1756368,1.2124667,1.1107496,1.0861986,1.3451478,0.99424654,0.47740483,1.1141132,0.6405405,1.2259918,0.75917774,1.2303662,0.5939909,0.79430926,1.0853537,0.8086928,0.8341716,1.1909318,1.0884016,1.3482395,0.8875958,0.97262764,1.3400035,0.6996282,1.3030658,0.5129673,1.2011511,0.92873704,0.9018543,1.3150587,1.3610107,0.96784955,1.4060303,0.92848015,1.3104426,0.6801431,0.5422684,1.0807947,1.3642571,1.234264,1.3538005,0.9205002,0.8663818,0.32658035,1.1239488,0.62330025,0.92652994,0.59239215,1.1903378,0.9827892,1.4484001,1.4186876,1.3310784,0.5451256,0.68365526,0.63279593,0.6153134,0.8747195,1.2419698,0.5021286,0.85056055,0.5561179,0.85138017,0.99286085,1.036888,0.7583456,1.0125463,1.0989622,0.8739996,1.3374013,0.5721364,1.3966433,0.97418845,1.0953887,1.1172124,1.3108248,1.3372474,1.3991637,0.4082644,1.106786,0.64852005,1.2169769,1.1492453,0.80212903,1.0198364,1.226361,0.0,1.2093651,1.3622174,1.2676945,1.475125,0.3153394,0.47334957,0.6526943,0.5613211,0.9679836,0.5954485,1.2456301,1.0818037,0.9696645,0.91894203,1.1857424,0.4297806,1.2548957,1.0807371
stroller,1.0598329,1.2339374,1.0740314,1.1916598,1.0643435,1.0981361,1.2535641,0.98636276,1.0374458,0.931098,1.1526122,0.75898933,0.9307834,1.0795656,1.0285059,0.87477934,1.1879407,1.0202935,1.1627429,0.91878355,1.2626854,0.7757828,0.9012271,1.1136059,0.9351681,0.77147543,1.2069653,1.0887917,0.3654654,0.8520485,0.9887371,0.9304029,0.85826325,1.1050345,0.9427464,1.0048852,1.0376118,0.8038411,1.1544818,1.2375212,0.40684384,1.0542922,1.0504589,0.8432882,0.9871678,0.8513689,0.64701635,0.80821115,0.88914734,1.0840331,1.2230469,1.0031753,1.1729203,0.9618488,1.2698237,1.0143722,1.1892756,1.1395029,0.87893844,1.0507631,1.1227983,0.93036777,1.0612906,0.9475773,1.1570506,0.89550817,1.0462422,1.3058436,0.99298954,1.1566651,1.2097371,0.8698203,1.0459588,0.6716401,0.887594,0.7146921,0.91801804,1.0662913,0.86941564,0.9547932,1.2325201,1.020089,0.9538084,0.6511571,0.31566012,1.2307546,1.1462648,1.2216628,0.985573,1.154163,1.2503006,1.1890386,0.7271551,1.0278666,0.9649973,0.76430905,1.1466111,1.2287966,1.2346233,0.98697567,1.1722229,1.006219,0.85940766,1.1301993,1.0336802,1.1682959,1.0177861,1.0957624,0.8080704,0.95177484,0.9833231,0.73912597,1.152789,0.9204252,1.0294586,0.90973294,1.0097129,1.0388083,0.98783594,1.0204867,1.0592129,1.0070074,1.1157267,1.0399798,1.0213494,0.8528512,1.0456091,1.0313044,0.9485786,1.2133704,1.2093651,0.0,0.9184982,0.9218155,1.0561745,1.1988305,1.2088969,1.2915101,1.1589863,0.93828577,0.913979,1.0348933,1.045228,0.64874166,0.81507415,0.43757498,1.149457,0.9275043,1.0456727
sweater,1.2167504,1.3070633,0.88472646,0.66000974,1.2070775,0.99229157,1.1888198,1.378238,0.72551584,0.57360786,1.1946834,0.68374324,0.49923652,1.2223275,0.6929747,1.1389663,1.1116306,1.3261977,1.424108,1.1010494,1.3800647,1.1764772,1.2964215,1.2478071,1.1812093,1.1401067,1.3129956,0.8303913,0.8187205,0.9851579,1.190464,0.9847701,0.34355283,1.1521573,1.0347476,1.0329839,1.1067188,0.45825326,1.0825685,1.4119844,0.5438125,1.4199276,1.2080016,1.2094085,1.0441849,0.86076653,0.96236575,1.0530791,0.64842254,0.9474495,1.423043,1.0276821,1.3334876,0.5405319,1.0301194,0.8507277,1.3233964,1.1422734,1.0391164,1.3873897,1.2744645,0.9723253,1.0828874,0.6931397,0.88545215,0.8751254,0.70478,1.2872934,0.48384798,1.3317428,0.8086851,0.7650133,1.1890502,0.8689786,0.032946646,1.1715788,0.29750937,1.296954,0.66656566,1.4204557,1.2649739,1.2620422,0.62333477,0.85465574,0.7509594,0.96557003,1.1680601,1.2912128,0.9160453,1.0015732,1.0115308,1.3024393,0.86755186,1.2008445,0.41383928,0.22690284,0.8624116,1.4221629,1.3838053,1.3523633,1.321863,1.2240373,0.8783941,1.3664427,1.1035097,1.457708,1.2534263,0.9377824,0.97240406,1.3518,1.0205754,1.1512992,1.2098904,0.554886,1.286695,0.057003677,1.0545497,0.7216469,1.1383739,0.7746896,0.8945324,0.5749141,1.2586977,0.8700396,1.3878617,0.7262942,1.179214,1.3743947,1.1124237,0.8949276,1.3622174,0.9184982,0.0,0.98954195,0.669911,1.4355717,1.221851,1.1041569,1.3585252,0.9499132,1.4024024,1.0093235,0.95172703,0.95651054,1.1822634,1.0317681,1.2616234,0.81315446,1.048152
swing,1.0384624,1.2749623,0.8940168,1.1279693,1.0487094,1.0403192,1.0495347,1.0265796,0.8364111,0.7032523,1.2744645,0.8235464,0.6767145,1.0149719,0.74804664,1.2300209,0.8181939,1.1835378,1.1284062,0.83439976,1.2834373,0.7967559,1.015439,1.029611,1.3040835,1.114811,1.2920675,1.0537585,0.93589354,0.9062481,1.035841,0.74548626,0.97502154,1.065666,1.112681,0.9126823,1.0882033,0.74905825,1.0876495,1.2727246,0.7714951,1.1901761,1.1612618,0.94068277,0.97370064,0.7997525,1.0859673,1.0568708,0.8031158,1.1120498,1.252493,1.0228332,1.1586636,0.95437807,1.301459,0.7455369,1.2711736,0.850762,1.0889449,1.1704997,1.0816634,0.83455026,0.8169333,0.7535912,1.1781284,1.2991968,0.65642357,1.2097085,0.910438,1.1431594,1.0941372,1.0665448,1.0729623,0.89898026,0.9800048,1.0348371,0.8951407,1.1720554,0.6900113,1.1955125,1.1638405,1.0300127,0.95659775,0.8699711,0.9101689,1.0825711,1.1722668,1.2799153,1.1518146,1.273164,1.1459564,1.1891572,1.0027354,1.0735632,0.6896134,0.9606532,0.808499,1.2482446,1.1644559,1.1916592,1.2579465,1.109542,1.0099888,1.0745333,0.9636213,1.1670431,1.1053935,1.0619245,0.99508584,1.1267095,1.085291,1.0903221,1.0587667,0.8720184,1.1645889,0.9583674,1.120129,1.0509465,0.96880037,0.68416977,0.9367676,0.7870157,1.3605609,1.0072008,1.2608497,1.0919123,0.9818287,1.174646,1.0974712,1.0042483,1.2676945,0.9218155,0.98954195,0.0,0.6099696,1.2557396,1.3346459,1.2177458,1.1927584,1.1386437,0.9357872,0.67449456,0.89308417,1.0329343,1.0798868,0.92124796,1.3292215,0.81565225,0.97809654
table,1.1375738,1.4415548,0.7904245,0.8730379,1.1586353,1.1245745,1.1689111,1.1522542,0.41686893,0.2925791,1.4532516,0.5900675,0.5450344,1.1245509,0.37812042,1.2869871,0.5537359,1.293388,1.1655039,0.7265475,1.5005106,1.045875,1.1798592,1.0983921,1.5295478,1.2415016,1.4929404,0.8480847,0.9201757,0.89134425,1.0289998,0.549418,0.7565305,1.1046163,0.98587763,1.0653669,1.2457335,0.39354783,1.1480465,1.4666371,0.5417905,1.4069144,1.2190977,1.0225883,0.9429903,0.9310484,1.0215731,1.0541142,0.7845344,1.2479157,1.390673,1.066011,1.2657701,0.8295897,1.3373622,0.71720266,1.4637971,1.0418136,1.2471455,1.2032852,1.2475109,0.71084154,0.83822817,0.35187513,1.2373457,1.3840444,0.43005186,1.3117275,0.7353563,1.3499497,0.8937578,1.1662617,1.1182094,0.90502274,0.64772725,1.2417156,0.5771184,1.1057703,0.5313499,1.3251636,1.2866558,1.0142367,0.8277432,0.9068192,0.83535135,1.1399566,1.3021711,1.4404864,1.0146066,1.464435,1.2422998,1.3145189,0.9042767,1.2067122,0.49656618,0.70032346,0.32707274,1.3439176,1.1851425,1.428441,1.4191368,1.191325,0.8909619,1.281946,1.0343571,1.3072406,1.1872615,1.0406958,0.94521916,1.2720995,1.1890069,1.0914875,1.1003659,0.60965794,1.3004806,0.6514047,1.2742803,1.087578,0.99053323,0.48244143,0.56048703,0.43998164,1.5880957,0.9675195,1.384974,1.049849,1.0103126,1.2794417,1.0985739,0.6589987,1.475125,1.0561745,0.669911,0.6099696,0.0,1.5108,1.5526979,1.2936802,1.3850121,1.1860667,1.2634948,0.4414742,0.823408,1.2408617,1.1402322,1.0580071,1.513706,0.6676107,0.94255215
tape,0.88577867,0.4175179,1.199149,1.3035058,0.6961931,0.71489036,0.70943666,0.64441556,1.4259709,1.4813255,0.47612286,1.4593368,1.516835,0.9054848,1.4079195,0.6795046,0.9020544,0.6145439,0.49832416,1.0748831,0.4682969,0.9895081,0.61626387,0.79258513,0.4384948,0.68844485,0.5653733,1.3266966,1.1765152,1.2672467,0.8866043,1.2027912,1.3494649,0.9226208,0.968307,1.0627191,0.75905174,1.5490102,1.070009,0.28533006,1.4981343,0.34636557,0.87942564,1.0546451,1.2172698,1.1815565,1.1875935,1.0107799,1.4256823,1.0653582,0.4830302,1.1414675,0.6238669,1.3146583,0.79640144,1.2325277,0.42605072,0.8988326,1.1546249,0.74516076,0.6788706,1.1227336,1.1688769,1.3458796,0.91914713,0.95774996,1.3761313,0.50226456,1.4517106,0.47804785,1.2900274,0.9068916,0.95063335,1.3378658,1.4255415,0.84346855,1.478461,0.8569969,1.3342876,0.63129807,0.59341353,1.0213147,1.4351995,1.3420081,1.3614347,1.0054216,0.86130923,0.36867023,1.091635,0.6281335,0.9577059,0.6055662,1.1983639,0.8522586,1.527216,1.5137098,1.3601537,0.46244562,0.6303415,0.57732654,0.5418601,0.8820097,1.2425103,0.6023258,0.8750871,0.48795164,0.88034046,1.0629596,0.8873273,0.5610763,1.0424422,0.9970416,0.96786505,1.4728296,0.52539504,1.4702338,0.8012556,1.0707179,1.0467643,1.3592744,1.3098606,1.3809453,0.32672155,1.1674075,0.6168512,1.2534709,1.0842494,0.6342465,0.9609216,1.2417735,0.3153394,1.1988305,1.4355717,1.2557396,1.5108,0.0,0.5468945,0.70948637,0.44356406,0.9290991,0.36379838,1.232997,1.2333914,1.0540242,0.88912433,1.1726191,0.38378894,1.3785588,1.1738695
toe,1.1624264,0.5402788,1.2320421,0.8764993,0.9256778,0.9434646,0.97275037,1.0232118,1.3857042,1.4126395,0.48557281,1.2911767,1.332665,1.1858119,1.4088998,0.6672814,1.2345401,0.7708063,0.86524665,1.3625385,0.54587936,1.003771,0.96448475,1.1470857,0.37034404,0.92174304,0.45609766,1.1592689,1.0853792,1.3647809,1.1016083,1.2881827,1.1763445,1.1380976,1.1081733,0.9475624,0.85310036,1.377094,0.95759904,0.37801278,1.4785476,0.64862216,0.90728617,1.2757318,1.2777264,1.1413345,1.0589688,0.92971736,1.2133373,0.53304285,0.6851225,1.1043631,0.6613345,1.083895,0.2096858,1.2606543,0.66704166,0.97965086,0.7752911,0.9714034,1.0794395,1.3081567,1.1734712,1.3786263,0.4555421,0.5453072,1.384805,0.5143585,1.0582775,0.790151,0.7590741,0.7419021,1.0476141,1.2714045,1.2471352,1.0257353,1.2641599,0.9566282,1.2531004,0.77116656,0.77215326,1.2048242,1.1369601,1.234156,1.3547344,0.6390126,0.86042356,0.22688091,1.0184691,0.37307847,0.4314072,0.79144466,1.2313396,1.0092933,1.3504437,1.1585326,1.3594401,0.5746048,0.7332676,0.80298257,0.58662564,1.0317938,1.1018269,0.80255437,1.0796428,0.77672577,1.0420114,1.005195,1.2322357,0.9117807,0.692063,1.1189071,1.1317414,1.2505856,0.80768293,1.2114171,0.8125127,0.8679755,1.2085762,1.3425622,1.3443338,1.3357807,0.24275887,1.0260465,0.68443334,0.84346324,1.2119653,0.97428215,0.92084956,1.1423674,0.47334957,1.2088969,1.221851,1.3346459,1.5526979,0.5468945,0.0,0.29844767,0.5308964,0.9119644,0.81670225,1.4661833,1.236377,0.79078734,1.0719131,1.2097757,0.19183844,1.3081288,1.1806122
tooth,1.1792572,0.691348,1.1295785,0.88014007,1.0317101,0.9702465,0.96068996,1.1416386,1.1719328,1.2382189,0.55362,1.1700912,1.1994535,1.2299981,1.2467575,0.84868026,1.1750735,0.90930206,0.8312056,1.3603244,0.73315287,1.1267126,1.0904973,1.1851217,0.5122193,0.95129824,0.688931,1.0364972,1.1841484,1.2198677,1.0845735,1.1361642,1.1392124,1.1135229,1.1194733,1.0076431,0.7720204,1.2284435,0.8894968,0.4839567,1.3365172,0.8180237,1.0840461,1.3695672,1.2979244,1.2567369,1.1364589,0.9303583,1.1751728,0.66070086,0.83379924,1.0945735,0.80410707,1.021656,0.41331565,1.1722946,0.74839085,0.9395626,1.0183636,1.0259222,1.149352,1.2517993,1.1507001,1.1849995,0.54479045,0.7783843,1.1580272,0.42932093,0.99586797,0.9451196,0.8457468,0.8712015,1.1144396,1.1507211,1.1047772,1.1170608,1.1188016,1.0209955,1.1131543,0.9023313,0.83203137,1.2489172,1.1400719,1.1739607,1.2724953,0.3342154,0.9574302,0.33951646,1.0263104,0.46435714,0.4471277,0.91666394,1.2533164,1.1377994,1.2175968,1.1002086,1.2173419,0.66683143,0.7761699,1.0325465,0.77759475,1.1272991,1.0551484,0.90921175,1.08367,0.8005744,1.1320467,1.0984844,1.2814484,1.0103818,0.66371435,1.164173,1.1730088,1.1116025,0.9811722,1.093575,0.86476314,0.89406997,1.1711442,1.1572394,1.1599956,1.1302992,0.427476,0.899592,0.8231955,0.94237995,1.1703644,0.99408895,0.85544825,0.97270685,0.6526943,1.2915101,1.1041569,1.2177458,1.2936802,0.70948637,0.29844767,0.0,0.61135364,0.9945081,1.0343349,1.3795166,1.1216403,0.8520533,1.1148305,1.246865,0.28716677,1.1793907,1.1533638
toothbrush,1.0366423,0.7998104,1.3110876,0.967005,0.98067784,0.93897533,0.79185605,0.72422004,1.1735644,1.4554248,0.5508294,1.3743489,1.4024631,1.042182,1.4019989,0.60630876,1.0083771,0.4813109,0.6497748,1.1002102,0.7017871,0.713822,0.57399285,1.004807,0.5007509,0.9400536,0.585079,1.3206209,1.0659786,1.2312462,0.9133223,1.1407329,1.3521873,1.0777423,0.77131236,1.2094498,0.7810801,1.4797342,1.0157226,0.21823925,1.5004666,0.41096497,1.0065976,1.1263757,1.3552306,1.173167,0.9951667,1.0529964,1.3304223,0.82594246,0.82528794,1.0991365,0.7358893,1.3731165,0.6947181,1.1370484,0.63417333,0.8332223,0.926885,0.60493565,0.94120747,1.2329974,1.1436373,1.2978257,0.9113845,0.8350575,1.34648,0.49680024,1.3706214,0.83574986,1.0221721,1.0197908,1.1164987,0.98453856,1.356743,0.73298013,1.3952687,0.49307275,1.2071636,0.5443796,0.8500347,0.8945952,1.3062018,1.1858234,1.3482075,0.87080044,1.1152353,0.4653685,0.9188187,0.5207823,0.9319675,0.9796615,1.0443416,1.0084729,1.4039677,1.4199505,1.3098483,0.24870723,0.31979132,0.587613,0.6525187,1.1162652,1.1530216,0.8160505,0.8360573,0.7145145,1.0620886,1.2299886,0.9672561,0.7616915,1.0297995,0.90770686,1.1387665,1.4024069,0.4002866,1.4092832,0.7701813,1.1219964,0.67735994,1.1952038,1.1288515,1.444148,0.5199642,1.1372405,0.5234106,1.0826775,1.0801868,0.46881568,0.67396855,1.0572584,0.5613211,1.1589863,1.3585252,1.1927584,1.3850121,0.44356406,0.5308964,0.61135364,0.0,0.8067062,0.6365391,1.2807753,1.1999109,0.90350866,1.0337411,0.77136534,0.44564396,1.3347398,1.163604
towel,1.0283694,1.1382817,1.1837473,0.940658,1.0736864,0.9680739,1.1231683,0.8760363,1.0921564,1.0719053,0.74124587,0.8810122,1.0903275,1.1032022,0.93329686,0.812782,1.1286381,0.84981894,0.87526286,0.9719948,0.9557132,0.8192877,0.8291087,1.0911312,0.75480783,1.0730853,0.9087402,1.0347172,0.8131664,1.0555685,1.0432398,1.1202426,1.126477,0.9164363,0.7930758,1.05206,0.94756263,0.97262526,1.0046729,0.8384316,1.0127643,0.7879511,1.2460444,0.89120066,1.2728748,1.184673,0.71698904,0.8332515,0.90765727,0.93226594,1.0263337,0.96533,0.8900498,1.263777,1.0031798,1.1436988,0.84024036,1.0198667,0.86887825,0.9328757,1.1943456,1.2064687,1.2891328,1.235636,1.1441314,0.62143445,1.1476957,0.8457295,1.2576778,1.1688093,1.0979277,1.1135776,1.2332531,0.8530185,0.93323493,0.9152199,0.9866189,0.74312675,1.0584935,0.77175486,1.0376837,0.87542295,0.77992404,1.0347607,1.1353039,1.10438,1.1542203,0.93722343,0.09687054,0.7540594,1.0716293,1.123013,0.68145883,1.0394475,1.0197194,0.8620684,0.8822165,0.79539454,0.88382447,0.8705837,0.81865454,1.2531364,0.52696717,1.0096734,1.1838425,0.86497194,1.2599925,0.9171669,0.76474416,0.8826088,1.0215517,0.8106829,1.2353963,1.0928361,0.88594925,1.0068754,0.8422542,0.743606,0.7609412,1.2150677,1.0261159,1.1880367,0.79855776,0.8050095,0.7446604,0.66050833,0.8832412,0.8732141,0.8169198,0.9652164,0.9679836,0.93828577,0.9499132,1.1386437,1.1860667,0.9290991,0.9119644,0.9945081,0.8067062,0.0,1.1189015,1.240155,1.0553429,0.89302033,1.082226,0.8022613,0.93587595,1.0622908,1.2058717
toy,0.9400903,0.6455209,1.1815481,1.3867466,0.7069045,0.9024787,0.65178865,0.54469943,1.38028,1.2604977,0.8739936,1.3131692,1.2649021,0.9359935,1.1935987,0.80494064,0.69089174,0.66398525,0.8276808,0.76141787,0.69749594,0.83211607,0.5814234,0.84458256,0.77113146,0.6738261,0.7588227,1.3712133,1.0002584,1.1463652,0.89137346,1.1062714,1.2657669,1.102952,1.0673754,1.0954628,0.8138937,1.3423039,1.0775576,0.61725557,1.2520592,0.55894524,0.80261856,0.94975764,1.0161648,0.7409427,1.2433374,1.0746878,1.1604633,1.1319028,0.7397975,1.1176292,0.84307086,1.2176363,0.9755537,1.0203583,0.77756596,0.7320096,1.0381739,0.91450125,0.68163055,0.95018286,0.8910476,1.1039877,1.0513506,0.9958145,1.0983901,0.63343084,1.3533955,0.59355426,1.2266233,0.8577845,0.8924032,1.3768218,1.4024539,0.789052,1.3614874,1.0171803,1.1676526,0.9273179,0.79169035,1.0071716,1.244628,1.2435851,1.0593431,1.1316218,0.9163158,0.6946168,1.2908055,0.9124485,1.1328548,0.77200145,1.2537689,0.7861105,1.2721356,1.4172363,1.2746727,0.75969905,0.8189173,0.74896467,0.7820271,0.7853935,1.2520337,0.66916907,0.74932986,0.8053658,0.7843001,1.0899044,0.78073645,0.61665344,1.0715172,1.0168737,0.92279786,1.3091397,0.61358476,1.4005787,0.900385,1.1547703,1.1362485,1.1916732,1.3492577,1.2882656,0.6651108,1.2886273,0.7237095,1.2507455,1.1583669,0.89887226,1.1621721,1.3928046,0.5954485,0.913979,1.4024024,0.9357872,1.2634948,0.36379838,0.81670225,1.0343349,0.6365391,1.1189015,0.0,0.8658748,1.239656,1.0388124,0.75352716,1.0612959,0.71800077,1.3726358,1.0354936
tray,1.1043134,1.1733835,0.80407757,1.033415,1.0231462,1.1302898,0.8892319,0.8549223,0.59434396,0.6256714,1.4254234,0.8297592,0.78236276,1.0605485,0.6221991,1.3852966,0.50174665,1.1044451,0.94725966,0.51102304,1.2148358,1.0514227,0.9434809,1.0590632,1.5316061,1.1590811,1.2713108,1.1842566,1.0248672,0.86366737,0.8353245,0.6483721,0.9455477,0.948469,1.0804253,0.9881651,1.1997364,0.7425394,1.0007108,1.3684039,0.7582247,1.2031411,1.1439468,0.6588886,0.9844648,0.85091984,1.1743551,1.0002369,0.8572023,1.2707208,1.1194669,1.0925274,1.1909055,0.9346321,1.2872801,0.817787,1.3791728,0.96039486,1.0905622,0.9370146,1.1022462,0.66077626,0.79952955,0.60428673,1.2744262,1.3756543,0.6674193,1.1252639,0.9815937,1.0581552,0.94885844,1.131564,1.1353852,1.0000886,0.9935816,1.079108,0.81431353,1.0144234,0.7882415,1.2775166,1.0709448,0.8521973,0.88044345,1.0392829,0.8914141,1.1603017,1.0798446,1.4024949,1.1921827,1.4797137,1.2617104,1.0130427,1.002423,1.076832,0.74386406,1.0008273,0.6062027,1.2772758,1.1405642,1.2866943,1.3115647,1.0893692,1.1258801,0.9268729,1.0221207,1.0827149,1.1291492,0.94944197,0.81015635,1.0205319,1.2356225,1.0673615,1.086534,0.8292913,1.1335162,0.9837741,1.1086179,1.188482,0.9834609,0.6303112,0.6371443,0.67489314,1.4336886,1.166013,1.1888154,1.1107345,0.8923038,1.0455145,1.1137941,1.0354578,1.2456301,1.0348933,1.0093235,0.67449456,0.4414742,1.232997,1.4661833,1.3795166,1.2807753,1.240155,0.8658748,0.0,0.8940793,1.3258729,0.98830706,1.0801739,1.4853297,0.907496,0.9981745
tree,1.0166466,1.1337566,0.9173171,1.0117713,1.1061139,1.0811946,1.1401317,0.99608105,0.84089804,0.8058721,1.1387951,0.9215173,0.9346032,1.0198402,0.7740856,1.074772,0.96661955,1.0241163,1.0453798,0.966541,1.1916744,1.117367,1.1458569,1.0057348,1.2186865,0.996792,1.1701447,0.9230255,1.1008723,0.93792063,0.98203,0.8837233,0.88386416,0.9997031,0.95490825,1.124666,1.0557578,0.89155114,1.0199819,1.1397401,0.89364666,1.1457466,1.1252215,0.95397216,1.0118355,1.1631935,0.84997725,1.0158283,0.927759,1.1012849,1.0888729,1.0534123,1.0019046,0.93062466,1.252131,0.95709354,1.1052275,0.9224618,1.1096957,1.1136297,1.0544477,0.90233916,1.0544636,0.7848837,1.1606492,1.2906737,0.7869899,1.2158756,0.9015891,1.11589,1.1247087,1.182024,1.090093,0.9556143,0.9196443,1.116928,0.9554496,1.0854317,0.92785645,1.0121392,1.0380954,0.9771785,1.0919546,0.8399539,0.96094495,1.0501604,1.1063989,1.1380897,1.0296377,1.2463067,1.1463336,1.1052057,0.88954,0.9846264,0.89179814,1.0125608,0.87716615,1.1358322,1.1332605,1.1089904,1.0961546,1.1220074,0.92391175,0.98577,0.858631,1.06904,1.1024785,1.1414006,1.0272765,0.9966823,1.1917235,0.88248897,1.0528275,0.9130471,1.1566081,0.9243728,1.1919575,1.0873598,1.0667889,0.86894214,0.9225308,0.90002465,1.2924764,0.9893362,1.0607175,1.1309178,0.95630944,1.2043186,1.0091707,0.9647188,1.0818037,1.045228,0.95172703,0.89308417,0.823408,1.2333914,1.236377,1.1216403,1.1999109,1.0553429,1.239656,0.8940793,0.0,1.1360596,0.7803035,1.038959,1.2246296,0.31145215,1.0206485
tricycle,1.0036156,1.0763553,1.1910663,0.96347696,1.106823,1.099864,1.1814699,1.0846385,1.2244705,1.157589,0.7933047,0.8574683,1.136685,1.0936147,1.2044597,0.7495379,1.2140638,0.9564991,1.1585629,1.1146797,1.0617087,0.6029528,0.95951134,1.132949,0.6704614,0.82869655,0.9466827,0.91762495,0.62151843,1.0347419,1.1806208,1.1646323,1.0231814,1.105598,0.9746312,0.954378,0.885092,1.0051796,0.99843496,0.9307202,0.8883461,0.9277774,1.0299919,1.1825807,1.0780354,0.92350733,0.76205635,0.81275463,0.9471645,0.78491664,1.133339,0.88357204,1.0823625,1.1442636,0.8790588,0.9591683,0.92836195,0.8283021,0.8830696,1.1613995,1.0987829,1.1082761,1.0890799,1.1545126,0.919153,0.62437797,1.1253403,1.0184418,1.0029473,1.0842861,0.99791735,0.91182196,1.085278,0.88395417,0.99447566,0.74065465,0.98286945,1.0974474,0.9509302,0.90035295,1.1040118,1.1599464,0.9914436,0.860707,0.7939527,1.0771648,1.0719061,0.90289736,0.96791154,0.7034778,0.9713236,1.110116,0.8881456,1.0222608,1.0574096,0.8186968,1.221863,0.9664458,1.0622369,0.97094584,0.9567368,1.0325782,0.8809408,0.98322827,0.94309366,1.0293107,1.0749177,1.0541188,1.0819603,1.0690639,0.6307436,0.92268944,1.1075923,1.0455962,1.0083325,1.0028441,0.90621436,0.7361158,0.99535394,1.2249417,1.2586844,1.231827,0.80706275,0.88914776,0.9344075,0.8589978,1.1804374,1.0513878,0.99711525,1.0934508,0.9696645,0.64874166,0.95651054,1.0329343,1.2408617,1.0540242,0.79078734,0.8520533,0.90350866,0.89302033,1.0388124,1.3258729,1.1360596,0.0,0.95314366,0.6796078,0.76507276,1.058274,1.1376716
