,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
leg,0.8643496,0.86198014,1.3888092,0.43282086,1.4196274,1.3404667,1.0835302,1.0648534,0.7873428,0.78179145,0.6916585,1.258413,0.9083042,0.49240214,1.0499909,0.6638374,0.7648455,1.1276191,1.237436,1.1916509,1.1066273,1.3280213,1.0239561,1.1584737,1.1452885,1.1788006,1.3518468,1.0772694,0.66660315,0.7769352,0.96092254,1.053053,0.8386318,0.90199155,1.0131329,0.6313661,1.2755216,0.93547386,0.98832506,0.75496703,1.3086014,0.7000221,1.2535815,1.1083765,0.959072,1.1652281,1.2602062,0.7650422,1.1059748,0.4446422,0.6818017,1.304911,0.7698098,1.2932136,0.9936616,0.9577908,0.99672884,1.2517065,1.3120933,1.085146,1.3117633,1.2564448,1.0779743,0.5637172,0.8270472,1.048764,0.98518825,0.7497535,1.292172,0.8662811,1.260647,0.60630774,1.3218184,1.167115,0.6969086,0.7789103,1.2230831,0.39096808,1.2563642,0.9048586,1.3416345,0.0,0.811288,1.1191852,1.0823568,0.61583626,1.2139431,1.086816,0.9260102,1.2574714,1.114104,0.9307072,1.022573,1.2951605,0.8404759,0.94425786,0.6024836,0.56484807,0.90705514,0.8213006,1.0088961,1.2327317,1.2402297,1.1712873,1.321688,1.2001289,1.1280553,1.16603,1.0930437,1.172696,1.2506961,1.259862,1.2912087,1.1154077,1.3111771,1.4043599,1.1075121,0.80475765,1.3449776,1.1259663,1.0880066,0.8719342,1.2774723,0.6480951,0.6398348,0.46697092,1.132742,0.8079585,0.8939757,0.5101597,1.1744514,0.74838305,1.3935765,0.88088834,1.0789769,1.3469801,0.9296538,0.8432349,1.2857178,1.015746,0.7991117,0.79798853,1.3661726,1.0452313,1.1327378,1.0070118,0.98113316,1.4860495,0.85008836,0.9896411,1.049851,0.9888577,1.2451657,0.8989489
meat,0.7570194,1.1487663,1.2704645,0.81910604,1.2184501,1.1353444,0.9348493,0.9682447,0.7487343,0.98852575,0.8037613,1.3732351,1.0641768,0.83821285,0.9223632,0.7047522,0.79581153,0.9197683,1.1722088,0.9123368,0.9768614,0.99981976,1.0122592,1.0602963,1.0734338,1.2331846,1.222598,1.1180233,0.93047845,1.1797998,0.74883634,1.1341152,0.92975515,0.844374,1.0484687,0.86621463,0.9373415,0.85946685,1.042457,1.0196428,1.3393214,0.7850019,1.1420789,1.1211522,0.8164159,1.017293,1.1687175,0.9391155,1.2061337,0.8610603,0.8219006,1.1426989,0.998235,1.2383714,1.0484867,1.1533388,0.79500675,1.0801219,1.1289878,1.3026947,1.2192581,0.99241,0.98636115,0.84195906,0.7903962,1.2720379,1.1240392,1.0268625,1.0354248,1.0072137,0.8707018,0.8425655,1.3675902,1.1501026,1.0001853,0.9432255,1.1422981,0.7180368,1.2367281,0.98826057,1.3114226,0.811288,0.0,0.77543145,0.98721874,0.6982434,1.1339064,1.0608128,0.7387446,1.3108532,0.91513133,1.2842056,1.1184564,1.1848131,0.9211322,1.066299,0.99597824,1.0536854,0.8052529,1.0736492,0.89721835,1.3239753,1.3313005,1.0356232,1.0616329,1.0539073,1.2672153,0.7762779,0.87430525,0.79161096,1.1202443,1.1832292,1.0459753,1.3032525,1.2749195,1.3057075,1.1562866,0.68041027,1.1459161,0.8075981,0.6279563,0.7832751,1.1826209,0.92925876,0.74116963,0.95259315,0.9017221,0.8642005,0.84245306,0.8368227,1.3475844,0.99871093,1.1730185,1.2392313,0.58085376,1.1416044,1.0149248,0.87724453,0.9538935,1.0682738,0.9670297,0.7344047,1.2744873,1.2463795,1.1744884,1.1341611,1.1120162,1.2396737,0.6521398,0.8978906,1.1459932,1.0946186,1.4051812,0.8897221
melon,1.0096965,1.0948629,0.88494647,1.1167433,0.8579301,0.73987526,0.7007603,0.84661233,1.0131297,0.99765337,1.1606154,1.11125,1.0993805,1.1315516,0.9633039,1.0576817,1.0178267,1.0945821,1.0916132,0.6428035,1.1106741,0.79913914,0.7921076,0.9489766,0.9303521,0.99362725,1.1588372,0.8348924,1.0894867,1.2063632,0.6872314,1.0113425,1.1713475,1.0550207,0.8322519,0.9743499,0.71979964,0.57290065,1.2825687,0.80318594,1.0876925,1.1487972,0.94838274,1.2784929,0.7009486,1.0756425,1.1926261,1.1893103,1.126442,1.1348484,1.0426401,0.766009,1.053884,1.092278,1.1608813,0.94161415,0.9887606,1.0045742,0.933032,1.2245277,0.98598725,0.7642895,1.115391,0.9702798,1.0918583,1.1899195,0.9698359,1.0749067,0.75318,1.1459496,0.7991744,0.98638874,1.1121678,1.2435455,0.8424677,1.1605409,1.0168635,1.0231757,1.031967,1.2073311,1.0165687,1.1191852,0.77543145,0.0,0.93537676,0.807604,1.1057674,1.0397373,0.79865444,1.1774659,0.9632178,1.1542226,1.0222611,0.81268734,1.0783151,0.9967584,1.1598142,1.1186223,1.085924,1.0370492,1.1301147,1.1567101,1.0953045,1.0486264,0.49994594,1.0919973,1.1384091,0.8368148,0.89041793,0.5047957,1.1446937,0.97319674,0.8229604,1.2166337,1.0143459,0.93347585,1.1911296,0.90044445,0.88937616,0.8684986,0.40832698,0.86840856,1.0962062,1.1841466,1.025924,1.1921868,0.88805515,1.1841898,0.85276604,1.026253,1.1719118,1.1462547,0.9031954,1.0507541,0.4757768,0.7903972,0.99020857,0.94045144,0.75202954,1.253114,1.158311,0.94235325,0.9336255,1.1554601,1.0401083,1.0877266,1.058831,0.90210944,0.68653727,1.0677493,1.0948036,1.1927968,1.1976115,1.1677737
milk,1.0959018,1.1607449,1.1464589,0.9983375,1.0410804,0.9508432,0.8356341,0.81632304,0.81224906,1.040081,0.9473307,1.1124109,1.0567784,1.0464737,1.0204576,0.99297106,1.034118,0.91489315,0.3756113,0.7513237,0.8122249,1.0423557,1.2066066,0.321046,1.0162135,0.9239793,0.989778,1.283484,1.068971,1.0370649,0.9718261,0.91137326,0.9026133,1.0613704,1.084662,0.99919933,0.9142236,0.9178926,0.9199161,1.2509593,1.1229732,0.89697456,0.70469207,1.0448838,1.0033137,1.0213896,1.0571536,0.8820049,1.1434733,1.0387324,1.2047317,1.1561629,1.0525934,1.1368974,1.0372494,1.2665989,0.98260653,1.2165765,1.0052078,1.2287652,0.9909614,1.0366597,0.89546794,1.0520263,0.73990095,1.1848168,1.175555,1.0804083,1.0864427,1.0438374,0.8649334,1.1410971,1.0668796,0.9976817,1.0282874,1.0833355,0.90384686,1.0614383,1.0747783,0.88919413,0.9145014,1.0823568,0.98721874,0.93537676,0.0,1.1461922,0.96101904,1.0733566,1.0873774,1.2001988,0.8690808,1.2536707,1.1436046,1.1914513,0.88235784,1.0561764,1.1059281,1.1948365,0.8880989,1.0775015,1.045735,1.1603085,1.1332539,1.0445296,1.1582649,1.0159599,1.1473614,1.0914865,0.7898296,0.7810856,0.96425647,1.1763083,1.1315529,1.0097579,0.9155301,1.1857953,0.8526948,1.165348,1.0371882,0.9244442,0.9621591,0.9475265,0.91948706,1.0358256,0.9032983,1.1880207,0.8516691,0.93804497,0.7878324,1.0156372,1.3201059,0.99194753,0.88555056,1.2432938,0.92965984,0.95700043,0.99247974,1.1042578,1.1860449,0.95678276,1.0951641,0.702398,0.9932533,1.2015585,1.2072384,0.98841894,1.003126,1.076499,0.7921677,0.98603445,1.0458205,0.7942308,1.2300974,0.9286694
mitten,0.7562536,0.8929705,1.2796981,0.7031168,1.2677728,1.1291124,0.97796667,1.0006771,0.98674536,0.90383047,0.7484822,1.419315,0.937124,0.5040127,0.98867184,0.6211293,0.6584947,1.0389813,1.374291,1.2087877,1.0427519,1.2678903,1.0123849,1.2058088,1.111732,1.3332701,1.449945,0.8390705,0.84700817,0.9067839,0.8822276,1.2046273,0.9452156,0.8345865,1.0218173,0.7959985,1.0390041,0.7391434,0.9440272,0.77364373,1.4275148,0.80962586,1.3124367,1.2171125,0.7342186,1.0283798,0.9758688,0.9515196,1.0711759,0.6208405,0.582975,1.222632,1.0219159,1.3632234,0.91105884,0.77376175,0.9351031,1.0951198,1.2693098,1.1306434,1.5202318,0.8806981,1.0820124,0.87806106,0.981416,0.983254,0.5896584,0.98902184,0.83107865,0.7875898,1.1072419,0.46512836,1.2587744,1.2487502,0.82542425,0.6844426,1.3359811,0.48706925,1.5023246,0.99068457,1.5407567,0.61583626,0.6982434,0.807604,1.1461922,0.0,1.1082373,0.99497485,0.69090724,1.2417526,1.0666788,0.9293846,0.86604154,1.1097181,1.0118796,0.9748563,0.580342,0.68094206,0.8770765,1.003674,0.8899236,1.4690307,1.3398271,1.0572791,1.1179655,1.0174038,1.0231717,1.0642718,0.95506114,1.1612115,1.2303796,1.2622769,1.1082199,1.1821799,1.2730306,1.2767806,1.2695448,0.68622524,1.2524999,1.122387,0.96126765,0.4928205,1.2743399,0.6889862,0.64131516,0.51903826,1.2347295,1.055656,1.043225,0.7352077,1.1767725,1.1186363,1.4196715,0.836017,0.99993676,1.4861553,0.8924209,0.7582392,0.9075793,0.83808714,0.71498275,0.9361256,1.3008387,0.9398172,1.0136683,0.9677625,0.9825261,1.167453,0.955403,1.1421341,1.1547687,1.0797744,1.2421075,1.0723529
motorcycle,1.0026048,1.078169,1.015411,1.2508469,0.9596128,0.913219,0.9895754,0.96624833,1.1885444,1.1177055,1.0957633,0.89145577,0.89099133,1.2235936,0.88162935,1.1629987,1.0937581,0.84991014,0.75234187,1.0914145,0.7511038,1.0152249,1.0000396,0.8202096,1.0058795,0.82658136,0.70191777,1.1298025,1.0268816,0.83555096,1.2020574,0.99954236,1.0892408,0.9891449,1.1231084,1.0534892,1.0401057,0.97961056,0.74324244,1.0729684,0.9837495,1.015084,0.89853823,0.9671609,1.0378159,0.87635404,0.7066102,0.918219,1.0137953,1.2146703,1.0483999,1.1055642,1.1016537,1.0265603,1.0601969,1.2497187,0.9280758,0.9987252,0.8251481,1.1083772,0.85749334,0.92153627,1.0296494,1.1028214,0.8762002,1.0954866,0.96786165,1.0612844,0.9676058,1.0484723,1.0183406,1.2261868,0.72603273,0.92350656,0.9349785,1.1038738,0.74267113,1.107397,0.90397733,0.7776649,0.90528584,1.2139431,1.1339064,1.1057674,0.96101904,1.1082373,0.0,1.223279,0.94685876,1.070703,0.9901999,1.134429,1.2262979,1.0631852,0.9849082,0.9736852,1.1981442,1.035426,0.99658954,1.0841374,1.0206265,0.98444045,1.0518872,0.86375624,1.0898285,0.9643436,0.79860294,0.91163373,0.8307175,1.0647564,0.8666339,1.093672,0.88674855,0.77574754,0.7375028,0.94165397,0.6267039,1.1036332,0.796213,1.0034337,1.1068418,0.96152484,0.70881987,1.1615747,0.9313301,1.1120617,0.95047295,1.0401162,1.1193134,1.0990444,1.0144256,1.0781919,0.8828309,1.068466,1.1064243,0.8813921,0.78040123,1.0483046,1.0865464,0.70885676,1.1266975,1.0900096,0.9876118,1.1436377,1.1309801,1.1581976,0.8679728,0.88455653,1.1600894,1.1204764,0.69514203,0.73801523,1.0118021,1.008004
mouth,1.1920928,0.6622543,0.83626497,1.0546063,0.8724718,0.84828544,1.0929844,1.1735706,1.146191,1.0817469,1.2023977,1.0113107,1.2031227,0.81251323,1.1603968,1.1526859,1.0386238,1.1564128,1.0766392,1.0296128,1.1979861,0.8753743,1.0726653,1.0953379,0.9486934,1.0918207,1.0260888,0.8335097,1.1823155,1.2085996,0.9883095,1.1113632,1.187886,1.0884583,0.8482171,1.1615506,0.9206861,1.1296861,1.1757302,1.020159,0.9481991,1.2616627,1.0133044,0.9797317,1.0438694,1.0471761,1.0309759,1.1873404,0.88890594,0.9814904,1.1140745,0.7558063,1.143842,0.8060447,0.85731083,0.5872905,1.0948066,1.0463543,0.98886645,0.70608246,0.988576,1.0677248,1.1153319,1.1385828,1.205693,0.5958839,0.8817577,1.1351266,0.8711368,0.8179888,1.0047336,0.850164,0.920041,0.95612264,1.1044583,1.029007,0.9791603,1.0989165,1.0115869,1.1992399,1.0529294,1.086816,1.0608128,1.0397373,1.0733566,0.99497485,1.223279,0.0,0.9559263,0.6623632,1.1158249,0.6168994,0.54765004,0.7875161,1.2006876,1.1543863,0.8741205,1.0850984,1.1453052,1.0973654,1.0225998,0.94297564,0.8882087,0.992352,0.832366,1.0054871,1.060921,0.9930945,1.1684326,1.1197524,0.95359504,0.7518342,0.88017476,1.0138799,1.0665444,0.9063249,1.2566247,1.0847409,1.0767037,1.0601546,0.95905596,1.0858315,1.0114455,1.0300637,1.2035899,0.9942278,1.1035482,1.1960707,1.1230046,1.1102035,0.837221,1.0521859,1.0517799,0.84341514,0.9833509,1.0114954,1.081334,1.0646384,0.7401428,1.1897368,1.0003749,1.1419005,0.8822921,0.5885829,0.5476743,0.7393838,1.1589231,0.9135582,1.1282183,1.1147423,1.1749456,1.2041258,0.6777351,1.1715639
muffin,0.86591524,0.9213408,1.081564,0.96631676,1.1109803,1.0290132,0.98202974,1.1270325,1.0448046,1.0835994,1.189259,1.2973254,1.317458,0.9168527,0.8001746,1.1397936,1.0702002,1.217206,1.1218739,0.9700085,1.127845,0.57990205,1.0830321,1.0687987,1.0877051,1.2120337,1.2633082,0.9155641,1.0044317,1.1461451,0.7806564,1.2696835,1.1388642,1.0379505,0.64468503,1.0267473,0.6215504,0.8429538,1.0604722,0.7783633,1.3526435,1.1113026,1.0549474,1.1137246,0.84084636,0.8331132,0.814131,0.96810025,1.1071239,0.9457254,0.80053943,0.8008629,1.104031,1.055132,0.9044576,0.90200496,1.061654,0.98281366,1.1022787,1.1461276,1.0250266,0.83560526,1.1488655,1.0082688,1.0091418,0.99402785,0.85610026,1.0798364,1.0567625,0.8279114,0.7236842,0.73260295,1.0452709,1.0998185,0.9869998,1.0831931,0.83774865,0.9106991,1.245855,1.1073687,1.1738296,0.9260102,0.7387446,0.79865444,1.0873774,0.69090724,0.94685876,0.9559263,0.0,1.0941855,0.9491217,1.0496936,0.9214421,0.76596373,1.061541,0.96366876,1.023389,1.0053127,1.1150434,1.0916985,0.92149234,1.3467284,1.263288,0.8092325,0.8692206,0.9511472,1.112312,0.7381563,0.989442,1.0095384,1.0304734,0.8550229,0.47104836,1.2172098,1.1978894,1.0944043,1.1031244,0.86869997,1.0145419,0.83399564,0.68905634,0.8735577,1.166164,0.9888932,1.0492437,0.9413222,1.0096726,1.131358,0.9916929,1.0469913,1.1527328,1.1671182,1.0609149,1.1387248,0.70463645,1.0334921,0.81732607,0.96310467,0.9267055,1.0569755,1.0550952,1.0190758,1.1070644,0.9577196,1.0032811,1.1370323,1.1177346,1.1354594,0.98228,1.1378322,1.2170696,1.1256397,1.1485615,1.1091399
nail,1.4311314,0.6188475,0.19124591,1.3160064,0.3467661,0.5126256,1.2581654,1.2884307,1.4751647,1.1520629,1.4929625,0.41737592,1.172511,1.2058023,1.1647282,1.4455304,1.3486065,1.2498522,0.8861699,1.0694544,1.3598247,0.72275126,0.9393392,1.1565373,1.0768988,0.9455967,0.7162081,0.5183117,1.2767928,1.1903433,1.2701752,1.0583493,1.428067,1.2365518,0.7696736,1.3721118,0.83861375,1.2464641,1.2429664,1.0193379,0.2614479,1.5643034,0.8130362,0.8684044,1.3302008,1.1472967,0.933758,1.3738072,0.85211396,1.2620394,1.2000527,0.3499276,1.0886557,0.29081905,1.0120423,0.49764132,1.2642663,0.6991983,0.7820593,0.20194161,0.7478813,1.2349477,1.2194009,1.3538902,1.4891694,0.5052122,0.78433645,1.1244353,0.6459845,0.9713489,1.107102,1.1108196,0.46235454,0.9602693,1.133585,1.25501,0.6956439,1.396836,0.6217756,1.3312347,0.6671952,1.2574714,1.3108532,1.1774659,1.2001988,1.2417526,1.070703,0.6623632,1.0941855,0.0,0.9386233,0.43608332,0.4336136,0.40423095,1.4100676,1.1689917,1.2085133,1.1904373,1.3730736,1.0175883,1.1678783,0.34117633,0.43589556,1.026353,0.6932022,1.0269749,0.638132,0.91570073,1.3128988,1.2449584,1.0024836,0.33080006,0.63546944,0.71164894,0.9126961,0.4467681,1.1776718,1.2043481,0.8589586,0.9641366,1.2173138,1.0937227,0.7804297,1.2823787,1.523176,1.2012945,0.9389767,1.3719012,1.401483,1.2563375,0.2635001,1.0966176,0.6961685,0.6291803,1.2504658,0.76898116,1.1457938,1.1433202,0.55456144,1.3380272,1.2549099,1.4468654,0.5609412,0.31456333,0.45198202,0.6742997,0.92402774,0.45768905,1.4359484,1.2284496,1.0684099,1.2421703,0.12746239,1.3694564
napkin,1.2029204,0.9278418,0.973638,1.2011392,0.92986244,0.87468255,0.9554596,0.87484384,0.9484746,1.1895182,1.1769809,0.8663619,0.8531336,1.2314641,1.0138617,1.1166396,1.0687486,1.1612158,0.72567105,0.68990403,1.001864,0.67411184,1.075067,0.6889469,1.0422887,0.6099875,0.78677595,1.0139263,1.2519145,0.8145697,0.9807978,1.0535526,1.1629016,1.1872122,0.81093585,1.0901626,0.71194154,0.9884727,0.9090216,1.1409305,0.89386356,1.1271864,0.6145185,1.0527066,1.072103,1.049539,0.9683142,1.0969434,1.0191492,1.1570882,1.1160016,0.8801927,1.1385193,0.9031636,1.2705665,1.0460646,1.2325523,0.94002336,0.921235,1.0025444,0.713866,1.0917792,1.2034966,1.176185,1.091819,1.1777925,0.67935944,1.1922607,0.92886543,1.3097546,0.80758566,1.2239633,0.8397446,1.0492564,1.1569922,1.2008364,0.80680823,1.1236101,0.7757185,1.0151615,0.7541826,1.114104,0.91513133,0.9632178,0.8690808,1.0666788,0.9901999,1.1158249,0.9491217,0.9386233,0.0,1.0552592,1.0144653,0.9447197,1.0178164,1.1124191,1.2581341,1.1285201,1.1858094,0.98666894,1.1641672,0.8453734,0.88632435,0.8932921,0.9247757,1.0324519,0.643185,0.9596699,0.90423274,0.8490138,0.9760215,0.8821356,0.8078077,0.76659125,0.84946,0.9720924,0.8900292,1.067514,0.9966166,0.7581561,0.9828237,0.82220393,0.9132897,1.2257794,0.93079674,1.101158,0.6981327,1.1829904,0.86234665,1.1701992,0.84190273,1.0495025,0.5697671,0.9898693,0.97911775,0.6655164,0.97741205,1.1575793,0.95048577,1.2136419,1.2665412,1.0980737,0.8133968,1.0143917,0.8700625,0.9214338,0.37530816,0.96225846,1.0370646,1.0763162,1.0752562,0.86844164,1.0006691,1.1173217
necklace,1.2647147,0.51211816,0.62799174,1.0585271,0.84755266,0.8468591,1.2035459,1.2828475,1.4435763,1.1793919,1.4015418,0.6316384,1.0526803,0.83201796,1.147294,1.3006241,1.1545349,1.2647126,1.0855756,1.1814566,1.2831392,0.9713427,0.81897783,1.2204497,0.9840951,0.9810543,0.9652189,0.46691865,1.2264172,0.9347335,1.195465,1.0697501,1.3700643,1.2433683,0.76123774,1.1915641,1.0878456,1.2713442,1.2223585,0.6988099,0.582999,1.468152,1.0611987,0.95114106,1.205193,1.2044042,0.9776613,1.2978592,0.6717183,0.9631495,0.92671597,0.6842716,1.0290387,0.6597656,1.0170503,0.35537958,1.2924285,0.786505,0.99894696,0.32223517,0.8368434,1.1899463,1.2600989,1.2450182,1.4819909,0.45697325,0.57951266,1.1495056,0.7920965,0.8733124,1.2748795,0.7866061,0.66360265,0.97516924,0.78828883,1.0610462,0.83940864,1.0718645,0.7813746,1.1793433,0.9366417,0.9307072,1.2842056,1.1542226,1.2536707,0.9293846,1.134429,0.6168994,1.0496936,0.43608332,1.0552592,0.0,0.4304484,0.67754334,1.3071039,1.2199334,0.8496444,0.7977036,1.2593391,0.9743763,1.123777,0.57395446,0.52197367,1.075094,0.76516557,1.0376335,0.6382025,1.0265194,1.300519,1.21834,1.0655688,0.6016308,0.84664214,0.6574348,0.96733195,0.70981014,1.2428812,1.0819061,1.1009846,1.227049,1.1912965,1.0369825,0.90804005,1.0752056,1.2810841,0.7848462,1.0430996,1.4376818,1.3326373,1.0690255,0.38621032,1.131821,1.046144,0.38559705,1.2537594,0.92363006,1.0992489,0.9318689,0.7072154,1.2307433,1.0835991,1.4347106,0.88252985,0.33432484,0.40971315,0.57662106,0.7875382,0.85483885,1.3328032,1.2524035,0.96836084,1.1230727,0.3444057,1.3792053
nose,1.2108797,0.62181526,0.64092594,1.0516647,0.7745335,0.76837194,1.1835014,1.2525356,1.341338,1.0685589,1.3153211,0.7872562,1.1769538,0.8766496,1.0243957,1.244087,1.152847,1.2725009,1.1018922,1.1926178,1.2790532,0.991641,0.97022736,1.2165684,1.0334276,1.1259266,1.0172596,0.5944977,1.1596578,1.0680187,1.1217072,1.0895659,1.3161955,1.2041212,0.7656485,1.1632489,0.91364014,1.1993916,1.2027802,0.88889396,0.79070216,1.3520429,1.0628096,0.95583254,1.1755866,1.1062703,0.96737576,1.1799645,0.78089327,1.0377024,1.0522786,0.6690934,1.0122426,0.55105734,0.91106844,0.43671596,1.1684184,0.90840566,0.96584034,0.44815612,1.0806261,1.1413684,1.1852084,1.2065272,1.3055764,0.5471873,0.7741592,1.0912973,0.7872648,0.7478014,1.2007682,0.813087,0.7239683,1.0005307,0.9722978,1.0946062,0.87558717,1.1395158,1.0056268,1.2013258,0.9624098,1.022573,1.1184564,1.0222611,1.1436046,0.86604154,1.2262979,0.54765004,0.9214421,0.4336136,1.0144653,0.4304484,0.0,0.678575,1.2974461,1.1890486,0.9599103,0.9348191,1.2257776,1.0398475,1.0760943,0.8162185,0.81505644,1.0600902,0.8346522,1.0105996,0.8798295,1.1137344,1.1643417,1.2918094,1.0137987,0.6336404,0.8537799,0.8543408,1.0760002,0.74136305,1.2420067,1.068196,1.0465772,1.1725888,1.1061857,0.9735566,0.99705625,1.0750946,1.3296795,0.9039819,1.1241224,1.272094,1.3087094,1.0746354,0.6304029,1.0538305,1.0814528,0.56041706,1.1651001,1.1003686,1.1329013,0.9904485,0.5727794,1.1958417,1.1174934,1.2990108,0.96537733,0.33578718,0.59118015,0.79646325,0.9216585,0.8990724,1.3151821,1.1155902,1.0530764,1.188864,0.51423365,1.2314472
orange,1.2290018,0.73297393,0.2736653,1.3394842,0.37073547,0.4613502,1.0679041,1.2552462,1.460109,1.129372,1.5179117,0.70048505,1.196613,1.2543833,1.0081202,1.4237709,1.2879518,1.2443538,1.006884,0.97652304,1.3295144,0.4508142,0.930086,1.1355633,1.0162181,0.95066524,0.8744864,0.31376922,1.2734687,1.2516552,1.0538124,1.0674676,1.3318981,1.218075,0.7537793,1.3929235,0.57079554,1.1023514,1.3021965,0.7305088,0.56346595,1.5399308,0.90093124,0.9635305,1.1208006,1.0304112,0.8737154,1.418132,0.9010576,1.2638664,1.0207299,0.121438086,1.1788965,0.49177313,1.0566084,0.64156306,1.2024307,0.63845503,0.8309097,0.553845,0.807447,0.96696293,1.2527223,1.3558028,1.5072855,0.7863693,0.8411727,1.1675742,0.632763,1.0940162,0.9010378,1.1299417,0.6759361,0.99227667,0.9582158,1.2974029,0.71384513,1.3743236,0.76787037,1.4021447,0.80668104,1.2951605,1.1848131,0.81268734,1.1914513,1.1097181,1.0631852,0.7875161,0.76596373,0.40423095,0.9447197,0.67754334,0.678575,0.0,1.3462887,1.0682706,1.2506983,1.1595392,1.3796897,1.0720772,1.0452216,0.6448875,0.66029036,0.91319054,0.4999652,0.95110846,0.78875345,0.8006804,1.2445749,1.090023,1.0116373,0.27943224,0.30094904,0.87969035,0.99636495,0.53184205,1.2241265,1.1283865,0.80110097,0.9592264,0.97635084,1.0892268,0.8906568,1.2981334,1.4265037,1.2218096,1.0149368,1.3939856,1.3403221,1.3242142,0.4865855,1.2473274,0.720075,0.819743,1.0425634,0.76526165,1.0388596,1.0902383,0.37903535,1.2455583,1.2720752,1.4227936,0.5876553,0.6159543,0.6745469,0.9108257,1.0102952,0.41813672,1.3604825,1.2726307,1.0300862,1.2963061,0.4914921,1.4067249
oven,1.0226214,1.2592392,1.4025257,0.74090767,1.3889804,1.3560368,0.88880616,0.71932006,0.5864312,0.99852103,0.7225004,1.1859593,0.7726879,0.9327092,1.0729362,0.85295427,0.953101,0.9401398,0.89762455,0.87217546,0.7100816,1.1314559,1.1936392,0.77545315,1.0947964,0.77295125,1.0204957,1.3498149,0.9396114,0.7200096,0.87626314,0.7959525,0.60353005,0.94642764,1.1139768,0.6335193,1.157029,1.0332152,0.6904899,1.1955596,1.3363812,0.5214825,0.9824731,1.1164708,0.8702378,1.0786442,1.1150837,0.6213107,0.9446432,0.85814905,0.9581448,1.3697059,0.9807202,1.3144915,0.93201584,1.3293903,1.0381025,1.3132453,1.1915344,1.32527,1.0493177,1.0983723,0.9807972,0.7811247,0.6529955,1.1779618,1.1799833,1.0039812,1.3594347,0.95977384,0.904729,1.0312986,1.2517262,1.1014144,1.07972,0.8666096,1.2089084,0.8405038,1.0910281,0.66665924,1.1258582,0.8404759,0.9211322,1.0783151,0.88235784,1.0118796,0.9849082,1.2006876,1.061541,1.4100676,1.0178164,1.3071039,1.2974461,1.3462887,0.0,1.0805037,0.8745259,0.85508966,0.87343687,1.0941886,1.0268607,1.2612274,1.3117448,1.1112628,1.2991576,1.1087084,1.1846192,1.0899297,0.81442136,0.8573609,1.1161971,1.3216236,1.2454786,1.1102941,0.82779616,1.3482062,0.5122775,1.0334196,1.2137278,0.99279606,0.9814254,0.9894978,0.9759175,0.7911093,0.7808236,0.85563123,0.8890681,0.6195264,0.49310952,0.994174,1.3780019,0.9322499,1.1431831,1.2101339,0.9091803,1.0636196,0.95612174,1.0852983,1.3484468,0.881825,0.8495406,0.6672589,1.1731975,1.3503971,1.3398939,1.1964446,0.9827634,1.3913429,0.7202299,0.87401617,0.95158505,0.6746087,1.3784252,0.6709349
