,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
shower,0.92930007,1.2731532,1.4053812,0.62217355,1.3533033,1.3731021,1.0637091,0.7511007,0.33825147,0.7339426,0.390518,1.255677,0.8652926,0.82989645,1.0865234,0.5855285,0.86057925,0.92723775,1.1367987,1.144873,0.7695282,1.380281,1.1029695,1.0663223,1.1292002,1.1658218,1.1760072,1.4042751,0.58483416,0.80595076,1.0526552,0.9281456,0.4531384,0.6668879,1.1550858,0.6386164,1.2764211,0.95704806,0.7368964,1.2066522,1.399677,0.2094897,1.2231215,1.190815,0.88748837,1.1375248,1.2598928,0.3685367,1.0979755,0.7578764,0.9804528,1.3932213,0.69370276,1.2679267,0.7957149,1.348125,0.76478493,1.4134139,1.3039533,1.3327368,1.414124,1.2164032,0.8586464,0.5040126,0.273951,1.207664,1.4668419,0.6835437,1.4779947,0.83977544,1.1270742,1.0263346,1.391379,1.2392967,1.055586,0.6423327,1.2239419,0.77716655,1.3083073,0.6879167,1.1242249,0.8079585,0.8642005,1.1841898,0.93804497,1.055656,1.0401162,1.1960707,1.131358,1.3719012,1.1829904,1.4376818,1.272094,1.3939856,0.6195264,0.9153234,0.7405626,0.83112335,0.6662211,0.92058766,1.0224918,1.3777254,1.4729445,1.2406503,1.4383965,1.2182513,1.3308916,1.2718697,0.98317903,1.0801889,1.2339969,1.4018292,1.3616825,1.2220087,1.0925976,1.4153583,0.7576399,0.92394435,1.3357422,1.0786784,1.1716133,1.1332178,1.2885965,0.58300686,0.7823528,0.85377014,1.1920062,0.0,0.67035735,0.748352,1.4340299,0.54158914,1.2331154,1.1925825,1.0866228,1.4202731,0.98838484,1.0338093,1.4138154,0.8532417,0.6261215,0.5452113,1.3887284,1.3484461,1.5062851,1.363967,1.1979706,1.4518392,0.7470354,0.6102979,0.9406482,0.86867785,1.4377882,0.2454127
sink,1.0799834,1.2185555,1.4137549,0.8206366,1.323309,1.1336919,0.921294,0.64307445,0.30070955,1.0299674,0.751313,1.1666769,0.8274521,0.97970843,1.1221069,0.8655713,0.8758506,1.0231787,0.8761358,0.49610198,0.727803,1.1743368,1.0521679,0.6346682,1.1317768,0.7898484,1.1338432,1.3274579,1.0051428,0.8035514,0.8599905,0.8586133,0.66326034,0.9128147,0.7477399,0.7326442,1.1125185,0.9658563,0.8478265,1.2031665,1.3532501,0.54673,0.7426871,1.1822749,0.6139806,1.1738535,1.306654,0.7082149,0.90742517,0.931932,0.97585964,1.3018637,0.97673446,1.2866869,1.0378178,1.2220172,1.0274591,1.2494702,1.2385123,1.395251,0.98534876,1.128756,0.9927112,0.79494,0.5662035,1.2556596,1.1558112,1.0472608,1.2269173,1.0793728,0.9818431,0.9676612,1.352941,1.1761438,1.0779166,0.90388024,1.1883554,0.81604666,0.95056635,0.797117,1.0183833,0.8939757,0.84245306,0.85276604,0.7878324,1.043225,1.1193134,1.1230046,0.9916929,1.401483,0.86234665,1.3326373,1.3087094,1.3403221,0.49310952,1.22129,0.9474211,0.922908,0.8645492,1.1765226,1.1102242,1.2117956,1.2408768,1.144595,1.2015222,1.1711862,1.2780856,1.1785799,0.92212677,0.6030188,1.1825403,1.424999,1.2582321,1.2251714,0.82081985,1.2941818,0.8181532,1.0245156,1.2945966,1.0380049,0.7701074,1.0547706,1.1132376,0.86358464,0.795198,0.9619706,0.6818044,0.67035735,0.0,0.9754327,1.3753834,0.9113246,0.99781424,1.1731685,0.7339704,0.84938157,0.75531626,1.0113517,1.3474958,1.0214103,0.87534165,0.5679657,1.0893548,1.3587896,1.2280486,1.0935837,1.0390829,1.3656557,0.48803252,0.8944332,1.107415,0.7645838,1.3999987,0.783938
slide,0.87794805,0.9726332,1.3248179,0.6077472,1.3121743,1.1801312,1.0812464,1.0509003,0.7829462,0.65581065,0.5560463,1.1658931,0.8200042,0.7097045,1.0634391,0.573037,0.4513638,0.94986695,1.2202051,1.2235253,1.1197593,1.3653721,1.0884445,1.122754,1.1454506,1.0936258,1.2361952,1.1264964,0.5685838,0.76853716,1.1173805,1.1089958,0.8117962,0.8318718,1.1278987,0.7198906,1.2164792,0.8076476,0.92035466,0.82353735,1.2205224,0.6693081,1.2860191,1.2474836,0.97618955,1.1678202,1.1652346,0.74745727,1.1528385,0.71048397,0.9412601,1.349657,0.7406056,1.2438247,1.0114526,1.0717709,0.80235946,1.1779581,1.2984535,1.1700826,1.3077364,1.196012,0.951915,0.72398,0.8250976,1.0565158,1.0549024,0.6380167,1.1567341,0.8555816,1.2971416,0.78542125,1.1698649,1.2128134,0.6515163,0.75342745,1.249007,0.3731122,1.207411,0.84543043,1.2382892,0.5101597,0.8368227,1.026253,1.0156372,0.7352077,1.0990444,1.1102035,1.0469913,1.2563375,1.1701992,1.0690255,1.0746354,1.3242142,0.994174,0.8451014,0.75608915,0.7296437,0.84797335,0.7509166,1.1217613,1.1821313,1.2016333,1.1331217,1.3187244,1.2233247,1.0697061,1.1756842,1.0750097,1.1091516,1.2067617,1.2832975,1.3183863,1.0555595,1.3024434,1.3060443,1.1410391,0.8009228,1.3234304,1.1239877,1.1581707,0.85604703,1.1978588,0.77334756,0.56564087,0.7456434,1.2037303,0.748352,0.9754327,0.0,1.2419342,0.71176785,1.3497114,0.9960999,1.1431284,1.3363857,1.1263118,0.85119486,1.279921,0.8762647,0.79941887,0.72190547,1.2797035,1.1166178,1.1706305,1.04777,1.0100493,1.3083446,0.85214007,0.9335695,0.9772598,0.93407226,1.230722,0.7637849
slipper,1.3263651,0.5858534,0.3399493,1.3033082,0.55121946,0.670842,1.1862711,1.3183016,1.5286947,1.2035103,1.5512677,0.38399702,0.938232,1.2738128,1.1387814,1.489965,1.2186793,1.3117368,0.94786024,1.1023717,1.4408536,0.7292425,0.7119099,1.1449888,1.054184,0.77516246,0.6415274,0.41676033,1.3080865,0.959159,1.2313886,1.0824752,1.5122656,1.22577,0.76270086,1.3787229,0.96091324,1.3914812,1.1818976,0.8023547,0.29454815,1.5595646,0.8369516,0.86076766,1.2469671,1.1510129,0.8764365,1.4185294,0.73890305,1.2480597,0.94125545,0.4380871,1.1104375,0.48677897,1.1351912,0.4824915,1.2949479,0.4923048,0.8569121,0.24921209,0.65931535,1.1258781,1.314531,1.3687927,1.5672619,0.6700721,0.5551009,1.131888,0.67491895,1.102721,1.1484377,1.0840658,0.50427693,0.9553761,0.98605096,1.2318738,0.6634813,1.3176816,0.49701774,1.2562531,0.79008114,1.1744514,1.3475844,1.1719118,1.3201059,1.1767725,1.0144256,0.837221,1.1527328,0.2635001,0.84190273,0.38621032,0.6304029,0.4865855,1.3780019,1.2037371,1.1799767,0.9852717,1.4569141,1.0153513,1.158962,0.30385435,0.37964654,0.9279185,0.59342366,0.9772639,0.3811829,0.8887594,1.2457871,1.2444155,1.045113,0.3801813,0.69001186,0.56811655,0.91082215,0.44353724,1.1430963,1.0978653,0.8740094,1.0664016,1.1660248,1.1140758,0.8584673,1.2827808,1.4161892,1.044816,0.91851914,1.4340299,1.3753834,1.2419342,0.0,1.1768405,0.7112421,0.4002207,1.2366796,0.6854644,1.1265595,1.0627586,0.56481004,1.2595409,1.2459514,1.5369372,0.6410581,0.377975,0.45368022,0.679585,0.6605402,0.53418195,1.5161462,1.2900383,0.82925385,1.103414,0.22201502,1.3875196
snow,1.054422,1.0749271,1.1912072,0.7593584,1.1925327,1.1904,1.1757529,1.043545,0.71107763,0.53329337,0.621474,1.0005418,0.99458545,0.927598,1.0749267,0.710945,1.0296572,1.0469652,1.1496706,1.169659,1.03096,1.2618263,1.0706713,1.1666299,1.0652069,1.1769823,1.1038935,1.192441,0.46975762,0.970085,1.1374327,0.98575234,0.77430046,0.81721604,1.0885972,0.839259,1.1626225,0.9832117,0.9723266,1.0944313,1.1335009,0.7519448,1.185258,1.1575121,1.1603812,1.1006281,1.277426,0.6732633,1.1202859,0.84941757,1.1074845,1.2226831,0.53026265,1.0945817,0.93797004,1.1118453,0.879412,1.2628704,1.166647,1.0615232,1.2515712,1.2365307,0.9396459,0.6786524,0.74320555,1.0776203,1.2598345,0.44935334,1.3249644,0.91185087,1.1952382,1.0039712,1.1699026,1.1575211,0.9096814,0.82670796,1.1304,0.78830785,1.1841304,0.97783226,0.9784549,0.74838305,0.99871093,1.1462547,0.99194753,1.1186363,1.0781919,1.0521859,1.1671182,1.0966176,1.0495025,1.131821,1.0538305,1.2473274,0.9322499,0.7111012,0.8797425,0.822245,0.8295034,0.5970379,1.117041,1.1091409,1.1848435,1.1930107,1.3015658,1.195172,1.1130053,1.2331014,1.1460043,1.1560096,1.1310012,1.164563,1.306667,1.0929613,1.1819079,1.2438232,0.9852601,0.9451282,1.238107,1.0670024,1.2323571,1.0775865,1.2006983,0.83163965,0.9710135,0.93114847,1.2043693,0.54158914,0.9113246,0.71176785,1.1768405,0.0,1.1545868,0.9840313,1.1764647,1.2869766,1.0112619,0.938767,1.2809839,1.1039566,0.81989896,0.7336638,1.2265248,1.05232,1.2276697,1.1387781,1.0834708,1.2988861,0.93101007,0.7290503,0.96002465,1.10852,1.1530635,0.71841
soap,1.3345324,0.9515567,0.58623266,1.4242969,0.49287516,0.5794098,0.97639,0.8663788,1.1343533,1.2582716,1.3330778,0.574431,0.8848512,1.4932437,1.0536041,1.3163338,1.2178293,1.0358346,0.5637995,0.6891129,0.8944537,0.53797346,1.0330403,0.6808333,0.9850498,0.5873004,0.62568766,0.9691761,1.3543732,1.0431399,1.0611681,0.97144455,1.3347515,1.2373252,0.851121,1.2746906,0.6069356,0.9936776,1.0592242,1.1306288,0.55509496,1.33475,0.5182031,0.85418975,1.1174421,1.0310487,0.9973342,1.2425956,0.87318826,1.4108498,1.2963148,0.6623316,1.154248,0.6888817,1.2350816,1.0969465,1.1869007,0.8273927,0.782063,0.8327155,0.50544655,1.095964,1.1630015,1.3187897,1.2263625,1.1562902,0.9738906,1.2133441,0.7746759,1.3889405,0.7008898,1.4166209,0.68707466,0.9166927,1.2402582,1.4182651,0.4390651,1.4688053,0.53578705,1.1092662,0.5412718,1.3935765,1.1730185,0.9031954,0.88555056,1.4196715,0.8828309,1.0517799,1.0609149,0.6961685,0.5697671,1.046144,1.0814528,0.720075,1.1431831,1.2068981,1.5619098,1.344587,1.2365255,1.0928135,1.2313097,0.5522049,0.5885016,0.9098865,0.69807196,0.97133124,0.6351987,1.0045804,1.1266261,0.8572626,0.8879152,0.66681206,0.6230171,0.7420666,0.5305818,0.65917665,0.83754015,1.159768,0.8260236,0.5694821,0.9880363,1.0077974,0.7770138,1.4275193,1.2852787,1.4180878,0.64309937,1.2331154,0.99781424,1.3497114,0.7112421,1.1545868,0.0,1.0156732,1.0087733,0.48099494,1.0451982,1.2312313,0.8242848,1.2923331,1.4131014,1.3164628,0.4692567,0.9602674,0.7719768,0.91187155,0.72659266,0.5560883,1.1974783,1.1487275,1.0282732,0.9600949,0.74037653,1.2668551
sock,1.2213618,0.61070496,0.74066174,1.0071961,0.98852366,0.9371973,1.2130506,1.1581895,1.2794064,1.0669677,1.2163998,0.5954349,0.7999797,0.9844245,1.1307051,1.1898122,1.0567837,1.2822244,1.136999,1.184205,1.2745037,1.1494738,0.6561266,1.1766717,1.0734046,0.9156292,0.989367,0.45391053,1.048417,0.7519858,1.124806,1.1172116,1.334288,1.145297,0.7133885,1.0291644,1.1894753,1.2582684,1.0962396,0.67253983,0.70532674,1.2125773,1.0410144,1.0619738,0.9623015,1.2578111,1.1425161,1.1353552,0.6532819,1.037839,0.7710436,0.802311,0.89008063,0.77218664,1.0347493,0.46353483,1.2126317,0.8014511,1.1636462,0.45889765,1.0358888,1.2409225,1.2947559,1.0604032,1.2816786,0.6173619,0.59252524,0.9962042,0.8235892,0.92764235,1.2970624,0.8639047,0.86101055,1.1542202,0.76305425,1.0060236,0.85744286,0.9996646,0.8259877,1.0617919,1.038381,0.88088834,1.2392313,1.0507541,1.2432938,0.836017,1.068466,0.84341514,1.1387248,0.6291803,0.9898693,0.38559705,0.56041706,0.819743,1.2101339,1.2184037,0.9101547,0.6291327,1.2052056,0.9065964,1.1880541,0.6685607,0.7066414,1.1498566,0.7707344,1.0696045,0.55773956,1.116646,1.2297928,1.263482,1.1988573,0.7530004,1.0238155,0.6678579,0.9895842,0.83574164,1.1539432,0.97666276,1.2620825,1.3199964,1.1166288,0.9607923,1.1331131,1.0437913,1.1733342,0.73244417,1.0978124,1.1925825,1.1731685,0.9960999,0.4002207,0.9840313,1.0156732,0.0,1.1929051,1.043583,1.1225954,0.8853892,0.71020037,1.1820228,1.0270529,1.3171405,1.0069591,0.4856978,0.6229956,0.7631397,0.6685233,1.0129027,1.3277009,1.2270613,0.7678337,1.0493755,0.538195,1.2277731
soup,0.92110014,1.1701672,1.0925416,1.053954,1.1321748,1.0637057,0.8339008,0.94057286,0.86738575,1.0939003,1.1505362,1.2439663,1.2662028,1.0782152,0.9046502,1.0860084,1.0097041,1.022955,1.018244,0.49037874,1.0326183,0.74435496,0.96403307,0.9019606,1.0352181,1.0838336,1.1738731,1.049257,1.1467338,1.3223519,0.46036768,1.0898161,1.062813,1.0242472,0.73071295,1.0282923,0.7861468,0.8547496,1.1924359,0.9935522,1.1964432,1.061884,0.8839554,1.1565127,0.61782134,0.96805495,1.1464169,1.1278241,1.1835324,1.0687827,0.95538586,0.82393557,1.1372789,1.1101124,1.0906487,1.0031458,0.9909095,0.9984947,1.0476172,1.2478336,0.89620125,0.85783744,0.9918998,0.93320787,0.943554,1.157405,1.0958717,1.1572406,0.9725582,1.1079285,0.68244934,0.90952504,1.29763,1.131994,1.1153686,1.1537515,0.9834884,1.0426747,1.0436811,1.1322522,1.1268129,1.0789769,0.58085376,0.4757768,0.92965984,0.99993676,1.1064243,0.9833509,0.70463645,1.2504658,0.97911775,1.2537594,1.1651001,1.0425634,0.9091803,1.0224452,1.1490943,1.21553,1.0211456,1.1375544,0.9332304,1.2363142,1.186448,0.9914217,0.566992,1.0132272,1.3046498,0.5277776,0.84941036,0.4289047,1.0587621,1.050257,0.8935511,1.353785,1.0765767,0.9830344,1.1251152,0.84292173,1.014954,0.8969593,0.042204022,1.003069,1.1649742,1.1285876,1.024452,1.166076,0.8506079,1.0866228,0.7339704,1.1431284,1.2366796,1.1764647,1.0087733,1.1929051,0.0,0.7476169,0.97127736,0.98325443,0.9824032,1.1647441,1.1464472,0.84167945,1.0989356,1.1921986,1.0942284,1.099371,1.19097,1.1466136,0.5204626,1.0005273,1.1305482,1.1508844,1.2172121,1.0252783
spoon,1.3630953,0.9110554,0.6445776,1.4307712,0.64884156,0.6005497,0.92818236,0.99407494,1.2186421,1.3120164,1.5974098,0.6413708,1.091111,1.5319848,1.060138,1.5736498,1.2895242,1.1654556,0.599067,0.51935387,1.1611382,0.48607302,0.7851941,0.6661951,1.00753,0.5156188,0.5592944,0.95287246,1.4387739,1.1035954,0.9563838,0.9493078,1.3234315,1.3326658,0.7334944,1.2452652,0.78411794,1.0555258,1.1277224,1.0793437,0.5420026,1.4968419,0.5035077,0.93442243,1.0044264,1.1409497,0.95169795,1.3365631,0.94774866,1.4359083,1.1865896,0.6286337,1.2281072,0.75746965,1.3314307,0.9505965,1.2663532,0.76038086,0.6110642,0.90962267,0.106707335,1.0432564,1.211657,1.3219678,1.226937,1.0261773,0.82271105,1.3080893,0.79561085,1.3989403,0.7369431,1.2893085,0.594876,0.9384725,1.0520823,1.5006211,0.6219106,1.4061588,0.25827217,1.0599127,0.52815735,1.3469801,1.1416044,0.7903972,0.95700043,1.4861553,0.8813921,1.0114954,1.0334921,0.76898116,0.6655164,0.92363006,1.1003686,0.76526165,1.0636196,1.1300244,1.5304871,1.3985972,1.436495,1.1953392,1.2991825,0.46124148,0.43738842,0.7939802,0.5216005,1.0847757,0.7434061,0.72895616,0.9498885,0.58361244,0.9773717,0.6843854,0.6762905,0.76269186,0.64641106,0.6103274,0.80169976,1.2470851,0.63219815,0.7299693,0.69720495,1.1322178,0.5354386,1.5211307,1.2619145,1.4430221,0.3035506,1.4202731,0.84938157,1.3363857,0.6854644,1.2869766,0.48099494,1.043583,0.7476169,0.0,0.8422061,1.0840608,0.8472734,1.3095388,1.4913484,1.2476529,0.5412823,0.9662038,0.637226,0.68570787,0.7990088,0.68543583,0.97840893,1.1900692,1.0308615,0.8097843,0.6845187,1.3378056
sprinkler,1.0218762,1.1115208,1.1528285,1.1629167,1.0094191,0.8940566,0.9648273,0.89264166,0.851297,1.0012552,1.0964658,1.1849557,1.0912485,1.0443572,0.880727,1.111914,1.0108161,1.0899348,0.91434634,0.8321203,0.93115735,1.0452142,0.90722305,0.8340238,1.0641463,1.0635211,1.0480195,1.0970857,0.96928763,1.0751617,1.0149858,0.92514366,0.90542257,1.0038818,0.8676002,0.84015477,0.88286465,0.8516492,1.0016779,0.9237455,1.1423271,0.95234936,0.841025,0.99147147,0.83220667,0.9118796,1.0084437,0.9163476,1.0639478,1.0101045,0.93490195,1.0763958,1.0236578,1.0690373,1.0016328,1.1539824,0.8735589,1.0233618,0.9377449,1.2250649,0.9269193,0.86298007,1.1419325,0.90288395,0.7934541,1.1067138,1.0294718,0.9926534,0.83014596,1.0653839,1.0288522,1.0393996,1.1357236,1.0284585,0.8912234,1.1715919,0.97788906,1.065692,0.9930817,0.92443097,0.96091735,0.9296538,1.0149248,0.99020857,0.99247974,0.8924209,0.78040123,1.081334,0.81732607,1.1457938,0.97741205,1.0992489,1.1329013,1.0388596,0.95612174,0.90253466,1.1274011,1.1206462,1.107961,1.0448318,1.0322838,1.1018963,1.0658014,0.83609384,1.0316291,1.0639411,1.144338,1.0621485,1.019088,0.951928,1.0062976,1.1169053,0.9671331,1.2083714,0.9561946,1.0431603,0.9446073,1.06308,0.9184091,1.1193793,0.9775001,0.9756059,0.96375823,1.0838178,0.8650275,1.0850778,0.7775327,0.98838484,0.75531626,1.1263118,1.1265595,1.0112619,1.0451982,1.1225954,0.97127736,0.8422061,0.0,0.87387836,1.0866712,0.9468389,1.1451801,0.9901558,0.8827668,1.1806331,1.0212334,0.99646294,1.0762247,0.8762591,0.9400413,1.0620303,1.0309101,0.87099195,1.1234753,1.0532867
stick,0.9790253,1.01334,1.1896356,0.85579383,1.1727427,1.1205308,1.0869163,0.9676223,0.95136446,0.9686431,0.95961803,1.0530529,0.92834604,1.0037639,0.99818087,0.9289068,0.8905604,1.037249,1.1693478,1.119419,1.0165764,1.2141199,0.62108064,1.1387389,1.0313382,1.1476572,1.239968,0.77928406,0.90974224,0.91134715,0.9318166,1.1361231,0.8958814,0.9921697,0.9980008,0.82935685,1.009799,0.849818,1.0010746,0.6186808,0.99872166,0.9560702,1.15697,1.0426925,0.9664849,1.0651954,1.1168259,0.854176,0.83721995,1.0607531,0.7212099,1.1664444,0.90271413,1.1428244,1.0620157,0.9549807,0.97024757,1.0629078,1.0716643,1.1033067,1.0357356,0.99534047,1.0546919,0.92455214,1.0345038,1.0262555,1.029867,0.9188423,0.97484165,0.98562205,1.1783146,0.81468076,1.2256044,1.0918218,0.6826317,0.9928073,1.028191,0.86344576,0.9370449,0.83171415,1.1574138,0.8432349,0.87724453,0.94045144,1.1042578,0.7582392,1.0483046,1.0646384,0.96310467,1.1433202,1.1575793,0.9318689,0.9904485,1.0902383,1.0852983,0.96704733,0.95463485,0.87240094,0.9623815,0.9374885,1.0593252,0.93625164,0.78067505,1.0529785,1.1067104,1.069384,1.0270759,1.0508013,1.0496446,1.0059276,1.1205753,1.1633978,1.1189106,1.1108713,1.1236522,1.1811215,1.1698664,0.9162419,1.0922583,1.1175435,0.974877,0.9190673,1.1196989,1.0566009,1.0022966,0.8913083,0.9072332,1.0338093,1.0113517,0.85119486,1.0627586,0.938767,1.2312313,0.8853892,0.98325443,1.0840608,0.87387836,0.0,1.0832924,0.9521366,1.0034801,0.92530316,1.2353213,1.0239997,0.9037023,0.83262336,0.99871397,1.1057304,0.9195262,0.99750894,1.0574718,0.9293996,1.1123934,1.0052998
strawberry,1.1487218,0.77374524,0.39478672,1.3412325,0.4407221,0.4618687,1.0703545,1.165185,1.4785414,1.0934815,1.4539893,0.80543613,1.1034154,1.2224278,1.0243995,1.334484,1.1574543,1.2009587,1.0883374,1.0170841,1.2856423,0.7524028,0.8246974,1.0955673,0.9661892,0.92154753,0.87535846,0.36591673,1.2981923,1.2104298,0.98106,1.1250563,1.4068367,1.2265911,0.90015733,1.3424246,0.7182893,1.0882964,1.260549,0.8268239,0.67512983,1.4860405,0.95380086,0.88625276,1.046108,1.0129455,0.8387313,1.4142338,0.8881274,1.2618244,0.9798922,0.45145726,1.18261,0.65916,1.1233245,0.57834387,1.1024873,0.5991941,0.73335344,0.6285119,0.9487361,0.9424228,1.2113068,1.3088014,1.4609485,0.91022617,0.7261565,1.1548804,0.49794662,1.1499903,1.0213871,1.0159023,0.7525847,0.95476055,0.9470932,1.2824985,0.8384963,1.3134564,0.93463504,1.2779094,0.941981,1.2857178,0.9538935,0.75202954,1.1860449,0.9075793,1.0865464,0.7401428,0.9267055,0.55456144,0.95048577,0.7072154,0.5727794,0.37903535,1.3484468,1.0738609,1.246361,1.1558028,1.3355889,1.1021161,1.0471691,0.79590833,0.74909896,0.96522593,0.48622763,0.8638364,0.76735955,0.8801931,1.0577502,1.0985357,0.96416616,0.49963737,0.5832167,0.88937503,0.97105,0.5212625,1.2105272,1.0020665,0.7444397,1.0726376,0.87920606,0.87118816,0.8127985,1.3009708,1.3436575,1.1875367,0.93222547,1.4138154,1.3474958,1.279921,0.56481004,1.2809839,0.8242848,0.71020037,0.9824032,0.8472734,1.0866712,1.0832924,0.0,1.1334908,1.2730365,1.4393531,0.69041735,0.6143656,0.6341639,0.90136784,0.96743715,0.4776082,1.365047,1.2149816,1.0058877,1.2380468,0.6411842,1.3622534
stroller,0.7115895,1.2444302,1.3300787,0.9707839,1.2850422,1.2123971,0.9285257,0.9520978,0.88195676,0.9781409,0.6624201,1.2723441,0.8906311,0.847985,0.9267759,0.7642793,0.6954633,0.6532796,1.0611141,1.2056696,0.65749484,1.3265401,1.1161252,0.9566484,1.0108342,1.0251224,1.0362238,1.1824276,0.94654065,0.7189419,1.0263393,0.9777436,0.7011136,0.8526497,1.3096695,0.95435905,1.2203993,1.1245089,0.69324666,1.0776508,1.3104292,0.60598594,1.1915766,0.9096317,0.88493127,0.8160671,0.5214844,0.78201294,1.010049,0.9169364,0.8907248,1.3538163,1.0490608,1.321593,0.87603366,1.2665275,0.72705245,1.0804826,1.1210989,1.246248,1.2585821,0.75247383,0.74579126,1.0630081,0.8282102,1.1338443,1.1040573,1.0288858,1.125091,0.8755671,1.0881933,0.97829795,1.0728488,0.85751295,0.9914764,0.7481118,1.2012556,0.8749965,1.2598401,0.66265935,1.2360898,1.015746,1.0682738,1.253114,0.95678276,0.83808714,0.70885676,1.1897368,1.0569755,1.3380272,1.2136419,1.2307433,1.1958417,1.2455583,0.881825,0.9657793,0.75384426,0.9034415,0.74451303,1.1344452,0.7849082,1.3164918,1.3054951,0.939208,1.3144197,0.9060403,1.1328269,1.1041816,0.8355236,1.1180472,0.8917979,1.3335981,1.2195911,0.98432297,0.9910689,1.200978,0.88352525,1.0459592,1.0289547,1.2274874,1.1950685,0.90739113,0.9037064,0.7834199,0.6879903,0.84191656,1.136034,0.8532417,1.0214103,0.8762647,1.2595409,1.1039566,1.2923331,1.1820228,1.1647441,1.3095388,0.9468389,0.9521366,1.1334908,0.0,0.7733232,0.8938371,1.2417072,1.2247349,1.3180009,1.2416183,1.0612599,1.0717934,0.99792445,0.9596247,0.8569212,0.68285763,1.310198,0.80194044
sweater,0.82746816,1.0636876,1.3410369,0.51974076,1.3117304,1.3636808,1.0699677,1.172358,0.7821579,0.9407509,0.57044715,1.3016878,0.9159267,0.5025219,1.1145756,0.60625124,0.8792666,0.97345054,1.3028368,1.3071781,0.9996852,1.3592361,1.1504334,1.2742503,1.0928061,1.3506068,1.2860842,1.1952968,0.75978756,0.8670397,1.0325474,0.9599626,0.6924197,0.46314293,1.1409909,0.9105963,1.3177319,1.0879375,0.85205734,1.1136785,1.3721478,0.58689314,1.3712746,1.1717397,0.9058678,1.0403118,1.0790627,0.74220014,1.1298922,0.45973969,0.8040756,1.2894862,0.8351443,1.3203614,0.5936949,1.0364963,0.9027299,1.2542368,1.29268,1.1203268,1.4519587,1.0847224,0.91017807,0.87087464,0.76115537,0.8898228,1.0200149,0.9135633,1.3210757,0.5587473,1.1362576,0.729427,1.2889546,1.1661931,1.069015,0.0525887,1.4027534,0.5385461,1.4040519,0.9247148,1.3755043,0.7991117,0.9670297,1.158311,1.0951641,0.71498275,1.1266975,1.0003749,1.0550952,1.2549099,1.2665412,1.0835991,1.1174934,1.2720752,0.8495406,1.0854306,0.24511456,0.50426084,0.677706,1.0515137,0.8867999,1.3760506,1.3308449,1.1287177,1.35112,1.1027551,1.2815838,1.2036214,0.99289364,1.1967447,1.1599426,1.3083344,1.3830625,1.1313314,1.2914302,1.3038077,1.116296,0.89870167,1.3291646,1.1491164,1.1967999,1.0715215,1.3168097,0.17699027,0.8593901,0.4569757,1.3093395,0.6261215,0.87534165,0.79941887,1.2459514,0.81989896,1.4131014,1.0270529,1.1464472,1.4913484,1.1451801,1.0034801,1.2730365,0.7733232,0.0,0.6447896,1.4269972,1.0910652,1.2770697,1.0679332,1.1390404,1.3626537,0.85025597,0.84134173,1.1449927,1.0236561,1.2952915,0.6772627
