,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
refrigerator,1.1813978,1.0917592,1.2108117,1.1609316,1.0133843,1.2633305,1.0569118,1.1602544,0.4663828,0.85351264,0.97102225,1.0448236,0.85241616,1.2679754,1.0940115,1.0760231,1.1501429,0.9744827,0.7073413,0.7509657,0.90699375,1.0501398,1.054669,0.6718755,1.0743928,0.60215116,1.0369031,1.228501,1.0248352,0.7669483,0.95925164,0.9130479,0.68926436,1.0266796,0.81829876,0.97736293,1.025802,0.59454983,1.0992445,1.0472251,0.7838305,0.6725092,1.1620803,0.9469423,1.0645382,1.1273327,0.62820286,0.96879125,1.1179663,1.3083831,1.1825794,0.9626047,1.1211613,1.3099804,1.1245128,1.378759,0.76646185,1.3003633,0.7769582,1.2196798,1.0333031,0.7584394,1.2671549,0.69002056,0.94808644,1.3215733,1.0673321,0.9076263,1.2162774,1.1259049,1.1252902,1.0439717,0.8110553,1.222161,0.81185997,0.51317716,0.7765626,0.93554515,1.0559609,1.2000618,0.5342667,1.2163218,0.92084336,0.92451435,1.3539022,1.0151031,1.173458,0.85445845,1.095571,1.2477063,1.2310975,0.3208133,1.191995,1.1890836,1.0778596,1.0452489,1.0121825,0.9260821,0.9877783,1.0630577,1.0746636,1.0954489,1.0578656,0.9707644,0.7825319,1.0035543,1.0334252,1.1976004,1.2184695,0.71124464,0.62813234,1.1537411,0.0,0.9851414,1.0876843,1.1380514,1.0576276,0.8420124,1.034551,1.2580384,1.1158913,0.7510298,0.72494614,0.76496166,1.0296888,1.2798834,1.0707008,1.1527513,1.0718728,0.8776902,0.89773023,0.97636133,1.1359267,1.0381129,1.0342376,0.9267905,0.99163145,1.2425206,1.3184743,0.9922299,0.8129262,1.0867963,0.9604595,1.0586218,1.1669147,0.7444216,0.6061326,1.1456541,0.75906014
rooster,0.32093215,1.1346569,1.1574122,1.1320214,1.2067114,1.072741,1.1367562,1.181388,0.92481494,1.1156819,1.1383324,1.3112657,1.2215186,1.0813215,0.39369774,1.0736811,0.98624694,0.786412,1.1088169,1.1558481,0.9981168,1.0069195,1.1159024,1.0533658,0.64396006,1.3070128,1.0556402,1.2236986,0.9391637,1.285465,0.8677257,0.91062164,1.0795219,1.0690736,0.91705644,1.0958564,0.81372947,0.97640574,0.77101356,1.1994303,1.1039644,1.0880699,0.5495176,0.9161456,0.33334893,0.7195071,1.0878013,1.2878542,1.2354072,1.2102304,1.1353061,0.637267,0.96745753,1.2909086,0.95595044,0.63271207,0.84557045,1.3246118,0.91533226,0.5256039,0.6164639,0.98798156,1.220615,0.86013675,1.0226747,1.1927739,1.1193017,0.95196337,1.1807002,1.0523714,0.36913258,1.1358024,0.9971187,1.2840091,1.0518743,1.0906972,0.9903862,1.1446986,0.59290767,1.2515323,1.0937111,1.2464898,1.0701221,1.0027621,1.1929199,0.6944731,1.1830033,1.165518,1.1508688,1.1880778,1.0992239,1.1569518,0.68085283,1.2419229,1.3102001,0.8347286,0.7143712,1.1176158,1.1287494,1.0115212,0.97000587,0.32280254,1.2098392,0.84308344,0.87703705,1.0234649,0.29662448,1.0706025,1.1964709,1.0255233,0.95428073,0.9036508,0.9851414,0.0,1.012071,0.8729353,0.97107005,0.960084,1.1998156,1.079587,1.3315127,1.0172449,1.0724193,1.1610217,1.105973,1.2949952,1.1818591,1.1115105,0.89385706,1.043115,1.1395698,1.0647714,1.1334769,0.98865587,1.1530782,1.0550343,1.0266343,1.2730675,1.356263,1.2431657,1.2132695,0.9081995,1.0381733,0.79232174,1.1139642,0.99201643,1.2148184,1.1937644,1.0417036
sandwich,0.8816368,1.1627339,1.3573534,0.84879506,0.7094147,1.0994523,1.3449676,1.1581979,1.1405253,0.7391676,0.58161086,1.3756511,0.8543918,0.56167036,1.1643862,0.55636436,0.67836434,0.84240556,1.3560114,1.2053226,0.7444583,1.1131265,1.1785622,1.08009,1.0623351,1.2405332,1.1303935,1.37461,0.95424396,1.0504799,0.60686314,1.1949975,0.7468611,0.84823203,1.0595113,0.90622234,0.965796,0.94750834,0.65569603,1.4130802,0.7100173,1.2881479,1.0378162,0.6680504,1.0847719,0.9623333,0.8582746,1.2099489,0.77422774,1.2083985,1.2150263,0.98593456,1.0271183,1.1194353,1.0477512,1.1246163,1.0011116,1.2404315,1.1799394,1.0961254,0.89898354,0.7079792,1.2715286,1.1348323,1.1140326,1.1063926,0.8796562,1.0816131,0.812531,1.3734396,1.1654732,0.7019632,1.0350589,0.69088507,1.2529557,1.1301959,1.3238332,0.94139063,0.5824145,1.1626693,1.1927323,0.62885356,1.2182742,1.0755075,1.1014857,0.7994185,1.3955224,0.9864486,1.3629746,1.3637745,1.2724333,0.8171718,0.97575647,0.7050079,0.81837606,0.68659604,0.79227024,1.3874187,1.411625,1.1435108,0.8688081,1.1125786,0.7039745,0.8642992,0.89109606,0.74774104,1.1450794,1.1810621,1.2018194,1.1773106,1.3821342,1.2530284,1.0876843,1.012071,0.0,0.6899726,1.1355181,1.3879659,0.7461195,0.9947137,0.8605749,1.2024958,0.85106915,0.69472057,0.758544,1.425184,1.2227126,1.0227649,0.59906834,1.239142,1.255902,1.1274995,1.2409356,0.7697791,0.70013124,0.6937696,1.2134056,1.3117925,1.2053509,1.1746453,1.1256728,1.2211858,0.7557267,0.9649989,1.2046404,1.0137025,1.2927903,1.4002509,0.87477016
sauce,0.9418508,1.1291566,1.0964545,0.8493886,1.0691966,1.0435431,1.0583215,0.9844815,1.0429308,1.0251108,1.1239067,1.1880345,1.1270303,0.9993145,0.8971281,1.0389585,0.6089678,0.9755335,1.1455672,0.9041493,1.0617692,0.8923688,0.95480055,0.92023003,0.92804676,1.2151814,1.161423,1.1603385,1.1402334,1.1900948,0.59943223,1.0464823,1.1260345,1.2137455,0.86491466,1.0886852,0.7958282,1.073425,0.690516,1.1718372,1.1108098,1.0056331,1.0386393,0.765803,0.945494,1.0669019,1.1259992,1.0659101,1.1684275,1.12326,0.98250735,0.96006876,1.1087201,1.020419,1.0870802,0.8155505,0.9649231,1.1800855,0.9282597,0.8624682,1.127558,0.83752,1.15644,1.0213325,1.0777644,0.8460144,1.1051458,0.91581976,0.93101066,1.2226603,1.0168316,1.146844,0.86537206,1.1114671,0.96778864,1.2053612,1.0934781,1.0260236,0.37998557,0.9886807,1.1486484,1.0267135,1.1275573,1.0335147,1.0763211,0.6801046,1.1922362,1.0539008,1.1944511,1.1236758,1.0324997,1.1051801,0.9883227,1.1532273,1.1918938,1.0342643,0.6235304,1.0931845,1.0826124,1.0810387,0.7206615,0.8712301,1.0944042,0.75039315,0.7426379,0.5888118,1.021626,0.9888448,1.0538027,1.1812059,1.1203119,0.82616043,1.1380514,0.8729353,0.6899726,0.0,0.9787222,1.1552038,1.1816261,1.030062,1.1874099,1.0178605,1.0425305,0.84434545,1.1016097,1.2242103,1.0076312,1.0760745,0.08722931,0.80215615,1.1841732,0.9414171,0.94670147,1.0988889,1.1376141,0.91596687,1.0552064,1.1999081,1.088012,1.1835501,1.1472726,1.1181908,0.83197093,0.9862561,1.0808647,1.1323507,1.2413931,1.1400259,1.050764
scarf,1.0561116,0.98709387,0.7757691,1.045559,1.2244945,0.8499094,0.82313764,0.7999518,0.9793558,1.2371752,1.2775931,0.8379954,1.1287109,1.258198,0.9003555,1.1943334,1.1490302,1.0966895,0.8375335,0.86977583,1.2048403,0.8871233,0.80799246,0.8705563,0.7411462,0.9465441,0.9653917,0.86302626,1.1700957,1.071577,1.0368025,0.96952975,1.177664,1.1598547,1.005665,1.1019925,0.99607307,1.111395,1.1100003,0.75738764,1.3093374,0.82003844,0.96621704,1.0744848,1.0277296,1.0805489,1.2402815,1.0804834,1.1424564,0.99853283,0.9254495,1.0432128,1.0603672,0.97888136,1.0026194,0.9381077,0.27943468,0.9169493,0.9791882,0.86337703,1.09164,1.1684772,0.9240655,0.99822634,1.0847558,0.8806243,1.0807344,0.97674185,1.1414177,0.7893035,0.9790188,1.210757,1.051618,1.2076,0.96810234,1.0566099,0.95568556,1.0803955,0.98422295,0.8708434,0.95040697,1.1248587,0.97321206,0.8725345,0.9559437,0.9301468,0.8452174,1.0233153,0.8441854,0.86692196,0.8959858,1.1742723,1.0611298,1.18934,1.1769087,1.1879133,1.0109957,0.8350178,0.7623116,0.97839284,0.9993042,1.0597594,1.1260182,0.9573877,0.7255496,1.0645972,0.97329885,0.9172706,0.9397004,0.9001017,0.9330607,0.78242254,1.0576276,0.97107005,1.1355181,0.9787222,0.0,0.70183945,1.2326328,1.0204914,1.1303334,0.84315217,1.2623131,1.195128,1.226512,0.85732794,0.8899967,0.94408274,1.041325,0.92391413,0.98281175,1.0491928,0.77360696,1.1647893,1.2036161,1.2393802,0.8914724,0.90077674,0.9994529,0.86382097,0.97066104,0.83556724,1.16137,0.86488116,0.8402144,1.0913086,0.93016213,0.87382823,1.1897204
scissors,1.2896785,0.80056965,0.56089073,1.1844038,1.4462214,0.87765527,0.54175985,0.6845553,0.71081793,1.336982,1.5071405,0.69317555,1.2455335,1.5040168,0.8650383,1.4065571,1.241061,1.1597463,0.4668535,0.56436175,1.4015007,0.6911131,0.68208027,0.6982492,0.85912204,0.7953948,0.95097196,0.6194397,1.3055577,0.9329486,1.2730722,0.7319634,1.2392994,1.251874,0.89356494,1.1724026,0.88836354,1.0324447,1.3017427,0.42276192,1.4184086,0.5043298,1.113086,1.27447,1.1785585,1.1408072,1.2554134,1.0051765,1.3203431,0.92300475,0.72492325,1.1417305,1.1180382,1.0301949,1.0236257,0.9862626,0.8602179,0.9370575,0.55450916,0.86721575,1.2237737,1.2387133,0.7945237,0.8145852,1.0864624,0.8586385,1.2785156,0.6807446,1.29455,0.47329283,0.9997549,1.3508868,0.88893414,1.439397,0.5628264,0.8134201,0.7148223,1.0798304,1.2918468,0.8322418,0.9601692,1.4145234,0.7977282,0.85486114,1.0681614,1.0015283,0.5766458,1.0399026,0.44137323,0.7956271,0.70340806,1.1770033,1.2640078,1.3751967,1.3122727,1.4882655,1.0903447,0.44108403,0.36248088,0.8548991,0.9372544,1.1403408,1.2853755,0.890108,1.0000852,1.0967454,0.98992014,0.7965751,0.7849598,0.48007566,0.52823895,0.66283965,0.8420124,0.960084,1.3879659,1.1552038,0.70183945,0.0,1.4073836,1.1010993,1.2546229,0.4671135,1.2673485,1.2998562,1.3382871,0.6310799,0.7685361,1.0388676,1.215282,0.48854518,0.7880341,1.1224169,0.60386324,1.2419226,1.3448786,1.4034536,0.60557824,0.81614494,0.90539074,0.6654581,0.84498554,0.5672071,1.1513186,1.1416912,0.75576335,1.060795,0.6050602,0.50837034,1.2590599
shirt,0.9649439,1.0656252,1.31251,0.9067669,0.34842682,1.1767182,1.3917189,1.3936635,1.323797,0.7107213,0.53849673,1.2565176,0.8264922,0.41165912,1.2267475,0.73624444,0.98566276,1.0504186,1.358244,1.4261098,0.77419555,1.457555,1.3188214,1.2447369,1.2537731,1.0690877,1.0386534,1.2622528,0.592502,0.8643575,1.0492378,1.2547514,0.65355265,0.33166778,1.2167821,0.85371363,1.3436322,0.87269294,1.2053201,1.4186779,0.5946839,1.3775184,0.98077244,1.0108995,1.0450107,0.90925306,0.5996968,1.1452953,0.26203406,1.0063949,1.3636923,0.90429354,0.77396023,0.9433705,1.0777143,1.1796979,1.1317263,1.0394956,1.4194233,1.3148887,0.901252,0.78410774,1.0300597,1.2033606,0.90978813,1.3201884,0.49012125,1.3122872,0.68490994,1.3233182,1.1925132,0.2309292,1.1808686,0.29322457,1.4443436,1.0937103,1.3276746,0.8712319,1.0307417,1.1845123,1.1493673,0.532633,1.1263994,1.0336394,0.8298569,1.2670557,1.3135145,1.190737,1.3006339,1.1652944,1.323915,0.7841054,0.89408296,0.2858246,0.27358842,0.681226,1.2215834,1.4725866,1.4848089,1.1324348,1.3732842,1.133988,0.8723111,1.305829,1.0186886,1.2409045,1.1833398,1.273462,1.1157699,1.1678814,1.3438085,1.2781649,1.034551,1.1998156,0.7461195,1.1816261,1.2326328,1.4073836,0.0,0.946139,0.32698315,1.4217701,0.7361631,0.7743309,0.5204388,1.2595286,1.3603235,0.9626877,1.1419195,1.5207902,1.1741798,1.0481914,1.3294609,0.547331,0.14926869,0.6143394,1.4362111,1.1166396,1.0628661,1.2287006,1.3186002,1.4349,1.1099875,1.0400311,1.2545179,0.93433577,1.2384274,1.3558791,0.6209977
shoe,0.89519906,0.87211585,1.1375183,0.85478884,0.973806,1.071613,1.2025626,1.0291548,1.2368329,1.1651881,0.96924293,1.0346258,0.9834523,0.7875398,0.95426756,0.9484514,0.99037373,0.98382676,1.264732,1.310631,0.96320695,1.1824932,0.93507385,1.2206689,0.9710375,1.1166207,0.65449804,1.0361922,0.8268583,0.913778,1.090682,1.1972536,0.9494864,0.81185764,1.2895503,0.7040396,1.1782458,1.0470278,1.1338081,1.1570325,1.0462306,1.264591,1.0250275,1.0506228,0.98158044,0.8016496,1.0239788,0.84243244,0.78808683,0.82159936,1.2810001,1.1249511,0.77099574,0.8760983,0.8370134,0.7802526,1.1776139,0.80598915,1.2122978,0.8783576,1.0883393,0.9384041,0.7926995,1.1816665,1.0932444,0.81994826,0.7707814,1.0878593,0.84145474,0.9829147,1.0075058,0.9758074,1.2035202,0.754997,1.2209024,0.9940921,1.2899071,0.92796534,0.9871238,1.0222805,1.2878373,0.69418836,0.9884791,0.55178154,0.72222793,1.0839028,1.1538014,1.175454,0.97290206,0.91311455,1.1828096,1.1100571,0.7360885,0.7089273,0.7527962,1.0125043,1.1312518,1.1543247,1.1175708,0.96835905,1.2200352,0.9747861,0.9296979,1.0979184,1.0966988,1.2180551,1.0798798,1.0958223,1.0042646,0.8946959,1.207661,1.0629065,1.2580384,1.079587,0.9947137,1.030062,1.0204914,1.1010993,0.946139,0.0,0.76187134,1.2605041,1.0812201,1.1152877,0.84292805,0.90196484,1.1917338,0.76992315,1.1062479,1.2104703,1.0434589,0.97469056,1.2274679,0.8664559,0.93811244,1.1479067,1.2601115,0.8984293,0.91631466,1.1371603,1.1645119,0.9537243,1.0773505,0.9628073,0.75841224,0.832914,1.0125505,0.85548455,1.0806121
shorts,1.1550668,0.9261898,1.2505925,0.72107244,0.5244438,1.1662955,1.288129,1.2828395,1.3585603,0.9411588,0.71621907,1.0131661,0.79525054,0.59019154,1.2841018,0.83679914,1.0338459,1.1678528,1.25754,1.3207122,0.8764254,1.3783001,1.0927291,1.1357657,1.2717206,0.83906806,1.005378,1.0773761,0.69788426,0.56756365,1.124278,1.3012513,0.6539382,0.4630475,1.2491232,0.8481301,1.4044604,0.8630733,1.3066202,1.3006186,0.7615869,1.213267,0.9864302,1.1336955,1.1747538,1.0104702,0.691249,0.9253418,0.28751802,0.80483747,1.3273997,0.9493475,1.0366524,0.8031867,1.0281609,1.206491,1.1849736,0.78744984,1.4195793,1.3740988,1.0819627,0.94577974,0.935692,1.2180835,0.9259847,1.2364843,0.6788207,1.2906356,0.73923427,1.2218606,1.1652524,0.5192026,1.169269,0.25005007,1.3915894,0.9357736,1.2955157,0.7856241,1.1201494,0.9988755,1.1142012,0.47478485,0.9659005,0.9558047,0.7892612,1.3536282,1.2822073,1.075918,1.0670626,1.0104853,1.2666886,0.8363552,1.0395386,0.26855224,0.082258284,0.9283265,1.2981856,1.3827009,1.3468109,1.1282605,1.3722177,1.1573502,0.8102387,1.3674262,1.0513057,1.334034,1.1757972,1.1970493,0.94397867,0.9428435,1.2793801,1.2833576,1.1158913,1.3315127,0.8605749,1.1874099,1.1303334,1.2546229,0.32698315,0.76187134,0.0,1.3114357,0.87708104,0.91946864,0.7192193,1.0232626,1.2837363,0.74640167,1.1738739,1.4292135,1.0096163,0.9896256,1.2930353,0.78765154,0.4351238,0.9148875,1.4015696,0.9293592,0.8873079,1.1325924,1.1467938,1.372043,1.1875205,1.0962102,1.1645255,0.8974229,0.8838444,1.221345,0.7873198
shovel,1.3179033,0.9734023,0.84657526,1.1536715,1.3411123,0.875595,0.62677044,0.79594564,0.72009593,1.0443943,1.3529851,0.73601353,1.0659304,1.4942515,0.9493281,1.3076762,1.0862641,1.144586,0.54395056,0.5147205,1.2644608,0.81847394,0.610168,0.5232979,0.93346673,0.7487385,1.1489987,0.85502076,1.3728755,0.8808222,1.1298621,0.82404184,1.1238426,1.3629216,0.67256343,1.1368717,0.90837836,1.0554181,1.0983053,0.61477005,1.2611678,0.4616052,1.1421716,0.9589151,1.2244915,1.2236371,1.1680813,0.8965008,1.3341209,1.0487096,0.76664585,1.1468682,1.2517397,1.0898582,1.1919788,1.0941045,0.80504805,1.0010418,0.46902013,0.955312,1.2819318,0.98873204,1.0759432,0.8164925,1.1180311,0.8923697,1.348676,0.88884324,1.2558407,0.81447965,1.0293429,1.3656511,0.74413383,1.4088409,0.44304448,0.77957284,0.696578,1.054837,1.2215513,0.91990083,0.65667474,1.308629,0.59229904,1.0169415,1.1675601,1.1092947,0.8245956,0.7547475,0.6045982,0.990728,0.87044185,0.9803872,1.3241582,1.4501406,1.3680811,1.3553696,0.96734697,0.49912626,0.5139305,0.98060626,0.83358365,1.1542863,1.1968462,1.0241832,0.96766996,0.9667934,0.99544805,0.867766,0.96410966,0.6475173,0.606085,0.91435605,0.7510298,1.0172449,1.2024958,1.0178605,0.84315217,0.4671135,1.4217701,1.2605041,1.3114357,0.0,1.1410601,0.86799353,1.2967595,0.84117174,0.66626203,1.0124197,1.0014112,0.26061136,0.45217103,1.012072,0.7235439,1.2197937,1.3847415,1.282793,0.62179625,0.9388334,1.0062319,0.45835882,0.6603257,0.74935013,0.9823853,1.1292498,0.92947567,1.1455204,0.56005,0.87475574,1.1974585
shower,1.0251701,1.1298543,1.3685594,1.1080675,0.66480947,1.1150056,1.2585878,1.444869,1.0184883,0.6666349,0.52454686,1.1761326,0.79557395,0.6737673,1.2601019,0.68850785,0.891181,0.9805883,1.0833491,1.1322045,0.70043427,1.455826,1.242686,0.87057984,1.240532,0.88544965,0.9674492,1.3066351,0.4712671,0.8797492,1.03999,1.1582637,0.52838224,0.76510566,1.0457516,0.7206143,1.3295267,0.72905666,1.0896313,1.316618,0.47005105,1.0423508,1.0821737,0.8589399,1.0652201,1.0708244,0.3853339,1.1342994,0.816875,1.278878,1.3162428,0.8689517,1.0387074,1.2323995,1.056059,1.3184547,1.0174794,1.3098651,1.2500547,1.3247797,0.9752246,0.46621406,1.2446136,1.0858335,0.5611732,1.2769289,0.8436032,1.1819725,0.9099882,1.3809636,1.2038299,0.7801492,0.88388425,0.7120974,1.2331631,0.78864676,1.0510736,0.83471435,1.0220046,1.2387555,0.84147525,0.75294596,0.9456379,1.0204612,1.1975873,1.2168396,1.2919803,0.98887074,1.2794957,1.2243059,1.3838146,0.5282548,0.89514124,0.7028259,0.7043736,0.75404745,1.1747833,1.2813282,1.343508,1.1242783,1.253754,1.1363356,0.783731,1.2764208,0.94552684,1.1378703,1.1890979,1.3713969,1.3295324,0.9765729,1.0070721,1.3161868,0.72494614,1.0724193,0.85106915,1.0425305,1.2623131,1.2673485,0.7361631,1.0812201,0.87708104,1.1410601,0.0,0.62187487,0.73228294,1.3857194,1.2680987,1.0299731,0.9778,1.2643187,0.99471396,0.8436255,1.3128458,0.6904693,0.7807228,0.61266065,1.2988024,1.3148,1.2546909,1.1094162,1.0728893,1.3814077,1.0707799,1.0154291,1.2415038,0.91366905,0.9544909,1.3306965,0.5210127
sink,1.0553687,1.3145403,1.4091038,1.0979147,0.7984044,1.1098547,1.1986067,1.2484295,0.936648,0.23775148,0.538656,1.1925918,0.65635324,0.7804261,1.1927681,0.6959917,0.7623836,0.9326821,1.1305691,0.8218689,0.665395,1.3324685,1.2075008,0.7295575,1.1180447,0.80532753,1.0702814,1.4239011,0.86897063,0.909758,0.86654913,1.0613366,0.70619595,0.9138641,0.74615574,0.95033634,1.2128059,0.82300955,0.9826952,1.3481698,0.4791361,0.9728317,1.1194165,0.6247994,1.127475,1.1304659,0.7260754,0.9853987,0.8881868,1.3367312,1.2174319,1.006356,1.0316404,1.2752106,1.0902327,1.2044563,1.0504646,1.3241434,1.0081531,1.1932644,1.0148464,0.58457446,1.312504,1.024123,0.91432047,1.2912427,0.96015704,1.1909237,0.98297703,1.3925927,1.1834407,0.77428997,0.93316144,0.77823305,1.0224655,1.041726,1.0086575,1.0400207,0.92692876,1.2212889,0.7634231,0.869933,1.03523,1.0383911,1.1724061,1.1354403,1.3795704,0.8681592,1.3339827,1.3996458,1.3425746,0.4076475,1.0176537,0.8783438,0.8702282,0.73854077,1.0311042,1.2348193,1.3470358,1.1325353,1.1634614,1.1559322,0.8028053,1.1115906,0.9105212,0.8152616,1.189443,1.2780265,1.3499234,1.1137228,1.036106,1.3237112,0.76496166,1.1610217,0.69472057,0.84434545,1.195128,1.2998562,0.7743309,1.1152877,0.91946864,0.86799353,0.62187487,0.0,0.75513005,1.4440945,1.0558337,1.0866377,0.7514076,0.9363574,1.0204989,1.0039674,1.2310593,0.79342365,0.7788983,0.6444457,1.0123497,1.3983238,1.2842364,1.1044708,1.0283993,1.2644467,0.6418243,1.0317444,1.2811605,0.9637671,1.1390278,1.4060843,0.80657864
slide,0.8786487,1.1421362,1.270859,0.97417855,0.58456147,1.116671,1.3819917,1.1801462,1.1742853,0.66598797,0.4890498,1.2868944,0.75423765,0.5843469,1.2167522,0.7007601,0.88255227,0.9077711,1.3433254,1.3064537,0.67317426,1.3321738,1.1976749,1.2509898,1.2611549,1.0724243,0.85555875,1.3009024,0.63006574,0.8841425,0.9649507,1.1728224,0.686591,0.423023,1.131982,0.79051256,1.2190175,0.91557837,1.0152398,1.3305912,0.52371943,1.370701,1.0307058,0.8623571,1.030089,0.96617687,0.6545689,1.1181456,0.6127789,1.1779057,1.2657846,0.9490031,0.86841327,1.0966378,1.0513835,1.1272795,1.1539655,1.1359835,1.2213278,1.2402024,0.9082811,0.70376,1.1106769,1.1534628,0.95780605,1.1545727,0.75344145,1.2454404,0.8199358,1.3416526,1.1830379,0.55578303,1.1694845,0.5413959,1.2654029,1.012933,1.218225,0.81484854,0.9845372,1.1866411,1.190546,0.6449801,1.1938548,0.89927375,0.98769706,1.1226668,1.2685728,1.144928,1.3822334,1.2491193,1.2578206,0.78652257,0.9007415,0.57345885,0.6425811,0.67858005,1.1648173,1.3469827,1.3737913,1.1211159,1.2377756,1.0601549,0.90935093,1.1408362,1.0657848,1.0416424,1.1908967,1.23668,1.2021209,1.2058314,1.282426,1.2731544,1.0296888,1.105973,0.758544,1.1016097,1.226512,1.3382871,0.5204388,0.84292805,0.7192193,1.2967595,0.73228294,0.75513005,0.0,1.2931204,1.2942274,1.1729099,1.0560374,1.3528275,1.1947598,1.1020315,1.3323821,0.6028982,0.52344877,0.60157585,1.2306017,1.1851938,1.1674347,1.225938,1.2375762,1.2256683,0.9809172,1.0642556,1.1326454,0.95126677,1.2234302,1.2962153,0.62777567
slipper,1.405822,0.6281584,0.29926533,1.0293202,1.2495561,0.8678412,0.5071057,0.5869731,1.1388204,1.3970999,1.5124648,0.3378539,1.2708831,1.4019871,1.0148971,1.4265928,1.3221129,1.4063146,0.70503414,0.78704035,1.5249166,0.5884181,0.70203507,1.1377841,1.0173392,0.8716037,0.984857,0.16767597,1.2266362,0.9967021,1.3860608,0.937394,1.4620423,1.2277472,1.1121981,1.1388249,0.9163785,1.3458583,1.2840755,0.27425492,1.5283556,0.8169121,1.1607654,1.4901247,1.2833003,1.2455487,1.4087607,0.7109914,1.1693456,0.35085714,0.5291249,1.2867961,1.0626895,0.4869609,1.0482054,0.85027206,1.1738627,0.17777944,0.8895803,1.003968,1.3094534,1.5220038,0.39372325,0.98835653,1.0173576,0.5870444,1.1000327,0.8154778,1.0415157,0.46143794,1.1521788,1.3510752,1.1253345,1.2013856,0.7430023,1.0781522,0.87871647,0.96780646,1.4271872,0.49618483,1.1307768,1.2000985,0.7618408,1.0208627,0.6184514,1.1538355,0.27147543,1.0057927,0.40380043,0.2849573,0.45005512,1.4407022,1.312897,1.1766114,1.1336225,1.5245155,1.2217085,0.48513007,0.3722887,0.9553945,0.8457144,1.1942184,1.1224767,1.0194817,1.2915039,1.1792239,1.1837707,0.514531,0.41816145,0.8895558,0.8983816,0.6804619,1.2798834,1.2949952,1.425184,1.2242103,0.85732794,0.6310799,1.2595286,0.90196484,1.0232626,0.84117174,1.3857194,1.4440945,1.2931204,0.0,0.5641643,0.86864614,1.2928967,0.72962403,0.68741983,0.83252776,0.4856876,1.3654917,1.3153331,1.4974977,0.7991384,0.20049095,0.22296327,0.5245899,0.7814545,0.796723,1.3137894,1.2331474,0.7364418,1.2213097,0.7518728,0.234146,1.366313
soap,1.3230885,1.0441161,0.45187193,1.159239,1.364769,0.70424926,0.39164722,0.50574374,0.8769656,1.1746275,1.3378568,0.502492,1.1597977,1.5181098,1.0222517,1.2010019,1.2350085,1.249336,0.5732032,0.4002335,1.4096601,0.5275774,0.7712606,0.824469,0.9195107,0.8940817,0.91118157,0.682986,1.2995198,1.168573,1.2197927,0.6688686,1.4672645,1.3054465,0.6649463,1.264646,0.7899502,1.1652193,1.0435873,0.448061,1.4255967,0.5979793,1.0765604,1.1187079,1.1998639,1.3474792,1.3914914,0.9264178,1.3788197,0.9863579,0.3416677,1.1790308,1.184331,1.048976,1.1323937,0.8929744,1.0632895,0.788146,0.7830351,0.86118037,1.3199778,1.2911625,0.9863667,0.66113716,0.9457688,0.5755652,1.3911613,0.69348717,1.3962493,0.71306753,1.0656687,1.3766433,0.85973406,1.3537079,0.6241693,1.1277351,0.588126,1.3214507,1.2672645,0.5427854,0.79619956,1.3891385,0.86895347,0.9929614,1.191019,0.9482634,0.44319147,0.6735986,0.78402185,0.8514519,0.47794545,1.2499988,1.3173993,1.4461383,1.3413122,1.3582561,1.0359246,0.51564026,0.568758,0.9487308,0.6150292,1.1066818,0.9748083,0.86768425,1.1782045,0.92556393,1.0633999,0.56772053,0.7451641,0.98319453,0.6003937,0.69554925,1.0707008,1.1818591,1.2227126,1.0076312,0.8899967,0.7685361,1.3603235,1.1917338,1.2837363,0.66626203,1.2680987,1.0558337,1.2942274,0.5641643,0.0,1.0857911,1.0253645,0.53261477,0.7587684,0.9451186,0.55290914,1.4071183,1.3801938,1.3664663,0.5267852,0.822644,0.7260467,0.70796466,0.50200933,0.7570275,1.0516086,1.0654885,0.8146895,1.1262493,0.88164186,0.60463774,1.3052695
