,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
dress,1.0603702,0.85640717,1.2965726,0.7453256,0.39327824,1.1369702,1.4037697,1.3184897,1.335398,0.84187114,0.61098415,1.1777565,0.85855246,0.39330995,1.2534238,0.72983515,0.9850356,1.0435289,1.3526025,1.4622928,0.7952603,1.4181826,1.1722333,1.2415447,1.276824,1.0946733,1.0945529,1.1538064,0.7089777,0.7825532,1.0494527,1.3106593,0.6395,0.47952378,1.2843224,0.7623377,1.3467016,0.9102789,1.1762421,1.367999,0.6842886,1.3552749,0.98551476,1.1043155,1.1349705,0.9322045,0.68602985,1.0307711,0.0,0.8861001,1.3356653,0.9746715,0.97286326,0.76975214,1.0367589,1.1937474,1.1233854,0.9298408,1.3428981,1.3578773,0.9777036,0.8557484,0.9823002,1.215352,1.0397948,1.220139,0.5752825,1.3133284,0.6216478,1.3141336,1.194958,0.42730677,1.206111,0.33151138,1.3803566,1.0418229,1.386281,0.7727156,1.056561,1.1142628,1.1871896,0.39161992,1.0891197,1.0117856,0.80116093,1.2742765,1.2908747,1.1473916,1.1045804,1.0646969,1.2982385,0.8689598,0.91223305,0.30031705,0.29959357,0.7842056,1.2042097,1.3866905,1.3826871,1.1252633,1.3459363,1.1982685,0.8087451,1.3293188,1.034294,1.2839031,1.199338,1.2053534,1.0109106,1.0231607,1.3113776,1.2564961,1.1179663,1.2354072,0.77422774,1.1684275,1.1424564,1.3203431,0.26203406,0.78808683,0.28751802,1.3341209,0.816875,0.8881868,0.6127789,1.1693456,1.3788197,0.79283834,1.1631672,1.4560754,1.1237742,1.0074514,1.3523788,0.64441633,0.3789208,0.7774092,1.4315746,0.99762225,0.9775265,1.1595005,1.2420802,1.366054,1.1497543,1.0455146,1.181931,1.000681,1.0672024,1.2592909,0.75368106
ear,1.2022985,0.5449499,0.6603465,0.7885616,0.95703864,0.9684965,0.79143524,0.8706002,1.3237422,1.3199075,1.3457718,0.77738667,1.2550256,1.055603,1.0245179,1.2997727,1.1976184,1.3429561,1.0826724,1.2283853,1.3744538,0.8370281,0.85562617,1.3090159,1.0599701,1.1178184,1.1455458,0.36896348,1.113286,0.9923355,1.2721224,1.0755537,1.2740502,1.0798693,1.2468415,0.99579644,0.97138304,1.352664,1.1853955,0.7521652,1.3763571,1.1441172,1.0725043,1.366836,1.1862247,1.1014895,1.2263663,0.76172835,0.8861001,0.0,0.775473,1.1207404,1.0716978,0.31207037,1.0669653,0.92851317,1.2004765,0.29039943,1.0737978,1.1061844,1.1679382,1.3048295,0.40539086,1.1431947,1.0729623,0.7585281,0.7925248,1.0454711,0.73229575,0.76130635,1.0675001,1.1169393,1.2041569,0.964522,1.038112,1.0863895,1.0863413,0.8586569,1.2369694,0.66005397,1.1803943,0.8778423,0.7913255,1.0954758,0.41888583,1.1109496,0.64250267,1.0809171,0.54056644,0.38683522,0.6969526,1.3501914,1.0749346,0.94778156,0.9180989,1.2762663,1.1098304,0.83452606,0.7432562,1.0245571,0.9601915,1.125148,1.1350399,1.129939,1.2229769,1.266136,1.1052781,0.67884517,0.4902178,1.0517285,1.1505191,0.87985545,1.3083831,1.2102304,1.2083985,1.12326,0.99853283,0.92300475,1.0063949,0.82159936,0.80483747,1.0487096,1.278878,1.3367312,1.1779057,0.35085714,0.9863579,0.73676753,1.1825695,0.97859573,0.7901647,0.6914054,0.82098407,1.1740096,1.0801855,1.3436853,1.1202021,0.29044122,0.2957412,0.77249503,1.0068418,1.1272378,1.3439668,1.1322192,0.8662598,1.2190406,0.9057132,0.5456618,1.2150038
egg,1.3676397,0.857427,0.25034416,0.9724095,1.30968,0.48739284,0.32212806,0.46913218,0.9358939,1.2278788,1.4681025,0.7415321,1.3425943,1.4294924,0.9489738,1.3276716,1.2315683,1.297378,0.6615013,0.59541357,1.4744695,0.41142058,0.89489716,0.9856324,1.0472951,1.1193933,1.1561602,0.5117167,1.3933582,1.314836,1.1163926,0.64808273,1.5325973,1.3632448,0.72953963,1.4210343,0.5805338,1.3252441,0.92677116,0.525866,1.478065,0.738053,1.0929374,1.1278453,1.2017887,1.2793362,1.43091,1.0295482,1.3356653,0.775473,0.0,1.2358088,1.1286314,0.81201124,1.1541095,0.9376868,1.0871862,0.7865664,0.7937948,0.9725315,1.3015065,1.353461,0.8181569,0.7947614,1.101173,0.56012905,1.2824857,0.7402548,1.2096803,0.622977,1.0987816,1.360316,0.9335052,1.4175776,0.7365055,1.2360942,0.6375899,1.1575409,1.2276075,0.49845666,0.9761436,1.303323,0.97449017,1.2070104,0.9885924,0.70525527,0.30804712,0.8015015,0.8076892,0.64753276,0.15200984,1.3844028,1.2261169,1.4735111,1.4113979,1.398158,0.8750447,0.6175246,0.5886235,0.8884635,0.45348412,1.149993,1.1938527,0.7387259,1.2222855,0.83689135,1.0894426,0.3456629,0.54065967,1.1280673,0.70476985,0.49365276,1.1825794,1.1353061,1.2150263,0.98250735,0.9254495,0.72492325,1.3636923,1.2810001,1.3273997,0.76664585,1.3162428,1.2174319,1.2657846,0.5291249,0.3416677,1.0969737,0.9579349,0.6207772,0.8994763,0.9011565,0.5271323,1.3508358,1.4055821,1.311653,0.41865385,0.6753977,0.66437405,0.76042974,0.71232617,0.7694639,1.0493532,1.2111961,0.83609545,1.2880667,1.0267335,0.5634676,1.3483555
elephant,0.5986078,1.0738704,1.244047,0.9693956,0.8990521,1.0815566,1.1639932,1.2286905,1.0507427,1.0119017,0.88486993,1.228546,0.94876546,0.9403661,0.80554885,0.86672693,1.0728633,1.0197488,1.2299256,1.2321991,1.0534024,1.1818669,1.2496952,1.1193396,0.9687794,1.0646448,1.1068355,1.2164341,0.6322127,0.99460405,0.93197286,1.0780967,0.98182905,0.9174927,1.0710676,0.99939984,1.0427244,0.90183306,0.95999855,1.2624624,0.98440045,1.1992744,0.6566828,1.0454235,0.5296477,0.860651,0.9464617,1.2926717,0.9746715,1.1207404,1.2358088,0.0,1.0353913,1.101568,1.0494145,0.99093276,0.95025015,1.1914123,1.1146932,0.88080436,0.7365949,1.0027326,1.1796683,0.9077513,0.7312553,1.3277626,1.0208117,1.1228936,0.9642439,1.1861954,0.42047763,0.9058503,1.1551974,0.92140573,1.1947409,1.1192964,1.0035546,0.98790467,0.7785253,1.0523467,1.0054092,0.95427907,1.0265064,1.0612887,1.1189115,0.96919626,1.2640928,1.0415422,1.1984277,1.1612024,1.2087646,1.005658,0.84759855,0.8743228,0.9052001,0.9334959,0.9252089,1.2442021,1.2450676,0.9775314,1.0993991,0.52599674,0.9261936,1.0975144,1.0067425,1.181191,0.45401478,1.1367791,1.1604273,1.0852759,1.052871,1.0630798,0.9626047,0.637267,0.98593456,0.96006876,1.0432128,1.1417305,0.90429354,1.1249511,0.9493475,1.1468682,0.8689517,1.006356,0.9490031,1.2867961,1.1790308,1.0265214,0.9719154,1.1591418,1.0961233,1.0143365,1.1355267,0.9809173,0.9099119,1.023759,1.1667141,1.206899,1.2028546,1.2469027,1.108238,1.2162138,1.1475685,0.9280725,1.1378086,1.1147844,1.199284,1.2801661,0.9582574
face,0.78458554,1.0737255,1.0342033,1.0847749,0.99499625,1.1050568,1.1145357,1.0625799,1.138286,0.91877204,0.954439,1.1157815,1.088111,0.8828836,0.8016078,1.0092303,1.0413266,0.96021545,1.165006,1.2337956,0.97121006,1.1099894,1.236678,1.1621103,0.9411819,1.197274,0.9090124,1.1048336,0.91070694,1.182888,1.0101297,1.0156019,0.9862608,0.9514888,1.1375349,1.0493399,0.99548864,1.0436327,1.03982,1.1229116,0.947727,1.2107375,0.96478564,0.9581762,0.7439083,0.6214087,0.98399615,1.1024989,0.97286326,1.0716978,1.1286314,1.0353913,0.0,1.0495853,0.74089694,0.78038,1.0584278,1.0644274,1.1660835,0.78126913,0.88008845,1.0383503,0.75851935,1.1965303,1.0639919,1.1150331,0.594124,1.0271716,0.99042034,0.70544547,0.9179352,0.8516727,1.1162179,0.97821003,1.2064992,1.1452929,1.1200259,1.0401052,1.0321947,1.2262952,1.1638087,1.0800723,1.1559188,1.0079942,0.7185952,0.98337895,1.0414021,1.2857853,1.0561738,1.0079865,1.0713369,1.0456295,0.7126479,0.9176278,0.9974542,0.94280666,1.0340081,1.1885533,1.1811217,0.65539736,1.1204177,0.8591813,1.1259507,0.97227013,1.0489907,1.0853606,0.95761496,1.0819976,1.1554111,1.1185206,1.186705,0.94112617,1.1211613,0.96745753,1.0271183,1.1087201,1.0603672,1.1180382,0.77396023,0.77099574,1.0366524,1.2517397,1.0387074,1.0316404,0.86841327,1.0626895,1.184331,1.1389043,1.1261157,1.2375201,1.1750036,1.1842386,1.0899142,0.8158969,0.8334862,0.96307755,1.0283865,1.0016458,1.111811,1.1732714,1.3241388,0.9451743,0.97673726,1.002245,1.0147499,0.8971606,1.3108807,0.9794753,0.9586763
finger,1.2855954,0.371489,0.70677245,0.4896735,0.73242795,0.9453333,0.8452153,0.9762582,1.3620541,1.2803972,1.289209,0.80543905,1.211639,0.9177728,1.1226386,1.2219491,1.1140721,1.2368602,1.1252507,1.231373,1.2634925,0.98148334,0.88573456,1.2574942,1.0940361,1.164095,1.1705517,0.44967127,1.1705883,1.0334439,1.2215797,1.1203408,1.2576809,1.103915,1.2784103,1.0078433,1.0780468,1.3061576,1.1886681,0.82623756,1.3243437,1.1510932,1.1026803,1.2820458,1.272638,1.0438278,1.2282702,0.82528096,0.76975214,0.31207037,0.81201124,1.101568,1.0495853,0.0,1.0904044,0.9967073,1.1452007,0.3366412,1.0356696,1.1992738,1.1659923,1.2068965,0.47742957,1.120138,1.1727395,0.7077693,0.8066874,1.0375607,0.3032385,0.86981916,1.1432835,1.0030007,1.2047786,0.8834053,1.0446558,1.1745291,1.1996017,0.56282246,1.2117847,0.77178407,1.182247,0.74922186,1.0298283,1.1478899,0.4135418,1.1798573,0.71963054,1.1328188,0.7155185,0.4166504,0.7434542,1.3473057,1.1823388,0.85190874,0.9092654,1.1958704,1.1071225,0.88936615,0.7536794,1.082134,0.9983361,1.1748977,1.1091089,1.2249808,1.1999173,1.2337221,1.1682411,0.81253564,0.4080873,1.1127642,1.1797527,0.9096626,1.3099804,1.2909086,1.1194353,1.020419,0.97888136,1.0301949,0.9433705,0.8760983,0.8031867,1.0898582,1.2323995,1.2752106,1.0966378,0.4869609,1.048976,0.70551646,1.1131414,1.0251733,0.9941833,0.7502785,0.8023569,1.1302714,1.0125605,1.2725681,1.1330194,0.21881557,0.32662588,0.75006044,1.1321671,1.1031069,1.2622263,1.1775428,0.90252674,1.2347907,1.0287418,0.6342555,1.1929905
firetruck,0.78693926,1.0903039,1.0889171,1.0253235,1.1466694,1.1075667,1.1297979,1.0147917,1.098794,0.9709437,1.0217333,1.087005,1.0695541,0.927229,0.8377999,1.013786,0.9603818,0.809588,1.1307199,1.146741,0.82323676,1.1197459,1.0640196,1.0651302,0.84913296,1.1243126,0.67890465,1.0504373,1.0122908,1.0608397,1.0359358,1.0285735,0.9492863,1.0173748,1.178101,0.93686134,1.0992188,1.0434861,0.99607724,1.0788988,0.92673814,1.1354246,0.8458874,0.85154915,0.85435796,0.69602305,1.0723491,1.0577048,1.0367589,1.0669653,1.1541095,1.0494145,0.74089694,1.0904044,0.0,0.78398305,1.0605083,1.0568041,1.105458,0.7947928,0.79847896,1.0134702,1.0082748,1.1695471,1.060855,1.0752026,0.9824693,0.9865808,1.0550474,0.9077656,0.8456636,1.0155045,1.1274936,1.0238038,1.1421663,1.0041158,1.1256058,1.0877924,1.0170659,1.1371845,1.1560122,1.0647204,1.0801238,0.93296564,0.9589276,1.0504003,1.0931915,1.1826288,1.0628879,1.048463,1.0903649,1.058737,0.8165462,0.9846908,1.074489,0.9602709,1.0447756,1.1065804,1.0876337,0.7811376,1.1413687,0.82765234,1.0877773,1.0316026,1.0290997,1.0419061,0.86674404,1.1052464,1.1151153,0.9798401,1.1886184,1.0354815,1.1245128,0.95595044,1.0477512,1.0870802,1.0026194,1.0236257,1.0777143,0.8370134,1.0281609,1.1919788,1.056059,1.0902327,1.0513835,1.0482054,1.1323937,0.91913533,1.0990628,1.1630474,1.1285381,1.1483594,1.1082817,0.9475068,1.0437987,1.0618297,1.0364971,1.0784953,1.0650681,1.1542455,1.1770114,0.7363157,0.86156034,0.823169,0.93169016,0.61269724,1.1050165,1.0030191,1.0154587
fish,0.5610218,1.1776884,0.8285732,1.0436735,1.225464,0.92062896,0.9048161,0.79616797,1.2301009,1.2162681,1.2317474,1.0087178,1.1613228,1.058471,0.38372266,1.1504232,0.9458216,0.95170444,1.2503448,1.1268091,1.1543839,0.881788,0.888792,1.2620772,0.6378831,1.2616433,0.82905924,0.9089094,1.0013603,1.2672973,1.076411,1.0465567,1.314242,1.0815576,1.141869,0.97913367,0.9017,1.2751215,0.95904946,0.88997424,1.2362542,1.2596195,0.71932125,1.0660952,0.56800234,0.75065696,1.3288949,0.99468726,1.1937474,0.92851317,0.9376868,0.99093276,0.78038,0.9967073,0.78398305,0.0,1.1338744,0.9258237,0.9607325,0.39524186,0.9504601,1.2590384,0.9497409,0.9607345,1.0444591,0.7810993,1.0772945,0.9547005,1.0619761,0.7932979,0.7440724,1.1491283,1.2783581,1.1355975,1.010076,1.3457086,1.150135,1.2624087,0.82929695,0.85752785,1.3284281,1.117412,0.9509268,0.92463285,0.9365533,0.8700436,0.95450735,1.1492522,1.0479972,0.95577234,0.82555914,1.3536159,0.6379004,1.1276692,1.2479467,1.0543585,0.89314175,0.94340223,0.9124053,0.8416486,1.00126,0.556316,1.1529064,0.95063996,1.0728011,0.99287444,0.71783864,0.83294713,0.8958021,1.177095,1.2460973,0.84871113,1.378759,0.63271207,1.1246163,0.8155505,0.9381077,0.9862626,1.1796979,0.7802526,1.206491,1.0941045,1.3184547,1.2044563,1.1272795,0.85027206,0.8929744,0.9843494,0.91870755,0.9182432,1.0160749,1.0353553,0.8581279,1.1798611,1.1404028,1.2208745,0.9836624,1.0082666,0.922463,1.0319313,1.1758708,0.75313747,0.97707975,0.7695575,0.86170995,1.0041658,1.3275237,0.9066435,1.2109594
flower,0.9840947,1.0390282,1.016318,1.1001918,1.095297,0.94237393,0.9725804,1.0518405,0.7880075,1.076254,1.1123536,1.0679162,1.056187,1.1994338,0.89320624,1.0845454,1.0706041,0.9843759,0.86407447,0.9337589,1.0523571,1.0409635,0.8573623,0.7480202,0.7585937,0.96534735,1.1023142,1.1298027,1.1503705,1.0713007,0.9372897,0.97931993,0.9543209,1.1088773,0.9195045,1.1411643,0.9929974,0.9337175,1.0346192,0.98066014,1.1130942,0.8021747,1.0138837,0.9017697,0.9708521,1.0325732,0.99894655,1.1726471,1.1233854,1.2004765,1.0871862,0.95025015,1.0584278,1.1452007,1.0605083,1.1338744,0.0,1.1705381,0.97792506,0.93097526,0.9620057,0.930084,1.1404041,0.90361035,1.0976164,1.0819117,1.0244623,1.0098947,1.1412094,0.9790244,0.97476953,1.0578051,0.9299066,1.214078,1.0125324,0.92950666,0.94495046,0.9864269,0.9265424,1.1302415,0.8281589,1.1207733,0.9994385,0.9427542,1.124225,0.91113997,1.0575774,1.0008333,1.0329435,1.0901463,1.0853854,0.98285055,1.0449493,1.2161871,1.1700454,1.0175154,0.9164176,0.9686801,0.9417734,1.0357219,1.0213052,1.0498656,1.1282281,0.99378145,0.42573076,1.0372387,0.928028,1.131404,1.1133842,0.9012451,0.87962663,0.90869635,0.76646185,0.84557045,1.0011116,0.9649231,0.27943468,0.8602179,1.1317263,1.1776139,1.1849736,0.80504805,1.0174794,1.0504646,1.1539655,1.1738627,1.0632895,1.0814508,0.99740195,0.9859007,0.98557776,1.081242,0.9546255,1.0531241,1.0761907,1.030719,0.97396964,1.101669,1.2263182,0.94288415,1.0055082,0.9351385,1.1046467,0.7955969,1.0528193,1.04092,0.93164444,1.1046925,0.9593645
foot,1.3402815,0.5598128,0.5983806,0.85956895,0.92857593,1.0151691,0.7748859,0.7811144,1.2815541,1.2990777,1.3491663,0.49746215,1.2060009,1.1540123,1.0873675,1.3080435,1.2711515,1.3713937,0.9638909,1.0415506,1.3810894,0.79962856,0.8113835,1.2373555,1.0359182,0.9416934,1.081658,0.33622128,1.0740349,0.94218814,1.3229084,1.0892454,1.3249834,1.0982449,1.2491378,1.0436387,1.0430886,1.3256211,1.2545577,0.5824276,1.3838794,1.0342673,1.1075886,1.4196389,1.2631577,1.1886398,1.305552,0.6901907,0.9298408,0.29039943,0.7865664,1.1914123,1.0644274,0.3366412,1.0568041,0.9258237,1.1705381,0.0,1.0555855,1.1227146,1.2078422,1.3964477,0.46053958,1.1256934,0.9572251,0.7685095,0.95254743,1.0314353,0.75333816,0.75760937,1.1414722,1.1640248,1.1703955,0.94574314,0.9588621,1.0829254,1.0688615,0.6969184,1.3414197,0.56214005,1.1608701,0.9887786,0.7568369,1.0753274,0.5506788,1.2287645,0.5944322,1.0570077,0.51944876,0.38207388,0.70486933,1.3501099,1.2363803,0.90876096,0.8895081,1.345309,1.2237664,0.74867535,0.62243533,1.0368732,0.97104335,1.1922525,1.0617244,1.1463344,1.2397823,1.2560244,1.1806349,0.6673794,0.49490064,1.0205735,1.1263874,0.87165725,1.3003633,1.3246118,1.2404315,1.1800855,0.9169493,0.9370575,1.0394956,0.80598915,0.78744984,1.0010418,1.3098651,1.3241434,1.1359835,0.17777944,0.788146,0.7141808,1.2227566,0.9346617,0.69328123,0.7707696,0.70575064,1.2843254,1.1337724,1.4035623,1.098429,0.126154,0.24534065,0.6011888,0.89842963,1.0475216,1.311085,1.177534,0.87179005,1.1848259,0.8070478,0.48048007,1.2876904
fork,1.1671966,0.9114115,0.92008764,1.1562548,1.2503093,1.0979823,0.8688767,0.7872814,0.5755312,1.0871538,1.3693776,0.8321621,1.0678376,1.4526728,0.8151822,1.2749965,0.9591434,1.0032369,0.724148,0.6420177,1.3049419,0.61993384,0.7434207,0.8431368,0.7762719,0.89723766,1.0922477,0.8928112,1.3640151,1.0640738,0.9505151,0.7088807,1.2993442,1.3538446,0.73404706,1.061005,0.7122034,1.0587219,0.9226832,0.6552161,1.3073955,0.70600736,1.1578726,1.0410101,1.1304399,1.2050452,1.2906756,0.88085675,1.3428981,1.0737978,0.7937948,1.1146932,1.1660835,1.0356696,1.105458,0.9607325,0.97792506,1.0555855,0.0,0.88181853,1.2134039,1.1657721,1.0226309,0.6706003,1.1344175,0.9692633,1.3148677,0.69757104,1.112826,0.8245939,0.9670644,1.3445988,0.87334305,1.4010506,0.1332742,0.9725784,0.7026563,1.0738964,1.0582855,1.0002447,0.95690966,1.3930464,0.8347529,1.0810462,1.240242,0.8480841,0.8307562,0.75062,0.6849438,1.0783772,0.8908847,1.0358273,1.2104005,1.4402196,1.4466386,1.2749807,0.89431536,0.33304965,0.39806235,0.9623124,0.750023,1.0684832,1.2251096,0.74107385,0.99334335,0.6626692,0.96642727,0.81745094,1.0179579,0.82490075,0.59437996,0.8554288,0.7769582,0.91533226,1.1799394,0.9282597,0.9791882,0.55450916,1.4194233,1.2122978,1.4195793,0.46902013,1.2500547,1.0081531,1.2213278,0.8895803,0.7830351,1.1257801,0.9382059,0.20715559,0.79153836,1.0002705,0.82841176,1.3256545,1.4105558,1.1334672,0.67501235,0.9875367,1.001827,0.69728076,0.68591774,0.8924255,0.8164217,1.0620406,0.97324634,1.195004,0.8495791,0.74244523,1.2435324
frog,0.40854293,1.1501673,0.94177985,1.2282041,1.375663,0.85000294,0.82115257,0.75312006,0.96637434,1.1730669,1.2804785,1.0559003,1.2001177,1.183263,0.3796867,1.1849762,0.98242915,0.8454379,1.1106197,1.077976,1.1322322,0.8615424,0.95539445,1.1382154,0.38142073,1.2221267,0.86157846,1.0618476,1.0488998,1.2682768,1.0363755,0.74336904,1.2933755,1.1727992,0.9898852,1.1130606,0.74620664,1.2294492,0.84709954,0.9005316,1.2941346,1.1318634,0.8577525,0.9849473,0.5249897,0.7178204,1.3692181,1.0422088,1.3578773,1.1061844,0.9725315,0.88080436,0.78126913,1.1992738,0.7947928,0.39524186,0.93097526,1.1227146,0.88181853,0.0,0.8214896,1.239117,1.0878989,0.92177385,1.0239223,0.8705971,1.1947668,1.0245479,1.2471211,0.6860013,0.50938654,1.2155464,1.166323,1.2943542,0.90971583,1.236882,0.90539616,1.3390697,0.85319805,1.0666182,1.1890438,1.3064864,0.9819238,0.92177784,1.1175501,0.7655032,0.9963371,1.1673131,0.9419107,1.1418072,0.91124725,1.3246835,0.7085002,1.3112504,1.3786747,1.0245368,0.79878324,0.8601794,0.8800408,0.7409127,0.880485,0.5553144,1.2365522,0.8487302,0.9888054,1.0049329,0.61370933,0.9024625,1.1483898,0.9662332,1.0167321,0.7567102,1.2196798,0.5256039,1.0961254,0.8624682,0.86337703,0.86721575,1.3148887,0.8783576,1.3740988,0.955312,1.3247797,1.1932644,1.2402024,1.003968,0.86118037,1.1253774,0.9775134,0.80532944,1.0146786,1.1374532,0.88098943,1.17763,1.2309644,1.2778828,0.80012465,1.1590774,1.1533568,1.041958,1.1264111,0.5779239,0.958259,0.7785785,0.81127834,1.0364345,1.2258844,0.91104984,1.2613933
giraffe,0.40841973,1.0730177,1.2658931,1.0607135,0.9567367,1.1132597,1.2776974,1.2001014,1.117023,0.83533907,0.74678594,1.2594035,0.97498924,0.73179036,0.8126827,0.7482709,0.88547164,0.5891342,1.2118021,1.30814,0.65955234,1.2783141,1.2768451,1.183675,0.85645616,1.1680088,1.0059756,1.2232641,0.84388244,1.1249247,1.0049558,1.101184,0.90947336,0.9596294,1.1649126,0.95851904,1.1123327,0.98741883,0.7559254,1.2105446,0.7658435,1.2741656,0.74701905,0.88671696,0.62215585,0.7190012,0.93955314,1.1977757,0.9777036,1.1679382,1.3015065,0.7365949,0.88008845,1.1659923,0.79847896,0.9504601,0.9620057,1.2078422,1.2134039,0.8214896,0.0,0.9205537,1.1124701,1.1331689,0.95254296,1.2702954,0.9171566,1.1733665,1.0408597,1.1112148,0.6174047,0.8093513,1.1028527,0.96659166,1.2249588,1.0906682,1.091165,1.0275068,0.85456383,1.330826,1.017479,1.0884652,1.1492846,1.1562048,1.0349821,0.99787045,1.2079315,1.1840739,1.1764601,1.1785468,1.2563806,1.0032595,0.71142006,0.949908,1.0420635,0.4925505,1.0642084,1.2366762,1.274028,1.0181475,1.2210222,0.7456149,0.9295839,1.0345688,1.0021648,1.0455637,0.6260098,1.2937633,1.2879844,1.1759472,1.2119513,1.1823485,1.0333031,0.6164639,0.89898354,1.127558,1.09164,1.2237737,0.901252,1.0883393,1.0819627,1.2819318,0.9752246,1.0148464,0.9082811,1.3094534,1.3199778,1.1451278,1.1137826,1.3472161,1.1726661,1.0987033,1.1668595,0.82938254,0.86061543,0.7960803,1.2041252,1.1914328,1.2424809,1.170859,1.2208536,0.99408865,0.9170187,0.7148905,1.0945504,0.888693,1.2179586,1.2421175,0.897746
glass,0.9227597,1.1822813,1.4213009,0.8992529,0.71207786,1.1003404,1.3137124,1.3413484,1.0706791,0.7126354,0.6873743,1.3746235,0.9530719,0.6737715,1.2345473,0.82966864,0.8502985,0.7880491,0.978823,1.1547068,0.6311392,1.4191428,1.0932467,0.6684707,1.1695464,1.1253493,0.922708,1.4241471,0.8187958,1.0417324,0.8748741,1.1877401,0.61210465,0.7934007,0.950997,0.7842443,1.2874808,0.8255026,0.96567917,1.4023803,0.59274447,0.8661996,1.0990001,0.5553521,1.0865406,0.9428761,0.60820407,1.1798389,0.8557484,1.3048295,1.353461,1.0027326,1.0383503,1.2068965,1.0134702,1.2590384,0.930084,1.3964477,1.1657721,1.239117,0.9205537,0.0,1.3006642,1.1752614,1.0252453,1.0515047,0.8558251,1.1764555,0.8757807,1.5216979,1.160182,0.71901894,0.60925806,0.8120844,1.1845545,0.79007435,1.1961992,0.89252305,0.8201571,1.3153455,0.8353518,0.73971415,1.0148373,0.8500719,1.1120955,1.1267543,1.4258418,1.0876997,1.3560617,1.3362148,1.3993382,0.6279366,0.94327587,0.8437101,0.8519975,0.66723114,1.0392601,1.2908391,1.3541644,1.1542115,1.178172,1.0867263,1.0196822,1.1882697,0.8350436,1.0264711,1.1799947,1.4142706,1.2621503,1.0350468,1.1054846,1.3151546,0.7584394,0.98798156,0.7079792,0.83752,1.1684772,1.2387133,0.78410774,0.9384041,0.94577974,0.98873204,0.46621406,0.58457446,0.70376,1.5220038,1.2911625,1.0782845,0.8058723,1.1454548,1.0247697,0.9456482,1.3055894,0.58747774,0.7397709,0.5667466,1.3398514,1.3839567,1.2996862,1.0346581,1.1862304,1.187703,0.9597213,0.97999483,1.043244,0.83699274,1.0084926,1.3975117,0.63944983
glasses,1.1981735,0.6636659,0.5884241,0.92276126,1.0662947,1.0017014,0.8317668,0.89675903,1.2556009,1.228571,1.2763159,0.6504452,1.2425063,1.0853992,0.98754245,1.2364316,1.1892202,1.2730674,0.9764902,1.0581565,1.3208756,0.8797697,0.9464928,1.2126074,1.0435637,1.0793961,1.0612409,0.42099863,1.0955894,1.0959156,1.2445322,1.0677663,1.2522213,1.116894,1.2026255,1.0609784,1.0340649,1.2601144,1.2693311,0.6306659,1.3089106,1.0470353,1.1248254,1.3176332,1.1616539,1.0554895,1.2099401,0.87850213,0.9823002,0.40539086,0.8181569,1.1796683,0.75851935,0.47742957,1.0082748,0.9497409,1.1404041,0.46053958,1.0226309,1.0878989,1.1124701,1.3006642,0.0,1.1703235,1.0508611,0.7861395,0.67211455,0.9084208,0.8446308,0.5790611,1.0867262,1.0678527,1.2206444,1.0821407,0.96393734,1.142069,0.99089867,0.8703902,1.2563101,0.8379045,1.2127569,1.1083113,0.9600488,1.0539888,0.33886504,1.125211,0.51943123,1.19521,0.5502357,0.30862677,0.74165654,1.3142493,1.1423316,1.009906,1.0282326,1.2586794,1.2193569,0.75605524,0.6814833,0.94095135,1.0750848,1.148422,1.1152945,1.0199587,1.264284,1.1813489,1.1237739,0.7806691,0.70944315,1.0041455,0.99001974,0.77304995,1.2671549,1.220615,1.2715286,1.15644,0.9240655,0.7945237,1.0300597,0.7926995,0.935692,1.0759432,1.2446136,1.312504,1.1106769,0.39372325,0.9863667,0.9390371,1.2172486,0.9782582,0.97098386,0.93950695,0.77768964,1.0805519,1.0652442,1.285751,1.0084699,0.361526,0.42103183,0.8387493,1.0806199,0.99472654,1.3227615,1.1741014,0.86833763,1.2116572,1.0303464,0.31333828,1.1795498
