,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,firetruck,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tricycle,truck,vacuum,watch,window,zebra
refrigerator,1.1682653,1.3515444,1.3552736,0.8581526,1.2510889,1.2817173,1.073267,0.5767728,0.7374742,0.7090783,1.1739413,0.9154938,0.95188034,1.1639674,0.8787993,0.95255524,0.90111744,0.9196134,0.9091244,0.6962126,1.2089467,0.7297827,0.67880905,1.2102941,0.63515854,1.1192381,1.3332223,1.0230405,0.7150047,1.022504,0.4450456,0.8301785,0.99703103,0.84851503,1.0229651,0.54147685,1.0827521,1.2595705,0.50795984,0.82049876,0.8552787,1.029156,1.0270287,0.54819965,1.0152543,1.0844836,1.2569454,1.4061244,1.1051612,1.4013638,0.7223885,1.4576751,0.96655655,1.3390026,0.86541456,1.2779958,0.9328888,1.0820794,0.7514119,1.3587637,1.1322789,1.2927114,1.018533,1.1101341,1.1501031,1.3644211,1.137406,0.87619305,0.9092758,1.0846306,0.98609495,0.43907738,0.91503096,1.2655874,1.3034462,0.6057584,1.0951984,1.1019406,1.1078185,1.4590094,0.9995412,1.3227726,1.3728061,1.3153806,0.34370315,1.2491825,0.86713773,1.0249026,0.93724465,1.1764272,1.1661361,1.208449,1.0489383,0.792436,0.9879645,0.94210666,0.94649893,1.0944912,1.4106234,1.373374,0.70847833,0.668666,1.33475,0.0,1.1211479,1.0280775,1.0364639,0.9190164,1.1137824,1.2766201,0.7796511,0.6532159,0.61722165,0.9948638,1.4057282,1.2515755,1.1548663,1.0390128,0.97021854,0.7700169,1.1093389,1.2664341,0.80511427,0.86136025,0.7448014,1.0445554,1.3781569,1.4374828,1.0226299,0.77610105,1.1197332,0.72783226,1.1955583,0.7496278,0.45507002,1.294606,0.6701745,0.887756
rooster,0.70476013,1.1523993,0.922428,1.1700784,0.92702365,0.91037714,0.85842246,1.1305699,1.0973015,1.0969274,1.2159535,1.1562512,1.0449269,0.2584505,1.0259604,1.0353062,0.99066234,1.1679127,1.0351136,1.0569674,0.9313385,1.0563747,1.1720275,0.46930504,1.321809,1.0738043,1.0977682,0.86904967,1.357014,0.9702619,1.1286166,1.2195415,1.1508933,1.1393948,0.90003777,1.1773789,1.0395172,1.1035515,1.1092919,1.1365479,0.8297453,0.64269626,0.8085969,1.1114326,1.19591,0.9501365,1.1413645,0.9035166,1.0494081,1.2279719,0.99913794,0.62936145,0.9579066,1.2139367,1.0005974,0.56819063,0.94890976,0.8864255,1.0001462,1.175009,0.9966198,0.8510652,1.0261916,1.0882046,1.1577613,1.0571395,0.77847826,1.1092852,1.1171044,1.1963228,1.1181784,1.1714683,1.0105941,1.0073301,0.958608,1.1168025,0.93731713,0.92015696,0.8453672,1.1074706,1.0717695,1.2053753,1.1619351,0.79524463,1.1282344,0.5464582,1.1440263,1.2119497,1.0132265,1.182107,1.1707494,0.9599073,0.6525598,1.1932579,0.816388,0.9347459,1.0026015,0.72044104,0.9225383,0.9668913,1.090137,1.1039737,1.0558615,1.1211479,0.0,0.94763094,0.94558024,1.0789019,0.9563555,1.1813834,1.0053972,1.0441618,1.0933329,1.0439501,1.1044645,1.1137956,1.0894067,0.998056,1.0406233,1.0458907,1.0286779,1.007385,1.018094,1.0333738,1.0366571,0.9313954,1.1951888,1.1432009,1.0732721,1.1143585,0.77646816,1.0151836,0.94843096,1.0451719,1.190056,1.170511,1.0575526,0.79507434
sauce,0.99137783,1.1084179,1.0138783,1.1052794,1.0389932,1.0920801,0.8248708,1.1212189,1.0121535,1.128227,1.1287625,1.2029493,1.0060378,0.9811183,1.0811026,1.0677722,1.0086209,1.0912756,0.72938067,0.9868082,0.6995977,1.0881684,0.9230032,1.0453644,1.1132915,1.1587601,0.9725048,1.1262765,1.2733912,1.0335906,1.1399734,1.2042433,0.97335976,1.1734653,0.69482327,1.0892141,0.85402715,1.1440244,1.10555,0.90751326,0.7873095,0.9513452,1.029708,1.1162466,1.1796616,1.1886654,1.0970192,0.8614005,1.0777376,1.1051883,0.993053,1.026829,1.0129838,1.1551156,0.8844544,0.9789728,1.0665892,0.970742,0.97377485,1.1127226,0.8696131,0.8959151,1.0655963,0.9791313,1.006927,1.1822081,1.0038487,1.144016,0.8872128,1.2002012,1.0653534,1.1013509,0.9859619,1.0170013,0.8970883,1.0242023,1.0642316,1.0709409,0.70546544,1.1855208,0.9196798,1.086385,1.0477241,0.9339205,0.94652367,1.0422667,1.1010618,1.1633795,1.0131137,1.1025465,1.0743039,0.7809332,0.8998303,1.1175311,0.6381507,0.9424408,0.5840442,1.0520673,0.9016404,1.0419049,1.0645483,1.016682,1.0123081,1.0280775,0.94763094,0.0,1.0496987,1.1504133,1.0947499,1.202265,0.92523587,1.0474385,0.8178833,1.1374309,1.16906,1.1049353,1.0110153,0.18608975,0.82358944,0.81193775,0.97638893,1.1709414,1.1100681,1.1444715,0.98168653,0.892277,1.1172209,1.0496789,0.899555,0.91652495,1.0418886,0.8358444,1.0353247,1.0485512,1.1504835,1.1579561,1.0469898,0.9456674
scissors,1.2107403,0.91607463,0.545627,1.4409845,0.8902159,0.7688621,0.6948515,0.77212036,1.4216042,1.4452151,0.6748107,1.2790365,1.4047391,0.7743808,1.4388635,1.192634,1.2206832,0.5599657,0.6360239,1.2946875,0.7756695,1.0392843,0.63660264,0.6180892,0.93285453,0.9093995,0.8258165,1.2318834,0.94154304,0.7469022,1.2434325,1.2748355,0.92071116,1.1543732,0.86724746,1.099215,1.3502728,0.516802,1.4223318,0.62038016,0.7822205,1.0659854,0.9113518,1.3084104,1.0144452,1.191582,0.9487818,0.75126815,1.2970786,0.9934703,1.2505417,0.77931297,0.51300466,0.9694921,0.64261377,0.8001741,1.1234751,1.1771764,1.3154321,0.8818357,1.0872153,0.8189122,1.2686036,1.2191153,1.3471478,0.55230737,0.97330594,1.250655,0.73561114,1.1113193,0.6030684,1.2051718,0.7114086,0.9770947,0.97383463,1.0032475,1.3440478,1.0191716,0.8068433,0.7319181,1.0218112,0.6121002,0.96370494,0.68611604,1.2505417,0.9478516,1.3268099,1.2201711,1.4373562,0.62140757,0.5896265,0.9699172,1.0504909,1.3015463,0.94369113,0.64169145,0.9780096,0.84334713,0.6923146,0.9406985,0.83618975,0.81261015,0.7861043,1.0364639,0.94558024,1.0496987,0.0,1.3331461,1.1713417,1.1131669,0.6219794,1.4022408,1.262728,1.2564276,0.67171055,0.686878,1.2107416,1.1848981,0.49722528,1.1198347,0.980703,0.5410969,1.1276749,1.2781676,1.4056406,0.571265,0.941148,0.78242034,0.76699495,0.94701236,0.8278584,1.179168,0.9048909,1.1567296,0.66582227,0.61196226,1.3220627,0.95673734
shirt,0.9151735,1.061578,1.3534967,0.41157472,1.1990361,1.1421262,1.3664848,1.2945524,0.62415403,0.58549166,1.311408,0.81521237,0.5859619,1.2357895,0.56036246,0.946264,0.9898414,1.3729953,1.4815731,0.9623029,1.4082963,1.0188602,1.3212602,1.3792837,0.981303,1.0289298,1.238114,0.68911356,0.9401722,1.2351047,0.6458936,0.2947533,1.2290294,0.9935302,1.3541965,0.8529019,0.89212227,1.4481905,0.6654885,1.4032766,1.3059981,0.9848868,0.97495204,0.6613667,1.1717176,0.43283546,1.0291221,1.2871158,0.552286,1.0307176,0.7152324,1.3537759,1.2894466,1.0091269,1.4196092,1.3133253,0.9538252,0.9506179,0.7345834,1.0208054,1.0594109,1.4282236,0.49882865,0.70321125,0.6219772,1.2604609,1.0929925,0.3213876,1.3657044,0.45708323,1.4796752,0.7368303,1.3257267,1.0050968,1.2450501,1.1513839,0.6506135,0.9042572,1.3220475,1.2354164,1.1964004,1.2422625,1.1344537,1.2981021,0.79405504,1.1216512,0.24558294,0.34288496,0.7729746,1.4479063,1.4491656,1.2705137,1.1550491,0.7881576,1.2505715,1.3538505,1.3160026,1.1763177,1.3315974,1.1274948,0.9361486,1.2682416,1.1935424,0.9190164,1.0789019,1.1504133,1.3331461,0.0,0.88713425,0.527745,1.3073132,0.71333176,0.86113036,0.6859828,1.265399,1.4246141,0.9996384,1.0979856,1.5209584,0.9640912,0.9197137,1.2731185,0.8723487,0.13823134,0.6415541,1.4835744,1.0822766,1.3259531,1.3108115,1.1480141,1.2790971,1.0084214,1.0625424,0.89105576,1.0257877,1.3794734,0.66162014,1.1875674
shoe,0.7143799,0.6253501,1.3392444,0.8920554,1.060746,1.1698371,1.1956841,1.1782914,0.9338782,0.80558926,1.2302669,0.77296954,0.7885989,1.046048,0.7396693,0.8585862,0.85690415,1.3765062,1.3329511,0.9288938,1.2730529,1.0917077,1.2119178,0.98995894,1.1862929,0.9540972,1.0967276,0.93402165,1.1340756,1.271979,1.0760039,0.8340809,1.3694766,0.84560233,1.108474,0.91438067,0.82251143,1.3186598,0.9443779,1.3457571,1.115864,0.73972464,0.8139626,1.0828625,0.99532807,0.9210482,1.0033408,1.3396991,0.90812534,0.9507234,0.99376225,0.8992438,1.1634127,0.7847561,1.1750267,0.95069927,1.035524,0.8090242,1.0003741,1.0649772,0.6705416,1.0213451,0.90575194,0.8478266,0.682348,0.96608704,0.75695676,0.8172203,1.4083796,0.84019613,1.3939571,0.9171918,1.419358,0.77022994,1.101055,1.287446,0.24872172,0.9619963,1.1747913,1.1921552,0.9493431,1.2451826,1.0813959,1.3283582,1.0000161,1.0475383,0.73225677,0.86833036,0.84351945,1.3203133,1.325954,1.0524315,0.7079512,0.7628112,1.2042946,1.2215798,1.1675247,0.9594294,1.2269341,1.0958107,0.73648924,1.2354856,0.9846983,1.1137824,0.9563555,1.0947499,1.1713417,0.88713425,0.0,0.8211732,1.1616721,1.0439644,0.97976124,0.782464,0.608229,1.3358195,0.6589537,1.0031232,1.344706,1.0307873,1.079613,1.2446226,0.7909814,0.83652365,0.93654776,1.2543913,0.8779604,1.142879,1.162221,0.9871571,0.8468702,0.8593407,1.0703202,1.0573715,0.98247206,1.1596307,1.0327884,0.9637481
shorts,1.0462644,0.5967624,1.0360848,0.6990048,1.1128944,1.0130049,1.1777349,1.2848508,0.9711203,1.0089492,0.8535799,0.8574611,0.96057856,1.2130172,0.93372947,1.0382314,1.173123,1.1633265,1.358741,1.1989639,1.2483289,1.1007152,1.1702532,1.1613882,0.8513888,0.8815634,0.9112491,0.77224284,0.8121436,1.2264392,1.0502602,0.55226237,1.1935971,0.98114556,1.3735999,1.0242119,1.0710665,1.0218008,1.1134399,1.2609242,1.3826797,1.0758728,1.0217531,1.0766097,0.8919408,0.6046983,0.6896335,1.0137854,0.83106214,0.5965468,0.9791218,0.9372128,1.1052158,0.48407257,1.3539662,1.222146,1.1073399,1.0577058,1.0956254,0.7618664,0.7642132,1.1580186,0.83334464,0.78705215,0.68208224,0.84998965,1.1106182,0.54702616,1.2586893,0.27906084,1.2777708,1.0377822,1.3137391,0.82858557,0.99768066,1.2994183,0.7847536,0.8315287,1.3583083,0.8044338,0.85211456,0.8170884,0.787009,1.1077574,1.1044346,1.1176465,0.5792551,0.31662405,1.0842514,1.0530851,1.1017531,1.107527,1.1710565,0.9723726,1.3631895,1.1858169,1.402818,1.1117349,0.93075794,0.84317374,1.1328363,1.2932179,0.8029007,1.2766201,1.1813834,1.202265,1.1131669,0.527745,0.8211732,0.0,1.352335,1.101891,1.1161644,0.90258723,0.7325058,0.9901421,0.8742889,1.1918675,1.2776716,1.2950428,0.9300978,0.9666033,1.0271784,0.6219842,1.0937934,1.3696333,0.6392343,0.8373437,1.1783546,0.9542444,1.3066995,1.2475126,0.9217518,1.0397878,1.1213588,0.8431665,1.0456682,1.2042929
shovel,1.2258667,1.194252,0.88071454,1.3549558,0.9241968,0.8135061,0.7922569,0.6178505,1.1205829,1.1904829,0.9657466,1.1492734,1.1612043,0.92679954,1.2064874,1.1107317,1.0298986,0.6800057,0.46976113,1.013479,0.85835725,0.771341,0.50760454,0.8177461,0.9679921,1.1547797,1.0430251,1.3030276,0.9964267,0.7935797,1.0035713,1.2766764,0.83510303,1.0427544,0.8510973,1.0123456,1.1139988,0.74270976,1.1216059,0.48365664,0.5915085,1.1364733,1.0263851,1.1416601,1.1443872,1.283578,1.0833052,0.9333377,1.27216,1.1917119,1.2682881,1.0445491,0.79754615,1.192913,0.47440708,0.96165174,1.0476438,1.1044607,0.97789484,1.1655399,1.1284283,0.8153813,1.2613184,1.2412567,1.2787002,0.99450356,1.0039868,1.2711205,0.7470299,1.2929096,0.5849967,1.0812044,0.68105876,1.2312126,1.0708735,0.7204412,1.228496,1.1850244,0.8824602,1.0676303,1.021667,0.9733905,1.1522017,0.904525,0.9853624,1.1055046,1.2554839,1.3481613,1.1829792,0.74822927,0.7272295,0.846523,1.030977,1.1985229,0.87006825,0.829164,0.646847,0.9327562,1.0003256,1.1619346,0.73563004,0.6801249,1.15431,0.7796511,1.0053972,0.92523587,0.6219794,1.3073132,1.1616721,1.352335,0.0,1.1414169,0.7229713,1.1590879,1.0123265,0.85677254,1.1040123,0.88443446,0.37619174,0.81365573,1.0732958,0.9621942,1.1452713,1.2432992,1.06705,0.56039333,1.1340866,1.0786917,0.4701926,0.92967224,0.73838735,0.7327536,1.1441323,1.0318378,0.5896663,0.9786026,1.1327386,0.9358555
shower,1.0068556,1.3288015,1.4025222,0.6390269,1.2186009,1.1963704,1.4078765,0.988942,0.4455731,0.45230412,1.2762446,0.787182,0.6842992,1.225372,0.59230363,0.82906234,0.8763552,1.1734324,1.1874199,0.73408806,1.3205235,0.89294595,1.0336821,1.3040962,0.8578841,1.0504581,1.3219827,0.77145493,0.85875595,1.2135719,0.40787297,0.61117417,0.9965998,0.9382276,1.2129033,0.6499665,0.88869494,1.446445,0.2615264,1.0951393,1.079152,1.0180379,1.1150695,0.25105727,1.096807,0.90367216,1.2392658,1.3218589,0.7870406,1.2808867,0.70270276,1.3772311,1.2384739,1.3227584,1.2874316,1.3469574,0.91879475,1.0093216,0.48818666,1.251683,1.2012458,1.3210092,0.79934466,0.9975201,0.90816534,1.4614016,1.1537249,0.67514575,1.0370686,0.98032755,1.2886134,0.53527653,1.078076,1.1824441,1.2262298,0.87436956,0.86281955,1.0443804,1.226027,1.3559616,1.1810191,1.3949426,1.1874658,1.3370363,0.5133078,1.2107148,0.75823987,0.824271,0.74027425,1.3980798,1.4287562,1.2484754,1.0887285,0.70984757,1.1005498,1.1850727,1.1378925,1.2171453,1.4202759,1.2867122,0.90867656,0.9375346,1.2669806,0.6532159,1.0441618,1.0474385,1.4022408,0.71333176,1.0439644,1.101891,1.1414169,0.0,0.7049094,0.75688344,1.4563768,1.3645766,1.0623194,1.0064038,1.3506145,0.752043,1.021321,1.2784164,0.7591994,0.7275731,0.5721579,1.3050302,1.3107077,1.4235625,1.2856994,1.1287369,1.2514989,0.8846241,1.1916814,0.9033746,0.91439337,1.4397243,0.23192215,0.96164787
sink,1.0162444,1.3249798,1.4170426,0.7873094,1.2555209,1.2309458,1.1759602,0.79218745,0.3253879,0.6449704,1.2031811,0.79138064,0.7937009,1.1553497,0.7372105,0.92714345,0.8985559,1.2116582,0.8079082,0.7312963,1.1843551,0.7662339,0.88145095,1.1994225,0.8648723,1.1576936,1.3349227,1.0088654,1.0229402,1.0514307,0.58552766,0.9308468,0.9948566,0.94421357,1.0333126,0.8600727,0.8283354,1.341324,0.5723593,0.9818758,0.8155601,1.0653813,1.1820698,0.74718237,1.06609,0.96126413,1.2436702,1.2691307,0.9174931,1.3038979,0.96752685,1.3512818,1.2929724,1.2464057,0.91946054,1.2240094,1.0299934,0.97393775,0.7278069,1.2898617,1.1088705,1.2757921,0.9683401,0.98253506,0.9438853,1.4972409,1.055283,0.91739684,1.1622517,0.98099977,1.113559,0.7584217,1.0144368,1.090948,1.219865,0.7365882,0.9144235,1.1465354,1.0881697,1.3981957,1.0644971,1.3992627,1.3106593,1.2777283,0.41362137,1.2196207,0.81918895,0.9639912,0.74183106,1.2801399,1.2823015,0.97579724,1.0361017,0.8501782,1.0055692,1.2747927,0.74072564,1.2050492,1.3357561,1.397523,0.9115975,0.89071894,1.1626264,0.61722165,1.0933329,0.8178833,1.262728,0.86113036,0.97976124,1.1161644,0.7229713,0.7049094,0.0,0.82010335,1.3277549,1.2303574,1.1022152,0.7263825,0.96661496,0.6158579,1.0425653,1.4675823,0.9320561,0.8528428,0.68196344,0.9761782,1.3347232,1.4388211,0.9744211,1.0507672,1.0953854,0.42316133,1.1778325,0.96260333,0.9148901,1.378855,0.8104824,1.0086738
slide,0.73649484,1.1483618,1.3352147,0.71658206,1.1810286,1.1416912,1.1405381,1.2444277,0.44882655,0.4803089,1.3182068,0.6934208,0.58284575,1.2356136,0.55565333,0.6811841,0.7219219,1.4429952,1.329873,0.749984,1.2917637,0.8115016,1.3298783,1.2820122,1.0740781,0.9128262,1.1571686,0.87427044,0.97061527,1.3226731,0.647465,0.71872,1.3464187,0.9437991,1.2327733,0.96995556,0.69329274,1.3581141,0.54281807,1.412415,1.0711817,1.0062685,0.9729038,0.78242713,0.964278,0.8116381,1.1746336,1.2752068,0.81796247,1.1918418,0.8356471,1.273301,1.2220008,1.1699517,1.265944,1.0631322,0.90196425,0.9220038,0.6591615,1.2019144,1.1158967,1.099053,0.85985005,0.6292187,0.787248,1.2692459,1.0902131,0.70173293,1.3449264,0.81760764,1.3588395,0.69139,1.3688076,0.9398422,1.0950562,1.1415504,0.66308427,0.9576109,1.1915096,1.3428402,1.2139128,1.3492703,1.2743895,1.2166783,0.8693959,0.98696125,0.6818878,0.81321406,0.5986942,1.4043009,1.3562177,0.95219684,1.1014524,0.8093374,1.1410186,1.3040802,1.0596682,1.2690344,1.2450882,1.161976,0.9199075,1.3124166,1.0325054,0.9948638,1.0439501,1.1374309,1.2564276,0.6859828,0.782464,0.90258723,1.1590879,0.75688344,0.82010335,0.0,1.303932,1.3747768,1.0731447,1.0378749,1.4035189,0.92450887,0.9157295,1.3892624,0.7994095,0.6593629,0.56819725,1.260782,1.2457618,1.3924818,1.2150468,1.2082293,0.7830277,0.5732006,0.9883372,0.9250731,1.0174592,1.4405544,0.8057044,1.1955252
slipper,1.159377,0.34597445,0.5934413,1.2512858,0.8746499,0.77721226,0.87208205,1.044885,1.4187597,1.4308646,0.55843115,1.0698059,1.4216037,0.9175579,1.3916488,1.2107341,1.3059074,0.788024,0.93193537,1.383841,0.85688317,1.2414541,0.9958472,0.7498611,1.0000536,0.84728354,0.6285818,1.1494466,1.0113405,0.95116633,1.4387102,1.2237061,0.95547736,1.09088,1.0039531,1.1850604,1.1858008,0.52549386,1.5469146,0.9404762,1.1588826,1.0594236,0.9944551,1.4262005,0.73553836,1.0623436,0.6142127,0.7206687,1.0881734,0.4771281,1.3110167,0.49617338,0.88027704,0.432307,0.9157568,0.9162961,1.2525134,1.1414835,1.5324062,0.53672886,0.7088863,0.88153625,1.1067998,1.0396307,0.9947671,0.34435618,0.93089783,1.2219937,1.0450387,0.95380044,0.7834804,1.3823422,0.99954504,0.73345476,0.8619449,1.2679565,0.9492313,0.99656326,0.9985858,0.3878091,0.80541694,0.46989167,0.52393425,0.79006743,1.3847778,1.0335405,1.2251872,1.064422,1.4093939,0.58847994,0.6302676,0.9592084,0.9719762,1.1977555,1.1500142,0.91585505,1.1533297,0.88465255,0.5732657,0.6546966,1.061108,1.0921944,0.6258973,1.4057282,1.1044645,1.16906,0.67171055,1.265399,0.608229,0.7325058,1.0123265,1.4563768,1.3277549,1.303932,0.0,0.57166743,0.78068465,1.1811379,0.80936855,1.352747,1.0763456,0.56315374,1.1636965,1.2820241,1.4611084,0.87983054,0.39639717,0.4067713,0.850354,0.9594636,1.0316341,1.3271065,0.89647704,1.2646332,1.0945534,0.35185242,1.3959162,1.1360817
soap,1.30954,0.7798241,0.3821479,1.3374016,0.76209176,0.6796389,0.5421642,0.8395794,1.3903543,1.5374355,0.44706106,1.1605817,1.4623127,0.8678855,1.5170572,1.3060744,1.361009,0.50360966,0.52053,1.4035828,0.4822219,1.0932807,0.7419584,0.8377812,0.91643924,0.92375946,0.7355685,1.2317466,0.9569496,0.7650459,1.4045532,1.4072871,0.655727,1.168645,0.7604574,1.2032368,1.1716622,0.3619244,1.5385844,0.6229451,0.91176564,1.2467077,1.1745558,1.3931963,0.8336903,1.1895552,0.90276796,0.4282199,1.2290097,0.75550014,1.3129064,0.56715333,0.79986036,0.6821145,0.79577184,0.89726037,1.2017536,1.2846905,1.4570706,0.8066644,0.8691155,0.7405864,1.3291782,1.1008921,1.3419769,0.53126955,1.1553226,1.4252416,0.6021834,1.1382068,0.45866358,1.5031631,0.6434545,0.9544856,0.54600537,0.8595571,1.4798423,1.0786862,0.77814996,0.4752338,0.67830193,0.5467885,0.70843,0.50293124,1.3432988,0.8809881,1.4580805,1.2253615,1.4431927,0.4704935,0.45515013,0.7476605,1.0983384,1.2601244,0.8595258,0.757017,0.8783502,0.93925405,0.347641,0.59101367,1.2385308,0.83352846,0.58010125,1.2515755,1.1137956,1.1049353,0.686878,1.4246141,1.3358195,0.9901421,0.85677254,1.3645766,1.2303574,1.3747768,0.57166743,0.0,0.9706503,1.1051418,0.5026445,1.31844,1.1259534,0.5617986,1.3730447,1.4651915,1.493393,0.55498415,0.6792481,0.5121486,0.7447339,0.76614416,1.042093,1.3144947,0.924502,1.2006731,1.1587925,0.43038118,1.38916,1.1467264
sock,1.1487715,0.6157092,1.0442963,0.7655895,0.76887023,0.82368016,1.1129346,1.1313757,1.136496,1.0695509,1.1665546,0.83543897,0.9591413,1.1749424,0.97849196,1.201705,1.1201322,1.0226642,1.1662264,1.0595953,1.0486286,1.138232,0.94369507,1.1293079,1.0056635,1.2044661,0.76784456,1.1226526,0.96942526,1.1582499,1.174834,0.91290146,0.96877974,0.9266439,0.9837205,0.9435293,0.94944084,1.0825369,1.1271136,1.0109106,1.1994426,1.0403,0.9965887,1.0797914,0.9563251,1.0723599,0.81279504,0.98067045,1.0476264,0.6143017,1.0407147,0.9133437,1.0917186,0.57268584,1.0879989,1.1901294,1.1347269,1.1214919,1.1661229,1.0119958,0.47666818,0.91016626,1.0160108,1.0068724,0.6505939,1.0143114,1.0712743,0.99928975,0.98810303,0.90677536,1.11835,1.0510734,1.1076459,0.6322292,0.8057359,0.8480557,0.47274852,1.101558,1.1199584,0.8927486,0.5956796,1.0406904,0.7423427,1.0986193,1.1224626,1.1737382,0.8767457,0.8506037,1.0383868,1.0243205,1.000006,0.9879842,0.9122962,0.75631166,1.1539301,1.1730403,1.1576675,1.0863696,1.035205,0.76110905,0.945011,1.0525581,1.060966,1.1548663,1.0894067,1.0110153,1.2107416,0.9996384,0.6589537,0.8742889,1.1040123,1.0623194,1.1022152,1.0731447,0.78068465,0.9706503,0.0,0.97347385,1.1419165,0.9966886,1.1807264,0.9797945,1.0261468,1.0625575,1.0788331,1.14862,0.5238576,0.9067429,0.98022693,0.6618756,1.0870843,1.1105624,1.1881766,1.079653,0.99853283,1.0756013,1.1127578,1.0325619
soup,0.96582997,1.1381339,1.072385,1.0088805,1.0334047,1.1181946,0.79127806,1.1338965,0.9231147,1.0690436,1.1974468,1.1353834,0.95492864,1.0236678,1.0299985,1.0103576,0.9897841,1.1533444,0.73846453,0.97357893,0.740792,0.97106755,0.9753919,1.1225579,1.1973953,1.1944456,0.96445554,1.136645,1.3395786,1.0324056,1.1181037,1.1908474,1.0645114,1.1274444,0.6875135,1.1520003,0.75707555,1.1570598,1.0458741,0.9652123,0.7824264,0.99455327,1.1102831,1.1028075,1.1950238,1.1512659,1.0766741,0.89904046,1.0262287,1.0955769,1.041976,1.0388795,1.0764948,1.1713805,0.8301085,1.0279491,1.0989301,0.9711532,0.9489821,1.1426668,0.8400074,0.9263545,1.0448698,1.0053827,0.91090703,1.2929345,1.0410786,1.1288848,0.9747201,1.194869,1.0527558,1.0853014,1.0620707,1.0111734,0.84120977,1.0237325,0.9716446,1.1253625,0.7497279,1.1927764,0.9099196,1.1936774,1.125286,1.0210389,0.9249906,1.0608969,1.0398145,1.2076923,0.9258356,1.1125784,1.0932792,0.60382676,0.8396647,1.0837021,0.6336023,1.0123128,0.4593292,1.1188042,0.97724324,1.0588462,1.0617634,1.0899417,1.0015421,1.0390128,0.998056,0.18608975,1.1848981,1.0979856,1.0031232,1.1918675,0.88443446,1.0064038,0.7263825,1.0378749,1.1811379,1.1051418,0.97347385,0.0,0.78699887,0.7412028,0.9444223,1.2409339,1.1162729,1.0920676,0.872929,0.92851204,1.1274863,1.0974228,0.77384627,0.9587495,1.1023765,0.7629643,1.0622422,1.0809041,1.1804777,1.2027651,1.028758,1.0625172
spoon,1.3238808,1.1187677,0.59546965,1.3999469,0.8655268,0.79240483,0.5443295,0.69269454,1.3559513,1.5129269,0.64822805,1.2989571,1.5067596,0.7760694,1.5204544,1.2152225,1.2727796,0.47614253,0.3153121,1.2896066,0.6388912,0.84168625,0.5581784,0.6813902,0.924487,1.0656531,0.79149973,1.2816739,0.988927,0.6647745,1.3013692,1.4897372,0.6584339,1.095799,0.74766946,1.1361414,1.3288238,0.3808952,1.4769256,0.43822634,0.61351967,1.2291789,1.1937659,1.3307935,1.0007018,1.3712382,1.0010641,0.65213394,1.4273441,1.0167843,1.3747764,0.7401832,0.6870799,1.0191671,0.21767843,0.89549184,1.210848,1.2761078,1.3041914,0.9833996,0.9934206,0.7285521,1.407319,1.3528137,1.371433,0.75937593,1.1170954,1.5033991,0.63827413,1.2955045,0.20396268,1.2925566,0.50273573,1.1002758,0.8483614,0.837012,1.477934,1.1896724,0.74428755,0.7604264,0.81089795,0.6740861,0.96940845,0.6922972,1.1716677,1.0542805,1.4795778,1.4127955,1.4586356,0.31834102,0.31912476,0.65497476,1.0647078,1.3298085,0.7748187,0.6212499,0.52815926,0.95642054,0.7279508,0.9571955,1.0411347,0.59522986,0.89172554,0.97021854,1.0406233,0.82358944,0.49722528,1.5209584,1.344706,1.2776716,0.37619174,1.3506145,0.96661496,1.4035189,0.80936855,0.5026445,1.1419165,0.78699887,0.0,0.9114463,0.9625426,0.7026117,1.2832747,1.4926999,1.2996206,0.4591108,0.98084456,0.71916974,0.3489561,0.80066055,0.95462835,1.0571077,1.0017865,1.1046193,0.8007495,0.5527731,1.341506,0.9546044
