,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,firetruck,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tricycle,truck,vacuum,watch,window,zebra
sprinkler,1.1325448,1.270401,1.1755172,0.8828935,0.880929,0.9793141,1.1654314,0.960409,0.80741155,0.92772806,1.2790492,1.0737805,0.9215229,1.1298555,0.990507,1.0233628,1.041812,0.99065334,0.95966786,0.92785287,1.1196427,0.8177445,0.8505615,1.1380379,1.0828046,1.1849165,1.1967595,1.0369089,1.1088284,0.8120728,0.81595653,0.9964717,0.90382,0.8399747,0.8575025,0.9336587,0.9094212,1.2977186,0.759577,0.8693401,0.9872127,0.97883266,1.0728202,0.7043759,1.1531947,1.0936093,1.1372628,1.0402092,0.918774,1.1824442,0.8152393,1.341991,1.0572406,1.3286169,0.8917204,1.1434107,1.0373285,1.0714998,0.6778061,1.174738,1.077632,1.0243173,0.88932455,1.2059932,0.86271983,1.4103196,1.0556377,1.0212289,0.82653177,1.2663379,1.089022,0.74566895,0.88821405,1.1518656,1.0874717,0.7693707,0.90850997,1.005688,0.9233695,1.211715,1.119726,1.2227777,1.0798292,1.0886353,0.8005718,1.0741466,0.98001784,1.172927,0.98597497,1.1333425,1.1390066,1.0269892,0.98167425,0.8889519,0.97651815,1.0643725,0.93097687,1.0593755,1.250848,1.1016022,0.9501334,0.8171275,1.326034,0.7700169,1.0458907,0.81193775,1.1198347,0.9640912,1.0307873,1.2950428,0.81365573,0.752043,0.6158579,0.92450887,1.352747,1.31844,0.9966886,0.7412028,0.9114463,0.0,1.0360873,1.1566994,0.96226096,0.9955966,0.88751304,0.94679135,1.2002404,1.2784156,0.9346516,1.0443404,1.0321064,0.8468713,1.1052698,0.8950299,0.8654753,1.3080095,0.8248166,0.8678616
stick,0.78560805,1.1228172,1.1249548,0.8657713,1.2275586,1.2332944,1.0820125,1.2012187,0.88212526,1.024717,0.9128345,0.9583962,0.9651148,0.8858133,0.9561843,0.900072,1.0820645,1.1293132,1.1684741,1.1153117,1.1179627,0.8116259,1.1170393,0.91114664,0.8907689,0.9077993,0.80139613,0.62200904,0.9773499,1.0765362,0.9116905,0.9387293,1.014781,1.0280747,1.1771445,1.1511071,0.94647574,0.9040525,1.0134745,1.1366105,1.1478505,0.97350574,1.1294932,0.9535258,1.0866677,1.0343336,0.9052168,1.1495394,0.98712295,1.0837502,1.0898827,0.89549005,1.0295948,1.0617077,0.9524274,0.92105085,0.9942078,0.8962108,0.9917161,0.96475095,1.1701299,1.0547802,0.9969532,1.0647802,0.98764825,1.0947978,0.94718367,0.86306787,1.1553149,0.7793886,0.9634221,0.9586197,1.0710586,0.78401047,1.1411934,1.0855948,1.065611,0.9790217,1.1105988,1.0820383,1.1117247,0.89557886,1.0301906,1.1496055,0.98648643,0.9839236,0.93998724,0.9150177,0.9620909,0.8845584,0.8687427,1.0643504,1.1175792,1.1012537,1.085488,1.0024129,1.042117,0.9714446,1.1244193,1.193146,1.0198333,1.1620414,0.8825312,1.1093389,1.0286779,0.97638893,0.980703,0.9197137,1.079613,0.9300978,1.0732958,1.021321,1.0425653,0.9157295,1.0763456,1.1259534,1.1807264,0.9444223,0.9625426,1.0360873,0.0,1.1334637,1.1014524,1.0163214,1.0237509,1.2182462,1.1198095,0.9599764,0.91516757,1.0576628,1.1667972,1.109268,0.83201873,0.8236605,1.0845582,1.0065798,0.99226093,1.0375452
strawberry,1.3401506,0.680705,0.36153764,1.2946835,0.7034149,0.5466177,0.84953463,0.95510435,1.5292177,1.5093706,0.6714942,1.3529567,1.4200855,0.8873221,1.4856902,1.2830839,1.3533471,0.4855398,0.8282958,1.3839933,0.78223455,1.2094494,0.8815156,0.78023535,0.99789673,0.96047527,0.6385729,1.1319463,0.91507447,0.8057092,1.3343062,1.1957105,0.75788796,1.1518736,0.9584688,1.1403071,1.2823336,0.49426568,1.4761034,0.7075798,1.087266,1.1851728,0.977954,1.2349045,0.9421093,1.1710469,0.6691985,0.54496485,1.0955658,0.6135965,1.1676345,0.7192335,0.68973875,0.7874435,0.8755759,0.9757838,1.2117637,1.202096,1.3671747,0.5194787,0.97673166,0.8308319,0.96649116,1.1599128,1.1476823,0.3593216,1.1120099,1.19258,0.71589386,1.1597481,0.65552515,1.3372781,0.72280836,0.98546785,0.7862567,1.0608197,1.3138064,0.98719466,0.87643635,0.32498288,0.9444787,0.39233863,0.46551716,0.60525525,1.3783834,1.0185918,1.3138769,1.1531985,1.4670458,0.5185046,0.56623954,0.99413425,1.1885188,1.276456,1.0006799,0.7539685,1.0930729,0.9266764,0.5942355,0.5764268,1.187177,0.8924135,0.90103257,1.2664341,1.007385,1.1709414,0.5410969,1.2731185,1.2446226,0.9666033,0.9621942,1.2784164,1.4675823,1.3892624,0.56315374,0.5617986,0.9797945,1.2409339,0.7026117,1.1566994,1.1334637,0.0,1.183667,1.2836113,1.4329268,0.7830702,0.5864749,0.43925273,0.82841384,0.976846,1.0599506,1.4633286,0.9150641,1.1110219,1.0200565,0.3878759,1.2523423,1.0250204
stroller,0.93405396,1.0702189,1.3233097,0.9494717,1.1205219,1.2250257,1.2582977,0.9059911,0.8315563,0.61495167,1.2411736,0.80962634,0.84189254,1.1072477,0.72736716,0.9743743,0.87847555,1.1840253,1.236351,0.7719803,1.2428308,0.89849883,1.0786387,1.1101562,0.8422235,1.0148159,1.323731,0.99661714,0.7096801,1.1400627,0.68836933,0.6505972,1.1255984,0.86378217,1.1002761,0.6199588,1.0276749,1.3331286,0.57311296,1.1920942,1.1037891,0.9446705,0.807747,0.63203675,0.92677975,0.9707091,1.1640828,1.3291448,0.99428916,1.2091136,0.75732696,1.2816918,1.0869135,1.1935956,1.1745218,1.174594,0.90983677,0.941436,0.8997746,1.1722192,1.0532984,1.2126583,0.8984207,1.0290596,0.9950713,1.1194159,1.0670146,0.6244878,1.1379123,0.89910835,1.2625281,0.5638402,1.1751237,1.1117866,1.2181742,1.0323458,0.75151587,1.029352,1.1107297,1.271593,1.069683,1.2080919,1.1579508,1.2983111,0.7972119,1.1211718,0.86853576,0.7779664,0.90925825,1.299339,1.2980545,1.2384503,1.0108157,0.6038537,1.1492131,1.0944698,1.16047,1.0651038,1.2779485,1.2089081,0.6574963,0.9804392,1.2079457,0.80511427,1.018094,1.1100681,1.1276749,0.8723487,0.7909814,1.0271784,1.1452713,0.7591994,0.9320561,0.7994095,1.1636965,1.3730447,1.0261468,1.1162729,1.2832747,0.96226096,1.1014524,1.183667,0.0,0.78407025,0.7694895,1.2374442,1.2126584,1.2679489,1.2134249,0.972427,0.95147586,0.8930387,1.1785753,1.0858556,0.6695162,1.2866472,0.6966275,0.9075501
sweater,0.87115276,1.1069518,1.4040841,0.5581178,1.2093298,1.1941578,1.354212,1.2070965,0.64260656,0.5054963,1.3307343,0.7921357,0.580739,1.2080555,0.5402804,0.8637003,0.84032255,1.373804,1.4398012,0.82564414,1.4218807,0.9821395,1.2748852,1.3150173,1.0152977,1.0383652,1.2917137,0.79455644,0.94171506,1.2505517,0.68451864,0.34733796,1.2940199,0.9948447,1.3217593,0.78152335,0.9160497,1.4681773,0.60495734,1.3733845,1.2293899,0.9218233,0.86722976,0.7065501,1.1591159,0.47028625,1.15107,1.3547816,0.6588298,1.1275866,0.69874865,1.3431596,1.2464317,1.106945,1.3668067,1.2445551,0.90269655,0.8804953,0.7046641,1.0842359,1.0843893,1.3843122,0.50597006,0.7447239,0.7009219,1.2765009,1.0209965,0.36933565,1.3444258,0.57875395,1.4608692,0.65275073,1.3208554,1.0689305,1.3009539,1.1480793,0.65133935,0.9342066,1.3051476,1.314604,1.2313893,1.3532791,1.2295557,1.3432299,0.7903457,1.1208951,0.27537435,0.44641382,0.704125,1.4621302,1.4680368,1.2586442,1.0759103,0.7524911,1.2135075,1.3144767,1.2687851,1.1340185,1.3909893,1.2150992,0.91434026,1.2378347,1.2019433,0.86136025,1.0333738,1.1444715,1.2781676,0.13823134,0.83652365,0.6219842,1.2432992,0.7275731,0.8528428,0.6593629,1.2820241,1.4651915,1.0625575,1.0920676,1.4926999,0.9955966,1.0163214,1.2836113,0.78407025,0.0,0.58486235,1.4235955,1.1670847,1.3781037,1.2995781,1.1812716,1.1445792,0.91289645,1.102802,0.9086109,0.93770367,1.4238012,0.65630794,1.1635766
table,0.85097873,1.3776879,1.4658644,0.6365969,1.1968725,1.2490324,1.2828609,1.1626474,0.4874977,0.31894076,1.3799968,0.7826635,0.5044845,1.2532983,0.41983104,0.66941303,0.5469269,1.3112456,1.2029368,0.55820227,1.2943684,0.88642573,1.2184119,1.3428106,1.0009663,1.0511758,1.2811475,0.8714507,0.9834057,1.1939143,0.5846397,0.67177284,1.1547923,0.9606841,1.1377275,0.7583146,0.8202603,1.4240868,0.44076008,1.2204218,1.003329,0.97734606,1.02955,0.62338156,1.1580291,0.809825,1.302882,1.3994243,0.7932929,1.324677,0.7781107,1.411021,1.2702827,1.3549457,1.1195805,1.2488546,0.7727599,0.9514351,0.46664292,1.270683,1.1403534,1.2221532,0.84614074,0.8055515,0.82133234,1.483937,1.103746,0.76344186,1.2963395,0.95462275,1.300451,0.5989459,1.2477225,1.1318144,1.233282,1.0025765,0.75413704,1.1089131,1.1891906,1.4178334,1.1985406,1.4755713,1.3680906,1.3917854,0.6700237,1.1381654,0.63524365,0.8377162,0.43744618,1.4433486,1.4474008,1.0779855,1.0343388,0.7290874,1.0696949,1.3190603,0.7711353,1.259054,1.4349544,1.3454113,0.9457184,1.1334884,1.253393,0.7448014,1.0366571,0.98168653,1.4056406,0.6415541,0.93654776,1.0937934,1.06705,0.5721579,0.68196344,0.56819725,1.4611084,1.493393,1.0788331,0.872929,1.2996206,0.88751304,1.0237509,1.4329268,0.7694895,0.58486235,0.0,1.2597001,1.38595,1.4452455,1.0479677,1.2107756,0.9764703,0.54567957,1.1211799,0.91473514,0.98018396,1.5108951,0.58727777,1.043848
tape,1.2352202,1.0639241,0.55393314,1.5179002,0.70077455,0.73368764,0.630344,0.6276368,1.2257473,1.3442129,0.8764981,1.2463372,1.3321927,0.7260417,1.4014475,1.1817338,1.1060653,0.65608543,0.265536,1.0378102,0.488303,1.1838909,0.66560245,0.7223485,1.0973942,1.0832882,1.0080171,1.382187,1.1135014,0.47067547,1.2674401,1.5673678,0.778227,1.1130801,0.49062443,1.1057886,1.1208217,0.6808585,1.3216869,0.5864826,0.37391746,1.096755,1.0420928,1.3685579,0.99582326,1.2774395,1.1847678,0.5335679,1.3511862,1.1291807,1.2668409,0.89918375,0.8359457,1.1591935,0.5103541,0.80602276,1.1348683,1.2358735,1.2634559,1.0585766,1.0375321,0.64083636,1.4360145,1.1232337,1.4255161,0.75148284,1.0298214,1.5245793,0.6936705,1.4405395,0.574589,1.3513831,0.50736046,1.1481454,0.6926203,0.84387976,1.464672,1.1354381,0.55090857,0.8314844,0.89611006,0.8878421,1.0739859,0.5213978,1.1924794,0.8476232,1.4580278,1.4585946,1.2877736,0.7137923,0.67271566,0.67696536,0.93674207,1.2345034,0.7141564,0.73870355,0.57889557,0.89877176,0.6030501,0.8977747,1.0381532,0.6235836,0.8346083,1.0445554,0.9313954,0.892277,0.571265,1.4835744,1.2543913,1.3696333,0.56039333,1.3050302,0.9761782,1.260782,0.87983054,0.55498415,1.14862,0.92851204,0.4591108,0.94679135,1.2182462,0.7830702,1.2374442,1.4235955,1.2597001,0.0,1.0949439,0.8572091,0.8185793,0.96452045,0.75362116,0.8445555,1.0373472,1.1985273,1.0029036,0.7301345,1.3333275,1.0239327
toe,1.31506,0.33769548,0.5948189,0.8970301,0.7717192,0.7395674,0.94586563,1.243708,1.4142303,1.3933158,0.8064108,1.2394009,1.2476982,1.091502,1.3606528,1.2476811,1.3064423,0.836811,1.1432648,1.3398727,0.89645,1.1941566,1.0905523,0.97826076,1.0824617,1.0852439,0.50136214,1.1772097,1.0313966,1.0155401,1.353956,1.0505657,0.9898349,1.0893333,1.0825573,1.2475564,1.0858074,0.7236655,1.467793,1.0018239,1.2825744,1.1636369,0.9586056,1.3088064,0.81207776,0.9943239,0.36803013,0.6534734,0.93321395,0.091560364,1.2305157,0.79088056,0.87161314,0.19104946,1.0600854,1.1192487,1.1889372,1.1306142,1.4458252,0.44948077,0.617783,1.0110784,0.90330476,0.975494,0.5668418,0.5990721,1.0725248,1.1252426,0.95842814,0.9336276,0.97443914,1.35546,1.0754155,0.75675046,0.81083906,1.1285901,0.9497787,1.0926512,1.0653319,0.37721908,0.78505754,0.5238887,0.34540093,0.7863722,1.3912654,1.0512516,1.0895885,0.8974618,1.2878873,0.69648874,0.7174926,0.94451994,1.0760591,1.2085888,1.1768696,1.0107651,1.2586526,1.0121973,0.6322446,0.43759316,1.2815434,1.1445403,0.8438021,1.3781569,1.1951888,1.1172209,0.941148,1.0822766,0.8779604,0.6392343,1.1340866,1.3107077,1.3347232,1.2457618,0.39639717,0.6792481,0.5238576,1.1274863,0.98084456,1.2002404,1.1198095,0.5864749,1.2126584,1.1670847,1.38595,1.0949439,0.0,0.3908261,0.8542567,0.95325357,1.2111056,1.4106358,1.0462941,1.2361627,1.1832099,0.5177078,1.2909234,1.1642599
tooth,1.2657089,0.5323672,0.43612146,1.2499391,0.7918985,0.73311216,0.7683028,1.1257774,1.4782732,1.4869475,0.55850834,1.271722,1.4047538,0.91506755,1.4481485,1.2720726,1.3437328,0.67027223,0.9495541,1.4193323,0.7492933,1.148547,1.0901375,0.81183386,1.0835892,0.93444985,0.39633095,1.1475856,1.0514125,0.7809132,1.4237216,1.2999377,0.7886903,1.0930907,0.97859925,1.3715576,1.1403607,0.3445114,1.5710425,0.9089561,1.166771,1.199585,1.0954247,1.3823013,0.8198417,1.1466844,0.46188164,0.534001,1.0621686,0.3513509,1.2859502,0.57351124,0.8053756,0.51888925,0.87570226,0.92058927,1.208686,1.1540884,1.4777973,0.34402955,0.886215,0.7912009,1.0569009,1.0303874,1.0345373,0.4395975,1.056264,1.3444123,0.8688182,1.0709504,0.64462984,1.4060905,0.80957806,0.8915159,0.7423612,1.190813,1.3007653,1.073843,0.9349186,0.24555433,0.86376125,0.3284049,0.3943143,0.63827014,1.46142,0.97680956,1.3833445,1.1391413,1.3983328,0.3849101,0.43992817,0.85758233,1.1297827,1.2992437,1.0438607,0.85703593,1.0745722,0.9234667,0.55282265,0.52710104,1.3492594,1.1334738,0.7356396,1.4374828,1.1432009,1.0496789,0.78242034,1.3259531,1.142879,0.8373437,1.0786917,1.4235625,1.4388211,1.3924818,0.4067713,0.5121486,0.9067429,1.0974228,0.71916974,1.2784156,0.9599764,0.43925273,1.2679489,1.3781037,1.4452455,0.8572091,0.3908261,0.0,0.68687344,0.99313855,1.1347759,1.4564416,0.84464633,1.2026547,1.2351612,0.25044322,1.3511424,1.1679536
toothbrush,1.1890786,1.0325104,0.8280829,1.1650372,0.92286503,0.87528604,0.7491616,0.88070995,1.2381841,1.2891145,0.7574243,1.2528789,1.2134074,0.9584834,1.2532511,1.122249,1.1244361,0.6036234,0.71246076,1.1338837,0.9714166,0.6495397,0.76623464,0.86747515,1.0197725,1.092676,0.71360433,1.2500981,1.0349411,0.806096,1.2014563,1.3054242,0.7929232,1.0349625,0.98900265,1.2115059,1.0953585,0.4278611,1.2935518,0.63587207,0.8952579,1.1781408,1.134224,1.250211,1.0154693,1.2508001,0.88912153,0.89539826,1.1995138,0.8236958,1.2587285,0.8554794,0.77953124,0.9363162,0.44673395,0.9852526,1.1281016,1.1419063,1.0897405,0.92193115,0.9660453,0.7411149,1.1882613,1.235629,1.0176448,0.921131,1.114331,1.3492755,0.8168364,1.2499251,0.4125992,1.1303558,0.7802907,1.0413471,0.9836239,0.9282201,1.19349,1.1950222,1.0708199,0.78304994,0.9123987,0.70771044,0.93476856,0.9715651,1.1499362,1.1593586,1.247548,1.3169602,1.1764446,0.44711566,0.4151168,0.66864073,1.1000429,1.2251825,0.99856645,0.84886587,0.6233001,1.0534395,1.0044682,1.0008125,1.0098706,0.91376126,1.0101125,1.0226299,1.0732721,0.899555,0.76699495,1.3108115,1.162221,1.1783546,0.4701926,1.2856994,0.9744211,1.2150468,0.850354,0.7447339,0.98022693,0.77384627,0.3489561,0.9346516,0.91516757,0.82841384,1.2134249,1.2995781,1.0479677,0.8185793,0.8542567,0.68687344,0.0,0.9030732,0.9805001,0.96469796,0.98920894,1.0679893,0.82241654,0.704193,1.2534887,1.0795673
towel,1.2149388,0.9439602,1.0357555,1.1183171,1.0108572,1.0784011,0.84691346,0.7674459,1.2343369,1.2175832,0.9482461,0.94281524,1.1963432,1.0582219,1.1518189,1.2547227,1.259585,0.7774006,0.8388688,1.1513282,0.8606539,0.9591161,0.6160655,1.0225627,0.7116208,1.1214722,0.9839531,1.0788723,0.71067303,1.0825205,1.1239961,0.98697853,0.92286515,0.9370001,0.8471446,0.7133905,1.1847376,0.9522514,1.124308,0.74859977,0.93290544,1.0213379,0.9776977,1.0203869,0.9451079,1.1936473,1.0003357,1.0260069,1.323587,1.0431367,0.95915717,0.95968884,0.9187998,0.8997805,0.8945495,1.1463015,1.1514701,1.2182579,1.183743,1.1991642,0.3395933,0.93413615,1.242135,1.1017207,1.1645486,0.9360818,1.1394106,0.9666139,0.7658959,0.8759868,0.856477,0.9887261,0.90488946,1.065197,0.8539879,0.6627387,0.9968837,1.0409464,0.98358124,1.1181098,0.12969476,0.98977745,1.0221062,1.1011046,0.9659808,1.1366659,1.0389364,0.9518634,1.2482843,0.8897178,0.8651636,1.0693102,0.90722,0.7951714,0.94439876,0.84045136,0.9680462,0.9507384,0.9901256,0.9395505,0.77000815,0.813947,1.0804181,0.77610105,1.1143585,0.91652495,0.94701236,1.1480141,0.9871571,0.9542444,0.92967224,1.1287369,1.0507672,1.2082293,0.9594636,0.76614416,0.6618756,0.9587495,0.80066055,1.0443404,1.0576628,0.976846,0.972427,1.1812716,1.2107756,0.96452045,0.95325357,0.99313855,0.9030732,0.0,1.1261518,1.1110448,1.1064894,0.925836,0.70957196,0.95370114,1.1307771,0.9227522
toy,0.7370597,1.0556594,0.958223,1.4179057,0.8089564,0.8681719,0.8513503,0.96327984,1.1738585,0.9215883,1.1448916,1.0082004,0.9168248,0.87523395,0.9359049,0.8574749,0.6311358,1.0785258,0.9289706,0.79175144,0.9996384,1.0172176,1.0337381,0.8270493,1.3152148,0.7555251,1.0887673,1.2161117,1.2404791,0.9450343,1.1899276,1.3412023,1.129457,1.0047746,0.84531975,1.077745,1.0144548,0.9662521,1.0823057,0.9997322,0.80403656,0.80275583,0.5634637,1.2968055,1.118042,1.0647395,1.19835,1.0154363,1.1280558,1.2396877,1.108361,0.8800481,0.9651073,1.2166489,0.9107697,0.5071671,0.7654638,0.8563024,0.8502208,1.1825365,1.0343649,0.57529056,1.2077786,0.9393273,1.1883197,0.8591043,0.7821988,1.2774568,1.0647712,1.2988178,1.0010717,1.1412417,1.0694001,0.9986044,0.98803973,1.1272302,0.8791669,0.84255874,0.90004635,1.1383792,1.1706793,1.1687703,1.2677559,0.8735059,1.2130238,0.63542897,1.194859,1.3497653,0.8932413,1.092913,1.0373869,0.8518279,0.8000823,1.0368747,0.9591882,0.9668447,0.87106913,0.8158413,0.9588511,1.0956177,0.8663512,1.0246718,0.9845794,1.1197332,0.77646816,1.0418886,0.8278584,1.2790971,0.8468702,1.3066995,0.73838735,1.2514989,1.0953854,0.7830277,1.0316341,1.042093,1.0870843,1.1023765,0.95462835,1.0321064,1.1667972,1.0599506,0.95147586,1.1445792,0.9764703,0.75362116,1.2111056,1.1347759,0.9805001,1.1261518,0.0,0.583544,0.76475215,1.0184373,0.9733825,1.0969826,1.197345,0.9973879
tray,0.8298198,1.2646906,1.4116675,1.0246621,1.1841221,1.2040058,1.054113,0.8649377,0.5781626,0.5893316,1.2590481,0.7717291,0.7189338,1.1782979,0.6898824,0.7181592,0.53303415,1.3372844,0.8280585,0.52216905,1.1182683,0.8126198,0.99780214,1.1802672,1.0478859,0.9662147,1.2842202,1.215138,1.1032923,1.0550706,0.7658378,1.0740986,1.1593258,1.0007024,0.9272628,0.91305095,0.75408465,1.3270824,0.59111875,1.118949,0.7236316,0.9842346,0.91494805,0.94350487,1.0139712,1.0609415,1.3038471,1.3083426,1.0115243,1.3615178,0.9517767,1.2926631,1.2661879,1.3349168,0.8955132,0.995393,0.8461971,0.89641005,0.68438053,1.382407,1.055812,0.9628487,1.116652,0.8332976,0.94881296,1.3848283,0.9692585,1.0450563,1.255435,1.1375649,1.1745591,0.770607,1.1509333,1.0547497,1.1707215,0.99301666,0.8314258,1.0881715,1.0012442,1.4852488,1.1235892,1.4746063,1.4602709,1.2388731,0.66956574,1.0944117,0.866927,1.1127723,0.5707285,1.3487875,1.2803996,0.805124,0.92317665,0.8999222,0.9467668,1.284539,0.541669,1.1807218,1.2965937,1.4039953,0.82728803,0.9716188,1.0571033,0.72783226,1.0151836,0.8358444,1.179168,1.0084214,0.8593407,1.2475126,0.7327536,0.8846241,0.42316133,0.5732006,1.3271065,1.3144947,1.1105624,0.7629643,1.0571077,0.8468713,1.109268,1.4633286,0.8930387,0.91289645,0.54567957,0.8445555,1.4106358,1.4564416,0.96469796,1.1110448,0.583544,0.0,1.0868165,0.9216274,0.8981924,1.4614763,0.9071685,1.0726924
tricycle,0.7973122,0.96438503,0.9340217,1.1648569,1.0827551,1.042953,0.87119436,1.1364267,1.1427734,1.1431093,0.8052335,1.0637945,1.1132845,0.9778745,1.0810502,1.0121232,1.0320152,1.062269,1.0589658,1.094369,1.074724,1.0901027,1.1280212,1.0027128,1.1327623,0.4130174,0.8674994,0.84858507,1.1859777,0.98776925,1.1524764,1.193874,1.0503427,0.98620415,1.1333668,1.2007309,1.1480415,0.81064796,1.231303,1.0876437,1.0496422,0.9848883,0.95045227,1.1742406,1.0837812,0.8502258,0.91332245,1.0016757,0.9431428,0.9921549,0.84466904,0.7602423,0.9426395,1.01688,1.0184078,0.6759966,0.9453583,1.0564582,0.8467823,0.841947,1.0233754,0.70805883,0.97276396,1.0058578,1.061618,0.8080164,0.98765564,1.1710483,1.1577392,1.0386432,0.9793395,1.1458133,1.047711,0.9234364,1.0144696,1.2410307,1.0883918,0.48240018,1.1093197,0.9227319,1.0843675,0.93078864,0.9891997,0.94993544,1.2018087,0.75001675,1.1336789,1.1193306,1.1064274,0.95709884,0.9586227,0.91049945,0.9459661,1.1602888,1.0513034,0.85845095,1.0195192,0.9252563,0.90062594,1.0675446,1.0780407,1.2089899,0.8077713,1.1955583,0.94843096,1.0353247,0.9048909,1.0625424,1.0703202,0.9217518,1.1441323,1.1916814,1.1778325,0.9883372,0.89647704,0.924502,1.1881766,1.0622422,1.0017865,1.1052698,0.83201873,0.9150641,1.1785753,1.102802,1.1211799,1.0373472,1.0462941,0.84464633,0.98920894,1.1064894,0.76475215,1.0868165,0.0,0.9151255,1.1907244,0.78717667,1.1501893,1.1552436
truck,1.0026475,1.1990658,1.2667384,0.85394394,1.1752989,1.1778262,1.1848079,0.90857565,0.9103694,0.9300374,1.041135,0.8826509,0.9238755,1.0863838,0.8965331,0.7778691,0.7881647,1.0627174,1.1037294,0.78905666,1.2324089,0.8854601,0.9205841,1.1129577,0.76077795,0.86779857,1.0891078,0.7672311,0.87077093,1.0791574,0.86075413,0.8818838,0.9734436,0.8456496,1.1883153,0.9007696,1.0254874,1.142514,0.8493642,1.0201467,1.0804474,1.0420167,1.0998789,0.8254067,1.0332383,1.0282401,1.1079665,1.2913394,0.95193684,1.2141492,0.787345,1.125253,1.1114442,1.2022505,1.0443226,1.0732654,0.78436005,0.9920991,0.7070744,1.1613667,1.1292932,0.9482455,0.93723047,1.1184914,0.9450697,1.1826612,1.090071,0.90130895,1.019825,0.9316126,1.0052246,0.77324486,1.0043325,0.96933997,1.2099419,0.8719918,0.9601914,0.78556657,1.1642177,1.2341218,1.0596045,1.1246264,1.085949,1.2419921,0.7844399,1.1251273,0.8987626,0.98200727,0.80003643,1.0258485,1.046524,1.1909305,1.1553833,0.9018327,1.0566721,1.0749264,1.079045,1.0737444,1.3220325,1.257677,0.8917389,0.8719305,1.2875559,0.7496278,1.0451719,1.0485512,1.1567296,0.89105576,1.0573715,1.0397878,1.0318378,0.9033746,0.96260333,0.9250731,1.2646332,1.2006731,1.079653,1.0809041,1.1046193,0.8950299,0.8236605,1.1110219,1.0858556,0.9086109,0.91473514,1.1985273,1.2361627,1.2026547,1.0679893,0.925836,1.0184373,0.9216274,0.9151255,0.0,0.87528074,1.1431307,0.9668995,0.9842644
vacuum,1.2751769,1.0987488,1.2310845,1.0646152,1.1441301,1.1007442,1.1607597,0.51868474,1.0421565,0.95558333,1.020094,0.8564825,1.1500095,1.1587926,1.0697886,1.0463006,1.0300305,0.7064775,0.90119594,0.8460082,1.2082325,0.6504185,0.4449951,1.0372021,0.55652744,1.0589917,1.2501056,1.1411303,0.47220457,1.0454799,0.75298744,0.79637337,0.9468804,0.7834208,1.145972,0.53555655,1.2475388,1.022412,0.76601213,0.6312778,1.0028974,1.089948,0.9564778,0.762367,0.8472469,1.1637646,1.0969737,1.324353,1.2776542,1.230431,0.89218354,1.3217181,0.8342635,1.1160129,0.7778265,1.2771804,1.0234358,1.1615676,0.92003715,1.2387402,1.0740612,1.1305134,1.1206526,1.2251209,1.1711167,1.0396651,1.1274965,0.8056932,0.7537348,0.9479738,0.82222956,0.45754325,0.9466043,1.1951824,1.2989191,0.70548964,1.0272071,1.0317796,1.1566573,1.2821424,0.9401494,1.0196134,1.1679828,1.2977462,0.77465516,1.3023716,0.9497532,0.90427506,1.1900213,0.89756525,0.8885655,1.2171853,1.1265126,0.8098521,1.1542443,0.9187399,1.1058538,1.0610892,1.3156545,1.2903525,0.36187398,0.62122923,1.25999,0.45507002,1.190056,1.1504835,0.66582227,1.0257877,0.98247206,1.1213588,0.5896663,0.91439337,0.9148901,1.0174592,1.0945534,1.1587925,0.99853283,1.1804777,0.8007495,0.8654753,1.0845582,1.0200565,0.6695162,0.93770367,0.98018396,1.0029036,1.1832099,1.2351612,0.82241654,0.70957196,0.9733825,0.8981924,1.1907244,0.87528074,0.0,1.1049521,0.9090575,0.93632436
