,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,duck,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
rooster,0.65267813,1.2333599,1.0745314,1.0239723,0.9797419,1.1122458,0.8974103,0.9259057,1.0005636,0.9014213,1.0026678,1.2825785,1.1281018,0.91445833,0.76489776,0.95363146,0.9158157,0.8632786,1.0355959,1.1148487,0.9429722,1.084557,1.1578176,1.0438898,0.91093403,1.198494,1.0335395,1.2632668,0.9933307,1.1633008,1.1555116,1.0755917,0.9845894,1.2128303,1.2578053,1.0980066,0.9797465,0.91951704,1.0565183,1.1664807,0.8956642,1.0644844,1.0204258,0.7127088,0.7263341,0.974934,1.2532507,1.1458988,1.2182791,1.1577411,0.9936257,0.90940446,1.2750348,0.8607691,0.4383757,1.1122903,1.219065,0.69604963,1.1052889,0.92137635,1.2013581,0.97762704,0.96379864,1.077111,0.9552772,0.8801157,1.0767078,1.0155979,1.204695,0.82528794,0.93827397,0.8716703,1.0813967,1.0259696,1.1912621,1.014847,1.1643838,1.261888,0.83396447,0.98014843,1.0739156,0.8457836,0.7441363,1.1179491,0.8555644,1.1674662,1.0209862,1.2318287,1.1406366,1.0890564,0.9829974,0.8397124,1.0047191,1.014396,0.87838304,1.2659245,1.2963614,0.8178405,1.0003039,0.79220116,1.2279733,0.8292035,0.40625155,1.1017382,0.8775065,1.1504574,1.0228077,0.81359184,1.1634712,0.92137295,0.9100652,0.0,0.82534134,1.0099158,0.93245494,1.0608304,1.1389985,1.0848945,0.9626396,1.0759066,0.98482144,1.2003926,1.0549148,1.1144472,1.2715275,0.8579132,1.0855919,0.90408033,0.945426,1.0951314,0.8891063,0.92783606,0.8457186,1.1592276,1.2386689,1.2381145,1.2137283,1.1115,0.94125575,0.9866411,0.8674134,1.023652,1.0526725,1.2643495,0.92361873
sauce,0.8322805,1.1824542,1.1746699,0.84974974,1.0904307,1.0041546,0.8977722,0.9888735,0.8553547,1.1162266,1.0333344,1.2919154,1.0691279,0.8659065,1.06814,0.9219659,0.8675754,0.8639299,1.1641066,0.65797096,0.8876791,0.8930445,1.2463334,0.97280014,1.043822,1.0390248,1.2007396,0.9599536,1.1972424,1.2889161,1.3189216,1.0616473,1.0700321,0.80008733,1.0963666,1.0234005,1.0199165,1.0654019,1.034729,1.3098805,0.949905,0.9701545,0.73769987,1.1086367,1.0246501,1.0730953,1.1941757,1.1730506,1.2770225,1.1632187,0.9719362,0.90922445,1.0790169,1.0974731,1.0251535,1.2961229,1.1959107,0.9592594,0.88723624,0.89358085,1.2465258,1.0440805,1.1950382,0.9582997,1.1159344,0.78601605,0.8047129,1.3437475,1.1645991,1.0510936,0.95592713,0.9636018,1.0364686,0.99798906,1.2126294,1.0106485,1.2252111,1.2135506,0.20689857,0.78265285,1.1209261,0.74833804,1.0858029,0.9716978,0.64026886,1.2954237,1.0560471,1.1005292,1.1565063,1.0563381,0.89784986,0.99090314,0.94317174,1.0318787,0.79235053,1.2876418,1.2917417,1.0622227,0.80628645,1.0588194,1.3929276,0.20943308,0.8359231,0.47668254,1.0983851,1.1903806,1.0114667,1.0001725,1.255803,1.0547802,1.1209643,0.82534134,0.0,1.2026483,1.0120976,1.0147028,1.0766867,1.1837822,1.0078369,0.7391547,0.8773974,1.3667139,0.99551934,1.1183208,1.0702579,0.04326558,1.0076183,1.1481093,1.0227212,0.92083955,0.91006553,0.8973713,0.7033857,1.1060582,1.2521992,1.1138082,1.1326771,1.2242094,1.1366138,0.39539325,0.88165694,1.1612744,1.2884116,1.3781385,0.96050143
scissors,1.3925626,1.0052819,0.43485802,1.5005541,0.72387326,0.6584611,0.8840192,0.94571483,1.4930401,1.2363853,1.4123509,0.7854191,1.1542438,1.465281,1.0172468,1.3839623,1.2673697,1.2500648,0.45611537,0.74694467,1.2406281,0.7907788,0.83459693,0.70400596,0.66862553,0.6985568,0.5295125,1.0104551,1.2309597,0.88160837,0.43342972,1.0680227,1.1941202,1.137711,1.210464,0.81317806,0.8827448,1.0962342,0.85389227,0.43984306,1.4762275,0.6534523,0.9504492,1.28728,0.9179697,1.2098725,0.959005,0.90344334,0.91063523,0.9768253,1.2494913,1.3873966,1.0025383,0.75381434,0.5294969,0.80514055,0.44575214,0.97116524,1.0815707,1.4815035,0.90213597,0.9417848,1.2415801,0.82783484,1.2898172,1.3123281,1.3928508,0.4585325,0.78219366,0.9243665,1.1444331,1.4023501,0.6064455,1.1718732,0.5801617,0.9836024,0.5973023,1.029782,1.1887937,1.0894914,0.97849625,1.4705089,1.2256154,1.2442185,1.4663942,0.58467484,0.7742846,1.0103692,0.9665678,0.897912,1.10857,1.2933636,1.427779,1.3583083,1.4063362,0.42184722,0.63297206,0.9547006,1.0070683,1.1016073,0.68394864,1.0004787,0.7931036,0.9646608,0.6193979,1.0673802,0.9867893,0.65808034,0.63087255,0.5266796,0.77646065,1.0099158,1.2026483,0.0,1.4497894,1.0899416,1.3112302,0.42339778,1.4026062,1.269696,1.3468556,0.601779,1.1465336,0.65295404,1.2643545,1.2385154,0.46415353,0.94257635,1.1017294,0.51694584,1.120188,1.3858442,1.4212816,0.5699887,0.8951833,0.7906819,0.83029485,0.57329714,0.66288686,1.3137374,1.1020473,0.59641945,0.49596095,0.5056818,1.2834392
shirt,0.75974506,1.1266229,1.4327738,0.36586797,1.396088,1.4239645,1.3029509,1.1337276,0.60906065,0.9159683,0.5099479,1.1277547,0.79726124,0.63465655,0.99838567,0.5372267,0.8545073,0.91064215,1.4200485,1.4369293,0.9047726,1.3189912,1.1700596,1.2960647,1.2702132,1.3159832,1.296507,1.123536,0.7598133,0.85512143,1.4779629,0.805246,0.45254564,1.175935,0.90486896,1.2564833,1.332591,0.76342845,1.2973254,1.4786041,0.5668355,1.3812115,1.3358792,0.8108916,1.0199114,0.7627918,1.1401207,1.062125,1.1020691,1.1140571,0.83861655,0.4808209,1.0334244,1.307924,1.2939657,1.1133097,1.3968937,1.2511439,0.97327363,0.64389694,0.9753023,0.87597203,0.8369838,1.2933515,0.60161495,0.75321364,0.6583143,1.3019873,1.2793162,1.0679392,0.7224514,0.15871787,1.4682862,0.5155124,1.4603965,0.9043483,1.4376812,0.982321,0.8964887,1.2258387,1.1652632,0.6289402,0.7685116,0.7427135,0.81724316,1.3756938,1.2736825,0.74297154,1.0976609,1.317042,0.8855285,1.0740609,0.21941769,0.25986445,0.81035805,1.44175,1.364426,1.1675708,1.0230315,0.96545213,1.3015978,1.1020546,1.1547359,1.28128,1.3548008,1.0333656,1.1650356,1.1295437,1.4362352,1.431649,1.1295631,0.93245494,1.0120976,1.4497894,0.0,0.9174369,0.36515212,1.4964447,0.6601168,0.88229555,0.7331412,1.3014095,0.9222151,1.4254217,0.7705606,1.0341877,1.5100693,1.1406809,0.7866136,1.4352458,0.6951139,0.18947661,0.6489376,1.4943368,1.1192704,1.3156829,1.0744935,1.2358189,1.4547017,0.8390966,0.94777477,1.2197796,1.2472026,1.3466318,0.6789155
shoe,0.96676606,0.9601554,1.254779,0.87045264,1.1915425,1.176546,1.0827159,0.97242296,0.9718519,0.9862736,0.9487444,1.1391785,0.9317741,0.93123597,1.040279,0.82895845,0.8843939,0.9439721,1.0898021,1.1808385,0.97960335,1.143909,1.0198586,1.060455,1.0353359,1.025895,1.014694,1.0874156,0.9265236,0.9643247,1.1226857,1.1167202,1.0170648,1.080395,0.86534536,1.2350461,1.0860444,0.8763231,1.1885555,1.2004343,0.9820219,1.1100798,1.06762,0.8319743,0.8499461,1.00234,1.0501673,0.8742986,1.0621495,1.1448224,0.9579615,0.95232517,0.9604019,1.1650481,1.1132772,1.0403448,1.0131499,1.0081414,0.9898472,0.8709922,0.9784926,0.7089699,0.966289,0.98362833,0.8868757,0.9649384,0.7993681,0.99479365,0.92964995,1.0406872,0.99625814,0.92240417,1.1188142,0.8105839,1.0783168,0.97767246,1.1724223,0.85866344,0.9695128,1.0546019,1.1542451,0.75774145,0.8262041,1.0031344,0.98133016,1.1914747,0.96337503,0.9708049,1.0439653,1.3023092,0.94440186,0.9199911,0.85915834,0.83248496,0.9885967,1.023097,1.0263672,0.90218633,1.0921733,1.012614,0.992849,1.058177,1.073057,1.1681862,1.0378263,0.90683365,1.2071697,0.80143607,0.96114844,1.1942426,0.95242643,1.0608304,1.0147028,1.0899416,0.9174369,0.0,0.8323108,1.1186347,1.0205429,0.99650455,0.8871195,1.0923381,0.93773186,1.1542444,0.8243556,1.0276607,1.0939394,0.94846046,0.9932406,1.2559867,0.7401205,0.9451266,1.0050111,1.1927875,0.92018807,0.790943,0.86883783,0.94471353,1.1159401,1.0207412,1.0687894,0.9635143,1.0515262,1.0333056,1.0726392
shorts,0.9871315,0.8603229,1.2995263,0.49178112,1.3789611,1.2608025,1.3011124,1.1591644,0.8498143,1.0277474,0.7256843,0.8679302,0.7350056,0.8569312,1.1300709,0.61374414,1.0277337,1.0826277,1.3707345,1.420972,0.94343674,1.0871335,0.878118,1.2447221,1.2325325,1.1442657,1.2821825,0.8355094,0.89325476,0.5752432,1.4408926,0.8779051,0.64830714,1.0527478,1.0367602,1.1209983,1.2234112,0.6996349,1.1900371,1.3247873,0.8393011,1.3080163,1.3845494,0.8872896,0.9615742,0.8563615,0.86730176,0.63400006,0.923919,0.922278,0.9812911,0.8434464,0.76845455,1.2589753,1.3184994,0.88484854,1.3112087,1.2822084,0.8659882,0.96845734,0.8841041,0.6131153,0.94474703,1.1548867,0.6864809,0.9293961,0.63384026,1.0733509,1.1821878,1.1578108,0.8528323,0.42992002,1.4026957,0.4610864,1.3539338,0.9362513,1.393752,0.78461766,0.87028825,1.1752584,1.1838866,0.60385656,0.95887744,0.6563748,0.8692971,1.2730236,1.1048095,0.44340718,0.9825465,1.2306755,0.98580176,1.1236176,0.48750353,0.14805102,1.0111724,1.1951628,1.1109896,1.0716575,0.86711323,1.0977545,0.958909,1.0980978,1.1920253,1.3746285,1.3521123,0.74568605,1.0403205,1.0526553,1.2459722,1.3008176,1.1762482,1.1389985,1.0766867,1.3112302,0.36515212,0.8323108,0.0,1.3949064,0.93764234,0.9765614,0.90895355,1.0388851,1.1504941,1.388388,0.43842334,1.0989405,1.4790415,1.0796832,0.9492223,1.2461787,0.6567403,0.53277,0.98949474,1.3986335,0.8554575,1.1168959,1.0306519,0.9446947,1.4382852,1.113233,1.117484,1.2657721,1.0262676,1.0247821,0.93181664
shovel,1.426754,1.0126336,0.49077606,1.4804906,0.6726944,0.68415046,0.8697088,0.8785776,1.3079445,1.2453269,1.3900031,0.67830527,1.1627728,1.4666529,1.0579699,1.5306661,1.3166931,1.2373991,0.40991127,0.5647507,1.185108,0.802888,0.84266263,0.65833205,0.7528088,0.6280709,0.6735717,1.0864569,1.2506014,0.9111032,0.40188646,1.0113432,1.2773685,0.89881855,1.1407143,0.7128388,0.7762092,1.1033857,0.81347734,0.4336182,1.4164429,0.5180745,0.6349076,1.31132,1.0824081,1.148339,0.8425606,0.88154817,0.9813383,0.8823309,1.2604597,1.3842653,1.088484,0.8274956,0.6931585,0.87193614,0.3136757,1.0263518,1.1879847,1.4137356,1.0704908,1.0503744,1.2381291,0.9338968,1.3492486,1.2454758,1.4216228,0.58572793,0.85105586,1.0318187,1.2649406,1.4875547,0.50123584,1.3054495,0.17649138,0.9871444,0.5075552,0.9283067,1.2688888,0.9381107,0.7845731,1.5359424,1.3538043,1.3218344,1.4248631,0.59372556,0.6575031,1.171575,1.053116,0.8437124,1.0041206,1.2048244,1.4869325,1.4594841,1.2423669,0.46115583,0.48371542,0.9804378,1.1404142,1.1315994,0.62994,1.128869,0.8511306,0.7650751,0.5921024,1.0577724,1.0347,0.8926878,0.53517586,0.6294632,0.7514119,1.0848945,1.1837822,0.42339778,1.4964447,1.1186347,1.3949064,0.0,1.2854545,0.96945524,1.3979123,0.6446993,1.085935,0.4160928,1.300106,1.1622735,0.1731382,0.98796904,1.1953269,0.6304242,1.3509872,1.4395093,1.3265169,0.59696907,0.92226976,0.8570238,0.84209776,0.6153386,0.70022416,1.1821058,1.0872594,0.80081606,0.52859116,0.6255126,1.2636919
shower,0.8127715,1.2618364,1.4253402,0.6681049,1.3368144,1.3974948,1.2822806,0.7459669,0.22074497,0.7713499,0.31499743,1.2719605,0.69915736,0.74595004,1.1042452,0.60021806,0.8397684,0.85821986,1.2442038,1.2415773,0.69570357,1.4192109,1.1816047,1.1032577,1.2649056,1.0055605,1.0211486,1.3510363,0.6736175,0.7705038,1.3052331,0.52755773,0.8004706,1.0955994,0.7123677,1.3020239,1.2559242,0.71545994,1.320121,1.4560773,0.20609683,1.1796068,1.1213326,0.87115043,1.1688565,0.43081707,1.0951753,1.2184103,1.2836714,1.3294818,0.7163546,0.7068122,1.31316,1.3167651,1.249522,1.3248603,1.4297533,1.2964103,1.1108339,0.3620063,1.2418069,1.3018715,0.69678205,1.4026928,0.91667664,0.7475834,1.0050049,1.4082935,1.2932502,1.0928375,0.64513856,0.63991857,1.2150133,0.7821559,1.2088743,0.6783492,1.1291108,1.0931704,1.0737932,1.1836808,0.9014956,0.95858896,0.8540093,1.0194652,0.93214643,1.3867507,1.1558771,1.278644,1.2217464,1.3560507,0.66217196,1.0569509,0.62937164,0.7800415,0.75689757,1.5111904,1.4473836,1.1662154,1.2614938,1.0967228,1.1984046,1.2104136,1.0495803,1.0871663,1.1821674,1.2139945,1.3219768,1.1049455,1.1611855,1.4227655,0.8143272,0.9626396,1.0078369,1.4026062,0.6601168,1.0205429,0.93764234,1.2854545,0.0,0.6850256,0.51286244,1.4291538,0.7223735,1.2191125,1.1240505,0.9998867,1.3024346,1.1257246,0.9387386,1.4484489,0.70294523,0.70293623,0.49589455,1.4221525,1.3313296,1.348419,1.3703102,1.2052879,1.410311,0.7303144,0.78653455,0.9454098,1.0015881,1.4702187,0.22897094
sink,0.93483996,1.2310594,1.4396648,0.847136,1.2438684,1.1622009,1.066835,0.7353157,0.315292,1.0568233,0.68336606,1.2309453,0.7687166,0.9597477,1.0782474,0.89027923,0.9761417,0.9797944,1.0170102,0.6586398,0.6455817,1.252734,1.1736593,0.66874886,1.1886933,0.6103886,1.1624986,1.247529,1.0482091,0.82869786,1.2327086,0.7473961,0.95009065,0.6977631,0.77516747,1.2116468,1.2033473,0.81462735,1.3000118,1.4180397,0.60001224,0.66023433,0.61852556,1.0642419,1.1854011,0.754599,0.98563784,1.1425691,1.3412282,1.1901284,0.843622,0.9664095,1.3018298,1.2821949,1.2765121,1.4073886,1.0727341,1.1914686,1.012766,0.6480208,1.3525171,1.0459071,1.0284188,1.1199083,1.1304266,0.8282771,0.9780541,1.3831869,1.2443812,1.1012756,0.80105734,0.8833527,1.0679027,0.8899357,1.0014579,0.7686578,1.0447358,1.087401,0.8784197,1.0396718,0.6907894,0.9233927,1.0540403,1.1386381,0.84728026,1.4054544,0.7754606,1.2150457,1.3602645,1.2381164,0.50655764,1.1745157,0.87765414,0.94806373,0.7132832,1.3639708,1.2607757,1.0771146,1.0991746,1.0901083,1.218594,1.0329937,0.98329973,0.6574513,1.1437737,1.2510746,1.2306907,0.9956517,1.012663,1.372071,0.78907835,1.0759066,0.7391547,1.269696,0.88229555,0.99650455,0.9765614,0.96945524,0.6850256,0.0,0.7108875,1.411052,0.73916787,0.99688065,1.1537721,0.6795848,0.9238156,1.2127429,1.0633569,1.3846819,0.9337893,0.88756716,0.5434408,1.1250879,1.4005905,1.281219,1.1402593,1.010383,1.2948399,0.4778813,0.93889695,1.1334515,1.054435,1.457174,0.81939435
slide,0.6446677,1.2755408,1.4966373,0.65128255,1.2966332,1.2457031,1.1247308,0.8616507,0.38686,0.79869235,0.37753403,1.2927928,0.6319315,0.5658437,1.0053116,0.47263306,0.50554186,0.6530132,1.3386552,1.2095547,0.62237644,1.42993,1.1913078,1.0878633,1.3496279,1.0921528,1.2399838,1.1297472,0.8396772,0.9246864,1.4995428,0.8256475,0.75337833,1.183383,0.7563188,1.3322954,1.3101275,0.78982574,1.3625562,1.445853,0.31196618,1.2375627,1.1012566,0.83570075,0.9264935,0.66636825,1.0810049,1.1723073,1.2676885,1.3296119,0.7428911,0.8017687,1.2329421,1.2214713,1.3446286,1.279434,1.4658252,1.0587541,1.0002469,0.5141453,1.2220877,1.1680051,0.7811214,1.1264929,0.93065137,0.78050315,0.8711289,1.3562644,1.3216864,1.0400038,0.6464659,0.667774,1.3706231,0.7122493,1.3551494,0.66394293,1.3049183,1.218012,0.9271173,1.1411813,0.9815435,0.625993,0.71468574,0.97749287,0.88111126,1.4218931,1.247436,1.104965,1.2238287,1.2621818,0.801772,0.9453169,0.6208656,0.7338594,0.6639957,1.4561307,1.3630538,1.0512736,1.1416913,0.9915047,1.3675973,1.0781791,1.137459,0.99521196,1.2362252,1.2787998,1.2470362,0.99815035,1.2926972,1.4677826,0.9721407,0.98482144,0.8773974,1.3468556,0.7331412,0.8871195,0.90895355,1.3979123,0.51286244,0.7108875,0.0,1.4508592,0.7949929,1.3580843,1.05586,0.9163167,1.4381087,1.0243903,0.9542597,1.4296242,0.60653156,0.73666847,0.44428498,1.3675032,1.3116165,1.2120047,1.150722,1.3583616,1.1199054,0.5928402,0.89759445,1.0946707,1.1030419,1.4539185,0.5896267
slipper,1.3587849,0.70754087,0.33957958,1.4116073,0.7259476,0.7326687,0.91531533,1.2430751,1.5254014,1.1632931,1.4594984,0.40577495,1.1437937,1.4184085,0.9291912,1.4683181,1.2858639,1.2583675,0.75651413,0.8615297,1.3099153,0.564948,0.7483517,1.0895414,0.7350645,1.0188581,0.70479786,0.6622127,1.1638938,0.9847562,0.59410846,1.394525,1.2861602,0.88737744,1.2905127,0.5263319,0.8736048,1.2626892,0.62922204,0.22896767,1.5629907,0.9319716,1.2105931,1.2013302,1.087486,1.4331806,0.6503228,0.7254235,0.6120561,0.54505324,1.3279209,1.3335083,0.5784311,0.54448855,0.8161826,0.46911377,0.6130036,0.884819,1.1245986,1.5372422,0.64281166,0.81058747,1.1726121,0.7726518,1.1082577,1.3247817,1.1914983,0.49948317,0.64237034,1.0220711,1.3590237,1.380916,0.83897734,1.2317196,0.6147461,1.3146904,0.79377353,0.9212351,1.2290806,1.0944499,1.1709356,1.3703585,1.122065,0.9479032,1.296199,0.33053488,0.96477675,0.7218499,0.70016503,0.6621332,1.3512542,1.1259186,1.3964076,1.1904744,1.4074521,0.23209536,0.35383213,0.98724604,0.6966975,0.97761786,0.49525714,0.9910689,1.194783,1.0728738,0.9010661,0.70204437,0.7600515,1.1143954,0.64739597,0.5036456,1.2239914,1.2003926,1.3667139,0.601779,1.3014095,1.0923381,1.0388851,0.6446993,1.4291538,1.411052,1.4508592,0.0,1.2480756,0.74794817,0.7550792,1.3784112,0.6910793,0.94753945,1.1636658,0.48735613,1.299293,1.3847797,1.564138,0.51862407,0.48568237,0.6034906,0.77153456,0.76445174,0.6079261,1.5174161,1.2401183,0.84898335,0.8236697,0.25293374,1.4053922
snow,0.942768,1.2185271,1.193045,0.96105933,1.1493212,1.2448312,1.0459251,0.9162792,0.61990964,0.81737816,0.66384685,1.0846254,0.89277637,0.8740379,1.0595628,0.8334755,0.9193645,0.96358114,1.1476071,1.0156025,0.97373027,1.3037318,1.0898303,1.0986531,1.0511171,0.9938619,1.1331866,1.2259889,0.6710676,1.1059037,1.0325817,0.88627154,0.91135365,1.1120921,0.3688811,1.1816556,1.0099909,1.1086149,1.1400586,1.1162043,0.67463773,1.0985528,0.96543205,0.9842762,1.242286,0.93697023,1.1267649,1.2438598,1.1894196,1.2409008,0.69805276,1.0023044,1.2059487,1.0579925,1.1289508,1.2150269,1.0264307,1.1183755,1.0444117,0.6286882,1.1624643,1.2126403,0.7648977,1.0935968,1.0628012,0.99571747,1.0805032,1.2959319,1.0614504,0.96370053,0.97563726,0.9739672,1.135354,0.9444089,0.9695429,0.9507446,0.9263654,1.0496302,1.0861961,0.98007613,0.9703363,1.0406768,1.0173271,1.0148923,0.90588355,1.1608466,1.0791664,1.2052482,1.2183958,1.1920875,0.71625316,1.0181395,0.8575505,1.0147175,0.8785444,1.1433632,1.0901561,1.1540365,1.1183735,1.0069255,1.1477418,1.0695238,1.1693944,0.9371965,1.0374311,1.2380674,1.1827796,0.9671103,1.079058,1.2176906,0.9664058,1.0549148,0.99551934,1.1465336,0.9222151,0.93773186,1.1504941,1.085935,0.7223735,0.73916787,0.7949929,1.2480756,0.0,1.0791454,1.2056515,0.9673487,1.0318626,0.9918251,0.972219,1.179178,1.0336006,0.9916935,0.8178808,1.1070658,1.2576399,1.0492676,1.0362427,1.1690675,1.2044649,0.7975918,0.8302542,1.0249225,1.1219287,1.1873268,0.8345988
soap,1.326594,0.9313927,0.53624386,1.4018552,0.43877947,0.5492107,0.7503689,1.0109797,1.2623124,1.1970837,1.3679714,0.8474884,1.2355728,1.3506583,0.9801004,1.4777243,1.2044086,1.1455514,0.49584913,0.47938234,1.223517,0.6866195,1.0980175,0.73316437,0.8119408,0.8187744,0.71983415,1.0768026,1.2824574,1.1203643,0.44603324,1.1898922,1.2670946,0.80274653,1.140359,0.64028406,0.8750199,1.1764054,0.7369514,0.6109752,1.3690484,0.60862136,0.5787536,1.2423158,1.0920004,1.2118782,1.0466068,1.0089275,1.036752,0.7105204,1.2143862,1.2665025,1.081978,0.86754596,0.8006979,0.8983788,0.61728764,0.9350408,1.1314806,1.3723022,1.1197215,0.9869481,1.2543678,0.79392505,1.3641019,1.2190232,1.3829637,0.630777,0.83655673,0.97293323,1.2695112,1.4344031,0.4983859,1.3063511,0.48027486,1.1971589,0.44955742,1.0807327,1.1717758,0.8038587,0.66097426,1.4228885,1.2519482,1.3252641,1.2711515,0.5251224,0.5989613,1.3086206,0.9921942,0.6594093,1.1165867,1.0477179,1.4340031,1.4091431,1.0580457,0.6863929,0.7873857,0.84156615,1.1946388,1.0668365,0.72420996,1.0973339,0.9520132,0.7034396,0.6042285,1.0656334,0.87566525,1.1402432,0.6227676,0.5846528,0.9332763,1.1144472,1.1183208,0.65295404,1.4254217,1.1542444,1.388388,0.4160928,1.2191125,0.99688065,1.3580843,0.74794817,1.0791454,0.0,1.3162774,1.0806175,0.4172157,1.0874985,1.1953073,0.6694779,1.4399323,1.3586857,1.3117445,0.38129592,0.9633367,0.9249825,0.96915543,0.71862614,0.57206523,1.1493449,1.072179,0.7950302,0.8839464,0.7844397,1.305906
sock,1.1033782,0.5205282,1.0705608,0.73811585,1.1743997,1.036971,1.1633995,1.2604886,1.1167113,1.1229023,1.1078541,0.8485701,1.0010369,0.9484498,1.1184026,0.98672634,1.1194931,1.1316913,1.3142426,1.3568158,1.1104655,0.85324097,0.8716533,1.2720281,1.2166955,1.24809,1.2515973,0.4920625,1.0496013,0.91015846,1.2874515,1.1756614,1.0026559,0.9207492,1.0939144,0.9714703,1.0343188,1.0033872,0.9787978,1.0209489,1.1457207,1.2981042,1.3458092,1.0108365,1.0804192,1.106103,0.75141966,0.7706588,0.56794834,0.65190846,1.0371705,0.8515831,0.30026877,1.0771635,1.2114971,0.63829273,1.0677437,1.1491327,0.9430693,1.0866574,0.65704274,0.7084708,1.0569496,0.9603177,0.6559822,0.980558,0.45007992,1.0251335,0.8137505,1.2004256,1.0202439,0.8487233,1.2889849,0.8742563,1.265863,1.097772,1.3292885,0.7649288,0.87942684,1.0944769,1.2403041,0.6744119,1.0679862,0.53945,0.8354923,0.9609142,1.2196476,0.43481112,0.62643063,1.018413,1.2294154,0.9847292,0.806847,0.61975706,1.1293012,0.867858,0.77646637,1.072185,0.71154374,1.0886518,0.9302454,0.9651182,1.2844446,1.3166466,1.3383995,0.5953418,0.8379232,1.1796925,1.1346923,1.0585387,1.3071421,1.2715275,1.0702579,1.2643545,0.7705606,0.8243556,0.43842334,1.300106,1.1240505,1.1537721,1.05586,0.7550792,1.2056515,1.3162774,0.0,1.0881137,1.3325894,1.0738722,1.0917712,0.992407,0.8987961,0.90096176,1.1784337,1.1481459,0.40384966,0.65834033,0.64956534,1.0967107,1.2284687,1.2016234,1.2118995,1.2369322,1.1620221,0.6892931,1.1515353
soup,0.84156525,1.1688068,1.1783475,0.8786421,1.0554627,0.9796655,0.9047295,0.9983136,0.8352939,1.0975375,1.0391936,1.2913187,1.0869831,0.89921314,1.0912691,0.9500702,0.90760446,0.9058228,1.1382594,0.60886234,0.9339643,0.8943443,1.2441134,0.9310502,1.0182505,1.0209643,1.2192109,0.9931791,1.1652851,1.2923199,1.2728231,1.0606005,1.1026046,0.69611347,1.0624999,1.0342228,0.97472703,1.0797588,1.0508624,1.3056155,0.9563008,0.90559196,0.671046,1.1000224,1.0852396,1.0677551,1.1941705,1.1813672,1.2634597,1.1290668,0.9633323,0.92094684,1.1211568,1.0982394,1.0578169,1.3149295,1.1768416,0.9492115,0.87482285,0.87870514,1.2354306,1.1006265,1.1594801,0.95523083,1.0889957,0.7642722,0.86034656,1.3483415,1.1340476,1.033194,0.957467,1.0011077,0.9780799,1.0167049,1.1852227,1.0232034,1.1915072,1.2153753,0.29245758,0.7459898,1.0952929,0.7837998,1.1033133,0.99629825,0.5937909,1.2672397,1.0583475,1.12844,1.1439884,1.0433061,0.9062294,0.98268515,0.9884305,1.0582082,0.8112997,1.2955794,1.2842499,1.0545112,0.8130202,1.0751299,1.3625221,0.2918895,0.8338542,0.45509803,1.0603452,1.177404,1.0088637,1.038225,1.255762,1.061915,1.1298503,0.8579132,0.04326558,1.2385154,1.0341877,1.0276607,1.0989405,1.1622735,0.9998867,0.6795848,0.9163167,1.3784112,0.9673487,1.0806175,1.0881137,0.0,0.9715672,1.1578674,1.0371106,0.96643037,0.9458894,0.93387866,0.7053835,1.0597823,1.2685035,1.1323096,1.1511166,1.2213717,1.1522208,0.41258645,0.87709624,1.1814325,1.303708,1.365916,0.9789628
