,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,duck,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
blanket,0.54953945,1.2307278,1.5421176,0.5165417,1.4530205,1.4378036,1.2435187,0.94949704,0.51658034,0.6377532,0.22793353,1.2168936,0.554476,0.4242233,1.0755556,0.0,0.52348155,0.612744,1.452078,1.4302973,0.731247,1.4338458,0.9190568,1.2484258,1.1649657,1.1872944,1.3148125,1.1988363,0.60374236,0.7874358,1.4926953,0.7768089,0.465757,1.300925,0.7207302,1.4064423,1.3023877,0.71129465,1.3085445,1.5079685,0.36807358,1.3918866,1.2845389,0.65488577,0.8486027,0.75214,1.1821172,1.0312546,1.3453723,1.4374609,0.60100424,0.8446813,1.3035221,1.1985842,1.2823658,1.3391039,1.5291756,1.0789282,0.7778042,0.61285996,1.2677733,0.90794754,0.64505893,1.1542964,0.89608073,0.85134614,0.82185477,1.3351309,1.2844884,0.9677803,0.781569,0.41869116,1.4391553,0.40717733,1.4170632,0.8224921,1.4255295,1.0039709,0.932479,1.2115109,1.1183199,0.59221816,0.7793027,0.99786824,0.9168952,1.5523026,1.0445116,0.95947665,1.3385987,1.39277,0.8772659,0.94403875,0.3864879,0.44499433,0.5879157,1.4926689,1.4424148,1.0789065,1.1443548,1.009587,1.1040423,1.0826952,1.078163,1.1981313,1.3355412,1.1825631,1.278846,0.9073557,1.4281156,1.552836,1.1254306,0.95363146,0.9219659,1.3839623,0.5372267,0.82895845,0.61374414,1.5306661,0.60021806,0.89027923,0.47263306,1.4683181,0.8334755,1.4777243,0.98672634,0.9500702,1.559948,0.9930931,0.7752283,1.4548162,0.4737438,0.5353416,0.5465747,1.549873,1.3852761,1.2940218,1.2573748,0.9959485,1.3364874,0.7424882,0.8906591,1.2108549,1.1671853,1.4922127,0.67216575
boat,0.6243645,1.2079395,1.3001506,0.8513729,1.0916455,1.1305165,0.88703215,1.0030183,0.7603111,0.83908355,0.6285562,1.2024199,0.8989545,0.4357379,0.95918065,0.52348155,0.0,0.44866467,1.2805363,1.147663,0.7365296,1.274606,1.0756948,1.1424992,1.1814033,1.1912415,1.201547,1.148944,0.950707,1.1883707,1.3191593,1.0551766,0.6436438,1.2134142,0.9305798,1.1956261,1.1781187,0.93233323,1.1503198,1.2329185,0.633208,1.2388827,1.0263511,0.95201457,0.8367591,0.97363454,1.1416515,1.1890225,1.2382048,1.2158098,0.80139405,0.90893894,1.1981962,1.1233196,1.1225846,1.2375884,1.3355732,0.86562324,0.8747004,0.7087513,1.1778239,1.0712105,0.88958913,0.9361087,1.010934,0.86502725,0.94103986,1.1443814,1.2224128,0.99886966,0.90459573,0.74210376,1.2451866,0.8374814,1.2648866,0.90241915,1.2922244,1.2301342,0.9605536,0.9955929,1.0925332,0.739337,0.7259168,1.0847377,0.94036853,1.2934228,1.1734746,1.1097571,1.2508389,1.0886643,0.91565335,0.8251436,0.7539146,0.89361864,0.60053647,1.2810832,1.2522873,1.0496608,1.0777428,0.90929735,1.2502891,0.9634288,1.0714487,0.9653705,1.1550639,1.1822598,1.0885154,0.8863185,1.2246039,1.2721171,1.1406089,0.9158157,0.8675754,1.2673697,0.8545073,0.8843939,1.0277337,1.3166931,0.8397684,0.9761417,0.50554186,1.2858639,0.9193645,1.2044086,1.1194931,0.90760446,1.3260401,0.930509,0.8727782,1.2602351,0.7926987,0.81809294,0.696234,1.1912576,1.2777457,1.1518403,1.0662296,1.2232974,0.7934659,0.71652675,0.94712,1.0708989,1.2386401,1.3697578,0.8918466
book,0.46481663,1.1866138,1.2851291,0.88721716,1.1582639,1.2357209,0.96811867,0.92106044,0.84333515,0.91980904,0.73099536,1.1981068,0.96444976,0.27788734,0.79946166,0.612744,0.44866467,0.0,1.165552,1.0990219,0.5475635,1.244321,1.1070821,1.1440209,1.0394473,1.1567692,1.0982084,1.1978693,1.0909759,1.1697991,1.2393429,1.0975194,0.6982832,1.2269258,0.9680185,1.1651171,1.1755819,0.9202607,1.1189471,1.1854471,0.68534243,1.2119585,0.9805171,0.85203284,0.76681805,0.98296756,1.0354712,1.1394666,1.2064745,1.3064046,0.95740527,0.9137891,1.1808401,1.0601332,1.0766836,1.1962898,1.2498626,0.7889174,0.9786035,0.80951047,1.1839978,1.1234708,1.0400441,0.97057873,1.0404841,0.88410294,0.9045197,1.1948748,1.1931007,0.82013494,0.9117047,0.7586908,1.1833568,1.0326089,1.213823,0.88221806,1.2097864,1.2230811,0.92600924,1.1033039,1.075044,0.8805058,0.79539406,1.0988548,1.0146531,1.2895902,1.095277,1.1792685,1.2592924,1.1404908,0.941204,0.83889526,0.81315804,0.9946657,0.22366035,1.1877719,1.1710446,1.0166502,1.117782,0.89251846,1.2257161,0.98528326,1.030421,0.90623677,1.126138,1.264818,1.1577991,0.88943785,1.0390404,1.2624841,1.0218608,0.8632786,0.8639299,1.2500648,0.91064215,0.9439721,1.0826277,1.2373991,0.85821986,0.9797944,0.6530132,1.2583675,0.96358114,1.1455514,1.1316913,0.9058228,1.2585894,0.98646694,0.9529169,1.2613971,0.90237606,0.7829447,0.7661891,1.1863158,1.2362567,1.0749247,1.0217643,1.2135447,0.84935087,0.7354734,0.907372,1.0244638,1.1921719,1.355902,0.9008291
bottle,1.3693452,1.0519265,0.5556463,1.3841666,0.6968576,0.68158907,1.0696245,0.76209325,1.3249469,1.2856557,1.3785337,0.7890066,1.2011833,1.414488,1.1066735,1.452078,1.2805363,1.165552,0.0,0.5621473,1.0677748,0.8750083,0.9718485,0.2910955,0.8110324,0.50306195,0.5920831,1.1954997,1.3319278,0.8863028,0.44364107,1.0380644,1.2588634,0.95037603,1.1955614,0.90548164,0.93605685,1.0016979,1.0195421,0.56096625,1.360533,0.25881708,0.6906183,1.3341573,1.0183827,1.0727532,0.9894734,0.99145615,1.0097461,0.9530728,1.2307215,1.3072634,1.144711,1.030291,0.69735,0.9479917,0.57982916,1.1416224,1.0503702,1.2454985,1.0810719,1.0751436,1.3148828,0.9201383,1.3404434,1.0921445,1.4164624,0.5750779,0.8938917,1.0128483,1.1590166,1.3969221,0.2550115,1.2389203,0.50034183,0.89988244,0.5556543,1.0110786,1.1157655,1.0050986,0.5431999,1.4812543,1.257076,1.3598901,1.3688161,0.61903685,0.7002274,1.2316629,0.9988062,0.8850646,0.9438469,1.2305751,1.4323726,1.4114816,1.2691928,0.62453336,0.8103957,1.0427454,1.1968694,1.1465812,0.72471344,1.1560968,0.7309648,0.8507696,0.589124,1.1814085,1.0966295,0.85457575,0.52426064,0.6590306,0.6075618,1.0355959,1.1641066,0.45611537,1.4200485,1.0898021,1.3707345,0.40991127,1.2442038,1.0170102,1.3386552,0.75651413,1.1476071,0.49584913,1.3142426,1.1382594,0.45205802,1.0711663,1.1906959,0.7423406,1.2430813,1.3490517,1.1537163,0.63154024,0.9941056,0.97007066,0.93862945,0.63051283,0.7035773,1.1395983,1.0601617,0.6982696,0.45848662,0.7035405,1.2113528
bowl,1.2902625,1.0906436,0.6782781,1.376694,0.6335728,0.61050427,0.7959603,0.8540796,1.1117595,1.2942436,1.3749154,0.930011,1.2325613,1.2651792,1.063498,1.4302973,1.147663,1.0990219,0.5621473,0.0,1.0293013,0.7375995,1.1778809,0.49668968,0.92687607,0.61744833,0.813422,1.0992835,1.4035316,1.2125793,0.66459125,1.1937232,1.3111792,0.52677596,1.111323,0.7407058,0.90461564,1.1843928,0.9073865,0.75113624,1.3319988,0.30020177,0.30098647,1.4468126,1.1753101,1.2808089,1.0626906,1.0952576,1.1362519,0.82807744,1.2164154,1.2846537,1.136406,0.96920705,0.87824976,1.0829244,0.65326905,1.0120265,1.0228314,1.1700875,1.1380776,1.0862855,1.37486,0.711246,1.4273472,0.9574648,1.2973986,0.88134897,0.9376447,1.1075892,1.22614,1.436923,0.57690215,1.2839385,0.6725555,1.1894709,0.62146544,1.23176,0.8006333,0.75334775,0.80883825,1.3076093,1.2927467,1.2289352,1.0959704,0.71317583,0.69275194,1.262548,1.0608015,0.7486079,0.992891,1.142346,1.4190171,1.4566793,1.0519754,0.78896713,0.9351579,1.024955,1.0199653,1.117869,0.95803213,0.6943483,0.9058185,0.20868027,0.78543943,1.133258,0.97319895,1.0445632,0.74569595,0.6903542,0.98047006,1.1148487,0.65797096,0.74694467,1.4369293,1.1808385,1.420972,0.5647507,1.2415773,0.6586398,1.2095547,0.8615297,1.0156025,0.47938234,1.3568158,0.60886234,0.4026307,1.1011372,1.2309837,0.72314906,1.3210738,1.3133202,0.9833381,0.38052285,1.1517516,1.0125769,1.024348,0.9120976,0.69622993,0.6183709,1.0060014,0.8934703,1.016179,0.92437965,1.2633919
box,0.7814286,1.2389534,1.387883,0.9028876,1.283526,1.2458026,1.1113174,0.504241,0.5536561,1.0535684,0.6374399,1.2237904,0.72618157,0.7585246,0.97655654,0.731247,0.7365296,0.5475635,1.0677748,1.0293013,0.0,1.1736021,0.93812835,0.83300996,1.1690341,0.632302,1.0785096,1.210069,1.1005993,0.6717924,1.2974763,0.8348306,0.799258,1.1223475,0.9317157,1.1969631,1.2271599,0.5758276,1.1859748,1.3655739,0.5095292,1.0183364,0.949305,0.9463976,0.84121555,0.6889443,0.6352295,1.0272803,1.3143601,1.318983,1.0813925,0.99404293,1.3231025,1.2542955,1.1326845,1.2938385,1.3599548,1.0441523,1.0022243,0.747982,1.2511718,1.1189752,1.0424247,1.0422055,1.0978105,0.9561156,1.0342771,1.1846102,1.3475001,0.98137504,0.8124365,0.7860893,1.0756418,0.9695972,1.1656727,0.5668541,1.184618,1.1284926,0.9465964,1.202767,0.82840145,0.93157995,0.8311999,1.1284193,0.9777033,1.4517686,0.94561404,1.1431732,1.3426988,1.2457924,0.6645989,1.0285056,0.9086925,0.9277427,0.58241785,1.3115891,1.2385167,1.0853847,1.0696406,0.9828809,1.058509,1.0831925,0.916474,0.9050051,1.2042792,1.2058655,1.198895,0.6408313,0.82239413,1.3212612,0.7250748,0.9429722,0.8876791,1.2406281,0.9047726,0.97960335,0.94343674,1.185108,0.69570357,0.6455817,0.62237644,1.3099153,0.97373027,1.223517,1.1104655,0.9339643,1.2664943,1.1017482,1.0139657,1.2876654,0.780239,0.8414291,0.6134542,1.2690268,1.3519151,1.1988325,1.2511972,1.0149188,1.0757049,0.7063252,0.97264385,1.0532309,0.86000746,1.4022732,0.75722545
bread,1.2645108,0.71638393,0.6093706,1.3101178,0.6984908,0.6953577,0.68179506,1.1376921,1.4713533,1.2290634,1.5432796,0.87339723,1.3363156,1.3161142,1.0323479,1.4338458,1.274606,1.244321,0.8750083,0.7375995,1.1736021,0.0,0.9538564,1.0344597,0.9156353,1.0308595,0.9030913,0.61177063,1.2874599,1.1357968,0.7850127,1.369168,1.2996993,0.6585601,1.3450937,0.28368592,0.9152763,1.1686636,0.2854842,0.73363376,1.520433,0.93289804,0.8322785,1.116192,0.95550764,1.3133538,0.771219,0.91519946,0.770912,0.51161325,1.2568444,1.2362077,0.6952139,0.8581799,0.8840991,0.7003545,0.81968856,0.90211886,0.9788926,1.4241785,0.80388725,0.84157646,1.268139,0.7864127,1.0775402,1.1945878,1.0162356,0.7109877,0.86699694,1.0043865,1.3107913,1.3474762,0.6562393,1.2856001,0.93253285,1.3108306,0.936188,1.1034195,0.76678693,0.80970836,1.1678513,1.1010743,1.2174435,1.0052428,0.7560376,0.60418916,0.92588633,0.86097515,0.74478126,0.50457096,1.1999903,0.960198,1.3993495,1.1962872,1.2648861,0.66965586,0.75291735,0.9501816,0.6837876,1.0700985,0.7729633,0.68463206,1.01164,0.8476439,0.80094916,0.7126451,0.4310345,1.0843701,0.8067366,0.561137,1.1691647,1.084557,0.8930445,0.7907788,1.3189912,1.143909,1.0871335,0.802888,1.4192109,1.252734,1.42993,0.564948,1.3037318,0.6866195,0.85324097,0.8943443,0.7822701,1.0612803,1.1996799,0.55993116,1.287718,1.3238407,1.348984,0.5741192,0.6828633,0.76693916,0.9552681,0.91178197,0.76099485,1.209089,1.2463667,0.95257235,1.0590367,0.58144945,1.4055896
broom,1.1264645,0.91750234,0.92439824,1.2478745,1.1199782,0.9974618,1.0260412,0.9446556,1.1819972,0.9500205,1.031194,0.78206027,0.78009385,1.1820767,1.0604732,0.9190568,1.0756948,1.1070821,0.9718485,1.1778809,0.93812835,0.9538564,0.0,0.9875098,0.8298079,0.86986434,0.9188044,0.815305,0.88563013,0.6330663,0.842461,0.907146,1.014419,1.0388263,0.9734802,0.8983246,0.7477769,0.8996094,0.84549755,0.78975886,1.0846794,1.020361,1.1406406,0.97279054,0.95363784,0.9305858,0.73187256,0.75632966,0.9259211,1.0463314,1.1306632,1.29954,1.0561702,0.8487078,1.0132607,0.90560883,0.9055817,0.9792901,0.87459624,1.1521156,0.99794745,0.99870723,0.93914425,0.9639542,1.0489526,1.2175541,1.185677,0.8656769,1.0062128,1.039065,1.1413993,1.124492,0.8759612,0.99108565,0.7920298,0.86933875,0.96452457,0.6964414,1.1857386,1.1018423,0.95396817,1.0900283,1.0182153,1.0221895,1.1433825,1.0543205,0.9304693,0.84344333,1.1024276,1.0021615,1.1155998,1.0166533,1.1641937,0.97159547,1.2246646,0.772539,0.6905383,1.0090789,0.8138472,1.0420169,0.53473175,1.1368124,1.0733105,1.2109262,1.0627521,0.856912,0.9088954,0.8606313,0.79358435,1.0225064,0.97984296,1.1578176,1.2463334,0.83459693,1.1700596,1.0198586,0.878118,0.84266263,1.1816047,1.1736593,1.1913078,0.7483517,1.0898303,1.0980175,0.8716533,1.2441134,0.9545537,0.9227052,1.0324154,0.8445604,0.91446793,1.19585,1.277071,1.0774462,0.9585873,0.8895259,1.1096407,0.5921828,1.0058386,1.3415207,1.0812726,1.0366296,0.6990839,0.8167041,1.1416082
bucket,1.2278531,1.1216767,0.9676306,1.2408497,0.8814881,0.76079667,1.0583142,0.54450524,1.0089327,1.2503664,1.1960135,1.1270272,1.0234699,1.3109384,1.1057754,1.2484258,1.1424992,1.1440209,0.2910955,0.49668968,0.83300996,1.0344597,0.9875098,0.0,0.9267601,0.31239247,0.80425096,1.189071,1.3269236,0.85453993,0.80108356,0.91574925,1.1667228,0.7807729,1.0579795,1.0921723,1.0170207,0.9118493,1.165176,0.9669596,1.1106877,0.1636349,0.5410127,1.3268148,1.0157092,0.99472874,1.0344805,1.061856,1.1852301,1.105415,1.1250615,1.2678092,1.2303065,1.1050438,0.86589646,1.1464623,0.7747023,1.1478417,0.9512972,0.9892747,1.2483523,1.0145326,1.2762768,0.82399553,1.3510733,0.923307,1.2758598,0.8957221,1.0252614,1.0729934,1.0025966,1.25296,0.396518,1.0494362,0.80184877,0.77446073,0.7660947,1.0199524,0.9989528,0.96506053,0.48309875,1.2302486,1.1487406,1.3374615,1.1783074,1.0077622,0.6481649,1.2660601,1.1724508,1.0571821,0.8000988,1.1923453,1.2799737,1.2841139,1.138084,0.9427754,1.052026,1.0346378,1.1622262,1.1173813,0.9597452,1.0815681,0.68877065,0.81218696,0.7813556,1.2074684,1.1261028,0.7605126,0.73421603,0.92685485,0.60037446,1.0438898,0.97280014,0.70400596,1.2960647,1.060455,1.2447221,0.65833205,1.1032577,0.66874886,1.0878633,1.0895414,1.0986531,0.73316437,1.2720281,0.9310502,0.6648538,1.1430717,1.154184,0.9861575,1.044856,1.2217494,0.95126015,0.769719,1.1993153,1.0806035,1.014272,0.6776686,0.8770839,0.91710126,1.028321,0.8764377,0.6673192,1.0509585,1.0956074
butterfly,0.98041755,0.9591921,0.7644758,1.3470042,0.85252976,0.9123727,0.88169307,1.002309,1.3097677,1.0339459,1.2433112,0.91554594,1.1015936,1.2382166,0.8148819,1.1649657,1.1814033,1.0394473,0.8110324,0.92687607,1.1690341,0.9156353,0.8298079,0.9267601,0.0,0.920537,0.8145545,1.0702395,1.0980873,1.0565608,0.6493431,1.1309049,1.1844312,1.1037314,1.108672,0.83809346,0.88252985,1.1621121,0.8207675,0.6900416,1.2735815,0.94087523,1.0261414,0.96690094,0.99060774,1.2466216,0.9441683,0.89594424,1.0341748,1.0991224,1.1975317,1.2513285,1.0936741,0.4919101,0.7768963,0.93364626,0.6997285,0.55574936,0.99661064,1.3479828,1.0345849,0.9592181,1.082156,0.8916949,1.1873134,1.1509371,1.3198118,0.76886535,0.7259715,0.58484626,1.2363468,1.2850641,0.8134749,1.1776854,0.7449022,1.1289153,0.7980269,1.0126139,1.119649,1.0588396,1.0588338,1.3150624,1.0743239,1.2175422,1.2153995,0.8266664,0.89566314,1.0761275,1.1100767,0.96286637,1.0832639,0.9891266,1.3376796,1.294911,1.1078609,0.6973575,0.77054864,0.82843864,0.8977779,0.9291742,0.7956966,0.9277809,0.9406435,0.9832974,0.8232912,1.0967033,0.9394725,0.91615903,0.77411336,0.70151293,1.0034274,0.91093403,1.043822,0.66862553,1.2702132,1.0353359,1.2325325,0.7528088,1.2649056,1.1886933,1.3496279,0.7350645,1.0511171,0.8119408,1.2166955,1.0182505,0.71180236,0.9529129,1.0608103,0.7261092,1.2467241,1.2707057,1.3080786,0.8077232,1.0394692,0.9008003,1.0469269,0.7626479,0.78025615,1.2185838,0.9855663,0.8614699,0.9246399,0.7779181,1.2046282
can,1.3223935,1.1157491,0.99849296,1.2119575,1.0686532,0.88751906,1.1088393,0.52487105,0.8840514,1.2311262,1.0470062,0.9597131,0.8067762,1.3551924,1.1309537,1.1872944,1.1912415,1.1567692,0.50306195,0.61744833,0.632302,1.0308595,0.86986434,0.31239247,0.920537,0.0,0.7389986,1.1944193,1.2728393,0.52441365,0.7893679,0.7135934,1.1306427,0.83975875,0.9211291,1.1268485,1.0774127,0.7748599,1.179754,0.93788946,1.0058042,0.41011453,0.7188196,1.2857392,1.0606595,0.8275639,0.77266514,0.9674158,1.1597779,1.1846333,1.1871777,1.3389051,1.1948532,1.1215497,0.943607,1.1715975,0.743808,1.2505133,1.0446419,1.1316836,1.208837,0.9680046,1.2636566,1.0124247,1.3544977,1.1389918,1.2838607,0.8547702,1.0458485,1.0531963,1.014625,1.2524883,0.6170182,1.0229557,0.66671467,0.68513703,0.7166555,0.89587426,1.1342604,1.1147199,0.5574401,1.3912297,1.240723,1.3254088,1.293223,1.0620111,0.5431753,1.2207831,1.206282,1.1474285,0.59720755,1.3262191,1.2837818,1.2509406,1.0858107,0.83210033,0.89743507,1.0289419,1.096891,1.1666507,0.7561319,1.1353185,0.780006,0.8333914,0.86728734,1.160191,1.1965591,0.6036258,0.6060635,0.9979027,0.48752946,1.198494,1.0390248,0.6985568,1.3159832,1.025895,1.1442657,0.6280709,1.0055605,0.6103886,1.0921528,1.0188581,0.9938619,0.8187744,1.24809,1.0209643,0.65989727,1.1324062,1.1676924,0.99836206,1.0253375,1.2544308,1.0076677,0.8951167,1.1874042,0.9977684,1.0757725,0.54015315,1.048536,0.96907896,1.0313739,0.78067565,0.52334344,1.0090864,0.949726
car,1.3139616,1.1205283,0.6528278,1.3571601,0.846975,0.8484551,1.0786145,0.80744636,1.2227736,1.160275,1.2568234,0.87530667,1.0830493,1.3356509,1.0061573,1.3148125,1.201547,1.0982084,0.5920831,0.813422,1.0785096,0.9030913,0.9188044,0.80425096,0.8145545,0.7389986,0.0,1.1451656,1.1890337,0.834079,0.57783973,0.95023274,1.2383853,1.0094919,1.1527934,0.960101,0.9531454,0.9227018,1.0151981,0.6652812,1.2437593,0.77180856,0.9481714,1.2202811,0.9325536,0.9408665,0.97589993,0.96235317,1.025473,1.0629748,1.2962637,1.2061472,1.0971727,0.8887874,0.74137825,0.96673924,0.6973624,1.05779,1.178444,1.1976357,1.0379028,1.1432884,1.2159512,1.0322605,1.1806545,1.1773126,1.3622277,0.7223464,0.880972,0.9933282,1.1204214,1.2866049,0.6706711,1.2069733,0.67773277,0.94300276,0.6351048,1.0105141,1.2158343,1.0685891,0.902248,1.4872596,0.9930941,1.2513306,1.2952175,0.74726295,0.83972955,1.2651592,1.0250088,1.0111375,0.9437395,1.1594616,1.3052708,1.2982149,1.2367744,0.6479674,0.84377325,0.99002767,1.0638626,1.0601771,0.6993103,1.0391989,0.83222026,0.97451633,0.7292552,1.0762267,1.0839096,0.85883445,0.59937865,0.746351,0.66377896,1.0335395,1.2007396,0.5295125,1.296507,1.014694,1.2821825,0.6735717,1.0211486,1.1624986,1.2399838,0.70479786,1.1331866,0.71983415,1.2515973,1.2192109,0.63267434,1.092365,1.0786405,0.7530203,1.0464882,1.264286,1.2377194,0.7887905,1.0281819,0.87032217,1.0681095,0.7213595,0.8257358,1.2230922,0.98042536,0.14761806,0.6289863,0.7605094,0.87852395
carrot,1.1584244,0.730129,0.7540941,1.098583,0.8014808,0.6712196,0.7863443,1.3215344,1.3315613,1.125511,1.3701191,0.84727895,1.0592663,1.1155292,0.9939916,1.1988363,1.148944,1.1978693,1.1954997,1.0992835,1.210069,0.61177063,0.815305,1.189071,1.0702395,1.1944193,1.1451656,0.0,1.1281012,1.1301786,1.0707407,1.312254,1.2397684,0.7848935,1.1319761,0.7265619,0.76447916,1.2713474,0.64002573,0.738847,1.3556707,1.1610833,1.1810051,1.1537368,1.0560693,1.255886,0.8079944,0.8980868,0.59839416,0.5637573,1.1829668,1.0670966,0.43840957,0.75799024,1.0721574,0.6287295,0.98352695,0.929193,0.8843205,1.2253189,0.7587849,0.85456455,1.1217189,0.7279675,0.8764402,1.1504967,0.7342274,0.9556412,0.7943381,1.162397,1.1652194,1.2306633,1.0510421,1.084409,1.090947,1.2097495,1.1358397,0.8632388,0.91496485,0.78922844,1.1757795,0.7713427,1.0459074,0.60645545,0.7737003,0.7166147,1.1292136,0.6377827,0.5865405,0.42766404,1.345052,0.8657337,1.1461799,0.99810994,1.2319813,0.70835567,0.6862303,1.0740736,0.6031072,1.0756092,0.96309555,0.801033,1.2594922,1.1144123,1.2311404,0.68165463,0.3997432,1.2446306,1.0833212,0.7975968,1.3497717,1.2632668,0.9599536,1.0104551,1.123536,1.0874156,0.8355094,1.0864569,1.3510363,1.247529,1.1297472,0.6622127,1.2259889,1.0768026,0.4920625,0.9931791,1.1377286,1.091992,1.0559086,0.552798,1.0725254,1.221205,1.3394561,0.8420696,0.5100751,0.61425376,0.724133,1.0571793,0.82230794,1.2247792,1.2221342,1.2304404,1.1669518,0.6232097,1.3302739
cat,0.8013233,1.0423905,1.1750895,0.8161239,1.2319578,1.3027523,1.2185491,1.0688995,0.6928817,0.29086226,0.48151672,1.0094403,0.8035917,0.86863947,1.064749,0.60374236,0.950707,1.0909759,1.3319278,1.4035316,1.1005993,1.2874599,0.88563013,1.3269236,1.0980873,1.2728393,1.1890337,1.1281012,0.0,0.97388095,1.1146778,0.7861111,0.817927,1.1701764,0.68190646,1.1997961,1.0435154,1.0040808,1.1285175,1.2130433,0.66498893,1.3634312,1.3360987,0.44944876,1.1160132,0.85585856,1.1856997,1.0277569,1.1768452,1.1583846,0.48884034,0.9246751,1.1717293,0.9893361,1.2472782,1.1178726,1.2686273,1.0974741,1.0002818,0.68092716,1.0513234,1.1518824,0.14102584,1.2204831,0.84254855,1.0574119,0.9662687,1.2107955,1.099215,0.8552596,0.920458,0.80300164,1.2862378,0.7767949,1.0955372,1.0962601,1.0888395,0.88902265,1.2293888,1.1530368,1.1684697,0.89106864,0.85648227,0.8913563,0.99271744,1.1655519,1.2895765,1.0056845,1.1048319,1.146524,0.9897344,0.8646227,0.6835824,0.7531073,1.0362297,1.2761469,1.2217184,0.9472439,1.0807782,0.91520894,0.979465,1.2148174,1.2350416,1.2824743,1.1445963,0.8717869,1.1984545,1.1790159,1.2579862,1.2558277,1.1344042,0.9933307,1.1972424,1.2309597,0.7598133,0.9265236,0.89325476,1.2506014,0.6736175,1.0482091,0.8396772,1.1638938,0.6710676,1.2824574,1.0496013,1.1652851,1.267769,0.82930505,0.69981396,1.2085954,0.90694296,0.8669363,0.8422709,1.335403,1.1448257,1.1630024,1.2272031,1.2203411,1.3393556,1.0657061,0.9101344,1.1437439,1.1149846,1.1560849,0.7597017
chair,1.1645479,1.0692863,1.1783323,0.87251186,1.3457558,1.1518543,1.3595169,0.64160407,0.7736442,1.0801251,0.6797092,0.9148925,0.53424054,1.2330043,1.1787025,0.7874358,1.1883707,1.1697991,0.8863028,1.2125793,0.6717924,1.1357968,0.6330663,0.85453993,1.0565608,0.52441365,0.834079,1.1301786,0.97388095,0.0,1.0222074,0.5610542,0.8243181,1.1019328,0.9606217,1.1774467,1.2018182,0.3829174,1.2256968,1.1289314,0.696363,0.9394918,1.2138995,0.9835264,0.96337265,0.53859496,0.6240679,0.6797521,1.1138853,1.1730244,1.1214473,1.1572523,1.1600153,1.2654123,1.1395516,1.0766202,1.0755557,1.3461676,1.0028359,1.0431031,1.138271,0.8708595,1.0089614,1.2671108,1.0521201,1.1425877,1.1422291,0.8004049,1.1840423,1.0829873,0.7530376,0.77044094,0.9817285,0.6975883,0.9124383,0.51968306,0.97613287,0.7530697,1.2080647,1.3555346,0.80968547,1.1310313,1.0555462,1.1314967,1.2165399,1.2411944,0.81907105,0.8968607,1.2014085,1.3374753,0.77597696,1.3160245,0.90335536,0.6855853,1.1490595,1.0058776,0.9652284,1.0242301,1.0754743,1.2164986,0.5562123,1.3680353,0.9755854,1.2757435,1.0608497,0.94079095,1.2393619,0.6696763,0.76858586,1.2386087,0.57323617,1.1633008,1.2889161,0.88160837,0.85512143,0.9643247,0.5752432,0.9111032,0.7705038,0.82869786,0.9246864,0.9847562,1.1059037,1.1203643,0.91015846,1.2923199,1.058241,1.1316983,1.1211541,1.191778,0.693506,0.9096401,0.9901624,1.2929288,1.1041445,1.1633409,1.2301123,0.5448637,1.3233324,1.1918781,1.1165617,0.914172,0.3267405,0.98806274,0.7332661
