,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
carrot,1.1577923,0.871034,0.85120916,0.91882247,0.98853433,0.8604741,1.0980825,0.93263316,1.2060776,1.234546,1.0701238,0.6703642,0.854188,1.1413102,1.0971127,1.0105999,1.0799434,1.1278588,1.0413406,1.1316068,1.0784017,1.0140179,0.95510334,1.1116126,1.0148603,0.980231,1.0836242,0.0,1.0378455,1.0168829,0.99046195,1.0151861,1.1448402,1.122131,1.2186632,0.94640136,1.133074,0.78524387,1.1008795,1.0135274,1.1365131,1.1166086,0.98520637,0.99916106,1.0864275,0.99298656,0.8497462,0.8453504,1.1801692,0.9036133,1.0022401,0.73814845,0.6954042,1.0403078,0.99967724,0.96324027,1.0632029,1.0585837,0.8564588,0.97587734,0.95220476,0.91393596,0.8834455,0.8954222,0.96511626,1.114651,1.156476,1.0871639,1.0777699,0.93696094,1.0757262,1.0076107,0.9055286,1.0426568,0.9747861,0.83867955,0.84916735,0.8985776,0.76871157,0.89513487,0.8461185,1.0453643,1.1792859,1.1211756,0.9443741,1.1792126,0.81164753,0.8379302,0.9747629,0.89659625,0.7277639,1.1071224,1.0991113,0.99072313,0.92336375,0.8371844,1.0564911,1.0051997,0.93439394,1.0766125,0.9019711,1.0763552,0.9484335,1.0708835,1.1074355,1.04145,1.0034187,1.1550089,1.1129029,1.0779905,0.8509915,1.1616037,0.86556053,0.9513987,0.9256857,1.0585107,0.74744856,1.1020437,1.0651941,1.1892645,1.0753355,0.7698641,0.7956481,1.0535744,0.8611834,1.1074286,1.1540755,1.2103882,0.9651632,0.93041515,0.9275917
cat,0.9482484,1.1868075,1.0679749,1.0317447,1.1051642,0.9619595,1.1186247,1.1031286,0.92925024,0.523982,0.95980924,0.81044054,1.0392013,0.9719432,1.0494146,0.93859416,1.2143639,1.1711519,1.078503,1.2361641,1.2588692,0.8788621,0.9660997,1.281256,1.0448561,1.0556071,1.0907521,1.0378455,0.0,1.1571525,0.96918607,1.0269909,0.80137503,1.0885777,0.9676139,1.0440555,0.97663325,0.9970733,1.1463677,1.1250875,1.0091689,0.9107175,1.2059335,0.8921264,1.0768068,0.99706274,1.0522808,1.076163,0.46338677,1.0550821,0.9885498,1.151879,0.8133638,1.0354468,1.1484833,0.7983041,1.036929,1.007265,1.002087,1.1668645,1.3052955,1.0729327,1.1118507,1.1228479,1.0966555,1.1358466,0.86778224,1.1396458,0.9090114,0.8613609,1.0204293,1.003952,1.1748152,1.1304044,1.0531008,0.95895046,0.9787291,0.9821676,0.93981117,1.1172012,1.0167655,1.1590251,0.585189,0.9417859,0.8863867,1.0737778,0.9718109,1.1185386,0.91705626,1.1444887,0.8760777,0.9686427,1.1256897,1.0779266,1.0093061,1.2217686,1.2136428,1.0894562,0.9171986,0.82848436,1.0411065,0.85708994,1.045554,1.222183,0.91232216,1.2146636,0.8906361,0.5424545,0.94757545,0.9970835,0.9610427,0.5044909,1.0885608,1.1147494,1.0674067,1.1405959,1.0907326,1.1774766,1.0516407,1.0370342,1.275181,1.0833652,0.89636457,1.1099364,0.9823767,1.3317438,1.140697,0.82942677,1.0418233,0.87300473,0.834147
chair,1.0861791,1.2879663,1.2828281,0.98531175,1.3315026,1.2409396,1.3036417,0.8356276,0.59864646,1.2376676,0.65910834,1.0338196,0.44559962,1.1787474,1.040321,0.8348582,0.87769717,0.95294714,1.0422257,1.0083053,0.67451346,1.2201737,0.7643797,0.808835,1.1467042,0.57349956,0.78068733,1.0168829,1.1571525,0.0,0.96364594,0.49575055,1.263622,0.554227,0.94636977,0.41872782,1.1196983,1.1919427,0.33614522,1.0413512,1.1037802,1.1037682,1.0408013,0.44172204,0.6132848,0.92954636,1.2701635,1.3230662,1.1087054,1.2813227,1.1936436,1.3384436,1.1629921,1.0094128,1.1511358,1.0710567,1.213581,0.8531027,1.2391951,1.2158592,1.2125102,1.1243389,1.2161195,1.2433602,0.9646577,0.6694735,1.1069869,1.103614,1.0189261,0.69619334,0.42898297,0.8153658,0.9258346,1.136621,1.3136866,1.2178277,1.3898128,0.7389633,1.2885654,1.4211308,1.2664379,0.59473866,1.2172132,0.99275595,0.95547813,0.89032257,1.1506399,1.057229,1.0237827,1.043465,0.7274295,1.0503403,0.8113419,1.0838462,1.138504,1.1318394,0.648363,0.70008576,1.3043625,0.4235778,0.97699785,0.9578246,1.0116264,1.0189711,1.0308193,0.99962986,0.9860158,0.7781407,0.6682708,0.8424392,1.24953,1.0465957,0.95852953,1.1130929,1.0612901,0.7438626,1.2086699,0.31701165,0.99466854,0.5975048,1.066987,1.3605168,1.3171246,0.98699176,0.7264958,1.0435238,0.873183,1.1548121,0.43050826,1.1887372,0.88037044
clock,1.4900193,0.99124694,0.5681289,1.4454215,0.47652626,0.51695585,1.2062489,0.59747744,1.3978212,1.1564143,1.457921,0.5902518,1.3715409,1.2297213,0.80651045,1.5107571,1.1057229,1.0877924,0.37639034,0.5307286,0.9636462,1.2177782,0.6979844,0.5171293,0.7627398,0.5613641,0.5011002,0.99046195,0.96918607,0.96364594,0.0,0.9090467,1.2474312,1.0880641,1.144638,1.3416877,1.4408178,0.49605417,1.2651443,0.40231216,1.005314,1.2173591,1.1596699,0.9556347,1.2320797,1.2937331,1.1260847,0.6557597,1.0940084,0.74259627,1.3299145,1.1101464,0.5633781,0.37889397,1.0585583,0.59495187,0.9824439,1.1590995,0.74593186,1.0544659,1.0214245,1.2137613,1.4212731,0.5851227,0.9609191,1.0335038,1.3431016,0.789578,1.5221503,1.1152598,0.6607952,0.3403738,1.4495894,1.512589,1.2927544,1.2632115,0.69074553,0.5599913,0.98797464,0.9705332,0.5858694,1.0395817,1.1553173,1.5262733,1.475935,1.3338932,0.6151637,0.687685,1.3102202,1.3089756,0.6902996,1.2592307,0.6373482,0.26231122,1.0631847,0.87120193,1.028546,0.7068284,0.7209418,0.98799115,0.6587938,1.2337898,1.3842015,1.3553662,1.4348743,0.982423,1.474334,0.9204882,1.1153224,1.2768798,0.58478934,1.0829974,0.6748004,1.0738151,0.7309674,1.020254,0.8128401,1.1527984,1.4324422,1.374423,0.5673692,0.87049395,0.99418247,1.2882853,0.65508807,0.69864523,1.0395737,1.0419494,0.651088,0.59528595,0.22234452
closet,1.1306903,1.2621877,1.0452231,1.0069468,1.0994301,1.0744276,1.2118137,0.9769974,0.8169379,1.2669888,0.8972318,1.0452721,0.76467025,1.0752245,1.033768,1.050917,0.90497124,0.96585095,0.9450457,0.9523286,0.62291974,1.1697282,0.7715851,0.8121035,1.0455235,0.549618,0.89042866,1.0151861,1.0269909,0.49575055,0.9090467,0.0,1.30668,0.61924434,1.1066968,0.6397524,1.1156057,1.1523228,0.55858296,0.9751927,0.96623856,1.0686686,1.0002929,0.13449234,0.6601985,1.0171914,1.2158852,1.2040999,1.1205752,1.1220943,1.1165965,1.2521935,1.1832783,0.9082646,1.1039559,1.1194136,1.2034645,0.96125895,1.1753964,1.3164828,1.1578963,1.0299907,1.136388,1.1695381,1.0093943,0.856979,1.1680608,0.82593524,1.203747,0.84799504,0.56909066,0.7268128,1.0059202,1.2288588,1.2076633,1.2122691,1.24495,0.8231664,1.2314441,1.2532027,1.185381,0.6122655,1.1896642,1.1176996,1.1535059,0.9438136,1.204364,1.1586813,1.0407087,1.0462718,0.87756574,1.113752,0.86676574,1.0846173,1.0091301,1.003946,0.93204236,0.82880276,1.1707332,0.4163878,0.9779046,1.0013158,1.0370482,1.0959859,1.0589921,1.0913059,1.1548703,0.6807072,0.8502431,1.045306,1.1763422,1.0025947,0.9717572,1.1651282,1.1007402,0.7879634,1.0989649,0.69877875,1.1350464,0.74200165,1.0190842,1.2449554,1.235442,1.0855302,0.8676734,1.0065845,0.8548826,1.0799489,0.55918026,1.0162727,0.86482275
coat,1.0511092,0.7095623,1.138094,0.79986995,1.1708523,1.1225747,0.97865117,1.2160645,1.0568612,0.58745956,1.0097281,0.9928827,1.1056336,0.93187726,1.2479067,0.9143009,1.2355584,1.2393688,1.188714,1.2630296,1.3164973,0.8900457,1.0564325,1.2821203,1.1506672,1.2268493,1.2264918,1.1448402,0.80137503,1.263622,1.2474312,1.30668,0.0,1.2241386,0.9537213,1.14714,0.90712047,1.031936,1.2452956,1.1938802,1.0101689,1.1565835,1.2617285,1.2151309,1.1252953,1.012425,0.6687027,1.0298353,0.6711862,1.004563,0.8990574,0.66481674,1.0309513,1.2241663,0.939522,1.0343812,1.1796206,1.0717132,0.81497645,0.99382997,1.1537185,1.0010698,0.76755047,1.0209812,1.11086,1.2352321,0.7739425,1.2111197,0.67541695,1.0256938,1.1822987,1.2277039,1.0068183,0.95067346,0.7226567,0.8976108,0.87137544,1.0504606,0.57038426,0.76556194,1.0453163,1.2034154,0.8105287,0.7333005,0.641346,1.1138626,0.9456792,0.99453324,0.8379868,1.1594968,1.0991644,0.9784005,1.2192839,1.1895345,1.0686153,1.1702678,1.0937583,1.2283889,0.9654649,1.0938115,1.0475876,0.94503486,0.6351699,1.0634847,0.68028104,1.0300839,0.63908756,1.0039194,1.0612552,0.9946591,0.95450056,0.8136134,1.1970816,0.9208962,0.938481,1.2261819,1.1178495,1.2399064,0.7218505,1.1660929,1.2258397,0.7327034,0.7963977,0.9624502,1.0402853,1.3792436,1.2130046,0.88404715,1.2352101,1.0244169,1.1898758
coffee,0.8857236,1.315758,1.2639716,0.8268981,1.259484,1.2346494,1.0833235,1.1129725,0.4447354,1.1771185,0.66881555,1.22192,0.58530366,0.93594354,1.0123562,0.82697546,0.83296937,0.88916063,1.10648,0.84953636,0.74853957,1.1296136,1.0063099,0.8218472,1.1582196,0.8218528,0.97198164,1.122131,1.0885777,0.554227,1.0880641,0.61924434,1.2241386,0.0,0.7836571,0.60049707,0.9465464,1.3244834,0.49744046,1.0541786,0.7683599,0.97099906,0.95436513,0.65636253,0.5673566,0.98865336,1.3139805,1.3812563,1.0984894,1.2505931,1.0228491,1.3832273,1.3020072,1.0879028,1.1253422,1.2120372,1.1321487,0.8974935,1.3672048,1.2260256,1.1539302,1.0324237,1.0736121,1.367921,1.1299568,0.79225063,1.051138,0.8311721,0.9855483,0.79601747,0.79507935,0.9800117,0.92589664,0.96118927,1.1460661,1.1548868,1.4137336,1.104756,1.3677077,1.3255063,1.3652611,0.58580184,1.1435934,0.92901146,0.9977974,0.71688974,1.321116,1.1727976,1.0108843,1.0699797,1.0662663,0.9674442,0.91914356,1.094038,0.93697035,1.0521812,0.9039995,0.93139887,1.2735937,0.5481206,1.2768242,0.96399224,1.079025,0.7625439,0.96216995,1.097382,1.0324018,0.8160825,0.48115766,0.8495827,1.3687837,1.0018592,1.1151654,1.1633482,1.1281798,0.796272,1.2014623,0.57462704,0.95700955,0.38570714,0.9481558,1.479579,1.2972497,0.84231687,1.0732025,1.004316,0.7264525,0.98403144,0.7860044,1.2004083,1.0173764
comb,0.820626,1.1098511,1.2886007,0.9226682,1.2724845,1.2821286,0.89486885,1.1451899,0.6682813,0.9191234,0.84014213,1.06543,0.7988647,0.8352306,1.0513415,0.79780126,1.0459214,0.8801237,1.2512786,1.0069655,0.95478565,0.95523405,1.0629594,1.0313003,1.1038156,1.0368037,1.2092223,1.2186632,0.9676139,0.94636977,1.144638,1.1066968,0.9537213,0.7836571,0.0,0.94491845,0.71491367,1.2064171,0.87554836,1.129678,0.7512964,1.0086023,1.0942997,1.0667725,0.78412485,1.0757931,1.0185207,1.2732581,0.9790256,1.0903379,0.9534033,1.1578299,1.2072794,1.2693278,1.0040154,0.9280658,1.0794027,0.96263677,1.1767297,1.0556843,0.9695238,1.021713,0.98068553,1.1980476,1.1168716,0.9358856,0.9363581,1.0780321,0.83079374,0.7837416,1.119875,1.2062495,0.9412975,0.8314749,1.0104116,1.0486296,1.266318,1.1986613,1.1184237,1.1661413,1.2590712,0.8134359,0.9002842,0.81952417,0.94103825,0.7412081,1.1494172,1.065666,0.9099028,1.0558752,1.2148764,0.87843287,1.136369,1.1120601,1.0435232,1.0911708,0.90605515,1.1243244,1.060723,0.92014545,1.2095507,0.86292523,0.9705599,0.702817,0.92675364,0.8965884,0.92076,1.0548291,0.71144795,0.9498863,1.2106705,0.90601015,1.1625013,0.86250925,0.98027295,0.9459854,1.203718,0.8573995,0.9372278,0.8107454,0.895777,1.2382493,1.1268797,0.87775606,1.1205243,1.166214,0.87516683,0.8919299,1.048629,1.1615494,1.0881987
couch,0.7705852,1.3548172,1.3621604,0.6677839,1.4287167,1.3704667,1.2062678,1.1751351,0.43317968,1.0375533,0.24620068,1.2668843,0.3336829,0.9974725,1.1409777,0.41055715,0.92966723,0.9883121,1.3270468,1.2771935,0.84761727,1.1256084,1.1481682,1.233097,1.2811794,1.0021695,1.0618099,0.94640136,1.0440555,0.41872782,1.3416877,0.6397524,1.14714,0.60049707,0.94491845,0.0,0.92055714,1.4854896,0.3974607,1.3767612,1.0714753,0.97401893,1.0221368,0.52658045,0.63445973,0.62937427,1.2076061,1.4054692,0.93182886,1.205903,0.8483832,1.3276782,1.358357,1.2588487,1.1434033,1.3288007,1.2219262,0.81220853,1.3739676,1.2501916,1.3122382,0.8342215,1.0376625,1.3591685,1.1013491,0.9657467,0.738162,1.172012,0.650509,0.8577303,0.92984164,1.1870955,0.64509046,0.87545335,1.1179577,1.0816846,1.3977106,1.1308416,1.3393028,1.3163114,1.3780766,0.692119,0.9920769,0.61219466,0.6235226,0.7427506,1.4285004,1.3435293,0.9491563,0.8977679,0.8357924,0.92305446,1.0673606,1.4261819,1.0949404,1.1481131,0.91815066,0.9661746,1.3431444,0.49631906,1.3078059,0.73481804,0.8600995,0.91592556,0.67976284,1.1495929,0.75109565,0.7539662,0.6823529,0.6086557,1.4283259,0.8894294,1.2769105,1.1746294,1.3884692,0.9569082,1.2263156,0.575151,0.615119,0.37663716,1.2837223,1.4094262,1.2392417,0.9337519,1.0685792,1.2738729,0.97974396,1.0571446,0.8378619,1.296658,1.1369729
cracker,0.45320117,1.0930138,1.3168055,0.7044216,1.329018,1.4119718,0.7619014,1.2577765,0.76985526,0.8093908,0.7578862,1.403461,0.9012503,0.6505832,1.0919024,0.60994375,1.0155952,0.94624627,1.3637731,1.2805209,1.0141925,0.4243557,1.2486849,1.2687442,1.1846734,1.3200531,1.3533864,1.133074,0.97663325,1.1196983,1.4408178,1.1156057,0.90712047,0.9465464,0.71491367,0.92055714,0.0,1.4155333,0.86496216,1.3883791,0.9637917,0.75152344,0.82130694,1.1063063,0.8546669,0.85439897,1.0460633,1.2409552,0.82528245,1.2364188,0.8695359,1.0787947,1.3613086,1.284436,1.0533335,1.1970949,1.0045285,0.9366,1.2698659,0.88028073,1.0045401,0.97105044,0.69708776,1.3335787,1.0516906,0.91551286,0.8420744,1.0436237,0.7320108,0.8438592,1.2485535,1.3219643,0.7923542,0.5208858,0.8997707,0.5241753,1.3031662,1.2841343,1.14015,1.1515257,1.3335683,0.9788789,0.7732575,0.65564346,0.85735726,0.6575167,1.3317826,1.2197884,0.8427593,0.8239408,1.3169348,0.854798,1.1642078,1.3758404,0.82120425,1.0480877,0.9097167,1.2032033,1.2062193,1.0705425,1.2359916,0.64550245,0.7395833,0.7374306,0.73984253,0.9224532,0.7669504,1.1426915,0.9061774,0.981625,1.3516546,0.9126917,1.31564,0.90793306,1.175699,0.98249876,1.1600199,0.923281,0.78253984,0.765365,1.2027314,1.2081617,1.1723857,0.7898085,1.2398982,1.2319841,0.9943391,0.95220983,1.2604747,1.2913089,1.4010072
crayon,1.5684509,0.77243686,0.44207227,1.4698054,0.4571277,0.39242202,1.1313818,0.44235587,1.5542674,1.2489672,1.5993989,0.28994203,1.2228615,1.3354781,0.98522925,1.5750154,1.2413566,1.1017325,0.35083038,0.6755941,1.1254891,1.1088899,0.60749114,0.7035122,0.7904874,0.6606488,0.5861032,0.78524387,0.9970733,1.1919427,0.49605417,1.1523228,1.031936,1.3244834,1.2064171,1.4854896,1.4155333,0.0,1.4660966,0.3765393,1.1574657,1.2980678,1.3072304,1.2168186,1.1714519,1.38798,0.7808215,0.3753171,1.2412293,0.74307156,1.3098953,0.6780317,0.2488553,0.47436678,1.004739,0.46312994,1.0096076,1.2280333,0.37194216,0.95541584,0.73337847,1.2804537,1.3147542,0.5303495,0.945696,1.0981516,1.4582736,1.0183518,1.4888868,1.0435147,0.8409451,0.590378,1.3752396,1.5427492,1.0449008,1.1114148,0.28778195,0.5641651,0.5252221,0.7661287,0.30896235,1.21965,1.322592,1.5684378,1.4044992,1.440604,0.10598278,0.2562722,1.1979761,1.2822549,0.6395599,1.3015856,0.8989026,0.44882435,1.1566484,0.88855416,1.194558,0.8536761,0.6238425,1.2908204,0.58034563,1.3786982,1.2642145,1.2890797,1.5153857,1.0580615,1.3848345,1.0889877,1.2978226,1.4039444,0.15386748,1.1550765,0.59506357,0.9701331,0.60854006,1.0864351,0.70794904,1.3954074,1.4818046,1.6301565,0.77567995,0.45152485,0.44239765,1.1816211,0.5837182,0.78754306,1.1768765,1.1302404,0.7732464,0.30723894,0.6962592
crib,0.71748644,1.4143608,1.4460186,0.8188751,1.4392391,1.4328021,1.0399443,1.2117842,0.3646955,1.0747722,0.3427006,1.3738378,0.35401618,1.0113451,1.0856664,0.626696,0.7797817,0.7156105,1.31866,1.1948318,0.6261747,1.1402293,0.9160934,1.081296,1.1056873,0.9452691,1.0022893,1.1008795,1.1463677,0.33614522,1.2651443,0.55858296,1.2452956,0.49744046,0.87554836,0.3974607,0.86496216,1.4660966,0.0,1.3642466,0.9556087,0.9584041,0.87328714,0.49753994,0.42884618,0.86732304,1.3297176,1.4476224,0.9951107,1.3600624,0.9466634,1.4269767,1.4557562,1.1652476,1.1711385,1.2983608,1.1245605,0.5888265,1.4757359,1.3007741,1.1282119,0.9282485,1.0323073,1.4446263,1.1018908,0.5893421,0.870015,1.0997189,0.8520371,0.89170814,0.653545,1.0754194,0.8103882,0.89813185,1.1903526,1.1181377,1.5524688,1.192214,1.4583459,1.4279191,1.4348263,0.64251167,1.0164634,0.7300176,0.92949605,0.53194606,1.438502,1.349541,1.0584614,0.9304931,1.1778866,0.80163574,0.8763329,1.3861372,1.0150928,1.1916146,0.70766175,1.0678391,1.4402515,0.5127949,1.2221378,0.84895945,0.985179,0.73141253,0.81714606,1.1065685,0.9941775,0.7957262,0.71808726,0.5789269,1.5394764,0.93900734,1.1768444,1.2330241,1.3085955,0.85500765,1.3065134,0.3887596,0.7608069,0.3304752,1.2216153,1.5478129,1.3751465,0.80750567,1.161388,1.0371333,0.8050492,0.96979076,0.7721511,1.3728538,1.0951786
cup,1.5680953,0.9210889,0.48108983,1.4230146,0.44712138,0.44591117,1.2161987,0.4440962,1.340956,1.2890527,1.5180699,0.5473238,1.2980795,1.272341,0.8649614,1.5339448,1.0378768,1.149832,0.1632883,0.19030929,0.88876605,1.2068388,0.8202845,0.2337184,0.9172515,0.42676723,0.54029906,1.0135274,1.1250875,1.0413512,0.40231216,0.9751927,1.1938802,1.0541786,1.129678,1.3767612,1.3883791,0.3765393,1.3642466,0.0,0.8406147,1.2636547,1.1848135,1.1009859,1.1843449,1.3843216,1.0204823,0.667748,1.254943,0.77363855,1.3443303,0.9618872,0.58377427,0.41262734,0.9938191,0.6589743,1.1042861,1.2198805,0.6398436,0.9685485,0.82748765,1.282876,1.3745422,0.63263863,0.96705055,1.0534322,1.4351029,0.62268037,1.5569991,1.1872625,0.81791556,0.5155137,1.392169,1.4587731,1.2056108,1.2177536,0.47228944,0.6086578,0.88553333,0.86123645,0.59767246,1.0297885,1.2915184,1.562272,1.4908329,1.4154911,0.5044998,0.6181381,1.2701483,1.29465,0.6882535,1.3217785,0.8202755,0.31599295,1.1082067,0.789317,1.173132,0.71614695,0.70209676,1.1215975,0.72023195,1.3213052,1.3550049,1.3363954,1.4839694,0.95861244,1.4918817,1.068354,1.0346419,1.3751457,0.3543908,1.1416296,0.480686,0.9933748,0.7779269,0.94614565,0.7651808,1.1918893,1.4550407,1.3636204,0.29338002,0.70056105,0.7456285,1.2858303,0.6849115,0.6268457,1.0861692,1.1119599,0.8013126,0.35459936,0.67560637
dish,0.9923439,0.9939465,1.0594893,1.0496137,1.0044497,0.98662513,0.80872744,1.123411,0.80645525,0.99928683,0.99415743,1.1721156,0.9789266,0.7578781,0.97105074,0.96256673,0.9806023,0.99934393,1.0963491,0.67828363,0.94532543,1.1448551,1.0456575,0.8168764,1.0628617,1.0582429,1.1677775,1.1365131,1.0091689,1.1037802,1.005314,0.96623856,1.0101689,0.7683599,0.7512964,1.0714753,0.9637917,1.1574657,0.9556087,0.8406147,0.0,1.0403194,0.9240956,1.0268738,0.9157571,1.1568241,1.0724312,1.1490223,1.0713241,0.99460024,1.02556,1.0985962,1.1423612,1.1699326,1.0560242,1.042469,1.0282259,0.96434736,1.175165,0.9916797,0.8187057,1.0646076,0.94823897,1.2007663,1.0665548,0.95073295,1.0627991,0.84894866,1.0149083,1.0990132,1.124845,1.0253847,1.1117148,0.8017843,1.0675995,1.1325374,1.1445812,1.0888134,1.1091394,1.0592724,1.16152,1.1140027,0.98942506,1.0222334,1.08997,0.90038306,1.2024225,1.1704758,0.9823802,1.114743,1.1530672,1.0386589,1.1129204,0.92403823,0.9324556,0.964368,0.99965787,1.121637,0.9565598,1.0952904,1.1463938,1.021977,1.0624957,0.8073799,1.0594012,1.0181652,1.1139616,1.0383416,0.74825543,0.9950924,1.1606342,0.9722076,0.9636931,0.9075864,0.9810758,0.8398837,0.98871017,0.95143783,1.0182031,0.93088853,0.54917735,1.1661018,1.1890751,0.83196443,1.071398,0.86270106,0.9802965,0.90463257,1.1650038,1.1155336,1.0114064
dog,0.4199531,1.2033535,1.2048547,1.0588121,1.133973,1.2343551,0.88859427,1.2296749,1.0416666,0.88738966,0.9530458,1.2789967,1.1526515,0.96286005,0.4612931,0.9113082,0.8021606,0.7705954,1.2240658,1.143192,1.0474703,0.7105918,1.1863444,1.1985073,0.837551,1.3262722,1.1762415,1.1166086,0.9107175,1.1037682,1.2173591,1.0686686,1.1565835,0.97099906,1.0086023,0.97401893,0.75152344,1.2980678,0.9584041,1.2636547,1.0403194,0.0,0.43146622,1.1520313,1.0992491,0.85556495,1.1514487,1.2056334,1.0361117,1.1294012,0.90253526,1.2475718,1.1254866,1.1201373,1.0170585,1.1724429,0.35148513,1.010494,1.2822247,0.75160563,0.9721454,0.914284,1.017781,1.0958384,0.7134219,0.9318968,0.77400434,1.0161084,0.99794424,1.1155379,1.1301005,1.2160561,0.93444145,0.6903516,0.9787948,0.6451423,1.262103,1.2590146,1.3253179,1.0889913,1.1882031,0.96888804,0.76413417,0.95102304,1.0221915,0.8331408,1.3202295,1.3161712,0.6373041,0.59879017,1.2524543,0.6813272,0.9636427,1.2249774,0.67942786,1.001134,0.9931357,1.057449,1.1261914,1.154557,0.9783426,1.0160005,1.089092,0.9127593,0.9646192,0.8948581,1.0219158,1.176734,1.1496627,0.9683616,1.2646263,1.1616967,1.2191365,1.0808579,1.1420349,0.92253745,1.0768213,0.8839476,0.9671491,0.8757527,1.1061018,1.2692161,1.1671162,0.94859004,1.2577934,0.8297964,0.8651426,0.9873753,1.2007098,1.250426,1.2373209
doll,0.57994306,1.0832459,1.1552498,1.0335332,1.0851225,1.2422907,0.7482904,1.1424298,1.1018101,1.0427318,0.9979149,1.3329805,1.1888397,0.8843204,0.56566024,0.903083,0.6723903,0.7351625,1.1837084,1.024677,0.8889944,0.7391155,1.1363429,1.0495249,0.7629112,1.284222,1.1935601,0.98520637,1.2059335,1.0408013,1.1596699,1.0002929,1.2617285,0.95436513,1.0942997,1.0221368,0.82130694,1.3072304,0.87328714,1.1848135,0.9240956,0.43146622,0.0,1.1582541,1.093803,0.95369875,1.1476631,1.1505183,1.1421132,1.2200589,0.95589983,1.1571794,1.247653,1.0964941,0.9074118,1.1913431,0.49241364,1.0191377,1.2892239,0.63966286,0.8354746,0.92398125,0.8493702,1.0494051,0.78813565,0.71711814,0.89297986,0.8938148,1.071366,1.2219036,1.0906245,1.1351986,0.9603466,0.5597746,1.0269877,0.7507046,1.3135743,1.1559258,1.2808211,1.0768107,1.1901115,1.0544782,0.8933115,0.9810754,1.1735642,0.8320714,1.3481444,1.2679615,0.94290787,0.63877004,1.208405,0.8007599,0.9320425,1.1328818,0.6495278,0.9372461,0.8927028,1.0005207,1.2287837,1.2277336,0.96819884,0.9792819,1.0707036,0.8628714,1.0606132,0.7551249,1.1486456,1.2471073,1.1978722,0.9582619,1.2973473,1.267026,1.1207844,0.909704,1.0082824,0.8015314,1.0858341,0.75947666,1.023509,0.8967718,0.95554495,1.2010676,1.3201677,0.898564,1.1468401,0.54564774,0.8223805,1.1085562,1.2270496,1.276264,1.2010996
door,1.1458074,1.2604245,1.1685413,0.9037994,1.2413808,1.1447241,1.2875345,1.0944188,0.6893659,1.1633242,0.7446613,1.0508665,0.637246,1.0672749,1.1505166,0.95151126,1.0159951,1.0314493,1.061109,1.1186814,0.75287175,1.164368,0.7483475,0.9651317,1.128991,0.55642796,0.9442293,0.99916106,0.8921264,0.44172204,0.9556347,0.13449234,1.2151309,0.65636253,1.0667725,0.52658045,1.1063063,1.2168186,0.49753994,1.1009859,1.0268738,1.1520313,1.1582541,0.0,0.5857457,0.9178726,1.2314404,1.2726498,0.9855449,1.1486038,1.0676924,1.2709191,1.2081646,0.99157864,1.155905,1.1411439,1.3203007,0.9071287,1.1980721,1.4446986,1.2890294,0.99556637,1.1210065,1.2381132,1.0769112,0.89636594,1.0965655,0.9709056,1.0883936,0.736102,0.53958935,0.74243844,0.94410366,1.276539,1.2022748,1.2119623,1.2947268,0.8537233,1.1892109,1.2949281,1.2485799,0.65184903,1.1361774,1.0146277,0.99540335,0.91551113,1.204787,1.1545148,1.0198498,1.0551169,0.8147573,1.0935137,0.8891298,1.1479305,1.0608183,1.1074154,0.94930327,0.8964322,1.1827779,0.20964193,1.0660774,0.9161709,0.93775076,1.0692347,0.9266652,1.2096257,1.0164412,0.51415336,0.7576171,0.9443299,1.2526333,0.7865802,1.005779,1.2080876,1.1318676,0.82098705,1.165171,0.74056184,1.0233741,0.66419744,1.1605151,1.2822595,1.2274982,1.0637574,0.8931134,1.2448604,0.93993515,1.0515721,0.479084,1.0642023,0.788674
