,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
necklace,1.4566832,0.39026082,0.73239934,1.1146846,0.8508427,0.7694562,1.0798883,0.82436085,1.4303668,1.0897143,1.4548441,0.5867521,1.1631024,1.1180826,1.2904046,1.3370721,1.2877033,1.3371415,0.94873405,1.0798808,1.2761457,0.8113644,0.8312198,1.0725328,1.0093875,0.92846966,1.1400383,0.76871157,0.93981117,1.2885654,0.98797464,1.2314441,0.57038426,1.3677077,1.1184237,1.3393028,1.14015,0.5252221,1.4583459,0.88553333,1.1091394,1.3253179,1.2808211,1.1892109,1.1457813,1.2310083,0.29338044,0.61960393,1.1163306,0.67595756,0.9694536,0.27404106,0.6235912,1.0474331,0.9062362,0.7213132,1.2808385,1.2778867,0.21193707,1.0148938,0.90432227,1.0171956,0.8150935,0.58958733,1.0298707,1.2429527,1.2929249,1.1881006,1.1813186,0.9012222,1.103806,0.9508921,1.109431,1.2524581,0.5442571,0.871956,0.4111476,0.7516815,0.0,0.40907538,0.7044234,1.3583195,1.1823359,1.2555437,1.0305963,1.4224536,0.4511841,0.4977457,0.83127034,1.134198,0.7716895,1.2355908,1.2027636,0.86966264,1.1391239,1.0346195,1.1681564,1.0880493,0.736032,1.23005,0.8400247,1.1873932,0.72133243,1.2118833,1.1600218,1.0429093,0.94414955,1.0879471,1.2592481,1.3580507,0.46177298,1.0878358,0.9112674,0.8892515,0.58186257,1.151012,0.8646923,1.393825,1.2289441,1.6027615,1.0635659,0.21214932,0.41007555,1.159935,0.75646627,1.2751422,1.3234383,1.1812937,1.0941899,0.6698571,1.0469863
nose,1.2737479,0.46931434,0.6469487,1.1044874,0.64252007,0.73979664,0.9566652,0.9533291,1.3783839,1.0743937,1.3496784,0.93730646,1.3569059,1.1440398,1.0609733,1.3220289,1.12135,1.3088408,0.8938674,0.9329603,1.2116067,0.9412598,1.0806482,1.0179453,1.0270351,1.1387515,1.1070764,0.89513487,1.1172012,1.4211308,0.9705332,1.2532027,0.76556194,1.3255063,1.1661413,1.3163114,1.1515257,0.7661287,1.4279191,0.86123645,1.0592724,1.0889913,1.0768107,1.2949281,1.2833334,1.1610354,0.39276344,0.67800915,1.1648586,0.47457957,0.7493118,0.41016686,0.86886543,0.9916652,0.96207136,0.9583229,1.0935943,1.1671689,0.42517388,0.8840727,0.92416084,0.81156445,0.77710897,0.5070602,1.0740885,1.2501479,1.1753522,1.0068533,1.206511,1.2004167,1.2744532,1.0593808,1.0421389,1.0583761,0.505474,0.88808465,0.4017915,1.0724833,0.40907538,0.0,0.7623936,1.2590281,1.1187425,1.2475612,1.0646932,1.3780115,0.7452405,0.7873269,0.917725,1.0047017,1.054284,1.1057165,1.1317493,0.9258903,0.9986335,0.8915968,1.2388201,1.0906361,0.61433834,1.3369408,0.9540849,1.2160705,0.97802866,1.1263862,1.1493294,1.0226402,1.085097,1.1907375,1.2878773,1.1861373,0.57853246,1.1082329,0.9939234,0.98204446,0.8813766,1.2378259,0.7456428,1.3042889,1.0873349,1.4381342,0.9366527,0.3127423,0.5607701,1.1196766,1.1098852,1.0130203,1.2591288,1.1426554,1.2554206,0.8050416,1.1172796
orange,1.4280144,0.78876936,0.41156948,1.427572,0.3948425,0.41487724,0.9531727,0.62358487,1.4977381,1.1975982,1.4758223,0.5466599,1.3249993,1.1802388,0.9895622,1.4315671,1.1028965,1.1014504,0.53461224,0.8184854,1.1228819,1.0181477,0.8116061,0.85358787,0.7544993,0.8470727,0.62325966,0.8461185,1.0167655,1.2664379,0.5858694,1.185381,1.0453163,1.3652611,1.2590712,1.3780766,1.3335683,0.30896235,1.4348263,0.59767246,1.16152,1.1882031,1.1901115,1.2485799,1.2617972,1.2131871,0.7853664,0.076313734,1.1933097,0.7438073,1.1820395,0.7695653,0.40456355,0.6247595,1.1038891,0.66543865,0.88359183,1.1801499,0.59820926,0.940258,0.7318223,1.1615102,1.2846286,0.52308244,0.9149886,1.2189449,1.2798128,1.0176966,1.3785886,1.2309366,1.0263683,0.80662394,1.2906617,1.3841693,1.0376134,0.9555254,0.43599474,0.7149178,0.7044234,0.7623936,0.0,1.2558918,1.2503384,1.3960526,1.2908688,1.3814873,0.48919284,0.6150699,1.1802591,1.1524279,0.78398025,1.225044,0.973374,0.54635215,1.0766343,0.72326183,1.1733644,0.94470084,0.65721494,1.3024809,0.6010675,1.3211284,1.1167241,1.2745221,1.3170222,1.1450603,1.2797809,1.1103472,1.3499185,1.2738647,0.4194796,1.1486839,0.67820525,1.0862753,0.7974677,1.2178199,0.5922754,1.3513579,1.2969726,1.5540596,0.85546476,0.5777116,0.6407351,1.2534673,0.7423391,0.6996381,1.1689863,1.0759089,1.0129346,0.5845584,0.7235254
oven,0.9746544,1.2743015,1.2245759,0.9282077,1.2421803,1.1947432,1.1792883,0.9325343,0.6798868,1.1672164,0.8538511,1.0858594,0.6700019,1.0915041,0.99757916,0.9799304,0.87184894,0.7735779,1.0161098,0.97181416,0.48295933,1.1594709,1.0131325,0.8401209,1.0899072,0.6641898,0.79862285,1.0453643,1.1590251,0.59473866,1.0395817,0.6122655,1.2034154,0.58580184,0.8134359,0.692119,0.9788789,1.21965,0.64251167,1.0297885,1.1140027,0.96888804,1.0544782,0.65184903,0.60286266,0.9632588,1.2532398,1.2717323,1.1372712,1.1512696,1.0812037,1.285588,1.2085247,0.9875648,1.0834656,1.1538783,1.045337,0.85221976,1.213635,1.1694019,1.0410097,1.05251,1.0838685,1.242087,0.9404597,0.97361887,1.0062695,0.93683434,1.0502087,0.71536934,0.833803,0.9517272,0.9194848,1.0634791,1.137857,1.1299392,1.3173678,1.0348259,1.3583195,1.2590281,1.2558918,0.0,1.1363134,1.0268764,1.0116467,0.76045334,1.1620793,1.1161752,1.0247564,0.897316,1.0515429,0.95330626,0.896947,1.0611849,1.0566847,1.0439007,0.7715006,0.77380145,1.2050222,0.5570221,1.066795,0.9989035,1.041877,0.9756264,1.0058136,0.9658406,1.0145043,1.0193081,0.72810006,1.0145028,1.2318693,1.1187674,0.9384724,1.1077381,1.1822824,0.8517091,1.1632259,0.6765368,0.99825037,0.59006274,0.9935174,1.3620881,1.2392211,1.024748,1.0486283,1.0508628,0.60616845,1.0343542,0.7759161,1.158634,0.95649636
owl,0.5281102,1.2418199,1.2719882,0.96828955,1.2084894,1.2119851,0.9350997,1.2511625,0.87547415,0.15808094,0.79522943,1.2206743,1.1084914,0.8951967,0.8843258,0.70242167,0.9953994,1.0401099,1.2286122,1.2552564,1.1467345,0.85000867,1.1728369,1.3397958,0.9569095,1.3173835,1.2242234,1.1792859,0.585189,1.2172132,1.1553173,1.1896642,0.8105287,1.1435934,0.9002842,0.9920769,0.7732575,1.322592,1.0164634,1.2915184,0.98942506,0.76413417,0.8933115,1.1361774,1.1533887,0.9471541,1.1506388,1.2802688,0.3239292,1.0885489,0.9320441,1.2188158,1.210134,1.1418157,1.0353802,1.0378177,0.80738944,0.9143747,1.2565397,0.98144937,1.2844888,1.0138953,1.058141,1.2312559,1.0673441,1.0958256,0.44818413,1.0502551,0.756864,1.1652789,1.1863439,1.127484,1.0148064,0.70221686,1.0763638,0.99693125,1.1813287,1.183078,1.1823359,1.1187425,1.2503384,1.1363134,0.0,0.69828355,0.91651267,0.9006642,1.2657497,1.3251376,1.058935,0.8310899,1.1719258,0.82415307,1.0760249,1.2725723,0.8705232,1.2365192,1.144021,1.1748112,1.102447,1.0468736,1.1898359,0.6421417,1.0992233,1.0634991,0.79192406,1.0721396,0.9447199,0.8452032,1.0850891,0.8004079,1.2416011,0.6032685,1.2684742,1.0633478,1.2118512,1.1668217,1.2370484,1.0037158,0.8422754,0.8940513,1.1836728,1.2282932,1.1517177,1.0097783,1.1639062,1.1174642,1.103381,0.76116073,1.2369498,1.1643388,1.122171
pajamas,0.48882067,1.2317336,1.4494541,0.4721797,1.4798051,1.5050819,0.879487,1.4773295,0.55142146,0.67353404,0.33807933,1.3497679,0.70724535,0.62393135,1.2557479,0.26207995,1.0701232,0.95615846,1.4866104,1.4359244,1.1500869,0.9852723,1.3046244,1.4529755,1.263371,1.455477,1.3039927,1.1211756,0.9417859,0.99275595,1.5262733,1.1176996,0.7333005,0.92901146,0.81952417,0.61219466,0.65564346,1.5684378,0.7300176,1.562272,1.0222334,0.95102304,0.9810754,1.0146277,0.9231663,0.45511985,1.1537088,1.383286,0.6315454,1.2786968,0.66636115,1.2210264,1.5126957,1.4159775,1.0247277,1.2433823,1.1425953,0.8252461,1.4157705,1.0602776,1.2929189,0.79716545,0.7486837,1.3914211,1.1782875,1.07008,0.44548714,1.1968986,0.17483515,1.0004587,1.2711099,1.4970658,0.6273651,0.5764206,0.9828713,1.0002682,1.4315648,1.334604,1.2555437,1.2475612,1.3960526,1.0268764,0.69828355,0.0,0.37983227,0.61525583,1.5129082,1.4548837,0.97406787,0.9542682,1.2489636,0.7192236,1.2796836,1.5525417,0.9927469,1.2510445,0.8833823,1.340834,1.3443859,0.8982218,1.3738464,0.6142741,0.5681653,0.69108385,0.21166766,1.0429668,0.45478016,0.89577556,0.8109944,0.49146277,1.5165745,0.8715733,1.4607627,1.0462961,1.3636855,1.197607,1.2899007,0.8984582,0.31896454,0.5568723,1.4093239,1.3770733,1.2123123,0.80080163,1.2616907,1.3636575,1.0047711,0.8513279,1.2631721,1.3724493,1.3598138
pants,0.7523631,0.9537982,1.318147,0.5101779,1.423609,1.3841733,1.0666696,1.3704942,0.6762067,0.766726,0.52040166,1.1287386,0.63697416,0.9151705,1.3210605,0.4672482,1.1625223,1.1858168,1.4547688,1.4537154,1.2393823,1.026964,1.2707665,1.4463766,1.3933293,1.3260665,1.3292391,0.9443741,0.8863867,0.95547813,1.475935,1.1535059,0.641346,0.9977974,0.94103825,0.6235226,0.85735726,1.4044992,0.92949605,1.4908329,1.08997,1.0221915,1.1735642,0.99540335,0.9310914,0.4089793,0.9379562,1.2765112,0.7398633,1.0497743,0.79200363,0.97544616,1.2832153,1.4459686,0.9753551,1.2972512,1.2328024,0.8986583,1.1673678,0.9731234,1.3181643,0.8474285,0.7779833,1.1998292,1.0859499,1.2096107,0.5978985,1.3064405,0.1365037,0.7911471,1.2756363,1.5169823,0.48607486,0.73373926,0.91576606,0.924513,1.2453969,1.1953859,1.0305963,1.0646932,1.2908688,1.0116467,0.91651267,0.37983227,0.0,0.9116342,1.3239418,1.2753905,0.70113885,0.93264705,1.0925689,0.8703193,1.3234186,1.4706037,1.1107546,1.181322,0.9139364,1.2823193,1.093952,0.8772472,1.2272464,0.8101131,0.61377054,0.8398793,0.47086525,0.94975597,0.14869595,0.96489763,0.81784505,0.6861042,1.2956848,0.91935456,1.4213104,0.8573188,1.2905077,1.1383268,1.1415805,1.0136609,0.40276426,0.72680473,1.4192759,1.112925,1.062172,0.8581234,1.135794,1.5140277,1.1512868,0.987236,1.1249608,1.297584,1.3225182
paper,0.5415657,1.3820451,1.4195454,0.78348935,1.3770427,1.4109088,0.8411735,1.3486923,0.54387283,0.9864131,0.5236774,1.3535149,0.70143837,0.63445246,1.0804518,0.59981626,0.82701087,0.25388122,1.339392,1.2359045,0.58116025,1.089255,1.2123945,1.1999098,0.9813007,1.1873529,1.0900227,1.1792126,1.0737778,0.89032257,1.3338932,0.9438136,1.1138626,0.71688974,0.7412081,0.7427506,0.6575167,1.440604,0.53194606,1.4154911,0.90038306,0.8331408,0.8320714,0.91551113,0.6811688,0.85236275,1.2688086,1.3948946,0.9599023,1.3711007,0.8398925,1.3646764,1.4153143,1.2003622,1.0637454,1.3320575,0.9250439,0.6001055,1.4753437,1.1807376,0.8901381,0.8880841,0.8747995,1.4413365,1.0883688,0.8305416,0.7523457,0.9883163,0.7336004,0.9741895,1.0700587,1.2444133,0.8882317,0.7184482,1.0924547,1.1016119,1.5185962,1.3457608,1.4224536,1.3780115,1.3814873,0.76045334,0.9006642,0.61525583,0.9116342,0.0,1.4062049,1.3508875,1.0682175,0.89891016,1.3385508,0.5428777,1.0581412,1.3286867,0.91289216,1.1308653,0.7121079,1.2083728,1.379133,0.8451612,1.289201,0.8030473,0.9790406,0.67721003,0.7061803,1.0850108,0.89833134,0.99250907,0.7258087,0.6859541,1.5334172,0.98549354,1.2416533,1.1318505,1.2358447,1.0905252,1.2385494,0.69523984,0.68350327,0.42002332,1.2348633,1.5257626,1.3212898,0.8033997,1.3043978,1.0364305,0.6175939,0.8119018,1.1794224,1.3452287,1.2147099
pen,1.524516,0.7316661,0.5870086,1.3763494,0.6131891,0.5028455,1.1926626,0.42191947,1.4715858,1.1872807,1.5491011,0.38769192,1.1421374,1.3154335,1.0473663,1.5036886,1.2944031,1.1239438,0.4836802,0.7758429,1.1349036,1.0453053,0.61686665,0.79462457,0.8565851,0.6986465,0.64697194,0.81164753,0.9718109,1.1506399,0.6151637,1.204364,0.9456792,1.321116,1.1494172,1.4285004,1.3317826,0.10598278,1.438502,0.5044998,1.2024225,1.3202295,1.3481444,1.204787,1.0835359,1.3819718,0.75067294,0.51556903,1.1659968,0.76633954,1.2686701,0.61060077,0.29720134,0.5837754,1.017613,0.4550209,1.071734,1.2162465,0.3396271,0.9751681,0.83248353,1.2556669,1.1946489,0.6068007,0.94566965,1.0868503,1.4291131,1.1026701,1.4030637,0.8490579,0.86098325,0.60965306,1.305002,1.4986136,0.9782757,1.0540193,0.32144296,0.5721759,0.4511841,0.7452405,0.48919284,1.1620793,1.2657497,1.5129082,1.3239418,1.4062049,0.0,0.18630719,1.1096581,1.2127404,0.5746267,1.2715557,0.9338628,0.5040071,1.228744,0.992415,1.158103,0.7894187,0.62855136,1.2454025,0.66689503,1.324619,1.1838161,1.28978,1.4776986,1.0583183,1.2598765,1.0754491,1.1873486,1.443866,0.1982444,1.081256,0.63983834,0.9650128,0.59501505,1.049912,0.807446,1.3816469,1.4513385,1.5836372,0.8723357,0.4291817,0.47036237,1.1454537,0.58059794,1.001079,1.1784332,1.1747445,0.7647619,0.40617585,0.76746744
pencil,1.4741099,0.7316372,0.70878726,1.188167,0.712639,0.6991918,1.1215091,0.51687515,1.3781543,1.2763321,1.4947783,0.5052638,1.0944158,1.2753743,1.060856,1.4564612,1.243024,1.128515,0.64193714,0.79249114,1.1001437,0.9905775,0.61424524,0.7466671,0.9220553,0.6928345,0.79704976,0.8379302,1.1185386,1.057229,0.687685,1.1586813,0.99453324,1.1727976,1.065666,1.3435293,1.2197884,0.2562722,1.349541,0.6181381,1.1704758,1.3161712,1.2679615,1.1545148,1.0114079,1.314753,0.7377392,0.5916511,1.2443087,0.8154049,1.2640488,0.55616415,0.5384689,0.76022416,0.9276101,0.5324406,1.1354402,1.2617786,0.46435773,0.91240597,0.81033075,1.2394613,0.9876435,0.68675065,1.0258948,0.93966466,1.4234798,1.1033167,1.3437631,0.6986061,0.870327,0.6557301,1.1615164,1.3100054,0.9848015,1.0506153,0.50546545,0.6658559,0.4977457,0.7873269,0.6150699,1.1161752,1.3251376,1.4548837,1.2753905,1.3508875,0.18630719,0.0,1.0549465,1.1611805,0.6933855,1.3232753,0.96827877,0.58557427,1.1418368,1.0300094,1.0882798,0.83770716,0.6728562,1.171837,0.74485284,1.3466718,1.1158968,1.0493902,1.461682,0.996465,1.18705,1.1333572,1.1198405,1.4565461,0.41295445,1.1554781,0.74063545,0.8282379,0.57277113,0.90039414,0.86923707,1.2406147,1.4126041,1.4604869,0.8255121,0.48305148,0.6737542,0.93478155,0.67911476,0.95164305,1.0673606,1.168364,0.66923094,0.6037599,0.8540304
penguin,0.79073197,0.8379238,1.1774199,0.8480307,1.2345232,1.2087669,0.974212,1.1964871,0.9911561,1.026236,1.0297447,1.0924432,0.94520444,1.0349212,0.858176,0.9952403,1.0017684,1.1278905,1.2998096,1.2310629,1.1844766,0.8233154,1.1388161,1.2144952,1.0014132,1.1936554,1.3362327,0.9747629,0.91705626,1.0237827,1.3102202,1.0407087,0.8379868,1.0108843,0.9099028,0.9491563,0.8427593,1.1979761,1.0584614,1.2701483,0.9823802,0.6373041,0.94290787,1.0198498,0.98572475,0.90577203,0.814769,1.1560848,1.1041424,0.99304014,0.8689687,0.8762301,1.0418476,1.33142,1.0204723,1.0988951,0.7629363,1.1454346,0.93615943,0.8660997,1.061238,0.8589945,0.82703567,0.93071073,0.80097413,1.0117205,0.9929686,1.1693804,0.860664,0.7300241,1.1563448,1.24628,0.78359354,0.8297186,0.8897093,0.7127851,1.1301278,1.1514084,0.83127034,0.917725,1.1802591,1.0247564,1.058935,0.97406787,0.70113885,1.0682175,1.1096581,1.0549465,0.0,0.8761947,1.1067733,0.8925501,1.1528885,1.226861,0.93733394,1.0772983,0.9253457,1.1187756,0.98139185,1.0547004,0.91231227,1.123741,0.81086034,0.8812305,0.9471304,0.90194136,0.6533847,1.1561801,0.9894214,1.1099994,1.102229,1.1116599,1.1958543,0.8930992,0.9373461,0.8749123,1.0512575,1.0277975,0.9481528,1.0224828,1.1886705,0.95113903,1.0644252,0.8701869,1.1429093,1.1855143,1.0088881,1.128834,1.0814186,1.2121267,1.2671989
pig,0.6254815,1.0654407,1.1365812,0.9787655,1.1540534,1.2352641,0.8666153,1.1754764,1.0070482,0.9812796,0.9570966,1.2302955,0.9586256,0.92569137,0.8292359,0.8789408,0.7551794,0.84904003,1.2647651,1.2473443,0.96068066,0.8273704,1.1304919,1.2440386,1.000483,1.2153559,1.1889862,0.89659625,1.1444887,1.043465,1.3089756,1.0462718,1.1594968,1.0699797,1.0558752,0.8977679,0.8239408,1.2822549,0.9304931,1.29465,1.114743,0.59879017,0.63877004,1.0551169,1.0014763,0.838327,0.97602916,1.1203959,1.1356931,1.0691816,0.98581856,1.0335896,1.1752505,1.2110366,1.046383,1.2584256,0.69703305,0.96820045,1.1868296,0.80112827,0.8379822,0.9263239,0.85852456,1.1099343,0.73195314,0.9196526,0.6572006,1.0948898,0.96323955,0.9528969,1.1809201,1.2565248,0.82025874,0.61866933,0.96441925,0.7163234,1.185466,1.2226396,1.134198,1.0047017,1.1524279,0.897316,0.8310899,0.9542682,0.93264705,0.89891016,1.2127404,1.1611805,0.8761947,0.0,1.1689825,0.7829542,1.1459275,1.2084202,0.894807,0.99820864,0.9301503,1.061875,1.1372027,1.0801412,1.0784682,0.9244249,0.86219704,0.9123552,0.9404822,1.0105608,0.8967688,1.2213571,1.1016221,1.0402482,1.2440217,1.1691127,1.1306874,1.0024824,1.0877002,0.9494786,0.9348029,0.91158104,0.93238294,0.89496094,1.1536474,1.1260898,1.0951334,0.90003663,1.1954193,0.9173865,0.9270442,1.1094657,1.1746252,1.2479113,1.2512747
pillow,1.4320785,0.9829158,0.75499475,1.2013552,0.8804559,0.6220425,1.4137619,0.42894864,1.1672106,1.1561319,1.1642933,0.52760863,0.88461596,1.0794419,0.98957586,1.0215824,1.2257005,1.2383947,0.67721164,0.9038374,1.0133508,1.0703046,0.8168053,0.8253164,1.0755517,0.5219518,0.641802,0.7277639,0.8760777,0.7274295,0.6902996,0.87756574,1.0991644,1.0662663,1.2148764,0.8357924,1.3169348,0.6395599,1.1778866,0.6882535,1.1530672,1.2524543,1.208405,0.8147573,1.0334091,1.1401026,1.0233029,0.8393528,1.018565,0.93671703,1.2557952,0.9612147,0.48682112,0.75205064,1.0469162,0.62811816,1.1938806,1.2387105,0.71536547,0.93311495,1.1431696,1.2275838,1.2571025,0.8244475,0.97331035,1.2199109,1.2992027,1.0578042,1.1882218,0.8179818,0.75717986,0.6427698,1.201201,1.3055884,1.262526,1.093277,0.7406647,0.2678126,0.7716895,1.054284,0.78398025,1.0515429,1.1719258,1.2489636,1.0925689,1.3385508,0.5746267,0.6933855,1.1067733,1.1689825,0.0,1.3103254,1.0094371,0.6389409,1.2326581,0.9754581,1.1349204,0.4579227,0.8203953,0.8108544,0.8725007,0.9849705,1.0332935,1.4834158,1.2531533,1.0286223,1.0574676,0.79870236,0.8572792,1.2651677,0.6024731,0.9734706,0.6753787,0.9064007,0.84130394,0.9488492,0.9190779,1.1174515,1.3014607,1.2859824,0.98396826,0.78656864,0.87144035,1.3166538,0.25000364,1.142447,1.1742477,1.2375767,0.69279057,0.7056092,0.7498444
pizza,0.60683024,1.1806331,1.2767206,0.91499865,1.2434647,1.2465898,0.9063313,1.2725077,0.7848386,0.8431804,0.69972634,1.2654816,0.92560256,0.89765984,0.98195493,0.75832605,0.91751945,0.55393684,1.2730981,1.2070101,0.98811495,1.0304434,1.202909,1.2671231,1.0124384,1.2875261,1.1637573,1.1071224,0.9686427,1.0503403,1.2592307,1.113752,0.9784005,0.9674442,0.87843287,0.92305446,0.854798,1.3015856,0.80163574,1.3217785,1.0386589,0.6813272,0.8007599,1.0935137,0.9948778,0.8534844,1.1033443,1.2360841,0.9159983,1.1642106,0.9002987,1.2079444,1.246042,1.1478344,1.1098349,1.239255,0.8484533,0.7145394,1.2482423,1.0860252,1.0230249,0.92007464,0.96277463,1.2129309,0.98453635,0.85524106,0.67749655,1.1203364,0.7689849,1.030371,1.1485405,1.3044901,0.9108448,0.84693515,1.0164362,0.96156067,1.2460324,1.3366904,1.2355908,1.1057165,1.225044,0.95330626,0.82415307,0.7192236,0.8703193,0.5428777,1.2715557,1.3232753,0.8925501,0.7829542,1.3103254,0.0,1.0389041,1.2400751,0.9225743,1.1292115,0.93368137,1.1611731,1.192801,1.0295148,1.1502999,0.9045651,1.0145802,0.89501244,0.7581088,1.0695715,0.8968332,1.0521941,0.9733293,0.74774265,1.2689762,0.97602046,1.2758693,1.1842833,1.155884,1.0768747,1.1956555,0.89535236,0.7464112,0.7017013,1.2281193,1.275587,1.1266009,0.9223493,1.3232536,1.075254,0.8837517,0.9074994,1.2135736,1.2197042,1.1976641
plant,1.1163254,1.1270278,0.9836906,1.1465732,0.906167,0.9223368,1.1005622,0.9133323,1.1551954,1.110271,1.1199803,1.0555018,1.1846762,1.3054298,0.81386465,1.2379143,0.94344383,0.94041634,0.71973205,0.81213474,0.9340185,1.090193,0.73409283,0.7497008,0.7503756,0.81503797,0.66750336,1.0991113,1.1256897,0.8113419,0.6373482,0.86676574,1.2192839,0.91914356,1.136369,1.0673606,1.1642078,0.8989026,0.8763329,0.8202755,1.1129204,0.9636427,0.9320425,0.8891298,1.0529222,1.1088961,1.2290514,0.97481775,1.0561978,1.0684167,1.1657578,1.2093205,0.9441904,0.45452452,0.96332276,0.8769271,0.80362695,1.0408713,1.0506417,1.0737927,1.0967088,1.0571557,1.243898,0.94298136,0.9416808,0.8356734,1.2003893,0.7791577,1.3218725,1.0796075,0.61766106,0.513464,1.1749104,1.2297428,1.122839,1.1659963,1.0782117,0.8608792,1.2027636,1.1317493,0.973374,0.896947,1.0760249,1.2796836,1.3234186,1.0581412,0.9338628,0.96827877,1.1528885,1.1459275,1.0094371,1.0389041,0.0,0.8503418,0.9783756,0.93053925,0.9526637,0.7829668,1.1325706,0.8949107,0.8023732,1.069179,1.216964,1.1667838,1.2360108,0.92913556,1.3350562,0.9301545,1.1790707,1.0715026,1.0047637,1.0345556,0.8862159,1.1241084,0.8057955,0.81276864,1.0765716,0.9502414,1.2000927,1.0418596,0.8991103,1.1563296,1.1644243,1.1243702,0.93141764,0.8083117,0.9200914,1.027384,0.6096211,0.9429122,0.66178095
plate,1.5302334,0.879154,0.5392144,1.4823143,0.48017132,0.45064855,1.065567,0.4489591,1.3264434,1.2515516,1.5484089,0.55121833,1.3010877,1.1143882,0.8619847,1.5377468,1.0078384,1.0142763,0.43692017,0.3453561,0.9302442,1.115324,0.82489383,0.4154235,0.8160126,0.5873993,0.52724284,0.99072313,1.0779266,1.0838462,0.26231122,1.0846173,1.1895345,1.094038,1.1120601,1.4261819,1.3758404,0.44882435,1.3861372,0.31599295,0.92403823,1.2249774,1.1328818,1.1479305,1.1599923,1.426045,1.0116773,0.59408,1.2053237,0.78492975,1.3693963,0.9839942,0.4831825,0.527001,1.1097726,0.5517693,0.9518192,1.2069112,0.64774275,0.9633942,0.7418759,1.3115208,1.3110112,0.61442864,0.9431257,1.0187236,1.4497671,0.77557504,1.5187811,1.007348,0.8647944,0.5566397,1.4504969,1.4367615,1.1736859,1.1187713,0.62221915,0.595914,0.86966264,0.9258903,0.54635215,1.0611849,1.2725723,1.5525417,1.4706037,1.3286867,0.5040071,0.58557427,1.226861,1.2084202,0.6389409,1.2400751,0.8503418,0.0,1.1275318,0.7422172,1.0460331,0.6270105,0.7072414,1.1537483,0.68670017,1.3282363,1.3063744,1.2799625,1.5065593,0.9864988,1.3917437,1.0611095,0.892151,1.3852065,0.5139981,1.1168692,0.5703488,1.041548,0.62882227,1.0028517,0.6758362,1.2804731,1.4901226,1.392057,0.41067362,0.8049871,0.88800174,1.2125313,0.65503836,0.6697645,0.9702954,1.0986552,0.87181157,0.62517995,0.49038124
pony,0.8388423,0.98009706,1.0646908,0.9216584,0.99189824,1.1208978,0.8200088,1.1885861,1.0810792,1.0416187,1.0493048,1.1882036,1.1822417,0.9106238,0.7981787,1.0205879,0.9454958,0.9492094,1.1251496,1.0247593,0.9728356,0.92016923,1.1454021,1.0464848,0.83846384,1.2026592,1.1943374,0.92336375,1.0093061,1.138504,1.0631847,1.0091301,1.0686153,0.93697035,1.0435232,1.0949404,0.82120425,1.1566484,1.0150928,1.1082067,0.9324556,0.67942786,0.6495278,1.0608183,1.0179776,1.0407767,1.0908594,1.0419596,1.0301116,1.1507883,0.9758647,1.0773969,1.183239,1.0425665,0.98085517,1.1619823,0.70932,1.0930539,1.2311472,0.95429033,0.9545429,0.9847032,0.9036899,1.0611099,0.79221857,0.9400823,0.9894875,0.91501445,1.0993593,1.156845,1.0798261,1.0687113,0.946129,0.8503459,0.95103365,0.9390005,1.1412646,1.2193663,1.1391239,0.9986335,1.0766343,1.0566847,0.8705232,0.9927469,1.1107546,0.91289216,1.228744,1.1418368,0.93733394,0.894807,1.2326581,0.9225743,0.9783756,1.1275318,0.0,0.9164756,1.0245984,1.1245136,1.1562002,1.0918629,0.97328573,0.9582476,1.108394,0.8702576,1.0326096,0.99641573,1.0931069,1.1207174,1.1294453,1.0384982,1.17606,1.0793817,1.0735676,1.0378002,1.0250093,0.92862767,1.0238384,0.93190444,1.0164491,0.9828071,0.9614325,1.0958798,1.1263093,0.93797445,1.2455875,0.8056838,0.9206124,1.0150338,1.2172463,1.099906,1.054966
