,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
sprinkler,1.3233008,0.8687411,0.889236,1.1830012,0.77067184,0.8761013,1.0448006,0.7453739,1.1445959,1.2080276,1.2157724,0.9853352,1.1606275,1.1858152,1.0200957,1.2878201,1.1950895,0.6600169,0.6443796,0.80204606,0.93553925,0.68881834,0.58871377,0.9147388,0.60192007,0.8137002,1.1539037,1.1855876,0.94185376,0.70161974,0.95983464,1.007524,0.9182175,1.0552965,1.1460482,1.1468533,1.1636362,0.85255235,1.1471695,0.78050715,1.1739272,1.052912,0.92978346,0.91197824,1.0546327,1.0034473,0.8525114,1.1720234,1.0171506,1.2028612,1.0326096,1.0064534,0.7439964,1.095939,0.8497125,1.1718565,1.1407497,1.0485578,1.0278535,1.0086956,1.1779212,1.2912431,0.9590452,1.1801606,0.9234629,1.1718893,0.9813241,1.2572393,1.1364579,1.0949352,0.6086537,1.1792945,1.1105994,1.1858737,0.80920625,1.1642474,0.9335114,0.7732129,0.9859508,0.8450702,1.0145829,0.7312086,1.1115873,1.2711535,1.2052522,1.1814053,0.83094233,0.83545214,1.1692425,0.88628775,1.2656544,0.88650197,0.70338213,1.0163496,1.0619075,0.5621219,0.95248955,1.0256575,1.0970283,1.0519067,1.1482407,0.8678711,1.0955046,0.83877385,1.1774162,0.825953,1.0831578,0.8545107,1.0794775,0.905238,1.1679572,1.0174147,0.0,0.99057513,0.9964742,0.9392131,1.1402789,1.0164394,0.69121325,0.9666478,0.9960532,1.1353348,0.7672039,0.81817,1.0441408,1.1065512,0.8100282,0.8559758,0.628626,0.93612087,1.0317026
stick,1.0213898,0.9869448,1.0072237,1.0273045,0.98099387,0.9572448,0.9787396,0.9248774,1.0343524,1.1846774,1.1287019,0.9903985,0.99087566,1.0532637,0.93644994,1.0909462,1.0489879,1.1196195,0.9957611,1.0500888,0.8667171,0.91901004,1.0554264,1.029431,1.0250045,1.0945776,0.75818855,0.99658805,1.0936173,1.0984398,1.0285265,0.9946996,0.953831,0.88649946,0.98472726,1.1078746,0.8846673,0.7833997,0.98123014,1.070749,1.0578097,1.03213,0.9643933,0.7792566,1.1382166,1.0372361,0.9869918,1.1427703,0.9676002,1.0949533,0.9346649,0.9444669,1.1337614,1.0782995,1.0092725,1.038275,1.151641,0.97728163,1.0537834,1.0083314,1.0881728,0.99003875,1.1424016,1.0470597,0.785225,1.0248218,1.0000228,1.093571,0.7532282,0.89011663,0.8970388,1.0407543,1.075546,1.0799228,1.155989,1.0007801,1.0130016,0.99211115,0.9087468,1.0349888,0.90283424,1.0955105,1.0076559,1.0359799,1.0980568,1.0270596,0.7500478,0.75335705,0.9526671,1.0909518,1.013056,1.0834599,0.9734076,1.0048074,1.0298934,1.1182302,1.0407044,1.0703228,1.0425222,1.0046077,1.1333189,1.0598555,1.0419394,0.8886381,1.1042016,0.9428214,1.1234792,0.95484704,1.0133061,0.999332,0.9390917,0.8906913,0.99057513,0.0,1.0780611,1.0691075,1.1396699,1.1417291,0.9685765,0.99594575,1.063232,0.90227896,0.97255373,1.0574784,1.0093962,0.97738546,1.1034799,1.0999546,0.7952198,1.0426512,1.120614
strawberry,1.2259777,0.9242386,0.78404707,1.2964871,0.8341663,0.89240056,1.0791681,1.0116378,1.191504,1.0834222,1.339265,0.88072646,1.1600459,1.1778052,0.8346456,1.2416966,1.0309389,0.7905752,0.8310585,0.9313671,0.797454,0.8699519,0.7721268,0.8592168,0.8060058,0.6868319,1.1797663,0.898294,1.0644747,0.8418006,1.0168277,1.1360896,0.91819775,1.1422882,1.2222297,1.195686,0.95704055,0.75515324,1.1867607,0.75015223,1.0317787,0.94547975,0.9559881,0.93698895,1.2525685,1.0799689,1.0581279,1.0320157,0.82889646,1.2708951,0.9506862,0.88386387,0.73807395,1.1069152,0.78319395,1.0966154,1.2065493,0.87117493,1.1369886,0.7836813,1.2210914,1.1800911,0.89679337,1.0296602,0.95705837,1.188612,0.97873837,1.2537409,1.2127473,1.0187963,0.8145993,1.0707974,0.9710318,1.2597066,1.0195844,0.9798352,0.78298086,0.8599107,0.8723886,0.741199,0.8879198,0.9707752,0.929731,1.0591234,1.2722543,1.222044,0.79884034,0.79781103,0.95414436,0.8669236,1.0566283,0.8869075,0.8402345,0.9555017,1.2848961,0.8569402,1.0488142,0.89860564,1.2615204,1.3060067,1.2684557,1.0276312,1.134559,1.0355186,1.1800525,0.8741129,1.2836428,0.78824997,0.96957654,1.0550894,0.9366345,0.7701194,0.9964742,1.0780611,0.0,1.0337522,1.2280384,1.1622355,0.8560317,1.0013913,1.1251733,1.0230408,0.8529187,0.8498715,1.0976514,0.85179853,0.98114043,0.74263597,0.9197535,0.8317097,1.0534606
stroller,0.8893587,1.155315,1.2464339,1.1464264,1.1451037,1.1518698,0.97500354,0.89753187,0.9616407,0.96340406,0.8632751,1.2645388,0.8955276,1.0646224,1.1628758,1.0440003,0.66531,1.0354296,0.9597645,0.813845,1.2881448,1.029956,0.98289484,0.97061205,1.1041782,0.6818041,1.2586809,1.2237014,0.62303287,0.9947493,0.8323301,1.034121,0.97578424,0.98022294,0.88945776,0.8377152,1.3220611,1.251725,0.6551388,1.0710388,0.94273186,0.6529411,0.9071841,1.0684508,1.03469,1.1140733,1.1387392,1.1380473,1.1291232,0.9630266,1.24624,1.2987036,1.0586009,1.1557306,1.2070293,0.58998114,0.9366113,1.2946963,0.96251965,1.0421841,0.9809736,1.1593724,1.0949482,0.9681158,1.1318171,1.1081709,0.818794,1.1762573,1.1533805,0.79993737,1.0974641,1.0572138,1.0998405,0.9224849,0.54230446,1.1263572,1.0721092,1.0964342,1.2988497,1.2051823,1.0774391,0.8171835,0.8283953,1.1139047,1.1209126,0.89041734,1.2560323,1.2597808,1.1506876,1.2187135,1.1948675,0.92123765,1.130486,0.84158105,0.777158,0.9558162,1.0147493,0.7750599,1.0168618,0.6291422,1.0878885,0.79904723,1.0826683,0.94389296,1.0193027,1.0832021,0.52226615,1.2114801,1.2569197,0.95968133,1.1626198,1.0430303,0.9392131,1.0691075,1.0337522,0.0,1.1062564,0.7713943,1.0586066,1.270086,1.0197637,0.94409657,1.0310941,0.319399,0.84331256,0.9531512,0.70121276,0.8023579,0.9238395,1.2743759,0.91871095
sweater,0.82522464,0.9518447,1.25179,0.6652994,1.3007516,1.3157864,0.96885353,1.2082512,0.7759599,0.9191117,0.6035545,1.0635762,0.9670179,0.75037587,1.1258881,0.6785661,1.0777855,1.2750996,1.2837416,1.2873466,1.1907315,1.1709145,1.4107931,1.2304233,1.3428032,1.3544556,0.9495783,0.69634724,1.1035994,1.2705072,1.1371701,0.36744207,1.0805285,0.88281965,0.9544561,0.869216,1.0933769,1.3433411,0.9705233,1.2767367,0.89710027,1.0980625,1.1329771,1.2692544,0.34706795,0.9303842,1.0148431,0.49795163,1.1611154,0.67844343,1.1312858,1.2593217,1.2866385,0.8529024,1.2964289,1.0737748,0.88700026,1.1248949,1.039392,1.3471489,0.65674937,0.78013855,1.0301918,0.91949487,1.1040674,0.2765926,1.2560707,0.37128854,0.9064628,1.05194,1.358715,0.9878622,1.0354341,0.8477052,1.0452517,0.9470335,1.1890455,1.2183263,1.0576081,1.2533488,1.009321,1.2346585,1.1307099,0.7816632,0.33115184,0.84623647,1.3080573,1.3073795,1.0905012,1.1874528,0.889059,1.2207814,1.3774691,1.1714833,0.9014609,1.3410344,0.89990896,1.1951544,0.4707942,0.80306673,0.12972409,1.1245277,0.6771491,1.0894349,0.7966764,1.3072724,0.74490535,1.2680384,0.94158536,1.0242046,1.0323493,1.2831144,1.1402789,1.1396699,1.2280384,1.1062564,0.0,0.8690493,1.3331567,1.0521992,0.92344135,1.0424305,1.2505298,1.3153257,1.0078831,1.0969263,1.1333752,1.2253594,1.2881813,1.1649051,1.0148381
table,0.71704006,1.3578838,1.5730635,0.6845563,1.4078634,1.3202195,1.112266,0.8578871,0.2556349,0.7517226,0.3577863,1.427423,0.4156291,0.77495074,1.363517,0.61074805,0.8286591,1.2181373,0.87351197,0.9174515,1.5547136,1.1357726,1.0470829,1.249266,1.2186376,1.1309141,1.2056278,0.989298,0.54460335,1.226355,0.629398,1.0254436,0.38418758,0.77765834,0.9381961,0.43877995,1.438298,1.5926965,0.36483884,1.1689605,1.0317396,1.0968927,0.6794069,1.0863386,0.8494954,1.3882684,1.3300173,0.79951,1.3907621,0.9231584,1.4798243,1.5316929,1.2475152,1.0245419,1.2968227,0.92549014,0.5764675,1.6094029,1.084312,1.3247299,0.98448044,1.0735716,1.4896493,1.0043172,0.99217093,0.8823153,0.9295489,0.75551164,0.9078444,0.6629418,1.1992692,0.8710216,1.1243037,0.85885906,0.71645427,1.1789026,1.5170336,1.2006387,1.588875,1.3848133,1.021173,0.7936373,1.0656445,0.87561655,0.7910252,0.57964987,1.5057337,1.5145056,1.1429313,1.2237761,1.1349239,0.84191114,1.1487106,0.97140926,0.6567531,1.0154278,0.4815808,1.0487311,0.8714154,0.5718438,0.8178061,0.9644921,1.0694414,0.6526743,0.4835868,0.7548542,0.5098643,1.5215378,1.1306102,1.0666951,1.2773619,0.8535934,1.0164394,1.1417291,1.1622355,0.7713943,0.8690493,0.0,1.3508668,1.5807086,1.2040083,0.77227294,1.1374872,1.0249043,0.72648406,0.9582513,0.67799497,1.0491478,0.871095,1.4572982,0.6217986
tape,1.4214503,0.73934114,0.45241988,1.4941213,0.3843001,0.48094392,1.0701382,0.79887414,1.374059,1.284302,1.5173457,0.7336155,1.4314957,1.3465666,0.80927104,1.5234703,1.0832765,0.53704673,0.44569492,0.8605225,0.78956765,0.9394371,0.38205904,0.5852012,0.53861797,0.63925296,1.0823039,1.1971176,1.193259,0.44548678,1.221372,1.1636722,1.1681476,1.1925833,1.0023651,1.4211773,1.0233289,0.47852492,1.4187514,0.50716865,1.2401111,0.8624403,1.1998098,0.86776173,1.3171171,0.9914315,0.60363567,1.3057791,0.6833583,1.2579557,0.83399683,0.66030604,0.62451637,1.1726216,0.7136022,1.0393499,1.327007,0.68366593,1.1122563,0.74561155,1.2246537,1.312965,0.571934,1.1176043,1.0951024,1.3758149,0.8374234,1.5167085,1.227941,1.3209195,0.6415073,1.3370899,0.968863,1.3968726,1.0105935,1.2049761,0.45818782,0.87680316,0.7093595,0.79802054,0.88523173,0.8024323,0.9567652,1.3891835,1.5253469,1.4025126,0.59209013,0.5977205,1.1402833,0.8661537,1.2263205,0.9615888,0.41003585,0.9914143,1.2651093,0.6278041,1.3608001,0.8953433,1.3888347,1.2501024,1.3914299,0.91059315,1.2946086,1.1854322,1.4331698,0.8843286,1.2926095,0.46529162,0.95624894,0.91632795,0.92760724,0.9747593,0.69121325,0.9685765,0.8560317,1.0586066,1.3331567,1.3508668,0.0,0.74842787,0.9787234,1.190432,0.8826263,0.6198207,1.2515261,1.1357312,0.88232505,0.74635077,0.9814036,0.57982695,1.1564293
toe,1.2593887,0.6359903,0.40590644,0.98583794,0.64744115,0.7864373,0.9369611,1.138327,1.4709065,1.2684324,1.3941492,0.7217326,1.3923343,1.0555933,0.817502,1.3500326,1.272088,0.8624625,1.0568243,1.065978,0.4165939,0.94094676,1.0047991,1.0541238,0.7916992,1.0973718,0.71688366,1.1147754,1.3244333,0.9899793,1.2521353,1.0335183,1.3541121,1.2295395,1.0924662,1.3232789,0.5272067,0.59075665,1.4794157,0.88044924,1.060662,1.0532657,1.2170687,0.91707,1.06971,0.4455266,0.41816425,1.1266916,0.7619525,0.9278766,0.16431016,0.5792824,0.94759166,0.9687232,0.8368365,1.2712286,1.3434019,0.37717813,0.98369205,0.7516928,0.85512924,0.6303618,0.5345199,1.1924069,0.95072645,1.1433893,1.1427642,1.1428281,1.1167499,1.3835404,0.94968474,1.1458282,0.99555475,1.0562744,1.3062658,0.8862414,0.4166422,1.0311298,0.34641474,0.5292251,0.9841691,1.1719446,1.1050826,1.1366973,1.1517842,1.3116889,0.69984215,0.68274313,0.93025196,0.8599364,0.82940507,1.1966257,0.9270128,0.9834786,1.3118677,1.0177039,1.3590688,1.157146,1.1281773,1.3597,1.0598036,1.1295735,0.9435527,1.301725,1.3842438,1.1551447,1.3340265,0.5849433,0.8948707,0.9852679,0.6843372,1.154171,0.9666478,0.99594575,1.0013913,1.270086,1.0521992,1.5807086,0.74842787,0.0,0.5339191,1.2146026,1.1279128,1.0961967,1.3352022,1.1388865,1.2118545,1.1077598,1.2696353,0.6197173,1.3451159
tooth,0.87104654,1.0437334,0.9320641,0.82052445,1.0556185,1.0441668,0.68934,1.1531793,1.0985794,1.0092094,1.0097101,1.1521959,1.1171474,0.8010657,1.0572702,1.0430039,1.1348289,1.2278197,1.1643811,1.1586473,0.7515074,1.280528,1.1556822,1.1589171,1.2753422,1.3183191,0.72190225,1.1636946,1.2676251,1.3152487,1.2509705,0.9446355,1.2513036,0.97075474,0.8426747,1.0937432,0.61321414,1.0751642,1.1367804,1.2456684,0.78527564,0.99934536,1.3410251,1.1155795,0.85609144,0.5238599,0.7065284,1.0179522,0.894438,0.73725456,0.60926515,0.8468605,1.3072839,0.70231247,1.2190492,0.8454388,0.88666046,0.87517333,0.7011559,0.7101735,0.7367295,0.59666634,0.8668795,1.1694511,1.0371648,1.0176822,1.0542601,0.90063685,0.8581319,1.1916236,1.3616321,0.8914735,1.0427638,0.6442932,1.0634307,0.8702734,0.6288368,1.2570512,0.9022576,1.1280289,0.9286811,1.3143444,1.0170003,0.9887274,0.8429744,0.9277461,1.2026867,1.160218,0.8240236,1.2768244,0.69250405,1.2006807,1.1745659,0.954984,1.0015615,1.2832718,1.3003969,1.1190062,0.8777198,0.91256654,0.87567663,0.94425184,0.9437918,1.0656998,1.1058191,1.3456874,0.9725597,1.0823342,1.0763459,0.8930154,0.88981813,0.97261566,0.9960532,1.063232,1.1251733,1.0197637,0.92344135,1.2040083,0.9787234,0.5339191,0.0,0.8544454,1.310923,1.1313957,0.9818475,1.204874,1.2612065,1.251678,1.402136,1.0402575,1.247775
toothbrush,0.5815825,1.2891281,1.4239095,0.7309769,1.3717804,1.1609458,0.644406,1.088635,0.6512075,0.9076636,0.7898624,1.24858,0.82002664,0.6927687,1.0939535,0.7347677,0.94047856,1.2652215,1.1824207,1.2057127,1.2244058,1.2293713,1.1145581,1.1365342,1.3897038,1.2407852,0.7636112,0.9694565,0.8855436,1.2775834,1.105112,1.0305393,1.0054159,0.86036885,0.79095393,0.9541584,1.0609115,1.1972115,0.69863,1.2604864,0.8601369,1.0084946,1.1520476,1.1642463,1.0641472,1.1312811,1.2678256,0.94537127,0.88681334,1.0562725,1.0690148,1.1546321,1.3287494,0.8340667,1.192412,0.74715006,0.6875098,1.2608685,0.73772216,0.86335814,1.1133018,0.73668313,1.3864099,0.81825316,0.911135,0.9453393,0.9491029,0.76581717,0.72386265,0.8233633,1.2810593,0.9103535,0.99833345,0.58603567,0.9325905,1.0808588,1.1992711,1.1354971,1.2343016,1.3486654,0.8789703,1.1125549,1.0988504,0.62600136,0.8317494,0.6901026,1.2161634,1.1985142,0.77233446,1.354262,0.99398464,1.1663378,1.1634685,0.9543187,0.759577,1.3741095,0.9817701,0.96450996,1.0512263,0.55754215,1.0105013,0.9586064,0.982345,0.7264764,0.7941414,1.0890644,0.8068261,1.3384892,1.0689887,1.0104587,0.86517763,0.72855115,1.1353348,0.90227896,1.0230408,0.94409657,1.0424305,0.77227294,1.190432,1.2146026,0.8544454,0.0,1.1091172,1.069604,0.8546955,1.0900697,1.1933184,1.2345424,0.9949767,1.231875,1.1340653
towel,1.2105398,0.81388086,0.97489035,1.4030983,0.93467104,0.8644781,1.1810399,0.72955006,1.1385217,1.1846666,1.1758801,0.8218621,1.0678592,1.0296516,0.8232436,0.8830888,1.1063523,0.7419897,0.9321231,0.8868973,0.8789008,0.43311715,0.67563355,0.85764116,0.619711,0.6761497,1.2792491,1.077393,0.8379376,0.7071699,0.92846006,1.1299906,0.92192525,1.1987827,1.1647072,0.98577285,1.0918491,0.7588368,1.1383257,0.8222894,1.0578382,1.0091431,0.8395828,0.8917747,1.1227015,1.0661721,1.2005681,1.2391088,0.8153128,1.3703659,1.1571118,0.8176333,0.702845,1.1907449,0.6580552,1.1397046,1.29666,0.9436004,0.945145,1.0382317,1.344796,1.4212996,0.91905427,1.036516,0.90906274,0.952285,1.0117527,1.1477182,1.1941277,0.9795773,0.61681616,1.0854207,1.0891308,1.1881994,1.1514959,1.0188409,1.1099807,0.050184608,0.9186265,0.8145408,1.0557163,0.8364991,1.0074538,0.76584613,1.1709971,1.182071,0.6997943,0.72137046,1.0693403,0.4700501,1.1436138,0.84803545,0.74685967,1.2080835,1.0362203,0.6215025,0.92151713,0.9252701,1.2373844,1.3491713,1.2335308,0.8877264,0.86269546,1.2028576,1.1629755,0.7270078,1.2661177,0.7863777,1.0334691,0.9060912,1.0967472,1.1511242,0.7672039,0.97255373,0.8529187,1.0310941,1.2505298,1.1374872,0.8826263,1.1279128,1.310923,1.1091172,0.0,0.88467866,1.0879532,1.0003804,0.9501687,0.74353087,0.5513372,0.848318,1.0080787
toy,1.1106863,0.9863166,0.7957456,1.4370275,0.6678179,0.71368337,0.9776862,0.8959194,1.2365023,1.080615,1.2213343,1.0070587,1.1597748,1.3114021,1.0021282,1.3702786,0.60282165,0.51518774,0.6833616,0.7608917,1.1281087,0.9804713,0.5689376,0.67460394,0.7926271,0.42180645,1.3587835,1.296344,0.8582858,0.6333881,0.99077964,1.2032824,1.0914196,1.1063023,1.0338274,1.1461331,1.267177,0.74583775,0.9479462,0.58370066,1.0964123,0.55931824,1.0390626,1.0176497,1.2832699,1.2146723,1.0009674,1.3172634,0.9824298,1.182358,1.1408284,0.9962701,0.5886985,1.3432199,0.94757926,0.64158356,1.1774175,1.0165018,1.1210449,0.8061551,1.1781378,1.3925595,0.78858757,0.98955953,1.2174445,1.3622091,0.8106275,1.5470077,1.4029388,1.0452619,0.78155965,1.2301854,1.0324178,1.2278112,0.6563041,1.2474769,0.71019953,0.9829327,1.0677838,0.92475605,1.0253807,0.6612856,0.866245,1.347933,1.476781,1.1356437,0.8494792,0.8564587,1.2207917,1.0937823,1.2868054,0.8614113,0.7481474,0.7253731,1.0594858,0.72548175,1.2846012,0.7251275,1.2985811,0.87971485,1.3394624,0.8176445,1.2843502,1.1203206,1.3038177,1.0018224,0.7354797,0.6777627,1.0673635,0.966359,1.2482884,1.0440724,0.81817,1.0574784,0.8498715,0.319399,1.3153257,1.0249043,0.6198207,1.0961967,1.1313957,1.069604,0.88467866,0.0,1.0685571,0.9529882,0.6874465,0.6110058,0.91551167,0.82630277,1.0317956
tray,0.87514794,1.2683969,1.3140776,0.83886135,1.3557484,1.151944,0.8868382,0.8753768,0.69890845,0.97560126,0.7911704,1.1447018,0.7291177,0.8567723,1.0624224,0.8188492,0.81039715,1.2914811,1.0900867,0.8465812,1.2737222,1.1626898,1.0700601,1.241932,1.1601237,1.1438609,0.9821399,0.9861078,0.802091,1.2791255,1.0120652,0.9190638,0.78920877,0.7137599,0.9521131,0.8159548,1.0841482,1.2800714,0.7169672,1.2329023,1.0255947,1.1552441,1.0211822,0.91790926,0.9836215,1.053705,1.2259253,1.0433002,1.0738887,0.9232213,1.2357398,1.0497446,1.3244703,0.89800036,1.0686351,0.90250874,0.6019958,1.3236835,0.87486666,0.70727485,0.99993366,0.9222904,1.3453918,1.1468861,0.9048421,0.9620774,0.9006049,0.80083907,0.69273436,0.9118151,1.279758,0.8917661,0.91173553,0.7599527,0.7158867,0.9338925,1.2596388,1.1170452,1.3699818,1.2044041,1.0800486,1.1000926,1.1069406,0.90487874,0.8014251,0.7293849,1.18607,1.2143767,0.85544205,1.0495566,0.9548717,1.1370589,1.0586344,0.8986293,0.61881536,1.0111594,0.91897345,1.0838813,0.8165896,0.66191095,1.0169506,0.92708004,0.9627665,0.9201407,0.8619703,0.7612499,0.85147536,1.3076324,0.9434155,1.0583779,1.0548985,0.84827316,1.0441408,1.0093962,1.0976514,0.84331256,1.0078831,0.72648406,1.2515261,1.3352022,0.9818475,0.8546955,1.0879532,1.0685571,0.0,1.0325325,1.1398182,1.1367747,1.0461173,1.2735858,0.9004622
tree,1.0475287,1.0460477,1.0002595,1.1166588,1.0078835,0.9817927,1.1137582,1.1267686,1.041031,1.0129831,1.070646,0.9585599,1.0093511,1.1101934,0.9186991,1.0882641,0.8912095,0.98111653,1.0277624,1.0331311,1.124252,0.9496032,1.0068302,0.9999781,1.0238347,0.7786208,1.0811648,0.89804244,1.0226836,1.0295124,0.904709,1.0444143,0.92981875,1.0230356,1.106858,1.0176696,1.1253759,1.0384254,0.9264543,0.9746524,1.0637555,0.9642218,0.8636107,0.99996376,1.1502,1.1157804,1.1202037,1.0823091,1.0045394,1.0085961,1.1029174,1.0864912,0.88665533,1.0751852,0.9413389,0.99284554,1.026249,1.0215026,1.1096569,1.0237426,1.0411991,1.0894915,1.0951207,0.8957732,0.98762774,1.1377492,0.9416212,1.1599262,1.1807026,0.8603415,0.9189609,1.0959201,0.8575103,1.1279607,0.9575592,1.0384521,1.0839063,1.0438612,1.0488781,0.92605174,1.0117497,1.0077114,0.9220609,0.98674107,1.1292477,1.029369,0.9983153,1.0241436,1.09922,1.0338609,1.1021775,0.61504555,1.0741782,1.0033027,1.156197,0.95464414,0.9087465,0.89001036,1.082971,1.0985221,1.1516349,0.98568386,1.0876123,1.015504,0.9465135,0.9770848,1.0534741,1.0313437,1.0003823,1.0608633,1.0867219,1.0218658,1.1065512,0.97738546,0.85179853,0.9531512,1.0969263,0.9582513,1.1357312,1.1388865,1.204874,1.0900697,1.0003804,0.9529882,1.0325325,0.0,0.8324017,0.772764,0.9567955,1.0769123,0.6503377
tricycle,1.1455207,0.928506,1.016515,1.1831954,0.8837054,1.0482137,1.2365532,0.83480334,1.0931967,0.99887305,1.0357909,1.1277823,1.0467956,1.2409723,1.1162866,1.1353271,0.9947941,0.81151557,0.6786978,0.8886527,1.1687052,0.8305404,0.8563691,0.7941581,0.8505699,0.5941804,1.3123765,1.115874,0.79420066,0.64812225,0.83927727,1.1898226,0.85878575,1.0735383,1.0680288,0.9640077,1.3248434,1.0551733,0.9104951,0.84370255,1.1092118,0.9293952,0.8701527,1.1074938,1.1165394,1.2323594,0.98886806,1.087369,1.1447012,1.0840067,1.209707,1.267662,0.7226633,1.2102568,0.9651547,1.038374,1.1022824,1.1369838,1.19344,1.2717987,1.0833628,1.3012586,0.9538187,0.9999778,1.0964439,1.1784079,0.8895435,1.2537918,1.2985861,0.9004642,0.7579626,1.1145821,1.0732555,1.2317345,0.63383687,1.1900223,1.089479,1.0133868,1.1172625,0.98849976,1.1105224,0.66140413,0.9564855,1.2737033,1.2321082,1.1362541,1.025719,1.0466664,1.2625895,0.98156124,1.2302948,0.4875617,0.909944,0.98820746,1.011689,0.63170135,0.96199685,0.8865071,1.1401567,0.97265774,1.1350224,0.84851,1.1894574,0.9485262,1.0045156,0.95012456,0.8805193,0.9798326,1.2063115,0.9319062,1.1981273,0.9578564,0.8100282,1.1034799,0.98114043,0.70121276,1.1333752,0.67799497,0.88232505,1.2118545,1.2612065,1.1933184,0.9501687,0.6874465,1.1398182,0.8324017,0.0,0.6428207,0.7138947,1.001076,0.767181
truck,1.3370132,0.857396,0.8325427,1.3933219,0.75751424,0.80868924,1.2670412,0.9526374,1.257093,1.1497583,1.2955265,0.90998995,1.1966919,1.3159044,0.7876753,1.3321801,0.92263496,0.66370994,0.7763515,0.7683437,0.9691957,0.7279145,0.65992266,0.6690574,0.62755954,0.23834479,1.3203969,1.0481049,0.86785734,0.63741964,0.93332714,1.1498059,1.0063827,1.1144857,1.2186214,1.1113894,1.1925805,0.8064447,1.0726149,0.71984226,1.125869,0.82206136,0.928738,0.939044,1.2252289,1.1171898,1.0340734,1.1529403,0.8793818,1.2002015,1.0790365,0.88584524,0.5416043,1.2785866,0.78492856,1.0814981,1.3074303,0.9346478,1.2479968,0.97925746,1.1867391,1.3788414,0.8213007,1.0110431,1.0659093,1.2330012,0.8985224,1.3986652,1.346642,0.9069105,0.6438252,1.185592,1.0568441,1.4080334,0.8097823,1.1034251,0.97935116,0.7788514,0.9734876,0.81859404,1.0824969,0.7235865,0.8743459,1.2770629,1.360856,1.2541407,0.817999,0.81686676,1.2871584,0.74807227,1.2056665,0.72370875,0.81987214,1.0084568,1.303463,0.5144379,0.9984616,0.8049712,1.226431,1.2633779,1.2659101,1.0201979,1.1025144,1.1712958,1.2058222,0.9008957,1.1528935,0.79790604,1.0648152,1.0429462,1.1503088,1.1398187,0.8559758,1.0999546,0.74263597,0.8023579,1.2253594,1.0491478,0.74635077,1.1077598,1.251678,1.2345424,0.74353087,0.6110058,1.1367747,0.772764,0.6428207,0.0,0.7500061,0.8161925,0.776772
vacuum,1.3141454,0.93506545,1.1459543,1.2482668,1.0409762,1.0666103,1.1984845,0.6523979,1.0324924,1.161459,1.0941554,0.97098243,0.88059294,1.3125272,0.9131111,1.1528264,1.0974097,0.8565343,0.91277885,0.8150002,1.0727683,0.40675598,0.7821443,0.89775425,0.5698091,0.7223002,1.2365122,1.134235,0.5674421,0.7062245,0.6560954,1.1571496,0.77109665,1.0394967,1.2169483,0.90890366,1.2851005,0.8189917,0.80845845,0.92827207,1.2504418,1.0756874,0.5519917,0.7937907,1.233282,1.1831682,1.212846,1.1448637,0.99488086,1.293665,1.193469,1.0704764,0.78158265,1.2603743,0.709362,1.2323005,1.1790969,1.0636021,1.1298412,1.1840752,1.2843562,1.4132643,1.0882583,1.0874002,0.7833591,1.1173276,0.89556545,1.239641,1.0343114,0.5738328,0.45456022,1.1421297,1.1489147,1.3147368,0.8255743,1.1626592,1.2399095,0.58399373,0.99566376,0.90089417,1.1415141,0.7553117,1.0552255,1.1504396,1.2395885,1.2060097,0.69656944,0.68910795,1.2314571,0.7496488,1.3302102,0.6653751,0.924245,1.1425632,1.0010955,0.6592283,0.55709594,0.98123056,1.1559947,1.0574999,1.279783,0.93569607,1.00682,0.7764518,0.89769876,0.70870453,1.0753238,0.98124933,1.1534839,1.0160158,1.1357437,0.92956495,0.628626,0.7952198,0.9197535,0.9238395,1.2881813,0.871095,0.9814036,1.2696353,1.402136,0.9949767,0.5513372,0.91551167,1.0461173,0.9567955,0.7138947,0.7500061,0.0,1.0394567,0.780061
