,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
dress,0.82298285,1.0600257,1.3142437,0.6657256,1.2782819,1.3643041,0.991259,1.0661173,0.7465571,0.9198759,0.53768444,1.1702266,0.8122413,0.6953329,1.2646185,0.58193594,1.0409269,1.3172362,1.2603446,1.1393645,1.2041526,1.1616261,1.3487513,1.2118322,1.3367662,1.3497565,0.94742495,0.98109204,1.0413111,1.3528948,1.0183247,0.49231088,1.0762432,0.84887946,0.925559,0.74643,1.0745032,1.378317,0.89736706,1.3241329,0.9364866,1.0278299,1.0729882,1.19892,0.0,0.87717825,1.0090437,0.6434215,1.2245208,0.6724001,1.1599019,1.2428393,1.3383005,0.82425,1.3906562,1.0162013,0.86950624,1.2399217,0.9383693,1.3062977,0.6912463,0.79715633,1.090245,0.9760336,1.109954,0.40141428,1.2500609,0.37884933,0.7344382,1.0027022,1.4170798,0.91757727,1.067868,0.7518645,1.0583531,1.0177156,1.1718608,1.1126616,1.176071,1.3067374,1.14562,1.1722137,1.1085424,0.7201317,0.31603527,0.78477794,1.3766042,1.3683276,1.0549334,1.1762962,0.8665168,1.198033,1.3885114,1.1798152,0.7555037,1.3340151,0.88849366,1.0912993,0.4872076,0.7816628,0.2610519,1.0824425,0.6422657,1.0022222,0.824551,1.3277392,0.74528384,1.339478,1.0361656,1.0124489,1.0978767,1.1883754,1.0546327,1.1382166,1.2525685,1.03469,0.34706795,0.8494954,1.3171171,1.06971,0.85609144,1.0641472,1.1227015,1.2832699,0.9836215,1.1502,1.1165394,1.2252289,1.233282,1.2454027,1.0422889
ear,1.10471,0.8227968,0.87853813,1.0039669,1.0750998,1.0990957,0.8769069,1.0216827,1.288271,1.2644262,1.2050478,0.88771456,1.1959255,0.8892025,0.8065031,1.1458491,1.1709042,1.1698273,1.2292728,0.99496394,0.60936326,0.96354717,1.1267155,1.1166207,0.94195396,1.1527762,0.85481113,1.1314263,1.0716362,1.1060458,1.1297884,0.8607265,1.3253441,1.1312828,1.0396855,1.1366786,0.5800648,0.9188894,1.2393856,1.2003789,0.9288497,0.9877819,1.1699268,1.0048689,0.87717825,0.0,0.83307093,1.0885024,0.88574433,0.84072757,0.5674925,0.73697984,1.1665612,0.7436159,1.0549135,1.1237574,1.0640928,0.60253894,0.74530864,0.8172833,0.79982865,0.6134261,0.69341,1.1836033,0.88984036,0.90177125,1.0742455,0.8991705,0.9382163,1.1014423,1.206494,1.0284919,1.0357914,0.7960612,1.1354637,0.87436914,0.79553634,0.9533689,0.6253346,0.97159773,1.0538619,1.2960334,1.0977169,0.9890553,0.8229599,1.1400276,0.9856939,0.97130144,0.84527147,0.9760604,0.80237806,1.1862953,1.1707379,1.0668994,1.0633788,1.1107324,1.1906492,1.0959206,0.8707287,1.1832234,0.9148003,0.990302,0.71331674,1.1079545,1.1994246,1.2713,1.2711403,0.9391687,1.1163281,0.91978174,0.7088528,1.0943537,1.0034473,1.0372361,1.0799689,1.1140733,0.9303842,1.3882684,0.9914315,0.4455266,0.5238599,1.1312811,1.0661721,1.2146723,1.053705,1.1157804,1.2323594,1.1171898,1.1831682,0.9232949,1.2125934
egg,1.2613008,0.7587207,0.3986094,1.0633762,0.48593038,0.6146872,1.0390886,1.0003763,1.2873971,1.1544725,1.2539198,0.95093274,1.2978671,1.1951249,0.99805933,1.2740338,1.2299904,0.89848864,0.73352927,1.0113875,0.7957109,1.0399929,0.94560874,0.9885373,0.91140544,1.068174,0.9028187,1.0796956,1.2814181,0.8836757,1.1568947,1.073347,1.1631308,1.0800943,0.9107895,1.2326053,0.9140398,0.8292438,1.3546758,0.93602926,1.096678,1.0054599,1.1461054,0.97565126,1.0090437,0.83307093,0.0,1.1048232,0.91737556,0.9857333,0.5828845,0.827426,0.97578084,1.0079918,0.9150864,1.1598889,1.200952,0.7722857,1.1522923,0.9118819,0.91165876,0.94428694,0.7252221,1.0879642,1.067425,1.1503156,1.113895,1.1583929,1.1207272,1.3276896,0.9117328,1.1266077,0.98660207,1.0808966,1.1813308,1.0372506,0.43505186,1.1868428,0.7019795,0.7402679,0.8910592,1.0310173,1.0222452,1.2424033,1.1822054,1.2830135,0.9230232,0.89150435,1.0412338,0.9439268,1.0434785,1.0777406,0.74809074,0.8925569,1.1275766,0.9387358,1.3235562,1.0803785,1.0534238,1.2268445,1.0485867,1.0478568,1.0465801,1.1885358,1.3105128,1.0674899,1.1630108,0.77972233,0.99407,1.0168681,0.69081813,0.9861527,0.8525114,0.9869918,1.0581279,1.1387392,1.0148431,1.3300173,0.60363567,0.41816425,0.7065284,1.2678256,1.2005681,1.0009674,1.2259253,1.1202037,0.98886806,1.0340734,1.212846,0.8351828,1.1613234
elephant,0.8572198,1.1140791,1.2297841,0.7907462,1.243345,1.2404647,0.98612803,1.1457686,0.7324913,0.85163796,0.60361284,1.0946807,0.84316254,0.85611844,1.1060563,0.71216124,1.0648504,1.2368518,1.2582308,1.2331374,1.126118,1.0662508,1.3476478,1.1920878,1.2128663,1.2593881,0.8938302,0.6314875,0.94399774,1.157247,1.1068892,0.70030373,1.0335805,0.9264189,0.95478773,0.8418733,1.0982528,1.2929058,0.8506911,1.2111189,0.9591554,1.1571428,1.0327027,1.1864274,0.6434215,1.0885024,1.1048232,0.0,1.1088504,0.8290756,1.137059,1.227413,1.1649256,0.9145467,1.1828887,1.1127543,0.84374857,1.0487043,1.1905103,1.3289605,0.7962742,0.90500814,1.0804474,0.8711776,1.0192497,0.62492406,1.2047436,0.5637183,0.9501245,0.9106994,1.1926455,1.0054096,1.0229101,1.0010425,1.0591216,1.0251765,1.2096814,1.2100444,1.0806681,1.1247452,0.9538901,1.1991143,1.0868948,0.83532906,0.6190089,0.89659166,1.223608,1.2189071,1.0635455,1.0804098,0.9385659,1.079553,1.2502594,1.1425642,0.97210443,1.2575458,0.73770887,1.2160077,0.7147335,0.8413934,0.55918676,1.188649,0.9090022,0.97874796,0.61836874,1.1499516,0.72418225,1.2540674,0.8888519,1.1422884,1.0297415,1.1395603,1.1720234,1.1427703,1.0320157,1.1380473,0.49795163,0.79951,1.3057791,1.1266916,1.0179522,0.94537127,1.2391088,1.3172634,1.0433002,1.0823091,1.087369,1.1529403,1.1448637,1.1197368,0.9154197
eye,1.2103587,0.85416996,0.8224686,1.2523086,0.929048,0.82023776,0.8908124,1.0130123,1.3007443,1.198644,1.3938024,0.8679611,1.3261968,1.1286379,0.6224117,1.2405838,1.1559744,0.9186156,0.95496285,1.1271663,0.7855152,0.9486568,0.860324,0.81903845,0.9075215,0.8418535,0.82887423,0.9231723,1.2077698,0.7947966,1.2000139,1.0199032,1.1972197,1.1376473,1.1101027,1.312008,0.8756203,0.7243082,1.2935365,0.96112514,1.090621,1.043105,1.1584052,0.99996525,1.2245208,0.88574433,0.91737556,1.1088504,0.0,1.1284525,0.73969436,0.68336177,0.9390862,0.9766491,0.7092366,1.0577118,1.0960453,0.6091486,0.961814,0.6913434,1.1352078,0.98041344,0.79723823,0.93681556,1.0800284,1.0685974,0.97875553,1.1719459,1.095757,1.1366087,0.8809701,1.2079797,1.0233886,1.0928706,1.0292004,1.0674158,0.7398553,0.8030239,0.66609585,0.9006074,0.8846109,1.1059512,1.0163957,0.91493183,1.2311704,1.2521098,0.73398626,0.77220845,0.9214238,0.9942463,1.0278072,1.0371753,0.8118179,1.1215491,1.1240498,1.0453359,1.2071674,0.90629536,1.2355607,1.1609359,1.2283607,0.9589877,1.0497721,1.1454761,1.2402422,1.0221672,1.2682651,0.7587486,0.9234891,1.0013459,0.88374394,0.9941639,1.0171506,0.9676002,0.82889646,1.1291232,1.1611154,1.3907621,0.6833583,0.7619525,0.894438,0.88681334,0.8153128,0.9824298,1.0738887,1.0045394,1.1447012,0.8793818,0.99488086,0.7528447,1.1584384
face,0.8262508,1.1383885,1.2038784,0.74673545,1.2225463,1.2582608,0.96779096,1.1991005,0.88610697,0.8985254,0.70526814,1.14435,0.9130563,0.88368183,1.1487243,0.8454251,0.9662375,1.2209897,1.2181718,1.1197182,1.1968999,1.2818278,1.3012892,1.1659064,1.3130649,1.2406292,0.84852886,0.99984443,1.160098,1.2785102,0.9701065,0.7593796,1.0789876,0.8994828,0.91171664,0.8561529,0.99368083,1.3160851,0.8836403,1.2290201,1.0000293,0.97040623,1.0519173,1.1662431,0.6724001,0.84072757,0.9857333,0.8290756,1.1284525,0.0,0.9749699,1.2056364,1.2674183,0.9683929,1.2324286,0.885083,0.75658095,1.0283128,1.0586665,1.1725818,0.107550204,0.7167897,0.79374105,0.9929828,1.2710787,0.85612595,1.112602,0.798513,1.0066036,0.9744916,1.3245629,0.9433747,1.0163453,0.83282423,0.97098917,1.082839,1.0805153,1.3788447,1.1398457,1.1694264,1.1403846,1.0932724,0.9296519,0.95527035,0.76786834,0.79196334,1.3134596,1.2966219,1.0740517,1.2526014,0.85683787,1.126506,1.3108177,1.0158098,0.92008394,1.2554512,0.96791744,1.0021727,0.6057869,0.8232373,0.61381364,1.0698385,0.944077,0.913784,0.8274892,1.2596678,0.7711928,1.2803696,1.0990772,1.0903332,1.1370537,1.1455475,1.2028612,1.0949533,1.2708951,0.9630266,0.67844343,0.9231584,1.2579557,0.9278766,0.73725456,1.0562725,1.3703659,1.182358,0.9232213,1.0085961,1.0840067,1.2002015,1.293665,1.2387489,0.9476523
finger,1.2180327,0.691062,0.53708994,0.86712974,0.770818,0.85227084,0.9407943,1.1775681,1.3999575,1.2520485,1.39992,0.78799444,1.3313271,1.0263995,0.8346206,1.3363528,1.1834497,0.9640713,1.0424849,1.082353,0.4354366,0.9635877,1.0432981,1.0591444,0.8852958,1.1011276,0.67093205,1.0673349,1.3150644,1.0588392,1.2589493,1.0858457,1.2939175,1.109026,1.1402214,1.3473496,0.5927288,0.6534028,1.414214,0.9622153,1.0037656,1.0362322,1.2030679,0.8547442,1.1599019,0.5674925,0.5828845,1.137059,0.73969436,0.9749699,0.0,0.6016586,0.9960877,1.0052737,0.8054652,1.2522918,1.3056016,0.483656,0.91735286,0.65970206,0.9120152,0.44460666,0.72165656,1.169566,0.8225091,1.1879792,1.0292374,1.1295472,1.0189285,1.3002189,0.9455214,1.1603858,1.0372556,1.0353354,1.2543464,0.8643943,0.57879794,1.0598577,0.41890264,0.6324172,0.9090824,1.1766491,1.1290894,1.0312424,1.1887374,1.2047334,0.7228131,0.7020286,0.91887635,0.9485284,0.8792056,1.1405662,0.9404567,0.99786013,1.2974318,1.0373005,1.3039333,1.1046793,1.174803,1.2849945,1.1396409,1.067431,1.0138413,1.1940831,1.3293648,1.0670853,1.3342164,0.72506845,0.92815727,0.9486952,0.6069703,1.023324,1.0326096,0.9346649,0.9506862,1.24624,1.1312858,1.4798243,0.83399683,0.16431016,0.60926515,1.0690148,1.1571118,1.1408284,1.2357398,1.1029174,1.209707,1.0790365,1.193469,0.71258,1.2909386
fish,1.3616394,0.81595236,0.48886538,1.3111986,0.6752496,0.47727865,0.99652475,1.0552567,1.4043844,1.2648263,1.4680463,0.63132757,1.4058309,1.165941,0.6521412,1.3582377,1.0865316,0.7649751,0.99385023,1.04941,0.48039496,0.9761957,0.7778305,0.8091897,0.73620915,0.8494344,0.8776072,1.026859,1.2750266,0.84640634,1.3029106,1.1294365,1.2806216,1.1815242,1.1777396,1.3335209,0.6287056,0.41047448,1.4955003,0.7225235,1.1922241,1.0595576,1.255993,0.8031217,1.2428393,0.73697984,0.827426,1.227413,0.68336177,1.2056364,0.6016586,0.0,0.8072406,1.0072197,0.626374,1.1185236,1.291271,0.5264635,1.0492492,0.55514234,1.1884974,1.06818,0.72795665,1.1466143,0.9154489,1.2267846,0.8779976,1.3478103,0.9270243,1.2996569,0.7654811,1.1475756,0.8952474,1.2461166,1.20553,0.92302966,0.6112051,0.7602561,0.5717174,0.6215873,0.95112646,1.1309904,1.0577053,1.2132831,1.3307612,1.2748601,0.48928547,0.48865312,0.88358223,0.6265812,0.84843063,1.0469126,0.66065884,0.9814415,1.3112454,0.8267993,1.3294456,0.98233575,1.24615,1.3869656,1.2676499,1.1640602,1.1370256,1.2869253,1.3561938,0.888207,1.4262556,0.51270515,0.5506607,1.0485306,0.8723879,1.0300561,1.0064534,0.9444669,0.88386387,1.2987036,1.2593217,1.5316929,0.66030604,0.5792824,0.8468605,1.1546321,0.8176333,0.9962701,1.0497446,1.0864912,1.267662,0.88584524,1.0704764,0.5441283,1.1704444
flower,1.4002337,0.86114514,0.5193604,1.4656801,0.41632974,0.6140467,1.2164398,1.0280964,1.4224352,1.1928229,1.4373107,0.6837217,1.3689927,1.4074045,0.6994858,1.4374526,0.9649455,0.20530844,0.64631593,0.9400332,0.8571265,0.7433006,0.5127362,0.6207248,0.49219817,0.41631436,1.3469974,1.0291597,1.1129423,0.35300994,1.0719478,1.1496614,1.106154,1.1354666,1.2514285,1.3192616,1.1206837,0.4384703,1.3155279,0.27933323,1.2222692,0.9658644,1.023783,0.98418295,1.3383005,1.1665612,0.97578084,1.1649256,0.9390862,1.2674183,0.9960877,0.8072406,0.0,1.3022599,0.5858834,1.1842105,1.3155148,0.6685079,1.3341349,0.9897151,1.2369335,1.4392557,0.6644034,1.0318328,1.129941,1.3635627,0.9700668,1.5244662,1.434186,1.0963557,0.30998576,1.294091,0.9528408,1.5557821,0.93180513,1.2104983,0.71748114,0.70516074,0.7631378,0.54626405,1.0974008,0.68254274,0.9766589,1.3733886,1.4908669,1.374944,0.45132458,0.44641346,1.215656,0.6558734,1.2356007,0.7219236,0.5385167,0.95512515,1.4618235,0.47152418,1.1528274,0.88110864,1.2933376,1.3701698,1.3462162,1.1002047,1.2986367,1.2273673,1.2694603,0.8527569,1.2810414,0.34318316,0.83171934,1.1037107,1.1696495,1.1153919,0.7439964,1.1337614,0.73807395,1.0586009,1.2866385,1.2475152,0.62451637,0.94759166,1.3072839,1.3287494,0.702845,0.5886985,1.3244703,0.88665533,0.7226633,0.5416043,0.78158265,0.37824023,0.9305283
foot,0.82888806,0.9312372,1.1335046,0.8141266,1.2375003,1.0988197,0.8428333,1.1457232,0.9384318,0.9173776,0.8967707,1.1455392,1.012059,0.69048095,1.0891961,0.8208773,1.1562985,1.3117845,1.2721069,1.225775,0.9542845,1.2122436,1.2804115,1.1389744,1.3137162,1.3609861,0.8338248,0.98685586,1.1328479,1.2871643,1.126962,0.9204681,1.2095453,0.8883332,0.8352642,0.99029696,0.85804665,1.2211025,1.0364208,1.3345183,0.8407039,1.1480808,1.2163924,1.2210637,0.82425,0.7436159,1.0079918,0.9145467,0.9766491,0.9683929,1.0052737,1.0072197,1.3022599,0.0,1.2218484,0.9510157,0.8121728,1.042741,0.46121383,0.9365938,0.93081266,0.7328626,1.0204799,0.9725283,0.9249452,0.80979466,1.0105618,0.6399304,0.7489255,1.0995795,1.4246542,0.8271781,0.8440533,0.46201414,1.0903205,0.88353306,1.0620053,1.1152904,1.1210802,1.2441598,0.9425076,1.3161522,1.1222858,0.8309885,0.63865393,0.8454982,1.267219,1.2459792,0.76003104,1.1611662,0.8427502,1.1230401,1.2520151,0.94723666,0.86642617,1.2906952,1.1255604,1.1774622,0.8290584,0.9243574,0.8497125,0.75192475,0.83571184,0.98286635,0.9157418,1.2703061,1.0779748,1.1347458,1.0330768,0.6164281,0.7529624,0.9708753,1.095939,1.0782995,1.1069152,1.1557306,0.8529024,1.0245419,1.1726216,0.9687232,0.70231247,0.8340667,1.1907449,1.3432199,0.89800036,1.0751852,1.2102568,1.2785866,1.2603743,1.1091714,1.2289522
fork,1.3510656,0.76008314,0.6754574,1.2888978,0.694281,0.70113826,1.1295158,0.9959949,1.3541658,1.2216345,1.4442486,0.6546906,1.2874076,1.2456853,0.64842224,1.3354155,1.0419012,0.66460043,0.8349963,1.0116631,0.75721204,0.6990435,0.7084675,0.70664567,0.651584,0.73137724,1.0837935,0.96049917,1.1748399,0.63433725,1.1454748,1.1584673,1.0317422,1.1338434,1.2331085,1.2977368,1.1097848,0.52141774,1.3305011,0.6969434,1.2343787,1.0337863,1.0353844,0.8978399,1.3906562,1.0549135,0.9150864,1.1828887,0.7092366,1.2324286,0.8054652,0.626374,0.5858834,1.2218484,0.0,1.2312064,1.3157396,0.68442297,1.1987023,0.826339,1.2098094,1.2643614,0.7768444,0.98477197,0.993444,1.3091222,0.9649649,1.3831277,1.2038702,1.1062118,0.46817636,1.3404474,0.9664841,1.4598076,1.1137192,1.1332036,0.8599375,0.65143013,0.6714723,0.5466107,0.96329,0.8108494,0.97268313,1.1075592,1.3973765,1.2131972,0.45140517,0.46823096,1.0468041,0.6297534,1.2645062,0.8269477,0.6028708,1.0625217,1.3676906,0.64596087,1.115623,0.93125904,1.2208612,1.3716782,1.346805,1.0256598,1.187217,1.1560307,1.2430233,0.71455747,1.3655642,0.62122834,0.8835415,1.0286961,1.0503347,1.0044702,0.8497125,1.0092725,0.78319395,1.2070293,1.2964289,1.2968227,0.7136022,0.8368365,1.2190492,1.192412,0.6580552,0.94757926,1.0686351,0.9413389,0.9651547,0.78492856,0.709362,0.63582385,0.9582704
frog,0.46784604,1.2021506,1.2272182,1.0583389,1.1752313,1.0339377,0.73549944,1.1174392,0.9006214,0.73713684,0.8767818,1.199057,1.0161318,0.93990505,1.119395,0.86397463,0.6615418,1.1632375,1.0948035,1.1014838,1.2067465,1.3776094,1.155805,0.7370182,1.4444696,1.0157101,1.0528948,1.0839927,1.1200533,1.122972,1.1234641,1.078711,1.1354992,0.9937131,0.703506,0.99397,1.1253353,1.2272644,0.9204191,1.1873566,0.5511983,0.50310206,1.2579134,1.1664072,1.0162013,1.1237574,1.1598889,1.1127543,1.0577118,0.885083,1.2522918,1.1185236,1.1842105,0.9510157,1.2312064,0.0,0.78543675,1.314022,0.70877695,0.99527097,0.9480052,0.9841695,1.0747578,0.67370284,1.2035061,1.0650334,0.89575195,1.0949566,1.0092326,1.0679373,1.2647854,0.8688066,0.99125224,0.6336807,0.83421266,1.0316726,1.0145968,1.2121241,1.3434495,1.355717,0.95589054,1.0500593,0.8077624,0.9759074,1.0058172,0.742605,1.2915715,1.3058797,0.98519737,1.3139825,1.0069443,0.99437785,1.1362615,0.74025744,0.7988891,1.2295341,1.3047916,0.57121944,1.0437114,0.61766136,1.0679502,0.7720178,1.1371727,0.9449012,1.0064085,1.2045623,0.706619,1.2029433,1.1142895,0.8349955,1.0966253,0.95586455,1.1718565,1.038275,1.0966154,0.58998114,1.0737748,0.92549014,1.0393499,1.2712286,0.8454388,0.74715006,1.1397046,0.64158356,0.90250874,0.99284554,1.038374,1.0814981,1.2323005,1.225922,1.0704813
glass,0.60916305,1.448895,1.4186256,0.66580987,1.3649211,1.104538,0.7814032,1.0842315,0.518015,0.78709793,0.63768065,1.4194648,0.76126075,0.69808555,1.085876,0.72648495,0.9417057,1.2832286,1.0102959,1.1992706,1.404989,1.3328748,1.1300963,1.2621243,1.4316044,1.3581845,0.9529327,0.9367307,0.98515135,1.227433,0.8798044,0.90560067,0.8239652,0.8646995,0.8138451,0.82656604,1.1587732,1.4996765,0.7010482,1.251508,0.93222785,1.0964997,0.9734121,1.316061,0.86950624,1.0640928,1.200952,0.84374857,1.0960453,0.75658095,1.3056016,1.291271,1.3155148,0.8121728,1.3157396,0.78543675,0.0,1.3952637,0.84713256,1.0373733,0.85107803,0.7425343,1.380664,0.9374842,1.0630862,0.8916633,0.8285986,0.7079709,0.8740087,0.79674685,1.3159026,0.8095073,0.95859593,0.5133631,0.81576407,1.1115716,1.2235217,1.2869953,1.4513245,1.3599739,0.9774467,1.183732,1.1038702,0.78005415,0.6951872,0.62206477,1.4744959,1.4766712,0.8376291,1.3915517,0.97350234,1.0433002,1.0762953,0.805255,0.6720444,1.3501252,0.7935565,0.99653065,0.76471317,0.567022,0.8484904,1.0738139,1.0103875,0.6103887,0.57840335,1.0784746,0.64931506,1.46522,1.0693492,1.1287252,1.0266167,0.66740465,1.1407497,1.151641,1.2065493,0.9366113,0.88700026,0.5764675,1.327007,1.3434019,0.88666046,0.6875098,1.29666,1.1774175,0.6019958,1.026249,1.1022824,1.3074303,1.1790969,1.4007499,0.7656393
glasses,1.3984106,0.6480651,0.42819703,1.2787942,0.64013475,0.7220644,1.0645021,1.109619,1.5514368,1.3690794,1.507226,0.38165486,1.4752083,1.226512,0.57617944,1.4318247,1.1781958,0.6461383,1.0446068,1.1021247,0.5769088,0.8240856,0.88759226,0.892046,0.6014763,0.85427046,0.85640544,0.8976924,1.2272707,0.66399825,1.2850834,1.0813885,1.3560357,1.2933967,1.1851212,1.3976529,0.58355594,0.3480724,1.4991069,0.66616076,1.1958749,1.0595791,1.1926887,0.858688,1.2399217,0.60253894,0.7722857,1.0487043,0.6091486,1.0283128,0.483656,0.5264635,0.6685079,1.042741,0.68442297,1.314022,1.3952637,0.0,1.1808841,0.8121216,0.91737056,0.97726357,0.3248688,1.1046844,0.99132955,1.1858191,1.1380757,1.2702417,1.1616268,1.2665758,0.70390236,1.2967129,0.88800883,1.3732874,1.198364,0.9802122,0.56732166,0.8639885,0.16859114,0.5637412,1.129255,1.156529,1.0507481,1.2043446,1.2404082,1.448537,0.38090903,0.38427502,1.019783,0.7083644,0.9042822,1.1301959,0.8054224,1.0580498,1.3941321,0.8930646,1.2416126,1.1393149,1.1895776,1.4123816,1.1787537,1.1596038,1.0122011,1.2619829,1.328856,1.0285498,1.4309702,0.36603397,0.78865254,1.1393837,0.8236487,1.1223364,1.0485578,0.97728163,0.87117493,1.2946963,1.1248949,1.6094029,0.68366593,0.37717813,0.87517333,1.2608685,0.9436004,1.0165018,1.3236835,1.0215026,1.1369838,0.9346478,1.0636021,0.41539443,1.2360746
glove,0.65406764,0.8733049,1.2784046,0.7856277,1.3372953,1.1971596,0.79996145,0.97321934,1.0291758,0.97297186,0.9662687,1.2035294,0.99182314,0.6614826,1.1087239,0.7334914,1.0379801,1.2789961,1.1865625,1.0461354,0.8913241,1.1547422,1.1499611,1.0959347,1.2947474,1.262052,0.8866367,1.2136555,1.0768809,1.2553664,1.1046052,1.0815316,1.2351853,0.95734376,0.832952,1.019111,0.8049972,1.2369158,1.0086521,1.3549652,0.632481,0.9236293,1.2211201,1.170413,0.9383693,0.74530864,1.1522923,1.1905103,0.961814,1.0586665,0.91735286,1.0492492,1.3341349,0.46121383,1.1987023,0.70877695,0.84713256,1.1808841,0.0,0.7641752,1.0677919,0.5805,1.0696036,1.0582169,0.89453536,0.86694443,0.84017724,0.72456443,0.80968744,1.083099,1.3940651,0.7409855,1.0006672,0.2949435,0.9378137,0.83292437,1.1309278,0.89915764,1.1625111,1.2934215,0.99494654,1.1733713,1.094897,0.6423797,0.732559,0.8177901,1.2998376,1.2975664,0.8093487,1.1457624,0.8499299,1.1140493,1.2499528,1.0235885,0.7003008,1.202578,1.2423801,1.0198333,0.9719719,0.815491,1.0043168,0.46052814,0.8290051,0.8770704,1.1230124,1.2790042,1.0639778,1.1666894,1.2665751,0.32760942,0.7876204,0.9617012,1.0278535,1.0537834,1.1369886,0.96251965,1.039392,1.084312,1.1122563,0.98369205,0.7011559,0.73772216,0.945145,1.1210449,0.87486666,1.1096569,1.19344,1.2479968,1.1298412,1.1919765,1.2873094
gum,1.1707966,0.9905999,0.73813903,1.1378047,0.8552343,0.67947817,0.8323481,0.98512465,1.3029422,1.1894478,1.3930584,0.925401,1.1567314,1.0137682,0.85443664,1.3272676,0.7634354,0.8451849,0.9722624,0.7681482,0.7612682,1.1101372,0.734836,0.9805641,0.9003274,0.90533924,0.9233487,1.2038763,1.1618711,1.0772011,1.2076168,1.2007807,1.243179,0.91429317,1.0363377,1.2931784,0.74740857,0.67718935,1.1647794,0.86752814,1.1229161,0.99165547,1.224992,0.8184031,1.3062977,0.8172833,0.9118819,1.3289605,0.6913434,1.1725818,0.65970206,0.55514234,0.9897151,0.9365938,0.826339,0.99527097,1.0373733,0.8121216,0.7641752,0.0,1.1666481,0.8463054,0.9197242,1.1838893,0.9746022,1.2869067,0.7599155,1.2477266,0.9321177,1.1673007,1.0589952,1.0904408,0.8928446,0.93142796,0.9621427,0.901951,0.65213805,1.0383723,0.8758468,0.8729366,0.92001885,1.0379902,1.0444497,1.0906727,1.2489605,0.9505934,0.8303087,0.79542613,0.7884811,1.093423,0.9347658,1.1381508,0.81373674,0.893319,1.1002699,0.9593126,1.3764973,1.0094876,1.1507473,1.0701046,1.3497036,0.90765125,1.1147181,1.1111338,1.3846531,1.0177301,1.2791125,0.760207,0.87661207,0.89851886,0.8429461,0.84071815,1.0086956,1.0083314,0.7836813,1.0421841,1.3471489,1.3247299,0.74561155,0.7516928,0.7101735,0.86335814,1.0382317,0.8061551,0.70727485,1.0237426,1.2717987,0.97925746,1.1840752,0.80977464,1.1734589
hair,0.870009,1.0855632,1.1430817,0.75026387,1.1913522,1.2231948,1.0261045,1.1579348,0.96940845,0.93921334,0.7788615,1.1312492,0.97009,0.93096256,1.0998201,0.9128014,1.0084424,1.2097162,1.2011176,1.1128842,1.1037682,1.1897507,1.3055158,1.1507777,1.2640607,1.2258223,0.87015885,1.0115339,1.1581119,1.207869,0.9773108,0.7735339,1.1018589,0.96288407,0.9456608,0.8914109,0.9578081,1.2820058,0.93967146,1.239609,0.9725658,0.9110879,1.03872,1.1652586,0.6912463,0.79982865,0.91165876,0.7962742,1.1352078,0.107550204,0.9120152,1.1884974,1.2369335,0.93081266,1.2098094,0.9480052,0.85107803,0.91737056,1.0677919,1.1666481,0.0,0.7307706,0.6228508,0.9937192,1.2275691,0.8552028,1.1189926,0.8223093,1.0236822,1.0156158,1.2907226,0.9402668,1.0645856,0.86582255,1.0027698,0.98103994,1.0743345,1.3527621,1.048421,1.1247042,1.1363504,1.1289719,0.91707635,0.9844359,0.79323155,0.8611236,1.2925487,1.2706687,1.0893835,1.2178609,0.84915435,1.0905151,1.2900069,0.98801243,0.96843123,1.2283592,0.98865795,1.0536093,0.65042746,0.90753204,0.60841954,1.0819848,0.9057518,0.9492241,0.9150237,1.2730926,0.81944954,1.2424614,1.1331844,1.0914137,1.1062403,1.1498278,1.1779212,1.0881728,1.2210914,0.9809736,0.65674937,0.98448044,1.2246537,0.85512924,0.7367295,1.1133018,1.344796,1.1781378,0.99993366,1.0411991,1.0833628,1.1867391,1.2843562,1.2098498,0.96134853
