,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,helicopter,horse,hose,jacket,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
face,0.90636027,1.2516632,1.1712315,0.8993438,0.7133554,1.083965,1.0369143,1.0148529,1.2717695,0.9371697,0.94093764,0.78830063,1.240408,0.9262481,0.74930745,1.0685921,0.95175606,1.1097491,1.0817808,1.2682507,1.1605389,1.0443971,0.960675,1.2649975,1.2902904,1.1920879,1.343698,1.2501221,1.05385,0.8898907,1.1767193,1.2944593,0.8361417,0.6519914,0.89718616,1.0733284,0.7929571,1.0523741,1.3053563,0.88556886,1.2817035,0.88096887,0.81898224,0.95851505,1.1423293,0.8897083,1.0122979,0.65288174,1.0597788,1.0518912,0.8336443,0.0,0.94821537,1.0240666,1.2675256,1.2214726,1.2364607,1.3268425,1.1200831,0.8328006,1.04508,1.1739523,1.1973156,0.08318162,0.7780655,0.9889354,1.0519737,1.217078,1.1624467,0.6222546,0.8216776,1.2157873,1.002657,1.2989105,1.1085559,1.0346712,1.0706059,1.002852,0.9804557,1.0245403,1.2147822,0.72867596,0.94327015,1.1224385,1.4030492,0.95352495,0.70653445,1.1523945,1.0852274,0.68113595,0.694692,0.8710853,0.8638025,1.3204923,1.3085254,1.2175897,1.0299768,1.2410958,1.0532334,1.1689186,1.3416175,1.1651064,1.1469212,1.0907376,1.2227614,1.2561954,0.97454274,1.0523164,0.8535645,0.56815034,1.1852758,0.6113694,0.99367476,1.028919,1.3167307,0.8788138,1.0916649,0.8744932,1.2627442,0.9820434,1.2445395,1.2691332,1.0565641,1.0932297,0.88955784,1.0516201,1.0192517,0.51522136,0.8029404,0.9062093,1.220515,0.9707618,1.2165979,0.97236466,1.3839493,1.1199174,1.1168035,1.0523611,1.0707628,1.0658036,1.1883109,1.0503675,0.8990862
finger,1.3603767,1.0322063,0.7967993,1.1300488,0.96368617,1.0344517,1.1169387,0.8759687,1.3411863,1.4475504,1.2311404,1.4272377,0.76249826,1.3115523,1.1493767,1.1288626,1.32532,1.1419866,1.1598914,0.93540955,1.2484639,1.2896414,0.489609,0.99625385,1.1679552,0.9990179,0.90546346,1.0681728,0.49810147,1.2301474,1.2780681,0.908925,1.3408859,1.1910305,1.3449996,1.083767,1.2930458,0.8083958,0.6459694,1.4448147,0.9456944,1.2914919,1.1119783,1.2536867,1.0057673,1.0939362,1.2289109,0.3903637,0.6440235,1.0704178,0.54058754,0.94821537,0.0,1.0901628,0.83436066,1.075556,1.0237104,0.81487405,1.076382,1.2391391,0.4073199,0.6834951,0.6234153,0.9425499,0.36911476,0.6771916,1.1536465,1.0413414,1.2857947,1.198388,1.0926522,0.8662356,1.3246622,1.0268136,0.6115633,0.8238865,1.090837,1.1584392,0.85355306,1.0701823,0.8974941,0.40336418,0.834381,0.5865709,1.0088279,0.25856078,0.29804718,0.61667544,1.2474493,1.1067861,1.1961119,1.0180745,1.1718004,0.88267124,0.8584485,0.6154516,0.9914066,0.84375274,1.1607829,1.1725305,0.8204738,1.1086324,0.85170925,0.5745772,1.2050956,1.0649244,1.3413367,1.1570705,1.0969551,1.0682296,1.1774851,1.0951288,0.9417886,0.9304866,0.92056125,1.3091223,1.2838995,1.3268417,0.5213752,1.2549305,1.0066669,0.89020133,1.1109139,0.843658,0.8113055,0.8749939,1.310348,1.1467311,1.3093343,1.4533932,0.78330386,0.153157,0.5124898,0.80118626,1.1197889,1.1769845,1.3209014,1.2436563,1.2762016,1.0497441,1.1792815,0.3645149,1.3233218
firetruck,1.0039823,1.0613166,1.1074555,1.0439936,1.1114403,1.0880749,1.039168,1.1593192,0.9479394,1.0049328,0.99538475,0.9926703,0.9798072,1.0470997,0.98938185,1.0040534,1.0424863,0.8192296,0.9104145,1.0863128,1.0746777,0.9255794,1.0939832,0.9757982,1.0399004,0.9967104,1.043887,0.8331432,1.0477575,1.0496012,1.0477597,1.0662732,0.9723429,1.0361588,1.038449,1.0691721,1.0152688,1.0207953,1.037655,0.9434605,1.1135569,1.0203918,0.9227638,0.99334204,1.0061183,0.99855155,0.8944507,1.1105133,1.1860993,1.0793009,1.0882039,1.0240666,1.0901628,0.0,1.0498819,1.0743433,1.0252017,1.08266,0.8688854,1.1160177,1.1142437,1.096788,1.13591,1.0228834,1.0734029,1.1455907,0.58916104,1.0599602,1.0591139,1.023647,1.0489558,1.0772898,0.9774869,1.052809,1.0747023,0.99604577,1.0388327,0.93654114,1.1037602,0.9961413,0.9627537,1.0461987,1.0436598,1.135659,1.049111,1.0596533,1.1234598,1.1249549,0.9856836,1.0491198,1.0003657,1.0578415,0.97859377,0.9945792,1.0025598,1.0864382,1.0738714,1.1042393,1.0529994,1.0874932,1.0367599,1.032382,1.1482552,1.1541433,1.0475278,1.0471003,0.96550804,0.96026886,1.1075821,1.0161706,0.97392595,1.0228827,1.0426512,0.97322834,1.0975735,0.9742293,0.99327254,0.9931126,1.0937605,0.97951347,1.057119,1.0084696,1.1060947,1.1816987,1.074183,0.9821369,0.8514124,1.0483319,0.8652921,1.0099609,1.0412523,1.1615083,1.1255095,1.106803,1.0388086,0.82766545,0.93989015,0.98355883,0.99049926,0.15714514,1.022439,1.1343901,0.9799156
fish,1.4120054,0.79399985,0.5890398,1.0874753,1.4376482,0.90985644,1.0475173,1.0929177,1.0827127,1.447777,1.2357655,1.5330653,0.53984684,1.5193313,1.4209912,0.9304985,1.3800182,0.9438368,1.0025696,0.5062577,0.9189146,1.2517884,0.91746813,0.775124,0.81637514,0.5701716,0.6452745,0.7818228,0.9551047,1.188426,1.2139211,0.40653318,1.3632044,1.3099055,1.2728627,1.1794031,1.3984836,0.9901106,0.42688048,1.4561129,0.5056697,1.2486765,1.111875,1.1779704,0.95274955,1.3832893,0.9887476,1.0176183,0.627391,1.1125034,1.0435593,1.2675256,0.83436066,1.0498819,0.0,0.6276959,0.81862247,0.46776235,0.6324961,1.3339133,0.5828647,0.96775424,0.54415286,1.2460095,1.2398609,0.67868423,0.88109595,0.63165385,1.0144318,1.3503265,1.4579664,0.9384572,1.3091295,0.4304458,0.86767125,1.1690727,1.0906397,1.0351928,1.2214825,1.0401714,0.55023587,1.0359887,0.9589921,0.5388396,0.6776023,0.7432877,0.9259596,0.583192,1.2230766,1.2864105,1.4958482,1.342529,1.2920759,0.528311,0.5660305,0.8927483,1.1764748,0.61271554,1.0373285,0.8815002,0.44946504,0.7110058,0.72225285,0.6770865,1.0485239,0.67431164,1.2677578,0.96769935,1.3520966,1.3451234,1.0612341,1.3984458,1.1758789,1.2184114,0.91111594,1.3126967,1.0276058,1.3265688,0.5114887,1.1005803,0.60561347,0.8732391,0.99326974,0.85555017,0.8314637,0.93697625,1.2709354,1.3912163,1.3037376,1.4874996,0.49570668,0.63824207,0.42187464,1.0629823,0.76446414,0.9304799,1.1232501,1.0485966,1.0746493,1.0243642,0.9768065,0.62899035,1.1206143
flower,1.3435805,0.7110933,0.6645169,1.1328464,1.4549885,0.9089925,1.1293119,1.0332838,0.9424958,1.3805969,1.210121,1.3397431,0.44929063,1.4562125,1.4717522,0.8816993,1.3882797,0.7846435,0.824559,0.22505182,0.87835705,1.0980457,1.1691701,0.8143692,0.7727438,0.618866,0.63462,0.6877647,1.2555168,1.2360054,1.2652924,0.45995986,1.1361122,1.2703629,1.309905,1.2454615,1.3450625,1.2232206,0.39537716,1.2378175,0.22198272,1.2002885,0.9907642,1.0766808,1.1328963,1.3582349,0.83700037,1.250823,0.8455478,1.1186601,1.2067354,1.2214726,1.075556,1.0743433,0.6276959,0.0,0.9159199,0.70929825,0.824124,1.2145462,0.55875707,1.223387,0.697092,1.1896527,1.378956,0.45861012,0.89524204,0.36598903,0.9587714,1.3188856,1.5467163,1.2488756,1.2499433,0.3183533,1.0668046,1.3072269,1.1949383,0.9109085,1.5199457,1.0373747,0.43707597,1.1930741,1.1369083,0.38921523,0.8270922,0.97481835,1.1177284,0.659372,1.1608351,1.3224413,1.4687586,1.4491132,1.2489086,0.47652996,0.48526382,1.1351928,1.0759466,0.825875,0.8743397,0.590629,0.5210575,0.65386873,0.9948461,0.6684709,0.91124964,0.5243451,1.1514084,0.7992225,1.2618129,1.3411429,1.1032277,1.3976535,1.2833885,1.3274341,0.9914625,1.190185,1.0436289,1.2745289,0.5669032,1.1272523,0.52711713,1.0198405,0.7089331,1.0846672,1.1466012,1.1226684,1.2188288,1.3633349,1.1727058,1.3393037,0.7228459,0.8050519,0.5382329,1.1923184,0.9003441,0.7253995,1.1492544,0.99771464,0.68365693,1.130364,0.9780716,0.6660274,1.0255132
foot,1.1247894,0.19842726,0.9632613,1.183874,1.1713018,1.0347648,1.071201,1.0653672,0.85440165,1.2022748,1.1485192,1.2462316,0.8909491,1.1393251,1.1759994,0.81243664,1.1580764,0.8157984,0.97727793,0.88310164,1.0510669,0.85770917,1.062848,0.87816334,0.8199979,0.73592,0.78666294,0.8201418,1.0276456,1.2045143,0.9537309,0.84464455,1.1650221,1.2295933,1.1821114,0.96285135,1.1882563,1.0710356,0.8980403,1.161862,0.9234133,1.1302004,1.0700952,1.0423659,0.8590641,1.186281,0.81180656,1.1839448,1.0501783,1.0777309,1.1523111,1.2364607,1.0237104,1.0252017,0.81862247,0.9159199,0.0,0.80274874,0.81750846,1.2644696,1.0043603,0.5926638,0.9873192,1.2147806,1.0907611,0.9308741,0.86523515,0.8071338,1.0675727,1.2272017,1.1715515,0.95001787,1.1244602,0.79363793,0.92657715,1.0510696,1.1277058,0.93618876,0.97973156,1.0451915,0.8316138,1.162975,1.1847314,1.0254387,0.7467823,1.0315689,1.1607767,0.9910622,0.9869008,1.2304301,1.2423043,0.9523627,1.1535475,0.7614397,0.8244298,0.9698392,1.1246376,0.77858996,1.0798954,0.84917986,0.9020708,0.74832886,1.0035561,0.9794994,0.63848865,0.6281296,1.0456498,0.9824389,1.1743779,1.2267823,0.93714595,1.2550672,0.5780059,0.9528772,0.7583288,1.1973642,0.976807,1.2950547,0.6267537,1.0766184,0.77029395,0.07406616,1.1076769,0.9642508,1.1936913,1.0245278,0.8978765,1.2641528,1.1676152,1.2007349,0.90105367,0.98071355,0.98602283,1.0808682,0.7555755,0.95060724,1.0082762,0.9815928,0.87161505,1.0001649,0.87948114,0.98920274,1.1658261
fork,1.3726323,0.736645,0.8984428,1.1410617,1.3431187,1.1310445,1.1949092,1.1579216,0.96155214,1.3319584,1.1940699,1.4603933,0.5182221,1.313031,1.4586513,1.0559783,1.3269947,0.9638734,1.013269,0.68171215,1.0031183,1.1534138,0.9977024,0.535782,0.8731477,0.738358,0.46001554,0.69155616,0.92956316,1.1314307,1.0347888,0.5150182,1.2703371,1.3547581,1.2420406,0.7845222,1.3216898,1.0052437,0.45962566,1.3077066,0.6400075,1.3016016,1.2059041,1.0223488,0.7257615,1.2839777,1.1351366,1.0802703,0.91543365,1.02972,1.022449,1.3268425,0.81487405,1.08266,0.46776235,0.70929825,0.80274874,0.0,0.8837967,1.3129334,0.62297136,0.96199167,0.7848222,1.2935886,1.1351283,0.7912464,1.0685831,0.7229991,0.8405768,1.3820127,1.3204222,0.5754772,1.0488147,0.38874686,0.7736844,1.0499005,1.199163,1.0489857,1.2793179,0.8291266,0.6138805,1.0469322,1.0156158,0.76608765,0.5860971,0.71046627,0.9770652,0.84890383,0.9176724,1.282171,1.4305153,1.2284648,1.2958316,0.39038587,0.39371562,0.88086367,1.1265562,0.65104973,1.1227956,0.80182076,0.565741,0.82590204,0.97450465,0.89412767,0.9119486,0.6511556,1.010848,0.9387224,1.3685087,1.3326113,0.8843764,1.362889,1.146294,1.0589032,0.8374393,1.1814599,1.0280901,1.4367211,0.58787155,0.9559915,0.6143627,0.81169724,1.0542423,0.79983824,0.8501761,1.1169274,1.2434486,1.4116385,1.3153318,1.3819169,0.73692644,0.7628003,0.4881482,0.9169225,0.6824685,1.1734998,1.0712167,0.9945461,0.99089915,1.0280228,0.6194896,0.7125921,1.0253503
frog,0.840904,0.88907546,0.58829004,1.175927,1.3622538,0.9631566,1.067904,0.8547013,1.0225604,1.3723892,1.1125499,1.354153,0.7675186,1.4341518,1.2426703,0.6258548,1.3499286,0.7029389,0.72324264,0.7847954,1.0094216,1.098588,0.8750869,0.96836746,0.92527926,0.4929031,1.0717694,0.8059188,0.93809086,1.1360177,1.23124,0.80941683,1.3583775,1.2643559,1.2576463,1.1491284,1.3534621,0.79993784,0.7229348,1.3035686,0.8569977,0.9474603,0.6690839,1.3057714,1.0879196,1.3838329,0.7694048,1.0451505,0.9866494,1.2583616,1.0621145,1.1200831,1.076382,0.8688854,0.6324961,0.824124,0.81750846,0.8837967,0.0,1.2819073,0.94258714,0.89195544,0.662243,1.1340301,1.2200637,0.819702,0.6447784,0.62062734,1.0122759,1.2831495,1.3695619,1.0579882,1.3217635,0.87141407,1.1948016,1.2475605,0.9176953,1.0931511,1.0587319,1.1076317,0.7136006,1.076527,0.7968495,0.8976197,1.1019747,1.106272,1.1420127,0.74741876,1.2724276,1.1863306,1.3903995,1.338229,0.9773526,0.70869005,0.74518836,0.7353855,1.1554228,0.9970343,0.8634807,0.8877513,0.7205198,0.5938318,0.80653214,0.8563101,0.97626466,0.8270458,1.3894763,0.64972603,1.122654,1.2917178,0.9227445,1.3931582,1.0795442,1.2992473,0.91793036,1.3873663,1.1463989,1.0520778,0.810758,1.0020901,0.8419834,0.8945011,1.0244267,0.9526142,0.992564,0.7818902,1.1380372,1.2964717,1.0380235,1.2682774,0.66128063,1.0351787,0.8083092,1.047231,1.1312331,0.5234696,0.79262716,1.0173862,0.8765625,0.67607117,1.1630018,0.9211605,1.2432332
glass,0.6704335,1.2612187,1.1890819,0.47643507,0.60322356,0.95844734,0.8414762,0.90181184,0.93508285,0.47043133,0.78737855,0.4624349,1.49838,0.6369953,0.7605051,1.143806,0.7232841,1.1588302,1.0572997,1.3176429,0.74332035,0.94069034,1.2916095,1.2999549,1.0736651,1.3171818,1.3862901,1.2134671,1.0168712,0.76875675,1.0062581,1.3989372,0.6832318,0.72212,0.5926975,0.887522,0.7471247,0.9266912,1.5284489,0.52319545,1.277,0.83897376,1.07934,0.8282037,1.1299303,0.7721416,1.0973775,1.0824697,1.240965,0.81835586,1.0647509,0.8328006,1.2391391,1.1160177,1.3339133,1.2145462,1.2644696,1.3129334,1.2819073,0.0,1.4832366,1.201882,1.1702362,0.87806785,0.7915398,1.5086994,1.078834,1.3819597,0.7495043,0.71926856,0.72362286,1.013119,0.66089344,1.2671857,1.2766334,0.91062963,0.73080933,1.0754133,0.83371544,0.92775404,1.3731085,1.1280073,1.1223392,1.4392148,1.4172657,1.4144386,1.1586592,1.3927921,0.8633268,0.7657492,0.59501725,0.8292557,0.7555309,1.4356606,1.4153283,1.0946075,0.93813854,1.4415457,0.9681867,1.0893509,1.3883705,1.2763531,1.0334522,1.3580185,1.1137071,1.300045,0.766377,1.1655833,0.69746506,0.80885977,0.8895678,0.6829234,0.9430138,1.0466937,1.118565,0.56452084,0.8785461,0.58461535,1.5835443,0.7475549,1.1695985,1.304483,0.7058847,0.99587023,0.95341045,1.0822026,0.8982733,0.68653274,0.75275254,0.42251194,1.3896466,1.4036386,1.4660299,0.8194866,1.3435175,1.0960641,0.75773025,0.939351,0.97419864,1.2113197,1.0829009,1.4716542,0.5751424
glasses,1.5603486,0.9104903,0.67717147,1.2313725,1.3794688,1.04748,1.2269669,1.0728772,1.2701968,1.6116924,1.2422323,1.5833747,0.31673288,1.5355407,1.4258595,0.94951457,1.5091013,1.0050375,1.0825751,0.47993028,1.1556827,1.3263849,0.6112583,0.8587363,1.0238842,0.7582743,0.61197656,0.8757052,0.9182328,1.23849,1.2946017,0.4493935,1.3505574,1.27935,1.4883976,1.2114931,1.4566537,1.1233152,0.2607571,1.5408331,0.47406173,1.378291,1.1011087,1.2490994,1.0506566,1.2575657,1.1498785,0.6117878,0.6695955,1.041588,0.58858943,1.04508,0.4073199,1.1142437,0.5828647,0.55875707,1.0043603,0.62297136,0.94258714,1.4832366,0.0,0.9422194,0.60679185,1.0130936,0.980096,0.23109245,1.0647767,0.6203106,1.182763,1.3210907,1.3954327,1.0080825,1.4050801,0.61926335,0.73337984,1.0410012,1.2366997,1.1181095,1.3287034,1.1102185,0.5721779,0.6016323,0.8503138,0.18521166,0.8415827,0.22353542,0.44073308,0.4915731,1.2812903,1.2401049,1.4524616,1.2783589,1.3680911,0.54450727,0.53882146,0.8433453,0.9806275,0.7475934,1.1486378,0.9427979,0.48906422,0.908147,0.9676563,0.46163118,0.9781215,0.73597455,1.3384464,0.95650595,1.3921902,1.198796,1.2157139,1.2911359,1.1488687,1.0746336,0.90297157,1.3272398,1.2671947,1.3911133,0.19612002,1.2375423,0.77023125,0.9812574,1.0097466,1.0346682,0.76087564,1.0085913,1.4060099,1.3365837,1.3930053,1.6520547,0.5215494,0.22783828,0.26339358,1.0435069,0.98302335,1.0664347,1.4401605,1.2103343,1.0992751,1.0904864,1.0965701,0.09605694,1.3153758
glove,0.8947544,0.7737855,0.93381983,1.0875778,0.8283299,1.0829293,1.051714,0.7313098,1.0114468,1.1952231,1.0784128,1.2316788,1.0125772,1.0703198,0.7827584,0.9452201,0.86900866,1.1480763,1.145668,1.0721664,1.0936732,1.1125573,0.74730617,1.2002324,0.9445119,1.0267867,1.0621688,1.1060096,0.6847443,1.0797805,0.87903786,1.14279,1.3336473,1.1720227,1.1450742,0.92540073,1.1013049,0.72257847,1.0370908,1.3196735,1.1303407,0.99249285,0.99907076,1.2925305,1.07,0.9024377,1.0886695,0.8452495,0.9693198,1.0259148,0.9087726,1.1739523,0.6834951,1.096788,0.96775424,1.223387,0.5926638,0.96199167,0.89195544,1.201882,0.9422194,0.0,0.8258593,1.176398,0.6086906,0.9716339,1.1505976,1.065879,1.1622789,1.1266534,0.714706,0.82624173,1.2486541,1.206368,0.79348856,0.7419437,0.8837003,1.166587,0.29807246,1.0411962,0.94951063,0.95499754,0.9632552,1.0822775,0.73871547,0.8064873,0.8999953,1.0268618,1.1792961,0.9202657,0.89704865,0.74087775,1.0517784,1.0643394,1.1191889,0.5892899,1.0587444,0.7108016,1.1095616,1.1503122,0.991871,0.9902326,0.8844098,1.0041167,0.61556226,1.0038615,1.3078643,1.2288917,0.8878882,1.0449914,1.0470272,1.0324745,0.4367081,0.7222494,0.72009075,1.3147426,1.1673237,1.1449667,0.71218807,1.1780622,1.0015161,0.42391592,1.2003089,0.83566725,1.0070277,0.7477969,0.9068481,1.1094269,1.2086643,1.2260628,0.905893,0.80940133,0.9466202,0.83190626,0.73594415,1.0459086,1.0131451,1.1843504,1.1424389,1.0272279,1.1255146,0.78119403,1.4119349
gum,1.264094,0.870005,0.46346664,1.040406,1.2847184,0.8441919,1.0389186,0.7889684,0.98593515,1.4595966,1.3272268,1.512172,0.709428,1.4747171,1.3118843,0.9446267,1.3825974,0.9712653,0.8446208,0.45997965,0.93172383,1.1197292,0.76565826,1.0102639,0.7435081,0.7983091,0.90279573,0.84747696,0.6929383,1.3327608,1.3001757,0.7298429,1.4342129,1.3409753,1.3196652,1.1030792,1.4399856,0.75332785,0.43086094,1.4462893,0.5661299,1.2479266,1.0510739,1.3503404,1.1120404,1.4084363,0.98388976,0.8623502,0.7268885,1.2367828,0.8970031,1.1973156,0.6234153,1.13591,0.54415286,0.697092,0.9873192,0.7848222,0.662243,1.1702362,0.60679185,0.8258593,0.0,1.1856678,0.9313058,0.62634146,0.99988925,0.6939335,1.0029465,1.3550404,1.3985789,0.97244394,1.3963805,0.8271067,0.9858687,1.2353871,0.8260744,1.0675607,0.90881574,0.92619395,0.71184564,0.79450256,0.91637945,0.49600697,0.95698625,0.7901835,0.77277845,0.5223892,1.3380197,1.280976,1.415026,1.3609099,1.1521673,0.67308193,0.69286597,0.595471,1.167088,0.91712356,0.9715116,1.02847,0.6258363,0.8345537,0.77308524,0.57612807,1.1488668,0.84022605,1.4918175,0.97700113,1.16259,1.3160213,1.0247564,1.3891,1.0996792,1.2585863,0.77651024,1.4970223,1.2064828,1.1362557,0.5651314,1.0934492,0.73483026,0.9449505,0.8242128,0.9148804,0.9039566,0.84173226,1.2368909,1.3511493,1.2774607,1.3865821,0.5270457,0.58063,0.43864536,0.52999175,1.0247649,0.58520395,0.9816143,1.2724111,1.0454248,1.0659626,1.2193418,0.58678883,1.3144265
hair,0.95504725,1.2400147,1.1621928,0.97802925,0.78794426,1.0508269,1.0076243,1.0313144,1.262686,0.9943463,0.95695144,0.8287712,1.2237767,0.96189266,0.7625965,1.0849547,0.9951969,1.0926024,1.105069,1.232553,1.1755706,1.0562204,0.96590364,1.2301661,1.2788743,1.177428,1.3051444,1.2264087,1.0625279,0.902911,1.1655298,1.2400361,0.8439867,0.64444673,0.94210577,1.0758038,0.8169362,1.0767927,1.2813337,0.9055472,1.2582213,0.8744335,0.78894436,0.93242645,1.1718576,0.9350208,0.99967706,0.6894649,1.0196211,1.0884237,0.85756534,0.08318162,0.9425499,1.0228834,1.2460095,1.1896527,1.2147806,1.2935886,1.1340301,0.87806785,1.0130936,1.176398,1.1856678,0.0,0.8075769,0.9162696,1.0172586,1.1735241,1.1517757,0.6182187,0.8941801,1.2292641,0.98817915,1.2573283,1.1237884,1.0273435,1.0995085,0.9894325,1.0025439,0.97673357,1.1744431,0.78407407,0.9322859,1.0906523,1.3758836,0.9383051,0.7177273,1.1267489,1.0876256,0.7299805,0.74289817,0.88824177,0.9139187,1.2965847,1.291399,1.1911932,1.0460329,1.2173461,1.051588,1.1317307,1.3466122,1.1281279,1.0951815,1.046828,1.2132565,1.2199368,0.98577565,1.0351583,0.87071985,0.5437369,1.1939625,0.6506694,0.9966171,1.0288068,1.3138114,0.9076673,1.1321273,0.9120977,1.22782,1.0498433,1.2421291,1.2641908,1.0603063,1.0804343,0.9232969,0.99968326,1.0335317,0.5188091,0.8216579,0.95785016,1.2138835,0.9359876,1.213158,0.9798492,1.3522325,1.122613,1.1650574,1.0164886,1.0650187,1.0586374,1.1332723,1.0107143,0.8892796
hand,0.9259826,1.1509206,1.1666477,0.86155784,0.4755057,1.1389914,1.0586271,0.7477567,1.2365758,1.0436773,1.030801,1.0708914,1.2468759,0.9609415,0.7686442,1.2067317,0.97659457,1.2052824,1.1222955,1.3325117,1.1484785,1.1236345,0.7467375,1.2337649,1.2739922,1.2431024,1.2861252,1.2573855,0.41808075,0.97542,1.1489861,1.3522258,1.1161385,0.99331826,1.00625,0.91892105,1.0176494,0.60319394,1.2344239,1.0919715,1.3372433,1.0223458,1.0167023,1.0826496,1.0248735,0.75446236,1.2342585,0.5885738,1.0132895,0.9478722,0.7635243,0.7780655,0.36911476,1.0734029,1.2398609,1.378956,1.0907611,1.1351283,1.2200637,0.7915398,0.980096,0.6086906,0.9313058,0.8075769,0.0,1.1758542,1.1485538,1.3848786,1.1735339,0.957282,0.69733703,0.76907647,1.0355258,1.3700842,0.76343,0.5906687,0.8965353,1.1749606,0.46732557,0.90677315,1.2010913,0.693504,0.93338495,1.1724272,1.1977329,0.7057987,0.56206155,1.1294078,1.0505136,0.8918411,0.7310711,0.8072976,0.8452904,1.2791003,1.2338078,0.756482,0.96083826,1.1140113,0.98420215,1.2667184,1.2095972,1.3371301,0.996395,1.0643449,1.1336308,1.3406467,1.0729499,1.2541037,0.71813107,0.8357035,1.0573665,0.75941384,0.7588865,0.7987075,0.99640435,1.0601064,1.169969,1.0776987,1.0940614,1.0402011,1.2621568,0.96678084,1.0946099,0.81070083,0.9400245,0.87593436,1.0537173,0.8624773,1.080667,0.9742041,1.2436966,0.67498046,1.0905088,0.61260176,1.2135763,1.27387,1.0191213,1.0623267,1.2427235,1.0815376,1.2383437,0.9226483,1.1115565
hat,1.4582374,0.80412287,0.58913696,1.2717637,1.435423,0.8356483,1.0636009,1.0529556,1.1759363,1.5837772,1.2641848,1.5166304,0.40426695,1.5300525,1.3839638,0.7835203,1.5090264,0.9017625,1.0061638,0.35791588,1.0819335,1.209525,0.7817056,0.86375844,0.856615,0.73731136,0.6235962,0.7774223,1.0634121,1.3324608,1.1380591,0.4383245,1.3074471,1.2402728,1.4594676,1.2176198,1.4461315,1.2198584,0.3232373,1.4779875,0.40814495,1.324606,0.9158083,1.2481979,1.149533,1.3492017,0.9752075,0.7930751,0.65142274,1.1749167,0.86132336,0.9889354,0.6771916,1.1455907,0.67868423,0.45861012,0.9308741,0.7912464,0.819702,1.5086994,0.23109245,0.9716339,0.62634146,0.9162696,1.1758542,0.0,1.009397,0.45348525,1.1431619,1.2686807,1.4304707,1.1975511,1.4308453,0.6349865,0.9163634,1.2099564,1.2330229,1.0529153,1.355757,1.1397891,0.51314706,0.8512362,0.9194007,0.1876725,0.91887295,0.55641574,0.7242619,0.38921744,1.2836003,1.2943555,1.4827363,1.2838148,1.381681,0.55147016,0.5780241,0.9548917,1.0551223,0.8275949,1.1327523,0.81765246,0.5119129,0.78266793,0.98582745,0.37385702,0.83964276,0.5751498,1.3764552,0.8562542,1.366676,1.2013738,1.1885823,1.334666,1.1422093,1.1402532,0.81108516,1.3837928,1.2529709,1.2760861,0.23867893,1.3028643,0.6732044,0.9191953,0.97789884,1.0918602,0.96076167,1.0291363,1.2613449,1.2900839,1.2856126,1.6045508,0.46905637,0.4009102,0.42876214,1.1448345,1.0131862,0.7775334,1.3924541,1.2133316,0.91801476,1.0958217,1.0471044,0.2806124,1.3280599
