,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,helicopter,horse,hose,jacket,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
knife,0.94627714,0.9841406,1.1814594,1.0074881,0.7861358,1.2747152,1.1699052,0.9601706,1.024068,0.86605525,0.9523387,1.1121236,0.94685054,0.82535803,1.0568261,1.0590339,0.93392855,1.1119969,0.93433195,1.1691403,1.0760288,1.0226594,0.87561667,0.84075105,1.0895119,1.1145303,0.8725182,1.0562359,0.6530781,0.9142355,0.8807442,1.0648761,1.113761,1.1641333,0.9434858,0.42818868,1.0583589,0.668936,0.85594213,1.107712,1.0944316,1.1604147,1.2443331,1.0412871,0.6113555,0.8648024,1.2787355,1.0270814,1.1916829,0.8049587,0.904497,1.2157873,0.8662356,1.0772898,0.9384572,1.2488756,0.95001787,0.5754772,1.0579882,1.013119,1.0080825,0.82624173,0.97244394,1.2292641,0.76907647,1.1975511,1.1951371,1.2808919,0.8444786,1.1520026,0.7846471,0.0,0.84400034,1.0905111,0.73658884,0.72347736,0.9157039,1.2119703,0.7591467,0.860489,1.1503456,1.0043926,1.0139196,1.1642244,0.81024206,0.8881769,1.0203689,1.1907116,0.81411636,1.0830688,0.97082347,0.8403297,0.98697233,0.8239728,0.7457899,0.79093325,0.93518174,0.9848165,1.0853392,1.2252667,0.8897947,1.2471032,1.1132643,1.2765875,0.9397162,1.1356897,0.93468535,1.2152474,0.9815262,1.0792099,0.61846006,1.0012506,0.8494912,0.8572767,0.88069093,1.0070399,1.0367879,1.0098076,0.93609893,0.6649663,1.0940583,0.86061996,1.0629011,0.8323121,0.80279773,1.0681462,1.0891672,1.1416055,1.1587709,0.90462345,1.0516148,1.0330203,0.86630034,0.6993073,0.8675984,1.2881083,0.7643112,0.9271563,1.2728792,0.9834683,0.8383124,1.0063794,1.0802798
ladder,0.8650329,1.1920661,1.4194998,0.92850447,0.7926818,1.2346023,1.0653028,1.1017195,0.71007824,0.57989186,0.94667274,0.46901703,1.3543346,0.49831676,0.87077165,1.2497996,0.82305753,1.065432,1.0568018,1.3396155,1.089423,0.72691345,1.2211919,0.78127056,1.0988817,1.2329386,0.9196062,0.7801181,1.0033305,0.876862,0.55811065,1.223474,0.48616397,0.8943269,0.65456915,0.8708776,0.5661948,1.076698,1.3711684,0.22461867,1.326916,0.90432113,1.0576025,0.384059,0.6876226,0.8545271,1.125173,1.2539647,1.4008417,0.967695,1.214063,1.002657,1.3246622,0.9774869,1.3091295,1.2499433,1.1244602,1.0488147,1.3217635,0.66089344,1.4050801,1.2486541,1.3963805,0.98817915,1.0355258,1.4308453,1.1117445,1.2791822,0.7404933,0.8934797,0.8424164,0.84400034,0.0,1.0582565,1.0711422,0.9386649,1.0387,1.0287223,1.0086616,0.8813043,1.2391597,1.2617998,1.158789,1.437969,0.98080266,1.2847502,1.2353998,1.4418584,0.56412387,0.9747316,0.7686578,0.8702316,0.9590709,1.2244605,1.1952455,1.1363746,1.0421559,1.1425629,0.9727558,0.8908966,1.3220286,1.1925431,1.1493828,1.43658,1.0318555,1.1937917,0.3180195,0.9674753,0.8716979,0.93401134,0.91168654,0.85947573,0.99021447,0.8563475,1.118393,0.46609324,0.9377578,0.79375815,1.4069653,0.87689537,1.2599741,1.1498712,1.0858226,1.061653,1.0190964,1.0102335,0.6774628,0.88999355,0.76007926,0.6068066,1.4396425,1.3985832,1.3843106,0.99660033,0.93973035,1.2054454,0.8154267,0.6682078,0.9147372,0.9602661,0.46840477,1.4109077,0.42930114
lamp,1.5011053,0.65905553,0.7660089,1.1067743,1.5055811,0.92821646,1.0858494,1.2113842,0.9138583,1.3739638,1.2709188,1.4015311,0.50018215,1.4411378,1.5640315,0.98622376,1.4194298,0.89470327,1.052608,0.41491038,0.8640946,1.0954168,1.2335037,0.52003473,0.76256233,0.5761653,0.4066025,0.6427639,1.1547191,1.261971,1.0874358,0.22571254,1.093356,1.3569902,1.2576799,1.1538152,1.3147404,1.2693113,0.46659815,1.188416,0.3834834,1.3165389,1.0794507,0.8410027,0.8775668,1.397671,0.89337003,1.270555,0.78705335,1.0873858,1.2291799,1.2989105,1.0268136,1.052809,0.4304458,0.3183533,0.79363793,0.38874686,0.87141407,1.2671857,0.61926335,1.206368,0.8271067,1.2573283,1.3700842,0.6349865,0.91168076,0.51484346,0.85250425,1.4115417,1.5990001,1.0905111,1.0582565,0.0,0.8351642,1.2363433,1.2464135,0.8743794,1.55117,0.95147884,0.52685404,1.2144032,1.1492532,0.57513154,0.5936543,0.8425837,1.0541924,0.7274386,1.0007454,1.4370371,1.5721843,1.4427098,1.3513718,0.41476429,0.42058647,1.1480626,1.1681457,0.6416312,1.0651679,0.56850576,0.5109835,0.6931242,0.9391134,0.7608359,0.9180744,0.4977218,0.9128673,0.7810346,1.4223347,1.4284327,1.0145264,1.4757757,1.2693839,1.2776668,0.86765045,1.0592096,0.8980593,1.3803424,0.60026,1.1403937,0.4301026,0.88268584,0.8948686,0.90925366,1.0867808,1.2117736,1.1956246,1.4735159,1.284146,1.4133275,0.7052834,0.7682064,0.5225572,1.1516074,0.6902234,0.9330196,1.2196658,0.90969,0.7913244,1.0963913,0.65308535,0.77584815,0.8473004
leg,1.2766905,0.99209774,1.0404667,1.0669683,0.8570663,1.0056591,0.9949502,1.0031533,1.2214826,1.2128544,1.1952369,1.2860022,0.8019166,1.0963377,1.162576,1.1952863,1.1092438,1.1688429,1.1583327,0.8774519,1.0853307,1.0796515,0.7859123,0.68646556,0.95625746,1.0281718,0.577708,1.093858,0.76527584,1.1488689,0.97268546,0.74295,1.1506586,1.2097437,1.1236246,0.9128939,1.0889006,0.9217765,0.7448107,1.2442356,0.8490609,1.2635841,1.1019548,0.9855949,0.84217143,0.95853496,1.2101022,0.90017325,0.8030296,0.96071935,0.86039555,1.1085559,0.6115633,1.0747023,0.86767125,1.0668046,0.92657715,0.7736844,1.1948016,1.2766334,0.73337984,0.79348856,0.9858687,1.1237884,0.76343,0.9163634,1.1843809,1.0542357,1.0482624,1.206651,0.935522,0.73658884,1.0711422,0.8351642,0.0,0.69293344,1.1395788,0.95511127,0.87898993,1.0536215,0.9586665,0.84214467,1.0474473,0.8226078,0.6495749,0.5714649,0.707884,0.89509135,0.97413707,1.1432675,1.1267196,0.857622,1.1228697,0.87057257,0.7932421,0.9698496,0.99314046,0.71904105,1.1518214,1.1112849,0.8724875,1.1347903,1.0858765,0.9007906,1.0970109,1.0039172,0.98869586,1.1725224,1.1759908,1.1194,0.9381953,1.0727825,0.9846338,0.7330809,0.9805099,1.0952199,1.0499141,1.2476178,0.73211664,1.1324718,0.8947073,0.81038475,1.1117135,0.77413213,0.90241325,1.072695,1.1418452,1.2068554,1.2568995,1.2607692,0.96780825,0.5810087,0.6417949,0.9063876,0.75643003,1.2364897,1.2425394,1.0391295,1.3471283,1.0639343,0.8404441,0.7652094,1.2110493
meat,0.8924443,1.1005071,1.2430476,0.7814274,0.64191216,1.1426159,1.0384351,0.97998434,1.0563643,0.90220153,0.94636935,0.9811289,1.1923634,0.87391096,0.8024441,1.1950293,0.85481715,1.1662716,1.1370319,1.3003753,1.156865,1.0481911,0.84052265,1.053267,1.1977541,1.1230175,1.1166708,1.2304735,0.7976016,0.8932387,0.9412605,1.191735,1.0749123,1.0298359,0.9971255,0.8905508,0.9576907,0.82593656,1.2423948,0.9866466,1.3078499,0.97993,1.013324,1.0075501,0.9521327,0.5546854,1.2671071,0.9356837,1.0903465,0.8353263,0.9706123,1.0346712,0.8238865,0.99604577,1.1690727,1.3072269,1.0510696,1.0499005,1.2475605,0.91062963,1.0410012,0.7419437,1.2353871,1.0273435,0.5906687,1.2099564,1.0245521,1.3241525,1.0333147,0.9950577,0.6408793,0.72347736,0.9386649,1.2363433,0.69293344,0.0,0.8535421,1.1510227,0.66484696,0.9889934,1.1784879,0.9724621,1.0021293,1.2327507,0.95915407,0.81006044,0.8767379,1.1586767,0.97490984,0.9642112,0.71192104,0.74542594,0.8511573,1.1859864,1.1712202,0.93132913,0.78979975,1.0480784,1.0293518,1.1477485,1.1887846,1.3199525,1.0809481,1.1242005,0.8957796,1.2565731,0.91185635,1.1653036,0.87005836,0.8903546,0.9279381,0.7636763,0.84627044,0.6401664,1.0323876,0.8815496,1.1157646,0.994925,1.1348425,0.95516706,1.2386333,0.9493004,1.0762228,0.89509195,1.0257773,0.8778508,1.0034857,0.96852905,1.0853307,0.94419324,1.2548711,1.0085454,1.1598588,0.8644679,0.9515482,1.3652921,1.0449871,0.966223,1.2284645,1.0316817,1.0448815,1.0315403,1.0981317
melon,0.7568415,1.102942,0.5843805,0.7818117,0.882004,0.8083339,0.8416246,0.6617361,0.9866816,0.9121408,0.8984313,0.9340611,1.1869037,0.99427307,0.85766196,0.95239013,0.80140424,1.0926071,0.9913794,1.1717165,0.9295009,1.0696335,0.9552027,1.1704347,1.0698899,1.1169068,1.301789,1.2208408,0.8754512,0.9420066,1.0583318,1.1994793,1.0820067,1.0956126,0.9294599,0.8508795,1.0587258,0.7613691,1.1763551,0.995962,1.2023346,0.93951344,1.0040674,1.1503353,1.1804072,0.8628737,0.99722695,1.0743823,1.0291682,0.87486875,1.0624622,1.0706059,1.090837,1.0388327,1.0906397,1.1949383,1.1277058,1.199163,0.9176953,0.73080933,1.2366997,0.8837003,0.8260744,1.0995085,0.8965353,1.2330229,1.0165073,1.2285213,0.9205039,1.0562637,0.842306,0.9157039,1.0387,1.2464135,1.1395788,0.8535421,0.0,1.0422223,0.59209484,0.9138278,1.2197235,1.016037,0.9839745,1.2389891,1.1275334,1.1732674,1.1228092,1.046276,1.1905159,0.9910605,0.8688865,0.9844647,0.8505869,1.2009451,1.1852846,0.55628836,0.9301982,1.2680967,0.95115304,1.1289028,1.104234,1.1765466,0.88985527,1.088005,1.0860698,1.3001368,1.1146513,1.037849,0.8295837,1.0597235,0.8822144,0.99757427,0.91031826,0.99489313,0.92659944,0.9560914,1.0369903,0.68167484,1.2723209,0.8650521,1.0830969,1.0693189,0.7525587,0.9486728,1.0946578,0.9678519,0.99794614,1.0712117,0.90787256,0.89640796,1.0970047,1.2491177,1.1773989,0.7372428,1.0910959,0.7833855,0.8381296,0.9946051,1.0559793,1.0603609,1.2353606,1.2306802,1.1028062
milk,1.0575502,0.8701289,1.0998998,0.99660635,1.121896,0.9383469,0.95368165,1.0744855,0.80072886,0.9073971,1.0309951,1.0028211,1.0320523,1.0957575,1.0715274,1.1042333,1.0132376,0.8477961,0.92302424,0.8759688,0.86459124,0.7689612,1.1987233,0.9644057,0.7798817,1.029064,0.9767842,1.0149176,1.2197994,1.1508685,0.9915278,0.932171,0.92282397,1.0850781,1.0211583,0.9979047,1.0335274,1.1823329,1.0449893,0.95947605,0.899896,1.0504881,0.89995444,0.9641039,1.0718241,1.1036894,0.82364017,1.1792965,0.9989398,1.0448145,1.1413453,1.002852,1.1584392,0.93654114,1.0351928,0.9109085,0.93618876,1.0489857,1.0931511,1.0754133,1.1181095,1.166587,1.0675607,0.9894325,1.1749606,1.0529153,0.86097926,0.9729424,0.9218233,1.0826601,1.2313883,1.2119703,1.0287223,0.8743794,0.95511127,1.1510227,1.0422223,0.0,1.1931584,0.78910106,0.9955115,1.1103978,1.1606017,1.0541763,0.9409888,1.106165,1.1130426,1.083092,1.052828,1.1616312,1.1272286,1.1864108,0.9458325,0.94907445,0.9304283,1.2407097,1.0354166,1.0960115,0.9954821,0.89423263,1.0850307,0.97240895,1.1741574,1.0576472,0.9915174,0.96850073,0.96508694,0.9062723,1.068093,1.0727922,0.90460557,1.1242887,1.009491,1.1389942,0.9944263,1.0015997,0.63663596,0.9787425,1.0993003,1.0828016,0.78501415,0.95955664,0.8942753,1.0430664,1.2549962,1.16682,0.8176662,1.0920988,0.923669,0.95375794,1.079573,1.1183993,1.0743563,0.9976819,0.93402404,0.8208637,1.045442,1.046099,0.92636466,1.0219039,0.94675404,1.1862549,1.0044763
mitten,0.62665486,1.1548252,1.0416064,0.8942497,0.47480994,1.0215628,0.8987077,0.5420921,1.0918267,0.86960137,0.9086083,0.8917813,1.3902789,0.7616622,0.4792235,1.058993,0.5535167,1.2819062,1.1428194,1.4162939,1.1229279,1.0641842,0.77389574,1.3486483,1.1319405,1.2744927,1.3969396,1.346634,0.6129837,0.8857876,0.85970014,1.5044109,1.128165,0.9047438,0.8936351,0.799629,0.8410566,0.5023647,1.3890858,1.0380414,1.4603791,0.84967697,1.0084127,1.1654553,1.112519,0.67263323,1.1530627,0.8338821,1.0427595,0.9026084,0.92736375,0.9804557,0.85355306,1.1037602,1.2214825,1.5199457,0.97973156,1.2793179,1.0587319,0.83371544,1.3287034,0.29807246,0.90881574,1.0025439,0.46732557,1.355757,1.1992878,1.4176681,1.0896631,0.8397943,0.4193623,0.7591467,1.0086616,1.55117,0.87898993,0.66484696,0.59209484,1.1931584,0.0,0.9768284,1.3047918,0.95295656,0.9428252,1.4009913,0.96449405,1.0361241,0.9362536,1.2209778,1.1036435,0.7067087,0.55538344,0.5579512,0.8150189,1.4590456,1.4608159,0.6511736,1.0024712,1.0214926,0.9952951,1.3459017,1.3554828,1.2755301,0.89751124,1.224218,0.9606904,1.4388497,1.1398382,1.3120437,0.6033303,0.76719403,0.97973686,0.7031844,0.58533907,0.6449885,0.97826576,1.0796113,1.1555265,0.77517605,1.2446202,0.9783628,1.3594909,0.8102851,1.1068653,0.81897044,1.0054928,0.8197979,0.8701602,0.7937257,0.9564644,0.8748549,1.2300469,1.0805721,1.2455418,0.64527166,0.90741014,1.0870961,0.9082801,1.0330986,1.2696288,1.0701718,1.2158247,1.1646249,1.1773303
mop,1.0290463,1.0085028,1.1012392,0.90225035,1.0003972,1.0244236,1.0035787,0.8522942,0.8738683,0.9761633,1.0555698,1.0847615,1.1409259,1.1312213,1.0719515,1.1047025,1.0954242,1.0421634,1.0882277,1.0310575,0.8435222,1.0330642,1.1379938,0.9004755,0.9265148,1.0573221,1.0915751,1.1397216,0.90127313,0.98995006,1.0763488,1.0181541,0.94694513,1.1551275,1.0289649,0.8189328,1.0863518,0.92118466,1.0597106,0.9712423,1.0408651,0.92602706,1.0111662,0.935758,1.1059953,1.1299266,0.9276384,1.0608417,1.0781535,1.0829989,1.0684391,1.0245403,1.0701823,0.9961413,1.0401714,1.0373747,1.0451915,0.8291266,1.1076317,0.92775404,1.1102185,1.0411962,0.92619395,0.97673357,0.90677315,1.1397891,0.9922639,1.0766258,0.67935383,1.169656,1.1298261,0.860489,0.8813043,0.95147884,1.0536215,0.9889934,0.9138278,0.78910106,0.9768284,0.0,1.0803627,1.0663947,0.999772,1.1224208,1.0104598,1.0956433,1.0154456,1.1887926,1.0820284,1.1300013,1.0926185,1.1945562,0.9599092,0.9734459,0.96108645,1.0189576,1.0572294,1.1605495,0.95995015,1.0457189,1.1209881,1.0591688,1.0355947,1.1721113,1.0438131,1.1038647,0.9758775,1.0023199,0.91264147,1.1614497,0.7630135,1.1564548,0.9587885,1.1081791,0.8858223,0.9764248,0.874241,1.0641998,1.1454371,0.8879718,1.0104805,1.0846322,0.86452323,0.76459193,0.97334534,1.0356084,0.886405,1.1445233,1.003018,0.9961255,1.1275206,1.0968125,1.1202644,0.5821284,1.0132133,0.9727272,0.9686334,0.9718588,1.007844,1.1133802,0.7583964,1.1773801,0.9448971
motorcycle,1.3871073,0.76408,0.71500623,1.1454213,1.4469907,0.9565801,1.091991,1.0823419,0.98144686,1.5079817,1.2256205,1.4765134,0.5227598,1.4735177,1.4137628,0.94223607,1.4473315,0.7508018,0.9396197,0.41894865,1.0109191,1.0923349,1.0199265,0.86131144,0.74588335,0.6210265,0.60482216,0.47839653,1.0423917,1.234757,1.1161894,0.53613985,1.3086164,1.308986,1.3573259,1.27625,1.3585403,1.153455,0.53513956,1.328043,0.47962356,1.2442945,0.9879553,1.1484185,1.0510392,1.3074313,0.9789932,1.0857816,0.8536601,1.2143624,1.1007285,1.2147822,0.8974941,0.9627537,0.55023587,0.43707597,0.8316138,0.6138805,0.7136006,1.3731085,0.5721779,0.94951063,0.71184564,1.1744431,1.2010913,0.51314706,0.87445843,0.39351374,1.1010499,1.336202,1.4014213,1.1503456,1.2391597,0.52685404,0.9586665,1.1784879,1.2197235,0.9955115,1.3047918,1.0803627,0.0,1.0978668,1.0290322,0.55645144,0.77391875,0.8434863,0.99820364,0.68186015,1.1696103,1.2499228,1.4465108,1.3021301,1.3275843,0.5869285,0.66046256,0.9150262,1.1918923,0.66792357,1.0149971,0.67121583,0.5581414,0.6410324,0.8529712,0.66026497,0.8258143,0.4545598,1.2166169,0.90159893,1.362261,1.3192515,1.2365372,1.3675437,1.1781825,1.0665385,0.91278553,1.3409351,1.1707368,1.3824492,0.512418,1.1490332,0.64951146,0.8730569,0.96574193,1.0607646,0.9249657,0.9588812,1.0709512,1.3566,1.1456473,1.4887283,0.6523436,0.7119674,0.5969147,1.185837,0.8430595,0.82545906,1.1471169,1.0837404,0.66534567,0.8877519,0.9663331,0.58548653,1.1336713
mouth,1.1696099,1.1859772,0.8971071,1.0203651,0.9503665,1.0204616,1.0406735,0.9105773,1.3276542,1.1993482,1.1304637,1.1569414,0.9340477,1.1223018,1.0113631,1.0774674,1.1683807,1.135214,1.1044002,1.1110281,1.1791031,1.175441,0.58604264,1.1355636,1.1901923,1.0469738,1.1080931,1.2111927,0.8276029,1.1319511,1.2816397,1.1045849,1.1545333,1.0389345,1.1413466,1.016682,1.1136664,0.89102846,0.85318977,1.2431171,1.1041566,1.1385386,1.0806895,1.2130558,1.0306393,1.0023042,1.1548966,0.3745883,0.7700852,1.0850697,0.38536012,0.72867596,0.40336418,1.0461987,1.0359887,1.1930741,1.162975,1.0469322,1.076527,1.1280073,0.6016323,0.95499754,0.79450256,0.78407407,0.693504,0.8512362,1.1465919,1.1342967,1.2163796,1.0224155,0.98036504,1.0043926,1.2617998,1.2144032,0.84214467,0.9724621,1.016037,1.1103978,0.95295656,1.0663947,1.0978668,0.0,0.83613,0.7567327,1.1906226,0.4588877,0.33370626,0.83120435,1.164333,0.9727761,1.0425687,0.97004,1.0310112,1.0848564,1.0440525,0.7938893,1.0369849,1.0611107,1.1782582,1.2296069,1.037623,1.1298683,0.9671082,0.81050044,1.2506025,1.2010927,1.2416657,1.0876225,1.0040487,0.91083795,1.0645884,0.95508206,0.94357127,0.9962323,1.0458664,1.1353521,1.1535027,1.1061852,0.7804223,1.1399591,1.1496133,1.094369,1.0835437,0.961292,0.77522445,0.9997796,1.2354496,0.963631,1.0860133,1.2097199,0.9093429,0.49785066,0.7285767,0.769063,1.2583745,1.1471505,1.2111344,1.2339903,1.2695233,1.0286578,1.2323296,0.5683275,1.2479805
muffin,0.8148665,1.2250639,0.8687928,1.1002829,1.0387253,1.0360062,1.0998,0.8532764,1.265451,1.2192786,0.8530985,1.1634396,0.9802439,1.192002,1.0128645,0.94166726,1.0616312,1.175908,1.1704981,1.1309545,1.0912212,1.2700949,0.5069548,1.0690907,1.1832349,0.8954531,1.1847318,1.1608564,0.7412218,0.5991221,1.2851468,1.0358098,1.2164311,0.9307918,1.1252311,1.0213177,1.1416816,0.7176466,0.9889343,1.2284105,1.1105351,0.57106376,0.9330132,1.2082629,1.0924636,1.0939741,1.0170243,0.6389711,0.80445373,0.9727513,0.8187577,0.94327015,0.834381,1.0436598,0.9589921,1.1369083,1.1847314,1.0156158,0.7968495,1.1223392,0.8503138,0.9632552,0.91637945,0.9322859,0.93338495,0.9194007,1.0722678,1.0167271,1.13989,0.98913556,1.0217736,1.0139196,1.158789,1.1492532,1.0474473,1.0021293,0.9839745,1.1606017,0.9428252,0.999772,1.0290322,0.83613,0.0,0.890226,1.1262388,0.8417026,0.760224,0.7974868,1.1787736,0.7709292,1.0372596,1.0411576,1.0293325,1.1298232,1.1075569,0.8275187,0.8885533,1.0432746,0.97781664,1.1970726,0.97734743,0.991651,0.7705593,0.804185,1.2208161,1.1468661,1.255419,0.88414365,0.84296966,0.94531673,1.1912403,1.0298861,1.1141515,1.0160074,1.0468287,1.2230047,1.1498157,1.1191187,0.9540725,1.0027055,1.1651721,1.1787686,1.1453176,0.92818123,0.7017275,0.76529396,1.2224864,0.9570148,1.0939755,1.2073158,0.86771494,0.8135525,0.85808796,1.0892673,1.1686525,1.0314541,1.1042725,1.1102257,1.1652911,0.99771076,1.2135208,0.80296695,1.2062645
nail,1.5195773,0.89536643,0.5151187,1.2036996,1.4017537,0.8108935,1.0747142,1.07259,1.2263479,1.5428083,1.2806919,1.4976132,0.33930528,1.5219281,1.4632698,0.8992605,1.4813037,0.994948,1.0002978,0.28872424,1.0107266,1.2610455,0.74540395,0.86794734,0.852988,0.7547307,0.62007993,0.8500887,0.9997984,1.2811486,1.3236783,0.41188878,1.2918046,1.2523214,1.4484109,1.2740011,1.4314156,1.1483816,0.18654752,1.4887495,0.27950025,1.3229938,1.1283785,1.2390645,1.1346526,1.3766967,1.0437264,0.81653214,0.5382259,1.1120147,0.79290533,1.1224385,0.5865709,1.135659,0.5388396,0.38921523,1.0254387,0.76608765,0.8976197,1.4392148,0.18521166,1.0822775,0.49600697,1.0906523,1.1724272,0.1876725,1.0161214,0.4766127,1.1326538,1.3021199,1.461852,1.1642244,1.437969,0.57513154,0.8226078,1.2327507,1.2389891,1.0541763,1.4009913,1.1224208,0.55645144,0.7567327,0.890226,0.0,0.8912596,0.5117443,0.6626967,0.3148595,1.3086092,1.2884159,1.5042433,1.3563875,1.3623192,0.5376794,0.5305616,0.96330154,1.0186857,0.7730932,1.1275097,0.9026562,0.44343185,0.8112043,0.90031105,0.30752832,1.0602539,0.65984863,1.3955185,0.9540893,1.349574,1.2796499,1.211785,1.3601061,1.2478575,1.2290432,0.95025814,1.3369366,1.2394147,1.3315197,0.22872639,1.259867,0.6757426,1.0333978,0.85571206,1.0790757,0.8784673,1.0318254,1.3875657,1.3306584,1.3325942,1.5799062,0.418952,0.28280222,0.23047471,1.1114048,1.0103514,0.8502127,1.4039478,1.2283466,1.0205519,1.1389393,1.0990819,0.23880345,1.272517
napkin,1.3101864,0.6941018,1.0254784,1.2227986,1.2123545,1.1695513,1.1727505,1.1037762,0.7218416,1.1038511,1.2038869,1.2710296,0.71428645,1.0738035,1.0305628,1.1426059,0.86220914,1.0308932,1.0748878,0.7443048,0.97420114,0.98492146,1.0017742,0.6294544,0.7236701,0.87817156,0.4611346,0.76531684,0.972252,1.1972774,0.6897887,0.63106936,1.0956836,1.3166568,1.1022911,0.931174,1.0694858,1.0038216,0.72081983,1.1467092,0.72122216,1.2306432,1.1557723,0.8779825,0.7097721,1.0023087,1.0682087,1.2050819,0.9306665,0.96716565,1.1828647,1.4030492,1.0088279,1.049111,0.6776023,0.8270922,0.7467823,0.5860971,1.1019747,1.4172657,0.8415827,0.73871547,0.95698625,1.3758836,1.1977329,0.91887295,1.110367,0.86241484,0.9549393,1.2870191,1.0566037,0.81024206,0.98080266,0.5936543,0.6495749,0.95915407,1.1275334,0.9409888,0.96449405,1.0104598,0.77391875,1.1906226,1.1262388,0.8912596,0.0,0.82883,1.0335195,0.95676,0.9114428,1.2371962,1.1494924,1.0341573,1.2046613,0.69614136,0.7224088,0.9409534,1.106528,0.36175328,1.1221299,0.9122141,0.6243131,0.93838465,1.0232991,1.0288318,0.8420216,0.7252169,0.83294237,1.0954974,1.1913708,1.2327492,1.0026406,1.2052299,1.0625725,0.7959994,0.8646438,1.0703118,0.8244745,1.2653313,0.7352662,1.0522504,0.76540923,0.6669078,1.0760103,0.9432683,1.0562818,1.0729023,0.93245256,1.3646779,1.2485359,1.2353102,0.8841155,0.8866605,0.7165938,1.1027489,0.042321444,1.1567945,1.1249707,0.93548274,1.0593803,1.0462042,0.7616372,0.9017613,1.071779
necklace,1.4509213,1.0244808,0.8646662,1.1749132,1.1185359,1.0957274,1.1720679,1.0229878,1.3304038,1.4806268,1.2386749,1.4634795,0.550794,1.3568469,1.1630998,1.1344489,1.318948,1.1157144,1.2128289,0.8403187,1.2804868,1.2935853,0.51513994,0.858912,1.1623988,0.91763633,0.7354115,1.0677013,0.7948747,1.1967442,1.1717621,0.6966105,1.2987485,1.1297442,1.3611193,1.0896367,1.3102993,0.9958066,0.55233824,1.467688,0.8503951,1.341068,1.0991294,1.1789057,0.9653498,1.028121,1.2657931,0.44201672,0.69349396,1.0029421,0.58696055,0.95352495,0.25856078,1.0596533,0.7432877,0.97481835,1.0315689,0.71046627,1.106272,1.4144386,0.22353542,0.8064873,0.7901835,0.9383051,0.7057987,0.55641574,1.1415586,0.95383453,1.2793818,1.1471224,1.1350304,0.8881769,1.2847502,0.8425837,0.5714649,0.81006044,1.1732674,1.106165,1.0361241,1.0956433,0.8434863,0.4588877,0.8417026,0.5117443,0.82883,0.0,0.31556243,0.66642785,1.2146089,1.1476234,1.2034304,1.0049738,1.2593111,0.8141091,0.7803428,0.801615,1.0094987,0.7979623,1.1692624,1.1083915,0.7671489,1.1265117,1.0015755,0.62719417,1.0581352,1.0248295,1.2566515,1.0931414,1.2496709,0.97204363,1.1671383,1.0270079,0.9976972,0.87193507,0.9117136,1.238518,1.2350441,1.3196645,0.41088748,1.2711127,0.92370164,0.93042064,1.1292099,0.92346454,0.81035835,0.9842326,1.3258054,1.1336969,1.3462634,1.5313435,0.75855386,0.22848487,0.4433509,0.9379077,0.94798183,1.2520521,1.4216597,1.1957697,1.2899675,1.0414337,1.0479474,0.25643003,1.2963097
