,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,meat,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,spoon,sprinkler,stick,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
shovel,1.0730317,1.0639999,1.0724577,1.0503823,1.0896409,1.1425226,0.9648111,0.92358303,0.91581917,1.2005758,1.0732439,1.0353807,1.0200918,1.0207613,0.7660363,1.1445471,1.0321081,0.98276997,0.9299546,1.0178545,0.7894789,1.05568,0.76942813,1.1127653,1.0742981,1.1164994,1.0163922,0.96127003,0.87680995,1.0538417,0.8361753,1.1934526,1.087886,0.9499516,1.14624,0.8910736,0.9310933,0.9557634,0.9986728,1.030648,0.92485857,1.0826569,1.0498602,1.1067996,1.0212632,0.75480896,1.0832015,1.1023663,0.8647083,1.1358352,0.9951268,1.0887381,0.9516334,0.9713652,1.2415321,1.1162899,0.77513057,0.9738651,1.177201,1.0029776,1.1659707,0.7109735,0.9138588,0.93332374,0.9721484,0.82998264,0.86525613,1.1090567,0.92589515,0.9536607,0.7107803,1.1979282,1.1534588,1.1583774,1.1652975,1.1012852,1.1974604,0.9967759,1.1436718,1.0376447,1.0536292,1.0892122,1.1390125,1.1057403,1.1608726,1.0777159,0.9746658,1.0439894,1.0860294,1.0319121,0.995016,1.0749803,0.9950735,0.90649533,1.0370245,1.1280652,0.76409996,1.0402954,1.0014681,1.159967,0.0,1.1468363,1.064645,0.69019604,1.1831537,0.82919645,1.0591825,0.8946297,0.6353717,0.98288447,0.92394495,1.0854939,0.92739016,0.9725291,1.1874247,1.1696341,1.0816472,0.9648539,0.81814253,0.9534264,0.962973,0.867593,0.7824867,1.0857826,1.1049402
shower,0.73460734,1.1878471,0.8700058,1.2084466,1.1448171,1.2045579,0.96598697,0.7887708,0.90144545,1.0568357,1.006424,0.9359877,1.1328422,0.8961589,1.0573647,1.2365702,1.1538608,1.1826276,0.9382912,1.1080283,1.0537474,1.1015799,1.1288619,0.96238816,0.85725176,0.7267204,1.1466489,0.7760398,0.9837075,0.803647,1.2087867,1.0369555,0.7816919,1.0912226,1.2133945,0.8960498,1.1727602,1.1086087,1.1007725,0.9435499,1.018231,0.5363843,0.7835543,0.90194947,1.2256379,1.0369716,0.96802765,1.0775243,1.0791062,1.2449502,0.91376084,1.1666193,1.1758024,0.929135,1.1184279,0.99387944,0.9310974,1.2548311,0.86227,0.9566142,1.2672262,1.151012,0.86429816,0.91486835,0.9793841,1.0428176,0.86250454,1.0736891,0.9827355,1.0016607,1.1096807,1.0001295,1.1694005,0.9428928,1.0508963,1.1427838,0.971301,1.0010219,0.93054223,0.8549877,0.8604459,0.99712026,1.240219,1.2453811,0.98108107,1.1381369,0.6677309,0.88993555,1.1769483,1.0547919,1.0980872,1.203605,0.88602746,1.1401348,1.025396,1.0590857,1.1611167,0.8310793,1.0795767,0.81360567,1.1468363,0.0,0.79865146,1.0104265,1.1835964,1.1306213,1.1739643,1.080644,1.1530074,0.94047576,0.93663484,0.8133694,0.8465761,1.1941894,1.0632395,1.1473271,0.99458194,1.0530164,1.1608299,0.9765762,0.9860397,1.1384469,0.84262747,1.2188376,0.64834744
sink,0.9844353,1.2999889,0.9727802,1.1017294,0.98728615,1.1267116,1.0772051,0.47518486,0.88722444,0.88800716,1.0393002,1.0379372,1.2459341,1.0537343,0.5925137,1.0867366,1.2227306,0.42269176,0.9121952,1.2113426,0.47993457,0.91648185,0.75217754,1.026972,1.0436184,0.89231414,1.0394245,0.9416956,0.78796315,0.8239716,1.2197477,1.0647724,0.9818421,1.1370608,1.127265,0.70361346,1.1293011,1.286832,0.9406542,1.1517268,1.3175182,0.87268466,0.880798,1.075109,1.2373472,0.91438043,1.1286842,0.9811203,1.0988089,1.1103433,1.1677116,0.9640118,1.1729662,0.83203524,1.06191,0.86632025,0.8989564,1.1516566,1.0248442,0.95153314,1.1185833,0.95508766,0.8792622,1.01875,0.79775995,0.8502528,0.98639643,0.93974406,0.9185688,1.1105506,1.1226344,0.9806293,1.1354496,0.78035295,0.98477197,1.0693053,0.7629099,1.01474,1.0860717,1.0457424,0.8053448,0.8272408,1.0190443,1.0570867,0.8137749,1.306862,0.9249436,1.0926738,0.7967522,1.1905112,1.2353697,1.1361201,1.0440965,1.1078409,1.1874441,1.057255,1.0710403,1.0812739,1.1737598,0.74083704,1.064645,0.79865146,0.0,0.7738826,1.1688155,0.9095966,1.0256273,1.3189046,0.782326,0.930107,1.0095173,1.0581036,0.94240004,1.0307447,1.1545802,0.91838825,0.96943545,0.98396045,1.2441618,0.83705723,1.0807908,1.2056489,0.99124396,1.2875253,0.8100686
slide,0.96577466,1.2446029,0.95845646,1.2528716,1.3809261,1.1294818,1.1043575,0.6203646,0.7308581,1.2510558,1.0612004,1.0591995,1.0632489,0.97476226,0.22402203,1.221162,1.1641775,0.9368364,0.9670197,1.2467253,0.66372865,1.0927134,0.29004085,1.123264,1.0301893,0.82237375,1.2973439,0.8473774,1.0782473,0.88129395,1.1737074,1.0964352,0.82078826,1.1945767,1.2702551,0.6878887,1.2410562,1.0609815,0.9660214,1.0621538,1.1714056,0.99011946,1.0591953,0.997359,1.2752324,0.77268803,0.9649864,1.1043497,0.97497475,1.2110387,1.0657886,1.2205508,1.0536892,0.71355706,1.2519853,1.1096201,0.50261664,1.1745628,1.0854893,0.90491766,1.3566203,0.71561235,0.82147145,0.68701315,0.75916326,0.8741162,0.7278501,1.2801542,0.94479257,0.9765669,0.63783187,1.2675104,1.2799186,1.2113959,1.3382041,1.2608743,1.3102267,1.1171714,1.088609,0.9078088,0.99314386,0.92151606,1.1712162,1.1738855,1.1177909,1.343017,0.94106764,1.0937152,1.2958498,1.0769211,1.1614491,1.1640017,1.0303122,1.0373238,1.0609564,1.2364646,0.8612344,0.95588934,1.0253768,0.9672943,0.69019604,1.0104265,0.7738826,0.0,1.3159167,0.66053617,1.163694,1.1762224,0.32732671,0.9858547,0.9394282,0.91068554,0.8908653,1.2921721,1.2601048,1.2299762,1.0884184,1.1862038,1.1325058,0.8408437,0.791801,0.8781544,0.84153664,1.2709181,0.9323855
slipper,1.3977324,0.5125955,1.2138454,0.8112131,0.4315095,0.6263773,1.117032,1.5413976,1.5920957,0.46987522,0.5050072,1.390425,0.5108279,1.3946228,1.4201328,0.7152892,0.4795732,0.77697796,1.4502444,0.8591839,0.9641491,0.411605,1.0682504,0.92004377,1.2115257,1.2249743,0.65646666,1.3636389,1.0492332,1.2748804,0.9099179,0.80742824,1.402453,0.96416515,0.2958266,1.5180042,0.50625086,0.6224129,1.3473681,1.1036087,1.1750721,1.2141209,1.0673366,1.291854,0.5606293,0.9784345,1.2169889,0.7376337,1.1019808,0.28191543,1.1740763,0.55773723,0.9655113,1.4433312,0.26188493,0.75752676,1.3298903,0.9467474,1.001801,1.2341853,0.29043925,0.99032456,1.4278609,1.4379163,1.2434891,1.1762738,1.456456,0.47127533,1.2337931,1.2711318,1.0709028,0.8212468,0.388799,0.85619074,0.5879675,0.66781956,0.58541274,0.7669941,1.0171713,1.4960179,1.0835603,1.3620071,0.35620904,0.4153018,0.67110074,0.6977544,1.2284157,1.1238179,0.6540817,1.1060716,0.9118792,0.45393217,1.1964703,0.85813195,1.17325,0.5919286,0.97258615,1.4709308,0.84871453,1.0299217,1.1831537,1.1835964,1.1688155,1.3159167,0.0,1.3659085,0.8295975,0.5887747,1.4215401,0.81728417,1.1517777,1.4198287,1.5565845,0.6892104,0.59477395,0.50541335,0.98795205,0.9648355,1.0805259,1.4698336,1.3743684,0.8872257,1.2760717,0.28902876,1.297503
snow,0.9552647,1.2504435,0.9235631,1.1039678,1.3067424,1.29824,1.082707,0.7506537,0.65184295,1.1939144,1.1589518,0.8278351,1.121868,0.78756094,0.5949139,1.1545655,1.1705228,1.0015926,0.92653644,1.2552215,0.9844011,1.2307441,0.63483775,1.1891919,0.9965438,1.0348504,1.1456008,0.76342857,1.0554698,0.742116,1.1502318,1.1034117,0.8861373,1.1355145,1.2821935,0.78887206,1.2045408,1.1514164,0.9223632,1.0430626,1.0736305,0.9783537,1.1329813,0.8804961,1.2626495,0.8300673,0.89915985,1.1548419,0.90683407,1.2494597,0.96862745,1.2106206,1.1115189,0.77030545,1.23261,1.2628684,0.5878465,1.1153191,1.0933257,0.9922594,1.3003762,0.82512355,0.7909465,0.7300005,0.8230548,1.0026674,0.71389717,1.2506366,0.9057955,1.0320466,0.81043816,1.2151804,1.1552473,1.1587455,1.25361,1.1257086,1.285157,1.235179,1.0330571,0.7874486,1.0660839,0.65459144,1.2503498,1.219207,1.1210704,1.1994882,1.0157933,1.0338272,1.1485437,1.0933884,1.2034678,1.2274187,1.0442427,0.9412702,0.9215944,1.2663692,1.0614141,0.8263205,1.1004164,1.0034138,0.82919645,1.1306213,0.9095966,0.66053617,1.3659085,0.0,1.0691031,1.3181305,0.52575624,1.2020286,1.1111463,0.87455803,0.788279,1.2386869,1.2750003,1.1524965,1.1398677,1.0355375,1.1171227,0.843944,0.51919085,0.94280005,1.0678502,1.2917708,0.7890471
sock,1.0702995,1.0676112,0.77067137,0.8219112,0.8973936,0.9226679,0.9598423,1.2214382,1.1582832,0.922698,1.0478525,0.9095426,1.0419424,0.8871641,1.1484662,0.90846574,0.99363494,0.9391475,1.1256491,0.92963827,0.9651345,0.9240806,1.1749803,1.0420378,1.2014381,1.0871536,0.95280886,1.2033933,0.93366325,0.90672535,1.0018018,1.0156859,1.1194888,0.9561161,0.89034665,1.1186293,0.8568413,1.0583577,1.0412295,1.1752299,1.0663711,1.1496365,1.0875278,1.0025,1.0004984,1.0834193,1.2227167,0.84276617,1.0516764,0.9124373,1.178253,0.8376875,0.9808868,1.2243404,0.9855794,0.44921792,1.2382325,0.8493875,1.1209481,0.8999522,0.73108923,1.120283,1.0753355,1.160618,0.680905,1.0274912,1.1696304,0.92573494,0.91028965,0.8823043,1.193178,0.9551553,0.98018104,0.51272583,0.7681452,0.83445656,0.8336713,1.0232532,0.93959767,1.1118193,0.9277385,0.9697928,0.89438915,0.95779014,0.97742873,0.69454026,0.97779155,1.144289,0.8956248,0.8834932,0.91399753,1.0207632,1.1186994,1.0007356,1.0455008,0.84951043,0.9129067,1.1978235,0.7203456,0.94107765,1.0591825,1.1739643,1.0256273,1.163694,0.8295975,1.0691031,0.0,0.9328472,1.179573,0.918656,0.99475443,1.2064469,1.1385854,0.87883806,0.73911643,0.87587076,0.9164977,0.59041405,1.0690608,1.1232944,1.2126124,1.1182348,1.1132867,0.99933565,1.0889891
spoon,1.318066,0.5610156,1.1826413,0.8543677,0.7046559,0.6756568,1.0558016,1.4838605,1.55306,0.8670524,0.86242294,1.2488674,0.5800179,1.4621674,1.3780975,0.8436388,0.65389293,1.0581518,1.3116602,0.787899,1.119698,0.7844764,1.1960738,0.9432547,1.1851954,1.386873,0.77208674,1.2842882,1.0114028,1.4330728,0.6112417,0.8876834,1.514391,0.6856483,0.5744206,1.4850852,0.69573903,0.63832444,1.2106023,1.0673463,0.8260046,1.1646848,1.137887,1.1859056,0.5736491,0.9652505,1.2656074,0.87462413,0.98823225,0.57700336,0.91402084,0.51443785,0.7850551,1.3600752,0.78511834,0.9192518,1.2666337,0.7751165,1.1988268,1.0787555,0.685123,0.97608626,1.2203996,1.3598396,1.3188796,0.7564694,1.2773092,0.5691232,1.2258878,1.0708919,1.0909135,0.833302,0.79711795,0.87506944,0.65015614,0.7384273,0.96495223,0.75186723,1.0316805,1.3171133,1.1527644,1.3234019,0.5545937,0.54822344,0.9068545,0.77156854,1.2224452,0.8846738,0.80589414,0.96199465,0.8359459,0.7116535,0.99738723,0.8685372,1.0017081,0.8084979,0.81247413,1.2740219,1.0488305,1.228193,0.8946297,1.080644,1.3189046,1.1762224,0.5887747,1.3181305,0.9328472,0.0,1.3852416,0.6664251,1.069208,1.2997037,1.4585769,0.6441628,0.7605998,0.79582894,0.9259417,0.9312021,0.89070743,1.337152,1.1650884,0.78773487,1.052316,0.61741054,1.2774488
sprinkler,0.89281154,1.3192517,0.9302837,1.1114775,1.4124777,1.3171709,1.1328101,0.55622965,0.5812085,1.3146217,1.2530005,0.9388777,1.2225238,0.83504117,0.30596948,1.3405224,1.2111464,0.8465599,0.8456652,1.2725549,0.59765893,1.1338587,0.4081546,1.160152,0.9457285,0.8612534,1.2066331,0.7900386,1.0040065,0.78409046,1.1327804,1.2354394,0.7518203,1.2063086,1.3929222,0.6249655,1.1964275,1.2446772,0.87402385,1.0243058,1.1212841,1.0326283,1.1248448,0.94392437,1.2782445,0.8112229,0.84304696,1.1424891,0.92845035,1.3855157,1.0668864,1.3682413,1.1765782,0.6856568,1.2975456,1.1931478,0.45735073,1.1933439,1.0199507,0.8869263,1.3713944,0.8024308,0.7665963,0.5562475,0.79801714,0.94603425,0.73464906,1.3644584,0.92430854,0.8342273,0.58577013,1.2359205,1.2360092,1.3343076,1.4210024,1.2671205,1.3357002,1.2384552,1.1232507,0.75023186,0.97838485,0.85821337,1.3060265,1.2862979,1.2134752,1.3190873,1.0015849,1.1332055,1.2751907,0.9519456,1.1226984,1.1923859,1.1148945,1.0697093,0.9929454,1.3213723,0.86417055,0.80326134,1.0272138,0.99054,0.6353717,1.1530074,0.782326,0.32732671,1.4215401,0.52575624,1.179573,1.3852416,0.0,1.2094332,0.91709065,0.8083564,0.74353087,1.1905315,1.3042572,1.3463675,1.0900021,1.1794255,1.024341,0.76547813,0.7431372,0.97402537,0.87298274,1.2952306,0.96550477
stick,1.1119772,0.8805817,1.1833891,1.1081448,0.8015653,0.9176617,0.9913924,1.2099608,1.3389612,0.741219,0.68430364,1.190189,0.612167,1.2643644,1.1314481,0.90168154,0.8787974,0.95915407,1.2263316,1.0965396,1.0338054,0.8084314,1.0110075,0.99164844,1.16656,1.2105944,0.8803265,1.2064945,1.1167443,1.0824436,1.0491561,0.8042402,1.3826004,1.0163368,0.6783087,1.2228353,0.916234,0.721367,1.1890472,1.14179,1.1198338,1.062077,1.0886154,1.1945025,1.0154436,0.8216541,1.2797484,1.0097607,0.84561706,0.66222036,1.0622833,0.55050385,0.9546168,1.2248178,0.84835863,0.9897586,0.9411705,1.0682734,1.2263557,1.1913713,0.8830914,0.86262536,1.0517622,1.2647607,1.082943,0.87008923,1.0590601,0.61632586,1.0811366,1.2218802,1.0574619,1.083191,0.92404103,0.8562325,0.65743434,0.82141435,0.79877627,0.82154745,1.0443481,1.3198736,1.100387,1.229415,0.59873885,0.6179488,0.740741,0.9535504,1.1019638,0.99984366,0.8530792,1.1261925,1.0291704,0.80878973,1.0415698,0.68031347,1.140524,0.82610035,0.8675134,1.3011732,1.0336052,1.0887635,0.98288447,0.94047576,0.930107,0.9858547,0.81728417,1.2020286,0.918656,0.6664251,1.2094332,0.0,1.0683717,1.2907746,1.3586555,0.91686565,0.98903555,0.7050382,1.0515316,0.9293716,1.1472273,1.247568,1.0823499,0.87147367,0.9714255,0.8942276,1.0642653
stroller,0.9159795,1.3055574,0.92888254,1.1762604,1.2849352,1.3311489,0.6677635,0.761685,0.7402553,1.1734275,1.041584,0.94387627,0.9891741,0.7289773,0.99966216,0.9807473,1.0663553,1.1426033,0.6840064,1.2487113,0.8622051,1.0403218,0.98810226,1.193743,0.86691034,0.6539539,1.065843,0.94473743,1.1368355,1.0348502,1.181803,1.2343256,0.7406995,1.2502047,1.3599929,0.6608623,0.96170336,0.9671679,0.9182331,0.8363143,0.74846244,0.8924299,0.79507047,1.0556115,1.391212,0.92082745,0.9557461,1.3609397,0.8907611,1.2997144,0.9304286,1.2068033,1.1010264,0.86051685,1.350979,0.9102485,0.99002886,1.0514679,1.0654299,1.0835276,1.1903925,0.9570844,0.633227,0.91322994,0.93666923,1.1706727,0.840413,1.1324891,0.9468534,0.9713412,0.59068596,1.2529092,1.3554966,0.97715414,1.2411914,1.0881231,1.1565586,0.7310688,1.089973,1.000312,1.0647553,0.9850831,1.3041401,1.3297652,1.3635831,0.7678633,0.91199,0.93435717,1.1076477,1.0514703,0.5774401,0.88304657,0.6142236,1.055369,0.91113406,1.3094568,1.014617,0.9434423,0.7975789,1.1093038,0.92394495,0.93663484,1.0095173,0.9394282,1.1517777,1.1111463,0.99475443,1.069208,0.91709065,1.0683717,0.0,0.9314014,0.6276024,1.134901,1.2880251,1.2834933,1.209049,0.826548,0.8117653,0.8682535,1.0282829,0.8090864,0.32400954,1.2964244,0.8844414
sweater,0.75039476,1.2589442,0.7998353,1.232297,1.330933,1.236155,1.077647,0.7407771,0.6182181,1.2865645,1.3097974,0.4489956,1.3335161,0.72550553,0.8842715,1.3020182,1.2684671,1.3249891,0.92034614,1.1134821,1.1726131,1.3626186,1.041873,1.0901711,0.81802523,0.67950433,1.28935,0.77448183,1.1419035,0.8796286,1.2193785,1.123204,0.5838121,1.1894128,1.4388661,0.7624978,1.3064917,1.2472306,0.90209144,0.9503584,0.8840765,0.8614671,1.0000145,0.6621219,1.3102349,1.1622622,0.5419362,1.1224266,1.0874586,1.4613509,0.90483147,1.4033539,1.136538,0.7673969,1.3319179,1.0741501,0.8742984,1.1598017,0.7463889,0.8215628,1.368223,1.1538067,0.84597397,0.26070786,0.82605517,0.96201646,0.85000026,1.4082506,0.9974627,0.83162105,0.98502356,1.1105198,1.3270383,1.2544351,1.2433081,1.3095275,1.2265251,1.225157,0.91695565,0.20273346,0.69118303,0.894969,1.4414763,1.4191813,1.1917367,1.1807584,0.88462484,0.9081737,1.3612858,0.98625994,1.0781178,1.328646,0.94940484,1.2425578,0.8070374,1.1999321,1.0013463,0.053079188,0.9955706,0.85030144,1.0854939,0.8133694,1.0581036,0.91068554,1.4198287,0.87455803,1.2064469,1.2997037,0.8083564,1.2907746,0.9314014,0.0,0.7432071,1.2564867,1.1507454,1.3462915,0.9034642,1.2147943,1.035012,0.8203485,0.81705344,1.1619976,0.94848734,1.3185463,0.83789057
table,0.6019248,1.5078511,0.731288,1.253248,1.5938823,1.3453784,0.65892607,0.4181676,0.2573415,1.4565313,1.258637,0.77986693,1.4154009,0.4677698,0.77071106,1.0459017,1.4154372,1.1802478,0.313008,1.1231841,1.0214775,1.4329987,1.0732117,1.07256,0.79220504,0.5374199,1.299291,0.68123925,0.94512695,0.71380734,1.2139946,1.2531612,0.38063073,1.2072598,1.6324089,0.3393402,1.2628807,1.4181795,0.56482667,0.8505473,0.74588495,0.7955109,0.57086205,0.76278365,1.4424415,1.0878446,0.8322487,1.3408978,0.9728903,1.6549433,0.82103664,1.4975257,1.1026276,0.625019,1.56675,1.1668768,0.8858049,1.0456854,0.9951992,0.90805125,1.5708799,1.1236187,0.584815,0.70977473,0.8851001,1.0275435,0.46669078,1.516439,0.8065171,0.86898243,0.9447194,1.2106149,1.48611,1.1035466,1.4697502,1.424685,1.3185087,1.1318595,1.0088642,0.6540496,0.98511904,0.49640995,1.5936762,1.5951966,1.3563424,1.1383374,0.7324965,0.9191103,1.2617681,1.0159487,0.93479544,1.2775848,0.8096273,1.1775935,0.7909026,1.3782771,1.1231248,0.7194409,0.99744344,0.95314115,0.92739016,0.8465761,0.94240004,0.8908653,1.5565845,0.788279,1.1385854,1.4585769,0.74353087,1.3586555,0.6276024,0.7432071,0.0,1.2935631,1.3967657,1.4978604,0.97219914,1.0399824,0.80254215,0.39946216,0.7671545,1.1879773,0.6304156,1.5799152,0.83643305
tape,1.329801,0.5272718,1.2978554,0.47348702,0.6167797,0.68163174,0.98714215,1.248323,1.4116532,0.90941,1.0318643,1.1985085,0.7994877,1.3581526,1.2512279,0.8241166,0.6782377,0.47049803,1.0599145,0.7252064,0.7100296,0.76167727,1.1541803,0.8633791,1.159835,1.3804913,0.69960296,1.286615,0.7465665,1.327136,0.55067533,0.8737668,1.4182401,0.6911992,0.6741355,1.2897339,0.4662826,0.83021617,0.8642214,1.0392582,1.003533,1.2250061,1.1646682,1.1831145,0.52208924,1.1106672,1.2560391,1.0850054,1.0094457,0.7035079,1.1472203,0.76213145,0.68043876,1.3093354,0.90621656,0.93590313,1.2466669,0.5944279,1.3047533,1.2664303,0.59330946,1.0622512,1.1658769,1.3349836,1.3456693,0.8868417,1.295862,0.6850615,1.0701385,0.98811144,1.1409403,0.9292974,0.78048956,0.92420596,0.8820909,0.73784506,1.022836,0.8025176,1.0359535,1.3885946,1.1575373,1.112236,0.76675797,0.7525724,0.8643365,0.73898184,1.2763504,1.1626393,0.4439627,0.90396,0.8139374,0.8355301,1.0134287,0.93763274,1.1621238,0.9811623,0.7058498,1.2637086,1.0498909,1.3539777,0.9725291,1.1941894,1.0307447,1.2921721,0.6892104,1.2386869,0.87883806,0.6441628,1.1905315,0.91686565,1.134901,1.2564867,1.2935631,0.0,1.0175619,0.7889024,0.9607864,0.8852811,0.6539086,1.0365175,1.2679363,0.9100606,1.1750805,0.79057235,1.2567388
toe,1.2188978,0.7708696,0.908944,0.8089937,0.6370121,0.7203562,1.281831,1.3876048,1.3971739,0.8469656,1.0194252,1.1322263,0.97347546,1.3021226,1.2961042,0.99259615,0.9306822,1.1311575,1.3715068,0.74790466,1.2400157,0.92196846,1.2743702,0.83537805,1.1603202,1.101991,0.93781126,1.213982,0.88684857,1.1413003,0.8451109,1.0257678,1.1545925,0.8277019,0.64822876,1.3852566,1.009428,0.98146206,1.241546,1.1649334,1.1322572,1.0757519,1.0758245,1.13933,0.5680133,1.2474442,0.9571475,0.1666913,1.160395,0.7445968,1.2359803,0.6775662,1.0898985,1.1988702,0.43561995,0.6729432,1.341428,0.90931374,0.58580065,0.52648544,0.65745926,1.2472901,1.3589586,1.164698,0.9732242,1.0561405,1.3803759,0.8477912,1.2133445,0.8336568,1.3186743,0.52582693,0.57995933,0.79864997,0.58634615,0.73818725,0.63773847,1.09843,0.98306185,1.0665054,0.92828006,1.200247,0.6486455,0.7141688,0.8378526,0.88650876,1.1704804,1.1553271,1.0686104,0.7778882,1.0273514,0.8916689,1.2349929,1.0916836,0.9942926,0.4639333,1.1142286,1.1780117,0.96051544,0.75378287,1.1874247,1.0632395,1.1545802,1.2601048,0.59477395,1.2750003,0.73911643,0.7605998,1.3042572,0.98903555,1.2880251,1.1507454,1.3967657,1.0175619,0.0,0.8652092,0.6235642,1.0191637,1.1889986,1.3119859,1.3245537,1.2043897,1.3034877,0.41285157,1.1845567
tooth,1.4201312,0.6344137,1.3009694,0.89989084,0.39800358,0.82731473,1.1079242,1.4175146,1.5041213,0.33051765,0.5230603,1.3172853,0.60251445,1.4032863,1.3219187,0.74015415,0.45775926,0.70003426,1.3331785,1.148128,1.0413086,0.39062834,1.0432557,0.88308233,1.2260945,1.2637942,0.69956166,1.2505971,1.012204,1.2331257,1.0048321,0.8099148,1.4347348,1.0374639,0.22810465,1.4124979,0.6152766,0.7430053,1.2698545,1.2056865,1.223687,1.0543336,1.1523286,1.2107084,0.75784576,1.0608568,1.2520312,0.8925601,1.0524261,0.29619557,1.10003,0.5062532,1.0052178,1.373694,0.4971162,1.0121174,1.1771355,0.9537992,1.1525433,1.2992965,0.44860947,1.012593,1.2540009,1.3987043,1.148196,1.0232974,1.2295777,0.3711487,1.2300819,1.4053506,1.1387858,1.0153798,0.35775995,0.9652398,0.52907985,0.57630366,0.5292678,0.8060193,1.0432994,1.4084934,1.1266245,1.2615261,0.35603988,0.34357738,0.5775453,0.90407073,1.2878624,1.0365486,0.6556782,1.2333817,1.0527374,0.74667907,1.1252236,0.9237776,1.1985408,0.6968734,0.9639362,1.3492373,1.1243769,1.116844,1.1696341,1.1473271,0.91838825,1.2299762,0.50541335,1.1524965,0.87587076,0.79582894,1.3463675,0.7050382,1.2834933,1.3462915,1.4978604,0.7889024,0.8652092,0.0,0.99202985,1.0472486,1.1795535,1.4054286,1.1601183,0.9171712,1.3465402,0.51183593,1.0951903
toothbrush,0.96874255,0.981743,0.81278884,0.9406756,0.8920411,0.80353856,1.1737112,1.0348954,1.0201507,0.9992898,1.2341385,0.84092134,1.2546751,1.099195,1.0733974,0.9608685,1.0969752,0.9994704,1.0513245,0.87904966,1.1154886,1.1476454,1.260596,0.5969607,1.0982172,1.0191834,1.2683355,1.090115,0.9710171,0.96429944,0.9806148,1.0129519,0.9621785,0.9360142,0.85357213,1.0629106,1.1209815,1.3053781,0.81815076,1.1709216,1.0723764,1.1114117,1.1404799,1.0095328,0.89594984,1.350317,1.0021288,0.5254465,1.289341,1.0710391,1.0920655,0.85619235,0.9482306,0.9321902,0.93532807,0.77062094,1.2212304,0.6207996,0.8436359,0.5022689,1.024295,1.3382411,1.1171387,0.89998883,0.873099,0.65289557,1.1769214,1.1329241,1.1914568,0.7991262,1.2365564,0.76059765,0.93707633,0.97609663,0.90125906,1.0998648,0.81673247,1.2789618,0.9792625,0.6965909,0.7624833,0.9075859,0.86950064,0.93353564,0.8278584,1.147447,1.1409231,1.1013969,1.0711849,0.92909706,1.1629467,1.0867229,1.2450517,1.3170524,1.0025535,0.72917783,0.7597637,0.87143385,0.96086,0.65698993,1.0816472,0.99458194,0.96943545,1.0884184,0.98795205,1.1398677,0.9164977,0.9259417,1.0900021,1.0515316,1.209049,0.9034642,0.97219914,0.9607864,0.6235642,0.99202985,0.0,1.2032139,0.9032941,0.8035289,1.1569263,1.4124013,1.1848184,0.8593618,1.1273668
towel,0.89570254,1.1293211,0.8359793,0.8517953,1.0122074,1.0590239,0.89603114,0.99301815,1.0083048,1.093925,1.0838335,0.9704319,0.9524412,0.61460185,1.0805557,1.0193046,1.102793,0.9793695,1.0476904,0.6577122,0.9273523,1.1033213,1.0855553,1.157507,1.0661827,1.0343641,1.0073876,1.1341294,0.94511026,0.9391454,1.0044842,1.0450214,1.0292851,0.96522033,1.1201586,0.9667117,0.95179784,0.9848037,1.1277758,0.93102586,1.0184165,1.1461527,0.95583814,1.0195879,1.1248538,0.8974197,1.2842739,1.1021606,0.9771513,0.98193705,1.1706675,0.9784927,0.9673343,1.1864425,1.1395785,0.6189524,1.1516762,0.9481049,1.2496502,1.0672019,0.89702207,1.0424376,0.9027638,1.1767459,0.74342275,1.0953938,1.1778628,1.0710487,0.41495472,0.80874544,1.10066,1.0686387,1.1728297,0.23117405,0.96522915,0.8891462,1.0616628,0.9364107,0.9787704,1.1390182,1.0124899,0.86926675,1.0771142,1.0864952,1.1692514,0.40362203,0.60621357,1.1821638,0.91206175,0.82402253,0.62189186,0.95777726,0.99437255,0.6697138,1.0652119,1.038559,1.1136644,1.2199153,0.817369,1.0297778,0.9648539,1.0530164,0.98396045,1.1862038,0.9648355,1.0355375,0.59041405,0.9312021,1.1794255,0.9293716,0.826548,1.2147943,1.0399824,0.8852811,1.0191637,1.0472486,1.2032139,0.0,0.9849041,1.0715897,1.2299404,0.9591709,0.8874335,1.1568007,1.1021718
