,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jeans,knife,ladder,lamp,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,plant,plate,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shower,sink,slide,slipper,soap,sock,spoon,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tricycle,vacuum,watch,window
closet,0.7680633,1.3699672,0.7585926,1.3936038,1.2904046,1.2754128,1.0246744,0.82623506,0.8575715,0.61064464,1.2802142,0.80136263,0.77580607,0.8059007,0.83147323,1.204774,1.3003755,1.3295107,0.82332724,0.86307526,1.1360711,1.2989925,1.1853776,1.1614512,0.9192528,1.2518331,0.7762146,0.7363679,1.2133396,0.0,1.1892351,0.6208522,0.88834345,1.3892937,0.6549504,1.3709373,0.9232165,1.1924362,0.5037662,0.82915527,0.67053485,1.1996386,1.377364,0.7678758,0.79757524,1.2368376,1.3063419,1.3238086,1.0488346,1.3039955,1.2842759,0.9148541,1.2499022,1.4915518,0.82118225,1.4399427,0.8023368,0.9094203,0.98757774,1.2570179,0.77210337,1.2198099,0.81767446,0.9331522,0.7558591,0.9202719,0.65082514,1.1242566,1.0667815,0.72203946,1.220859,0.9781717,1.374207,1.2314324,1.3125272,1.2447945,0.8553028,1.1327364,0.70473045,0.8904932,0.8674092,1.29847,1.3082426,1.2362808,1.153826,1.304341,0.88849235,0.9722867,0.7668982,1.0513726,0.8562316,0.7195109,0.71636367,1.1809149,1.1894596,0.529004,1.1400126,0.86609155,1.4106781,1.3609653,1.1467847,1.3716741,0.8483936,0.8036221,0.6844232,1.3113637,1.3748407,0.88422424,0.887206,1.3009479,1.4398131,1.0330135,0.78130305,0.7921057,1.2871977,0.6577756
cookie,1.0902734,0.64893436,1.0914788,0.68861747,0.75271094,0.9039841,0.8635754,0.9930905,1.1178594,1.215883,1.0469354,1.2053381,1.1241977,1.0730811,1.0988712,0.9043536,0.9077162,0.8198752,1.0924122,0.82141036,1.0767435,0.8605673,0.8408443,1.0903385,1.1940812,0.62656355,1.148047,1.1623847,0.80901587,1.1892351,0.0,1.2056639,0.7724882,0.95839906,1.1515375,0.92844504,1.039475,0.8764863,1.0839971,0.91784,1.221036,1.0727497,0.83337235,1.2011751,1.0143691,1.0611908,1.002364,0.5251413,1.0588641,0.95039344,0.78166544,1.1531062,1.1235787,0.89932644,1.0313486,0.7314259,1.1161065,0.9797012,1.1208949,1.0402865,1.1660508,0.9297461,1.2016621,1.170529,1.2892239,0.98366624,1.1608726,0.89849055,0.8769221,1.1469879,0.9260532,0.5848301,1.0097902,0.86351323,1.0182507,0.6718507,1.0294813,0.8947092,1.2060965,1.2862071,1.0340192,0.9294276,0.9295057,1.0621033,0.9700064,0.8290735,1.1189334,0.9895653,0.9938233,1.094564,1.1816126,1.0448433,1.220583,1.0711637,1.1035931,1.1570266,0.9366383,1.0399734,0.99131787,0.7784994,1.1158831,0.75588095,1.0729383,1.2111738,1.1420563,0.86089724,1.0059042,0.9944578,0.9616285,0.8354233,0.5977957,0.8648875,1.1727147,1.0857583,1.0563196,1.1976722
couch,0.64837813,1.3628573,0.6989127,1.3485398,1.2089452,1.389013,1.0282608,0.6343452,0.95616055,0.412551,1.3731388,0.53329945,0.829,0.48096776,0.8598353,1.1267773,1.445633,1.2133484,0.6055133,0.93588793,1.0997797,1.3575158,1.2487924,1.1682225,0.8414617,1.1415596,0.79060674,0.36022586,1.4542375,0.6208522,1.2056639,0.0,0.93428576,1.4764874,0.5063311,1.4148822,0.862098,1.0832596,0.97573847,0.9175917,0.690038,1.1700675,1.3793449,0.9449677,0.8475705,1.1475402,1.1946611,1.2846279,0.96453965,1.3606771,1.3217804,0.9723745,1.369343,1.4286311,0.8419547,1.2597042,0.89347434,0.8488049,0.9242586,1.3656268,0.81436116,1.3174819,0.7099289,0.6502914,0.54356927,1.0401036,0.7449763,1.365438,0.9754399,0.8380153,1.1350572,1.085392,1.3863215,1.0889534,1.4159341,1.2511445,0.966236,1.205262,0.71305263,0.70377576,0.7221941,1.4626256,1.4088947,0.968904,1.221508,1.3935205,0.813445,1.0149605,0.8915592,0.9925896,0.8620641,0.9687694,0.6902559,1.1071124,1.1119801,0.87237287,1.0966314,0.6267953,1.4249344,1.3764988,0.9745654,1.2576631,0.69649386,0.5856318,0.4035989,1.36197,1.3065937,0.98431164,0.9921655,1.1694129,1.3137009,0.96842897,0.81209314,1.191635,1.3946536,0.84181416
cracker,0.7196702,1.0871732,0.8509572,1.1166971,1.1094294,1.0934352,0.98334694,0.9777255,0.94671,0.9087224,1.2617155,1.0931025,0.87437236,0.90878797,0.8507404,1.1895486,1.2451389,1.1777998,0.9245291,0.2173866,1.2302469,1.3128338,0.99850893,1.3971369,1.1242208,1.003753,0.7848557,1.1212115,1.179656,0.88834345,0.7724882,0.93428576,0.0,1.3385327,0.8694999,1.2807854,0.83844244,0.9433089,1.0983423,1.0506281,0.84933615,1.1823825,1.1502411,0.85860276,0.92251897,1.1266944,1.174466,1.0219514,1.0293089,1.3673575,1.05249,0.9340929,1.2432227,1.2998898,0.8914998,1.2156901,0.93161196,0.34399796,0.9043485,1.2558228,0.9771599,1.1247177,1.0276318,0.9316353,1.0405046,1.140806,0.9510586,1.2129605,1.0222887,0.9383453,1.1965849,0.26375973,1.1560984,1.0987135,1.2480869,1.0816097,1.2545545,0.8448647,0.92294484,1.1093223,0.69285756,1.2879417,1.2344793,1.3186682,1.0637784,1.0619124,1.0345107,1.0448521,1.0077082,1.1458913,1.1243716,0.97402215,0.9113699,1.1639178,1.1613183,1.0073311,1.2839189,0.8949583,1.3575237,1.1424387,1.054953,1.0494165,0.9677796,0.86240846,0.92952067,1.2551047,1.1978196,0.8711039,0.8920991,1.0944128,1.1220627,0.8971683,0.9810458,1.2607269,1.2337251,1.0368071
crayon,1.562839,0.72601485,1.2456617,0.6544942,0.8372305,0.34922928,1.0405173,1.1695659,1.1979425,1.4564353,0.20477045,1.2860849,1.4547284,1.2937589,1.1936994,0.7991815,0.22726095,0.48159462,1.3527634,1.329342,0.5891732,0.6117489,0.8591791,0.4908545,1.2899401,0.83621776,1.3446927,1.4159184,0.61731505,1.3892937,0.95839906,1.4764874,1.3385327,0.0,1.505849,0.33720994,1.286932,1.1123177,1.0663605,1.0814903,1.4347942,0.7805872,0.57559806,1.1415266,1.348856,0.7142035,0.75154316,0.7146006,1.0267836,0.402781,0.8246923,1.3040009,0.34611773,0.41318786,1.2300192,0.7047874,1.2872835,1.3285577,1.2619427,0.5441371,1.3064424,0.8173581,1.395251,1.3252587,1.4025679,0.76735413,1.3957736,0.54673755,1.2501147,1.3342261,0.824343,1.2357634,0.5033802,0.9080958,0.28030849,0.92826045,0.8857524,1.0060586,1.4341613,1.2093338,1.3807676,0.13631237,0.14574176,0.5314431,0.73509336,0.6098416,1.3481897,1.1036454,1.2803614,1.1382663,1.1087124,1.1772692,1.4891927,0.81735516,0.7515708,1.1241163,0.5242536,1.3253481,0.18235976,0.43556297,0.991641,0.7306744,1.4714872,1.4741056,1.5684314,0.34010166,0.667053,1.0871472,1.1370568,0.78610253,0.6293588,1.1652969,1.4050908,0.6998738,0.25134647,1.1385359
crib,0.71701694,1.3332417,0.971343,1.3885143,1.2412677,1.3400388,0.65696704,0.57071334,0.9682037,0.21457934,1.3681238,0.57881695,0.7873401,0.7169254,0.59973013,0.9737799,1.4239268,1.1144477,0.37882268,0.8869644,1.2625836,1.195941,1.220506,1.2590387,0.59753686,1.1990042,0.83124405,0.5317849,1.3873639,0.6549504,1.1515375,0.5063311,0.8694999,1.505849,0.0,1.4850248,0.9300537,1.0774897,1.0516831,0.81863475,0.8248363,1.3704023,1.4644253,0.9575881,0.8957433,1.3888141,1.3072096,1.2710307,1.2033337,1.3548719,1.2815144,0.57842004,1.5339148,1.597008,0.81585705,1.2341772,1.0611912,0.7629451,1.088332,1.5185666,0.786578,1.1565238,0.8059113,0.63071847,0.8250402,1.0781767,0.41623956,1.308882,1.0158199,0.68645835,1.2312719,1.0315746,1.521234,1.1059513,1.543345,1.2078428,0.9615217,1.0405235,0.83035004,1.0219723,0.47331023,1.4269073,1.4249179,1.3330017,1.343286,1.2580323,0.7407342,0.9869477,0.6986766,1.1361701,1.1306707,0.8083173,0.7809865,1.3567804,1.2735635,0.72156316,1.036495,0.40523303,1.6073076,1.3438325,1.1937083,1.3403223,0.6132843,0.76994634,0.26247185,1.3426374,1.5394672,1.1482056,0.95350546,1.1707364,1.1782992,0.5686575,0.58031,1.1295041,1.4747705,0.7972024
cup,1.4440045,0.7049972,1.3151648,0.6826551,0.7862046,0.53557634,1.109268,1.223482,1.1887274,1.4057822,0.40950692,1.3305031,1.4327973,1.2209309,1.3169136,0.8342148,0.30011302,0.52638084,1.3631887,1.3019915,0.6920018,0.44107044,0.8139155,0.50213075,1.257282,0.95071983,1.264303,1.2388276,0.52204263,1.3709373,0.92844504,1.4148822,1.2807854,0.33720994,1.4850248,0.0,1.1539527,0.94816846,1.0585874,1.0822603,1.4135871,0.8278471,0.60932195,1.2155752,1.2453264,0.77842444,0.85516286,0.80500805,1.064836,0.53308606,0.7386168,1.2103347,0.49132466,0.3802805,1.2365339,0.7968143,1.2349266,1.2577218,1.3058895,0.49849856,1.2369037,0.6930059,1.3037274,1.2677457,1.3696855,0.8734622,1.3687208,0.5577719,1.2423116,1.2684636,0.8682057,1.2219746,0.54381293,0.9243771,0.4530375,0.9385174,0.8311962,0.98746675,1.3972594,1.2282743,1.3577573,0.40825856,0.4326176,0.6114915,0.80963445,0.5117004,1.2387091,1.0282695,1.0899459,1.0596399,1.1557217,1.1554034,1.4607995,0.6943959,0.83852184,1.17837,0.66775966,1.3719006,0.25663805,0.44757056,0.96782494,0.7215489,1.3061161,1.4127859,1.4693553,0.37822938,0.6588827,1.0585747,1.2872593,0.8027626,0.5629187,1.1793064,1.4325597,0.7281524,0.38378572,1.1488398
dog,0.3942979,1.0279939,1.0193588,1.1016986,1.0883431,1.153557,1.0619118,1.0957971,1.0446979,0.9326873,1.2344843,0.9194206,0.9825779,0.9899766,1.0347775,1.1337571,1.185889,1.240128,0.97954655,0.80538833,1.1224642,1.2333757,1.0325334,1.1263018,0.9596646,1.0626708,0.1424824,0.8993442,1.1624428,0.9232165,1.039475,0.862098,0.83844244,1.286932,0.9300537,1.1539527,0.0,0.76457214,0.9442292,0.9793361,0.8807971,1.0861984,1.1784016,0.83215714,0.91191036,1.050612,1.0731224,1.1119566,0.8780999,1.1558964,0.7831377,0.89387643,1.1734807,1.0566756,0.9832278,1.1473279,0.84886444,0.80353093,0.92162526,1.1116538,1.0063692,0.87366897,0.9868622,1.0688151,0.882785,1.1429183,0.9044392,1.2088932,0.89896953,1.0482326,1.0969623,0.8527197,1.1832381,1.0505064,1.2115815,0.9245554,1.0919545,0.9024905,0.9677107,0.8716614,1.1183206,1.2620528,1.2047946,1.0839238,0.94373214,1.1778759,0.8597171,0.93473125,0.9594217,0.92384005,1.0604677,1.1435243,0.91307837,0.8887532,1.1020672,1.1338295,1.2238135,0.95077074,1.1269027,1.2331269,0.9866955,1.0961951,0.8137545,0.94435143,0.8326098,1.2213148,1.0106777,1.0071971,1.0588026,1.1380639,1.0777082,1.0222064,0.93531775,1.0516855,1.203414,1.0824571
doll,0.90014464,0.7589534,1.1364675,0.9110373,0.9441093,1.0839572,0.8826101,1.1787798,1.231486,1.1471163,1.1429509,1.1695778,1.0301155,1.0131276,1.1419444,0.8986354,1.025696,1.0971351,0.97895795,0.9743364,1.1142422,0.9202826,0.9115508,1.0388012,1.1233938,1.005243,1.0092871,0.98872024,0.9448731,1.1924362,0.8764863,1.0832596,0.9433089,1.1123177,1.0774897,0.94816846,0.76457214,0.0,1.0243046,0.9433689,1.0103719,0.94660264,1.0102458,1.150007,1.0168217,0.89992785,0.9332724,0.8803077,0.8860688,1.0157645,0.6067867,1.1138184,1.017368,0.8041114,1.2544837,0.8200172,0.89722556,0.81519145,0.83875036,0.7521239,1.2676305,0.6943522,1.1162056,1.1168996,1.1361676,1.1672343,1.0787271,1.0863286,0.8359144,1.2314191,0.9901443,0.94911325,0.8713442,0.91357017,1.0085683,0.8523004,1.0024561,0.6624872,0.973933,1.0941048,1.1344898,1.0758147,1.1217824,0.9157605,0.8828551,0.8903363,0.91377443,0.9460265,1.0556899,0.9720299,1.1420048,1.2824004,1.0338385,0.8433564,0.84599495,1.2965201,1.1593655,1.0015643,0.97589934,0.9655881,0.9128052,0.81469965,0.87870365,1.1903721,1.0338187,1.0783085,0.7959141,0.9927778,1.1442813,0.8381418,0.5250437,0.86742413,1.1182213,1.1105161,1.0724244,1.1975892
door,0.84643406,1.0741158,0.85136676,1.086295,1.0736085,0.9843285,0.9866914,0.86876875,0.90287876,0.9990352,1.100215,0.9564745,1.0262785,1.0222675,1.092916,1.0557001,1.0120771,1.3288851,1.073488,1.0968509,0.97110844,0.9285394,1.1180493,0.8505014,1.0690156,1.1859496,1.0109977,0.91415864,0.9113388,0.5037662,1.0839971,0.97573847,1.0983423,1.0663605,1.0516831,1.0585874,0.9442292,1.0243046,0.0,0.71418273,0.9893709,1.1006622,0.982202,1.094177,1.018299,1.0790212,1.0340406,1.1312073,1.0018878,1.07023,1.1647514,1.0206773,1.0186927,1.0669354,1.0906638,1.1640276,0.90678847,1.0273259,1.0737519,0.9483961,1.048241,1.0271891,0.91895443,1.2690337,0.94188976,0.9116056,0.8950757,0.7064801,1.0627146,1.0686064,1.2171922,1.0138975,1.0478826,0.9380283,1.0180199,1.0151573,0.6463552,1.1449082,0.849972,0.92760473,1.2223245,0.9871188,1.0036232,0.8730576,1.048993,1.0118859,0.9808792,0.7969732,0.77732015,0.9803185,0.9127614,1.108108,0.98587734,1.0422946,1.1176108,0.8517122,0.92380047,1.2235701,1.0301396,1.1038285,1.0654635,1.0970584,1.0384252,1.007059,0.99642944,1.0259558,0.8867714,1.0107784,1.1431435,0.9975035,1.1812695,1.1027029,1.0153245,0.5530973,1.0162582,0.69488895
drawer,0.8946981,1.0901936,1.05933,1.1193451,1.039386,1.0778692,0.7595943,0.76559174,1.1514081,0.83899,1.1965863,0.64383036,1.1292763,0.9778979,0.78844404,0.7899367,1.1549804,1.0857278,0.72840345,1.0546659,0.9138745,0.9091495,1.0470214,0.91553044,1.0348629,1.1129661,1.0600027,0.8040384,0.87569076,0.82915527,0.91784,0.9175917,1.0506281,1.0814903,0.81863475,1.0822603,0.9793361,0.9433689,0.71418273,0.0,1.1597676,1.2022837,1.0930562,1.1784741,1.0932848,1.1748387,0.9572724,1.0489752,0.94201803,1.0364633,1.0187241,1.0219007,1.1769518,1.2395649,1.0614251,0.9760926,1.0838033,1.0354822,1.0630563,1.2124895,1.1223358,1.090973,0.9356056,1.0877246,1.1027043,0.91852266,0.8805965,0.7660495,1.0236903,1.0855762,1.0653955,0.9939962,1.2171758,1.0128037,1.1257609,1.0772516,0.70973456,1.0620192,1.0642574,1.1450226,0.91845196,0.9505161,0.9563353,1.0128127,1.0023991,0.8918404,0.9138575,0.6950007,0.84963286,0.9394694,1.0963814,0.99697995,1.193828,1.0901837,1.154013,0.9450342,0.84557873,0.88209075,1.1297103,1.099976,1.030351,0.9734065,0.9502726,1.1274438,0.66926885,1.1077957,1.1166329,1.0586524,0.8836475,1.0401328,1.0404884,0.87074804,1.0045395,0.83280444,1.1903151,0.9636789
dress,0.78205013,1.2505462,0.59514713,1.2625883,1.2043527,1.2952008,1.1176336,1.0238851,0.9960971,0.83578515,1.3209656,0.87537557,0.33425915,0.9317802,0.82372427,1.2361962,1.3818872,1.2520425,0.8507045,0.8128206,1.1762276,1.3308852,1.2331154,1.2666829,0.96121347,1.1129164,0.8001479,0.88203853,1.3882236,0.67053485,1.221036,0.690038,0.84933615,1.4347942,0.8248363,1.4135871,0.8807971,1.0103719,0.9893709,1.1597676,0.0,1.0132923,1.3012879,0.8163307,0.76690567,0.9598088,1.2460983,1.2459837,0.8566173,1.3683436,1.2888689,1.0139889,1.2094842,1.3384132,0.8898293,1.2419375,0.8589978,0.89402103,0.7334287,1.1525013,0.812247,1.2487626,0.7657816,0.813512,0.5491974,1.1350667,0.8352417,1.4196953,0.93972486,0.83877337,1.088137,1.0010123,1.2358929,1.1489944,1.2330401,1.207418,1.1594769,1.1673212,0.36142993,0.59372663,0.831352,1.4507239,1.4217389,1.2870371,1.0919228,1.4511803,0.93470716,1.0870122,1.019828,0.9504269,0.62322134,0.94050854,0.14330554,1.0593262,0.98211557,0.89338076,1.3297149,0.804827,1.3925121,1.3600042,0.9854465,1.2746105,0.8578656,0.6854608,0.8060745,1.3692479,1.2195473,0.8551251,0.846365,1.2200398,1.3463719,1.088942,0.84249717,1.2186337,1.284044,0.9731753
ear,1.2358426,0.8251782,0.80422044,0.819226,0.8635498,0.9218829,1.317782,1.3266958,1.1682142,1.3914378,0.89391387,1.3251388,1.0295867,1.2507297,1.0808129,1.1133076,0.8405009,0.9480591,1.2717323,1.1259207,0.7154569,1.0066617,0.931742,0.9738449,1.2766514,0.77498263,1.1924855,1.3502266,1.0285685,1.1996386,1.0727497,1.1700675,1.1823825,0.7805872,1.3704023,0.8278471,1.0861984,0.94660264,1.1006622,1.2022837,1.0132923,0.0,0.7020237,1.0682058,0.88490444,0.38782918,0.8385197,0.91809136,0.5593995,0.75553477,0.99713945,1.2890776,0.3447938,0.77147716,1.2247077,0.8514317,0.76234573,1.2069926,0.6176623,0.6102404,1.1876295,1.0774004,1.0748851,1.1516281,0.9852876,1.0660791,1.239374,1.0814769,1.0035857,1.2767993,0.6812182,1.1479702,0.5312468,0.9077278,0.53954786,0.9108324,1.1990696,1.122069,1.0131849,0.9216431,1.2242573,0.96728534,0.9673779,0.9277956,0.6956351,1.027918,1.2862105,1.1770058,1.2797408,0.8749423,0.746359,1.2972075,0.9922136,0.71812385,0.6413366,1.1868721,1.1438409,1.2335174,0.6860699,0.93513286,0.86052406,0.8816285,1.3210796,1.2297332,1.3262994,0.9687453,0.51927996,0.81243616,0.99993753,0.9279765,1.0222393,1.2652814,1.2048784,1.1630768,0.6252455,1.1788131
egg,1.3568823,0.42249185,1.0041751,0.18703276,0.2226187,0.75135297,1.1908058,1.2799861,1.0334336,1.4513308,0.73755336,1.3869624,1.2894391,1.2820169,1.20832,0.99396074,0.6510607,0.6911479,1.3215872,1.1049308,0.8319721,0.7478123,0.9307969,0.91693825,1.2989247,0.74293053,1.2626112,1.4703879,0.4705832,1.377364,0.83337235,1.3793449,1.1502411,0.57559806,1.4644253,0.60932195,1.1784016,1.0102458,0.982202,1.0930562,1.3012879,0.7020237,0.0,1.2285492,1.1259944,0.6905558,0.83388984,0.7033327,0.913106,0.71922636,0.929643,1.189574,0.57456625,0.6254963,1.2009418,0.55594057,1.1386452,1.1610569,1.045738,0.6832748,1.2275466,0.8320267,1.2776146,1.258265,1.3292694,1.0811969,1.3963758,0.58197296,1.1389087,1.2796738,0.7879572,0.9773695,0.4846453,0.916513,0.5979387,0.7304075,1.1401501,0.9316963,1.240278,1.170773,1.2324862,0.6412834,0.63637036,0.84074616,0.9411145,0.56300175,1.2360336,1.1170123,1.2689608,1.0745791,1.0788476,1.2758448,1.3240426,0.79436916,0.9187332,1.2503958,0.9835561,1.3738941,0.5641133,0.73542947,1.0483639,0.7333302,1.3856404,1.2779697,1.4215252,0.6676748,0.4744565,1.0586255,1.1630551,0.7979164,0.645581,1.1675673,1.284295,1.0483623,0.5593165,1.1771252
elephant,0.86316705,1.3400607,1.0145004,1.2425507,1.2399029,1.1501838,1.1768162,1.0289997,0.87991625,0.93222374,1.0830419,0.970426,0.8468461,0.95134586,0.9140892,1.3212509,1.1890234,1.2024053,1.054897,0.81080866,1.1355344,1.3136015,1.1554011,1.1184578,0.94929886,1.1021104,0.5556958,1.0187725,1.1377705,0.7678758,1.2011751,0.9449677,0.85860276,1.1415266,0.9575881,1.2155752,0.83215714,1.150007,1.094177,1.1784741,0.8163307,1.0682058,1.2285492,0.0,0.9675489,1.0784702,1.1962537,1.1849867,0.98192275,1.1521162,1.0382428,0.92043036,1.0296143,1.105271,0.46071076,1.3313789,0.92971593,1.0109465,0.911902,0.99328566,0.9337985,1.0751526,1.0200568,0.860895,0.75936997,0.8202897,0.95179284,1.1283062,0.89929587,0.87040734,1.0068748,0.93797463,1.0658253,1.218402,1.0639901,1.2316937,1.0748775,0.97262347,0.95384866,0.7857874,0.9591128,1.1251829,1.0648708,1.1551061,0.95798874,1.1628664,1.0380547,1.1327156,1.0856049,1.0305293,0.9133771,0.74628097,0.7674037,0.98715365,1.0898162,0.7253721,1.1222653,0.9697765,1.1526885,1.1320156,0.9901769,1.1397563,1.0080684,0.82139003,1.0209887,1.2212286,1.152153,0.759984,0.6701052,1.2232603,1.3558934,1.1925616,0.918802,1.0352529,1.1097522,0.94090486
face,0.7785154,1.1100105,0.74938023,1.145785,1.0724782,1.1827061,1.1854275,1.0651293,0.7950909,0.9143051,1.2723473,1.0227635,0.5721117,0.9460497,0.92308533,1.180888,1.1944759,1.2296641,1.0123425,0.95708776,1.1926196,1.2892175,1.1212573,1.3236382,0.9776178,1.0971934,0.9094086,1.0049272,1.1553719,0.79757524,1.0143691,0.8475705,0.92251897,1.348856,0.8957433,1.2453264,0.91191036,1.0168217,1.018299,1.0932848,0.76690567,0.88490444,1.1259944,0.9675489,0.0,1.0068272,1.2658074,1.186426,0.9945663,1.2629601,1.152688,0.90829396,1.1120628,1.2850152,0.93830967,1.2456177,0.3817668,0.9080488,0.7711362,1.1117084,0.8858804,1.1165968,0.83211106,0.88829905,0.8934832,1.1434348,0.8976683,1.2314463,1.0507922,0.9332287,1.1014738,0.96185863,1.1195891,1.1823977,1.1669464,1.069526,1.2041905,0.958254,0.8050609,0.9450791,0.9289254,1.2958024,1.294319,1.3795347,1.1975594,1.2213105,0.9662411,0.9550805,0.9412768,1.0115119,0.73874724,0.9691723,0.74638194,1.0010194,1.1320431,1.0581789,1.316225,0.93187904,1.2595644,1.275679,1.0523881,1.3527033,0.98662716,0.72778344,0.87238985,1.2224559,1.071299,0.85614264,0.9744951,1.2701404,1.1865132,1.0073472,0.8542608,1.1759882,1.1448594,0.93891597
finger,1.2471102,0.6954551,0.7911278,0.7478291,0.8321818,0.79122573,1.2762296,1.4073391,1.2094945,1.3795636,0.8193052,1.3039508,1.0133989,1.2541797,1.1334788,1.1055554,0.76832056,0.86292416,1.2412469,1.065914,0.84358895,1.0344344,0.995294,0.94067484,1.3671314,0.7157122,1.1950231,1.3156221,1.044726,1.2368376,1.0611908,1.1475402,1.1266944,0.7142035,1.3888141,0.77842444,1.050612,0.89992785,1.0790212,1.1748387,0.9598088,0.38782918,0.6905558,1.0784702,1.0068272,0.0,0.9455344,0.90367514,0.45121634,0.8372194,1.0504211,1.3594102,0.3514784,0.7227969,1.1964182,0.808903,0.91584027,1.1456409,0.5284601,0.63008815,1.2116128,1.0960642,1.1312386,1.1716255,1.0397624,1.0560207,1.2949479,1.1460859,0.9614355,1.2972808,0.743015,1.1358882,0.3958814,1.0134093,0.51328224,0.9072721,1.1853905,1.1279961,0.9607069,0.93733805,1.23654,0.88000304,0.8787133,0.90648156,0.7468233,1.0634925,1.2411516,1.1613317,1.2877747,0.9402022,0.77832556,1.388185,0.99906,0.63985646,0.6662589,1.2893292,1.1970465,1.2100456,0.5228969,0.9572596,0.755736,0.94864905,1.2508532,1.206711,1.3032426,0.86073804,0.4082433,1.0025882,1.107544,0.97900057,0.9154141,1.2778776,1.239951,1.132353,0.4611575,1.2517549
fish,1.1123604,0.8761773,1.0436299,0.8614125,0.83992505,0.92115253,0.91932,1.0508114,1.1415513,1.2826471,0.94762826,1.0665425,1.2598798,1.0320745,1.1957625,0.7519163,0.9634726,0.8974043,1.1785088,1.1451515,0.64134455,0.7294285,0.5189662,0.7769341,1.0112298,0.8276976,1.178992,1.2081277,0.82672626,1.3063419,1.002364,1.1946611,1.174466,0.75154316,1.3072096,0.85516286,1.0731224,0.9332724,1.0340406,0.9572724,1.2460983,0.8385197,0.83388984,1.1962537,1.2658074,0.9455344,0.0,0.7721498,0.7680882,0.6941705,0.63009757,1.1929075,0.85797286,0.6850998,1.2164648,0.52542496,1.1038986,1.195059,0.9226953,0.8849798,1.323582,0.9250866,1.2207384,1.2466693,1.0374728,1.0103785,1.1703844,0.7573478,0.8004285,1.3510888,0.74469435,1.1209307,0.8815553,0.7268764,0.8343611,0.83598757,1.0972012,1.047056,1.1186568,0.9565056,1.1359197,0.80748045,0.80342805,0.5806948,0.64861965,0.786811,1.1405772,1.094208,1.2888579,0.75701463,1.0538898,1.2687476,1.2159868,0.723899,0.73772323,1.2835741,0.77755225,1.2437484,0.76053894,0.8181286,0.6619514,0.5173043,1.2319016,1.2512661,1.2182766,0.9894828,0.73458004,0.9897235,0.9939669,0.67707276,0.87818325,1.1725687,1.1123512,1.1323849,1.0139669,1.0475209
flower,1.2630396,0.5438571,1.2188752,0.5559038,0.7063112,0.84893703,0.9628138,1.1934686,1.2034051,1.3081217,0.80391014,1.1999199,1.2560264,1.0713412,1.1687002,0.94610983,0.82683325,0.70899236,1.1232425,1.0155379,0.82376313,0.86209005,0.74673533,0.8776969,1.1981199,0.47742182,1.1900454,1.3208725,0.76349956,1.3238086,0.5251413,1.2846279,1.0219514,0.7146006,1.2710307,0.80500805,1.1119566,0.8803077,1.1312073,1.0489752,1.2459837,0.91809136,0.7033327,1.1849867,1.186426,0.90367514,0.7721498,0.0,0.98585427,0.7482058,0.7213712,1.1750184,0.8913278,0.76099354,1.1531053,0.49594378,1.1981442,1.0681543,1.0827948,0.9093251,1.2179662,0.8945365,1.2423413,1.2063445,1.2706225,1.075332,1.229354,0.9206369,0.8069702,1.2549224,0.76533383,0.8251147,0.7907238,0.8390714,0.9156461,0.70847213,1.0618432,0.9617262,1.2119079,1.1346523,1.1515964,0.8235516,0.7491378,0.8848342,0.87651145,0.7668827,1.1462393,1.1294748,1.2147884,1.0120628,1.0420054,1.1619284,1.2198529,0.932756,0.779672,1.2487279,0.8828631,1.1603764,0.8009467,0.76574844,0.9929588,0.7612393,1.2035743,1.3207661,1.2214363,0.8226013,0.8634979,1.0398489,1.0825242,0.7250393,0.51938844,0.9916739,1.2293959,1.14136,0.8686967,1.1849834
