,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,egg,elephant,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hand,hat,helicopter,horse,hose,jacket,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shower,sink,slide,slipper,snow,sock,spoon,sprinkler,stroller,sweater,table,tape,toe,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
bowl,1.266257,1.121697,0.9770431,1.194777,0.8488064,0.7649558,0.94368774,0.8132858,0.709463,1.1327615,0.9288866,1.0155602,1.1152356,1.0950084,1.2522866,0.7258209,1.0257733,0.9124762,0.0,1.0740247,0.89235485,1.0275257,0.29403353,1.0222992,0.6897862,0.75285697,1.0027097,1.1078318,1.2698991,0.88847774,1.2235789,0.92459583,1.267191,1.2101717,0.93280077,1.1451231,0.74347764,1.146786,1.2340772,1.1889421,1.0320684,0.9605907,1.1186286,1.0826708,1.0200853,0.856369,1.0664476,1.1255325,1.0337701,1.0083448,0.98314375,0.9678712,1.0007274,1.2083495,0.89466095,0.9764417,1.2720244,1.132622,0.9581369,0.91722846,1.0186511,0.95905966,1.3272033,1.1845083,0.86671776,1.2104137,0.813496,1.1881688,1.1441405,1.0037425,1.1451327,1.2960068,0.8819691,0.98446554,1.1172508,1.1364465,0.9781261,0.9572905,1.0184371,1.2423756,1.1672908,1.155068,0.9823459,0.9321176,1.0213634,1.221829,1.0669656,0.82779944,0.65672743,1.069241,0.90347713,1.1341474,0.7314424,1.093814,0.9785354,1.0393717,0.8908534,1.2634125,1.1005509,1.1708444,1.146563,0.34564912,0.68578434,0.89544636,0.9389385,1.0616078,0.82504594,0.50152636,1.1840646,1.2704409,1.0807326,0.6207507,1.1531802,0.9636485,1.203171,1.0007018,0.6183856,0.99579024,0.9758638,1.0500351,0.9554428,1.165851
box,0.82449394,1.0525249,1.2155274,1.0727383,1.1661996,1.0802402,1.0804739,0.764768,0.974526,0.78632313,1.2406514,0.72172743,0.94125897,0.94952655,0.8066789,0.9988934,0.5863802,1.054639,1.0740247,0.0,1.1248386,1.0355693,0.96281666,1.0702862,1.072686,1.1177924,1.038862,1.0726697,0.76611495,1.0569763,0.84940785,0.88219076,0.8594743,0.9494196,1.022589,0.6498086,0.99161184,1.1673365,0.9678015,0.79954016,0.7160648,1.2100252,0.9330743,1.2805921,0.96989006,1.2948968,1.0886675,1.0985006,1.2249532,0.8871823,1.0332805,0.9314617,1.2925313,1.0860456,1.0366871,0.7761186,1.0228727,1.1804254,1.2005988,0.99153394,1.0872072,0.9583453,0.9427836,1.0614374,0.9745504,0.83483505,1.1627188,1.0043262,1.0394404,1.0034963,0.6915537,0.9566113,1.0124552,1.3071849,1.008772,1.1940442,1.1674421,0.6859418,1.0248451,1.0087578,1.0280087,0.8275523,1.0833824,1.004415,1.095003,0.8775735,0.8575675,0.96379775,1.0519338,1.2227609,1.1769524,0.8920057,0.9799933,0.73128045,0.97295964,1.0677954,1.0001925,0.9493941,0.95875055,0.9843641,0.75316405,1.028724,0.98219895,1.1690658,1.0912156,1.1689799,1.0137712,1.0475667,0.8902179,1.0073406,0.57472885,0.95777625,1.318586,1.0549526,1.0096203,1.0088081,0.9341526,1.0114557,0.8864067,0.8461118,1.2598917,0.8803522
bread,1.309093,0.8864562,0.5541039,1.1871657,0.68288624,0.654381,0.2809385,0.97324944,1.1464369,1.4277768,0.7219321,1.2368004,1.11463,1.3313634,1.3178506,0.97322094,0.9128798,0.8167574,0.89235485,1.1248386,0.0,0.97469866,0.8932848,0.90922195,0.81651056,0.9194036,0.44481635,1.1108805,1.4274904,0.8272356,1.1896029,1.0761545,1.3850046,0.6394456,0.7334761,1.367775,0.9963897,0.9350917,0.78692377,1.320925,1.0183476,0.8101951,1.1936501,0.7122285,0.99853003,0.78901476,0.77406573,1.1758276,0.89799225,0.82525694,1.0774993,1.2848806,0.78046674,0.94752383,1.2173593,0.7910926,1.0253702,0.9402213,0.7200917,1.1903582,0.8960356,1.3345709,1.1647038,1.2029312,1.2058289,1.4587696,0.8150228,1.1416755,1.0189434,0.7652606,1.0306791,1.1955693,1.1546056,0.7103789,0.7613465,0.8814937,0.5027988,1.2217687,1.1233828,1.4025497,1.1953106,1.0857041,0.9085612,0.7913017,1.1140795,1.1247134,1.0189891,1.0437856,0.7915547,0.80979526,0.13482767,1.1823679,0.69680417,1.3357246,1.2208699,0.9822823,1.1280994,1.2813984,1.0182811,1.053291,1.1114964,1.0392642,1.2861016,0.59974885,1.1684874,0.80581164,1.0029681,1.2335358,1.3335919,1.2233602,1.4448583,0.6623352,0.72915816,1.0052127,0.93590796,0.5118729,1.1480315,1.1449212,1.0775557,1.2243695,0.73414814,1.2533431
broom,1.0044109,0.76457095,0.9274316,1.1049068,1.0554293,0.8530305,0.87597156,0.9353376,1.0178581,1.2419971,0.8139148,1.1165184,0.9676432,1.1477097,1.1230743,1.1007105,0.9707546,1.0068519,1.0275257,1.0355693,0.97469866,0.0,1.0237836,0.7888663,1.002301,1.1262795,0.787504,1.0849075,1.0620569,1.0643263,1.1716584,1.0336314,1.1872821,0.82455933,0.80251837,1.1019862,1.0943856,1.112171,1.0116929,1.1337534,0.8440453,0.82345533,1.1247222,0.7476841,1.0616611,0.8721282,0.96415865,0.91990525,0.7531519,0.8700793,0.9534135,1.120667,0.89985764,0.9847307,1.1952171,0.84263325,1.0578389,0.8906383,0.97397244,1.1496043,1.0490252,1.1260554,0.9602349,1.0761838,1.0949178,1.0803614,0.8838074,0.8371033,0.99403524,0.83570683,0.95263183,0.9235389,1.1823108,0.92840075,0.98826313,0.52744895,0.9681875,1.1655172,1.2271659,1.1548867,0.94718224,1.0284585,0.73915726,0.65112126,1.015271,1.0251307,1.2368323,1.049909,0.97782457,0.95649105,0.98278123,0.92379034,0.9778959,1.182878,1.1399175,1.1285713,0.9816168,1.1535437,1.0587598,0.8352566,1.0491759,1.1113713,1.2404201,0.92858183,1.0101976,0.82193625,0.98414993,1.1355702,1.1973717,1.0390639,1.1974453,1.2314416,0.89334154,0.7020472,0.98698777,0.97718745,1.103344,1.1631639,1.1138661,0.9093824,0.9491953,0.9624387
bucket,1.1653816,1.1232795,0.93940496,1.2849348,0.9384432,0.83238596,0.9364155,0.79875815,0.75203353,1.1758558,1.0475849,1.0547161,1.05005,1.2130103,1.198724,0.73043704,0.9305622,0.7308675,0.29403353,0.96281666,0.8932848,1.0237836,0.0,1.058467,0.6733155,0.673355,0.9937977,1.149389,1.2554998,0.81743217,1.2325836,1.0258627,1.3002949,1.1990975,0.9655222,1.0971522,0.5367644,1.1046243,1.0649699,1.1445314,1.1273297,1.0679246,1.1984255,1.1535718,0.9197299,1.0186094,0.97343546,1.1476831,1.1256108,0.80789423,1.0583199,0.99395293,1.1049681,1.1101503,0.9609109,1.003995,1.2617124,1.161863,0.91788834,0.9352091,0.9575924,0.97800356,1.1865915,1.2148354,0.98242253,1.1392024,0.9126793,1.1277409,1.126524,0.97121465,1.0583897,1.2752144,0.76885927,1.0173857,1.1002166,1.1603737,1.0220994,1.0502516,1.1072448,1.2821776,1.1758063,1.148171,1.1378028,1.0241333,1.2099437,1.1454481,1.1717426,0.7844759,0.71003026,1.0001487,0.9028551,0.9285784,0.74521524,1.0853108,1.0991889,0.9521219,0.9407259,1.2297603,0.88904977,1.156948,1.0938497,0.45468253,0.63400614,0.7945033,0.9846612,0.96877474,0.86165917,0.468853,1.0962306,1.2135963,1.1202054,0.50163305,1.181195,1.006772,1.1472341,0.7856214,0.68097603,1.0222816,0.7633671,0.90915287,1.0419848,1.2248832
butterfly,0.9582876,0.8544673,0.80906045,1.2004423,0.9438036,0.9383958,0.9592654,0.83985853,1.0875503,1.2641929,0.92369163,1.1701182,1.0638779,1.1114649,1.1857197,1.1320208,0.92497694,0.96849984,1.0222992,1.0702862,0.90922195,0.7888663,1.058467,0.0,0.9296235,0.964767,0.9808591,0.96816784,1.1694167,0.83454716,1.1480165,1.1045951,1.2488828,0.99034274,0.90418357,1.106957,1.0808414,0.83536196,0.8072807,1.1215636,0.8594768,0.9011513,1.0630994,0.87384534,0.93753356,0.89472353,0.7749789,0.9172047,0.91181666,0.7579307,0.9744521,1.2259806,0.9366118,0.9105267,1.0950528,0.80574566,0.9496277,0.9999156,0.90709996,1.0662848,0.93531895,1.1238986,1.0299466,1.2854104,1.1330352,1.1140809,0.75670564,1.087192,0.9651328,0.86752254,1.017056,1.17568,1.1163859,0.90099263,0.8596759,0.93147135,1.1054177,1.2111762,1.1849016,1.2564609,1.2651908,0.9960116,0.8938084,0.8818494,1.0814656,1.0073404,1.1247561,0.87673306,0.7944027,0.7722384,0.9158223,0.870633,0.87388194,1.2313595,1.146533,0.87382656,1.0559098,1.2139785,1.0043297,1.1407347,1.05268,1.0609396,1.2526945,0.816427,1.0765127,0.88705915,0.86991155,1.2340341,1.089153,1.1531953,1.2358146,0.9859235,0.8701958,1.1130544,0.89753985,0.7836464,1.167609,1.0453467,0.94990516,0.9022963,0.91162676,1.0151424
can,1.4186902,1.0123572,0.7804774,1.4970129,0.5783445,0.5050763,0.7576583,0.575342,1.211114,1.5384302,0.4325527,0.7999892,1.3457735,1.3800507,1.4578786,1.2808442,0.7553706,0.33073187,0.6897862,1.072686,0.81651056,1.002301,0.6733155,0.9296235,0.0,0.44216526,1.118671,1.1397414,1.3689685,0.68291664,1.2432624,1.2456828,1.5161515,1.3405883,0.50349355,1.4324689,0.86834496,1.1353463,1.0973182,1.1826805,1.0588636,0.75071216,1.0322578,0.9727935,0.49957234,0.45135117,0.511307,1.2303145,0.7187313,1.1126106,0.9886427,1.319524,0.5037823,1.0777109,1.1174569,0.7602595,1.191999,1.3358042,0.30932438,1.1500034,0.66699725,1.2427799,1.143944,1.3906425,0.6527133,1.210587,0.401443,1.1077334,1.2935097,1.1200134,1.1552024,1.5743737,0.73603773,0.4269281,1.057631,0.7740289,0.795885,1.1041958,1.3403962,1.5590465,1.2798951,1.3561335,0.63865846,0.6834564,1.3548284,1.1331841,1.1938862,0.73512894,0.670876,0.7184973,0.73096097,1.0071028,0.55476654,1.244657,1.108008,0.81613463,0.5073504,1.494347,0.9779914,1.1406953,1.2731518,0.9950351,1.2678094,0.32074463,1.1482371,0.8261329,1.0191792,1.2147064,1.382016,1.3934216,1.4688425,0.65324605,0.8554511,1.2135015,1.0344712,0.6767302,1.3142751,1.0586636,0.61039925,0.86303407,0.3478678,0.99597836
car,1.1733718,1.1757606,0.9197296,1.336465,0.8060982,0.7440982,0.95479584,0.75638735,0.68906647,1.3121331,0.6683924,0.83341855,1.2211599,1.2208678,1.3400903,0.7337068,0.8693874,0.6005919,0.75285697,1.1177924,0.9194036,1.1262795,0.673355,0.964767,0.44216526,0.0,1.1193566,1.141529,1.3514907,0.8072167,1.2146844,1.1355124,1.3869474,1.3373523,0.7679557,1.2498437,0.8403098,1.1109592,1.1535878,1.2090219,1.1732575,0.80938876,1.0756398,1.0889713,0.6676943,0.6234605,0.7505892,1.2369304,0.974712,1.0517462,0.9134326,1.0352287,0.72246456,1.242164,0.8621067,0.92004967,1.2029185,1.258963,0.59140784,0.90756047,0.7661866,1.0347085,1.1757756,1.2996336,0.79400337,1.1945024,0.78144884,1.1922982,1.2384179,1.165299,1.2470573,1.4583852,0.6634977,0.64569503,1.2135068,1.0798504,0.9506349,1.1674839,1.2210599,1.3945583,1.291006,1.3622469,0.8727282,0.8665247,1.3159655,1.182303,1.1673479,0.7378088,0.85983413,0.7854175,0.84052426,0.8363839,0.805181,1.1720238,1.0557032,0.80715966,0.78044856,1.3441902,0.9858479,1.2087827,1.2080935,0.65628266,0.93811244,0.62716335,0.88956904,1.0594087,1.025052,0.8993783,1.1675471,1.2861507,1.331127,0.79233754,1.0358127,1.3060253,1.2140033,0.82438487,1.1044753,0.871727,0.34452653,1.0398889,0.66119576,1.0847222
carrot,1.15435,0.83982366,0.7614604,0.858163,1.014654,0.8201823,0.48080385,1.0613266,0.93362314,1.2132233,0.9352631,1.1423315,0.9970417,1.1694707,1.1817499,0.7750044,0.9882483,1.0790933,1.0027097,1.038862,0.44481635,0.787504,0.9937977,0.9808591,1.118671,1.1193566,0.0,1.1396015,1.103821,1.1383346,1.0437096,1.0416052,1.1015056,0.73800546,0.9011052,1.1379066,1.0382003,1.0502628,0.91717595,1.1131512,0.8909317,1.034251,1.22928,0.6883861,1.1031142,1.0465494,1.0918063,0.9578353,1.0307376,0.91895676,1.0765058,1.1497571,1.0317175,0.8007171,1.2114788,0.9267932,1.0024017,0.6466223,1.0944014,1.0946306,1.1937578,1.2058324,1.1003326,1.0111362,1.2447965,1.1929152,1.1052647,0.9595284,1.0344483,0.8197679,0.9061126,0.85640705,1.2329711,1.0356492,0.83275956,0.9036751,0.57483566,1.0233921,1.133472,1.1619292,0.9570296,0.9998799,0.92242134,0.75535744,0.95047045,1.106526,1.1435258,1.1046818,0.92272323,1.1288896,0.6113092,1.1358638,0.977459,1.1304479,1.2526531,1.1703198,1.1444054,1.0371472,0.998307,0.88491863,1.0028265,0.9579729,1.0655484,0.97524565,1.1141615,0.76298416,0.9474542,1.048072,1.1350535,1.0257349,1.1872413,0.9914229,0.82813007,0.7620968,0.99453497,0.8487673,0.95092577,1.1352968,1.1442068,1.0835245,1.041886,1.1627898
cat,0.915027,1.0675073,1.1185514,0.9531971,1.1008406,1.0950963,1.2041684,1.1179719,1.1033672,0.93511933,1.1840562,1.167103,1.0277648,0.4118021,1.0588152,1.0956981,1.2357818,1.207996,1.1078318,1.0726697,1.1108805,1.0849075,1.149389,0.96816784,1.1397414,1.141529,1.1396015,0.0,0.9168566,0.96950215,0.9458222,1.0273027,0.91803026,0.9364757,1.1588907,0.99875665,1.2043842,0.21319771,0.9106097,0.94345206,1.1197286,1.0563614,0.9655231,1.1892469,1.0650767,1.1018022,1.0334505,0.8488537,0.85835725,0.9680733,1.0862265,0.9826174,1.1182503,0.96005356,1.0143759,1.185111,0.76503253,1.0911597,1.1465092,1.0631206,0.8603968,0.8659973,0.9582527,0.8782275,1.047344,0.9290845,1.1327379,0.931556,0.6048714,0.99192584,1.0782588,0.97260493,0.94201595,1.0679637,1.0484508,1.1522715,1.185647,0.9712392,0.8660366,0.9911034,0.946129,1.1253592,1.1272521,1.1808599,0.8928675,1.1301671,1.0265381,0.99918556,1.1998148,0.5970496,1.0847182,0.83218694,1.1852335,0.94854724,0.9731389,0.39245242,1.1120287,0.9662205,1.0340527,1.0154375,1.0576024,1.0978214,1.1164252,1.1205375,1.0614792,1.1143097,1.0760337,1.0619068,0.85003996,0.98907787,0.95154494,1.1309159,1.1219432,1.0826249,1.074009,1.0627736,1.0274216,1.0918154,1.0844657,0.8895502,1.1596794,1.0279595
chair,0.7958301,0.9922031,1.3858331,0.5789605,1.4773453,1.4181116,1.4314195,1.0948879,0.89195967,0.44158173,1.4353998,0.7105019,1.0610743,0.6162575,0.5662223,0.9766257,1.3033231,1.418914,1.2698991,0.76611495,1.4274904,1.0620569,1.2554998,1.1694167,1.3689685,1.3514907,1.103821,0.9168566,0.0,1.3559036,0.59271693,1.0426977,0.17442226,1.0029998,1.4662323,0.5615146,1.1419573,1.0410681,1.0941459,0.4839421,0.78152573,1.1690041,0.6854097,1.2392648,1.1637849,1.5253526,1.320402,0.969228,1.199533,1.3161523,1.1528805,0.7686918,1.3625576,0.93922275,1.0010061,1.3900934,0.9186367,0.9355873,1.4593604,0.8867045,1.2910624,0.6869116,0.7416285,0.49023253,1.1074023,0.3256408,1.3384851,0.6964165,0.87814224,1.0763003,0.78782123,0.65625787,1.0053082,1.443323,1.0762482,1.1844714,1.41029,0.51869845,0.79877746,0.5612694,0.5452744,0.9224857,1.3203733,1.219537,0.7944155,0.7765867,0.9726778,1.2740302,1.3825598,1.3788416,1.4723189,0.8006003,1.3304539,0.53183806,0.88253355,1.196911,1.1356275,0.5286481,1.1037335,0.6781074,0.8514392,1.0934736,0.7963553,1.460353,1.0986145,1.1941898,1.0395601,0.91651386,0.4423836,0.53782666,0.38698137,1.3389913,1.2285602,0.99222744,0.951114,1.4756528,0.8512718,1.0724682,1.181496,0.624326,1.4510394,0.74680734
clock,1.0254394,1.0266844,0.8323798,1.3942876,0.7493044,0.7126047,0.8288327,0.7834649,1.2260184,1.3733556,0.8529128,1.1529948,1.0698557,1.2196304,1.254684,1.2034128,0.85869765,0.7460391,0.88847774,1.0569763,0.8272356,1.0643263,0.81743217,0.83454716,0.68291664,0.8072167,1.1383346,0.96950215,1.3559036,0.0,1.111982,1.1556104,1.3954988,1.1371399,0.7597791,1.265571,0.91336375,0.8604121,0.77194536,1.1081833,0.9801397,0.961373,1.1931821,1.0086673,0.81425416,0.81106454,0.80793846,1.0982075,0.9327919,0.8075357,0.9344689,1.1483424,0.8170766,1.064266,1.0239496,0.77335614,0.90220004,1.2521352,0.6650772,1.0971253,0.7453703,1.1480397,1.0713849,1.3492942,0.93629825,1.1889273,0.5924191,1.2132201,1.1543301,0.9809199,1.0725349,1.400368,0.9308676,0.702502,1.0760058,1.0062408,0.885165,1.1787748,1.1675578,1.408549,1.3573923,1.1316214,0.8851901,0.93508697,1.2679708,1.1099974,1.0616261,0.81365347,0.8113859,0.65113914,0.7499876,1.0604815,0.6009362,1.1393441,1.1239563,0.7124964,0.84112895,1.2843522,0.9375393,1.2395186,1.0315174,1.0791479,1.2242085,0.72798395,1.047611,1.0758013,0.8490945,1.1015615,1.2040714,1.278857,1.3275484,0.6646501,0.93761176,1.2195711,1.030568,0.6542422,1.1948107,1.0134612,0.76433086,0.9871398,0.76385546,1.0314982
closet,0.85302085,1.1032093,1.1854596,0.79811054,1.260674,1.1771538,1.1771361,1.196855,0.9112991,0.77661514,1.2703186,0.82932913,1.0165051,0.74641526,0.8994331,0.95289415,1.2062099,1.2556182,1.2235789,0.84940785,1.1896029,1.1716584,1.2325836,1.1480165,1.2432624,1.2146844,1.0437096,0.9458222,0.59271693,1.111982,0.0,1.029555,0.6061939,0.9843028,1.317592,0.8183981,1.1290665,1.0444852,1.0812384,0.2843001,0.7044931,1.1702068,0.93596333,1.1378086,1.1601168,1.3346055,1.2238188,1.0761297,1.1824889,1.2337532,1.0207412,0.8079996,1.1848835,1.0670124,0.9241997,1.166321,0.71715117,0.9913262,1.3198957,0.95732695,1.2181895,0.89805084,0.91797423,0.71232164,1.1255932,0.7036965,1.1852303,0.9071011,0.97020864,1.0521995,0.85631096,0.7862108,1.0012486,1.1862359,1.078235,1.1381261,1.1982076,0.5351037,0.8757087,0.8463525,0.78804815,0.9446707,1.2470158,1.166177,0.80101395,1.0451922,0.9572655,1.1662169,1.2517749,1.1897738,1.1847622,1.053328,1.1717587,0.5557425,0.9023156,1.1212525,1.0620345,0.72005326,1.2016325,0.87864566,0.92584497,1.0557415,0.99197245,1.3426149,1.103321,1.2475588,1.0596075,1.0108093,0.61568713,0.71296585,0.67658234,1.1925111,1.1046559,1.0516323,1.0550921,1.2895275,0.9904909,1.0103773,1.114588,0.965294,1.2906952,0.7969074
comb,0.85363257,0.884024,1.1673421,0.9091023,1.1469214,1.1024686,1.0215119,0.9900608,0.87108386,0.7547351,1.1874906,0.9453852,0.73898387,0.846352,0.6820975,0.8360113,0.9228316,1.2161537,0.92459583,0.88219076,1.0761545,1.0336314,1.0258627,1.1045951,1.2456828,1.1355124,1.0416052,1.0273027,1.0426977,1.1556104,1.029555,0.0,0.85619164,0.8596482,1.013366,0.938044,1.0477015,1.1566964,1.2316784,1.0909076,1.0051998,1.0648899,0.959271,1.0547317,1.2127358,1.0616157,1.2479914,0.9609823,0.9535597,0.91818154,0.910102,0.83859277,1.1582706,1.2664182,0.9520104,0.9079768,1.0956587,1.0118097,1.2611694,0.94799185,1.0650871,0.9345092,1.0609809,0.8796108,0.9607061,1.1184562,1.2105287,0.9846418,0.97093004,1.0921124,0.8290105,0.7648553,1.1040666,1.148002,0.8748453,1.0880178,1.0660434,0.99862725,0.85126776,0.6445863,0.94861025,0.7147571,0.9637672,1.0406908,1.020676,0.8568607,0.8714019,1.1411153,1.0643559,1.1397357,1.1128416,1.0734135,1.1619986,1.0189177,0.88121617,1.1571317,1.152839,0.95492876,1.1080152,0.996088,1.0840158,0.9093428,0.8777982,1.2276752,1.0281624,1.0942353,0.9319455,0.8612327,1.0510808,1.0245496,0.8307482,1.1301743,1.1404101,0.7888482,0.87721705,1.1387212,0.80950934,0.9791803,1.1715477,1.3200144,1.2142191,1.0635889
couch,0.7642208,0.98698264,1.3691413,0.44557607,1.432786,1.4669816,1.4025496,1.3181341,0.8666442,0.26078814,1.4179531,0.7549003,0.9314507,0.61889917,0.4280594,0.9081775,1.2905437,1.4867368,1.267191,0.8594743,1.3850046,1.1872821,1.3002949,1.2488828,1.5161515,1.3869474,1.1015056,0.91803026,0.17442226,1.3954988,0.6061939,0.85619164,0.0,0.92816335,1.5104983,0.566159,1.152596,1.0268897,1.1584208,0.62407035,0.8870962,1.1620152,0.79240763,1.1839993,1.2898138,1.50476,1.4275244,0.9259325,1.201792,1.3025907,1.1262119,0.77176404,1.3297985,0.9897132,0.94127476,1.4078091,0.85476375,0.84189165,1.5000877,0.8266985,1.3250053,0.736797,0.7671237,0.39791894,1.1809841,0.54001015,1.5210828,0.6909497,0.77175426,1.0871731,0.79918766,0.5272966,1.0993184,1.4067909,1.0273024,1.2438623,1.3404111,0.6271649,0.6532035,0.3303616,0.5293208,0.8010621,1.3564895,1.298197,0.72948015,0.7057104,0.9508929,1.3309153,1.415273,1.4086683,1.4655008,0.86364627,1.4046605,0.6849185,0.7616193,1.251438,1.2181618,0.42580932,1.1172886,0.67973715,0.87355804,1.0774668,0.6752918,1.5041246,1.050416,1.2066942,1.1058934,0.8242192,0.49968028,0.5275611,0.40513563,1.3642269,1.1591203,0.9949587,0.92443705,1.5023999,0.81371975,1.0027419,1.2701602,1.0031004,1.4559355,0.93436474
cracker,0.86295223,0.7889656,1.0767452,0.9019929,1.1660295,1.0263581,0.71836835,1.0986946,0.98312265,0.95358557,1.1326778,1.1182303,0.8172327,0.9587414,0.7421,0.9547012,1.0501161,1.2598144,1.2101717,0.9494196,0.6394456,0.82455933,1.1990975,0.99034274,1.3405883,1.3373523,0.73800546,0.9364757,1.0029998,1.1371399,0.9843028,0.8596482,0.92816335,0.0,1.1637783,0.99301934,1.1609412,0.8719696,0.84222305,1.0747584,0.9123923,1.0071845,0.9918439,0.94518894,1.2064459,1.1310929,1.0817511,0.93303376,0.98613054,0.86863554,1.100051,1.128543,1.1408848,0.9288872,1.135153,1.0097531,0.8988242,0.875392,1.2083955,1.2830379,1.1397204,1.1044292,0.7695505,0.8953991,1.3165597,1.1525234,1.2420905,0.831144,0.48774815,0.81193197,0.7728149,0.6425878,1.2733957,1.1144723,0.56597584,0.8048687,0.960628,1.1055893,0.8562414,0.8168361,0.88539994,0.6339853,1.1093991,0.9435823,0.78582513,0.73800147,0.8887564,1.2817377,1.0316439,1.0828414,0.7484001,0.9916689,1.0808779,1.1231589,1.0696999,1.2183977,1.3311046,0.91828954,1.0997655,0.82676256,0.9528932,1.1626133,1.1725967,1.1025264,1.1181009,0.8934579,1.1605661,1.2338774,1.0463126,0.9002584,1.0106828,1.1000612,0.9811397,0.82628286,0.6510007,0.9978405,0.96025115,1.2276859,1.3459618,1.248336,1.242031,1.0646836
crayon,1.2034436,0.89343995,0.69900644,1.3434515,0.56357306,0.5145148,0.5608689,0.7399106,1.3218826,1.4880695,0.44200838,1.1089597,1.0167011,1.3665497,1.274363,1.3321081,0.45389897,0.5865972,0.93280077,1.022589,0.7334761,0.80251837,0.9655222,0.90418357,0.50349355,0.7679557,0.9011052,1.1588907,1.4662323,0.7597791,1.317592,1.013366,1.5104983,1.1637783,0.0,1.3778667,1.0568895,1.1008215,0.9371344,1.3498683,1.0967392,0.8354828,1.1693316,0.7663065,0.79734933,0.49478096,0.69096386,1.1044261,0.69643676,0.740756,0.91505295,1.4180589,0.5708803,0.975704,1.1927695,0.4181788,1.1639205,1.1530709,0.4800064,1.2168151,0.75764287,1.2952108,1.045898,1.397426,0.8013421,1.3402421,0.553177,1.267087,1.3221176,1.012284,1.1934824,1.3121386,1.1503005,0.5107484,0.9470209,0.72782797,0.5927792,1.2611396,1.3072332,1.4057721,1.3100383,1.2452418,0.24698538,0.5906951,1.3044832,0.9715919,1.0196838,0.8834205,0.6946383,0.7207231,0.6655453,1.1339113,0.75325656,1.3611798,1.1924646,0.89321697,0.6836382,1.4040725,0.8657847,1.1432225,1.190379,1.1783416,1.3736789,0.44203198,1.0483177,0.6915238,0.8704932,1.3280714,1.4466686,1.3993452,1.513133,0.7872689,0.77839875,0.93135977,0.92161536,0.52918816,1.3495343,1.0610322,0.8697002,1.015553,0.45139033,1.0396105
crib,0.80101794,1.1695046,1.3883941,0.84887236,1.2692142,1.3663776,1.2999911,1.1066376,0.75211656,0.20379043,1.4683387,0.75930333,0.89352113,0.770536,0.5875102,0.7293184,0.96756744,1.3293414,1.1451231,0.6498086,1.367775,1.1019862,1.0971522,1.106957,1.4324689,1.2498437,1.1379066,0.99875665,0.5615146,1.265571,0.8183981,0.938044,0.566159,0.99301934,1.3778667,0.0,0.9315983,1.0718927,0.98914653,0.73784196,0.8800299,1.2371094,0.8640014,1.3350484,1.1717128,1.4318857,1.2271252,1.1289546,1.3045404,0.97205776,1.0430194,0.72825074,1.4533517,1.1291355,0.87975633,1.1395997,1.05243,1.0650889,1.5137365,0.7877389,1.1271658,0.78938425,0.88884217,0.8816989,1.023731,0.5507181,1.3747554,0.9595633,0.851503,1.0597833,0.9091034,0.75388414,1.0241128,1.4734352,1.0743759,1.2784636,1.3035067,0.7237611,0.8153759,0.5868364,0.97223043,0.71608436,1.306546,1.1980007,0.9474605,0.8633678,0.8098594,1.048136,1.237222,1.2950194,1.379219,0.8940755,1.3433027,0.6099605,0.89924765,1.1280811,1.1526995,0.7751748,1.1518159,1.0825441,0.47191644,0.87170553,0.64613485,1.5443151,0.8041501,1.4125018,1.1097921,0.7611549,0.6233102,0.83632934,0.32740092,1.1413592,1.4378073,0.9602489,1.0622607,1.2331593,0.705066,0.9774442,1.0883825,0.9018804,1.5090091,0.8235364
