,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,egg,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,motorcycle,mouth,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shovel,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
glove,1.043834,0.18893409,0.71442,1.2084316,0.96344006,0.77986586,0.7371069,1.2146156,1.3073237,1.2888646,0.7462202,1.0389688,0.93912673,0.7810401,0.7351047,1.1667651,1.166461,0.8057212,0.92222834,1.2531185,0.7706636,1.2665031,0.92479396,0.87407583,0.8434967,0.95489335,0.95532864,1.161441,0.9995102,1.0548772,1.3469257,1.1655753,1.2388015,1.0499994,1.0895526,0.8534035,1.338618,1.021069,1.2280241,1.1012037,0.915486,1.2054226,1.0890124,0.88168204,1.177038,0.6267099,1.2181408,0.93229663,0.8738367,0.6863566,1.0359988,0.92130524,1.2300676,0.7605414,0.0,1.2780837,1.050643,1.0726185,0.9265964,0.5117527,0.9480596,1.4323545,1.01236,1.03896,0.6721276,1.1183815,1.3532118,0.937246,1.0171269,0.58360094,1.1019111,0.7888413,0.7052852,0.74113965,0.81419414,1.0881758,1.1841035,1.042947,0.6825362,0.77106714,1.2529068,0.89522964,0.9783374,0.91540664,0.60161126,1.1735902,1.0703624,1.0970554,0.92565817,0.94414306,0.91659063,1.2761941,0.90010476,0.8366487,1.0661956,1.126073,0.942705,0.6568967,1.1461568,1.2241193,1.1585926,0.3843301,0.9272495,0.22493088,1.3249003,0.89750856,1.1596081,0.8105421,1.07789,1.0547599,1.1646411,1.4155623,0.8478744,0.34543246,0.8718272,1.1651716,0.60116446,1.1203163,1.1919872,1.2494121,1.0182717,1.3820666,0.78869206,1.2413672,1.161638
grass,1.103133,1.2870631,1.2759609,0.95212126,1.2422725,1.2765942,1.3352952,1.0452033,0.702248,0.82554054,1.1941999,0.5855876,0.9354128,1.1782347,0.87926203,0.5640107,1.0306722,1.4195318,1.3649629,1.0424845,1.3145331,0.8723474,1.1411511,1.2487018,1.328131,1.1249598,1.2261358,0.9513778,0.74519396,1.1938097,0.88989156,0.8066128,0.90362,0.7881106,1.0051732,1.3087037,0.8779206,1.1021281,1.0136551,0.9736809,1.2133495,1.0747267,1.1441197,1.2566184,0.8544573,1.238954,0.76814276,1.2492138,1.3411089,0.95847046,1.1480548,1.260498,1.0429963,1.2748175,1.2780837,0.0,1.1456444,0.9597985,1.0522623,1.3676949,0.71267205,0.75713754,0.6927968,1.1237327,0.7851002,1.0752923,0.66334015,1.2725911,1.1164001,0.88804233,0.5194441,1.1827207,1.3253876,1.1963903,1.1028883,1.1842728,1.0021731,0.740609,1.2274696,0.91077095,0.949139,1.2858884,1.1786988,1.1926937,1.3145251,1.0529095,1.0704635,1.217818,1.1284125,1.2039919,1.2303104,0.8959169,0.9902692,1.2700737,0.9147008,1.065654,0.8326771,1.1064066,0.86167574,0.83040315,0.41112375,1.4182565,1.2389989,1.3176023,0.8546084,1.3380454,0.5135296,1.305506,0.6898236,0.8554739,0.46838856,0.59748137,1.3267311,1.3216755,1.2337883,1.0730115,1.1024055,1.0865077,1.0803199,0.5736242,0.8142779,0.82679975,1.2829033,0.7968979,0.6456145
gum,0.97021747,0.94652134,1.0193435,0.9897881,0.7315515,0.7248707,1.019983,0.9107806,1.2748959,1.0176057,1.042531,1.1263123,1.0952319,1.0312718,1.093415,1.0706382,0.83527184,0.90757,0.8731006,0.8906427,0.98809737,1.2750632,0.9110228,0.9156402,1.0129309,1.0609545,0.8966852,1.1377246,1.3550842,0.8174249,1.1287464,0.8854791,0.82672364,1.2953709,0.7882759,0.8304516,1.069083,0.978011,1.0340157,1.1230143,0.87019044,1.0959479,1.064877,0.8657435,0.85294735,0.81784004,0.9459853,0.8616518,0.7255387,0.94024646,1.0503278,0.84945345,1.0199037,0.98619014,1.050643,1.1456444,0.0,1.1582639,0.81856954,1.0415149,1.1607751,1.2267525,1.2402809,0.91983056,1.178046,0.9707166,1.2181697,1.008561,0.606052,1.1172414,1.1868762,1.0236326,0.8661789,1.0960681,0.8975388,0.8262178,1.1497122,0.89610785,1.080266,1.2385017,0.98408425,0.97095996,0.9663347,0.95612174,1.0175829,0.93095624,1.051424,0.7431237,1.1505252,0.9697894,0.90166074,1.1877233,0.9543532,0.9951595,1.1193721,0.8986955,1.1325955,0.9318557,1.0502546,1.1650869,1.0236905,1.0252221,1.0639839,0.987154,0.9307135,0.90884995,1.1315676,1.0586972,1.2197329,1.1636091,1.1769866,1.0886984,0.78308153,0.8604318,0.85960186,1.0026448,1.0448948,0.6292619,0.7483384,1.1200923,1.123425,1.2889644,0.8993293,1.1861105,1.0448177
hair,1.0558913,1.178375,0.9743914,0.608742,1.1825271,1.2812253,1.0292332,1.0637654,0.7403167,0.9869557,1.169578,1.1761954,0.7445003,1.1288767,0.9002309,0.9445922,0.9930821,1.273958,1.3522056,1.0100343,1.170686,0.9694558,1.1609439,1.1376941,1.2273645,1.187165,1.0467491,0.87367505,0.88090664,1.1536263,0.7580223,0.97551316,1.0016302,0.8029803,1.0265343,1.2365372,0.98097515,1.164327,1.0959182,0.9308188,0.9994279,0.8619327,0.9227148,1.1378472,0.98871523,0.90294415,1.0359259,1.2800815,1.0611745,1.0259697,0.94986767,1.2791008,0.8071522,1.0407819,1.0726185,0.9597985,1.1582639,0.0,0.7059219,1.1411393,0.8154015,0.8874792,0.6080335,1.1837467,0.82566744,1.0613581,0.9648553,1.2213148,1.1650683,0.8648356,1.0366893,0.8632027,1.0362297,0.9997397,1.005789,1.1414591,0.92794335,1.0738118,0.69219553,0.74085844,0.94004625,1.1411138,1.1474361,1.1268284,1.0311007,1.0431925,0.83332115,1.2497867,0.8853375,1.0232214,1.1746086,0.8260776,1.1659628,1.2365574,0.990835,1.0668997,0.6105336,1.0237775,1.0649428,1.0633904,1.029805,1.193549,1.1466587,1.217971,0.9631293,1.1627524,0.9668182,1.0759872,0.93671286,0.5446317,0.92129374,0.8942927,1.2598081,1.0227834,1.2498348,0.9082415,1.0044934,1.1721358,1.1367991,0.94370973,1.1520348,0.927089,1.0961657,0.7816847,0.9618427
hand,1.0603637,1.0952866,0.8491492,0.55431217,1.0674517,1.1986508,0.9872363,1.0260851,0.8954131,1.0046681,1.0962065,1.2223428,0.7844622,1.2240322,0.95080495,0.95190376,0.9556544,1.2205919,1.1985291,1.0446554,1.1252294,1.0459708,1.0713388,1.1761285,1.2842928,1.2866814,1.0048164,1.0049576,0.98192954,1.1128933,0.99556494,0.95581895,0.9007178,0.90079427,0.8302569,1.1647153,1.0432395,1.0690738,1.1956424,1.0225666,0.72656554,0.9913444,0.90697294,1.0681762,0.91260856,0.39688444,1.1030055,1.234598,1.1773015,0.77673846,1.0393636,1.2093892,0.7308595,1.1316503,0.9265964,1.0522623,0.81856954,0.7059219,0.0,1.1782932,1.0162745,0.9967514,0.8811572,1.1716571,0.79488695,1.0745778,1.0469377,1.2582037,1.028517,0.8430265,1.0529623,0.856953,0.98296297,0.9473107,0.98002315,1.026754,1.0446563,0.9854369,0.6837395,0.79216087,1.0680004,1.0870401,1.1752342,1.0089111,1.0556875,1.0656965,1.0265567,1.1040232,0.8244804,0.9384362,1.1367748,1.0271409,1.1351149,1.1816614,1.0599389,1.115931,0.82121164,0.85667235,1.044615,1.0884376,1.0220838,1.0716867,1.2012018,1.1323591,0.95569885,1.1211603,0.9606482,1.0626185,1.0179687,0.781035,0.9370748,0.9424668,1.1736242,0.7413205,1.2072576,0.8984897,0.96624637,1.0497116,0.92288613,1.0690143,1.2715961,1.0729523,1.0174387,1.0069329,1.0957252
hat,1.0582649,0.4698807,0.4933831,1.3727813,0.61195177,0.48447692,0.5775509,1.2784041,1.5561119,1.3577592,0.6542633,1.0096147,1.2275546,0.4872793,1.2519822,1.4324076,1.2986522,0.39731222,0.61825526,1.2776861,0.43950558,1.4258745,1.032498,0.6372101,0.42358494,0.48941123,0.5794552,1.18107,1.3880438,0.86811316,1.4370611,1.2594883,1.2583673,1.3447604,1.1793872,0.4191047,1.4104761,0.9225244,1.0840836,1.1154197,0.9124419,1.2482004,1.1310372,0.5947113,1.2025628,0.6983454,1.2370178,0.5975984,0.7895795,0.9797741,1.050255,0.67725694,1.3869102,0.3194275,0.5117527,1.3676949,1.0415149,1.1411393,1.1782932,0.0,0.9406762,1.4707091,1.2691952,0.9314873,1.2994018,0.9653239,1.4774781,0.5164358,1.045409,1.1755934,1.2805963,0.79493076,0.4225002,0.8627759,0.7656815,0.7910072,1.2996323,1.056121,0.89724714,1.1955299,1.2970192,0.6644045,0.69233155,0.7863744,0.771497,1.187677,1.034609,0.9618224,0.9700587,1.1113863,0.7359366,1.42671,0.7627192,0.61252534,1.2289112,1.1227473,1.2849128,0.8760545,1.2338412,1.1442816,1.279483,0.17137241,0.38941193,0.42912173,1.3632205,0.6607156,1.3638855,0.41204453,1.2814872,1.3783057,1.3522743,1.6436545,0.5250981,0.4453141,0.4922434,1.2421789,0.9449567,1.0306978,1.07283,1.244226,0.85036623,1.4063116,0.321288,1.3168042,1.161142
horse,1.1865872,0.9905763,0.9497307,1.054035,1.1115687,1.1174945,1.0786071,1.1650493,0.9215253,1.0028274,1.0184476,0.87490463,0.89484113,1.0074397,0.9578932,0.90111023,1.0907918,1.1202285,1.2965442,1.1526701,1.0605801,1.1084869,1.2472644,1.0821159,0.98734814,1.0330727,0.9783545,1.0765576,0.9612021,1.0446639,1.0442083,1.0944799,1.0838288,0.9085319,1.1090128,1.027557,1.0838776,1.1375108,1.1948328,1.0940121,1.2112342,1.100038,1.1177722,1.1127127,1.007948,0.94520694,0.827455,1.0793848,1.1563096,0.9227091,0.95851785,1.1180936,1.1471963,0.9697682,0.9480596,0.71267205,1.1607751,0.8154015,1.0162745,0.9406762,0.0,1.069245,0.7184657,1.1709584,0.809466,0.994402,0.9684284,1.0573107,1.2753066,0.9329465,0.8038334,0.88972014,1.0061098,1.0398636,0.885906,1.0909629,1.073729,0.93389755,0.9496615,0.687093,1.0815685,1.0114349,0.9915729,1.0951929,1.0464041,1.0958716,1.0496264,1.2266711,1.0076053,1.187333,1.0973341,1.0484077,1.1063485,1.0786248,0.94794744,0.97256523,0.86717117,0.92912287,0.9843263,1.010107,0.8749084,0.97763824,0.9645605,0.9947796,1.017709,1.1169212,0.85391605,1.0133802,0.9312048,0.97024834,0.8733225,0.9711959,1.2166959,0.95061386,1.053281,1.0854533,1.0226603,1.1812011,1.1550192,0.80870086,0.91754323,1.0867867,0.9464986,0.9289599,0.82728255
hose,1.0365394,1.417809,1.3547295,0.83216596,1.2525628,1.4295524,1.2163606,0.6253756,0.4889444,0.5977505,1.3040674,1.0961301,0.829831,1.3713124,0.8462665,0.86369157,0.88709056,1.3668871,1.1952007,0.8240063,1.3469443,0.38942385,1.0464568,1.2802062,1.3531584,1.2941658,1.1971351,0.58089256,0.55879784,1.1606302,0.46936285,0.9723661,0.9448123,0.5443105,1.1095697,1.4777572,0.43926948,1.0677878,0.76387095,0.6396786,0.9584849,0.6387745,0.89908767,1.2404795,1.0503771,1.3664179,0.96989506,1.3479767,1.18448,1.1809447,1.0140293,1.3003216,0.7524953,1.3421586,1.4323545,0.75713754,1.2267525,0.8874792,0.9967514,1.4707091,1.069245,0.0,0.86453056,0.97608036,0.9179198,1.2169425,0.26601106,1.2968365,1.0671052,1.0100116,0.8475476,1.2269022,1.4261988,1.0967088,1.2543008,1.2403221,0.7657448,1.2051268,1.1152133,0.94316024,0.9015141,1.302467,1.3148228,1.1996721,1.1719824,0.9591653,1.0124893,1.134576,1.0704849,0.78864795,1.1732432,0.6451417,1.2058179,1.2824521,0.7621984,0.9149419,0.9005768,1.181401,0.8239655,0.9422518,0.9081402,1.5279815,1.3073299,1.438142,0.95264435,1.2265767,0.8392346,1.3295599,0.71413153,0.70233774,0.7603559,0.45019346,1.2964356,1.4797001,1.2808242,0.7963329,1.0851771,0.9612149,0.9682101,0.9353769,1.1228449,0.22067451,1.3890271,0.6943344,0.79567516
jacket,1.2115458,1.1643709,1.0922252,0.6450416,1.2722459,1.3878455,1.3185811,1.0975723,0.60446686,0.9240101,1.2305908,0.95540893,0.6238465,1.3261355,0.7370419,0.70571613,0.9949353,1.4268786,1.4743547,0.98262644,1.2908908,0.93613267,1.1520755,1.3167634,1.3171167,1.2073817,1.2165958,0.92928916,0.6399606,1.2096745,0.7832151,1.0416262,1.0158821,0.56339896,1.1408787,1.4107354,0.955397,1.1332422,1.1081232,0.9868228,1.1246247,0.98733056,1.1026566,1.2070228,0.949643,1.0726446,0.8415452,1.4197491,1.3383992,0.9244587,0.9723958,1.4286351,0.8318846,1.2529403,1.01236,0.6927968,1.2402809,0.6080335,0.8811572,1.2691952,0.7184657,0.86453056,0.0,1.1732614,0.5618533,1.166141,0.8327199,1.3835748,1.1623361,0.6704614,0.67669564,1.0765449,1.2452542,1.1099844,0.9616798,1.2416909,0.89827466,1.0069606,0.83536184,0.45647252,0.91973364,1.3338693,1.2691422,1.2158809,1.1370792,1.0874513,1.117832,1.3862138,1.0464443,1.040069,1.2117783,0.8232626,1.2454748,1.3752092,0.812366,1.0612863,0.219612,0.9743056,0.9667868,0.9639686,0.8227533,1.2974899,1.274194,1.2396097,0.9039302,1.3230962,0.69072187,1.2326818,0.7500761,0.2862705,0.802862,0.7015526,1.4619968,1.1332802,1.3044796,0.94968516,0.9919632,1.2170346,1.1135502,0.7692955,1.0739346,0.89285177,1.2352791,0.836295,0.8234432
jar,1.098536,0.90430963,1.1484156,1.1199335,0.89922744,0.91041595,0.9812406,0.8693058,1.1607075,0.95099294,1.0820479,0.9655441,1.1477181,0.8228936,1.1165156,1.1610801,0.9176848,0.7012337,0.638957,0.7405169,0.9551359,0.99128467,0.7329395,0.9914021,0.85202754,0.8709406,0.9953136,0.95060414,1.1282077,0.9273043,0.9706238,1.070403,1.0492339,1.158251,1.1065252,1.029104,0.90401566,0.79098105,0.8462409,0.920715,0.9227522,1.0326657,1.1568887,0.9042092,1.0366439,1.1398394,1.0447158,1.0034869,0.9388315,0.98369366,1.196118,0.95970345,1.0362271,0.94294345,1.03896,1.1237327,0.91983056,1.1837467,1.1716571,0.9314873,1.1709584,0.97608036,1.1732614,0.0,1.2046158,1.104987,0.9746612,0.9589131,0.7681159,1.1455666,1.0312691,1.1860362,1.0250933,1.1392639,1.0953654,0.86815375,1.0264635,1.0592713,1.2354424,1.262123,0.90256625,1.0825853,1.0513304,1.050114,1.0388988,0.9974654,1.1574651,0.8194293,1.2266713,0.9391452,0.788964,1.067101,0.93221927,1.0009108,1.0089165,1.0626471,1.1405032,0.93089485,1.00948,1.0691571,1.0628374,0.962874,0.98762655,0.94340205,0.9817376,0.87761873,1.1553794,1.0743585,1.0901235,1.1229588,1.105894,1.0165023,0.70389664,1.0202122,0.91534686,1.1067486,1.1136268,0.8745781,0.7488558,0.9965958,0.9073223,0.9703176,0.98924506,1.0834833,1.0663242
jeans,1.0961567,1.061158,1.1968224,0.80125886,1.3556383,1.3828568,1.2560418,1.0423292,0.6743449,0.9237828,1.2018529,0.9629491,0.66352373,1.3595331,0.2478193,0.53701305,0.9930296,1.4851809,1.4917021,1.059809,1.2802855,0.9118335,1.1342291,1.3674748,1.4470899,1.3160852,1.3135419,0.93492275,0.54030144,1.2393532,0.95391184,0.934854,0.97841287,0.56148165,0.99210155,1.4396406,0.9567652,1.1532559,1.2260615,0.9657076,1.0740849,1.1429802,1.0535202,1.3252041,0.9360817,1.0318089,0.9535501,1.4013307,1.2333431,0.6369271,1.0326195,1.3670515,0.8541262,1.3253422,0.6721276,0.7851002,1.178046,0.82566744,0.79488695,1.2994018,0.809466,0.9179198,0.5618533,1.2046158,0.0,1.1583672,0.8331197,1.5217767,1.1032172,0.13027191,0.6083175,1.0031942,1.3240981,0.9948385,1.0045744,1.2634776,0.986336,0.9537688,0.8910432,0.5278709,0.99716467,1.3383467,1.3352661,1.2382429,0.8854195,1.0904633,1.0959929,1.3309286,0.9902874,0.86573434,1.2154106,0.9522933,1.1115805,1.3437662,0.7343694,1.056775,0.6219795,0.7576091,0.9503387,0.9144042,0.83012563,1.2161589,1.3550099,1.14237,0.94654024,1.4292902,0.5381695,1.291,0.7537781,0.6356162,0.7944465,0.706409,1.4595944,1.1013294,1.3094397,0.9710829,0.58445823,1.1828883,1.0700357,0.87993497,1.2396421,0.92402595,1.3507998,0.9844969,0.8401574
knife,1.0260135,1.0383557,0.90196776,1.0808799,1.0399665,1.0314878,0.8343527,1.0990758,1.0593891,1.1363307,0.7996994,0.9085176,1.0176384,0.962084,1.1974187,1.1183348,0.9996091,0.8976307,0.96666133,1.1020434,0.9134324,1.0537987,1.1245756,0.9486573,0.8677926,0.8688901,0.9122421,1.2005711,1.1910987,0.99916375,1.2104871,0.6947626,0.5150789,1.1886487,0.42326206,0.61465704,1.1313934,1.0747625,1.1421976,1.2180836,1.1590618,1.0924181,0.81535804,1.0657936,1.0229578,0.9497622,0.9198298,0.8839273,1.0714766,1.0661827,0.8220785,0.8548459,1.0775057,0.9263506,1.1183815,1.0752923,0.9707166,1.0613581,1.0745778,0.9653239,0.994402,1.2169425,1.166141,1.104987,1.1583672,0.0,1.221782,0.8774165,1.1240246,1.2246226,1.2303154,0.8270054,0.9136445,0.8251109,0.9879209,0.64276767,1.0762768,1.0146363,0.9063289,1.0930815,0.9844816,0.63947856,0.7806691,0.978626,0.98034185,1.0216405,0.8871797,0.9438385,0.857857,1.1829423,1.0891868,1.0551171,1.0481204,0.9480331,1.1155818,0.6449649,1.2138467,1.1121426,1.1056684,1.0397466,1.1750629,0.87474704,0.78632486,0.9768255,0.595785,0.8992971,1.2653822,0.9034991,1.1941385,1.2050587,1.165726,1.144325,0.95885503,0.9925365,0.86095953,0.8853957,0.99694943,1.1163573,0.89655834,1.1699752,1.0083114,1.2108356,0.82066786,1.0496598,1.0523977
ladder,1.1804062,1.3609129,1.4336673,0.92403704,1.3251467,1.4333776,1.3239149,0.49649942,0.5741653,0.45385575,1.4038992,0.8877585,0.8158816,1.3379331,0.75131285,0.81663156,0.7863174,1.391077,1.2467866,0.7776838,1.4525406,0.42372346,1.0090865,1.3745999,1.3699787,1.2900705,1.287478,0.7791128,0.4313532,1.1615599,0.48670733,0.9743735,0.99181235,0.50745296,1.1771733,1.5471754,0.31009704,1.0798633,0.8758328,0.8235109,1.0143722,0.7737749,1.0335242,1.3210295,1.0218148,1.4001691,0.8893441,1.4504404,1.1700422,1.008841,1.0212711,1.3971758,0.71368736,1.4170394,1.3532118,0.66334015,1.2181697,0.9648553,1.0469377,1.4774781,0.9684284,0.26601106,0.8327199,0.9746612,0.8331197,1.221782,0.0,1.3260005,1.0233884,0.91313505,0.6634264,1.3033717,1.5267648,1.104331,1.2526731,1.3382173,0.76310706,1.1303015,1.1828148,0.9461027,0.8393577,1.3711009,1.3566232,1.3152417,1.196057,0.92812085,1.190428,1.165283,1.1605625,0.70710444,1.0965667,0.636205,1.2198644,1.3921735,0.76279384,0.8533756,0.8812837,1.0520316,0.71898067,1.0049145,0.7588931,1.4862363,1.4033082,1.4081109,0.99857444,1.2606235,0.74203044,1.4078548,0.5539489,0.7219579,0.6830326,0.30813563,1.3635609,1.4823992,1.2786834,0.873664,1.0115345,1.0077503,0.93653214,0.85008603,1.009475,0.17716241,1.4287398,0.6443325,0.73010147
lamp,0.9384544,0.7323793,0.73246324,1.3502719,0.64410233,0.42454445,0.742558,1.2483914,1.458895,1.2341776,0.5101424,0.92394924,1.3462698,0.4370265,1.5166423,1.4302509,1.2657017,0.44349462,0.6487978,1.1791668,0.6213351,1.2084733,1.0305254,0.6584997,0.34119105,0.63719046,0.6504519,1.173485,1.3843011,0.7722922,1.2622728,1.1176708,1.2136474,1.3942901,1.1012623,0.33923906,1.2321441,0.95284474,0.9611484,1.1612073,1.102154,0.901488,0.93981147,0.65530634,1.1388246,0.88061255,1.2045909,0.45117688,0.757234,1.1521947,0.9855275,0.53426045,1.4072287,0.57624555,0.937246,1.2725911,1.008561,1.2213148,1.2582037,0.5164358,1.0573107,1.2968365,1.3835748,0.9589131,1.5217767,0.8774165,1.3260005,0.0,1.0484614,1.4824238,1.3749106,0.8702981,0.5931858,0.81762075,0.8217741,0.79227763,1.1123185,1.0505109,0.9498902,1.2928606,1.108788,0.36549556,0.28591865,0.8683833,0.89050734,1.0360696,0.9004993,0.84995735,0.8112639,1.2486633,0.7788003,1.1769879,0.8361207,0.6320233,1.3188633,1.0190462,1.332284,1.092281,1.1097285,1.0300963,1.2994967,0.54481006,0.5528436,0.61910856,1.254469,0.55206126,1.4061291,0.6344529,1.3685682,1.4171475,1.2584182,1.5719343,0.66275674,0.7164588,0.51439565,1.0776658,1.165139,1.1315377,1.0933421,1.1261486,0.79310274,1.2612256,0.5458399,0.9529485,1.1749324
melon,0.86534375,1.020525,1.2521608,1.0062442,0.8066238,0.7079689,1.1020055,0.815755,1.0710391,1.0821328,1.1281137,1.0613279,1.0975376,0.9318354,0.98332435,1.0394793,0.9681423,0.877695,0.7160498,0.92281777,1.1131592,1.0405345,0.8047334,1.0052127,1.0767856,0.992278,1.0499737,1.028298,1.1328429,0.9340711,1.0914149,0.95238835,0.82286894,1.1675783,0.9132464,1.0711032,0.94254816,0.9406035,0.8537155,1.0007116,0.8704857,1.0954415,1.1948639,0.8504115,0.86187506,1.1337743,1.1117029,0.9616537,0.8384594,0.894185,1.2281629,0.90385604,1.0005939,1.1214175,1.0171269,1.1164001,0.606052,1.1650683,1.028517,1.045409,1.2753066,1.0671052,1.1623361,0.7681159,1.1032172,1.1240246,1.0233884,1.0484614,0.0,0.98896575,1.0485115,1.2639954,1.1521763,1.0137423,1.038768,0.9551508,1.0378228,0.92925227,1.1828552,1.2962041,0.9460343,1.1382794,1.0827851,1.0859942,0.99609184,0.9162938,0.9367442,0.6653031,1.1405545,0.8109564,0.77722406,1.0616779,0.76837456,1.0915446,1.0543951,1.0246568,1.0415274,0.77100354,0.9128105,1.0522528,0.9745991,1.037013,1.1815041,1.0405754,0.9519792,0.83590794,1.0627811,1.204962,1.0927802,1.0111067,1.0974396,1.0555581,0.8927146,1.1070508,0.91052836,0.9535858,0.9007815,0.86716604,0.8810466,0.9967556,1.0474651,1.0213664,1.1780578,1.114681,1.1464562
mitten,0.97531104,1.027865,1.175172,0.8969192,1.2886467,1.3085439,1.2079983,1.000329,0.80933607,0.95566607,1.2050754,1.0459468,0.73107123,1.324585,0.16657639,0.5825856,0.96805793,1.3758671,1.4022558,1.0449705,1.2066084,0.9318116,1.0261981,1.2833315,1.419314,1.2938402,1.2994325,0.9875297,0.63404644,1.1482822,0.9987159,0.9722746,1.0099188,0.69568044,1.0200708,1.3997002,0.9648062,1.0744668,1.1864574,0.99984825,0.91914487,1.1968399,1.0666583,1.25587,0.91309524,1.0398616,1.0248821,1.2936413,1.1394548,0.6054434,1.066155,1.2648432,0.8694562,1.2473346,0.58360094,0.88804233,1.1172414,0.8648356,0.8430265,1.1755934,0.9329465,1.0100116,0.6704614,1.1455666,0.13027191,1.2246226,0.91313505,1.4824238,0.98896575,0.0,0.67751884,1.0328939,1.2639949,0.98300534,0.9564636,1.2215965,1.0484791,0.959351,0.97612166,0.70302796,1.0194098,1.3447206,1.3179348,1.1784662,0.8396071,1.0838951,1.0799752,1.2680037,1.049818,0.75309503,1.1247009,1.0401198,1.0427808,1.2983949,0.8076001,1.0468296,0.7078546,0.68523026,0.9170643,0.9432615,0.8570182,1.1117237,1.3196259,1.1196977,0.9901205,1.3762863,0.5932177,1.2387129,0.7895033,0.7300427,0.8456213,0.7973931,1.3240793,1.0611212,1.2603157,1.0216246,0.488882,1.046298,1.0890427,0.9167187,1.2813463,0.9667583,1.3175433,1.0683304,0.89399594
motorcycle,1.2059784,1.1794951,1.3025304,0.9989589,1.2596995,1.2898829,1.3903924,0.9866289,0.8073856,0.84143627,1.2753624,0.6143399,0.935891,1.2175026,0.8383832,0.408988,1.04584,1.3035072,1.2408111,0.97140807,1.2537186,0.921916,0.82171893,1.2882441,1.2970581,0.95036095,1.2907783,0.9893611,0.6459284,1.1186612,0.9285538,1.066748,1.0266229,0.79149663,1.1737078,1.3910801,0.8675985,0.83677983,0.9908888,0.98977715,1.114786,1.2292228,1.2825457,1.2437143,0.90972567,1.2426347,0.79481643,1.3501506,1.2856679,0.777172,1.1194044,1.3458245,0.9185802,1.246379,1.1019111,0.5194441,1.1868762,1.0366893,1.0529623,1.2805963,0.8038334,0.8475476,0.67669564,1.0312691,0.6083175,1.2303154,0.6634264,1.3749106,1.0485115,0.67751884,0.0,1.2995076,1.3253534,1.3556056,1.123325,1.2203764,0.95274734,0.9046224,1.3013631,0.91447,0.9415449,1.417188,1.2779688,1.2616265,1.3346477,1.0277159,1.1955429,1.2129078,1.272789,0.98458576,0.9316325,0.91876566,1.0867273,1.2981145,0.8600987,1.001391,0.82353,0.9103471,0.7903179,0.7776887,0.5049682,1.2869835,1.2519801,1.2628859,0.9596431,1.2995667,0.29632908,1.3093059,0.3355415,0.8375719,0.5853839,0.65713626,1.3141354,1.2423284,1.2082033,1.0145421,1.1432142,0.90052634,1.0257956,0.68650943,0.84630436,0.74160993,1.247988,0.9635095,0.88268423
mouth,0.9695897,0.8602507,0.5470196,0.96741503,1.026354,1.0277008,0.71856093,1.2219644,1.134958,1.1431162,0.71461105,1.0722779,0.97231364,0.9474876,1.0986375,1.1877196,1.0965204,0.9584266,1.053117,1.1553085,0.86590767,1.1411908,1.1768253,0.8721837,0.91254103,1.0527861,0.79708767,1.1850786,1.1431053,1.0914085,1.211897,0.9690816,1.0146276,1.0974543,0.8002007,0.70301217,1.2314372,1.0764145,1.250221,1.1813565,1.1427478,1.0652853,0.6994669,1.05102,1.0859015,0.60088295,1.1489626,0.8272214,1.0353138,0.9803654,0.8518624,0.85003346,1.0660051,0.6604655,0.7888413,1.1827207,1.0236326,0.8632027,0.856953,0.79493076,0.88972014,1.2269022,1.0765449,1.1860362,1.0031942,0.8270054,1.3033717,0.8702981,1.2639954,1.0328939,1.2995076,0.0,0.6780811,0.8674144,0.7730975,0.9909597,1.1970446,1.0006524,0.58128035,0.8951612,1.1289427,0.67510384,0.8244381,0.7965629,0.7617512,1.1435125,0.9368614,1.1304911,0.72023785,1.1306719,1.16115,1.2111279,1.0754623,0.7973434,1.0492729,1.0809125,1.0380499,1.018471,1.1996015,1.0873585,1.2059395,0.7308848,0.8987604,0.7819493,1.0619323,1.0110683,1.2291456,0.63040376,1.2450718,1.1058327,1.1257439,1.3040966,0.8896705,0.7218107,0.9960823,0.9942383,0.9838137,1.2054257,1.1122502,1.2051728,1.0245675,1.2717731,0.69933754,1.0906239,1.1126672
