,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
face,0.9749704,1.0932344,0.9411127,1.0272169,1.2088094,0.96966773,1.1836257,0.91193473,1.0175048,0.89295393,1.1362462,1.1210448,0.8714224,1.2347113,1.0326458,1.0543562,1.289319,1.1463327,1.2089392,1.1629989,1.0211378,1.2138584,1.0563577,1.2938396,1.0974646,0.89988184,0.8481616,1.0455555,1.1505717,0.8987994,0.8242034,1.0330027,0.7868861,0.9808016,0.9568232,0.7947446,1.0875944,1.2153296,0.90442055,1.2498772,0.8545753,1.1130816,0.8290677,1.1067711,1.0086267,1.1578462,0.9275944,0.98366463,1.0183754,0.8722761,0.0,0.82246524,1.1999004,1.1499629,0.86396575,1.2978046,1.0645938,0.9205722,0.8139117,0.8806666,1.114305,0.9406945,1.162592,0.4081993,1.0722351,0.73883116,1.1004903,1.0050404,0.6804782,0.99339503,0.8052367,1.2085432,1.1058592,1.2484322,1.0168152,1.0774302,0.84105706,0.95229137,1.1818295,1.0177428,1.3107643,1.2678398,1.058702,1.2376475,0.90313184,0.70762944,0.8612834,1.0841349,1.2334955,1.1203107,1.1708871,1.2547324,1.1768353,1.2554942,1.0146368,1.1090791,0.9871531,1.0027759,1.1150513,0.9962494,1.1455898,0.81373334,1.3116999,0.6350704,0.93449026,0.98162806,1.1355488,1.0241189,1.1332327,0.9203,1.1608157,0.87554604,1.2377956,1.118124,1.0854198,1.2498574,0.95241547,1.1495922,0.81766516,0.6609091,0.92593867,1.2302866,0.89390194,1.0448288,1.1939445,1.3014082,1.1236973,0.96764314,0.9076082,0.7957549,1.1016054,1.1537751,1.1405241,0.9482185,1.0060505
finger,1.2537066,0.6410134,0.77136075,0.9013722,0.7855402,1.302206,1.3803833,1.1792997,0.9469581,1.386289,0.9350669,1.1902006,0.9817573,1.0777375,1.4498899,1.0688069,0.99246025,1.0167025,1.1498183,1.187469,0.6255978,1.2288861,0.7873364,1.0388218,1.0652512,0.5776788,1.2340399,1.2412299,1.1173737,1.2579229,0.9425555,0.7754848,0.9173473,0.55219674,1.1809343,1.1430023,0.7096469,0.75415087,1.3895583,0.9739759,1.252837,1.0486962,1.1364707,1.0015084,1.1297765,0.9537412,1.0820184,0.28272337,0.6650238,0.9163953,0.82246524,0.0,0.96307707,1.1817377,0.48756152,0.752648,1.0812157,1.1388743,0.9467898,0.4539296,0.544482,1.1768807,0.7707163,0.6693727,0.8266301,0.31739438,0.8215525,1.3476794,1.0929778,1.1288917,0.8692519,0.96439236,1.2641225,1.086138,1.1077337,1.2311721,0.869279,1.2139667,0.83142805,0.5424242,1.0498902,0.7417969,0.6347973,1.1974227,1.0742838,1.020481,0.89093316,1.3230559,0.8199028,0.7267792,1.0054959,1.3248177,1.2223971,1.0692664,0.8845753,1.2310956,1.2831571,1.3267837,1.0672152,1.1685048,1.0034294,0.7090454,1.1496242,1.0141191,0.9793756,0.8171406,1.2792114,1.2299687,1.1638688,1.0879358,0.5586029,1.1607313,1.00729,0.58036816,1.237953,0.885843,1.1580448,0.72126776,1.2852085,1.0911207,1.3473217,0.99723387,0.11945617,0.4810092,0.76305157,1.2268685,1.1369808,1.2726274,1.1865456,1.1163806,1.2144964,1.3135606,0.6468704,1.2053397,1.2140971
fish,0.9630853,0.5185681,1.2383611,0.74999154,0.68160194,0.9631349,1.1766502,1.4040086,1.1148325,1.4826645,0.4105482,1.0995228,1.4356062,0.6852313,1.3286564,0.9692833,0.681121,0.6856242,0.76902974,1.098818,0.57749474,1.0307945,0.5248033,0.54261947,0.82028484,0.94878787,1.1068614,1.3486186,0.64315623,1.2608985,1.2339807,1.0236067,1.2527277,0.7514374,0.96727276,1.4501244,0.7606086,0.3230915,1.4732019,0.5728816,1.2148122,0.9731027,1.2216963,1.0239198,1.1456132,0.88161635,1.3923564,0.82963663,0.84215593,1.0980719,1.1999004,0.96307707,0.0,0.752347,1.0800555,0.421929,0.41876912,1.215869,1.4467092,0.66566133,0.9207823,1.017833,0.6991356,1.2710035,0.63421375,1.2733169,0.71359146,1.3758571,1.4259793,1.1790644,1.3028364,0.5299104,1.1347626,0.5227326,1.0438513,0.98847914,1.41507,1.2456257,0.728349,0.72682536,0.6003746,0.56815195,0.5650612,0.97033536,1.3038907,1.469882,1.3002337,1.1830884,0.34538734,0.37458754,0.76521504,0.973862,0.92381364,0.47009432,0.95317274,1.2353817,1.2660128,1.3517472,0.994831,0.8973235,0.84964836,1.0695904,0.5170868,1.4494238,1.1730018,1.0828618,1.2106965,1.1471958,0.94085085,1.2634313,0.5449764,1.2070124,0.539172,1.1322376,1.0084571,0.6161784,1.2824967,0.6712588,1.5043151,1.4261479,1.5022751,0.4881121,0.920387,0.92184746,0.7026679,0.67763877,0.85898113,1.3157572,1.0688082,1.3021425,0.9009149,1.0900856,0.56255794,1.1430566,1.1814452
flower,1.0828388,0.67757547,1.2016062,0.72621137,0.66252553,0.74340755,0.8763652,1.3680773,1.1833487,1.368859,0.8765907,1.1665825,1.3628229,0.6335396,1.1363919,1.3546063,0.59049106,0.6834383,0.80297345,0.87488234,1.031472,1.0369413,0.7558312,0.7547518,1.1652229,1.1558828,1.1745974,1.140014,0.5085671,1.1117843,1.2197475,1.0464197,1.2428987,0.9803746,0.97212195,1.3528178,1.0834365,0.7654892,1.2146636,0.6484863,1.1038749,1.0036421,1.0773882,0.62700087,1.111623,1.040976,1.3662188,1.087564,0.9075376,1.3748941,1.1499629,1.1817377,0.752347,0.0,1.2699546,0.850049,0.5665942,1.1791526,1.072583,0.93347484,0.91630405,1.2003706,0.681311,1.216428,0.5781004,1.2561383,0.7678983,1.1192911,1.3177865,0.9856984,1.4599012,0.8945106,1.0504595,0.69726765,1.038712,0.78171,1.2154489,0.9801766,0.86363983,0.912858,0.546372,0.7539651,0.8249301,0.8044669,1.3536444,1.4532424,1.403443,1.0556427,0.7811991,0.8915709,0.6149551,0.8031579,0.30135655,0.6742521,0.87606776,1.038988,1.0722015,0.9666865,0.887928,0.79193807,0.93881315,1.1895653,0.5170561,1.3614365,1.0896773,1.1214395,0.91822815,1.1688666,1.1648431,1.0763147,0.8178469,1.2283858,0.6146013,1.2530235,0.87681377,0.73496026,1.3202136,0.7035785,1.1991736,1.2894015,1.2124655,0.67891276,1.066797,1.0652754,0.7670921,0.6171398,0.6097391,1.0308198,1.0068812,1.1440555,0.6952745,0.8707543,0.78414446,1.0114157,1.1721387
foot,1.0626519,1.0415906,0.78739774,1.213538,1.1350546,1.1692984,1.2938745,1.07918,0.98121417,1.0604185,1.0851985,0.9808353,0.8839103,1.1898925,1.0844879,1.055459,0.99062747,1.2352817,1.3534057,1.0831265,0.77260983,1.2618461,0.90106666,1.1059766,1.1223502,0.6015645,1.0925288,1.0574638,1.289262,1.1637282,0.9137242,0.88308114,0.7743004,0.7742233,1.0602186,0.9788943,0.6850516,1.0085685,1.143841,1.2273948,1.1191766,1.1691904,1.0571674,0.9402285,0.9877355,0.86218935,0.8722515,0.5795355,0.9570935,0.9310153,0.86396575,0.48756152,1.0800555,1.2699546,0.0,0.85522085,1.11386,1.0921389,0.93866986,0.71069723,0.59931666,1.1312861,0.96265244,0.65450466,1.001155,0.5209871,0.9782864,1.1789877,0.9259691,0.99723333,0.6466827,0.9655277,1.0902411,1.1535171,1.0967416,1.1938562,0.7203313,1.0642995,0.93697464,0.8898587,1.0411983,0.7909935,0.98733056,1.2017274,1.0087816,0.8278667,0.6848525,1.0606848,1.0154566,0.95872873,1.0446397,1.1095754,1.2145171,1.2438014,1.0146314,1.0400125,1.1341418,1.2408439,1.0836809,1.0903581,1.1123726,0.72494674,1.2491943,0.8290908,0.58855706,0.6628176,1.2141799,1.1818545,1.1046575,0.9776197,0.7160063,1.1632164,1.1568679,0.40085334,1.2632585,1.0803915,1.132818,1.0293596,1.0281929,0.9365218,1.1437036,1.2414873,0.45495117,0.6204838,0.8732088,1.1042832,1.2560096,1.1776615,1.1580058,0.98191226,1.2538357,1.1854057,0.9211886,1.0887039,1.1761154
fork,1.151734,0.5865842,1.0992472,0.8906293,0.61375535,1.0536364,1.0803361,1.3199048,1.0191264,1.478586,0.55227727,0.94610304,1.3433354,0.7853384,1.3689612,0.9575255,0.5715103,0.78100884,0.83448386,1.0112655,0.620625,0.97754216,0.6465479,0.54244083,0.8196214,0.9304319,1.235112,1.2815263,0.7420484,1.3671615,1.2415437,0.8715857,0.98360544,0.75292677,1.0965413,1.4839413,0.70995396,0.3206274,1.4680134,0.65202945,1.2928265,0.97441435,1.3381195,1.0510566,1.1643946,0.7601733,1.3849442,0.6852061,0.84471273,1.0432969,1.2978046,0.752648,0.421929,0.850049,0.85522085,0.0,0.7159455,1.220849,1.2623515,0.606397,0.7574036,1.0253837,0.6541697,1.1982906,0.63678885,1.066865,0.6480882,1.3068783,1.4602008,1.2620555,1.2251952,0.3968771,1.0338631,0.51224566,0.9735464,1.0696251,1.3158634,1.2869711,0.78705275,0.72323734,0.5901108,0.52542,0.64647335,0.9013457,1.2731133,1.475703,1.2514813,1.1124322,0.30155575,0.37899858,0.6537914,0.98491037,0.8622969,0.5317625,1.1000326,1.2479029,1.3008122,1.3123419,1.0890555,1.0484676,0.95161104,1.0621576,0.6162137,1.4384489,1.1223261,0.96068007,1.1417627,1.0691689,0.829206,1.3310871,0.4371509,1.2625421,0.5988096,0.89947355,1.1253172,0.4250607,1.1939394,0.74520606,1.5204811,1.5062046,1.4608788,0.68230164,0.69911975,0.65912354,0.41921186,0.74049664,0.9936369,1.2877175,1.2079362,1.3508495,1.0219464,1.0816425,0.557921,1.0836478,1.2964015
frog,0.89912766,0.7115558,1.1532323,0.76638347,0.78086907,0.72576284,1.0198765,1.397676,1.0955443,1.4203041,0.9178141,1.2168578,1.3124646,0.70134544,1.2385495,1.0859816,0.7017808,0.95158815,0.90167123,1.0529194,0.7892856,1.0645581,0.34577644,0.9461335,1.0636055,1.0320346,1.0474606,1.3470794,0.5619608,1.2649052,1.2085778,1.0026765,1.1378144,0.7432548,0.8713113,1.397353,0.77290773,0.7845681,1.357227,0.8725087,1.0833331,0.83098906,0.9544072,0.85854495,1.26466,1.0085137,1.3560634,0.9809596,0.9353039,1.0559096,1.0645938,1.0812157,0.41876912,0.5665942,1.11386,0.7159455,0.0,1.1819212,1.2879505,0.73782015,0.8627379,1.0769831,0.6213065,1.2007446,0.6287031,1.2103837,0.73824054,1.2344247,1.3802717,0.9860535,1.3880124,0.8117486,1.1317706,0.7993616,0.9280887,0.88097405,1.2284875,1.0261623,0.73572004,0.9477302,0.59333074,0.7193265,0.8009506,1.049979,1.2809052,1.3996446,1.3763294,1.0429363,0.73932993,0.8040805,0.8131488,0.9877356,0.76009226,0.62096703,0.82042587,1.0948576,1.0889282,1.2459729,0.97302085,0.5344738,0.8200244,1.1696724,0.6206399,1.3908312,1.0269916,1.2179687,1.0057038,1.2671111,1.1292489,1.040739,0.7029453,1.2379148,0.796383,1.1334038,0.8779497,0.7267856,1.2103124,0.8288684,1.283123,1.3728902,1.3864775,0.6483437,0.99289167,1.0151598,0.83117723,0.6595664,0.71195984,1.1105962,1.144779,1.2460189,0.8572518,1.1005594,0.8479894,1.2285736,1.1374464
giraffe,0.79494846,1.2532802,0.93044096,1.1092246,1.24625,1.0752649,1.0692669,0.74220276,0.8127942,0.79256773,1.179062,1.0361457,0.7916091,1.0989429,0.8211544,0.8256284,1.1903265,1.1833693,1.1799428,1.2138498,1.2002475,1.034363,1.1765608,1.3031939,0.79718316,1.1556252,0.8593425,0.87490916,1.208396,0.93428266,1.0169569,1.0608481,0.9157626,1.0857728,0.8767864,0.77938956,1.1187085,1.2602651,0.8429221,1.2730066,0.83533394,1.0717794,0.94274366,1.1583494,1.0331042,1.1119002,0.7567775,1.1312537,1.1760354,0.9096498,0.9205722,1.1388743,1.215869,1.1791526,1.0921389,1.220849,1.1819212,0.0,0.91017294,1.2498345,1.2051809,0.97530204,1.2357411,0.96853834,1.1923509,0.95211333,1.2888124,0.87529606,0.89260465,1.1081116,0.9308334,1.1367824,1.0096613,1.1388127,1.0432175,1.0080873,0.9213861,1.0087578,1.208582,1.1564469,1.1969745,1.3081143,1.2140703,1.1184592,0.77226436,0.76957333,0.99623984,0.91519326,1.2070289,1.1934061,1.2016559,1.0176156,1.0391586,1.1706697,1.0830725,1.0031583,0.9316785,0.93344486,0.8775262,0.9907088,1.1710348,1.0602574,1.2790442,0.8495673,1.0251397,1.1693608,1.0953383,0.92706007,0.87975144,1.008341,1.3101138,0.5329138,1.3197049,1.0886513,1.0510713,1.1717967,0.73647517,1.183458,0.8638395,0.8751729,0.87469923,1.3007867,1.1824158,1.0628737,1.1838694,1.1264325,1.266001,0.98386186,0.5173098,0.8963205,0.9153533,1.0977229,1.2785339,0.7510353,0.7610278
glass,1.0109624,1.3354733,0.8217819,1.1849285,1.2136855,0.9529502,0.8105333,0.67398685,1.0004938,0.76283044,1.3660607,1.0209644,0.6331529,1.3282427,0.8274534,0.9628681,1.1625023,1.2036092,0.94801354,0.90918267,1.3271922,0.70980144,1.2636528,1.3144205,1.132542,1.0604163,1.0382279,0.9313565,1.2670681,0.84602696,0.8628788,0.8643298,0.77232075,1.219624,0.93491626,0.7617787,1.1630735,1.4180881,0.66076225,1.1412016,0.9827096,1.0194414,0.9673979,1.0865326,1.0187232,1.1517355,0.8623902,1.1427535,1.1264825,1.0171745,0.8139117,0.9467898,1.4467092,1.072583,0.93866986,1.2623515,1.2879505,0.91017294,0.0,1.3095661,1.0834512,1.049362,0.93476903,0.8689921,1.2406942,0.6731637,1.3210123,0.7451458,0.76744086,0.808619,0.8629174,1.2767882,0.9632542,1.3239677,0.81129146,0.88160706,0.7076825,0.94466484,1.2240528,1.2582638,1.2801697,1.3473996,1.3463836,1.0505759,0.8667172,0.7445588,0.92407584,0.83459526,1.4413513,1.357811,1.116574,1.1803873,1.0227377,1.1866188,1.1819973,0.81885374,0.9254375,0.8262977,1.1064187,1.0516295,1.0563636,0.94763744,1.2490298,0.708642,0.9478536,1.0369314,0.89758885,0.9487074,0.9399848,0.78949606,1.3950431,0.93099916,1.2446549,0.9298773,0.91556275,1.2202036,0.71484923,1.0882515,0.7305574,0.72866035,0.5389904,1.2385359,1.0766504,0.9697642,1.0741729,1.1878405,0.8715584,0.5480721,1.0121719,0.8618902,1.1954535,1.0859714,1.3615525,0.9377572,1.0450902
glasses,1.3237077,0.4434179,1.1689321,0.79368937,0.6113195,1.1395715,1.3698716,1.4372382,1.0890965,1.5365199,0.6187804,1.1985056,1.3486987,0.6845265,1.4605938,1.1439847,0.739719,0.6764658,0.9879675,1.1680202,0.5007579,1.2390387,0.47960204,0.69013166,0.99100417,0.7572299,1.1753508,1.3036116,0.74239355,1.3631988,1.0608556,1.0051695,1.1017549,0.54280293,1.2229872,1.35043,0.71416014,0.429551,1.5515516,0.70453393,1.2529156,1.0269933,1.1234248,0.9637523,1.1999328,0.91876864,1.2640167,0.47929388,0.72091526,0.89164484,0.8806666,0.4539296,0.66566133,0.93347484,0.71069723,0.606397,0.73782015,1.2498345,1.3095661,0.0,0.64271295,1.1110702,0.7879196,0.71653867,0.5103657,0.88522804,0.48039854,1.4418997,1.2893255,1.2073123,1.1347275,0.85128,1.2150234,0.77707386,1.1426924,1.0820092,1.317099,1.2406124,0.6368509,0.36985213,0.73499024,0.46033835,0.35877705,1.0568342,1.196188,1.2984201,1.1068833,1.3936025,0.46778536,0.4063915,0.8998596,1.1314143,1.0366577,0.8670941,0.9155305,1.3045113,1.3020599,1.3744382,1.0312102,1.0382831,1.0804248,0.853046,0.83214587,1.3025038,1.0714319,0.83085704,1.2659187,1.2311918,1.2561476,1.2702405,0.21673763,1.2821362,0.6447505,0.924078,1.2861313,0.7732276,1.3333436,0.7585174,1.4646316,1.334661,1.5627377,0.72619647,0.34788734,0.59585637,0.8065482,0.9368281,1.1231639,1.460231,1.2035395,1.2395041,0.9989661,1.1816325,0.25307083,1.2083488,1.2383039
glove,1.2051251,0.81167644,0.77447903,0.9475424,0.69895345,1.2380588,1.2227287,1.3854852,0.8472493,1.4469173,0.91111654,1.193875,1.0317866,0.8480167,1.2549497,1.050843,0.90149313,0.95896614,1.1089262,1.1200293,0.796123,1.141213,0.7756073,0.8572245,1.043639,0.7682028,1.1787488,1.1638275,0.96995044,1.4286091,1.036463,0.9532407,0.9271184,0.81991065,1.236843,1.2829053,0.78141654,0.81643474,1.4430567,0.88355625,1.1852328,0.9770826,1.0627367,0.6184967,1.2370533,1.0654349,1.0914127,0.5522368,0.8175949,0.9887834,1.114305,0.544482,0.9207823,0.91630405,0.59931666,0.7574036,0.8627379,1.2051809,1.0834512,0.64271295,0.0,1.2629497,0.64547265,0.88436806,0.82073694,0.55421466,0.58643186,1.3420222,1.1245925,1.1600363,0.9090501,0.9427346,1.2660694,1.0553241,1.0756166,1.1015048,0.6764127,1.1720344,0.796015,0.7846966,0.74388766,0.4723941,0.836681,1.1231053,1.1974467,1.0677418,0.9238224,1.2127391,0.8696189,0.88338405,0.8856911,0.96285915,0.93281287,1.0312542,0.84065706,1.0158646,1.1110291,1.18993,0.91727716,1.0054344,1.0063629,0.71600795,0.89414924,0.99408406,0.7732361,0.73515874,1.0290248,1.3136936,1.2099254,1.1080208,0.5498643,1.3061621,0.89391905,0.4023298,1.1382748,0.7947713,1.2024231,0.81092817,1.2399387,1.0876443,1.3884768,0.948047,0.4439088,0.7296116,0.75007087,0.8719922,1.0283931,1.2760333,1.2693882,1.2239857,1.0413985,1.2113087,0.6677127,1.2105336,1.2163626
grass,0.7896491,1.1721504,1.079419,1.1240935,1.1634763,1.0089382,0.9675611,0.7697358,0.8048502,0.69507706,0.9748962,0.74087584,0.82453316,1.0272644,0.8934859,0.9350479,1.2724204,1.1101916,1.1351858,1.177568,1.0017804,1.138629,1.1472006,1.1001531,0.97097486,1.0640264,0.65091294,0.9440351,1.1712756,0.90565157,0.882113,1.2448999,0.83110285,1.1317332,0.7584399,0.8064927,0.9765907,1.0710232,0.79968023,1.245481,0.88614774,1.1154182,0.8747761,1.2876232,0.9518121,1.1156994,0.80884624,1.1859174,1.2150018,0.58412236,0.9406945,1.1768807,1.017833,1.2003706,1.1312861,1.0253837,1.0769831,0.97530204,1.049362,1.1110702,1.2629497,0.0,1.2823142,0.91849613,1.1490228,1.1076531,1.2292241,0.90238523,0.84435797,1.1957824,0.7663001,1.0343287,0.92948204,1.0190915,0.92290086,1.0838652,1.0163709,0.94145685,1.1458356,1.1009812,1.2961452,1.217093,1.1616734,1.1548445,0.5473134,0.7833724,0.86594594,1.0102152,1.011919,0.9486277,1.1830102,1.0331779,1.0546906,1.1012845,1.2357377,1.1553929,1.0276176,0.9218885,1.075554,1.0650994,1.1584765,1.0876383,1.2097954,0.8287331,1.1387811,1.0238374,1.0390164,0.69174784,0.79873276,1.1681435,1.205069,0.78538424,1.1782022,1.2294173,1.1425107,1.1309575,0.93533206,1.2686834,0.97501224,0.8999474,0.8224999,1.212407,1.2536058,0.9999366,1.1733462,1.2120123,1.226539,0.9933518,0.94146687,0.85534185,1.1835072,1.0193754,1.174967,0.86942494,0.87201905
gum,1.208687,0.5347426,1.0580256,0.70860344,0.49741882,0.8433511,1.0266744,1.3775481,1.1107565,1.4997731,0.89565504,1.2555164,1.2481098,0.86714625,1.2257817,1.0782303,0.5929959,0.7684165,0.5542959,0.9683309,0.8340908,0.79917395,0.80982536,0.9107356,1.063379,0.8201101,1.319504,1.4197335,0.71193737,1.3661492,1.3803605,0.64678943,1.0459927,0.8061345,1.0916204,1.4534305,0.8098308,0.67678785,1.4285226,0.55106235,1.2629578,0.66392887,1.2286843,0.8421891,1.3625968,1.0275738,1.3516638,0.8444443,0.7329111,1.2538106,1.162592,0.7707163,0.6991356,0.681311,0.96265244,0.6541697,0.6213065,1.2357411,0.93476903,0.7879196,0.64547265,1.2823142,0.0,1.1890063,0.69980925,0.9626037,0.7215766,1.3388011,1.4382665,0.94480056,1.3990098,0.89512414,1.3804979,0.9632008,0.9824513,0.9116977,0.97289586,1.1837751,0.8186035,0.7819579,0.6814709,0.7910554,0.66735387,1.0325136,1.3057212,1.4048841,1.4142119,1.0967635,0.75765634,0.8052708,0.61168313,1.0018815,0.8836924,0.57684886,0.8939265,1.0994058,1.0804148,1.2878028,0.9948772,0.8941524,0.6339356,1.059671,0.5360532,1.3614149,0.91046697,1.2273097,1.0419722,1.4033718,1.0882397,1.0869708,0.6409341,1.276253,0.7154177,0.8865245,0.8235738,0.67915046,1.140583,0.5240565,1.3615204,1.3479147,1.2594018,0.42157334,0.7482432,0.8566153,0.6616358,0.73481715,0.47084075,0.89997935,1.2382386,1.2490407,0.9662863,1.2283704,0.71588963,1.244926,1.251481
hair,0.98276675,1.1474706,0.98214567,1.133044,1.0969074,1.1425254,1.2461226,0.9256463,0.99575394,0.9567189,1.1954997,1.0556084,0.89505744,1.2505128,1.1086701,1.0604048,1.2845705,1.2209799,1.386682,1.1649072,0.88898873,1.2988908,1.0196574,1.2611309,1.1094581,0.8235277,0.85556436,1.0277759,1.2164707,0.94387627,0.7693323,1.0673064,0.6632415,0.9169307,0.9779896,0.83916026,0.90672016,1.205596,0.973003,1.3189514,0.90302217,1.211019,0.7817308,0.99883705,0.93504965,1.0788758,0.821178,0.78162944,0.99330413,0.7787827,0.4081993,0.6693727,1.2710035,1.216428,0.65450466,1.1982906,1.2007446,0.96853834,0.8689921,0.71653867,0.88436806,0.91849613,1.1890063,0.0,1.0401555,0.59600264,0.99201226,1.0574203,0.7049056,1.0240853,0.70183444,1.1809806,1.055451,1.2527771,1.0089731,1.113846,0.77266014,0.97782975,1.0589803,0.98651284,1.2779622,1.0599176,1.071085,1.3103483,0.85957205,0.6921218,0.7486344,1.1676879,1.2173691,1.0931234,1.135465,1.2509869,1.153264,1.3459337,1.0613009,1.1103559,1.0120746,1.0587265,1.1310754,1.0620497,1.1981728,0.7003236,1.3368683,0.64870274,0.8553532,0.7048149,1.1355445,0.9766193,1.1272776,0.9856076,1.0229135,0.990703,1.2708124,0.89033514,1.2114644,1.2495453,1.0697759,1.1510448,0.9277979,0.69442815,1.0119802,1.3676411,0.6854143,0.8068943,1.091251,1.301453,1.2829435,1.0977845,0.99572325,0.8956176,1.202177,1.1622521,1.0639615,0.93604225,1.1018096
hamburger,1.1208699,0.48853862,1.2044857,0.7629161,0.64792866,0.81827986,1.1896715,1.4505553,1.0938259,1.4771073,0.7509834,1.1464778,1.4133272,0.5910674,1.3467188,1.312542,0.52016455,0.5911982,0.9033893,1.0347517,0.68957007,1.1405748,0.5083459,0.6968347,1.0925748,0.9821978,1.1834911,1.2405314,0.52945316,1.3164394,1.1549697,1.0668178,1.1305535,0.5805981,1.0640827,1.3723943,0.8004446,0.5351176,1.4209862,0.5952655,1.2425729,1.1138387,1.117324,0.8533351,1.2071227,0.9786472,1.3431053,0.8637426,0.697257,1.1038064,1.0722351,0.8266301,0.63421375,0.5781004,1.001155,0.63678885,0.6287031,1.1923509,1.2406942,0.5103657,0.82073694,1.1490228,0.69980925,1.0401555,0.0,1.1348194,0.59704256,1.3844895,1.3483322,1.0603224,1.3278667,0.86456907,1.1835873,0.6916934,1.1278754,1.0304738,1.342684,1.1728842,0.7761985,0.53939235,0.4660511,0.6190438,0.5277502,0.9006631,1.2926123,1.3946815,1.3080953,1.201475,0.47358966,0.54078794,0.7923162,0.9642035,0.74241304,0.7224312,0.9015884,1.2921467,1.2491649,1.2769241,0.8691843,0.84995776,1.0483038,1.1830163,0.640191,1.357767,1.1511204,1.0231056,1.1837945,1.255259,1.200575,1.1888233,0.4271698,1.2723403,0.39639723,1.0918792,1.1253045,0.8615439,1.31179,0.79066604,1.332571,1.3547611,1.4658716,0.59943885,0.7119918,0.6706431,0.9296911,0.5899886,0.9078948,1.3071342,1.1309319,1.1955415,0.89274263,1.0571952,0.4668907,1.1830869,1.2556549
hand,1.0326085,1.1252964,0.48556048,1.1558591,1.1358594,1.2204547,1.1965301,0.86711144,0.8959199,1.052921,1.29758,1.0872945,0.62888277,1.3480139,1.1841333,0.9467006,1.1993041,1.3135132,1.3039368,1.1379539,0.9385214,1.1716394,1.0999806,1.3508974,1.0646057,0.72821003,1.061786,1.0628195,1.3688929,1.0604842,0.8117037,0.91029465,0.76534545,0.86686623,1.0437388,0.8698666,0.8779729,1.2325256,1.0177264,1.2898408,1.0368209,1.104114,0.96453345,0.946294,0.99165887,1.0038761,0.84387034,0.56019944,0.9772222,0.9076701,0.73883116,0.31739438,1.2733169,1.2561383,0.5209871,1.066865,1.2103837,0.95211333,0.6731637,0.88522804,0.55421466,1.1076531,0.9626037,0.59600264,1.1348194,0.0,1.1562577,1.079171,0.8294071,1.0423257,0.71279573,1.1770247,1.1318045,1.3653741,0.94790107,1.2197478,0.5012603,1.0654734,0.993819,1.0050461,1.2059712,1.0293725,1.0811639,1.2773151,0.951553,0.7141017,0.7839384,1.1085672,1.264742,1.1667056,1.1403457,1.3141048,1.2253239,1.2784408,0.9274487,0.99201775,1.01696,1.1210006,1.0944047,1.1203877,1.1167148,0.6756685,1.3831129,0.65527785,0.8685975,0.8585345,1.0815057,1.0667157,1.0716883,0.9255847,1.0384548,1.0310457,1.3519031,0.54616016,1.1939942,1.1151369,0.9209476,1.0051208,0.98628473,0.7788522,0.9763975,1.3357564,0.45271397,0.7257548,0.8611107,1.2630736,1.1690136,0.97445387,1.1034513,0.9450215,1.2697663,1.2688621,1.1118068,1.0419998,1.1099222
