,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
scissors,1.2000028,0.6123129,1.2394408,0.7141074,0.5081145,0.82733274,0.9765571,1.4601126,1.1769423,1.4339737,0.6857656,1.1795536,1.4635704,0.5870936,1.1901953,1.149011,0.5087702,0.5486285,0.61797684,0.9836191,0.9916091,0.8088965,0.72923446,0.56942177,0.982435,1.1216211,1.2902852,1.1510401,0.4594519,1.1610187,1.2826054,1.0174654,1.2695563,1.0459931,1.1452811,1.422738,1.1313634,0.5260339,1.364867,0.3893746,1.2371576,0.79753554,1.2305957,0.82716537,1.1617482,1.0485257,1.3685658,0.9926648,0.90895647,1.2835677,1.3116999,1.1496242,0.5170868,0.5170561,1.2491943,0.6162137,0.6206399,1.2790442,1.2490298,0.83214587,0.89414924,1.2097954,0.5360532,1.3368683,0.640191,1.3831129,0.607142,1.1940646,1.3516393,1.0914819,1.4201784,0.70120645,1.0712726,0.5791141,1.1647743,0.8069345,1.291722,0.9782643,0.92045605,0.8151482,0.52367556,0.60542345,0.6963241,0.75178576,1.3703758,1.4892764,1.348865,1.0887395,0.5567758,0.649389,0.58225405,0.8082433,0.71966445,0.56485593,1.0328704,1.0273153,1.0977924,1.0435455,0.9479561,0.92971766,0.8506987,1.1284542,0.0,1.4185159,1.058531,1.1687752,0.85756725,1.2020762,1.1056378,1.2181869,0.6145231,1.2681444,0.4322399,1.1354779,0.878929,0.5687082,1.244535,0.72925687,1.232717,1.3365544,1.320959,0.35542297,1.0345335,1.0691884,0.6745291,0.5818602,0.5992496,1.1230149,1.0957421,1.221354,0.7382935,0.7567789,0.60516936,1.1436552,1.2014215
shirt,0.85587573,1.4540153,0.6567158,1.2806456,1.4529288,1.1524701,1.1421254,0.7067744,0.83523357,0.58050716,1.3800316,0.9861072,0.4271841,1.3690526,0.76696354,0.9844495,1.4978421,1.3602825,1.4193373,1.1820835,1.2235193,1.2083358,1.3489639,1.4284909,1.1141895,0.92000824,0.8337018,0.80980384,1.4200765,0.82558936,0.41899496,1.1444023,0.6796464,1.2274549,0.884015,0.53653795,1.1516304,1.5069089,0.6741789,1.4829142,0.90688676,1.1219411,0.8561749,1.0725989,0.8777684,1.1993579,0.43313086,1.1408331,1.2493908,0.71480685,0.6350704,1.0141191,1.4494238,1.3614365,0.8290908,1.4384489,1.3908312,0.8495673,0.708642,1.3025038,0.99408406,0.8287331,1.3614149,0.64870274,1.357767,0.65527785,1.3703394,0.84380144,0.11365032,0.9963876,0.3570969,1.3054316,1.022889,1.4399505,0.9927395,1.2208751,0.6195944,0.91521186,1.2525463,1.3150057,1.4187787,1.2245578,1.4234469,1.3043095,0.5793581,0.15970874,0.4151423,0.97685754,1.5051297,1.3807178,1.310771,1.1968211,1.2345346,1.518519,1.170092,0.85585696,0.941634,0.88836825,1.0947695,1.1122481,1.2899113,0.6760608,1.4185159,0.0,0.91027254,0.880858,1.0094426,0.826952,1.1000925,0.8997991,1.4740343,0.80081725,1.410676,0.8481403,1.1899151,1.4201798,0.8555214,1.37217,0.6368948,0.077147484,0.6968236,1.4849107,1.1111705,1.0543652,1.2760805,1.3241749,1.2975782,0.9116706,0.91420615,0.72431517,1.2261894,1.157492,1.441816,0.8775233,0.8519739
shoe,0.9589512,1.2150905,0.9406919,1.1075357,1.1743027,1.1093075,0.9474228,1.1039454,0.9660616,0.85432523,1.219836,1.0065395,0.92577523,1.053549,0.82762295,0.9445473,0.9502245,1.2249043,1.1644853,0.97226286,1.1529311,1.1095145,1.0545177,1.2141201,1.0120649,0.92036694,1.0228827,0.98341846,1.1535559,1.1045462,0.98856235,1.0004464,0.888012,1.1083955,1.0010748,0.99496096,0.94628507,1.2404096,0.93514353,1.2545192,0.97381485,0.9906299,0.9027279,0.812003,1.0955138,0.9801937,0.86172616,0.97676694,1.1179465,1.0494255,0.93449026,0.9793756,1.1730018,1.0896773,0.58855706,1.1223261,1.0269916,1.0251397,0.9478536,1.0714319,0.7732361,1.1387811,0.91046697,0.8553532,1.1511204,0.8685975,1.0049833,0.9445474,0.87312716,0.9041335,0.83436227,1.1098378,0.95106727,1.2709978,1.0072436,1.0461681,0.64968383,0.83402926,1.0782642,1.2016493,1.0137488,0.98268354,1.2197886,1.098922,0.94307643,0.8969004,0.8125938,0.94175744,1.2358571,1.2490103,1.0523413,0.97855586,1.0817138,1.2496225,0.9678392,0.7607155,0.91856694,1.0734766,0.995915,0.9315098,0.9913434,0.8927436,1.058531,0.91027254,0.0,0.9333476,0.89799756,1.2179976,1.2149141,0.75942004,0.9609363,1.0051019,1.2328969,0.626602,1.0146924,1.1162773,0.902627,1.0457777,0.74926996,0.92709374,0.9579421,1.2001383,0.92776054,1.0973316,1.0245316,0.990677,1.0187728,0.8912484,1.0543962,0.97782576,1.0043317,0.9286852,1.1585237,1.1122196,1.0437849
shorts,1.0410508,1.1360302,1.114908,1.1729971,0.9598597,1.2844757,1.2284175,1.0236845,1.042762,1.0188687,0.9311313,0.75334716,1.0534052,1.09053,1.0891556,0.99615824,1.1658809,1.1567789,1.3496037,0.88233054,0.6580934,1.1716279,0.948858,0.7632283,1.0480945,0.8110687,0.8476355,0.82684255,1.195307,1.005774,0.79886323,1.1101912,0.8814564,0.9210165,1.1144801,0.94805956,0.73935354,1.0101076,1.0393851,1.1712984,1.0741168,1.2156874,0.89631313,0.95550287,0.6350107,0.84618527,0.75707316,0.8142972,0.96644104,0.8206999,0.98162806,0.8171406,1.0828618,1.1214395,0.6628176,0.96068007,1.2179687,1.1693608,1.0369314,0.83085704,0.73515874,1.0238374,1.2273097,0.7048149,1.0231056,0.8585345,0.9290284,1.1625745,0.91167325,1.0626185,0.55826485,1.0807986,0.8801797,0.95763284,0.98568034,1.1720874,0.88850945,1.0487763,0.79863083,1.02941,1.0666358,0.70033914,1.1105591,1.008355,1.0295,0.86241853,0.4806944,1.1559901,1.0547318,1.015068,1.0780355,1.0148274,1.0374725,1.2437657,1.0757453,1.0560715,1.1279652,0.95712274,1.1193287,1.100731,1.1364753,0.68989843,1.1687752,0.880858,0.9333476,0.0,1.0609233,0.8426235,0.99023515,1.0711262,0.8617063,1.1591349,0.9832936,0.64443326,1.2116127,1.1941038,1.2296984,1.0893124,1.023106,0.94322467,1.0797182,1.2834514,0.8013609,0.7017581,1.0342275,1.1167513,1.3633866,1.2600365,1.1294678,1.0795919,1.1479272,0.9821717,0.95886815,0.88456553,1.1080004
shovel,1.0075171,1.3070618,0.9188627,1.0939026,1.1433893,0.9233115,0.699336,1.0307106,1.0768781,0.89490086,1.2448643,0.9689674,0.95863354,1.1087246,0.9389708,1.0548062,1.0815632,1.1059042,0.91685593,0.8631656,1.4065065,0.8563646,1.140777,1.148242,1.121682,1.1722021,1.0424689,0.87417716,0.933292,0.78652906,1.0728838,1.0651742,1.0598217,1.2488154,1.0710988,1.0433203,1.2579043,1.2769893,0.76243544,1.0915183,0.92878705,0.8789994,0.9106905,0.73292714,0.8637918,0.9867495,1.0546272,1.1158451,1.0819889,1.1871598,1.1355488,1.2792114,1.2106965,0.91822815,1.2141799,1.1417627,1.0057038,1.0953383,0.89758885,1.2659187,1.0290248,1.0390164,1.0419722,1.1355445,1.1837945,1.0815057,0.948066,0.56736857,0.9782603,0.887817,1.18428,1.0271997,0.62085533,1.0405073,1.0142906,0.9088821,0.7708051,0.6741621,1.2382104,1.2989223,1.0744855,1.1512189,1.2738173,0.89251214,1.0978434,1.0806425,1.0841546,0.79611397,1.2590482,1.281086,1.0288435,1.0281405,0.9074909,1.1157196,0.97347033,0.7512294,0.7660114,0.69124126,1.1205885,0.87552613,0.87860614,1.142506,0.85756725,1.0094426,0.89799756,1.0609233,0.0,1.0303068,1.085353,0.7977929,1.3028476,0.954567,1.1113323,1.0348183,0.68797207,0.8496283,0.8454047,1.1307665,0.66055465,0.92895824,0.7476122,1.0929664,1.2617632,1.3149428,1.0166494,1.0342103,0.7125522,0.66210437,1.0414371,0.8286258,0.8683271,0.5355623,1.2218102,1.0133774,0.97478575
shower,0.9383266,1.2974623,1.0415802,1.2338014,1.1383797,1.1314391,0.94208425,0.6197478,0.8862998,0.6670678,1.0548137,0.7244529,0.91201353,1.1923437,0.84979856,0.9031452,1.2150836,1.1252146,1.1926397,0.8880932,1.068744,0.9656432,1.232483,0.85367966,0.882402,1.1261295,0.7537587,0.77396005,1.2028959,0.65741676,0.8340672,1.1914577,0.9359289,1.2397939,0.9027721,0.78975904,1.0245496,1.1518333,0.69070446,1.1525314,0.94331837,1.1892027,1.0116897,1.2066522,0.42954957,0.8767757,0.8008615,1.1874316,1.2799106,0.7329988,1.0241189,1.2299687,1.1471958,1.1688666,1.1818545,1.0691689,1.2671111,0.92706007,0.9487074,1.2311918,1.3136936,0.69174784,1.4033718,0.9766193,1.255259,1.0667157,1.2908854,0.8752795,0.815915,1.1206341,0.772737,1.0558932,0.7900407,0.8583947,0.8840017,0.978304,1.0549184,1.034768,1.1303272,1.1797547,1.2157602,1.1627293,1.2510674,0.8630392,0.77812177,0.8480161,0.8165392,0.8411447,1.100167,1.0619302,1.129468,0.94519854,1.0091931,1.1328125,1.2589885,0.92201996,0.9676687,0.69021004,1.2133145,1.1822006,1.192507,0.9443233,1.2020762,0.826952,1.2179976,0.8426235,1.0303068,0.0,0.6475003,1.1279445,1.307697,0.9118151,1.1112432,1.149714,1.0406157,1.1609678,0.9440671,1.2524261,0.98402184,0.9181706,0.7859481,1.2754753,1.3054836,0.991094,1.14953,1.1795844,1.3376863,1.0406812,0.9035212,0.9881714,1.0499814,0.8670594,1.2162428,0.58865076,0.894133
sink,0.957705,1.1928031,1.1105887,1.1564913,0.9741622,0.98302335,0.9052519,0.36114812,1.0502583,0.9210592,0.94326663,0.71258086,0.97440493,1.1723676,1.0261415,0.6148,1.1182358,1.1063037,0.76161575,1.0231526,1.0246457,0.6269941,1.1694859,0.9551499,0.7188478,1.0665705,0.8740334,0.9505592,1.1622674,0.9386457,1.180279,0.75304836,0.9995937,1.0599225,0.94746125,0.96547574,1.0300392,1.0036393,0.8895082,1.0289747,0.89788073,0.94803464,1.0926564,1.3173225,0.8631582,0.88158745,1.1001183,1.1625934,1.1535188,1.0565162,1.1332327,1.1638688,0.94085085,1.1648431,1.1046575,0.829206,1.1292489,0.87975144,0.9399848,1.2561476,1.2099254,0.79873276,1.0882397,1.1272776,1.200575,1.0716883,1.2700223,0.9465742,1.1627117,1.201844,1.0418674,0.8113868,0.9838667,0.7111515,0.8213717,0.9216125,1.0930104,1.1625717,1.0788507,1.1416504,1.1468045,1.1740416,1.2168663,1.0024565,1.0210977,1.1404914,1.0954124,0.7134309,0.9438651,0.95396453,1.1039213,0.9901782,1.0007821,0.52998805,1.2345922,1.1215352,0.839726,0.80197686,1.0498614,1.0324494,0.891324,0.99344313,1.1056378,1.1000925,1.2149141,0.99023515,1.085353,0.6475003,0.0,1.152142,1.2267139,0.861374,1.1129315,1.124868,0.851107,0.7974291,0.6974981,1.0823646,1.1036773,1.1407418,0.73494947,1.0656415,1.2485002,0.93390185,0.8627833,1.0665463,1.1537535,0.7816563,0.962035,1.1233402,1.1062796,1.1010345,1.239601,0.7204292,1.0272005
slide,0.87984574,1.2547638,0.907615,1.2230911,1.2437643,0.95723045,0.81154656,0.860667,1.1324761,0.7172097,1.3494654,1.0287588,0.7973945,1.2738546,0.8936601,0.99178326,1.0939218,1.2622596,1.153365,0.8349657,1.2572775,1.0446253,1.0977751,1.3570561,1.0997887,0.9249511,1.0547172,0.93185514,1.1938512,0.80212027,0.93870586,0.9983013,0.9312635,1.1675787,0.97444254,0.8662653,1.1022944,1.3988233,0.57035196,1.2799244,0.8999378,1.0367308,0.87822527,0.91405725,1.0049007,0.984059,0.86503756,1.1580049,1.1804245,1.142262,0.9203,1.0879358,1.2634313,1.0763147,0.9776197,1.3310871,1.040739,1.008341,0.78949606,1.2702405,1.1080208,1.1681435,1.0869708,0.9856076,1.1888233,0.9255847,1.255221,0.68872863,0.8786721,0.37049383,0.97157085,1.2002089,0.7583126,1.356678,0.94767267,1.0119443,0.77570176,0.6044082,1.119563,1.2805612,1.1113254,1.2456604,1.2856579,1.0970553,1.0020941,0.8677287,0.88878196,0.9525958,1.4024719,1.3881309,1.1784074,1.200045,1.1044843,1.228272,0.8905448,0.63269985,0.8496293,0.9234525,1.0293021,0.88118875,0.9514999,1.0556811,1.2181869,0.8997991,0.75942004,1.0711262,0.7977929,1.1279445,1.152142,0.0,1.2967813,0.95476085,1.2628301,1.0278811,0.97914743,1.2376801,0.8248975,1.032748,0.52581334,0.8642224,0.6854049,1.2507023,1.1620119,1.2057322,1.1971368,1.0536572,0.7251492,0.674916,1.037662,0.65996146,1.0909919,0.87346464,1.3382804,1.0418458,0.9222784
slipper,1.3787355,0.32570577,1.2108958,0.7526798,0.45144534,1.0586181,1.3222826,1.5533496,1.0402255,1.6007822,0.46893132,1.1434093,1.4918045,0.48465574,1.4339048,1.1052011,0.4492401,0.5092534,0.8411967,1.0901002,0.55073214,1.1251488,0.47099656,0.47308177,0.89171714,0.80086815,1.2496163,1.2842922,0.6472437,1.4573102,1.1779351,0.99838066,1.1914165,0.61708814,1.2637322,1.4931252,0.75053114,0.2647671,1.6570199,0.5106474,1.3471246,0.96636313,1.235936,0.85830754,1.2868886,0.9189802,1.3434362,0.5696311,0.7101685,1.0363832,1.1608157,0.5586029,0.5449764,0.8178469,0.7160063,0.4371509,0.7029453,1.3101138,1.3950431,0.21673763,0.5498643,1.205069,0.6409341,1.0229135,0.4271698,1.0384548,0.37109655,1.5203924,1.4337997,1.1860963,1.1849475,0.7251373,1.2560341,0.6490145,1.1719542,1.0177454,1.3287661,1.2456999,0.6625638,0.31730747,0.517844,0.3789667,0.31968975,0.9150627,1.3035065,1.4621677,1.1793929,1.3288581,0.27291775,0.33967316,0.78399503,0.9540817,0.9361143,0.7017259,0.9266975,1.2820432,1.3502692,1.4256144,0.9163527,1.0712227,0.98029596,0.910797,0.6145231,1.4740343,0.9609363,0.8617063,1.3028476,1.307697,1.2267139,1.2967813,0.0,1.3621676,0.4535926,0.8345942,1.270206,0.65919256,1.3725748,0.6371123,1.4927398,1.5042863,1.6484416,0.5453579,0.3780359,0.5933672,0.72226834,0.73921645,1.0274581,1.5030243,1.2813286,1.3514104,0.8983749,1.093214,0.1750083,1.291682,1.3016427
snow,0.94061506,1.2455407,0.96112967,1.0720085,1.2984803,1.0224626,1.0863088,0.69407606,0.85551983,0.73363477,1.0984855,1.020589,0.7843044,1.0841246,0.8712309,0.71080387,1.2576183,1.1458606,1.0996888,1.1852833,1.2330967,0.9671915,1.2620101,1.2768624,0.6333523,1.0855916,0.85281986,0.9394587,1.2227616,0.82657945,0.86471164,1.0885587,1.0007998,1.2217511,0.9847963,0.7680516,1.2762954,1.2348534,0.7896905,1.2674009,0.87949884,1.1051323,0.9571696,1.2315977,1.0077739,1.1930069,0.8968668,1.1970682,1.1538322,0.9512112,0.87554604,1.1607313,1.2070124,1.2283858,1.1632164,1.2625421,1.2379148,0.5329138,0.93099916,1.2821362,1.3061621,0.78538424,1.276253,0.990703,1.2723403,1.0310457,1.2514416,0.8358909,0.7523184,1.039632,0.86830026,1.0825592,1.0462387,1.2110883,1.0906017,1.0797267,0.8889437,0.8640919,1.2225574,1.1709013,1.3248477,1.3814937,1.2219946,1.0990633,0.8068259,0.81101054,0.9217511,0.8514178,1.2080582,1.1566513,1.2183235,1.1217823,1.1406273,1.1618738,1.0810962,1.0522155,0.91160846,0.9246317,0.8297689,1.0445082,1.1404734,1.0508751,1.2681444,0.80081725,1.0051019,1.1591349,0.954567,0.9118151,0.861374,0.95476085,1.3621676,0.0,1.2901978,1.1905692,1.0015383,1.2103477,0.61861163,1.2365887,0.77321434,0.80429405,0.7772584,1.2436106,1.2559137,1.2143477,1.2558663,1.2401687,1.1611505,0.87346864,0.5502735,0.7110189,0.8124355,1.0264581,1.2693607,0.8459719,0.8959652
soap,1.2703731,0.4845296,1.279236,0.7332691,0.5717771,0.84862787,1.1034389,1.4951315,1.1628655,1.4827151,0.46738082,1.0710195,1.5527925,0.51663715,1.3245418,1.2589359,0.5319756,0.33867574,0.71478987,0.8570052,0.7981641,0.88146245,0.70847213,0.28783178,1.0090991,1.0350436,1.2301195,1.1437559,0.4905504,1.2342749,1.1973937,1.0171151,1.2767369,0.90924674,1.2157096,1.4279437,1.0035281,0.3677441,1.4418658,0.24464971,1.2682348,1.0311178,1.2600399,0.87857074,1.0327888,0.9185257,1.3677475,0.8983817,0.8155232,1.1952379,1.2377956,1.00729,0.539172,0.6146013,1.1568679,0.5988096,0.796383,1.3197049,1.2446549,0.6447505,0.89391905,1.1782022,0.7154177,1.2708124,0.39639723,1.3519031,0.50927514,1.37604,1.3462563,1.0226257,1.3624791,0.76427305,1.1176884,0.45622885,1.2350051,0.8611516,1.442354,1.1617851,0.890709,0.5663735,0.49341846,0.5505129,0.49951267,0.60842603,1.3558882,1.4641124,1.3041146,1.2064816,0.38116026,0.43627173,0.6902962,0.8618611,0.7763784,0.6727203,0.9931132,1.1945492,1.1993511,1.1219571,0.9346198,0.98951584,0.9469715,1.1018564,0.4322399,1.410676,1.2328969,0.9832936,1.1113323,1.1112432,1.1129315,1.2628301,0.4535926,1.2901978,0.0,1.1104738,1.062507,0.7968282,1.3592236,0.68299246,1.3642927,1.3608788,1.452095,0.38754213,0.8740512,0.9126818,0.92863816,0.6173643,0.87135005,1.3982455,1.1163536,1.2506523,0.80998766,0.8534774,0.34876728,1.1181732,1.2124113
sock,1.0837406,1.1282545,0.6620127,1.128136,1.0323788,1.2501037,1.1690811,1.1410637,0.82105947,1.1236641,1.1898452,0.99562943,0.8075156,1.1914352,0.9527286,0.96936685,1.0524191,1.2518606,1.2231188,1.0041542,0.8842238,1.0360689,0.9953948,1.0799149,1.1038524,0.7644397,1.1466064,0.97895724,1.291916,1.1897768,0.9443403,0.8532556,0.79991466,0.81715906,1.1620119,0.99119383,0.725036,1.1089152,1.2101729,1.119856,1.1144284,0.9739266,1.0354618,0.83415306,0.9826481,0.90471214,0.828044,0.60513085,0.86115444,0.90591204,1.118124,0.58036816,1.1322376,1.2530235,0.40085334,0.89947355,1.1334038,1.0886513,0.9298773,0.924078,0.4023298,1.2294173,0.8865245,0.89033514,1.0918792,0.54616016,0.9843444,1.119064,0.963033,1.0165269,0.6653936,1.0153793,1.106119,1.2096701,1.034648,1.1360687,0.6443471,1.153715,0.96995157,0.9919142,0.99739915,0.773394,1.0887241,1.1088071,1.0424411,0.8137698,0.63456225,1.0381988,1.1403944,1.138234,1.064394,0.899013,1.2134163,1.2641726,0.9413462,0.89707404,1.102939,1.1518626,0.98671806,1.1107998,1.0063324,0.7608502,1.1354779,0.8481403,0.626602,0.64443326,1.0348183,1.149714,1.124868,1.0278811,0.8345942,1.1905692,1.1104738,0.0,1.0749284,1.0080019,1.0513377,1.022133,1.0587901,0.91598326,1.1114033,1.1002308,0.50004125,0.68691957,0.84498596,1.0460943,1.180465,1.1608988,1.2045292,1.143756,1.2257798,1.1551998,1.0083534,1.1396126,1.1192354
soup,1.0051873,1.0538539,1.0517694,0.8181254,0.92350346,0.7426576,0.7110211,0.9730679,1.0810186,1.1231673,1.1395247,1.1496444,1.0031368,1.0772204,0.95148057,0.97116995,1.0311543,1.0330305,0.5810845,0.9016772,1.2360294,0.66360563,1.0951159,1.0909846,1.108802,1.2440648,1.09894,1.1361797,0.88829213,0.97759706,1.242513,0.6939889,1.1702682,1.0653634,0.9935785,1.1357446,1.0776936,1.1821501,1.0602523,0.8830664,0.936298,0.71670204,1.0326747,0.9659146,0.9556881,1.0178558,1.1737263,1.1672806,0.83977944,1.2503752,1.0854198,1.237953,1.0084571,0.87681377,1.2632585,1.1253172,0.8779497,1.0510713,0.91556275,1.2861313,1.1382748,1.1425107,0.8235738,1.2114644,1.1253045,1.1939942,0.99070406,0.85248756,1.163168,0.9005349,1.358876,0.98828846,1.0604678,0.962987,0.8635174,0.75360936,0.8535051,1.0215248,1.0755289,1.1614544,1.0319067,1.232559,1.0992454,0.90343845,1.181216,1.2262056,1.2947185,0.74186146,1.2083677,1.2646484,0.8955569,0.88358855,1.0087668,0.8067639,0.89571553,0.8886857,0.90261525,0.9019103,0.96212244,0.9523798,0.5042856,1.1421759,0.878929,1.1899151,1.0146924,1.2116127,0.68797207,1.0406157,0.851107,0.97914743,1.270206,1.0015383,1.062507,1.0749284,0.0,0.82969576,0.8509649,0.9536195,1.0313604,1.0843687,0.8847523,0.77321917,1.2551188,1.2821245,0.9575369,0.9728794,0.73445356,0.689243,0.9619122,1.05932,0.9913455,0.9174557,1.2195094,1.101335,1.031241
spoon,1.2188846,0.6008429,1.042586,0.76991206,0.5195712,1.0186653,1.0689642,1.2225448,0.9657558,1.5243002,0.7942937,1.1893169,1.2792647,0.792978,1.3211038,0.9152589,0.76493824,0.7901866,0.59402996,1.1824194,0.91129285,0.7711672,0.75269663,0.7778142,0.84256077,1.026402,1.2732694,1.2397854,0.7204589,1.2745861,1.2952702,0.79619646,1.2727662,0.82897985,1.179078,1.4617932,1.0302022,0.5576514,1.466289,0.6667899,1.18432,0.79454565,1.2320502,1.0033109,1.2866553,1.0247471,1.4381166,0.7992878,0.7825524,1.1641781,1.2498574,0.885843,0.6161784,0.73496026,1.0803915,0.4250607,0.7267856,1.1717967,1.2202036,0.7732276,0.7947713,1.1309575,0.67915046,1.2495453,0.8615439,1.1151369,0.66930854,1.1660016,1.4128866,1.2396762,1.3773296,0.46638924,1.0741748,0.5840657,1.0010339,0.90117246,1.216211,1.126048,0.8982988,0.78209376,0.75700593,0.6507175,0.7429867,0.9127975,1.2842743,1.4858706,1.3536134,1.053525,0.52554667,0.63092446,0.6172166,0.94647026,0.7487134,0.5176091,1.0007083,1.0474086,1.0884821,1.0874239,0.942128,0.93806636,0.7376697,1.0787416,0.5687082,1.4201798,1.1162773,1.1941038,0.8496283,1.1609678,0.7974291,1.2376801,0.65919256,1.2103477,0.7968282,1.0080019,0.82969576,0.0,1.0214067,0.70095223,1.3767467,1.4151771,1.3678123,0.67833245,0.79722095,0.86486995,0.29008627,0.8701087,0.8051636,1.1371133,1.0900649,1.3048139,0.8990735,0.95806473,0.7344719,1.1674627,1.2036598
sprinkler,0.89636993,1.3784531,0.8585283,1.1731495,1.284282,1.0584171,0.88045436,0.55537766,0.8211069,0.73268414,1.273396,0.9715346,0.67481893,1.217135,0.8131999,0.4195584,1.2744602,1.2987757,0.7540945,1.1202072,1.2896321,0.46538508,1.2663326,1.3424813,0.63531435,1.0969145,0.959738,0.9433604,1.1786821,0.97005945,0.9194668,0.93104374,0.93867236,1.210227,0.95489055,0.8018589,1.2282283,1.3825321,0.7772783,1.2510445,0.91930807,0.81458044,0.96456474,1.200747,1.1318988,1.0995,0.9466996,1.236816,1.199966,0.92998844,0.95241547,1.1580448,1.2824967,1.3202136,1.132818,1.1939394,1.2103124,0.73647517,0.71484923,1.3333436,1.2024231,0.93533206,1.140583,1.0697759,1.31179,0.9209476,1.2668778,0.7773206,0.84704584,1.0359806,0.9001648,1.045393,0.99201083,1.2257078,0.80772406,1.0846424,0.791204,0.90774393,1.2074792,1.3096304,1.2702233,1.3727889,1.3546201,1.0393986,0.8716092,0.87004733,0.9483851,0.8274317,1.3236415,1.3040758,1.3196208,1.1630373,1.1729809,1.0283209,1.1057042,0.8202541,0.7904141,0.80930907,0.86592364,1.053429,0.9139854,1.0552365,1.244535,0.8555214,0.902627,1.2296984,0.8454047,0.9440671,0.6974981,0.8248975,1.3725748,0.61861163,1.3592236,1.0513377,0.8509649,1.0214067,0.0,1.1672825,0.7255835,0.88005835,0.6599264,1.1686542,1.2701682,1.1729512,1.1262254,1.1056372,1.0851356,0.5908134,0.8872221,0.94616544,1.0314384,1.0451888,1.3910679,1.0505373,0.95731956
strawberry,1.1729487,0.41370535,1.1308533,0.68430835,0.49826497,1.0266026,1.0886976,1.2911892,1.1735023,1.4353249,0.6634973,1.1496787,1.2853034,0.83721554,1.3097274,1.0615296,0.7588155,0.70777744,0.6479117,0.9847803,0.7919366,0.9184112,0.87501866,0.7278466,1.0057595,0.8489779,1.2715024,1.2673047,0.70764774,1.2487046,1.3017128,0.80656207,1.2793589,0.8099657,1.1445539,1.3207426,0.90954256,0.6055992,1.3641397,0.5491872,1.1909688,0.87999964,1.174673,0.8661165,1.1506155,0.9293958,1.2866713,0.73544383,0.6763098,1.2738732,1.1495922,0.72126776,0.6712588,0.7035785,1.0293596,0.74520606,0.8288684,1.183458,1.0882515,0.7585174,0.81092817,1.2686834,0.5240565,1.1510448,0.79066604,1.0051208,0.7490381,1.3047364,1.3821683,1.0275747,1.3658224,0.89015216,1.2377942,0.82679546,1.0368358,0.98085135,1.091767,1.1448367,0.8088739,0.6642676,0.79503196,0.7695361,0.5666023,0.95162934,1.3718156,1.422806,1.3245956,1.2511927,0.72313905,0.7555676,0.69494706,1.0475894,0.8856347,0.6654844,0.79985136,1.0797102,1.1815343,1.2326615,0.95861524,0.96686614,0.6783654,0.955517,0.72925687,1.37217,1.0457777,1.0893124,1.1307665,1.2524261,1.0823646,1.032748,0.6371123,1.2365887,0.68299246,1.022133,0.9536195,0.70095223,1.1672825,0.0,1.3334846,1.3171207,1.3062108,0.60309094,0.71357584,0.8880136,0.74717605,0.87316996,0.663857,1.0988014,1.1387206,1.2347059,0.9769811,1.0557308,0.59558225,1.2209967,1.2166461
