,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,cat,chair,coat,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,hose,jacket,jeans,knife,ladder,lamp,meat,mitten,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
glass,1.0244235,1.0580691,1.0672499,1.0468833,1.0274352,1.1289455,1.1265099,0.8709198,0.8974502,0.84526485,0.9451228,0.9367777,0.9682911,0.8843659,0.9477216,0.98965406,1.1552366,1.0533094,0.8947911,1.034718,1.0446935,1.1341414,0.9702711,1.2026693,0.82568085,0.94869345,1.1480327,1.0597501,1.1259552,1.123408,0.86428696,1.0677569,1.1128414,0.9669478,1.1287404,1.0561657,1.1843177,0.9943855,1.0523939,1.027073,1.0180272,1.0382178,1.270834,0.8800548,0.9076052,1.1910145,1.18441,0.8991016,0.0,1.1918058,1.1947607,1.081581,0.9601711,1.2307491,1.2213095,0.96841395,1.219699,0.966929,1.0703104,0.9088061,1.0761261,0.9234263,1.0564537,1.2313006,1.0353333,1.1642355,1.1740222,1.1828301,1.1033831,1.1177397,0.9084709,1.0303116,1.1024317,0.8235556,1.1798656,1.1192052,1.055769,1.0930781,0.8769067,0.98068213,1.1347085,1.2623111,1.1113552,1.085766,0.99538285,0.9787864,0.87041926,1.0397455,1.0518445,0.94892716,0.69532084,0.7717479,0.8883774,1.2855221,0.38819164,1.0565125,1.2765629,1.1596724,1.1527444,0.3839246,1.0271249,1.0991143,0.93534887,0.73041844,1.0775756,1.3046312,1.1708994,0.9891338,1.2266963,1.0915356,0.94079226,0.6022286,0.884377,1.0974188,1.1306156,0.8023449,0.9114183
glasses,1.1832209,1.034111,1.2291894,0.7322608,0.70889235,0.5230398,0.6446288,1.3188071,1.069278,1.395301,0.4336356,1.407918,1.4315377,1.1489172,1.4804292,1.2882825,0.51506585,0.61439794,1.3313694,1.1881844,1.1623232,0.71633875,0.9255565,0.5820962,0.8918906,1.1676685,1.0142468,1.2121282,1.1234939,1.2237213,1.4129095,1.2733427,0.22690284,1.3041887,0.4702134,1.2569386,1.2028509,1.3480072,1.0452393,1.2520764,1.0125574,0.9941892,0.4039551,0.99695426,1.1471543,0.51266086,0.36899698,1.0608283,1.1918058,0.0,1.1781747,1.2346947,1.1171962,1.0505396,0.24958587,0.99950063,1.0455015,1.4041569,0.7987341,1.26909,0.4765737,1.1758783,1.3033243,1.2538486,0.26315212,0.6711679,0.10916293,0.47483492,0.8991031,1.1857905,1.1004993,1.3994576,1.1258494,1.3570026,0.42902845,0.34886914,1.3977902,1.0503367,1.0098357,1.098604,0.9690976,0.90857786,0.8209694,1.2802287,0.9842178,1.2773331,1.2134877,1.2961767,1.1394325,1.2209855,1.2024088,1.1234423,1.3669293,0.24588776,1.0697846,0.6061354,1.1470627,1.1968856,0.40101886,1.0836982,0.946893,1.0888958,1.4220302,1.4238931,0.38682103,0.41126716,0.67355824,0.6197827,0.4014892,0.9937401,1.1086636,1.2407757,1.2676693,1.0783207,0.17430806,1.2500708,0.9186809
glove,0.94436604,0.95243907,0.8004463,0.94824004,1.0058273,0.9825576,1.0697899,1.1699373,1.0821902,1.0419925,1.180397,0.98926216,0.73153406,0.99685127,0.8254571,1.0130106,1.1596068,1.1148729,1.1498935,0.794036,0.98501253,0.88583976,1.0516961,1.1398885,1.2789876,1.0382075,1.1206571,0.87032557,1.0702628,0.9554415,1.0007592,0.7927251,1.2014157,0.9731889,1.0557492,0.8359757,0.7204757,1.181952,1.1102842,0.9535587,0.9944476,0.9738882,0.9056051,0.970216,0.76520675,0.9867795,1.1525822,0.9578481,1.1947607,1.1781747,0.0,0.9346426,1.0317874,0.6365981,1.061831,1.0976973,0.7622078,0.81501764,1.1453974,1.0697666,1.1413664,0.9062131,0.3062365,0.76292354,1.1769391,1.0100272,1.1887143,0.9612019,0.8819857,1.0006655,1.0339167,0.9428891,0.8185068,1.098626,1.1398718,1.1457812,0.8036101,0.85435784,1.1840116,1.092988,0.8218655,0.84569657,1.1175716,1.0407685,1.1292977,0.8510253,0.8539792,0.964026,0.7204097,0.947121,1.1167173,1.1857867,1.0855498,0.93573916,1.2626439,1.1309676,0.55596155,0.9020125,1.0706515,1.2292949,1.0506833,0.85890853,0.9938676,1.1553824,1.1283761,0.786517,0.8360454,0.999159,1.138556,0.7715249,0.9599736,1.1574845,1.0930142,1.0428854,1.1964085,1.2589798,1.1605302
gum,0.885731,0.85079604,1.0605328,1.1113762,1.1270665,1.1921722,1.0679975,1.0626729,1.1230831,0.78013515,1.1990008,1.0809752,0.8602537,0.94662994,0.9705556,0.40172327,0.9711133,1.0915735,0.5252415,0.9227946,0.8892773,0.96982294,1.0008482,1.1726359,1.164123,1.1854328,0.9872391,0.9974112,0.9977645,0.76867235,0.8753205,0.95845646,1.1187686,0.8824955,1.0852721,0.9754631,0.8610717,1.0110687,0.9198035,0.9731165,1.1042672,1.0710909,1.1220338,1.0253464,0.9078917,1.2181156,1.1662577,0.9461743,1.081581,1.2346947,0.9346426,0.0,1.1179787,0.9602243,1.2084932,1.045259,1.0784296,1.0657647,1.1506144,0.9561873,1.1383548,1.0701145,0.9184557,0.7949205,1.2031505,1.1311412,1.2145375,1.1821178,1.1547686,0.80054706,1.1102064,0.9596725,1.1410065,0.59298164,0.9827056,1.0998828,0.9578179,0.77959526,0.97406,0.8728809,1.1162667,1.0053911,0.9739749,0.7871709,1.1219889,1.0159072,0.80607957,1.0061088,0.7281281,1.0862533,1.1797137,1.1062523,0.97471887,1.1677482,1.1845154,1.0291159,0.87273264,0.7627225,1.1247733,1.1157157,0.90791786,0.9761891,1.006884,0.8814875,1.1372014,1.191042,1.0324944,1.0699492,1.1469882,0.81375355,0.85571396,1.0541672,0.94796526,1.0031346,1.1892731,1.0890391,1.1966717
hair,1.047953,1.1408329,0.7380564,1.1576201,1.2012653,1.323046,1.4614737,0.90368485,0.7718526,0.7626528,1.2389863,0.67948914,0.68310595,1.0546374,0.7085973,1.1444753,1.3369786,1.4535782,1.0336071,0.9770479,1.0652618,1.4283916,1.2130189,1.4422746,1.0477713,0.7670425,1.3090338,0.79774135,0.88507897,1.0296034,0.73577106,0.7742476,1.3817589,0.9250647,1.4508104,0.9080665,1.0087355,0.9165457,1.2607993,0.7511818,0.8100968,0.4707706,1.0041933,1.1509675,1.1663681,1.1704739,1.3667493,1.2219069,0.9601711,1.1171962,1.0317874,1.1179787,0.0,0.74164534,1.0820117,1.1406481,0.80002356,0.68828446,1.2717575,0.9867434,1.3508247,0.77838206,0.79538864,0.935725,1.1687988,1.4411983,1.1925251,1.0319717,0.90538645,1.2474295,0.70633584,0.6171377,0.76880234,0.89602125,1.386007,1.3422513,0.8249473,0.9804591,1.1255327,1.1832535,0.8850295,1.2585998,1.443291,1.0750368,1.1251804,0.44097066,0.979949,0.5144708,1.1391699,0.7266274,0.9664278,1.0877709,0.6515249,1.1348064,1.0284089,1.3503923,0.931428,1.0522815,1.3522882,1.0699605,1.163485,0.69363236,0.57411546,0.8392415,1.3981061,1.0183187,0.98818964,1.1907637,1.3542825,1.3468269,1.3632815,0.8811963,0.7472971,1.1136857,1.230186,0.83257115,0.8352357
hand,0.94424736,0.9684447,0.62381625,1.0898783,1.1537012,1.1603118,1.3102804,1.0125568,1.0702531,1.0099322,1.1929364,0.9274645,0.7837785,1.0140094,0.9258435,1.0157384,1.353976,1.3352177,1.0819801,0.8449952,1.0940138,1.2844871,1.0899253,1.3211372,1.2502726,1.0600396,1.2070117,0.92051727,0.8639323,0.99206626,0.9956146,0.72398216,1.2578171,1.0015787,1.3509086,1.0471071,0.8260757,1.0248349,0.9962065,0.9130279,0.91593957,0.7317978,0.5151197,1.0564442,1.006178,0.936694,1.1561198,1.0932426,1.2307491,1.0505396,0.6365981,0.9602243,0.74164534,0.0,1.183502,1.0800793,0.86256087,0.85198784,1.2900457,1.1829002,1.212599,0.87376314,0.66439474,0.7365561,1.1787274,1.3077104,1.1167483,0.90759444,0.7803017,1.143138,0.79865396,0.863922,0.8088104,0.97445714,1.0697998,1.0720202,0.92831445,0.720062,1.2586663,1.1404387,0.7750517,1.0822469,1.2568388,1.0513995,1.2930787,0.7446765,0.9871772,0.8078979,0.82861954,0.822948,1.069068,1.0105473,0.99409443,0.71424526,1.2347152,1.2630796,0.55895513,1.0284265,1.0999541,1.1919329,1.0250446,0.86298454,0.802528,1.0808493,1.3298118,0.47588527,0.6358663,0.9027875,1.2474501,1.2105281,1.1713262,1.0939566,1.0078411,1.1391454,1.170175,1.1133566,1.0894228
hat,1.06665,1.0134197,1.2387998,0.6985837,0.6411883,0.49895394,0.60392225,1.3336066,1.0455623,1.300994,0.5761885,1.3676867,1.2608382,0.99398196,1.3538959,1.2015789,0.5107089,0.6039749,1.2665576,1.219494,1.1737242,0.5499079,0.7813098,0.67578185,0.9184315,1.1207613,1.059002,1.1444331,1.1841192,1.2233511,1.3143337,1.2930392,0.3171528,1.2427353,0.431131,1.0660918,0.9415046,1.3971617,1.1503633,1.1561484,1.0627586,1.062118,0.634261,0.89716333,1.0299189,0.7272414,0.5035829,0.9069609,1.2213095,0.24958587,1.061831,1.2084932,1.0820117,1.183502,0.0,1.0965827,0.9481366,1.3389244,0.7920852,1.3210415,0.60629374,1.1442953,1.1247354,1.2343326,0.31586564,0.6658354,0.30955303,0.6989725,1.0027096,1.219153,1.1416403,1.3086643,1.14887,1.3161561,0.5535634,0.49150097,1.2884922,1.0773681,0.8875652,1.0897615,0.9023621,0.85069704,0.8009465,1.2633749,0.927359,1.2298124,1.1814549,1.2125963,1.0455832,1.2170634,1.2377152,1.2396709,1.3063078,0.48747027,1.1521739,0.5626749,1.1477048,1.1953838,0.4899518,1.1590893,0.92269737,0.984736,1.3238556,1.3928089,0.36392105,0.5978804,0.8983965,0.8289675,0.48800826,0.7106296,1.0356917,1.2769161,1.250114,1.1139672,0.2985201,1.3398309,1.0195718
hose,1.0626215,0.8995678,1.1081529,1.1003225,1.0064987,1.0406855,0.9880134,0.8491882,1.0024523,1.2425343,0.8060572,1.0919895,1.2345716,1.1099719,1.1800052,1.0455427,0.9258455,0.8499098,1.0514352,0.9444912,0.89981425,0.8380731,1.1104715,0.73773366,0.91443574,1.0383784,0.75840604,1.2055357,1.018468,1.1697891,1.2361509,1.0154166,0.91247874,1.1506479,0.9077731,1.1751302,1.1922158,0.9730122,0.6352507,1.1002276,0.99885803,1.0960797,1.0202943,1.0339622,1.169342,0.9498242,0.8969979,1.0687479,0.96841395,0.99950063,1.0976973,1.045259,1.1406481,1.0800793,1.0965827,0.0,1.1279069,1.1463047,0.72060144,1.0133718,0.7769334,1.1716563,1.1814591,1.1655593,1.0452992,0.7413903,1.0134459,0.9799727,0.96404886,0.7706353,1.0675738,1.1854331,1.1040146,1.1330055,0.8899644,0.86576307,1.1862714,1.0482987,1.051815,1.0127696,0.93534046,1.0050888,0.8844375,1.050264,1.0107518,1.2013578,0.8941655,1.1882083,1.082242,1.0967239,1.0026606,0.73125917,1.168795,0.9146427,0.9516912,0.81090564,1.0741346,1.1584988,0.8295696,0.95145214,0.86750543,1.1957184,1.2242185,1.1558204,0.9503337,1.0367879,0.88894254,0.73428553,0.8731483,1.0540493,0.6914283,0.962044,1.068828,0.72418195,1.0027937,0.8836442,0.79399735
jacket,0.9750072,1.0490087,0.81654006,1.0375854,1.0769289,1.0708506,1.0922832,1.1486604,1.0817915,0.99619025,1.1958138,0.82714546,0.8248365,1.1421405,0.78835905,1.138121,1.1081249,1.2196705,1.1962025,1.052027,0.95483416,1.118693,1.2451682,1.0086839,1.2322634,0.90663826,0.9765215,0.43143344,0.9372607,1.0577285,0.9570709,1.0277828,1.1715877,1.043479,1.1791464,1.0246727,0.89838654,0.9128394,1.2202468,0.6600033,0.80009204,0.9765321,0.7971035,1.1437702,0.95218456,0.80725765,1.1561356,1.2388048,1.219699,1.0455015,0.7622078,1.0784296,0.80002356,0.86256087,0.9481366,1.1279069,0.0,0.7446649,1.1930348,0.9594923,1.0971769,0.92770964,0.74596286,0.95069027,1.1250947,1.1058283,1.0049429,0.7823779,0.77497256,1.0141019,1.0607573,0.7127065,0.45760202,1.1492728,1.2092724,1.1757425,0.7549422,1.0585469,1.118054,1.3010297,0.93282187,0.9021853,1.1701523,0.91556627,1.1004511,0.6225734,1.1492871,0.72936565,0.9990788,0.96573114,1.0448843,1.2086208,0.8780119,0.8920515,1.1736412,1.0977526,0.7871111,1.0169742,1.1151507,1.1306301,0.9927133,0.45109665,0.77730066,1.2055018,1.1572003,0.8185959,1.0221487,1.1467844,0.9378998,1.1388395,1.3000399,1.1457937,1.0983791,0.9995719,1.107606,1.094468,1.147284
jeans,0.9240159,1.1733797,0.574035,1.1376839,1.1730938,1.3166144,1.4327576,0.8246592,0.9990529,0.62909293,1.354464,0.3153199,0.58542943,1.1043116,0.34863043,1.0979381,1.3371054,1.5074761,1.0412735,0.8947578,0.9596075,1.4319773,1.2878458,1.3346038,1.0402641,0.8598346,1.035446,0.5945614,0.9708512,0.98806113,0.5448506,0.81685746,1.4544406,0.8535744,1.4993165,0.9415268,1.0070821,0.7878915,1.2001712,0.6269723,0.54330695,0.88021755,1.1978309,1.1945598,1.1016257,1.1817282,1.4999582,1.291461,0.966929,1.4041569,0.81501764,1.0657647,0.68828446,0.85198784,1.3389244,1.1463047,0.7446649,0.0,1.1303537,0.71800864,1.4038517,0.86723614,0.6142263,0.9553488,1.2909058,1.3244753,1.4214294,1.2083961,0.8640585,1.1244061,0.71966326,0.4641918,0.47538424,0.93291056,1.5169402,1.4134071,0.5532792,1.0214812,1.2845832,1.2798791,0.87053007,1.1618843,1.3549964,0.97241354,1.1390698,0.5194807,1.0134021,0.58009744,1.0077155,0.6967932,0.8820634,1.0824605,0.47002792,1.3005679,1.0333973,1.3658446,0.8247561,1.0481831,1.516159,1.0875281,1.2162402,0.88002086,0.49463218,0.7158322,1.5058136,1.1660159,1.1074487,1.2886797,1.3692577,1.2959868,1.2062072,0.90667933,0.95975345,0.976637,1.3868424,0.8376852,1.0152214
knife,1.0513985,1.1364553,1.131041,0.942397,0.8908528,0.7104248,0.7169485,0.97816217,0.9147826,1.2432911,0.78247106,1.0707741,1.1940236,1.0801746,1.1382512,1.1979939,0.7434677,0.60776913,1.1916692,1.0489744,1.0590683,0.5774545,0.82177263,0.5695917,0.6849781,0.9177457,0.6639375,1.2000124,1.1784284,1.2176516,1.2479827,1.1963378,0.6979236,1.2465364,0.6332942,1.1525621,1.2492447,1.1782854,0.9277978,1.1716441,0.78300256,1.2789109,1.000828,0.9817669,1.2344787,0.83935976,0.51205575,0.9959704,1.0703104,0.7987341,1.1453974,1.1506144,1.2717575,1.2900457,0.7920852,0.72060144,1.1930348,1.1303537,0.0,1.0957493,0.72509706,1.1509203,1.1779816,1.2491975,0.90682495,0.5417832,0.78281885,1.0572324,0.9247596,1.0546739,0.8978628,1.1753627,1.1403216,1.3089907,0.6112845,0.76815057,1.2151775,1.1335001,0.8963736,0.8064949,0.94553363,0.83096755,0.650913,1.2047058,0.8161998,1.2296007,1.0056039,1.147997,0.9439025,1.1578879,1.1730553,0.93625605,1.156185,0.7830843,1.007481,0.7573164,1.0024292,1.2051256,0.4856137,1.1088235,1.0808557,1.3031486,1.2286038,1.1731176,0.6271514,0.97948027,0.99414647,0.60361814,0.71487176,0.86655194,0.70710695,1.1744758,1.3016626,0.86026645,0.7778808,1.0192263,0.75066495
ladder,0.91587895,1.088,0.9312743,1.2600844,1.276971,1.1641594,1.1702104,0.85179347,1.1033288,0.8882185,1.2059144,0.73123443,0.99257433,1.0396414,0.8450853,0.9666267,1.1283033,1.2273897,0.93935615,1.0607659,0.6016651,1.1225072,1.1677717,1.0161403,0.845944,0.9605104,0.60643196,0.8535279,0.96217644,1.0031254,0.8334629,1.0106927,1.2280935,0.68434125,1.2593551,1.0075217,1.0661402,0.5223364,1.0331602,0.87329924,0.9711685,0.992764,1.2286489,1.1722134,1.1345091,1.166384,1.2563441,1.1499604,0.9088061,1.26909,1.0697666,0.9561873,0.9867434,1.1829002,1.3210415,1.0133718,0.9594923,0.71800864,1.0957493,0.0,1.0867536,1.0207933,0.97857094,1.0831892,1.2522172,1.1186657,1.2600603,1.1376922,0.91362315,0.7153414,1.0419161,0.89918375,0.8301612,0.9636988,1.2189242,1.1962531,0.7992091,1.1327544,1.0293647,1.1180205,1.1236396,1.1032579,1.0900679,0.6354691,1.00269,0.8701928,0.83738214,0.9222244,1.0319575,0.9007364,0.784261,0.9787347,0.67584765,1.3385917,1.050762,1.2072614,0.99278045,0.9381113,1.3140216,1.0598743,1.0601085,1.0358423,0.890818,0.69154704,1.2915826,1.3379459,1.1524901,1.1306045,1.1594558,1.1051317,0.9655428,0.9416306,0.8265016,0.88357854,1.3120974,0.6382191,1.0797619
lamp,1.1463289,0.9352777,1.4027472,0.79057497,0.7128833,0.56160253,0.5722687,1.2983936,1.1592528,1.4858452,0.5299199,1.4791819,1.501132,1.1575222,1.5608733,1.1898425,0.46974325,0.4930343,1.2285608,1.2361618,0.9233059,0.5515762,0.8501079,0.4340794,0.6997855,1.1702219,0.68198955,1.2145073,1.1435261,1.2605729,1.4916215,1.3078558,0.35011655,1.2266536,0.4377833,1.2676419,1.1854969,1.1535754,0.9721285,1.19,1.1406292,1.1857579,0.7893015,0.9969693,1.0993569,0.6393505,0.40701658,0.96103317,1.0761261,0.4765737,1.1413664,1.1383548,1.3508247,1.212599,0.60629374,0.7769334,1.0971769,1.4038517,0.72509706,1.0867536,0.0,1.3623649,1.3287566,1.3132215,0.53137356,0.49165684,0.4247691,0.7226767,0.97578037,0.8751941,1.2492796,1.3752601,1.1472253,1.3338759,0.48209524,0.46233296,1.3597308,1.1155913,0.8591348,1.0136676,1.0275269,0.8358423,0.7054063,1.099998,0.84544456,1.4190025,1.1941637,1.3389635,1.1599966,1.2625654,1.0726229,1.0275207,1.4701341,0.63980985,0.9610662,0.47498924,1.0416372,1.1943452,0.43861127,0.9366206,0.8741177,1.197218,1.5007707,1.4290512,0.43441713,0.7095822,0.90025955,0.59415853,0.29729855,0.89135057,0.88362396,1.0874894,1.1996305,0.86460793,0.46116203,0.9987503,1.0114871
meat,1.0138824,1.0206999,0.72778565,1.102234,1.1435697,1.208017,1.2287467,0.9332557,0.7757976,0.7870668,1.1850243,0.74408853,0.6692526,1.0102435,0.7095616,1.0896308,1.3554893,1.2864637,1.0388674,0.89401853,1.0660261,1.2904128,1.1355667,1.3839391,1.2477132,0.6733109,1.2996545,1.0082539,0.8685268,0.92726547,0.7651084,0.8336737,1.3115666,0.93571144,1.3407035,0.77923095,0.9422382,1.0335531,1.190518,0.92852706,0.88971233,0.8624677,1.0389994,1.0128578,0.81481874,1.1068876,1.2799976,1.0155106,0.9234263,1.1758783,0.9062131,1.0701145,0.77838206,0.87376314,1.1442953,1.1716563,0.92770964,0.86723614,1.1509203,1.0207933,1.3623649,0.0,0.82836115,0.8312024,1.1807562,1.3286016,1.2051998,1.0553594,0.9176311,1.2390935,0.745643,0.82314646,0.8080249,0.9238016,1.2811196,1.2520674,0.80365324,0.8448124,1.1593908,1.0203942,0.9579831,1.1905937,1.2524582,1.0632339,1.1221398,0.69743425,0.877122,0.8206456,1.0068058,0.8511766,0.86204875,1.0228018,0.801754,1.1001884,0.9679133,1.298454,1.0185822,0.9858209,1.2665819,0.99284613,1.0701104,0.92247635,0.6934679,0.85589945,1.2484298,1.1038271,1.1120007,1.0735545,1.3101053,1.1048138,1.2102,1.0379554,0.9847109,1.2450986,1.272337,1.070815,0.92627716
mitten,0.85241175,1.1202877,0.8509003,1.1201705,1.2082456,1.0616874,1.3024302,1.093028,0.9281974,0.8850351,1.3343462,0.81669533,0.48772967,0.9525357,0.63933957,1.0059539,1.3174043,1.3475654,1.0905153,0.80732757,0.943453,1.0813872,1.025356,1.420831,1.2278309,0.92920554,1.2817663,0.7461794,1.0088267,0.97401184,0.86247927,0.67332363,1.3701636,0.8815252,1.3117452,0.82391393,0.68926585,1.0996066,1.2606943,0.72485816,0.78962934,0.8550967,0.97672665,0.9712059,0.7771047,1.1972375,1.3721781,0.98469454,1.0564537,1.3033243,0.3062365,0.9184557,0.79538864,0.66439474,1.1247354,1.1814591,0.74596286,0.6142263,1.1779816,0.97857094,1.3287566,0.82836115,0.0,0.7892792,1.2748811,1.2797487,1.2907493,1.1096001,0.83719826,1.1584697,0.7632141,0.66080385,0.7138491,1.0270559,1.3320906,1.3456517,0.72852445,0.8988891,1.2619816,1.1629301,0.6699712,0.9927846,1.3427949,1.0552677,1.2955998,0.52510524,0.84454715,0.7523835,0.6804592,0.85580486,1.097007,1.2623646,0.8736434,1.0867277,1.1624703,1.3328326,0.6416446,0.92857224,1.2638187,1.1376519,1.1694475,0.82704175,0.77499104,1.004058,1.3109373,0.99334687,0.8224852,1.096244,1.3320739,0.8523551,1.1202619,1.0294257,0.97646713,1.2201596,1.3277304,1.1367728,1.0238172
muffin,1.0041316,1.1072015,1.0216507,1.1269461,1.148239,1.0953866,1.10156,1.169214,0.99320155,0.9933133,1.2855133,0.9824426,0.93784803,0.98970616,0.9130431,0.92625797,1.2433656,0.9993245,1.0511094,0.67995787,1.0016761,1.2456354,1.1347905,1.3189127,1.2847124,0.93991506,1.1721526,0.86425406,0.9225639,0.2388556,0.9790194,0.66749513,1.2838404,0.97508836,1.1741059,0.72384775,0.8568933,1.0215645,1.0699451,0.99931616,1.120314,1.060585,1.0675201,1.0238601,0.84768754,1.065413,1.1642091,0.9915356,1.2313006,1.2538486,0.76292354,0.7949205,0.935725,0.7365561,1.2343326,1.1655593,0.95069027,0.9553488,1.2491975,1.0831892,1.3132215,0.8312024,0.7892792,0.0,1.2535444,1.2967592,1.2226441,1.0336756,1.1025741,0.99433315,1.0807074,0.8797021,0.9771978,0.9792224,1.155365,1.2115669,0.88479626,0.4814849,1.0574832,0.60135055,1.0310922,0.9858794,1.1818347,0.98444664,1.0067383,0.87738997,0.83489454,0.9290941,0.93126,0.8338964,1.1163133,1.1148708,0.9673055,1.057976,1.2357113,1.2312016,0.8432611,0.36298907,1.1279484,1.1355189,1.1818874,0.8485536,0.8944284,0.8001094,1.1758862,1.0885609,0.94042784,1.1093936,1.2570026,1.0576771,1.0845705,1.0323901,0.9707711,1.0134896,1.2204657,1.1665471,1.0829638
nail,1.1820177,0.9797084,1.1447766,0.69008,0.5928198,0.5795386,0.68937135,1.2272923,1.0514691,1.2442397,0.38733804,1.3123187,1.3461823,1.092062,1.3384292,1.2266077,0.4490797,0.6375079,1.2276839,1.191111,1.107409,0.7613418,0.96103746,0.71769387,0.82558393,1.1890212,1.0880916,1.1669954,1.1492018,1.1772805,1.2678417,1.2543218,0.1743952,1.235574,0.47248882,1.2114885,1.243037,1.340879,1.1535571,1.2184895,1.0038648,1.1017425,0.7037568,0.95010173,1.0899109,0.7806777,0.5281817,1.0375779,1.0353333,0.26315212,1.1769391,1.2031505,1.1687988,1.1787274,0.31586564,1.0452992,1.1250947,1.2909058,0.90682495,1.2522172,0.53137356,1.1807562,1.2748811,1.2535444,0.0,0.7393876,0.3458202,0.7507309,1.0791239,1.1579645,1.0486044,1.2856281,1.2011223,1.2215242,0.5617054,0.32877028,1.3147662,1.1088481,1.0009863,1.0646015,1.1125636,1.0212733,0.9157927,1.2945915,0.962024,1.3073804,1.2176974,1.2285203,1.2387841,1.1885661,1.1605757,1.0526713,1.2370734,0.55066156,0.9744978,0.5670525,1.2079242,1.1730922,0.5882575,0.9771553,0.91454893,1.1734209,1.3617461,1.2929378,0.42999518,0.6610409,0.917286,0.75609475,0.49150157,0.9916788,1.0822124,1.1533864,1.1782781,1.1202153,0.15961802,1.1798369,0.9365268
napkin,1.1892397,0.93291813,1.3188045,0.8268471,0.7590767,0.6455244,0.41827846,1.125549,1.1761657,1.3757236,0.68030906,1.3849919,1.3846985,1.1351646,1.3849398,1.070539,0.42476064,0.5203753,1.0935955,1.191465,1.0202353,0.4002787,0.867728,0.3184017,0.7678821,1.141085,0.6556349,1.2152243,1.1789991,1.2403007,1.3765306,1.3197916,0.49419713,1.1213913,0.36045098,1.1176504,1.0425864,1.2113549,0.7411573,1.1653328,1.208353,1.289909,1.0020944,1.041855,1.0037673,0.7937999,0.37393606,0.90299183,1.1642355,0.6711679,1.0100272,1.1311412,1.4411983,1.3077104,0.6658354,0.7413903,1.1058283,1.3244753,0.5417832,1.1186657,0.49165684,1.3286016,1.2797487,1.2967592,0.7393876,0.0,0.672117,0.9867692,1.2028419,0.68759894,1.2730808,1.3100591,1.2283554,1.2175285,0.488824,0.55204856,1.2725148,1.206825,0.7729671,0.96350455,1.0741084,0.5388406,0.43999505,1.0959942,0.6438506,1.4170381,1.173397,1.348817,0.99414515,1.3648188,1.1888901,1.0438192,1.3432506,0.77324235,1.1419201,0.5235895,1.0757087,1.1480906,0.49159795,1.203238,0.85961604,1.1519169,1.3884959,1.3941729,0.5254799,0.8574894,1.0678416,0.7537448,0.3658054,0.6484129,0.55188584,1.1809154,1.1725314,0.661397,0.6244844,1.142666,1.0622251
necklace,1.1090405,1.0676341,1.3003731,0.76897216,0.75759554,0.5008331,0.5563645,1.3562613,1.0699769,1.409616,0.46333706,1.3966255,1.4687588,1.1510086,1.4863074,1.2767828,0.53186333,0.5532536,1.3368816,1.1974782,1.0970162,0.71458024,0.8785869,0.54556733,0.89203644,1.1897246,0.8950658,1.1560252,1.1423717,1.201749,1.4207617,1.2996588,0.22329557,1.2925482,0.47328728,1.299835,1.1760985,1.3399115,1.1231241,1.2319485,1.0368979,1.0941247,0.4519837,0.9761545,1.1108313,0.4411093,0.35219944,1.0469902,1.1740222,0.10916293,1.1887143,1.2145375,1.1925251,1.1167483,0.30955303,1.0134459,1.0049429,1.4214294,0.78281885,1.2600603,0.4247691,1.2051998,1.2907493,1.2226441,0.3458202,0.672117,0.0,0.47858083,0.8325442,1.1762457,1.1441454,1.3912756,1.1225643,1.3873104,0.41437632,0.3735367,1.3683099,1.0307872,0.973488,1.0596721,0.911473,0.9293143,0.7731679,1.2753043,1.0103182,1.2923354,1.2162476,1.2887881,1.1720798,1.2264533,1.1747952,1.1282262,1.3994663,0.30633295,1.0307496,0.5261673,1.1839545,1.1576936,0.3587594,1.0255203,0.9323267,1.087975,1.4394104,1.4075978,0.33233076,0.45213747,0.68795043,0.60971665,0.32858086,0.98376787,1.1145543,1.245127,1.2973764,1.101043,0.17823112,1.248321,0.956163
