,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
blanket,1.0917237,1.05288,1.3079281,0.61802536,1.1506262,1.2382836,1.3780586,1.251771,0.82258594,0.7845026,0.1681915,1.2047608,0.41498506,0.54318815,1.2985302,0.0,0.928242,0.9698017,1.3226883,1.2917242,0.9938935,1.1738685,1.0826234,1.2910926,1.1715719,1.3290232,1.0841396,1.0783358,0.6704742,1.0109665,1.4290531,0.944501,1.0738701,0.85404295,1.3502959,0.248855,0.8878867,1.4516623,0.69146335,1.4211836,0.8569601,0.60130626,0.8084408,1.0105435,1.076558,0.5526486,1.1770675,1.2927318,0.9338403,1.217089,0.9922363,1.169382,1.3396192,1.200635,1.1836355,1.3364911,1.1924485,0.8825465,0.99666566,1.2500399,0.68124145,0.73611224,1.2027836,0.97610164,1.062685,0.9209926,1.3887069,0.97714925,0.8346392,0.4938901,1.2662308,0.37159705,0.8974613,0.72961694,1.4243066,0.64341974,0.872741,1.1245061,1.0845882,0.64930624,1.2258171,1.0004156,0.82509315,1.341749,0.95847845,1.1331663,1.1677659,1.3518019,0.9888085,0.9316732,0.47875613,0.5353397,0.8878062,1.4387852,1.436073,1.1232349,1.2576983,1.1498733,0.28907156,1.0151051,1.272259,1.343187,1.1335222,0.8868575,1.1511673,1.0933686,1.2003583,1.1811796,1.0281852,0.7320354,1.2308086,1.1452559,0.6027216,1.1278223,0.54424644,0.990862,0.66583633,0.8545586,0.69726,0.9121465,0.80451393,1.3316072,1.0177277,1.3243418,0.6912402,1.3360445,1.1462302,1.0110549,0.8710753,0.52840066,0.6599028,1.3455513,1.2983849,1.3546386,1.1029967,1.007291,1.1853108,0.832366,0.9205159,1.1269506,1.2141362,1.4051838,0.74826646
boat,1.0658231,1.3802365,1.2238443,0.82940745,0.91971695,1.1640741,1.2504191,1.0907909,0.6212974,0.93001455,0.7005102,1.2369282,0.64543617,0.7944842,1.1921737,0.928242,0.0,0.77993786,1.2016805,1.0900679,0.6072366,1.2127529,1.128507,1.0765057,1.0754508,1.3573718,0.8291452,1.0827425,0.9804915,1.1363935,1.2644851,1.0655705,0.9036207,0.86591196,1.1630213,0.71530837,1.095808,1.2465079,0.77348155,1.2992556,0.8310493,0.9460157,0.87861836,1.063809,0.9758846,0.9465561,1.2714809,1.2803267,0.91794586,1.3373572,0.8298863,1.2797298,1.1729103,1.0903009,1.3386855,1.2956047,1.0709637,0.75481915,0.5616188,1.2760134,0.99204785,0.768149,0.9262814,1.0132054,0.918936,1.0010415,1.3133421,0.8957811,0.83878946,0.95720214,1.0472997,0.8285039,0.81059355,0.7426282,1.3261333,1.084735,0.99004525,1.0801412,1.1091481,0.8456963,0.97000575,1.0242928,0.8931114,1.2743645,1.2869451,1.4234741,1.3015175,1.355074,1.0588694,0.88595957,0.7328927,0.90781033,0.6972941,1.2037894,1.2513458,1.0589765,1.4012504,1.0835681,1.1325325,0.96240824,1.3105893,1.1028415,1.0716987,0.93493927,1.041561,1.0832478,1.0299221,1.1616174,0.9956912,0.88443375,1.1465971,1.0780852,0.95658547,0.9445519,0.76583266,1.0073779,0.99547637,0.86786234,0.74820584,0.8149584,0.42618573,1.2818636,0.5455887,1.3183982,1.1127009,1.2007979,0.79817414,1.0918808,0.834075,0.7218567,0.6669621,1.1146473,1.3504503,1.1610931,1.0102439,1.4112792,0.90752083,0.537064,0.737766,1.0489533,1.169913,1.31845,0.90970874
book,0.91847813,1.3519733,1.2955527,0.9547596,0.92781335,1.1588999,1.2463385,0.90312034,0.8636571,1.1476586,0.79709053,1.253869,0.7269863,0.88905656,1.0899326,0.9698017,0.77993786,0.0,1.1760442,1.1211995,0.423298,1.1951219,1.0984802,1.0513015,1.005299,1.2605188,0.8109738,1.2976506,1.0012995,1.108579,1.1147157,1.1630086,0.7726611,0.7190617,1.1202686,0.7942445,1.0350796,1.1522307,0.8088665,1.2335229,0.9662792,0.9144258,0.8533081,0.8668591,0.8859816,0.9411609,1.2029805,1.3768861,1.1006101,1.3142707,0.991384,1.2195301,1.2380424,1.0296315,1.3510122,1.2782538,0.7311421,0.8360057,0.818999,1.2748146,1.1717509,0.9436981,0.5245677,0.97613066,0.8255191,0.90791076,1.3434012,0.9184541,0.9111536,0.8336201,0.9926578,0.9971018,0.8682461,0.8448765,1.2317007,1.1794952,1.0028865,0.98736364,0.94161695,0.9627071,1.0956126,1.0883934,1.0535227,1.3475486,1.2484426,1.3165939,1.292692,1.2734051,0.8892313,0.8796688,0.86345536,1.11779,0.39537942,1.128063,1.0914772,0.8106994,1.2996893,1.0483463,1.1468529,0.6061427,1.3012885,0.9452072,0.769652,0.96420974,0.8018143,1.0471944,1.0405289,1.1510202,0.68113947,1.0907265,1.0972649,1.2823846,0.877374,0.74773264,0.9630409,0.99750304,1.1090374,0.8572116,0.94402844,0.9538277,0.7627493,1.3673382,0.98107,1.3281295,1.1911521,1.1973008,1.0968469,1.1323781,0.74075544,0.9190342,0.703905,0.8569895,1.3733647,1.1104387,0.9350914,1.2386155,0.68748,0.511075,0.87312084,0.990189,1.1106977,1.3683373,0.92891604
bottle,1.1817433,0.9254934,0.55771756,1.3227851,0.77036923,0.38249183,0.6399611,0.5439997,1.2258387,1.292484,1.426104,0.56156963,1.2920845,1.4470506,0.73318857,1.3226883,1.2016805,1.1760442,0.0,0.46668535,1.1033379,1.0510482,1.0475643,0.33376622,0.74166435,0.3839687,0.9794651,1.1430469,1.1962035,0.6464206,0.5656439,0.973425,1.1339277,1.2706006,0.8156145,1.433733,1.2364054,0.39051437,1.18944,0.20281625,1.2094004,1.2435579,1.0783943,0.97334605,0.98758775,1.2750311,0.9348367,0.8155683,1.1383182,0.97283226,1.2115165,1.048565,0.4837047,0.6853632,0.9536995,0.33914816,1.1031648,1.1733773,1.2172804,0.88586533,1.1164907,1.2352254,1.0613811,1.160824,1.2673285,1.3873066,0.4694023,1.1493226,1.1963518,1.3085271,0.54503727,1.4901452,1.3527815,1.1127787,0.45660007,1.1129113,1.2219555,0.92685777,0.77418756,1.19262,0.5867789,1.2207253,1.3857244,0.50493187,0.54024893,0.9545748,1.0233569,0.7003314,0.9915036,1.2377987,1.429814,1.3778014,1.3276684,0.4698944,0.5279418,1.0471685,0.7869083,1.0217466,1.0637721,1.2306502,0.68224907,0.6966604,1.1245736,1.3398815,0.9938635,0.56254244,0.62446105,0.961251,0.99161536,1.2756782,0.7687372,1.054056,1.3475094,0.90532994,1.4005632,0.9769723,1.3409178,1.2514087,1.2851466,1.0428429,1.1287336,0.38973534,1.1223071,0.6193801,1.1294284,0.5948791,1.0912342,1.0959156,1.1204488,1.4509472,1.2251375,0.56001216,0.7765266,0.96161366,0.8450518,0.5053259,0.5735159,1.3321072,1.1509806,0.7846658,0.45209873,0.5003777,1.202637
bowl,1.151125,0.9405683,0.3605126,1.4005959,0.7971658,0.4759217,0.5223191,0.619048,1.1695987,1.3446598,1.4486692,0.47783446,1.2218602,1.4496727,0.815289,1.2917242,1.0900679,1.1211995,0.46668535,0.0,0.9994668,0.94550925,0.959178,0.3462237,0.89769036,0.5404527,0.9048206,1.0229781,1.1793499,0.8042944,0.61682713,1.1375675,1.0813544,1.3141222,0.6878897,1.4306152,1.200726,0.40600532,1.0683643,0.38218647,1.060628,1.2332324,1.0860682,1.1334159,0.9407084,1.3890486,0.9241016,0.58751804,1.1823461,0.9359324,1.2262508,1.0330378,0.46885526,0.6505748,0.9196688,0.4932016,1.105385,1.1863182,1.2004082,0.85920155,1.1933136,1.2721331,1.0471792,1.2018396,0.9948609,1.3371601,0.57149833,1.2709012,1.3143668,1.4025414,0.69179,1.5120099,1.2492071,1.208391,0.5868089,1.2767771,1.0518106,0.72310925,0.8804343,1.2452576,0.6979924,1.1590186,1.211423,0.60048056,0.59277403,0.86060846,1.0064938,0.52556455,1.0740285,1.3284202,1.477685,1.2954232,1.3058333,0.49060118,0.51473737,1.0409958,0.6435579,0.95998704,0.92329335,1.0912802,0.65334,0.34292215,1.1820648,1.2296947,0.95243233,0.79360986,0.5425803,0.9532007,1.101873,1.327708,0.9141687,0.9279259,1.3161298,1.0061044,1.4786209,1.0009866,1.2930564,1.2394302,1.3448068,0.9229265,1.1465621,0.43742442,1.1321912,0.55396765,1.1940067,0.60412174,1.122158,1.083251,1.1167587,1.4846115,1.3002846,0.57390296,0.81026644,0.9656305,1.0604495,0.65141106,0.6929223,1.1738095,1.1722751,0.6399903,0.7906272,0.53866804,1.2851907
box,1.1007316,1.3096794,1.2928798,1.0105765,0.9497543,1.2211295,1.2408917,0.74168175,0.65674454,1.2044842,0.8362869,1.1444548,0.67337364,0.99131954,1.1257062,0.9938935,0.6072366,0.423298,1.1033379,0.9994668,0.0,1.2420263,1.0437812,0.8307754,1.0524119,1.1658825,0.8401034,1.3143413,1.0604905,0.88839114,1.1671691,0.9903257,0.7104932,0.78656155,1.2066367,0.8569135,1.1525402,1.1589351,0.5178972,1.0968554,0.95515454,0.9850574,0.87196445,0.71724945,0.69252485,0.98276716,1.2746277,1.37248,1.0719631,1.2955157,0.98568046,1.2863455,1.2513313,1.0745914,1.3726451,1.1740487,0.9779413,0.8746243,0.7779411,1.2449945,1.1653959,0.949257,0.63964033,1.0273846,0.91556793,1.0032125,1.2753956,1.0455757,0.90529275,0.9607802,0.8531147,1.0692258,0.901642,0.6644952,1.123224,1.2255306,0.9566045,1.0496894,0.8847667,1.0014826,1.0882581,1.0743421,1.120145,1.3803744,1.1739446,1.2944094,1.3130717,1.2868834,0.63250387,1.0488458,0.91252524,1.1162126,0.496938,1.1307395,1.0898387,0.9320317,1.3501619,1.0461357,1.1569389,0.8913777,1.3061903,0.98260844,0.9871092,1.0293024,0.9821094,0.92367953,0.88040113,1.1550289,0.6049673,1.1593608,1.1465507,1.2128227,0.94914806,0.7633273,0.98660374,1.0364314,1.1071088,0.86751366,0.86676735,0.71807015,0.6082454,1.3195994,0.9383208,1.204174,1.2222973,1.1723427,1.123223,1.20296,0.78567046,0.98927826,0.5477362,0.8132243,1.4236757,1.1552563,0.9686748,1.2108277,0.64597946,0.26845348,0.8889715,0.8881943,0.97664845,1.3745829,0.89034283
bread,1.0503256,0.74729866,0.63952917,0.9712472,0.9307455,1.0083948,0.74050725,1.0655115,1.2867017,0.98005915,1.2202452,1.1200529,1.3073097,1.0352015,1.0998354,1.1738685,1.2127529,1.1951219,1.0510482,0.94550925,1.2420263,0.0,1.1001523,1.0934101,0.98037255,1.0936491,1.1765646,0.89721036,1.0307901,1.1127495,0.99034613,1.273315,0.94661313,1.1642132,0.66724396,1.2353574,0.47360122,0.9705186,1.2637272,0.96863115,1.0293963,0.9764259,0.9201801,1.2336701,1.1594784,1.2016199,0.7135802,0.52374005,1.2096714,0.89248645,1.0479097,0.590618,1.0192952,1.0846282,0.70150375,1.0013758,1.0458796,1.0911894,0.96291584,0.9031098,0.86431146,1.1786089,0.811142,1.0546607,0.8328408,0.787193,0.93319184,1.0759653,1.075732,1.2259727,0.8876472,1.1625624,1.0239851,1.299635,1.077917,1.1229267,1.2687051,0.9485798,1.0033855,0.91383886,1.0523386,0.8305721,0.57940495,0.76308525,1.0930578,0.8953576,0.7453223,0.65061784,1.2385132,1.0360651,1.0928276,1.198904,1.049174,1.0386596,0.96958745,1.1213331,0.6261483,0.97935677,1.132813,1.0392354,0.9822805,0.83473974,1.0496986,0.5888002,0.9185271,1.0408498,1.0742755,0.40733832,1.2315941,0.99027056,0.9711971,0.87888974,0.9429265,1.1582173,1.1984609,0.9941716,1.0797948,0.99870694,1.3225763,1.2546331,1.2243873,0.9331973,1.1158723,0.85552204,0.9635635,0.9484755,1.0991668,0.9582047,1.1565205,1.21243,1.2143804,0.93060464,0.5999391,0.71627635,0.95061123,1.1092765,1.0414822,1.0989771,1.1600684,1.2104877,1.1879697,0.822796,1.2919445
broom,0.9320054,0.9094113,0.9558246,1.1179719,1.0293492,1.0596963,0.8820275,1.0400485,1.134058,0.79583246,1.1389495,0.82540977,1.0813845,1.1232703,0.9282136,1.0826234,1.128507,1.0984802,1.0475643,0.959178,1.0437812,1.1001523,0.0,0.89586884,1.0763316,0.8777825,0.9649773,0.8304558,1.1204923,1.0441463,1.0495572,0.88605523,0.91220903,0.99305445,0.96152484,1.1054709,1.192408,0.8190609,1.0618155,1.0278597,1.184201,1.1666389,1.1534486,1.1696916,1.0887189,1.0431821,0.9012925,0.844379,0.77331007,0.80247205,1.104028,0.90529746,0.93617094,1.1623528,0.861544,0.9935799,1.0126388,1.0958486,1.1776541,0.95280486,0.97465986,1.209305,0.9291529,1.1112587,0.9874848,1.0284252,0.9175445,1.0343258,0.8647524,1.009244,1.1899462,0.9502033,1.0132278,1.1688805,0.9446228,0.91097087,0.7148724,1.0622187,1.0130094,1.0621963,1.0801767,1.0521702,1.1691712,1.0034333,0.8875735,0.73210406,0.8967198,0.8775458,1.0784433,0.98781145,1.0992953,0.8935809,1.1601439,0.8535817,0.8455286,0.9600628,0.80875623,0.9814159,0.96247435,0.9514941,0.9388839,1.007288,1.0024028,1.2042907,1.1228274,1.1095644,1.0273734,1.0715138,1.0827081,0.8432914,1.0368636,0.81725323,1.0605431,0.87531894,1.0917351,0.9115986,0.96474075,1.2435883,1.141989,1.1612573,1.088037,0.954702,1.0270758,0.82705593,0.78859675,1.0041459,1.0301675,0.8897435,0.9129394,0.9628016,1.1972653,1.0216229,0.9470708,0.78039515,0.8437893,0.85534906,1.015965,1.1184132,1.2262889,1.0740223,1.1039406,0.8864393,1.1152933
bucket,1.1736653,0.9083128,0.64452404,1.4264529,0.7073493,0.7135206,0.7170128,0.5031306,1.0663427,1.357518,1.4635518,0.5761898,1.0918494,1.4453435,0.79495,1.2910926,1.0765057,1.0513015,0.33376622,0.3462237,0.8307754,1.0934101,0.89586884,0.0,0.81992525,0.48116797,0.78552747,1.1836892,1.212193,0.6633338,0.7103239,1.0253524,1.027388,1.2211827,0.8109571,1.4422922,1.2750102,0.48128295,0.95653474,0.3516183,1.1051009,1.261026,1.0728681,0.9029906,0.85343766,1.3075248,0.91780895,0.83532417,1.1619415,1.0570403,1.2959237,1.0880278,0.58554906,0.80777276,1.0120578,0.4976207,1.1011691,1.2165763,1.1503522,1.0077717,1.012572,1.2807801,0.87576973,1.224259,1.1547086,1.3397472,0.5693527,1.2402555,1.2247227,1.3022405,0.4996621,1.4977207,1.2303629,1.0381316,0.5608969,1.1440468,1.0055063,0.93671703,0.76857054,1.1194117,0.63786006,1.2381299,1.4062705,0.8207964,0.54568684,0.93601614,1.0783125,0.69715214,0.8779745,1.2870245,1.4765239,1.2933869,1.2550818,0.48856217,0.5556263,1.0749885,0.76266336,1.0603466,0.9123152,1.1504177,0.8206161,0.4849447,1.1700606,1.3251917,0.97632587,0.6077878,0.56954867,1.0514107,0.91907454,1.3065233,0.8474614,1.1374183,1.3016438,0.6694926,1.4785336,0.8351681,1.2858483,1.172668,1.3079594,0.83924824,0.917283,0.67753077,1.1766714,0.66742045,1.0403093,0.62681085,1.0523565,1.0587289,0.9707264,1.505216,1.1864184,0.4424516,0.9334023,0.9062506,0.85053384,0.5788778,0.4515218,1.1500405,1.210611,0.633322,0.562493,0.7134413,1.2526139
butterfly,0.9467922,1.0792112,0.88507175,1.3312622,0.8290298,0.82134783,0.860644,0.74904287,1.2112291,1.0395253,1.224798,0.88232756,1.1214663,1.2951307,0.7454252,1.1715719,1.0754508,1.005299,0.74166435,0.89769036,1.0524119,0.98037255,1.0763316,0.81992525,0.0,0.93633467,0.9860964,1.276032,0.5894902,0.8554577,0.85155004,1.1153367,1.1349185,1.2567164,0.79606295,1.2518337,1.1086789,0.78947264,1.1283686,0.86995625,1.0833149,0.63082284,1.0428437,1.0558542,1.1366738,1.2588013,1.0563827,1.0761113,0.99519867,1.2058945,1.1050563,1.2095587,0.7560206,0.6961984,1.173971,0.7172709,0.7599735,1.096931,1.1598241,1.0392478,1.2110739,1.0942187,1.0651602,1.0288624,1.121681,1.3421152,0.74974823,0.49847955,1.1919491,1.1834505,0.7548801,1.3570638,1.3992224,1.1040444,0.8777191,1.1494728,1.1016717,0.98103607,1.0169524,1.3319762,0.50614625,1.2137878,1.177239,0.94746214,0.95008534,1.090231,1.0986085,1.0078799,1.1107404,0.77163076,1.2905061,1.3312203,1.1860192,0.807405,0.8620562,0.92057246,0.98827296,0.73867416,1.123026,1.043216,0.90290284,0.9004273,0.77100956,1.0850194,0.8465956,0.6590066,0.86926705,0.95794934,1.0155432,0.98475987,0.17999822,1.1559225,0.9365693,0.9904382,1.3008982,0.8226927,1.3162506,1.242915,1.1290967,1.1708221,1.1891549,0.79839104,1.0350206,0.9503218,1.2210383,1.0144349,1.0778008,1.0521598,1.0710577,1.2448208,1.1295003,0.68515676,1.0446796,1.0803801,1.1584762,0.8673166,0.73299843,1.2004426,1.0307062,0.89813304,0.85011953,0.8422711,1.1059468
can,1.1163212,0.73887193,0.71797097,1.3407297,1.0602645,0.54769623,0.62905216,0.6269023,1.1005424,1.1672821,1.4455085,0.40899706,1.2648896,1.5113723,0.7442565,1.3290232,1.3573718,1.2605188,0.3839687,0.5404527,1.1658825,1.0936491,0.8777825,0.48116797,0.93633467,0.0,0.9407339,0.9490197,1.2419361,0.50224054,0.5278308,0.78941095,1.1184082,1.1581061,0.86003095,1.4073179,1.2063868,0.29611045,1.1275513,0.27495527,1.2567217,1.3484058,1.2943834,0.87435365,0.81606805,1.266403,0.9428724,0.76490134,0.97033787,0.6706161,1.3129503,0.9231255,0.51877254,0.7893456,0.7687908,0.3688612,1.1930172,1.2511698,1.3125589,0.75433415,1.2940218,1.2086581,1.2365507,1.189574,1.2878994,1.3357215,0.53749526,1.2386924,1.2080569,1.281213,0.79882777,1.4052,1.1383487,1.0519006,0.24123335,1.0005866,1.0870332,1.0430014,1.0124031,1.4474945,0.72760534,1.2018361,1.436141,0.55486894,0.36667567,0.68413424,0.82905555,0.6343283,0.8686968,1.3361034,1.4809355,1.2204485,1.4509963,0.3138889,0.32013178,1.0924268,0.70022225,1.0775608,0.94548887,1.2887814,0.6042304,0.740536,1.1672559,1.3429698,1.0814345,0.802019,0.5905564,1.0595403,0.96248066,1.2426497,0.92512596,0.8842945,1.4041855,0.9393696,1.4315853,1.0234743,1.1882565,1.2378838,1.1643867,0.98029506,1.1870413,0.37955683,1.1107521,0.5331566,1.076035,0.41196322,0.95176506,1.1260456,1.1714076,1.4487228,1.285502,0.7558284,0.7234199,0.88244456,0.9471081,0.3107739,0.9348018,1.4307878,1.1211709,0.6956029,0.4260924,0.46356082,1.0729051
car,0.94828755,1.164089,1.0121523,1.2260185,0.89808863,0.96838534,0.9561425,0.9294892,0.9826304,1.0082754,1.1077757,0.8539546,0.898975,1.1268938,0.954414,1.0841396,0.8291452,0.8109738,0.9794651,0.9048206,0.8401034,1.1765646,0.9649773,0.78552747,0.9860964,0.9407339,0.0,1.0665525,1.0555788,0.9643195,0.95971185,1.0569146,1.0422843,0.97349733,0.9171551,1.1054559,1.1970216,0.8587165,0.93714046,0.9883737,1.1325678,1.0720528,1.0269432,1.0479143,1.0177269,1.0557371,1.0544397,1.0905089,0.8854754,1.0957141,1.0776371,1.1704531,0.9080691,0.9069426,1.1718314,0.92454034,0.9178091,1.0100164,1.0087988,1.0905323,1.1261771,1.0071089,0.9153436,1.0607044,1.0215756,1.1457361,0.91185236,0.9834305,1.1366627,1.0296175,0.9267729,1.1555169,1.0606458,0.92978,0.93463457,1.074965,0.8961362,1.0682397,1.026603,1.1399746,0.8757244,1.1272471,1.145343,1.0447241,0.93407714,1.0748698,1.0145842,1.0344373,1.0415103,0.8987402,1.1295695,1.0396293,1.0340875,0.81911683,0.85163045,0.99121356,0.9710511,0.9607642,0.95663655,0.96894634,1.0428753,0.9116795,0.95121497,1.1493603,0.9438389,0.97410554,0.8093654,1.1528466,0.9722181,0.9969089,0.9973291,1.0776253,1.0017945,0.81724954,1.1738344,0.8412552,1.1615256,1.0839096,1.042967,1.0092275,0.8662567,0.958103,0.9938343,1.0637288,1.0967517,1.0020436,0.937793,0.97104055,0.8060829,1.1509621,1.019797,0.7658349,1.1846263,1.0243348,1.0676032,0.9444852,0.6680975,0.99377286,0.95673627,0.56024545,0.95141906,0.9479441,1.0122415
carrot,0.94363284,0.6581603,0.85622513,0.86899513,1.2527914,0.9799011,0.9280814,1.2514925,1.1993103,0.9212443,1.1024852,0.8450148,1.1798384,0.93336195,0.9893956,1.0783358,1.0827425,1.2976506,1.1430469,1.0229781,1.3143413,0.89721036,0.8304558,1.1836892,1.276032,0.9490197,1.0665525,0.0,1.1559647,1.2025104,1.0130246,1.0883737,0.98872393,1.1006641,1.0093514,1.0279789,0.88629025,0.86832404,1.1620718,1.0504955,0.9528104,1.1871452,1.138254,1.3149648,1.1866311,1.0524919,0.7014425,0.6437068,0.9576069,0.38143182,0.9102353,0.45042163,0.87820995,1.2050873,0.45626068,1.1017509,1.149773,1.0205668,1.1313082,0.59592235,0.81590414,1.0845404,1.1011307,0.9749664,1.1047294,0.7155145,0.80949193,1.2599531,1.0985665,1.1323633,1.4286239,0.8431598,0.8428416,1.2286209,1.0492903,0.8970103,0.86393106,1.1010611,1.1240577,0.89465094,1.2407311,0.69619405,0.8139961,0.5851138,1.0089035,0.5669018,0.5738181,0.7942881,1.2623992,1.1367927,1.0187186,0.71988076,1.2394476,0.9524216,0.92246205,1.1510692,0.77122635,0.98926353,0.9283343,1.0618612,0.8271818,1.1207601,1.1280122,1.0415468,1.2061857,1.3004342,1.0176257,1.0160394,1.3199396,0.9861362,1.2645165,0.4912849,1.1246793,1.2534122,0.9682938,0.98814905,0.7385446,1.0943214,1.1779689,1.1835283,1.1627778,0.75409997,1.0309736,0.78746307,0.7414962,1.0195009,0.9475088,0.75371706,1.0978426,0.9479439,1.2705147,1.3381474,0.46337634,0.53026426,0.9879482,1.1016026,1.371199,1.2440178,1.2078315,1.1994385,1.2686479,0.5749829,1.2396454
cat,1.0194181,1.0193062,1.2185934,0.9584944,1.0038189,1.1742886,1.2172606,1.1199889,0.9455477,0.82825625,0.7346501,1.1489486,0.8249798,0.8716914,1.109073,0.6704742,0.9804915,1.0012995,1.1962035,1.1793499,1.0604905,1.0307901,1.1204923,1.212193,0.5894902,1.2419361,1.0555788,1.1559647,0.0,1.0751973,1.2651286,1.0617969,1.2032142,0.97664505,1.188169,0.7273393,0.91641426,1.2907143,0.87996,1.2547039,0.87839234,0.06316352,0.8313844,0.99069494,1.0866892,0.96371466,1.2008388,1.2486796,0.9721592,1.2519083,0.9999134,1.2528722,1.1636332,0.9868657,1.2279251,1.1726333,0.9707558,0.93806297,0.9753879,1.1827718,0.92475003,0.8790439,1.104878,0.8922751,1.0271993,1.0716646,1.1688336,0.61014134,0.9624606,0.9152683,1.046861,0.86510384,1.0818272,0.86287963,1.2287059,0.9130722,0.9656235,1.0193397,1.0420396,0.9738803,0.98249704,1.1292205,0.81751895,1.2825568,1.179705,1.1496799,1.1366769,1.2694538,1.0689018,0.8233851,0.89108026,1.0092276,0.9810905,1.2322141,1.2510374,0.96236664,1.2552588,0.9374075,0.79300153,1.0299704,1.0953504,1.1642412,0.88004327,0.8566163,0.9958727,0.9150257,1.0955627,1.0219709,1.0126356,0.8368664,0.56698465,1.1991575,0.6153234,1.0718107,0.9014338,0.9660347,1.0344015,0.9390459,0.8638427,0.9806835,1.0479008,1.1718028,1.0201364,1.2136159,0.9993897,1.1730847,1.0692906,0.9872326,0.89897865,0.88167894,0.83683884,1.162648,1.2423227,1.2501345,1.1368716,1.1580449,1.0781322,0.9739222,0.9521483,0.9933312,1.0457133,1.249768,0.8402049
chair,1.1814755,0.83890754,1.0041348,1.2325518,1.0503074,0.9074203,0.8502011,0.6826779,1.0441102,1.2041645,1.0910698,0.7862338,0.7591194,1.3114402,0.9354819,1.0109665,1.1363935,1.108579,0.6464206,0.8042944,0.88839114,1.1127495,1.0441463,0.6633338,0.8554577,0.50224054,0.9643195,1.2025104,1.0751973,0.0,0.86056453,0.8027596,1.0550365,1.1643243,0.98042494,1.0626123,1.0778912,0.7307635,0.55296934,0.55756265,1.1059008,1.1040428,1.0820484,0.7007865,0.87178445,1.0184925,1.0883291,0.95856893,1.1556795,0.9636255,1.2012043,1.1066215,0.9152069,0.8196548,1.0103577,0.51151717,1.2169542,1.1718206,1.2028744,1.0001994,1.1525946,1.1098524,1.22167,1.142662,1.2019039,1.3021567,0.79774094,1.1570241,1.1020149,0.9621983,0.70563304,1.152584,1.1397252,0.5097749,0.642529,0.90987825,1.0510136,1.1062855,0.9609028,1.3243148,0.71050125,1.2425299,1.3358276,0.98617375,0.6089894,0.96184325,1.0591642,0.97014093,0.79838896,1.2956395,1.2504,1.0908585,1.2481923,0.7271669,0.7191959,1.1334239,0.88598555,1.0705492,0.85512364,1.1678703,0.7183664,0.9744605,1.1618042,1.2573444,1.1593072,0.6851345,0.5466198,1.1141294,0.7238097,1.2851475,0.86361295,1.0840632,1.1567883,0.9066163,1.1760504,0.9107306,1.0616162,1.0629237,0.98003715,0.92752904,1.0472852,0.79420495,1.1840589,0.82430905,1.0014875,0.8495791,1.0838267,1.1333455,0.97066236,1.2138246,0.6867664,0.78759676,1.01599,1.0981575,1.077245,0.5396827,0.83109564,1.1368617,1.0741475,0.7373415,0.47761703,0.85778403,0.98575264
