,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,bench,bib,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,cat,chair,chips,clock,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,ear,egg,elephant,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,jar,knife,ladder,lamp,milk,mitten,muffin,nail,napkin,necklace,orange,oven,paper,pen,pencil,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,sandwich,sauce,scissors,shirt,shoe,shovel,sink,slipper,snow,sock,soup,spoon,sprinkler,sweater,table,tape,toe,toothbrush,towel,toy,tray,vacuum,watch,window
frog,0.83200467,1.0138719,1.3007869,1.0858968,1.0071286,1.0369922,0.75784504,1.0833281,1.1708202,1.292938,1.2141312,1.2686853,0.989579,1.0873401,1.0084733,0.8512014,0.9645894,0.8403094,1.0582228,1.0615345,1.0621505,1.0014017,1.215928,0.87190557,0.87417686,0.79666376,1.3138999,0.9453865,0.9897249,1.1472249,0.767647,0.87675345,0.97681624,0.94106305,1.0677905,0.81402624,1.0866548,1.1266549,0.94054663,1.1157012,1.0100011,0.79104984,1.2924621,0.70392793,0.0,0.72292835,1.0844151,1.0094342,1.1691836,0.8303354,1.2027495,1.1405836,1.2141687,0.8298783,0.8180187,1.1067903,0.8825321,0.9616271,1.1583458,0.9630639,1.1087012,0.86831284,1.1356838,1.0422913,0.8205377,1.0158589,0.9937767,1.0230255,1.2311432,0.9369047,0.9614363,0.9240295,1.0516046,0.87493134,0.75968003,0.77837074,1.155194,1.0729343,0.8095999,0.6686625,1.2430451,1.0578542,0.86596423,1.1069127,1.0552448,1.0616359,1.1628705,0.982799,0.6522072,0.9744705,1.2683969,1.1317759,0.81945515,1.0417883,0.9205764,0.9322727,0.82708657,1.206371,0.9014332,0.961347,1.1515635
glass,0.9764137,1.0324581,1.2118407,1.0952582,0.99778175,1.0586512,0.9444377,1.1971748,1.2642254,1.2706445,1.1593417,1.2758017,0.9448742,0.99144346,0.87251174,1.0540941,1.0003661,1.0439143,0.97640514,0.97427654,0.7432883,1.0949191,1.0860869,1.0485135,0.54870164,1.0165151,1.2807993,1.0988101,0.9187817,1.0121248,0.7860969,1.0173345,1.0750827,0.9213886,1.0428017,0.8065205,0.9590909,0.93532306,0.94461364,0.8824017,1.0986514,0.80247945,1.1667261,0.6543376,0.72292835,0.0,1.0422583,1.0479256,1.0847182,0.66336703,1.1109054,1.0027972,1.0750138,0.8359002,0.91535413,1.1284835,0.6826009,0.99014664,1.168594,0.9633236,1.0195578,1.0401704,0.8663544,1.062953,0.93710405,0.76628715,0.8439928,0.92882985,1.092925,1.1257998,1.0302811,1.1170264,1.0590004,0.9860851,0.97400767,0.8272496,1.1077688,1.2043705,0.9746598,0.8857529,1.1809143,1.0848038,0.9628492,1.2065625,0.98742425,0.72867143,1.1688917,0.97574276,0.7828169,0.70833343,1.1904025,1.2937363,0.9130067,0.9474675,0.86941683,1.0501558,1.0366964,1.2021313,0.7362991,0.9313729,1.0398228
glasses,1.0852478,0.9754399,0.9704966,0.87272125,0.9515922,0.97695965,1.133124,1.1944249,1.1937927,1.0500829,1.0447778,0.99233323,1.0753965,0.9993704,1.1440418,1.1039431,1.1484375,1.0922612,1.0671344,0.90675944,1.1640108,1.077037,0.9937829,1.0648019,1.0043318,1.1686163,1.0283853,1.1120564,0.82717556,0.9545429,1.0993901,1.0940288,1.0221084,0.9296353,1.0029732,1.0088396,0.54803497,0.7417461,1.0258056,0.7729218,1.036211,0.852036,0.4929428,1.0857877,1.0844151,1.0422583,0.0,1.0196041,0.9748552,1.113278,0.49619108,0.7427223,0.6011467,1.13529,1.0450066,1.0121307,1.0884336,1.1686997,1.040191,0.6999129,0.93010443,1.2238051,0.49533987,1.012224,1.1112994,1.0965743,1.0064485,0.88841116,0.8463847,1.1153358,0.95214,1.2210895,0.9693973,1.0597634,1.0666347,1.0668106,1.0899036,1.0941768,1.1251736,0.90017134,0.92896724,0.94833905,0.8691502,1.1849312,0.8027035,1.1958194,1.0598445,1.1011274,1.0191104,1.1293566,0.94219345,1.2271228,1.0291547,0.63109577,1.0469242,1.2257591,1.0814564,1.1220939,1.0180112,0.90376127,1.0472919
glove,0.99263954,1.1885905,0.7041918,0.62884784,1.1154902,1.2260777,1.0482451,0.977416,0.8952135,0.7575458,0.76376045,0.78618,1.0663341,1.2950873,0.98745584,1.154683,0.9876872,1.1504897,0.55867726,1.0287712,1.1025338,1.0847579,1.026833,0.95140654,1.331137,1.0294487,0.85221565,1.0422672,1.3024869,1.0125322,1.110226,0.9679385,1.018381,0.6022492,1.033425,1.1865563,1.0270592,1.040695,1.0775031,0.80525714,1.070905,1.2535489,1.1293046,1.0822475,1.0094342,1.0479256,1.0196041,0.0,1.1957985,1.0803047,0.99544674,0.67327094,0.9430774,0.8852063,1.21397,0.84910077,1.3450365,0.84450424,0.17678022,1.0787634,1.2137841,0.71080613,1.1097441,1.226559,0.94325215,1.038219,1.2255822,1.3533552,1.1824415,1.044612,1.2376955,1.1475812,1.2342292,1.0903034,1.1244866,1.2069491,1.0419269,0.9761127,0.95893526,1.0380598,0.9378722,0.9685724,1.0143881,0.94972765,1.2464218,1.1880928,0.18252695,0.97296923,1.0281708,0.96380687,1.097809,0.8634115,1.0694557,0.9038731,1.1933026,0.75195986,0.79688704,1.2368904,0.9678651,1.1651489,1.094877
grass,0.8786783,0.9959998,1.006941,1.1633353,1.0380782,0.996437,1.156946,1.0978483,1.0689127,1.0184093,0.99568725,0.9475002,1.0401471,0.61223793,1.0848162,1.019549,1.1564195,1.0645933,1.0004969,0.9677875,0.7776315,1.0646753,0.6128515,1.1152632,0.9163691,1.1547595,0.9073156,1.1097925,0.8722137,0.8873095,1.037405,1.1380029,1.0858725,1.1137794,1.0912445,1.0665635,0.9217843,0.9865923,1.0550529,1.0180222,0.913855,0.8530887,0.7162365,1.1557566,1.1691836,1.0847182,0.9748552,1.1957985,0.0,1.0208791,0.9420719,1.0935942,0.74886495,1.2438496,0.85812837,1.0619521,0.8575994,1.1109993,1.1758399,1.0050719,1.0075214,1.0811381,0.72147125,1.0084912,1.0401119,0.98926604,1.0025064,0.84075415,0.41270757,1.0800705,0.77877474,1.0839943,0.9904559,1.1539973,1.1764522,1.0536512,0.98281074,1.127508,1.019691,0.99014086,1.0182452,0.8290032,1.0773717,1.1168053,0.88716197,0.8574447,1.1619658,1.0574157,1.0813221,0.8895389,0.88403904,1.0935607,1.1045687,1.0562749,0.9552371,1.0693911,1.1036919,0.79297894,0.9865599,1.0966829,1.0423237
gum,0.8898079,0.82928467,1.4310045,1.1363524,0.83440197,0.86247206,0.74579644,1.3761836,1.3107219,1.3204436,1.2661109,1.3346527,0.776456,0.5960924,0.5530954,0.9716694,1.0127184,0.8586445,0.82264227,0.8314461,0.8582644,1.2135189,1.0009607,0.99306357,0.6119496,1.0814233,1.3686874,1.1503438,0.6098551,1.2001288,0.5803839,1.0694559,1.1764945,1.0347283,1.2620915,0.8985895,0.99391264,0.9063569,1.0286744,0.9440125,1.0888801,0.736763,1.101302,0.8117542,0.8303354,0.66336703,1.113278,1.0803047,1.0208791,0.0,1.2521389,1.3038094,0.9574165,0.89419615,0.7249706,1.3051202,0.64228845,1.0475065,1.2295296,0.7651267,0.763904,0.96913266,1.0142763,0.8669218,1.1590561,0.8669301,0.6950271,0.74943507,0.94667643,1.1446679,0.79985654,1.0256956,0.8502872,0.82555044,0.80645806,0.8258432,1.3306539,1.2468315,1.078894,0.8959318,1.375104,0.9393492,1.0960146,1.3951006,0.6964786,0.95729333,1.2381322,1.1176553,0.9837062,0.9668888,1.2878327,1.3228652,0.6535894,0.86877793,0.70947486,1.0217941,0.92258465,1.1270056,0.9329093,0.64441013,1.1079047
hair,0.8838151,1.1545942,0.6229601,0.82798266,1.0998453,1.1485741,1.2320037,0.9656975,1.0196834,0.80570304,0.7955227,0.69365466,1.0067337,1.1707242,1.2414066,1.215737,1.1782565,1.2709174,1.1492345,1.0854362,1.1052265,0.8184333,1.0227472,1.1588632,1.160448,1.2408322,0.7710721,1.0458342,1.1135225,0.7480261,1.3243704,1.0409868,0.7997249,0.9491969,0.7636529,1.1153113,0.70901346,0.87861353,0.78542006,0.974435,1.0134702,1.084052,0.6058091,1.1746919,1.2027495,1.1109054,0.49619108,0.99544674,0.9420719,1.2521389,0.0,0.62890744,0.705803,1.2399707,1.2200761,0.8590279,1.2154378,1.1199293,0.9208513,0.9375839,1.0625454,1.1824949,0.5993667,1.1957493,1.0998874,1.0745662,1.156055,1.0475847,0.9153404,1.0864837,1.0439548,1.2491207,1.1518986,1.1450166,1.1936153,1.2054198,0.86273193,0.9984408,1.0175756,1.0836437,0.61176795,1.1230831,0.9707769,0.9579605,1.0865258,1.063587,0.9561097,0.98515433,1.1472055,1.0742518,0.6712601,1.0310751,1.2312714,0.84327567,1.1680622,1.152313,1.1339391,1.0964566,1.0934999,1.1712928,0.82641524
hand,1.0909194,1.2362804,0.4362107,0.7085626,1.1537697,1.2591758,1.2114916,0.80456775,1.0191627,0.75791246,0.7225318,0.8417735,1.174267,1.3640733,1.3955536,1.1837207,1.0405818,1.180297,1.1151389,1.2799008,1.1068193,0.96449167,1.1612495,0.93687195,1.3711207,1.0336008,0.78585523,0.9508545,1.2837119,0.9787073,1.3896697,0.96910006,0.9207301,0.5899129,0.8618969,1.0572866,0.7162924,0.8105837,1.0671042,0.47926825,0.94470614,1.196536,0.84004784,1.0592124,1.1405836,1.0027972,0.7427223,0.67327094,1.0935942,1.3038094,0.62890744,0.0,0.9585627,1.0282956,1.2277423,0.8061278,1.3016987,1.013071,0.72875434,1.0549572,1.2304202,1.0803044,0.8302101,1.247235,0.9482688,0.966619,1.1085523,1.1993625,1.1270254,0.9910926,1.286651,1.124249,1.2626052,1.2608588,1.2658012,1.0547249,0.9007836,0.85157657,0.875178,1.1120951,0.736841,1.1030158,0.8388948,0.7551049,1.21679,1.1198531,0.770254,0.91615736,0.9979861,1.0650543,0.82333386,1.0074942,1.2818522,0.6337331,1.2032814,1.062337,1.1224868,1.0999053,1.0765252,1.2706726,1.0413584
hat,0.97003305,1.0844954,0.951773,0.94802123,0.86186206,1.091099,1.1366189,1.3678625,1.2279553,0.99102587,1.0469503,0.9233756,0.9629646,0.6537932,0.8129137,1.0671582,1.0196978,1.2032995,0.71007645,0.69609416,1.105085,1.1438428,0.4941252,1.2635959,0.96438575,1.3148694,0.9475439,1.2675194,0.714703,0.87353885,0.9751324,1.1416252,1.1000174,0.999564,1.0089071,1.0321093,0.7893387,0.6653844,1.0725708,0.8690363,0.9781483,0.81220007,0.73563766,1.2079666,1.2141687,1.0750138,0.6011467,0.9430774,0.74886495,0.9574165,0.705803,0.9585627,0.0,1.2121274,0.9450036,1.0907569,0.7728308,1.2433475,0.80668676,0.81311965,0.8298129,1.13044,0.52924454,1.1235114,1.1114342,0.9625514,0.8864581,0.79811716,0.48048836,1.2976241,0.73336965,1.2121835,1.0783515,0.9432785,1.0918853,0.97745633,1.1811658,1.3073592,1.0843816,0.8530575,0.9335217,0.8414797,1.0078216,1.3444554,0.57477206,1.2040981,0.84380627,1.1755983,1.0808548,1.1664917,0.7398205,1.2907931,0.92059493,0.74482375,0.93709236,1.1308439,1.1640297,0.95966387,0.9087262,0.9451479,0.9846553
jar,1.0946121,1.0026734,1.125323,1.0372744,1.0265126,1.0434192,0.7457865,0.9926152,1.1284752,1.1639099,1.0876406,1.2485431,1.1094908,1.144314,0.81702536,0.79900897,0.7001407,0.9135596,0.7851902,0.996749,1.1206691,1.1214904,1.2309619,0.86436725,0.9289206,0.8377769,1.2102795,0.8904839,1.1996375,1.0688094,0.60874325,0.80122143,1.0574666,0.8786324,1.0318228,0.9137473,1.1964976,1.1359193,1.0940657,1.111546,1.1502881,1.0750839,1.2791791,0.7735443,0.8298783,0.8359002,1.13529,0.8852063,1.2438496,0.89419615,1.2399707,1.0282956,1.2121274,0.0,1.1160369,0.9691239,1.0565004,0.66916764,0.96808124,1.155499,1.1933,0.8249848,1.2366142,0.9784585,1.0211267,0.9838541,1.0671412,1.2421691,1.4180436,0.9410593,1.2196399,0.7869482,1.0315698,0.73538655,0.70003384,0.95394975,1.0711474,0.9393671,0.9268575,1.0929651,1.1361089,1.0230589,0.8900902,0.93688715,1.1619875,1.1362326,0.97880435,0.9231001,0.7874251,0.9873359,1.3106604,1.0371395,0.86434925,1.0935035,0.99685186,0.83495617,0.8941623,1.0337737,0.96682644,1.0280398,1.1117896
knife,1.0620308,0.9389526,1.3972837,1.2195774,0.8386379,0.939724,0.9014425,1.1953428,1.3164304,1.3740823,1.4031618,1.3796108,0.8775806,0.5565285,0.7657173,0.59809124,1.1707349,0.7673895,1.0791287,0.8561858,1.0000414,1.2542511,0.9425664,1.029628,0.8003761,1.0983895,1.4121835,1.1229424,0.4491704,1.2340164,0.7025268,0.9799305,1.2783965,1.1705498,1.2880042,0.80023825,0.88348204,0.89150655,1.027333,0.92473704,0.80711395,0.5191189,1.0359684,0.6459866,0.8180187,0.91535413,1.0450066,1.21397,0.85812837,0.7249706,1.2200761,1.2277423,0.9450036,1.1160369,0.0,1.351156,0.72272736,1.1813772,1.2841046,0.7444072,0.7489201,1.1390827,0.9572898,0.9302318,1.1244185,1.0920234,0.6251186,0.5508769,0.8171,1.0946279,0.6871432,0.63430077,0.9341157,0.9663547,0.97952735,0.8307378,1.35831,1.1848751,1.047398,0.66673625,1.4067769,0.88388526,0.95136476,1.2036737,0.61391354,1.0371931,1.2713706,1.0441871,0.522754,1.0842814,1.1505853,1.3026267,0.6657298,0.7790912,0.63984376,1.1726353,0.96046096,0.77059734,0.8746901,0.7182088,1.1662474
ladder,0.9749939,1.2995938,0.59133184,0.95164925,1.2967836,1.3077139,0.97669065,0.71675414,0.6354583,0.56065947,0.71891546,0.6556003,1.1648961,1.264008,1.293035,1.2808172,0.6787157,1.2875783,1.1250113,1.0006756,1.0441635,0.7310313,0.7996716,1.0390083,1.3653816,1.0224621,0.50646555,0.9782763,1.4147735,0.59041893,1.3463578,1.0872642,0.70777845,0.98168004,0.52561134,0.90791756,1.2457442,1.2638712,1.0009862,1.0463759,1.115595,1.2758343,1.0323821,1.0939399,1.1067903,1.1284835,1.0121307,0.84910077,1.0619521,1.3051202,0.8590279,0.8061278,1.0907569,0.9691239,1.351156,0.0,1.2514515,0.86631334,0.7735174,1.3815665,1.3264675,1.0024772,1.2090411,1.3116788,0.6336427,0.95751363,1.3133631,1.331862,1.1472319,1.0769022,1.1952151,1.1384062,1.3125212,1.1087654,1.0721765,1.3136299,0.44784427,0.89162004,1.0733764,1.1907042,0.6602121,0.92490965,0.96310353,0.6859622,1.271646,1.0028963,0.79508877,1.0746971,1.1777129,1.0173061,0.85253304,0.65731263,1.2010972,1.2652156,1.2778202,0.96952975,1.0940125,0.93409467,0.82182467,1.3950994,0.7034024
lamp,0.9719379,0.9647819,1.3372626,1.2592709,0.6450629,0.94985384,0.8413255,1.309374,1.2987909,1.3211408,1.3255783,1.3392769,0.91548896,0.75470436,0.5566434,1.1624825,1.0035168,1.0430976,1.1094966,0.85945725,0.8753605,1.143403,0.8158258,1.3073007,0.6264852,1.1577054,1.322223,1.2623813,0.46190494,1.1710557,0.7146339,1.1982791,1.1902763,1.3070748,0.98526263,0.6308954,1.0950937,0.78649795,0.8332125,0.9345019,0.9051858,0.56953835,1.034971,0.7249801,0.8825321,0.6826009,1.0884336,1.3450365,0.8575994,0.64228845,1.2154378,1.3016987,0.7728308,1.0565004,0.72272736,1.2514515,0.0,1.1114563,1.2650158,0.9347014,0.5741238,1.097834,0.8487854,0.9887744,0.9127163,0.6772558,0.4130417,0.38576913,0.8015915,1.1996608,0.6373756,1.1511589,0.9525096,0.90760535,0.9681608,0.81701666,1.1857977,1.3839216,1.202843,0.8567824,1.262947,1.1286855,1.1061207,1.2808554,0.54563797,0.80844396,1.2668778,1.3120375,0.94731987,0.990779,0.91995573,1.3996483,0.84770715,1.004096,0.4598415,1.095818,1.152725,1.1509585,0.7076726,0.6322488,0.79629517
milk,1.0168926,1.1015921,1.0389421,1.1017506,1.146432,1.1322705,0.79563457,0.9363311,0.9259733,1.0558885,0.9691607,1.0600508,1.13849,1.1769671,0.930737,1.0338968,0.6895144,1.0560323,0.6730062,1.0189521,1.0759,0.9579087,1.0478015,0.94936216,1.098221,0.8569983,1.0670974,0.91343665,1.2723714,0.9618254,0.9166696,0.90225315,0.9256015,1.003603,0.8790302,0.9094551,1.1920145,1.1582328,1.0760199,1.1130832,1.1715473,1.2049674,1.2077101,0.90340084,0.9616271,0.99014664,1.1686997,0.84450424,1.1109993,1.0475065,1.1199293,1.013071,1.2433475,0.66916764,1.1813772,0.86631334,1.1114563,0.0,0.90256965,1.2065966,1.2047837,0.80183357,1.2331227,1.0893931,0.84242105,0.8630484,1.1845754,1.2551273,1.2718192,0.95561683,1.119072,0.93509614,1.1231292,0.9032513,0.92673504,1.0897907,0.8544151,0.8916011,0.9402546,0.9814195,1.0582739,1.0232327,0.9552688,0.8929016,1.2309535,1.1095781,0.92485046,1.047122,0.98054516,1.0218215,1.2347747,0.8754423,1.0586488,1.1926634,1.0486256,0.785045,0.9034029,1.0099225,0.96491414,1.1678531,0.9555886
mitten,0.9587523,1.216082,0.6579305,0.6619504,1.0828068,1.2345142,1.1102787,0.89136577,0.80982435,0.69790435,0.8244365,0.6689645,1.1248478,1.3865352,1.01667,1.1554712,0.8972975,1.2447951,0.6448503,1.1070617,1.1462885,0.98942536,0.93703055,1.0924436,1.3504963,1.0164785,0.7894466,1.0530404,1.3466771,0.9732727,1.2610677,0.8726027,0.9719058,0.7923304,0.87735325,1.1539465,1.1487781,1.0705405,0.973366,0.8832333,1.0231842,1.3347439,1.1836336,1.1392999,1.1583458,1.168594,1.040191,0.17678022,1.1758399,1.2295296,0.9208513,0.72875434,0.80668676,0.96808124,1.2841046,0.7735174,1.2650158,0.90256965,0.0,1.2024423,1.209326,0.7113684,1.1468768,1.235724,0.89911515,1.009872,1.2184522,1.3115246,1.2141321,1.0535861,1.287773,1.1177837,1.2417117,1.1308708,1.1908768,1.2634856,0.9781075,0.98362815,0.9196218,1.0883563,0.85895073,1.0604322,1.0232488,0.8478857,1.2536867,1.1770775,0.030231237,0.96332246,1.0547496,1.0266796,0.9214356,0.7762302,1.0790533,1.0699427,1.1855847,0.7051692,0.85602516,1.2324344,1.0218015,1.217268,0.9200572
muffin,1.1091838,0.71512216,1.2828395,0.92275304,0.7521091,0.71789277,1.0560726,1.3929428,1.3671204,1.2311596,1.2259437,1.2318547,0.866541,0.69871706,0.77206486,0.95686936,1.2695769,0.80684483,0.90509605,0.6843616,1.1576306,1.1845114,1.0485208,0.9942314,0.85160565,1.1376375,1.2642606,1.162604,0.53038573,1.1617162,0.687886,1.1753623,1.1282505,0.8688439,1.3224065,1.1206033,0.5901226,0.634724,1.0609306,0.78269935,1.08092,0.63567984,0.8000705,1.0710531,0.9630639,0.9633236,0.6999129,1.0787634,1.0050719,0.7651267,0.9375839,1.0549572,0.81311965,1.155499,0.7444072,1.3815665,0.9347014,1.2065966,1.2024423,0.0,0.66069007,1.1752746,0.59787047,0.71111786,1.2037015,1.2575779,0.7313986,0.71528566,0.7868662,1.1574091,0.7080264,1.1880614,0.7059285,0.85582304,0.8982329,0.7579807,1.3807282,1.2269032,1.1544938,0.7340386,1.2398326,0.9794331,1.0547577,1.412035,0.5734065,1.2072773,1.2149354,1.1380395,1.0490552,1.1545763,1.0770682,1.4012859,0.90493166,0.47909993,0.84355175,1.2256892,0.99915135,1.1360795,1.0164381,0.52705574,1.3139684
nail,1.2282412,0.7394219,1.2592709,1.0543184,0.3740437,0.7148076,1.044673,1.2842493,1.2426213,1.2316818,1.2806497,1.2856652,0.9372262,0.7047695,0.41180885,1.1055284,1.3015537,0.9644872,1.047266,0.8149376,1.0771443,1.1529646,1.0262127,1.2193484,0.74027306,1.2439601,1.2483832,1.2658368,0.21207058,1.2342536,0.68564683,1.2199339,1.1626278,1.159682,1.2617729,1.0150107,0.83488184,0.7171314,0.9986873,0.9045039,0.7596099,0.6777566,0.73928565,0.95277506,1.1087012,1.0195578,0.93010443,1.2137841,1.0075214,0.763904,1.0625454,1.2304202,0.8298129,1.1933,0.7489201,1.3264675,0.5741238,1.2047837,1.209326,0.66069007,0.0,1.1763955,0.826514,0.73502076,1.2847412,1.1090864,0.22655696,0.31394815,0.814221,1.2004585,0.6167476,1.2062495,0.7064098,0.91738856,0.9755907,0.82274747,1.2736043,1.2804259,1.2893023,0.93215984,1.2351255,1.1045425,1.2485003,1.2670218,0.47830975,1.0617181,1.1912838,1.2497789,1.1207564,1.1840581,1.0211841,1.3081965,0.8827338,0.830981,0.38457835,1.1929458,1.0656444,1.1685119,1.0016457,0.22923076,1.1157075
napkin,0.894842,1.1537813,1.007652,1.0469095,1.1239879,1.1794664,0.92317295,0.9956382,0.6271298,0.9234092,0.84613615,0.76641744,1.0837253,1.0931597,1.1053606,1.072257,0.80746484,0.9662066,0.8749021,1.1320844,1.0840893,1.0365885,1.0038375,0.9485154,1.14845,0.8205581,0.93810856,0.9500352,1.268111,1.0490626,1.0459099,0.9709232,1.0306367,0.8160278,1.0225321,1.0443484,1.183605,1.1264119,0.9544014,1.1731472,1.1840124,1.273673,1.3177066,1.038692,0.86831284,1.0401704,1.2238051,0.71080613,1.0811381,0.96913266,1.1824949,1.0803044,1.13044,0.8249848,1.1390827,1.0024772,1.097834,0.80183357,0.7113684,1.1752746,1.1763955,0.0,1.2133441,1.145613,0.92767906,0.8873611,1.1842413,1.2834731,1.143703,0.93174356,1.2340754,0.98919475,1.1788085,0.86238396,0.88927126,1.1232802,1.0655252,1.029455,0.9819399,1.0511447,1.0787996,0.9263358,1.1153622,0.97966504,1.1406498,1.1443305,0.77219546,1.0365928,1.030506,1.0004988,1.1581784,0.62386787,0.9935306,1.1599863,1.1361086,0.021751523,0.8144688,1.073789,1.1332254,1.1781449,0.97854674
necklace,1.0461699,1.0134141,0.98522735,1.067274,1.0425761,1.006309,1.2452296,1.3544211,1.325855,1.1338874,0.9031271,0.9606172,0.93704945,0.74355537,1.065828,1.1632109,1.2410904,1.0904998,1.0033609,0.79377466,0.9369708,1.1754286,0.76069975,1.1364558,0.8481924,1.2640473,1.0409713,1.1442964,0.69691205,0.8557095,1.0389166,1.1946709,1.1267546,0.9040774,1.1458304,1.0081187,0.4392494,0.61570823,0.9440963,0.78596747,1.0260084,0.72694004,0.5135169,1.1666441,1.1356838,0.8663544,0.49533987,1.1097441,0.72147125,1.0142763,0.5993667,0.8302101,0.52924454,1.2366142,0.9572898,1.2090411,0.8487854,1.2331227,1.1468768,0.59787047,0.826514,1.2133441,0.0,1.0380566,1.1232424,0.99901336,0.8973637,0.7144178,0.46259308,1.1575952,0.7667141,1.3581686,1.0001637,1.0781928,1.1967556,0.9819091,1.1265105,1.2049271,1.0875406,0.76544553,0.955347,0.88056374,0.96549445,1.3610892,0.64169186,1.0634791,1.1805708,1.1988728,1.0578277,1.0133388,0.76516646,1.3680902,1.1311965,0.6051762,0.99061006,1.2115837,1.2201176,1.0475423,0.83063066,0.9206234,1.1520739
orange,1.0825936,0.056834042,1.3750539,1.0416033,0.78538007,0.0701462,1.004163,1.277834,1.2155933,1.2635493,1.3828256,1.3462995,1.008536,0.8585466,0.7481133,0.94983655,1.2920403,0.6707002,0.9914051,0.8307828,1.141721,1.1314086,1.1403694,0.9380705,0.7598766,0.95754707,1.2889061,1.0219251,0.7071758,1.263717,0.7129643,1.1290469,1.1101905,1.0902474,1.289212,1.1103251,0.8928296,0.9644961,1.1499391,1.0076804,1.0629735,0.8439956,0.98539525,0.93611807,1.0422913,1.062953,1.012224,1.226559,1.0084912,0.8669218,1.1957493,1.247235,1.1235114,0.9784585,0.9302318,1.3116788,0.9887744,1.0893931,1.235724,0.71111786,0.73502076,1.145613,1.0380566,0.0,1.2565305,1.3210969,0.7995361,0.8487159,1.0712274,0.9555436,1.0034367,1.0195963,0.036065638,0.8900815,0.8588745,0.81794524,1.3104415,1.0517528,1.1645352,1.0538489,1.2739508,0.9965097,1.1764126,1.2700522,0.8358977,1.1938329,1.1992189,1.0857121,1.0964484,1.112523,1.2244828,1.2271839,0.7502512,0.88837445,0.86419994,1.1699017,0.87146354,1.0407,1.1767023,0.63402414,1.2720551
oven,0.80342084,1.2092106,0.9463683,1.1886954,1.2443584,1.2097547,0.9236809,0.8311132,0.8964827,0.8963195,0.9205299,0.93085843,1.1166204,1.1802095,1.1629997,1.206273,0.58563113,1.1500573,1.0708632,0.94450474,1.0658714,0.9182126,0.8164889,0.9720649,1.1820107,0.810338,0.889105,0.92858166,1.2759576,0.839008,1.1646407,1.0489689,0.8792167,1.0464478,0.52585465,0.6769159,1.1893332,1.1295056,1.0789796,1.0318952,1.0689946,1.0909076,1.20298,0.99565494,0.8205377,0.93710405,1.1112994,0.94325215,1.0401119,1.1590561,1.0998874,0.9482688,1.1114342,1.0211267,1.1244185,0.6336427,0.9127163,0.84242105,0.89911515,1.2037015,1.2847412,0.92767906,1.1232424,1.2565305,0.0,0.7477371,1.1859497,1.1900386,1.0714486,1.009466,1.0468686,1.0666313,1.2222608,1.1286159,1.0508844,1.1809446,0.58703387,1.0131276,1.0323509,0.7686617,1.0038146,1.0792203,0.9404902,0.80239224,1.2359803,0.9857025,0.9146359,1.1415756,1.024518,0.9836685,0.98662305,0.91459703,1.1291333,1.1793352,1.0962644,0.88788635,1.0613368,0.99975985,0.68521225,1.3210194,0.73726153
paper,0.81572115,1.297978,0.95204407,1.2066641,1.1460444,1.2680657,0.9047637,1.0152688,0.9719594,0.99018896,0.85330796,0.991102,1.0574902,0.9489846,1.0388882,1.1842579,0.6252243,1.1127049,1.0269277,1.1449296,0.8350806,1.0264827,0.8425394,1.008785,0.9858344,0.95410174,0.9620876,0.9543096,1.1020336,0.9475612,1.165501,1.0572084,1.0292989,1.0579467,0.844149,0.74107,1.1492144,0.9482614,1.0511434,0.87776315,1.0565202,1.055016,1.0984323,0.9513433,1.0158589,0.76628715,1.0965743,1.038219,0.98926604,0.8669301,1.0745662,0.966619,0.9625514,0.9838541,1.0920234,0.95751363,0.6772558,0.8630484,1.009872,1.2575779,1.1090864,0.8873611,0.99901336,1.3210969,0.7477371,0.0,1.0172232,1.00439,0.9342349,0.99327135,1.0207007,0.989554,1.2825437,1.0457048,1.0774423,1.1696765,0.91736937,1.00018,0.96247315,1.0054793,0.9790695,1.1140438,1.003444,0.98046035,1.0674762,0.8075156,1.0217496,1.0668637,1.0203938,0.94668937,0.96722686,1.0008774,0.9896768,1.1513996,0.9810689,0.8514047,1.1990347,0.9711887,0.8555049,1.203945,0.73005986
