,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,comb,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
frog,0.5624419,1.1901077,0.92513394,1.0292196,0.92310953,1.3159032,0.6288052,1.1479537,1.1182754,1.0740824,0.9261817,1.3261057,0.9075764,0.5302408,0.91588914,1.2151868,0.9436203,1.2642574,1.237149,0.97113425,0.8644239,0.8976357,0.9959423,1.0270087,1.4235816,0.98197794,0.80643517,1.2139264,1.102336,1.2547454,0.8600668,1.1923302,0.7971238,0.6391673,0.9535203,0.888227,1.3135729,0.8798461,1.2916923,0.98212504,0.72873366,0.5423902,1.1277981,1.0806595,0.8094718,1.0052499,0.74072045,0.97646517,0.99889493,1.2716403,1.316112,0.8552269,1.2151461,1.2224627,0.0,0.81600934,1.3164957,0.9670619,1.0250378,0.89739776,0.9368789,0.84449846,0.9972453,1.2506002,1.0903991,0.92930716,1.0339319,0.81779623,1.02054,1.2181554,1.0498898,1.2855313,0.80336887,0.84580547,1.0258809,0.61345494,1.3797443,1.207906,1.2429249,1.1719928,1.0531789,0.43751764,0.6443136,1.2060069,1.1421576,1.2882692,1.3558711,0.96702003,1.203872,1.0903411,0.924358,1.2776928,0.9612013,0.8555268,1.0912082,1.0447036,0.80025274,1.0396827,0.7478685,0.8060627,0.9509285,1.2099466,1.2021228,1.0596104,1.0684024,1.2045221,1.4001665,1.2342135,1.2220783,0.7466793,0.9978021,1.2473979,0.67344385,1.1110246,0.9192582,1.2675483,1.3257463,0.66519827,1.1646258,1.2213408,0.5783302,0.74860555,0.9697128,1.2735401,1.3013642,1.0555475
glass,0.8354087,1.2214178,1.1023346,0.7129512,1.2168348,1.3181226,1.0641459,1.2514901,0.79645103,1.0730274,0.7757319,1.4406033,0.71215904,0.761093,0.8676429,1.2249433,0.86894816,1.2173451,1.1381062,0.8841888,0.5070623,0.9887939,0.703946,1.3041776,1.4308484,1.0947349,0.92011553,1.2266612,1.0932778,1.3792368,0.79113847,1.0650867,0.61710894,0.9171505,0.853734,0.91049016,1.4980414,0.8599337,1.0980747,0.9712544,1.0793657,1.0341557,0.90281284,0.9172526,0.85766137,1.004045,0.648692,1.0239395,0.8441303,1.1768525,1.3618898,1.2221438,1.2513858,1.0619936,0.81600934,0.0,1.3509233,1.0920643,1.0650957,1.2539114,0.83081347,0.46464467,0.8158696,1.3252409,1.3354268,1.0812963,0.935564,0.25467944,0.88057303,1.3647358,0.8325455,1.357479,0.57079196,1.1137764,0.71610856,0.62166774,1.339168,1.467458,1.2284534,1.2445897,0.74796975,0.94451463,0.7638098,0.9735638,0.9199503,1.288823,1.4121501,1.2141935,1.3715451,1.01883,1.2000457,1.2645206,1.1205454,1.1058196,1.3588932,0.68882823,1.176103,1.0758611,0.732175,0.74320644,1.1240356,1.0546889,1.4181912,0.8030158,0.6185224,1.0181363,1.5374366,1.3026855,1.2265252,0.6659684,0.99430275,1.3728988,0.8854023,0.8285676,0.73052216,1.3535886,1.3846177,0.85891235,1.1043446,1.4080889,1.1240741,0.5540123,0.8457377,1.3095031,1.3700167,0.833101
glasses,1.3629735,0.5924301,0.8174732,1.1384428,0.7112335,0.5486822,1.0354218,0.9187259,1.3031564,1.1072991,1.3092539,0.74395037,1.3300865,1.2370658,1.3248682,1.0480855,1.1918275,0.8020308,0.8664293,1.2412913,1.2094487,1.1549357,1.1490567,0.6922943,0.8533819,1.0829424,1.1654537,0.99648964,1.1715137,0.5753708,1.2176206,0.8015976,1.2705889,1.1859268,1.288838,1.1153786,0.52567273,1.2243946,0.7863165,1.0979098,1.0653571,1.0177145,1.2578845,1.1391532,1.2314444,0.71648407,1.1449702,1.0561032,0.88517416,0.45325452,0.6780201,0.87898517,0.53246254,0.92113453,1.3164957,1.3509233,0.0,0.86786544,1.1600062,0.81746405,0.7575793,1.2610463,0.8778234,0.2750405,0.78181124,0.9585149,1.1887764,1.3981295,1.1833225,0.6716194,1.2776293,0.80364454,1.2614529,0.84740746,1.1985941,1.2491605,0.2421509,0.8988328,0.5507521,0.67092603,1.3240868,1.2074635,1.3155525,1.1532385,1.0520002,0.63892746,0.6300679,1.0245953,0.9094347,0.93854207,0.79322153,0.74853945,0.9529666,1.155443,0.87369984,1.3363142,0.9480771,0.99240124,1.2954826,1.2680633,0.9796812,1.0606427,0.75308126,1.225015,1.282839,1.1400695,0.3305605,0.8371962,0.8170768,1.2853446,1.0309826,0.5505306,1.0948893,1.1062622,1.3832991,0.62687254,0.26437533,1.0635394,0.8689425,0.940727,1.0046166,1.3653091,1.207223,0.80250186,0.39038897,1.2395267
glove,1.0370597,0.7049704,0.90891516,1.0358167,0.74739194,1.0396959,0.83608794,1.0196912,1.3890953,1.0550548,1.2312558,0.7782977,1.1649891,1.1198738,1.0828762,1.1999463,1.1175715,0.8709793,0.8763138,1.1272787,1.0317444,1.1792868,0.73568785,1.0085922,1.0489198,0.841679,0.91049945,1.0884225,1.1058046,1.057262,1.0557414,0.84498394,1.0181991,1.087839,1.0926062,1.11964,0.81232977,1.0705543,0.9092743,0.9551484,0.94640875,0.8997204,1.2153683,1.2356263,1.1467851,0.7415761,1.0144455,1.0293384,1.1612346,0.67433107,1.0748297,0.7919956,0.75724006,1.10078,0.9670619,1.0920643,0.86786544,0.0,1.2025163,0.8108738,1.0086844,1.1957792,0.667253,0.63358605,0.90822643,0.879212,0.91619736,1.175914,0.87785786,0.91101485,1.2619276,1.0431564,0.95777816,0.85470474,1.0629045,0.6502408,0.80183977,1.0040922,0.74627703,0.73366165,1.306316,1.1966403,1.097387,0.9495097,1.1998528,0.9290335,1.0375644,0.9093179,0.71450233,1.1033217,0.7938987,0.90092695,0.7627203,0.92019534,0.8935319,1.3590337,1.0003995,0.5782797,1.1376593,1.1394321,0.7201023,0.7505172,0.7541374,1.3111751,1.2409421,1.2855201,0.8150961,1.089818,0.7068828,1.1088136,1.0543668,0.82758737,0.9480096,0.98334646,1.2888393,0.8758971,0.7520848,0.926293,1.0676726,1.0705494,0.8710453,1.1940588,1.2267306,0.9649056,0.6567422,1.3168833
grass,0.7304345,1.0761489,1.1672319,0.92483294,1.1731659,1.1156938,1.0560011,1.2169284,0.84903705,0.5840591,0.7335872,1.1601624,0.8590286,0.93150693,0.78585684,1.0205467,0.9987318,1.2298033,1.2491587,1.1562701,1.0167831,1.1951462,1.2694496,1.0968723,1.1592275,0.87851155,1.0154091,0.82153076,1.1058064,1.0933144,0.96460176,0.7873376,0.9683399,0.87031597,0.88410485,0.74904895,1.1880374,1.0120645,1.2730963,1.0024681,0.99933165,1.1134074,1.0122266,1.184012,0.86002064,1.0239657,1.1092452,0.56917226,0.98857176,1.1740739,1.1237147,1.1537838,1.1741338,1.0637698,1.0250378,1.0650957,1.1600062,1.2025163,0.0,1.0627927,0.995113,0.8988526,1.079365,1.2486284,1.0543947,1.021436,0.84126306,1.0879806,0.80808264,1.2429506,0.9482529,1.1509339,1.1070852,1.154735,1.1461761,0.9815734,1.1529843,1.0461653,1.2124481,1.1609095,0.9846351,0.83350164,0.79908806,0.7715354,1.1100105,1.2387122,1.124727,1.0328555,1.0061104,0.77167106,1.0842322,1.1081574,1.0156294,1.0313202,1.2198354,0.97395694,1.0869454,1.0793585,0.9208383,0.82613313,1.0683044,0.9334319,1.1732147,0.8357234,1.0648882,0.8794929,1.1829184,0.92533123,1.0464036,1.0353054,1.189482,1.1004401,1.0434341,0.827489,0.936066,1.1734345,1.2348433,1.011699,1.2003416,1.003391,1.1805217,0.9997771,0.80271614,1.1740115,1.1177479,0.7864158
gum,1.1352979,0.7111294,0.40799618,1.3091784,0.49191713,0.7485981,0.723495,0.6761322,1.4700232,1.2664787,1.4299316,0.81371474,1.3677341,1.2311828,1.3538432,0.95327383,0.8603763,0.73804104,0.79834944,0.9991758,1.0988779,0.89909285,0.9160664,0.78624225,0.911162,0.7353107,0.94937235,0.9707753,1.2355542,0.7897632,1.2011373,1.1130781,1.0678108,1.0066797,1.3289365,1.0734216,0.5781737,1.234299,0.7820339,0.8782456,1.0856127,0.9669818,1.2459409,1.1761732,1.306232,0.8416091,0.77286536,1.2001567,1.1788315,0.6682781,0.8045583,0.738201,0.8282389,1.0281385,0.89739776,1.2539114,0.81746405,0.8108738,1.0627927,0.0,1.148819,1.1959121,0.94048417,0.7661489,0.8510932,1.0599029,1.3474017,1.1749992,1.2798688,0.7916835,1.2803953,0.81686455,1.1559014,0.5138312,0.9877308,1.0054444,0.7386628,0.7893377,0.8325932,0.70436406,1.3467937,1.1550591,1.3152232,1.3925765,0.9468832,0.8425578,0.7883961,0.51466703,0.97455263,0.8996952,0.6868535,0.7378104,0.7683761,1.0078634,0.82283276,1.3457875,0.9439408,0.88953376,1.3394827,1.3771487,0.9151699,1.2023567,0.7218461,1.437168,1.3540397,1.3008995,0.6957798,0.86822003,1.0049053,0.9574084,0.9478515,0.85406697,0.88579893,1.4354401,1.369565,0.7253151,0.6818918,1.0678691,0.8142673,0.83081704,0.6888343,1.1846087,1.186332,1.0146601,0.5678394,1.2913601
hair,0.8913069,0.99542767,1.1226783,0.5814501,1.1207004,1.2035868,1.2057432,1.3547863,1.0115622,1.0543301,0.7486284,1.3691179,0.67834556,0.7699097,0.82127225,1.2069856,1.0717552,1.3395268,1.3949256,1.1301999,0.77455455,1.1387244,1.1927727,1.2260606,1.3444045,1.1211689,1.0387093,1.0909737,1.124642,1.2626928,0.7243034,0.7536907,0.8207701,0.9316394,0.76694417,0.8789172,1.3694756,0.91429305,1.3366718,1.1760408,0.9049379,1.0012803,0.9690568,1.1061122,0.6712941,0.6885916,1.0862,1.0364739,0.59223264,0.8178043,1.2609774,1.1257073,0.894619,0.96249473,0.9368789,0.83081347,0.7575793,1.0086844,0.995113,1.148819,0.0,0.9195496,0.60731524,0.77447045,1.2041734,0.968555,0.7436741,0.96662205,0.76264477,1.2111897,0.91024256,1.3228343,0.90028685,1.1927149,1.0861917,0.6467891,0.92942846,1.3096589,1.0504948,1.2014136,0.9213313,0.975246,0.68159175,0.78069067,1.1117414,1.2866954,1.2943084,1.2990484,1.10103,1.0483489,1.1182089,1.400759,1.0633141,1.0423024,1.2889181,1.0148295,1.1239715,1.1323245,0.91083014,0.5844432,0.91837496,0.7724284,1.3304707,0.9081357,1.0360732,1.0436887,1.2237551,1.1953324,0.9054484,0.90755093,1.1414568,0.9239477,1.0822933,0.62542343,0.8674803,1.3013237,0.9388604,0.85022545,1.2738143,1.2616942,1.2499624,0.96356004,1.0259149,1.1268287,1.1244998,0.8874492
hamburger,0.80914056,1.1105467,1.097855,0.892853,1.240849,1.23528,1.031544,1.1622758,0.93861204,0.9787486,0.811614,1.2555969,0.8062404,0.87982875,0.8605855,1.1965597,0.9026361,1.3039484,1.0071927,0.9500276,0.47565502,1.0251412,0.91543454,1.1148726,1.3541918,1.0292919,0.89615715,1.1679335,1.1591558,1.2729473,0.8744056,1.0004685,0.8608328,0.8588823,0.8909005,0.8646796,1.3369073,0.8841392,1.17113,0.8974621,0.97510475,1.0731329,1.0907551,1.0699581,0.94345915,1.0251518,0.7308997,0.9124187,0.8772986,1.1565845,1.2222226,1.1394649,1.1912134,1.1112547,0.84449846,0.46464467,1.2610463,1.1957792,0.8988526,1.1959121,0.9195496,0.0,0.9579696,1.2931547,1.1980118,1.0706329,0.9412035,0.5502772,0.86047244,1.3035073,0.9298416,1.3734255,0.66776943,1.0628475,0.9768444,0.7884556,1.2674011,1.356676,1.1633868,1.2019632,0.9570081,0.87174433,0.8660618,0.9836036,1.0717068,1.2273381,1.287784,1.1140182,1.1723382,0.7927199,1.109988,1.078358,1.0396388,1.0654337,1.3036028,0.92613107,1.1025236,1.0813568,0.84722847,0.8663337,1.0221412,1.0787692,1.3310683,0.9135187,0.86305356,1.0428886,1.3465315,1.2693832,1.1235478,0.74140936,1.0144435,1.2490565,0.9267997,0.8770354,0.8585942,1.205542,1.2984529,0.95004565,1.1656032,1.3131881,1.160125,0.67082226,0.86058813,1.3455873,1.260569,0.9726625
hand,0.8932786,0.8407935,1.0051911,0.48737204,1.0777342,1.3001721,1.1681812,1.2845223,1.0853305,1.0460172,0.94988656,1.2817173,0.7025469,0.86255336,0.93815696,1.1337904,0.9743691,1.410821,1.3579003,1.1294557,0.5582051,1.0310063,1.1114835,1.2869427,1.3539295,1.1251183,0.88285184,1.1099265,1.1872764,1.392472,0.9188283,0.7538988,0.76822793,1.0068094,0.9122491,1.0152497,1.2747447,0.9775179,1.3866974,1.020703,1.1390777,1.0145293,1.0674242,1.0413393,0.9217661,0.46611202,1.0351716,1.0325098,0.6943426,0.3094092,1.3236241,1.2783203,0.4569295,0.88226193,0.9972453,0.8158696,0.8778234,0.667253,1.079365,0.94048417,0.60731524,0.9579696,0.0,0.97917956,1.2786158,0.8473233,0.8227794,1.0259159,0.8151097,1.1449606,1.0219597,1.3270237,0.8944827,1.1651592,1.1152647,0.4837315,0.95685697,1.342508,0.8476785,1.0610641,1.0586822,1.148681,0.79117274,0.89819777,1.0953118,1.1332507,1.2398007,1.1481088,1.0221863,1.1126845,1.0742977,1.2526357,0.9161629,1.2275733,1.3662025,1.1879612,1.213597,0.9551468,0.8625081,0.80546,0.8679575,0.79101133,1.2561412,1.0359352,1.0553657,1.1625632,1.1875633,1.1692117,0.7318772,0.92910504,0.9935908,0.8504182,1.0982598,0.8046961,0.94948614,1.3482307,0.648575,0.711819,1.1623261,1.32988,1.2712865,0.94825387,1.1044997,1.2304584,0.9887677,1.0553299
hat,1.4527445,0.67575085,0.7269931,1.2280817,0.53172195,0.50845003,0.9680718,0.7924938,1.389118,1.1922498,1.3928015,0.6083083,1.3966836,1.2402891,1.3606541,1.0302241,1.1208593,0.57511616,0.6729116,1.1668644,1.3121301,1.13572,0.9221761,0.6797514,0.8045364,0.96552277,1.1437584,1.0090337,1.1137005,0.58314264,1.266479,0.9931827,1.2212156,1.225963,1.322542,1.2060468,0.45331585,1.204706,0.59773344,1.0664756,1.033628,0.96505594,1.3115025,1.1696652,1.2130867,0.75144106,1.0146819,1.1581143,0.9693312,0.5973733,0.6781961,0.62908113,0.7284261,0.98755956,1.2506002,1.3252409,0.2750405,0.63358605,1.2486284,0.7661489,0.77447045,1.2931547,0.97917956,0.0,0.7351024,1.037551,1.2786602,1.3575335,1.2376368,0.65137655,1.367935,0.73705816,1.2359344,0.7722219,1.1022774,1.2214272,0.3087629,0.85350835,0.548593,0.5371555,1.3839121,1.2423241,1.3319538,1.2105298,1.0033265,0.66521585,0.70228624,0.9221924,0.8781958,0.9912197,0.83818275,0.6361774,0.91014165,0.9746371,0.6923082,1.3471234,0.9091357,0.84789073,1.4146633,1.2851491,0.93063235,1.0813615,0.58281386,1.3410938,1.3000787,1.1311102,0.38337946,0.9632374,0.88847566,1.2421784,1.09797,0.7223047,1.0554713,1.1563487,1.3733842,0.49351704,0.4260627,1.1543008,0.8679013,0.91947716,0.7756145,1.2884085,1.2468479,0.8127978,0.4170696,1.2763947
horse,1.2775679,0.90809715,0.8628756,1.4013033,0.828654,0.561652,0.90686274,0.7396302,1.3526375,1.1993301,1.4284368,0.5982537,1.4845933,1.2845438,1.3959696,0.98307234,1.063113,0.6322682,0.7380971,1.1536868,1.3699241,0.914218,1.0916822,0.51320225,0.73540217,0.93726575,1.067413,0.94773257,1.0623701,0.47329342,1.1221966,1.0457515,1.2280602,1.1510606,1.3611654,1.0436547,0.47175604,1.257513,0.64124095,1.0288894,0.9634182,0.9091154,1.1363388,1.1212362,1.2196257,1.1316612,1.0613064,1.1493757,1.1691968,0.9466079,0.543697,0.504944,0.93404543,0.9340523,1.0903991,1.3354268,0.78181124,0.90822643,1.0543947,0.8510932,1.2041734,1.1980118,1.2786158,0.7351024,0.0,0.9011761,1.2943753,1.3122405,1.2399685,0.6638202,1.2808979,0.67776334,1.1988678,0.735546,1.1071686,1.3498642,0.67418027,0.7125639,0.77659494,0.7823045,1.303581,1.1082226,1.3603694,1.2579085,1.0288131,0.65595317,0.6311547,0.9016198,0.8895806,0.8655048,0.6332878,0.67495704,0.9035736,1.0792936,0.6611166,1.1569959,0.87025976,0.9923178,1.3192537,1.3694572,0.95067346,1.2360963,0.50490874,1.2681385,1.3218851,1.2235811,0.5259146,0.7853614,1.0976586,1.1386093,0.9777233,0.80237603,0.87001544,1.3061004,1.3540804,0.5989434,0.74617106,1.0989805,0.7081002,0.75956345,0.7837379,1.337353,1.1194447,0.6182213,0.59698194,1.249159
hose,0.8535091,0.9075093,1.1004602,0.7926092,1.0178493,1.1132445,0.85636115,1.3000996,1.0199772,0.9853493,1.0841489,0.99091583,1.0070993,1.0499694,1.1020817,1.0979586,1.0673156,1.1850816,1.1092621,1.1479145,0.9429023,1.1168587,1.1170975,0.99160105,1.173296,1.0268153,0.98107654,0.93867093,1.068323,1.0509505,1.117012,0.8460194,1.0156869,0.8524011,0.9556269,0.9714967,0.9933622,1.0770527,1.1587796,0.9902916,1.0640459,0.9220932,1.1188504,1.0183976,1.027932,0.83894825,1.063357,0.88598365,1.0266005,0.89308196,1.0080593,1.0906171,0.80526435,0.9407597,0.92930716,1.0812963,0.9585149,0.879212,1.021436,1.0599029,0.968555,1.0706329,0.8473233,1.037551,0.9011761,0.0,0.987878,1.1343385,1.0111637,1.0034225,1.1329076,1.0545325,1.0328878,0.97280854,1.1003255,0.9031229,0.97885144,1.0735245,1.000351,0.9583949,1.0990299,1.000827,1.0870332,0.94854116,1.1645532,0.947607,0.90861183,1.1066478,0.91695386,1.0338883,0.75794363,0.97241384,1.0809178,1.2353508,1.2355747,1.1859888,1.0365726,1.0377818,0.8171694,0.96069825,1.1148486,0.96597606,0.87311995,1.0518279,0.9961728,1.0943706,1.0513623,1.0234038,0.96141875,0.9940395,0.8512084,0.8813687,1.0640045,1.0370579,1.0828965,1.0916057,0.8925125,0.83348143,0.87011504,1.1008672,1.1447191,1.1417451,1.0786654,0.87920564,1.002513,1.0974252
jacket,0.75562847,1.0739832,1.3808861,0.65767473,1.3744283,1.4061084,1.2256584,1.3945476,0.8862857,0.7909004,0.5088169,1.3493712,0.54882514,0.671105,0.36591804,1.2160175,1.0335659,1.4284172,1.480443,1.0401607,0.82938516,1.2145448,1.1312821,1.4141734,1.3005483,1.1734202,0.9492124,1.0910437,0.97488225,1.4773012,0.66879386,0.3677948,0.8712859,0.79219574,0.5228474,0.8446864,1.5023038,0.6974506,1.4998715,1.0552385,1.0639209,1.116734,0.8443634,1.1341918,0.52551425,0.927979,1.2994988,0.83005726,0.90877086,1.0687807,1.3981838,1.33399,1.0129259,1.1117527,1.0339319,0.935564,1.1887764,0.91619736,0.84126306,1.3474017,0.7436741,0.9412035,0.8227794,1.2786602,1.2943753,0.987878,0.0,1.0390785,0.35570318,1.3752971,0.72734404,1.4581492,0.9220827,1.3805819,1.0578532,0.55682987,1.2192917,1.0160927,1.0820868,1.2145222,0.679828,0.9242363,0.53392017,0.31640697,1.2229173,1.3856289,1.4323008,1.2671785,0.7894249,1.0228513,1.091291,1.4434004,1.0120549,0.80841243,1.4524955,0.8745793,1.2786946,0.7869909,0.85713965,0.484976,0.8127148,0.34684354,1.4074261,0.80522823,1.0739967,0.93244785,1.3768084,1.2876711,0.686087,1.020667,1.2442391,1.0042609,0.9898696,0.4013822,0.78788483,1.4845858,1.2349055,0.96230423,1.3189011,0.9237037,1.3355415,0.9097712,0.9916319,1.1469717,1.3353444,0.9345805
jar,0.92701304,1.2843122,1.0914844,0.919408,1.1583891,1.3186386,0.9497156,1.0524838,0.8107182,1.1069337,0.9328146,1.2968946,0.8861556,0.89049894,0.95404035,1.1237519,0.9095572,1.0006212,0.9330692,0.7551267,0.59980404,0.9032756,0.4898318,1.2649016,1.1722215,1.088942,0.85920167,1.1599932,0.91472584,1.2502775,0.81106955,1.165688,0.7885722,0.9928229,0.9748685,0.9785349,1.4107599,0.8614588,0.8881879,0.9460836,1.0069202,0.975102,0.859429,0.8728869,0.95550233,1.1773269,0.61874366,1.1194432,0.95947707,1.333525,1.3027127,1.1421028,1.310134,0.99146944,0.81779623,0.25467944,1.3981295,1.175914,1.0879806,1.1749992,0.96662205,0.5502772,1.0259159,1.3575335,1.3122405,1.1343385,1.0390785,0.0,1.0244088,1.2892056,0.7868857,1.187047,0.5215795,1.0723399,0.53721756,0.8301941,1.432067,1.2580311,1.2829235,1.2410537,0.7276657,0.9530308,0.89537865,1.068058,0.991188,1.2859381,1.3487456,1.0873864,1.3593578,1.0557306,1.1974857,1.2156307,1.004758,0.9723038,1.1779048,0.65979064,1.0508074,1.1640358,0.76282066,0.9129042,1.1136428,1.0964652,1.2744,0.8881203,0.6101383,1.0089304,1.486087,1.181284,1.24353,0.600186,0.849969,1.334754,0.89820623,0.9903569,0.74955213,1.251353,1.445503,0.8825393,1.0500884,1.2203649,0.9972964,0.59788555,0.88826466,1.1868105,1.3694847,0.9097524
jeans,0.7129667,0.93057525,1.3450141,0.67727727,1.280276,1.3926466,1.2112285,1.3704205,0.9228151,0.739816,0.58382404,1.2262008,0.5703911,0.7356247,0.52154654,1.220654,1.0321407,1.409601,1.4125022,1.1172066,0.75247777,1.1992271,1.1117102,1.4099979,1.330523,1.1064299,1.063905,1.1177154,1.0811799,1.459347,0.8293386,0.6306374,0.8624582,0.80603415,0.59502584,0.84431106,1.4440145,0.80767155,1.4870183,1.0650405,1.0717034,1.1065143,0.9292415,1.1220794,0.5565925,0.7838866,1.2100861,0.75306225,0.95916116,1.0129354,1.3563315,1.301709,0.96337986,1.1097234,1.02054,0.88057303,1.1833225,0.87785786,0.80808264,1.2798688,0.76264477,0.86047244,0.8151097,1.2376368,1.2399685,1.0111637,0.35570318,1.0244088,0.0,1.3739392,0.8913345,1.4636081,0.9768578,1.3280268,1.0323051,0.5763015,1.1959866,1.1811388,1.0086529,1.2000587,0.85494155,0.90703046,0.5340519,0.25367904,1.2153975,1.3328705,1.4147539,1.2582769,0.8434012,1.0568041,1.1493889,1.3618122,1.026583,0.89650595,1.4043348,1.022214,1.2755721,0.76778483,0.90110606,0.5348794,0.81504905,0.33159238,1.3761445,0.891317,1.0702534,0.9746066,1.3829007,1.2840679,0.56729937,1.0499135,1.2593279,1.0252093,0.942498,0.29986906,0.84112555,1.4277766,1.1666684,0.93305576,1.3013768,1.1203415,1.2972629,0.94988966,0.971614,1.2698598,1.1976769,0.92346674
knife,1.3491204,0.8772682,0.86597705,1.3268056,0.80400884,0.6602042,0.9299287,0.642256,1.1351429,1.1609915,1.4822634,0.660331,1.4410554,1.3396946,1.447578,0.92883015,1.0603493,0.5446546,0.64305305,1.0905131,1.3784192,0.7529079,1.0122514,0.64673144,0.4571653,0.951646,1.1067352,1.0318489,0.97437567,0.55164045,1.2546666,1.2343762,1.1932338,1.3749418,1.4413282,1.188756,0.33661354,1.3901374,0.545602,1.0438256,1.001144,1.0294963,1.0814095,0.78834426,1.3570603,1.1304765,1.0079331,1.221193,1.1725678,0.8341444,0.70090777,0.659655,0.89112735,0.6893828,1.2181554,1.3647358,0.6716194,0.91101485,1.2429506,0.7916835,1.2111897,1.3035073,1.1449606,0.65137655,0.6638202,1.0034225,1.3752971,1.2892056,1.3739392,0.0,1.2150128,0.53285444,1.239133,0.86667705,1.0996679,1.411763,0.6919357,0.7304561,0.6571057,0.7474492,1.2196046,1.2270877,1.4144211,1.387538,0.9367472,0.15462309,0.29308534,0.75229985,1.1035037,1.0825173,0.8321528,0.5889485,0.9839728,1.0653579,0.51850355,1.1740948,0.8189681,0.955861,0.9678954,1.4622288,0.9936934,1.3035915,0.37021554,1.3109794,0.99351686,1.1418138,0.50085694,0.7046407,1.0447851,1.2309475,0.47680378,0.8219303,1.0158352,1.3879979,1.3369501,0.49279916,0.68644357,1.1516777,0.4077952,0.7809949,0.80598557,1.293066,1.2175667,0.495744,0.5384675,1.2105995
ladder,0.9415763,1.3545327,1.3918238,0.8252503,1.4488662,1.343727,1.2241786,1.0430524,0.7089577,1.0902199,0.6359339,1.3345767,0.5734297,0.91894287,0.79013383,1.022853,0.86923015,1.169156,1.2788016,0.53468287,0.86609304,0.95446664,0.91274184,1.2449242,0.950908,1.0256059,1.0614127,1.0267535,0.37029648,1.2331944,0.46567178,0.9036535,0.81620836,1.0977017,0.66181326,0.6644197,1.3922538,0.3775342,1.1720483,1.0977399,0.90672517,1.1157333,0.5147966,0.85503745,0.84350955,1.2466515,1.122051,1.1629255,0.98259795,1.2462095,1.2906237,1.2464105,1.2447363,0.9908722,1.0498898,0.8325455,1.2776293,1.2619276,0.9482529,1.2803953,0.91024256,0.9298416,1.0219597,1.367935,1.2808979,1.1329076,0.72734404,0.7868857,0.8913345,1.2150128,0.0,1.1283137,0.9205513,1.4224373,0.81876844,0.8337522,1.3351042,1.1210556,1.3139758,1.3416789,0.55221444,0.9976135,0.85615337,0.839171,1.019356,1.28665,1.2734705,1.1494175,1.1598772,1.0268917,1.1459521,1.3198256,1.1417797,0.91405225,1.2043136,0.5002345,1.0666608,1.1236821,0.8524642,0.82460594,0.9896175,0.9009203,1.3052163,0.5283382,0.80068475,0.7536452,1.3419453,1.0901394,1.1202382,1.0168209,1.0709157,1.0585886,1.0029691,0.80595803,0.40060997,1.3491385,1.3754315,0.9699738,1.1530719,1.0659232,1.1811584,0.71876955,0.85664004,0.8935646,1.3708941,0.6405392
lamp,1.4464661,0.99408126,0.86352205,1.4247608,0.8434414,0.5868285,0.9897565,0.6003152,1.0264115,1.1284308,1.4480453,0.5494827,1.5025437,1.3910303,1.41447,0.563763,1.1431937,0.5191568,0.6160056,0.95557904,1.400161,0.8102608,0.98425096,0.61991966,0.35413384,0.90175295,1.139232,0.64419186,0.8271333,0.46644592,1.2037857,1.2799971,1.3506944,1.3894012,1.4427993,1.2096312,0.49798524,1.3080814,0.4790541,1.0333974,1.0298195,1.026165,0.87992406,0.8196615,1.3883792,1.2935891,0.99435306,1.2388563,1.2471757,0.98310673,0.5312259,0.7063691,1.0200868,0.83175415,1.2855313,1.357479,0.80364454,1.0431564,1.1509339,0.81686455,1.3228343,1.3734255,1.3270237,0.73705816,0.67776334,1.0545325,1.4581492,1.187047,1.4636081,0.53285444,1.1283137,0.0,1.2920489,0.8534397,0.9829541,1.5710119,0.75335324,0.5553653,0.82056475,0.76191413,1.104918,1.2122883,1.4696732,1.3047547,0.68204236,0.61426383,0.49997032,0.77428514,0.96361965,1.0347676,0.9083769,0.5437999,0.9008417,1.082334,0.530393,1.0385348,0.7603367,0.9825891,1.2248421,1.5032376,1.1348035,1.2423961,0.46488523,1.0774114,1.0095288,0.9794527,0.57202953,0.4218285,1.1831247,1.2198031,0.81293,0.728077,1.171102,1.4180896,1.2654024,0.55566746,0.81149185,1.1042364,0.68758124,0.63639605,0.9104875,1.3989476,1.0819417,0.59667677,0.63477606,0.8970924
