,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,couch,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
pajamas,0.6686575,0.8633131,1.5107555,0.3217516,1.3278975,1.4815187,1.331938,1.4132407,0.75530803,0.34076822,1.4930818,0.6919705,0.15334404,1.0910846,0.50590074,0.96819955,1.0645674,1.467072,1.5341972,1.031747,0.54391104,0.93905497,1.5589755,1.0478083,1.4325037,1.4544146,1.2401042,0.96246785,0.97773683,0.93059546,1.3118882,0.71143353,1.1218375,1.0926019,0.4991408,1.56027,0.71623164,1.590262,0.86945736,0.9693142,0.8994802,0.8992076,1.202332,0.46701467,0.997696,1.3712949,0.60739946,0.7211503,1.0168148,1.5369077,1.4143935,1.006141,1.3995804,1.0618694,0.822832,0.780957,1.1951365,0.9090836,0.8441486,0.9337379,0.5913162,0.81998205,0.7447034,1.3831491,0.83933467,1.0876904,0.35139465,0.9468948,0.35538125,1.3704247,0.9339087,1.5097551,0.86078024,1.3248911,1.2015618,0.7079137,0.5985956,0.85504353,1.3289241,1.3843682,1.0757201,1.3895111,0.9106568,1.2924707,0.0,0.46397603,1.3466568,1.5128785,1.4462798,1.1321461,0.8205236,1.1334351,0.8802401,1.295937,1.518244,1.2585497,1.0308398,1.4280725,0.8016875,1.4305224,1.2158859,0.54130685,1.307287,0.28116757,0.86577946,0.47514272,1.0278826,0.7806375,0.9570017,0.72545135,1.491267,0.96704566,1.2256552,0.99414146,1.575527,1.3527786,1.2750088,1.4356406,0.8357968,0.62427056,0.9093857,0.70816386,1.5213375,1.1408885,1.1405655,1.3181335,1.1964978,1.2253932,0.72010374,0.89298856,1.1968119,1.1886367,1.4413321,0.79292023
pants,0.8646394,0.8884159,1.2946522,0.63170505,1.3100407,1.275034,1.2298378,1.3446858,0.7670219,0.6002554,1.2159451,0.79883265,0.6366516,0.89721346,0.63744056,0.9533456,1.1024115,1.3914682,1.4184334,1.0938622,0.9312921,1.1038537,1.4556253,1.0001397,1.0199313,1.246107,1.1389569,0.7757457,0.93392885,0.9816886,1.1986054,0.7468403,1.1174889,1.1430504,0.5994482,1.281987,0.9300216,1.4742883,0.8426675,0.99564505,1.2101394,0.77798796,1.0924332,0.7839228,0.89290416,1.3359752,0.62415576,0.81622934,0.9967504,1.2364879,1.280791,0.840685,1.3214071,1.2533062,0.89829147,0.97212476,0.9900139,0.99898124,0.9700432,1.1823735,0.709971,0.99143124,0.81866276,1.0928656,0.99038696,1.0075002,0.5782052,1.1254491,0.49485022,1.0867792,0.92494774,1.1785429,1.0277948,1.3211795,1.2087305,0.9592114,0.726822,0.88392687,1.1585553,0.9631281,0.75918114,1.3608025,0.85776126,1.1753753,0.46397603,0.0,1.2339603,1.3041518,1.2080066,1.1331514,0.8397837,0.84534353,0.8924197,1.2173033,1.1899302,1.2404708,1.0617306,1.2130059,0.8335241,1.3124048,1.3022962,0.9422391,1.2104229,0.40284395,0.976644,0.11120719,1.1819873,0.90670073,0.9794523,0.84386545,1.258007,0.9794713,1.0313956,0.9517463,1.3295144,1.2670726,1.0647726,1.195568,1.1726153,0.57443476,0.91898686,0.8344723,1.473694,1.0060099,1.0766451,1.237657,0.8417383,1.4386808,0.9953561,1.0014493,1.0692315,1.094711,1.1895676,0.86421084
paper,1.0724871,1.0668108,0.81043375,1.2994447,0.92940986,0.70413053,0.9096801,0.6135355,0.98661315,1.3142788,0.6430074,1.1252738,1.330592,1.0230063,1.2102685,0.9510386,0.5172559,0.73072743,0.68589807,0.68726945,1.1880188,1.1932075,0.7033787,0.94606996,0.70551467,0.71458095,0.9786616,1.0314301,0.986333,1.0845515,0.74801147,1.1105697,0.881238,0.9478611,1.2773433,0.6597149,1.1577222,0.62317926,1.2826908,1.1223187,0.9328247,0.94503105,0.5567524,1.232518,1.1180114,0.85317284,1.2254854,1.2229111,1.0400937,0.66835535,0.9220261,0.98702174,0.77990675,0.9337629,1.1494992,1.192471,0.99150246,1.0868769,1.2353015,0.9532754,1.3189112,1.1129817,1.1129032,0.77521765,1.1218824,1.1233423,1.2216606,1.0704945,1.3226639,0.7604154,1.1103522,0.5216808,1.2530854,0.89223474,0.85964835,1.2178625,1.3724003,1.2716389,0.8853543,0.6063311,0.988184,0.79284865,0.8875724,0.91115594,1.3466568,1.2339603,0.0,0.65228474,0.7281605,0.9675633,1.1535201,0.8276719,1.2668371,1.0472246,0.5869699,0.95574254,0.9487858,0.63880706,1.0236782,0.8374452,0.8329791,1.2290424,0.8917248,1.3382777,1.0419939,1.2093793,1.10397,1.1166474,1.0480124,1.1946706,0.74293196,0.95042616,0.9487407,0.9140106,0.6377558,0.6979661,0.8577188,0.6945486,1.1624421,1.1821517,1.2174823,1.1888454,0.66153324,0.94175833,0.9493146,0.72230446,0.72652143,0.9167688,1.1534911,1.1729393,0.9046913,1.0243717,0.8273835,1.0286858
pen,1.2892392,0.89439666,0.5268085,1.3180581,0.8012105,0.46422243,0.67393565,0.6591442,1.3999366,1.4604106,0.44407636,1.4177018,1.4929019,0.9859297,1.3520521,1.1296079,0.7249069,0.7507124,0.60754645,1.091333,1.341075,1.1342816,0.7433889,0.71496123,0.5240366,0.45427537,0.63539773,1.097633,1.1999309,1.1947547,0.84408534,1.4030528,1.1296517,1.0054827,1.3900813,0.12032628,1.4621806,0.61856556,1.1023306,1.1842898,1.0144342,1.2819833,0.7793021,1.3333353,1.004635,0.78465474,1.2736073,1.2314787,0.7757365,0.26692998,0.73727846,0.8384208,0.58108383,1.0629615,1.2810045,1.3793974,0.61017966,1.0268459,1.2783757,1.0786458,1.2991717,1.3001573,1.0899279,0.51348454,1.2548429,1.022312,1.3231938,1.192579,1.3362671,0.35732853,1.2969984,0.56795543,1.2681961,0.8668038,1.083424,1.3533888,1.3535596,1.2648118,0.489326,0.43953943,0.699802,0.7348666,1.2422502,0.9313233,1.5128785,1.3041518,0.65228474,0.0,0.16550672,1.0146705,1.0793759,0.68515205,1.0904517,1.0311767,0.38162065,0.9080484,1.0989916,0.6172,1.3491671,0.6823062,1.096697,1.3195016,0.6850122,1.4688914,1.1193688,1.2859697,1.0861903,1.366854,1.268399,1.3808631,0.31971294,1.0899048,0.6697842,0.8056146,0.29112542,0.6438236,0.5750772,0.5241773,1.1421052,1.2852585,1.2929002,1.4163837,0.68759316,0.68747467,0.5803405,0.5902018,0.5924657,0.831666,1.2928175,1.2885532,0.95091087,0.87246436,0.34816587,1.2918196
pencil,1.3056402,0.82619655,0.43276036,1.2924993,0.79573584,0.3866738,0.6833475,0.77161145,1.45787,1.4167626,0.3981765,1.5068984,1.4350324,1.0064352,1.329161,1.1481876,0.85320914,0.79141945,0.62187773,1.1915077,1.2338578,1.1971695,0.814838,0.72721016,0.51333606,0.5073371,0.552631,1.0491905,1.2610028,1.2299023,0.85461724,1.4373085,1.1825259,1.0975394,1.3361369,0.13715053,1.4917701,0.6206577,1.0988053,1.2074279,0.96004814,1.2692308,0.93652254,1.366841,0.8902938,0.7243098,1.2746233,1.1285747,0.62998337,0.2259463,0.6808733,0.6776299,0.8259542,1.0819156,1.2523135,1.3807609,0.4519304,0.9545259,1.298824,1.1560194,1.2288281,1.3067213,0.97063315,0.43656552,1.2116159,1.1468499,1.2871827,1.2384396,1.312314,0.46951228,1.3543495,0.57211006,1.268335,0.9273631,1.1370158,1.3329679,1.3755203,1.2374455,0.33788407,0.41739845,0.6241199,0.68178,1.3136637,0.9038523,1.4462798,1.2080066,0.7281605,0.16550672,0.0,0.9604208,1.01312,0.63755274,1.0892226,1.0367599,0.348729,0.91965365,1.1581526,0.76138425,1.3708773,0.68066335,1.0978802,1.346164,0.8873645,1.400952,1.1699693,1.1819929,1.2006273,1.3595656,1.4047041,1.414694,0.24572444,1.0966129,0.62427443,0.7240453,0.46772712,0.7796072,0.48433518,0.4245094,1.2534051,1.1936877,1.3746065,1.4760299,0.7117492,0.5045909,0.5110047,0.7029911,0.5328056,0.9192821,1.4322877,1.3080068,0.95388085,0.97474134,0.26713806,1.3301557
penguin,1.0383162,0.9149512,0.89055157,1.1344196,0.87316495,0.93210673,0.88625,0.9163901,1.3439559,1.1880583,0.9404339,1.1114479,1.1116716,1.0201855,1.1157157,1.1253084,1.0527797,0.7932608,0.9819052,1.1326166,1.0007383,1.1271266,0.8210139,1.0753219,1.0182676,0.8960709,0.94070375,1.1728452,1.0318502,1.0519234,0.9562428,1.211361,1.0154867,1.0030473,1.0968071,0.9799903,1.1654216,0.81604356,1.1498897,0.85809827,0.58691114,1.1831225,1.0827086,0.9805277,1.0622265,0.98583806,1.1510229,1.0873687,0.92465323,0.96041214,0.6288155,0.92648125,0.942018,0.8044695,0.8766701,1.0671631,0.962458,0.9250833,1.0786945,0.9853282,1.0879884,1.1071188,1.0296583,0.85873437,0.8330857,1.1504718,1.1586426,0.92262405,1.1233556,1.1161487,1.0909678,0.9696907,1.0841274,0.9054538,0.89714175,1.0293096,1.1611533,1.0270509,0.9400256,1.0695163,1.0256099,1.0048292,1.1781365,0.33130705,1.1321461,1.1331514,0.9675633,1.0146705,0.9604208,0.0,1.1290486,1.0059857,1.1314046,0.796354,1.0637306,0.9563375,0.78845865,0.9930943,1.1376565,0.7545109,0.9864876,0.9834273,1.056099,1.1525255,0.9237919,1.0519204,1.1267602,1.2190133,1.2326231,1.1977721,0.875741,1.14937,0.9079731,0.8135356,0.9710803,0.9242789,0.9764725,0.9887226,0.85660195,1.146579,1.0396761,1.1437217,0.88551474,0.8839889,1.1280209,0.91338265,1.0509665,0.7750087,1.2225192,0.968576,0.8707166,0.9252177,0.9477897,1.2284507
pickle,0.7586504,0.9090125,1.0175813,0.8054058,0.95441896,1.1667168,1.0125381,1.2253847,1.0324831,0.93580246,1.2461964,1.0453469,0.79579544,0.7610793,0.9431416,0.98212045,0.966263,1.3049738,1.2494836,1.1392841,0.7507871,0.96591944,1.3047788,0.98429173,1.2794807,1.2655292,0.9870469,1.2357068,1.1816354,0.8902549,1.2356389,1.0021683,1.085316,1.0879062,0.9627683,1.1108024,1.0709921,1.2039609,0.82645637,1.13609,1.1230311,1.1505238,1.0477811,1.0313187,0.79602826,1.0418324,0.92191464,0.96424073,0.7247656,1.1465992,1.1832477,0.7631352,1.0858855,0.91853756,1.0058333,1.0101824,0.9586226,0.7617051,1.0397221,1.1007679,0.8862302,0.9509307,0.62632996,1.0989283,1.0557837,1.0510762,0.9397701,1.0592742,0.80771124,0.9504517,1.1203369,1.3096036,0.9289234,0.87835264,1.1988773,0.69518346,0.8286989,0.8660687,1.0768586,1.0649111,0.9581539,1.0672926,1.0772734,1.1912013,0.8205236,0.8397837,1.1535201,1.0793759,1.01312,1.1290486,0.0,1.099958,0.85212284,1.0351552,1.1531589,0.80188584,1.1796385,1.3000168,1.0312071,1.1637907,0.9796111,0.9074997,1.0014168,0.82976174,1.0016302,0.8136755,1.0605322,1.0919439,1.0631629,0.8678639,1.0967245,1.0436829,0.9650471,1.0379387,1.1201788,1.1861632,1.112062,1.0765786,1.1182715,1.1180363,1.0404764,1.0661037,1.125525,0.8607454,0.87350357,1.119416,0.9966639,1.1245898,0.93529266,1.0353303,1.1782403,1.2162709,1.177465,1.2027383
pillow,1.2165773,0.7868016,0.72057444,1.1715082,0.90917075,0.71437097,0.80134237,0.8169361,1.2323016,0.9553565,0.52992326,0.95078,1.1981444,1.0329143,0.6282095,1.0435383,0.85671604,1.0029465,0.77364254,1.0360363,1.1435963,1.1831164,0.8950096,0.98355633,0.654143,0.57780546,0.76650447,0.8215612,0.99947214,1.2299752,1.0634071,1.1630673,1.1174889,1.1069663,0.6733848,0.5493777,1.1795337,0.8586504,1.0701096,0.92769116,0.81611264,1.1379677,1.0752958,1.1900187,1.0228869,0.97213346,1.1019225,1.2140442,0.9802122,0.61573386,0.7875153,0.9272163,0.93830603,1.0875009,1.1802089,1.2997714,0.83843565,0.89834666,1.1405131,1.0840542,1.2141161,1.212179,1.1216762,0.5455423,1.0852177,1.1436441,1.1012857,1.3065922,0.97687477,0.6577033,1.0935719,0.76749414,1.1720566,0.93323267,1.1738718,1.1795328,1.1380852,1.1525121,0.8061866,0.41949695,0.7147399,0.90944874,1.181206,0.8597652,1.1334351,0.84534353,0.8276719,0.68515205,0.63755274,1.0059857,1.099958,0.0,1.121307,1.0164291,0.54503524,0.84267354,0.84784514,0.7229874,1.2201824,0.8315394,1.2017208,1.1753199,0.94124293,1.2028674,0.89352566,0.8263167,1.3015506,1.3085238,1.2179344,1.3064493,0.55108297,1.1085379,0.90183526,0.6528348,0.81302905,1.2133746,0.79627687,0.6430692,1.137235,0.9900229,1.0479583,1.2639902,0.9257761,0.85644877,0.90685403,1.1388689,0.4466145,1.0370842,1.3349963,1.2631452,0.834393,1.0760145,0.604724,1.142266
pizza,0.90137976,1.1003585,1.1332887,0.9160343,1.0736959,1.1369816,1.0454662,1.1267179,0.9747781,0.8969594,1.039664,0.9779565,0.9551909,0.95806456,0.91324615,0.9651945,1.1617246,1.2247908,1.201046,1.1056068,1.012539,1.147631,1.2930217,0.9345943,1.1109616,1.1080142,1.0659798,0.85108227,1.0978152,0.873143,0.98113275,0.9994578,1.113706,1.0024248,0.9639377,1.1353729,1.0209274,1.277017,0.05204594,1.0445362,1.245967,1.0755221,1.1023395,1.007165,0.96169597,1.111781,0.8371571,0.8259634,1.0291277,1.1117706,1.1601653,1.0165268,1.1134195,1.0205357,0.9470895,0.9694326,0.91448766,1.0688449,0.94155747,1.1077776,0.8796365,0.9309683,0.9992958,1.1593068,1.030253,1.0108508,0.8919068,1.0170734,0.85648537,1.1135926,1.0903305,1.1115562,0.73418427,1.132447,1.1501231,1.0042706,0.78262633,0.8112061,0.9747847,1.1447163,1.0085518,1.1530377,1.0916545,1.14742,0.8802401,0.8924197,1.2668371,1.0904517,1.0892226,1.1314046,0.85212284,1.121307,0.0,1.0527651,1.0976055,1.1149546,1.1062106,1.1555923,1.0534116,1.0839167,1.1397783,1.0170027,1.1167485,0.9076476,1.0967846,0.95338815,1.1500785,1.0639693,1.0620439,1.0129035,1.0675431,0.8508941,1.0307324,1.1341176,1.2118738,1.1395586,0.98862165,1.1731309,0.9792833,0.8823467,0.9442963,0.98022884,1.1910931,1.029233,0.87805176,1.1706394,1.0914639,1.1244653,0.98460835,0.8966252,1.1073449,1.1892745,1.0271474,0.97395056
plant,0.93397313,1.1654443,0.7968042,1.2479647,0.9041986,1.0380442,0.7836373,0.8872758,1.1218089,1.2285964,0.89603853,0.9080893,1.2711599,0.7665216,1.1804717,1.0468359,1.0517832,0.9164348,0.93403685,0.9576465,1.0345219,0.9417087,0.8817017,1.071581,0.9052019,0.8266583,0.9656187,1.0480374,0.85354054,1.0685395,1.0155687,1.0270449,1.0524038,1.0777085,1.1304055,0.9948504,0.96703494,0.93474275,1.0670379,0.8321992,0.8937982,0.9287333,1.0693384,1.096587,1.0625813,1.0523342,1.2102304,1.1136618,1.1559052,0.95220494,0.38683724,1.1561365,0.94798577,0.7674733,0.84001744,1.0375922,1.115091,1.1883959,0.7182247,1.1207922,1.1726564,1.1217821,1.2137369,1.0219487,1.0254531,0.88479394,1.290103,0.97159785,1.2807826,1.0254062,0.7142626,0.8448809,1.0637193,0.65502244,0.9355753,1.1454759,1.1292541,1.0812198,1.0970476,0.9536976,1.1595038,1.0869689,1.0468976,0.7186501,1.295937,1.2173033,1.0472246,1.0311767,1.0367599,0.796354,1.0351552,1.0164291,1.0527651,0.0,0.99074644,0.6831506,0.98094195,0.89897096,0.96711844,0.7058917,1.0150846,1.1116519,1.0136966,1.2074335,1.05546,1.1919087,1.0483532,1.0177923,1.1111572,1.2312664,1.0109097,1.078758,0.96045536,1.1478308,0.9106972,0.85063434,1.0980275,1.0137241,0.98350734,1.1535811,0.7312901,0.9526272,0.97743404,1.1490089,1.2129167,0.8244886,0.96659255,0.9163858,1.190917,0.5252522,0.8368268,0.88625574,1.0294944,0.91718376
plate,1.3524175,0.9374854,0.49024332,1.432605,0.7755878,0.42069638,0.7251153,0.6063788,1.2612157,1.3880188,0.29118168,1.4260142,1.5085115,1.0168962,1.3227048,1.0419505,0.88911694,0.7273085,0.46744615,0.95971406,1.2754965,1.281381,0.6609894,0.8685243,0.39981514,0.46443284,0.68807346,0.9302808,1.1463715,1.1873447,0.6213844,1.3487735,1.0043215,1.0910671,1.2911973,0.29686344,1.3738985,0.49967396,1.0697495,1.1796842,1.0437431,1.1488174,0.8946523,1.4348673,1.0479639,0.6470411,1.2463926,1.2066,0.9120033,0.29630226,0.72982967,0.91187626,0.87287486,1.1184924,1.2676065,1.2836108,0.6518658,1.0811379,1.2163322,1.150157,1.324298,1.2421963,1.230196,0.4174732,1.2229066,1.1220598,1.3206065,1.2085865,1.3678502,0.54556805,1.3004938,0.40550357,1.2272463,0.8406096,1.0473386,1.4244219,1.4194047,1.2779673,0.5285791,0.2894647,0.7305097,0.59266484,1.1823871,0.9779864,1.518244,1.1899302,0.5869699,0.38162065,0.348729,1.0637306,1.1531589,0.54503524,1.0976055,0.99074644,0.0,0.84220827,1.1290503,0.5453899,1.2175629,0.6785273,0.9513051,1.4492004,0.9478599,1.4162319,1.1628337,1.2102623,1.2249689,1.3354917,1.186579,1.4072877,0.3496493,0.9884913,0.68900096,0.7785583,0.5340899,0.84580016,0.55993867,0.34278834,1.3055371,1.1429353,1.3203341,1.3887969,0.5611829,0.7737808,0.6598572,0.81385285,0.46759486,0.9758387,1.3887155,1.2556983,0.8467149,1.0575237,0.36397547,1.2011242
pumpkin,1.0254618,0.9857306,0.6052846,1.2362986,0.374084,0.7181768,0.6362753,0.90863633,1.2638104,1.2906257,0.91730523,1.1912065,1.1821312,0.95011073,1.104898,1.0145932,1.0364565,0.9321834,0.7381988,0.99160093,1.017564,0.93474597,0.8040383,1.0800349,1.0405806,0.87467104,0.9044332,1.2106795,1.0804584,1.0147986,0.88582814,1.135383,0.8821381,1.1182985,1.1789247,0.8909854,1.1151232,0.7293354,1.1361808,0.92280936,0.79846954,1.1547972,1.0421172,1.2591504,0.98299414,0.7271583,1.2622662,1.0872821,0.9367361,0.86264026,0.66887426,1.0055171,0.8777928,0.7668959,1.1402855,1.1277648,1.0013528,0.9168932,1.1124772,1.1244814,1.1705238,0.9774803,1.0582308,0.7768393,1.0751995,1.1447828,1.306555,1.0303415,1.2726189,0.95494133,1.099729,0.9302888,1.0643556,0.17105925,1.057174,0.91457814,1.1776315,0.9629569,0.87425697,0.8906951,1.1022532,0.7481214,1.1105168,0.904286,1.2585497,1.2404708,0.95574254,0.9080484,0.91965365,0.9563375,0.80188584,0.84267354,1.1149546,0.6831506,0.84220827,0.0,0.95536256,0.92819846,1.1596096,0.7813135,0.78087527,1.188254,0.945684,1.2394913,1.0890266,1.1385603,1.0817031,1.2616659,1.1841004,1.2700863,0.8416839,1.1929526,0.9672958,0.9102305,0.87038344,1.0478745,0.9805065,0.83902264,1.0668094,1.2953863,1.1502956,1.1573094,0.6450777,0.9358902,0.99450064,0.9875576,0.9216862,0.889632,1.1777779,1.1064659,0.95923674,1.1097512,0.91114044,1.2335237
purse,0.9689527,0.99515015,1.0727912,1.1638329,0.9078632,1.0778093,0.9799273,0.7288398,1.1494775,1.0790743,1.024443,0.9353759,1.0436698,1.0470679,0.86455965,1.2491894,0.9180072,0.7013078,0.8422847,0.77741885,0.96431404,0.8461261,0.60093415,1.1320772,0.9784563,1.0049988,1.2383301,1.0971028,0.7659347,1.0017709,0.97250736,0.9982708,1.0467632,0.9049146,0.97000736,1.0710682,0.91350913,0.7650141,1.1443361,0.81840676,0.71826863,1.0620323,0.93372667,0.8336592,1.0899844,1.0712073,0.9727904,1.2032249,1.2097771,1.1825416,0.9161112,1.2015876,0.84745836,0.90414095,1.0494037,1.2125293,1.1679395,0.7947999,1.166769,0.8626768,1.1741496,1.0181953,1.203519,0.938995,0.99607074,0.9417641,1.0402424,0.95960385,0.96866465,1.0110592,0.9939936,1.092493,1.0913577,0.9509564,0.8305252,0.9050218,0.9375666,1.0345248,1.1875601,0.9931672,0.9545515,1.0467774,1.0317128,0.69912434,1.0308398,1.0617306,0.9487858,1.0989916,1.1581526,0.78845865,1.1796385,0.84784514,1.1062106,0.98094195,1.1290503,0.95536256,0.0,0.6676523,1.0443486,0.88283175,0.9267176,1.0002124,0.8133497,1.1278242,0.61574477,1.0500047,0.91753757,1.1435493,1.0700817,1.0767167,0.9601637,1.294631,1.0152473,0.89829946,0.8708242,0.96148586,1.1440772,1.0357087,0.584986,1.1505576,0.99645346,1.0175666,0.8144568,1.1402005,1.3607504,0.9492435,0.91747403,0.6199063,1.0294211,1.147162,1.0562925,0.58572817,1.1213634,1.1975942
radio,1.2896874,1.0385756,0.79861945,1.3245829,0.8679936,0.8426715,0.89238536,0.49199927,1.0585732,1.308193,0.57907736,1.1069812,1.445231,1.0726322,1.2074292,1.2228105,0.75887835,0.62903535,0.49999982,0.6301651,1.274509,1.0303379,0.45597386,1.0056837,0.4796195,0.6441867,1.0276082,0.97502935,0.88953984,1.2047555,0.7724591,1.1226739,0.9326798,0.8596377,1.1833699,0.6166661,1.0613292,0.59035623,1.175922,1.0140873,0.92618555,0.9314498,0.5829934,1.2384108,1.1417594,0.88298917,1.2107904,1.2529016,1.1175463,0.78717536,0.8148688,1.1221557,0.6192012,1.1301584,1.243034,1.3645263,0.93102,1.1154898,1.2028115,0.98912436,1.3413352,1.199448,1.2224702,0.6987479,1.1294482,0.86704457,1.2832441,1.037753,1.3075033,0.605179,1.0422834,0.6063062,1.2257049,0.8866773,0.80768555,1.371036,1.2754649,1.1733352,0.9150251,0.61009455,0.80345505,0.8452796,0.8565029,0.9244004,1.4280725,1.2130059,0.63880706,0.6172,0.76138425,0.9930943,1.3000168,0.7229874,1.1555923,0.89897096,0.5453899,0.92819846,0.6676523,0.0,1.0600432,0.7776835,0.91405714,1.3940065,0.7287735,1.4017076,0.93450767,1.2091115,0.9253781,1.1765804,0.9581738,1.2696707,0.67038083,1.1806605,0.9724371,0.97655165,0.5276276,0.79075676,0.8514589,0.6889058,1.0310817,1.1420661,1.1815038,1.1518635,0.5722844,1.0235621,1.1124953,0.789562,0.73373306,0.8258424,1.1137424,1.1989726,0.9176351,0.71112776,0.73868567,1.0323396
refrigerator,0.86871815,1.2357874,1.339512,0.8523271,1.3181503,1.3693225,1.1545612,1.0374103,0.61668587,0.6999773,1.2733684,0.8342582,0.80627906,1.0155306,0.9551727,0.91896653,0.8800139,1.1152965,1.3029854,0.6096569,0.9259598,0.8741759,1.180502,1.0780934,1.0202621,1.2290648,1.313621,0.9323732,0.6287458,0.9136316,1.0941122,0.46348494,1.027658,1.0568187,0.78698564,1.3625548,0.4882691,1.3132865,1.0399727,0.9138948,1.1137891,0.4205305,0.83631563,0.9017442,1.1535805,1.2761687,0.90966207,0.9760749,1.2736449,1.3602846,1.1133558,1.2518302,1.1139355,1.0465262,0.932246,0.8283654,1.319355,1.2210209,0.96191704,1.0165117,0.9655012,0.85263264,1.0795193,1.3271731,0.8917559,0.8776452,0.8461822,0.90883154,0.93567085,1.1897423,0.5646447,1.0920146,1.0658904,1.1552953,0.8545626,1.0657538,0.714124,1.0440887,1.3752782,1.178373,1.2932011,1.2604982,0.37086838,1.203351,0.8016875,0.8335241,1.0236782,1.3491671,1.3708773,1.1376565,1.0312071,1.2201824,1.0534116,0.96711844,1.2175629,1.1596096,1.0443486,1.0600432,0.0,1.1392804,1.0710955,0.9240545,1.1554128,0.7889503,1.0880101,0.92358065,0.9483716,0.5750089,0.6557518,0.90843666,1.4653882,0.89383304,1.110701,1.3086364,1.2080181,0.9846397,1.290831,1.2447162,0.8165066,0.91296995,0.81535375,0.52652246,1.3123158,1.3611853,1.2690086,0.97404975,1.1353014,1.1055447,0.66138864,0.9077616,0.962953,0.81650287,1.3838334,0.613458
rooster,1.177952,1.0316253,0.64068115,1.349777,0.77236104,0.6957167,0.70207345,0.64593315,1.345035,1.3575656,0.65584415,1.3128686,1.3740903,0.99098825,1.2715452,1.1469198,1.0386837,0.78705883,0.7600981,1.0546706,1.1827152,1.0735921,0.687755,0.96487933,0.70790505,0.6312642,0.8694843,0.9806954,1.0245858,1.1935302,0.7805104,1.2228062,1.1009088,1.1279944,1.2539628,0.6495799,1.2733822,0.68478554,1.1363288,0.54920024,0.70976126,1.136694,1.028596,1.3592647,0.9973166,0.7922468,1.1896397,1.0254899,0.95396364,0.57940423,0.47519004,0.93619007,0.8175771,0.83395195,1.205166,1.2408662,0.70850575,1.0579534,1.1378675,1.1669242,1.2242591,1.2286414,1.2204862,0.553274,0.9471763,1.0861146,1.340055,1.0987432,1.3647631,0.8812744,1.1044235,0.64234394,1.2418263,0.83374465,0.9955849,1.3151369,1.2412415,1.1806965,0.66851425,0.74457777,0.9631633,0.8198194,1.1462731,0.6546433,1.4305224,1.3124048,0.8374452,0.6823062,0.68066335,0.7545109,1.1637907,0.8315394,1.0839167,0.7058917,0.6785273,0.7813135,0.88283175,0.7776835,1.1392804,0.0,1.002549,1.2627423,0.9755679,1.354502,1.0003815,1.2894737,1.1160761,1.180851,1.2549356,1.3322215,0.5110416,1.1452987,0.6799876,0.9049723,0.658265,0.82461673,0.80437124,0.7354199,1.0096775,1.2702135,1.1770827,1.2188929,0.73452765,0.8205478,0.8821176,0.74388885,0.87140536,0.8300732,1.3694036,1.1403054,0.81449515,0.8486804,0.63395953,1.1752971
sauce,1.0270531,1.0955704,0.9792385,1.2327573,0.79449916,0.9194341,1.0035989,0.9070705,1.0182567,1.249722,1.119199,1.133511,1.1620739,1.0093322,1.1311699,1.087506,1.0518599,0.70748544,0.46189946,0.8503581,0.9971682,0.79238105,0.5707865,1.1114194,1.1218404,1.1652756,1.0777133,1.2415392,1.0622911,0.9338455,0.86011857,1.060179,0.6986958,0.72511417,1.232342,1.0835235,0.9143604,0.46020567,1.1574173,1.0743701,0.9415443,1.1233592,0.8371246,1.097202,1.0630285,0.35951626,1.2202942,1.1298544,1.0859321,1.1109451,1.0600798,1.1222663,0.85791105,0.9241044,1.0437787,0.9935571,1.1879979,0.90957886,1.1122808,0.7563651,1.1871672,0.9113247,1.0610363,1.0963095,1.082196,0.9707927,1.2651346,0.88270766,1.2473376,1.0377403,1.1408361,1.0490016,1.0239395,0.7873491,0.81075406,0.80591,1.1600522,1.0967393,1.0883566,1.1151769,1.1634233,0.36665738,1.0235971,1.0204656,1.2158859,1.3022962,0.8329791,1.096697,1.0978802,0.9864876,0.9796111,1.2017208,1.1397783,1.0150846,0.9513051,0.78087527,0.9267176,0.91405714,1.0710955,1.002549,0.0,1.1128309,0.7598313,1.2403973,0.97441804,1.2227104,0.6818651,1.1003318,0.79501724,0.92172974,1.0715511,1.1298159,1.1161702,1.0617262,0.8818697,0.95433086,1.123417,1.0011977,1.0007687,1.2535166,1.1315048,1.0550824,0.40270793,1.1153005,1.1229087,1.0150585,1.1396258,0.7750959,0.8040607,1.1314954,1.1512235,1.0952679,1.1605936,1.2116017
