,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,couch,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
jar,0.89106745,1.2213178,1.1892908,1.0487171,0.926164,1.1284475,1.0666986,1.0282403,1.0138711,1.0490518,1.1563764,0.9767413,0.88739556,1.000378,1.1275272,0.96590525,0.9884595,0.80384785,1.0249778,0.9992655,0.8871222,0.9486422,0.8821247,1.0206271,1.1585858,1.1164298,1.1767421,1.1573893,1.0314119,0.8455398,0.8947779,0.9806789,0.8524966,0.91444534,1.1106453,1.2186977,0.9336795,0.9809625,1.0503838,1.0156779,0.98833406,1.0268129,0.9395071,0.79610485,1.0902383,0.99565226,0.9726313,0.958312,1.1869845,1.2348758,1.0135002,1.2216551,0.9782692,0.86252105,0.96057945,0.9009878,1.1727741,1.0615914,0.9761323,0.7885814,0.9723834,0.8864958,1.0924712,1.2515064,0.99443597,0.99364704,1.0118122,0.0,0.96992546,1.2328422,1.0243552,1.1662241,0.96071064,0.93278354,0.7391629,0.94093305,0.9849018,0.9256407,1.1704546,1.3173544,1.1785122,0.9992275,1.0131925,0.97995937,0.9468948,1.1254491,1.0704945,1.192579,1.2384396,0.92262405,1.0592742,1.3065922,1.0170734,0.97159785,1.2085865,1.0303415,0.95960385,1.037753,0.90883154,1.0987432,0.88270766,0.919492,1.0714109,0.9746098,0.9335545,1.0867205,0.85319597,0.985436,0.9008359,0.9771752,1.2359014,0.990802,1.0559384,1.1580187,1.1596782,0.99816555,1.1884389,1.2221302,0.7759085,1.0888522,0.94949466,0.9511879,0.97254825,1.2039847,1.161963,1.0585355,1.2743921,0.8052721,0.8899309,0.92884386,1.0816615,0.8818461,1.1784073,1.0184186
jeans,0.76548195,0.9669059,1.4328623,0.60309803,1.266219,1.3501613,1.2515316,1.2749478,0.84087914,0.38813388,1.3461046,0.64076805,0.5172203,1.0575408,0.46373397,1.0152544,1.04149,1.2971699,1.388666,1.1228349,0.7719752,0.9433745,1.3767765,1.0139619,1.3071588,1.3012906,1.1132743,0.92881113,0.9790075,0.9723622,1.237742,0.7150898,1.153926,0.9685597,0.48708844,1.3444636,0.7885463,1.4172151,0.8243096,1.0167612,1.0896456,1.005575,1.2111673,0.5651045,1.0112697,1.294321,0.61158955,0.9293149,1.1175961,1.3863167,1.3707936,1.0587788,1.3432381,1.161145,0.9031402,0.91931146,1.1898484,0.95574313,0.7980806,0.9077115,0.7697917,0.9447854,0.97602034,1.2987981,0.94786996,1.1198039,0.297153,0.96992546,0.0,1.2248777,0.96156394,1.4613614,0.83259964,1.3007028,1.1555321,0.837218,0.65590745,0.90060556,1.2596968,1.2467166,0.96750987,1.3005326,1.0304283,1.1605976,0.35538125,0.49485022,1.3226639,1.3362671,1.312314,1.1233556,0.80771124,0.97687477,0.85648537,1.2807826,1.3678502,1.2726189,0.96866465,1.3075033,0.93567085,1.3647631,1.2473376,0.6330837,1.2009889,0.49279535,0.7054244,0.5796211,1.018321,0.84943956,1.0053242,0.6906985,1.3128724,0.9596942,1.1676465,1.0503215,1.4423789,1.3664694,1.260549,1.3255631,0.93063736,0.72731024,0.96066004,0.7674781,1.4012938,1.1602019,1.1160592,1.2737192,1.0209672,1.1806059,0.86919975,0.8682997,1.1407914,1.0783906,1.284613,0.8984874
knife,1.1755856,0.74559283,0.7690064,1.1778693,0.9359075,0.82184815,0.8191348,0.798435,1.234333,1.3330603,0.7479949,1.2477388,1.3239596,0.8346817,1.1275287,1.158622,0.7347368,0.9832282,0.78500175,0.91787523,1.2870057,0.97124714,0.84550136,0.65037864,0.59809446,0.83548456,0.78707755,1.1124752,0.95085233,1.1475658,1.0034144,1.3214577,1.1316038,0.9405767,1.2139374,0.32798517,1.2059939,0.8030896,1.0820489,1.1924809,1.0364176,1.1903203,0.77017254,1.2657659,0.9487981,0.8384044,1.2114732,1.2957467,0.8355483,0.64385694,0.9748278,0.8266793,0.45112693,1.0561876,1.2348354,1.3757334,0.794122,0.9058964,1.257634,0.9565912,1.2840062,1.2881778,0.9496335,0.67314416,1.2244203,0.82709074,1.2738671,1.2328422,1.2248777,0.0,1.058583,0.7683288,1.1566086,0.93429434,1.1162605,1.1616132,1.1747895,1.0369449,0.91424537,0.40252078,0.6338889,0.76287127,1.1164825,1.0263164,1.3704247,1.0867792,0.7604154,0.35732853,0.46951228,1.1161487,0.9504517,0.6577033,1.1135926,1.0254062,0.54556805,0.95494133,1.0110592,0.605179,1.1897423,0.8812744,1.0377403,1.3160987,0.30468547,1.3702064,1.0019509,1.0712245,1.011675,1.312227,1.1012561,1.3038006,0.6549677,1.1746962,0.90228784,0.70888436,0.24187243,0.86825687,0.8746792,0.68212104,1.021612,1.2484552,1.1412779,1.1839544,0.80269957,0.8341052,0.8605395,0.82511544,0.54590344,0.93622416,1.0632589,1.286742,0.9392889,0.9536361,0.72533506,1.2799816
ladder,0.83750135,1.1271958,1.3443824,0.9273583,1.3406026,1.4179201,1.2232071,1.0406307,0.68842673,0.7308429,1.2699472,0.3856274,0.9297255,1.0440377,0.8184071,0.9544843,0.9357477,1.2022991,1.2794139,0.63676983,1.0462309,0.7524946,1.1372194,1.1899645,1.0292563,1.1380813,1.2525454,1.0099862,0.26016504,0.9793181,1.2311056,0.55769885,1.0981243,0.9686656,0.7118483,1.3376414,0.30868614,1.3418555,1.0831534,0.85108835,1.093696,0.54756975,0.997138,0.9543869,1.117021,1.318041,1.009438,1.0473346,1.2439287,1.3674377,1.0186259,1.232491,1.051137,1.1152464,0.78495896,0.8662237,1.3193817,1.2284098,0.68506026,1.0285808,1.0144788,0.9301477,1.0740395,1.3389175,0.92682445,0.70748246,0.9933228,1.0243552,0.96156394,1.058583,0.0,1.1216599,0.95444304,1.1984768,0.9681311,1.0544282,0.7015693,1.0645227,1.3997436,1.2141144,1.2385952,1.3289307,0.6442401,1.041334,0.9339087,0.92494774,1.1103522,1.2969984,1.3543495,1.0909678,1.1203369,1.0935719,1.0903305,0.7142626,1.3004938,1.099729,0.9939936,1.0422834,0.5646447,1.1044235,1.1408361,0.9334317,0.9430283,0.9067652,0.9558126,0.9393766,0.87964076,0.6213992,0.7520307,0.7942827,1.4222333,1.0307002,1.2057902,1.2632495,1.1404138,1.0538502,1.3279119,1.3084674,0.7742057,1.0011429,0.3748082,0.30544734,1.3117442,1.3569429,1.3282737,0.9877234,1.2089765,1.1577616,0.70912695,0.7269938,0.8611336,0.7625551,1.378714,0.6593983
lamp,1.2236835,1.0180547,0.60741717,1.3814949,0.9092212,0.62878263,0.84379315,0.70654345,1.060466,1.4361014,0.37546587,1.3865465,1.4847083,0.87056845,1.3242223,0.9747209,1.0283133,0.74204874,0.7612859,1.0153676,1.3545423,1.2780004,0.77356756,0.86393434,0.38309598,0.6161902,0.8501204,0.73637646,1.0724459,1.1928216,0.5746943,1.2222915,0.93416667,1.0719196,1.3143183,0.5460701,1.3230157,0.6997677,1.1046655,1.0177401,0.99815863,0.7992525,0.6716908,1.3997127,0.9495814,0.9744613,1.1461712,1.1206062,1.00942,0.41703737,0.70600146,0.91007304,0.81205684,1.0079378,1.2376215,1.266315,0.6968913,1.2218788,1.1630259,1.1794477,1.220742,1.2915876,1.1832569,0.5322137,1.1159471,0.90316415,1.3477061,1.1662241,1.4613614,0.7683288,1.1216599,0.0,1.3200281,0.90976655,0.89261,1.4303409,1.4354736,1.3105077,0.68448865,0.39639843,0.8012963,0.89732504,0.9200562,0.8324917,1.5097551,1.1785429,0.5216808,0.56795543,0.57211006,0.9696907,1.3096036,0.76749414,1.1115562,0.8448809,0.40550357,0.9302888,1.092493,0.6063062,1.0920146,0.64234394,1.0490016,1.4392154,1.0295473,1.3740163,1.1292768,1.209214,1.2426132,1.1246668,1.0971115,1.3636377,0.536752,0.9381375,0.73507905,0.8633449,0.5814631,0.54961586,0.63386816,0.57425,1.3372827,1.0198407,1.1861125,1.3477669,0.7642655,0.8413497,0.84463954,0.6439317,0.6252451,1.0885375,1.4510367,1.1312822,0.739375,0.93054235,0.54136854,0.83006984
meat,0.8386909,1.0846064,1.163188,0.8502455,0.99069756,1.1516466,1.0993778,1.151322,0.84878397,0.8496398,1.286644,0.8142316,0.9279,1.0834056,0.82049394,0.953671,1.1445745,1.0966499,1.0919253,1.0589477,0.8383103,0.8931877,1.1010209,1.1359895,1.2558953,1.2405219,1.028455,0.99821943,1.0036883,0.9229001,1.1966882,0.9616411,0.95138794,0.88927263,0.9181138,1.2853606,0.8659549,1.1475949,0.6672838,1.0422841,1.1214508,1.0842427,1.2130989,0.8638978,1.030205,1.1036161,0.91111875,1.0434982,1.0910871,1.2720206,1.209691,1.1373326,1.1242048,1.0501865,0.8572108,0.7376225,1.1972716,0.90013313,0.84136945,0.85967606,0.9574384,0.842974,0.95015746,1.2932923,0.94642067,0.97346514,0.82996714,0.96071064,0.83259964,1.1566086,0.95444304,1.3200281,0.0,1.0883254,1.0323261,0.689886,0.85960585,0.58375114,1.2323717,1.2773015,1.1864113,1.086566,1.112022,1.1415379,0.86078024,1.0277948,1.2530854,1.2681961,1.268335,1.0841274,0.9289234,1.1720566,0.73418427,1.0637193,1.2272463,1.0643556,1.0913577,1.2257049,1.0658904,1.2418263,1.0239395,0.73040223,0.97953445,0.87669516,1.0035714,1.0641688,0.90801823,0.85842454,0.9597251,0.76149875,1.2671272,0.8387891,1.1951008,1.1470175,1.255155,1.2465235,1.2118045,1.2321959,0.9700778,0.87373185,0.9225948,0.827842,1.1116954,1.188216,1.1206603,1.2653404,1.1746612,1.0615511,0.85593903,0.7705425,1.1629078,1.1501501,1.2515266,0.8971436
melon,1.0907373,1.0822887,0.598014,1.3268273,0.40711856,0.7199722,0.5377378,0.8289279,1.2476687,1.3702081,0.8325689,1.2548645,1.2557781,0.93435264,1.2504281,1.0138013,0.9957798,0.82976127,0.68859124,1.0490965,1.0334958,1.0369728,0.70180833,1.0346438,1.0295457,0.8103789,0.93926644,1.1940657,1.1855059,0.93468475,0.82292724,1.212378,0.8214684,1.0891647,1.2813954,0.82965446,1.2014029,0.6765944,1.1650504,0.9858322,0.852851,1.1928768,1.020979,1.2097726,1.0507054,0.6771606,1.2521942,1.1654804,1.0437068,0.86042696,0.6237615,1.1021452,0.73583734,0.7078802,1.0895927,1.1193526,1.0692091,0.9741337,1.1453384,1.059339,1.2039268,0.9565312,1.1758889,0.8479998,1.0374129,1.1595416,1.282794,0.93278354,1.3007028,0.93429434,1.1984768,0.90976655,1.0883254,0.0,0.93641156,0.99759185,1.2304401,0.98818064,0.9405543,0.9128957,1.1489196,0.7034343,1.1078389,0.8464837,1.3248911,1.3211795,0.89223474,0.8668038,0.9273631,0.9054538,0.87835264,0.93323267,1.132447,0.65502244,0.8406096,0.17105925,0.9509564,0.8866773,1.1552953,0.83374465,0.7873491,1.1630092,0.91707957,1.2788314,1.0678608,1.2529938,0.9916403,1.2291933,1.100091,1.2663565,0.870354,1.1225452,0.97939515,0.9558828,0.7817597,0.9791709,1.0087097,0.8568195,0.99933887,1.2905359,1.1383547,1.261551,0.61800236,1.0163543,1.0329063,0.9401541,0.9189216,0.8097719,1.1617838,1.0263504,0.95159954,1.0699865,0.91836494,1.205143
milk,1.0672514,1.1172739,1.0459943,1.1498078,0.9965297,1.0676798,1.0343233,0.7186693,0.96681404,1.1880656,0.997788,1.0871155,1.162304,1.1537952,1.1342988,1.1597162,0.9422484,0.3234111,0.8842174,0.84655917,1.0130905,1.0034869,0.6125973,1.123648,0.8617896,0.9651771,1.2017634,1.0766511,0.94381064,0.9865235,0.90857875,0.97954684,0.90064883,0.81822574,1.1489731,1.0633394,0.9737944,0.7078803,1.190274,0.9522158,0.94253373,0.8924365,0.8262604,1.0202386,1.1465385,0.9832892,1.0185522,1.1058998,1.1492078,1.1379006,0.97428435,1.1391277,0.83034444,1.0131433,1.0477123,1.0380949,1.1811993,0.9598261,1.0762732,0.81781524,1.0893298,1.0234966,1.1126587,1.1000595,0.97919637,0.9559078,1.178045,0.7391629,1.1555321,1.1162605,0.9681311,0.89261,1.0323261,0.93641156,0.0,0.97314185,1.1179945,1.1003451,1.1591636,1.021694,1.1663126,0.9116472,0.82751817,0.9524069,1.2015618,1.2087305,0.85964835,1.083424,1.1370158,0.89714175,1.1988773,1.1738718,1.1501231,0.9355753,1.0473386,1.057174,0.8305252,0.80768555,0.8545626,0.9955849,0.81075406,1.068732,1.0027468,1.1359092,0.9853955,1.1972189,0.94540304,0.9609095,0.7866827,0.983733,1.1098548,1.1352512,0.99127203,1.0794472,0.9200609,0.7514162,1.0697553,1.0163479,0.89172405,1.0803281,1.0360887,1.0149331,0.8539122,1.1522403,1.2051964,0.78186977,1.026537,0.803692,1.0042607,1.050311,0.97296894,0.7195937,1.1156573,0.9939431
mitten,0.73136705,0.86973494,1.1720225,0.6839025,0.8221379,1.1299914,1.1027704,1.3599526,1.0051452,0.8996786,1.4726081,0.9295417,0.64879894,0.95904917,0.73731166,0.9805483,1.0620071,0.9821174,1.2095062,1.0817068,0.6409968,0.7558579,1.078692,1.0735939,1.4517043,1.4446255,1.0467328,1.2193382,1.0870519,0.85388297,1.3166618,1.0105951,1.0010577,0.9049401,0.91036564,1.3927078,0.90687615,1.0135804,1.0025914,1.0064243,0.90303516,1.1801853,1.1765814,0.7647328,0.9226968,1.0192131,0.92783856,1.014271,0.9561469,1.3711271,1.2890043,1.0341554,1.1470218,0.7749315,0.9931097,0.69946355,1.3351939,0.297374,1.0286386,0.77993643,0.88475305,0.78358734,0.68969977,1.2932062,1.0065743,0.9559029,0.8875714,0.94093305,0.837218,1.1616132,1.0544282,1.4303409,0.689886,0.99759185,0.97314185,0.0,0.7207161,0.6201119,1.3291903,1.3201325,1.1746026,0.9983293,1.0662838,1.106,0.7079137,0.9592114,1.2178625,1.3533888,1.3329679,1.0293096,0.69518346,1.1795328,1.0042706,1.1454759,1.4244219,0.91457814,0.9050218,1.371036,1.0657538,1.3151369,0.80591,0.57585937,0.9345242,0.82638603,0.92536575,0.89441663,0.9080746,1.0838397,0.8881391,0.74012566,1.3528152,1.1695217,1.1543983,0.9135857,1.2298174,1.1651583,1.3022398,1.2356008,0.84032947,1.0591458,0.9548781,0.912396,1.0900854,1.132374,1.1307628,1.2011708,1.2104737,0.81163275,0.797503,1.1034505,1.2453529,1.1288371,1.435748,1.1504421
motorcycle,0.84978074,1.1240693,1.4717464,0.62822485,1.2296704,1.3879633,1.235739,1.3281808,0.76593006,0.524753,1.3893456,0.68401074,0.61224777,0.98777884,0.68906194,0.8734747,1.0735563,1.2631886,1.4040076,0.9226957,0.7732103,0.72305924,1.3683059,1.1249145,1.3679715,1.3010405,1.1912276,1.0048763,0.822504,0.86909586,1.3051376,0.65224344,1.0816844,1.1225158,0.59076166,1.4516191,0.6370914,1.4360204,0.7490054,0.8579098,1.120595,0.82505894,1.1744064,0.85206544,1.0565388,1.2732937,0.82314557,0.8158561,1.1662805,1.408066,1.3077372,1.138573,1.1707935,1.0671552,0.9358851,0.7057084,1.2485927,0.9284467,0.8881527,1.1448594,0.72833323,0.8324887,0.9123953,1.3897115,0.9242348,0.88342774,0.7152632,0.9849018,0.65590745,1.1747895,0.7015693,1.4354736,0.85960585,1.2304401,1.1179945,0.7207161,0.0,0.81484306,1.3023846,1.4157975,1.2531407,1.3366156,0.79560447,1.2543118,0.5985956,0.726822,1.3724003,1.3535596,1.3755203,1.1611533,0.8286989,1.1380852,0.78262633,1.1292541,1.4194047,1.1776315,0.9375666,1.2754649,0.714124,1.2412415,1.1600522,0.8169017,1.0754392,0.64800906,1.007032,0.759872,0.86442566,0.76128924,0.7468687,0.7041833,1.42416,0.9147473,1.0413748,1.2968887,1.3357849,1.2641072,1.3518097,1.405798,0.7153765,0.962983,0.7498362,0.6103609,1.4035864,1.2478827,1.218591,1.2282004,1.3304348,1.1116697,0.6453049,0.95208067,1.0975188,0.7727814,1.4008467,0.8833112
muffin,1.0023892,1.0338427,1.0620835,0.7755317,0.87710655,1.0561521,1.0811164,1.2344377,0.8898274,0.94764537,1.228496,0.9503819,0.8152665,0.9951563,0.88830185,0.9674608,1.1359378,1.1620462,1.1783085,1.0975667,0.8463103,0.9298874,1.1295054,1.044748,1.2057502,1.2176678,0.9190886,1.0391791,1.0974079,0.94792724,1.0940136,1.116727,0.9896603,1.062678,0.97188264,1.2342954,1.0504544,1.1835924,0.7925147,1.0304639,1.0762556,1.0988173,1.177251,0.9099476,0.92470574,1.0729451,0.8984218,0.9390369,1.014636,1.2088399,1.1477059,0.9990592,1.0348022,1.0068455,0.9471356,0.73361576,1.0776852,0.8010016,0.9907157,1.0290571,0.89955556,0.912533,0.8251876,1.1702286,1.018551,0.9471003,0.94487107,0.9256407,0.90060556,1.0369449,1.0645227,1.3105077,0.58375114,0.98818064,1.1003451,0.6201119,0.81484306,0.0,1.1623138,1.2244245,1.0399373,1.0908784,1.0304897,1.0376191,0.85504353,0.88392687,1.2716389,1.2648118,1.2374455,1.0270509,0.8660687,1.1525121,0.8112061,1.0812198,1.2779673,0.9629569,1.0345248,1.1733352,1.0440887,1.1806965,1.0967393,0.9233556,0.9297016,0.77358186,1.1307158,0.8967824,0.97150064,1.005236,0.9269907,0.9539135,1.2235999,0.9687978,1.1928344,1.0240145,1.1672721,1.2181743,1.1527526,1.1131022,1.0147398,0.88533914,0.9751846,0.9522819,1.1845512,1.0666765,1.0428003,1.23927,1.1569915,1.1151805,0.8754133,0.9726422,1.0819985,1.1655465,1.1881293,1.0263809
nail,1.3816922,0.816327,0.39574432,1.2413812,0.749063,0.3462013,0.767257,0.9061747,1.413324,1.305368,0.52768886,1.462196,1.2996585,1.0836033,1.3365974,1.136009,1.0640085,0.8349792,0.71145415,1.3169045,1.1885344,1.3395456,0.941864,0.89358544,0.715238,0.52930045,0.4831227,1.0052834,1.3501593,1.214474,0.74023694,1.3098335,1.1361396,1.1706582,1.3004303,0.42883337,1.4694378,0.7065996,0.99556476,1.1425875,1.0262756,1.2662921,1.151336,1.3384132,0.7890542,0.6749615,1.1995237,0.7911274,0.5574633,0.32354861,0.7026273,0.600889,1.1211754,1.1936414,1.2396601,1.2566415,0.26436758,1.0234236,1.1964169,1.2427176,0.92763233,1.2462939,0.97218573,0.36459744,1.1297195,1.3169868,1.218514,1.1704546,1.2596968,0.91424537,1.3997436,0.68448865,1.2323717,0.9405543,1.1591636,1.3291903,1.3023846,1.1623138,0.0,0.70125014,0.6698968,0.7086445,1.3173933,0.945985,1.3289241,1.1585553,0.8853543,0.489326,0.33788407,0.9400256,1.0768586,0.8061866,0.9747847,1.0970476,0.5285791,0.87425697,1.1875601,0.9150251,1.3752782,0.66851425,1.0883566,1.311682,1.2115551,1.2457409,1.2151095,1.1113197,1.2787161,1.3089063,1.3924811,1.2652334,0.22449625,1.1076717,0.5498006,0.7274637,0.83664656,0.95036566,0.26781583,0.4289539,1.3088081,1.0790434,1.3408008,1.4591217,0.7909993,0.37024504,0.32490253,0.8778134,0.8241874,1.0345938,1.4568874,1.2227511,0.9892384,1.1253145,0.18943942,1.2684786
napkin,1.2104717,0.78158647,0.5800961,1.3121402,0.9508193,0.64356613,0.7826929,0.6808743,1.1943387,1.377018,0.45182925,1.3602576,1.4295868,0.8685858,1.0707468,1.1366837,0.8761971,0.81458306,0.7479266,1.021158,1.31498,1.2219061,0.79293114,0.76383466,0.2738031,0.6110361,0.72460926,0.8913974,1.0392176,1.2320694,0.8402103,1.3196304,1.1767638,0.98317236,1.1953329,0.31195104,1.3709092,0.67951876,1.0999813,1.1566046,1.0161077,0.99858314,0.80837756,1.2805638,0.9095142,0.88742113,1.1737213,1.2625333,0.88028455,0.41210896,0.8104247,0.76948637,0.7631054,1.1548989,1.3004081,1.4448981,0.65712225,0.9598267,1.2384379,1.0397303,1.2826755,1.383543,1.1282704,0.44844592,1.2586172,1.0021956,1.3116877,1.3173544,1.2467166,0.40252078,1.2141144,0.39639843,1.2773015,0.9128957,1.021694,1.3201325,1.4157975,1.2244245,0.70125014,0.0,0.57890564,0.78603053,1.0167114,0.9667626,1.3843682,0.9631281,0.6063311,0.43953943,0.41739845,1.0695163,1.0649111,0.41949695,1.1447163,0.9536976,0.2894647,0.8906951,0.9931672,0.61009455,1.178373,0.74457777,1.1151769,1.3836167,0.7794621,1.3621798,1.0090706,0.9728341,1.3275703,1.3316627,1.2252738,1.4149883,0.43979645,1.1240147,0.71407163,0.6154063,0.46007395,0.7871546,0.5876781,0.43496913,1.2957926,1.0788947,1.2562658,1.412363,0.8164685,0.7378112,0.759623,0.786505,0.10868454,1.081679,1.4554341,1.3079255,0.85880035,1.0018117,0.5048007,1.1327746
necklace,1.212147,0.50036144,0.8231817,1.020683,0.98479533,0.84202003,0.9810945,0.9639692,1.2819364,1.2493132,0.78404033,1.2644432,1.0645003,0.897762,1.0946475,1.144514,0.93230563,1.0820013,0.965109,1.1956345,1.2259061,1.2205664,1.0054983,0.74215364,0.7052795,0.89855397,0.75058454,0.99771416,1.1369628,1.1938357,0.9754249,1.312099,1.1097146,1.0171365,1.1500895,0.5993783,1.3656952,0.97732764,0.9874895,1.1760732,1.0426084,1.2011142,0.9400668,1.1001841,0.63295996,0.9691237,0.9921141,0.99223155,0.5974298,0.7351446,1.0008097,0.5521146,0.94927275,1.22814,1.1921552,1.2967432,0.49178982,0.887119,1.1591283,1.0289979,0.9756877,1.3092602,0.73052216,0.51390505,1.135311,1.049398,1.0661013,1.1785122,0.96750987,0.6338889,1.2385952,0.8012963,1.1864113,1.1489196,1.1663126,1.1746026,1.2531407,1.0399373,0.6698968,0.57890564,0.0,0.94424164,1.238442,0.93030447,1.0757201,0.75918114,0.988184,0.699802,0.6241199,1.0256099,0.9581539,0.7147399,1.0085518,1.1595038,0.7305097,1.1022532,0.9545515,0.80345505,1.2932011,0.9631633,1.1634233,1.2111152,0.90074277,1.0525998,0.8555244,0.68922627,1.2266775,1.3720818,1.2912408,1.2409372,0.5589879,1.1432381,0.8566668,0.5580108,0.7894057,1.0341508,0.54282516,0.7541976,1.2627946,0.91663945,1.2229669,1.3151276,0.920545,0.5293852,0.7204362,1.0227743,0.65099394,1.125174,1.3333378,1.2485175,0.94166845,1.1377798,0.49169976,1.2771056
orange,1.2844188,0.9003066,0.56276965,1.3886192,0.61963,0.5066818,0.70709634,0.78996396,1.2970772,1.4177666,0.7864884,1.3829411,1.337731,1.102354,1.2826186,1.0937554,0.9932417,0.6695364,0.41205168,1.0741256,1.1147276,0.9981836,0.5460565,0.98343354,0.8976149,0.7783949,0.670308,1.2001886,1.2068378,1.0832202,0.8295661,1.3349689,0.9251941,0.87406325,1.3658419,0.57533836,1.2283537,0.33384252,1.1579019,1.1961297,0.91703963,1.3675147,1.0786247,1.2156965,1.042671,0.0669477,1.3063352,1.1527338,0.90683246,0.6841278,0.8361928,1.0263958,0.8156297,0.9530444,1.2170886,1.1424015,0.8736858,0.85282135,1.2540137,0.8716574,1.2560326,1.1017666,1.1585445,0.7033862,1.1160183,1.2164819,1.3071721,0.9992275,1.3005326,0.76287127,1.3289307,0.89732504,1.086566,0.7034343,0.9116472,0.9983293,1.3366156,1.0908784,0.7086445,0.78603053,0.94424164,0.0,1.229884,0.9593997,1.3895111,1.3608025,0.79284865,0.7348666,0.68178,1.0048292,1.0672926,0.90944874,1.1530377,1.0869689,0.59266484,0.7481214,1.0467774,0.8452796,1.2604982,0.8198194,0.36665738,1.2528094,0.7184076,1.3952729,1.0596752,1.3020648,0.8994301,1.3362265,1.0936675,1.1801541,0.6538953,1.1361597,0.8861899,0.7824589,0.62787056,1.0115764,0.8486675,0.644573,1.0539736,1.2966356,1.2471827,1.3337967,0.34865117,0.8923233,0.8177444,0.9794167,0.8497951,0.6916145,1.100804,1.2876825,0.9555799,1.1591033,0.69872594,1.3718176
oven,0.8901535,1.2406285,1.3069377,0.88657904,1.340972,1.3446118,1.1934215,1.0085377,0.40800607,0.80248433,1.1758708,0.8021334,0.93222946,0.9944402,0.87617266,1.0122056,0.9757961,1.0809286,1.1996301,0.6044673,1.0165204,0.78179,1.1087495,1.1061828,0.87160337,1.2292455,1.2511849,0.87254286,0.66979396,0.9028175,1.0440302,0.44558406,1.0083677,1.0009878,0.87376064,1.3197293,0.5871739,1.2609693,1.0935924,0.9466935,1.1656502,0.31022,0.54789627,0.9898611,1.1378399,1.2501233,0.8964465,1.0173664,1.2902161,1.2951889,1.2030905,1.2094522,0.9375618,1.1786386,1.0878891,0.9838085,1.269346,1.238729,0.9826433,1.0884416,0.9962868,0.82403934,1.069308,1.338372,0.9535835,0.7059723,0.99843323,1.0131925,1.0304283,1.1164825,0.6442401,0.9200562,1.112022,1.1078389,0.82751817,1.0662838,0.79560447,1.0304897,1.3173933,1.0167114,1.238442,1.229884,0.0,1.2408885,0.9106568,0.85776126,0.8875724,1.2422502,1.3136637,1.1781365,1.0772734,1.181206,1.0916545,1.0468976,1.1823871,1.1105168,1.0317128,0.8565029,0.37086838,1.1462731,1.0235971,1.010124,1.0093741,0.8628776,1.1228304,0.9321616,0.83591175,0.5056876,0.47967017,0.82714933,1.4162023,1.0131334,1.1960089,1.2745795,1.0769504,0.8615555,1.2373224,1.2064786,1.0326253,0.91563404,0.93495685,0.6318822,1.246991,1.3416075,1.1975615,0.875363,0.98681307,1.276948,0.6901739,1.0289059,1.0678793,0.7735049,1.3639745,0.5617439
owl,1.0335965,0.97224903,0.7958267,1.3424038,0.8257304,0.7704709,0.80544853,0.81187177,1.3916628,1.3185581,0.7777084,1.1340542,1.2818401,0.8778764,1.1446434,1.0618385,1.0164552,0.80192035,0.8723851,1.113226,1.1538682,1.1235526,0.67260647,1.0238292,0.9097041,0.7518715,0.9145403,1.0939195,0.98315114,1.0779843,0.86809444,1.2669033,1.0095903,0.98456496,1.204358,0.8176148,1.1779674,0.7410771,1.1673526,0.84892356,0.66064787,1.173352,1.1030313,1.0618992,1.0566766,0.95879865,1.1717598,1.2135204,1.0481793,0.8306154,0.5145049,1.0717577,0.872142,0.70252323,0.8034818,1.079535,0.973674,0.99616075,1.0923791,0.9780627,1.2595024,1.1446182,1.1866741,0.75493485,0.91685814,1.1402166,1.2268655,0.97995937,1.1605976,1.0263164,1.041334,0.8324917,1.1415379,0.8464837,0.9524069,1.106,1.2543118,1.0376191,0.945985,0.9667626,0.93030447,0.9593997,1.2408885,0.0,1.2924707,1.1753753,0.91115594,0.9313233,0.9038523,0.33130705,1.1912013,0.8597652,1.14742,0.7186501,0.9779864,0.904286,0.69912434,0.9244004,1.203351,0.6546433,1.0204656,1.0599918,0.9680343,1.2762138,0.8960696,1.1305008,1.109577,1.2315078,1.2954416,1.2921835,0.7734902,1.1058232,0.9300629,0.785762,0.8744067,0.8867567,0.970889,0.84568715,0.89034647,1.1604681,0.9990234,1.2178848,0.79515135,0.9665523,1.1346605,0.93786573,0.96741104,0.74760616,1.2975142,0.9136299,0.79416656,0.88505876,0.81677806,1.1866782
