,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,eye,face,finger,fish,flower,fork,frog,glasses,glove,gum,hair,hand,hat,helicopter,horse,hose,jacket,jeans,knife,lamp,mitten,nail,napkin,necklace,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pillow,pizza,plant,plate,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shovel,shower,sink,slipper,soap,sock,soup,spoon,sprinkler,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
hat,1.0175704,1.1774997,0.980934,1.0741087,0.9469911,1.0283296,1.0712745,1.0635731,0.83396924,1.0093439,0.9502247,0.9778055,1.1243696,0.86820436,1.0384537,0.99016494,0.7673234,0.8628613,0.94974947,0.8755582,1.0914052,0.92155844,0.98066473,0.9503684,1.187086,1.0847234,1.0759852,1.199632,1.1787555,1.085208,1.1656806,1.0579164,1.0271553,0.9130294,0.99773544,1.0252715,1.084949,0.9469069,1.0127267,1.1560236,1.0426723,0.9963439,1.1619937,1.1755431,1.016532,1.0397472,0.9801305,1.142192,0.80746794,0.835557,1.1538858,1.0386744,0.0,0.945587,1.0479076,1.0555975,1.0335155,1.249102,1.0307688,0.9811611,0.9239383,0.98687613,0.16497517,0.92821574,1.0365438,1.0412265,1.0205842,1.2053142,0.6716235,0.88947684,0.9545321,0.9566007,1.047539,1.2270285,0.9978525,0.95698625,0.78959215,0.80742794,1.0352092,0.974029,1.0509142,0.97118837,1.1409189,1.0743943,0.9925714,0.9660723,0.86036634,1.0980709,0.81205636,0.82032055,0.9840448,0.9950196,0.89049584,1.1695077,0.99107134,0.8758553,1.092469,1.217627,0.9562561,0.7214639,0.9219305,0.9391618,1.0519153,0.93666935,1.1274016
helicopter,0.71388954,1.1477871,1.130129,1.0434403,1.0632894,1.2033887,1.1147938,1.2097313,0.9950299,1.0954106,1.1403964,1.0344559,1.1379269,0.67122316,1.0673132,0.719404,1.0394468,1.1286602,1.0779475,1.10826,1.1271586,1.0935621,1.1181043,0.79923767,1.1172572,1.1196936,0.87899506,1.0846756,1.1828173,1.1049825,0.98099566,1.1234463,0.99917376,1.1650122,1.0594012,1.0689914,0.98067725,0.9775205,0.81470174,1.1302248,0.9594954,0.76495934,1.2061737,1.1174477,1.1059332,0.92434025,0.566556,1.137258,0.9303771,1.1038234,1.051769,1.0732789,0.945587,0.0,0.9935607,1.0176566,1.0597908,1.1629059,1.0129297,1.0806534,1.1003585,1.1681321,1.0087303,0.9329714,1.0399644,0.9021878,1.0893971,1.1334429,0.8990459,0.9513842,1.0647141,0.975235,1.2775657,1.0610838,1.0152876,0.9387596,1.085995,0.9813157,0.9241433,0.86745524,0.68917763,0.7503183,1.1697481,1.2122948,0.9293382,1.0374284,1.0063754,1.2276343,1.0415868,0.9731663,0.9667978,0.9391404,1.0408403,1.0845133,0.9977279,1.1969179,1.2101841,1.2255527,0.9187446,1.121164,1.0287566,0.8458576,1.0423894,1.1341002,1.0299118
horse,0.8425394,0.9371073,1.0353878,1.016539,0.87385213,1.0250617,0.9330491,0.97810507,1.1756941,1.2954866,0.8564903,1.2884476,1.0462037,0.63456684,1.2254763,0.81339926,0.96290296,0.9467588,0.9953964,1.0504848,0.87830675,0.87155724,0.9349966,0.857424,0.9210835,1.1626756,0.9852468,1.1340835,1.135214,1.2956762,0.7292255,0.89961624,1.1185279,0.8958856,1.0504462,1.1177107,1.1572897,1.0744246,0.76667774,0.9918621,0.8517743,1.0438695,0.8796323,0.7696415,0.873883,0.92480177,0.7187318,1.032249,0.8090184,0.8702721,1.1307627,1.0495818,1.0479076,0.9935607,0.0,0.87308586,1.179341,1.1021096,0.91207474,0.8422661,1.1642866,1.1183637,1.0506718,0.6822816,1.1790953,0.93403673,1.3102853,1.0476555,0.9428468,0.9049158,0.91460973,0.81008065,0.9681899,0.9513608,0.9543503,0.91454947,0.94539845,1.0297791,1.0895288,0.8459375,1.0162212,0.9447506,1.2371634,1.0185761,1.031759,1.2755926,1.2155259,0.9806372,1.008904,1.1237599,1.0233815,0.9211794,1.0087698,1.173434,1.2499626,0.97123945,0.99525326,0.966045,0.9678149,0.89214313,0.93376267,1.1252924,1.0582404,1.0636066,1.1078703
hose,1.1842971,0.87957877,1.0036182,1.1750507,1.1103575,1.0368322,1.008655,0.9713646,0.945666,1.2661874,0.9930488,1.2646981,1.0393182,1.0925043,1.2880375,1.0756712,0.9081961,0.9247273,1.1420143,0.8529933,1.1057642,1.0765334,0.5600039,1.1460274,0.78210497,0.7554735,0.8545264,0.88530195,1.0444386,1.1854887,0.86825526,0.96537536,1.0542331,0.65281963,1.1023096,1.2062913,0.60642225,0.5346874,1.0795112,1.1253006,1.0006444,1.1120024,1.0371044,0.9213394,0.91363317,1.1078514,1.148731,1.0324352,1.1223344,1.0027965,1.1552685,1.1904483,1.0555975,1.0176566,0.87308586,0.0,1.1824336,1.1207765,0.9887473,0.41057122,1.2178212,1.1164722,0.87394613,0.9425235,0.7066534,1.1047897,1.2321696,1.0261415,0.99633884,0.9117701,0.8269613,0.92909,0.9142966,1.0978549,0.9752446,1.0681187,0.84641284,0.9084475,0.9648046,1.1007783,1.1486535,0.954334,1.1906664,1.1272058,1.1554164,0.99288046,0.9717255,0.9070023,0.72987825,1.1052331,1.1887401,1.1487795,0.87294567,1.1158103,1.0235445,0.8180497,1.0889828,1.1654797,0.5924932,0.7581649,1.0240688,1.1816654,0.8487874,0.9257691,0.7405572
jacket,0.89794254,1.1677153,1.247055,0.6081542,1.1010011,1.2448623,1.2656051,1.2883431,0.8619137,0.5742756,1.2370678,0.7534862,0.92545605,1.1820219,0.6654876,0.9149014,1.1465963,1.2556245,1.1871663,1.1358172,1.0744923,1.257303,1.332344,1.0128043,1.0273116,0.8889967,1.0984693,0.8049597,0.9284768,0.59631187,1.1928152,1.3426937,0.95352757,1.3048756,1.0003712,0.98058003,0.8031207,0.9199376,1.1176941,0.99843204,1.2035325,0.79554534,1.1597162,1.2532797,1.3093456,1.2173382,1.0339261,1.1295614,1.1491241,1.2932887,0.48047745,0.903253,1.0335155,1.0597908,1.179341,1.1824336,0.0,0.77350295,1.1707938,1.3326023,0.641026,1.1393431,1.0964153,1.271567,0.80354714,1.1913793,0.22810447,0.71688056,0.99364585,1.2065347,1.2980864,1.2790989,1.0502701,1.1862639,1.1778288,1.2036355,1.1430433,1.1354562,0.82818604,1.1298163,0.78669983,1.0370517,0.34993303,1.1965008,1.0137712,0.7937033,0.8213031,1.300051,1.1841501,1.0257515,1.0606873,1.1926147,1.1189284,0.15353191,0.53124034,1.3580408,1.2392799,1.1078881,1.3155043,1.2611406,1.2689452,0.8889445,1.0928574,1.2163613,0.67008084
jeans,0.9495522,1.0307639,1.318569,0.5123203,0.960848,1.0337378,1.1785284,1.0325134,0.9375497,0.5755007,1.2630293,0.70921874,0.70314825,1.2458923,0.555271,0.9872065,1.2478694,1.3030183,1.2356567,1.0491326,0.8902032,1.2075608,1.257624,0.9290391,0.79054093,0.95439285,1.1421316,0.7480419,0.6095054,0.50362426,0.96518326,1.2460005,0.97692215,1.2826548,0.86197686,1.0014577,0.9606068,1.1003711,1.120975,0.5749102,1.172091,1.0533481,0.9377977,1.1607933,1.2782764,1.2643361,1.1542726,1.0143147,1.0880989,1.2583675,0.75044936,0.81111264,1.249102,1.1629059,1.1021096,1.1207765,0.77350295,0.0,1.0988427,1.298153,0.650528,1.1100993,1.1677282,1.2379771,0.83356804,1.2656546,0.7726194,0.38869685,1.1592724,1.3509462,1.3172072,1.3224992,0.72854245,0.97563046,1.2838712,1.1562268,1.0542715,1.2385455,0.9296154,1.0870664,1.0055537,1.1601696,0.52688503,0.85038,1.1593621,0.7873734,0.9315212,1.0412135,1.2639984,0.92302,1.1201574,1.2577044,1.1184963,0.66856027,0.80473137,1.339859,0.9414483,0.72606266,1.3684077,1.1099014,1.1626036,1.0155338,1.0439516,1.3084732,0.9302952
knife,1.0458448,0.9472308,1.1235176,1.0469849,1.0769451,1.0961604,0.9977759,0.98957485,1.0239851,1.21959,1.0532508,1.1407435,1.1507883,0.93337625,1.2290838,0.89167047,0.8592256,1.1038524,0.50972664,0.89343464,0.85289663,0.6878052,0.95412624,0.8560521,1.0623789,1.0108104,0.92420936,1.0691512,0.985779,1.249072,1.0194999,0.92396116,1.0423142,0.9708653,0.98263955,1.0553582,1.0810436,1.0030434,0.97712135,1.1119187,1.0410576,1.1403552,1.0469706,1.0172608,1.0110738,0.41487253,1.0192736,1.135899,0.97544324,1.0510021,1.1455733,1.0552071,1.0307688,1.0129297,0.91207474,0.9887473,1.1707938,1.0988427,0.0,0.99918115,1.1413002,1.2045678,0.9923203,1.0023314,1.044176,1.0294998,1.1353438,1.0721976,0.9290092,0.82465637,0.8439491,1.027491,1.0057373,0.9447537,1.1209888,0.9920407,0.8639525,0.98429567,1.0491235,0.9798777,1.0855384,0.7811111,1.224922,0.9777148,0.34471822,1.2633061,1.0528363,1.0810465,1.1937233,1.0684698,0.6082094,0.283534,0.7716279,1.2109615,1.0458431,0.8932332,1.1274269,0.9551673,0.87759507,0.98975474,1.0159135,0.73361444,1.0920299,1.0290083,1.0974076
lamp,1.296695,0.78712004,0.76616204,1.3300596,1.0978067,0.8715979,0.8124201,0.8675288,1.0908244,1.3764024,0.7698567,1.3100777,1.0386543,1.030843,1.3245034,1.1326575,0.7919984,0.82443756,1.0319631,0.8633781,1.0704849,1.0024227,0.43029654,1.2285633,0.7807484,0.78782296,0.9512364,1.0140989,1.0358222,1.3200538,0.7504859,0.75238585,1.0900496,0.5205167,1.0269783,1.192241,0.8816605,0.846833,0.9665633,1.1972412,0.9300321,1.1978662,0.96233356,0.7382274,0.73973405,1.0003744,1.2072754,0.9024563,1.0135572,0.83745426,1.266895,1.2514355,0.9811611,1.0806534,0.8422661,0.41057122,1.3326023,1.298153,0.99918115,0.0,1.3692806,0.9665235,0.84421813,0.8149942,0.99795574,0.9663862,1.3706968,1.1187531,0.94270116,0.8166295,0.6637496,0.66832495,0.8709049,1.0182314,0.8477802,1.0040554,0.86732304,0.8735578,1.175633,1.0651208,1.2786219,1.0640274,1.2955285,0.8307652,1.1793691,1.1564307,1.1174057,0.6257075,0.72225845,1.1580743,1.1405251,1.070505,0.9286648,1.2684621,1.2038567,0.53944445,0.9333704,1.0634894,0.5098982,0.63651764,1.0446123,1.3611541,0.9840339,0.7250792,0.8411921
mitten,0.73106754,1.3378643,1.3379335,0.55720586,1.0615985,1.282815,1.3151813,1.3094413,0.73717445,0.47847652,1.3744793,0.59611535,0.782009,1.1398754,0.57316375,1.035011,1.212346,1.2758067,1.271574,1.2265053,0.8484502,1.38465,1.3837396,0.8772528,1.0070198,1.0289373,1.1981442,0.8134365,0.6865562,0.5702146,1.1049691,1.4511305,0.85536087,1.4206518,0.8746722,0.6535409,0.8136216,1.0082768,1.257338,0.8592798,1.3058823,0.84556186,1.1308001,1.4592764,1.380082,1.2024672,0.94783044,1.176961,0.8039595,1.3124567,0.4932434,0.66845024,0.9239383,1.1003585,1.1642866,1.2178212,0.641026,0.650528,1.1413002,1.3692806,0.0,1.219093,0.97090906,1.3322694,0.7412344,1.2750707,0.65085566,0.7351947,0.93687934,1.2748765,1.3713452,1.3791089,0.91502994,1.2379802,1.219724,1.277607,1.1544497,1.2154081,0.83261836,1.0770961,0.7967651,0.96202314,0.49614227,0.9187839,1.0143716,0.6138612,0.6692913,1.3588321,1.1540418,0.70581216,0.93264115,1.1469325,1.0773703,0.54867196,0.63788414,1.4415796,1.1859254,1.092494,1.4357618,1.1167802,1.286767,0.810418,1.070243,1.3187954,0.7716005
nail,1.2767947,0.73928493,0.29329228,1.1921016,0.78129286,0.50448525,0.8132991,0.6829599,1.193649,1.2138679,0.42150116,1.3122522,1.0188265,1.2761146,1.181257,1.1258074,0.77531195,0.4856941,0.8786574,1.0288676,0.9498327,0.9703427,0.7630842,1.2519894,1.1147448,1.1911759,1.0971552,1.1106929,1.1153377,1.1861172,1.1754769,0.5176888,1.2569225,0.79771537,1.2732289,1.0076727,1.3104469,1.1735765,1.1199261,0.8047434,0.97080296,1.1623496,0.62310475,0.59455293,0.8168868,1.2267256,1.319139,0.5340029,1.1315327,0.7776177,1.1020293,0.9677226,0.98687613,1.1681321,1.1183637,1.1164722,1.1393431,1.1100993,1.2045678,0.9665235,1.219093,0.0,1.0854846,0.9763933,1.2585912,0.98340946,1.0936381,1.0867476,1.1408283,0.9524666,0.7808538,0.67964315,1.0328152,0.789564,0.9613334,0.9161289,1.1731926,1.0169619,1.2749109,1.2195911,1.0946525,1.2233592,1.0441868,0.82631,1.2968618,1.1685435,1.1714315,0.53091806,0.96370953,1.0826997,1.2508744,1.2699301,1.020121,1.1505616,1.3159485,0.56807715,0.35079348,0.685349,0.7831889,0.9680618,0.92142606,1.2864809,1.026835,0.33388323,1.2618775
napkin,1.0982646,0.9808777,1.1044679,1.0705854,1.0094943,0.9688996,1.0342313,0.9593365,0.8858888,1.0094956,1.1045536,0.9596407,1.0459331,0.98335075,1.0668956,1.0941553,0.7484398,0.99692035,1.059452,0.6991545,1.0205244,0.95391476,0.8221803,0.94200665,1.1118459,0.871117,1.0470104,1.1636178,1.1757318,1.0744302,1.1241586,1.0879867,0.9131653,0.8647044,0.962475,1.1197864,0.9746229,0.84767854,1.0170021,1.138701,1.0936323,1.0974482,1.0500424,1.0955063,1.0113329,1.0360192,1.0792434,1.1676284,0.8987652,0.9430017,1.2282243,1.0850366,0.16497517,1.0087303,1.0506718,0.87394613,1.0964153,1.1677282,0.9923203,0.84421813,0.97090906,1.0854846,0.0,1.0630757,0.91994494,1.0739132,1.1011448,1.0350536,0.6076397,0.88303137,0.88698405,1.0816542,0.8085246,1.1825181,0.9900392,1.0251323,0.70184046,0.84729844,1.003706,0.9846025,1.1375812,0.9723469,1.171792,1.09329,1.0416973,0.98647785,0.9340402,1.002836,0.80095714,0.7698738,1.0744681,1.0244418,0.8938432,1.2064052,0.99909234,0.8716545,1.0990611,1.1574051,0.88486516,0.3742429,0.89354575,1.0420958,0.95878446,1.045967,1.1044124
necklace,0.9528759,0.9525057,0.8870437,1.1347996,0.7463038,0.80751646,0.8268481,0.96347564,1.1684245,1.3680363,0.68637663,1.299464,1.1140717,0.70778847,1.2704511,0.91393965,0.9681835,0.79114443,0.94367766,1.0172462,1.0765388,0.7030827,0.90899265,1.0751674,1.0031776,1.2011975,0.8447731,1.2608287,1.2708918,1.3419719,0.8147751,0.77077657,1.2261059,0.8325284,1.186308,1.1257763,1.285505,1.0975679,0.6582674,1.0964266,0.613177,1.0918618,0.88981795,0.71810085,0.7900195,0.8342272,0.8343586,0.9049819,0.63989896,0.51242054,1.329147,1.0163423,0.92821574,0.9329714,0.6822816,0.9425235,1.271567,1.2379771,1.0023314,0.8149942,1.3322694,0.9763933,1.0630757,0.0,1.3250868,0.82319653,1.3195672,1.2869135,1.0286674,0.8696631,0.8945756,0.7089468,1.1137842,0.9083073,0.90477014,0.78040594,0.87341917,0.8752879,1.2567399,1.0362332,1.0885742,0.8513683,1.3523792,1.0402212,1.123245,1.3114878,1.1596243,0.8779335,0.81538683,1.1120889,1.0179087,0.9178267,0.8264206,1.3316431,1.3470625,0.8380918,0.92290443,1.0374972,0.8265343,0.9945278,0.78989315,1.1882187,1.0722975,0.96199507,1.2503448
oven,0.966975,1.113463,1.2980103,0.83672124,1.1847602,1.2591538,1.3444499,1.1737881,0.70058686,0.59605145,1.327885,0.6679634,0.9491745,1.2102909,0.7341256,0.9235827,1.1710365,1.2897167,1.1991127,0.898339,1.18009,1.202317,1.0920353,0.91155833,0.8995342,0.6787859,1.008118,0.58170044,0.8394555,0.61402404,1.1180042,1.4248122,0.71707594,1.2228155,0.9148742,1.1228317,0.2586217,0.47950023,1.1610392,1.0668103,1.2805685,0.9267174,1.2930905,1.2947916,1.2659292,1.1987629,1.1270096,1.2834429,1.2358727,1.4441642,0.83015215,1.0948308,1.0365438,1.0399644,1.1790953,0.7066534,0.80354714,0.83356804,1.044176,0.99795574,0.7412344,1.2585912,0.91994494,1.3250868,0.0,1.2556398,0.80682707,0.8133577,0.9577258,1.2468903,1.2895054,1.2569383,0.83505255,1.2570834,1.219809,1.2602613,1.0765615,1.1176081,0.5251452,1.1391149,1.0025939,1.1257768,0.82946265,1.135318,1.003416,0.4599626,0.6912352,1.2678909,1.0337063,0.9528352,1.002941,1.2094779,1.1695368,0.7374357,0.49056113,1.3273778,1.3688092,1.2419271,1.13577,0.9834269,1.2252567,0.8792515,0.9435986,1.183958,0.4581558
owl,1.041325,1.020967,0.8579446,1.2374485,1.0521175,0.98792374,0.76971143,0.94979066,1.1986231,1.1927714,0.94096476,1.0624609,1.0516869,0.7730825,1.121689,1.138121,1.0556353,1.00434,1.0208838,1.1068845,0.95065427,0.93016195,1.0384539,1.115962,0.998639,1.1281847,0.8978909,1.1700249,1.0299067,1.2331055,0.8314245,0.8939776,1.0104698,0.9044392,1.0503561,0.8696061,1.2189064,1.1607379,0.8318839,1.1445462,0.7948164,1.0185347,1.03061,0.91299224,0.8670651,0.70494235,0.8349428,0.8640774,0.92132974,0.7330231,1.2043341,1.1349615,1.0412265,0.9021878,0.93403673,1.1047897,1.1913793,1.2656546,1.0294998,0.9663862,1.2750707,0.98340946,1.0739132,0.82319653,1.2556398,0.0,1.1855181,1.2640848,1.0496383,0.90380085,0.9717442,0.80535275,1.080923,0.89936507,0.6784539,0.86145616,0.99787927,0.8313649,1.0983781,0.84323937,1.0521843,0.9320175,1.2127093,0.98694015,0.9648942,1.2601677,1.2082345,0.97747695,0.9256232,1.1771648,1.0258203,0.8130237,0.9251685,1.1950723,1.2890404,0.86325014,0.9601611,1.0053052,0.93502915,1.0488871,0.7599816,1.100045,1.0037613,0.90750587,1.1901567
pajamas,0.9177914,1.1600542,1.2121714,0.67339873,1.0828171,1.2367868,1.2728877,1.2752616,0.78523433,0.43513346,1.2075205,0.5924542,0.921391,1.2533123,0.5283882,0.9320002,1.166671,1.2785211,1.1139642,1.1638165,1.0719515,1.2260101,1.4200324,0.9778316,1.0312513,0.9716339,1.1650543,0.7550316,0.8935017,0.4548238,1.2460799,1.3316872,0.93863714,1.3723032,0.97972184,0.92988193,0.87441087,0.933355,1.1719255,1.0141412,1.1869236,0.816278,1.172948,1.2754571,1.317896,1.2216462,1.085319,1.140427,1.156228,1.257016,0.57635415,0.89030653,1.0205842,1.0893971,1.3102853,1.2321696,0.22810447,0.7726194,1.1353438,1.3706968,0.65085566,1.0936381,1.1011448,1.3195672,0.80682707,1.1855181,0.0,0.7922977,1.0385782,1.2413005,1.2903693,1.3329949,1.0115083,1.1525942,1.1739461,1.1787257,1.1900396,1.1963086,0.88473105,1.165802,0.84142315,1.1132753,0.3378874,1.1792339,0.96126354,0.7097034,0.7394836,1.2341708,1.2040678,1.0122043,1.0075493,1.1771839,1.1670924,0.2837878,0.53274786,1.3294123,1.1900966,1.0546088,1.3514192,1.2918801,1.292147,0.7712904,1.1370656,1.1756017,0.71409655
pants,1.0238625,0.99971336,1.2652829,0.6072374,0.9793018,0.9998168,1.2051471,1.0584985,0.90383214,0.6102264,1.2692255,0.75043404,0.7186178,1.2903095,0.64943916,1.0133529,1.2049751,1.320214,1.231635,0.9859837,0.8411068,1.2294682,1.17305,0.94559056,0.7636942,0.8023904,1.1654018,0.69949615,0.8176909,0.58482325,1.0615901,1.2756495,0.8685752,1.2177186,0.88350374,1.0906799,0.89764655,1.0237709,1.0322753,0.63457316,1.1922154,1.0938838,0.84905094,1.1632727,1.2927787,1.2817811,1.2125765,0.976554,1.1346048,1.2846036,0.7449174,0.86234677,1.2053142,1.1334429,1.0476555,1.0261415,0.71688056,0.38869685,1.0721976,1.1187531,0.7351947,1.0867476,1.0350536,1.2869135,0.8133577,1.2640848,0.7922977,0.0,1.099524,1.3398557,1.3217076,1.2584628,0.64437664,1.030774,1.1803211,1.2229421,0.98514444,1.2498808,0.93198943,1.1490636,0.99526,1.1852447,0.5283467,0.94389915,1.1630853,0.87353164,0.9239938,1.0271235,1.2347586,1.0005581,1.1674955,1.2304964,1.14381,0.59125245,0.75206685,1.2624292,0.9694652,0.8162387,1.2956965,0.9432813,1.1982582,1.0682279,1.092052,1.2264444,0.84939116
paper,0.93961966,0.94356596,1.177139,0.83141077,1.0275774,1.0570544,1.1235914,1.0607176,0.84974885,0.9896106,1.0837839,0.98725605,1.0420475,0.9000877,1.0768095,0.9899199,0.31655383,1.1770397,1.008006,0.9191249,1.0890859,1.0974139,0.9558476,0.92659765,1.1415312,1.0206217,0.9729241,1.1460035,1.1047052,1.0848775,0.9600958,1.0598687,0.9582004,1.0594859,1.081424,1.016597,0.9174667,0.8458679,1.0863634,1.117137,1.0505351,0.99936676,1.0634907,1.0324582,1.043647,0.9227605,0.93025136,1.1904129,0.91057223,1.1858786,1.1688235,0.9392797,0.6716235,0.8990459,0.9428468,0.99633884,0.99364585,1.1592724,0.9290092,0.94270116,0.93687934,1.1408283,0.6076397,1.0286674,0.9577258,1.0496383,1.0385782,1.099524,0.0,0.681042,0.83183926,1.1572605,0.97407186,1.1870257,1.1025746,1.0878227,1.0821164,0.9955725,0.8020094,0.99861956,1.0235962,0.86356425,1.1743602,1.2152076,0.94554013,1.0272498,0.85013807,1.1868012,1.0494118,0.8452196,0.96006465,0.89834315,1.0122578,1.1509566,0.8538997,0.98252016,1.1765876,1.1735699,0.89672995,0.63660187,1.1533996,0.91942334,1.0600054,1.1381499,1.0109922
pen,1.0934694,0.9272586,0.8131523,1.1861753,1.2008945,1.1073022,0.7888606,1.007976,1.1044837,1.4288112,0.82694817,1.273701,1.2590603,0.7217787,1.4189932,1.0870969,0.59708273,0.76120204,0.9146583,1.1017524,1.0786159,0.95393944,0.5514753,1.0764056,1.1442094,1.1020956,0.8769512,1.3537977,1.31216,1.4341636,0.9053861,0.53604484,1.2069426,0.79424125,1.0785748,1.0195234,1.1283809,0.87617767,0.88018984,1.2359884,0.909819,1.139211,0.92803174,0.7726797,0.69386244,0.73267156,0.86780465,0.96496457,0.9103096,0.8427701,1.3036932,1.1016157,0.88947684,0.9513842,0.9049158,0.9117701,1.2065347,1.3509462,0.82465637,0.8166295,1.2748765,0.9524666,0.88303137,0.8696631,1.2468903,0.90380085,1.2413005,1.3398557,0.681042,0.0,0.13832867,0.7168639,1.3492057,1.1213185,0.7978166,0.9264824,0.8658026,0.79238,1.1466619,0.83006126,1.1075698,0.6393584,1.3554673,1.1076565,0.94493014,1.3018888,1.1051358,0.9600917,0.86002254,1.0007722,1.0306683,0.75624156,0.8095536,1.3361855,1.2055118,0.7151979,0.9677236,1.1304339,0.5508063,0.86993957,0.95398974,1.1866294,0.87873983,0.83433926,1.2297988
pencil,1.195451,0.73625183,0.64209366,1.2526442,1.107562,0.94437194,0.63621396,0.81904936,1.1894344,1.4989458,0.6412261,1.3735821,1.222858,0.8875295,1.4626341,1.1236274,0.5363287,0.6510241,0.83937615,1.0022207,1.0774351,0.89662707,0.37503213,1.1699708,1.0857356,1.0891551,0.8660633,1.3259915,1.2745287,1.4540814,0.872219,0.3742535,1.2854681,0.6322344,1.1359265,1.0791034,1.2185386,0.90360767,0.95529145,1.2256058,0.894717,1.2319831,0.8666738,0.592347,0.5644498,0.81400335,1.0317518,0.88781154,0.9959772,0.78021324,1.3799822,1.2027634,0.9545321,1.0647141,0.91460973,0.8269613,1.2980864,1.3172072,0.8439491,0.6637496,1.3713452,0.7808538,0.88698405,0.8945756,1.2895054,0.9717442,1.2903693,1.3217076,0.83183926,0.13832867,0.0,0.6471024,1.2105181,0.9353522,0.83990467,0.9046664,0.9077504,0.79469895,1.2707131,0.94163656,1.1850457,0.84073865,1.3799812,0.95487,1.0579597,1.3570234,1.2095069,0.6802193,0.87267447,1.0860226,1.0935764,0.8973071,0.8582764,1.4037418,1.3206468,0.48164165,0.8436266,0.9472913,0.43153065,0.7241022,0.9401745,1.3090339,0.88490844,0.66314816,1.2903249
penguin,1.0996609,1.0712217,0.37092233,1.3627225,1.0319213,1.00249,0.75305146,0.8975608,1.2700807,1.3799685,0.51509106,1.2641851,1.2174058,0.744894,1.3259692,0.99090827,0.9094915,0.43568945,0.87174416,1.1243147,1.1916975,0.79434764,0.60934126,1.1612531,0.99677676,1.0624406,0.95844424,1.2015827,1.3058431,1.3992163,0.9035395,0.59434766,1.1969115,0.56282586,1.0802938,1.103793,1.2017901,1.2017225,0.5373436,1.2859299,0.7635881,1.1117287,1.0507648,0.82310164,0.69664514,0.94573027,0.8570157,0.89162284,0.8632235,0.74409354,1.3262787,1.3065085,0.9566007,0.975235,0.81008065,0.92909,1.2790989,1.3224992,1.027491,0.66832495,1.3791089,0.67964315,1.0816542,0.7089468,1.2569383,0.80535275,1.3329949,1.2584628,1.1572605,0.7168639,0.6471024,0.0,1.2859626,1.0378577,0.73375547,0.9178663,0.92855513,0.805176,1.1957171,0.9191169,1.1442068,0.97807056,1.3694749,0.97595686,1.1109384,1.290484,1.3018444,0.7845596,0.7659391,1.2413552,1.0529006,0.9479008,0.8795637,1.293216,1.3631024,0.5144452,0.9211894,1.0989965,0.46973372,0.9800781,0.84407353,1.2554538,0.92655766,0.4296888,1.2196752
pillow,1.2056592,0.60560143,1.1160967,0.8545243,0.86355746,0.6673023,1.0233799,0.85020036,1.1313403,0.64485794,1.1090236,0.66266614,0.8589291,1.3128717,0.62581474,1.1554673,1.0388093,1.2211945,1.127104,0.64199674,0.8010979,1.0872655,1.0229006,0.99809444,0.65680027,0.78298515,1.1563175,0.8669229,0.8226036,0.6334842,0.934763,1.1499557,0.79267657,1.0149411,0.6548778,1.0391679,0.9575885,1.0589528,1.1559604,0.79404074,1.1438481,1.2023289,0.89161164,0.8393115,1.0526447,1.2031341,1.329506,0.95644104,1.0838472,1.1201178,1.0215807,0.9814523,1.047539,1.2775657,0.9681899,0.9142966,1.0502701,0.72854245,1.0057373,0.8709049,0.91502994,1.0328152,0.8085246,1.1137842,0.83505255,1.080923,1.0115083,0.64437664,0.97407186,1.3492057,1.2105181,1.2859626,0.0,0.96925944,1.0235524,1.1752415,0.758137,1.1317275,1.0452063,1.1434746,1.2091198,1.2603517,0.87719405,0.6690098,1.2020695,0.9892465,1.1638527,0.6311665,1.1800017,0.99625283,1.1937532,1.1885754,1.1139724,0.9699685,0.9823925,1.046946,0.84854174,0.84605753,1.2067575,0.5611967,1.0379947,1.2363062,1.0970262,1.1292707,0.93361783
