,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,cat,chair,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,mop,motorcycle,mouth,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slipper,snow,sock,spoon,sprinkler,sweater,table,tape,toe,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
face,0.9058022,0.95713514,1.1030502,0.83999527,1.0092928,1.104882,1.1473821,1.1027797,0.9568783,0.7840461,1.1962233,0.92884606,0.79874516,1.0565717,0.9394669,1.0474765,1.1639619,1.1663514,1.1564921,0.9637107,1.2272931,1.0324873,1.1046299,1.1377361,1.2242811,1.1298208,0.95869327,1.1365412,1.124514,1.0147046,0.97356945,0.9981325,0.9395016,0.81815314,0.98273295,1.234354,0.7900039,1.1513306,0.8700549,0.6336958,0.9721813,1.1030498,0.85276026,1.1014829,1.0763615,1.1056082,0.0,1.1048565,1.1497475,0.9314462,1.1818529,0.91777563,0.9706707,0.88899267,0.96416813,1.1288066,0.89721584,1.0419991,0.757311,1.1321921,0.92919326,1.0562178,0.943827,0.98963803,0.9955418,1.0541463,0.89558285,0.94580144,0.94380975,1.1682563,1.1511495,0.9887825,0.9895744,0.93847394,1.0264041,0.95296544,1.0071858,1.2603344,1.1157744,1.0453236,1.0769304,1.0461379,0.81244564,0.6331289,0.89158696,1.083222,1.243761,1.2168219,1.0883856,1.2441938,1.0749224,1.0480806,1.0162753,1.0540416,0.98303837,1.0403581,0.90816736,1.066556,0.9407943,0.728742,1.0874265,0.75686574,1.0051662,1.1103954,1.0058973,0.98798096,1.2212733,1.2227609,0.9721734,1.1504205,1.0598819,1.0085473,0.7147058,0.84393895,1.1045647,1.076459,1.1531085,1.2808809,1.0257994,0.9659279,0.9204799,0.9456438,1.1276231,1.1384753,0.8809609
finger,1.085509,0.49292773,1.0251514,0.80653703,1.0732522,1.0547932,1.000296,1.0962017,1.2702482,1.2557707,0.89957416,1.1189635,1.025494,1.1469059,1.1953355,1.1133337,1.130678,1.1111667,1.2303236,1.1588532,0.76818,1.20754,1.1792502,0.7334761,0.96746796,0.82994354,1.0555801,1.1427257,0.9986897,1.2546262,1.0300591,1.3036748,0.76227206,1.1312948,1.1374476,0.7338551,1.2660006,1.0668437,1.2336782,1.128589,1.2185473,1.0501817,1.2018526,0.84734035,0.6038831,0.9808684,1.1048565,0.0,0.840313,1.0531082,0.4431367,1.0125965,1.1074288,1.1769865,0.56363654,0.60721266,1.0108322,0.9918574,1.0137749,1.0051419,0.32190907,0.89224553,1.0732018,1.0397444,1.1042291,1.2310171,0.9501018,1.0172521,1.2751163,1.0098975,0.7790807,1.0731087,0.9418969,0.9111011,1.2002182,1.0582603,0.4616933,1.0477824,0.49163538,0.55957127,0.6899654,1.2450099,1.0422308,1.043982,1.0244895,1.1680079,0.70936984,0.68846726,0.87012404,0.8495206,1.0254624,1.2221398,1.0338526,0.92164576,1.137257,1.1790016,1.2351317,1.0921348,1.2457954,1.0438787,1.0137415,0.99162304,1.0490131,0.913695,1.2371421,1.2870584,1.035929,0.82686865,1.1297746,0.6549231,1.1254524,1.1564358,1.0600444,1.3286395,1.181501,0.27691293,0.7515131,1.0399418,1.1659709,1.1109596,1.0474725,1.0588647,1.1162647,0.73841393,1.2500265
fish,1.3443222,1.0003883,0.41588736,1.1632797,1.133552,0.34530795,0.7630902,0.970435,1.2350825,1.398214,0.34225428,1.4067478,1.3183496,0.9754892,1.3587149,0.58433384,0.8304609,0.49610233,0.8045906,1.2340732,0.6683678,1.1119132,1.0155687,0.66767836,0.7570589,0.70444393,1.1120272,1.1150409,0.4739154,1.2598182,1.2040527,1.0394161,1.1413594,1.3612095,1.1556888,0.28661227,1.3905591,0.66192627,1.157741,1.2644937,1.1522517,1.1049324,1.3508418,0.7661427,0.679915,0.9512482,1.1497475,0.840313,0.0,1.1455445,1.0039285,1.2265284,1.016006,1.08389,0.7425866,1.0502386,1.0797073,1.0128214,1.2370569,0.957072,1.1697953,0.58398426,1.1714764,1.2294174,1.3734077,0.89573467,1.3666533,1.029975,1.4094032,0.7563618,0.99835795,1.1112678,1.1809564,1.2140934,1.0916408,1.0377684,0.8698753,0.6549422,0.83058393,0.712476,0.6880415,1.2007369,1.035499,1.3932252,1.3351779,1.0354811,0.4712543,0.66893786,1.1555253,0.5852707,0.88720536,0.9289738,1.0135483,1.0434728,1.116838,1.0871924,1.2771535,1.1203265,1.0597377,1.233403,0.9894755,1.3247266,1.2216725,1.1528455,1.1631204,1.1919346,0.5323695,0.2532382,0.86681914,0.72193426,1.0849454,1.017099,1.3871635,1.3974376,0.8334351,0.68171954,0.83683836,0.6425033,0.9820404,1.0554206,1.0635526,1.0677447,0.8235536,0.64214194,1.220555
flower,0.78049743,1.0183417,1.1536583,0.9513917,0.9127388,1.2465438,0.9274361,1.1182986,1.1596458,0.95483875,1.3183416,0.9384585,0.6341515,0.9271997,0.96047276,1.0453341,1.0548941,1.210652,1.0201308,0.9480493,1.1287634,0.9784651,0.83431613,1.0423551,1.4242609,0.8972861,1.2098899,1.2339056,1.2417636,1.1465786,0.9886257,1.1379802,0.9507688,1.0062321,0.8972852,1.2614887,0.8398394,1.1984843,0.9193652,0.6709799,1.2707645,1.1418235,0.9190222,1.1839917,1.0949835,1.0954324,0.9314462,1.0531082,1.1455445,0.0,1.1329854,0.7853948,0.7356075,0.7875593,1.2579985,0.7766997,0.9628659,0.7813233,0.9543634,0.909796,0.81915677,1.0434276,1.0998052,0.7622126,0.991782,1.0318582,0.837723,0.8029275,0.91949034,1.2698733,1.1712632,1.12454,0.7142679,0.4349501,0.98113406,0.749846,1.0495244,1.359819,1.2154922,1.2546403,1.1054676,1.2017109,0.7434586,0.80529654,0.977423,1.0639716,1.2670692,1.1501908,1.027325,1.1772748,0.8356695,0.89090455,1.0486465,0.9057747,1.2031631,1.1341678,1.0022544,1.028362,0.88439274,0.6791426,0.80016685,1.0327691,0.95530516,0.8432838,0.8731596,1.0863657,1.2387378,1.3021655,1.0476793,1.0394918,0.83420056,0.9117775,0.9916888,0.9089918,1.1627892,1.1704555,0.8699363,1.2607057,0.674646,0.7889906,1.0130695,0.8368179,1.1979206,1.0958717,1.1972735
foot,1.1286784,0.3497296,1.1400123,0.8878398,1.0921131,1.1090028,0.9770026,0.93213695,1.2540143,1.1988535,0.97716033,1.0746932,1.0274482,0.9016764,1.0536537,1.1271505,1.0702175,1.093683,1.1464055,1.1507413,0.7515937,1.1824477,1.1666856,0.88215715,0.92512476,1.04041,0.9641948,1.0366317,0.97214854,1.2207828,1.0320758,1.1664602,0.9976967,1.0570321,1.1744983,0.8831134,1.2609093,1.0390975,1.0182434,1.0202552,1.1244936,1.0314485,1.0495155,0.8439621,0.8909056,0.99110854,1.1818529,0.4431367,1.0039285,1.1329854,0.0,1.1001234,0.9695477,1.3234725,0.63686734,0.48311472,1.1223958,1.0020009,0.9643632,0.9642912,0.5607908,0.91073936,0.9614502,1.1724072,0.9574169,1.1198696,0.89776504,1.1573815,1.2732601,0.93793076,0.7316437,1.0609637,0.9340722,1.0186588,1.1778532,1.1230961,0.72973883,0.94284445,0.5397392,0.7191489,0.906257,1.2238193,1.0826011,1.0744178,0.9296612,1.045816,0.7829441,0.7825564,0.72539693,0.86407655,1.0317209,1.1845802,0.7184824,0.87061465,0.904111,1.0275451,1.2950757,1.0163662,0.9849536,1.1334264,1.0326104,1.0151575,0.9580095,0.78639925,1.2001055,1.141682,1.0881537,0.87203574,1.2112683,0.76690745,1.0124143,1.1926866,1.0562123,1.3291833,1.0887328,0.33273447,0.99819964,0.89251524,1.0911554,1.2189096,1.1116308,1.1594043,1.0893539,0.8197217,1.298224
fork,0.85680413,1.0332425,1.2221508,0.77609134,0.95389247,1.2668276,1.096709,1.2261044,0.85753965,0.9012412,1.356021,0.90901095,0.7353738,1.0615543,0.94683003,1.1271538,1.0057129,1.2777891,0.79963577,1.0753231,1.3409063,0.87905484,0.83299047,1.2218597,1.288734,1.2484785,1.1876674,1.1790057,1.3494214,1.0078027,0.8534533,0.86908364,0.7808745,0.9503004,0.9282336,1.2474272,0.82776624,1.1665492,1.052979,0.8123053,1.1397198,0.7577467,0.91245997,1.2504544,1.2799447,1.2029127,0.91777563,1.0125965,1.2265284,0.7853948,1.1001234,0.0,0.9675243,0.85308295,1.2146324,1.0016541,0.9376038,0.55904305,0.9066594,1.2641368,0.6995085,1.2774867,1.1505497,0.7394786,1.0306573,1.0487456,0.8503431,0.1637643,0.84241945,1.243108,1.0994636,1.0916246,0.79938704,0.8675957,0.86364746,1.0692544,0.9923662,1.2880619,1.169016,1.2873344,1.2867756,0.9961009,1.0596586,0.81995535,1.0142825,0.9828092,1.1099484,0.92751706,1.0861644,1.2683439,1.2045696,0.6095991,1.1142211,1.114672,1.3244517,1.0904963,0.97603333,0.9225906,1.0238128,0.9355923,0.80366415,0.90559566,0.858541,0.98013526,0.52718186,1.0473434,1.1054469,1.3720224,0.99025774,1.1992431,0.26386702,0.89409614,0.91386503,0.6766035,1.1097838,1.2102507,0.5176273,1.2984893,1.0282643,0.9521295,1.0146052,1.0954615,1.1924417,1.1851605,0.96822166
frog,0.91989505,1.0213817,0.9602303,1.252338,0.6727549,1.0618682,0.51585406,1.0541283,1.240952,1.2994113,1.1400973,1.2752105,1.0295126,0.20800227,1.2909188,1.0312363,0.8778074,1.0179124,0.88409877,1.0288978,0.8464585,1.0984864,0.8693664,0.9196704,1.1712561,0.9293975,1.2556748,1.1332246,0.8860972,1.2573369,1.197247,0.93557966,1.2240822,1.2835673,0.97276884,1.0390711,1.161603,0.9192062,0.76266026,0.8760884,1.166447,0.9849712,1.1769564,1.1132946,0.93900126,1.1524625,0.9706707,1.1074288,1.016006,0.7356075,0.9695477,0.9675243,0.0,1.0311097,1.0497073,0.96810025,1.1047101,0.79651743,1.1983743,0.8073011,1.1187122,1.0146552,1.234651,1.0776659,1.1952319,0.8264288,1.1790214,1.0038977,1.1157188,1.0193467,1.0724503,1.1993446,0.7698575,0.869308,1.0833482,0.83503467,1.0400454,1.1376568,1.1050925,1.0772532,0.8400734,1.1877874,0.7704483,1.2137078,1.1677493,0.9726712,0.99574685,0.95883083,1.2050307,0.9755138,0.78721565,0.8239477,0.6480917,0.72226286,1.0280094,0.9392729,0.9258054,1.202634,0.22810555,1.0660715,0.88947815,1.2980303,0.9871095,0.90504426,1.0304403,1.0150802,1.0344534,1.0571831,1.0384139,0.97611517,0.77664465,1.0279129,1.2758037,1.1186202,0.79365057,1.03877,1.0385045,1.0251485,0.6196789,0.97090995,1.1842179,0.9400718,1.0221614,0.7811253,1.3140879
glass,0.8164654,1.1993433,1.0401694,0.85023123,0.9463979,1.1478652,1.1592368,1.1865892,0.7722482,0.82145625,1.086818,0.9392987,0.94177115,1.1457818,0.9389903,0.80450416,1.0285835,1.1637131,1.0677303,0.9116423,1.1617743,1.0602258,0.9695043,1.1786847,1.3009667,0.89533794,0.9330027,1.2214051,1.1203122,0.9117997,0.8894846,1.0636576,0.87392044,0.82492423,0.85191584,1.2476653,0.82020724,1.0882657,1.0615039,0.9619683,1.090662,1.070805,0.95021075,1.1032057,1.1874564,0.98385876,0.88899267,1.1769865,1.08389,0.7875593,1.3234725,0.85308295,1.0311097,0.0,1.1813618,1.2030103,0.81617874,0.9358208,0.8144003,1.1177356,0.9878534,1.2111626,0.84659183,0.8333221,1.1188346,0.98153514,0.9084002,0.8865701,0.87744606,1.1651365,1.2505168,0.79316545,1.0516835,0.88005424,1.0694377,0.8072727,1.0802985,1.3398561,1.2833096,1.2186503,1.2422885,0.97707546,0.96191,0.8604685,1.0062186,1.0256768,1.30771,1.2356734,1.1813767,1.1677375,1.0867364,0.91550595,1.1767933,1.2104859,1.2851535,1.0620387,0.81794643,0.81126904,1.1145048,0.83988327,1.1665779,0.86524737,0.9007403,1.1100242,1.0294276,1.0144227,1.0571885,1.1801479,0.5931349,1.1256062,1.0263114,0.69678295,0.8602213,0.77920896,1.1177806,1.2978258,1.0781862,1.3804986,1.0744375,0.95810527,0.7595515,0.7667345,1.2154373,1.1933533,0.818635
glasses,1.3205624,0.8619281,0.8392595,1.1657752,1.1186857,0.79697585,0.9307222,1.0641919,1.306826,1.346158,0.578698,1.3009441,1.1693536,1.0278298,1.2274129,0.95361996,1.0954008,0.8837687,1.0947813,1.1000669,0.60702646,1.1916817,1.1642418,0.76424533,0.7373925,0.8028333,0.9402913,1.1151043,0.71237504,1.2827435,1.171942,1.1681395,0.9958984,1.2254455,1.2168031,0.49995184,1.387269,0.89690876,1.1378708,1.295162,1.0358864,1.0444102,1.2624049,0.6063303,0.7395761,0.88711077,0.96416813,0.56363654,0.7425866,1.2579985,0.63686734,1.2146324,1.0497073,1.1813618,0.0,0.9999755,1.185971,1.1139604,0.819519,0.9984759,0.7982963,0.6945344,1.0279671,1.1501489,1.1192797,1.0428792,1.1457922,1.1317629,1.3817216,0.76485693,0.9135659,0.93892705,1.1486847,1.1103791,1.1799381,0.986522,0.45456958,0.7871147,0.23429835,0.2821679,0.7167413,1.2226517,0.95697165,1.2418677,1.1309263,1.1495758,0.5027337,0.6571791,0.94775915,0.68502027,0.915707,1.225919,1.0044256,1.052004,0.9354133,1.0437686,1.3059249,1.180926,1.125003,1.1789,1.0064026,1.0235381,1.2221816,0.9403909,1.2548237,1.1673687,0.83770907,0.60569525,1.14571,0.81863433,1.1737932,1.1656516,1.1516953,1.4466147,0.99236655,0.41584373,0.8296051,0.82423407,1.1547825,1.1896464,1.1663958,1.0541682,0.97153497,0.5436383,1.1701947
glove,0.9358312,0.58089995,1.1289705,0.83247447,0.9566113,1.1314281,0.97412413,0.9094165,1.3014765,1.1065364,1.1673725,0.9855072,0.8239013,1.0221316,0.967919,1.1353817,1.0097133,1.0406878,1.0951527,1.1115677,0.9450607,1.1740578,0.9559351,1.0137732,1.056382,0.88172513,1.0590435,1.0139693,1.0669124,1.2921896,0.96495616,1.0750732,0.9731998,1.0410287,1.2143118,1.0253105,1.1000183,0.99233156,0.9221334,0.7126661,1.2155083,1.1406983,0.9998499,1.1280566,0.92828566,1.0420243,1.1288066,0.60721266,1.0502386,0.7766997,0.48311472,1.0016541,0.96810025,1.2030103,0.9999755,0.0,1.1067345,0.9222788,1.1214795,0.9747746,0.5902292,0.68683255,1.0649297,1.0862079,0.7789141,0.95119214,0.8189888,0.98441553,1.1398416,0.99717337,0.9876184,1.1185378,0.8011148,0.82218575,1.1711926,1.0939612,0.9285978,1.0085009,0.851205,1.0168723,0.97005284,1.2182882,1.1789052,0.8935799,0.9199078,0.98549765,0.93451613,0.83261824,0.6160074,1.054419,0.9340849,1.1737876,0.76228243,0.81295335,0.8272114,0.9442339,1.217497,1.0207895,1.0077624,1.0267836,0.9636545,1.0434049,0.8754841,0.8017101,1.1046737,1.1645101,1.0350283,0.98811144,1.2518952,0.729455,0.89844733,1.2311108,0.99262977,1.1834686,1.0252285,0.5999504,0.8558115,0.93716675,0.9291006,1.1175392,1.1244655,1.0522183,1.0360556,0.8361257,1.3168783
grass,0.67296576,1.0402943,1.0883518,0.6374656,1.0411224,1.0891172,1.165406,1.2695321,0.8520525,0.70056945,1.1152862,0.7221069,0.9514422,1.152971,0.74915403,1.0154669,1.2451663,1.2155873,1.2589695,1.1717793,1.1750904,1.1569102,1.2394559,1.2115077,1.3395474,1.066901,0.87684304,1.1564949,1.2545002,0.8333655,0.7827652,1.0685855,0.8155138,0.7137166,0.82278675,1.2527981,0.8612222,1.2540357,0.97309315,0.94127417,1.1517613,1.1941652,0.882485,1.1092936,1.1662437,0.8788485,0.89721584,1.0108322,1.0797073,0.9628659,1.1223958,0.9376038,1.1047101,0.81617874,1.185971,1.1067345,0.0,1.0595926,0.9267254,1.1255854,0.79376507,1.2720873,0.6860396,1.0685109,0.99243075,1.0964898,0.8326985,0.9903399,0.8290787,1.2620041,1.1817609,0.8994275,0.9610945,0.8322047,1.156754,0.8470923,1.0659103,1.3101858,1.2953963,1.1324095,1.1233203,1.0281674,0.90886056,0.7409867,0.83642006,1.105667,1.2787011,1.2184329,1.0126536,1.1855551,1.1044403,1.1122259,1.1304038,1.1364566,1.221667,1.2167608,1.0082996,0.7376492,1.0788324,0.6972818,1.2241595,0.8110963,0.9366975,1.0736845,1.1446936,1.0375221,1.267688,1.1535465,0.90789735,1.0789875,1.1589317,1.010026,0.8043567,0.765256,1.2027276,1.1311831,1.1918724,1.359811,1.2289566,1.0001603,0.27550745,0.9483139,1.2452108,1.2017273,0.82383436
gum,1.0979816,0.85084057,0.9585463,1.0028472,0.69190997,0.959578,0.827168,0.96090114,1.1243852,1.150951,1.122855,1.1391559,0.90585935,0.9776152,1.1335397,0.9871673,0.7889227,0.9782913,0.62531596,1.0314568,1.0927333,1.019186,0.6193254,0.97395545,1.1610949,1.0815258,1.2040324,1.1797706,1.0030912,1.1868736,1.1549357,0.899798,0.9133787,1.1703697,0.92815304,0.99449587,1.0171118,0.90393364,1.0102576,0.86712587,1.1392571,0.88279784,1.0926456,1.1510562,0.9827721,1.1952851,1.0419991,0.9918574,1.0128214,0.7813233,1.0020009,0.55904305,0.79651743,0.9358208,1.1139604,0.9222788,1.0595926,0.0,1.0879724,1.0391216,0.8495595,1.0263541,1.2609203,1.0588295,1.1463553,0.92080384,1.1583371,0.63480985,1.1554931,1.0490781,1.2068774,1.0924587,0.9196485,0.9951798,1.0066031,1.0535117,0.95527494,1.0582705,1.0132774,1.1481725,1.0302405,1.1645212,1.030984,1.0724608,1.2637815,0.8383336,0.98284507,0.8647913,1.0764229,1.0463269,1.0622898,0.3620032,0.91186017,1.0029182,1.1317413,0.9389403,1.1294147,1.0242714,0.9660813,1.1504362,0.9671718,1.1658475,1.0139965,0.9358722,0.8595804,1.0852098,1.008028,1.0987304,1.028955,1.1009216,0.5756354,0.9258034,1.1618576,0.92574245,0.91432583,0.9937402,0.7437557,1.0455716,0.6958293,0.8946302,1.0850406,1.0737611,1.1349866,1.0731272,1.172793
hair,0.65439355,1.0511994,1.2719595,0.7040686,1.0999403,1.2977118,1.2707249,1.3199124,0.76530886,0.64244425,1.2405374,0.7460568,0.6896484,1.1888294,0.6417531,1.0759865,1.352864,1.366754,1.3691353,1.0565602,1.0796651,1.1021045,1.2965437,1.2634193,1.2972987,1.1954408,0.6415983,1.2663369,1.3765514,0.8910916,0.6619805,1.2187357,0.7080669,0.6192502,1.0395343,1.3364918,0.8062275,1.4499267,0.97154355,0.94145435,1.0047485,1.1241692,0.6988286,1.0834743,1.256711,0.80702186,0.757311,1.0137749,1.2370569,0.9543634,0.9643632,0.9066594,1.1983743,0.8144003,0.819519,1.1214795,0.9267254,1.0879724,0.0,1.1856706,0.679393,1.2495728,0.59450763,0.8337076,0.7554548,1.247065,0.5775483,0.97352743,0.8995748,1.2570392,1.1518006,0.6044791,0.9042181,0.7578292,1.1210628,1.0156186,0.84286994,1.3405043,0.8813497,1.0399578,1.3064123,0.96698564,0.94816333,0.55379254,0.695831,1.2033861,1.3382823,1.293839,0.88460994,1.2279432,1.1779144,1.1829796,1.0852376,1.0752097,1.126528,1.2452924,0.972029,0.8214016,1.1633952,0.7527138,1.2260568,0.38627106,0.9165388,0.9176421,1.0901322,0.99788386,1.3670026,1.3111334,0.9985982,1.1379097,1.146746,0.96812284,0.44435656,0.8412124,1.4205372,1.1018115,1.1600802,1.3927159,1.2945619,1.1483713,0.8566474,1.0136745,1.3327231,1.3152974,0.67684096
hamburger,1.0668564,1.0246799,0.96044433,1.2407055,0.8893892,0.9170741,0.80658984,0.85395247,1.1968817,1.2160351,0.90554607,1.2145388,1.0993083,0.8381113,1.1799856,0.93457603,0.8357174,0.940896,0.8791627,0.9454892,0.6758423,1.1414729,0.8802947,0.710865,0.95241123,0.85975146,1.131366,0.98068345,0.8182119,1.102342,1.1987437,0.9995261,1.1973665,1.2299297,1.0498434,0.9055713,1.1537194,0.8904823,1.0057994,1.0628183,1.073478,1.0779884,1.0695508,0.94917506,0.7956779,0.9327168,1.1321921,1.0051419,0.957072,0.909796,0.9642912,1.2641368,0.8073011,1.1177356,0.9984759,0.9747746,1.1255854,1.0391216,1.1856706,0.0,1.1800774,0.8809322,1.156336,1.1045305,1.1015275,0.9112817,1.1664743,1.2290689,1.2073101,0.9367544,1.0369738,1.1080903,1.1212807,0.9929323,1.139802,0.9347256,1.0440661,0.9184587,0.9899056,0.96384704,0.755393,1.1180853,0.9621912,1.182593,1.1406537,0.9796265,0.8770297,0.9041678,1.0242196,0.69648695,0.6959462,0.9941445,0.8939729,0.8716606,0.8451699,0.8244915,0.98800564,1.0649201,0.90436405,1.048468,0.9162035,1.2046881,1.0444403,1.0061674,1.2178684,1.1182529,0.9090519,0.94260585,0.9859263,0.89829916,1.1121678,1.0543803,1.1794174,1.2073959,0.85956275,0.97515565,1.086526,0.8187468,0.7522698,0.88245136,1.0438461,0.9369672,1.0184734,0.82298017,1.1807368
hand,0.7856817,0.6179983,1.3382266,0.61431307,1.0933596,1.3587077,1.2299529,1.2907672,1.0708488,0.9378304,1.2674167,0.8431771,0.68678004,1.2066563,0.87790376,1.1692561,1.258508,1.4266272,1.3546175,1.0903322,1.0576581,1.1591604,1.177926,1.0789224,1.3003125,1.0006804,0.9733633,1.2975165,1.3931997,1.1453104,0.8224484,1.3271222,0.4923582,0.85050845,1.0174129,1.1923503,0.9793275,1.3716784,1.1289911,0.8743385,1.179981,1.0366588,0.94422376,1.1051782,1.029772,0.939786,0.92919326,0.32190907,1.1697953,0.81915677,0.5607908,0.6995085,1.1187122,0.9878534,0.7982963,0.5902292,0.79376507,0.8495595,0.679393,1.1800774,0.0,1.1922628,0.93686825,0.8211676,0.8950222,1.3441842,0.61672914,0.7471231,1.0253819,1.2491189,1.005405,0.8994196,0.827173,0.6722921,1.1646729,0.9441758,0.621722,1.337437,0.76275,0.9471106,1.0799966,1.1075008,0.95394903,0.6864252,0.7865931,1.1485252,1.0844723,0.9427322,0.82311857,1.1509886,1.1381295,1.1827228,1.1038485,1.0528136,1.2647765,1.2862825,1.113814,0.9380116,1.219742,0.83195543,1.1451833,0.7041897,0.8981607,0.8188141,1.0713747,1.1584008,1.3121915,1.2399911,1.1666315,0.9235573,0.9824794,1.0738933,0.7595664,1.0174788,1.4105939,0.6441181,0.747228,1.3910947,1.2172933,1.0743264,0.8146469,0.989033,1.377413,1.066633,1.0404274
hat,1.4049815,0.8434182,0.54553235,1.3038119,0.8662624,0.49138105,0.88106287,0.69219273,1.4222534,1.3282691,0.654229,1.4271238,1.1480834,0.9825005,1.2697852,0.8191728,0.7977496,0.41308033,0.6909166,1.1097348,0.81206524,1.1530949,0.79954183,0.7873802,0.6972856,0.7147479,1.0912844,0.9632387,0.48564303,1.286308,1.3067758,0.86448216,1.2734065,1.3681571,1.1314301,0.45918864,1.2530046,0.5526331,0.98088783,0.94661057,1.0770502,1.1704051,1.2225814,0.9016562,0.72593915,1.1258298,1.0562178,0.89224553,0.58398426,1.0434276,0.91073936,1.2774867,1.0146552,1.2111626,0.6945344,0.68683255,1.2720873,1.0263541,1.2495728,0.8809322,1.1922628,0.0,1.252923,1.3788048,1.13192,0.6589985,1.3914597,1.1229845,1.3628998,0.660544,1.1356678,1.1798732,1.1688298,1.1655192,1.1367949,0.9650133,0.965093,0.65437484,0.7456533,0.705889,0.6886877,1.2920289,1.200872,1.2450439,1.3523469,0.9679517,0.63123107,0.76487267,0.88780445,0.8164263,0.82153845,1.0154145,0.8409107,0.90242714,0.7056473,0.7523545,1.3447748,1.2070978,0.9815715,1.2905885,0.80537754,1.3596456,1.0803889,1.0353514,1.1457462,1.0889617,0.6141014,0.43504763,1.1663238,0.83985144,0.95599693,1.0994364,1.3672982,1.4684186,0.6269309,0.5641509,0.9389792,0.5542575,0.7391315,1.0799953,1.2839048,1.0916615,0.6613151,0.5233811,1.2354572
horse,0.57176334,1.0387508,1.1910489,0.67899966,1.1799024,1.2449884,1.2606218,1.2780713,0.75126344,0.6408076,1.171087,0.7048353,0.9003067,1.1371108,0.55913305,1.1169289,1.4339199,1.292877,1.4407312,1.1563642,1.0075711,1.1637908,1.3926144,1.2653601,1.2400832,1.1522359,0.48214287,1.1925173,1.2902932,0.75875694,0.72510475,1.1698691,1.0101273,0.5439223,0.94697374,1.3176162,0.9381295,1.3498833,0.92601234,1.0087696,1.1623371,1.2695804,0.6644968,1.0730371,1.202843,0.5829667,0.943827,1.0732018,1.1714764,1.0998052,0.9614502,1.1505497,1.234651,0.84659183,1.0279671,1.0649297,0.6860396,1.2609203,0.59450763,1.156336,0.93686825,1.252923,0.0,0.9940619,0.667235,1.1801374,0.5715939,1.2312635,0.88641644,1.2244246,1.0947746,0.5799745,0.98580873,0.8154922,1.1732632,0.8774991,1.0450094,1.3145137,1.011776,1.080417,1.1932099,1.0429547,0.8987696,0.6159899,0.55848825,1.3071377,1.3618628,1.3320792,0.86678374,1.1860982,1.1935242,1.3417311,1.0082624,1.029285,1.0064105,1.3209406,1.0613987,0.5616361,1.0902213,0.67318654,1.2372774,0.47353554,0.8885109,0.948764,1.2201064,1.0637145,1.3483863,1.160114,0.9316561,0.9738477,1.303098,1.0459372,0.44833696,0.9020413,1.337038,1.1103678,1.3871682,1.2748339,1.3179219,1.2209388,0.6351398,0.9683947,1.280094,1.2387973,0.8439257
hose,0.7974843,1.257883,1.3086852,0.95860434,1.0334322,1.3516374,1.1917615,1.1948614,0.85694766,0.8018913,1.2751787,0.7281034,0.7979498,1.0866045,0.8162133,1.1691489,1.0973582,1.3111367,1.1973112,0.85567105,1.160499,0.81925887,0.95459396,1.1158293,1.2216562,1.0476162,1.1019801,1.0387175,1.3557503,0.92834735,0.7100633,1.2513478,0.87754524,0.75296366,0.93969595,1.2755604,0.72903335,1.2467818,1.0962913,1.0269657,1.1477365,1.0036939,0.8784206,1.1498418,1.0381408,0.95035154,0.98963803,1.0397444,1.2294174,0.7622126,1.1724072,0.7394786,1.0776659,0.8333221,1.1501489,1.0862079,1.0685109,1.0588295,0.8337076,1.1045305,0.8211676,1.3788048,0.9940619,0.0,0.83257884,1.1877238,0.5960146,0.76925576,0.6913992,1.3800348,0.9431068,0.97046566,0.8823072,0.74714917,0.82523715,1.0353578,1.0309291,1.2984265,1.1253303,1.1939629,1.1715585,0.9365274,0.8493363,0.8080427,0.7381317,1.073157,1.196342,1.110227,1.0571252,1.2141876,1.0445305,1.0982436,1.2487916,1.0399351,1.2451421,1.2201251,0.7667216,0.9658042,1.1486182,0.8174206,0.81703186,0.76241046,0.83787626,0.84986377,0.75143373,0.9516194,1.2261949,1.3313508,0.9988197,0.98473406,0.92180955,0.9362967,0.8272161,0.7395156,1.3280809,1.295392,0.77627313,1.3170842,0.99339867,0.78150994,0.94794923,0.94382644,1.1684983,1.2477229,1.0504974
