,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shovel,shower,sink,slide,slipper,sock,spoon,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
shoe,0.86588013,1.0891517,1.2442122,0.98613405,0.9864496,1.0921547,0.9977514,1.1432742,0.91676486,1.0285877,1.1894863,1.0033941,0.8151018,1.101003,0.9433813,0.9364609,1.0245653,1.0372956,0.9497991,1.1102113,0.9811402,0.8966322,0.86235404,1.0928502,1.111352,1.2766268,0.92927897,1.0703517,1.08852,0.8279501,0.87686485,1.0495142,1.0351315,1.0237343,1.1940585,1.009454,1.0518477,0.95878416,0.934439,1.0670979,0.9462688,0.9331305,1.2988694,1.0349827,1.135797,0.8711403,1.0635657,0.22259432,1.0361726,0.8647232,0.8791847,1.1040279,0.7885541,1.0076127,1.2185476,1.0619248,1.0745581,0.9706253,1.1052195,1.1110928,0.87181854,1.0343943,1.0193169,0.7835523,1.011064,1.1567826,1.0939578,1.0831245,0.8585211,1.0874586,0.90344626,0.95668155,1.2148621,1.2615459,0.9162448,1.1397789,1.133445,1.2349585,0.9876935,0.91980547,0.9652798,0.94114375,1.011631,0.94525886,1.2423337,1.2189496,1.1211623,1.070788,1.0466955,1.0279868,1.0238436,0.98963076,0.99428517,1.0706435,1.2291346,0.6544019,0.84121025,1.0314635,1.1120965,0.9121519,0.97398704,0.0,1.002603,1.1139184,0.90251553,0.97415197,1.0750142,0.67803323,1.0644565,0.9920918,0.9956103,0.92131674,1.0194119,1.0652512,1.1535947,1.1751661,0.99271524,0.8619472,0.9036433,1.0237886,0.8865354,0.95391566,0.9710409,1.1714671,1.0855407
shovel,1.0306141,0.9422575,1.1258811,0.9112362,1.1122,1.0459355,1.04943,0.7787262,0.83345425,1.1415424,0.8701742,1.137965,0.975132,0.9382774,1.1894174,1.0091242,1.0974121,0.7033124,1.1022129,0.7983086,1.0494492,1.0675777,0.9805434,0.996284,0.94264036,0.9613822,1.0054513,0.92515725,0.9376962,1.1694651,1.0427536,0.808194,1.2543739,0.8003286,0.6487377,1.226307,1.0051882,1.0321765,1.0889459,1.0703542,0.83462185,1.1159993,1.0100089,1.2566445,1.0410856,0.8379677,1.080099,1.0357755,0.6840853,0.9061537,1.058015,1.0218064,1.1168882,0.99282277,1.0561572,1.2565241,1.0883825,1.1005354,1.0862741,0.9131121,1.0464534,1.249723,1.062118,1.2065647,0.40972143,1.017413,0.94808316,1.0069146,1.0873704,0.9927213,1.1331973,1.0887747,0.9584446,1.102839,0.711411,0.9822226,1.1731516,0.9724184,0.95456463,0.94857603,1.2182763,1.074457,0.899198,0.8661511,0.8094989,0.7027235,0.94698715,1.0317268,1.0577269,0.94006604,0.783656,1.0541332,0.6179585,0.9614876,1.1216873,0.8336607,0.9253112,1.154446,0.99031377,0.35809624,1.1980989,1.002603,0.0,1.1096227,0.79928815,1.035826,0.91660774,1.109306,0.53326124,0.7943533,1.0782413,1.1703951,1.2214329,1.0618109,0.8991397,1.0337272,1.0929165,1.0860125,0.9995113,1.1140707,0.7153727,1.16765,0.97827166,1.01476,1.1939039
shower,0.97041357,1.0801396,1.161294,1.0892419,0.81932783,1.2738323,1.265193,1.0939664,1.0790825,0.7158039,1.066639,0.69732416,1.0691019,1.1314129,0.75772893,1.195085,1.134999,1.1563771,1.1028277,1.2082258,0.9117814,1.0990372,1.1041976,1.0061959,1.0664816,1.1021309,0.88636774,0.94402564,1.1698177,0.83870614,0.94032466,1.1683335,0.6155249,1.1239661,1.1379712,0.6728421,1.2159532,1.0166024,1.1841831,0.62365794,0.811168,0.91454774,1.1815839,0.9336957,1.1403967,0.99099267,1.1929628,1.026518,1.0491722,1.1257522,1.0525551,1.0553013,0.9632047,0.7619227,1.2042041,0.84015965,1.1245359,1.0597799,1.1661189,1.0411706,0.90337825,0.8538569,1.0694376,0.7953971,1.1204567,0.82006836,1.1249247,1.0048039,0.884104,0.7370765,0.9591024,1.0363164,1.17267,1.0753309,1.1119806,1.0735629,0.99067885,1.2530906,0.94824,1.1009549,0.80299133,1.0434501,1.1110688,1.0546732,1.1085068,1.1413496,1.1084986,0.9878158,1.0757729,0.9616408,1.1421329,1.1757095,1.2508723,1.0654155,1.1259122,1.0749005,1.0477772,0.6455637,1.0497415,1.0591794,0.818575,1.1139184,1.1096227,0.0,1.0656027,1.0232613,1.117924,1.0181106,1.1152046,0.9980976,1.1812333,0.9205877,0.7648412,0.82253313,1.2303592,1.1808884,1.116437,0.9869957,0.963258,1.3011605,1.1271622,0.87720865,0.8604759,1.1241661,0.7707763
sink,1.273293,0.7899752,0.86438024,0.95699924,1.393216,0.88200426,0.60517645,1.0060741,0.65970826,1.3005326,0.60488003,1.0332177,1.1350589,0.9920883,1.3824674,0.8667564,0.8484499,0.46359754,0.77226174,0.8345705,1.0278322,0.6077055,0.7975853,0.7429451,0.6160039,1.0915382,1.1332835,0.7671466,0.7491317,0.9692169,1.0253475,0.7851772,1.2382553,0.89411485,0.6756095,1.1805191,0.65132093,1.1264874,0.86824363,0.7946308,0.5958524,1.3046105,0.97898966,1.3300157,1.2078816,1.3284912,0.7490531,0.8686849,0.6909065,1.057121,1.1295065,1.0148933,1.2540628,1.1413552,1.2052927,1.3184545,1.146311,1.3500686,0.8309697,0.92183423,1.0681466,1.4167379,0.97327876,1.383325,0.59735554,0.9278923,0.51652074,1.1476775,1.3262172,1.0154358,1.2180285,1.1865005,0.95544434,0.89257836,0.678733,1.0733238,1.2904823,0.92796314,0.55618536,0.9452893,1.4195932,1.267424,0.63234293,0.9333213,0.7409842,0.72555983,1.0334504,1.2460551,1.1013206,0.7838597,0.8352227,0.7851302,0.486104,0.92294973,1.035198,0.69497156,0.5016866,0.97444624,1.0814097,0.7704114,1.432081,0.90251553,0.79928815,1.0656027,0.0,1.0254955,0.79776853,1.1644076,0.6073022,1.0459061,0.99810815,1.2596259,1.3291242,1.3002111,0.6091723,1.0848095,1.2127879,1.2290891,1.0257281,0.83380413,0.8027159,1.0956973,0.9816508,0.81799054,1.1440973
slide,0.6875669,1.2167454,1.2422143,1.0366274,0.9977361,1.1890129,1.0331409,1.2081213,0.97809315,0.7767062,1.2364537,0.84672546,0.94386834,1.154205,0.7667684,0.91957515,1.0803195,1.1279799,0.93465596,1.2033412,0.9039155,0.9504311,1.048813,1.0858047,1.0371212,1.24423,0.8023497,0.81283224,1.1983176,0.788857,0.8952715,1.2067568,0.79489803,1.139326,1.1560248,0.7086126,1.1372404,0.8945233,0.8242079,0.90987444,1.1122034,1.0020188,1.2699535,0.98892725,1.1980171,0.9493633,1.1251234,1.009863,0.9746441,1.052506,0.86159813,1.1169122,0.9307092,1.0706422,1.2393658,0.8496325,1.1393287,1.0134387,1.0757067,1.1087497,0.89321715,0.9492271,1.0806597,0.8842284,0.9753673,0.8033352,1.196232,1.1421126,0.9281747,0.85323834,0.95223534,1.0179801,1.1997758,1.2309377,0.8466356,1.2014349,1.0932353,1.3095963,1.0664562,1.0408533,0.88524497,1.010839,0.9090005,1.0376525,1.1965691,1.1951928,1.2452575,1.0340068,1.0744108,0.9210931,1.150829,1.0568153,1.1315688,1.0718881,1.1641132,0.88953334,1.1742665,0.8393247,1.075439,0.8863046,0.9629266,0.97415197,1.035826,1.0232613,1.0254955,0.0,1.2533705,0.9909155,1.0530258,0.8432724,1.1215247,0.936154,0.91679096,0.8644353,1.2357928,1.2539,1.0211351,0.8741892,0.778836,1.0992128,0.8023661,0.77647704,0.7877358,1.2285377,0.7323899
slipper,1.3603076,0.1724881,0.5652729,1.1811911,1.1526954,0.6899306,0.9286486,0.5713681,1.0568864,1.3363644,0.22378528,1.2870066,1.1974487,0.90019697,1.3829514,1.2553736,0.7910147,0.7816751,1.1552104,0.88175756,1.1826141,0.9851843,1.1166964,0.5158552,0.57507217,0.3781457,1.2784681,0.9135926,0.6626648,1.2982602,1.247975,0.806356,1.1874775,0.9667426,0.42251444,1.4918118,0.85423076,1.3182125,1.3222712,0.94773656,0.9391461,1.3044322,0.50165427,1.1766492,0.5422225,1.3171027,0.8307475,0.9969467,0.8846438,1.1111758,1.4048481,0.49556828,0.8361654,0.84747374,0.64053804,1.2837856,1.2666047,1.1315057,0.41077566,0.8555819,1.3336219,1.2813222,1.044426,1.2095709,0.8161173,0.820254,0.61685944,1.1882035,1.035963,1.1235013,1.3249311,0.88028663,0.7306651,0.33216292,1.0424744,0.39628017,0.8087837,0.67789066,0.8250339,1.0778131,1.3252747,1.1066151,0.96383744,1.2253835,0.33580655,0.32444918,0.71607876,1.0287465,1.1843557,0.6404048,0.9272034,0.9224795,0.81472117,1.0124038,0.7428272,0.98104197,0.72927594,1.2862152,0.9682152,1.0665658,1.3169754,1.0750142,0.91660774,1.117924,0.79776853,1.2533705,0.0,0.71534497,0.78690755,1.1054574,1.1493282,1.3372672,1.2315543,1.35919,0.5966337,0.2879879,0.9838964,1.3793209,1.1485797,0.9704536,1.4251134,1.3289661,1.3239359,0.22614223,1.3197037
sock,0.830265,0.7236064,1.2204375,1.0181787,0.71629494,1.1676412,1.1672857,1.0533121,1.2096491,0.92512834,1.0622596,0.89132273,0.9668615,1.0800512,0.75615793,1.1969639,1.1154872,1.213973,1.1709024,1.2602525,1.0748936,1.0526251,1.1609118,0.9623384,1.1325104,0.93443173,0.98149216,1.16914,1.1817485,1.0485119,0.9020517,1.233737,0.69975543,1.1776161,1.1855578,0.9592074,1.2336137,1.0436472,1.2088181,1.0873802,1.152434,0.8405155,1.1453202,0.8659013,0.6455466,0.761927,1.3465528,0.73852324,1.247444,1.048567,1.0794201,1.0075197,0.16336334,0.85280824,0.98723114,0.91270846,1.1312971,0.6503383,0.79006624,1.1221328,1.0646207,0.7176821,1.201463,0.60231215,1.1746746,0.9422625,1.2625134,1.0769513,0.30286562,0.9822323,0.9008311,0.8912656,1.1801333,1.1101907,1.0960772,0.8574608,0.8332776,1.1914788,1.1228067,1.1807103,0.6797838,0.8076588,1.215202,1.1373018,1.178103,1.1474926,1.0225697,0.8911181,1.0726278,0.7191582,1.2356946,1.1953677,1.3617178,1.1650772,0.9547217,0.8951387,1.1508849,1.0593855,1.108956,1.1321139,0.79656374,0.67803323,1.109306,1.0181106,1.1644076,0.9909155,0.71534497,0.0,1.3130772,1.0129732,1.063459,0.8927344,0.71087104,1.0184318,1.1913323,0.7338275,0.90663904,0.8276357,0.85412467,1.2178336,1.3149589,1.035289,1.1460773,1.0637474,1.0876261
spoon,1.2972053,0.8328417,0.86562926,0.90219986,1.3626535,0.9506525,0.85727745,0.7996899,0.6405196,1.3542047,0.568556,1.2888465,1.0866992,0.9172088,1.4281445,0.9173856,0.9088461,0.61172193,0.9449476,0.7624997,1.0062035,0.8595856,0.79891676,0.8906037,0.59579927,0.83112574,1.1594446,0.6796484,0.90880555,1.156059,1.0501928,0.84604704,1.432796,0.8745632,0.3354839,1.3768793,0.72466946,1.1933079,0.8592234,0.92865777,0.7324302,1.3959953,0.8866808,1.3313301,1.0571586,1.2491794,0.64810926,1.0357492,0.071451545,1.0089886,1.1813316,0.8038554,1.3941752,0.9705855,1.0753196,1.3346897,1.1379168,1.2974095,0.9977628,0.85898817,1.1036687,1.5282061,0.9982971,1.4105617,0.26940846,0.9566626,0.60007846,1.1474531,1.4665616,1.1055481,1.2718941,1.0679832,0.83289677,0.84755474,0.6667223,0.8764419,1.2037497,0.839455,0.693125,0.84628016,1.460424,1.258628,0.65882695,0.96246433,0.5144414,0.41408378,0.946714,1.1574094,1.0899665,0.91912353,0.81836724,0.7722669,0.49298656,0.87936866,1.0722142,0.9211313,0.7782433,1.1911912,1.0778797,0.6221299,1.4387753,1.0644565,0.53326124,1.1152046,0.6073022,1.0530258,0.78690755,1.3130772,0.0,0.7989537,1.033039,1.3087506,1.4451941,1.32132,0.68749166,0.9491721,1.2181286,1.2729553,1.1110262,0.93837416,0.7520846,1.18876,0.993004,0.7847012,1.1800714
stick,0.97962564,1.023197,1.168112,0.8130253,0.9150093,1.1792076,1.0349869,1.0818837,0.91981566,1.0896398,1.0924034,1.0355924,0.79838055,1.116415,1.0790999,0.9665155,1.0651951,1.0143086,0.9634891,1.0806823,0.898998,0.9223016,0.9938418,1.074451,1.094965,1.0419136,1.0333669,0.8778075,1.1550431,0.91854703,0.9312041,1.1290854,1.0213618,1.0619415,0.9666431,1.0371628,1.0436982,1.1552728,0.8224915,0.9915598,1.0075461,1.0370882,1.1412517,1.1181513,0.9882797,0.8094679,1.0280932,1.0781964,0.76727647,0.9631673,1.1046075,1.008361,1.0005805,0.95160925,1.1355623,1.1012043,1.068108,0.9149898,1.1273177,1.0467097,0.9626323,1.1041961,1.1178957,1.0029156,0.8442977,1.099381,1.0963062,1.0711441,1.0378602,0.9759905,1.1183956,0.94815,1.0374898,1.1424711,0.76486456,0.87882066,0.95393676,1.1101849,0.8614019,0.9664626,0.9667761,0.98720527,0.8748088,0.97624135,1.0456284,0.9934718,1.1233419,1.1130621,1.090442,0.981395,1.0791521,1.1125386,0.9641684,1.0722792,1.0709039,0.8592092,1.047541,1.0609533,1.1923639,0.8443139,0.9154193,0.9920918,0.7943533,0.9980976,1.0459061,0.8432724,1.1054574,1.0129732,0.7989537,0.0,1.0917153,1.1038114,1.048488,1.0960162,1.113347,1.0653346,1.015657,0.8503629,0.9209032,1.0991365,0.80910826,1.0288339,0.877604,1.0978642,1.1189506
strawberry,1.0102994,1.1387333,0.68010986,0.8537475,1.0674134,0.89011323,0.8140075,1.0159101,1.0519059,1.2678186,1.1492975,1.0994499,1.0529896,0.85840297,1.2230823,0.84924996,0.9318766,0.9223812,0.93841743,0.92608213,1.0475838,0.91630006,0.79118437,1.0669967,1.1199591,0.95957583,1.0133926,1.2245147,1.0166537,1.0579104,1.0762324,0.997498,1.2536857,0.9723222,1.0572395,1.1654783,0.91118735,0.8927953,0.9506675,1.1882399,1.0171647,1.0605196,1.0283223,1.0303532,0.9419664,1.0354203,0.9855686,0.9467571,1.0499065,0.80335623,0.8747445,1.135883,1.1118504,1.1363606,0.9039708,1.061936,0.84587085,0.92431587,1.1780331,0.9605867,1.0469427,1.1407201,0.8457023,1.1824663,1.036696,1.120822,1.0726924,0.6079598,1.1200656,1.0142016,1.0692201,0.91344017,0.885749,1.1223785,1.1037306,1.1115301,1.0531627,0.7998719,0.98415214,1.0004569,1.1634674,1.0266666,1.0564694,0.8652042,1.1265872,1.1185324,0.86524355,1.0014299,0.8544874,1.2924287,0.9924476,0.7931036,0.91984826,0.88515794,0.9552533,1.0585039,1.0001656,1.0967591,0.91907567,1.0716109,1.1303203,0.9956103,1.0782413,1.1812333,0.99810815,1.1215247,1.1493282,1.063459,1.033039,1.0917153,0.0,1.0900118,1.0845858,1.173266,0.998977,1.0395623,0.9954188,1.0565624,1.1436007,0.84818745,0.8658451,0.9908775,1.0563917,1.1520007,1.0985446
stroller,0.8128136,1.2801689,1.26876,1.0688376,0.80249584,1.295236,1.227092,1.2421749,1.0712078,0.61300063,1.348629,0.6693934,1.0388653,1.2465779,0.60863584,0.9556501,1.1695921,1.3022418,0.9972117,1.3030725,0.831565,1.1312935,1.1323359,1.1955181,1.2523763,1.2655008,0.88761044,0.9806998,1.2258477,0.8494064,0.86697185,1.2375449,0.60354716,1.194739,1.4013244,0.5604888,1.2852782,0.9073502,0.9963752,1.065611,1.1864794,0.6299372,1.3303312,0.80000454,1.192584,0.87157774,1.2648152,0.9918002,1.2245471,1.0944546,0.80615115,1.2992575,0.86822784,1.0463375,1.2041439,0.6719525,0.9924134,0.8795831,1.2077225,1.0897704,0.72022355,0.6435461,1.1214784,0.61667466,1.2677536,1.0360903,1.3664072,1.0518441,0.75945127,0.9096452,0.026141167,1.0798098,1.3123891,1.2931068,1.1597277,1.3159511,1.0322484,1.3617054,1.2284415,1.2011769,0.6119571,0.8014582,1.1967019,1.0250628,1.3469344,1.3735003,1.2661412,1.034941,0.9649322,1.1406933,1.2153469,1.1592063,1.3446224,1.0818305,1.1660966,0.91951776,1.1128855,0.84202313,1.1069012,0.9872944,0.6597023,0.92131674,1.1703951,0.9205877,1.2596259,0.936154,1.3372672,0.8927344,1.3087506,1.1038114,1.0900118,0.0,0.6553194,0.6353316,1.3246597,1.3263502,1.0579268,0.76653785,0.95939314,1.0988015,0.97217476,0.83166444,0.71725273,1.3328466,0.71227217
sweater,0.8154393,1.1778566,1.2548774,1.1025891,0.5558203,1.35162,1.2729421,1.3173871,1.2695025,0.5456835,1.3397452,0.60574293,1.0188081,1.2518343,0.47220194,1.1965321,1.3000333,1.391836,1.1994929,1.398936,0.9953789,1.2688105,1.240391,1.209886,1.2838496,1.1757253,0.88425803,1.1781615,1.2918527,0.79035074,0.86256593,1.3596759,0.34118712,1.2995381,1.4603539,0.57390773,1.4732729,0.9629809,1.193359,0.9865163,1.1144953,0.58844113,1.309471,0.49760175,0.9900227,0.7623099,1.4133828,0.9955587,1.3476001,1.1363897,0.95552385,1.1216923,0.54304796,0.95579296,1.1026347,0.5782039,1.0709447,0.7330058,1.0462397,1.17848,0.89909744,0.19995707,1.2905482,0.25211382,1.38259,0.9036582,1.4215081,1.0109537,0.457264,0.8713094,0.70577663,0.9458656,1.3579264,1.2274098,1.2817271,1.0390744,0.85529995,1.345879,1.2489599,1.2632217,0.31447482,0.69018835,1.2626263,1.1330135,1.3461666,1.3962139,1.2638048,0.8806847,1.0412376,0.939273,1.3315612,1.2884965,1.5216552,1.2051665,1.0293446,1.094264,1.2523721,0.80771565,1.0712116,1.1734691,0.36842322,1.0194119,1.2214329,0.7648412,1.3291242,0.91679096,1.2315543,0.71087104,1.4451941,1.048488,1.0845858,0.6553194,0.0,0.66571766,1.4427624,1.128953,0.9989925,0.70507413,1.0045964,1.3552511,1.2004589,0.7790912,0.95493114,1.3018751,0.72135645
table,0.6681749,1.3061507,1.2873654,1.059292,0.64833426,1.2752619,1.2834392,1.2812086,1.1140587,0.10665989,1.3733288,0.74129194,1.0448805,1.2412989,0.2650466,1.0343382,1.2327219,1.1746979,1.1493927,1.210669,0.81495774,1.2344337,1.259665,1.2512102,1.3615121,1.3025904,0.77781844,0.998138,1.2468646,0.8238369,0.8795522,1.2177534,0.53583074,1.1498618,1.3785441,0.5037874,1.265913,0.9378384,1.095391,1.0252728,1.206182,0.69959766,1.2753947,0.8983536,1.2339531,0.82483816,1.3245084,1.1715915,1.2798367,1.1694403,0.710654,1.3107445,0.9239441,0.7824354,1.2020077,0.73539215,0.87632924,0.8880541,1.2321925,1.1740758,0.7285069,0.54931545,1.1070287,0.55633473,1.2496593,1.0057939,1.3984455,1.020277,0.7405352,0.8844884,0.64761543,1.1043878,1.2400509,1.2691603,0.9028858,1.3004684,1.1093878,1.3005812,1.2459693,1.1957207,0.49955153,0.85271263,1.116104,1.0340976,1.3395202,1.3717239,1.2729068,0.902313,1.0688733,1.0103966,1.158287,1.1951832,1.2226251,1.1654557,1.0800878,1.0357493,1.2760715,0.8327551,1.1463714,1.084026,0.5230663,1.0652512,1.0618109,0.82253313,1.3002111,0.8644353,1.35919,1.0184318,1.32132,1.0960162,1.173266,0.6353316,0.66571766,0.0,1.2913661,1.3449736,1.1357095,0.81282943,0.74430716,1.2437677,0.84326917,0.7807653,0.8348499,1.3419483,0.5308894
tape,1.3657411,0.63991594,0.6865542,1.0192064,1.3928086,0.5929811,0.69865656,0.6947184,0.68359095,1.3712726,0.46412003,1.2277503,1.1344184,0.88664997,1.4559089,0.9075682,0.5441853,0.53751594,0.7623882,0.52729595,1.1405447,0.58118653,0.92226124,0.6066771,0.6190081,0.8189501,1.3506123,0.81909126,0.5543608,1.270498,1.1585753,0.5778095,1.4795141,0.68392164,0.49720109,1.4026008,0.42883718,1.2723048,0.95426434,1.0074059,0.929759,1.3804379,0.54544455,1.386399,1.0083635,1.3557199,0.663043,1.1729002,0.8140887,1.0772877,1.230678,0.8630197,1.3429863,1.045979,0.79021436,1.4295938,0.87701964,1.3572166,0.7021706,0.91002023,1.2400775,1.4629915,0.6916048,1.4595286,0.6575383,1.048995,0.5062228,0.97777814,1.3905778,1.1919897,1.3017217,1.1365168,0.6319604,0.66806334,0.82849544,0.8974991,1.2298857,0.53348756,0.6826862,0.90696394,1.480286,1.2579658,0.7321548,0.93981063,0.5680772,0.53719366,0.8175384,1.0076736,1.0371602,0.87441045,0.6036385,0.7104374,0.49853128,0.94592917,0.7838745,0.9136238,0.6194593,1.3009777,1.0230097,0.96121365,1.4838579,1.1535947,0.8991397,1.2303592,0.6091723,1.2357928,0.5966337,1.1913323,0.68749166,1.113347,0.998977,1.3246597,1.4427624,1.2913661,0.0,0.76014316,1.1625727,1.3286847,1.1402984,0.55932134,1.02997,1.3464069,1.1808774,0.6183877,1.3209276
toe,1.3102114,0.39219582,0.59595644,1.1494495,0.92196846,0.6398915,0.9204232,0.65763867,1.1589748,1.3492966,0.5273638,1.2942023,1.1931162,0.8376688,1.3417811,1.2727066,0.9387319,0.95536435,1.1864345,0.8556721,1.189127,1.1671398,1.119146,0.7915888,0.79060745,0.44559473,1.2993062,1.0958158,0.7880298,1.3888274,1.2776955,0.82675755,1.238169,0.9666119,0.57657814,1.4293122,0.9652417,1.274091,1.2820786,1.0579721,1.0104685,1.2294366,0.40979242,0.9117512,0.18709415,1.2078502,0.93304557,1.1191145,1.0102706,1.1717098,1.2998233,0.4561062,0.84888023,0.8964755,0.40428877,1.1408806,1.0669371,0.75868857,0.59103996,0.95972,1.3479855,1.1585929,1.0432674,1.1975722,0.938528,0.93285483,0.765684,1.0772612,1.0334948,1.1376956,1.3301002,0.60640407,0.69728935,0.40951264,1.2032328,0.30380666,0.5374501,0.57554746,1.0478923,1.1320572,1.2465386,1.0906793,1.060897,1.2417427,0.50063324,0.47841287,0.6432895,0.97793096,1.084112,0.8318503,0.9661837,0.9861532,0.9820188,1.0592839,0.60880196,1.2754403,1.011565,1.2488483,0.9335167,1.1614838,1.1896768,1.1751661,1.0337272,1.1808884,1.0848095,1.2539,0.2879879,0.7338275,0.9491721,1.0653346,1.0395623,1.3263502,1.128953,1.3449736,0.76014316,0.0,0.7611649,1.1866156,1.1926688,1.0319427,1.4344994,1.2843946,1.3672187,0.41108686,1.2525885
tooth,0.97290766,0.98990595,0.9891597,1.0533565,0.861815,0.7509042,1.0734965,1.0496202,1.2553668,1.1574659,1.1224525,1.1104052,0.76151675,0.97105414,1.0222775,1.0135407,1.0792917,1.2474291,1.1492376,1.1716696,1.0532815,1.2397714,1.0944841,1.1476145,1.199849,0.94162714,0.94662,1.3387463,1.0336733,1.1997585,1.0043968,1.1089051,1.0330268,1.112869,1.1005671,1.0680693,1.0991464,0.8537444,1.0710461,1.2594235,1.0264424,0.8270017,1.0214615,0.729561,0.6871724,0.6821281,1.1873,1.001896,1.1765046,0.845204,1.0009509,0.8880738,0.86964023,1.0755137,0.69655406,0.85672194,1.0506473,0.7174529,0.8788346,0.95597464,1.0468713,0.843564,0.96448654,0.97730905,1.172417,1.2186506,1.1596317,1.0223563,0.9037885,1.1483989,1.0685657,0.4809264,1.1244235,0.9468019,1.222756,0.73084396,0.69243944,1.0897117,1.2588694,0.9076725,0.8748927,0.83158076,1.2475601,1.0748733,1.0565183,1.069761,0.9406028,0.929821,0.92096597,1.2043784,1.1458287,1.094329,1.2208184,0.94949466,0.99304366,1.1426656,1.1675094,1.0769248,0.860834,1.1157463,0.7965795,0.99271524,1.0929165,1.116437,1.2127879,1.0211351,0.9838964,0.90663904,1.2181286,1.015657,0.9954188,1.0579268,0.9989925,1.1357095,1.1625727,0.7611649,0.0,0.7488205,1.1498611,0.90945303,1.1512781,0.99953777,1.1532656,0.93041754,1.0783485
toothbrush,0.7655275,1.2998657,1.3420392,0.96191555,0.6748143,1.28094,1.18287,1.2623035,0.8782189,0.78199387,1.4264839,0.7786724,0.8840418,1.3182983,0.6276374,0.8765656,1.2095788,1.2521647,0.9082519,1.3607088,0.7809782,1.0858481,1.1474128,1.2322074,1.4148798,1.2849997,0.89598644,1.1721765,1.2317915,0.8554594,0.6407856,1.3120184,0.68474764,1.2303103,1.3556405,0.6353588,1.2557828,0.99922407,0.9378351,1.1298082,1.0216751,0.63983166,1.4372098,0.74732417,0.93873924,0.6665112,1.3410344,0.9545196,1.1918685,1.1521498,0.6655009,1.2270535,0.7117243,1.0810457,0.97460884,0.7345002,0.91606295,0.4755057,1.1642166,1.2478156,0.6729075,0.6629605,1.1553229,0.68811494,1.1487389,1.1071562,1.4391675,0.98667014,0.60573804,0.93032795,0.79165477,0.9528888,1.4081913,1.3788953,1.0849767,1.1620532,0.8920835,1.4150074,1.1946516,1.2062714,0.58249545,0.85492206,1.0552864,1.0637478,1.3633434,1.3547798,1.3307933,0.8894593,1.0411962,1.0661817,1.2877481,1.2477889,1.3559797,1.2467474,1.1693821,0.9566179,1.1555051,0.8650038,1.2576078,0.9202701,0.63679713,0.8619472,1.0860125,0.9869957,1.2290891,0.8741892,1.3793209,0.8276357,1.2729553,0.8503629,1.0565624,0.76653785,0.70507413,0.81282943,1.3286847,1.1866156,0.7488205,0.0,1.0471505,1.0280133,0.8414874,0.79123497,0.6351443,1.3910277,0.95817935
towel,0.6302928,1.1421738,1.2423422,0.9543452,0.9901729,1.1652421,1.0615557,1.105094,0.97912097,0.6718843,1.1766208,0.8633198,0.97176975,1.068091,0.60782784,1.0160006,1.171345,1.008609,1.0565189,0.9694107,0.9609233,1.0640589,1.128797,1.1649215,1.1151427,1.128324,0.8166601,0.93335485,1.1367937,0.88630897,0.810302,1.0063614,0.80153555,0.9219725,1.1806641,0.8146978,1.1685697,0.90235704,0.85640705,0.98084193,1.0789545,1.0779544,1.1248676,1.1234925,1.1604476,0.88477385,1.1068429,0.9542847,1.0494097,0.9654314,0.9685038,1.1858203,0.83249766,0.7905077,1.261191,1.0634773,1.0339109,1.0422015,0.9658283,1.0948392,0.9272865,0.99922764,1.171253,0.8592153,1.07936,1.0695034,1.1806918,1.1145127,0.75041866,0.9398612,0.98187584,1.1812199,1.0097649,1.1550182,0.45798367,1.202446,1.0419803,1.1243917,1.0158715,1.0852649,0.95014244,1.0642035,0.9404801,0.8948597,1.1828079,1.1633164,1.093706,1.0417712,1.0592589,0.70656425,0.9470875,1.0101442,1.0168183,1.0640955,0.973414,0.7454173,1.064918,0.98442996,1.0892869,0.9932216,1.0418794,0.9036433,0.9995113,0.963258,1.0257281,0.778836,1.1485797,0.85412467,1.1110262,0.9209032,1.1436007,0.95939314,1.0045964,0.74430716,1.1402984,1.1926688,1.1498611,1.0471505,0.0,1.0464059,0.827613,1.0345478,0.9605978,1.2166629,1.0127046
