,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shovel,shower,sink,slide,slipper,sock,spoon,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
foot,0.9789563,1.0775425,1.1467259,0.9835192,1.0361508,1.107695,1.0275319,1.0088084,0.9745122,1.1390994,1.1145234,1.0153347,0.9615289,1.0409936,1.0533849,0.95182437,0.9376881,1.0408854,0.9798769,1.1092023,1.0548553,0.8933492,0.9229342,0.94200397,0.9580089,1.0582563,0.9914014,1.0898203,1.0462586,0.9090583,0.8748715,1.029714,1.0386792,1.0324957,1.1007192,1.0484278,1.0454537,0.9626272,1.0097232,1.0026081,0.91643906,1.031929,1.2494646,0.98949784,1.0587407,0.97864854,1.060623,0.0,1.0033529,0.94647133,0.9441524,0.9938513,0.78114015,1.0672609,1.1087785,1.0417306,1.1097534,1.0128345,1.0178008,1.0425411,0.9657726,1.0726849,1.0455031,0.8578508,1.0152966,0.96844375,1.0331005,0.9678736,0.84434974,0.9359242,0.96831423,0.96616054,1.1450152,1.1648954,1.0061002,1.0741826,1.0031309,1.1760204,0.9868063,0.9585566,1.0640076,0.95124584,1.0174947,0.9714785,1.1251096,1.1161526,1.0119307,1.0368599,1.0525864,1.0161836,1.0389069,1.0053878,1.0367557,1.005739,1.1872935,0.75933135,0.86622405,0.98543596,1.056536,1.005855,1.0814104,0.22259432,1.0357755,1.026518,0.8686849,1.009863,0.9969467,0.73852324,1.0357492,1.0781964,0.9467571,0.9918002,0.9955587,1.1715915,1.1729002,1.1191145,1.001896,0.9545196,0.9542847,1.0585312,0.9831256,0.973511,1.0038184,1.0846545,1.106588
fork,1.2307163,0.8984127,0.912937,0.9235806,1.2809805,1.0239183,0.89283997,0.93345654,0.66649014,1.2576368,0.67218643,1.1819948,1.0864096,1.0048776,1.3038225,0.89222854,0.9774361,0.79868275,0.93233,0.8892074,1.0036353,0.87115395,0.8039211,0.9503234,0.7091495,0.8656975,1.1066692,0.6956801,1.0138863,1.0696666,0.9406381,0.9381473,1.309063,0.9548652,0.4331479,1.262984,0.8806413,1.1602427,0.89426994,0.8810439,0.7125164,1.340135,1.0010973,1.2466373,1.0640818,1.2689908,0.75377244,1.0033529,0.0,1.0317005,1.2370572,0.8527067,1.3281136,0.95352006,1.12748,1.2463549,1.1699789,1.2509685,1.0250509,0.85763836,1.0775566,1.4453206,1.0908661,1.2981768,0.3345369,0.97237813,0.730112,1.1401631,1.3757031,1.092438,1.1956284,1.0303316,0.9530385,0.9108418,0.6775025,0.8982668,1.1364174,0.96316284,0.7180135,0.9118877,1.3540876,1.2145019,0.68704396,0.96290773,0.5931264,0.49864084,1.0383489,1.1228846,1.070713,0.9110408,0.918314,0.8651718,0.6643579,0.87019956,1.1091504,0.92011976,0.83049357,1.1183109,1.1214509,0.6598716,1.3686643,1.0361726,0.6840853,1.0491722,0.6909065,0.9746441,0.8846438,1.247444,0.071451545,0.76727647,1.0499065,1.2245471,1.3476001,1.2798367,0.8140887,1.0102706,1.1765046,1.1918685,1.0494097,0.9772934,0.75521374,1.09409,0.959011,0.88553244,1.0814363
frog,0.7009352,1.0979534,1.0706445,0.951729,1.1941305,0.8561188,0.99867785,0.9595183,1.1915298,1.1976501,1.1398995,1.1769954,0.37617505,0.6486283,1.1306465,0.7646049,1.0607183,1.0808667,1.0104371,1.1308259,1.0853697,1.0031544,0.7612764,1.155794,0.9668791,0.9928255,0.8737558,1.1679288,1.0145369,1.035134,1.0464039,1.1442565,1.1936202,1.1401889,1.1273454,1.198002,1.0268905,0.6442688,0.87627244,1.1904355,1.0577053,0.9505769,1.1240748,1.1578679,1.1457245,0.71731484,0.93466544,0.94647133,1.0317005,0.0,1.0457002,1.1576357,1.02875,1.0222337,1.0683885,1.1105838,1.1345427,1.1338891,1.0652244,0.6733282,1.0406682,1.0717735,1.0274589,1.1109433,1.0922744,1.2360767,0.986654,0.8824188,1.0671254,1.1636882,1.0628914,1.0636878,1.0947057,1.1653394,1.0363202,1.1172324,1.1394845,1.0172808,1.1133714,0.3848014,1.0704056,0.83240616,1.132025,0.975367,1.157398,1.1441472,0.7652599,0.9460986,0.6761245,1.2025182,1.1362958,0.965286,0.9782656,0.63737774,1.0307311,0.92047626,1.0300305,1.1794362,0.6800003,0.9601094,0.92473584,0.8647232,0.9061537,1.1257522,1.057121,1.052506,1.1111758,1.048567,1.0089886,0.9631673,0.80335623,1.0944546,1.1363897,1.1694403,1.0772877,1.1717098,0.845204,1.1521498,0.9654314,0.75845206,0.93647605,1.0599437,1.1729001,1.0738778,1.1482141
glass,0.78352034,1.4065005,1.216425,0.7856481,0.9799256,1.1130788,0.972564,1.198617,1.0195718,0.7860608,1.4303584,0.9485439,0.9694464,1.0874739,0.7507838,0.83921504,0.94445133,0.7821921,0.9710052,1.1841741,0.79046965,0.9335704,0.9583007,1.1500949,1.2440194,1.3516366,0.92615056,1.1542805,1.2223041,0.9114085,0.9404232,1.2342045,0.90465796,1.1580142,1.3602831,0.7637662,0.86760587,0.938023,0.8210988,1.2090809,1.0704465,0.80534387,1.2651516,0.8826533,1.1791875,0.8327939,1.0138907,0.9441524,1.2370572,1.0457002,0.0,1.1451383,0.9858118,1.1355381,0.9425522,0.8539956,0.75669134,0.8170502,1.2372322,1.2642236,0.6741717,0.8733923,0.8514511,0.9053578,1.1847283,1.0311701,1.2367241,0.8366404,0.87276256,0.90787566,0.82657355,0.9920328,1.1507277,1.3357888,1.0034059,1.3297539,1.0471219,1.1859095,1.179913,1.1328982,0.819383,0.86529374,1.0725403,1.006195,1.4110744,1.4231471,1.1560711,0.90576303,0.9798771,1.2234218,1.1795037,0.99081206,1.0736262,1.1774106,1.087553,0.9558277,1.2015746,0.8959058,1.1306679,0.99499273,0.85637367,0.8791847,1.058015,1.0525551,1.1295065,0.86159813,1.4048481,1.0794201,1.1813316,1.1046075,0.8747445,0.80615115,0.95552385,0.710654,1.230678,1.2998233,1.0009509,0.6655009,0.9685038,0.9199586,0.6369063,0.90119827,0.7270828,1.361127,0.9266433
glasses,1.3596264,0.5769381,0.7428358,1.0088894,1.0645545,0.7801086,1.086696,0.73474914,1.0552397,1.3144063,0.57598156,1.307612,1.104424,0.92717046,1.3447696,1.2442594,0.9697,0.9303729,1.1137244,0.9256639,1.1593857,1.1353655,0.95778114,0.88842326,0.7567493,0.67818236,1.1698079,0.9876623,0.8099674,1.2655623,1.1976717,0.89791644,1.2009795,0.9719502,0.65179646,1.3782248,0.90108865,1.2294118,1.0970911,0.948874,0.93182653,1.2469119,0.67298836,0.7397507,0.63710403,1.2853892,0.82367945,0.9938513,0.8527067,1.1576357,1.1451383,0.0,1.0701743,0.9188569,0.6932523,0.9938697,1.15883,1.0252291,0.6243935,0.9724863,1.2569281,1.1287385,1.0227098,1.1986904,0.89234865,0.90437096,0.6794269,1.1990561,1.2208123,1.1148524,1.3152515,0.7240732,0.8769955,0.5546134,1.132597,0.433169,0.48761326,0.8487488,0.9334597,1.0339973,1.2588316,1.1033505,1.021124,1.1005182,0.5974755,0.5887672,0.8406049,1.1074494,1.0673543,0.9806605,0.9420306,0.8576277,0.90424836,1.0179504,0.97788775,1.1479748,0.87254846,1.1506509,0.8844024,1.0208626,1.1070479,1.1040279,1.0218064,1.0553013,1.0148933,1.1169122,0.49556828,1.0075197,0.8038554,1.008361,1.135883,1.2992575,1.1216923,1.3107445,0.8630197,0.4561062,0.8880738,1.2270535,1.1858203,1.096582,1.3158774,1.1899096,1.2609104,0.45630234,1.1866518
glove,0.71806186,0.8557685,1.2958531,1.01999,0.67005974,1.2242789,1.2503502,1.0805099,1.3005524,0.79003453,1.1618683,0.81216216,0.8873207,1.0768038,0.5493394,1.216779,1.227783,1.2597823,1.2451854,1.414657,1.0529186,1.1506404,1.2459441,1.04975,1.1332347,0.9614352,0.856316,1.2114666,1.2543967,0.98897684,0.7984787,1.3761725,0.50211996,1.3335356,1.3209316,0.79653513,1.3606685,0.9312695,1.2114885,1.1335902,1.1534722,0.75986624,1.248581,0.7964432,0.6990385,0.602124,1.4216783,0.78114015,1.3281136,1.02875,0.9858118,1.0701743,0.0,0.82285535,0.94987345,0.8143305,1.1543583,0.5593803,0.79191273,1.151139,1.0129206,0.566478,1.2830073,0.43686688,1.2982626,0.8492699,1.3979492,1.0186523,0.10569441,0.86957353,0.88911617,0.94235176,1.2753496,1.1973686,1.1594124,0.9055543,0.77937335,1.3052058,1.2417508,1.1936766,0.48214126,0.6889824,1.3116655,1.2802615,1.2622621,1.2443272,1.0525703,0.7807412,1.0855305,0.6527519,1.3797343,1.2892151,1.4699748,1.1955996,0.9385024,0.9203339,1.2490581,1.0133789,1.0588132,1.1857514,0.6568885,0.7885541,1.1168882,0.9632047,1.2540628,0.9307092,0.8361654,0.16336334,1.3941752,1.0005805,1.1118504,0.86822784,0.54304796,0.9239441,1.3429863,0.84888023,0.86964023,0.7117243,0.83249766,1.2685127,1.2784495,0.97341573,1.0883222,1.1341083,1.0560355
grass,0.8742781,0.8960202,0.9869063,1.1032608,0.90384775,1.0248438,1.1199113,1.0173066,1.0306119,0.69522226,0.92919064,1.0961858,0.97732437,1.061495,0.7187048,1.2134742,1.116785,1.0575509,1.2032107,1.1333059,1.0472006,1.179068,1.1149092,1.0505855,1.0158097,0.91811156,0.90528935,1.031046,1.0479139,1.0708162,0.9083689,1.1159137,0.8034767,1.1276609,0.92713445,0.9891686,1.1788077,1.1189064,1.210525,0.98985434,1.1553802,1.0623629,1.0118462,1.0298787,0.9141633,0.89601845,1.0741313,1.0672609,0.95352006,1.0222337,1.1355381,0.9188569,0.82285535,0.0,0.9305854,0.9479962,1.067039,0.9860651,0.8819351,1.0477139,1.0950323,0.92772603,1.1521415,0.844414,0.99387777,1.0509732,1.0547775,0.9617324,0.8340611,1.0706977,1.0644091,0.9243107,0.97862697,0.89983964,0.9758351,0.87137413,0.91675556,1.0679832,1.0536765,1.0794744,0.84046495,1.0061455,1.1454351,1.1619662,0.9320739,0.9253915,0.9762326,0.8860283,1.144685,0.78173923,1.1284688,1.0705144,1.1765276,1.0917995,0.8999768,0.98202765,1.0995364,1.1313235,1.0794232,1.0780989,0.8452891,1.0076127,0.99282277,0.7619227,1.1413552,1.0706422,0.84747374,0.85280824,0.9705855,0.95160925,1.1363606,1.0463375,0.95579296,0.7824354,1.045979,0.8964755,1.0755137,1.0810457,0.7905077,1.200668,1.1978835,1.0554107,1.1208748,0.89026874,0.9789398
gum,1.129468,0.8286412,0.58177966,1.1030593,0.96252203,0.6097093,0.87859035,0.730215,1.2404108,1.2784212,0.8458971,1.2471795,1.1457865,0.76833147,1.1846926,1.0521626,0.9526276,0.9476131,1.2218615,0.9947819,1.0926704,1.2019061,1.0754428,0.96331024,0.93019116,0.5110607,1.2144631,1.3448371,0.83385915,1.3145889,1.0982634,0.97767854,1.2750375,1.0726626,0.7578035,1.2835574,1.0058355,1.1543062,1.2227468,1.2843258,1.1033353,1.100419,0.55054367,0.8961473,0.4473883,0.970223,0.89427197,1.1087785,1.12748,1.0683885,0.9425522,0.6932523,0.94987345,0.9305854,0.0,1.0187348,0.86267865,0.69602686,0.8067536,1.0164852,1.1230977,1.0652834,1.0514845,1.1557769,1.1025544,1.0378703,0.9697495,0.745071,0.9513673,1.1272273,1.1971862,0.58866566,0.8174094,0.5566956,1.2753623,0.5867514,0.6143167,0.6304419,1.2013015,1.138018,1.1168281,0.9509657,1.1825664,1.228097,0.67274785,0.7010867,0.59210587,0.6737945,1.031145,1.1065385,1.0959606,1.1117662,1.077698,1.0979037,0.72416854,1.3488069,1.1350242,1.2461734,0.90980774,1.2012862,1.0979958,1.2185476,1.0561572,1.2042041,1.2052927,1.2393658,0.64053804,0.98723114,1.0753196,1.1355623,0.9039708,1.2041439,1.1026347,1.2020077,0.79021436,0.40428877,0.69655406,0.97460884,1.261191,0.73599327,1.1743559,1.2278984,1.2131351,0.5987116,1.2348194
hair,0.7867309,1.2653086,1.206769,1.0576711,0.67395896,1.2128009,1.2441622,1.1967816,1.2192706,0.72444403,1.3620749,0.81802547,0.9808332,1.2043474,0.62203693,1.073227,1.2469916,1.356067,1.1334281,1.3064343,0.93186337,1.2878551,1.1806464,1.2753137,1.313143,1.1431556,0.75866175,1.226937,1.2703207,0.9667932,0.9069238,1.3136656,0.5287612,1.236881,1.3772813,0.65862226,1.3618631,0.8349174,1.0071015,1.1025465,1.1998631,0.5278951,1.2553362,0.40444762,1.0202329,0.79173416,1.2922823,1.0417306,1.2463549,1.1105838,0.8539956,0.9938697,0.8143305,0.9479962,1.0187348,0.0,0.9757429,0.69861007,1.0041829,1.1685563,0.846148,0.51320904,1.1908598,0.66186905,1.3325433,1.0885453,1.362153,0.9766484,0.7583969,0.96895236,0.72781324,0.894635,1.2242953,1.1633317,1.2791,1.0981321,0.768247,1.2722511,1.2838972,1.201567,0.46558273,0.83784604,1.2318653,1.0983369,1.2870811,1.3335907,1.1996387,0.8957303,0.9989591,1.1511935,1.2846334,1.1731186,1.408656,1.1324497,1.0951908,1.1955628,1.2561364,0.8765379,1.0289451,1.1712228,0.4903295,1.0619248,1.2565241,0.84015965,1.3184545,0.8496325,1.2837856,0.91270846,1.3346897,1.1012043,1.061936,0.6719525,0.5782039,0.73539215,1.4295938,1.1408806,0.85672194,0.7345002,1.0634773,1.2305739,1.1320145,0.7720701,0.9869294,1.2153469,0.71553147
hamburger,0.95367,1.2258759,0.9624321,0.81798935,0.8895549,0.8384237,0.8356782,1.049665,1.0588732,1.0078967,1.2894839,1.0596982,1.0939393,0.9033828,0.97968477,1.0276921,0.91973376,0.960059,0.9168159,0.6270566,1.040412,0.9860729,0.85809416,1.2555985,1.203278,1.2437049,1.061964,1.1532116,1.0255754,1.103366,1.067362,0.8360878,1.1499493,0.7231855,1.2011725,1.0276293,0.8638095,1.039526,0.86321175,1.2557333,1.1468328,0.9622863,0.8031446,1.0045729,1.0028439,0.8946802,0.850791,1.1097534,1.1699789,1.1345427,0.75669134,1.15883,1.1543583,1.067039,0.86267865,0.9757429,0.0,0.84427565,1.1631047,1.1452229,0.9227705,0.98444283,0.7790953,1.0683786,1.1439875,1.2831807,1.0645846,0.5181192,1.0278112,1.1616395,1.0028032,1.0598902,0.6742095,1.1406895,1.0095801,1.2599311,1.0986042,0.5634823,1.1354473,1.0537868,1.0121821,1.164901,0.98874635,0.77591205,1.2614734,1.2754025,0.9369424,0.8695387,1.0910963,1.2807678,0.7337984,0.9577154,0.9214466,1.0801774,0.7477462,1.1362324,1.1238334,1.0712895,1.1494017,1.0747145,1.0387455,1.0745581,1.0883825,1.1245359,1.146311,1.1393287,1.2666047,1.1312971,1.1379168,1.068108,0.84587085,0.9924134,1.0709447,0.87632924,0.87701964,1.0669371,1.0506473,0.91606295,1.0339109,0.81804085,0.90801066,1.027654,1.102536,1.2257128,1.040304
hand,0.85882837,1.0669487,1.1756699,0.869882,0.48048955,1.1931832,1.1947465,1.1076176,1.259654,0.89179176,1.3235133,0.90153176,0.9910009,1.0863564,0.72400993,1.0013363,1.2872031,1.2298758,1.1927278,1.2452376,1.0045058,1.2777767,1.172248,1.2672019,1.3440179,1.0123575,0.944935,1.2542903,1.2587931,1.1027201,0.9451291,1.2450421,0.80943835,1.1843932,1.3038015,0.7998779,1.2877146,0.97884685,1.0752842,1.211812,1.0523304,0.7907183,1.1939732,0.669387,0.39853543,0.67614055,1.3411055,1.0128345,1.2509685,1.1338891,0.8170502,1.0252291,0.5593803,0.9860651,0.69602686,0.69861007,0.84427565,0.0,1.1190693,1.1890478,0.9541251,0.69454545,1.1967931,0.759851,1.2487353,1.0478503,1.4283507,0.88948476,0.55385506,0.9701046,0.9044205,0.71770275,1.219476,1.2332968,1.2557927,0.8838185,0.5943568,1.1573538,1.253865,1.2318239,0.6490966,0.9022004,1.228525,1.1127628,1.2864826,1.2433331,1.0483248,0.77770126,1.0171725,1.0901718,1.2599813,1.2328504,1.3302999,1.1811236,0.9965208,1.2087162,1.291728,1.0188227,1.1563636,1.1154511,0.6977317,0.9706253,1.1005354,1.0597799,1.3500686,1.0134387,1.1315057,0.6503383,1.2974095,0.9149898,0.92431587,0.8795831,0.7330058,0.8880541,1.3572166,0.75868857,0.7174529,0.4755057,1.0422015,1.169498,1.0204291,0.93405247,1.0611328,1.2179983,0.97778326
hat,1.1812805,0.45176864,0.85421664,1.1905091,1.1779089,0.63323605,0.9116523,0.8072745,0.99308544,1.1698271,0.5288834,1.1984684,1.0022341,0.8747371,1.1240757,1.0307394,0.93110114,0.8916418,1.0958682,1.0013952,1.200933,0.9907121,1.1555812,0.71845645,0.6690602,0.73336,1.0892888,0.9719846,0.7964878,1.1999893,0.98570955,0.9407152,0.9083913,1.0663494,0.7780468,1.2638662,0.9448999,1.1195694,1.0582117,0.9831644,1.0017843,1.1386099,0.74170995,0.9877227,0.75651574,1.1454282,0.9734497,1.0178008,1.0250509,1.0652244,1.2372322,0.6243935,0.79191273,0.8819351,0.8067536,1.0041829,1.1631047,1.1190693,0.0,0.9555348,1.3062679,1.0383871,1.1157264,1.0973762,0.9906489,0.94284725,0.83214986,1.1304002,0.8940543,1.0343148,1.2176276,1.0540392,0.922042,0.65559244,0.92446756,0.6703638,0.799973,0.8547978,0.91525066,1.0315284,1.1170704,1.0013521,0.91400665,1.2192982,0.715749,0.7009565,0.8386173,1.0289718,1.0603616,0.5056996,1.0233822,0.98497075,0.91958714,1.0206679,0.73175406,0.8399515,0.80991256,1.1400192,0.92194605,1.1855482,1.1269087,1.1052195,1.0862741,1.1661189,0.8309697,1.0757067,0.41077566,0.79006624,0.9977628,1.1273177,1.1780331,1.2077225,1.0462397,1.2321925,0.7021706,0.59103996,0.8788346,1.1642166,0.9658283,0.9463695,1.2966279,1.2534088,1.2943254,0.57448024,1.252578
horse,0.82646036,0.88538533,0.9189958,1.0293231,1.1975459,0.90683055,1.0346044,0.8802806,1.0634633,1.203732,0.8332249,1.1216805,0.93106925,0.7717322,1.2503915,0.8850916,1.0431957,1.0914433,1.0548314,0.9991149,1.1611063,1.0500199,0.8663912,0.9882026,0.85037136,0.78468835,0.95726144,0.9692042,0.91628766,1.1463802,1.106601,1.0228368,1.2168977,1.0471244,0.86614823,1.2568578,0.9238759,0.6526814,1.1369452,1.0530862,0.9423347,1.1218836,0.9413731,1.1566446,1.0577922,1.0522509,0.9788669,1.0425411,0.85763836,0.6733282,1.2642236,0.9724863,1.151139,1.0477139,1.0164852,1.1685563,1.1452229,1.1890478,0.9555348,0.0,1.1618533,1.200176,1.0696899,1.2150624,0.9212006,1.0950791,0.82224274,1.0540799,1.1921929,1.1147876,1.0504241,0.97652113,0.947282,0.9168611,1.0294584,0.9214077,1.0527833,0.88621604,0.9648563,0.78827596,1.2159268,1.0701507,1.0117143,1.0747311,0.879565,0.86100936,0.8181576,1.0726377,0.7930379,1.075299,1.0262077,0.992758,0.94002724,0.110908866,0.986243,1.0067213,0.92034966,1.1929686,0.69539464,0.90769726,1.1649855,1.1110928,0.9131121,1.0411706,0.92183423,1.1087497,0.8555819,1.1221328,0.85898817,1.0467097,0.9605867,1.0897704,1.17848,1.1740758,0.91002023,0.95972,0.95597464,1.2478156,1.0948392,0.9017447,1.0547439,1.159746,1.1960145,0.8802421,1.097161
hose,0.7433264,1.3499413,1.2220128,0.98713434,0.96519506,1.2711277,1.1120403,1.0820159,0.9838035,0.70086575,1.3819202,0.7534485,1.0244925,1.2354753,0.6976179,0.9292565,1.1620922,1.0509275,1.0041223,1.2745169,0.28714436,1.0405625,1.0380077,1.2397381,1.2780399,1.2180208,0.97623587,0.8530049,1.3623255,0.76427335,0.91562176,1.2479987,0.8492441,1.2064973,1.2684543,0.56757426,1.1944842,1.0195312,0.96986735,1.0486004,1.171479,0.81302756,1.3157903,0.95430225,1.2867891,0.83375597,1.0943286,0.9657726,1.0775566,1.0406682,0.6741717,1.2569281,1.0129206,1.0950323,1.1230977,0.846148,0.9227705,0.9541251,1.3062679,1.1618533,0.0,0.87912196,1.0951588,0.8294192,1.1448596,1.0581367,1.2878888,0.94628406,0.8622024,0.81973565,0.748576,1.0306886,1.2456647,1.3137094,0.96288925,1.2696557,1.0957,1.2929442,1.2716126,1.2092935,0.77251756,0.83139706,1.1801864,1.0203189,1.2914426,1.3141668,1.259676,0.7845777,1.0200204,1.2150056,1.2253261,1.0936948,1.1520846,1.1543132,1.172858,0.93876857,1.2767276,0.8620093,1.1777339,0.9569596,0.8086722,0.87181854,1.0464534,0.90337825,1.0681466,0.89321715,1.3336219,1.0646207,1.1036687,0.9626323,1.0469427,0.72022355,0.89909744,0.7285069,1.2400775,1.3479855,1.0468713,0.6729075,0.9272865,0.87468016,0.7188908,0.8286072,0.39106345,1.3349502,0.7947365
jacket,0.7599419,1.2387702,1.2892156,1.0946555,0.48745465,1.2987014,1.2858323,1.290846,1.3524351,0.48630702,1.4164685,0.72350115,0.86406624,1.2370387,0.39858615,1.1799487,1.3264818,1.4268061,1.1867862,1.3979553,0.9991653,1.3151208,1.2580111,1.2793589,1.364775,1.2016456,0.8891308,1.2665776,1.2666863,0.8899241,0.9061696,1.3666992,0.38394117,1.2898985,1.5154839,0.57630885,1.4345005,0.95479023,1.1611134,1.0747694,1.2304416,0.40096164,1.2919149,0.42793536,0.9852797,0.65288997,1.3846589,1.0726849,1.4453206,1.0717735,0.8733923,1.1287385,0.566478,0.92772603,1.0652834,0.51320904,0.98444283,0.69454545,1.0383871,1.200176,0.87912196,0.0,1.2259983,0.2897491,1.4581985,1.0207098,1.4502491,1.0168896,0.46789157,0.93414515,0.68719673,0.9462728,1.342503,1.2136445,1.2966576,1.0737395,0.86812174,1.3537955,1.3666482,1.1768026,0.16706741,0.61574584,1.3020959,1.1381334,1.3966985,1.4552386,1.2476867,0.85806936,1.0274092,1.0306058,1.3306556,1.2874115,1.5226831,1.2256025,1.0522867,1.132518,1.3337982,0.82702047,1.0587062,1.2249876,0.15653431,1.0343943,1.249723,0.8538569,1.4167379,0.9492271,1.2813222,0.7176821,1.5282061,1.1041961,1.1407201,0.6435461,0.19995707,0.54931545,1.4629915,1.1585929,0.843564,0.6629605,0.99922764,1.3169546,1.2305216,0.79395986,1.0278583,1.3108141,0.6895145
jar,1.2337916,1.0373343,0.88241065,0.8434869,1.1624073,0.72040766,0.97690725,0.9411661,0.8692679,1.1905489,0.9619304,1.1689304,1.0119138,0.9847966,1.2762318,1.0187075,0.3152746,0.82977456,0.78953105,0.64579344,1.0559696,0.6241951,0.8893722,0.7546253,0.913368,1.0854406,1.070035,0.973219,0.8085581,1.0698893,1.2254525,0.7099143,1.3358607,0.6865685,0.9640936,1.1547313,0.31608045,1.010638,0.844146,1.0484653,0.98008525,1.1455684,0.8289498,1.1845895,1.1235697,1.1503514,0.8150212,1.0455031,1.0908661,1.0274589,0.8514511,1.0227098,1.2830073,1.1521415,1.0514845,1.1908598,0.7790953,1.1967931,1.1157264,1.0696899,1.0951588,1.2259983,0.0,1.2903633,0.99886775,0.98742515,0.7933454,1.0345691,1.3169374,1.11024,1.1165795,1.1137367,0.74243236,0.9921245,1.0978957,1.104003,1.1862206,0.81907934,0.93510675,0.8472821,1.2855477,1.156829,0.94338906,0.7962004,1.0041623,1.0183367,0.99838287,1.1262634,0.9875835,1.1803055,0.6544968,0.61383337,0.82113415,1.0124606,1.0334969,1.0883462,0.9023651,1.0441843,0.91701865,1.0527606,1.2069118,1.0193169,1.062118,1.0694376,0.97327876,1.0806597,1.044426,1.201463,0.9982971,1.1178957,0.8457023,1.1214784,1.2905482,1.1070287,0.6916048,1.0432674,0.96448654,1.1553229,1.171253,0.7754761,1.0302322,1.084176,1.0169573,0.95069385,1.1637274
jeans,0.73063004,1.1988343,1.337056,1.1087834,0.49511302,1.3736377,1.3120122,1.322114,1.2801204,0.41741395,1.3647742,0.6504991,0.95192206,1.2990103,0.30291474,1.2356458,1.3452134,1.382231,1.234279,1.4031188,0.94098896,1.275382,1.2605183,1.2911792,1.2821862,1.2119502,0.85007125,1.1437284,1.3145368,0.8312333,0.85585123,1.3694801,0.3196258,1.2971355,1.4891212,0.5521405,1.4724927,0.9864461,1.2136075,1.0663413,1.1809304,0.5218725,1.388804,0.61539835,1.0542672,0.63132834,1.4203404,0.8578508,1.2981768,1.1109433,0.9053578,1.1986904,0.43686688,0.844414,1.1557769,0.66186905,1.0683786,0.759851,1.0973762,1.2150624,0.8294192,0.2897491,1.2903633,0.0,1.4019666,0.987234,1.4802475,1.034461,0.3638121,0.84674174,0.667884,0.95937145,1.3774812,1.2790552,1.1504678,1.0668098,0.93932563,1.4143088,1.2939854,1.2778699,0.22405219,0.69445026,1.2902714,1.1222942,1.3675839,1.4168344,1.3277563,0.90408105,1.1360506,0.8913594,1.3149189,1.3011596,1.495337,1.2471409,1.0987899,0.99024785,1.294363,0.8601724,1.1658989,1.1845415,0.35120273,0.7835523,1.2065647,0.7953971,1.383325,0.8842284,1.2095709,0.60231215,1.4105617,1.0029156,1.1824663,0.61667466,0.25211382,0.55633473,1.4595286,1.1975722,0.97730905,0.68811494,0.8592153,1.3473291,1.1503675,0.7492865,0.9582608,1.3151045,0.68209994
knife,1.223444,0.7996945,0.91086805,1.014721,1.2810713,0.9587031,0.85686576,0.8649931,0.56157964,1.2702314,0.59706116,1.1956637,1.1375318,1.0110105,1.3428379,0.91430694,0.93945754,0.71696675,0.9260761,0.76412797,1.0158846,0.8831969,0.86071384,0.885412,0.7164726,0.94987047,1.1860371,0.7562638,0.8145907,1.14135,1.0206823,0.7962108,1.3763416,0.811322,0.21604383,1.2887485,0.84240454,1.2250224,0.9349898,0.8990511,0.6812682,1.311451,0.93735826,1.328598,1.0104086,1.339736,0.8309138,1.0152966,0.3345369,1.0922744,1.1847283,0.89234865,1.2982626,0.99387777,1.1025544,1.3325433,1.1439875,1.2487353,0.9906489,0.9212006,1.1448596,1.4581985,0.99886775,1.4019666,0.0,0.95986617,0.7212915,1.185416,1.3877897,1.1089183,1.2236379,1.0693969,0.9872458,0.89918673,0.6555321,0.9053183,1.232028,0.94700146,0.6952859,0.94340867,1.40826,1.2464964,0.5788478,0.97306174,0.5254098,0.40106517,1.003616,1.185276,1.0405108,0.84801006,0.77205706,0.83227545,0.5935914,0.9471217,1.1266882,0.9110151,0.7401505,1.1414139,1.1428396,0.34612226,1.4304318,1.011064,0.40972143,1.1204567,0.59735554,0.9753673,0.8161173,1.1746746,0.26940846,0.8442977,1.036696,1.2677536,1.38259,1.2496593,0.6575383,0.938528,1.172417,1.1487389,1.07936,1.0309777,0.83088917,1.1792107,0.9649693,0.8521035,1.1676109
