,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,cat,chair,clock,closet,coat,coffee,comb,corn,couch,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
sprinkler,1.3086492,0.74981767,1.0124472,1.2611914,0.9688336,0.84452486,0.7663555,0.7475741,1.2048571,1.3506086,0.69708157,1.1733786,1.2462752,0.8072862,1.3531713,0.9218979,0.4514323,1.032977,1.0046632,0.8955406,0.5120419,0.608131,0.51817715,0.48342282,0.729604,0.70364976,0.8827529,1.2393843,1.1625628,1.013656,0.9401825,1.1264772,1.2903047,0.5973541,1.1014781,0.6348433,1.0220315,1.2939417,0.9828368,0.9963133,1.0835165,1.0909736,0.9146559,1.0191994,1.2665327,1.0377579,1.3158283,0.63543576,1.0575428,0.61854434,1.2873832,0.9934718,0.8538004,1.323379,1.1552534,1.230993,1.2211802,1.306429,0.83362114,1.1705945,1.2324107,0.8622163,1.2086024,0.62886465,1.0225173,0.7561524,1.3372573,1.3447573,1.1399969,1.1874126,0.94624287,0.88659745,1.0548675,0.8963556,1.0301692,0.7362716,0.8567209,0.6426877,1.25318,1.2020162,1.2083625,0.6135527,0.66635746,1.2053332,1.1679635,0.9076707,0.8296271,0.7930706,0.78014255,1.1429594,0.9413847,1.0543768,1.1589622,1.0847424,0.82567924,1.2928572,1.1529598,1.1985438,1.1035368,0.6491931,1.1326406,0.7544328,0.6104054,0.73847795,0.70551115,0.0,1.1029129,1.2858163,1.2511518,0.92200994,0.97675484,1.161004,0.72947776,1.0675147,1.0819167,1.1854297,0.7379657,0.5681475,1.0902069
stroller,0.86100113,1.1528242,1.0394381,1.0013825,1.1397053,1.1813745,1.3527118,1.0210097,0.98631364,0.7073729,1.269945,0.6861019,1.0108213,0.97242945,0.8405332,0.98150235,1.1195663,1.1141907,0.8984984,1.1782746,1.0487761,1.018504,1.1502305,1.0957509,0.93743926,0.79127896,1.0879235,0.7774474,0.97790325,0.87424064,1.1222742,1.0453695,0.71272814,1.3362116,0.59928095,1.1533929,0.8004292,0.9305126,0.8515166,1.0198935,1.0756636,1.1513851,1.2161639,1.1609503,0.8714616,1.2989388,0.9563218,1.084672,0.826072,1.3370917,1.0263267,1.0090481,1.2232276,1.0213196,1.1826582,0.866314,1.0313057,1.053105,0.979311,0.88594246,0.8503988,0.9758133,0.9596454,1.1848419,0.8533782,1.1998123,0.99196815,0.9821384,0.07039368,1.0455765,1.1281291,1.3438321,1.0650104,1.1645436,1.1764623,1.3241779,0.9682425,0.9814878,0.9628277,0.8447472,1.0697377,1.3073562,1.3121195,1.0296005,0.9683777,1.2572764,0.9256859,1.2180084,1.1203537,0.75831,0.8710508,0.75518274,0.88292575,0.9033938,1.0104183,1.0176896,0.82315505,1.0155135,1.0945681,1.0730808,0.91873235,1.2555182,1.3001734,1.0936415,1.281472,1.1029129,0.0,0.8759387,0.8145445,1.1383663,1.319742,1.2048777,1.1977956,1.0574069,0.9109321,0.8990018,0.712863,1.2712111,0.8126668
sweater,0.7116869,1.3884826,1.0044832,0.53125626,1.2937826,1.3176862,1.4429331,1.3565879,0.80285954,0.37327802,1.3632491,0.824574,0.38340026,1.1806343,0.2800811,1.3861923,1.4285015,1.2225167,1.1968439,1.3111558,1.1808323,1.382706,1.5208985,1.3594323,0.9547148,0.95881873,1.3235575,0.6594453,0.26945806,1.0524442,1.1935555,1.0780959,0.4118123,1.5001141,0.8117151,1.3775661,0.9610139,1.0148953,0.776339,1.2974219,0.61949503,0.9419583,1.2806923,1.1119623,0.64332414,1.0997388,0.8505093,1.417451,1.0895666,1.3744922,1.0037494,0.8363558,1.174622,0.90692115,1.2020264,0.5070391,0.89078027,0.72929776,1.2924964,0.93230635,0.19204736,1.1461356,0.55797285,1.43346,1.0144485,1.4593686,0.77280414,0.8309764,0.86400527,0.8291694,1.2358034,1.2380124,1.1964339,1.2872308,1.1070803,1.4434581,1.1938609,1.0953573,0.45712388,0.38405013,1.1334348,1.4748151,1.4699711,0.91746205,0.9497904,1.3015556,1.2936697,1.4559443,1.3495022,1.0297546,1.3421664,0.754809,0.9769471,0.5918552,1.3330442,0.34177834,1.0645188,0.70496094,0.989795,1.2805371,0.68172884,1.4809952,1.4081326,1.1982703,1.3580451,1.2858163,0.8759387,0.0,0.45036864,1.4242722,1.2671907,0.8905283,1.2812924,1.1049285,1.25264,1.1249945,0.9444261,1.3326359,0.6041239
table,0.6944401,1.2593715,0.9744299,0.75346375,1.2491817,1.2867652,1.2731895,1.1710082,0.66330576,0.24556208,1.3053033,0.75284445,0.7341102,1.1234384,0.3587513,1.1388919,1.2213825,0.9658146,1.1243606,1.1578894,1.0956748,1.2679987,1.3749263,1.2840523,0.98117673,0.82834065,1.2094026,0.5999455,0.5768858,1.0192815,1.0851914,1.0656374,0.50057614,1.3879374,0.7215565,1.1705018,0.8697631,1.083791,0.8781672,1.2597618,0.9227872,1.1476749,1.2863127,1.185025,0.84763306,1.2536778,0.9060482,1.25312,1.122759,1.2890372,0.95587975,0.94106543,1.2947145,0.9825047,1.1316103,0.78060603,0.9209609,0.927923,1.2959073,0.80848444,0.5130815,1.1156418,0.85567844,1.2232265,0.99383956,1.3207102,0.7828419,0.8688449,0.800109,1.0519131,1.1054001,1.2932581,1.0636358,1.1926935,1.1626413,1.2995796,1.1238364,1.0836169,0.7821858,0.71970904,1.0251343,1.3705473,1.3810121,0.93509287,0.9851621,1.2862138,1.0917028,1.1376235,1.2242675,0.93431264,1.2419492,0.7709464,1.0882877,0.8766625,1.1784592,0.74899745,1.121064,0.94167966,0.9158093,1.1844807,0.57947844,1.3918567,1.30392,1.1096089,1.2478665,1.2511518,0.8145445,0.45036864,0.0,1.1854082,1.3526341,1.1369258,1.2585956,0.9682392,1.0836945,0.81323564,0.98050493,1.3847613,0.56971616
tape,1.2228023,0.80632716,0.87650985,1.3850403,0.7837884,0.7755477,0.67634827,0.60849285,1.0598493,1.335149,0.8781115,1.1408558,1.468112,0.9390153,1.3670117,0.7113158,0.8056592,0.7890265,0.7990396,0.646825,0.98378,0.6156975,0.6478049,0.8114868,1.1407657,1.0523913,0.56106853,1.198554,1.2390761,0.8414802,0.7890882,0.9946649,1.3943437,0.759829,1.2314545,0.6214621,1.1479098,1.0193232,1.2216669,0.7998425,1.2620386,1.208203,0.6550709,1.0652984,1.2880874,1.110054,1.2150688,0.75534236,1.0095032,0.618777,1.1055889,1.1522473,1.0240602,0.8818116,0.93928164,1.4621896,1.1430956,1.294416,0.7582532,0.8597088,1.3770652,0.8647842,1.405596,0.63453907,1.0354418,0.38630188,1.1086192,1.0796659,1.1263596,1.2441609,0.6816273,0.9456184,0.79814374,0.69661546,1.0549117,0.7260884,0.91494524,0.996854,1.3129988,1.4973812,0.90812385,0.78610516,0.733595,1.1214234,1.1193093,0.8405718,0.80927217,0.47265577,0.81457067,0.9827467,0.787495,1.1977519,1.1227852,1.2549424,0.9181082,1.488107,0.98984987,1.292835,0.8106296,0.7664726,1.1421943,0.7084539,0.7956972,0.95947367,0.5434954,0.92200994,1.1383663,1.4242722,1.1854082,0.0,0.97764117,1.1176679,1.0143616,0.90029174,0.91443187,0.7937633,1.2073785,0.94434094,1.3180282
toe,1.151244,0.7636965,1.1142526,1.0073478,0.7048013,0.7506245,0.72014415,1.2399721,1.3251923,1.437378,0.51807314,1.4014099,1.0002211,0.94225323,1.3713875,1.1035506,1.0351212,1.2022161,1.2441707,0.96525824,1.1105142,1.1533967,0.769835,0.97766584,1.0965745,1.3119122,1.0564829,1.2805176,1.1653327,1.1958597,1.0818261,1.0868607,1.3493354,0.5220626,1.4024613,1.04391,1.2121896,0.87740207,1.1554272,1.0502467,0.99851596,0.44982886,0.65847605,0.49286282,0.95825887,0.18892628,1.069037,0.92852443,1.0310644,0.73646617,1.0560017,1.0434921,0.50452185,0.9511275,0.830587,1.0594318,1.1696087,0.6453153,0.7758672,1.249495,1.2397275,1.2373486,1.0460486,0.92024124,1.2332941,0.9461572,1.1658307,1.0172949,1.321748,0.7010431,1.0087813,0.2432282,1.016255,0.87781566,0.4447344,0.6261137,1.1434065,1.0506524,1.1308187,1.1568669,0.93487406,0.5786807,0.5860277,1.1687815,1.02045,0.6389059,1.128928,1.0592524,0.8412224,1.3182495,1.0153644,1.3569225,0.9829235,1.2297497,0.7963424,0.91890776,0.9943593,1.0257691,1.0832522,1.1964133,1.3627608,0.48590112,0.60256284,0.93382484,0.8155565,0.97675484,1.319742,1.2671907,1.3526341,0.97764117,0.0,0.538799,0.72362775,1.0621266,1.1356417,1.4340172,1.246624,0.4579743,1.334764
tooth,1.0233004,1.1047544,0.946363,0.8653332,0.9265374,0.9688125,0.96795535,1.3240352,1.0330013,1.1159052,1.0063497,1.1539271,0.62553126,1.1074523,1.092788,1.2724483,1.2610159,1.1844871,1.2591461,1.140518,1.1445159,1.313021,1.221223,1.2796779,1.2098198,1.3126411,1.1757413,1.0960183,0.9731029,1.2255071,1.0714415,0.99423397,1.0981356,1.0178945,1.1965327,1.178199,1.176177,0.8987981,1.0602456,1.0647745,0.81821215,0.5672406,0.88303983,0.7440558,0.79872745,0.45200217,0.82827485,1.2022265,1.0516378,0.9165483,0.8993125,0.8298114,0.752074,0.98766124,0.8249095,0.7504022,0.9624058,0.6619565,0.98978865,1.0155368,0.87082887,1.2277203,0.8901744,1.1746002,1.1418099,1.1706238,0.82514334,1.005061,1.1662886,0.35793006,1.1580764,0.5311853,1.2243934,1.0381734,0.71645373,1.0587829,1.2912855,1.2506835,0.89682454,0.9282188,0.96414226,1.0497483,1.0240383,0.99766743,1.115088,0.81297827,1.2400358,1.2252132,1.120567,1.2193745,1.2165443,1.1112542,0.9965616,1.0973191,0.9820782,0.55379164,0.997088,0.9109744,0.81031895,1.2288393,1.0280852,0.97233254,0.9629639,1.2107741,0.93641204,1.161004,1.2048777,0.8905283,1.1369258,1.1176679,0.538799,0.0,0.9171065,1.2500727,1.1847,1.2433121,1.2041931,0.8261597,1.0749791
toothbrush,1.1782508,0.73794264,1.0257983,1.2141795,0.69055617,0.71393776,0.58055794,1.1010998,1.1919324,1.338151,0.713421,1.32868,1.2360387,1.0996403,1.293962,0.9738679,0.7585381,1.0648205,1.1978176,0.9698095,0.8062945,1.0638945,0.7871835,0.7190213,1.1706018,1.1895788,0.9848651,1.2404088,1.1479243,1.3003712,0.8551074,0.93911964,1.3858061,0.46869004,1.2715625,0.90937716,1.2581818,0.98632574,1.1659558,1.1278106,1.1327069,0.9013398,0.863374,0.90797675,1.106045,0.7645856,0.9341968,0.6489301,1.0811036,0.58944815,0.80250156,0.9666952,0.84395933,1.1815873,0.56935316,1.1548264,0.89673185,0.94500965,0.88094586,1.1560402,1.2563852,1.1151742,1.1731007,0.75948215,1.1968019,0.8876712,1.0193703,1.22695,1.1751754,1.0076518,1.039534,0.69238204,1.0895168,0.82339525,0.911919,0.691712,1.1107823,1.0048182,1.1510719,1.2898166,0.9644897,0.4496622,0.4802702,0.8894067,1.1196469,0.63203984,0.84208435,0.9401742,0.80056536,1.2327845,1.0623351,1.2084273,1.0966104,1.2292302,0.72809964,1.2097147,1.1814867,1.1848942,0.8736986,0.92887956,1.0615094,0.723181,0.5745875,1.0801313,0.678246,0.72947776,1.1977956,1.2812924,1.2585956,1.0143616,0.72362775,0.9171065,0.0,1.1119683,0.7823734,1.1479862,0.9682026,0.6914419,1.2035375
towel,1.1062732,1.0966208,0.9728503,1.172589,1.1062982,1.0679834,0.8839129,0.7739669,1.049389,0.996888,1.1301243,0.9903362,1.1657326,1.0606271,0.9334434,0.77166367,0.87107795,0.9211124,0.94150966,0.80899423,1.0126392,0.91189706,1.0118217,0.835969,0.9938573,0.8967992,1.0714314,1.1402856,1.0348822,0.72996026,0.9063685,0.8141839,0.9535115,0.96950215,0.99946254,0.8633529,1.0091076,0.95097435,1.2375396,1.0444444,0.9841225,1.1049458,0.8939573,1.2038962,1.3145015,1.0789607,1.0681865,0.9197726,0.87398565,0.9545068,1.0793636,1.3033478,1.1461394,0.3777277,1.0364051,1.3568916,1.1386116,0.994222,0.9737878,0.9398027,1.1960454,1.0738678,1.1001986,0.84645146,0.93278813,0.95227796,1.1990925,0.3256948,1.1203707,1.1543819,0.812385,1.0627885,0.05660665,0.95996046,1.2138132,0.9848876,0.98813605,0.95533353,0.9035682,1.1526432,0.80017936,0.94498116,0.9638529,1.1244092,0.59815,1.0321002,0.89414346,0.74798024,1.1112925,0.83366835,0.8266945,1.2397631,1.137252,0.6633141,1.0037681,1.2881744,0.9374863,1.1431255,1.063175,0.959447,1.1123708,0.94112456,1.0442344,0.8562865,0.94867045,1.0675147,1.0574069,1.1049285,0.9682392,0.90029174,1.0621266,1.2500727,1.1119683,0.0,0.9052576,0.8896251,1.199812,1.1004819,1.1295638
toy,1.085092,0.7781769,0.944394,1.3318908,0.83288574,0.95095354,0.7295184,0.94372463,0.9335366,1.0777493,1.1479125,1.0607723,1.3297383,1.04157,1.0810243,0.95347065,0.91127795,0.7099815,0.9045203,0.90480244,1.1997838,0.97198975,1.0718311,1.0169017,1.1331117,0.97310674,1.0056691,0.9496722,1.1301451,0.9447933,0.9743728,0.86654156,1.2260454,1.0475227,0.9313342,0.89640534,1.0028836,0.44412994,1.3101878,1.0414898,1.1218839,1.1621199,0.9259158,1.1643056,1.0603776,1.1755157,0.75555,0.67112577,0.95353776,1.0677757,0.4385116,1.1287283,1.1830667,0.9461819,0.52805895,1.2926346,0.71651995,1.078507,1.0631299,0.8370335,1.2853938,0.9937435,1.2766726,1.0831108,0.96215963,0.9381703,1.0096827,0.8082538,0.937474,1.1349322,0.9402975,1.1445626,0.9366462,1.0184019,1.1591088,0.8458965,1.1650612,1.0550086,1.1230865,1.3374414,1.04886,1.0625216,1.0468986,0.70306695,1.010461,0.92977625,0.73085546,0.8901342,0.7521218,0.8245113,0.972194,1.1460215,0.93355805,1.1478953,0.9303367,1.4027112,1.0129691,1.167461,0.975931,0.8624859,0.74788845,1.0551947,0.9721188,1.1796306,1.0312495,1.0819167,0.9109321,1.25264,1.0836945,0.91443187,1.1356417,1.1847,0.7823734,0.9052576,0.0,0.69148356,1.2026154,1.1958555,1.1522689
tray,1.015842,1.2128725,0.85996306,1.133612,1.180874,1.1302011,1.0962161,0.7520342,0.68929493,0.8258016,1.3306863,0.6940092,1.1263702,1.033765,0.8987484,0.67189133,1.0622711,0.6297809,0.6775948,1.0038667,0.98739076,0.8210819,1.1125714,1.1571786,1.1590092,0.9459205,0.9277855,1.0104977,1.0925782,0.7764063,0.9545325,0.9215158,0.91342044,1.2959528,0.71368647,0.9510773,0.94413006,0.94390875,1.0536411,0.746747,1.1256741,1.3270417,1.1988025,1.2477856,1.156318,1.3822715,0.76475394,1.0671554,0.9821671,1.0806462,0.72321016,0.976968,1.3756086,0.9820579,0.8801321,1.2030251,0.85605794,1.1601863,1.1542982,0.79634947,1.1210496,0.8342133,1.1264766,0.9737389,0.80232465,0.9254314,0.8425472,0.9246431,0.8707091,1.2283169,0.9969908,1.4413767,0.87265706,1.0540161,1.302593,1.2441881,0.7605965,1.1101004,1.025422,1.1415428,0.8441203,1.2634717,1.2610807,0.84749603,0.95755655,1.2078776,0.8246757,0.7064823,1.1526951,0.6802645,0.80797327,0.7823804,0.9533161,1.0315257,0.99077874,1.228194,0.88788164,1.1088158,0.6605987,0.77301574,0.8194488,1.2113335,1.2840741,1.1411599,0.9837724,1.1854297,0.8990018,1.1249945,0.81323564,0.7937633,1.4340172,1.2433121,1.1479862,0.8896251,0.69148356,0.0,0.9563618,1.4451528,0.97937775
vacuum,0.92819154,1.197788,1.095323,0.87086856,1.216732,1.0655695,1.3530972,0.8999505,1.0017896,0.7871012,1.027197,0.63222015,0.93313736,0.9339529,0.8898355,0.9536672,0.9454158,1.1963378,0.8434851,1.2957215,0.3807956,0.83108985,0.80385333,0.8758881,0.90284026,0.65871096,1.0887913,0.73116124,1.0701574,1.0300548,1.1208822,1.1111006,0.6863211,1.1199862,0.48543096,1.136683,0.84388125,1.1582317,0.27749354,0.8426075,1.0930864,1.0725274,1.3119175,1.0177202,0.96198946,1.2425723,1.112945,1.0601394,1.0262146,1.1579095,1.2107008,0.94008315,1.1363807,1.2518569,1.2863722,0.8902086,1.1881336,1.1766043,1.1824125,1.1255188,0.9175947,0.8530761,0.84389687,1.0621407,0.70479655,1.0909702,1.0616328,1.2607653,0.7264597,1.1365113,1.2612274,1.2913603,1.2122945,1.0835754,1.0328425,1.2820925,0.58913004,0.93674475,0.98395467,0.78125477,1.0868348,1.0877079,1.1556718,1.179533,0.9458175,1.2500048,0.9352889,1.2778914,1.172142,0.9983737,1.0432448,0.40802068,0.80534786,0.8790404,0.9859068,0.9540847,1.104832,1.0655504,1.0279802,0.89098626,0.97526795,1.210034,1.1469191,0.96614033,1.1564796,0.7379657,0.712863,0.9444261,0.98050493,1.2073785,1.246624,1.2041931,0.9682026,1.199812,1.2026154,0.9563618,0.0,1.1208793,0.5652513
watch,1.3659666,0.5203128,1.2869544,1.1909949,0.7278044,0.70707345,0.6617758,1.0414436,1.345747,1.4784319,0.31351817,1.4421917,1.1350216,0.90746945,1.4000535,1.0412123,0.72820663,1.1089132,1.2468886,0.88502485,0.9211444,0.91387314,0.5099155,0.6301083,0.9000583,1.0743308,0.85363626,1.3641899,1.2798259,1.1402752,1.0275911,1.2515817,1.319469,0.2702834,1.4120917,0.85285103,1.2594714,1.2663183,1.1310014,1.0411376,0.94855493,0.71644044,0.6517652,0.6344502,1.089975,0.5197871,1.4075764,0.69109756,1.1606659,0.5672125,1.2582934,1.1259167,0.43202507,1.1639445,1.0804925,1.0521593,1.266699,1.111945,0.5314883,1.2433144,1.2594595,1.15275,1.0400695,0.6159388,1.2512652,0.8686672,1.3359041,1.2505927,1.2714202,0.9358136,0.92890465,0.35106993,1.0739332,0.81987274,0.6781334,0.48437977,1.0626478,0.7574588,1.1656126,1.195393,1.1308265,0.34982455,0.41261292,1.266184,1.029278,0.56084967,1.0470326,0.8659637,0.6072438,1.2943709,0.98747444,1.2817903,1.1520178,1.1733986,0.66469425,1.0731789,1.1513171,1.1242074,1.2797902,0.94182754,1.2980433,0.34625953,0.393695,0.70150524,0.74664974,0.5681475,1.2712111,1.3326359,1.3847613,0.94434094,0.4579743,0.8261597,0.6914419,1.1004819,1.1958555,1.4451528,1.1208793,0.0,1.3207192
window,0.7430829,1.3119467,1.0523344,0.74569046,1.1838751,1.1550767,1.4084041,1.0462812,0.78938323,0.4885605,1.1778252,0.6868044,0.76391447,1.0707557,0.617854,1.1113379,1.1916326,1.1627369,1.0126867,1.2688401,0.71464956,1.1501473,1.2210588,0.97150385,0.9842404,0.6832785,1.1622286,0.5592989,0.7341542,1.0755773,1.1041027,1.0788461,0.5794564,1.3465413,0.5759298,1.264018,0.8710519,1.1011583,0.5021569,1.0878931,1.0385896,1.1396527,1.3311551,1.0453193,0.7707551,1.2179608,0.9971421,1.1777538,1.0834299,1.3580592,1.0875056,0.9609794,1.1704495,1.1284349,1.142782,0.6778999,0.9802638,0.99042547,1.2406023,0.92830926,0.6355077,1.0520284,0.809829,1.2710888,0.86669886,1.173572,0.88221276,1.0031829,0.8040443,1.0139066,1.2113247,1.2379992,1.1949735,1.1595078,1.1318374,1.3561548,0.7997433,1.1532972,0.923951,0.7165648,1.0168054,1.3181136,1.3587722,1.0080051,1.0277289,1.3734031,1.0791163,1.2927387,1.2794727,1.0928689,1.1651744,0.50937355,0.98742425,0.9049897,1.2231667,0.73054767,1.1315268,0.9123593,1.0285485,0.9632555,0.6567811,1.4293971,1.2843132,1.1750606,1.3270763,1.0902069,0.8126668,0.6041239,0.56971616,1.3180282,1.334764,1.0749791,1.2035375,1.1295638,1.1522689,0.97937775,0.5652513,1.3207192,0.0
