,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,cat,chair,clock,closet,coat,coffee,comb,corn,couch,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
foot,1.0201312,1.1680317,0.8469747,1.127045,1.0658021,1.0223857,1.1138188,0.9073104,1.0641052,1.0954084,1.2437502,0.8889756,1.0511507,1.1147168,1.1180196,0.9465186,0.9356816,0.9800131,0.9107506,1.0713992,1.0539651,0.9425482,1.1080239,1.0018697,0.93576616,0.98914117,1.0489085,1.1181594,0.99175614,0.846105,0.9007848,0.9180322,1.1000762,1.1696707,0.9673909,0.9544978,0.95084834,1.0620246,1.1283588,0.9357046,1.1428033,1.1586413,1.1167763,1.1508174,1.1162255,1.1451646,0.8318034,1.0914576,0.0,1.1496758,0.9146929,1.0519372,1.1006944,0.8670218,1.0177711,1.1095331,1.086546,0.9878511,0.9507991,0.84613615,1.0620906,0.8877311,1.0789676,1.0883217,0.8942682,0.93618983,1.0670669,0.9447925,0.8631555,0.96540517,1.0621806,1.1759531,0.89053476,0.93968415,1.1329454,1.2068474,1.0329285,0.93745434,1.083187,0.93426275,1.019026,1.1440452,1.1751983,1.0783403,1.0262009,1.1971025,0.9236605,1.0402529,1.1501856,0.71174383,0.82573915,1.1214327,1.0184026,0.78694034,0.9018839,1.0994649,0.19027877,0.9835852,1.0918632,1.0293193,0.9967603,0.901055,1.1630667,0.996794,1.1098846,1.0575428,0.826072,1.0895666,1.122759,1.0095032,1.0310644,1.0516378,1.0811036,0.87398565,0.95353776,0.9821671,1.0262146,1.1606659,1.0834299
fork,1.3283018,0.74569225,0.7679654,1.2474673,0.8245244,0.7124295,0.53431666,0.86471236,1.1334953,1.5337019,0.6371051,1.4396725,1.2311981,1.0138043,1.4588467,0.8820788,0.7410182,0.8820129,1.2189337,0.7044929,0.76147705,0.8774688,0.7457644,0.6721947,1.0758775,1.0881407,0.8503288,1.4286082,1.130408,1.0680381,0.842802,1.0137322,1.4894208,0.37804353,1.4822309,0.623589,1.2597958,1.159338,1.3046985,0.9509268,1.1218008,1.0607293,0.6475998,1.0300378,1.3161533,0.75280285,1.0692921,0.725029,1.1496758,0.0,1.121289,0.9885794,0.7539513,1.056123,0.9506288,1.355353,1.109417,0.99455214,0.7300982,1.1709319,1.3675274,1.0815661,1.3520881,0.41088653,1.2609707,0.5950483,1.2369277,1.1835465,1.3309407,1.1102741,0.78997934,0.6512499,0.88821113,0.7827536,1.0247829,0.6114359,1.0463928,0.97974384,1.199871,1.4369179,0.9793583,0.30538833,0.29168665,1.0981399,1.1395414,0.5823272,0.91059065,0.5017649,0.8064102,1.2365975,0.9081743,1.3338099,1.2849402,1.1924589,0.6043989,1.3226902,1.1162113,1.194263,0.66056347,0.80339754,1.1761093,0.6184782,0.6129481,0.9018577,0.06976193,0.61854434,1.3370917,1.3744922,1.2890372,0.618777,0.73646617,0.9165483,0.58944815,0.9545068,1.0677757,1.0806462,1.1579095,0.5672125,1.3580592
frog,0.95586437,1.1049393,0.8946145,1.0634782,1.0041592,1.126478,0.85398716,1.2537059,0.88157094,0.8598172,1.2507935,1.0306246,0.9950019,1.1422728,0.8008973,1.122733,1.2376245,0.7289746,1.0834521,1.1151288,1.2552483,1.3073186,1.325714,1.302318,1.3278518,1.2367706,1.2610195,0.9571071,0.9931628,1.1883025,1.1499846,0.89641863,0.9800783,1.2284245,0.964369,1.2013279,1.1017193,0.53296775,1.2004089,1.0818594,0.9571484,0.93523324,1.1592921,1.0469879,0.941375,0.9971295,0.45376885,0.9567744,0.9146929,1.121289,0.0,0.84501404,1.1687517,0.8656225,0.48328388,0.98271734,0.47871542,0.7847059,1.2027632,0.7365069,1.0237397,1.163254,0.9264757,1.2557751,1.0664809,1.3151569,0.6822922,0.77436954,0.9482642,0.89956015,1.1261129,1.1388158,1.1158783,1.1602795,1.094653,1.1302168,1.3301737,1.287673,0.86037576,0.9751834,0.97752446,1.2336456,1.2461298,0.48464453,1.0161356,0.97846955,0.9028201,1.106393,1.0833406,0.72289824,1.1696179,1.0535716,0.80850184,1.1464555,0.74692446,1.0089713,0.80096173,0.99857,0.75880337,1.1327834,0.81476474,1.0295358,1.1731068,1.3107433,1.1097912,1.2873832,1.0263267,1.0037494,0.95587975,1.1055889,1.0560017,0.8993125,0.80250156,1.0793636,0.4385116,0.72321016,1.2107008,1.2582934,1.0875056
glass,1.0011957,1.2388977,0.58105385,0.87168646,1.1216254,0.928132,1.142787,1.2441714,0.973595,0.9484467,1.2266024,1.0805491,0.7291126,1.0502168,0.9310024,1.170394,1.0145482,1.0561289,0.994313,1.1893673,1.0505438,1.0486393,1.1741235,1.2410396,1.1311992,1.0997782,1.1358907,0.97348815,0.9552427,1.0382423,1.2662929,0.9382899,0.94520193,1.2869555,0.9534906,0.81425285,1.0203651,0.95471656,0.89708793,0.99340904,0.91980636,0.85158294,1.127626,0.91048014,0.845528,0.89745265,0.6916684,1.2509992,1.0519372,0.9885794,0.84501404,0.0,0.8599294,1.1393588,0.80058503,0.8091486,0.85278213,0.70258904,1.1466713,1.0452586,0.8194867,0.89605033,0.88591695,1.2918662,1.1104281,1.1566019,0.7053102,1.1044399,0.93354064,0.79991317,1.1754278,1.0778409,1.3161616,1.2260063,0.89925873,1.2512208,1.0902555,1.1402092,0.8831419,0.7818596,0.9776687,1.2278708,1.2279756,0.86135167,1.1860126,1.1388019,1.1238707,1.2311809,1.2122599,0.9840872,1.2422085,0.86693746,0.8793864,0.99600476,1.0459594,0.7887192,1.0010135,0.95632327,0.6971108,1.190865,0.9224508,1.2351311,1.2134627,1.2161666,0.92157274,0.9934718,1.0090481,0.8363558,0.94106543,1.1522473,1.0434921,0.8298114,0.9666952,1.3033478,1.1287283,0.976968,0.94008315,1.1259167,0.9609794
glasses,1.2649895,0.7036027,1.1747712,1.130334,0.85930717,0.8446591,0.8187214,1.1220315,1.2636611,1.3822765,0.52989906,1.3856883,1.0470932,0.95822686,1.3264551,1.1150749,0.981789,1.1707543,1.2136507,0.8946616,1.0447891,1.0896865,0.83389455,0.8403307,1.0178393,1.1437912,0.9669344,1.2056446,1.1866014,1.1129895,1.0959692,1.125407,1.2864429,0.5612803,1.3276155,0.9545056,1.1525017,1.1616936,1.0556024,0.97418857,0.9615308,0.7418251,0.8316771,0.50386524,0.7637322,0.55673414,1.2458726,0.86791706,1.1006944,0.7539513,1.1687517,0.8599294,0.0,1.1893122,1.0556448,0.81873137,1.1516514,0.98953533,0.6479287,1.1834117,1.1057147,1.1602362,1.0651393,0.8615854,1.2202878,0.9111858,1.2311467,1.1928687,1.2090034,0.6599184,0.91547513,0.39151424,1.1331536,0.8434888,0.5364312,0.7059201,1.1118834,1.0211358,1.1248782,1.1391103,1.0478064,0.6167224,0.6108826,1.1560919,1.1446861,0.7226349,1.1268803,0.97282994,0.7788742,1.2418897,0.99997956,1.2582504,1.1806827,1.1545441,0.7078704,0.93332607,1.0524435,1.0633837,1.1331626,1.0482244,1.2597526,0.5854339,0.6107349,0.9888506,0.8285589,0.8538004,1.2232276,1.174622,1.2947145,1.0240602,0.50452185,0.752074,0.84395933,1.1461394,1.1830667,1.3756086,1.1363807,0.43202507,1.1704495
glove,0.8991741,1.2107438,0.8916639,0.9836409,1.0563334,1.0832734,1.0439869,1.0233229,1.1620786,0.8862972,1.2774765,1.02718,0.89286983,1.0807934,0.8226722,0.9867505,1.1877329,1.0879644,1.0445658,0.95147175,1.1698765,1.1671202,1.2230133,1.1352458,1.0976275,1.1789856,1.1305444,1.086884,0.90134895,0.883306,1.0439243,0.8865928,0.81476176,1.2397983,0.9991944,1.0687017,1.0162611,0.6864129,1.2029455,1.0819529,0.9296056,0.8449243,0.9131919,1.1261374,1.08003,0.92071843,0.82901245,1.14469,0.8670218,1.056123,0.8656225,1.1393588,1.1893122,0.0,0.9291793,1.11912,1.042003,0.6972437,0.9717004,0.79830647,0.95152396,1.186201,0.87080526,1.1963757,1.0420274,1.0442965,0.9485794,0.24554455,1.0161439,1.0176259,0.9268736,1.0926155,0.41221768,1.0584465,1.0719267,1.2001832,1.2077429,1.1112481,0.73980725,0.985295,0.7125654,1.1934414,1.1785448,1.0463691,0.61316276,0.98362094,0.9689366,1.0395246,1.190508,0.81518644,1.030163,1.1560035,0.91141886,0.6918453,1.1184093,0.9862815,0.8532555,1.0385525,0.9583898,1.2143589,1.1603628,1.0182546,1.2070203,1.000214,1.0139394,1.323379,1.0213196,0.90692115,0.9825047,0.8818116,0.9511275,0.98766124,1.1815873,0.3777277,0.9461819,0.9820579,1.2518569,1.1639445,1.1284349
gum,1.0813507,0.9555112,0.81252295,1.247177,0.61150736,0.6934637,0.76992846,1.1478505,0.9565902,1.1671808,1.0342923,1.1316288,1.1296124,1.1090713,1.147666,0.94753593,0.94117814,0.7881657,1.0340011,1.0333052,1.1686003,1.1669302,1.0625627,1.0445175,1.3203118,1.3643997,1.0665739,1.1129742,1.1086228,1.2306294,1.0062106,0.7369131,1.2427143,0.959196,1.1898885,0.9316986,1.174329,0.73741186,1.2683628,1.0703435,1.1335493,0.8658994,0.9398013,0.93854177,1.0546625,0.7709811,0.6822384,0.8587198,1.0177711,0.9506288,0.48328388,0.80058503,1.0556448,0.9291793,0.0,1.1923311,0.68190503,0.7508496,1.1093289,0.92262614,1.1778767,1.0892932,1.0884293,1.1793813,1.0924886,0.9896721,0.67874056,0.9153208,1.1366923,0.9627086,1.0723644,0.84485036,1.0147002,0.92763954,0.9731091,0.8787693,1.2088535,1.2121243,1.0897664,1.2646966,0.79381967,0.9848575,0.9947765,0.67928654,0.95870316,0.9599143,0.91074526,1.0111861,0.9800007,1.0263844,1.0957749,1.1973547,1.0578537,1.2356902,0.95602727,1.1603973,1.0629478,1.1186271,0.74888855,1.0007364,0.87722605,0.95760494,0.87007815,1.2163957,0.9019904,1.1552534,1.1826582,1.2020264,1.1316103,0.93928164,0.830587,0.8249095,0.56935316,1.0364051,0.52805895,0.8801321,1.2863722,1.0804925,1.142782
hair,0.7093538,1.2540019,1.1468432,0.5439513,1.1631368,1.1800283,1.3851335,1.397325,0.9285384,0.6624453,1.1448373,0.9364885,0.5045468,1.0598235,0.6874773,1.3610595,1.3848764,1.2581849,1.2369103,1.2784128,1.1446753,1.3890219,1.3880768,1.2698164,0.9060127,1.0980761,1.2995048,0.7925259,0.83321446,1.1816884,1.1599357,1.0902202,0.6318507,1.3323678,0.914331,1.4079392,0.83849263,1.0428207,0.72334456,1.2133868,0.7970164,0.80684924,1.2556261,0.9012444,0.41462517,0.9575504,0.89852726,1.3324013,1.1095331,1.355353,0.98271734,0.8091486,0.81873137,1.11912,1.1923311,0.0,0.8274913,0.8065702,0.9714858,1.0303876,0.48943877,1.1542232,0.553782,1.3868457,1.0758468,1.41239,0.7870878,1.041661,0.8088777,0.60652286,1.2294215,1.0421174,1.4063878,1.2424082,0.9150697,1.3444116,1.1421521,1.079078,0.72971016,0.5489717,1.1266809,1.3169918,1.3049015,0.86394745,1.0795529,1.1346563,1.2458732,1.4460678,1.2447505,1.1371019,1.238611,0.73339325,0.9053933,0.9337378,1.1926926,0.3416121,1.042643,0.6645824,1.1019069,1.2717874,0.83892095,1.2819111,1.2390385,1.1973014,1.3632023,1.230993,0.866314,0.5070391,0.78060603,1.4621896,1.0594318,0.7504022,1.1548264,1.3568916,1.2926346,1.2030251,0.8902086,1.0521593,0.6778999
hamburger,0.9107944,1.1104138,0.9049449,0.83826315,1.0864486,1.179926,0.95482075,1.2717661,0.77176297,0.89751863,1.2940085,0.98163676,0.94241315,1.1389782,0.869969,1.229934,1.2278094,0.83400536,1.1342098,1.0898696,1.2515786,1.2764076,1.4026047,1.3155503,1.2535934,1.1820419,1.1843553,0.9262003,0.9045879,1.1606622,1.0654923,0.90039897,1.0106126,1.269702,1.066816,1.1843703,1.1131479,0.7606175,1.1416862,1.0995698,0.93603843,1.0013767,1.1467092,1.1634314,0.89572227,1.0676284,0.59475935,1.1171477,1.086546,1.109417,0.47871542,0.85278213,1.1516514,1.042003,0.68190503,0.8274913,0.0,0.78759533,1.2067853,0.8305143,0.8636919,1.0825024,0.95450914,1.194675,1.0323473,1.2455248,0.68650717,0.8782529,0.9467865,0.9699158,1.1034157,1.1844254,1.1611336,1.2456129,1.2049273,1.1309046,1.2697266,1.2558147,0.87872493,0.9318474,1.0702766,1.245835,1.2071996,0.011470139,1.1844734,0.98422396,1.1582236,1.1138253,1.0830086,0.9580391,1.1324359,0.97980523,0.9587073,1.1008477,1.0525026,0.9028967,1.0440538,0.8418606,0.842885,1.0674025,0.6912859,1.2705946,1.2176323,1.2562225,1.0911077,1.2211802,1.0313057,0.89078027,0.9209609,1.1430956,1.1696087,0.9624058,0.89673185,1.1386116,0.71651995,0.85605794,1.1881336,1.266699,0.9802638
hand,0.85653675,1.3265069,0.7720485,0.7128834,1.1490657,1.1459465,1.1127112,1.3454721,0.9689782,0.9273561,1.2467502,1.0538665,0.60830396,1.2209067,0.8313259,1.2315972,1.3357894,1.1807595,1.2042255,1.2086607,1.212979,1.4131858,1.4214394,1.346596,1.23507,1.2232789,1.3035138,0.99550605,0.72314334,1.1637995,1.0991707,0.74026704,0.92274797,1.2364299,1.0736806,1.2110292,1.1135291,0.6242117,1.055612,1.0840216,0.8925482,0.71112967,1.0613637,0.9339418,0.8305031,0.39252853,0.5534918,1.3500943,0.9878511,0.99455214,0.7847059,0.70258904,0.98953533,0.6972437,0.7508496,0.8065702,0.78759533,0.0,1.2044089,1.0651345,0.8498619,1.2194788,0.8565911,1.2462254,1.1002438,1.3268961,0.7032038,0.6613785,1.0204737,0.6914282,1.1792687,0.897946,1.0224656,1.2300457,0.8647604,1.2564087,1.229392,1.3007061,0.76327,0.84624326,0.8715149,1.1229109,1.0475124,0.79465395,0.9885431,1.0106025,1.215862,1.318363,1.3130618,1.1293,1.2350914,1.0774839,0.9585979,0.84795845,1.1511196,0.6466092,0.9484292,0.8840671,0.90892506,1.3287945,0.9438288,1.2460799,1.2236302,1.2148373,1.0097659,1.306429,1.053105,0.72929776,0.927923,1.294416,0.6453153,0.6619565,0.94500965,0.994222,1.078507,1.1601863,1.1766043,1.111945,0.99042547
hat,1.321902,0.77023214,1.2258147,1.2526577,0.6916227,0.71978307,0.8778054,0.99447984,1.2321819,1.3458775,0.6880202,1.2631435,1.237721,0.86732733,1.3433867,0.96111286,0.83275354,1.0094547,1.2061176,0.84863913,1.0205377,0.8906724,0.6695688,0.6077074,0.82453895,0.9780373,0.86001503,1.3004371,1.2692862,0.8811376,0.9607292,1.1754797,1.2414321,0.64974254,1.3316462,0.8906014,1.1066716,1.1152089,1.234562,0.97957456,1.1330291,0.89287966,0.68520206,0.9072015,1.0751641,0.8238663,1.3080945,0.7913243,0.9507991,0.7300982,1.2027632,1.1466713,0.6479287,0.9717004,1.1093289,0.9714858,1.2067853,1.2044089,0.0,1.0193377,1.1963676,1.1184715,1.0145013,0.7376733,1.2425841,0.8278264,1.2458088,1.1530633,0.9609859,0.98888314,0.8693125,0.71846235,0.895744,0.9146716,0.8544942,0.75315905,1.0677304,0.74935055,1.1610404,1.2342973,1.0639188,0.6865516,0.66687894,1.1942773,0.889122,0.8063873,0.7890433,0.84969354,0.81041026,1.0484555,0.72551423,1.2771554,1.1462342,1.1059737,0.7506507,1.1827949,0.91306406,1.1717814,1.071844,0.90140295,1.1804695,0.47091866,0.7340338,0.83367646,0.8197619,0.83362114,0.979311,1.2924964,1.2959073,0.7582532,0.7758672,0.98978865,0.88094586,0.9737878,1.0631299,1.1542982,1.1824125,0.5314883,1.2406023
hose,1.0011567,1.171463,0.96626765,1.1103565,1.18854,1.2004107,1.0522087,0.980201,0.8933219,0.77577263,1.2747129,0.77638674,1.0193584,1.1694822,0.86849517,1.0718015,1.1647071,0.72322536,1.0508047,1.0798472,1.1490169,1.1343875,1.2340647,1.2014108,1.1114815,0.9643007,1.1353819,0.8941183,0.93267316,0.92253965,1.0282054,1.0312973,0.89993316,1.262615,0.833985,1.0951132,1.0908223,0.9668041,1.1007926,1.047394,1.0202061,1.0769339,1.1672225,1.1576633,1.0774848,1.2214135,0.8709312,1.1547347,0.84613615,1.1709319,0.7365069,1.0452586,1.1834117,0.79830647,0.92262614,1.0303876,0.8305143,1.0651345,1.0193377,0.0,0.92299765,1.0888083,1.0148149,1.1645359,0.8151201,1.080569,0.87145406,0.8211584,0.8599908,0.9881756,1.0660484,1.2422634,0.9712225,0.9696132,1.2326145,1.2166204,1.1751158,1.074233,0.9696801,0.94999313,0.9747443,1.2899716,1.2937537,0.8237444,0.96933997,1.136744,1.0163441,1.0757295,1.1494075,0.5116217,1.0705904,1.0273795,1.0173552,1.003675,0.79170424,1.0389054,0.8318858,1.055193,0.97420645,1.0156298,0.8096267,0.9852057,1.1696001,1.0994772,1.1258962,1.1705945,0.88594246,0.93230635,0.80848444,0.8597088,1.249495,1.0155368,1.1560402,0.9398027,0.8370335,0.79634947,1.1255188,1.2433144,0.92830926
jacket,0.75193834,1.3227715,1.0489204,0.5898999,1.2073923,1.2671161,1.4126878,1.3796206,0.9087215,0.48252743,1.2770085,0.81102073,0.4463812,1.0631655,0.496777,1.360657,1.3514051,1.2308663,1.1991564,1.2953969,1.1276193,1.3360938,1.4030762,1.3042955,0.9104889,1.0221109,1.2869815,0.72237027,0.42458594,1.096987,1.2449002,1.1714407,0.46810538,1.4416802,0.82342863,1.3396124,0.9406942,1.0591252,0.7182257,1.2816558,0.65740716,0.9056547,1.2512827,1.1019387,0.6296315,1.1085528,0.94298804,1.3982857,1.0620906,1.3675274,1.0237397,0.8194867,1.1057147,0.95152396,1.1778767,0.48943877,0.8636919,0.8498619,1.1963676,0.92299765,0.0,1.1137276,0.46632183,1.4142213,1.029185,1.4250972,0.81072843,0.92171186,0.8080424,0.8885329,1.2369626,1.1981231,1.2797353,1.2860508,1.1496172,1.4021292,1.1932043,1.0649582,0.6155885,0.33467245,1.0926007,1.4312503,1.4564028,0.889601,0.94651484,1.2446897,1.2896886,1.4445791,1.289631,1.0096128,1.3014057,0.7068551,0.9776794,0.6969662,1.2441263,0.33475542,1.0229318,0.738873,0.9680399,1.2730885,0.772617,1.3873308,1.3430016,1.1804044,1.3427272,1.2324107,0.8503988,0.19204736,0.5130815,1.3770652,1.2397275,0.87082887,1.2563852,1.1960454,1.2853938,1.1210496,0.9175947,1.2594595,0.6355077
jar,1.0393544,0.9852343,0.79118705,1.1070759,1.0528216,1.0049423,1.0854322,0.6754419,1.1457397,1.1501911,1.1166232,0.96916974,1.152114,1.0235878,1.1847656,0.678764,0.5920296,1.0169477,0.38913375,0.932588,0.9206508,0.29537338,0.7578555,0.9408198,0.97415745,0.93530726,0.7027515,1.0191697,1.126572,0.79748106,0.9103819,0.93470466,1.1573734,1.0957878,0.9282729,0.6453786,0.91551703,1.0687783,0.9459928,0.78675365,1.2046555,1.2562219,1.0166276,1.1315873,1.0679286,1.2863255,1.1017007,0.9392036,0.8877311,1.0815661,1.163254,0.89605033,1.1602362,1.186201,1.0892932,1.1542232,1.0825024,1.2194788,1.1184715,1.0888083,1.1137276,0.0,1.2033603,0.9242261,0.9014487,0.81311154,1.08339,1.2095101,0.98005575,1.1816285,0.9483708,1.2635518,1.029968,0.95757115,1.111638,1.0001184,0.7209662,0.8976579,1.1801245,1.1235185,1.0038767,1.0796578,1.0569263,1.0631453,1.1598794,1.1399318,0.84393215,0.8771245,0.95387167,0.88892996,0.8565122,0.8597841,0.97095984,1.0661896,1.1939311,1.2037387,0.9522325,1.1053896,1.0547994,0.8338805,1.1688995,1.1667767,1.1102931,1.0795726,1.013138,0.8622163,0.9758133,1.1461356,1.1156418,0.8647842,1.2373486,1.2277203,1.1151742,1.0738678,0.9937435,0.8342133,0.8530761,1.15275,1.0520284
jeans,0.89103675,1.3013773,1.2226834,0.5635184,1.1130666,1.1310284,1.3639767,1.3951348,0.9428572,0.57297367,1.0401033,0.81938505,0.5470725,1.0575416,0.5320881,1.2495496,1.3602501,1.101614,1.1954137,1.3637333,1.0911009,1.3334143,1.1842915,1.1921539,1.0179532,1.053854,1.3264577,0.88905764,0.90862685,1.0796852,1.4158852,1.1895447,0.36893773,1.268378,0.83133364,1.4120374,1.0551037,1.0116963,0.69382834,1.0808101,0.7041624,0.66269475,1.2645977,0.8156264,0.7536324,0.895044,0.97812825,1.3785479,1.0789676,1.3520881,0.9264757,0.88591695,1.0651393,0.87080526,1.0884293,0.553782,0.95450914,0.8565911,1.0145013,1.0148149,0.46632183,1.2033603,0.0,1.4328905,0.981321,1.4541917,0.83228743,0.9312752,0.9421364,0.89219177,1.311945,1.0923018,1.1601636,1.237246,0.9828875,1.3046981,1.023671,1.0949548,0.51020974,0.358989,0.97096926,1.2809607,1.3614923,0.973426,0.5604973,1.1959777,1.293666,1.4849329,1.2807896,0.94755405,1.1644254,0.7361282,0.74770576,0.74520755,1.083181,0.40593553,0.9955524,0.70005333,1.0775192,1.2311887,0.93960154,1.0550132,1.2532535,0.9352883,1.3932495,1.2086024,0.9596454,0.55797285,0.85567844,1.405596,1.0460486,0.8901744,1.1731007,1.1001986,1.2766726,1.1264766,0.84389687,1.0400695,0.809829
knife,1.337749,0.71912813,1.12119,1.3387927,0.96715164,0.93586046,0.623377,0.56952405,1.1701206,1.4319801,0.59862447,1.1215395,1.4508827,0.9691189,1.402735,0.5351557,0.6141268,0.9534444,0.8810812,0.66826653,0.7408255,0.66670007,0.55553794,0.56749576,0.990768,0.859598,0.63229764,1.3324434,1.1955302,0.9984705,0.61096853,0.8766883,1.4306479,0.31807578,1.2552423,0.73772585,1.1797078,1.2571588,1.2656935,0.7068881,1.2087444,1.3224554,0.7501299,1.1245418,1.3518038,0.974371,1.3414829,0.6271286,1.0883217,0.41088653,1.2557751,1.2918662,0.8615854,1.1963757,1.1793813,1.3868457,1.194675,1.2462254,0.7376733,1.1645359,1.4142213,0.9242261,1.4328905,0.0,1.0514522,0.6763742,1.4264162,1.2594537,1.1726213,1.259342,0.71804404,0.8107211,0.7694674,0.7344574,1.1270909,0.63351226,0.7931906,0.8855045,1.3252693,1.449758,0.92956394,0.2881043,0.31666923,1.1637975,1.1451694,0.7427301,0.819908,0.44173932,0.76876616,1.1521692,0.6790488,1.2717074,1.3467852,1.1154346,0.69338137,1.436867,1.0344021,1.253795,0.9994506,0.6358289,1.2327093,0.6074769,0.65348935,0.83059597,0.49919176,0.62886465,1.1848419,1.43346,1.2232265,0.63453907,0.92024124,1.1746002,0.75948215,0.84645146,1.0831108,0.9737389,1.0621407,0.6159388,1.2710888
ladder,0.9840468,1.2205706,1.0749575,1.0206581,1.2619946,1.2633445,1.1625919,0.5996767,0.8869905,0.8778854,1.1771834,0.28518283,1.1066537,0.9754473,0.9634917,0.89401925,1.0432744,1.0035496,0.7147505,1.1333447,0.8201677,0.93411523,1.0148011,1.1107428,1.0825555,0.7183862,1.0498081,0.8240661,1.0301036,0.93762517,0.9259505,0.88532484,0.91611755,1.1914687,0.49355012,1.1032677,0.9939018,1.0501221,0.7520777,0.7740264,1.0506986,1.1695226,1.2691097,1.1498659,1.0223125,1.2056117,1.0005375,1.1942403,0.8942682,1.2609707,1.0664809,1.1104281,1.2202878,1.0420274,1.0924886,1.0758468,1.0323473,1.1002438,1.2425841,0.8151201,1.029185,0.9014487,0.981321,1.0514522,0.0,1.0399526,0.99032533,0.9328032,0.9093472,1.0515901,1.1060567,1.3191069,0.9773369,1.0456808,1.224051,1.2541692,0.7310311,1.0697781,0.98636323,0.9528443,0.98789847,1.2052102,1.2330549,1.0196776,1.0360711,1.242356,1.1020875,1.1260154,1.192278,0.8401805,1.0051168,0.7270479,1.0445853,0.94186205,1.0498475,1.1021043,0.9107761,0.95774,1.1180141,0.8469308,0.8795408,1.1886399,1.1200703,1.1004567,1.2131534,1.0225173,0.8533782,1.0144485,0.99383956,1.0354418,1.2332941,1.1418099,1.1968019,0.93278813,0.96215963,0.80232465,0.70479655,1.2512652,0.86669886
lamp,1.1904724,0.75964904,0.9232563,1.3451501,0.64550316,0.5168932,0.7034898,0.61116827,1.0914384,1.462657,0.72486174,1.2077346,1.4175456,0.9589001,1.5070255,0.7400063,0.7251079,0.8430548,0.8506369,0.70514953,0.86663526,0.6536764,0.67284995,0.6617853,1.0149822,1.0173507,0.4782561,1.2113475,1.2648463,0.94804275,0.7030411,1.028645,1.4870055,0.625481,1.2352927,0.65084517,1.1096004,1.1231073,1.109127,0.8204942,1.2732787,1.1994419,0.60204667,1.0324886,1.2691317,1.1037791,1.2902617,0.6761596,0.93618983,0.5950483,1.3151569,1.1566019,0.9111858,1.0442965,0.9896721,1.41239,1.2455248,1.3268961,0.8278264,1.080569,1.4250972,0.81311154,1.4541917,0.6763742,1.0399526,0.0,1.2053446,1.191319,1.2373362,1.2304071,0.7902299,0.8527925,0.8673528,0.55740535,1.0121133,0.63820386,0.7696991,0.8920406,1.3853592,1.5025346,0.9296931,0.62153995,0.5828987,1.2361691,1.2115555,0.8170848,0.87350845,0.521684,0.7927741,1.1228836,0.73237693,1.2476374,1.0114279,1.2364845,1.0404472,1.4525769,1.0699542,1.1721057,0.9971528,0.6583965,1.157256,0.78919315,0.6683172,0.8613409,0.5432239,0.7561524,1.1998123,1.4593686,1.3207102,0.38630188,0.9461572,1.1706238,0.8876712,0.95227796,0.9381703,0.9254314,1.0909702,0.8686672,1.173572
melon,0.72780967,1.2227077,0.84577996,0.7863643,0.93740374,0.98306566,1.0191514,1.2828491,0.6511187,0.76378065,1.3604822,0.8506413,0.7551385,1.1494507,0.784987,1.2384129,1.2545344,0.8893371,1.1297247,1.1422993,1.1427658,1.3637595,1.4336723,1.4393213,1.2438526,1.2709546,1.1327964,0.8384845,0.8847253,1.2597004,0.9676628,0.79623336,0.8435997,1.4420761,0.9900403,1.1817254,1.0013708,0.9025555,0.952075,1.2096735,0.9974998,0.87181777,1.084473,1.0359954,0.75938004,1.005216,0.5888592,1.3207109,1.0670669,1.2369277,0.6822922,0.7053102,1.2311467,0.9485794,0.67874056,0.7870878,0.68650717,0.7032038,1.2458088,0.87145406,0.81072843,1.08339,0.83228743,1.4264162,0.99032533,1.2053446,0.0,0.8728767,0.9267371,0.8332783,1.1366342,1.1400301,1.2106096,1.2572412,1.0167539,1.1967432,1.2098861,1.2369729,0.8643086,0.81203115,0.99613696,1.4394335,1.4041586,0.7083262,1.1251576,1.0927987,1.1282444,1.2202387,1.1723685,1.0151025,1.3134637,0.8898261,0.87037635,1.1046802,1.2224141,0.74544793,1.0915989,0.92377746,0.7429775,1.2531985,0.7275313,1.4041481,1.2248855,1.2220954,1.2054429,1.3372573,0.99196815,0.77280414,0.7828419,1.1086192,1.1658307,0.82514334,1.0193703,1.1990925,1.0096827,0.8425472,1.0616328,1.3359041,0.88221276
