,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,ear,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,melon,mitten,mop,motorcycle,nail,napkin,necklace,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
egg,1.0936495,0.96386105,0.4046086,1.2330517,0.48945206,0.61438024,0.75613546,0.8161861,1.2748867,1.236121,0.96152806,1.2563174,1.2622151,0.938426,1.3156489,0.941348,1.0499274,0.96985185,0.6438473,1.1707435,0.5627689,0.9043216,0.9507837,0.87058085,0.9436223,0.94673157,0.66349566,1.1834532,1.2589331,0.682438,1.2295969,0.8031539,1.1837851,0.75072443,1.103086,1.3376286,1.0785404,0.77186084,1.344876,0.8169281,1.0590872,1.1168298,1.0973783,1.3138869,1.0593637,0.69995975,0.0,1.1278708,0.8256607,1.0599691,0.760662,1.2307276,0.87397224,1.0662332,1.0638101,0.91247314,1.3016524,0.84726954,1.1237313,1.1319695,0.7815295,1.1113672,1.2037673,0.9468737,1.3206674,0.8534094,1.0474478,0.6989118,1.1405267,0.78488755,1.289557,1.0990609,1.218466,0.58847916,1.094641,0.96029174,0.016007662,1.2947261,1.3623511,1.2383283,1.0310656,0.87878025,0.8456719,0.8040835,1.1295472,1.2088146,0.82425404,1.040082,0.7394253,1.0983709,0.553397,1.1216623,1.0307896,0.7442356,1.3898482,1.0356247,0.94630456,1.2543297,1.1114819,1.1059484,0.8300526,1.1741896,1.2180914,0.9104394,0.7777011,1.230461,0.7561742,0.93751085,1.26384,1.238262,1.2155299,0.63451564,0.7628236,1.0227772,1.0889127,1.2274214,0.8913382,0.9925978,0.95266134,0.89164746,1.1978909
face,0.9757094,1.1024687,1.0761899,0.8429057,1.0621749,1.1042545,0.98657405,1.2963967,0.8885057,0.9923515,1.1476413,0.97042614,0.97596306,1.1030605,0.92476815,1.0886024,1.085387,1.2371248,1.2714553,0.97065115,1.1466476,1.1535919,1.2650635,1.0169761,1.2481905,1.1543833,1.0525023,0.84925246,1.1068248,1.1457832,0.9372683,1.1642592,0.9039316,1.1400963,0.8023704,0.8716674,0.9895471,1.1947298,0.9775178,1.2431712,0.9383443,0.8866499,1.0215532,0.92111206,1.1160334,1.1491311,1.1278708,0.0,0.9887741,0.9286884,1.105689,0.91740686,1.2065963,0.86538774,0.88832164,0.8056382,1.111675,1.0589348,0.9144482,0.8815168,0.98472804,0.91288024,0.8268449,1.1894906,0.8040344,1.1804495,1.141683,1.2307583,0.96972394,0.9665548,0.94608915,1.1802814,0.78008837,1.0567875,1.1633667,0.9199574,1.1259775,0.9631327,0.84388405,0.879712,0.98571575,1.2366091,1.2345508,0.98806477,0.7705235,1.0623804,1.0887189,1.0059682,1.1983517,0.9027175,1.1082275,1.0579264,1.0843267,0.9452891,0.8803844,1.0115775,1.1693695,0.7500619,1.0321321,1.0801451,1.2159401,0.9639184,0.8547907,1.1988369,1.1236883,0.980751,1.2319889,1.0747409,0.86305296,0.8112601,0.97994417,1.1952336,1.0606383,0.92301106,0.8702163,1.0482588,1.0549352,1.0583303,1.1741465,1.1806294,0.85649127
finger,1.2632868,0.563537,0.5909281,0.86056817,1.0289165,1.0294378,0.91975427,1.1864911,1.2405236,1.3151664,0.8018271,1.1732976,1.2238202,1.1687863,1.2635478,0.95087904,1.2913274,1.2070196,1.1644719,1.259073,0.6547749,1.0013394,1.2005994,0.8363147,1.0523715,1.0563146,0.5536687,1.233362,1.2938635,0.92458445,1.211232,0.9741238,0.88942194,1.1513482,0.90116894,1.1615419,0.8686875,0.7081173,1.3232732,1.1700612,1.0083789,1.3052878,0.93959063,1.1913179,0.9481735,0.8948637,0.8256607,0.9887741,0.0,0.9763738,0.89386624,0.87999046,0.84714323,1.0707487,1.0141149,0.6491323,0.89224267,0.931746,1.0533841,0.3912599,0.7974502,1.0516881,1.0878372,1.1757125,1.0500159,0.84341675,1.1537193,1.0255486,0.76299536,0.7831738,0.9642936,1.1138941,1.1026711,0.43021393,1.18312,0.5543824,0.8183812,1.1692343,0.93636256,0.9973061,0.99179715,1.0233797,0.74831176,0.700335,0.7834244,1.1620036,1.243692,1.2173651,1.1539047,1.1423221,0.951631,1.3671424,1.0563148,0.7216891,1.2639912,1.2559351,1.1298776,0.9928706,1.104055,0.9593121,0.95372254,1.1780493,1.2758648,0.7931611,0.95640206,0.78007144,0.9173653,0.5254383,1.2214276,1.0355792,1.3163,1.2429371,0.3498029,0.6574824,0.6705292,1.3098618,1.1452074,1.2255064,1.0526865,0.7716827,1.2342587
fish,0.933418,1.1544731,0.80480593,0.8975287,0.6807321,0.82569623,0.5597333,1.4259148,0.81347114,0.89522326,1.251294,1.047502,0.56387854,1.030277,0.83650756,0.77401775,1.1769764,1.3293705,1.3639495,1.1469886,1.1554826,1.2551833,1.3505563,1.1249828,1.400745,1.3927134,0.69297147,0.94662815,1.2821333,1.2829399,1.0709653,1.1019815,0.7697153,1.1808836,0.6477692,0.88773465,0.8411735,1.1526306,1.0322281,1.3631845,0.85727966,1.0610363,1.1281893,1.128813,1.3154873,1.1397948,1.0599691,0.9286884,0.9763738,0.0,0.9027293,0.8840831,1.2932179,0.55836034,0.7960487,1.1967524,0.8436662,0.6602722,0.6813749,0.7929126,0.9957304,1.1274917,0.96396095,1.3198019,0.8904841,1.2779166,1.2979814,1.3497466,0.8221338,0.5552351,0.63597864,1.2802181,0.95028126,1.0444096,1.0447712,1.2242029,1.0674771,1.200103,0.8163953,0.9202127,0.9688825,1.3575377,1.2799358,0.48887676,0.79343647,0.57867384,1.1924341,0.9438699,1.173271,1.079747,0.8731346,1.1192117,1.2549334,0.83421546,1.0513533,0.9786612,1.0854218,0.91349626,1.1665179,1.0505422,1.3536172,0.97700465,0.5953404,1.1633955,1.0139692,0.8175691,1.293043,0.9413544,0.91832024,0.9146803,0.8262924,1.2131232,1.099783,0.6754221,0.7190875,0.93477917,0.6545453,1.0554844,1.3099284,1.2870712,0.9944253
flower,0.9085607,1.0218112,0.55103725,1.3857806,0.7000258,0.80028176,0.90965873,0.88796175,1.2585704,1.3170891,0.8278384,1.32378,1.2286626,0.93793243,1.4212285,0.8759951,1.0245973,0.7665214,0.8219336,1.0837928,0.63265765,0.9009111,0.8726939,0.7494277,0.8706187,0.88810277,0.7451182,1.1782308,1.3310301,0.79612416,1.2473712,0.84417856,1.3460698,0.7636509,1.0044929,1.4658992,1.0912966,0.6247064,1.3623526,0.7312752,1.0542094,1.0741848,0.8886859,1.3102773,1.0139396,0.8563545,0.760662,1.105689,0.89386624,0.9027293,0.0,1.1287841,0.883166,0.821409,1.1387849,0.81412554,1.1950123,0.7247744,0.9867083,1.1334522,0.74861,1.0609708,1.3709788,0.8612505,1.4638147,0.69628423,1.0380492,0.7463151,1.2878852,0.7992891,1.2397016,0.9951247,1.2244265,0.64178467,0.8603737,0.9875624,0.7237393,1.3424158,1.4390457,1.4096911,1.2051523,0.7494842,0.7459445,0.8349601,1.0788045,1.0180905,0.8407663,0.824152,0.6931347,1.0581673,0.66592485,1.1316488,1.0400598,0.92473686,1.3600819,0.85779786,0.73661375,1.4096758,1.0097878,1.0908104,0.69734097,1.3457973,1.1945394,0.8249143,0.7251794,1.2693136,0.73904204,0.8480644,1.1375122,1.315192,1.3292717,0.88894355,0.85604155,0.7262744,0.9865297,1.0576483,0.70907474,1.1006659,0.93250746,0.7370899,1.2736886
foot,1.1168728,0.91272837,1.1783562,0.72566205,1.1508948,1.2032529,1.0934387,1.1884389,1.0438755,1.0031486,1.1415513,0.9474055,0.7882771,1.0045586,0.8075051,1.0562733,1.113806,1.1114411,1.2682276,1.0852085,1.144012,1.1919426,1.1783729,1.1690402,1.2124878,1.1640096,1.171214,0.9746106,1.1043175,1.2407672,0.99741197,1.1560116,0.80568916,1.1195241,0.88867694,0.8531227,0.80508506,1.2016007,1.0047878,1.174065,0.98219544,0.9985883,0.8065126,1.1174457,1.1313972,1.2044122,1.2307276,0.91740686,0.87999046,0.8840831,1.1287841,0.0,1.1306999,1.0385926,0.980531,1.0556545,0.4806255,1.0075895,0.9408066,0.76097524,1.1095712,0.9740164,0.878628,1.1464286,0.718449,1.1868886,1.1733991,1.2658007,0.622509,1.0947108,0.43935323,1.0853541,1.0447,1.117455,0.8174583,0.9267117,1.244,1.091502,0.7660247,0.73124474,1.1129112,1.1298655,1.1508895,1.0382092,0.91535515,0.7978987,1.1156324,1.1486661,1.2234212,0.98703736,1.2375772,1.0124682,1.1281068,1.0529875,1.0999929,1.1415267,1.0199277,0.8226757,0.63687044,0.8373256,1.2033749,1.1010411,1.0174872,0.68017197,1.1680965,0.3396027,1.2230794,0.8996278,0.95464337,0.93586165,0.9259235,1.1469486,0.8639015,0.88719916,0.76650876,0.72156787,1.078815,1.1149799,1.1879778,1.0983778,1.1095324
fork,1.2526166,0.83890736,0.90952456,1.1206435,1.1309634,1.0111886,1.1253655,0.6314516,1.2422967,1.3068993,0.6313701,1.3161907,1.2483833,1.0003467,1.2658929,0.96749765,1.0440367,0.7727992,0.5624945,1.0754114,0.63187325,0.63634735,0.77984506,0.77556443,0.7133552,0.7305934,0.96895504,1.2384856,1.03431,0.62961596,1.1457671,0.8573536,1.2189704,0.7422177,1.2133822,1.2372215,1.0647819,0.5365443,1.3763883,0.7655669,1.0651555,1.2331053,1.0820235,1.1915975,0.73018944,0.73314995,0.87397224,1.2065963,0.84714323,1.2932179,0.883166,1.1306999,0.0,1.2624418,1.152403,0.70126176,1.0949059,1.1764307,1.1693823,1.0848218,0.9363428,1.1368906,1.2235787,0.9011511,1.3225863,0.4817965,0.78474927,0.46502972,1.1574835,1.117918,1.3710961,0.74946594,1.2957623,0.77944165,0.9187069,0.7983359,0.8738215,1.13488,1.335531,1.338389,0.9764594,0.31052053,0.2639029,1.0847069,1.1943531,1.2511654,0.7955619,1.1945479,0.6043542,1.175071,0.873956,1.1163572,0.8527555,1.06432,1.2353158,1.2078509,0.8703223,1.2426107,0.95617276,0.9703473,0.4771148,0.9744317,1.3425219,0.83980703,0.795495,1.2432834,0.15171361,0.97930384,1.3272927,1.3543721,1.2384276,0.77151316,0.78877366,1.1587713,1.0511863,1.1235542,1.252153,0.8675751,0.6066308,0.56760085,1.2928998
frog,0.55329126,1.4251449,0.8086431,0.9597668,0.6173043,0.788654,0.46926868,1.3210859,0.6290061,1.0177156,1.435526,1.0410932,0.82248795,1.2042419,1.0404927,1.0178889,1.0394418,1.3047459,1.1823815,1.0509169,1.3200173,1.3086789,1.3230357,1.2398106,1.5332477,1.4308136,1.0598193,0.9001972,1.2932581,1.3375039,1.1087494,1.1376789,0.8547108,1.1449499,0.56689256,1.1146344,0.8758159,1.3316259,1.0007219,1.1907158,0.6275104,0.883523,0.8144767,1.208247,1.1464608,1.1950155,1.0662332,0.86538774,1.0707487,0.55836034,0.821409,1.0385926,1.2624418,0.0,0.6026149,1.3037543,1.0471033,0.40171123,0.5606206,0.70002556,1.1032658,0.90223736,1.114546,1.1380904,1.083771,1.4160464,1.32599,1.271512,1.0432833,0.50550723,0.77626765,1.2969668,0.9792301,1.225705,1.105995,1.3714665,1.0830433,1.1915692,1.0564734,1.0874292,1.1127386,1.2863048,1.3456764,0.5148984,0.9253048,0.945318,1.0043539,0.6139714,1.1059982,0.87708116,0.8712991,1.23316,1.1639221,0.9060969,1.1413268,0.60402584,0.86697567,1.0068405,1.0888069,1.2998625,1.3708619,1.0105666,0.40620816,1.3767945,1.2332581,1.0029285,1.2975521,1.0548491,0.8137502,1.0890229,0.9473788,0.98166996,1.2683609,0.509108,0.5171767,0.90757614,0.26382017,0.78184587,1.3916267,1.4109589,0.99264336
glass,0.95663834,1.3112555,1.0030552,0.80596364,0.90775764,0.887991,0.7191551,1.4204485,0.7891761,0.92601186,1.4254942,0.9943481,0.7778011,1.1821706,0.9909432,1.1844256,1.0017406,1.187751,1.2804866,1.0823787,1.404556,1.2388666,1.2422897,1.333763,1.4096465,1.3353386,1.1332928,0.8855867,1.1610863,1.1998072,0.992815,1.1520773,0.6532645,1.3236969,0.7827288,1.0221102,0.67767817,1.3838674,0.93432724,1.1112605,0.69006515,0.9624244,0.9915219,0.9933293,0.981864,1.3051893,1.0638101,0.88832164,1.0141149,0.7960487,1.1387849,0.980531,1.152403,0.6026149,0.0,1.1616447,1.0176982,0.4087466,0.50438714,0.6417882,1.1486008,0.94576013,1.006917,0.9809071,0.897908,1.3789405,1.1973373,1.254242,0.95386565,0.78543425,0.771297,1.2373399,0.7782043,1.1689913,1.3339884,1.2630213,1.0995504,0.9794034,0.866027,0.8591727,1.0193983,1.3312367,1.305058,0.7794893,0.808128,1.142465,1.1748617,0.9643119,1.2793996,0.9861413,1.1267185,1.0579991,1.1868137,0.7146063,0.92952,0.98588455,1.0225307,0.85612464,1.0654185,1.2048111,1.3659439,0.9330816,0.6705041,1.31583,1.2156547,0.906528,1.2559382,0.97955734,0.70318025,0.91316813,0.86945647,1.1009333,1.2021925,0.7050435,0.5088292,1.1469545,0.6404283,0.88812363,1.2740018,1.3270842,0.88667154
glasses,1.2560782,0.6939022,0.71738756,1.174499,1.0776922,1.049767,1.1025716,0.92951804,1.3089166,1.3008716,0.6286188,1.2172273,1.3068084,0.9661975,1.2336149,0.97909045,1.156267,0.96070194,0.98167765,1.1610003,0.4553467,0.7670734,0.9737627,0.53910404,0.73663884,0.82715786,0.734757,1.1469399,1.1240144,0.60972595,1.2051792,0.92806923,1.2388408,0.99825376,1.1698921,1.1212575,1.1698567,0.5045406,1.2891966,0.9698186,1.1645683,1.1733544,1.0632387,1.1043617,1.0211307,0.7192763,0.91247314,0.8056382,0.6491323,1.1967524,0.81412554,1.0556545,0.70126176,1.3037543,1.1616447,0.0,1.111101,1.2251182,1.2484896,1.0742927,0.43718904,1.0870043,1.0578697,1.0548942,1.1428845,0.49165797,0.9131269,0.7069193,1.0727298,1.033664,1.3002274,1.0086752,1.1228873,0.43893296,1.1210556,0.48539114,0.85483104,1.1397697,1.1256644,1.1263167,1.079426,0.7547216,0.61659366,1.1183329,1.0231968,1.1340933,1.0341429,1.2011486,0.8729351,1.1159382,0.8267212,1.1965913,0.9977816,0.843225,1.1644351,1.2248585,0.997422,1.0664465,1.0222791,0.91181904,0.5383651,1.1343135,1.3435034,0.7211956,0.688182,1.1872358,0.6099415,0.81256294,1.250738,1.069497,1.3554884,1.1506611,0.59968054,1.1228819,1.145637,1.2409143,1.2374022,1.2749937,0.7599764,0.53036076,1.1686653
glove,1.1144996,0.87079495,1.2946151,0.73761714,1.2199907,1.2098641,1.1369927,1.1555253,1.125272,0.9259105,0.9814557,0.9125035,0.72602654,1.0187391,0.5809169,1.0578816,1.1542914,1.1008159,1.3160521,1.0997833,1.1870391,1.2591825,1.1054864,1.0371413,1.1051538,1.2103326,1.1013372,1.0298043,1.0149829,1.3069092,1.0761462,1.1647961,0.62633544,1.1524466,0.9294811,0.47850096,0.6893232,1.2481358,0.93892807,1.1757163,1.123844,1.072361,0.7830478,1.0764121,1.0720952,1.198589,1.3016524,1.111675,0.89224267,0.8436662,1.1950123,0.4806255,1.0949059,1.0471033,1.0176982,1.111101,0.0,1.077452,1.0517179,0.75024927,0.9878414,1.073637,0.77324504,1.1398118,0.64449537,1.1594553,1.2315303,1.2907566,0.4366039,1.171476,0.2601576,1.1185472,0.9093014,1.1949171,0.5524789,0.922883,1.340112,0.9304116,0.61309403,0.6484528,0.98478824,1.2009333,1.181154,1.0225703,0.8368523,0.55382866,1.2788794,1.148871,1.3145132,1.0961102,1.207759,0.8644252,1.0386657,1.0985835,1.0423999,1.1377685,1.0427117,0.8194202,0.695874,0.71995836,1.1640674,1.0290121,1.105331,0.7300992,1.2972968,0.27879024,1.158239,0.9122527,0.88827384,0.8555883,0.8718176,1.2532814,0.789149,0.926354,0.9282871,0.54218215,1.1036426,1.2071282,1.2358487,0.9551399,1.1972195
gum,0.8848459,1.293618,0.6535165,1.1212544,0.46755528,0.5584198,0.5127676,1.1905035,0.9368673,1.1651627,1.3262286,1.1676742,0.84203744,1.1761975,1.2699436,0.9649421,0.8986115,1.0050473,0.9909171,1.0130949,1.2188072,1.3165578,1.051332,1.3317163,1.3493221,1.3132657,0.95310575,1.0844117,1.4253037,1.1142787,1.1897364,0.9862267,0.9207429,1.1024847,0.8268219,1.3478441,0.8551121,1.2184708,1.1478311,0.9088211,0.5668694,1.0644681,0.89075685,1.2679695,0.9274235,1.0816927,0.84726954,1.0589348,0.931746,0.6602722,0.7247744,1.0075895,1.1764307,0.40171123,0.4087466,1.2251182,1.077452,0.0,0.47473752,0.7119567,1.0217862,1.0102683,1.3012426,0.85630584,1.2403259,1.3324641,1.3626462,1.1006912,1.142518,0.52649695,0.89303744,1.1725264,1.0956727,1.0730675,1.0601878,1.2815971,0.85729325,1.2197382,1.2161827,1.2197922,1.0688595,1.2047803,1.2353734,0.56081116,1.0710022,0.9375839,0.9880792,0.87793374,1.0534742,1.0444077,0.7604389,1.0546104,1.0315802,0.6877887,1.2652087,0.8962951,0.64897287,1.1993897,0.9765613,1.1287684,1.318763,1.1899745,0.7076211,1.1090561,1.1229396,1.0607206,1.2036431,0.90869534,0.9024112,1.1832788,1.1126171,0.78237367,1.1693714,0.539412,0.5791231,1.0476718,0.22197837,0.8684873,1.3825227,1.225172,1.2251723
hamburger,0.9338112,1.315465,1.0789155,0.78333163,0.93777245,0.9449586,0.7723942,1.3695481,0.74080485,0.80942285,1.3634849,1.0713558,0.7628734,1.1506164,0.8923198,1.1259001,1.0813267,1.1091819,1.1878307,1.058726,1.3298091,1.2701371,1.2312375,1.3890691,1.4206753,1.2267451,1.1945755,0.84063566,1.2418649,1.3058697,0.96643054,1.2325671,0.7677362,1.0786625,0.73219085,1.0540185,0.8077917,1.30775,0.9986936,1.127075,0.720243,0.9215373,0.94399774,1.0977837,1.0437016,1.2942675,1.1237313,0.9144482,1.0533841,0.6813749,0.9867083,0.9408066,1.1693823,0.5606206,0.50438714,1.2484896,1.0517179,0.47473752,0.0,0.704788,1.1848099,0.94325626,0.93446255,1.1176276,0.9581498,1.3696436,1.2445945,1.3181185,0.9941327,0.8857121,0.7713119,1.2238257,0.91817,1.2001324,1.1188105,1.3365504,1.1510108,1.0872182,0.9994709,0.96705854,1.0346907,1.2623158,1.2769914,0.8550055,0.88879275,1.018906,1.0627056,0.97543323,1.1310104,0.95276016,1.0833212,1.1136156,1.0763402,0.973608,1.0461143,0.9823755,0.8214232,0.8672263,1.0987432,1.1865349,1.3636646,0.9997276,0.61537254,1.2244854,1.1691825,0.9365914,1.2581805,1.0255672,0.7930507,1.0026506,0.7827687,1.0228578,1.267575,0.617031,0.5881202,0.9542687,0.6248347,0.8079253,1.3173361,1.3803258,0.8866333
hand,1.146,0.9941812,0.9183567,0.55114067,1.0538634,1.1068165,0.75160575,1.4158983,0.92145795,1.0092224,1.3145001,1.0382062,0.8595575,1.2858949,0.93900347,1.1298699,1.1558139,1.3482425,1.3620136,1.0891042,1.2165093,1.2794136,1.4270183,1.2321465,1.4719577,1.306447,0.9660729,0.97742957,1.2399131,1.3159235,1.0760885,1.2612243,0.52355146,1.2499994,0.60702914,0.941956,0.58530897,1.264593,1.0501562,1.3245134,0.7513304,1.0617032,0.758402,1.0494815,1.0571767,1.3333409,1.1319695,0.8815168,0.3912599,0.7929126,1.1334522,0.76097524,1.0848218,0.70002556,0.6417882,1.0742927,0.75024927,0.7119567,0.704788,0.0,1.1367086,0.9527289,0.9170609,1.2405037,0.8084003,1.3430243,1.2898391,1.3901632,0.649689,0.75632644,0.5844395,1.2517345,0.8933635,1.0065397,1.2158256,0.9470433,1.1678721,1.088881,0.7046252,0.816121,0.9174446,1.3002393,1.1851401,0.65296143,0.7141641,1.0606887,1.224485,1.1732668,1.3381559,1.0201775,1.1700866,1.2310638,1.213584,0.8273347,1.0150301,1.2034627,1.1860638,0.74051946,1.0767654,1.1295778,1.3910807,1.0050074,0.8269508,1.2294998,1.2899095,0.5590229,1.2930195,0.76370645,0.8513329,0.8956813,0.939204,1.259483,0.771263,0.5390849,0.27042532,1.1144805,0.9426555,0.91484106,1.3453236,1.2961476,1.004213
hat,1.0956228,0.73750675,0.5970514,1.3093222,0.72269356,0.73623705,0.96857893,0.890587,1.2083311,1.230196,0.6172479,1.271636,1.0923548,0.9999312,1.1282004,0.94089675,1.1826844,0.95844454,0.8896259,1.250914,0.5500438,0.9583004,0.8108882,0.6032957,0.75360435,0.85502243,0.6820015,1.2237494,1.1484901,0.5946793,1.3059174,0.88520914,1.0646123,0.89017445,1.1620557,1.0737361,1.1918738,0.59651196,1.3017902,0.9464962,1.1102102,1.2672358,1.1452892,1.2344298,1.0976193,0.58423156,0.7815295,0.98472804,0.7974502,0.9957304,0.74861,1.1095712,0.9363428,1.1032658,1.1486008,0.43718904,0.9878414,1.0217862,1.1848099,1.1367086,0.0,1.2324893,1.0892093,0.9774389,1.1922835,0.6167218,1.1050558,0.72534275,1.063657,0.8976551,1.1293018,1.0726843,1.2196181,0.50148857,0.89485073,0.6627555,0.7273254,1.1653943,1.1270182,1.1759479,1.0765421,0.907501,0.8340193,1.0445726,1.0817577,0.8025209,1.1146828,1.078064,0.92447186,1.2195735,0.6633315,1.1110127,0.9202378,0.8548831,1.2657253,1.060593,0.9065797,1.1351118,1.0467908,0.8938672,0.64169735,1.0843672,1.1029606,0.59447134,0.7499101,1.1953655,0.7927073,0.9556694,1.1904528,1.1475854,1.298517,1.0594729,0.63407445,1.1112075,1.2074031,1.1013707,0.8968485,1.2954779,0.9474946,0.5610775,1.2834413
horse,0.7684333,1.1389313,1.2174656,1.012224,1.1812986,1.1127597,1.0360087,1.1316329,1.0863898,1.0362307,1.2149338,0.9856581,1.006875,0.80068517,1.0890312,1.0968988,0.8734708,0.98775864,1.1654394,0.9598309,1.1811422,1.0663439,1.153002,1.1295741,1.1737144,0.98366463,1.2236501,0.92552227,0.92600065,1.1413846,1.0022128,1.1416554,1.0742153,1.0843197,1.0008558,1.0972028,1.0171648,1.1948712,0.94055307,1.0707461,0.90862364,0.4132948,0.3482576,0.9833024,1.0133067,1.2077208,1.1113672,0.91288024,1.0516881,1.1274917,1.0609708,0.9740164,1.1368906,0.90223736,0.94576013,1.0870043,1.073637,1.0102683,0.94325626,0.9527289,1.2324893,0.0,1.0767443,1.0345482,1.050154,1.1463724,1.0310184,1.0544258,0.99363536,1.1557099,1.0267308,1.0213792,1.0027716,1.1964046,1.0806913,1.0527029,1.121603,1.0185524,1.0684389,1.0200803,1.085878,1.0991397,1.1665008,1.0999267,1.0787352,1.1585953,1.0259964,0.8085829,1.1757127,0.06362891,1.1701962,1.0001695,1.0117233,1.0725816,0.9976209,0.775838,0.95934665,1.012299,1.0810405,1.0982168,1.1278512,1.1733491,1.0249641,1.253867,1.1665788,0.97075474,1.2038052,1.0671257,0.94101375,1.0383955,1.0488224,1.0481915,1.0758275,0.7774227,0.9096615,1.0019321,0.93610764,1.0387049,1.075151,1.1930953,0.79071105
jacket,1.1346176,1.1147658,1.3598889,0.51328444,1.2378424,1.2216333,1.1957413,1.2907418,0.8213044,0.52890307,1.184848,0.82816255,0.77384466,1.0000877,0.3163147,1.1907232,1.1692432,1.2322646,1.3423223,1.0063827,1.2408276,1.1514553,1.2759498,1.0882726,1.2085373,1.1062121,1.2124933,0.7931603,0.88504833,1.2826223,0.7116453,1.2833241,0.6544678,1.1741949,0.91816425,0.3334961,0.9439114,1.2786188,0.7773497,1.307908,1.0569482,0.9733137,1.1274924,0.88852215,1.2041587,1.2495415,1.2037673,0.8268449,1.0878372,0.96396095,1.3709788,0.878628,1.2235787,1.114546,1.006917,1.0578697,0.77324504,1.3012426,0.93446255,0.9170609,1.0892093,1.0767443,0.0,1.3068883,0.33378005,1.2294463,1.0796304,1.34645,0.840276,1.2566295,0.7435727,1.0956398,0.7340317,1.1800961,1.1091583,0.9458046,1.2309062,0.90253496,0.46906662,0.5110333,1.0165145,1.2641963,1.2871392,1.2062719,0.8052093,0.9113574,1.2072804,1.1936474,1.3000957,1.042194,1.2618039,1.0220082,1.1793617,1.14646,0.78531533,1.1727483,1.2600272,0.30893636,1.091692,1.0049887,1.2609643,0.68960065,0.87719524,1.1712315,1.1593156,0.81150067,1.3155317,1.1310055,0.7882092,0.4955299,0.5552787,1.2511419,1.1353728,1.09712,1.0201747,0.9205194,1.2753518,1.0030886,1.1502246,1.2301557,0.6281611
jar,1.0233608,0.98246205,1.0237598,1.2521876,0.92813,0.8863005,1.2045578,0.62810695,1.181186,1.1103122,0.94356877,1.1521246,1.16414,0.9677166,1.3133914,1.1308222,0.61523366,0.36307865,0.53635585,0.70827156,0.9414746,0.943847,0.42173302,0.9938606,0.60966414,0.8315982,1.1229792,1.1226262,1.0059956,0.78258425,1.0722072,0.5707246,1.2398597,0.8596599,1.3065879,1.3430719,1.0762603,0.9538184,1.1096418,0.13923144,0.93357146,1.0033336,0.9575676,1.0999548,0.80136764,0.86375487,0.9468737,1.1894906,1.1757125,1.3198019,0.8612505,1.1464286,0.9011511,1.1380904,0.9809071,1.0548942,1.1398118,0.85630584,1.1176276,1.2405037,0.9774389,1.0345482,1.3068883,0.0,1.3751023,0.89674807,0.95132506,0.7428902,1.1971359,1.1568844,1.2279397,0.88049185,1.1140885,1.0664419,0.9380289,1.0223033,0.9385643,1.0560656,1.3467562,1.304404,1.0819862,0.8253343,0.88783103,1.2591527,1.284313,1.0942637,0.8067887,0.96901566,0.78543615,1.0400982,0.8222936,0.76093984,0.8713262,1.0688847,1.1192917,0.96419364,0.765335,1.3036897,0.86930895,1.028492,0.8392227,1.1075985,1.1925533,0.8665081,0.97689044,1.1818597,0.8467797,0.9796304,1.0837934,1.2157571,1.1406534,0.5810491,1.0210377,1.1166123,1.1490294,1.0147735,0.90288115,0.9232588,0.91683143,0.8421724,1.19053
