,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,ear,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,melon,mitten,mop,motorcycle,nail,napkin,necklace,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
shovel,1.1953834,0.73932815,0.7369876,1.3868641,1.128979,1.0999781,1.1813246,0.52127546,1.3428075,1.3546495,0.450006,1.2601074,1.5025128,0.7646345,1.3803967,1.0066019,1.0751551,0.64445513,0.61321265,1.1334603,0.31621253,0.4688782,0.6027985,0.553327,0.38255036,0.58110887,0.7872089,1.2198594,0.94917107,0.45206106,1.2169251,0.721144,1.3989267,0.62769663,1.3187885,1.3027582,1.2647442,0.24260259,1.2909695,0.6920172,1.2792073,1.1673093,1.0676142,1.1844766,0.95523953,0.5208269,0.8300526,1.2159401,0.95372254,1.3536172,0.69734097,1.2033749,0.4771148,1.3708619,1.3659439,0.5383651,1.1640674,1.318763,1.3636646,1.3910807,0.64169735,1.1278512,1.2609643,0.8392227,1.3981943,0.076352954,0.63146603,0.44456053,1.2547396,1.1824782,1.5271466,0.8073509,1.236202,0.56516886,0.9894648,0.7501126,0.75893724,1.1538606,1.4220254,1.3265162,1.2420332,0.32516944,0.31801206,1.20386,1.3334663,1.2774682,0.8175018,1.1175048,0.564782,1.1359384,0.7664507,1.107338,0.80744773,1.0869502,1.2692441,1.1197007,0.83597714,1.3902504,0.9598223,0.99324846,0.0,1.1770245,1.4431093,0.5256395,0.53744483,1.3843291,0.3016281,0.89251155,1.3137822,1.3417991,1.4119989,0.9301469,0.77461576,1.313613,1.3286641,1.2184483,1.2246213,1.1574976,0.40759683,0.2982763,1.2997394
sink,1.1365762,1.1020781,1.218395,0.7656766,1.1156626,1.0706869,0.9716157,1.0905561,0.3987683,0.7100807,0.973957,0.9024252,0.78222686,1.097908,0.62568015,1.0370194,1.0908225,1.1857642,0.9783026,0.9874087,1.2002269,1.1230017,1.034899,1.0092249,1.1101891,1.0607256,1.1511748,0.9007071,0.7454238,0.9889781,0.83883524,1.0658201,0.93143314,1.1119702,0.9996774,0.5781903,1.1111109,1.1650218,0.88714063,1.1839417,0.9164754,1.1259546,1.3472888,0.8387729,0.95234245,1.0000199,1.1741896,0.9639184,1.1780493,0.97700465,1.3457973,1.1010411,0.9744317,1.0105666,0.9330816,1.1343135,1.0290121,1.1899745,0.9997276,1.0050074,1.0843672,1.1733491,0.68960065,1.1075985,0.6814208,1.1470766,1.0807279,1.0314214,1.0847739,0.97722673,1.0125209,1.080391,0.91503745,1.1612016,1.0948819,1.0587596,1.1887174,0.73971426,0.7358434,0.8270866,0.86964333,1.1562787,1.1847019,1.0269263,0.87860644,0.92986983,1.0080564,1.1693374,0.93882334,1.1465473,1.1746367,1.0509421,0.96976805,1.048898,0.7079504,1.1685485,1.1435356,0.68874437,1.1071801,1.0083289,1.1770245,0.0,0.63698864,1.210802,1.1199142,1.0847522,0.98427105,1.2431064,1.0030131,0.7641094,0.6471647,1.0622637,1.165742,1.2022951,1.0738568,0.9997874,1.1704156,0.6329505,1.1258707,1.100219,0.7698604
slide,0.8029405,1.4239714,1.1193739,0.83934677,0.7692473,0.87241167,0.5607762,1.2579926,0.25995332,0.717022,1.4529886,0.81616956,0.5569418,1.188258,0.68962145,0.90781534,1.0124971,1.3500006,1.158004,0.99053514,1.4587972,1.2705507,1.2234938,1.3200172,1.4614956,1.3470503,1.1295278,0.82857645,0.98495597,1.3170695,0.87360203,1.1970251,0.76546043,1.2132179,0.65106744,0.81073666,1.0451002,1.3966379,0.71810114,1.2900417,0.68959594,0.9272653,1.1056014,1.0004543,1.176671,1.25982,1.2180914,0.8547907,1.2758648,0.5953404,1.1945394,1.0174872,1.3425219,0.40620816,0.6705041,1.3435034,1.105331,0.7076211,0.61537254,0.8269508,1.1029606,1.0249641,0.87719524,1.1925533,0.84230435,1.4584274,1.181141,1.3237631,1.037483,0.7353809,0.8179695,1.2347497,0.90160227,1.364272,1.1859965,1.3788869,1.234553,0.99437124,0.8180562,0.91462827,0.99706393,1.337924,1.4157346,0.7205788,0.9393567,0.76477814,1.032752,0.89152354,1.1279063,0.9725464,1.0104988,1.0740979,1.1426842,0.9796256,0.8669269,0.8811656,1.0164493,0.7776016,1.1529208,1.1897132,1.4431093,0.63698864,0.0,1.411044,1.214619,1.0374217,1.3734086,1.2300847,0.7718886,0.9235684,0.6630261,1.0391448,1.4814337,0.86906934,0.6937549,0.91365844,0.4997567,0.7055432,1.3348699,1.4918289,0.7949225
slipper,1.2340037,0.49326462,0.7942101,1.2221905,1.0485988,1.0218331,1.2192879,0.7322541,1.3517466,1.2023803,0.39891553,1.1902986,1.2131705,0.89825946,1.1734879,0.9269163,1.1512235,0.7577058,0.7809677,1.229603,0.55993587,0.9035946,0.6447495,0.6859962,0.5601874,0.7838414,0.7665968,1.2785783,1.1388209,0.7213346,1.2418681,0.75516415,1.2286799,0.8242868,1.2775366,1.14707,1.1545027,0.531878,1.3024619,0.8132585,1.2132926,1.2988917,1.0851498,1.2313989,0.9551654,0.6310769,0.9104394,1.1988369,0.7931611,1.1633955,0.8249143,0.68017197,0.83980703,1.3767945,1.31583,0.7211956,0.7300992,1.1090561,1.2244854,1.2294998,0.59447134,1.253867,1.1712315,0.8665081,1.1319956,0.51745343,1.031684,0.7457061,0.93056,1.1203618,1.0029688,0.89000976,1.2745869,0.64914817,0.76600623,0.6989952,0.86489975,1.1113821,1.1160696,1.0656061,1.1345811,0.70312655,0.6559181,1.1425962,1.2009703,0.90931326,1.0613167,1.1739835,0.8395587,1.274178,0.8392336,0.99554145,0.7977715,0.9973515,1.3374449,1.1754434,0.7986822,1.2337854,0.65589654,0.6132476,0.5256395,1.210802,1.411044,0.0,0.73510367,0.83005404,0.6963159,0.75856113,1.3079963,1.1959783,1.2454579,1.0103452,0.65712607,1.1624383,1.2833986,0.972837,1.1447893,1.3443937,0.8443341,0.41769373,1.4369411
soap,1.1587087,0.7351249,0.52464706,1.2546868,0.84322107,0.83798647,1.0271152,0.77992153,1.1934822,1.1986873,0.6560939,1.195034,1.2180047,0.89561445,1.2561722,0.8255105,1.0756218,0.88776374,0.75196815,1.157966,0.48453194,0.713827,0.87646747,0.68667245,0.72524524,0.71043336,0.6198323,1.1712713,1.1283255,0.56975317,1.1719545,0.7982384,1.2702553,0.8701919,1.2422279,1.268532,1.237078,0.31362414,1.255225,0.87771344,1.1291217,1.180836,1.2320049,1.1070194,1.1103495,0.71973264,0.7777011,1.1236883,0.95640206,1.0139692,0.7251794,1.1680965,0.795495,1.2332581,1.2156547,0.688182,1.2972968,1.1229396,1.1691825,1.2899095,0.7499101,1.1665788,1.1593156,0.97689044,1.2522894,0.48581415,0.86245024,0.5930438,1.2619421,0.8753787,1.3924766,0.94931865,1.1939917,0.4882933,1.0920972,0.8947275,0.68778837,1.2097976,1.2623216,1.2179937,1.042762,0.70108926,0.63924,1.0060946,1.177323,1.1056833,0.9171355,1.0989175,0.71442825,1.1515473,0.8327927,1.1636958,1.0373071,1.0344508,1.1834711,1.1282015,1.020506,1.2330835,1.1351928,0.9525666,0.53744483,1.1199142,1.214619,0.73510367,0.0,1.3080964,0.61046964,1.0060729,1.2190666,1.1887193,1.2189499,0.9550275,0.9204202,1.2302344,1.1873232,1.19301,1.1016744,1.1734178,0.7450266,0.49509382,1.1432607
sock,1.1276822,0.7808118,1.2696937,0.51317644,1.2229939,1.2304735,1.120429,1.3521876,1.0339242,0.8042902,1.2286687,0.8983147,0.75885165,1.0756416,0.67812896,1.1507936,1.1712145,1.2357373,1.408649,1.079065,1.2529314,1.314208,1.3008494,1.2135274,1.3202233,1.2589169,1.1294909,0.91726077,1.129539,1.3694258,0.90352035,1.2933719,0.60852283,1.2442067,0.83105123,0.6871681,0.55112773,1.36358,0.9421536,1.2694125,1.1361165,0.97424203,0.72671926,0.9563415,1.1754951,1.3839204,1.230461,0.980751,0.78007144,0.8175691,1.2693136,0.3396027,1.2432834,1.0029285,0.906528,1.1872358,0.27879024,1.0607206,0.9365914,0.5590229,1.1953655,0.97075474,0.81150067,1.1818597,0.570717,1.3396623,1.2485102,1.4524478,0.28250444,1.1445009,0.1717186,1.1656821,0.9088686,1.1312076,0.83171153,0.9419527,1.2809725,1.0021633,0.5369592,0.48121053,0.92510664,1.3308319,1.3045034,1.0146279,0.6208505,0.8084026,1.2850282,1.1628941,1.4069265,0.9949629,1.3601642,1.0315566,1.2760531,1.0445796,0.9583078,1.1590794,1.174091,0.68141836,0.79004955,0.79906684,1.3843291,1.0847522,1.0374217,0.83005404,1.3080964,0.0,1.348256,0.8381521,0.8835857,0.77376306,0.75692964,1.26763,0.67270637,0.7956106,0.65938383,0.7174082,1.172739,1.1795344,1.3000402,1.2418344,1.0153053
spoon,1.2043146,0.82311714,0.7428789,1.3444953,1.03921,0.984625,1.0933582,0.53301024,1.2674108,1.3190645,0.5289747,1.348916,1.363314,0.9205813,1.3586547,0.8996575,1.0658369,0.7450954,0.4658112,1.1483318,0.40322208,0.5768673,0.6888602,0.63963056,0.6019398,0.6606376,0.8159142,1.2771432,1.0659219,0.44488811,1.2283688,0.72617424,1.3429692,0.60759956,1.3519375,1.3442392,1.1281136,0.38451803,1.4044745,0.6822297,1.1303123,1.262795,1.1316063,1.2542807,0.8232956,0.6131452,0.7561742,1.2319889,0.9173653,1.293043,0.73904204,1.2230794,0.15171361,1.2975521,1.2559382,0.6099415,1.158239,1.2036431,1.2581805,1.2930195,0.7927073,1.2038052,1.3155317,0.8467797,1.4342082,0.3394823,0.756789,0.3579496,1.2399318,1.068264,1.4574686,0.84577477,1.3094682,0.6216291,0.84067094,0.79759455,0.7326924,1.2263145,1.4592599,1.3975958,1.0821074,0.36052477,0.30752957,1.1053241,1.2135518,1.2492596,0.70640254,1.1253085,0.3950715,1.2206917,0.69826365,1.1464927,0.8632674,1.0474076,1.340542,1.1462477,0.8459841,1.4066396,0.98247445,0.9842861,0.3016281,0.98427105,1.3734086,0.6963159,0.61046964,1.348256,0.0,1.009883,1.3672209,1.4036461,1.2956061,0.749946,0.7673336,1.2677662,1.2314248,1.1089244,1.1991383,0.91769785,0.56367093,0.4145605,1.3466425
strawberry,1.1799725,0.76608527,0.801072,0.9792697,1.0282067,1.0426235,1.0187967,1.0505773,1.2453048,1.1744658,0.91791403,1.0845217,1.1487169,1.0197002,1.2282698,0.95017636,1.1468384,0.9939029,1.103386,1.0942726,0.8356462,1.0131016,1.0457261,0.90842193,0.9796275,1.0870906,0.7557573,1.1203095,1.1883699,0.95811266,1.1216573,0.98820996,0.9759187,1.1215876,0.93697,1.2055863,0.9466897,0.8484413,1.1696852,1.003445,1.0842563,1.1633857,0.86710465,1.1704239,0.935559,0.9594974,0.93751085,1.0747409,0.5254383,0.9413544,0.8480644,0.8996278,0.97930384,1.0548491,0.97955734,0.81256294,0.9122527,0.90869534,1.0255672,0.76370645,0.9556694,1.0671257,1.1310055,0.9796304,1.1327616,0.86778915,1.0796931,1.0557483,0.83542705,0.94301444,0.97772914,1.0916109,1.0826807,0.70371044,1.1596602,0.7884201,0.93533623,1.1579748,1.0242627,1.042835,1.0619944,0.9709395,0.8212921,0.8495386,0.97883916,1.0853181,1.124761,1.1264513,1.0521953,1.1067299,0.87434167,1.1259909,1.0394374,0.774789,1.2546098,1.1612754,0.9871037,1.0830112,0.96022844,0.97602326,0.89251155,1.2431064,1.2300847,0.75856113,1.0060729,0.8381521,1.009883,0.0,1.1749954,1.043984,1.169699,1.1264389,0.6712394,0.74122757,0.84429115,1.1828817,1.0432827,1.1394805,1.0249462,0.89403415,1.225805
stroller,0.9442927,1.244359,1.3101721,0.85421985,1.1036985,1.1558043,1.1139982,1.3048338,0.87056786,0.6556254,1.3238273,0.77985036,0.7660993,1.1169907,0.7065842,1.2057374,0.8958946,1.1542218,1.3172109,0.91959083,1.3649477,1.2208394,1.2544332,1.2950097,1.3428531,1.2025542,1.2092736,0.76263046,0.9530073,1.3599827,0.74963677,1.3540385,0.64714587,1.2205235,0.8400984,0.78285944,0.77370304,1.351762,0.67550457,1.1673715,1.0546016,0.82926196,0.90445626,0.8484541,1.1518265,1.3130358,1.26384,0.86305296,1.2214276,0.91832024,1.1375122,0.95464337,1.3272927,0.8137502,0.70318025,1.250738,0.88827384,0.9024112,0.7930507,0.8513329,1.1904528,0.94101375,0.7882092,1.0837934,0.7082667,1.362619,1.0817655,1.4422208,0.94090754,1.1212275,0.6951463,1.1455377,0.29379165,1.3065878,1.002355,1.2803997,1.2931377,0.8752832,0.72444797,0.7818604,0.9453572,1.306001,1.3519268,1.0824202,0.77748674,0.9080993,1.1151285,1.0135874,1.2522719,0.90862453,1.2501341,0.7982404,1.1530279,1.1827834,0.73808706,0.98626286,1.1526693,0.7934718,1.0065345,1.1647972,1.3137822,1.0030131,0.7718886,1.3079963,1.2190666,0.8835857,1.3672209,1.1749954,0.0,0.66853523,0.66280997,1.206952,1.324441,0.9078724,0.8223194,0.8256501,0.88139904,0.961866,1.2088412,1.3013015,0.74890614
sweater,1.0601183,1.0733173,1.2842379,0.64439124,1.2379811,1.2697471,1.1378838,1.381454,0.80608934,0.6871303,1.1681134,0.69271994,0.84403133,1.0770925,0.6498064,1.1337863,1.0587239,1.2331625,1.445016,0.9183096,1.2710212,1.2273266,1.2605071,1.1358285,1.1685171,1.1628637,1.0999049,0.7838106,0.9062872,1.2910131,0.72960126,1.234932,0.7177324,1.3019089,0.8590711,0.53237253,0.8674519,1.3167206,0.75189435,1.3004686,1.1216447,0.98085964,1.1646428,0.70969856,1.1704109,1.270721,1.238262,0.8112601,1.0355792,0.9146803,1.315192,0.93586165,1.3543721,1.0890229,0.91316813,1.069497,0.8555883,1.1832788,1.0026506,0.8956813,1.1475854,1.0383955,0.4955299,1.2157571,0.3427009,1.2679936,1.101169,1.4771178,0.7802782,1.1214813,0.73549366,1.1401123,0.58195835,1.1633046,1.2266054,0.9673433,1.2688355,0.7420489,0.40456998,0.3760401,0.8562366,1.3573066,1.3427036,1.0488653,0.5962738,0.9018761,1.2354026,1.0751929,1.3114114,1.0330478,1.3345395,0.96355146,1.2349646,1.0918374,0.59295714,1.1001353,1.312889,0.4742179,1.0702618,0.9767164,1.3417991,0.7641094,0.9235684,1.1959783,1.1887193,0.77376306,1.4036461,1.043984,0.66853523,0.0,0.68753356,1.3612474,1.1034801,1.028239,0.9958866,1.0928011,1.2448198,1.0484593,1.198606,1.2749445,0.70960164
table,1.021199,1.212194,1.3727448,0.58339024,1.1258687,1.1898642,1.1067933,1.2459512,0.6441432,0.13074827,1.3466995,0.8219124,0.5993594,1.1310419,0.34182763,1.1540873,1.0128043,1.1402612,1.1886182,0.9343632,1.3981669,1.3313453,1.2497272,1.2999411,1.3636868,1.2123278,1.2272005,0.7520882,0.87558186,1.3324453,0.66269225,1.2452523,0.742097,1.1749243,0.82385814,0.63412935,0.8205309,1.3986905,0.6902325,1.1576655,0.9979236,0.9171694,1.1171511,0.8846502,1.2133195,1.3814983,1.2155299,0.97994417,1.3163,0.8262924,1.3292717,0.9259235,1.2384276,0.9473788,0.86945647,1.3554884,0.8718176,1.1126171,0.7827687,0.939204,1.298517,1.0488224,0.5552787,1.1406534,0.61263114,1.402077,1.1647258,1.4180336,0.8720825,1.1273508,0.59992605,1.1722193,0.7249726,1.3398398,0.900527,1.2448215,1.246452,0.8976314,0.6675908,0.72594535,0.8367334,1.3496213,1.4094,1.1698959,0.84117484,0.8934554,1.0859178,1.0855954,1.1603879,0.9829926,1.260491,0.9223794,1.2602743,1.2147393,0.7579385,1.0679784,1.1728709,0.59258384,1.1129596,1.053706,1.4119989,0.6471647,0.6630261,1.2454579,1.2189499,0.75692964,1.2956061,1.169699,0.66280997,0.68753356,0.0,1.05991,1.285911,1.0260913,0.8964454,0.62121046,1.0927035,0.7409153,1.3332784,1.4044552,0.5967567
tape,0.94173795,1.1908351,0.85029155,1.2623858,0.6516741,0.7074244,0.7862868,0.48693824,1.0810688,1.1514257,1.0841839,1.1997035,1.1699696,0.94614375,1.2625039,1.0166109,0.80298364,0.6686828,0.17672193,0.8607838,0.9128455,1.0264767,0.66260797,1.1202754,0.8972624,0.86228806,1.0813845,1.1196399,1.107035,0.825457,1.1158644,0.68319833,1.2959548,0.6434825,1.2349993,1.3429176,1.1736791,1.044993,1.1864915,0.3885318,0.8321016,1.006022,0.9555846,1.2576149,0.90103245,0.854073,0.63451564,1.1952336,1.2429371,1.2131232,0.88894355,1.1469486,0.77151316,0.98166996,1.1009333,1.1506611,1.2532814,0.78237367,1.0228578,1.259483,1.0594729,1.0481915,1.2511419,0.5810491,1.4151014,1.0480491,1.0567079,0.6324457,1.2601008,0.9199084,1.2739035,0.9599756,1.3060915,1.1549019,0.85860306,1.1591172,0.63404834,1.141712,1.510934,1.3703102,1.0808243,0.82958114,0.97891617,1.0043939,1.4003179,1.1823645,0.44690907,0.923757,0.5179921,1.0337032,0.5285443,0.876071,0.850002,1.0532155,1.2761868,0.9023763,0.6495755,1.2886832,0.9346683,1.1108605,0.9301469,1.0622637,1.0391448,1.0103452,0.9550275,1.26763,0.749946,1.1264389,1.206952,1.3612474,1.05991,0.0,1.1572938,1.1614405,1.1381555,0.9445593,0.71156394,0.5786761,1.0431561,1.0315726,1.2409122
toe,1.2217921,0.4660082,0.6712464,0.9871675,1.0353647,0.9344816,1.1763473,1.0672302,1.3726082,1.2568069,0.65371037,1.313232,1.2774541,0.9268009,1.2578713,1.0508819,1.2675605,1.0247288,1.0069402,1.2023295,0.53509045,0.9548119,1.018691,0.71466106,0.8729575,0.86730325,0.7260328,1.2056335,1.1995761,0.6687712,1.2450076,0.9804861,1.0840404,0.9742197,1.1445792,1.1492496,0.8147445,0.68125784,1.4060678,1.0174495,1.2693768,1.2037113,0.8807597,1.1336485,0.987054,0.8202922,0.7628236,1.0606383,0.3498029,1.099783,0.85604155,0.8639015,0.78877366,1.2683609,1.2021925,0.59968054,0.789149,1.1693714,1.267575,0.771263,0.63407445,1.0758275,1.1353728,1.0210377,1.0857103,0.6873324,1.0914589,0.82374036,0.7685453,0.9943816,0.94161135,1.0347874,1.2209197,0.3762263,0.8854814,0.4386046,0.7542105,1.1931323,1.0344174,0.9625115,0.9927201,0.902483,0.75691164,0.9935574,0.72033715,1.1046835,1.19977,1.1730133,1.0639417,1.123403,0.9805347,1.2650456,1.0635508,0.78958553,1.2433718,1.174975,1.1308453,1.0660567,0.97274256,0.83965075,0.77461576,1.165742,1.4814337,0.65712607,0.9204202,0.67270637,0.7673336,0.6712394,1.324441,1.1034801,1.285911,1.1572938,0.0,0.9289411,0.9770971,1.1394641,1.3049734,1.3423605,0.9411242,0.60755557,1.2152115
tooth,0.92682475,1.1161283,0.84611505,0.893001,0.90840155,1.0024408,0.66284764,1.3790249,1.0131866,1.0985247,1.3170483,1.0702829,0.8540017,1.189195,1.1095545,1.1208835,1.1476407,1.2784852,1.3220723,1.1289014,1.1317835,1.2730539,1.384595,1.1874534,1.4500008,1.3919585,0.9559864,1.0040588,1.3748796,1.2362286,1.0855409,1.2025632,0.80511844,1.1959988,0.6222963,1.1506033,0.6996423,1.1438278,1.1225734,1.1742516,0.78907025,0.97557443,0.7027334,1.2032001,1.1380746,1.159631,1.0227772,0.92301106,0.6574824,0.6754221,0.7262744,0.88719916,1.1587713,0.509108,0.7050435,1.1228819,0.926354,0.539412,0.617031,0.5390849,1.1112075,0.7774227,1.09712,1.1166123,1.033961,1.2621372,1.3359244,1.3379719,0.78590083,0.73872185,0.7198192,1.2563517,0.9597252,0.87084764,1.1000725,1.0966051,1.0438197,1.2105893,0.9368731,0.99508,1.0595571,1.2195228,1.1455669,0.6414399,0.7257551,1.0020285,1.1197659,0.9525366,1.2070806,0.82195866,0.985669,1.2499437,1.2297946,0.85469246,1.1946677,0.95942575,0.8827528,0.9310067,1.0788413,1.1976368,1.313613,1.2022951,0.86906934,1.1624383,1.2302344,0.7956106,1.2677662,0.74122757,0.9078724,1.028239,1.0260913,1.1614405,0.9289411,0.0,0.39786065,0.9814039,0.63190013,1.0232909,1.3325415,1.2674531,1.1155365
toothbrush,1.0955027,1.1084743,0.90068805,0.6541129,0.97849023,1.0289376,0.65397793,1.4133834,0.82523,0.9892737,1.4220552,0.98341674,0.87602174,1.3105607,1.0435779,1.165446,1.1339599,1.3088593,1.3017924,1.1205437,1.221384,1.2933574,1.4240446,1.3180581,1.5347705,1.4059789,1.0115044,0.94322777,1.3374317,1.2869877,0.9750753,1.2849603,0.6657073,1.2338421,0.5523815,1.0913615,0.61512196,1.1910126,1.0042665,1.2365556,0.77954465,0.99899364,0.78881323,1.106549,1.1618271,1.316333,1.0889127,0.8702163,0.6705292,0.7190875,0.9865297,0.76650876,1.0511863,0.5171767,0.5088292,1.145637,0.9282871,0.5791231,0.5881202,0.27042532,1.2074031,0.9096615,1.0201747,1.1490294,0.90191555,1.2806305,1.2833483,1.3328326,0.75796086,0.7416583,0.66956943,1.2384983,0.9198416,1.002632,1.2833519,1.158904,1.112676,1.2001114,0.8704233,0.86223084,0.979651,1.2035381,1.1467084,0.6839341,0.73571384,1.1989921,1.112764,1.1369636,1.2499204,0.9486718,1.1358355,1.3113894,1.306032,0.92762375,1.0643325,1.1447015,1.0077658,0.8296579,1.0526494,1.2205966,1.3286641,1.0738568,0.6937549,1.2833986,1.1873232,0.65938383,1.2314248,0.84429115,0.8223194,0.9958866,0.8964454,1.1381555,0.9770971,0.39786065,0.0,1.0962995,0.70013076,0.86302364,1.337055,1.3152094,1.0198588
towel,0.8201598,1.1286559,1.3525094,1.0177613,1.0598383,1.0993998,1.1706946,0.9931669,0.974719,0.7504215,1.1260532,0.93246466,0.65740126,0.95497423,0.5946592,1.0119634,0.85026896,0.96240103,1.0351639,0.91388404,1.2598506,1.2423055,1.0595171,1.1269573,1.1790237,1.2087749,1.1994486,0.9761522,1.0354018,1.2651981,0.97109646,1.1302707,0.916144,0.94985396,1.0205497,0.7875571,0.92888445,1.2637334,0.89338917,0.988746,1.002902,0.94335353,0.8624426,1.0935946,1.0449388,1.1435752,1.2274214,1.0482588,1.3098618,0.93477917,1.0576483,0.72156787,1.1235542,0.90757614,1.1469545,1.2409143,0.54218215,1.0476718,0.9542687,1.1144805,1.1013707,1.0019321,0.9205194,1.0147735,0.92282784,1.2424508,1.2133033,1.1693226,0.77206045,1.1810288,0.51100886,1.1026367,0.9495637,1.3347303,0.25852948,1.1420214,1.2499362,0.94720733,0.9846037,0.95518667,0.95989823,1.145613,1.2328658,1.2182926,1.008094,0.67184263,0.97784114,0.9059593,1.0828848,0.93243057,1.1124244,0.72792923,0.9431672,1.2491933,1.0482783,0.8482822,0.86839765,0.9933362,0.70728475,0.86056644,1.2184483,0.9997874,0.91365844,0.972837,1.19301,0.7174082,1.1089244,1.1828817,0.8256501,1.0928011,0.62121046,0.9445593,1.1394641,0.9814039,1.0962995,0.0,0.93347234,0.944626,1.2448211,1.1210449,1.0569516
toy,0.6873706,1.379489,0.7021602,1.2569215,0.3934374,0.5533338,0.40144533,1.0728279,0.85523444,1.1110609,1.3287894,1.0671476,0.8182422,1.0984795,1.1991034,0.9044194,0.89463943,1.074276,0.93665737,1.0270573,1.172221,1.2805368,1.0323251,1.2553687,1.3317133,1.3072909,0.9692349,1.0748813,1.2970783,1.0825702,1.1729281,0.9829378,1.0185064,1.0266181,0.8334938,1.2852173,1.066053,1.185163,1.0211462,0.9338943,0.6486678,0.96240616,0.83140826,1.3109403,1.055605,0.99463755,0.8913382,1.0549352,1.1452074,0.6545453,0.70907474,1.078815,1.252153,0.26382017,0.6404283,1.2374022,1.1036426,0.22197837,0.6248347,0.9426555,0.8968485,0.93610764,1.2753518,0.90288115,1.2955163,1.294989,1.3090936,1.0341525,1.1721689,0.5642717,0.9525821,1.156297,1.1544036,1.1494654,0.997509,1.3565669,0.8794377,1.2373443,1.2903538,1.2576876,1.1577795,1.1438787,1.2402586,0.6129477,1.2059,0.8601545,0.910079,0.73135924,0.9531423,0.9234997,0.6052582,1.0923493,0.9949333,0.90314275,1.2913392,0.7061227,0.53918874,1.2299057,1.0214983,1.2287908,1.2246213,1.1704156,0.4997567,1.1447893,1.1016744,1.172739,1.1991383,1.0432827,0.88139904,1.2448198,1.0927035,0.71156394,1.3049734,0.63190013,0.70013076,0.93347234,0.0,0.8482257,1.3399179,1.2212764,1.1987724
tray,1.0605454,1.4047954,1.1131142,0.90849257,0.8733978,0.97407115,0.8056242,0.874471,0.73927236,0.8663507,1.2994754,1.1023,0.93760914,1.1899513,0.9354208,1.0589559,0.82855916,0.96382016,0.67212725,0.8148596,1.1619809,1.1479781,1.0312711,1.2701943,1.2127986,1.078092,1.3038588,0.9182596,1.042388,1.090151,0.90754193,1.0008006,1.025354,0.84560657,0.9574632,1.0514103,0.95386624,1.2556274,1.0040311,0.8466784,0.8283147,0.95788455,0.9451821,1.0857865,0.89777035,1.0905871,0.9925978,1.0583303,1.2255064,1.0554844,1.1006659,1.1149799,0.8675751,0.78184587,0.88812363,1.2749937,1.2071282,0.8684873,0.8079253,0.91484106,1.2954779,1.0387049,1.0030886,0.9232588,1.1042926,1.2325011,1.1033694,1.0055767,1.183752,0.9549534,1.0814583,1.0639411,1.0076394,1.3231138,1.0254383,1.2921524,1.0156504,0.88989836,1.1956055,1.1750733,0.95297617,0.9966986,1.1083212,0.94511825,1.1532862,1.1147032,0.30879056,1.0892086,0.43325526,1.0234547,0.8715177,1.0689803,0.89456505,1.0702972,0.9717916,1.099066,0.97818065,0.96106935,1.0208561,1.2350354,1.1574976,0.6329505,0.7055432,1.3443937,1.1734178,1.1795344,0.91769785,1.1394805,0.961866,1.0484593,0.7409153,0.5786761,1.3423605,1.0232909,0.86302364,0.944626,0.8482257,0.0,1.181551,1.3140926,0.963585
